REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
15_MACS_peak_28313_lociStitched	chr22	50492109	50525892	15	29890	43657.7709	2645.2089	296	TTLL8,MLC1	MOV10L1,IL17REL	MLC1	IL17REL	1.2035	296	1
9_MACS_peak_14015_lociStitched	chr17	4478830	4508749	9	27074	49255.6497	2824.3536	297	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	SMTNL2	1.4176	297	1
3_MACS_peak_7018_lociStitched	chr11	2425954	2449418	3	23103	54335.5848	2006.172	298	TRPM5	CD81,TSSC4,KCNQ1	TRPM5	TRPM5	1.8563999999999998	298	1
7_MACS_peak_3386_lociStitched	chr1	22871462	22903067	7	30178	42850.059	2939.265	299	EPHA8		EPHA8	EPHA8	1.2404	299	1
18_MACS_peak_3351_lociStitched	chr1	22683192	22719749	18	31201	40768.3664	3527.7505	300			ZBTB40	ZBTB40	NONE	300	1
6_MACS_peak_21192_lociStitched	chr19	47114961	47144697	6	28258	46905.5664	3496.9536	301	PTGIR,GNG8	CALM3,DACT3	PTGIR	PTGIR	1.4771	301	1
16_MACS_peak_17478_lociStitched	chr19	2965383	3000071	16	31135	40966.528	4030.7456	302	TLE6,TLE2	ZNF77	TLE6	TLE6	1.0544	302	1
17_MACS_peak_2339_lociStitched	chr1	17656121	17690579	17	31270	39674.9412	3270.0642	303	PADI4	PADI6	PADI6	PADI6	0.8807	303	1
15_MACS_peak_27354_lociStitched	chr22	43593346	43627234	15	29594	42668.3808	2490.768	304	SCUBE1	TSPO,TTLL12	TTLL12	TSPO	0.04819999999999999	304	1
14_MACS_peak_19521_lociStitched	chr19	18134182	18168044	14	30210	42388.4516	3721.4338	305		ARRDC2,MAST3,IL12RB1	ARRDC2	ARRDC2	1.2858	305	1
4_MACS_peak_4894_lociStitched	chr1	156860083	156885173	4	24590	52887.211	3848.806	306	PEAR1	NTRK1,C1orf92,INSRR,MIR765	PEAR1	PEAR1	1.7068	306	1
6_MACS_peak_187_lociStitched	chr1	2013277	2043814	6	28994	42299.8524	2281.1139	307	PRKCZ		PRKCZ	PRKCZ	1.0754000000000001	307	1
22_MACS_peak_37576_lociStitched	chrX	152789673	152826170	22	30537	37934.9818	1883.2452	308	ATP2B3	BGN,FAM58A	ATP2B3	BGN	0.8536	308	1
11_MACS_peak_36814_lociStitched	chr9	137604624	137635134	11	29234	40852.89	2147.904	309	COL5A1		COL5A1	COL5A1	1.0771	309	1
6_MACS_peak_13903_lociStitched	chr17	1905889	1933347	6	26200	46382.0536	2169.182	310	RTN4RL1	DPH1,OVCA2,HIC1,MIR132,MIR212	RTN4RL1	RTN4RL1	1.4291	310	1
9_MACS_peak_29642_lociStitched	chr4	7144723	7175236	9	28862	41308.4994	2593.605	311		SORCS2,FLJ36777	SORCS2	FLJ36777	0.8851	311	1
11_MACS_peak_30100_lociStitched	chr4	8261356	8293000	11	29252	39710.0556	2208.7512	312	HTRA3		HTRA3	HTRA3	0.9412	312	1
11_MACS_peak_27023_lociStitched	chr22	37515633	37546416	11	28779	41584.7547	3084.4566	313	IL2RB	TMPRSS6,C1QTNF6	IL2RB	TMPRSS6	1.5731000000000002	313	1
15_MACS_peak_31605_lociStitched	chr6	34067541	34099215	15	27750	43241.3448	2524.4178	314	GRM4		GRM4	GRM4	1.216	314	1
16_MACS_peak_35264_lociStitched	chr8	144207333	144240582	16	29773	38778.3087	3118.7562	315	LY6H		LY6H	LY6H	0.7414	315	1
15_MACS_peak_14586_lociStitched	chr17	19097419	19131864	15	31626	33714.766	3585.7245	316		EPN2	EPN2	EPN2	0.0013999999999999985	316	1
6_MACS_peak_16769_lociStitched	chr17	77739197	77765983	6	25649	46023.7052	2199.1306	317	CBX2	ENPP7,CBX8,CBX4	CBX2	CBX2	1.7105	317	1
12_MACS_peak_27585_lociStitched	chr22	44817592	44850799	12	29650	38002.0908	2699.7291	318		LDOC1L	LDOC1L	LDOC1L	0.39189999999999997	318	1
13_MACS_peak_7468_lociStitched	chr11	64285135	64316906	13	29063	39456.4049	3034.1305	319		SLC22A11,SLC22A12	SLC22A11	SLC22A11	1.2045000000000001	319	1
11_MACS_peak_19595_lociStitched	chr19	18705572	18733614	11	24587	47615.316	2487.3254	320	TMEM59L,CRLF1	C19orf50,UBA52,C19orf60,KLHL26	CRLF1	CRLF1	1.2496	320	1
16_MACS_peak_6479_lociStitched	chr10	134833142	134867067	16	28815	38552.37	2218.695	321		GPR123	GPR123	GPR123	0.7159	321	1
18_MACS_peak_19074_lociStitched	chr19	15280571	15315052	18	29172	38260.1176	2886.0597	322	NOTCH3	ILVBL,EPHX3	NOTCH3	NOTCH3	0.8461	322	1
6_MACS_peak_25508_lociStitched	chr21	43717152	43744327	6	25612	46874.1575	4024.6175	323	ABCG1,TFF3	TFF2,TFF1	TFF3	TFF3	1.9827000000000001	323	1
7_MACS_peak_489_lociStitched	chr1	3365813	3392404	7	25281	44204.8784	1744.3696	324	ARHGEF16		ARHGEF16	ARHGEF16	1.4738	324	1
3_MACS_peak_18672_lociStitched	chr19	13103884	13128744	3	24221	46542.892	2359.214	325	NFIX	RAD23A,DAND5,GADD45GIP1	NFIX	NFIX	0.7919	325	1
14_MACS_peak_10126_lociStitched	chr13	113727544	113759283	14	27863	39619.7937	2570.859	326	MCF2L	F7,F10	F7	F7	0.7859	326	1
17_MACS_peak_9524_lociStitched	chr12	52573866	52607496	17	28521	38502.987	3161.22	327	LOC283404,KRT80	KRT7	KRT80	KRT80	0.8819	327	1
7_MACS_peak_221_lociStitched	chr1	2129977	2158719	7	26950	41414.3478	2644.264	328	C1orf86	SKI,LOC100128003,C1orf86	C1orf86	C1orf86	0.8408	328	1
4_MACS_peak_23016_lociStitched	chr2	220374327	220400224	4	24945	45356.0058	2724.3644	329	ACCN4	SPEG,GMPPA,TMEM198,INHA,CHPF,MIR3132,OBSL1	ACCN4	SPEG	1.393	329	1
8_MACS_peak_32745_lociStitched	chr7	100382058	100411306	8	28220	38349.9776	2743.4624	330	ZAN,EPHB4	SLC12A9	EPHB4	EPHB4	1.207	330	1
11_MACS_peak_36733_lociStitched	chr9	137369117	137398730	11	26597	41413.7805	2475.6468	331			COL5A1	COL5A1	1.0771	331	1
3_MACS_peak_37293_lociStitched	chr9	139862432	139886121	3	23019	47368.5244	2068.0497	332	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	PTGDS	PTGDS	1.9102	332	1
9_MACS_peak_7006_lociStitched	chr11	2378483	2407603	9	27110	40345.76	2559.648	333	CD81	TSSC4,TRPM5	CD81	TRPM5	1.8563999999999998	333	1
15_MACS_peak_37339_lociStitched	chr9	140186227	140217677	15	25873	42580.155	2421.65	334	NRARP,EXD3	C9orf173,COBRA1,C9orf167,FAM166A	NRARP	NRARP	1.2069	334	1
12_MACS_peak_21163_lociStitched	chr19	46980229	47009106	12	26336	42073.789	2873.2615	335	PNMAL2	PNMAL1	PNMAL2	PNMAL2	1.7617	335	1
8_MACS_peak_16312_lociStitched	chr17	74514861	74542182	8	26620	40150.9416	2535.3888	336	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	PRCD	PRCD	1.2413	336	1
16_MACS_peak_6146_lociStitched	chr10	126686397	126720096	16	28418	36398.2899	3117.1575	337	CTBP2	MIR4296	CTBP2	MIR4296	0.7087	337	1
20_MACS_peak_27733_lociStitched	chr22	45191737	45224873	20	28502	35269.9584	2650.88	338	ARHGAP8,PRR5-ARHGAP8		ARHGAP8	ARHGAP8	0.782	338	1
8_MACS_peak_28464_lociStitched	chr3	12903078	12933740	8	27867	37754.1206	3605.8512	339		SNORA7A,RPL32	RPL32	NONE	NONE	339	1
9_MACS_peak_3267_lociStitched	chr1	21942891	21972013	9	27062	38452.6888	2696.6972	340	RAP1GAP		RAP1GAP	RAP1GAP	1.0967	340	1
13_MACS_peak_4143_lociStitched	chr1	31155144	31185617	13	27643	37274.5736	2894.935	341	MATN1	LOC100129196,LAPTM5	LOC100129196	LOC100129196	0.06849999999999999	341	1
11_MACS_peak_4843_lociStitched	chr1	156355182	156382337	11	25893	42046.802	3769.114	342	C1orf61	C1orf182,RHBG,CCT3,MIR9-1	MIR9-1	MIR9-1	1.023	342	1
5_MACS_peak_17070_lociStitched	chr17	81010812	81037382	5	24863	42395.092	2181.397	343		METRNL,B3GNTL1	METRNL	METRNL	1.0403	343	1
3_MACS_peak_4874_lociStitched	chr1	156657555	156679391	3	21820	48748.87	3570.186	344	CRABP2	BCAN,C1orf66,NES,ISG20L2,MRPL24,HDGF	CRABP2	CRABP2	1.534	344	1
8_MACS_peak_18194_lociStitched	chr19	7717974	7744382	8	25427	42635.716	3596.7696	345	RETN,C19orf59	LOC100131801,STXBP2,TRAPPC5,XAB2,PCP2,FCER2	RETN	RETN	1.5036	345	1
10_MACS_peak_16755_lociStitched	chr17	77703086	77732332	10	26514	39098.9774	2427.418	346	ENPP7	CBX2,CBX8	ENPP7	CBX2	1.7105	346	1
25_MACS_peak_31536_lociStitched	chr6	33897523	33933965	25	28023	36445.6442	3633.2674	347		MIR1275	MIR1275	MIR1275	0.6900999999999999	347	1
19_MACS_peak_36578_lociStitched	chr9	136455391	136489064	19	26811	38424.2603	2757.8187	348		DBH,FAM163B	FAM163B	FAM163B	1.809	348	1
4_MACS_peak_2189_lociStitched	chr1	17083796	17109536	4	25484	43822.35	5343.624	349	MST1P9	ESPNP	MST1P9	ESPNP	3.1997	349	1
6_MACS_peak_28779_lociStitched	chr3	50185270	50212648	6	26102	39667.9842	2477.709	350	SEMA3F	GNAT1,SLC38A3	SEMA3F	SLC38A3	1.5919	350	1
5_MACS_peak_17648_lociStitched	chr19	3581274	3607684	5	24896	42641.586	3464.992	351	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.6773	351	1
5_MACS_peak_31701_lociStitched	chr6	41602273	41628744	5	25032	41358.2904	2617.9819	352	MDFI		MDFI	MDFI	1.4564	352	1
16_MACS_peak_3450_lociStitched	chr1	23033094	23064117	16	27288	36687.7998	2959.5942	353	EPHB2		EPHB2	EPHB2	1.1014	353	1
8_MACS_peak_24946_lociStitched	chr20	60371003	60398007	8	25919	38521.206	1774.1628	354	CDH4		MIR1257	MIR1257	0.5965	354	1
16_MACS_peak_14569_lociStitched	chr17	19053389	19086677	16	29093	32292.6888	3658.3512	355	GRAPL		GRAPL	GRAPL	0.3354	355	1
4_MACS_peak_29150_lociStitched	chr3	195528531	195554190	4	25155	41590.6731	3325.4064	356	MUC4		MUC4	MUC4	0.7811	356	1
11_MACS_peak_14552_lociStitched	chr17	18974153	19005006	11	28966	32139.5701	3193.2855	357		GRAPL,GRAP	GRAP	GRAPL	0.3354	357	1
18_MACS_peak_20164_lociStitched	chr19	36282512	36314747	18	27608	35529.417	2839.9035	358	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,APLP1,TMEM149,U2AF1L4,HSPB6,NPHS1	PRODH2	KIRREL2	1.2897	358	1
9_MACS_peak_17912_lociStitched	chr19	5538906	5566462	9	25750	40716.7456	3849.5732	359	PLAC2		PLAC2	PLAC2	1.1257	359	1
21_MACS_peak_26772_lociStitched	chr22	30862735	30894451	21	27639	35090.5824	2771.9784	360	SEC14L3,SDC4P,SEC14L4	MTFP1,LOC730005	SDC4P	SDC4P	0.891	360	1
17_MACS_peak_21777_lociStitched	chr19	50930031	50962174	17	27419	36382.6617	3535.73	361	SPIB,MYBPC2	POLD1,C19orf63,FAM71E1	MYBPC2	MYBPC2	1.0738	361	1
13_MACS_peak_20742_lociStitched	chr19	42286186	42318681	13	27199	36618.6155	3353.484	362	CEACAM3	CEACAM6,DMRTC2,RPS19,LYPD4	CEACAM3	CEACAM3	0.8696	362	1
14_MACS_peak_3648_lociStitched	chr1	29558820	29587971	14	26537	37082.9871	2961.7416	363	PTPRU	MECR	PTPRU	PTPRU	0.9479	363	1
13_MACS_peak_37046_lociStitched	chr9	138254346	138284665	13	26775	35591.4741	2092.011	364			KIAA0649	KIAA0649	0.1335	364	1
8_MACS_peak_26882_lociStitched	chr22	36968598	36996301	8	26326	36947.4911	2601.3117	365	CACNG2	EIF3D	EIF3D	NONE	NONE	365	1
6_MACS_peak_6563_lociStitched	chr10	135045410	135071997	6	25216	38809.0439	2294.4581	366	VENTX,MIR202	UTF1,ADAM8	MIR202	MIR202	1.6968999999999999	366	1
5_MACS_peak_32718_lociStitched	chr7	100312371	100338008	5	24868	39609.165	2397.0595	367	EPO,ZAN	GNB2,POP7,GIGYF1	ZAN	ZAN	1.1489	367	1
5_MACS_peak_31597_lociStitched	chr6	34012885	34038912	5	25171	38962.419	2376.2651	368	GRM4	MIR1275	MIR1275	MIR1275	0.6900999999999999	368	1
15_MACS_peak_7881_lociStitched	chr11	69282459	69311894	15	26629	35413.2485	2119.32	369			CCND1	CCND1	NONE	369	1
12_MACS_peak_35100_lociStitched	chr8	143602058	143629524	12	25864	36620.4178	1804.5162	370	BAI1		BAI1	BAI1	1.0848	370	1
15_MACS_peak_1843_lociStitched	chr1	11366187	11396182	15	26731	35313.1135	2564.5725	371		UBIAD1,MTOR	UBIAD1	NONE	NONE	371	1
4_MACS_peak_11855_lociStitched	chr16	1567175	1591204	4	23462	41269.8075	2056.8824	373	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	PTX4	1.2116	373	1
9_MACS_peak_28819_lociStitched	chr3	50444356	50472384	9	26374	35825.3896	2707.5048	374	CACNA2D2	TMEM115	TMEM115	NONE	NONE	374	1
6_MACS_peak_90_lociStitched	chr1	1125542	1149815	6	23319	41004.3789	1803.4839	375	TTLL10,TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	MIR200B	2.5545999999999998	375	1
11_MACS_peak_25200_lociStitched	chr20	62124242	62151868	11	25598	37154.2074	2536.0668	376	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	KCNQ2	1.6271	376	1
3_MACS_peak_16357_lociStitched	chr17	74907607	74932375	3	24003	40044.9024	2345.5296	377	MGAT5B		MGAT5B	MGAT5B	1.1988999999999999	377	1
12_MACS_peak_27141_lociStitched	chr22	38834691	38864676	12	26067	36176.9025	2947.5255	378	KDELR3,KCNJ4	LOC400927,DDX17	KCNJ4	KCNJ4	0.6471	378	1
15_MACS_peak_21449_lociStitched	chr19	49046683	49077228	15	25516	37173.265	2761.268	379	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	SULT2B1	1.122	379	1
14_MACS_peak_21049_lociStitched	chr19	46460481	46490169	14	26841	33799.788	2772.8592	380	NOVA2	CCDC61,MIR769,NANOS2,PGLYRP1	NOVA2	NANOS2	0.8705	380	1
9_MACS_peak_25113_lociStitched	chr20	61646410	61672292	9	24568	38522.7688	2285.3806	381	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	BHLHE23	1.4351	381	1
6_MACS_peak_2356_lociStitched	chr1	17692140	17719328	6	26398	34757.1392	2740.5504	382	PADI6	RCC2	PADI6	PADI6	0.8807	382	1
5_MACS_peak_11729_lociStitched	chr16	792381	817045	5	24278	38507.9032	2022.448	383	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	FBXL16	1.5141	383	1
5_MACS_peak_34688_lociStitched	chr8	142333137	142357377	5	23937	39360.912	2234.928	384	LOC731779	GPR20	LOC731779	GPR20	1.7855	384	1
13_MACS_peak_26041_lociStitched	chr22	18935276	18963173	13	24749	38006.8728	2572.1034	385	DGCR5	DGCR6,DGCR9,DGCR10,PRODH	DGCR5	DGCR10	0.9643	385	1
18_MACS_peak_2365_lociStitched	chr1	17829105	17860712	18	26115	35222.8408	2993.1829	386		ARHGEF10L	ARHGEF10L	ARHGEF10L	1.1629	386	1
5_MACS_peak_468_lociStitched	chr1	3261447	3286282	5	23852	38938.7965	1909.8115	387	PRDM16		ARHGEF16	ARHGEF16	1.4738	387	1
5_MACS_peak_3393_lociStitched	chr1	22906637	22932055	5	24179	38317.635	2041.0654	388	EPHA8	C1QA,C1QC,C1QB	EPHA8	EPHA8	1.2404	388	1
4_MACS_peak_37330_lociStitched	chr9	140047926	140069950	4	20924	43697.8184	1750.908	389	GRIN1,LRRC26,MIR3621,ANAPC2	SSNA1,NDOR1,C9orf169,DPP7,TPRN,TMEM203,RNF208	MIR3621	MIR3621	2.5286999999999997	389	1
8_MACS_peak_34675_lociStitched	chr8	142064630	142090795	8	24965	37389.785	2893.849	390		DENND3	DENND3	NONE	NONE	390	1
13_MACS_peak_31584_lociStitched	chr6	33980519	34008724	13	25704	35225.2245	2496.1425	391	GRM4	MIR1275	MIR1275	MIR1275	0.6900999999999999	391	1
14_MACS_peak_26955_lociStitched	chr22	37115859	37144873	14	25718	35199.7848	2820.1608	392		CACNG2,IFT27	CACNG2	CACNG2	0.9661000000000001	392	1
25_MACS_peak_36899_lociStitched	chr9	137911843	137945476	25	26553	32449.1184	2371.1265	393		OLFM1	OLFM1	OLFM1	0.9633	393	1
11_MACS_peak_266_lociStitched	chr1	2518407	2545330	11	24417	37029.8942	2003.0712	394	C1orf93,MMEL1	TNFRSF14,LOC115110	C1orf93	C1orf93	1.0949	394	1
6_MACS_peak_36572_lociStitched	chr9	136428061	136453060	6	23461	38378.4648	1649.934	395	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	FAM163B	1.809	395	1
10_MACS_peak_37202_lociStitched	chr9	138934128	138960408	10	24727	35795.988	1787.04	396	NACC2		NACC2	NACC2	1.3201	396	1
12_MACS_peak_17088_lociStitched	chr17	81061381	81088446	12	24861	36199.4375	2533.284	397		METRNL	METRNL	METRNL	1.0403	397	1
11_MACS_peak_36491_lociStitched	chr9	136091275	136118677	11	24981	35792.4924	2400.4152	398		OBP2B,ABO	OBP2B	OBP2B	1.3464	398	1
9_MACS_peak_34176_lociStitched	chr8	1890287	1916608	9	25265	34983.2411	2763.705	399	ARHGEF10	KBTBD11	KBTBD11	KBTBD11	0.7409	399	1
13_MACS_peak_31987_lociStitched	chr7	1277341	1305183	13	25281	33992.2978	1826.4352	400		UNCX	UNCX	UNCX	0.6979000000000001	400	1
11_MACS_peak_22184_lociStitched	chr19	55672822	55700622	11	25031	35236.5	2679.92	401	C19orf51,SYT5,PTPRH	PPP1R12C,TNNT1,TNNI3,TMEM86B	SYT5	SYT5	1.2601	401	1
3_MACS_peak_32427_lociStitched	chr7	44257430	44280727	3	22006	40506.4939	2008.2014	402	CAMK2B	YKT6,GCK	YKT6	GCK	0.11030000000000001	402	1
15_MACS_peak_27959_lociStitched	chr22	46020410	46049193	15	25615	33900.6174	2970.4056	403		ATXN10	ATXN10	NONE	NONE	403	1
12_MACS_peak_9793_lociStitched	chr12	54585003	54613186	12	25131	36003.7825	4007.6226	404		SMUG1,CBX5	SMUG1	SMUG1	0.16099999999999998	404	1
5_MACS_peak_24987_lociStitched	chr20	60469016	60494744	5	24356	36116.9664	2366.976	405	CDH4	MIR1257	MIR1257	MIR1257	0.5965	405	1
9_MACS_peak_10193_lociStitched	chr13	114049459	114074492	9	22970	38723.5477	2305.5393	406		GRTP1,ADPRHL1	ADPRHL1	GRTP1	0.5135	406	1
9_MACS_peak_14355_lociStitched	chr17	7957246	7982276	9	23321	38436.068	2938.522	407	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	MIR4314	1.5554999999999999	407	1
6_MACS_peak_18168_lociStitched	chr19	7542496	7569334	6	25508	34280.1774	3698.2764	408	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	PEX11G	0.9722999999999999	408	1
10_MACS_peak_25130_lociStitched	chr20	61713261	61739906	10	23180	37401.5865	1787.8795	409	LOC63930,HAR1A,HAR1B	LOC100144597,NCRNA00029	HAR1A	LOC100144597	1.4094	409	1
13_MACS_peak_19619_lociStitched	chr19	18897926	18925123	13	24484	34978.0617	2453.1694	410	COMP	UPF1	COMP	COMP	1.2093	410	1
5_MACS_peak_25628_lociStitched	chr21	44863385	44886085	5	22394	39516.16	2744.43	411	C21orf125,C21orf84	SIK1	C21orf125	C21orf125	1.943	411	1
7_MACS_peak_21275_lociStitched	chr19	48214277	48240249	7	24647	34314.2064	2285.536	412	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	EHD2	0.9718	412	1
17_MACS_peak_3065_lociStitched	chr1	20623996	20654051	17	25590	32255.026	2647.8455	413	VWA5B1		VWA5B1	VWA5B1	0.8612	413	1
6_MACS_peak_1085_lociStitched	chr1	6298670	6322612	6	22472	38644.7822	2312.7972	414	HES3,GPR153	RNF207,RPL22,ICMT	HES3	HES3	1.6587	414	1
19_MACS_peak_27500_lociStitched	chr22	44312970	44343334	19	25320	32884.212	2930.126	415	PNPLA3	SAMM50,PNPLA5	PNPLA3	PNPLA5	1.1606	415	1
5_MACS_peak_13755_lociStitched	chr17	699673	723665	5	23469	36225.5208	2101.6992	416	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.049500000000000016	416	1
7_MACS_peak_11789_lociStitched	chr16	1019514	1043349	7	22837	37101.561	1842.4455	417	SOX8,LMF1		LMF1	LMF1	1.0937000000000001	417	1
13_MACS_peak_1198_lociStitched	chr1	7102970	7130697	13	25081	32465.5443	2331.8407	418	CAMTA1		CAMTA1	CAMTA1	0.6111	418	1
6_MACS_peak_25897_lociStitched	chr21	46986830	47010017	6	22464	38541.4314	2701.2855	419		SLC19A1	SLC19A1	SLC19A1	0.0636	419	1
14_MACS_peak_18211_lociStitched	chr19	7780842	7809245	14	25490	32456.1081	3737.8348	420	CLEC4G,CD209	RETN,C19orf59,TRAPPC5,CLEC4M,CLEC4GP1,FCER2	CLEC4G	RETN	1.5036	420	1
5_MACS_peak_15738_lociStitched	chr17	61551884	61576486	5	23324	36174.7808	2356.8716	421	ACE	KCNH6,CYB561	ACE	ACE	1.2066999999999999	421	1
10_MACS_peak_15337_lociStitched	chr17	43865327	43893580	10	24582	33680.4013	2842.2518	422	CRHR1	IMP5	CRHR1	CRHR1	1.1135	422	1
3_MACS_peak_31602_lociStitched	chr6	34041312	34065746	3	24147	33973.0336	2240.5978	423	GRM4		GRM4	GRM4	1.216	423	1
20_MACS_peak_3686_lociStitched	chr1	29629452	29659853	20	24626	33428.9396	2872.8945	424	PTPRU		PTPRU	PTPRU	0.9479	424	1
12_MACS_peak_1970_lociStitched	chr1	11674724	11702099	12	25299	31270.4625	2461.0125	425		FBXO44,FBXO6,C1orf187,FBXO2,MAD2L2	FBXO44	C1orf187	1.3505	425	1
14_MACS_peak_36980_lociStitched	chr9	138051841	138080531	14	24249	33412.374	2085.763	426			OLFM1	OLFM1	0.9633	426	1
15_MACS_peak_16190_lociStitched	chr17	72594906	72622773	15	24307	33599.2419	2797.8468	427	CD300E	C17orf77,RAB37,CD300LD	CD300E	CD300E	1.0479	427	1
5_MACS_peak_36809_lociStitched	chr9	137578994	137603390	5	23158	35266.8576	1961.4384	428	COL5A1		COL5A1	COL5A1	1.0771	428	1
15_MACS_peak_23172_lociStitched	chr2	241613300	241641548	15	25509	28807.3104	1299.408	429	AQP12A,AQP12B	GPR35	AQP12A	AQP12A	0.9867999999999999	429	1
11_MACS_peak_32068_lociStitched	chr7	1456040	1482483	11	23709	33733.3351	1938.2719	430	MICALL2		MICALL2	MICALL2	0.5307999999999999	430	1
1_MACS_peak_11976_lociStitched	chr16	3033790	3053193	1	19404	41297.3452	1631.7923	431	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	LOC283875	2.1485	431	1
4_MACS_peak_25970_lociStitched	chr21	47468825	47492467	4	22441	37035.193	2588.799	432		COL6A2	COL6A2	COL6A2	1.3258999999999999	432	1
6_MACS_peak_35349_lociStitched	chr8	144466727	144490021	6	22260	36690.3794	1928.7432	433		RHPN1,TOP1MT,C8orf51,MAFA	RHPN1	MAFA	1.4277	433	1
5_MACS_peak_11720_lociStitched	chr16	740632	762018	5	20703	38881.8866	1400.783	434	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	FBXL16	1.5141	434	1
3_MACS_peak_25770_lociStitched	chr21	46114734	46135349	3	20394	40236.357	2339.8025	435	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	C21orf29	1.1547999999999998	435	1
11_MACS_peak_6548_lociStitched	chr10	135008037	135033322	11	23772	32526.624	1648.582	436	KNDC1	UTF1,VENTX,MIR202	UTF1	MIR202	1.6968999999999999	436	1
3_MACS_peak_27943_lociStitched	chr22	45968431	45991161	3	22224	36333.905	2197.991	437	FBLN1		FBLN1	FBLN1	1.1736000000000002	437	1
7_MACS_peak_37039_lociStitched	chr9	138228284	138253314	7	23719	32691.683	1832.196	438			KIAA0649	KIAA0649	0.1335	438	1
6_MACS_peak_25773_lociStitched	chr21	46138563	46161525	6	21002	38982.5874	2718.7008	439		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	KRTAP10-12	1.5504	439	1
14_MACS_peak_37612_lociStitched	chrX	152887601	152915066	14	24416	30318.6135	1296.348	440	DUSP9	SLC6A8,FAM58A,PNCK	DUSP9	DUSP9	0.8172	440	1
5_MACS_peak_25701_lociStitched	chr21	45851786	45874951	5	21966	37140.4445	2719.571	441	TRPM2	LRRC3	LRRC3	LRRC3	1.4407999999999999	441	1
9_MACS_peak_20780_lociStitched	chr19	42423272	42445453	9	21469	37414.9108	2073.9235	442		CD79A,ARHGEF1,RABAC1	RABAC1	RABAC1	0.133	442	1
7_MACS_peak_36179_lociStitched	chr9	133524585	133547967	7	21060	38063.5578	1994.4846	443	PRDM12	EXOSC2,ABL1	PRDM12	PRDM12	1.1633	443	1
6_MACS_peak_72_lociStitched	chr1	1052629	1073200	6	20344	38986.1592	1760.8776	444		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	MIR200B	2.5545999999999998	444	1
2_MACS_peak_16566_lociStitched	chr17	76550552	76573691	2	22907	34599.7467	2202.8328	445	DNAH17		DNAH17	DNAH17	0.991	445	1
3_MACS_peak_36558_lociStitched	chr9	136344366	136366843	3	21811	36518.3819	2025.1777	446		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	TMEM8C	1.6333	446	1
8_MACS_peak_6037_lociStitched	chr10	102974631	102998505	8	21867	36524.8326	2148.66	447	FLJ41350,LBX1		LBX1	LBX1	1.4508	447	1
8_MACS_peak_515_lociStitched	chr1	3666229	3690787	8	22037	36289.3566	2249.5128	448	CCDC27,LOC388588	KIAA0495,LRRC47	CCDC27	CCDC27	1.2241	448	1
12_MACS_peak_16459_lociStitched	chr17	75901129	75927909	12	23853	32585.904	2683.356	449		FLJ45079	FLJ45079	FLJ45079	0.9005	449	1
4_MACS_peak_25779_lociStitched	chr21	46163383	46184773	4	20692	38966.163	2678.028	450		KRTAP10-12,C21orf29,UBE2G2	C21orf29	KRTAP10-12	1.5504	450	1
