#26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_ROSE/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam
#Using cutoff of 22166.066 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isSuperStretch
2_MACS_peak_3222_lociStitched	chr1	21040852	21058611	2	17319	34816.5195	1768.7964	532	1
7_MACS_peak_30200_lociStitched	chr4	8690172	8712010	7	20828	27751.7304	1707.7316	533	1
4_MACS_peak_29430_lociStitched	chr4	3819212	3839343	4	19101	31259.4168	1529.956	534	1
9_MACS_peak_8071_lociStitched	chr11	69941853	69963638	9	20339	28608.062	1503.165	535	1
7_MACS_peak_24980_lociStitched	chr20	60441698	60464098	7	20135	29198.4	1639.68	536	1
14_MACS_peak_7918_lociStitched	chr11	69523384	69547738	14	20648	28430.8596	2101.7502	537	1
10_MACS_peak_29526_lociStitched	chr4	6365647	6387188	10	20640	27867.5917	1777.1325	538	1
8_MACS_peak_5063_lociStitched	chr1	202152352	202171769	8	17844	34471.0001	2978.5678	539	1
12_MACS_peak_3090_lociStitched	chr1	20674470	20698303	12	21547	25401.2114	2237.9187	540	1
17_MACS_peak_1349_lociStitched	chr1	7477590	7503563	17	21018	26541.8087	2012.9075	541	1
10_MACS_peak_9557_lociStitched	chr12	52695473	52717478	10	20974	26885.709	2275.317	542	1
5_MACS_peak_19370_lociStitched	chr19	17635261	17656004	5	20106	28878.4046	2225.7239	543	1
25_MACS_peak_6445_lociStitched	chr10	134783937	134811687	25	20386	27824.925	1867.575	544	1
10_MACS_peak_35004_lociStitched	chr8	143199472	143221385	10	20655	26874.1032	1597.4577	545	1
2_MACS_peak_37379_lociStitched	chr9	140317918	140334320	2	16311	35014.9896	1651.6814	546	1
7_MACS_peak_18204_lociStitched	chr19	7757389	7778938	7	19969	29229.0636	2618.2035	547	1
6_MACS_peak_16446_lociStitched	chr17	75848232	75870835	6	20342	28588.2744	2859.2795	548	1
5_MACS_peak_25476_lociStitched	chr21	43178933	43198772	5	19418	30440.9616	2640.5709	549	1
11_MACS_peak_2678_lociStitched	chr1	18601891	18625461	11	20674	26881.585	2149.584	550	1
10_MACS_peak_36259_lociStitched	chr9	134651368	134674569	10	20564	27121.969	2113.6111	551	1
11_MACS_peak_32176_lociStitched	chr7	2509319	2530866	11	19649	28732.9245	1672.0472	552	1
3_MACS_peak_3210_lociStitched	chr1	20996966	21016918	3	18873	30987.4512	2332.3888	553	1
15_MACS_peak_21148_lociStitched	chr19	46953704	46979051	15	20170	28203.6069	2433.312	554	1
5_MACS_peak_28302_lociStitched	chr22	50438202	50458094	5	19144	29519.728	1515.7704	555	1
1_MACS_peak_33161_lociStitched	chr7	151077583	151094482	1	16900	34279.6215	2276.2953	557	1
4_MACS_peak_4823_lociStitched	chr1	155153879	155174315	4	19417	30175.7976	2861.04	559	1
6_MACS_peak_25788_lociStitched	chr21	46248658	46267032	6	17429	33264.2896	2210.3922	560	1
3_MACS_peak_16517_lociStitched	chr17	76353120	76372705	3	18045	32033.226	2140.6405	561	1
10_MACS_peak_16865_lociStitched	chr17	78079069	78100655	10	19511	28718.0144	1841.2858	562	1
15_MACS_peak_31938_lociStitched	chr7	957046	979713	15	19475	28666.9549	1856.4273	563	1
4_MACS_peak_30966_lociStitched	chr5	176299968	176318296	4	17301	32598.1808	1612.864	564	1
6_MACS_peak_16884_lociStitched	chr17	78148528	78169946	6	20068	27667.7724	2257.4572	565	1
9_MACS_peak_9464_lociStitched	chr12	52224299	52246214	9	19531	28285.6905	1711.5615	566	1
3_MACS_peak_34468_lociStitched	chr8	22003747	22022087	3	18109	31084.466	1615.754	567	1
7_MACS_peak_11619_lociStitched	chr15	89896727	89916714	7	18230	30971.8552	1730.8742	568	1
9_MACS_peak_17567_lociStitched	chr19	3213564	3235487	9	18910	29600.4346	2766.6826	570	1
8_MACS_peak_20464_lociStitched	chr19	39986691	40007694	8	19405	28070.5095	2331.333	571	1
8_MACS_peak_1269_lociStitched	chr1	7279288	7300880	8	19689	26901.4728	1906.5736	572	1
7_MACS_peak_7482_lociStitched	chr11	64321075	64340950	7	18271	29687.2875	1890.1125	573	1
7_MACS_peak_16995_lociStitched	chr17	79453133	79473568	7	19172	27589.2935	1843.237	574	1
5_MACS_peak_14817_lociStitched	chr17	34741012	34759324	5	16849	34686.5904	4433.3352	575	1
6_MACS_peak_18353_lociStitched	chr19	8391441	8410468	6	18465	29977.0385	2749.4015	576	1
9_MACS_peak_13846_lociStitched	chr17	1149351	1171415	9	20135	25280.9312	1998.9984	577	1
3_MACS_peak_233_lociStitched	chr1	2299040	2316892	3	17260	31024.9908	1570.976	578	1
8_MACS_peak_14948_lociStitched	chr17	37750181	37768179	8	17087	31087.9454	1376.847	579	1
8_MACS_peak_3400_lociStitched	chr1	22936576	22958037	8	19465	26448.5364	1656.7892	580	1
11_MACS_peak_11864_lociStitched	chr16	1953987	1975984	11	17899	29907.1212	1816.9522	581	1
15_MACS_peak_2217_lociStitched	chr1	17381195	17406239	15	19936	26363.8188	2870.0424	582	1
7_MACS_peak_36620_lociStitched	chr9	136589877	136609859	7	19343	26709.9394	1794.3836	583	1
13_MACS_peak_26869_lociStitched	chr22	36942950	36966525	13	19894	25906.5675	2437.655	584	1
4_MACS_peak_25560_lociStitched	chr21	44010758	44030081	4	18937	28397.0808	2842.4133	587	1
16_MACS_peak_34361_lociStitched	chr8	7869846	7891190	16	19266	27275.4976	2659.4624	588	1
7_MACS_peak_28888_lociStitched	chr3	52532464	52552508	7	18429	28103.6924	1777.9028	589	1
8_MACS_peak_16786_lociStitched	chr17	77827780	77848503	8	18538	28110.7495	2022.5648	590	1
10_MACS_peak_11504_lociStitched	chr15	78151642	78175146	10	19138	26977.8912	2246.9824	591	1
5_MACS_peak_28383_lociStitched	chr22	51035299	51053833	5	16618	31201.989	1517.9346	592	1
4_MACS_peak_14304_lociStitched	chr17	7718435	7737185	4	18317	28661.25	2261.25	593	1
7_MACS_peak_11761_lociStitched	chr16	955147	975138	7	18573	27471.6322	1699.235	594	1
8_MACS_peak_16428_lociStitched	chr17	75782623	75803798	8	19243	26091.835	1935.395	595	1
13_MACS_peak_34285_lociStitched	chr8	7423453	7444313	13	18880	27293.224	2288.342	596	1
5_MACS_peak_36277_lociStitched	chr9	134705098	134725254	5	17955	28841.2204	1961.1788	597	1
8_MACS_peak_25904_lociStitched	chr21	47025042	47045982	8	19552	26252.478	3013.266	598	1
11_MACS_peak_26344_lociStitched	chr22	23860452	23881377	11	18905	26775.63	2033.91	599	1
4_MACS_peak_25391_lociStitched	chr21	38064161	38082577	4	17659	29158.0528	1773.4608	600	1
7_MACS_peak_16554_lociStitched	chr17	76516427	76536326	7	19071	26113.4577	1812.7989	601	1
14_MACS_peak_918_lociStitched	chr1	5550701	5574045	14	19870	24109.6832	1853.5136	602	1
6_MACS_peak_21537_lociStitched	chr19	49256497	49277251	6	19577	25062.5304	2104.4556	603	1
6_MACS_peak_7146_lociStitched	chr11	44322768	44343505	6	19026	26143.1359	1907.804	604	1
3_MACS_peak_33045_lociStitched	chr7	128482299	128498547	3	16151	31920.8208	2175.6072	605	1
6_MACS_peak_2952_lociStitched	chr1	19354191	19374078	6	18402	27235.2465	1861.4232	607	1
11_MACS_peak_37318_lociStitched	chr9	140022007	140042340	11	18636	26554.898	1827.9367	608	1
13_MACS_peak_22258_lociStitched	chr19	56055057	56077964	13	19233	25051.0952	1752.3855	609	1
5_MACS_peak_11631_lociStitched	chr15	91193950	91213052	5	17968	28935.7096	2819.4552	610	1
18_MACS_peak_28617_lociStitched	chr3	14592083	14618462	18	18861	26310.4146	2395.2132	611	1
13_MACS_peak_35026_lociStitched	chr8	143245827	143266239	13	19097	24431.1228	1177.7724	612	1
5_MACS_peak_18592_lociStitched	chr19	11391438	11412115	5	19135	25397.5591	2247.5899	613	1
6_MACS_peak_11273_lociStitched	chr15	74508506	74528229	6	18606	25852.9084	1483.1696	614	1
12_MACS_peak_35454_lociStitched	chr8	145552189	145572506	12	18311	26690.4429	1688.3427	615	1
5_MACS_peak_7044_lociStitched	chr11	3209067	3227033	5	16545	30152.3378	1866.6674	616	1
14_MACS_peak_1420_lociStitched	chr1	7632909	7657582	14	19111	24909.8608	2094.7377	617	1
6_MACS_peak_17255_lociStitched	chr19	357303	376639	6	18478	26260.2216	2057.3504	618	1
2_MACS_peak_28733_lociStitched	chr3	48616302	48633477	2	17123	28448.67	1588.6875	619	1
10_MACS_peak_34660_lociStitched	chr8	141991131	142011331	10	18890	24983.36	2409.86	621	1
7_MACS_peak_28347_lociStitched	chr22	50587635	50608140	7	18591	25405.695	2196.0855	622	1
10_MACS_peak_33412_lociStitched	chr7	155307161	155329403	10	18695	25533.816	2606.7624	623	1
15_MACS_peak_1721_lociStitched	chr1	9708058	9730530	15	18232	25898.98	1928.0976	624	1
4_MACS_peak_5686_lociStitched	chr10	73044968	73063298	4	17885	26353.041	1646.034	625	1
4_MACS_peak_15442_lociStitched	chr17	46690898	46708679	4	16633	28922.5746	1712.3103	626	1
8_MACS_peak_21473_lociStitched	chr19	49092354	49111570	8	17792	26717.9264	1900.4624	627	1
9_MACS_peak_16528_lociStitched	chr17	76444651	76465081	9	18006	26048.25	1942.893	630	1
12_MACS_peak_24992_lociStitched	chr20	60496198	60517077	12	17926	25948.4212	1693.2869	631	1
4_MACS_peak_17785_lociStitched	chr19	5203291	5222353	4	18536	25363.8972	2546.6832	632	1
9_MACS_peak_16138_lociStitched	chr17	72413441	72433624	9	18038	25539.5682	1543.9995	633	1
12_MACS_peak_15268_lociStitched	chr17	43036512	43058312	12	18573	24566.42	1850.82	634	1
5_MACS_peak_32666_lociStitched	chr7	99757576	99775076	5	16480	28864.5	1797.25	636	1
9_MACS_peak_257_lociStitched	chr1	2495949	2515826	9	18664	24271.8047	1912.1674	637	1
4_MACS_peak_5525_lociStitched	chr10	71409317	71427911	4	18386	24681.6756	1645.569	638	1
4_MACS_peak_26728_lociStitched	chr22	30105132	30123083	4	16994	27497.3418	1443.2604	639	1
5_MACS_peak_15423_lociStitched	chr17	45922363	45939654	5	16904	27895.5703	1787.8894	641	1
7_MACS_peak_22973_lociStitched	chr2	219878251	219898161	7	18313	24991.032	1989.009	643	1
9_MACS_peak_37297_lociStitched	chr9	139895367	139916495	9	17940	25114.8536	1502.2008	645	1
15_MACS_peak_4459_lociStitched	chr1	37491486	37515114	15	17539	26009.7024	1748.472	647	1
5_MACS_peak_13510_lociStitched	chr16	88489875	88508431	5	17780	24484.642	766.3628	648	1
6_MACS_peak_32753_lociStitched	chr7	100415704	100434305	6	17260	26186.4878	1428.5568	649	1
7_MACS_peak_37371_lociStitched	chr9	140255694	140274570	7	17309	26454.714	1878.162	650	1
8_MACS_peak_14153_lociStitched	chr17	6995616	7014630	8	17693	25435.0278	1829.1468	653	1
6_MACS_peak_11292_lociStitched	chr15	74559547	74578565	6	17800	24622.6046	1692.602	656	1
4_MACS_peak_4870_lociStitched	chr1	156638816	156656450	4	17159	26927.118	2766.7746	657	1
4_MACS_peak_26004_lociStitched	chr22	18757181	18775662	4	17678	25816.1089	3056.7574	660	1
8_MACS_peak_9487_lociStitched	chr12	52397468	52417205	8	16957	25920.6021	2248.0443	672	1
3_MACS_peak_14364_lociStitched	chr17	7983469	8001064	3	16697	25569.054	1963.602	684	1
5_MACS_peak_6908_lociStitched	chr11	1917470	1935689	5	16635	25275.2187	1749.024	687	1
9_MACS_peak_15550_lociStitched	chr17	47594816	47614221	9	16884	24403.728	1758.093	689	1
6_MACS_peak_7497_lociStitched	chr11	64364008	64381888	6	16788	24197.004	1394.64	691	1
9_MACS_peak_20008_lociStitched	chr19	35521831	35540969	9	16839	24450.7088	1955.9036	695	1
5_MACS_peak_16803_lociStitched	chr17	77874663	77892718	5	16743	24262.309	1561.7575	696	1
6_MACS_peak_33789_lociStitched	chr7	157633079	157650665	6	16527	24523.677	2106.8028	706	1
12_MACS_peak_14207_lociStitched	chr17	7164393	7183687	12	16469	24343.2398	2049.0228	709	1
