#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
3_MACS_peak_10136_lociStitched	chr16	14486348	14503542	3	10448	29063.0182	2513.7628	528	1
2_MACS_peak_20455_lociStitched	chr3	196357819	196371457	2	10443	25355.7696	3124.4658	529	1
4_MACS_peak_23708_lociStitched	chr6	12044090	12062438	4	10441	16263.6672	2524.6848	530	1
4_MACS_peak_30409_lociStitched	chrX	153233771	153252586	4	10435	22049.2985	1520.252	531	1
3_MACS_peak_25299_lociStitched	chr6	160389169	160405028	3	10401	10788.8777	1363.874	532	1
3_MACS_peak_29186_lociStitched	chr9	123653009	123667851	3	10394	18919.0974	2497.9086	533	1
5_MACS_peak_10728_lociStitched	chr16	70826988	70850535	5	10392	13016.7816	3263.6142	534	1
2_MACS_peak_16092_lociStitched	chr2	192530537	192546247	2	10389	26854.674	2893.782	535	1
1_MACS_peak_22748_lociStitched	chr5	109024009	109034388	1	10380	18141.4541	2057.1178	536	1
3_MACS_peak_2516_lociStitched	chr1	211499055	211515487	3	10372	18001.256	4043.9152	537	1
2_MACS_peak_10097_lociStitched	chr16	11668306	11681935	2	10369	12486.8898	2228.3415	538	1
5_MACS_peak_15397_lociStitched	chr2	112186244	112201283	5	10328	7459.344	2564.1495	539	1
3_MACS_peak_27312_lociStitched	chr8	29621963	29635665	3	10323	44175.248	2278.6426	540	1
3_MACS_peak_13418_lociStitched	chr19	13948928	13962206	3	10322	26233.3446	2036.8452	541	1
1_MACS_peak_25883_lociStitched	chr7	47512692	47522998	1	10307	31911.4984	2403.3592	542	1
1_MACS_peak_21824_lociStitched	chr4	185200850	185211156	1	10307	62173.0062	2592.9896	543	1
3_MACS_peak_28478_lociStitched	chr9	33444959	33459702	3	10299	17199.1838	2529.8988	544	1
3_MACS_peak_22750_lociStitched	chr5	109187902	109202444	3	10298	22537.1916	2214.7466	545	1
3_MACS_peak_27304_lociStitched	chr8	29490511	29505822	3	10292	16910.9995	2556.937	546	1
5_MACS_peak_682_lociStitched	chr1	42126771	42150583	5	10285	12446.5324	2797.91	547	1
2_MACS_peak_11817_lociStitched	chr17	47816050	47827641	2	10279	20308.5911	2419.0417	548	1
4_MACS_peak_15092_lociStitched	chr2	85150868	85170696	4	10279	13463.212	3386.6224	549	1
2_MACS_peak_2285_lociStitched	chr1	200850523	200864813	2	10276	32135.352	3020.906	550	1
5_MACS_peak_9115_lociStitched	chr15	44954378	44976722	5	10266	16366.98	3322.5528	551	1
3_MACS_peak_27100_lociStitched	chr8	12441885	12459712	3	10261	13270.4188	4264.2184	552	1
3_MACS_peak_10254_lociStitched	chr16	23404589	23419410	3	10245	34575.9109	2184.6154	553	1
4_MACS_peak_12390_lociStitched	chr17	80447724	80465910	4	10233	12415.5822	2595.1422	554	1
3_MACS_peak_3026_lociStitched	chr10	6953870	6973172	3	10226	31755.6504	3105.6918	555	1
3_MACS_peak_25862_lociStitched	chr7	45439583	45451163	3	10222	11644.848	1633.938	556	1
3_MACS_peak_23863_lociStitched	chr6	26020203	26034967	3	10209	20964.88	2698.8592	557	1
3_MACS_peak_8950_lociStitched	chr15	34619216	34635787	3	10203	23555.6765	2611.5896	558	1
2_MACS_peak_20346_lociStitched	chr3	186779368	186792588	2	10196	47573.492	3587.908	559	1
3_MACS_peak_19732_lociStitched	chr3	130557427	130574013	3	10173	12054.7048	2713.4696	560	1
2_MACS_peak_1783_lociStitched	chr1	156709221	156722878	2	10171	25849.9696	3672.3673	561	1
3_MACS_peak_16992_lociStitched	chr20	32990762	33005636	3	10139	14582.4696	2280.1842	562	1
1_MACS_peak_6740_lociStitched	chr12	72078939	72089074	1	10136	13952.8545	1798.9625	563	1
2_MACS_peak_5809_lociStitched	chr11	132218213	132231691	2	10121	23318.2878	2126.8284	564	1
1_MACS_peak_12917_lociStitched	chr18	60821672	60831785	1	10114	81734.2773	2341.1595	565	1
3_MACS_peak_16346_lociStitched	chr2	219148256	219160856	3	10114	15873.48	2196.18	566	1
4_MACS_peak_15329_lociStitched	chr2	109220882	109239047	4	10105	12468.456	2879.1525	567	1
4_MACS_peak_27977_lociStitched	chr8	124546066	124561138	4	10098	13447.2384	2262.3072	568	1
2_MACS_peak_27298_lociStitched	chr8	29404316	29416975	2	10084	35071.7595	2102.6599	569	1
2_MACS_peak_330_lociStitched	chr1	24710002	24720717	2	10074	12649.0575	2020.849	570	1
2_MACS_peak_2154_lociStitched	chr1	184711231	184725806	2	10074	20199.4925	3528.6075	571	1
3_MACS_peak_18863_lociStitched	chr3	39247684	39264043	3	10066	19205.466	2758.1274	572	1
4_MACS_peak_13102_lociStitched	chr19	2040954	2062820	4	10056	22718.774	3951.1862	573	1
4_MACS_peak_15414_lociStitched	chr2	112416151	112435336	4	10049	10131.5985	2620.671	574	1
2_MACS_peak_9536_lociStitched	chr15	75396326	75407637	2	10038	11331.3598	1599.3754	575	1
4_MACS_peak_4322_lociStitched	chr11	788824	811069	4	10015	16512.4635	2916.3195	576	1
1_MACS_peak_29139_lociStitched	chr9	117126920	117136927	1	10008	20171.1099	1491.043	577	1
4_MACS_peak_12278_lociStitched	chr17	76163586	76183671	4	10002	19213.311	3486.756	578	1
2_MACS_peak_11019_lociStitched	chr17	4267983	4281517	2	10000	16313.8836	2210.1022	579	1
1_MACS_peak_25648_lociStitched	chr7	26002405	26012402	1	9998	34572.6251	2187.3436	580	1
4_MACS_peak_24772_lociStitched	chr6	109066905	109090184	4	9991	11741.9276	3747.919	581	1
2_MACS_peak_6455_lociStitched	chr12	51711845	51722217	2	9987	23902.274	2181.2316	582	1
2_MACS_peak_15613_lociStitched	chr2	134926108	134942994	2	9983	15045.426	2652.7906	583	1
2_MACS_peak_24824_lociStitched	chr6	113946210	113957227	2	9982	18898.5618	1703.2282	584	1
4_MACS_peak_2509_lociStitched	chr1	210850435	210872143	4	9982	11744.028	3937.8312	585	1
1_MACS_peak_23442_lociStitched	chr5	175076550	175086520	1	9971	13249.133	2022.913	586	1
1_MACS_peak_9451_lociStitched	chr15	70386982	70396949	1	9968	15892.3815	1592.7266	587	1
4_MACS_peak_23607_lociStitched	chr6	5866253	5880341	4	9968	11099.9352	2371.0104	588	1
1_MACS_peak_16333_lociStitched	chr2	217079279	217089242	1	9964	30410.0649	2211.786	589	1
2_MACS_peak_26463_lociStitched	chr7	106503667	106513866	2	9961	33435.3817	2974.0284	590	1
1_MACS_peak_20993_lociStitched	chr4	69434269	69444218	1	9950	35452.2666	1700.2841	591	1
2_MACS_peak_6343_lociStitched	chr12	46119291	46132542	2	9950	19032.4113	2093.658	592	1
5_MACS_peak_15565_lociStitched	chr2	131128600	131151781	5	9950	15371.3211	3307.9287	593	1
5_MACS_peak_16087_lociStitched	chr2	192481526	192503783	5	9946	11081.7603	3229.4907	594	1
3_MACS_peak_13052_lociStitched	chr19	1015099	1029563	3	9939	16532.352	3357.0944	595	1
3_MACS_peak_845_lociStitched	chr1	52417276	52430785	3	9938	14065.5708	2299.2318	596	1
5_MACS_peak_405_lociStitched	chr1	27146954	27167180	5	9931	12420.7866	3179.5272	597	1
2_MACS_peak_13851_lociStitched	chr19	44257272	44271761	2	9912	26317.8196	2211.0214	598	1
2_MACS_peak_21295_lociStitched	chr4	103532364	103542848	2	9911	16158.9892	1920.6688	599	1
3_MACS_peak_24237_lociStitched	chr6	42737679	42752635	3	9911	33501.44	2135.7168	600	1
3_MACS_peak_29152_lociStitched	chr9	117369169	117380559	3	9908	14002.866	2019.447	601	1
3_MACS_peak_12801_lociStitched	chr18	48677287	48696753	3	9899	26438.7212	2805.0506	602	1
3_MACS_peak_1990_lociStitched	chr1	169873039	169886251	3	9896	11265.8724	2392.6932	603	1
4_MACS_peak_25728_lociStitched	chr7	34773526	34796503	4	9894	11706.7815	3159.3375	604	1
4_MACS_peak_3195_lociStitched	chr10	24737099	24756320	4	9889	9443.2773	2856.2406	605	1
2_MACS_peak_20814_lociStitched	chr4	38664270	38674417	2	9886	16163.1563	1412.4624	606	1
2_MACS_peak_7771_lociStitched	chr13	77898943	77914800	2	9886	20557.0148	2649.7047	607	1
4_MACS_peak_23258_lociStitched	chr5	156305653	156321820	4	9885	10972.5429	1986.9243	608	1
2_MACS_peak_7330_lociStitched	chr12	125398046	125412837	2	9881	21974.9887	1310.4826	609	1
1_MACS_peak_3121_lociStitched	chr10	15824463	15834318	1	9856	31659.1875	1672.3935	610	1
3_MACS_peak_24473_lociStitched	chr6	74220307	74234461	3	9851	23693.796	2762.8608	611	1
3_MACS_peak_1701_lociStitched	chr1	154821343	154844656	3	9845	33092.8035	4898.0613	612	1
1_MACS_peak_15122_lociStitched	chr2	86219412	86229245	1	9834	33404.6676	2060.0135	613	1
3_MACS_peak_21261_lociStitched	chr4	100766102	100783982	3	9830	15208.728	2800.008	614	1
1_MACS_peak_1850_lociStitched	chr1	160675537	160685360	1	9824	27915.9837	3198.3688	615	1
4_MACS_peak_15125_lociStitched	chr2	86290312	86308557	4	9821	12111.031	3172.8055	616	1
2_MACS_peak_5574_lociStitched	chr11	115125135	115137188	2	9820	23936.0527	2024.904	617	1
3_MACS_peak_1426_lociStitched	chr1	120658443	120676466	3	9812	10880.4851	3579.3678	618	1
2_MACS_peak_1644_lociStitched	chr1	152006280	152022052	2	9810	31987.1932	3715.8832	619	1
2_MACS_peak_21156_lociStitched	chr4	84132408	84144349	2	9809	21676.4973	2481.3398	620	1
3_MACS_peak_15755_lociStitched	chr2	158323464	158337889	3	9796	36697.2	2533.03	621	1
2_MACS_peak_7487_lociStitched	chr13	30943626	30958064	2	9786	14394.686	1563.6354	622	1
4_MACS_peak_15348_lociStitched	chr2	109948037	109968816	4	9779	9479.3798	2900.7484	623	1
2_MACS_peak_17692_lociStitched	chr21	37905349	37916655	2	9774	26556.6634	2539.3276	624	1
1_MACS_peak_1491_lociStitched	chr1	145448200	145457970	1	9771	35914.52	3555.303	625	1
4_MACS_peak_20687_lociStitched	chr4	15767171	15788211	4	9770	10587.328	3400.064	626	1
2_MACS_peak_21860_lociStitched	chr4	186225269	186240448	2	9769	18935.8025	2738.2916	627	1
2_MACS_peak_5607_lociStitched	chr11	117873375	117885043	2	9766	26370.8468	1837.71	628	1
2_MACS_peak_17988_lociStitched	chr22	23477849	23488778	2	9761	20674.3893	2063.3952	629	1
2_MACS_peak_12077_lociStitched	chr17	66229887	66245561	2	9751	32547.061	2605.0188	630	1
3_MACS_peak_19659_lociStitched	chr3	125548593	125560710	3	9745	17069.2179	2032.0209	631	1
2_MACS_peak_26496_lociStitched	chr7	110719831	110734452	2	9743	11673.4064	3206.3853	632	1
3_MACS_peak_4884_lociStitched	chr11	60672379	60684085	3	9723	20137.8318	2342.3706	633	1
1_MACS_peak_4710_lociStitched	chr11	35159510	35169230	1	9721	23625.432	2015.928	634	1
1_MACS_peak_26726_lociStitched	chr7	133728101	133737805	1	9705	8886.9232	2502.6616	635	1
3_MACS_peak_3860_lociStitched	chr10	94868676	94886530	3	9705	12521.0102	2838.786	636	1
1_MACS_peak_21582_lociStitched	chr4	144272683	144282373	1	9691	30437.259	2038.776	637	1
2_MACS_peak_1696_lociStitched	chr1	154755395	154766347	2	9689	25693.392	2926.3744	638	1
2_MACS_peak_18361_lociStitched	chr22	42141150	42151296	2	9683	21133.1034	1615.2432	639	1
3_MACS_peak_10538_lociStitched	chr16	56893265	56906139	3	9666	9712.1456	1673.62	640	1
2_MACS_peak_7998_lociStitched	chr13	115038967	115048895	2	9655	26955.5128	1634.1488	641	1
2_MACS_peak_1894_lociStitched	chr1	161769637	161780476	2	9649	9569.7531	2249.0925	642	1
2_MACS_peak_21103_lociStitched	chr4	78735763	78749639	2	9648	16950.9216	2346.4316	643	1
1_MACS_peak_20175_lociStitched	chr3	176911547	176921184	1	9638	40492.7466	2590.4256	644	1
1_MACS_peak_11063_lociStitched	chr17	6062091	6071728	1	9638	36013.469	1840.667	645	1
4_MACS_peak_7581_lociStitched	chr13	42061584	42078359	4	9635	9811.6975	1435.94	646	1
2_MACS_peak_4500_lociStitched	chr11	12257056	12268375	2	9631	10259.5416	1632.1998	647	1
4_MACS_peak_346_lociStitched	chr1	25347290	25364650	4	9630	21877.072	2452.968	648	1
3_MACS_peak_23872_lociStitched	chr6	26155231	26173990	3	9622	17361.4545	3003.3159	649	1
4_MACS_peak_5583_lociStitched	chr11	115794975	115811438	4	9619	10756.9242	2625.8485	650	1
2_MACS_peak_19388_lociStitched	chr3	98448399	98464952	2	9618	23407.5973	2905.0515	651	1
3_MACS_peak_14491_lociStitched	chr2	31429960	31443466	3	9613	11093.8284	2085.3264	652	1
4_MACS_peak_18703_lociStitched	chr3	17780513	17798469	4	9606	14438.4196	2754.4504	653	1
3_MACS_peak_29858_lociStitched	chrX	48768213	48778845	3	9574	12647.8272	1139.7504	654	1
2_MACS_peak_23998_lociStitched	chr6	30649112	30659680	2	9570	20923.5832	2117.8272	655	1
3_MACS_peak_16945_lociStitched	chr20	31254764	31270522	3	9570	15346.7162	2625.2828	656	1
3_MACS_peak_25756_lociStitched	chr7	37375117	37394051	3	9561	16199.9304	3273.6886	657	1
3_MACS_peak_22295_lociStitched	chr5	55953588	55967908	3	9555	17540.568	2119.36	658	1
2_MACS_peak_14965_lociStitched	chr2	70309934	70323415	2	9551	63868.9337	2418.4914	659	1
2_MACS_peak_8462_lociStitched	chr14	72980152	72990311	2	9537	24817.4211	1044.3452	660	1
2_MACS_peak_16429_lociStitched	chr2	227655442	227666844	2	9531	12945.8308	1679.5146	661	1
3_MACS_peak_6879_lociStitched	chr12	92754386	92770280	3	9525	28534.4982	2620.9206	662	1
3_MACS_peak_10439_lociStitched	chr16	33444542	33461299	3	9522	10354.1503	3694.9185	663	1
3_MACS_peak_29289_lociStitched	chr9	130532310	130549680	3	9515	17307.468	2614.185	664	1
1_MACS_peak_1149_lociStitched	chr1	88052283	88061795	1	9513	13971.2256	1385.8984	665	1
3_MACS_peak_26968_lociStitched	chr7	155532812	155547720	3	9508	11765.3936	3422.8768	666	1
2_MACS_peak_9249_lociStitched	chr15	55568589	55583286	2	9507	15390.6984	2397.0807	667	1
4_MACS_peak_27159_lociStitched	chr8	19519606	19540372	4	9506	14311.9272	3058.8318	668	1
3_MACS_peak_5752_lociStitched	chr11	128273944	128286795	3	9485	20690.11	2212.9422	669	1
3_MACS_peak_15551_lociStitched	chr2	129127847	129147444	3	9485	18150.7414	2874.8799	670	1
2_MACS_peak_18255_lociStitched	chr22	38700984	38714936	2	9477	16593.1136	2430.4384	671	1
2_MACS_peak_3101_lociStitched	chr10	14775540	14786709	2	9474	17259.4557	1836.1836	672	1
4_MACS_peak_13778_lociStitched	chr19	40926253	40951113	4	9473	9566.128	3241.744	673	1
4_MACS_peak_16919_lociStitched	chr20	30147415	30162129	4	9468	10894.2456	2689.7192	674	1
3_MACS_peak_20619_lociStitched	chr4	9598995	9610994	3	9464	20101.9247	1977.4352	675	1
1_MACS_peak_27242_lociStitched	chr8	26428121	26437576	1	9456	22869.754	1962.858	676	1
2_MACS_peak_11717_lociStitched	chr17	43387676	43399145	2	9454	12104.3826	2212.3701	677	1
3_MACS_peak_25038_lociStitched	chr6	135544168	135556495	3	9452	11514.6507	2190.5079	678	1
2_MACS_peak_6553_lociStitched	chr12	56508953	56524090	2	9447	16195.0763	2677.7353	679	1
2_MACS_peak_26266_lociStitched	chr7	95495494	95505709	2	9445	12734.019	1678.3245	680	1
2_MACS_peak_17499_lociStitched	chr21	16047061	16061110	2	9445	16767.4815	2187.4293	681	1
2_MACS_peak_6922_lociStitched	chr12	94540969	94553209	2	9443	17976.888	2162.808	682	1
2_MACS_peak_2287_lociStitched	chr1	200986182	200996913	2	9438	17847.7992	2737.4781	683	1
4_MACS_peak_13397_lociStitched	chr19	13043387	13057918	4	9437	14459.7981	2766.7024	684	1
3_MACS_peak_26712_lociStitched	chr7	130902256	130917848	3	9428	13959.5176	3029.5256	685	1
1_MACS_peak_9766_lociStitched	chr15	90637203	90646618	1	9416	23565.745	1812.3875	686	1
3_MACS_peak_12446_lociStitched	chr18	3584522	3605769	3	9412	9586.6464	3197.6735	687	1
3_MACS_peak_28633_lociStitched	chr9	67289889	67311120	3	9402	9791.7372	4190.9994	688	1
2_MACS_peak_25072_lociStitched	chr6	137973614	137983819	2	9401	10994.867	1650.1485	689	1
3_MACS_peak_23220_lociStitched	chr5	151124701	151138927	3	9399	14997.0492	2264.7792	690	1
3_MACS_peak_17623_lociStitched	chr21	34696114	34712688	3	9397	25527.2748	4029.1394	691	1
2_MACS_peak_531_lociStitched	chr1	33445341	33459939	2	9394	13587.8184	2499.1776	692	1
3_MACS_peak_18052_lociStitched	chr22	27053018	27071296	3	9394	18042.2138	2913.5132	693	1
2_MACS_peak_28031_lociStitched	chr8	126779314	126789283	2	9388	12081.4311	1496.3469	694	1
2_MACS_peak_25482_lociStitched	chr7	7998954	8013568	2	9387	14377.2532	2526.7606	695	1
4_MACS_peak_28513_lociStitched	chr9	35095499	35117594	4	9385	10985.634	3526.362	696	1
1_MACS_peak_21935_lociStitched	chr5	1311155	1320530	1	9376	68004.375	1981.875	697	1
4_MACS_peak_13088_lociStitched	chr19	1847199	1865744	4	9375	21393.512	3189.74	698	1
4_MACS_peak_6609_lociStitched	chr12	58134940	58150876	4	9363	11712.96	3123.456	699	1
3_MACS_peak_17222_lociStitched	chr20	46114417	46132390	3	9360	13970.4129	2767.842	700	1
2_MACS_peak_27704_lociStitched	chr8	81073107	81084663	2	9353	12865.2948	2125.1484	701	1
2_MACS_peak_28114_lociStitched	chr8	134576672	134586315	2	9324	27572.2299	1736.7043	702	1
2_MACS_peak_12274_lociStitched	chr17	76116383	76129575	2	9320	21185.0328	2073.7824	703	1
3_MACS_peak_8932_lociStitched	chr15	33296513	33313566	3	9309	19650.1719	2517.0228	704	1
2_MACS_peak_22923_lociStitched	chr5	130708739	130719039	2	9297	18143.45	1760.27	705	1
3_MACS_peak_25485_lociStitched	chr7	8164288	8175268	3	9294	10002.78	1745.82	706	1
1_MACS_peak_17215_lociStitched	chr20	45978083	45987373	1	9291	38837.774	1908.166	707	1
1_MACS_peak_25082_lociStitched	chr6	138186786	138196070	1	9285	23584.1452	1780.6712	708	1
2_MACS_peak_10897_lociStitched	chr16	89033192	89046301	2	9283	25443.2581	1084.1143	709	1
4_MACS_peak_2178_lociStitched	chr1	186729766	186750321	4	9282	10374.1085	3882.8395	710	1
4_MACS_peak_18988_lociStitched	chr3	46529279	46547985	4	9274	13215.789	2645.0284	711	1
2_MACS_peak_1791_lociStitched	chr1	157142436	157153266	2	9268	13907.886	2708.583	712	1
3_MACS_peak_15603_lociStitched	chr2	134777209	134798869	3	9260	12996	3355.134	713	1
3_MACS_peak_29217_lociStitched	chr9	126083302	126103754	3	9255	23577.0656	3337.7664	714	1
1_MACS_peak_7017_lociStitched	chr12	102870270	102879519	1	9250	31197.8019	1812.804	715	1
4_MACS_peak_621_lociStitched	chr1	39648650	39672236	4	9248	12521.8074	3837.4422	716	1
2_MACS_peak_6807_lociStitched	chr12	80684038	80695185	2	9246	9631.008	1725.5556	717	1
3_MACS_peak_1576_lociStitched	chr1	149898667	149912217	3	9238	17869.74	3115.145	718	1
2_MACS_peak_5368_lociStitched	chr11	87062219	87071812	2	9234	12945.7535	1452.3802	719	1
3_MACS_peak_2682_lociStitched	chr1	226034439	226045363	3	9233	14153.1344	2810.7452	720	1
3_MACS_peak_399_lociStitched	chr1	27059982	27072737	3	9230	12402.962	2298.451	721	1
2_MACS_peak_16571_lociStitched	chr2	239167312	239176739	2	9227	7874.3731	755.1027	722	1
2_MACS_peak_2385_lociStitched	chr1	205280243	205291333	2	9227	11422.7	2673.799	723	1
2_MACS_peak_28941_lociStitched	chr9	98267374	98279730	2	9214	12741.5072	1506.1964	724	1
2_MACS_peak_25926_lociStitched	chr7	52774339	52788486	2	9213	19133.8175	1844.7688	725	1
2_MACS_peak_6302_lociStitched	chr12	41153454	41166291	2	9210	17625.201	1874.202	726	1
2_MACS_peak_9121_lociStitched	chr15	45016198	45029437	2	9210	15796.7748	2177.8155	727	1
2_MACS_peak_17453_lociStitched	chr20	62358277	62370994	2	9205	14253.2136	1894.833	728	1
3_MACS_peak_29399_lociStitched	chr9	134594986	134615307	3	9185	15602.4638	3088.792	729	1
2_MACS_peak_10559_lociStitched	chr16	57569100	57579501	2	9182	13918.6182	1655.8392	730	1
2_MACS_peak_13556_lociStitched	chr19	19050232	19061784	2	9175	14832.768	2103.6192	731	1
1_MACS_peak_16763_lociStitched	chr20	9489713	9498885	1	9173	19653.7616	1773.8648	732	1
3_MACS_peak_792_lociStitched	chr1	46790137	46807302	3	9162	17549.496	2550.719	733	1
4_MACS_peak_20421_lociStitched	chr3	194867461	194882697	4	9160	11780.4752	3306.212	734	1
2_MACS_peak_28053_lociStitched	chr8	129277999	129287702	2	9156	13459.0313	1763.0351	735	1
5_MACS_peak_28542_lociStitched	chr9	36136033	36153160	5	9152	11016.0864	2819.1042	736	1
2_MACS_peak_20843_lociStitched	chr4	40622548	40634275	2	9149	15898.2939	2100.3057	737	1
5_MACS_peak_1727_lociStitched	chr1	155210140	155233041	5	9138	16573.4537	4942.0358	738	1
2_MACS_peak_17991_lociStitched	chr22	23517254	23526503	2	9137	15639.1341	2044.9539	739	1
3_MACS_peak_3003_lociStitched	chr10	5930323	5947996	3	9133	11726.0355	2548.4466	740	1
4_MACS_peak_4451_lociStitched	chr11	9584057	9597781	4	9124	11555.608	2076.4412	741	1
3_MACS_peak_18016_lociStitched	chr22	24536364	24553918	3	9116	8861.2592	2504.9558	742	1
3_MACS_peak_17620_lociStitched	chr21	34664996	34683864	3	9116	11745.33	3660.392	743	1
2_MACS_peak_9508_lociStitched	chr15	74831925	74846049	2	9113	14732.7444	2532.4332	744	1
4_MACS_peak_24089_lociStitched	chr6	33376953	33396895	4	9113	11576.331	2650.2918	745	1
3_MACS_peak_18291_lociStitched	chr22	39539625	39549935	3	9112	14573.185	1847.552	746	1
2_MACS_peak_19728_lociStitched	chr3	129890376	129900645	2	9101	20534.9193	1826.8551	747	1
2_MACS_peak_16170_lociStitched	chr2	201310743	201322053	2	9100	8434.998	1791.504	748	1
4_MACS_peak_11215_lociStitched	chr17	17725311	17744815	4	9096	14345.192	2734.4608	749	1
1_MACS_peak_2246_lociStitched	chr1	197739959	197749034	1	9076	28465.5525	2395.8	750	1
1_MACS_peak_2210_lociStitched	chr1	192542414	192551488	1	9075	24540.633	2714.9408	751	1
3_MACS_peak_24716_lociStitched	chr6	106227522	106242614	3	9072	8938.9916	2167.2112	752	1
4_MACS_peak_13476_lociStitched	chr19	16545332	16561544	4	9072	12770.1924	2535.5568	753	1
2_MACS_peak_26450_lociStitched	chr7	106182404	106195001	2	9064	14534.4186	3189.5604	754	1
2_MACS_peak_18189_lociStitched	chr22	36772618	36785161	2	9045	16264.5081	2321.7093	755	1
1_MACS_peak_1319_lociStitched	chr1	111172604	111181638	1	9035	32774.4486	1235.8512	756	1
4_MACS_peak_751_lociStitched	chr1	45177988	45206785	4	9032	19458.1329	4092.0537	757	1
3_MACS_peak_11324_lociStitched	chr17	27037411	27056615	3	9030	20306.3096	2828.7492	758	1
2_MACS_peak_15495_lociStitched	chr2	120060103	120071843	2	9018	9665.542	1927.708	759	1
3_MACS_peak_28025_lociStitched	chr8	126647934	126661263	3	9014	14244.7023	1911.3786	760	1
1_MACS_peak_11553_lociStitched	chr17	38016217	38025226	1	9010	26289.1629	1564.8633	761	1
1_MACS_peak_23070_lociStitched	chr5	140885882	140894887	1	9006	9294.0605	1261.6005	762	1
2_MACS_peak_26744_lociStitched	chr7	134842634	134857510	2	9004	26937.4608	3289.0836	763	1
4_MACS_peak_5042_lociStitched	chr11	65655094	65677470	4	8997	9999.8344	3457.092	764	1
3_MACS_peak_16241_lociStitched	chr2	204750010	204763994	3	8995	10539.7408	1837.4976	765	1
3_MACS_peak_20401_lociStitched	chr3	193787658	193804677	3	8993	21595.4091	3786.7275	766	1
2_MACS_peak_6777_lociStitched	chr12	77453081	77465046	2	8986	16620.5815	2016.1025	767	1
4_MACS_peak_12207_lociStitched	chr17	74168980	74190767	4	8984	8899.9895	3217.9399	768	1
1_MACS_peak_25563_lociStitched	chr7	20254555	20263533	1	8979	33845.2644	2090.0784	769	1
3_MACS_peak_15523_lociStitched	chr2	127413088	127424648	3	8978	17011.696	1825.324	770	1
2_MACS_peak_13995_lociStitched	chr19	49457220	49471778	2	8976	16754.8022	2289.9734	771	1
2_MACS_peak_28157_lociStitched	chr8	142126467	142140831	2	8975	17104.6512	2101.4532	772	1
1_MACS_peak_15352_lociStitched	chr2	110085342	110094309	1	8968	15828.5484	1479.555	773	1
2_MACS_peak_5798_lociStitched	chr11	130696741	130705796	2	8959	18970.225	1582.814	774	1
3_MACS_peak_24132_lociStitched	chr6	35264573	35280025	3	8950	16589.2672	2483.1364	775	1
4_MACS_peak_5906_lociStitched	chr12	6432191	6452228	4	8945	18347.8809	3227.9607	776	1
2_MACS_peak_27822_lociStitched	chr8	101504114	101513260	2	8936	12276.6758	885.3328	777	1
2_MACS_peak_5025_lociStitched	chr11	65336117	65345457	2	8927	12491.316	1740.976	778	1
2_MACS_peak_19763_lociStitched	chr3	133159863	133168842	2	8925	12434.1192	1834.4097	779	1
2_MACS_peak_26412_lociStitched	chr7	104595553	104605861	2	8925	12907.6776	1884.3024	780	1
3_MACS_peak_23629_lociStitched	chr6	6798517	6812603	3	8910	11354.7246	2394.62	781	1
3_MACS_peak_574_lociStitched	chr1	36614062	36627397	3	8906	17356.836	2281.6185	782	1
1_MACS_peak_14913_lociStitched	chr2	66659704	66668608	1	8905	18932.5752	1218.9576	783	1
3_MACS_peak_6886_lociStitched	chr12	92854639	92866442	3	8898	14234.418	1951.0359	784	1
3_MACS_peak_2125_lociStitched	chr1	183438699	183451127	3	8896	19707.0796	3447.5272	785	1
4_MACS_peak_11338_lociStitched	chr17	27464605	27487128	4	8891	15061.1301	3578.9047	786	1
2_MACS_peak_5729_lociStitched	chr11	126056473	126069044	2	8887	44159.4088	2178.5543	787	1
3_MACS_peak_21504_lociStitched	chr4	129723831	129741499	3	8882	19031.9696	2650.2	788	1
6_MACS_peak_9585_lociStitched	chr15	78348218	78377123	6	8880	8697.5145	3858.8175	789	1
1_MACS_peak_3877_lociStitched	chr10	97049297	97058173	1	8877	17210.564	1499.1564	790	1
4_MACS_peak_29242_lociStitched	chr9	127615144	127635951	4	8871	14042.6443	3052.3869	791	1
4_MACS_peak_6357_lociStitched	chr12	46939943	46955786	4	8870	9445.5966	2347.9326	792	1
2_MACS_peak_26741_lociStitched	chr7	134670423	134682976	2	8869	17198.8653	2803.0849	793	1
4_MACS_peak_19138_lociStitched	chr3	53194018	53215781	4	8868	7845.5615	2964.1206	794	1
4_MACS_peak_28229_lociStitched	chr8	145732523	145754818	4	8860	15365.714	2963.0055	795	1
