REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
5_MACS_peak_10628_lociStitched	chr16	67183977	67209061	5	11958	22324.76	3336.172	420	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	420	1
3_MACS_peak_15755_lociStitched	chr2	158323464	158337889	3	9796	36697.2	2533.03	421		CYTIP	CYTIP	421	1
1_MACS_peak_20198_lociStitched	chr3	178230153	178241440	1	11288	27863.0882	2904.1451	422		KCNMB2	KCNMB2	422	1
1_MACS_peak_23030_lociStitched	chr5	138719899	138730438	1	10540	32249.34	2199.4893	423	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	423	1
4_MACS_peak_5639_lociStitched	chr11	118954856	118979806	4	12069	21404.605	4006.97	424	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	424	1
5_MACS_peak_8792_lociStitched	chr15	20969034	20996091	5	12089	19965.3603	3417.2991	426		BCL8	BCL8	426	1
2_MACS_peak_11277_lociStitched	chr17	20204548	20221754	2	11861	21328.5576	2147.3088	427	SPECC1	CCDC144C	CCDC144C	427	1
3_MACS_peak_23914_lociStitched	chr6	27098276	27116086	3	11322	26909.129	2920.84	429	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	429	1
3_MACS_peak_17757_lociStitched	chr21	43638921	43657922	3	11619	25681.7516	4404.4318	430	ABCG1		ABCG1	430	1
1_MACS_peak_23163_lociStitched	chr5	148204601	148216036	1	11436	25520.633	2716.956	432	ADRB2		ADRB2	432	1
1_MACS_peak_25648_lociStitched	chr7	26002405	26012402	1	9998	34572.6251	2187.3436	433		MIR148A	MIR148A	433	1
4_MACS_peak_13970_lociStitched	chr19	48879966	48902460	4	11269	27300.9678	3227.889	434	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	434	1
1_MACS_peak_11063_lociStitched	chr17	6062091	6071728	1	9638	36013.469	1840.667	435			WSCD1	435	1
3_MACS_peak_12839_lociStitched	chr18	52929982	52948393	3	11629	23402.2221	2688.006	436	TCF4		CCDC68	436	1
3_MACS_peak_20883_lociStitched	chr4	48191532	48206889	3	11744	22060.3305	2552.3334	437	TEC		TXK	437	1
2_MACS_peak_24296_lociStitched	chr6	45386614	45402263	2	11358	25179.241	2255.0209	438	RUNX2	SUPT3H	RUNX2	438	1
3_MACS_peak_19918_lociStitched	chr3	151985219	152001859	3	11862	20147.712	2908.672	442	MBNL1,LOC401093	MBNL1	LOC401093	442	1
3_MACS_peak_23637_lociStitched	chr6	7134927	7148243	3	11590	22313.6212	2612.5992	444	RREB1		RREB1	444	1
3_MACS_peak_13300_lociStitched	chr19	10329332	10348038	3	11419	23868.856	2525.31	445	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	445	1
2_MACS_peak_17381_lociStitched	chr20	56047338	56058248	2	10733	28601.656	1837.244	446		CTCFL	CTCFL	446	1
1_MACS_peak_25883_lociStitched	chr7	47512692	47522998	1	10307	31911.4984	2403.3592	447	TNS3		TNS3	447	1
1_MACS_peak_1491_lociStitched	chr1	145448200	145457970	1	9771	35914.52	3555.303	449	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	449	1
1_MACS_peak_24769_lociStitched	chr6	108986325	108997495	1	11171	25040.906	1881.028	450	FOXO3		NCRNA00222	450	1
3_MACS_peak_24237_lociStitched	chr6	42737679	42752635	3	9911	33501.44	2135.7168	452		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	452	1
2_MACS_peak_6351_lociStitched	chr12	46776085	46794003	2	11577	22112.6038	3080.1042	453		SLC38A2	SLC38A2	453	1
2_MACS_peak_2285_lociStitched	chr1	200850523	200864813	2	10276	32135.352	3020.906	454	C1orf106	GPR25	C1orf106	454	1
4_MACS_peak_27348_lociStitched	chr8	33410185	33428092	4	11441	23008.7043	2755.8873	455	RNF122	C8orf41,DUSP26	RNF122	455	1
5_MACS_peak_18506_lociStitched	chr22	50962590	50983493	5	11723	19997.9001	3056.0186	458	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	458	1
3_MACS_peak_26069_lociStitched	chr7	74057099	74076987	3	11671	20222.1184	2822.1072	459	GTF2I		GTF2I	459	1
1_MACS_peak_15122_lociStitched	chr2	86219412	86229245	1	9834	33404.6676	2060.0135	460		LOC90784	LOC90784	460	1
1_MACS_peak_6445_lociStitched	chr12	51311774	51323155	1	11382	22719.8903	2478.7818	461	METTL7A	HIGD1C	METTL7A	461	1
2_MACS_peak_26463_lociStitched	chr7	106503667	106513866	2	9961	33435.3817	2974.0284	462	PIK3CG		PIK3CG	462	1
3_MACS_peak_3026_lociStitched	chr10	6953870	6973172	3	10226	31755.6504	3105.6918	463			LOC439949	463	1
3_MACS_peak_5320_lociStitched	chr11	82704021	82719977	3	11294	22505.938	2399.7824	465	RAB30	SNORA70E	SNORA70E	465	1
3_MACS_peak_10136_lociStitched	chr16	14486348	14503542	3	10448	29063.0182	2513.7628	466			MIR365-1	466	1
3_MACS_peak_24179_lociStitched	chr6	37121642	37141050	3	11041	24915.9904	3120.8064	468	PIM1		PIM1	468	1
1_MACS_peak_3121_lociStitched	chr10	15824463	15834318	1	9856	31659.1875	1672.3935	470	FAM188A		ITGA8	470	1
2_MACS_peak_4080_lociStitched	chr10	112255851	112273164	2	11028	24783.5595	2946.6726	471	DUSP5		DUSP5	471	1
3_MACS_peak_17322_lociStitched	chr20	52336823	52358683	3	11173	23534.476	3023.238	472			SUMO1P1	472	1
1_MACS_peak_11517_lociStitched	chr17	36856094	36863799	1	7706	40699.351	1363.0145	473	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	473	1
4_MACS_peak_11081_lociStitched	chr17	7136576	7156724	4	11105	23996.268	3014.1408	474	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	474	1
2_MACS_peak_2350_lociStitched	chr1	203721939	203736610	2	8611	39095.2808	3343.5209	476	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	476	1
3_MACS_peak_7067_lociStitched	chr12	106528492	106544069	3	11198	22413.7453	2989.2263	478	NUAK1		NUAK1	478	1
2_MACS_peak_20404_lociStitched	chr3	193815260	193823445	2	8138	40125.3255	2744.4305	479		HES1	HES1	479	1
2_MACS_peak_12077_lociStitched	chr17	66229887	66245561	2	9751	32547.061	2605.0188	481	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	481	1
1_MACS_peak_16333_lociStitched	chr2	217079279	217089242	1	9964	30410.0649	2211.786	484			XRCC5	484	1
4_MACS_peak_8980_lociStitched	chr15	38360712	38380439	4	11030	23453.4303	3300.3271	485			TMCO5A	485	1
2_MACS_peak_16820_lociStitched	chr20	17826235	17840369	2	11100	21305.5916	1971.693	487			SNORD17	487	1
3_MACS_peak_1701_lociStitched	chr1	154821343	154844656	3	9845	33092.8035	4898.0613	491	KCNN3		KCNN3	491	1
2_MACS_peak_7979_lociStitched	chr13	114581582	114595135	2	10758	23606.6154	2000.4228	492	FLJ44054	GAS6	FLJ44054	492	1
2_MACS_peak_1644_lociStitched	chr1	152006280	152022052	2	9810	31987.1932	3715.8832	494	S100A11	S100A10,TCHHL1	S100A11	494	1
4_MACS_peak_14106_lociStitched	chr19	56145555	56168044	4	11080	21438.7637	3092.2375	495	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	495	1
3_MACS_peak_5734_lociStitched	chr11	126172997	126189778	3	11227	19606.9204	2882.9758	496	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	496	1
2_MACS_peak_3323_lociStitched	chr10	43890676	43906146	2	10762	23828.441	2566.473	497	HNRNPF	FXYD4,ZNF487P	HNRNPF	497	1
2_MACS_peak_16092_lociStitched	chr2	192530537	192546247	2	10389	26854.674	2893.782	499	OBFC2A		OBFC2A	499	1
1_MACS_peak_21582_lociStitched	chr4	144272683	144282373	1	9691	30437.259	2038.776	500	GAB1		GAB1	500	1
3_MACS_peak_13418_lociStitched	chr19	13948928	13962206	3	10322	26233.3446	2036.8452	501		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	501	1
2_MACS_peak_30227_lociStitched	chrX	119434575	119445682	2	10593	23000.3756	1125.1391	503	FAM70A	ZBTB33	FAM70A	503	1
4_MACS_peak_21835_lociStitched	chr4	185366640	185381780	4	10882	21877.3	2738.826	504	IRF2		IRF2	504	1
1_MACS_peak_1319_lociStitched	chr1	111172604	111181638	1	9035	32774.4486	1235.8512	506		KCNA2,KCNA3	KCNA2	506	1
3_MACS_peak_22583_lociStitched	chr5	86408063	86420197	3	10967	20398.4674	2374.6238	507	MIR4280		MIR4280	507	1
1_MACS_peak_3256_lociStitched	chr10	30988635	30997112	1	8478	35756.8337	1704.7247	508			LYZL2	508	1
1_MACS_peak_25563_lociStitched	chr7	20254555	20263533	1	8979	33845.2644	2090.0784	509	MACC1		MACC1	509	1
3_MACS_peak_23392_lociStitched	chr5	171601041	171616219	3	11056	19207.759	2548.3862	512	STK10	EFCAB9	STK10	512	1
2_MACS_peak_20455_lociStitched	chr3	196357819	196371457	2	10443	25355.7696	3124.4658	514	LRRC33		LRRC33	514	1
3_MACS_peak_5772_lociStitched	chr11	129233422	129249607	3	10713	22607.208	2738.502	515	BARX2		BARX2	515	1
2_MACS_peak_6184_lociStitched	chr12	27329556	27340879	2	10827	20434.6181	2174.016	518			STK38L	518	1
5_MACS_peak_23675_lociStitched	chr6	10403365	10431039	5	10801	21718.5552	3392.8324	519	LOC100130275,TFAP2A,C6orf218		TFAP2A	519	1
3_MACS_peak_5129_lociStitched	chr11	67760370	67778776	3	10550	23322.2426	2672.5512	520	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	520	1
2_MACS_peak_14941_lociStitched	chr2	68989007	69004002	2	10460	24048.981	2688.6035	521	ARHGAP25		ARHGAP25	521	1
1_MACS_peak_7017_lociStitched	chr12	102870270	102879519	1	9250	31197.8019	1812.804	522	IGF1		IGF1	522	1
1_MACS_peak_28354_lociStitched	chr9	9604919	9615650	1	10732	20118.4788	1488.3897	524	PTPRD		PTPRD	524	1
2_MACS_peak_6849_lociStitched	chr12	89737920	89749611	2	10548	22468.9329	2438.7426	526	DUSP6		DUSP6	526	1
4_MACS_peak_30409_lociStitched	chrX	153233771	153252586	4	10435	22049.2985	1520.252	527	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	527	1
2_MACS_peak_1783_lociStitched	chr1	156709221	156722878	2	10171	25849.9696	3672.3673	535	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	535	1
2_MACS_peak_13851_lociStitched	chr19	44257272	44271761	2	9912	26317.8196	2211.0214	536	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	536	1
1_MACS_peak_1850_lociStitched	chr1	160675537	160685360	1	9824	27915.9837	3198.3688	537	CD48	SLAMF7	CD48	537	1
1_MACS_peak_9533_lociStitched	chr15	75334082	75341824	1	7743	37162.3742	1961.0486	539	PPCDC	SCAMP5	PPCDC	539	1
2_MACS_peak_25027_lociStitched	chr6	135190401	135204208	2	8415	34728.7471	2309.9111	542			ALDH8A1	542	1
1_MACS_peak_24722_lociStitched	chr6	106439033	106447560	1	8528	33200.7272	1481.9926	543			PRDM1	543	1
4_MACS_peak_24094_lociStitched	chr6	33537582	33559223	4	10641	20784.0164	3421.4421	545	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	545	1
2_MACS_peak_14891_lociStitched	chr2	65204530	65221148	2	10501	21187.95	2514.3034	547	SLC1A4	LOC400958	SLC1A4	547	1
2_MACS_peak_7998_lociStitched	chr13	115038967	115048895	2	9655	26955.5128	1634.1488	548	UPF3A	CDC16,ZNF828	UPF3A	548	1
3_MACS_peak_12801_lociStitched	chr18	48677287	48696753	3	9899	26438.7212	2805.0506	549		MEX3C	MEX3C	549	1
2_MACS_peak_5607_lociStitched	chr11	117873375	117885043	2	9766	26370.8468	1837.71	551		IL10RA	IL10RA	551	1
3_MACS_peak_22750_lociStitched	chr5	109187902	109202444	3	10298	22537.1916	2214.7466	552	MAN2A1	LOC100289673	LOC100289673	552	1
3_MACS_peak_6879_lociStitched	chr12	92754386	92770280	3	9525	28534.4982	2620.9206	553		CLLU1	CLLU1	553	1
3_MACS_peak_8950_lociStitched	chr15	34619216	34635787	3	10203	23555.6765	2611.5896	554	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	554	1
2_MACS_peak_17692_lociStitched	chr21	37905349	37916655	2	9774	26556.6634	2539.3276	557	CLDN14		CLDN14	557	1
1_MACS_peak_2761_lociStitched	chr1	230238256	230248861	1	10606	19639.3995	2983.1865	559	GALNT2		GALNT2	559	1
2_MACS_peak_5809_lociStitched	chr11	132218213	132231691	2	10121	23318.2878	2126.8284	560			NTM	560	1
4_MACS_peak_18314_lociStitched	chr22	39911047	39929756	4	10476	21320.7764	3479.874	561	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	561	1
2_MACS_peak_6455_lociStitched	chr12	51711845	51722217	2	9987	23902.274	2181.2316	566	BIN2	SMAGP,CELA1	BIN2	566	1
2_MACS_peak_28114_lociStitched	chr8	134576672	134586315	2	9324	27572.2299	1736.7043	572	ST3GAL1		ST3GAL1	572	1
2_MACS_peak_5574_lociStitched	chr11	115125135	115137188	2	9820	23936.0527	2024.904	577	CADM1		CADM1	577	1
2_MACS_peak_11817_lociStitched	chr17	47816050	47827641	2	10279	20308.5911	2419.0417	578	FAM117A	MYST2,SLC35B1	FAM117A	578	1
1_MACS_peak_27927_lociStitched	chr8	118449260	118457936	1	8677	30777.2424	1741.2732	579			MED30	579	1
2_MACS_peak_1696_lociStitched	chr1	154755395	154766347	2	9689	25693.392	2926.3744	581	KCNN3		KCNN3	581	1
2_MACS_peak_8462_lociStitched	chr14	72980152	72990311	2	9537	24817.4211	1044.3452	582	RGS6		DPF3	582	1
3_MACS_peak_23863_lociStitched	chr6	26020203	26034967	3	10209	20964.88	2698.8592	584	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	584	1
3_MACS_peak_24473_lociStitched	chr6	74220307	74234461	3	9851	23693.796	2762.8608	587	EEF1A1	MTO1	EEF1A1	587	1
2_MACS_peak_7330_lociStitched	chr12	125398046	125412837	2	9881	21974.9887	1310.4826	588	UBC	SCARB1	UBC	588	1
1_MACS_peak_998_lociStitched	chr1	66795235	66803909	1	8675	30416.2484	1942.1086	589	PDE4B		PDE4B	589	1
1_MACS_peak_2246_lociStitched	chr1	197739959	197749034	1	9076	28465.5525	2395.8	593	DENND1B		DENND1B	593	1
1_MACS_peak_4710_lociStitched	chr11	35159510	35169230	1	9721	23625.432	2015.928	594	CD44		CD44	594	1
4_MACS_peak_13102_lociStitched	chr19	2040954	2062820	4	10056	22718.774	3951.1862	595	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	595	1
1_MACS_peak_7787_lociStitched	chr13	78688391	78696839	1	8449	30798.8736	1506.2784	599			EDNRB	599	1
2_MACS_peak_10897_lociStitched	chr16	89033192	89046301	2	9283	25443.2581	1084.1143	601	CBFA2T3	CBFA2T3	CBFA2T3	601	1
1_MACS_peak_29139_lociStitched	chr9	117126920	117136927	1	10008	20171.1099	1491.043	602	AKNA	ORM1,ORM2	AKNA	602	1
2_MACS_peak_12327_lociStitched	chr17	78873408	78887210	2	8612	29630.1336	1926.7592	610	RPTOR		CHMP6	610	1
2_MACS_peak_2154_lociStitched	chr1	184711231	184725806	2	10074	20199.4925	3528.6075	614	EDEM3		EDEM3	614	1
2_MACS_peak_21156_lociStitched	chr4	84132408	84144349	2	9809	21676.4973	2481.3398	615			COQ2	615	1
2_MACS_peak_19388_lociStitched	chr3	98448399	98464952	2	9618	23407.5973	2905.0515	618	ST3GAL6		ST3GAL6	618	1
2_MACS_peak_24824_lociStitched	chr6	113946210	113957227	2	9982	18898.5618	1703.2282	619			MARCKS	619	1
1_MACS_peak_11553_lociStitched	chr17	38016217	38025226	1	9010	26289.1629	1564.8633	620	ZPBP2,IKZF3	GSDMB	IKZF3	620	1
2_MACS_peak_7771_lociStitched	chr13	77898943	77914800	2	9886	20557.0148	2649.7047	621	MYCBP2		MYCBP2	621	1
1_MACS_peak_15933_lociStitched	chr2	175456309	175464554	1	8246	30268.2195	1416.491	622	WIPF1		WIPF1	622	1
1_MACS_peak_9766_lociStitched	chr15	90637203	90646618	1	9416	23565.745	1812.3875	623	IDH2		IDH2	623	1
2_MACS_peak_18361_lociStitched	chr22	42141150	42151296	2	9683	21133.1034	1615.2432	624	MEI1	CCDC134	CCDC134	624	1
2_MACS_peak_6343_lociStitched	chr12	46119291	46132542	2	9950	19032.4113	2093.658	625	ARID2,LOC400027		ARID2	625	1
1_MACS_peak_28058_lociStitched	chr8	129664591	129673406	1	8816	27170.4745	1629.8935	626			MIR1208	626	1
2_MACS_peak_17988_lociStitched	chr22	23477849	23488778	2	9761	20674.3893	2063.3952	627	RAB36,RTDR1	BCR	RTDR1	627	1
2_MACS_peak_6701_lociStitched	chr12	68376354	68387498	2	8781	27658.2936	2021.5216	629			IFNG	629	1
3_MACS_peak_17623_lociStitched	chr21	34696114	34712688	3	9397	25527.2748	4029.1394	630	IFNAR1		IFNAR1	630	1
2_MACS_peak_7035_lociStitched	chr12	104318254	104326076	2	7696	32598.185	1570.6576	631	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	631	1
1_MACS_peak_27242_lociStitched	chr8	26428121	26437576	1	9456	22869.754	1962.858	632	DPYSL2		DPYSL2	632	1
4_MACS_peak_346_lociStitched	chr1	25347290	25364650	4	9630	21877.072	2452.968	633			RUNX3	633	1
1_MACS_peak_20024_lociStitched	chr3	160115961	160123869	1	7909	31815.4656	2003.8872	635	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	635	1
1_MACS_peak_25082_lociStitched	chr6	138186786	138196070	1	9285	23584.1452	1780.6712	637	TNFAIP3		TNFAIP3	637	1
2_MACS_peak_26744_lociStitched	chr7	134842634	134857510	2	9004	26937.4608	3289.0836	641	TMEM140,C7orf49	WDR91	C7orf49	641	1
3_MACS_peak_4884_lociStitched	chr11	60672379	60684085	3	9723	20137.8318	2342.3706	644	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	644	1
1_MACS_peak_2698_lociStitched	chr1	226308553	226317171	1	8619	27873.1974	2270.843	645			ACBD3	645	1
2_MACS_peak_23998_lociStitched	chr6	30649112	30659680	2	9570	20923.5832	2117.8272	647	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	647	1
2_MACS_peak_1489_lociStitched	chr1	145427170	145441195	2	8448	29481.9525	3336.5475	657	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	657	1
1_MACS_peak_2210_lociStitched	chr1	192542414	192551488	1	9075	24540.633	2714.9408	664	RGS1		RGS1	664	1
3_MACS_peak_5752_lociStitched	chr11	128273944	128286795	3	9485	20690.11	2212.9422	665			ETS1	665	1
2_MACS_peak_2057_lociStitched	chr1	178544438	178552572	2	7990	30438.2414	2332.8312	666		C1orf220	C1orf220	666	1
3_MACS_peak_29217_lociStitched	chr9	126083302	126103754	3	9255	23577.0656	3337.7664	667		CRB2	CRB2	667	1
3_MACS_peak_20619_lociStitched	chr4	9598995	9610994	3	9464	20101.9247	1977.4352	671		MIR548I2	MIR548I2	671	1
2_MACS_peak_12274_lociStitched	chr17	76116383	76129575	2	9320	21185.0328	2073.7824	677	TMC8,TMC6	C17orf99,SYNGR2	TMC6	677	1
3_MACS_peak_13457_lociStitched	chr19	16180455	16197903	3	8630	26803.6176	2959.1808	680	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	680	1
4_MACS_peak_13088_lociStitched	chr19	1847199	1865744	4	9375	21393.512	3189.74	682	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	682	1
1_MACS_peak_18654_lociStitched	chr3	14160420	14168450	1	8031	28405.322	1691.921	687	TMEM43,CHCHD4		CHCHD4	687	1
2_MACS_peak_8231_lociStitched	chr14	50465292	50476639	2	8413	25543.2317	1050.7322	689	C14orf182		C14orf182	689	1
3_MACS_peak_8932_lociStitched	chr15	33296513	33313566	3	9309	19650.1719	2517.0228	697	FMN1		FMN1	697	1
2_MACS_peak_19728_lociStitched	chr3	129890376	129900645	2	9101	20534.9193	1826.8551	704		COL6A4P2	COL6A4P2	704	1
1_MACS_peak_16763_lociStitched	chr20	9489713	9498885	1	9173	19653.7616	1773.8648	707	C20orf103		C20orf103	707	1
3_MACS_peak_7273_lociStitched	chr12	122227204	122243240	3	8544	23858.3608	1281.2764	708	SETD1B,RHOF,LOC338799		RHOF	708	1
2_MACS_peak_25926_lociStitched	chr7	52774339	52788486	2	9213	19133.8175	1844.7688	713			POM121L12	713	1
2_MACS_peak_6564_lociStitched	chr12	56726253	56734466	2	8148	26163.3328	1703.3762	721	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	721	1
1_MACS_peak_278_lociStitched	chr1	21615348	21623723	1	8376	24496.0375	1708.5	725	ECE1	ECE1	ECE1	725	1
3_MACS_peak_20401_lociStitched	chr3	193787658	193804677	3	8993	21595.4091	3786.7275	733		HES1	HES1	733	1
3_MACS_peak_11324_lociStitched	chr17	27037411	27056615	3	9030	20306.3096	2828.7492	734	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,PROCA1,RAB34,TLCD1	SUPT6H,TRAF4,SDF2	RPL23A	734	1
2_MACS_peak_7004_lociStitched	chr12	102129347	102140107	2	8410	23711.812	1675.332	737	SYCP3,GNPTAB	CHPT1	SYCP3	737	1
2_MACS_peak_12249_lociStitched	chr17	75229203	75244301	2	8630	22589.6276	2092.5828	738		SEC14L1,SEPT9	SEPT9	738	1
3_MACS_peak_12387_lociStitched	chr17	80405959	80423972	3	8694	22563.0838	2649.7123	739	NARF,C17orf62	HEXDC,C17orf101	NARF	739	1
3_MACS_peak_9768_lociStitched	chr15	90720995	90736572	3	8710	22206.5712	2426.8966	740	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	740	1
2_MACS_peak_5798_lociStitched	chr11	130696741	130705796	2	8959	18970.225	1582.814	745			SNX19	745	1
2_MACS_peak_2762_lociStitched	chr1	230256188	230270013	2	8064	26456.9025	2698.64	746	GALNT2		GALNT2	746	1
1_MACS_peak_14913_lociStitched	chr2	66659704	66668608	1	8905	18932.5752	1218.9576	749	MEIS1		MEIS1	749	1
3_MACS_peak_2971_lociStitched	chr10	3798470	3808744	3	8811	19846.2858	1634.5934	757		KLF6	KLF6	757	1
2_MACS_peak_5691_lociStitched	chr11	122929947	122941984	2	8287	24385.7583	2395.363	758	HSPA8	LOC341056	HSPA8	758	1
2_MACS_peak_19572_lociStitched	chr3	119354599	119362971	2	7902	25890.41	1591.5172	759	POPDC2	PLA1A,COX17	POPDC2	759	1
3_MACS_peak_13067_lociStitched	chr19	1258415	1277266	3	8698	22903.965	4037.8842	763	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	763	1
1_MACS_peak_26243_lociStitched	chr7	92437055	92445875	1	8821	19010.628	1518.804	768	CDK6		CDK6	768	1
2_MACS_peak_21827_lociStitched	chr4	185263503	185277165	2	8504	22121.5104	2297.9484	771			IRF2	771	1
2_MACS_peak_27292_lociStitched	chr8	29197221	29210466	2	8784	19177.4355	2011.9155	782	DUSP4		DUSP4	782	1
1_MACS_peak_1448_lociStitched	chr1	143461449	143469860	1	8412	23623.9757	4151.6696	802			LOC100130000	802	1
2_MACS_peak_29370_lociStitched	chr9	132646090	132657779	2	8116	23138.3755	1975.441	813	FNBP1	USP20,C9orf78	USP20	813	1
2_MACS_peak_21874_lociStitched	chr4	186506355	186514971	2	8397	20690.4624	1525.8936	814	SORBS2	PDLIM3	PDLIM3	814	1
2_MACS_peak_22785_lociStitched	chr5	112256262	112267270	2	8467	20320.768	1774.4896	819	REEP5	DCP2	REEP5	819	1
2_MACS_peak_10424_lociStitched	chr16	31879649	31890527	2	8651	18417.5418	1690.4412	824	ZNF267		ZNF267	824	1
3_MACS_peak_18645_lociStitched	chr3	13455238	13470853	3	8147	22721.3865	2161.116	826	NUP210		NUP210	826	1
2_MACS_peak_26670_lociStitched	chr7	128572248	128582332	2	7741	25266.4704	2648.0584	837	IRF5	KCP	IRF5	837	1
3_MACS_peak_15743_lociStitched	chr2	157188390	157207888	3	8510	19554.5442	2487.9448	839	NR4A2		NR4A2	839	1
3_MACS_peak_14025_lociStitched	chr19	50369313	50382092	3	7728	25146.5162	2573.6906	841	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	841	1
2_MACS_peak_12891_lociStitched	chr18	56750895	56762802	2	8063	21517.1397	1837.2501	855		LOC390858,SEC11C	SEC11C	855	1
2_MACS_peak_23938_lociStitched	chr6	27857490	27871482	2	8231	20412.9288	2554.9392	865	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	865	1
1_MACS_peak_17479_lociStitched	chr21	9962347	9970636	1	8290	21659.9859	4388.1966	868	LOC100132288		LOC100132288	868	1
2_MACS_peak_13460_lociStitched	chr19	16221435	16231831	2	8227	19661.9548	1966.9232	870	RAB8A	TPM4,HSH2D	RAB8A	870	1
2_MACS_peak_9879_lociStitched	chr15	101737897	101751905	2	8159	20165.9168	2158.6328	877	CHSY1		CHSY1	877	1
1_MACS_peak_5448_lociStitched	chr11	102185894	102193886	1	7993	20188.5912	1536.0624	890	BIRC3	BIRC2	BIRC3	890	1
2_MACS_peak_452_lociStitched	chr1	28831387	28846160	2	8109	20589.1301	3032.8969	897	RCC1,SNHG3	TRNAU1AP	RCC1	897	1
2_MACS_peak_1816_lociStitched	chr1	159035988	159048474	2	7952	21429.7218	3258.846	911	AIM2		AIM2	911	1
3_MACS_peak_1673_lociStitched	chr1	153929365	153941449	3	8119	20053.398	3306.1824	916	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	916	1
3_MACS_peak_24027_lociStitched	chr6	31618977	31634828	3	8016	20216.3654	2708.9359	918	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	918	1
2_MACS_peak_19473_lociStitched	chr3	108787161	108801435	2	7811	21205.4544	2283.84	919	MORC1		MORC1	919	1
2_MACS_peak_13739_lociStitched	chr19	39338774	39349161	2	8029	18934.4623	1762.6739	921	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	921	1
