REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_17381_lociStitched	chr20	56047338	56058248	2	10733	28601.656	1837.244	328		CTCFL	CTCFL	CTCFL	0.062299999999999994	328	1
6_MACS_peak_17334_lociStitched	chr20	52530930	52567315	6	18526	32182.5325	5432.2805	329	BCAS1	SUMO1P1	SUMO1P1	SUMO1P1	0.6622	329	1
1_MACS_peak_18654_lociStitched	chr3	14160420	14168450	1	8031	28405.322	1691.921	330	TMEM43,CHCHD4		CHCHD4	CHCHD4	1.1488	330	1
3_MACS_peak_19715_lociStitched	chr3	129026500	129048706	3	14494	30559.8972	3874.947	331	C3orf47,H1FX	C3orf37	H1FX	H1FX	1.8668999999999998	331	1
3_MACS_peak_17793_lociStitched	chr21	45194635	45210483	3	12155	30426.5752	3754.3912	332	RRP1,CSTB	LOC284837	CSTB	CSTB	0.7669	332	1
1_MACS_peak_18048_lociStitched	chr22	27003532	27015904	1	12373	29136.06	2465.7396	333	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.0985999999999998	333	1
5_MACS_peak_25266_lociStitched	chr6	157976430	158007391	5	18473	28942.3428	2325.1711	334	ZDHHC14	MIR3692	MIR3692	NONE	NONE	334	1
1_MACS_peak_21823_lociStitched	chr4	185184438	185191753	1	7316	28309.05	1708.0525	335		ENPP6	ENPP6	NONE	NONE	335	1
3_MACS_peak_23114_lociStitched	chr5	142772398	142794686	3	14941	29783.4544	3216.1584	336	NR3C1		NR3C1	NR3C1	0.17810000000000004	336	1
3_MACS_peak_10136_lociStitched	chr16	14486348	14503542	3	10448	29063.0182	2513.7628	337			MIR365-1	MIR365-1	NONE	337	1
5_MACS_peak_1478_lociStitched	chr1	145127612	145161684	5	20797	37932.3576	11417.5272	338		SEC22B,NOTCH2NL	SEC22B	NOTCH2NL	0.12509999999999993	338	1
1_MACS_peak_3485_lociStitched	chr10	63802696	63815106	1	12411	29231.755	2776.117	339	ARID5B		ARID5B	ARID5B	0.22179999999999997	339	1
1_MACS_peak_12065_lociStitched	chr17	65642336	65649014	1	6679	27688.3236	1243.4436	340	PITPNC1		NOL11	NOL11	NONE	340	1
1_MACS_peak_2095_lociStitched	chr1	181095120	181106586	1	11467	29119.0536	2773.6254	341		IER5	IER5	IER5	0.5569000000000001	341	1
7_MACS_peak_18979_lociStitched	chr3	46419707	46459680	7	23369	31910.4459	5656.1795	342	CCRL2	CCR2,CCR5,LTF	CCRL2	CCR2	0.6678	342	1
2_MACS_peak_1489_lociStitched	chr1	145427170	145441195	2	8448	29481.9525	3336.5475	343	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	1.7594	343	1
1_MACS_peak_2246_lociStitched	chr1	197739959	197749034	1	9076	28465.5525	2395.8	344	DENND1B		DENND1B	DENND1B	0.06090000000000001	344	1
2_MACS_peak_16467_lociStitched	chr2	231725829	231739876	2	12297	27251.18	1300.7522	345	ITM2C		ITM2C	ITM2C	1.0756999999999999	345	1
3_MACS_peak_6879_lociStitched	chr12	92754386	92770280	3	9525	28534.4982	2620.9206	346		CLLU1	CLLU1	CLLU1	0.13429999999999997	346	1
5_MACS_peak_23262_lociStitched	chr5	156339256	156370053	5	17070	30085.5893	4243.8266	347	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.5382	347	1
4_MACS_peak_15640_lociStitched	chr2	137132607	137153064	4	12275	28809.5931	2970.3564	348			CXCR4	CXCR4	NONE	348	1
2_MACS_peak_28114_lociStitched	chr8	134576672	134586315	2	9324	27572.2299	1736.7043	349	ST3GAL1		ST3GAL1	ST3GAL1	0.3568	349	1
4_MACS_peak_18274_lociStitched	chr22	39362281	39386504	4	13066	28910.1505	3192.5914	350	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	1.0211	350	1
2_MACS_peak_25911_lociStitched	chr7	50343243	50357873	2	12982	28418.775	2743.125	351	IKZF1		IKZF1	IKZF1	0.1789	351	1
2_MACS_peak_6701_lociStitched	chr12	68376354	68387498	2	8781	27658.2936	2021.5216	352			IFNG	IFNG	NONE	352	1
5_MACS_peak_14935_lociStitched	chr2	68936008	68965713	5	17321	30397.1265	4776.564	353	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.2931	353	1
1_MACS_peak_2698_lociStitched	chr1	226308553	226317171	1	8619	27873.1974	2270.843	354			ACBD3	ACBD3	NONE	354	1
1_MACS_peak_26526_lociStitched	chr7	113723501	113728576	1	5076	26974.64	1373.295	355	FOXP2		FOXP2	NONE	NONE	355	1
1_MACS_peak_11001_lociStitched	chr17	3459422	3463619	1	4198	26496.0807	908.2308	356	TRPV3	TRPV1	TRPV3	TRPV3	0.4487	356	1
1_MACS_peak_28058_lociStitched	chr8	129664591	129673406	1	8816	27170.4745	1629.8935	357			MIR1208	MIR1208	NONE	357	1
6_MACS_peak_8516_lociStitched	chr14	77487823	77510116	6	15509	27300.0078	1863.6948	358	C14orf4		C14orf4	C14orf4	1.207	358	1
2_MACS_peak_25573_lociStitched	chr7	20476220	20490722	2	13498	27732.1746	2334.822	359			ITGB8	ITGB8	0.3478	359	1
4_MACS_peak_21052_lociStitched	chr4	76022941	76044176	4	11300	28620.533	3253.202	360			PARM1	PARM1	NONE	360	1
2_MACS_peak_7998_lociStitched	chr13	115038967	115048895	2	9655	26955.5128	1634.1488	361	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.7192	361	1
1_MACS_peak_25569_lociStitched	chr7	20366968	20373611	1	6644	26539.4493	1247.5554	362	ITGB8		ITGB8	ITGB8	0.3478	362	1
2_MACS_peak_14348_lociStitched	chr2	20615070	20631109	2	14400	27641.6126	2415.4734	363		RHOB	RHOB	RHOB	0.37700000000000006	363	1
6_MACS_peak_11782_lociStitched	chr17	46516076	46556882	6	26602	31343.0886	6157.6254	364		SKAP1	SKAP1	NONE	NONE	364	1
6_MACS_peak_10343_lociStitched	chr16	29815475	29837594	6	14143	28606.5027	3466.0473	365	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	0.754	365	1
1_MACS_peak_26710_lociStitched	chr7	130789691	130797209	1	7519	27044.5014	1929.8706	366	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.1495	366	1
4_MACS_peak_12295_lociStitched	chr17	76753797	76779850	4	17898	29153.307	4082.5051	367	CYTH1		CYTH1	CYTH1	0.6075999999999999	367	1
2_MACS_peak_16494_lociStitched	chr2	232687086	232714787	2	26670	28158.0665	3105.2821	368		COPS7B,PDE6D,MIR1471	COPS7B	COPS7B	0.0363	368	1
5_MACS_peak_9009_lociStitched	chr15	40329919	40358696	5	17696	29507.9358	4471.9458	369	SRP14	BMF	SRP14	BMF	1.4621	369	1
1_MACS_peak_20198_lociStitched	chr3	178230153	178241440	1	11288	27863.0882	2904.1451	370		KCNMB2	KCNMB2	KCNMB2	0.007500000000000007	370	1
5_MACS_peak_29385_lociStitched	chr9	134127087	134153439	5	15474	29060.9856	4131.9936	371	FAM78A	PPAPDC3	FAM78A	FAM78A	0.7743	371	1
2_MACS_peak_3995_lociStitched	chr10	104531182	104544040	2	12351	27032.6592	2246.2926	372	C10orf26		C10orf26	C10orf26	0.4022	372	1
1_MACS_peak_25384_lociStitched	chr7	2393000	2395766	1	2767	25336.0068	552.3702	373	EIF3B	CHST12,SNX8	EIF3B	EIF3B	0.6535	373	1
7_MACS_peak_17142_lociStitched	chr20	42564654	42593773	7	18640	29005.4359	4274.6692	374	TOX2		TOX2	TOX2	0.4766	374	1
1_MACS_peak_11553_lociStitched	chr17	38016217	38025226	1	9010	26289.1629	1564.8633	375	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.6355999999999999	375	1
3_MACS_peak_18285_lociStitched	chr22	39458961	39474534	3	12921	27232.5051	2508.8103	376	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.0157	376	1
1_MACS_peak_1850_lociStitched	chr1	160675537	160685360	1	9824	27915.9837	3198.3688	377	CD48	SLAMF7	CD48	CD48	1.0657	377	1
5_MACS_peak_16360_lociStitched	chr2	219741250	219763451	5	17607	28326.2559	3696.4665	378	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	1.0533	378	1
6_MACS_peak_30250_lociStitched	chrX	128892765	128921527	6	16922	27208.852	2579.9514	379	XPNPEP2,SASH3		SASH3	SASH3	0.5424	379	1
1_MACS_peak_14887_lociStitched	chr2	65139716	65147047	1	7332	26385.7352	1836.4155	380	LOC400958		LOC400958	LOC400958	1.2854999999999999	380	1
2_MACS_peak_5607_lociStitched	chr11	117873375	117885043	2	9766	26370.8468	1837.71	381		IL10RA	IL10RA	IL10RA	0.6429	381	1
2_MACS_peak_22104_lociStitched	chr5	32530354	32544242	2	12674	27019.104	2520.672	382		SUB1	SUB1	SUB1	0.8965	382	1
1_MACS_peak_28568_lociStitched	chr9	37527061	37533286	1	6226	25970.0775	1472.835	383	FBXO10	POLR1E	POLR1E	POLR1E	0.060499999999999984	383	1
2_MACS_peak_8231_lociStitched	chr14	50465292	50476639	2	8413	25543.2317	1050.7322	384	C14orf182		C14orf182	C14orf182	0.6943	384	1
2_MACS_peak_6564_lociStitched	chr12	56726253	56734466	2	8148	26163.3328	1703.3762	385	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	IL23A	1.4321000000000002	385	1
1_MACS_peak_2901_lociStitched	chr1	244996221	245000465	1	4245	25664.3168	1253.2532	386	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	1.2199	386	1
1_MACS_peak_22609_lociStitched	chr5	88563897	88571000	1	7104	25639.6991	1246.5765	387			MEF2C	MEF2C	0.47440000000000004	387	1
2_MACS_peak_10897_lociStitched	chr16	89033192	89046301	2	9283	25443.2581	1084.1143	388	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.2092	388	1
4_MACS_peak_15402_lociStitched	chr2	112208353	112241917	4	17340	29657.1504	5323.2504	389	LOC541471		LOC541471	LOC541471	0.38070000000000004	389	1
2_MACS_peak_19572_lociStitched	chr3	119354599	119362971	2	7902	25890.41	1591.5172	390	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.8496	390	1
3_MACS_peak_13418_lociStitched	chr19	13948928	13962206	3	10322	26233.3446	2036.8452	391		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.2006999999999999	391	1
2_MACS_peak_13851_lociStitched	chr19	44257272	44271761	2	9912	26317.8196	2211.0214	392	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.35359999999999997	392	1
4_MACS_peak_13970_lociStitched	chr19	48879966	48902460	4	11269	27300.9678	3227.889	393	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.1822	393	1
2_MACS_peak_15344_lociStitched	chr2	109828807	109844325	2	14997	26812.0004	2759.1004	394	SH3RF3		MIR4265	MIR4265	NONE	394	1
1_MACS_peak_4881_lociStitched	chr11	60601905	60613367	1	11463	26041.664	2016.1658	395	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.152	395	1
2_MACS_peak_17692_lociStitched	chr21	37905349	37916655	2	9774	26556.6634	2539.3276	396	CLDN14		CLDN14	CLDN14	0.28400000000000003	396	1
1_MACS_peak_14514_lociStitched	chr2	33699445	33705444	1	6000	25324.1786	1334.7775	397	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.3314	397	1
3_MACS_peak_23914_lociStitched	chr6	27098276	27116086	3	11322	26909.129	2920.84	398	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.5123	398	1
1_MACS_peak_11547_lociStitched	chr17	37924928	37938374	1	13447	26516.8566	2546.6724	399	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2064	399	1
2_MACS_peak_16092_lociStitched	chr2	192530537	192546247	2	10389	26854.674	2893.782	400	OBFC2A		OBFC2A	OBFC2A	1.0962	400	1
3_MACS_peak_13457_lociStitched	chr19	16180455	16197903	3	8630	26803.6176	2959.1808	401	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.1812	401	1
1_MACS_peak_17385_lociStitched	chr20	56191868	56197961	1	6094	25184.1969	1355.0832	402	ZBP1		ZBP1	ZBP1	1.3501999999999998	402	1
2_MACS_peak_13809_lociStitched	chr19	42051268	42070503	2	12903	27025.175	3239.174	403		CEACAM21	CEACAM21	CEACAM21	0.0040999999999999925	403	1
2_MACS_peak_8462_lociStitched	chr14	72980152	72990311	2	9537	24817.4211	1044.3452	404	RGS6		DPF3	DPF3	NONE	404	1
2_MACS_peak_2762_lociStitched	chr1	230256188	230270013	2	8064	26456.9025	2698.64	405	GALNT2		GALNT2	GALNT2	0.241	405	1
5_MACS_peak_13082_lociStitched	chr19	1647913	1672864	5	12159	27920.169	4209.2337	406	TCF3	UQCR11	TCF3	UQCR11	0.40889999999999993	406	1
2_MACS_peak_26744_lociStitched	chr7	134842634	134857510	2	9004	26937.4608	3289.0836	407	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	1.3289	407	1
3_MACS_peak_12801_lociStitched	chr18	48677287	48696753	3	9899	26438.7212	2805.0506	408		MEX3C	MEX3C	MEX3C	0.25880000000000003	408	1
1_MACS_peak_15406_lociStitched	chr2	112249409	112253862	1	4454	24709.697	1084.3055	409	LOC541471		LOC541471	LOC541471	0.38070000000000004	409	1
4_MACS_peak_22944_lociStitched	chr5	131813216	131842364	4	16242	28547.5512	4984.308	410	IRF1	IL5	IRF1	IRF1	0.42310000000000003	410	1
1_MACS_peak_1574_lociStitched	chr1	149855294	149861356	1	6063	25522.2324	2046.5312	411	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BE	1.9158000000000002	411	1
1_MACS_peak_26446_lociStitched	chr7	105984533	105991649	1	7117	25448.2392	2012.4048	412			NAMPT	NAMPT	NONE	412	1
1_MACS_peak_13621_lociStitched	chr19	29120776	29126315	1	5540	24700.0627	1277.8473	413			LOC148145	LOC148145	NONE	413	1
6_MACS_peak_24037_lociStitched	chr6	31773611	31805046	6	16610	28533.5495	5133.3355	414	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1A	VARS	0.6819999999999999	414	1
1_MACS_peak_29472_lociStitched	chr9	139792716	139798366	1	5651	24345.285	968.41	415	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	0.663	415	1
2_MACS_peak_6090_lociStitched	chr12	15100709	15116372	2	15470	26443.8429	3131.0337	416	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.79	416	1
2_MACS_peak_15733_lociStitched	chr2	153913730	153928943	2	11530	25253.58	2017.2438	417			ARL6IP6	ARL6IP6	NONE	417	1
1_MACS_peak_5783_lociStitched	chr11	129870965	129874700	1	3736	23887.9395	708.5295	418	NCRNA00167,PRDM10		PRDM10	PRDM10	0.17770000000000002	418	1
1_MACS_peak_24769_lociStitched	chr6	108986325	108997495	1	11171	25040.906	1881.028	419	FOXO3		NCRNA00222	NCRNA00222	NONE	419	1
6_MACS_peak_10363_lociStitched	chr16	30193683	30227703	6	17668	29471.526	6426.378	420	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	CORO1A	0.9350999999999999	420	1
3_MACS_peak_1334_lociStitched	chr1	112134463	112148612	3	12025	24466.4508	1467.2513	421	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.0017	421	1
1_MACS_peak_2974_lociStitched	chr10	3824022	3828904	1	4883	24001.3766	1030.5902	422	KLF6		KLF6	KLF6	1.2026000000000001	422	1
2_MACS_peak_24296_lociStitched	chr6	45386614	45402263	2	11358	25179.241	2255.0209	423	RUNX2	SUPT3H	RUNX2	RUNX2	0.1096	423	1
2_MACS_peak_5662_lociStitched	chr11	120367887	120383235	2	13069	24908.2692	1992.1704	424			GRIK4	GRIK4	NONE	424	1
4_MACS_peak_7101_lociStitched	chr12	109161683	109181131	4	12186	26011.7	3131.128	425	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.2944	425	1
1_MACS_peak_23163_lociStitched	chr5	148204601	148216036	1	11436	25520.633	2716.956	426	ADRB2		ADRB2	ADRB2	1.139	426	1
1_MACS_peak_278_lociStitched	chr1	21615348	21623723	1	8376	24496.0375	1708.5	427	ECE1	ECE1	ECE1	ECE1	0.17149999999999999	427	1
2_MACS_peak_1696_lociStitched	chr1	154755395	154766347	2	9689	25693.392	2926.3744	428	KCNN3		KCNN3	KCNN3	0.3585	428	1
1_MACS_peak_4301_lociStitched	chr11	267108	271221	1	4114	23706.5094	956.6838	429		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	PSMD13	0.084	429	1
6_MACS_peak_8657_lociStitched	chr14	95945775	95986118	6	21134	25851.7944	3154.8226	430		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	SCARNA13	0.1658	430	1
2_MACS_peak_18259_lociStitched	chr22	38900312	38909626	2	4714	24117.6716	1422.2478	431	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.6445	431	1
4_MACS_peak_23206_lociStitched	chr5	150512532	150538139	4	16457	26649.2049	4025.4204	432	ANXA6		ANXA6	ANXA6	0.3355	432	1
2_MACS_peak_26670_lociStitched	chr7	128572248	128582332	2	7741	25266.4704	2648.0584	433	IRF5	KCP	IRF5	IRF5	1.03	433	1
3_MACS_peak_7273_lociStitched	chr12	122227204	122243240	3	8544	23858.3608	1281.2764	434	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0389	434	1
3_MACS_peak_14025_lociStitched	chr19	50369313	50382092	3	7728	25146.5162	2573.6906	435	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.2235	435	1
1_MACS_peak_3344_lociStitched	chr10	45389523	45395904	1	6382	23506.9659	1003.0932	436	LOC220980	TMEM72	TMEM72	TMEM72	0.0344	436	1
3_MACS_peak_6498_lociStitched	chr12	53845144	53874897	3	29549	27503.6732	5075.8618	437	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	PCBP2	0.5712999999999999	437	1
1_MACS_peak_28866_lociStitched	chr9	93795271	93800054	1	4784	23328.1259	968.0792	438		LOC100129316	LOC100129316	LOC100129316	0.024800000000000003	438	1
2_MACS_peak_17167_lociStitched	chr20	43270067	43282286	2	11877	24743.475	2436.4686	439	ADA	LOC79015	ADA	ADA	0.5117	439	1
4_MACS_peak_21758_lociStitched	chr4	173896270	173920285	4	15460	25587.9825	3294.858	440	GALNTL6		GALNT7	GALNT7	NONE	440	1
5_MACS_peak_11720_lociStitched	chr17	43505040	43531608	5	16766	26350.1424	4070.2176	441	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.4502	441	1
2_MACS_peak_20455_lociStitched	chr3	196357819	196371457	2	10443	25355.7696	3124.4658	442	LRRC33		LRRC33	LRRC33	0.3621	442	1
2_MACS_peak_1783_lociStitched	chr1	156709221	156722878	2	10171	25849.9696	3672.3673	443	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.5507	443	1
1_MACS_peak_26601_lociStitched	chr7	121944733	121952091	1	7359	23845.8064	1723.2436	444	LOC154860	FEZF1	FEZF1	FEZF1	0.6227	444	1
1_MACS_peak_21839_lociStitched	chr4	185391550	185397502	1	5953	23377.6704	1272.5376	445	IRF2		IRF2	IRF2	1.4214	445	1
2_MACS_peak_7004_lociStitched	chr12	102129347	102140107	2	8410	23711.812	1675.332	446	SYCP3,GNPTAB	CHPT1	SYCP3	SYCP3	0.8349	446	1
2_MACS_peak_5691_lociStitched	chr11	122929947	122941984	2	8287	24385.7583	2395.363	447	HSPA8	LOC341056	HSPA8	HSPA8	1.3762999999999999	447	1
4_MACS_peak_17626_lociStitched	chr21	34732936	34757756	4	12075	27195.274	5246.948	448		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.5023	448	1
3_MACS_peak_27301_lociStitched	chr8	29462941	29478109	3	14296	24443.232	2508.7872	449			C8orf75	C8orf75	0.4264	449	1
1_MACS_peak_26374_lociStitched	chr7	101946253	101952565	1	6313	23169.4584	1250.4072	450	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.6147	450	1
2_MACS_peak_5574_lociStitched	chr11	115125135	115137188	2	9820	23936.0527	2024.904	451	CADM1		CADM1	CADM1	0.2345	451	1
2_MACS_peak_30227_lociStitched	chrX	119434575	119445682	2	10593	23000.3756	1125.1391	452	FAM70A	ZBTB33	FAM70A	FAM70A	0.36719999999999997	452	1
2_MACS_peak_4080_lociStitched	chr10	112255851	112273164	2	11028	24783.5595	2946.6726	453	DUSP5		DUSP5	DUSP5	0.9367	453	1
1_MACS_peak_2210_lociStitched	chr1	192542414	192551488	1	9075	24540.633	2714.9408	454	RGS1		RGS1	RGS1	1.5425	454	1
1_MACS_peak_25082_lociStitched	chr6	138186786	138196070	1	9285	23584.1452	1780.6712	455	TNFAIP3		TNFAIP3	TNFAIP3	0.8521000000000001	455	1
3_MACS_peak_24179_lociStitched	chr6	37121642	37141050	3	11041	24915.9904	3120.8064	456	PIM1		PIM1	PIM1	0.9131	456	1
1_MACS_peak_28107_lociStitched	chr8	134244427	134248998	1	4572	22818.432	1033.5031	457		WISP1	WISP1	WISP1	0.38469999999999993	457	1
3_MACS_peak_14874_lociStitched	chr2	64862674	64883604	3	11873	24940.188	3158.337	458	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.6793	458	1
1_MACS_peak_9766_lociStitched	chr15	90637203	90646618	1	9416	23565.745	1812.3875	459	IDH2		IDH2	IDH2	0.777	459	1
1_MACS_peak_15601_lociStitched	chr2	134707431	134714879	1	7449	23382.996	1634.836	460			MIR3679	MIR3679	NONE	460	1
1_MACS_peak_17728_lociStitched	chr21	41383522	41389861	1	6340	23742.7245	2005.6596	461	DSCAM		PCP4	PCP4	0.22219999999999998	461	1
3_MACS_peak_3989_lociStitched	chr10	104401107	104422189	3	13363	24931.5732	3204.464	462	TRIM8		TRIM8	TRIM8	0.9091	462	1
2_MACS_peak_6455_lociStitched	chr12	51711845	51722217	2	9987	23902.274	2181.2316	463	BIN2	SMAGP,CELA1	BIN2	CELA1	0.43979999999999997	463	1
2_MACS_peak_18046_lociStitched	chr22	26974716	26992527	2	12427	24664.6728	2969.0937	464	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.0985999999999998	464	1
1_MACS_peak_26786_lociStitched	chr7	139613501	139618839	1	5339	23029.1996	1381.4744	465	TBXAS1		TBXAS1	TBXAS1	0.14359999999999998	465	1
1_MACS_peak_4710_lociStitched	chr11	35159510	35169230	1	9721	23625.432	2015.928	466	CD44		CD44	CD44	0.3559	466	1
2_MACS_peak_7979_lociStitched	chr13	114581582	114595135	2	10758	23606.6154	2000.4228	467	FLJ44054	GAS6	FLJ44054	GAS6	0.7787	467	1
3_MACS_peak_17513_lociStitched	chr21	19151491	19169325	3	15135	25106.7052	3511.5146	468	C21orf91		C21orf91	C21orf91	0.49	468	1
1_MACS_peak_17134_lociStitched	chr20	42308258	42312442	1	4185	22655.1048	1066.5016	469	MYBL2	GTSF1L	MYBL2	MYBL2	0.37679999999999997	469	1
5_MACS_peak_10824_lociStitched	chr16	81841614	81871609	5	15020	24178.9695	2678.5535	470	PLCG2		PLCG2	PLCG2	0.1145	470	1
3_MACS_peak_17623_lociStitched	chr21	34696114	34712688	3	9397	25527.2748	4029.1394	471	IFNAR1		IFNAR1	IFNAR1	0.5023	471	1
3_MACS_peak_13112_lociStitched	chr19	2254653	2271802	3	11849	25188.4512	3719.6181	472	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.0227	472	1
1_MACS_peak_7982_lociStitched	chr13	114789313	114794512	1	5200	22519.9884	1073.0736	473	RASA3		RASA3	RASA3	0.6338999999999999	473	1
4_MACS_peak_4012_lociStitched	chr10	105244857	105268392	4	18579	25478.991	4036.2525	474	NEURL	CALHM2,CALHM1,CALHM3	NEURL	CALHM3	1.0745	474	1
2_MACS_peak_24953_lociStitched	chr6	129992787	130011209	2	11809	24464.416	3028.5768	475	ARHGAP18		ARHGAP18	ARHGAP18	0.2202	475	1
2_MACS_peak_5016_lociStitched	chr11	65237778	65246286	2	6532	22896.7296	1478.6904	476		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	7.694599999999999	476	1
2_MACS_peak_2074_lociStitched	chr1	179845997	179853897	2	5483	23587.82	2200.94	477	TOR1AIP1,TOR1AIP2		TOR1AIP1	TOR1AIP1	0.39189999999999997	477	1
2_MACS_peak_14941_lociStitched	chr2	68989007	69004002	2	10460	24048.981	2688.6035	478	ARHGAP25		ARHGAP25	ARHGAP25	0.2931	478	1
3_MACS_peak_13300_lociStitched	chr19	10329332	10348038	3	11419	23868.856	2525.31	479	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.38520000000000004	479	1
3_MACS_peak_16267_lociStitched	chr2	207995879	208015652	3	12625	24249.6072	2906.631	480	KLF7	MIR2355	KLF7	KLF7	0.3628	480	1
3_MACS_peak_17172_lociStitched	chr20	43587218	43609443	3	13621	25674.32	4362.7675	481	STK4,TOMM34	PABPC1L	STK4	STK4	0.24529999999999996	481	1
3_MACS_peak_17757_lociStitched	chr21	43638921	43657922	3	11619	25681.7516	4404.4318	482	ABCG1		ABCG1	ABCG1	0.212	482	1
2_MACS_peak_3323_lociStitched	chr10	43890676	43906146	2	10762	23828.441	2566.473	483	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.4051	483	1
1_MACS_peak_6642_lociStitched	chr12	62995163	62998356	1	3194	21824.155	585.2769	484	MIRLET7I,C12orf61		C12orf61	C12orf61	1.7874	484	1
1_MACS_peak_24000_lociStitched	chr6	30683656	30691027	1	7372	22905.3825	1691.6445	485	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	1.4075	485	1
2_MACS_peak_5809_lociStitched	chr11	132218213	132231691	2	10121	23318.2878	2126.8284	486			NTM	NTM	NONE	486	1
3_MACS_peak_17430_lociStitched	chr20	61272901	61291250	3	12184	23558.2811	2387.2049	487	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.5241	487	1
2_MACS_peak_29370_lociStitched	chr9	132646090	132657779	2	8116	23138.3755	1975.441	488	FNBP1	USP20,C9orf78	USP20	USP20	0.13740000000000002	488	1
3_MACS_peak_28875_lociStitched	chr9	94180851	94196060	3	14112	24399.7987	3269.935	489	NFIL3		NFIL3	NFIL3	0.6585	489	1
2_MACS_peak_12189_lociStitched	chr17	73774299	73782422	2	6090	22525.8913	1466.2015	490	UNK,H3F3B	GALK1	UNK	UNK	0.3594	490	1
