REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_13673_lociStitched	chr19	35694343	35708342	2	11449	34483.7367	2896.3931	344		FXYD5,LSR,FAM187B	FAM187B	LSR	0.4978	344	1
6_MACS_peak_1029_lociStitched	chr1	68201056	68232688	6	13105	21177.624	4175.424	345	GNG12		GADD45A	GADD45A	NONE	345	1
2_MACS_peak_3995_lociStitched	chr10	104531182	104544040	2	12351	27032.6592	2246.2926	346	C10orf26		C10orf26	C10orf26	0.4022	346	1
1_MACS_peak_21309_lociStitched	chr4	105406407	105417778	1	11372	33528.5306	1793.2067	347	CXXC4		CXXC4	CXXC4	1.0705	347	1
3_MACS_peak_16267_lociStitched	chr2	207995879	208015652	3	12625	24249.6072	2906.631	349	KLF7	MIR2355	KLF7	KLF7	0.3628	349	1
1_MACS_peak_17778_lociStitched	chr21	44723884	44734855	1	10972	36071.5509	2693.3805	351			SIK1	SIK1	NONE	351	1
2_MACS_peak_29076_lociStitched	chr9	112668712	112683236	2	10797	36752.982	2702.9164	354	PALM2,PALM2-AKAP2		PALM2	PALM2	0.1727	354	1
1_MACS_peak_12604_lociStitched	chr18	22928717	22941556	1	12840	19476.763	1783.3371	356	ZNF521		ZNF521	ZNF521	0.010999999999999996	356	1
2_MACS_peak_18046_lociStitched	chr22	26974716	26992527	2	12427	24664.6728	2969.0937	358	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.0985999999999998	358	1
4_MACS_peak_3605_lociStitched	chr10	74006484	74024488	4	12613	22812.8684	3157.9016	359		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.2657	359	1
2_MACS_peak_5729_lociStitched	chr11	126056473	126069044	2	8887	44159.4088	2178.5543	361		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.3373	361	1
5_MACS_peak_13082_lociStitched	chr19	1647913	1672864	5	12159	27920.169	4209.2337	362	TCF3	UQCR11	TCF3	UQCR11	0.40889999999999993	362	1
4_MACS_peak_14394_lociStitched	chr2	25623861	25645606	4	12569	23023.606	3653.16	364	DTNB		DNMT3A	DNMT3A	NONE	364	1
2_MACS_peak_17319_lociStitched	chr20	52267929	52279801	2	11469	30799.5296	2107.28	365			ZNF217	ZNF217	0.788	365	1
4_MACS_peak_7101_lociStitched	chr12	109161683	109181131	4	12186	26011.7	3131.128	366	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.2944	366	1
6_MACS_peak_10643_lociStitched	chr16	67554669	67587536	6	12712	22027.4634	4926.7633	367	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	0.5029999999999999	367	1
4_MACS_peak_29308_lociStitched	chr9	130828650	130845654	4	12631	20982.936	2987.6028	368	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.363	368	1
2_MACS_peak_20837_lociStitched	chr4	40302433	40320076	2	12344	23650.4415	3147.5112	370		CHRNA9	CHRNA9	NONE	NONE	370	1
4_MACS_peak_25152_lociStitched	chr6	143162900	143180026	4	12465	20746.4364	1666.3598	371	HIVEP2		HIVEP2	HIVEP2	0.1571	371	1
3_MACS_peak_6707_lociStitched	chr12	68751884	68770745	3	11398	31446.9453	3164.8758	373		MDM1	MDM1	MDM1	0.0011999999999999927	373	1
1_MACS_peak_20175_lociStitched	chr3	176911547	176921184	1	9638	40492.7466	2590.4256	374	TBL1XR1		TBL1XR1	TBL1XR1	0.2925	374	1
2_MACS_peak_7623_lociStitched	chr13	46269044	46281218	2	11526	28566.291	1341.5748	375	SPERT		SPERT	SPERT	1.2248999999999999	375	1
3_MACS_peak_1334_lociStitched	chr1	112134463	112148612	3	12025	24466.4508	1467.2513	377	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.0017	377	1
4_MACS_peak_18721_lociStitched	chr3	20080130	20098379	4	12574	19869.5112	2708.1516	378	KAT2B	C3orf48	KAT2B	KAT2B	0.1073	378	1
2_MACS_peak_17614_lociStitched	chr21	34600757	34613240	2	10793	34747.6788	3007.1547	379	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.8886999999999999	379	1
4_MACS_peak_25029_lociStitched	chr6	135322839	135344037	4	12408	22463.5206	3652.4154	380	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.1941	380	1
3_MACS_peak_17430_lociStitched	chr20	61272901	61291250	3	12184	23558.2811	2387.2049	381	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.5241	381	1
4_MACS_peak_17626_lociStitched	chr21	34732936	34757756	4	12075	27195.274	5246.948	382		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.5023	382	1
4_MACS_peak_22269_lociStitched	chr5	55272541	55292219	4	12329	22830.4156	3540.0722	384	IL6ST		IL6ST	IL6ST	0.27359999999999995	384	1
4_MACS_peak_6065_lociStitched	chr12	13241956	13256125	4	12334	21130.2297	2711.9466	389	GSG1	KIAA1467	GSG1	GSG1	0.5271999999999999	389	1
1_MACS_peak_2095_lociStitched	chr1	181095120	181106586	1	11467	29119.0536	2773.6254	390		IER5	IER5	IER5	0.5569000000000001	390	1
2_MACS_peak_17152_lociStitched	chr20	42695558	42710419	2	8831	42740.236	2559.0642	391	TOX2		JPH2	JPH2	NONE	391	1
3_MACS_peak_5122_lociStitched	chr11	67644642	67659860	3	11195	30618.616	2465.316	392			LOC645332	LOC645332	NONE	392	1
1_MACS_peak_5886_lociStitched	chr12	4377277	4388413	1	11137	30453.6192	1988.8896	393	CCND2	C12orf5	CCND2	CCND2	0.6728000000000001	393	1
2_MACS_peak_17167_lociStitched	chr20	43270067	43282286	2	11877	24743.475	2436.4686	394	ADA	LOC79015	ADA	ADA	0.5117	394	1
3_MACS_peak_14874_lociStitched	chr2	64862674	64883604	3	11873	24940.188	3158.337	396	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.6793	396	1
2_MACS_peak_26410_lociStitched	chr7	104576068	104587095	2	10687	32376.3747	1989.2708	397		LOC723809	LOC723809	LOC723809	0.2415	397	1
2_MACS_peak_23204_lociStitched	chr5	150459359	150475980	2	12111	21806.752	3018.3736	399	TNIP1	ANXA6	TNIP1	ANXA6	0.3355	399	1
3_MACS_peak_13112_lociStitched	chr19	2254653	2271802	3	11849	25188.4512	3719.6181	400	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.0227	400	1
4_MACS_peak_13965_lociStitched	chr19	48823409	48837996	4	11951	23094.1384	2895.5195	405	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.3216	405	1
2_MACS_peak_24953_lociStitched	chr6	129992787	130011209	2	11809	24464.416	3028.5768	406	ARHGAP18		ARHGAP18	ARHGAP18	0.2202	406	1
3_MACS_peak_10254_lociStitched	chr16	23404589	23419410	3	10245	34575.9109	2184.6154	407	COG7		COG7	COG7	0.47479999999999994	407	1
3_MACS_peak_9815_lociStitched	chr15	93346012	93364538	3	10941	31053.2812	2873.3826	408		ASB9P1	ASB9P1	ASB9P1	0.010999999999999996	408	1
3_MACS_peak_14441_lociStitched	chr2	27374667	27389984	3	12036	21509.6631	2591.6364	409	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	0.7256	409	1
1_MACS_peak_17215_lociStitched	chr20	45978083	45987373	1	9291	38837.774	1908.166	410	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.22609999999999997	410	1
3_MACS_peak_17315_lociStitched	chr20	52224963	52244752	3	10829	31201.3163	2406.3424	411		ZNF217	ZNF217	ZNF217	0.788	411	1
2_MACS_peak_11039_lociStitched	chr17	4841917	4855123	2	11099	29022.8262	2108.9982	413	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.7541	413	1
1_MACS_peak_20993_lociStitched	chr4	69434269	69444218	1	9950	35452.2666	1700.2841	414		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.3371	414	1
4_MACS_peak_21052_lociStitched	chr4	76022941	76044176	4	11300	28620.533	3253.202	415			PARM1	PARM1	NONE	415	1
1_MACS_peak_4881_lociStitched	chr11	60601905	60613367	1	11463	26041.664	2016.1658	416	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.152	416	1
2_MACS_peak_1583_lociStitched	chr1	150120754	150139383	2	11876	24120.8292	3869.2433	417	PLEKHO1		PLEKHO1	PLEKHO1	0.8507	417	1
2_MACS_peak_27298_lociStitched	chr8	29404316	29416975	2	10084	35071.7595	2102.6599	418			C8orf75	C8orf75	0.4264	418	1
2_MACS_peak_15733_lociStitched	chr2	153913730	153928943	2	11530	25253.58	2017.2438	419			ARL6IP6	ARL6IP6	NONE	419	1
5_MACS_peak_10628_lociStitched	chr16	67183977	67209061	5	11958	22324.76	3336.172	420	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	HSF4	0.9335	420	1
3_MACS_peak_15755_lociStitched	chr2	158323464	158337889	3	9796	36697.2	2533.03	421		CYTIP	CYTIP	CYTIP	1.0069	421	1
1_MACS_peak_20198_lociStitched	chr3	178230153	178241440	1	11288	27863.0882	2904.1451	422		KCNMB2	KCNMB2	KCNMB2	0.007500000000000007	422	1
1_MACS_peak_23030_lociStitched	chr5	138719899	138730438	1	10540	32249.34	2199.4893	423	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.4368	423	1
4_MACS_peak_5639_lociStitched	chr11	118954856	118979806	4	12069	21404.605	4006.97	424	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	H2AFX	0.3975	424	1
5_MACS_peak_8792_lociStitched	chr15	20969034	20996091	5	12089	19965.3603	3417.2991	426		BCL8	BCL8	NONE	NONE	426	1
2_MACS_peak_11277_lociStitched	chr17	20204548	20221754	2	11861	21328.5576	2147.3088	427	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.0076999999999999985	427	1
3_MACS_peak_23914_lociStitched	chr6	27098276	27116086	3	11322	26909.129	2920.84	429	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.5123	429	1
3_MACS_peak_17757_lociStitched	chr21	43638921	43657922	3	11619	25681.7516	4404.4318	430	ABCG1		ABCG1	ABCG1	0.212	430	1
1_MACS_peak_23163_lociStitched	chr5	148204601	148216036	1	11436	25520.633	2716.956	432	ADRB2		ADRB2	ADRB2	1.139	432	1
1_MACS_peak_25648_lociStitched	chr7	26002405	26012402	1	9998	34572.6251	2187.3436	433		MIR148A	MIR148A	MIR148A	1.5791	433	1
4_MACS_peak_13970_lociStitched	chr19	48879966	48902460	4	11269	27300.9678	3227.889	434	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.1822	434	1
1_MACS_peak_11063_lociStitched	chr17	6062091	6071728	1	9638	36013.469	1840.667	435			WSCD1	WSCD1	NONE	435	1
3_MACS_peak_12839_lociStitched	chr18	52929982	52948393	3	11629	23402.2221	2688.006	436	TCF4		CCDC68	CCDC68	NONE	436	1
3_MACS_peak_20883_lociStitched	chr4	48191532	48206889	3	11744	22060.3305	2552.3334	437	TEC		TXK	TXK	NONE	437	1
2_MACS_peak_24296_lociStitched	chr6	45386614	45402263	2	11358	25179.241	2255.0209	438	RUNX2	SUPT3H	RUNX2	RUNX2	0.1096	438	1
3_MACS_peak_19918_lociStitched	chr3	151985219	152001859	3	11862	20147.712	2908.672	442	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	0.7343000000000001	442	1
3_MACS_peak_23637_lociStitched	chr6	7134927	7148243	3	11590	22313.6212	2612.5992	444	RREB1		RREB1	RREB1	0.19669999999999999	444	1
3_MACS_peak_13300_lociStitched	chr19	10329332	10348038	3	11419	23868.856	2525.31	445	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.38520000000000004	445	1
2_MACS_peak_17381_lociStitched	chr20	56047338	56058248	2	10733	28601.656	1837.244	446		CTCFL	CTCFL	CTCFL	0.062299999999999994	446	1
1_MACS_peak_25883_lociStitched	chr7	47512692	47522998	1	10307	31911.4984	2403.3592	447	TNS3		TNS3	TNS3	0.1241	447	1
1_MACS_peak_1491_lociStitched	chr1	145448200	145457970	1	9771	35914.52	3555.303	449	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	1.7594	449	1
1_MACS_peak_24769_lociStitched	chr6	108986325	108997495	1	11171	25040.906	1881.028	450	FOXO3		NCRNA00222	NCRNA00222	NONE	450	1
3_MACS_peak_24237_lociStitched	chr6	42737679	42752635	3	9911	33501.44	2135.7168	452		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.45720000000000005	452	1
2_MACS_peak_6351_lociStitched	chr12	46776085	46794003	2	11577	22112.6038	3080.1042	453		SLC38A2	SLC38A2	SLC38A2	0.35519999999999996	453	1
2_MACS_peak_2285_lociStitched	chr1	200850523	200864813	2	10276	32135.352	3020.906	454	C1orf106	GPR25	C1orf106	C1orf106	0.7908	454	1
4_MACS_peak_27348_lociStitched	chr8	33410185	33428092	4	11441	23008.7043	2755.8873	455	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.6977	455	1
5_MACS_peak_18506_lociStitched	chr22	50962590	50983493	5	11723	19997.9001	3056.0186	458	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.7364	458	1
3_MACS_peak_26069_lociStitched	chr7	74057099	74076987	3	11671	20222.1184	2822.1072	459	GTF2I		GTF2I	GTF2I	0.06599999999999999	459	1
1_MACS_peak_15122_lociStitched	chr2	86219412	86229245	1	9834	33404.6676	2060.0135	460		LOC90784	LOC90784	LOC90784	0.06009999999999999	460	1
1_MACS_peak_6445_lociStitched	chr12	51311774	51323155	1	11382	22719.8903	2478.7818	461	METTL7A	HIGD1C	METTL7A	METTL7A	1.0302	461	1
2_MACS_peak_26463_lociStitched	chr7	106503667	106513866	2	9961	33435.3817	2974.0284	462	PIK3CG		PIK3CG	PIK3CG	0.7033	462	1
3_MACS_peak_3026_lociStitched	chr10	6953870	6973172	3	10226	31755.6504	3105.6918	463			LOC439949	LOC439949	NONE	463	1
3_MACS_peak_5320_lociStitched	chr11	82704021	82719977	3	11294	22505.938	2399.7824	465	RAB30	SNORA70E	SNORA70E	SNORA70E	0.014799999999999994	465	1
3_MACS_peak_10136_lociStitched	chr16	14486348	14503542	3	10448	29063.0182	2513.7628	466			MIR365-1	MIR365-1	NONE	466	1
3_MACS_peak_24179_lociStitched	chr6	37121642	37141050	3	11041	24915.9904	3120.8064	468	PIM1		PIM1	PIM1	0.9131	468	1
1_MACS_peak_3121_lociStitched	chr10	15824463	15834318	1	9856	31659.1875	1672.3935	470	FAM188A		ITGA8	ITGA8	NONE	470	1
2_MACS_peak_4080_lociStitched	chr10	112255851	112273164	2	11028	24783.5595	2946.6726	471	DUSP5		DUSP5	DUSP5	0.9367	471	1
3_MACS_peak_17322_lociStitched	chr20	52336823	52358683	3	11173	23534.476	3023.238	472			SUMO1P1	SUMO1P1	0.6622	472	1
1_MACS_peak_11517_lociStitched	chr17	36856094	36863799	1	7706	40699.351	1363.0145	473	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.1494	473	1
4_MACS_peak_11081_lociStitched	chr17	7136576	7156724	4	11105	23996.268	3014.1408	474	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	0.99	474	1
2_MACS_peak_2350_lociStitched	chr1	203721939	203736610	2	8611	39095.2808	3343.5209	476	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.2697	476	1
3_MACS_peak_7067_lociStitched	chr12	106528492	106544069	3	11198	22413.7453	2989.2263	478	NUAK1		NUAK1	NUAK1	0.19440000000000002	478	1
2_MACS_peak_20404_lociStitched	chr3	193815260	193823445	2	8138	40125.3255	2744.4305	479		HES1	HES1	HES1	1.0764	479	1
2_MACS_peak_12077_lociStitched	chr17	66229887	66245561	2	9751	32547.061	2605.0188	481	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	AMZ2	0.5285	481	1
1_MACS_peak_16333_lociStitched	chr2	217079279	217089242	1	9964	30410.0649	2211.786	484			XRCC5	XRCC5	NONE	484	1
4_MACS_peak_8980_lociStitched	chr15	38360712	38380439	4	11030	23453.4303	3300.3271	485			TMCO5A	TMCO5A	NONE	485	1
2_MACS_peak_16820_lociStitched	chr20	17826235	17840369	2	11100	21305.5916	1971.693	487			SNORD17	SNORD17	NONE	487	1
3_MACS_peak_1701_lociStitched	chr1	154821343	154844656	3	9845	33092.8035	4898.0613	491	KCNN3		KCNN3	KCNN3	0.3585	491	1
2_MACS_peak_7979_lociStitched	chr13	114581582	114595135	2	10758	23606.6154	2000.4228	492	FLJ44054	GAS6	FLJ44054	GAS6	0.7787	492	1
2_MACS_peak_1644_lociStitched	chr1	152006280	152022052	2	9810	31987.1932	3715.8832	494	S100A11	S100A10,TCHHL1	S100A11	S100A11	1.1945000000000001	494	1
4_MACS_peak_14106_lociStitched	chr19	56145555	56168044	4	11080	21438.7637	3092.2375	495	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.0379	495	1
3_MACS_peak_5734_lociStitched	chr11	126172997	126189778	3	11227	19606.9204	2882.9758	496	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.2956	496	1
2_MACS_peak_3323_lociStitched	chr10	43890676	43906146	2	10762	23828.441	2566.473	497	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.4051	497	1
2_MACS_peak_16092_lociStitched	chr2	192530537	192546247	2	10389	26854.674	2893.782	499	OBFC2A		OBFC2A	OBFC2A	1.0962	499	1
1_MACS_peak_21582_lociStitched	chr4	144272683	144282373	1	9691	30437.259	2038.776	500	GAB1		GAB1	GAB1	0.28659999999999997	500	1
3_MACS_peak_13418_lociStitched	chr19	13948928	13962206	3	10322	26233.3446	2036.8452	501		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	1.2006999999999999	501	1
2_MACS_peak_30227_lociStitched	chrX	119434575	119445682	2	10593	23000.3756	1125.1391	503	FAM70A	ZBTB33	FAM70A	FAM70A	0.36719999999999997	503	1
4_MACS_peak_21835_lociStitched	chr4	185366640	185381780	4	10882	21877.3	2738.826	504	IRF2		IRF2	IRF2	1.4214	504	1
1_MACS_peak_1319_lociStitched	chr1	111172604	111181638	1	9035	32774.4486	1235.8512	506		KCNA2,KCNA3	KCNA2	KCNA3	0.741	506	1
3_MACS_peak_22583_lociStitched	chr5	86408063	86420197	3	10967	20398.4674	2374.6238	507	MIR4280		MIR4280	MIR4280	0.46409999999999996	507	1
1_MACS_peak_3256_lociStitched	chr10	30988635	30997112	1	8478	35756.8337	1704.7247	508			LYZL2	LYZL2	NONE	508	1
1_MACS_peak_25563_lociStitched	chr7	20254555	20263533	1	8979	33845.2644	2090.0784	509	MACC1		MACC1	MACC1	0.40070000000000006	509	1
3_MACS_peak_23392_lociStitched	chr5	171601041	171616219	3	11056	19207.759	2548.3862	512	STK10	EFCAB9	STK10	STK10	0.09380000000000001	512	1
2_MACS_peak_20455_lociStitched	chr3	196357819	196371457	2	10443	25355.7696	3124.4658	514	LRRC33		LRRC33	LRRC33	0.3621	514	1
3_MACS_peak_5772_lociStitched	chr11	129233422	129249607	3	10713	22607.208	2738.502	515	BARX2		BARX2	BARX2	0.34950000000000003	515	1
2_MACS_peak_6184_lociStitched	chr12	27329556	27340879	2	10827	20434.6181	2174.016	518			STK38L	STK38L	NONE	518	1
5_MACS_peak_23675_lociStitched	chr6	10403365	10431039	5	10801	21718.5552	3392.8324	519	LOC100130275,TFAP2A,C6orf218		TFAP2A	TFAP2A	0.5148999999999999	519	1
3_MACS_peak_5129_lociStitched	chr11	67760370	67778776	3	10550	23322.2426	2672.5512	520	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	NDUFS8	0.6748000000000001	520	1
2_MACS_peak_14941_lociStitched	chr2	68989007	69004002	2	10460	24048.981	2688.6035	521	ARHGAP25		ARHGAP25	ARHGAP25	0.2931	521	1
1_MACS_peak_7017_lociStitched	chr12	102870270	102879519	1	9250	31197.8019	1812.804	522	IGF1		IGF1	IGF1	0.30970000000000003	522	1
1_MACS_peak_28354_lociStitched	chr9	9604919	9615650	1	10732	20118.4788	1488.3897	524	PTPRD		PTPRD	NONE	NONE	524	1
2_MACS_peak_6849_lociStitched	chr12	89737920	89749611	2	10548	22468.9329	2438.7426	526	DUSP6		DUSP6	DUSP6	1.3889	526	1
4_MACS_peak_30409_lociStitched	chrX	153233771	153252586	4	10435	22049.2985	1520.252	527	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.025	527	1
2_MACS_peak_1783_lociStitched	chr1	156709221	156722878	2	10171	25849.9696	3672.3673	535	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.5507	535	1
2_MACS_peak_13851_lociStitched	chr19	44257272	44271761	2	9912	26317.8196	2211.0214	536	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.35359999999999997	536	1
1_MACS_peak_1850_lociStitched	chr1	160675537	160685360	1	9824	27915.9837	3198.3688	537	CD48	SLAMF7	CD48	CD48	1.0657	537	1
1_MACS_peak_9533_lociStitched	chr15	75334082	75341824	1	7743	37162.3742	1961.0486	539	PPCDC	SCAMP5	PPCDC	PPCDC	1.3010000000000002	539	1
2_MACS_peak_25027_lociStitched	chr6	135190401	135204208	2	8415	34728.7471	2309.9111	542			ALDH8A1	ALDH8A1	NONE	542	1
1_MACS_peak_24722_lociStitched	chr6	106439033	106447560	1	8528	33200.7272	1481.9926	543			PRDM1	PRDM1	3.3579999999999997	543	1
4_MACS_peak_24094_lociStitched	chr6	33537582	33559223	4	10641	20784.0164	3421.4421	545	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.7196	545	1
2_MACS_peak_14891_lociStitched	chr2	65204530	65221148	2	10501	21187.95	2514.3034	547	SLC1A4	LOC400958	SLC1A4	LOC400958	1.2854999999999999	547	1
2_MACS_peak_7998_lociStitched	chr13	115038967	115048895	2	9655	26955.5128	1634.1488	548	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.7192	548	1
3_MACS_peak_12801_lociStitched	chr18	48677287	48696753	3	9899	26438.7212	2805.0506	549		MEX3C	MEX3C	MEX3C	0.25880000000000003	549	1
2_MACS_peak_5607_lociStitched	chr11	117873375	117885043	2	9766	26370.8468	1837.71	551		IL10RA	IL10RA	IL10RA	0.6429	551	1
3_MACS_peak_22750_lociStitched	chr5	109187902	109202444	3	10298	22537.1916	2214.7466	552	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	552	1
3_MACS_peak_6879_lociStitched	chr12	92754386	92770280	3	9525	28534.4982	2620.9206	553		CLLU1	CLLU1	CLLU1	0.13429999999999997	553	1
3_MACS_peak_8950_lociStitched	chr15	34619216	34635787	3	10203	23555.6765	2611.5896	554	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.3022	554	1
2_MACS_peak_17692_lociStitched	chr21	37905349	37916655	2	9774	26556.6634	2539.3276	557	CLDN14		CLDN14	CLDN14	0.28400000000000003	557	1
1_MACS_peak_2761_lociStitched	chr1	230238256	230248861	1	10606	19639.3995	2983.1865	559	GALNT2		GALNT2	GALNT2	0.241	559	1
2_MACS_peak_5809_lociStitched	chr11	132218213	132231691	2	10121	23318.2878	2126.8284	560			NTM	NTM	NONE	560	1
4_MACS_peak_18314_lociStitched	chr22	39911047	39929756	4	10476	21320.7764	3479.874	561	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	0.9652	561	1
2_MACS_peak_6455_lociStitched	chr12	51711845	51722217	2	9987	23902.274	2181.2316	566	BIN2	SMAGP,CELA1	BIN2	CELA1	0.43979999999999997	566	1
2_MACS_peak_28114_lociStitched	chr8	134576672	134586315	2	9324	27572.2299	1736.7043	572	ST3GAL1		ST3GAL1	ST3GAL1	0.3568	572	1
2_MACS_peak_5574_lociStitched	chr11	115125135	115137188	2	9820	23936.0527	2024.904	577	CADM1		CADM1	CADM1	0.2345	577	1
2_MACS_peak_11817_lociStitched	chr17	47816050	47827641	2	10279	20308.5911	2419.0417	578	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.38569999999999993	578	1
1_MACS_peak_27927_lociStitched	chr8	118449260	118457936	1	8677	30777.2424	1741.2732	579			MED30	MED30	NONE	579	1
2_MACS_peak_1696_lociStitched	chr1	154755395	154766347	2	9689	25693.392	2926.3744	581	KCNN3		KCNN3	KCNN3	0.3585	581	1
2_MACS_peak_8462_lociStitched	chr14	72980152	72990311	2	9537	24817.4211	1044.3452	582	RGS6		DPF3	DPF3	NONE	582	1
3_MACS_peak_23863_lociStitched	chr6	26020203	26034967	3	10209	20964.88	2698.8592	584	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.0997	584	1
3_MACS_peak_24473_lociStitched	chr6	74220307	74234461	3	9851	23693.796	2762.8608	587	EEF1A1	MTO1	EEF1A1	EEF1A1	1.3634	587	1
2_MACS_peak_7330_lociStitched	chr12	125398046	125412837	2	9881	21974.9887	1310.4826	588	UBC	SCARB1	UBC	UBC	1.2689000000000001	588	1
1_MACS_peak_998_lociStitched	chr1	66795235	66803909	1	8675	30416.2484	1942.1086	589	PDE4B		PDE4B	PDE4B	0.1567	589	1
1_MACS_peak_2246_lociStitched	chr1	197739959	197749034	1	9076	28465.5525	2395.8	593	DENND1B		DENND1B	DENND1B	0.06090000000000001	593	1
1_MACS_peak_4710_lociStitched	chr11	35159510	35169230	1	9721	23625.432	2015.928	594	CD44		CD44	CD44	0.3559	594	1
4_MACS_peak_13102_lociStitched	chr19	2040954	2062820	4	10056	22718.774	3951.1862	595	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.3954	595	1
1_MACS_peak_7787_lociStitched	chr13	78688391	78696839	1	8449	30798.8736	1506.2784	599			EDNRB	EDNRB	NONE	599	1
2_MACS_peak_10897_lociStitched	chr16	89033192	89046301	2	9283	25443.2581	1084.1143	601	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.2092	601	1
1_MACS_peak_29139_lociStitched	chr9	117126920	117136927	1	10008	20171.1099	1491.043	602	AKNA	ORM1,ORM2	AKNA	AKNA	0.526	602	1
