#06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_ROSE/06_0EWS_0229Kronos_MM1S-KB-3hr-2_H3K18Ac_hs-dm_i13_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam
#Using cutoff of 16485.7032 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X06_0EWS_0229Kronos_MM1S.KB.3hr.2_H3K18Ac_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isSuper
1_MACS_peak_9435_lociStitched	chr15	69108844	69114969	1	6126	21277.025	1209.6875	528	1
2_MACS_peak_6849_lociStitched	chr12	89737920	89749611	2	10548	22468.9329	2438.7426	529	1
1_MACS_peak_23994_lociStitched	chr6	30581825	30587033	1	5209	21279.3672	1273.8768	530	1
4_MACS_peak_16717_lociStitched	chr20	5570389	5592606	4	19505	23936.5958	3943.5175	531	1
1_MACS_peak_4212_lociStitched	chr10	125863194	125867887	1	4694	21066.877	1121.1577	532	1
3_MACS_peak_12387_lociStitched	chr17	80405959	80423972	3	8694	22563.0838	2649.7123	533	1
2_MACS_peak_9145_lociStitched	chr15	46994247	47008771	2	12904	22340.8168	2460.3656	534	1
3_MACS_peak_5772_lociStitched	chr11	129233422	129249607	3	10713	22607.208	2738.502	535	1
1_MACS_peak_18258_lociStitched	chr22	38782125	38797268	1	15144	22390.4398	2524.3381	536	1
2_MACS_peak_21827_lociStitched	chr4	185263503	185277165	2	8504	22121.5104	2297.9484	537	1
1_MACS_peak_16824_lociStitched	chr20	17945632	17952506	1	6875	21223.475	1433.9164	538	1
1_MACS_peak_1989_lociStitched	chr1	169861647	169865797	1	4151	20974.1	1192.295	539	1
3_MACS_peak_9768_lociStitched	chr15	90720995	90736572	3	8710	22206.5712	2426.8966	540	1
1_MACS_peak_12893_lociStitched	chr18	56806206	56812074	1	5869	21022.6968	1252.818	541	1
1_MACS_peak_8425_lociStitched	chr14	69257903	69264066	1	6164	20244.2224	509.6801	542	1
1_MACS_peak_15379_lociStitched	chr2	111431771	111437784	1	6014	20895.7763	1170.7311	543	1
2_MACS_peak_29751_lociStitched	chrX	39712444	39720998	2	6397	20653.633	931.5306	544	1
3_MACS_peak_23637_lociStitched	chr6	7134927	7148243	3	11590	22313.6212	2612.5992	545	1
2_MACS_peak_26607_lociStitched	chr7	122822820	122833043	2	7200	21938.558	2250.0823	546	1
2_MACS_peak_12891_lociStitched	chr18	56750895	56762802	2	8063	21517.1397	1837.2501	547	1
4_MACS_peak_3605_lociStitched	chr10	74006484	74024488	4	12613	22812.8684	3157.9016	548	1
1_MACS_peak_23884_lociStitched	chr6	26269644	26275584	1	5941	21132.738	1495.692	549	1
2_MACS_peak_5532_lociStitched	chr11	111279464	111294415	2	13535	22124.4898	2519.2435	550	1
1_MACS_peak_21083_lociStitched	chr4	77608500	77625064	1	16565	22704.2748	3160.4112	551	1
5_MACS_peak_16189_lociStitched	chr2	202081047	202102267	5	15933	23751.546	4210.048	552	1
2_MACS_peak_2064_lociStitched	chr1	179048877	179058636	2	6441	21917.7381	2388.0273	553	1
1_MACS_peak_14252_lociStitched	chr2	10259630	10265803	1	6174	20770.2931	1242.0076	554	1
2_MACS_peak_18361_lociStitched	chr22	42141150	42151296	2	9683	21133.1034	1615.2432	555	1
3_MACS_peak_20883_lociStitched	chr4	48191532	48206889	3	11744	22060.3305	2552.3334	556	1
1_MACS_peak_1965_lociStitched	chr1	167596258	167601985	1	5728	21075.9327	1580.0793	557	1
1_MACS_peak_1448_lociStitched	chr1	143461449	143469860	1	8412	23623.9757	4151.6696	558	1
3_MACS_peak_7067_lociStitched	chr12	106528492	106544069	3	11198	22413.7453	2989.2263	559	1
4_MACS_peak_346_lociStitched	chr1	25347290	25364650	4	9630	21877.072	2452.968	560	1
6_MACS_peak_12143_lociStitched	chr17	72733107	72756919	6	19224	23342.9036	3940.886	561	1
6_MACS_peak_4967_lociStitched	chr11	63992597	64019976	6	13638	23395.3555	4002.8098	562	1
2_MACS_peak_27658_lociStitched	chr8	72911076	72918672	2	6632	20655.0432	1266.2532	563	1
5_MACS_peak_21862_lociStitched	chr4	186252469	186284933	5	14592	24114.2592	4730.0048	564	1
4_MACS_peak_14394_lociStitched	chr2	25623861	25645606	4	12569	23023.606	3653.16	565	1
2_MACS_peak_16820_lociStitched	chr20	17826235	17840369	2	11100	21305.5916	1971.693	566	1
2_MACS_peak_17968_lociStitched	chr22	23087927	23101953	2	13170	21597.2348	2300.264	567	1
4_MACS_peak_22269_lociStitched	chr5	55272541	55292219	4	12329	22830.4156	3540.0722	568	1
1_MACS_peak_6924_lociStitched	chr12	94563129	94570101	1	6973	20613.4152	1371.3924	569	1
5_MACS_peak_11562_lociStitched	chr17	38251237	38280765	5	17072	23533.816	4305.1824	570	1
2_MACS_peak_2864_lociStitched	chr1	240074103	240082865	2	7635	21253.1072	2055.5652	571	1
2_MACS_peak_21156_lociStitched	chr4	84132408	84144349	2	9809	21676.4973	2481.3398	572	1
1_MACS_peak_17386_lociStitched	chr20	56252753	56259081	1	6329	20509.6808	1319.388	573	1
2_MACS_peak_11277_lociStitched	chr17	20204548	20221754	2	11861	21328.5576	2147.3088	574	1
2_MACS_peak_21874_lociStitched	chr4	186506355	186514971	2	8397	20690.4624	1525.8936	575	1
1_MACS_peak_18266_lociStitched	chr22	39146137	39153276	1	7140	20576.0258	1419.2332	576	1
2_MACS_peak_29184_lociStitched	chr9	123634350	123641772	2	7367	20440.9302	1289.9436	577	1
4_MACS_peak_21835_lociStitched	chr4	185366640	185381780	4	10882	21877.3	2738.826	578	1
2_MACS_peak_20506_lociStitched	chr4	1712438	1725131	2	7394	20792.4033	1675.476	579	1
2_MACS_peak_12274_lociStitched	chr17	76116383	76129575	2	9320	21185.0328	2073.7824	580	1
1_MACS_peak_28864_lociStitched	chr9	93731619	93738176	1	6558	20363.4192	1253.0427	581	1
4_MACS_peak_25152_lociStitched	chr6	143162900	143180026	4	12465	20746.4364	1666.3598	582	1
2_MACS_peak_12257_lociStitched	chr17	75435052	75442981	2	7160	20616.9858	1576.2852	583	1
2_MACS_peak_6351_lociStitched	chr12	46776085	46794003	2	11577	22112.6038	3080.1042	584	1
3_MACS_peak_1867_lociStitched	chr1	161122822	161137582	3	7041	22603.464	3598.488	585	1
1_MACS_peak_20803_lociStitched	chr4	38089349	38095511	1	6163	20212.5924	1208.9844	586	1
5_MACS_peak_10628_lociStitched	chr16	67183977	67209061	5	11958	22324.76	3336.172	587	1
2_MACS_peak_19473_lociStitched	chr3	108787161	108801435	2	7811	21205.4544	2283.84	588	1
3_MACS_peak_14441_lociStitched	chr2	27374667	27389984	3	12036	21509.6631	2591.6364	589	1
1_MACS_peak_23707_lociStitched	chr6	12007857	12014275	1	6419	19904.1434	993.5064	590	1
3_MACS_peak_13067_lociStitched	chr19	1258415	1277266	3	8698	22903.965	4037.8842	591	1
4_MACS_peak_13121_lociStitched	chr19	2455300	2480730	4	13129	23990.662	5134.317	592	1
1_MACS_peak_6719_lociStitched	chr12	69200268	69206082	1	5815	19828.0656	987.7986	593	1
4_MACS_peak_25029_lociStitched	chr6	135322839	135344037	4	12408	22463.5206	3652.4154	594	1
2_MACS_peak_23998_lociStitched	chr6	30649112	30659680	2	9570	20923.5832	2117.8272	595	1
2_MACS_peak_23204_lociStitched	chr5	150459359	150475980	2	12111	21806.752	3018.3736	596	1
4_MACS_peak_13102_lociStitched	chr19	2040954	2062820	4	10056	22718.774	3951.1862	597	1
1_MACS_peak_6164_lociStitched	chr12	26305720	26312454	1	6735	20348.8012	1587.2038	598	1
1_MACS_peak_17135_lociStitched	chr20	42377886	42382581	1	4696	19548.5715	820.686	599	1
2_MACS_peak_19728_lociStitched	chr3	129890376	129900645	2	9101	20534.9193	1826.8551	600	1
1_MACS_peak_8771_lociStitched	chr14	106207017	106212066	1	5050	19168.5285	468.0423	601	1
1_MACS_peak_29139_lociStitched	chr9	117126920	117136927	1	10008	20171.1099	1491.043	602	1
2_MACS_peak_14891_lociStitched	chr2	65204530	65221148	2	10501	21187.95	2514.3034	603	1
1_MACS_peak_2595_lociStitched	chr1	218335953	218340204	1	4252	19668.5268	997.2846	604	1
1_MACS_peak_5448_lociStitched	chr11	102185894	102193886	1	7993	20188.5912	1536.0624	605	1
1_MACS_peak_21768_lociStitched	chr4	174253189	174257412	1	4224	19506.037	868.2488	606	1
1_MACS_peak_28354_lociStitched	chr9	9604919	9615650	1	10732	20118.4788	1488.3897	607	1
2_MACS_peak_17988_lociStitched	chr22	23477849	23488778	2	9761	20674.3893	2063.3952	608	1
1_MACS_peak_221_lociStitched	chr1	16160061	16163561	1	3501	19106.15	497.7	609	1
2_MACS_peak_29761_lociStitched	chrX	40028117	40037350	2	6884	19314.5127	751.5662	610	1
1_MACS_peak_14893_lociStitched	chr2	65256258	65261245	1	4988	19712.6136	1159.4775	611	1
1_MACS_peak_18186_lociStitched	chr22	36725115	36730323	1	5209	19345.116	796.3032	612	1
2_MACS_peak_22785_lociStitched	chr5	112256262	112267270	2	8467	20320.768	1774.4896	613	1
3_MACS_peak_5752_lociStitched	chr11	128273944	128286795	3	9485	20690.11	2212.9422	614	1
1_MACS_peak_12301_lociStitched	chr17	76884149	76889181	1	5033	19510.0704	1077.8544	615	1
4_MACS_peak_6065_lociStitched	chr12	13241956	13256125	4	12334	21130.2297	2711.9466	616	1
4_MACS_peak_14106_lociStitched	chr19	56145555	56168044	4	11080	21438.7637	3092.2375	617	1
5_MACS_peak_23675_lociStitched	chr6	10403365	10431039	5	10801	21718.5552	3392.8324	618	1
3_MACS_peak_20075_lociStitched	chr3	169481148	169492408	3	6666	20783.708	2464.814	619	1
1_MACS_peak_22360_lociStitched	chr5	61984268	61991314	1	7047	19523.7614	1205.5706	620	1
5_MACS_peak_29573_lociStitched	chrX	10065248	10091263	5	13692	20603.88	2286.7185	621	1
1_MACS_peak_18644_lociStitched	chr3	13371209	13377263	1	6055	19420.0212	1133.9142	622	1
1_MACS_peak_3270_lociStitched	chr10	32634712	32637131	1	2420	18790.3082	517.666	623	1
3_MACS_peak_23863_lociStitched	chr6	26020203	26034967	3	10209	20964.88	2698.8592	624	1
2_MACS_peak_6184_lociStitched	chr12	27329556	27340879	2	10827	20434.6181	2174.016	625	1
5_MACS_peak_14749_lociStitched	chr2	54776836	54809301	5	15203	23251.433	5012.596	626	1
2_MACS_peak_1780_lociStitched	chr1	156627143	156635369	2	7632	20453.949	2217.7296	627	1
3_MACS_peak_2971_lociStitched	chr10	3798470	3808744	3	8811	19846.2858	1634.5934	628	1
1_MACS_peak_5422_lociStitched	chr11	96070390	96077467	1	7078	19847.4465	1636.2024	629	1
4_MACS_peak_13088_lociStitched	chr19	1847199	1865744	4	9375	21393.512	3189.74	630	1
2_MACS_peak_1816_lociStitched	chr1	159035988	159048474	2	7952	21429.7218	3258.846	631	1
3_MACS_peak_6893_lociStitched	chr12	92930783	92950953	3	14215	21009.072	2845.987	632	1
2_MACS_peak_10970_lociStitched	chr17	1618166	1628960	2	5663	20239.8294	2096.1948	633	1
6_MACS_peak_13385_lociStitched	chr19	12885564	12918381	6	14580	22811.0967	4676.4225	634	1
3_MACS_peak_20619_lociStitched	chr4	9598995	9610994	3	9464	20101.9247	1977.4352	635	1
1_MACS_peak_5800_lociStitched	chr11	130714939	130720194	1	5256	19131.8785	1019.47	636	1
3_MACS_peak_26329_lociStitched	chr7	100020281	100035034	3	7105	20295.7021	2217.3759	637	1
1_MACS_peak_20336_lociStitched	chr3	186499782	186504453	1	4672	19618.2	1562.4495	638	1
3_MACS_peak_22583_lociStitched	chr5	86408063	86420197	3	10967	20398.4674	2374.6238	639	1
2_MACS_peak_9879_lociStitched	chr15	101737897	101751905	2	8159	20165.9168	2158.6328	640	1
4_MACS_peak_29308_lociStitched	chr9	130828650	130845654	4	12631	20982.936	2987.6028	641	1
2_MACS_peak_2742_lociStitched	chr1	228665828	228676664	2	5604	19983.7512	1994.9076	642	1
2_MACS_peak_18022_lociStitched	chr22	24822326	24831948	2	7629	19818.4334	1837.802	643	1
1_MACS_peak_17488_lociStitched	chr21	11167908	11172544	1	4637	20555.0968	2575.298	644	1
2_MACS_peak_20822_lociStitched	chr4	38986025	38999679	2	7901	20049.5336	2117.7354	645	1
2_MACS_peak_7771_lociStitched	chr13	77898943	77914800	2	9886	20557.0148	2649.7047	646	1
1_MACS_peak_2514_lociStitched	chr1	211430658	211435106	1	4449	19036.9952	1138.2432	647	1
2_MACS_peak_11817_lociStitched	chr17	47816050	47827641	2	10279	20308.5911	2419.0417	648	1
1_MACS_peak_16763_lociStitched	chr20	9489713	9498885	1	9173	19653.7616	1773.8648	649	1
2_MACS_peak_23938_lociStitched	chr6	27857490	27871482	2	8231	20412.9288	2554.9392	650	1
1_MACS_peak_6577_lociStitched	chr12	57076473	57083921	1	7449	19233.7152	1385.328	651	1
4_MACS_peak_18314_lociStitched	chr22	39911047	39929756	4	10476	21320.7764	3479.874	652	1
1_MACS_peak_16033_lociStitched	chr2	187810432	187817592	1	7161	18969.704	1135.576	653	1
3_MACS_peak_20401_lociStitched	chr3	193787658	193804677	3	8993	21595.4091	3786.7275	654	1
1_MACS_peak_1451_lociStitched	chr1	143741880	143746258	1	4379	19353.8246	1548.9364	655	1
3_MACS_peak_4884_lociStitched	chr11	60672379	60684085	3	9723	20137.8318	2342.3706	656	1
1_MACS_peak_29142_lociStitched	chr9	117209055	117216291	1	7237	18912.0096	1160.6544	657	1
1_MACS_peak_13226_lociStitched	chr19	6799391	6804178	1	4788	19310.758	1559.6046	658	1
1_MACS_peak_9630_lociStitched	chr15	81290482	81295183	1	4702	18431.2107	698.5686	659	1
1_MACS_peak_14913_lociStitched	chr2	66659704	66668608	1	8905	18932.5752	1218.9576	660	1
3_MACS_peak_14612_lociStitched	chr2	42343390	42361146	3	13246	20802.9296	3103.7488	661	1
2_MACS_peak_13460_lociStitched	chr19	16221435	16231831	2	8227	19661.9548	1966.9232	662	1
1_MACS_peak_12604_lociStitched	chr18	22928717	22941556	1	12840	19476.763	1783.3371	663	1
2_MACS_peak_24009_lociStitched	chr6	31164506	31173076	2	6407	19326.207	1638.584	664	1
1_MACS_peak_26219_lociStitched	chr7	90558039	90564272	1	6234	18735.1514	1102.6177	665	1
1_MACS_peak_5919_lociStitched	chr12	6640757	6646340	1	5584	18709.1913	1093.1514	666	1
1_MACS_peak_21441_lociStitched	chr4	121668670	121673385	1	4716	18546.924	937.8135	667	1
3_MACS_peak_9926_lociStitched	chr16	1345907	1360843	3	6993	19497.4544	1898.3656	668	1
1_MACS_peak_27297_lociStitched	chr8	29385259	29390545	1	5287	18646.8936	1080.987	669	1
2_MACS_peak_4010_lociStitched	chr10	105229556	105237111	2	4713	18873.901	1311.548	670	1
2_MACS_peak_452_lociStitched	chr1	28831387	28846160	2	8109	20589.1301	3032.8969	671	1
1_MACS_peak_1611_lociStitched	chr1	151041849	151044671	1	2823	18291.6396	739.9284	672	1
1_MACS_peak_17425_lociStitched	chr20	60911083	60916990	1	5908	18600.5523	1053.2181	673	1
3_MACS_peak_24027_lociStitched	chr6	31618977	31634828	3	8016	20216.3654	2708.9359	674	1
1_MACS_peak_26243_lociStitched	chr7	92437055	92445875	1	8821	19010.628	1518.804	675	1
2_MACS_peak_12255_lociStitched	chr17	75361302	75369882	2	7085	19023.576	1534.104	676	1
3_MACS_peak_11324_lociStitched	chr17	27037411	27056615	3	9030	20306.3096	2828.7492	677	1
3_MACS_peak_26069_lociStitched	chr7	74057099	74076987	3	11671	20222.1184	2822.1072	678	1
4_MACS_peak_5639_lociStitched	chr11	118954856	118979806	4	12069	21404.605	4006.97	679	1
2_MACS_peak_5798_lociStitched	chr11	130696741	130705796	2	8959	18970.225	1582.814	680	1
4_MACS_peak_24094_lociStitched	chr6	33537582	33559223	4	10641	20784.0164	3421.4421	681	1
2_MACS_peak_5910_lociStitched	chr12	6468080	6477919	2	7381	18870.2181	1516.1899	682	1
2_MACS_peak_11057_lociStitched	chr17	5835638	5849091	2	7329	19115.3677	1765.0336	683	1
2_MACS_peak_28709_lociStitched	chr9	73026710	73036964	2	7360	19129.8624	1787.2722	684	1
1_MACS_peak_20809_lociStitched	chr4	38176309	38183290	1	6982	18693.7218	1363.3893	685	1
1_MACS_peak_28060_lociStitched	chr8	130763199	130767434	1	4236	18354.9135	1050.28	686	1
2_MACS_peak_25926_lociStitched	chr7	52774339	52788486	2	9213	19133.8175	1844.7688	687	1
1_MACS_peak_11957_lociStitched	chr17	57695185	57698841	1	3657	18183.8472	895.72	688	1
2_MACS_peak_17780_lociStitched	chr21	44771864	44783227	2	5313	19681.8523	2396.4567	689	1
3_MACS_peak_1996_lociStitched	chr1	171219562	171228023	3	7710	19159.0884	1880.8803	690	1
1_MACS_peak_15153_lociStitched	chr2	87753877	87757896	1	4020	17981.006	703.7269	691	1
1_MACS_peak_17479_lociStitched	chr21	9962347	9970636	1	8290	21659.9859	4388.1966	692	1
1_MACS_peak_26696_lociStitched	chr7	129587949	129593335	1	5387	18877.93	1633.5738	693	1
3_MACS_peak_19918_lociStitched	chr3	151985219	152001859	3	11862	20147.712	2908.672	694	1
2_MACS_peak_10392_lociStitched	chr16	30661067	30673238	2	7731	19208.2722	2000.9124	695	1
1_MACS_peak_23043_lociStitched	chr5	139046803	139052294	1	5492	18297.1102	1098.7491	696	1
2_MACS_peak_24824_lociStitched	chr6	113946210	113957227	2	9982	18898.5618	1703.2282	697	1
1_MACS_peak_14515_lociStitched	chr2	33717311	33724846	1	7536	18468.285	1282.457	698	1
2_MACS_peak_13739_lociStitched	chr19	39338774	39349161	2	8029	18934.4623	1762.6739	699	1
1_MACS_peak_22705_lociStitched	chr5	100235117	100241835	1	6719	18748.5944	1579.4018	700	1
2_MACS_peak_27292_lociStitched	chr8	29197221	29210466	2	8784	19177.4355	2011.9155	701	1
4_MACS_peak_18721_lociStitched	chr3	20080130	20098379	4	12574	19869.5112	2708.1516	702	1
1_MACS_peak_18468_lociStitched	chr22	48491688	48496818	1	5131	17926.785	777.708	703	1
3_MACS_peak_8932_lociStitched	chr15	33296513	33313566	3	9309	19650.1719	2517.0228	704	1
1_MACS_peak_30315_lociStitched	chrX	135110457	135116057	1	5601	17786.16	674.24	705	1
1_MACS_peak_4261_lociStitched	chr10	130852658	130858715	1	6058	18256.4037	1147.1958	706	1
6_MACS_peak_10643_lociStitched	chr16	67554669	67587536	6	12712	22027.4634	4926.7633	707	1
3_MACS_peak_15743_lociStitched	chr2	157188390	157207888	3	8510	19554.5442	2487.9448	708	1
4_MACS_peak_27266_lociStitched	chr8	27933752	27951606	4	13694	20510.6752	3449.3928	709	1
1_MACS_peak_6984_lociStitched	chr12	98907935	98913507	1	5573	18051.0512	1009.6464	710	1
2_MACS_peak_20545_lociStitched	chr4	4029601	4037344	2	7329	18234.765	1219.5225	711	1
1_MACS_peak_17636_lociStitched	chr21	34912982	34916729	1	3748	18306.3432	1293.8391	712	1
6_MACS_peak_1029_lociStitched	chr1	68201056	68232688	6	13105	21177.624	4175.424	713	1
5_MACS_peak_18506_lociStitched	chr22	50962590	50983493	5	11723	19997.9001	3056.0186	714	1
2_MACS_peak_6343_lociStitched	chr12	46119291	46132542	2	9950	19032.4113	2093.658	715	1
1_MACS_peak_4160_lociStitched	chr10	121063419	121067850	1	4432	17840.9784	946.9047	716	1
2_MACS_peak_21936_lociStitched	chr5	1335429	1346291	2	7795	18697.8468	1832.4194	717	1
1_MACS_peak_13944_lociStitched	chr19	47728568	47736512	1	7945	18176.6664	1333.0032	718	1
5_MACS_peak_1757_lociStitched	chr1	156065190	156100708	5	16169	24326.2782	7554.6786	719	1
3_MACS_peak_1673_lociStitched	chr1	153929365	153941449	3	8119	20053.398	3306.1824	720	1
1_MACS_peak_18072_lociStitched	chr22	29662627	29666224	1	3598	17516.3109	784.5057	721	1
2_MACS_peak_10424_lociStitched	chr16	31879649	31890527	2	8651	18417.5418	1690.4412	722	1
3_MACS_peak_5734_lociStitched	chr11	126172997	126189778	3	11227	19606.9204	2882.9758	723	1
1_MACS_peak_12017_lociStitched	chr17	62196616	62210611	1	13996	19450.251	2741.6205	724	1
1_MACS_peak_22553_lociStitched	chr5	81145660	81152087	1	6428	18059.2273	1366.3802	725	1
4_MACS_peak_662_lociStitched	chr1	40839066	40858577	4	13894	20102.1833	3410.5228	726	1
2_MACS_peak_2154_lociStitched	chr1	184711231	184725806	2	10074	20199.4925	3528.6075	727	1
2_MACS_peak_4627_lociStitched	chr11	26099103	26111042	2	6973	18325.1711	1665.4905	728	1
3_MACS_peak_23392_lociStitched	chr5	171601041	171616219	3	11056	19207.759	2548.3862	729	1
1_MACS_peak_2761_lociStitched	chr1	230238256	230248861	1	10606	19639.3995	2983.1865	730	1
2_MACS_peak_23542_lociStitched	chr6	381290	400882	2	13523	19766.3688	3130.8016	731	1
2_MACS_peak_25646_lociStitched	chr7	25979832	25992452	2	7615	19041.056	2407.896	732	1
1_MACS_peak_3891_lociStitched	chr10	98026803	98034607	1	7805	18216.0968	1656.0088	733	1
5_MACS_peak_8792_lociStitched	chr15	20969034	20996091	5	12089	19965.3603	3417.2991	734	1
1_MACS_peak_2678_lociStitched	chr1	225653851	225656935	1	3085	17541.4836	1007.2344	735	1
1_MACS_peak_5623_lociStitched	chr11	118659160	118664552	1	5393	17480.3248	957.08	736	1
1_MACS_peak_15917_lociStitched	chr2	174826525	174831775	1	5251	17286.15	792.75	737	1
