GENE_ID	locusLine	bin_1_25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam
4_MACS_peak_20084_lociStitched	chr19(.):34394251-34399435	1.0544
2_MACS_peak_20088_lociStitched	chr19(.):34403844-34405063	0.7916
1_MACS_peak_20090_lociStitched	chr19(.):34424957-34425265	0.9193
2_MACS_peak_20091_lociStitched	chr19(.):34431428-34433345	0.7271
1_MACS_peak_20093_lociStitched	chr19(.):34435770-34436234	0.5935
1_MACS_peak_20094_lociStitched	chr19(.):34521729-34522047	0.6779
2_MACS_peak_20095_lociStitched	chr19(.):35396054-35397076	0.7559
2_MACS_peak_20097_lociStitched	chr19(.):35411221-35413371	0.6594
2_MACS_peak_20099_lociStitched	chr19(.):35455638-35456888	0.7968
1_MACS_peak_20101_lociStitched	chr19(.):35462690-35463312	0.8317
1_MACS_peak_20102_lociStitched	chr19(.):35466139-35466567	0.6007
2_MACS_peak_20103_lociStitched	chr19(.):35484788-35486833	0.7298
12_MACS_peak_20105_lociStitched	chr19(.):35520616-35544705	1.2169
2_MACS_peak_20117_lociStitched	chr19(.):35545853-35547074	0.9287
2_MACS_peak_20119_lociStitched	chr19(.):35549891-35551856	0.9208
2_MACS_peak_20121_lociStitched	chr19(.):35553269-35556063	0.8315
2_MACS_peak_20123_lociStitched	chr19(.):35559471-35561693	0.7024
4_MACS_peak_20125_lociStitched	chr19(.):35563241-35573141	1.2306
2_MACS_peak_20129_lociStitched	chr19(.):35574414-35575604	0.8897
5_MACS_peak_20131_lociStitched	chr19(.):35577243-35581699	0.8854
1_MACS_peak_20136_lociStitched	chr19(.):35584818-35585203	0.6509
5_MACS_peak_20137_lociStitched	chr19(.):35586632-35595987	1.1396
1_MACS_peak_20142_lociStitched	chr19(.):35599508-35601224	1.1565
2_MACS_peak_20143_lociStitched	chr19(.):35602838-35604457	1.0454
3_MACS_peak_20145_lociStitched	chr19(.):35605710-35611997	1.2127
1_MACS_peak_20148_lociStitched	chr19(.):35613038-35614714	0.9086
5_MACS_peak_20149_lociStitched	chr19(.):35617272-35625398	1.0497
1_MACS_peak_20154_lociStitched	chr19(.):35626950-35631445	1.1829
2_MACS_peak_20155_lociStitched	chr19(.):35633374-35636394	1.1273
2_MACS_peak_20157_lociStitched	chr19(.):35772347-35776050	1.0149
5_MACS_peak_20159_lociStitched	chr19(.):35778523-35786287	1.0181
3_MACS_peak_20164_lociStitched	chr19(.):35791529-35794255	0.8924
1_MACS_peak_20167_lociStitched	chr19(.):35795302-35795640	0.6216
6_MACS_peak_20168_lociStitched	chr19(.):35798511-35806563	0.8527
1_MACS_peak_20174_lociStitched	chr19(.):35807918-35808233	0.6579
3_MACS_peak_20175_lociStitched	chr19(.):35810520-35812201	0.6758
1_MACS_peak_20178_lociStitched	chr19(.):35817709-35818627	0.7909
6_MACS_peak_20179_lociStitched	chr19(.):35820112-35843806	1.4066
2_MACS_peak_20185_lociStitched	chr19(.):35849091-35855450	1.2153
2_MACS_peak_20187_lociStitched	chr19(.):35861767-35864383	1.1372
1_MACS_peak_20189_lociStitched	chr19(.):35908602-35908925	0.6767
1_MACS_peak_20190_lociStitched	chr19(.):35940454-35941057	1.1095
7_MACS_peak_20191_lociStitched	chr19(.):35977891-36007033	1.5379
7_MACS_peak_20198_lociStitched	chr19(.):36008244-36028408	1.2359
10_MACS_peak_20205_lociStitched	chr19(.):36043579-36062335	1.1617
1_MACS_peak_20216_lociStitched	chr19(.):36067418-36067771	0.8829
2_MACS_peak_20217_lociStitched	chr19(.):36076699-36078598	0.6873
1_MACS_peak_20219_lociStitched	chr19(.):36090665-36090961	0.5742
1_MACS_peak_20220_lociStitched	chr19(.):36093246-36093508	0.5617
5_MACS_peak_20221_lociStitched	chr19(.):36159045-36170267	1.1267
1_MACS_peak_20226_lociStitched	chr19(.):36171945-36172410	0.697
3_MACS_peak_20227_lociStitched	chr19(.):36179115-36182808	0.9375
5_MACS_peak_20230_lociStitched	chr19(.):36194840-36201804	0.9363
2_MACS_peak_20235_lociStitched	chr19(.):36204204-36206000	1.1295
3_MACS_peak_20237_lociStitched	chr19(.):36282353-36286140	0.9629
8_MACS_peak_20240_lociStitched	chr19(.):36287179-36311401	1.1515
2_MACS_peak_20248_lociStitched	chr19(.):36312622-36314749	0.9624
1_MACS_peak_20250_lociStitched	chr19(.):36316230-36316650	1.0043
6_MACS_peak_20251_lociStitched	chr19(.):36319662-36328394	0.8914
1_MACS_peak_20257_lociStitched	chr19(.):36330204-36330513	0.6123
8_MACS_peak_20258_lociStitched	chr19(.):36331577-36370639	1.3176
1_MACS_peak_20266_lociStitched	chr19(.):36392550-36392960	0.7804
6_MACS_peak_20267_lociStitched	chr19(.):36395263-36400332	0.8063
1_MACS_peak_20273_lociStitched	chr19(.):36403561-36403952	0.8632
6_MACS_peak_20274_lociStitched	chr19(.):36405295-36411130	0.8402
3_MACS_peak_20280_lociStitched	chr19(.):36413330-36419144	0.9588
1_MACS_peak_20283_lociStitched	chr19(.):36424595-36425093	0.8907
8_MACS_peak_20284_lociStitched	chr19(.):36439778-36451166	1.0183
5_MACS_peak_20292_lociStitched	chr19(.):36457785-36461249	0.8695
8_MACS_peak_20297_lociStitched	chr19(.):36462947-36478086	1.0634
1_MACS_peak_20315_lociStitched	chr19(.):38379060-38379398	0.6221
1_MACS_peak_20316_lociStitched	chr19(.):38382321-38382829	0.7688
3_MACS_peak_20317_lociStitched	chr19(.):38385013-38386536	0.7297
1_MACS_peak_20320_lociStitched	chr19(.):38706315-38707156	1.0808
1_MACS_peak_20321_lociStitched	chr19(.):38713429-38713804	0.7104
4_MACS_peak_20322_lociStitched	chr19(.):38717144-38724017	1.2601
3_MACS_peak_20326_lociStitched	chr19(.):38726208-38729465	0.6779
2_MACS_peak_20329_lociStitched	chr19(.):38730545-38731657	0.7045
5_MACS_peak_20331_lociStitched	chr19(.):38741478-38746779	1.0705
2_MACS_peak_20336_lociStitched	chr19(.):38781582-38782798	0.7278
1_MACS_peak_20338_lociStitched	chr19(.):38791543-38791883	0.5801
4_MACS_peak_20339_lociStitched	chr19(.):38810092-38813884	0.8819
13_MACS_peak_20343_lociStitched	chr19(.):38844793-38859069	0.9456
2_MACS_peak_20356_lociStitched	chr19(.):38878352-38889988	1.3824
6_MACS_peak_20358_lociStitched	chr19(.):38901376-38909620	0.8526
3_MACS_peak_20364_lociStitched	chr19(.):38910938-38914050	1.0942
3_MACS_peak_20367_lociStitched	chr19(.):38915196-38917700	0.7867
1_MACS_peak_20370_lociStitched	chr19(.):38921980-38922282	0.7581
5_MACS_peak_20371_lociStitched	chr19(.):38924425-38929986	0.7733
6_MACS_peak_20376_lociStitched	chr19(.):38931012-38937430	0.8223
4_MACS_peak_20382_lociStitched	chr19(.):38938740-38942181	0.8345
4_MACS_peak_20386_lociStitched	chr19(.):38945953-38949905	0.745
2_MACS_peak_20390_lociStitched	chr19(.):38954926-38957565	1.0914
1_MACS_peak_20392_lociStitched	chr19(.):38959317-38959679	0.4953
8_MACS_peak_20393_lociStitched	chr19(.):38961494-38969884	0.9783
2_MACS_peak_20401_lociStitched	chr19(.):38972714-38974225	0.9153
6_MACS_peak_20403_lociStitched	chr19(.):38975937-38981969	0.9061
7_MACS_peak_20409_lociStitched	chr19(.):38983078-38992623	0.936
1_MACS_peak_20416_lociStitched	chr19(.):38995915-38996214	0.406
1_MACS_peak_20417_lociStitched	chr19(.):38997441-38997792	0.6792
2_MACS_peak_20418_lociStitched	chr19(.):38999222-39004434	1.0532
6_MACS_peak_20420_lociStitched	chr19(.):39006484-39014381	0.8611
8_MACS_peak_20426_lociStitched	chr19(.):39015510-39025583	0.9252
2_MACS_peak_20434_lociStitched	chr19(.):39027393-39028293	0.7358
3_MACS_peak_20436_lociStitched	chr19(.):39052188-39055318	0.8564
4_MACS_peak_20439_lociStitched	chr19(.):39056762-39061070	0.9845
1_MACS_peak_20443_lociStitched	chr19(.):39062323-39062651	0.5968
3_MACS_peak_20444_lociStitched	chr19(.):39066934-39071670	0.9974
3_MACS_peak_20447_lociStitched	chr19(.):39228182-39231051	0.5616
1_MACS_peak_20450_lociStitched	chr19(.):39256413-39256740	0.8328
3_MACS_peak_20451_lociStitched	chr19(.):39260599-39265365	0.9484
5_MACS_peak_20454_lociStitched	chr19(.):39269289-39273110	0.9963
1_MACS_peak_20459_lociStitched	chr19(.):39275776-39276082	0.6473
2_MACS_peak_20460_lociStitched	chr19(.):39279164-39283802	1.0755
1_MACS_peak_20462_lociStitched	chr19(.):39288904-39289162	0.4575
4_MACS_peak_20463_lociStitched	chr19(.):39291594-39294903	0.8775
1_MACS_peak_20467_lociStitched	chr19(.):39296033-39296598	0.6552
2_MACS_peak_20468_lociStitched	chr19(.):39298845-39300313	0.8813
5_MACS_peak_20470_lociStitched	chr19(.):39434441-39443024	0.9777
1_MACS_peak_20475_lociStitched	chr19(.):39451127-39451429	0.6917
1_MACS_peak_20476_lociStitched	chr19(.):39465592-39466061	0.7029
1_MACS_peak_20477_lociStitched	chr19(.):39471762-39472101	0.7828
2_MACS_peak_20478_lociStitched	chr19(.):39479676-39480257	0.8141
1_MACS_peak_20480_lociStitched	chr19(.):39481857-39482235	0.5574
1_MACS_peak_20481_lociStitched	chr19(.):39484056-39484844	0.8375
1_MACS_peak_20482_lociStitched	chr19(.):39505028-39505331	0.6829
1_MACS_peak_20483_lociStitched	chr19(.):39510741-39511037	0.5004
1_MACS_peak_20484_lociStitched	chr19(.):39513199-39513613	0.5286
1_MACS_peak_20485_lociStitched	chr19(.):39514719-39515221	0.9224
1_MACS_peak_20486_lociStitched	chr19(.):39516458-39518196	1.207
1_MACS_peak_20487_lociStitched	chr19(.):39519262-39519631	0.799
3_MACS_peak_20488_lociStitched	chr19(.):39522524-39525340	0.9596
3_MACS_peak_20491_lociStitched	chr19(.):39537231-39540133	0.7585
3_MACS_peak_20494_lociStitched	chr19(.):39541508-39545310	0.9787
2_MACS_peak_20497_lociStitched	chr19(.):39553682-39554685	0.7344
2_MACS_peak_20499_lociStitched	chr19(.):39557815-39558928	0.7465
1_MACS_peak_20501_lociStitched	chr19(.):39567918-39568364	0.6997
4_MACS_peak_20502_lociStitched	chr19(.):39572443-39576834	1.3755
6_MACS_peak_20506_lociStitched	chr19(.):39578490-39584467	0.7461
6_MACS_peak_20512_lociStitched	chr19(.):39585812-39593759	0.9585
2_MACS_peak_20518_lociStitched	chr19(.):39595017-39598922	1.2759
2_MACS_peak_20520_lociStitched	chr19(.):39602469-39604008	0.865
2_MACS_peak_20522_lociStitched	chr19(.):39606519-39607384	0.6974
5_MACS_peak_20524_lociStitched	chr19(.):39683971-39697902	1.3646
2_MACS_peak_20529_lociStitched	chr19(.):39699158-39700058	0.9288
1_MACS_peak_20531_lociStitched	chr19(.):39702215-39703225	0.8067
3_MACS_peak_20532_lociStitched	chr19(.):39706111-39711081	0.8811
11_MACS_peak_20535_lociStitched	chr19(.):39726290-39740826	1.0987
1_MACS_peak_20546_lociStitched	chr19(.):39742118-39742418	0.6003
1_MACS_peak_20547_lociStitched	chr19(.):39744927-39746032	0.9625
4_MACS_peak_20548_lociStitched	chr19(.):39753447-39763301	1.1612
2_MACS_peak_20552_lociStitched	chr19(.):39810678-39812458	0.6721
1_MACS_peak_20554_lociStitched	chr19(.):39917874-39918253	0.563
9_MACS_peak_20555_lociStitched	chr19(.):39986400-40009031	1.3142
1_MACS_peak_20564_lociStitched	chr19(.):40362646-40363007	0.6152
1_MACS_peak_20565_lociStitched	chr19(.):40724176-40724470	0.9717
2_MACS_peak_20566_lociStitched	chr19(.):40732294-40733758	1.0686
8_MACS_peak_20568_lociStitched	chr19(.):40889170-40904797	1.2334
2_MACS_peak_20576_lociStitched	chr19(.):40913384-40914906	0.946
1_MACS_peak_20578_lociStitched	chr19(.):40925129-40925767	0.8982
2_MACS_peak_20579_lociStitched	chr19(.):40972401-40974431	0.8363
1_MACS_peak_20581_lociStitched	chr19(.):40988259-40988556	0.6163
5_MACS_peak_20582_lociStitched	chr19(.):40989616-40994042	0.8221
1_MACS_peak_20587_lociStitched	chr19(.):41002982-41003633	0.7268
8_MACS_peak_20588_lociStitched	chr19(.):41007801-41018601	0.9961
6_MACS_peak_20596_lociStitched	chr19(.):41019636-41026339	0.9096
1_MACS_peak_20602_lociStitched	chr19(.):41027442-41028118	0.898
3_MACS_peak_20603_lociStitched	chr19(.):41036839-41038436	0.8241
2_MACS_peak_20606_lociStitched	chr19(.):41042388-41043714	0.7576
1_MACS_peak_20608_lociStitched	chr19(.):41044887-41045178	0.7271
2_MACS_peak_20609_lociStitched	chr19(.):41047728-41049260	0.4983
1_MACS_peak_20611_lociStitched	chr19(.):41052110-41052436	0.7108
1_MACS_peak_20612_lociStitched	chr19(.):41054892-41055261	0.8786
9_MACS_peak_20613_lociStitched	chr19(.):41056977-41075958	1.1523
3_MACS_peak_20622_lociStitched	chr19(.):41101024-41108665	1.5667
2_MACS_peak_20625_lociStitched	chr19(.):41116917-41118305	0.8188
1_MACS_peak_20627_lociStitched	chr19(.):41146712-41147139	0.6804
1_MACS_peak_20628_lociStitched	chr19(.):41152120-41152869	0.8459
1_MACS_peak_20629_lociStitched	chr19(.):41157073-41157410	0.6977
1_MACS_peak_20630_lociStitched	chr19(.):41280951-41282378	1.0718
1_MACS_peak_20631_lociStitched	chr19(.):41316635-41317791	0.9718
1_MACS_peak_20632_lociStitched	chr19(.):41338248-41339071	0.7797
3_MACS_peak_20633_lociStitched	chr19(.):41348920-41358750	1.2421
2_MACS_peak_20636_lociStitched	chr19(.):41368376-41369873	0.5846
1_MACS_peak_20638_lociStitched	chr19(.):41371282-41371577	0.7013
1_MACS_peak_20639_lociStitched	chr19(.):41376814-41377193	0.5446
1_MACS_peak_20640_lociStitched	chr19(.):41379703-41380229	0.5848
4_MACS_peak_20641_lociStitched	chr19(.):41381627-41388489	1.1207
1_MACS_peak_20645_lociStitched	chr19(.):41395049-41395584	0.8307
2_MACS_peak_20646_lociStitched	chr19(.):41396818-41398113	0.7476
1_MACS_peak_20648_lociStitched	chr19(.):41399683-41400159	0.8763
1_MACS_peak_20649_lociStitched	chr19(.):41401160-41401737	0.8925
1_MACS_peak_20650_lociStitched	chr19(.):41403329-41403636	0.4322
6_MACS_peak_20651_lociStitched	chr19(.):41404958-41411182	0.8289
2_MACS_peak_20657_lociStitched	chr19(.):41413591-41416201	1.0519
1_MACS_peak_20659_lociStitched	chr19(.):41418403-41419234	0.6903
1_MACS_peak_20660_lociStitched	chr19(.):41430799-41431221	0.9831
1_MACS_peak_20661_lociStitched	chr19(.):41442040-41442666	0.6868
5_MACS_peak_20662_lociStitched	chr19(.):41444030-41448225	0.6881
1_MACS_peak_20667_lociStitched	chr19(.):41453455-41453771	0.7257
1_MACS_peak_20668_lociStitched	chr19(.):41456902-41457330	0.8203
1_MACS_peak_20669_lociStitched	chr19(.):41464129-41464690	0.5845
1_MACS_peak_20670_lociStitched	chr19(.):41477407-41477697	0.4708
1_MACS_peak_20671_lociStitched	chr19(.):41494849-41495186	0.6203
1_MACS_peak_20672_lociStitched	chr19(.):41511838-41512139	0.8735
1_MACS_peak_20673_lociStitched	chr19(.):41513708-41514209	0.8206
1_MACS_peak_20674_lociStitched	chr19(.):41517792-41518465	0.8943
1_MACS_peak_20675_lociStitched	chr19(.):41524609-41525061	0.7118
4_MACS_peak_20676_lociStitched	chr19(.):41528547-41533925	1.0347
1_MACS_peak_20680_lociStitched	chr19(.):41539188-41539506	0.5326
1_MACS_peak_20681_lociStitched	chr19(.):41548854-41549280	0.6986
3_MACS_peak_20682_lociStitched	chr19(.):41555482-41559310	0.8753
8_MACS_peak_20685_lociStitched	chr19(.):41592433-41601393	0.9488
1_MACS_peak_20693_lociStitched	chr19(.):41608403-41608780	0.8595
1_MACS_peak_20694_lociStitched	chr19(.):41617081-41617537	0.7391
1_MACS_peak_20695_lociStitched	chr19(.):41619870-41620308	0.7367
1_MACS_peak_20696_lociStitched	chr19(.):41622285-41622655	0.6509
1_MACS_peak_20697_lociStitched	chr19(.):41625968-41626918	0.9516
2_MACS_peak_20698_lociStitched	chr19(.):41628519-41630594	0.7699
7_MACS_peak_20700_lociStitched	chr19(.):41634302-41644156	1.0722
1_MACS_peak_20707_lociStitched	chr19(.):41646036-41646633	0.6786
2_MACS_peak_20708_lociStitched	chr19(.):41651575-41653225	0.6681
1_MACS_peak_20710_lociStitched	chr19(.):41654891-41655320	0.7794
1_MACS_peak_20711_lociStitched	chr19(.):41658198-41658500	0.5772
1_MACS_peak_20712_lociStitched	chr19(.):41669906-41670583	0.7396
12_MACS_peak_20713_lociStitched	chr19(.):41671857-41684294	0.9003
1_MACS_peak_20725_lociStitched	chr19(.):41685388-41685708	0.922
1_MACS_peak_20726_lociStitched	chr19(.):41691605-41692246	0.8643
7_MACS_peak_20727_lociStitched	chr19(.):41694870-41709829	1.206
3_MACS_peak_20734_lociStitched	chr19(.):41711375-41715377	0.9128
1_MACS_peak_20737_lociStitched	chr19(.):41718325-41718646	0.6555
6_MACS_peak_20738_lociStitched	chr19(.):41721702-41733744	1.2849
1_MACS_peak_20744_lociStitched	chr19(.):41741617-41741918	0.6665
2_MACS_peak_20745_lociStitched	chr19(.):41744069-41745305	0.9542
4_MACS_peak_20747_lociStitched	chr19(.):41747551-41751641	0.894
6_MACS_peak_20751_lociStitched	chr19(.):41752852-41759819	0.7465
2_MACS_peak_20757_lociStitched	chr19(.):41762643-41764942	0.8941
3_MACS_peak_20759_lociStitched	chr19(.):42005217-42007708	0.7708
1_MACS_peak_20762_lociStitched	chr19(.):42011673-42012593	0.9429
1_MACS_peak_20763_lociStitched	chr19(.):42107980-42108570	0.8448
1_MACS_peak_20764_lociStitched	chr19(.):42122819-42123169	0.65
8_MACS_peak_20765_lociStitched	chr19(.):42124695-42135255	1.1486
2_MACS_peak_20773_lociStitched	chr19(.):42145708-42147455	0.579
1_MACS_peak_20775_lociStitched	chr19(.):42167846-42168186	0.6584
1_MACS_peak_20776_lociStitched	chr19(.):42180894-42181259	0.6986
6_MACS_peak_20777_lociStitched	chr19(.):42187093-42194882	0.8875
15_MACS_peak_20783_lociStitched	chr19(.):42199039-42226356	1.1207
1_MACS_peak_20798_lociStitched	chr19(.):42231816-42232469	0.7857
1_MACS_peak_20799_lociStitched	chr19(.):42236334-42236694	0.5829
1_MACS_peak_20800_lociStitched	chr19(.):42238386-42239061	0.9802
1_MACS_peak_20801_lociStitched	chr19(.):42245206-42245515	0.7321
6_MACS_peak_20802_lociStitched	chr19(.):42248272-42256845	1.144
3_MACS_peak_20808_lociStitched	chr19(.):42258990-42267429	1.1956
7_MACS_peak_20811_lociStitched	chr19(.):42269383-42277100	0.7467
3_MACS_peak_20818_lociStitched	chr19(.):42279795-42284708	1.0914
1_MACS_peak_20821_lociStitched	chr19(.):42286040-42288447	1.0666
17_MACS_peak_20822_lociStitched	chr19(.):42289683-42320646	1.1229
4_MACS_peak_20839_lociStitched	chr19(.):42321825-42325943	0.8851
1_MACS_peak_20843_lociStitched	chr19(.):42328447-42328756	0.6157
2_MACS_peak_20844_lociStitched	chr19(.):42330685-42332424	0.9191
1_MACS_peak_20846_lociStitched	chr19(.):42334961-42335276	0.7754
1_MACS_peak_20847_lociStitched	chr19(.):42337172-42337663	0.7341
4_MACS_peak_20848_lociStitched	chr19(.):42339439-42343629	0.9654
1_MACS_peak_20852_lociStitched	chr19(.):42345093-42345792	0.9536
7_MACS_peak_20853_lociStitched	chr19(.):42347993-42355939	1.0258
12_MACS_peak_20860_lociStitched	chr19(.):42414304-42446029	1.6536
9_MACS_peak_20872_lociStitched	chr19(.):42467073-42510997	1.6498
8_MACS_peak_20881_lociStitched	chr19(.):42521514-42535131	1.1306
1_MACS_peak_20889_lociStitched	chr19(.):42536841-42537397	0.78
5_MACS_peak_20890_lociStitched	chr19(.):42554409-42560854	1.0422
3_MACS_peak_20895_lociStitched	chr19(.):42563555-42566095	0.7608
3_MACS_peak_20898_lociStitched	chr19(.):42567912-42576060	1.4184
1_MACS_peak_20901_lociStitched	chr19(.):42644485-42644768	0.7534
7_MACS_peak_20902_lociStitched	chr19(.):42649270-42661005	1.3831
1_MACS_peak_20909_lociStitched	chr19(.):42662318-42662624	0.6522
1_MACS_peak_20910_lociStitched	chr19(.):42664915-42665262	0.9341
2_MACS_peak_20911_lociStitched	chr19(.):42679144-42684155	1.134
2_MACS_peak_20913_lociStitched	chr19(.):42760542-42761830	0.7792
3_MACS_peak_20915_lociStitched	chr19(.):42764705-42766433	0.7253
1_MACS_peak_20918_lociStitched	chr19(.):42810008-42810337	0.7315
3_MACS_peak_20919_lociStitched	chr19(.):42816565-42821468	1.1623
1_MACS_peak_20922_lociStitched	chr19(.):42823486-42829289	1.6352
4_MACS_peak_20923_lociStitched	chr19(.):42882671-42886528	0.7362
3_MACS_peak_20927_lociStitched	chr19(.):42892205-42898094	1.6565
1_MACS_peak_20930_lociStitched	chr19(.):43056819-43057106	0.4922
3_MACS_peak_20931_lociStitched	chr19(.):43058528-43061683	0.9868
1_MACS_peak_20934_lociStitched	chr19(.):43097648-43098092	0.9567
1_MACS_peak_20935_lociStitched	chr19(.):43099672-43100013	0.6698
1_MACS_peak_20936_lociStitched	chr19(.):43831841-43832508	0.7679
6_MACS_peak_20937_lociStitched	chr19(.):43856989-43870460	1.0227
7_MACS_peak_20943_lociStitched	chr19(.):43871654-43883569	0.9944
1_MACS_peak_20950_lociStitched	chr19(.):43919507-43919932	0.7697
2_MACS_peak_20951_lociStitched	chr19(.):43964382-43967331	1.0288
2_MACS_peak_20953_lociStitched	chr19(.):44130844-44132410	0.8297
1_MACS_peak_20955_lociStitched	chr19(.):44133683-44133986	0.6926
2_MACS_peak_20956_lociStitched	chr19(.):44138288-44139859	0.841
3_MACS_peak_20958_lociStitched	chr19(.):44141138-44145512	0.8866
2_MACS_peak_20961_lociStitched	chr19(.):44221107-44224582	1.3006
1_MACS_peak_20964_lociStitched	chr19(.):44917746-44918046	3.166
1_MACS_peak_20965_lociStitched	chr19(.):44919076-44919458	0.9616
1_MACS_peak_20966_lociStitched	chr19(.):44959394-44959653	2.0974
1_MACS_peak_20969_lociStitched	chr19(.):44963032-44963524	1.2633
1_MACS_peak_20970_lociStitched	chr19(.):45034542-45034974	0.774
1_MACS_peak_20971_lociStitched	chr19(.):45098320-45098969	0.8797
2_MACS_peak_20972_lociStitched	chr19(.):45106146-45107614	0.5357
1_MACS_peak_20974_lociStitched	chr19(.):45121288-45121639	0.7872
1_MACS_peak_20975_lociStitched	chr19(.):45146387-45146750	0.6011
1_MACS_peak_20976_lociStitched	chr19(.):45248862-45249204	0.6193
1_MACS_peak_20977_lociStitched	chr19(.):45284079-45284481	0.7048
1_MACS_peak_20978_lociStitched	chr19(.):45289313-45289723	0.7064
3_MACS_peak_20979_lociStitched	chr19(.):45291800-45293252	0.8039
3_MACS_peak_20982_lociStitched	chr19(.):45295452-45297576	0.93
4_MACS_peak_20985_lociStitched	chr19(.):45305422-45318083	1.2477
5_MACS_peak_20989_lociStitched	chr19(.):45319518-45330429	1.1818
1_MACS_peak_20994_lociStitched	chr19(.):45331663-45332221	0.8614
5_MACS_peak_20995_lociStitched	chr19(.):45333559-45342720	1.1574
2_MACS_peak_21000_lociStitched	chr19(.):45343773-45345389	0.9042
2_MACS_peak_21002_lociStitched	chr19(.):45349384-45360350	1.757
1_MACS_peak_21004_lociStitched	chr19(.):45362640-45362987	0.5912
1_MACS_peak_21005_lociStitched	chr19(.):45365560-45366139	1.0328
10_MACS_peak_21006_lociStitched	chr19(.):45367329-45391977	1.3254
2_MACS_peak_21016_lociStitched	chr19(.):45408021-45418103	1.3683
3_MACS_peak_21018_lociStitched	chr19(.):45425131-45430612	1.3412
1_MACS_peak_21021_lociStitched	chr19(.):45433333-45434844	0.9451
3_MACS_peak_21022_lociStitched	chr19(.):45436179-45439665	0.923
1_MACS_peak_21025_lociStitched	chr19(.):45447849-45448198	0.4957
1_MACS_peak_21026_lociStitched	chr19(.):45656531-45656890	0.6506
4_MACS_peak_21027_lociStitched	chr19(.):45658658-45668085	1.3829
1_MACS_peak_21031_lociStitched	chr19(.):45699500-45699972	0.7463
6_MACS_peak_21032_lociStitched	chr19(.):45714097-45732149	1.3175
3_MACS_peak_21038_lociStitched	chr19(.):45734877-45750450	1.3624
1_MACS_peak_21041_lociStitched	chr19(.):45752842-45753314	0.9727
1_MACS_peak_21042_lociStitched	chr19(.):45814618-45815535	0.9301
3_MACS_peak_21043_lociStitched	chr19(.):45816844-45828257	1.3696
4_MACS_peak_21046_lociStitched	chr19(.):45844650-45852423	1.3719
1_MACS_peak_21050_lociStitched	chr19(.):45887831-45888292	0.6622
1_MACS_peak_21051_lociStitched	chr19(.):45931669-45932396	1.2265
1_MACS_peak_21052_lociStitched	chr19(.):45963908-45964242	0.5838
3_MACS_peak_21053_lociStitched	chr19(.):45965324-45967845	0.9144
1_MACS_peak_21056_lociStitched	chr19(.):45969185-45970060	0.9068
3_MACS_peak_21057_lociStitched	chr19(.):45989044-45994576	1.0782
4_MACS_peak_21060_lociStitched	chr19(.):45995896-46003523	1.4892
6_MACS_peak_21064_lociStitched	chr19(.):46091618-46106116	1.3302
2_MACS_peak_21070_lociStitched	chr19(.):46146778-46147705	0.8634
1_MACS_peak_21072_lociStitched	chr19(.):46152488-46152855	0.7029
2_MACS_peak_21073_lociStitched	chr19(.):46156935-46158130	0.8252
4_MACS_peak_21075_lociStitched	chr19(.):46159730-46165669	1.0837
2_MACS_peak_21079_lociStitched	chr19(.):46167646-46168831	0.744
3_MACS_peak_21081_lociStitched	chr19(.):46170389-46173372	0.9911
3_MACS_peak_21084_lociStitched	chr19(.):46174911-46178837	0.9124
2_MACS_peak_21087_lociStitched	chr19(.):46179912-46181682	0.847
4_MACS_peak_21089_lociStitched	chr19(.):46248847-46251511	0.8218
2_MACS_peak_21093_lociStitched	chr19(.):46263441-46271666	1.3677
1_MACS_peak_21095_lociStitched	chr19(.):46366661-46371954	1.8595
3_MACS_peak_21096_lociStitched	chr19(.):46373062-46380748	1.2206
1_MACS_peak_21099_lociStitched	chr19(.):46384341-46384770	0.8203
9_MACS_peak_21100_lociStitched	chr19(.):46407865-46424136	0.9926
1_MACS_peak_21109_lociStitched	chr19(.):46425459-46425787	0.7246
4_MACS_peak_21110_lociStitched	chr19(.):46426858-46430371	0.7685
7_MACS_peak_21114_lociStitched	chr19(.):46432096-46442125	1.0618
1_MACS_peak_21121_lociStitched	chr19(.):46444842-46445259	0.6897
1_MACS_peak_21122_lociStitched	chr19(.):46448612-46448920	0.7801
4_MACS_peak_21123_lociStitched	chr19(.):46450302-46453951	0.7919
1_MACS_peak_21127_lociStitched	chr19(.):46458634-46459343	0.9188
17_MACS_peak_21128_lociStitched	chr19(.):46460370-46490648	1.1136
2_MACS_peak_21145_lociStitched	chr19(.):46492053-46493737	0.9515
1_MACS_peak_21147_lociStitched	chr19(.):46494950-46495263	0.654
1_MACS_peak_21148_lociStitched	chr19(.):46579929-46581005	1.0378
1_MACS_peak_21149_lociStitched	chr19(.):46690113-46690760	0.5975
2_MACS_peak_21150_lociStitched	chr19(.):46698879-46700521	0.7307
1_MACS_peak_21152_lociStitched	chr19(.):46702813-46703125	0.8244
2_MACS_peak_21153_lociStitched	chr19(.):46704535-46706045	0.9231
3_MACS_peak_21155_lociStitched	chr19(.):46708773-46712470	0.872
2_MACS_peak_21158_lociStitched	chr19(.):46714228-46718305	0.8831
1_MACS_peak_21160_lociStitched	chr19(.):46723078-46723732	1.0023
3_MACS_peak_21161_lociStitched	chr19(.):46725091-46727415	0.8115
1_MACS_peak_21164_lociStitched	chr19(.):46728908-46730221	1.128
