GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
NM_023034	chr8(.):38127560-38244790	0.1632
NM_001122824	chr8(.):38639721-38715546	0.1729
NM_001146216	chr8(.):38580703-38715546	0.1762
NM_005079	chr8(.):80942104-81088836	0.2496
NM_058229	chr8(.):124510357-124558446	0.1669
NM_148177	chr8(.):124510357-124549383	0.1355
NM_173685	chr8(.):126099082-126384367	0.207
NM_003033	chr8(.):134462090-134589183	0.1946
NM_031466	chr8(.):140737585-141473678	0.0705
NM_001160372	chr8(.):140737585-141472861	0.0704
NM_003970	chr8(.):1988157-2098380	0.2382
NM_005605	chr8(.):22293595-22403637	0.1448
NM_018091	chr8(.):27945583-28053669	0.1111
NM_057158	chr8(.):29188616-29211322	0.3123
NM_001394	chr8(.):29188619-29213185	0.2988
NM_001102401	chr8(.):33351235-33375703	0.2108
NM_024025	chr8(.):33443853-33462439	0.1232
NM_018310	chr8(.):37696397-37712431	0.2009
NM_152413	chr8(.):37786799-37802647	0.0878
NM_144652	chr8(.):38239019-38271061	0.2174
NM_017778	chr8(.):38168934-38244790	0.1869
NR_003129	chr8(.):38452692-38463775	0.0772
NM_032237	chr8(.):42943656-42983323	0.1634
NM_002027	chr8(.):42906441-42945932	0.157
NM_152419	chr8(.):42990591-43062970	0.1037
NM_001025252	chr8(.):80942104-80998010	0.1738
NR_024479	chr8(.):124208411-124219983	0.0671
NM_032899	chr8(.):124189751-124226207	0.0796
NM_025195	chr8(.):126437562-126455644	0.4874
NM_002467	chr8(.):128743314-128758680	0.3053
NM_017444	chr8(.):141516400-141532252	0.2972
NR_023360	chr8(.):141516414-141532252	0.2975
NM_201378	chr8(.):144984320-145052697	0.1733
NM_032789	chr8(.):145046319-145065635	0.2708
NM_000445	chr8(.):144984320-145055913	0.179
NM_201381	chr8(.):144984320-145023905	0.1843
NM_201382	chr8(.):144984320-145023110	0.1867
NM_201383	chr8(.):144984320-145021692	0.1879
NM_201379	chr8(.):144984320-145033088	0.1778
NM_001009184	chr8(.):145059225-145072583	0.192
NM_201384	chr8(.):144984320-145018758	0.1964
NR_030383	chr8(.):145014358-145024447	0.2178
NM_201380	chr8(.):144984320-145030044	0.1853
NM_001085457	chr9(.):69199537-69267593	0.1128
NM_001735	chr9(.):123709613-123817554	0.0899
NM_001145356	chr9(.):116037-184075	0.111
NM_203447	chr9(.):209864-470259	0.1068
NM_001135920	chr9(.):5624326-5774454	0.1572
NM_020829	chr9(.):5651582-5781556	0.1358
NM_001146694	chr9(.):6752640-7175920	0.0916
NM_001146696	chr9(.):6715862-7082264	0.0988
NM_015061	chr9(.):6752640-7180648	0.0915
NM_000170	chr9(.):6527463-6650692	0.1366
NM_001146695	chr9(.):6752640-7082264	0.0958
NM_001497	chr9(.):33105638-33172356	0.1596
NM_006377	chr9(.):35156988-35410332	0.111
NM_201453	chr9(.):70851838-70919932	0.1178
NM_001206	chr9(.):72994512-73034573	0.1943
NM_007203	chr9(.):112537576-112939791	0.1654
NM_001004065	chr9(.):112805877-112939791	0.2338
NM_017790	chr9(.):116221008-116309371	0.1377
NM_144488	chr9(.):116202010-116365018	0.1452
NM_017688	chr9(.):116106811-116138513	0.1991
NM_015404	chr9(.):117159359-117272736	0.2036
NM_001083885	chr9(.):117159359-117270495	0.2046
NM_007018	chr9(.):123845573-123944886	0.113
NM_001134778	chr9(.):128505477-128734655	0.1161
NM_001006618	chr9(.):128278748-128474513	0.14
NM_006195	chr9(.):128504616-128734655	0.116
NM_001006617	chr9(.):128194672-128474513	0.128
NM_175039	chr9(.):130665164-130684305	0.3072
NM_015033	chr9(.):132644465-132810473	0.1736
NM_152569	chr9(.):208107-220893	0.124
NR_029400	chr9(.):163876-175508	0.0986
NM_025182	chr9(.):35099117-35120893	0.2499
NM_001024916	chr9(.):70427003-70495171	0.1096
NM_201453	chr9(.):70426999-70495177	0.1097
NM_005384	chr9(.):94166326-94191144	0.3567
NM_001083603	chr9(.):98200263-98284247	0.1843
NM_001083606	chr9(.):98200263-98274699	0.1925
NM_001083607	chr9(.):98200263-98274481	0.1925
NM_001083605	chr9(.):98200263-98275322	0.1921
NM_000264	chr9(.):98200263-98275831	0.1917
NM_173200	chr9(.):102584008-102634173	0.1639
NM_006981	chr9(.):102579136-102634173	0.1966
NM_173199	chr9(.):102579136-102601341	0.2615
NM_001136562	chr9(.):112882780-112939791	0.2642
NM_001012361	chr9(.):116072930-116107620	0.1418
NM_145051	chr9(.):116054372-116066320	0.1855
NM_000031	chr9(.):116143591-116168618	0.1318
NM_017443	chr9(.):116164517-116178029	0.3259
NM_031219	chr9(.):116130697-116143341	0.1777
NR_027261	chr9(.):116164517-116177955	0.3277
NM_152786	chr9(.):116168021-116196879	0.2198
NM_000608	chr9(.):117087068-117100536	0.1307
NM_030767	chr9(.):117091432-117161685	0.2259
NM_000607	chr9(.):117080302-117093759	0.1118
NM_004888	chr9(.):117344993-117366152	0.2658
NM_153045	chr9(.):117368705-117413703	0.1823
NM_005658	chr9(.):123659670-123694173	0.1918
NM_001190945	chr9(.):123659670-123696451	0.2002
NM_001190947	chr9(.):123659670-123681850	0.1534
NM_001045476	chr9(.):127610754-127625160	0.2416
NM_030978	chr9(.):127626483-127644696	0.2694
NM_007209	chr9(.):127615157-127629240	0.2525
NM_005489	chr9(.):130495595-130538621	0.1636
NM_001142532	chr9(.):130495595-130529697	0.1454
NM_001142533	chr9(.):130495595-130522583	0.1574
NM_001142531	chr9(.):130495595-130529719	0.1454
NM_001142534	chr9(.):130495595-130522561	0.1573
NM_170600	chr9(.):130495595-130546048	0.2227
NM_001085347	chr9(.):130488802-130502604	0.2003
NM_001018078	chr9(.):130560507-130581556	0.1582
NM_001261	chr9(.):130543304-130558052	0.2986
NM_004957	chr9(.):130560153-130581556	0.16
NM_013443	chr9(.):130642600-130666871	0.1161
NM_000476	chr9(.):130623758-130645022	0.0984
NR_036055	chr9(.):130543196-130553286	0.3266
NM_003863	chr9(.):130692373-130705763	0.239
NM_203305	chr9(.):130697860-130717993	0.1806
NM_001135219	chr9(.):130678807-130698076	0.3173
NM_173492	chr9(.):130678807-130694770	0.3542
NR_024425	chr9(.):130885807-130897913	0.2538
NR_027812	chr9(.):130877971-130895712	0.2259
NM_001006641	chr9(.):130825478-130876524	0.2298
NM_197956	chr9(.):130818511-130834599	0.2757
NM_001006643	chr9(.):130855835-130876524	0.1041
NM_001006642	chr9(.):130849127-130876524	0.1031
NM_052901	chr9(.):130855816-130876524	0.1041
NM_025072	chr9(.):130877971-130895474	0.2239
NR_033374	chr9(.):130868449-130886013	0.1356
NM_016520	chr9(.):132584563-132602572	0.1757
NM_006676	chr9(.):132592695-132649107	0.1295
NM_001008563	chr9(.):132592756-132649107	0.1296
NM_032728	chr9(.):134160080-134189649	0.0994
NM_033387	chr9(.):134128464-134156906	0.333
NM_178536	chr9(.):139841767-139854949	0.1244
NM_153200	chr9(.):139752232-139765738	0.1326
NM_000606	chr9(.):139834697-139846426	0.2165
NM_021138	chr9(.):139775964-139826067	0.1971
NM_018998	chr9(.):139829886-139844173	0.1717
NM_206920	chr9(.):139741818-139760251	0.1575
NM_014172	chr9(.):139738255-139750490	0.1999
NM_144495	chrX(.):48750194-48765420	0.177
NM_001167990	chrX(.):48750212-48765420	0.1771
NM_001032384	chrX(.):48750538-48765420	0.1792
NM_001167992	chrX(.):48750774-48765420	0.1813
NM_001167947	chrX(.):48745729-48760426	0.1798
NM_001042498	chrX(.):48755888-48774235	0.2659
NM_001136158	chrX(.):48774302-48819893	0.244
NM_001136159	chrX(.):48774302-48820648	0.2403
NM_006875	chrX(.):48765458-48781413	0.3699
NM_004979	chrX(.):48813638-48833251	0.1029
NM_005660	chrX(.):48755458-48773917	0.2701
NM_001032289	chrX(.):48755889-48773933	0.2647
NM_016500	chrX(.):75387770-75403033	0.0756
NM_015892	chr10(.):125762181-125856930	0.2495
NM_014863	chr10(.):125774168-125856930	0.2732
NM_017551	chr10(.):87354311-88131250	0.0734
NM_001083591	chr10(.):11201992-11383672	0.3281
NM_001025077	chr10(.):11042258-11383672	0.2285
NM_006561	chr10(.):11054892-11383672	0.2341
NM_001042473	chr10(.):27479142-27536068	0.1483
NM_145698	chr10(.):27479142-27534808	0.1501
NM_018590	chr10(.):43628933-43685749	0.1399
NM_000698	chr10(.):45864628-45946563	0.1676
NM_147156	chr10(.):52060344-52388737	0.124
NM_032199	chr10(.):63656012-63861707	0.1956
NM_001035260	chr10(.):70878907-70937616	0.1209
NM_001198798	chr10(.):73851273-73980751	0.1216
NM_001198799	chr10(.):73851273-73981183	0.1213
NM_020338	chr10(.):80823791-81081285	0.1293
NM_145868	chr10(.):81909879-81970328	0.1956
NM_000314	chr10(.):89618194-89733532	0.1572
NM_032810	chr10(.):89507874-89582917	0.1356
NM_001613	chr10(.):90689830-90717580	0.1554
NM_001141945	chr10(.):90689830-90756147	0.1703
NM_012215	chr10(.):103539199-103583222	0.2095
NM_007373	chr10(.):112674300-112778425	0.1158
NR_027653	chr10(.):3813187-3832473	0.4161
NM_022487	chr10(.):14943870-15001094	0.2176
NM_001080836	chr10(.):14996437-15019850	0.187
NM_004412	chr10(.):17179981-17249070	0.1149
NM_003380	chr10(.):17265257-17284592	0.3065
NR_003525	chr10(.):27529781-27546235	0.2436
NR_036430	chr10(.):70842827-70869567	0.2731
NM_005041	chr10(.):72352103-72367531	0.0789
NM_001042465	chr10(.):73571054-73616082	0.127
NM_173473	chr10(.):73970805-74000618	0.1642
NM_019058	chr10(.):74028676-74040797	0.2503
NM_017626	chr10(.):74087587-74119907	0.2354
NR_028492	chr10(.):89573069-89610369	0.1548
NM_001126049	chr10(.):89613917-89628194	0.4319
NR_028035	chr10(.):90745287-90780542	0.1514
NR_028371	chr10(.):90746180-90757732	0.2646
NM_057157	chr10(.):94828231-94842641	0.3654
NM_183374	chr10(.):94816020-94833454	0.1955
NM_000783	chr10(.):94828646-94842641	0.3743
NM_020992	chr10(.):96992329-97055781	0.2373
NM_016112	chr10(.):102042902-102095243	0.1476
NM_005063	chr10(.):102101771-102129588	0.1649
NR_026762	chr10(.):102128332-102153111	0.1985
NM_006119	chr10(.):103524886-103540759	0.1353
NM_006993	chr10(.):103536081-103548170	0.2129
NM_173193	chr10(.):103580730-103608677	0.1526
NM_173194	chr10(.):103580730-103604611	0.1672
NM_001083913	chr10(.):104498726-104581021	0.2279
NM_017787	chr10(.):104530887-104581021	0.2596
NR_024552	chr10(.):105201542-105217162	0.1385
NM_001129742	chr10(.):105227560-105243997	0.2369
NM_001001412	chr10(.):105208143-105223648	0.1637
NM_004210	chr10(.):105248734-105357309	0.2121
NM_005962	chr10(.):111980761-112052123	0.1495
NM_001008541	chr10(.):111964988-112052123	0.1893
NM_005871	chr10(.):112047797-112069707	0.1581
NM_130439	chr10(.):111962362-112052123	0.1868
NM_004419	chr10(.):112252624-112276302	0.4814
NM_145341	chr10(.):112626595-112664764	0.1951
NM_001195307	chr10(.):112653487-112684124	0.1848
NM_001195306	chr10(.):112653487-112683694	0.1815
NR_026932	chr10(.):112623647-112635662	0.4081
NM_207127	chr10(.):135187740-135210198	0.2499
NM_138384	chr10(.):135202620-135239174	0.1663
NM_145202	chr10(.):135155843-135171187	0.074
NM_001012508	chr10(.):135229169-135243121	0.0731
NM_001098483	chr10(.):135163794-135176529	0.087
NM_004092	chr10(.):135170986-135191908	0.1044
NR_037509	chr10(.):135180059-135190167	0.1139
NR_033853	chr11(.):58696115-58830925	0.1362
NM_006157	chr11(.):20686116-21602229	0.0912
NM_001111018	chr11(.):19367270-20148147	0.1077
NM_002335	chr11(.):68075107-68221743	0.1135
NM_001098517	chr11(.):115039344-115380241	0.1675
NM_032873	chr11(.):122521397-122690187	0.1367
NM_014818	chr11(.):8628583-8685383	0.1461
NM_030962	chr11(.):9795213-10320754	0.0949
NM_175058	chr11(.):16804206-17040963	0.1475
NM_001143830	chr11(.):22683159-22839547	0.1733
NM_177553	chr11(.):22684653-22839547	0.1734
NM_005256	chr11(.):22691318-22839547	0.1555
NM_004811	chr11(.):58289343-58348390	0.2317
NM_001143995	chr11(.):58289343-58350639	0.2273
NM_002556	chr11(.):59336870-59388617	0.1207
NM_024092	chr11(.):60676370-60695915	0.4008
NM_001012662	chr11(.):62618483-62661355	0.2318
NM_001013251	chr11(.):62643343-62661355	0.2595
NM_001012661	chr11(.):62618517-62661353	0.2315
NM_024060	chr11(.):62196015-62319332	0.1484
NR_037193	chr11(.):62644170-62661355	0.268
NM_003273	chr11(.):64874340-64888707	0.2962
NM_001077241	chr11(.):65137662-65155142	0.2475
NR_002819	chr11(.):65260232-65278939	0.9546
NM_006645	chr11(.):72460773-72509750	0.1367
NM_153614	chr11(.):73656363-73686332	0.1296
NM_080491	chr11(.):77921335-78133868	0.1222
NM_032427	chr11(.):95706439-96081344	0.1515
NR_033839	chr11(.):126206611-126230482	0.1155
NM_002017	chr11(.):128558812-128688162	0.2446
NM_001167681	chr11(.):128557388-128688162	0.2431
NR_002580	chr11(.):8700773-8710903	0.5115
NR_002977	chr11(.):8701985-8712116	0.5364
NM_000990	chr11(.):8698994-8716419	0.3624
NM_003390	chr11(.):9590227-9616313	0.2394
NM_001143976	chr11(.):9591233-9616313	0.2256
NM_001124	chr11(.):10321641-10333923	0.7653
NM_022725	chr11(.):22639078-22652387	0.2571
NM_000610	chr11(.):35155416-35258949	0.241
NM_001024844	chr11(.):44582140-44646315	0.1482
NM_000614	chr11(.):58385145-58398205	0.1566
NR_024091	chr11(.):58341586-58398205	0.1951
NM_053023	chr11(.):58341586-58394023	0.1966
NM_022074	chr11(.):58907251-58927511	0.2834
NM_001142520	chr11(.):58905317-58927511	0.2669
NM_001142704	chr11(.):58869657-58899888	0.2205
NM_001004711	chr11(.):59277385-59288330	0.0886
NR_036120	chr11(.):59357549-59367631	0.0934
NM_004778	chr11(.):60613397-60628444	0.1246
NM_207341	chr11(.):60630014-60648164	0.1979
NM_024098	chr11(.):60604428-60623561	0.3532
NM_014502	chr11(.):60653019-60679061	0.3102
NM_016582	chr11(.):60699554-60724257	0.1258
NM_178031	chr11(.):60686912-60709631	0.0975
NM_022830	chr11(.):62337516-62364109	0.2284
NM_004739	chr11(.):62355674-62374303	0.3344
NM_001404	chr11(.):62322072-62346460	0.31
NR_002565	chr11(.):62618036-62628103	0.3531
NM_003164	chr11(.):62569368-62604560	0.1885
NM_018093	chr11(.):62595382-62612628	0.4867
NR_003098	chr11(.):62614459-62628360	0.3203
NR_002561	chr11(.):62616134-62626204	0.4004
NR_002560	chr11(.):62615797-62625865	0.4025
NR_002559	chr11(.):62616375-62626440	0.3945
NR_000008	chr11(.):62615381-62625507	0.4031
NR_002564	chr11(.):62617763-62627838	0.3596
NR_002563	chr11(.):62617483-62627555	0.3628
NR_002562	chr11(.):62617092-62627167	0.369
NM_001081491	chr11(.):62554597-62577964	0.2413
NM_001080501	chr11(.):62552786-62564486	0.2803
NM_004470	chr11(.):64003412-64016607	0.3141
NM_000932	chr11(.):64013994-64041924	0.2471
NM_005528	chr11(.):63992752-64006753	0.2781
NM_001160390	chr11(.):63986270-63998726	0.2551
NM_032344	chr11(.):63988737-64002488	0.2704
NM_004322	chr11(.):64032299-64057176	0.2609
NM_178443	chr11(.):63969151-63996363	0.1849
NM_057092	chr11(.):64004587-64016607	0.3279
NM_033310	chr11(.):64053792-64072503	0.17
NM_003377	chr11(.):63997265-64011259	0.3069
NM_020155	chr11(.):64048581-64061972	0.1814
NM_001135208	chr11(.):64003603-64016607	0.3168
NM_001170726	chr11(.):64046810-64061972	0.1698
NM_001160393	chr11(.):63986270-63998341	0.2506
NM_001170881	chr11(.):64047284-64061972	0.1732
NM_001177358	chr11(.):64047282-64061972	0.1732
NM_138689	chr11(.):64006950-64019413	0.3352
NM_013299	chr11(.):64803375-64817300	0.1605
NM_005468	chr11(.):64807294-64831009	0.2119
NM_080668	chr11(.):64839926-64856615	0.2213
NM_006782	chr11(.):64846693-64860874	0.3494
NM_013265	chr11(.):64858682-64884180	0.2142
NR_037567	chr11(.):64884654-64899841	0.2702
NM_172230	chr11(.):64889750-64907003	0.2794
NM_001997	chr11(.):64883098-64894672	0.3269
NM_004927	chr11(.):64884715-64899841	0.2693
NM_014205	chr11(.):64878874-64890170	0.3852
NR_028272	chr11(.):65185268-65199003	1.1399
NR_030343	chr11(.):65206928-65217028	0.3987
NM_031904	chr11(.):65149040-65185995	0.209
NM_001098785	chr11(.):65334819-65346669	0.4153
NM_021070	chr11(.):65301029-65330699	0.216
NM_033455	chr11(.):65355325-65368467	0.2266
NM_001099409	chr11(.):65338508-65365116	0.2679
NM_001048218	chr11(.):65287547-65311182	0.1651
NM_006396	chr11(.):65332942-65344239	0.4063
NM_022338	chr11(.):68023802-68044469	0.3083
NM_033388	chr11(.):72520450-72545680	0.298
NM_003355	chr11(.):73680715-73698889	0.2925
NM_003356	chr11(.):73706325-73725282	0.1078
NM_015885	chr11(.):82863136-82901835	0.2559
NM_182603	chr11(.):82900290-82965013	0.1402
NR_036125	chr11(.):96069601-96079690	0.4066
NM_024725	chr11(.):96080928-96128083	0.1271
NM_003772	chr11(.):96118157-96131727	0.2159
NM_006235	chr11(.):111217980-111255157	0.3279
NR_026691	chr11(.):117852105-117877199	0.2738
NM_007180	chr11(.):118523941-118555381	0.1038
NM_032966	chr11(.):118759100-118771971	0.1902
NM_001716	chr11(.):118749540-118771971	0.1535
NM_006760	chr11(.):118822007-118834269	0.1208
NM_182557	chr11(.):118761850-118786613	0.1417
NM_181721	chr11(.):118837416-118856995	0.1085
NR_027288	chr11(.):122883273-122895319	0.1139
NM_006597	chr11(.):122923199-122937844	0.4013
NM_017547	chr11(.):126134054-126153027	0.1789
NM_014026	chr11(.):126168646-126220644	0.216
NM_148910	chr11(.):126147981-126168071	0.1634
NM_001177842	chr11(.):126127813-126143877	0.1803
NM_006278	chr11(.):126221095-126289533	0.0905
NM_003658	chr11(.):129240880-129327174	0.2206
NM_021978	chr11(.):130024681-130085257	0.193
NM_002392	chr12(.):69196970-69244212	0.3105
NM_001173982	chr12(.):104845691-105160792	0.1222
NM_014823	chr12(.):857088-1025618	0.1313
NM_020375	chr12(.):4425358-4474190	0.1086
NM_007273	chr12(.):7069516-7084891	0.3469
NM_001144831	chr12(.):7069514-7084916	0.3469
NR_036693	chr12(.):9817307-9857151	0.1344
NM_001197317	chr12(.):9817330-9857151	0.1344
NM_001004419	chr12(.):9817308-9857151	0.1344
NM_001987	chr12(.):11797787-12053325	0.163
NM_031289	chr12(.):13232041-13253709	0.2851
NM_006143	chr12(.):12808994-12854121	0.1483
NM_001080555	chr12(.):13232041-13261619	0.2796
NM_016312	chr12(.):14934411-14961401	0.1407
NM_004572	chr12(.):32938679-33054780	0.1599
NM_023071	chr12(.):49755687-49926207	0.139
NM_001033873	chr12(.):51634132-51668994	0.1321
NM_001031628	chr12(.):51634132-51669202	0.132
NM_001128914	chr12(.):53840885-53879946	0.4087
NM_000966	chr12(.):53599352-53631036	0.2832
NM_001042728	chr12(.):53599352-53619150	0.3595
NM_013449	chr12(.):56984379-57035163	0.2163
NM_016122	chr12(.):94697055-94858764	0.1424
NM_005761	chr12(.):94537498-94704225	0.2312
NM_002595	chr12(.):96667038-96799366	0.1525
NM_003299	chr12(.):104319188-104346703	0.2766
NM_014706	chr12(.):108910990-108960165	0.2308
NM_018984	chr12(.):109171465-109256359	0.2036
NM_001082959	chr12(.):125257173-125353519	0.055
NR_028415	chr12(.):1604656-1618590	0.0953
NM_001759	chr12(.):4377901-4419522	0.336
NM_001975	chr12(.):7018613-7037859	0.3222
NM_002831	chr12(.):7055433-7075479	0.5617
NR_029779	chr12(.):7067861-7077929	0.4402
NM_080548	chr12(.):7050739-7075479	0.584
NM_001146316	chr12(.):6975099-6987449	0.3326
NM_001007026	chr12(.):7028625-7056484	0.3925
NM_006992	chr12(.):7008896-7028406	0.1755
NM_001940	chr12(.):7032479-7056484	0.3575
NM_032641	chr12(.):6975099-6987521	0.334
NR_003010	chr12(.):7071499-7081769	0.3405
NR_033796	chr12(.):6988845-6999902	0.1062
NR_002803	chr12(.):6988144-6998768	0.0871
NM_138425	chr12(.):7048202-7060165	0.5123
NR_029682	chr12(.):7068259-7078354	0.4187
NM_005768	chr12(.):7080346-7130842	0.1396
NM_006331	chr12(.):7074943-7090165	0.2657
NR_036052	chr12(.):9387065-9397147	0.1002
NM_002258	chr12(.):9742869-9765497	0.0977
NR_002814	chr12(.):9795642-9816008	0.2787
NR_036052	chr12(.):12259885-12269967	0.0941
NM_004064	chr12(.):12865301-12880305	0.7158
NR_030344	chr12(.):12912582-12922677	0.092
NM_001130415	chr12(.):12873850-12949399	0.176
NM_020853	chr12(.):13192314-13241383	0.133
NM_175054	chr12(.):14918653-14929065	0.4432
NM_177925	chr12(.):14922269-14935936	0.3755
NM_001013698	chr12(.):14952583-14972116	0.1576
NM_175874	chr12(.):14951505-14981791	0.1354
NM_030762	chr12(.):26267958-26283003	0.4955
NM_030653	chr12(.):31221778-31262725	0.2568
NM_004719	chr12(.):46307913-46389401	0.1458
NM_018976	chr12(.):46746970-46771645	0.3257
NM_001098532	chr12(.):48123452-48157181	0.203
NM_017842	chr12(.):48161966-48181536	0.1441
NM_006105	chr12(.):48123452-48157244	0.2027
NM_001098531	chr12(.):48123452-48157889	0.1997
NM_001098416	chr12(.):48171506-48218763	0.2341
NM_024902	chr12(.):49736040-49750685	0.166
NR_033267	chr12(.):49777956-49791116	0.1147
NM_001100620	chr12(.):49711970-49723171	0.1777
NM_001008223	chr12(.):49721199-49735971	0.1158
NM_001971	chr12(.):51717226-51745463	0.2101
NM_016293	chr12(.):51669821-51722938	0.213
NM_001004304	chr12(.):53569534-53589654	0.3967
NM_000889	chr12(.):53580106-53606000	0.7616
NM_015989	chr12(.):53546446-53579430	0.1721
NM_001170790	chr12(.):53640369-53653190	0.1527
NM_032889	chr12(.):53640875-53653190	0.1538
NM_001164691	chr12(.):53812638-53830318	0.1399
NM_001005354	chr12(.):53830432-53845427	0.1783
NM_134324	chr12(.):53890376-53905215	0.2792
NM_006301	chr12(.):53869275-53898444	0.2785
NM_134323	chr12(.):53889704-53905215	0.2714
NM_003717	chr12(.):53895473-53906422	0.1344
NM_032786	chr12(.):56507029-56521278	0.4103
NM_006191	chr12(.):56493102-56512694	0.3067
NM_001130420	chr12(.):56550635-56588351	0.2018
NM_079423	chr12(.):56547099-56560366	0.2618
NM_002475	chr12(.):56541334-56556771	0.3234
NM_001035267	chr12(.):56505373-56516616	0.3819
NM_015292	chr12(.):56516985-56543460	0.1975
NM_001127460	chr12(.):56705006-56732533	0.2345
NM_014255	chr12(.):56699212-56715128	0.1834
NM_005419	chr12(.):56730381-56759037	0.2815
NM_014871	chr12(.):56705006-56732837	0.2444
NM_004077	chr12(.):56660482-56699175	0.1548
NM_016584	chr12(.):56727662-56739194	0.3563
NM_001638	chr12(.):56749354-56761583	0.3534
NR_003046	chr12(.):57032463-57042538	0.3325
NM_001686	chr12(.):57026958-57044852	0.3591
NM_005594	chr12(.):57101210-57124066	0.314
NR_002737	chr12(.):57033810-57043885	0.3248
NM_001113203	chr12(.):57101210-57124326	0.3113
NM_006601	chr12(.):57052124-57087078	0.2983
NM_203394	chr12(.):77410025-77464360	0.2159
NM_001946	chr12(.):89736836-89751296	0.5707
NM_001025233	chr12(.):92812734-92829730	0.1981
NR_027933	chr12(.):92810306-92829778	0.183
NM_001025232	chr12(.):92808869-92826924	0.1707
NM_003348	chr12(.):93797087-93841026	0.232
NM_172177	chr12(.):93856269-93901432	0.1222
NR_027035	chr12(.):94848778-94861344	0.3511
NM_001111283	chr12(.):102784644-102879378	0.1651
NM_001111284	chr12(.):102784644-102877429	0.1498
NM_001111285	chr12(.):102806453-102879378	0.1888
NR_027249	chr12(.):104232526-104328989	0.1779
NR_037425	chr12(.):104319202-104329333	0.5067
NM_003211	chr12(.):104354592-104387656	0.1158
NM_001135570	chr12(.):104338980-104355993	0.2119
NM_014840	chr12(.):106452124-106538811	0.1425
NM_007076	chr12(.):108904050-108918380	0.2118
NM_213595	chr12(.):108951293-108968160	0.5702
NM_181724	chr12(.):108978621-108996894	0.1082
NM_003006	chr12(.):109010679-109032670	0.7073
NM_001161331	chr12(.):109180694-109226327	0.1367
NM_024667	chr12(.):123344874-123385712	0.3073
NM_021009	chr12(.):125391191-125404587	0.3852
NR_002612	chr13(.):50551687-50704677	0.0965
NM_015057	chr13(.):77613791-77906177	0.1228
NM_032436	chr13(.):115074964-115097803	0.2144
NM_000820	chr13(.):114518521-114572046	0.2653
NM_007368	chr13(.):114742193-114903095	0.1899
NR_002605	chr13(.):50651413-50684433	0.1174
NR_002183	chr13(.):50741153-50752751	0.0644
NM_004800	chr13(.):100148727-100220276	0.1446
NM_001143945	chr13(.):114518521-114544017	0.1618
NM_001143946	chr13(.):114518521-114541714	0.1638
NR_024609	chr13(.):114581609-114631485	0.1791
NM_023011	chr13(.):115042077-115076283	0.2438
NM_003903	chr13(.):114995361-115043150	0.2345
NM_207442	chr14(.):69256463-69268190	0.2774
NM_004926	chr14(.):69249374-69264785	0.2507
NM_025268	chr14(.):105987952-106001539	0.1406
NM_144508	chr15(.):40881446-40959881	0.1315
NM_001042495	chr15(.):34517196-34635265	0.1317
NM_005135	chr15(.):34517196-34616021	0.1049
NM_001042497	chr15(.):34517196-34634045	0.1286
NM_001042494	chr15(.):34517196-34634961	0.1301
NR_031680	chr15(.):69111302-69494862	0.0983
NM_138356	chr15(.):45454411-45498373	0.2052
NM_019600	chr15(.):52868517-52975820	0.1691
NM_000259	chr15(.):52594479-52826247	0.1656
NM_001198784	chr15(.):55695722-55715910	0.2147
NM_017610	chr15(.):59274864-59394253	0.1141
NM_006537	chr15(.):63791809-63888663	0.1428
NM_014326	chr15(.):64194234-64343521	0.1106
NM_025201	chr15(.):65129081-65165201	0.1284
NM_005902	chr15(.):67353194-67492533	0.1819
NM_006305	chr15(.):69065874-69118261	0.1758
NM_020908	chr15(.):70335542-70395256	0.1947
NM_006465	chr15(.):74828547-74895472	0.1974
NM_172217	chr15(.):81512639-81610104	0.2172
NM_001172128	chr15(.):81484218-81610104	0.1848
NM_001080435	chr15(.):83472972-83508613	0.1768
NM_014630	chr15(.):85286817-85354663	0.1285
NM_007011	chr15(.):89626380-89750591	0.1943
NM_018671	chr15(.):91473214-91502323	0.2532
NM_001039675	chr15(.):91468409-91502323	0.2423
NM_015995	chr15(.):31614082-31675102	0.2988
NM_175741	chr15(.):34633065-34654931	0.1476
NM_181077	chr15(.):34666269-34687001	0.0872
NM_018648	chr15(.):34628916-34640362	0.3021
NM_153613	chr15(.):34646088-34664395	0.2152
NR_036050	chr15(.):34669269-34679351	0.0812
NR_036050	chr15(.):34815490-34825572	0.0844
NM_001003942	chr15(.):40375091-40403287	0.3554
NM_033503	chr15(.):40375091-40403639	0.353
NM_001003940	chr15(.):40375091-40406075	0.3401
NM_001080791	chr15(.):40840297-40862252	0.3817
NM_152260	chr15(.):40856536-40871661	0.2266
NR_002208	chr15(.):40819082-40829749	0.1061
NM_004748	chr15(.):55642437-55705542	0.156
NM_020739	chr15(.):55642437-55705574	0.1559
NR_030358	chr15(.):55660137-55670232	0.1611
NM_198524	chr15(.):56652643-56743072	0.1899
NM_001013843	chr15(.):59166243-59230852	0.1269
NM_003099	chr15(.):64383176-64441433	0.1419
NM_032231	chr15(.):64359760-64391207	0.205
NM_182703	chr15(.):65199100-65256041	0.1278
NM_001145103	chr15(.):67425358-67492533	0.1112
NM_001145102	chr15(.):67413053-67492533	0.1095
NM_017882	chr15(.):68494329-68527080	0.2347
NM_033429	chr15(.):68478042-68503448	0.2801
