REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
1_MACS_peak_20128_lociStitched	chr6	24719005	24722738	1	3734	19935.7132	771.2378	379	C6orf62		C6orf62	379	1
1_MACS_peak_24321_lociStitched	chr9	100744436	100748144	1	3709	19569.3408	412.7004	380	ANP32B	HEMGN	ANP32B	380	1
2_MACS_peak_15418_lociStitched	chr22	24822321	24831886	2	7008	20843.0915	1688.2225	381	ADORA2A,C22orf45		ADORA2A	381	1
5_MACS_peak_4374_lociStitched	chr11	72950436	72964427	5	8974	20926.3387	1775.4579	382		P2RY2,P2RY6	P2RY6	382	1
1_MACS_peak_12770_lociStitched	chr2	65214505	65219637	1	5133	19960.4008	819.0672	383	SLC1A4		SLC1A4	383	1
3_MACS_peak_16810_lociStitched	chr3	125548289	125560797	3	10102	21343.6512	2222.6716	384		MIR548I1	MIR548I1	384	1
2_MACS_peak_11770_lociStitched	chr19	39338896	39348883	2	7458	20708.0445	1587.933	385	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	385	1
1_MACS_peak_888_lociStitched	chr1	66795825	66803464	1	7640	20568.0075	1467.4519	386	PDE4B		PDE4B	386	1
2_MACS_peak_21083_lociStitched	chr6	135190564	135204125	2	7356	21606.7413	2507.4289	387			ALDH8A1	387	1
3_MACS_peak_21522_lociStitched	chr7	20476457	20490753	3	12159	21129.488	2098.6528	388			ITGB8	388	1
1_MACS_peak_14009_lociStitched	chr2	223519173	223522014	1	2842	19523.6361	496.0386	389	FARSB	MOGAT1	FARSB	389	1
4_MACS_peak_19787_lociStitched	chr5	173696387	173710070	4	11431	21038.9808	2056.5549	390			HMP19	390	1
2_MACS_peak_1398_lociStitched	chr1	152006526	152021751	2	9406	22842.0675	3937.185	391	S100A11	S100A10,TCHHL1	S100A11	391	1
1_MACS_peak_22022_lociStitched	chr7	78114698	78128354	1	13657	21196.8432	2303.7672	392	MAGI2		RPL13AP17	392	1
4_MACS_peak_15699_lociStitched	chr22	39910788	39929654	4	10232	22578.8288	3695.8494	393	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	393	1
1_MACS_peak_4685_lociStitched	chr11	117877480	117884580	1	7101	19990.76	1150.91	394		IL10RA	IL10RA	394	1
2_MACS_peak_8041_lociStitched	chr15	81576176	81596115	2	13551	22233.9789	3397.6056	395	IL16	STARD5	IL16	395	1
2_MACS_peak_23067_lociStitched	chr8	38793099	38802239	2	6276	20385.856	1551.972	396	PLEKHA2	HTRA4	HTRA4	396	1
3_MACS_peak_15211_lociStitched	chr21	45194974	45210610	3	11182	22253.1552	3444.6108	397	RRP1,CSTB	LOC284837	CSTB	397	1
1_MACS_peak_2246_lociStitched	chr1	226127436	226134761	1	7326	20722.425	1998.9925	398	LEFTY2	PYCR2	LEFTY2	398	1
4_MACS_peak_7935_lociStitched	chr15	75065396	75083587	4	16373	21927.4314	3214.3497	399	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	399	1
4_MACS_peak_20139_lociStitched	chr6	25366706	25390092	4	16742	23016.5012	4338.103	400	LRRC16A		LRRC16A	400	1
4_MACS_peak_15880_lociStitched	chr22	50962755	50983647	4	9283	21209.5584	2536.2888	401	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	401	1
1_MACS_peak_2498_lociStitched	chr10	3824225	3828921	1	4697	19384.6184	751.36	402	KLF6		KLF6	402	1
1_MACS_peak_24227_lociStitched	chr9	93952825	93957418	1	4594	19718.2083	1089.4596	403			LOC100129316	403	1
1_MACS_peak_9443_lociStitched	chr17	8149533	8153839	1	4307	19358.4842	792.304	404	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	404	1
2_MACS_peak_16739_lociStitched	chr3	119354676	119362841	2	6863	20325.1345	1766.0895	405	POPDC2	PLA1A,COX17	POPDC2	405	1
1_MACS_peak_19767_lociStitched	chr5	172460608	172464723	1	4116	19470.534	928.344	406	ATP6V0E1	SNORA74B,C5orf41	SNORA74B	406	1
2_MACS_peak_15384_lociStitched	chr22	23477970	23488808	2	9609	20608.457	2068.9742	407	RAB36,RTDR1	BCR	RTDR1	407	1
1_MACS_peak_1803_lociStitched	chr1	183809094	183815577	1	6484	20338.4676	1800.3291	408	RGL1		APOBEC4	408	1
2_MACS_peak_15197_lociStitched	chr21	44771953	44783298	2	4906	20912.2385	2384.719	409			SIK1	409	1
1_MACS_peak_11711_lociStitched	chr19	35738010	35740719	1	2710	19072.1727	572.6826	410	LSR	USF2,HAMP,MAG,FAM187B	LSR	410	1
1_MACS_peak_23621_lociStitched	chr8	134508440	134515546	1	7107	20187.4354	1708.2824	411	ST3GAL1		ST3GAL1	411	1
1_MACS_peak_4788_lociStitched	chr11	125931479	125933733	1	2255	18851.7798	440.8824	412	CDON		CDON	412	1
1_MACS_peak_15074_lociStitched	chr21	34913018	34916739	1	3722	19614.8794	1214.5344	413	SON,GART	DNAJC28,DONSON	GART	413	1
2_MACS_peak_17077_lociStitched	chr3	156804573	156811930	2	6445	20771.7538	2385.1394	414	LOC100498859,LOC339894		LOC100498859	414	1
1_MACS_peak_2573_lociStitched	chr10	12083478	12086450	1	2973	19084.1036	707.9304	415	UPF2	DHTKD1	UPF2	415	1
3_MACS_peak_10306_lociStitched	chr17	70582472	70602142	3	14319	22172.024	3812.046	416	LOC100499467,FLJ26484		LOC100499467	416	1
2_MACS_peak_17229_lociStitched	chr3	178230328	178241121	2	10553	20780.8422	2438.1387	417		KCNMB2	KCNMB2	417	1
1_MACS_peak_17111_lociStitched	chr3	160116285	160123441	1	7157	20233.59	1907.074	418	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	418	1
1_MACS_peak_22236_lociStitched	chr7	104621254	104625787	1	4534	19423.905	1147.3023	419		MLL5,LOC100216545	LOC100216545	419	1
3_MACS_peak_22200_lociStitched	chr7	101921934	101935690	3	10304	20508.8204	2232.5988	420	CUX1,SH2B2	MIR4285	SH2B2	420	1
3_MACS_peak_17753_lociStitched	chr4	38307113	38322490	3	12324	20906.5692	2640.2309	421			KLF3	421	1
3_MACS_peak_1588_lociStitched	chr1	161144581	161163281	3	11805	22933.68	4675	422	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	422	1
1_MACS_peak_3610_lociStitched	chr11	267157	271427	1	4271	19122.768	872.361	423		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	423	1
1_MACS_peak_14381_lociStitched	chr20	17946110	17951366	1	5257	19427.2272	1206.7776	424	C20orf72,SNX5	SNORD17	SNX5	424	1
1_MACS_peak_10480_lociStitched	chr17	76884446	76889197	1	4752	19426.3639	1262.8158	425	TIMP2	USP36	TIMP2	425	1
4_MACS_peak_15655_lociStitched	chr22	39362539	39386428	4	11853	21899.0463	3805.5177	426	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	426	1
1_MACS_peak_4182_lociStitched	chr11	64899429	64903660	1	4232	19415.6359	1342.0732	427	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	427	1
3_MACS_peak_17156_lociStitched	chr3	169755029	169776690	3	11951	22436.4638	4371.1898	428	GPR160		GPR160	428	1
1_MACS_peak_13217_lociStitched	chr2	112249847	112253662	1	3816	18826.262	796.572	429	LOC541471		LOC541471	429	1
3_MACS_peak_5606_lociStitched	chr12	68752083	68770562	3	9967	21023.5583	3043.4913	430		MDM1	MDM1	430	1
2_MACS_peak_21578_lociStitched	chr7	25979807	25992272	2	7070	19939.014	1984.428	431	MIR148A		MIR148A	431	1
1_MACS_peak_6968_lociStitched	chr14	69258317	69263825	1	5509	18433.6236	489.6612	432	ZFP36L1,C14orf181		ZFP36L1	432	1
1_MACS_peak_12260_lociStitched	chr2	10259763	10265049	1	5287	19089.3318	1155.5196	433	RRM2	C2orf48,CYS1	RRM2	433	1
1_MACS_peak_21040_lociStitched	chr6	130003847	130010520	1	6674	19323.6734	1426.0201	434	ARHGAP18		ARHGAP18	434	1
2_MACS_peak_14066_lociStitched	chr2	231729574	231739480	2	9853	18970.9806	1095.6036	435	ITM2C		ITM2C	435	1
2_MACS_peak_25025_lociStitched	chrX	40028636	40037047	2	5778	18593.3566	748.579	436	BCOR		BCOR	436	1
2_MACS_peak_9337_lociStitched	chr17	4268168	4281399	2	9281	19816.0687	1979.3576	437	UBE2G1		UBE2G1	437	1
2_MACS_peak_20416_lociStitched	chr6	36643543	36652025	2	7589	19240.5688	1417.3422	438	CDKN1A		CDKN1A	438	1
2_MACS_peak_10409_lociStitched	chr17	74721516	74734998	2	6573	20198.7324	2383.6176	439	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	439	1
2_MACS_peak_263_lociStitched	chr1	22106986	22119550	2	5980	19890.0684	2095.6752	440	USP48	LDLRAD2	USP48	440	1
2_MACS_peak_10010_lociStitched	chr17	46124272	46134555	2	5609	19400.9361	1640.1385	441	NFE2L1	MIR152,COPZ2,CBX1	NFE2L1	441	1
2_MACS_peak_2313_lociStitched	chr1	230238427	230249394	2	10939	20446.8748	2692.3985	442	GALNT2		GALNT2	442	1
2_MACS_peak_23655_lociStitched	chr8	142126366	142140685	2	9020	20069.5104	2325.4056	443	DENND3		DENND3	443	1
1_MACS_peak_852_lociStitched	chr1	62900968	62903971	1	3004	18426.7083	716.2155	444	USP1		USP1	444	1
6_MACS_peak_19776_lociStitched	chr5	173310102	173343560	6	20434	23283.4222	5604.215	445	CPEB4		CPEB4	445	1
3_MACS_peak_8303_lociStitched	chr16	1345932	1360841	3	5844	19402.5726	1723.4804	446	UBE2I	TPSD1,BAIAP3,GNPTG,C16orf42	UBE2I	446	1
2_MACS_peak_40_lociStitched	chr1	1668872	1678983	2	5574	19369.6427	1711.7923	447	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	447	1
4_MACS_peak_21085_lociStitched	chr6	135323100	135343842	4	10681	20876.823	3221.2326	448	HBS1L	MIR3662,HBS1L	MIR3662	448	1
3_MACS_peak_21375_lociStitched	chr7	2594396	2606848	3	4667	19128.7624	1478.0524	449	IQCE,C7orf27	LFNG	IQCE	449	1
2_MACS_peak_22163_lociStitched	chr7	100025339	100034972	2	5485	19389.3024	1741.6464	450	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	450	1
6_MACS_peak_8716_lociStitched	chr16	30193848	30227644	6	16148	24302.7036	6657.812	451	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	451	1
1_MACS_peak_14732_lociStitched	chr20	46386140	46392760	1	6621	19204.62	1561.658	452	SULF2		SULF2	452	1
1_MACS_peak_17164_lociStitched	chr3	169939234	169941515	1	2282	18422.2684	784.4359	453	PRKCI	PHC3	PRKCI	453	1
1_MACS_peak_8616_lociStitched	chr16	23413494	23419470	1	5977	18733.5648	1105.56	454	COG7		COG7	454	1
1_MACS_peak_8036_lociStitched	chr15	81291418	81295066	1	3649	18177.6192	550.4832	455	MESDC1	MESDC2	MESDC1	455	1
1_MACS_peak_24637_lociStitched	chr9	131417769	131419982	1	2214	17975.3138	407.6346	456	WDR34	SET,PKN3	WDR34	456	1
2_MACS_peak_2046_lociStitched	chr1	207093032	207104856	2	7115	20566.6656	3044.68	457	FAIM3,PIGR	IL24,FCAMR	FAIM3	457	1
4_MACS_peak_21951_lociStitched	chr7	74057294	74076811	4	10474	20543.5942	3030.9901	458	GTF2I		GTF2I	458	1
4_MACS_peak_13776_lociStitched	chr2	197023917	197048429	4	13974	21744.5952	4250.3808	459	STK17B		STK17B	459	1
1_MACS_peak_1408_lociStitched	chr1	153605987	153607990	1	2004	18123.9452	638.957	460	C1orf77,S100A13	S100A1,SNAPIN,NPR1,S100A16,S100A14,S100A13,ILF2	S100A13	460	1
1_MACS_peak_10620_lociStitched	chr18	3245513	3249556	1	4044	18418.6951	954.148	461	MYL12A	MYL12B,MYOM1	MYL12A	461	1
5_MACS_peak_7322_lociStitched	chr15	20969432	20995785	5	11915	21087.6706	3639.3493	462		BCL8	BCL8	462	1
1_MACS_peak_14721_lociStitched	chr20	45979582	45987283	1	7702	18852.8181	1540.9701	463	ZMYND8	LOC100131496	ZMYND8	463	1
1_MACS_peak_12472_lociStitched	chr2	33699968	33705434	1	5467	18519.3546	1209.6258	464	RASGRP3	RASGRP3	RASGRP3	464	1
1_MACS_peak_23055_lociStitched	chr8	38237373	38245042	1	7670	18769.1106	1483.1846	465	LETM2,WHSC1L1		WHSC1L1	465	1
1_MACS_peak_7855_lociStitched	chr15	68568753	68578715	1	9963	19188.8044	1915.6926	466	FEM1B	CLN6	FEM1B	466	1
2_MACS_peak_19366_lociStitched	chr5	131790522	131804246	2	10691	20310.1476	3060.452	467	C5orf56	IRF1	IRF1	467	1
1_MACS_peak_17405_lociStitched	chr3	193799245	193804693	1	5449	18711.156	1468.236	468		HES1	HES1	468	1
7_MACS_peak_4147_lociStitched	chr11	63992793	64019785	7	12994	21607.096	4372.704	469	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	469	1
4_MACS_peak_12122_lociStitched	chr19	56145986	56167702	4	9638	20871.2476	3641.7732	470	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	470	1
1_MACS_peak_22676_lociStitched	chr7	155087987	155092173	1	4187	18437.237	1228.591	471	INSIG1		INSIG1	471	1
4_MACS_peak_20357_lociStitched	chr6	33537619	33558808	4	9574	20568.1623	3386.0022	472	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	472	1
2_MACS_peak_2026_lociStitched	chr1	206727916	206738849	2	10669	20022.6962	2841.4867	473	RASSF5	LGTN	RASSF5	473	1
3_MACS_peak_20020_lociStitched	chr6	11713967	11733934	3	10858	20006.934	2831.3206	474	C6orf105		C6orf105	474	1
2_MACS_peak_24774_lociStitched	chr9	139793176	139798205	2	4536	18336.2369	1168.2367	475	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	475	1
2_MACS_peak_1235_lociStitched	chr1	143461200	143469148	2	7820	21202.0848	4043.1476	476			LOC100130000	476	1
1_MACS_peak_5502_lociStitched	chr12	57076638	57083862	1	7225	18512.2224	1359.5568	477	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	477	1
1_MACS_peak_13959_lociStitched	chr2	217080571	217088876	1	8306	18993.535	1867.7945	478			XRCC5	478	1
1_MACS_peak_1445_lociStitched	chr1	154830356	154835501	1	5146	18582.1965	1477.644	479	KCNN3		KCNN3	479	1
1_MACS_peak_14827_lociStitched	chr20	52824015	52825929	1	1915	17529.1776	435.2436	480	PFDN4	CYP24A1	PFDN4	480	1
6_MACS_peak_7508_lociStitched	chr15	40330041	40358379	6	14354	21783.4206	4695.6066	481	SRP14	BMF	SRP14	481	1
1_MACS_peak_19122_lociStitched	chr5	88175328	88186640	1	11313	19017.7344	1978.4688	482	MEF2C		MEF2C	482	1
1_MACS_peak_19522_lociStitched	chr5	142777646	142785986	1	8341	18645.738	1634.64	483	NR3C1		NR3C1	483	1
6_MACS_peak_9829_lociStitched	chr17	38251385	38280321	6	15175	21496.5544	4487.9736	484	MSL1,NR1D1	THRA,CASC3,MED24	NR1D1	484	1
1_MACS_peak_17082_lociStitched	chr3	156876108	156879525	1	3418	17968.9779	963.594	485	CCNL1	LOC339894	CCNL1	485	1
5_MACS_peak_10329_lociStitched	chr17	72733361	72756614	5	16301	21116.0493	4113.4557	486	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	486	1
1_MACS_peak_24219_lociStitched	chr9	93733102	93738161	1	5060	17911.8954	910.1141	487			LOC100129316	487	1
2_MACS_peak_1725_lociStitched	chr1	174959040	174970575	2	4815	19486.0755	2510.016	488	CACYBP	MRPS14	CACYBP	488	1
1_MACS_peak_15149_lociStitched	chr21	41384562	41389870	1	5309	18642.7576	1666.712	489	DSCAM		PCP4	489	1
1_MACS_peak_22960_lociStitched	chr8	28347022	28353204	1	6183	18096.5686	1167.1616	490	FZD3,FBXO16	MIR4288	FZD3	490	1
1_MACS_peak_7962_lociStitched	chr15	75491299	75497612	1	6314	18267.2968	1342.1438	491	C15orf39		C15orf39	491	1
3_MACS_peak_24229_lociStitched	chr9	94181081	94195301	3	12869	19509.84	2599.416	492	NFIL3		NFIL3	492	1
1_MACS_peak_1290_lociStitched	chr1	146555535	146557409	1	1875	17442.0676	535.2144	493		LOC728989	LOC728989	493	1
1_MACS_peak_24332_lociStitched	chr9	101983060	101985992	1	2933	17579.0992	678.4648	494	SEC61B,ALG2		SEC61B	494	1
2_MACS_peak_25016_lociStitched	chrX	39712605	39720911	2	5817	17731.6488	831.4306	495			BCOR	495	1
1_MACS_peak_6475_lociStitched	chr13	78688986	78696715	1	7730	18318.5029	1453.8249	496			EDNRB	496	1
4_MACS_peak_3116_lociStitched	chr10	81946483	81966250	4	10776	20085.2487	3225.9744	497	ANXA11		ANXA11	497	1
3_MACS_peak_9610_lociStitched	chr17	27037648	27056500	3	8177	20017.0536	3185.988	498	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,PROCA1,RAB34,TLCD1	SUPT6H,TRAF4,SDF2	RPL23A	498	1
1_MACS_peak_2434_lociStitched	chr1	245025436	245028983	1	3548	17889.2945	1064.8094	499	HNRNPU	FAM36A,NCRNA00201	HNRNPU	499	1
3_MACS_peak_4074_lociStitched	chr11	60672700	60684139	3	8702	19339.9173	2529.1629	500	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	500	1
5_MACS_peak_9397_lociStitched	chr17	7136543	7156602	5	9754	20255.5782	3472.2129	501	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	501	1
2_MACS_peak_17539_lociStitched	chr4	4029595	4037240	2	6760	18257.789	1501.478	502			LOC348926	502	1
5_MACS_peak_7331_lociStitched	chr15	21975949	22002654	5	14038	20733.762	3989.727	503		LOC646214,CXADRP2	CXADRP2	503	1
1_MACS_peak_8258_lociStitched	chr15	101737960	101743429	1	5470	17818.5489	1080.6744	504	CHSY1		CHSY1	504	1
1_MACS_peak_13178_lociStitched	chr2	110754388	110760126	1	5739	17829.6874	1094.8104	505		LOC100288570	LOC100288570	505	1
7_MACS_peak_16247_lociStitched	chr3	46317785	46347195	7	18331	21639.878	4926.175	506		CCR3,CCR2	CCR3	506	1
2_MACS_peak_10567_lociStitched	chr17	80307437	80316041	2	5161	18317.0556	1623.5748	507		TEX19,UTS2R,CD7,SECTM1	TEX19	507	1
3_MACS_peak_14658_lociStitched	chr20	42568839	42585652	3	12567	19575.3759	2885.1108	508	TOX2		TOX2	508	1
1_MACS_peak_22603_lociStitched	chr7	148579639	148582941	1	3303	17526.3556	845.312	509	EZH2		EZH2	509	1
3_MACS_peak_3013_lociStitched	chr10	74006840	74024538	3	9520	19428.8644	2748.4994	510		ANAPC16,DDIT4,ASCC1	DDIT4	510	1
3_MACS_peak_4301_lociStitched	chr11	67760369	67778614	3	9538	19879.752	3203.822	511	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	511	1
2_MACS_peak_3655_lociStitched	chr11	2479703	2489790	2	6082	18209.0524	1561.4676	512	KCNQ1	TRPM5	KCNQ1	512	1
3_MACS_peak_20430_lociStitched	chr6	37121924	37140494	3	8995	19095.531	2453.097	513	PIM1		PIM1	513	1
4_MACS_peak_11162_lociStitched	chr19	2041034	2062882	4	8930	20644.1752	4006.9232	514	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	514	1
5_MACS_peak_7054_lociStitched	chr14	77487992	77510095	5	12261	18469.2668	1834.549	515	C14orf4		C14orf4	515	1
2_MACS_peak_16878_lociStitched	chr3	129893084	129900412	2	6473	17905.2352	1316.8416	516		COL6A4P2	COL6A4P2	516	1
4_MACS_peak_9569_lociStitched	chr17	20204689	20221787	4	10530	18648.7886	2062.0188	517	SPECC1	CCDC144C	CCDC144C	517	1
2_MACS_peak_17899_lociStitched	chr4	71542032	71555123	2	9348	18750.2393	2190.1243	518	UTP3	ENAM,RUFY3,IGJ	UTP3	518	1
2_MACS_peak_23904_lociStitched	chr9	33288760	33298546	2	5407	18592.4214	2042.3382	519	NFX1	SPINK4,CHMP5,BAG1	NFX1	519	1
3_MACS_peak_11350_lociStitched	chr19	10329594	10347968	3	9349	19478.2774	2983.9376	520	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	520	1
3_MACS_peak_17147_lociStitched	chr3	169481537	169492324	3	6132	18483.5245	2009.6181	521	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	521	1
1_MACS_peak_24339_lociStitched	chr9	102580651	102587595	1	6945	17596.7904	1131.872	522	NR4A3	NR4A3	NR4A3	522	1
2_MACS_peak_24110_lociStitched	chr9	73026751	73036530	2	6800	17819.2938	1395.4633	523	KLF9		KLF9	523	1
4_MACS_peak_7080_lociStitched	chr14	81930688	81952801	4	14798	18678.8511	2262.1599	524	SEL1L		SEL1L	524	1
1_MACS_peak_1134_lociStitched	chr1	111172969	111181184	1	8216	17479.877	1066.307	525		KCNA2,KCNA3	KCNA2	525	1
4_MACS_peak_9512_lociStitched	chr17	17725460	17744747	4	8670	19248.426	2839.0464	526	SREBF1	SMCR5,MIR33B	SREBF1	526	1
1_MACS_peak_3661_lociStitched	chr11	2792881	2801389	1	8509	17988.4644	1597.8024	527	KCNQ1		KCNQ1OT1	527	1
2_MACS_peak_15648_lociStitched	chr22	39146400	39152965	2	6510	17680.858	1291.3355	528	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	528	1
2_MACS_peak_4755_lociStitched	chr11	122930799	122941610	2	6858	18318.1584	1938.4123	529	HSPA8	LOC341056	HSPA8	529	1
2_MACS_peak_10663_lociStitched	chr18	9134489	9151997	2	12844	19705.254	3335.274	530	ANKRD12	NDUFV2	ANKRD12	530	1
2_MACS_peak_23622_lociStitched	chr8	134577096	134586047	2	8516	18053.2719	1693.5292	531	ST3GAL1		ST3GAL1	531	1
3_MACS_peak_21178_lociStitched	chr6	143162967	143179952	3	12338	17783.295	1430.137	532	HIVEP2		HIVEP2	532	1
3_MACS_peak_14783_lociStitched	chr20	50015560	50032413	3	9403	18925.919	2578.509	533	NFATC2	MIR3194	MIR3194	533	1
2_MACS_peak_13204_lociStitched	chr2	111874496	111881430	2	5966	17427.9156	1087.9446	534	ACOXL,BCL2L11		BCL2L11	534	1
1_MACS_peak_3017_lociStitched	chr10	74055328	74059154	1	3827	17139.3322	826.7986	535		DDIT4	DDIT4	535	1
4_MACS_peak_15666_lociStitched	chr22	39459116	39474331	4	11276	19011.1425	2721.9635	536	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	536	1
1_MACS_peak_14089_lociStitched	chr2	232570627	232576019	1	5393	16873.7248	604.4432	537	PTMA	MIR1244-1	PTMA	537	1
1_MACS_peak_12771_lociStitched	chr2	65256664	65261086	1	4423	17276.754	1033.8636	538		SLC1A4,CEP68	CEP68	538	1
1_MACS_peak_154_lociStitched	chr1	11967500	11970665	1	3166	16879.8945	639.963	539		PLOD1,NPPB,KIAA2013	KIAA2013	539	1
1_MACS_peak_7860_lociStitched	chr15	69109117	69114885	1	5769	17148.8408	911.9208	540	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	540	1
3_MACS_peak_521_lociStitched	chr1	36614181	36627341	3	8428	18522.7	2317.476	541	MAP7D1,TRAPPC3	COL8A2	MAP7D1	541	1
1_MACS_peak_3423_lociStitched	chr10	112256086	112264806	1	8721	17958.84	1761.44	542	DUSP5		DUSP5	542	1
1_MACS_peak_14585_lociStitched	chr20	35806186	35808873	1	2688	16903.6483	719.8473	543	RPN2,C20orf132		RPN2	543	1
2_MACS_peak_15066_lociStitched	chr21	34746235	34757188	2	7266	18617.9094	2434.8519	544		IFNAR1,IFNGR2	IFNGR2	544	1
5_MACS_peak_4961_lociStitched	chr12	6552080	6580895	5	10431	20977.32	4812.105	545	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	545	1
4_MACS_peak_9142_lociStitched	chr16	81841884	81857631	4	10155	17529.5604	1365.2649	546	PLCG2		PLCG2	546	1
1_MACS_peak_22971_lociStitched	chr8	29203879	29210310	1	6432	17199.7095	1037.9634	547	DUSP4		DUSP4	547	1
1_MACS_peak_2635_lociStitched	chr10	17268851	17273585	1	4735	17081.6922	921.7098	548	VIM	TRDMT1	VIM	548	1
1_MACS_peak_24473_lociStitched	chr9	117209772	117216218	1	6447	17413.2244	1269.862	549	DFNB31		DFNB31	549	1
1_MACS_peak_22529_lociStitched	chr7	139042899	139046275	1	3377	17363.1056	1246.0816	550	LUC7L2	C7orf55	LUC7L2	550	1
3_MACS_peak_10595_lociStitched	chr17	81141080	81156824	3	6350	18189.0432	2123.8656	551		FLJ43681	FLJ43681	551	1
4_MACS_peak_1804_lociStitched	chr1	183865248	183885945	4	10231	20810.8335	4752.0312	552	RGL1		GLT25D2	552	1
1_MACS_peak_13979_lociStitched	chr2	219431989	219435843	1	3855	17013.483	962.7292	553	RQCD1,USP37	PLCD4	RQCD1	553	1
4_MACS_peak_12736_lociStitched	chr2	64430470	64456389	4	9782	19898.0163	3859.3391	554	LOC150992		LOC150992	554	1
1_MACS_peak_15843_lociStitched	chr22	48491972	48497668	1	5697	17048.128	1015.5968	555			MIR3201	555	1
2_MACS_peak_14976_lociStitched	chr21	19151702	19163017	2	8707	18345.0095	2319.575	556	C21orf91		C21orf91	556	1
2_MACS_peak_22442_lociStitched	chr7	128572416	128582201	2	7088	18622.812	2602.81	557	IRF5	KCP	IRF5	557	1
1_MACS_peak_13665_lociStitched	chr2	178127555	178130952	1	3398	16640.5442	626.4068	558	NFE2L2	MIR3128	NFE2L2	558	1
1_MACS_peak_2235_lociStitched	chr1	225653977	225656787	1	2811	17063.163	1053.75	559		LBR	LBR	559	1
1_MACS_peak_8523_lociStitched	chr16	15067798	15070453	1	2656	17199.09	1191.2985	560	PDXDC1	NPIP	PDXDC1	560	1
1_MACS_peak_12703_lociStitched	chr2	61762912	61766843	1	3932	16869.8865	872.682	561	XPO1		XPO1	561	1
1_MACS_peak_1555_lociStitched	chr1	159890455	159896277	1	5823	17273.2918	1282.5866	562	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	562	1
1_MACS_peak_19427_lociStitched	chr5	137088518	137091507	1	2990	16554.8754	590.3275	563	HNRNPA0	NPY6R,KLHL3	HNRNPA0	563	1
1_MACS_peak_15570_lociStitched	chr22	36726083	36730171	1	4089	16794.3216	838.04	564	MYH9		MYH9	564	1
1_MACS_peak_22837_lociStitched	chr8	17940280	17943195	1	2916	16636.7795	681.2355	565	ASAH1		ASAH1	565	1
