REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_19151_lociStitched	chr5	90674598	90681075	1	6478	21903.9186	1272.7305	325	LOC100129716,ARRDC3		ARRDC3	ARRDC3	0.8251	325	1
2_MACS_peak_15445_lociStitched	chr22	27004574	27015135	2	10426	22412.5542	1830.2213	326	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	0.874	326	1
2_MACS_peak_9539_lociStitched	chr17	18964184	18974494	2	5386	22215.988	1648.569	327		GRAP	GRAP	GRAP	0.09979999999999999	327	1
3_MACS_peak_4294_lociStitched	chr11	67647079	67659987	3	7868	22494.7716	1956.8528	328			LOC645332	LOC645332	NONE	328	1
1_MACS_peak_12503_lociStitched	chr2	37601660	37606367	1	4708	21557.5893	1044.0126	329		QPCT	QPCT	QPCT	1.4152999999999998	329	1
5_MACS_peak_4825_lociStitched	chr11	128585980	128609699	5	18140	24800.5864	4304.9985	330	FLI1		FLI1	FLI1	0.2276	330	1
2_MACS_peak_18549_lociStitched	chr4	186507039	186515089	2	6645	22139.11	1652.665	331	SORBS2		PDLIM3	PDLIM3	NONE	331	1
3_MACS_peak_20754_lociStitched	chr6	88625606	88640464	3	13677	23239.3978	2757.6448	332			SPACA1	SPACA1	NONE	332	1
3_MACS_peak_15986_lociStitched	chr3	13455167	13470835	3	7668	23100.8992	2619.6896	333	NUP210		NUP210	NUP210	0.2585	333	1
2_MACS_peak_10371_lociStitched	chr17	73774218	73782439	2	5923	22260.8238	1829.1725	334	UNK,H3F3B	GALK1	UNK	UNK	0.339	334	1
2_MACS_peak_331_lociStitched	chr1	25869662	25879268	2	8204	22222.5204	1895.2638	335	LDLRAP1		LDLRAP1	LDLRAP1	0.6917	335	1
2_MACS_peak_4625_lociStitched	chr11	111237775	111251445	2	12828	22582.84	2265.119	336	POU2AF1		POU2AF1	POU2AF1	0.5820000000000001	336	1
1_MACS_peak_22673_lociStitched	chr7	154793416	154796409	1	2994	20900.7176	615.0615	337	LOC202781,PAXIP1		LOC202781	LOC202781	1.6269	337	1
2_MACS_peak_3848_lociStitched	chr11	19450173	19465317	2	13015	23176.3776	2986.3968	338	NAV2		NAV2	NAV2	0.018299999999999997	338	1
1_MACS_peak_15374_lociStitched	chr22	23198568	23210581	1	12014	21321.8737	1144.8389	339		MIR650,IGLL5	IGLL5	IGLL5	5.7857	339	1
1_MACS_peak_12615_lociStitched	chr2	47208500	47214739	1	6240	21690.5074	1530.4267	340	TTC7A	MCFD2	MCFD2	MCFD2	0.18809999999999996	340	1
1_MACS_peak_15994_lociStitched	chr3	14161126	14168242	1	7117	21575.712	1490.0904	341	TMEM43,CHCHD4		CHCHD4	CHCHD4	0.8592000000000001	341	1
2_MACS_peak_9305_lociStitched	chr17	2294502	2306110	2	7311	21820.7184	1753.9688	342	MNT	LOC284009	MNT	MNT	0.7472	342	1
1_MACS_peak_1240_lociStitched	chr1	143741964	143746131	1	4168	21553.3908	1491.3693	343	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.2599	343	1
1_MACS_peak_21514_lociStitched	chr7	20254879	20262658	1	7780	21681.6288	1663.1502	344	MACC1		MACC1	MACC1	0.2393	344	1
1_MACS_peak_15306_lociStitched	chr22	19465737	19468176	1	2440	20583.9405	592.677	345	CDC45,UFD1L	MRPL40,HIRA,C22orf39,CLDN5	UFD1L	MRPL40	0.6995	345	1
1_MACS_peak_2433_lociStitched	chr1	244996371	245000090	1	3720	21180.8207	1208.675	346	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	0.9729000000000001	346	1
3_MACS_peak_11172_lociStitched	chr19	2254585	2271865	3	11245	23860.224	3908.736	347	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.4877	347	1
1_MACS_peak_258_lociStitched	chr1	21615572	21622786	1	7215	21561.9246	1638.2994	348	ECE1	ECE1	ECE1	ECE1	0.16149999999999998	348	1
4_MACS_peak_18881_lociStitched	chr5	55437246	55453546	4	14069	22795.55	2901.4	349	ANKRD55		ANKRD55	ANKRD55	0.17020000000000002	349	1
1_MACS_peak_3517_lociStitched	chr10	125155752	125163738	1	7987	21686.7816	1795.2528	350			BUB3	BUB3	NONE	350	1
2_MACS_peak_11502_lociStitched	chr19	16221287	16231956	2	7423	21894.9218	2020.7086	351	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.1591	351	1
2_MACS_peak_14676_lociStitched	chr20	43270428	43282197	2	10577	22296.3705	2439.7137	352	ADA	LOC79015	ADA	ADA	0.43810000000000004	352	1
1_MACS_peak_14650_lociStitched	chr20	42308809	42312262	1	3454	20765.3061	1002.0606	353	MYBL2	GTSF1L	MYBL2	MYBL2	0.37579999999999997	353	1
3_MACS_peak_22936_lociStitched	chr8	27208587	27239163	3	17519	24821.5968	5072.5584	354	PTK2B	TRIM35	PTK2B	PTK2B	0.245	354	1
3_MACS_peak_10469_lociStitched	chr17	76711284	76733796	3	16961	23594.8272	3847.3008	355	CYTH1		CYTH1	CYTH1	0.3386	355	1
6_MACS_peak_8696_lociStitched	chr16	29815811	29837298	6	11530	23087.7815	3347.6746	356	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	LOC440356	0.5551	356	1
1_MACS_peak_9822_lociStitched	chr17	38016966	38025056	1	8091	21444.163	1707.799	357	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.35419999999999996	357	1
2_MACS_peak_13159_lociStitched	chr2	109829223	109843651	2	12365	22406.684	2686.4936	358	SH3RF3		MIR4265	MIR4265	NONE	358	1
5_MACS_peak_9963_lociStitched	chr17	43505067	43531544	5	15639	23479.8036	3762.3817	359	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.4608	359	1
1_MACS_peak_1429_lociStitched	chr1	154296819	154302504	1	5686	21485.889	1788.501	360	AQP10,ATP8B2		ATP8B2	ATP8B2	0.8578999999999999	360	1
1_MACS_peak_24217_lociStitched	chr9	93702109	93708122	1	6014	20624.59	971.7008	361			SYK	SYK	NONE	361	1
2_MACS_peak_13691_lociStitched	chr2	182168526	182180019	2	11449	21519.4932	1879.1055	362			ITGA4	ITGA4	NONE	362	1
2_MACS_peak_1578_lociStitched	chr1	161007831	161017820	2	5419	22518.2027	2889.8177	363	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	USF1	1.1598000000000002	363	1
3_MACS_peak_6623_lociStitched	chr13	114863289	114877625	3	7825	21472.4608	1873.7152	364	RASA3		RASA3	RASA3	1.0796999999999999	364	1
2_MACS_peak_17749_lociStitched	chr4	38124207	38136348	2	8971	21455.5752	1901.2806	365	TBC1D1		PTTG2	PTTG2	NONE	365	1
1_MACS_peak_22475_lociStitched	chr7	130790115	130797046	1	6932	21267.0804	1733.4431	366	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.0839	366	1
1_MACS_peak_15191_lociStitched	chr21	44580456	44587498	1	7043	21230.2216	1725.9942	367		CRYAA	CRYAA	CRYAA	1.566	367	1
4_MACS_peak_2544_lociStitched	chr10	7511439	7535565	4	12277	23344.3176	3864.9852	368			SFMBT2	SFMBT2	NONE	368	1
1_MACS_peak_20261_lociStitched	chr6	30582430	30587011	1	4582	20815.1478	1350.0207	369	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.6641	369	1
2_MACS_peak_17452_lociStitched	chr3	196358099	196371332	2	10172	22489.4835	3051.5298	370	LRRC33		LRRC33	LRRC33	0.3193	370	1
2_MACS_peak_25176_lociStitched	chrX	58149562	58159731	2	9509	20284.1043	854.196	371			ZXDA	ZXDA	NONE	371	1
2_MACS_peak_10363_lociStitched	chr17	73628679	73643880	2	8392	21738.9501	2313.5922	372	LOC643008,LOC100130933,RECQL5	MYO15B,SAP30BP,RECQL5	LOC643008	LOC643008	0.8754	372	1
5_MACS_peak_25557_lociStitched	chrX	153596715	153627908	5	13879	21863.1737	2442.4119	373	EMD,RPL10,FLNA	SNORA70,TAZ,ATP6AP1,GDI1,FAM50A,DNASE1L1	EMD	SNORA70	0.6387	373	1
3_MACS_peak_12040_lociStitched	chr19	50369517	50382092	3	6443	21966.01	2553.9825	374	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	1.0423	374	1
3_MACS_peak_24403_lociStitched	chr9	112669058	112683122	3	9212	21630.432	2264.304	375	PALM2,PALM2-AKAP2		PALM2	PALM2	0.09230000000000001	375	1
1_MACS_peak_14857_lociStitched	chr20	56192082	56197387	1	5306	20554.2225	1228.1075	376	ZBP1		ZBP1	ZBP1	1.0906	376	1
2_MACS_peak_6616_lociStitched	chr13	114581508	114594694	2	9050	21427.25	2136.132	377	FLJ44054	GAS6	FLJ44054	GAS6	1.0170000000000001	377	1
2_MACS_peak_3339_lociStitched	chr10	104153091	104160100	2	5540	20596.6474	1395.4919	378	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	1.0638999999999998	378	1
1_MACS_peak_20128_lociStitched	chr6	24719005	24722738	1	3734	19935.7132	771.2378	379	C6orf62		C6orf62	C6orf62	0.742	379	1
1_MACS_peak_24321_lociStitched	chr9	100744436	100748144	1	3709	19569.3408	412.7004	380	ANP32B	HEMGN	ANP32B	ANP32B	0.42839999999999995	380	1
2_MACS_peak_15418_lociStitched	chr22	24822321	24831886	2	7008	20843.0915	1688.2225	381	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.8054	381	1
5_MACS_peak_4374_lociStitched	chr11	72950436	72964427	5	8974	20926.3387	1775.4579	382		P2RY2,P2RY6	P2RY6	P2RY6	1.0815	382	1
1_MACS_peak_12770_lociStitched	chr2	65214505	65219637	1	5133	19960.4008	819.0672	383	SLC1A4		SLC1A4	SLC1A4	0.4155	383	1
3_MACS_peak_16810_lociStitched	chr3	125548289	125560797	3	10102	21343.6512	2222.6716	384		MIR548I1	MIR548I1	NONE	NONE	384	1
2_MACS_peak_11770_lociStitched	chr19	39338896	39348883	2	7458	20708.0445	1587.933	385	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.7208	385	1
1_MACS_peak_888_lociStitched	chr1	66795825	66803464	1	7640	20568.0075	1467.4519	386	PDE4B		PDE4B	PDE4B	0.09239999999999998	386	1
2_MACS_peak_21083_lociStitched	chr6	135190564	135204125	2	7356	21606.7413	2507.4289	387			ALDH8A1	ALDH8A1	NONE	387	1
3_MACS_peak_21522_lociStitched	chr7	20476457	20490753	3	12159	21129.488	2098.6528	388			ITGB8	ITGB8	0.2959	388	1
1_MACS_peak_14009_lociStitched	chr2	223519173	223522014	1	2842	19523.6361	496.0386	389	FARSB	MOGAT1	FARSB	FARSB	0.17250000000000004	389	1
4_MACS_peak_19787_lociStitched	chr5	173696387	173710070	4	11431	21038.9808	2056.5549	390			HMP19	HMP19	NONE	390	1
2_MACS_peak_1398_lociStitched	chr1	152006526	152021751	2	9406	22842.0675	3937.185	391	S100A11	S100A10,TCHHL1	S100A11	S100A11	0.8867	391	1
1_MACS_peak_22022_lociStitched	chr7	78114698	78128354	1	13657	21196.8432	2303.7672	392	MAGI2		RPL13AP17	RPL13AP17	NONE	392	1
4_MACS_peak_15699_lociStitched	chr22	39910788	39929654	4	10232	22578.8288	3695.8494	393	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.0615999999999999	393	1
1_MACS_peak_4685_lociStitched	chr11	117877480	117884580	1	7101	19990.76	1150.91	394		IL10RA	IL10RA	IL10RA	0.6141000000000001	394	1
2_MACS_peak_8041_lociStitched	chr15	81576176	81596115	2	13551	22233.9789	3397.6056	395	IL16	STARD5	IL16	STARD5	0.2308	395	1
2_MACS_peak_23067_lociStitched	chr8	38793099	38802239	2	6276	20385.856	1551.972	396	PLEKHA2	HTRA4	HTRA4	NONE	NONE	396	1
3_MACS_peak_15211_lociStitched	chr21	45194974	45210610	3	11182	22253.1552	3444.6108	397	RRP1,CSTB	LOC284837	CSTB	CSTB	0.7728999999999999	397	1
1_MACS_peak_2246_lociStitched	chr1	226127436	226134761	1	7326	20722.425	1998.9925	398	LEFTY2	PYCR2	LEFTY2	LEFTY2	1.2786	398	1
4_MACS_peak_7935_lociStitched	chr15	75065396	75083587	4	16373	21927.4314	3214.3497	399	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	CSK	0.5709	399	1
4_MACS_peak_20139_lociStitched	chr6	25366706	25390092	4	16742	23016.5012	4338.103	400	LRRC16A		LRRC16A	LRRC16A	0.2355	400	1
4_MACS_peak_15880_lociStitched	chr22	50962755	50983647	4	9283	21209.5584	2536.2888	401	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.9508	401	1
1_MACS_peak_2498_lociStitched	chr10	3824225	3828921	1	4697	19384.6184	751.36	402	KLF6		KLF6	KLF6	0.96	402	1
1_MACS_peak_24227_lociStitched	chr9	93952825	93957418	1	4594	19718.2083	1089.4596	403			LOC100129316	LOC100129316	0.0513	403	1
1_MACS_peak_9443_lociStitched	chr17	8149533	8153839	1	4307	19358.4842	792.304	404	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	C17orf68	0.7299	404	1
2_MACS_peak_16739_lociStitched	chr3	119354676	119362841	2	6863	20325.1345	1766.0895	405	POPDC2	PLA1A,COX17	POPDC2	POPDC2	0.6403	405	1
1_MACS_peak_19767_lociStitched	chr5	172460608	172464723	1	4116	19470.534	928.344	406	ATP6V0E1	SNORA74B,C5orf41	SNORA74B	NONE	NONE	406	1
2_MACS_peak_15384_lociStitched	chr22	23477970	23488808	2	9609	20608.457	2068.9742	407	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.2414	407	1
1_MACS_peak_1803_lociStitched	chr1	183809094	183815577	1	6484	20338.4676	1800.3291	408	RGL1		APOBEC4	APOBEC4	NONE	408	1
2_MACS_peak_15197_lociStitched	chr21	44771953	44783298	2	4906	20912.2385	2384.719	409			SIK1	SIK1	NONE	409	1
1_MACS_peak_11711_lociStitched	chr19	35738010	35740719	1	2710	19072.1727	572.6826	410	LSR	USF2,HAMP,MAG,FAM187B	LSR	LSR	0.7363999999999999	410	1
1_MACS_peak_23621_lociStitched	chr8	134508440	134515546	1	7107	20187.4354	1708.2824	411	ST3GAL1		ST3GAL1	ST3GAL1	0.2835	411	1
1_MACS_peak_4788_lociStitched	chr11	125931479	125933733	1	2255	18851.7798	440.8824	412	CDON		CDON	CDON	0.1916	412	1
1_MACS_peak_15074_lociStitched	chr21	34913018	34916739	1	3722	19614.8794	1214.5344	413	SON,GART	DNAJC28,DONSON	GART	DONSON	0.34349999999999997	413	1
2_MACS_peak_17077_lociStitched	chr3	156804573	156811930	2	6445	20771.7538	2385.1394	414	LOC100498859,LOC339894		LOC100498859	LOC100498859	1.1585	414	1
1_MACS_peak_2573_lociStitched	chr10	12083478	12086450	1	2973	19084.1036	707.9304	415	UPF2	DHTKD1	UPF2	UPF2	0.10720000000000002	415	1
3_MACS_peak_10306_lociStitched	chr17	70582472	70602142	3	14319	22172.024	3812.046	416	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.11689999999999999	416	1
2_MACS_peak_17229_lociStitched	chr3	178230328	178241121	2	10553	20780.8422	2438.1387	417		KCNMB2	KCNMB2	KCNMB2	0.016199999999999992	417	1
1_MACS_peak_17111_lociStitched	chr3	160116285	160123441	1	7157	20233.59	1907.074	418	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	SMC4	0.3571	418	1
1_MACS_peak_22236_lociStitched	chr7	104621254	104625787	1	4534	19423.905	1147.3023	419		MLL5,LOC100216545	LOC100216545	LOC100216545	3.4019	419	1
3_MACS_peak_22200_lociStitched	chr7	101921934	101935690	3	10304	20508.8204	2232.5988	420	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	0.9054	420	1
3_MACS_peak_17753_lociStitched	chr4	38307113	38322490	3	12324	20906.5692	2640.2309	421			KLF3	KLF3	NONE	421	1
3_MACS_peak_1588_lociStitched	chr1	161144581	161163281	3	11805	22933.68	4675	422	B4GALT3,ADAMTS4	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,APOA2,NR1I3	B4GALT3	UFC1	0.7564	422	1
1_MACS_peak_3610_lociStitched	chr11	267157	271427	1	4271	19122.768	872.361	423		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	PSMD13	0.0974	423	1
1_MACS_peak_14381_lociStitched	chr20	17946110	17951366	1	5257	19427.2272	1206.7776	424	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.4831	424	1
1_MACS_peak_10480_lociStitched	chr17	76884446	76889197	1	4752	19426.3639	1262.8158	425	TIMP2	USP36	TIMP2	USP36	0.26660000000000006	425	1
4_MACS_peak_15655_lociStitched	chr22	39362539	39386428	4	11853	21899.0463	3805.5177	426	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	APOBEC3B	0.7357	426	1
1_MACS_peak_4182_lociStitched	chr11	64899429	64903660	1	4232	19415.6359	1342.0732	427	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	SYVN1	1.104	427	1
3_MACS_peak_17156_lociStitched	chr3	169755029	169776690	3	11951	22436.4638	4371.1898	428	GPR160		GPR160	GPR160	0.28600000000000003	428	1
1_MACS_peak_13217_lociStitched	chr2	112249847	112253662	1	3816	18826.262	796.572	429	LOC541471		LOC541471	LOC541471	0.41779999999999995	429	1
3_MACS_peak_5606_lociStitched	chr12	68752083	68770562	3	9967	21023.5583	3043.4913	430		MDM1	MDM1	NONE	NONE	430	1
2_MACS_peak_21578_lociStitched	chr7	25979807	25992272	2	7070	19939.014	1984.428	431	MIR148A		MIR148A	MIR148A	1.7572	431	1
1_MACS_peak_6968_lociStitched	chr14	69258317	69263825	1	5509	18433.6236	489.6612	432	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	1.1751	432	1
1_MACS_peak_12260_lociStitched	chr2	10259763	10265049	1	5287	19089.3318	1155.5196	433	RRM2	C2orf48,CYS1	RRM2	RRM2	0.9352	433	1
1_MACS_peak_21040_lociStitched	chr6	130003847	130010520	1	6674	19323.6734	1426.0201	434	ARHGAP18		ARHGAP18	ARHGAP18	0.17260000000000003	434	1
2_MACS_peak_14066_lociStitched	chr2	231729574	231739480	2	9853	18970.9806	1095.6036	435	ITM2C		ITM2C	ITM2C	0.7431	435	1
2_MACS_peak_25025_lociStitched	chrX	40028636	40037047	2	5778	18593.3566	748.579	436	BCOR		BCOR	BCOR	0.24730000000000002	436	1
2_MACS_peak_9337_lociStitched	chr17	4268168	4281399	2	9281	19816.0687	1979.3576	437	UBE2G1		UBE2G1	UBE2G1	0.008000000000000007	437	1
2_MACS_peak_20416_lociStitched	chr6	36643543	36652025	2	7589	19240.5688	1417.3422	438	CDKN1A		CDKN1A	CDKN1A	0.8827	438	1
2_MACS_peak_10409_lociStitched	chr17	74721516	74734998	2	6573	20198.7324	2383.6176	439	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	0.9791999999999998	439	1
2_MACS_peak_263_lociStitched	chr1	22106986	22119550	2	5980	19890.0684	2095.6752	440	USP48	LDLRAD2	USP48	USP48	0.0939	440	1
2_MACS_peak_10010_lociStitched	chr17	46124272	46134555	2	5609	19400.9361	1640.1385	441	NFE2L1	MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	0.7485	441	1
2_MACS_peak_2313_lociStitched	chr1	230238427	230249394	2	10939	20446.8748	2692.3985	442	GALNT2		GALNT2	GALNT2	0.2674	442	1
2_MACS_peak_23655_lociStitched	chr8	142126366	142140685	2	9020	20069.5104	2325.4056	443	DENND3		DENND3	DENND3	0.10020000000000001	443	1
1_MACS_peak_852_lociStitched	chr1	62900968	62903971	1	3004	18426.7083	716.2155	444	USP1		USP1	USP1	0.6583	444	1
6_MACS_peak_19776_lociStitched	chr5	173310102	173343560	6	20434	23283.4222	5604.215	445	CPEB4		CPEB4	CPEB4	0.2389	445	1
3_MACS_peak_8303_lociStitched	chr16	1345932	1360841	3	5844	19402.5726	1723.4804	446	UBE2I	TPSD1,BAIAP3,GNPTG,C16orf42	UBE2I	UBE2I	0.4919	446	1
2_MACS_peak_40_lociStitched	chr1	1668872	1678983	2	5574	19369.6427	1711.7923	447	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	SLC35E2	0.7273000000000001	447	1
4_MACS_peak_21085_lociStitched	chr6	135323100	135343842	4	10681	20876.823	3221.2326	448	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.1724	448	1
3_MACS_peak_21375_lociStitched	chr7	2594396	2606848	3	4667	19128.7624	1478.0524	449	IQCE,C7orf27	LFNG	IQCE	IQCE	0.2525	449	1
2_MACS_peak_22163_lociStitched	chr7	100025339	100034972	2	5485	19389.3024	1741.6464	450	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	1.151	450	1
6_MACS_peak_8716_lociStitched	chr16	30193848	30227644	6	16148	24302.7036	6657.812	451	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	CORO1A	0.6607000000000001	451	1
1_MACS_peak_14732_lociStitched	chr20	46386140	46392760	1	6621	19204.62	1561.658	452	SULF2		SULF2	SULF2	0.15040000000000003	452	1
1_MACS_peak_17164_lociStitched	chr3	169939234	169941515	1	2282	18422.2684	784.4359	453	PRKCI	PHC3	PRKCI	PRKCI	0.2726	453	1
1_MACS_peak_8616_lociStitched	chr16	23413494	23419470	1	5977	18733.5648	1105.56	454	COG7		COG7	COG7	0.2887	454	1
1_MACS_peak_8036_lociStitched	chr15	81291418	81295066	1	3649	18177.6192	550.4832	455	MESDC1	MESDC2	MESDC1	MESDC1	1.3325	455	1
1_MACS_peak_24637_lociStitched	chr9	131417769	131419982	1	2214	17975.3138	407.6346	456	WDR34	SET,PKN3	WDR34	WDR34	0.5141	456	1
2_MACS_peak_2046_lociStitched	chr1	207093032	207104856	2	7115	20566.6656	3044.68	457	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	0.5704	457	1
4_MACS_peak_21951_lociStitched	chr7	74057294	74076811	4	10474	20543.5942	3030.9901	458	GTF2I		GTF2I	GTF2I	0.0878	458	1
4_MACS_peak_13776_lociStitched	chr2	197023917	197048429	4	13974	21744.5952	4250.3808	459	STK17B		STK17B	STK17B	0.1979	459	1
1_MACS_peak_1408_lociStitched	chr1	153605987	153607990	1	2004	18123.9452	638.957	460	C1orf77,S100A13	S100A1,SNAPIN,NPR1,S100A16,S100A14,S100A13,ILF2	S100A13	S100A1	1.2430999999999999	460	1
1_MACS_peak_10620_lociStitched	chr18	3245513	3249556	1	4044	18418.6951	954.148	461	MYL12A	MYL12B,MYOM1	MYL12A	MYL12A	0.9308	461	1
5_MACS_peak_7322_lociStitched	chr15	20969432	20995785	5	11915	21087.6706	3639.3493	462		BCL8	BCL8	NONE	NONE	462	1
1_MACS_peak_14721_lociStitched	chr20	45979582	45987283	1	7702	18852.8181	1540.9701	463	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.09580000000000001	463	1
1_MACS_peak_12472_lociStitched	chr2	33699968	33705434	1	5467	18519.3546	1209.6258	464	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.23170000000000002	464	1
1_MACS_peak_23055_lociStitched	chr8	38237373	38245042	1	7670	18769.1106	1483.1846	465	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.1765	465	1
1_MACS_peak_7855_lociStitched	chr15	68568753	68578715	1	9963	19188.8044	1915.6926	466	FEM1B	CLN6	FEM1B	FEM1B	0.8028	466	1
2_MACS_peak_19366_lociStitched	chr5	131790522	131804246	2	10691	20310.1476	3060.452	467	C5orf56	IRF1	IRF1	IRF1	0.3137	467	1
1_MACS_peak_17405_lociStitched	chr3	193799245	193804693	1	5449	18711.156	1468.236	468		HES1	HES1	HES1	2.0221	468	1
7_MACS_peak_4147_lociStitched	chr11	63992793	64019785	7	12994	21607.096	4372.704	469	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.8903999999999999	469	1
4_MACS_peak_12122_lociStitched	chr19	56145986	56167702	4	9638	20871.2476	3641.7732	470	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.9156	470	1
1_MACS_peak_22676_lociStitched	chr7	155087987	155092173	1	4187	18437.237	1228.591	471	INSIG1		INSIG1	INSIG1	0.7282000000000001	471	1
4_MACS_peak_20357_lociStitched	chr6	33537619	33558808	4	9574	20568.1623	3386.0022	472	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.7948999999999999	472	1
2_MACS_peak_2026_lociStitched	chr1	206727916	206738849	2	10669	20022.6962	2841.4867	473	RASSF5	LGTN	RASSF5	RASSF5	0.22949999999999998	473	1
3_MACS_peak_20020_lociStitched	chr6	11713967	11733934	3	10858	20006.934	2831.3206	474	C6orf105		C6orf105	C6orf105	0.2811	474	1
2_MACS_peak_24774_lociStitched	chr9	139793176	139798205	2	4536	18336.2369	1168.2367	475	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	0.4766	475	1
2_MACS_peak_1235_lociStitched	chr1	143461200	143469148	2	7820	21202.0848	4043.1476	476			LOC100130000	LOC100130000	NONE	476	1
1_MACS_peak_5502_lociStitched	chr12	57076638	57083862	1	7225	18512.2224	1359.5568	477	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	PTGES3	0.46950000000000003	477	1
1_MACS_peak_13959_lociStitched	chr2	217080571	217088876	1	8306	18993.535	1867.7945	478			XRCC5	XRCC5	NONE	478	1
1_MACS_peak_1445_lociStitched	chr1	154830356	154835501	1	5146	18582.1965	1477.644	479	KCNN3		KCNN3	KCNN3	0.29300000000000004	479	1
1_MACS_peak_14827_lociStitched	chr20	52824015	52825929	1	1915	17529.1776	435.2436	480	PFDN4	CYP24A1	PFDN4	PFDN4	0.7712000000000001	480	1
6_MACS_peak_7508_lociStitched	chr15	40330041	40358379	6	14354	21783.4206	4695.6066	481	SRP14	BMF	SRP14	BMF	0.8775	481	1
1_MACS_peak_19122_lociStitched	chr5	88175328	88186640	1	11313	19017.7344	1978.4688	482	MEF2C		MEF2C	MEF2C	0.1422	482	1
1_MACS_peak_19522_lociStitched	chr5	142777646	142785986	1	8341	18645.738	1634.64	483	NR3C1		NR3C1	NR3C1	0.1179	483	1
6_MACS_peak_9829_lociStitched	chr17	38251385	38280321	6	15175	21496.5544	4487.9736	484	MSL1,NR1D1	THRA,CASC3,MED24	NR1D1	NR1D1	0.5434	484	1
