#03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_ROSE/03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam
#Using cutoff of 13641.8886 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isSuperStretch
1_MACS_peak_12179_lociStitched	chr19	59029999	59031966	1	1968	3153.4944	380.2211	10031	0
1_MACS_peak_2260_lociStitched	chr1	226631767	226633806	1	2040	2302.6427	563.5796	10032	0
1_MACS_peak_13923_lociStitched	chr2	209691384	209693420	1	2037	2075.2948	285.8544	10033	0
1_MACS_peak_12116_lociStitched	chr19	55986957	55988991	1	2035	2131.0218	308.151	10034	0
1_MACS_peak_1010_lociStitched	chr1	89775339	89777402	1	2064	1454.6213	273.7601	10035	0
1_MACS_peak_24532_lociStitched	chr9	126029815	126031862	1	2048	1882.4212	314.6239	10036	0
1_MACS_peak_4024_lociStitched	chr11	57091974	57093965	1	1992	2803.5271	335.0853	10037	0
1_MACS_peak_1280_lociStitched	chr1	145609989	145611868	1	1880	4112.7552	494.5528	10038	0
1_MACS_peak_22446_lociStitched	chr7	128648420	128650482	1	2063	1606.7104	416.7302	10039	0
1_MACS_peak_6160_lociStitched	chr12	133337472	133339466	1	1995	2566.6768	143.568	10040	0
1_MACS_peak_23994_lociStitched	chr9	37784058	37786085	1	2028	2416.3867	493.5745	10041	0
1_MACS_peak_10733_lociStitched	chr18	20670761	20672801	1	2041	2011.644	330.072	10042	0
1_MACS_peak_10361_lociStitched	chr17	73566761	73568485	1	1725	5007.358	310.1476	10043	0
1_MACS_peak_1630_lociStitched	chr1	163290796	163292804	1	2009	2961.8	749.1848	10044	0
1_MACS_peak_3034_lociStitched	chr10	75384837	75386786	1	1950	3303.555	359.0058	10045	0
1_MACS_peak_15065_lociStitched	chr21	34733001	34735053	1	2053	2153.7792	738.1044	10046	0
1_MACS_peak_3747_lociStitched	chr11	9634603	9636656	1	2054	1891.8395	501.3426	10047	0
1_MACS_peak_8929_lociStitched	chr16	61227437	61229510	1	2074	966.018	192.5817	10048	0
1_MACS_peak_21236_lociStitched	chr6	155246720	155247100	1	381	8251.434	17.784	10049	0
1_MACS_peak_15698_lociStitched	chr22	39897555	39899568	1	2014	2538.9969	404.2104	10050	0
1_MACS_peak_5423_lociStitched	chr12	53625070	53627120	1	2051	1775.3	319.39	10051	0
1_MACS_peak_22964_lociStitched	chr8	28558181	28560131	1	1951	3149.64	221.325	10052	0
1_MACS_peak_25583_lociStitched	chrX	154443780	154445721	1	1942	3241.47	219.5271	10053	0
1_MACS_peak_5562_lociStitched	chr12	64173101	64174759	1	1659	5373.578	314.0252	10054	0
1_MACS_peak_6603_lociStitched	chr13	113950602	113952608	1	2007	2544.8116	319.1546	10055	0
1_MACS_peak_4773_lociStitched	chr11	124823279	124825213	1	1935	3456.8316	368.427	10056	0
1_MACS_peak_2088_lociStitched	chr1	209957151	209959056	1	1906	3917.442	551.688	10057	0
2_MACS_peak_5992_lociStitched	chr12	117397471	117400683	2	2063	1464.0296	344.3264	10058	0
1_MACS_peak_22712_lociStitched	chr8	356017	358055	1	2039	1897.1742	213.5824	10059	0
1_MACS_peak_8407_lociStitched	chr16	4742643	4744628	1	1986	2877.853	372.9815	10060	0
1_MACS_peak_7231_lociStitched	chr14	102275498	102277428	1	1931	3322.881	200.141	10061	0
1_MACS_peak_12707_lociStitched	chr2	61990411	61992313	1	1903	3735.3378	347.3052	10062	0
1_MACS_peak_16008_lociStitched	chr3	15105570	15107346	1	1777	4673.3664	317.7264	10063	0
1_MACS_peak_15622_lociStitched	chr22	38452595	38454212	1	1618	5723.5332	462.3003	10064	0
1_MACS_peak_8593_lociStitched	chr16	21865847	21867912	1	2066	1694.539	705.404	10065	0
1_MACS_peak_482_lociStitched	chr1	33206588	33208634	1	2047	1776.3372	281.5296	10066	0
1_MACS_peak_19255_lociStitched	chr5	114504630	114506650	1	2021	2332.696	348.046	10067	0
1_MACS_peak_8871_lociStitched	chr16	56458228	56460222	1	1995	2534.5734	162.511	10068	0
1_MACS_peak_1439_lociStitched	chr1	154719740	154721812	1	2073	1432.1664	733.9024	10069	0
1_MACS_peak_4500_lociStitched	chr11	85861745	85863795	1	2051	1763	366.54	10070	0
2_MACS_peak_19914_lociStitched	chr6	2998854	3000955	2	2061	1414.1831	283.0047	10071	0
1_MACS_peak_2703_lociStitched	chr10	27792300	27794304	1	2005	2590.5708	363.5256	10072	0
1_MACS_peak_22448_lociStitched	chr7	128734520	128736541	1	2022	2615.174	657.0271	10073	0
1_MACS_peak_3924_lociStitched	chr11	34880529	34882593	1	2065	1460.8992	465.6384	10074	0
1_MACS_peak_11080_lociStitched	chr18	75111847	75113914	1	2068	1185.6312	303.0222	10075	0
1_MACS_peak_395_lociStitched	chr1	28156360	28158308	1	1949	3411.922	498.8828	10076	0
1_MACS_peak_7658_lociStitched	chr15	49446772	49448784	1	2013	2526.8708	433.3848	10077	0
1_MACS_peak_4508_lociStitched	chr11	86665850	86667906	1	2057	1514.6552	300.176	10078	0
1_MACS_peak_1972_lociStitched	chr1	203786553	203788586	1	2034	2078.1326	351.709	10079	0
1_MACS_peak_22482_lociStitched	chr7	131240215	131242236	1	2022	2422.1685	484.4337	10080	0
1_MACS_peak_11732_lociStitched	chr19	36504155	36506208	1	2054	1681.2017	398.282	10081	0
1_MACS_peak_4906_lociStitched	chr12	1799373	1801315	1	1943	3235.9546	267.2192	10082	0
1_MACS_peak_15603_lociStitched	chr22	37662407	37664456	1	2050	1750.0509	370.869	10083	0
1_MACS_peak_14478_lociStitched	chr20	30794573	30796481	1	1909	3582.27	277.9956	10084	0
1_MACS_peak_21355_lociStitched	chr7	1003913	1005968	1	2056	1471.1745	250.9155	10085	0
1_MACS_peak_22437_lociStitched	chr7	128451665	128453713	1	2049	1807.7696	410.624	10086	0
1_MACS_peak_12805_lociStitched	chr2	68916239	68918303	1	2065	1617.144	676.992	10087	0
1_MACS_peak_1141_lociStitched	chr1	111745725	111747640	1	1916	3416.1685	180.5845	10088	0
1_MACS_peak_24641_lociStitched	chr9	131485655	131487587	1	1933	3421.1856	353.7492	10089	0
1_MACS_peak_6205_lociStitched	chr13	22688060	22690072	1	2013	2268.53	196.7736	10090	0
1_MACS_peak_14411_lociStitched	chr20	21080453	21082502	1	2050	1681.8192	317.7999	10091	0
1_MACS_peak_4608_lociStitched	chr11	108463201	108465252	1	2052	1795.2403	484.8564	10092	0
1_MACS_peak_2695_lociStitched	chr10	27027168	27029228	1	2061	1406.774	353.908	10093	0
1_MACS_peak_7011_lociStitched	chr14	73602493	73604431	1	1939	3170.7618	171.513	10094	0
1_MACS_peak_7475_lociStitched	chr15	35349988	35352009	1	2022	2152.5671	235.6486	10095	0
1_MACS_peak_11358_lociStitched	chr19	10490122	10492129	1	2008	2602.6776	461.2086	10096	0
1_MACS_peak_1897_lociStitched	chr1	200378096	200380124	1	2029	2315.1648	527.4828	10097	0
1_MACS_peak_8136_lociStitched	chr15	89984202	89986268	1	2067	1173.6946	356.5916	10098	0
1_MACS_peak_22088_lociStitched	chr7	92794081	92796138	1	2058	1327.1764	201.586	10099	0
1_MACS_peak_20178_lociStitched	chr6	26420740	26422790	1	2051	1899.12	584.66	10100	0
1_MACS_peak_2117_lociStitched	chr1	211779293	211781345	1	2053	1932.3684	670.3884	10101	0
1_MACS_peak_19420_lociStitched	chr5	135371750	135373794	1	2045	1782.368	327.04	10102	0
1_MACS_peak_12143_lociStitched	chr19	57831045	57832965	1	1921	3549.12	376.512	10103	0
1_MACS_peak_21726_lociStitched	chr7	43965179	43967111	1	1933	3337.53	285.936	10104	0
1_MACS_peak_3026_lociStitched	chr10	74877098	74879140	1	2043	1860.6704	368.1726	10105	0
1_MACS_peak_6875_lociStitched	chr14	57273200	57275262	1	2063	1092.0352	145.1648	10106	0
1_MACS_peak_13463_lociStitched	chr2	150687823	150689873	1	2051	1624.83	328.615	10107	0
1_MACS_peak_11518_lociStitched	chr19	16492884	16494907	1	2024	2226.5138	367.7814	10108	0
1_MACS_peak_5044_lociStitched	chr12	10765113	10766991	1	1879	3975.5382	425.367	10109	0
1_MACS_peak_9711_lociStitched	chr17	33317242	33319276	1	2035	2068.9848	422.6652	10110	0
1_MACS_peak_21013_lociStitched	chr6	126034610	126036664	1	2055	1511.744	337.4722	10111	0
1_MACS_peak_18892_lociStitched	chr5	55954001	55956046	1	2046	1668.72	268.5085	10112	0
1_MACS_peak_14350_lociStitched	chr20	12152053	12154093	1	2041	1913.316	403.512	10113	0
1_MACS_peak_25052_lociStitched	chrX	46320141	46322174	1	2034	1818.1119	163.8598	10114	0
1_MACS_peak_21437_lociStitched	chr7	6676106	6678096	1	1991	2550.185	197.607	10115	0
1_MACS_peak_12726_lociStitched	chr2	62931774	62933832	1	2059	1537.326	511.413	10116	0
1_MACS_peak_6865_lociStitched	chr14	55517658	55519623	1	1966	2898.1785	233.049	10117	0
1_MACS_peak_6094_lociStitched	chr12	123848634	123850649	1	2016	2174.7895	205.127	10118	0
1_MACS_peak_25523_lociStitched	chrX	149861074	149863120	1	2047	1521.4056	165.3168	10119	0
1_MACS_peak_16736_lociStitched	chr3	119216412	119218352	1	1941	3264.244	323.98	10120	0
1_MACS_peak_19741_lociStitched	chr5	170270733	170272755	1	2023	2185.782	344.751	10121	0
1_MACS_peak_1021_lociStitched	chr1	90459907	90461805	1	1899	3700.7204	346.5748	10122	0
1_MACS_peak_19813_lociStitched	chr5	176073397	176075432	1	2036	1883.596	293.2435	10123	0
1_MACS_peak_2157_lociStitched	chr1	215173948	215176002	1	2055	1487.7122	363.9688	10124	0
1_MACS_peak_12316_lociStitched	chr2	18740681	18742387	1	1707	4965.6542	229.9688	10125	0
1_MACS_peak_9536_lociStitched	chr17	18907169	18909134	1	1966	2910.165	257.022	10126	0
1_MACS_peak_8810_lociStitched	chr16	47176541	47178577	1	2037	1739.762	179.168	10127	0
1_MACS_peak_20642_lociStitched	chr6	70576004	70578058	1	2055	1459.5724	348.9746	10128	0
1_MACS_peak_3404_lociStitched	chr10	111767220	111769243	1	2024	2035.7449	227.7898	10129	0
1_MACS_peak_24298_lociStitched	chr9	99212014	99214073	1	2060	1389.4132	445.3617	10130	0
1_MACS_peak_1360_lociStitched	chr1	150737084	150739133	1	2050	1784.679	538.0674	10131	0
1_MACS_peak_17455_lociStitched	chr3	196466397	196468231	1	1835	4401.2332	521.0394	10132	0
1_MACS_peak_7238_lociStitched	chr14	102605047	102607083	1	2037	1696.5988	148.0172	10133	0
1_MACS_peak_15102_lociStitched	chr21	37303805	37305848	1	2044	1964.7531	580.4163	10134	0
1_MACS_peak_24275_lociStitched	chr9	97400730	97402777	1	2048	1503.3168	225.3747	10135	0
1_MACS_peak_14190_lociStitched	chr2	242625331	242627263	1	1933	3241.3164	237.8292	10136	0
1_MACS_peak_11037_lociStitched	chr18	67872216	67874025	1	1810	4436.7534	383.6889	10137	0
1_MACS_peak_12786_lociStitched	chr2	66148315	66150358	1	2044	1685.2707	326.4714	10138	0
1_MACS_peak_551_lociStitched	chr1	38324349	38326340	1	1992	2789.5901	500.7365	10139	0
1_MACS_peak_19416_lociStitched	chr5	134388114	134390157	1	2044	1690.3782	333.8262	10140	0
1_MACS_peak_17368_lociStitched	chr3	187365073	187367135	1	2063	1229.3644	474.8786	10141	0
1_MACS_peak_21923_lociStitched	chr7	72648660	72650691	1	2032	2045.217	428.541	10142	0
1_MACS_peak_16681_lociStitched	chr3	111577924	111579978	1	2055	1333.6622	291.2572	10143	0
1_MACS_peak_16322_lociStitched	chr3	49202665	49204665	1	2001	2580.2	429.2	10144	0
1_MACS_peak_20087_lociStitched	chr6	16731023	16733068	1	2046	1662.585	366.2595	10145	0
1_MACS_peak_16494_lociStitched	chr3	69061907	69063769	1	1863	4096.7724	457.4934	10146	0
1_MACS_peak_20526_lociStitched	chr6	44354325	44356273	1	1949	3210.6936	394.47	10147	0
1_MACS_peak_4021_lociStitched	chr11	55424935	55426968	1	2034	2034.6264	467.59	10148	0
1_MACS_peak_20376_lociStitched	chr6	34392591	34394381	1	1791	4624.286	444.278	10149	0
1_MACS_peak_7563_lociStitched	chr15	42065612	42067668	1	2057	1577.98	626.4632	10150	0
1_MACS_peak_9968_lociStitched	chr17	43567373	43569366	1	1994	2665.4382	422.7153	10151	0
1_MACS_peak_4613_lociStitched	chr11	109653667	109655718	1	2052	1451.4927	340.2609	10152	0
1_MACS_peak_9682_lociStitched	chr17	30771064	30772744	1	1681	5235.72	376.152	10153	0
1_MACS_peak_5819_lociStitched	chr12	101738620	101740676	1	2057	1323.6528	381.388	10154	0
1_MACS_peak_24288_lociStitched	chr9	98188214	98190206	1	1993	2592.9864	340.2336	10155	0
1_MACS_peak_4777_lociStitched	chr11	124980465	124982442	1	1978	2966.4885	509.8683	10156	0
1_MACS_peak_3784_lociStitched	chr11	12738390	12740447	1	2058	1492.5592	593.0331	10157	0
1_MACS_peak_25497_lociStitched	chrX	138285971	138288011	1	2041	1557.54	166.872	10158	0
1_MACS_peak_21830_lociStitched	chr7	55322014	55324045	1	2032	1931.481	343.239	10159	0
1_MACS_peak_807_lociStitched	chr1	55621262	55623315	1	2054	1276.7607	250.6713	10160	0
1_MACS_peak_23633_lociStitched	chr8	135696959	135698969	1	2011	2318.937	349.539	10161	0
1_MACS_peak_17434_lociStitched	chr3	195350735	195352794	1	2060	1463.7431	655.3797	10162	0
1_MACS_peak_6872_lociStitched	chr14	56046193	56048223	1	2031	1694.644	96.831	10163	0
2_MACS_peak_8246_lociStitched	chr15	100465870	100469486	2	2053	1269.5776	221.6608	10164	0
1_MACS_peak_14640_lociStitched	chr20	40753580	40755641	1	2062	1073.5749	370.98	10165	0
1_MACS_peak_692_lociStitched	chr1	45768690	45770559	1	1870	3933.1236	369.8751	10166	0
2_MACS_peak_18969_lociStitched	chr5	68512401	68514456	2	2049	1518.8505	357.7755	10167	0
1_MACS_peak_14908_lociStitched	chr20	61608395	61610423	1	2029	1928.8308	301.9692	10168	0
1_MACS_peak_8035_lociStitched	chr15	81281030	81282905	1	1876	3812.625	304.6875	10169	0
1_MACS_peak_5116_lociStitched	chr12	15941336	15943363	1	2028	2025.9865	381.8868	10170	0
1_MACS_peak_21627_lociStitched	chr7	30386787	30388826	1	2040	1692.9817	310.7436	10171	0
1_MACS_peak_21195_lociStitched	chr6	144655129	144657176	1	2048	1365.349	198.9684	10172	0
1_MACS_peak_20998_lociStitched	chr6	122815719	122817749	1	2031	1877.953	306.733	10173	0
1_MACS_peak_19509_lociStitched	chr5	142149243	142151292	1	2050	1570.9683	470.0406	10174	0
1_MACS_peak_25154_lociStitched	chrX	54834324	54836337	1	2014	2035.9482	144.7347	10175	0
1_MACS_peak_2792_lociStitched	chr10	43915462	43917206	1	1745	4856.6912	393.0976	10176	0
1_MACS_peak_4981_lociStitched	chr12	6999504	7001436	1	1933	3359.3616	402.4356	10177	0
1_MACS_peak_13273_lociStitched	chr2	114548659	114550699	1	2041	1719.312	385.968	10178	0
1_MACS_peak_2407_lociStitched	chr1	240738590	240740622	1	2033	2024.0752	508.4064	10179	0
2_MACS_peak_10866_lociStitched	chr18	44054313	44062976	2	2057	1962.1695	1122.7248	10180	0
1_MACS_peak_8674_lociStitched	chr16	28856788	28858822	1	2035	1872.5004	406.1898	10181	0
1_MACS_peak_9234_lociStitched	chr16	89590774	89592707	1	1934	3041.9621	105.5418	10182	0
1_MACS_peak_779_lociStitched	chr1	53661736	53663558	1	1823	4151.7914	233.0338	10183	0
1_MACS_peak_14617_lociStitched	chr20	39303733	39305787	1	2055	1197.6874	303.7866	10184	0
1_MACS_peak_23867_lociStitched	chr9	22101745	22103792	1	2048	1318.6774	194.6697	10185	0
1_MACS_peak_21078_lociStitched	chr6	134616172	134618214	1	2043	1596.0272	335.909	10186	0
1_MACS_peak_2189_lociStitched	chr1	221051906	221053949	1	2044	1809.0765	577.9647	10187	0
1_MACS_peak_10261_lociStitched	chr17	65240342	65242369	1	2028	1888.7586	290.6718	10188	0
1_MACS_peak_18182_lociStitched	chr4	113557427	113559256	1	1830	4406.061	545.7736	10189	0
1_MACS_peak_3579_lociStitched	chr10	131933987	131935970	1	1984	2690.5344	365.6652	10190	0
2_MACS_peak_5468_lociStitched	chr12	56131680	56138040	2	2057	1770.624	974.352	10191	0
1_MACS_peak_4012_lociStitched	chr11	47599559	47601474	1	1916	3520.153	411.1505	10192	0
1_MACS_peak_24964_lociStitched	chrX	20283542	20285584	1	2043	1332.6092	94.5446	10193	0
1_MACS_peak_15254_lociStitched	chr21	47919556	47921559	1	2004	2484.7215	465.6975	10194	0
2_MACS_peak_18079_lociStitched	chr4	99915873	99917930	2	2009	2222.7942	287.3629	10195	0
1_MACS_peak_20727_lociStitched	chr6	86170162	86172213	1	2052	1355.9161	396.2532	10196	0
1_MACS_peak_2279_lociStitched	chr1	227750675	227752329	1	1655	5422.639	451.542	10197	0
1_MACS_peak_20726_lociStitched	chr6	86158846	86160860	1	2015	2192.4404	361.7144	10198	0
1_MACS_peak_17130_lociStitched	chr3	165918167	165920223	1	2057	1217.152	453.7592	10199	0
1_MACS_peak_11587_lociStitched	chr19	18667908	18669826	1	1919	3394.0928	319.5388	10200	0
1_MACS_peak_16891_lociStitched	chr3	131099549	131101522	1	1974	2847.039	400.1244	10201	0
1_MACS_peak_6115_lociStitched	chr12	125258128	125260180	1	2053	1157.1228	241.7256	10202	0
1_MACS_peak_5646_lociStitched	chr12	75783719	75785758	1	2040	1637.5209	337.8623	10203	0
1_MACS_peak_22245_lociStitched	chr7	104991614	104993661	1	2048	1477.934	403.6684	10204	0
1_MACS_peak_15799_lociStitched	chr22	45704701	45706728	1	2028	1873.3534	301.8203	10205	0
1_MACS_peak_18932_lociStitched	chr5	61895501	61897551	1	2051	1222.62	251.74	10206	0
1_MACS_peak_2570_lociStitched	chr10	11489663	11491705	1	2043	1597.865	387.3674	10207	0
1_MACS_peak_13703_lociStitched	chr2	183988415	183990373	1	1959	2974.0062	348.524	10208	0
1_MACS_peak_2082_lociStitched	chr1	209825968	209828021	1	2054	1366.2715	522.4885	10209	0
1_MACS_peak_1788_lociStitched	chr1	182572345	182574373	1	2029	2069.9796	537.0144	10210	0
1_MACS_peak_285_lociStitched	chr1	24017837	24019698	1	1862	4013.6187	428.9605	10211	0
1_MACS_peak_3825_lociStitched	chr11	17189937	17191973	1	2037	1613.1228	277.3032	10212	0
1_MACS_peak_7546_lociStitched	chr15	41197791	41199843	1	2053	1289.682	438.7176	10213	0
1_MACS_peak_12627_lociStitched	chr2	47747358	47749358	1	2001	2219.4	186.8	10214	0
2_MACS_peak_12362_lociStitched	chr2	24713074	24715116	2	2040	1495.9692	239.1182	10215	0
1_MACS_peak_2325_lociStitched	chr1	231174762	231176786	1	2025	1924.0144	324.0424	10216	0
1_MACS_peak_20790_lociStitched	chr6	91295837	91297715	1	1879	3893.6574	462.3636	10217	0
1_MACS_peak_7811_lociStitched	chr15	65281152	65283132	1	1981	2684.88	359.964	10218	0
1_MACS_peak_22702_lociStitched	chr7	158448626	158450674	1	2049	1421.1072	436.4288	10219	0
1_MACS_peak_21499_lociStitched	chr7	17337461	17339494	1	2034	1743.9074	344.1869	10220	0
1_MACS_peak_21229_lociStitched	chr6	152128151	152130181	1	2031	1688.554	230.405	10221	0
1_MACS_peak_18813_lociStitched	chr5	41924550	41926413	1	1864	3904.6617	349.1262	10222	0
1_MACS_peak_18070_lociStitched	chr4	94013275	94015314	1	2040	1458.0889	223.6783	10223	0
1_MACS_peak_25358_lociStitched	chrX	109196072	109198073	1	2002	2235.9174	234.3171	10224	0
1_MACS_peak_10829_lociStitched	chr18	38317604	38319645	1	2042	1528.0967	359.216	10225	0
1_MACS_peak_16704_lociStitched	chr3	112737449	112739398	1	1950	3064.9974	362.514	10226	0
1_MACS_peak_3738_lociStitched	chr11	9335262	9337195	1	1934	3229.8497	349.873	10227	0
1_MACS_peak_17174_lociStitched	chr3	171177370	171179408	1	2039	1812.1896	570.8438	10228	0
1_MACS_peak_15139_lociStitched	chr21	40832475	40834500	1	2026	1963.44	416.1375	10229	0
1_MACS_peak_12039_lociStitched	chr19	50353426	50355199	1	1774	4441.7196	214.7103	10230	0
1_MACS_peak_21643_lociStitched	chr7	32796676	32798702	1	2027	1739.5236	219.4158	10231	0
1_MACS_peak_6939_lociStitched	chr14	65345900	65347940	1	2041	1279.896	106.692	10232	0
1_MACS_peak_11240_lociStitched	chr19	4669016	4670825	1	1810	4391.5284	423.306	10233	0
1_MACS_peak_4312_lociStitched	chr11	68079958	68081986	1	2029	1697.6388	241.332	10234	0
1_MACS_peak_11844_lociStitched	chr19	42374884	42376926	1	2043	1602.7658	510.9084	10235	0
1_MACS_peak_25353_lociStitched	chrX	108682922	108684967	1	2046	1292.849	296.7295	10236	0
1_MACS_peak_2419_lociStitched	chr1	243476596	243478641	1	2046	1370.968	378.5295	10237	0
1_MACS_peak_5422_lociStitched	chr12	53613909	53615947	1	2039	1618.3758	417.1786	10238	0
1_MACS_peak_17946_lociStitched	chr4	76860488	76862483	1	1996	2426.718	367.479	10239	0
1_MACS_peak_8771_lociStitched	chr16	31275966	31277982	1	2017	1952.6976	257.8464	10240	0
1_MACS_peak_3493_lociStitched	chr10	121650932	121652936	1	2005	2300.7924	391.5816	10241	0
1_MACS_peak_21966_lociStitched	chr7	74571732	74573771	1	2040	1672.1839	508.1188	10242	0
2_MACS_peak_8364_lociStitched	chr16	3070215	3074681	2	2016	2360.7276	649.3564	10243	0
1_MACS_peak_13850_lociStitched	chr2	202207537	202209587	1	2051	1265.67	473.755	10244	0
1_MACS_peak_19719_lociStitched	chr5	167600527	167602532	1	2006	2283.8955	392.7795	10245	0
1_MACS_peak_20605_lociStitched	chr6	56457441	56459489	1	2049	1308.8768	440.32	10246	0
1_MACS_peak_22225_lociStitched	chr7	102919698	102921699	1	2002	2330.1645	376.5882	10247	0
1_MACS_peak_18216_lociStitched	chr4	122617024	122618866	1	1843	3968.9574	269.1162	10248	0
1_MACS_peak_19447_lociStitched	chr5	138676694	138678685	1	1992	2543.3034	434.6353	10249	0
1_MACS_peak_17479_lociStitched	chr3	197686023	197688031	1	2009	2679.0736	850.9904	10250	0
1_MACS_peak_11679_lociStitched	chr19	33164988	33167008	1	2021	1960.006	360.57	10251	0
1_MACS_peak_19007_lociStitched	chr5	72860359	72862342	1	1984	2591.9793	366.4584	10252	0
1_MACS_peak_3720_lociStitched	chr11	7313309	7315345	1	2037	1465.92	238.8228	10253	0
1_MACS_peak_7661_lociStitched	chr15	49557936	49559976	1	2041	1361.904	248.88	10254	0
1_MACS_peak_23186_lociStitched	chr8	63950568	63952562	1	1995	2551.323	495.3096	10255	0
1_MACS_peak_1364_lociStitched	chr1	150897628	150899643	1	2016	2278.965	588.783	10256	0
1_MACS_peak_3027_lociStitched	chr10	74926924	74928853	1	1930	3303.4125	415.3137	10257	0
1_MACS_peak_6306_lociStitched	chr13	39611416	39613299	1	1884	3549.2667	207.6949	10258	0
1_MACS_peak_516_lociStitched	chr1	36272997	36275009	1	2013	1993.2884	253.1096	10259	0
1_MACS_peak_1610_lociStitched	chr1	161718865	161720588	1	1724	5173.4798	647.1588	10260	0
1_MACS_peak_4037_lociStitched	chr11	57478908	57480881	1	1974	2771.8677	422.6166	10261	0
1_MACS_peak_3760_lociStitched	chr11	10678170	10680171	1	2002	2362.5807	435.4176	10262	0
1_MACS_peak_11818_lociStitched	chr19	41195827	41197771	1	1945	2969.0712	258.552	10263	0
1_MACS_peak_10778_lociStitched	chr18	24652172	24654209	1	2038	1539.5646	379.2894	10264	0
1_MACS_peak_1752_lociStitched	chr1	179197695	179199676	1	1982	2654.1438	422.7454	10265	0
1_MACS_peak_13141_lociStitched	chr2	109064685	109066654	1	1970	2770.1861	376.079	10266	0
1_MACS_peak_10415_lociStitched	chr17	74867654	74869694	1	2041	1375.776	325.176	10267	0
1_MACS_peak_17020_lociStitched	chr3	149687603	149689637	1	2035	1404.477	192.0096	10268	0
1_MACS_peak_3186_lociStitched	chr10	91460424	91462449	1	2026	1914.2325	489.645	10269	0
1_MACS_peak_16649_lociStitched	chr3	107149464	107151340	1	1877	3583.5352	202.608	10270	0
1_MACS_peak_24433_lociStitched	chr9	114773841	114775872	1	2032	1604.0838	329.8344	10271	0
1_MACS_peak_1303_lociStitched	chr1	147752048	147754088	1	2041	1708.5	694.62	10272	0
1_MACS_peak_4849_lociStitched	chr11	130015463	130017482	1	2020	2137.5153	595.605	10273	0
1_MACS_peak_16428_lociStitched	chr3	56758752	56760800	1	2049	1112.064	433.9712	10274	0
1_MACS_peak_4528_lociStitched	chr11	94226049	94227983	1	1935	3151.2596	359.724	10275	0
1_MACS_peak_24975_lociStitched	chrX	23924968	23926978	1	2011	1912.716	197.382	10276	0
1_MACS_peak_5410_lociStitched	chr12	52497618	52499628	1	2011	2184.468	470.742	10277	0
1_MACS_peak_11096_lociStitched	chr19	488130	490041	1	1912	3217.5507	182.5005	10278	0
1_MACS_peak_16037_lociStitched	chr3	17236182	17238226	1	2045	1260.5348	422.2904	10279	0
1_MACS_peak_5360_lociStitched	chr12	49462586	49464625	1	2040	1341.8659	330.5219	10280	0
1_MACS_peak_18185_lociStitched	chr4	114274463	114276496	1	2034	1527.7995	337.8846	10281	0
1_MACS_peak_1754_lociStitched	chr1	179262070	179264060	1	1991	2536.852	485.361	10282	0
1_MACS_peak_5412_lociStitched	chr12	53267075	53268924	1	1850	3766.5979	168.259	10283	0
1_MACS_peak_15716_lociStitched	chr22	40887482	40889523	1	2042	1366.8577	438.4068	10284	0
1_MACS_peak_3550_lociStitched	chr10	126479562	126481560	1	1999	2257.1406	341.2584	10285	0
1_MACS_peak_21274_lociStitched	chr6	158980319	158982288	1	1970	2474.8361	125.2284	10286	0
1_MACS_peak_15294_lociStitched	chr22	18560019	18561987	1	1969	2782.1616	419.3808	10287	0
1_MACS_peak_6768_lociStitched	chr14	35514443	35516442	1	2000	2118.7401	223.6881	10288	0
1_MACS_peak_2923_lociStitched	chr10	64538212	64540239	1	2028	1591.3977	262.0911	10289	0
1_MACS_peak_3868_lociStitched	chr11	22828779	22830816	1	2038	1539.5646	487.2504	10290	0
1_MACS_peak_21402_lociStitched	chr7	5229023	5231040	1	2018	1874.1964	325.1404	10291	0
1_MACS_peak_5879_lociStitched	chr12	107167259	107169221	1	1963	2881.3932	445.5702	10292	0
1_MACS_peak_2679_lociStitched	chr10	24671763	24673751	1	1989	2359.9548	293.8264	10293	0
1_MACS_peak_20625_lociStitched	chr6	62995105	62997117	1	2013	2163.7048	518.09	10294	0
1_MACS_peak_24296_lociStitched	chr9	98911735	98913748	1	2014	2157.7347	532.2372	10295	0
1_MACS_peak_18907_lociStitched	chr5	57389002	57391028	1	2027	1575.6202	254.263	10296	0
1_MACS_peak_6886_lociStitched	chr14	58893242	58895139	1	1898	3383.1098	233.1413	10297	0
1_MACS_peak_20840_lociStitched	chr6	101458280	101460309	1	2030	1622.9971	385.51	10298	0
1_MACS_peak_8078_lociStitched	chr15	84897746	84899780	1	2035	1619.064	522.738	10299	0
