REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_10363_lociStitched	chr17	73628679	73643880	2	8392	21738.9501	2313.5922	470	LOC643008,LOC100130933,RECQL5	MYO15B,SAP30BP,RECQL5	LOC643008	470	1
3_MACS_peak_9549_lociStitched	chr17	19205978	19221440	3	8960	16947.8982	2480.1048	472	EPN2	MIR1180,B9D1	MIR1180	472	1
3_MACS_peak_4074_lociStitched	chr11	60672700	60684139	3	8702	19339.9173	2529.1629	473	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	473	1
2_MACS_peak_331_lociStitched	chr1	25869662	25879268	2	8204	22222.5204	1895.2638	475	LDLRAP1		LDLRAP1	475	1
1_MACS_peak_20419_lociStitched	chr6	36718464	36727358	1	8895	16464.5728	1746.7816	476	CPNE5		CDKN1A	476	1
1_MACS_peak_3423_lociStitched	chr10	112256086	112264806	1	8721	17958.84	1761.44	477	DUSP5		DUSP5	477	1
4_MACS_peak_9512_lociStitched	chr17	17725460	17744747	4	8670	19248.426	2839.0464	480	SREBF1	SMCR5,MIR33B	SREBF1	480	1
1_MACS_peak_1273_lociStitched	chr1	145449070	145457805	1	8736	18514.706	2690.38	481	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	481	1
2_MACS_peak_14976_lociStitched	chr21	19151702	19163017	2	8707	18345.0095	2319.575	482	C21orf91		C21orf91	482	1
1_MACS_peak_23465_lociStitched	chr8	118450195	118457608	1	7414	25763.8815	1524.1128	487			MED30	487	1
2_MACS_peak_7877_lociStitched	chr15	70387299	70396689	2	8910	15515.097	1763.442	489	TLE3	MIR629	TLE3	489	1
4_MACS_peak_24556_lociStitched	chr9	127614918	127635671	4	8721	18432.8146	2965.6037	491	WDR38,ARPC5L,RPL35		RPL35	491	1
1_MACS_peak_9822_lociStitched	chr17	38016966	38025056	1	8091	21444.163	1707.799	498	ZPBP2,IKZF3	GSDMB	IKZF3	498	1
2_MACS_peak_10453_lociStitched	chr17	76116419	76129286	2	8818	15880.4514	2076.7338	499	TMC8,TMC6	C17orf99,SYNGR2	TMC6	499	1
2_MACS_peak_23622_lociStitched	chr8	134577096	134586047	2	8516	18053.2719	1693.5292	501	ST3GAL1		ST3GAL1	501	1
1_MACS_peak_3661_lociStitched	chr11	2792881	2801389	1	8509	17988.4644	1597.8024	502	KCNQ1		KCNQ1OT1	502	1
2_MACS_peak_9355_lociStitched	chr17	4842363	4854493	2	7441	25491.195	2242.837	503	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	503	1
3_MACS_peak_4733_lociStitched	chr11	120368177	120383306	3	8608	17281.8567	1888.0992	504			GRIK4	504	1
1_MACS_peak_3517_lociStitched	chr10	125155752	125163738	1	7987	21686.7816	1795.2528	510			BUB3	510	1
3_MACS_peak_4294_lociStitched	chr11	67647079	67659987	3	7868	22494.7716	1956.8528	512			LOC645332	512	1
4_MACS_peak_23721_lociStitched	chr8	145732870	145754882	4	8594	17699.8492	2843.9504	513	MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,GPT,CYHR1,FOXH1	LRRC14	513	1
1_MACS_peak_19522_lociStitched	chr5	142777646	142785986	1	8341	18645.738	1634.64	514	NR3C1		NR3C1	514	1
3_MACS_peak_521_lociStitched	chr1	36614181	36627341	3	8428	18522.7	2317.476	515	MAP7D1,TRAPPC3	COL8A2	MAP7D1	515	1
1_MACS_peak_13959_lociStitched	chr2	217080571	217088876	1	8306	18993.535	1867.7945	516			XRCC5	516	1
1_MACS_peak_6117_lociStitched	chr12	125398346	125406794	1	8449	16849.536	1091.4816	518	UBC	SCARB1	UBC	518	1
2_MACS_peak_17221_lociStitched	chr3	177068557	177079810	2	8490	18468.4236	3082.1967	519			TBL1XR1	519	1
2_MACS_peak_2540_lociStitched	chr10	6961759	6973211	2	7257	24873.744	1778.4956	525			LOC439949	525	1
1_MACS_peak_21514_lociStitched	chr7	20254879	20262658	1	7780	21681.6288	1663.1502	527	MACC1		MACC1	527	1
2_MACS_peak_17501_lociStitched	chr4	1712520	1724653	2	6928	26388.0617	1843.0027	528	TACC3,SLBP,TMEM129	FAM53A	TMEM129	528	1
3_MACS_peak_6623_lociStitched	chr13	114863289	114877625	3	7825	21472.4608	1873.7152	529	RASA3		RASA3	529	1
1_MACS_peak_19358_lociStitched	chr5	131435032	131441916	1	6885	26164.0188	1586.762	533		IL3,CSF2	CSF2	533	1
3_MACS_peak_15986_lociStitched	chr3	13455167	13470835	3	7668	23100.8992	2619.6896	534	NUP210		NUP210	534	1
2_MACS_peak_4864_lociStitched	chr11	130696929	130705702	2	8549	15439.6027	1731.7902	535			SNX19	535	1
3_MACS_peak_9610_lociStitched	chr17	27037648	27056500	3	8177	20017.0536	3185.988	537	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,PROCA1,RAB34,TLCD1	SUPT6H,TRAF4,SDF2	RPL23A	537	1
1_MACS_peak_1134_lociStitched	chr1	111172969	111181184	1	8216	17479.877	1066.307	539		KCNA2,KCNA3	KCNA2	539	1
2_MACS_peak_6813_lociStitched	chr14	50465596	50476604	2	7441	22433.2032	1073.28	542	C14orf182		C14orf182	542	1
1_MACS_peak_22976_lociStitched	chr8	29409719	29417097	1	7379	23238.4866	1589.2212	544			C8orf75	544	1
2_MACS_peak_17815_lociStitched	chr4	48194575	48205938	2	8320	16279.7701	1791.9451	556	TEC		TXK	556	1
2_MACS_peak_15229_lociStitched	chr21	45659653	45668038	2	7147	24365.9715	1966.2825	557	ICOSLG,DNMT3L	AIRE	ICOSLG	557	1
1_MACS_peak_15444_lociStitched	chr22	26984215	26992456	1	8242	16383.108	1746.2679	565	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	565	1
1_MACS_peak_888_lociStitched	chr1	66795825	66803464	1	7640	20568.0075	1467.4519	566	PDE4B		PDE4B	566	1
2_MACS_peak_17438_lociStitched	chr3	195631950	195642590	2	6930	25758.376	2836.624	571	TNK2	TNK2	TNK2	571	1
2_MACS_peak_3680_lociStitched	chr11	3527135	3536041	2	8056	17629.427	1831.0736	574			TRPC2	574	1
2_MACS_peak_10572_lociStitched	chr17	80405744	80417907	2	6983	24248.1568	1905.9421	576	NARF,C17orf62	HEXDC,C17orf101	C17orf62	576	1
2_MACS_peak_11502_lociStitched	chr19	16221287	16231956	2	7423	21894.9218	2020.7086	577	RAB8A	TPM4,HSH2D	RAB8A	577	1
2_MACS_peak_1235_lociStitched	chr1	143461200	143469148	2	7820	21202.0848	4043.1476	579			LOC100130000	579	1
2_MACS_peak_25105_lociStitched	chrX	48793543	48804748	2	7241	22041.3555	1294.1775	583	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	583	1
3_MACS_peak_15062_lociStitched	chr21	34696066	34712490	3	8040	18907.3088	3945.0448	587	IFNAR1		IFNAR1	587	1
2_MACS_peak_9305_lociStitched	chr17	2294502	2306110	2	7311	21820.7184	1753.9688	590	MNT	LOC284009	MNT	590	1
2_MACS_peak_11770_lociStitched	chr19	39338896	39348883	2	7458	20708.0445	1587.933	592	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	592	1
1_MACS_peak_23547_lociStitched	chr8	126441083	126449151	1	8069	16190.0556	1632.9632	593	TRIB1		TRIB1	593	1
1_MACS_peak_14721_lociStitched	chr20	45979582	45987283	1	7702	18852.8181	1540.9701	594	ZMYND8	LOC100131496	ZMYND8	594	1
1_MACS_peak_6475_lociStitched	chr13	78688986	78696715	1	7730	18318.5029	1453.8249	596			EDNRB	596	1
1_MACS_peak_23055_lociStitched	chr8	38237373	38245042	1	7670	18769.1106	1483.1846	597	LETM2,WHSC1L1		WHSC1L1	597	1
2_MACS_peak_20416_lociStitched	chr6	36643543	36652025	2	7589	19240.5688	1417.3422	600	CDKN1A		CDKN1A	600	1
2_MACS_peak_21083_lociStitched	chr6	135190564	135204125	2	7356	21606.7413	2507.4289	605			ALDH8A1	605	1
3_MACS_peak_13346_lociStitched	chr2	129127849	129147233	3	8058	16216.6544	2459.8296	606			HS6ST1	606	1
1_MACS_peak_258_lociStitched	chr1	21615572	21622786	1	7215	21561.9246	1638.2994	607	ECE1	ECE1	ECE1	607	1
2_MACS_peak_9789_lociStitched	chr17	36856187	36863157	2	6964	22211.299	1250.418	613	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	613	1
1_MACS_peak_15994_lociStitched	chr3	14161126	14168242	1	7117	21575.712	1490.0904	616	TMEM43,CHCHD4		CHCHD4	616	1
2_MACS_peak_3347_lociStitched	chr10	104401161	104412853	2	7816	17008.3524	1760.8152	617	TRIM8		TRIM8	617	1
1_MACS_peak_2246_lociStitched	chr1	226127436	226134761	1	7326	20722.425	1998.9925	618	LEFTY2	PYCR2	LEFTY2	618	1
2_MACS_peak_11500_lociStitched	chr19	16180567	16191467	2	6955	22293.77	1624.1	622	TPM4	FLJ25328,RAB8A	TPM4	622	1
2_MACS_peak_4806_lociStitched	chr11	126567184	126574983	2	7799	16062.8204	1458.413	631	KIRREL3		MIR3167	631	1
1_MACS_peak_15191_lociStitched	chr21	44580456	44587498	1	7043	21230.2216	1725.9942	638		CRYAA	CRYAA	638	1
2_MACS_peak_22635_lociStitched	chr7	150125183	150134112	2	7775	16660.6211	2527.7999	640	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	640	1
1_MACS_peak_4685_lociStitched	chr11	117877480	117884580	1	7101	19990.76	1150.91	642		IL10RA	IL10RA	642	1
1_MACS_peak_17111_lociStitched	chr3	160116285	160123441	1	7157	20233.59	1907.074	649	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	649	1
2_MACS_peak_15418_lociStitched	chr22	24822321	24831886	2	7008	20843.0915	1688.2225	651	ADORA2A,C22orf45		ADORA2A	651	1
1_MACS_peak_22475_lociStitched	chr7	130790115	130797046	1	6932	21267.0804	1733.4431	654	MKLN1,FLJ43663		FLJ43663	654	1
1_MACS_peak_23621_lociStitched	chr8	134508440	134515546	1	7107	20187.4354	1708.2824	655	ST3GAL1		ST3GAL1	655	1
3_MACS_peak_20210_lociStitched	chr6	27791176	27807716	3	7612	17395.118	2742.332	659	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	659	1
3_MACS_peak_15916_lociStitched	chr3	5018424	5029527	3	7586	16542.3597	1674.3324	660	BHLHE40		BHLHE40	660	1
2_MACS_peak_9260_lociStitched	chr17	977471	985380	2	7635	15301.5423	1251.9947	669	ABR		ABR	669	1
1_MACS_peak_5502_lociStitched	chr12	57076638	57083862	1	7225	18512.2224	1359.5568	671	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	671	1
2_MACS_peak_7922_lociStitched	chr15	74688643	74696861	2	7625	15449.0182	1426.6448	675		CYP11A1,SEMA7A	CYP11A1	675	1
2_MACS_peak_8745_lociStitched	chr16	30661028	30673051	2	7514	16989.7013	2134.0825	678	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	678	1
2_MACS_peak_21578_lociStitched	chr7	25979807	25992272	2	7070	19939.014	1984.428	682	MIR148A		MIR148A	682	1
2_MACS_peak_2046_lociStitched	chr1	207093032	207104856	2	7115	20566.6656	3044.68	688	FAIM3,PIGR	IL24,FCAMR	FAIM3	688	1
1_MACS_peak_7929_lociStitched	chr15	74832031	74839607	1	7577	15540.6488	1506.1088	689	ARID3B		ARID3B	689	1
3_MACS_peak_14420_lociStitched	chr20	23329992	23344193	3	7347	18226.9835	2380.0876	692	NXT1	GZF1	NXT1	692	1
1_MACS_peak_18312_lociStitched	chr4	144274445	144281800	1	7356	17154.0665	1376.856	693	GAB1		GAB1	693	1
3_MACS_peak_20294_lociStitched	chr6	31619170	31634835	3	7347	18433.0055	2653.651	694	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	694	1
2_MACS_peak_15066_lociStitched	chr21	34746235	34757188	2	7266	18617.9094	2434.8519	696		IFNAR1,IFNGR2	IFNGR2	696	1
2_MACS_peak_16739_lociStitched	chr3	119354676	119362841	2	6863	20325.1345	1766.0895	702	POPDC2	PLA1A,COX17	POPDC2	702	1
2_MACS_peak_24617_lociStitched	chr9	130731530	130744303	2	7397	16611.2865	2101.1585	710	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	710	1
2_MACS_peak_9329_lociStitched	chr17	3813459	3820976	2	7190	17388.3244	1460.5531	716	P2RX1	CAMKK1,ATP2A3	P2RX1	716	1
2_MACS_peak_11961_lociStitched	chr19	47728665	47736257	2	7377	15695.7008	1315.6936	718	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	718	1
3_MACS_peak_11878_lociStitched	chr19	44257794	44271755	3	7383	16496.3176	2355.2207	721	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	721	1
2_MACS_peak_9018_lociStitched	chr16	68788097	68796538	2	7155	17249.1835	1397.8296	726	CDH1		CDH1	726	1
2_MACS_peak_22442_lociStitched	chr7	128572416	128582201	2	7088	18622.812	2602.81	733	IRF5	KCP	IRF5	733	1
1_MACS_peak_20857_lociStitched	chr6	106439264	106446511	1	7248	16092.6882	1308.8082	735			PRDM1	735	1
2_MACS_peak_24495_lociStitched	chr9	123341134	123348734	2	7312	15467.52	1244.88	736	CDK5RAP2		CDK5RAP2	736	1
1_MACS_peak_24339_lociStitched	chr9	102580651	102587595	1	6945	17596.7904	1131.872	746	NR4A3	NR4A3	NR4A3	746	1
1_MACS_peak_21040_lociStitched	chr6	130003847	130010520	1	6674	19323.6734	1426.0201	758	ARHGAP18		ARHGAP18	758	1
3_MACS_peak_1796_lociStitched	chr1	183439114	183450977	3	7198	17107.6323	3093.8704	762	SMG7		SMG7	762	1
2_MACS_peak_4755_lociStitched	chr11	122930799	122941610	2	6858	18318.1584	1938.4123	767	HSPA8	LOC341056	HSPA8	767	1
2_MACS_peak_10458_lociStitched	chr17	76163725	76171360	2	7142	15357.8025	1268.1735	771	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	771	1
2_MACS_peak_17539_lociStitched	chr4	4029595	4037240	2	6760	18257.789	1501.478	774			LOC348926	774	1
2_MACS_peak_24110_lociStitched	chr9	73026751	73036530	2	6800	17819.2938	1395.4633	778	KLF9		KLF9	778	1
2_MACS_peak_13514_lociStitched	chr2	158323923	158337760	2	6968	17512.1072	2449.149	785		CYTIP	CYTIP	785	1
2_MACS_peak_14948_lociStitched	chr21	9962317	9969590	2	6972	18297.4134	3342.6708	787	LOC100132288		LOC100132288	787	1
2_MACS_peak_15169_lociStitched	chr21	43527069	43540365	2	6860	18704.8128	2935.7568	788	UMODL1,C21orf128		C21orf128	788	1
1_MACS_peak_13512_lociStitched	chr2	158295328	158302177	1	6850	17340.9831	1525.9572	789	CYTIP		CYTIP	789	1
2_MACS_peak_4125_lociStitched	chr11	62598054	62610443	2	6901	17190.9764	2500.1002	807	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	807	1
2_MACS_peak_22503_lociStitched	chr7	134844029	134857466	2	6924	17407.6335	2907.7668	808	TMEM140,C7orf49	WDR91	C7orf49	808	1
2_MACS_peak_2285_lociStitched	chr1	228268989	228279395	2	6748	18338.4938	2863.7312	818	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	818	1
1_MACS_peak_16920_lociStitched	chr3	133290628	133297465	1	6838	15867.9933	1657.9725	838	CDV3		CDV3	838	1
2_MACS_peak_22382_lociStitched	chr7	121944836	121951650	2	6789	15478.001	1551.5478	854	LOC154860	FEZF1	FEZF1	854	1
