#03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_ROSE/03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05_peaks_7KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam
#Using cutoff of 13641.8886 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isSuper
2_MACS_peak_10663_lociStitched	chr18	9134489	9151997	2	12844	19705.254	3335.274	530	1
2_MACS_peak_23622_lociStitched	chr8	134577096	134586047	2	8516	18053.2719	1693.5292	531	1
3_MACS_peak_21178_lociStitched	chr6	143162967	143179952	3	12338	17783.295	1430.137	532	1
3_MACS_peak_14783_lociStitched	chr20	50015560	50032413	3	9403	18925.919	2578.509	533	1
2_MACS_peak_13204_lociStitched	chr2	111874496	111881430	2	5966	17427.9156	1087.9446	534	1
1_MACS_peak_3017_lociStitched	chr10	74055328	74059154	1	3827	17139.3322	826.7986	535	1
4_MACS_peak_15666_lociStitched	chr22	39459116	39474331	4	11276	19011.1425	2721.9635	536	1
1_MACS_peak_14089_lociStitched	chr2	232570627	232576019	1	5393	16873.7248	604.4432	537	1
1_MACS_peak_12771_lociStitched	chr2	65256664	65261086	1	4423	17276.754	1033.8636	538	1
1_MACS_peak_154_lociStitched	chr1	11967500	11970665	1	3166	16879.8945	639.963	539	1
1_MACS_peak_7860_lociStitched	chr15	69109117	69114885	1	5769	17148.8408	911.9208	540	1
3_MACS_peak_521_lociStitched	chr1	36614181	36627341	3	8428	18522.7	2317.476	541	1
1_MACS_peak_3423_lociStitched	chr10	112256086	112264806	1	8721	17958.84	1761.44	542	1
1_MACS_peak_14585_lociStitched	chr20	35806186	35808873	1	2688	16903.6483	719.8473	543	1
2_MACS_peak_15066_lociStitched	chr21	34746235	34757188	2	7266	18617.9094	2434.8519	544	1
5_MACS_peak_4961_lociStitched	chr12	6552080	6580895	5	10431	20977.32	4812.105	545	1
4_MACS_peak_9142_lociStitched	chr16	81841884	81857631	4	10155	17529.5604	1365.2649	546	1
1_MACS_peak_22971_lociStitched	chr8	29203879	29210310	1	6432	17199.7095	1037.9634	547	1
1_MACS_peak_2635_lociStitched	chr10	17268851	17273585	1	4735	17081.6922	921.7098	548	1
1_MACS_peak_24473_lociStitched	chr9	117209772	117216218	1	6447	17413.2244	1269.862	549	1
1_MACS_peak_22529_lociStitched	chr7	139042899	139046275	1	3377	17363.1056	1246.0816	550	1
3_MACS_peak_10595_lociStitched	chr17	81141080	81156824	3	6350	18189.0432	2123.8656	551	1
4_MACS_peak_1804_lociStitched	chr1	183865248	183885945	4	10231	20810.8335	4752.0312	552	1
1_MACS_peak_13979_lociStitched	chr2	219431989	219435843	1	3855	17013.483	962.7292	553	1
4_MACS_peak_12736_lociStitched	chr2	64430470	64456389	4	9782	19898.0163	3859.3391	554	1
1_MACS_peak_15843_lociStitched	chr22	48491972	48497668	1	5697	17048.128	1015.5968	555	1
2_MACS_peak_14976_lociStitched	chr21	19151702	19163017	2	8707	18345.0095	2319.575	556	1
2_MACS_peak_22442_lociStitched	chr7	128572416	128582201	2	7088	18622.812	2602.81	557	1
1_MACS_peak_13665_lociStitched	chr2	178127555	178130952	1	3398	16640.5442	626.4068	558	1
1_MACS_peak_2235_lociStitched	chr1	225653977	225656787	1	2811	17063.163	1053.75	559	1
1_MACS_peak_8523_lociStitched	chr16	15067798	15070453	1	2656	17199.09	1191.2985	560	1
1_MACS_peak_12703_lociStitched	chr2	61762912	61766843	1	3932	16869.8865	872.682	561	1
1_MACS_peak_1555_lociStitched	chr1	159890455	159896277	1	5823	17273.2918	1282.5866	562	1
1_MACS_peak_19427_lociStitched	chr5	137088518	137091507	1	2990	16554.8754	590.3275	563	1
1_MACS_peak_15570_lociStitched	chr22	36726083	36730171	1	4089	16794.3216	838.04	564	1
1_MACS_peak_22837_lociStitched	chr8	17940280	17943195	1	2916	16636.7795	681.2355	565	1
4_MACS_peak_8147_lociStitched	chr15	90574007	90591808	4	11843	18587.8042	2647.0087	566	1
2_MACS_peak_9329_lociStitched	chr17	3813459	3820976	2	7190	17388.3244	1460.5531	567	1
3_MACS_peak_18748_lociStitched	chr5	32530536	32544143	3	11196	18663.3612	2775.828	568	1
3_MACS_peak_25021_lociStitched	chrX	39953231	39969396	3	11733	16680.6635	801.784	569	1
2_MACS_peak_9018_lociStitched	chr16	68788097	68796538	2	7155	17249.1835	1397.8296	570	1
3_MACS_peak_14420_lociStitched	chr20	23329992	23344193	3	7347	18226.9835	2380.0876	571	1
2_MACS_peak_23640_lociStitched	chr8	137189277	137201302	2	10876	18051.93	2227.03	572	1
1_MACS_peak_1273_lociStitched	chr1	145449070	145457805	1	8736	18514.706	2690.38	573	1
8_MACS_peak_5434_lociStitched	chr12	53845682	53873680	8	21370	20810.9134	4989.2436	574	1
1_MACS_peak_13512_lociStitched	chr2	158295328	158302177	1	6850	17340.9831	1525.9572	575	1
1_MACS_peak_3627_lociStitched	chr11	692130	697181	1	5052	16733.4579	918.7769	576	1
2_MACS_peak_11170_lociStitched	chr19	2234903	2240926	2	4614	17389.0033	1587.0605	577	1
2_MACS_peak_9917_lociStitched	chr17	41436833	41447167	2	5576	17721.7766	1922.124	578	1
2_MACS_peak_3680_lociStitched	chr11	3527135	3536041	2	8056	17629.427	1831.0736	579	1
2_MACS_peak_9802_lociStitched	chr17	37351271	37357776	2	5505	16874.6205	1080.4805	580	1
3_MACS_peak_20294_lociStitched	chr6	31619170	31634835	3	7347	18433.0055	2653.651	581	1
1_MACS_peak_18312_lociStitched	chr4	144274445	144281800	1	7356	17154.0665	1376.856	582	1
2_MACS_peak_15169_lociStitched	chr21	43527069	43540365	2	6860	18704.8128	2935.7568	583	1
1_MACS_peak_14584_lociStitched	chr20	35722761	35725426	1	2666	16445.715	677.7095	584	1
2_MACS_peak_6063_lociStitched	chr12	122237273	122243357	2	5901	16252.7976	489.1536	585	1
1_MACS_peak_6117_lociStitched	chr12	125398346	125406794	1	8449	16849.536	1091.4816	586	1
6_MACS_peak_11430_lociStitched	chr19	12885650	12918342	6	13612	20184.0408	4446.112	587	1
1_MACS_peak_5832_lociStitched	chr12	102870406	102879284	1	8879	17444.3822	1722.332	588	1
4_MACS_peak_19595_lociStitched	chr5	150459382	150475825	4	10351	18726.9327	3033.7335	589	1
1_MACS_peak_15644_lociStitched	chr22	39051695	39054022	1	2328	16157.5245	478.8966	590	1
1_MACS_peak_12832_lociStitched	chr2	70368195	70371250	1	3056	16430.401	763.4445	591	1
1_MACS_peak_24549_lociStitched	chr9	127047185	127050728	1	3544	16324.0182	663.6039	592	1
1_MACS_peak_1270_lociStitched	chr1	145381882	145383944	1	2063	16267.9428	629.3224	593	1
3_MACS_peak_22432_lociStitched	chr7	128162708	128173479	3	6495	17809.8485	2182.2046	594	1
1_MACS_peak_708_lociStitched	chr1	46597310	46601402	1	4093	16397.4624	772.5696	595	1
1_MACS_peak_5154_lociStitched	chr12	25537824	25540871	1	3048	16292.6137	669.4259	596	1
1_MACS_peak_13185_lociStitched	chr2	111126923	111132593	1	5671	16770.159	1152.144	597	1
1_MACS_peak_13334_lociStitched	chr2	128457500	128460765	1	3266	16230.968	627.8595	598	1
1_MACS_peak_17351_lociStitched	chr3	186499993	186503247	1	3255	16533.2486	952.4458	599	1
1_MACS_peak_572_lociStitched	chr1	39973122	39978127	1	5006	16631.1145	1050.5495	600	1
2_MACS_peak_20303_lociStitched	chr6	31756003	31764608	2	4993	16858.0555	1313.123	601	1
1_MACS_peak_2914_lociStitched	chr10	63803283	63812313	1	9031	17119.977	1632.624	602	1
2_MACS_peak_2285_lociStitched	chr1	228268989	228279395	2	6748	18338.4938	2863.7312	603	1
1_MACS_peak_14958_lociStitched	chr21	11167940	11172280	1	4341	17806.586	2333.184	604	1
4_MACS_peak_24556_lociStitched	chr9	127614918	127635671	4	8721	18432.8146	2965.6037	605	1
2_MACS_peak_16832_lociStitched	chr3	127307891	127318433	2	5140	17082.2568	1621.3596	606	1
2_MACS_peak_11097_lociStitched	chr19	506007	512344	2	4573	17177.7059	1753.4479	607	1
1_MACS_peak_20028_lociStitched	chr6	12008025	12014025	1	6001	15979.8	555.6	608	1
3_MACS_peak_4733_lociStitched	chr11	120368177	120383306	3	8608	17281.8567	1888.0992	609	1
2_MACS_peak_17221_lociStitched	chr3	177068557	177079810	2	8490	18468.4236	3082.1967	610	1
1_MACS_peak_18580_lociStitched	chr5	188040	192957	1	4918	16143.9861	789.1785	611	1
1_MACS_peak_337_lociStitched	chr1	25967533	25970966	1	3434	16263.1509	916.611	612	1
4_MACS_peak_2038_lociStitched	chr1	206955598	206978900	4	12596	20200.5038	4860.7972	613	1
1_MACS_peak_19856_lociStitched	chr5	179244934	179249243	1	4310	16108.3347	776.4818	614	1
1_MACS_peak_17215_lociStitched	chr3	176911622	176920839	1	9218	17785.1232	2466.4692	615	1
1_MACS_peak_22334_lociStitched	chr7	115849732	115852980	1	3249	16078.5744	781.7936	616	1
2_MACS_peak_2133_lociStitched	chr1	212779655	212788838	2	5808	17487.1869	2201.1651	617	1
4_MACS_peak_12549_lociStitched	chr2	42343213	42360909	4	12672	17927.8176	2659.7088	618	1
5_MACS_peak_24690_lociStitched	chr9	134127165	134153553	5	13519	19442.6784	4179.8592	619	1
1_MACS_peak_13633_lociStitched	chr2	174827530	174831447	1	3918	15819.9796	558.9559	620	1
1_MACS_peak_18116_lociStitched	chr4	103746434	103750762	1	4329	16412.6416	1160.3368	621	1
1_MACS_peak_13664_lociStitched	chr2	178075650	178078963	1	3314	15741.7195	493.9683	622	1
2_MACS_peak_3347_lociStitched	chr10	104401161	104412853	2	7816	17008.3524	1760.8152	623	1
2_MACS_peak_24188_lociStitched	chr9	91924665	91934803	2	5106	17118.013	1886.6818	624	1
2_MACS_peak_9071_lociStitched	chr16	71841454	71853057	2	6043	17041.3261	1811.2283	625	1
1_MACS_peak_771_lociStitched	chr1	53100834	53104834	1	4001	16244	1028.8	626	1
2_MACS_peak_20266_lociStitched	chr6	30683986	30690643	2	6051	16784.2941	1581.7032	627	1
4_MACS_peak_11519_lociStitched	chr19	16545092	16561452	4	9159	17901.112	2705.944	628	1
1_MACS_peak_10923_lociStitched	chr18	48677413	48681672	1	4260	15987.0083	804.5251	629	1
2_MACS_peak_10434_lociStitched	chr17	75361705	75369735	2	6176	16579.541	1399.629	630	1
3_MACS_peak_4265_lociStitched	chr11	67034058	67046750	3	6323	17381.694	2207.1388	631	1
5_MACS_peak_4164_lociStitched	chr11	64611165	64634362	5	10415	18483.3696	3328.7695	632	1
3_MACS_peak_17369_lociStitched	chr3	187455452	187464136	3	5308	17216.03	2083.2916	633	1
2_MACS_peak_11664_lociStitched	chr19	29121177	29126511	2	5253	16264.9662	1155.8778	634	1
4_MACS_peak_7873_lociStitched	chr15	70306297	70330153	4	12314	18765.1296	3671.4384	635	1
1_MACS_peak_9055_lociStitched	chr16	70555623	70559522	1	3900	15691.5255	612.143	636	1
1_MACS_peak_4803_lociStitched	chr11	126333405	126338802	1	5398	15905.4987	837.0747	637	1
3_MACS_peak_1819_lociStitched	chr1	184710816	184725593	3	9592	18777.1339	3710.5047	638	1
2_MACS_peak_13514_lociStitched	chr2	158323923	158337760	2	6968	17512.1072	2449.149	639	1
1_MACS_peak_24162_lociStitched	chr9	86593744	86597004	1	3261	16001.058	949.312	640	1
1_MACS_peak_19033_lociStitched	chr5	75696716	75702067	1	5352	16406.166	1367.1805	641	1
3_MACS_peak_22978_lociStitched	chr8	29465171	29482530	3	10869	17376.359	2357.3522	642	1
1_MACS_peak_7299_lociStitched	chr14	106207523	106212068	1	4546	15434.82	415.8675	643	1
1_MACS_peak_4696_lociStitched	chr11	118659231	118663639	1	4409	15725.0992	725.9976	644	1
3_MACS_peak_15062_lociStitched	chr21	34696066	34712490	3	8040	18907.3088	3945.0448	645	1
2_MACS_peak_14948_lociStitched	chr21	9962317	9969590	2	6972	18297.4134	3342.6708	646	1
1_MACS_peak_23016_lociStitched	chr8	33410105	33413758	1	3654	15652.7397	702.4719	647	1
2_MACS_peak_4699_lociStitched	chr11	118738600	118744384	2	5595	16039.032	1111.1064	648	1
3_MACS_peak_17151_lociStitched	chr3	169655421	169668098	3	11232	17897.3886	2991.772	649	1
4_MACS_peak_3632_lociStitched	chr11	789035	811145	4	9609	17621.67	2728.374	650	1
3_MACS_peak_15916_lociStitched	chr3	5018424	5029527	3	7586	16542.3597	1674.3324	651	1
2_MACS_peak_15639_lociStitched	chr22	38782558	38795740	2	10160	17037.735	2173.7118	652	1
2_MACS_peak_15510_lociStitched	chr22	31884445	31893622	2	5122	16489.2336	1628.9175	653	1
4_MACS_peak_23721_lociStitched	chr8	145732870	145754882	4	8594	17699.8492	2843.9504	654	1
2_MACS_peak_8745_lociStitched	chr16	30661028	30673051	2	7514	16989.7013	2134.0825	655	1
2_MACS_peak_4411_lociStitched	chr11	75478818	75485712	2	3372	15985.8072	1160.2602	656	1
2_MACS_peak_17511_lociStitched	chr4	2413297	2421728	2	5645	16593.0511	1789.9013	657	1
1_MACS_peak_4072_lociStitched	chr11	60602555	60612477	1	9923	16755.2814	1956.6184	658	1
1_MACS_peak_20857_lociStitched	chr6	106439264	106446511	1	7248	16092.6882	1308.8082	659	1
1_MACS_peak_13313_lociStitched	chr2	122287138	122290119	1	2982	15315.1856	535.6857	660	1
1_MACS_peak_3574_lociStitched	chr10	130854607	130858417	1	3811	15607.284	833.247	661	1
2_MACS_peak_12009_lociStitched	chr19	49369025	49380575	2	6584	16513.035	1740.585	662	1
1_MACS_peak_1369_lociStitched	chr1	151041917	151044541	1	2625	15547.4624	781.6896	663	1
1_MACS_peak_15210_lociStitched	chr21	45135284	45140917	1	5634	16038.2776	1310.2358	664	1
1_MACS_peak_20419_lociStitched	chr6	36718464	36727358	1	8895	16464.5728	1746.7816	665	1
1_MACS_peak_11915_lociStitched	chr19	45907709	45910722	1	3014	15411.7963	702.3303	666	1
2_MACS_peak_4125_lociStitched	chr11	62598054	62610443	2	6901	17190.9764	2500.1002	667	1
4_MACS_peak_12752_lociStitched	chr2	64862718	64882843	4	10175	17846.85	3167.675	668	1
1_MACS_peak_10400_lociStitched	chr17	74476054	74479814	1	3761	15518.648	861.792	669	1
1_MACS_peak_14858_lociStitched	chr20	56252991	56258890	1	5900	15832.916	1179.8	670	1
3_MACS_peak_20210_lociStitched	chr6	27791176	27807716	3	7612	17395.118	2742.332	671	1
1_MACS_peak_15444_lociStitched	chr22	26984215	26992456	1	8242	16383.108	1746.2679	672	1
2_MACS_peak_4806_lociStitched	chr11	126567184	126574983	2	7799	16062.8204	1458.413	673	1
4_MACS_peak_12333_lociStitched	chr2	20615215	20631201	4	11565	17045.8718	2450.6538	674	1
1_MACS_peak_23547_lociStitched	chr8	126441083	126449151	1	8069	16190.0556	1632.9632	675	1
2_MACS_peak_24617_lociStitched	chr9	130731530	130744303	2	7397	16611.2865	2101.1585	676	1
1_MACS_peak_38_lociStitched	chr1	1622703	1625731	1	3029	15114.5648	614.684	677	1
2_MACS_peak_22503_lociStitched	chr7	134844029	134857466	2	6924	17407.6335	2907.7668	678	1
1_MACS_peak_16745_lociStitched	chr3	119811881	119815616	1	3736	15547.6845	1050.6555	679	1
1_MACS_peak_15126_lociStitched	chr21	38737455	38741409	1	3955	15349.428	860.7858	680	1
2_MACS_peak_17815_lociStitched	chr4	48194575	48205938	2	8320	16279.7701	1791.9451	681	1
1_MACS_peak_12944_lociStitched	chr2	85764531	85767794	1	3264	15203.2959	716.5548	682	1
1_MACS_peak_22322_lociStitched	chr7	113723774	113728781	1	5008	15810.6039	1326.3543	683	1
1_MACS_peak_4128_lociStitched	chr11	62647445	62650742	1	3298	15123.9984	654.7842	684	1
3_MACS_peak_9549_lociStitched	chr17	19205978	19221440	3	8960	16947.8982	2480.1048	685	1
1_MACS_peak_22294_lociStitched	chr7	108208990	108211904	1	2915	15415.9342	952.0038	686	1
6_MACS_peak_7180_lociStitched	chr14	95946366	95985750	6	15076	17746.4304	3288.564	687	1
2_MACS_peak_23614_lociStitched	chr8	134221402	134232044	2	5974	16263.1044	1827.2314	688	1
1_MACS_peak_18649_lociStitched	chr5	6632111	6634535	1	2425	14932.5672	514.1304	689	1
1_MACS_peak_19461_lociStitched	chr5	139046715	139052060	1	5346	15443.3085	1052.965	690	1
2_MACS_peak_42_lociStitched	chr1	1708908	1715000	2	5787	15663.7504	1273.8372	691	1
2_MACS_peak_11961_lociStitched	chr19	47728665	47736257	2	7377	15695.7008	1315.6936	692	1
1_MACS_peak_4015_lociStitched	chr11	47787196	47790684	1	3489	15182.2176	823.168	693	1
1_MACS_peak_10427_lociStitched	chr17	75204261	75210035	1	5775	15942.014	1584.963	694	1
1_MACS_peak_17936_lociStitched	chr4	76023545	76028805	1	5261	15505.954	1159.83	695	1
2_MACS_peak_19035_lociStitched	chr5	75839001	75845903	2	6405	15736.56	1403.8668	696	1
1_MACS_peak_1863_lociStitched	chr1	192542416	192551558	1	9143	16707.9192	2386.062	697	1
1_MACS_peak_669_lociStitched	chr1	44411412	44413601	1	2190	14766.7751	453.5608	698	1
3_MACS_peak_14376_lociStitched	chr20	17826267	17840411	3	10610	16534.336	2227.68	699	1
3_MACS_peak_18545_lociStitched	chr4	186391281	186402818	3	5930	15771.079	1490.5804	700	1
3_MACS_peak_16856_lociStitched	chr3	128900937	128915463	3	6618	16298.172	2036.5452	701	1
2_MACS_peak_24495_lociStitched	chr9	123341134	123348734	2	7312	15467.52	1244.88	702	1
1_MACS_peak_16920_lociStitched	chr3	133290628	133297465	1	6838	15867.9933	1657.9725	703	1
1_MACS_peak_24238_lociStitched	chr9	95086962	95089233	1	2272	14822.5899	614.0784	704	1
4_MACS_peak_20158_lociStitched	chr6	26183805	26207161	4	12216	18392.85	4187.7308	705	1
2_MACS_peak_12396_lociStitched	chr2	26463495	26468908	2	4792	15394.572	1192.4839	706	1
1_MACS_peak_7949_lociStitched	chr15	75299393	75304751	1	5359	15163.14	1000.3386	707	1
4_MACS_peak_10474_lociStitched	chr17	76763432	76779741	4	12688	16809.6863	2656.7361	708	1
5_MACS_peak_5052_lociStitched	chr12	11901782	11920321	5	11754	16940.9382	2790.1195	709	1
3_MACS_peak_11878_lociStitched	chr19	44257794	44271755	3	7383	16496.3176	2355.2207	710	1
3_MACS_peak_4796_lociStitched	chr11	126173131	126189653	3	9599	17141.575	3002.0474	711	1
2_MACS_peak_22635_lociStitched	chr7	150125183	150134112	2	7775	16660.6211	2527.7999	712	1
1_MACS_peak_19773_lociStitched	chr5	173168777	173174446	1	5670	15304.5993	1174.6168	713	1
2_MACS_peak_11421_lociStitched	chr19	12713840	12725800	2	6079	16105.336	1990.144	714	1
1_MACS_peak_3934_lociStitched	chr11	35159774	35169052	1	9279	16349.6916	2253.6262	715	1
2_MACS_peak_10458_lociStitched	chr17	76163725	76171360	2	7142	15357.8025	1268.1735	716	1
4_MACS_peak_24871_lociStitched	chrX	10065422	10091062	4	10283	16327.552	2266.576	717	1
1_MACS_peak_11178_lociStitched	chr19	2392953	2396794	1	3842	15085.9116	1025.547	718	1
2_MACS_peak_9260_lociStitched	chr17	977471	985380	2	7635	15301.5423	1251.9947	719	1
3_MACS_peak_1585_lociStitched	chr1	161122821	161137410	3	6279	17877.3606	3832.5303	720	1
3_MACS_peak_11113_lociStitched	chr19	1015275	1029461	3	9088	16966.456	2926.5718	721	1
1_MACS_peak_7929_lociStitched	chr15	74832031	74839607	1	7577	15540.6488	1506.1088	722	1
1_MACS_peak_16666_lociStitched	chr3	108787851	108792938	1	5088	15226.9171	1201.0407	723	1
2_MACS_peak_7922_lociStitched	chr15	74688643	74696861	2	7625	15449.0182	1426.6448	724	1
2_MACS_peak_10351_lociStitched	chr17	73256379	73268823	2	5466	16060.2264	2039.5716	725	1
3_MACS_peak_1796_lociStitched	chr1	183439114	183450977	3	7198	17107.6323	3093.8704	726	1
1_MACS_peak_10697_lociStitched	chr18	12701749	12703850	1	2102	14392.2702	383.4325	727	1
3_MACS_peak_19368_lociStitched	chr5	131824203	131842729	3	11667	16953.1426	2945.634	728	1
1_MACS_peak_10479_lociStitched	chr17	76835334	76838489	1	3156	14487.4445	506.693	729	1
1_MACS_peak_16733_lociStitched	chr3	119040597	119043438	1	2842	14508.987	569.6205	730	1
2_MACS_peak_22382_lociStitched	chr7	121944836	121951650	2	6789	15478.001	1551.5478	731	1
1_MACS_peak_22600_lociStitched	chr7	148394603	148398115	1	3513	14734.9472	821.808	732	1
1_MACS_peak_19126_lociStitched	chr5	88565230	88569847	1	4618	14961.3885	1052.2143	733	1
3_MACS_peak_19751_lociStitched	chr5	171601103	171616049	3	10020	16539.2436	2640.9582	734	1
3_MACS_peak_7953_lociStitched	chr15	75352740	75370880	3	10700	16837.548	2958.634	735	1
1_MACS_peak_19852_lociStitched	chr5	179124369	179127531	1	3163	14649.2298	777.852	736	1
3_MACS_peak_20339_lociStitched	chr6	33167217	33176995	3	5894	15338.7486	1500.923	737	1
1_MACS_peak_17752_lociStitched	chr4	38177396	38182772	1	5377	14810.88	976.8192	738	1
2_MACS_peak_1521_lociStitched	chr1	156709516	156722766	2	9510	17421.1	3600.025	739	1
8_MACS_peak_10019_lociStitched	chr17	46527855	46562231	8	17971	19047.7416	5232.0272	740	1
1_MACS_peak_1529_lociStitched	chr1	157104960	157109927	1	4968	15408.1307	1598.3806	741	1
2_MACS_peak_4775_lociStitched	chr11	124932228	124944138	2	6280	15465.135	1660.254	742	1
2_MACS_peak_10453_lociStitched	chr17	76116419	76129286	2	8818	15880.4514	2076.7338	743	1
4_MACS_peak_4102_lociStitched	chr11	62308118	62325812	4	10766	16896.0006	3103.5276	744	1
3_MACS_peak_13346_lociStitched	chr2	129127849	129147233	3	8058	16216.6544	2459.8296	745	1
1_MACS_peak_24369_lociStitched	chr9	108005913	108010645	1	4733	14530.5524	776.048	746	1
2_MACS_peak_7877_lociStitched	chr15	70387299	70396689	2	8910	15515.097	1763.442	747	1
1_MACS_peak_20663_lociStitched	chr6	74228648	74234441	1	5794	15126.1023	1382.7891	748	1
1_MACS_peak_15791_lociStitched	chr22	44419126	44423860	1	4735	14504.976	768.8016	749	1
1_MACS_peak_1758_lociStitched	chr1	179850364	179853505	1	3142	14860.071	1135.1574	750	1
2_MACS_peak_19890_lociStitched	chr6	381516	400905	2	13041	17048.7477	3334.908	751	1
2_MACS_peak_4864_lociStitched	chr11	130696929	130705702	2	8549	15439.6027	1731.7902	752	1
3_MACS_peak_25541_lociStitched	chrX	153189344	153201417	3	6568	14727.8527	1063.6313	753	1
2_MACS_peak_24611_lociStitched	chr9	130672476	130681102	2	6604	15367.219	1718.2992	754	1
