REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X03_0EWP_0229Kronos_MM1S.KB.1hr.1_H3K18Ac_hs.dm_i05.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_8684_lociStitched	chr16	29464224	29484330	4	10102	13849.0128	4153.8996	320	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B,LOC388242	LOC606724	SULT1A4	LOC606724	1.0126	320	1
3_MACS_peak_8509_lociStitched	chr16	14486389	14504452	3	10100	34175.196	2651.6484	321			MIR365-1	MIR365-1	NONE	321	1
5_MACS_peak_8959_lociStitched	chr16	67184077	67209077	5	10083	16690	3620	322	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	HSF4	0.6555	322	1
4_MACS_peak_5088_lociStitched	chr12	13242220	13255922	4	10080	12331.8	2393.7394	323	GSG1	KIAA1467	GSG1	GSG1	0.24239999999999998	323	1
2_MACS_peak_4662_lociStitched	chr11	115125174	115137372	2	10063	23792.199	1900.4484	324	CADM1		CADM1	CADM1	0.22829999999999998	324	1
5_MACS_peak_9059_lociStitched	chr16	70827195	70850481	5	10043	13710.7968	3909.7194	325	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.14150000000000001	325	1
3_MACS_peak_1907_lociStitched	chr1	200850685	200864864	3	10040	30490.5216	3115.1263	326	C1orf106	GPR25	C1orf106	C1orf106	0.7808999999999999	326	1
1_MACS_peak_20538_lociStitched	chr6	45673950	45683988	1	10039	23704.737	1744.6044	327			RUNX2	RUNX2	0.1171	327	1
3_MACS_peak_19751_lociStitched	chr5	171601103	171616049	3	10020	16539.2436	2640.9582	328	STK10	EFCAB9	STK10	STK10	0.0765	328	1
3_MACS_peak_11463_lociStitched	chr19	13949143	13962192	3	10010	32977.4328	1762.9199	329		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	0.9122999999999999	329	1
1_MACS_peak_15194_lociStitched	chr21	44724896	44734900	1	10005	39610.838	2134.8536	330			SIK1	SIK1	0.7573	330	1
2_MACS_peak_16245_lociStitched	chr3	46245890	46257129	2	10004	26123.9316	2200.5962	331	CCR1	CCR3	CCR1	CCR1	1.1958000000000002	331	1
3_MACS_peak_1344_lociStitched	chr1	150121020	150138978	3	9980	17178.6228	4194.9888	332	PLEKHO1		PLEKHO1	PLEKHO1	0.5527	332	1
2_MACS_peak_15369_lociStitched	chr22	23088140	23102055	2	9971	13107.93	2163.7825	333			MIR650	MIR650	0.5722	333	1
3_MACS_peak_5606_lociStitched	chr12	68752083	68770562	3	9967	21023.5583	3043.4913	334		MDM1	MDM1	NONE	NONE	334	1
1_MACS_peak_7855_lociStitched	chr15	68568753	68578715	1	9963	19188.8044	1915.6926	335	FEM1B	CLN6	FEM1B	FEM1B	0.8028	335	1
5_MACS_peak_18650_lociStitched	chr5	6711618	6738433	5	9958	16936.354	3681.6995	336	PAPD7	PAPD7	PAPD7	PAPD7	0.23539999999999997	336	1
1_MACS_peak_4072_lociStitched	chr11	60602555	60612477	1	9923	16755.2814	1956.6184	337	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	0.7423000000000001	337	1
5_MACS_peak_19114_lociStitched	chr5	87954731	87976691	5	9923	25034.4	3179.808	338	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.1156	338	1
5_MACS_peak_11281_lociStitched	chr19	6765420	6789505	5	9915	13880.1855	5154.19	339	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	0.5516	339	1
2_MACS_peak_14853_lociStitched	chr20	56047515	56058224	2	9908	29082.4313	1957.6052	340		CTCFL	CTCFL	CTCFL	0.0652	340	1
4_MACS_peak_5995_lociStitched	chr12	117535777	117558069	4	9905	14534.384	1894.82	341	TESC		TESC	TESC	0.025500000000000002	341	1
3_MACS_peak_23286_lociStitched	chr8	81046623	81060782	3	9902	9192.0228	2466.4978	342	TPD52		TPD52	TPD52	0.10969999999999999	342	1
3_MACS_peak_21747_lociStitched	chr7	45025136	45042142	3	9893	15291.7952	2790.6846	343	CCM2,C7orf40	CCM2,MYO1G,SNORA9	CCM2	SNORA9	0.269	343	1
4_MACS_peak_16048_lociStitched	chr3	20080495	20097976	4	9872	12820.5654	2749.7613	344	KAT2B	C3orf48	KAT2B	KAT2B	0.06159999999999999	344	1
3_MACS_peak_1485_lociStitched	chr1	155902821	155917768	3	9867	17103.8521	3543.9337	345	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	0.6743999999999999	345	1
1_MACS_peak_11013_lociStitched	chr18	60821786	60831646	1	9861	62770.732	2355.554	346	BCL2		BCL2	BCL2	0.4567	346	1
2_MACS_peak_14066_lociStitched	chr2	231729574	231739480	2	9853	18970.9806	1095.6036	347	ITM2C		ITM2C	ITM2C	0.7431	347	1
3_MACS_peak_4628_lociStitched	chr11	111282233	111294361	3	9845	10616.8512	2197.5936	348		POU2AF1	POU2AF1	POU2AF1	0.5820000000000001	348	1
3_MACS_peak_574_lociStitched	chr1	40030415	40042860	3	9817	11745.591	2522.6015	349	PABPC4,SNORA55	PPIEL	SNORA55	SNORA55	0.5088999999999999	349	1
2_MACS_peak_1531_lociStitched	chr1	157141629	157153293	2	9815	14237.0784	2846.016	350		CYCSP52,ETV3	ETV3	ETV3	0.8830000000000001	350	1
5_MACS_peak_18740_lociStitched	chr5	32276017	32295796	5	9807	10645.0578	3340.6731	351	MTMR12		MTMR12	MTMR12	0.08889999999999998	351	1
4_MACS_peak_12736_lociStitched	chr2	64430470	64456389	4	9782	19898.0163	3859.3391	352	LOC150992		LOC150992	LOC150992	0.14489999999999997	352	1
4_MACS_peak_20888_lociStitched	chr6	108928710	108943579	4	9765	10854.37	1956.7604	353	FOXO3		FOXO3	FOXO3	0.3413	353	1
3_MACS_peak_2296_lociStitched	chr1	228716357	228733661	3	9762	14786.268	2775.5616	354		RNF187,DUSP5P	RNF187	RNF187	1.7107999999999999	354	1
5_MACS_peak_9397_lociStitched	chr17	7136543	7156602	5	9754	20255.5782	3472.2129	355	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	0.6339	355	1
1_MACS_peak_1960_lociStitched	chr1	203288196	203297892	1	9697	36877.7664	3088.176	356		BTG2,LOC730227,FMOD	BTG2	LOC730227	2.0378	356	1
4_MACS_peak_11984_lociStitched	chr19	48823942	48837991	4	9669	15632.3223	2846.3274	357	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	SYNGR4	0.8648999999999999	357	1
2_MACS_peak_19448_lociStitched	chr5	138719847	138730374	2	9668	25664.826	2605.4325	358	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	1.8734	358	1
5_MACS_peak_22841_lociStitched	chr8	18587993	18614367	5	9649	12137.3148	3354.7728	359	PSD3		PSD3	PSD3	0.0021999999999999936	359	1
4_MACS_peak_12122_lociStitched	chr19	56145986	56167702	4	9638	20871.2476	3641.7732	360	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.9156	360	1
1_MACS_peak_20882_lociStitched	chr6	108878121	108887739	1	9619	13802.7918	1516.7586	361	FOXO3		FOXO3	FOXO3	0.3413	361	1
3_MACS_peak_14527_lociStitched	chr20	32990676	33005681	3	9611	14808.4345	2445.815	362	ITCH	MIR644	ITCH	ITCH	0.0944	362	1
2_MACS_peak_15384_lociStitched	chr22	23477970	23488808	2	9609	20608.457	2068.9742	363	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.2414	363	1
4_MACS_peak_3632_lociStitched	chr11	789035	811145	4	9609	17621.67	2728.374	364	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	POLR2L	0.9428	364	1
3_MACS_peak_12652_lociStitched	chr2	54777496	54798835	3	9600	11089.8783	3126.1635	365	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.3184	365	1
3_MACS_peak_4796_lociStitched	chr11	126173131	126189653	3	9599	17141.575	3002.0474	366	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.2463	366	1
3_MACS_peak_1819_lociStitched	chr1	184710816	184725593	3	9592	18777.1339	3710.5047	367	EDEM3		EDEM3	EDEM3	0.18000000000000002	367	1
4_MACS_peak_7166_lociStitched	chr14	94424659	94445884	4	9585	10336.575	2107.6425	368		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	C14orf48	0.18680000000000002	368	1
4_MACS_peak_20357_lociStitched	chr6	33537619	33558808	4	9574	20568.1623	3386.0022	369	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.7948999999999999	369	1
4_MACS_peak_13840_lociStitched	chr2	202040023	202060078	4	9562	8693.8425	3409.35	370	CASP10	CASP8	CASP10	CASP8	0.42550000000000004	370	1
3_MACS_peak_4301_lociStitched	chr11	67760369	67778614	3	9538	19879.752	3203.822	371	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	NDUFS8	0.5898	371	1
2_MACS_peak_19795_lociStitched	chr5	175076833	175086497	2	9529	10737.6704	1977.2544	372	HRH2	HRH2	HRH2	HRH2	0.1316	372	1
3_MACS_peak_3013_lociStitched	chr10	74006840	74024538	3	9520	19428.8644	2748.4994	373		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.2598	373	1
2_MACS_peak_1521_lociStitched	chr1	156709516	156722766	2	9510	17421.1	3600.025	374	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.446	374	1
2_MACS_peak_25176_lociStitched	chrX	58149562	58159731	2	9509	20284.1043	854.196	375			ZXDA	ZXDA	NONE	375	1
1_MACS_peak_18607_lociStitched	chr5	1311229	1320700	1	9472	121033.6974	2424.576	376	CLPTM1L	TERT	TERT	TERT	0.030700000000000005	376	1
1_MACS_peak_18123_lociStitched	chr4	105407743	105417190	1	9448	13066.1457	1623.9393	377	CXXC4		CXXC4	CXXC4	0.36819999999999997	377	1
2_MACS_peak_19218_lociStitched	chr5	109024094	109033695	2	9444	11373.3446	1929.801	378	MAN2A1		MAN2A1	MAN2A1	0.09	378	1
3_MACS_peak_25545_lociStitched	chrX	153233745	153252437	3	9407	22899.5692	1538.3516	379	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	0.8635	379	1
2_MACS_peak_1398_lociStitched	chr1	152006526	152021751	2	9406	22842.0675	3937.185	380	S100A11	S100A10,TCHHL1	S100A11	S100A11	0.8867	380	1
2_MACS_peak_13848_lociStitched	chr2	202116329	202128230	2	9405	25714.4907	2413.5228	381	CASP8		CASP8	CASP8	0.42550000000000004	381	1
3_MACS_peak_14783_lociStitched	chr20	50015560	50032413	3	9403	18925.919	2578.509	382	NFATC2	MIR3194	MIR3194	NONE	NONE	382	1
1_MACS_peak_8154_lociStitched	chr15	90637206	90646597	1	9392	24871.1244	1894.1647	383	IDH2		IDH2	IDH2	0.8313999999999999	383	1
4_MACS_peak_13948_lociStitched	chr2	216764496	216784407	4	9381	10487.1237	2867.184	384			LOC646324	LOC646324	NONE	384	1
5_MACS_peak_6912_lociStitched	chr14	63936532	63951298	5	9361	6882.4326	1097.1138	385	PPP2R5E		PPP2R5E	PPP2R5E	0.031700000000000006	385	1
3_MACS_peak_11350_lociStitched	chr19	10329594	10347968	3	9349	19478.2774	2983.9376	386	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.41759999999999997	386	1
2_MACS_peak_17899_lociStitched	chr4	71542032	71555123	2	9348	18750.2393	2190.1243	387	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	0.4690000000000001	387	1
4_MACS_peak_2213_lociStitched	chr1	223899434	223915650	4	9341	15710.0608	3296.7128	388	CAPN2	CAPN8	CAPN2	CAPN2	0.11359999999999998	388	1
4_MACS_peak_20902_lociStitched	chr6	109186546	109206632	4	9336	10515.021	2908.4528	389	ARMC2		ARMC2	ARMC2	0.1834	389	1
5_MACS_peak_12930_lociStitched	chr2	85150937	85171054	5	9334	10816.9109	3087.9595	390		TMSB10,KCMF1,C2orf89	TMSB10	TMSB10	0.5807	390	1
3_MACS_peak_2112_lociStitched	chr1	211687266	211702786	3	9329	15504.48	3478.032	391		RD3,SLC30A1	RD3	SLC30A1	0.6655	391	1
4_MACS_peak_20306_lociStitched	chr6	31783242	31804696	4	9298	16948.66	3445.5124	392	HSPA1A,HSPA1B,C6orf48,SNORD48	SNORD52,C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	VARS	0.7642	392	1
2_MACS_peak_994_lociStitched	chr1	87793125	87803156	2	9290	9152.2844	1585.9011	393	LMO4		LMO4	LMO4	0.2234	393	1
2_MACS_peak_14664_lociStitched	chr20	42695057	42710835	2	9284	65533.923	2541.8358	394	TOX2		JPH2	JPH2	NONE	394	1
4_MACS_peak_15880_lociStitched	chr22	50962755	50983647	4	9283	21209.5584	2536.2888	395	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	0.9508	395	1
2_MACS_peak_9337_lociStitched	chr17	4268168	4281399	2	9281	19816.0687	1979.3576	396	UBE2G1		UBE2G1	UBE2G1	0.008000000000000007	396	1
1_MACS_peak_3934_lociStitched	chr11	35159774	35169052	1	9279	16349.6916	2253.6262	397	CD44		CD44	CD44	0.20149999999999998	397	1
2_MACS_peak_1440_lociStitched	chr1	154755641	154766029	2	9258	25042.3516	2862.9328	398	KCNN3		KCNN3	KCNN3	0.29300000000000004	398	1
2_MACS_peak_5399_lociStitched	chr12	51712353	51721939	2	9256	13830.6808	1963.2128	399	BIN2	SMAGP,CELA1	BIN2	CELA1	0.2915	399	1
2_MACS_peak_9816_lociStitched	chr17	37925308	37935600	2	9237	12487.2836	1895.7864	400	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.23609999999999998	400	1
4_MACS_peak_11800_lociStitched	chr19	40648803	40671807	4	9233	11598.6168	2900.8044	401		MAP3K10	MAP3K10	MAP3K10	0.08259999999999999	401	1
3_MACS_peak_14487_lociStitched	chr20	31254847	31270353	3	9229	15060.9778	2397.2276	402		C20orf203	C20orf203	C20orf203	0.010999999999999996	402	1
3_MACS_peak_12607_lociStitched	chr2	46788560	46803189	3	9226	13327.019	2829.2486	403	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.26189999999999997	403	1
1_MACS_peak_17215_lociStitched	chr3	176911622	176920839	1	9218	17785.1232	2466.4692	404	TBL1XR1		TBL1XR1	TBL1XR1	0.08559999999999998	404	1
3_MACS_peak_24403_lociStitched	chr9	112669058	112683122	3	9212	21630.432	2264.304	405	PALM2,PALM2-AKAP2		PALM2	PALM2	0.09230000000000001	405	1
4_MACS_peak_13145_lociStitched	chr2	109221032	109238503	4	9203	10795.3309	2711.4992	406	LIMS1	LIMS1	LIMS1	LIMS1	0.0855	406	1
4_MACS_peak_13844_lociStitched	chr2	202084199	202099703	4	9197	10783.032	2708.5488	407	CASP10,CASP8	CASP8	CASP8	CASP8	0.42550000000000004	407	1
2_MACS_peak_20859_lociStitched	chr6	106585320	106595894	2	9171	22812.3476	2128.5462	408		PRDM1	PRDM1	PRDM1	1.6933	408	1
3_MACS_peak_22680_lociStitched	chr7	155532974	155547703	3	9169	15764.4487	3344.9559	409	RBM33		SHH	SHH	NONE	409	1
2_MACS_peak_1910_lociStitched	chr1	200986360	200996952	2	9167	13359.6896	2669.184	410	KIF21B		KIF21B	KIF21B	0.15190000000000003	410	1
3_MACS_peak_2789_lociStitched	chr10	43890709	43905812	3	9167	26381.9204	2111.3994	411	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.4196	411	1
5_MACS_peak_13232_lociStitched	chr2	112687804	112711977	5	9160	9417.8008	3021.625	412	MERTK	ANAPC1	MERTK	MERTK	0.09609999999999999	412	1
4_MACS_peak_11519_lociStitched	chr19	16545092	16561452	4	9159	17901.112	2705.944	413	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.2347	413	1
4_MACS_peak_4468_lociStitched	chr11	82666438	82683798	4	9146	13848.072	2619.624	414			C11orf82	C11orf82	NONE	414	1
1_MACS_peak_1863_lociStitched	chr1	192542416	192551558	1	9143	16707.9192	2386.062	415	RGS1		RGS1	RGS1	1.0274	415	1
2_MACS_peak_22517_lociStitched	chr7	137424537	137439612	2	9129	11850.4575	2610.99	416	DGKI		DGKI	NONE	NONE	416	1
3_MACS_peak_23907_lociStitched	chr9	33445188	33459536	3	9115	11829.926	2581.2052	417	AQP3	AQP7,NOL6	AQP3	AQP3	0.2718	417	1
3_MACS_peak_10455_lociStitched	chr17	76139640	76152461	3	9106	24190.6628	2098.7977	418	C17orf99	TMC8,SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.0223	418	1
3_MACS_peak_19967_lociStitched	chr6	6798787	6812758	3	9091	14071.5912	2405.8062	419			LY86-AS1	LY86-AS1	NONE	419	1
1_MACS_peak_20534_lociStitched	chr6	45386651	45395738	1	9088	27066.5382	1524.7986	420	RUNX2	SUPT3H	RUNX2	RUNX2	0.1171	420	1
3_MACS_peak_11113_lociStitched	chr19	1015275	1029461	3	9088	16966.456	2926.5718	421	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	C19orf6	0.4353	421	1
3_MACS_peak_8259_lociStitched	chr15	101790020	101807312	3	9067	14641.1364	2509.0692	422	CHSY1	SELS,SNRPA1	CHSY1	SELS	0.46420000000000006	422	1
4_MACS_peak_11442_lociStitched	chr19	13043305	13057850	4	9051	13679.5725	2843.5475	423	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	0.5455000000000001	423	1
2_MACS_peak_6616_lociStitched	chr13	114581508	114594694	2	9050	21427.25	2136.132	424	FLJ44054	GAS6	FLJ44054	GAS6	1.0170000000000001	424	1
4_MACS_peak_15201_lociStitched	chr21	44845360	44860863	4	9042	15406.8814	2914.564	425	SIK1	C21orf125,C21orf84	SIK1	SIK1	0.7573	425	1
1_MACS_peak_2914_lociStitched	chr10	63803283	63812313	1	9031	17119.977	1632.624	426	ARID5B		ARID5B	ARID5B	0.14079999999999998	426	1
4_MACS_peak_10574_lociStitched	chr17	80447721	80465470	4	9024	11879.4057	2575.3799	427		NARF,FOXK2,C17orf62	FOXK2	C17orf62	0.8498	427	1
5_MACS_peak_16478_lociStitched	chr3	66533143	66551612	5	9022	9125.5329	2417.5921	428	LRIG1		LRIG1	LRIG1	0.036599999999999994	428	1
2_MACS_peak_23655_lociStitched	chr8	142126366	142140685	2	9020	20069.5104	2325.4056	429	DENND3		DENND3	DENND3	0.10020000000000001	429	1
3_MACS_peak_3225_lociStitched	chr10	94868752	94886287	3	9016	14629.4505	2663.5665	430		CYP26C1,CYP26A1	CYP26A1	CYP26A1	0.6948	430	1
3_MACS_peak_321_lociStitched	chr1	25346939	25364367	3	9011	23440.66	2462.5764	431			RUNX3	RUNX3	NONE	431	1
3_MACS_peak_20430_lociStitched	chr6	37121924	37140494	3	8995	19095.531	2453.097	432	PIM1		PIM1	PIM1	0.6434	432	1
3_MACS_peak_14807_lociStitched	chr20	52268167	52278865	3	8983	8951.0166	1537.3026	433			ZNF217	ZNF217	0.2136	433	1
5_MACS_peak_4374_lociStitched	chr11	72950436	72964427	5	8974	20926.3387	1775.4579	434		P2RY2,P2RY6	P2RY6	P2RY6	1.0815	434	1
2_MACS_peak_17749_lociStitched	chr4	38124207	38136348	2	8971	21455.5752	1901.2806	435	TBC1D1		PTTG2	PTTG2	NONE	435	1
2_MACS_peak_7807_lociStitched	chr15	65173728	65189018	2	8969	29537.222	2428.052	436		PLEKHO2,ANKDD1A	ANKDD1A	ANKDD1A	0.0528	436	1
3_MACS_peak_10239_lociStitched	chr17	62970324	62986369	3	8961	36683.6835	2602.499	437	AMZ2P1		AMZ2P1	AMZ2P1	0.6500999999999999	437	1
3_MACS_peak_9549_lociStitched	chr17	19205978	19221440	3	8960	16947.8982	2480.1048	438	EPN2	MIR1180,B9D1	MIR1180	B9D1	0.08259999999999999	438	1
4_MACS_peak_12828_lociStitched	chr2	70335194	70360814	4	8958	25386.858	3807.132	439	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	4.750100000000001	439	1
4_MACS_peak_11162_lociStitched	chr19	2041034	2062882	4	8930	20644.1752	4006.9232	440	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	1.8589	440	1
4_MACS_peak_23605_lociStitched	chr8	133958484	133973536	4	8925	8567.5984	1928.1612	441	TG		TG	TG	0.04200000000000001	441	1
2_MACS_peak_10277_lociStitched	chr17	66229986	66245255	2	8918	35759.998	2348.3722	442	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	AMZ2	0.5719000000000001	442	1
2_MACS_peak_7877_lociStitched	chr15	70387299	70396689	2	8910	15515.097	1763.442	443	TLE3	MIR629	TLE3	TLE3	0.21980000000000002	443	1
3_MACS_peak_223_lociStitched	chr1	17221389	17241676	3	8906	86442.907	5459.2317	444		CROCC	CROCC	NONE	NONE	444	1
3_MACS_peak_17896_lociStitched	chr4	71525529	71534902	3	8901	11055.4535	1490.307	445	IGJ	ENAM,UTP3,RUFY3	IGJ	IGJ	0.4690000000000001	445	1
1_MACS_peak_20419_lociStitched	chr6	36718464	36727358	1	8895	16464.5728	1746.7816	446	CPNE5		CDKN1A	CDKN1A	0.8827	446	1
3_MACS_peak_22810_lociStitched	chr8	12441900	12459509	3	8891	16732.0718	4233.2036	447			MIR3926-2	MIR3926-2	NONE	447	1
2_MACS_peak_18013_lociStitched	chr4	84132864	84144129	2	8881	12742.968	2044.5975	448			COQ2	COQ2	NONE	448	1
1_MACS_peak_5832_lociStitched	chr12	102870406	102879284	1	8879	17444.3822	1722.332	449	IGF1		IGF1	IGF1	0.1609	449	1
2_MACS_peak_25103_lociStitched	chrX	48768216	48778531	2	8873	9227.799	1307.942	450	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	OTUD5	0.6515000000000001	450	1
4_MACS_peak_12965_lociStitched	chr2	86290467	86308380	4	8854	11192.0424	2916.2364	451	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	0.48660000000000003	451	1
3_MACS_peak_10028_lociStitched	chr17	46580882	46595901	3	8851	11372.3868	2365.4925	452		HOXB1,HOXB2	HOXB1	HOXB2	0.02750000000000001	452	1
4_MACS_peak_10130_lociStitched	chr17	55553324	55565773	4	8836	8309.7075	1937.0644	453	MSI2		MSI2	MSI2	0.07850000000000001	453	1
4_MACS_peak_22306_lociStitched	chr7	111711718	111732451	4	8836	13499.2563	4604.7993	454	DOCK4		DOCK4	DOCK4	0.007099999999999995	454	1
2_MACS_peak_21580_lociStitched	chr7	26002461	26011620	2	8832	33427.6023	2095.5792	455		MIR148A	MIR148A	MIR148A	1.7572	455	1
1_MACS_peak_12963_lociStitched	chr2	86220131	86228957	1	8827	26897.235	1721.9526	456		LOC90784	LOC90784	LOC90784	0.028499999999999998	456	1
3_MACS_peak_21774_lociStitched	chr7	47513409	47522667	3	8818	13779.6072	2011.7634	457	TNS3		TNS3	TNS3	0.0387	457	1
2_MACS_peak_10453_lociStitched	chr17	76116419	76129286	2	8818	15880.4514	2076.7338	458	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.0223	458	1
4_MACS_peak_4983_lociStitched	chr12	7022797	7038376	4	8805	13267.0764	2570.535	459	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	MIR200C	1.3812	459	1
3_MACS_peak_24245_lociStitched	chr9	95514217	95528747	3	8789	10704.251	2519.502	460	BICD2	ANKRD19	BICD2	BICD2	0.20980000000000001	460	1
2_MACS_peak_1999_lociStitched	chr1	205248270	205258843	2	8779	24435.2603	3002.732	461		NUAK2	NUAK2	NUAK2	0.16090000000000002	461	1
3_MACS_peak_7856_lociStitched	chr15	68587168	68599404	3	8778	13222.2216	1988.35	462	ITGA11	FEM1B	FEM1B	FEM1B	0.8028	462	1
2_MACS_peak_11385_lociStitched	chr19	11199051	11207933	2	8773	15015.9092	1620.965	463	LDLR		LDLR	LDLR	0.2541	463	1
1_MACS_peak_22489_lociStitched	chr7	133728295	133737058	1	8764	8175.879	2060.1813	464	EXOC4		LRGUK	LRGUK	NONE	464	1
3_MACS_peak_20195_lociStitched	chr6	27098654	27115852	3	8758	13390.3628	3181.63	465	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.19469999999999998	465	1
2_MACS_peak_17200_lociStitched	chr3	175053041	175068779	2	8753	12566.793	3207.4044	466	NAALADL2		NAALADL2	NAALADL2	0.04490000000000002	466	1
2_MACS_peak_15573_lociStitched	chr22	36772703	36785176	2	8752	14154.3604	2096.7113	467	MYH9		MYH9	MYH9	0.27469999999999994	467	1
1_MACS_peak_1273_lociStitched	chr1	145449070	145457805	1	8736	18514.706	2690.38	468	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	RBM8A	0.7261	468	1
2_MACS_peak_17361_lociStitched	chr3	186779967	186792389	2	8734	31560.5754	3746.4752	469	ST6GAL1		ST6GAL1	ST6GAL1	0.3562	469	1
2_MACS_peak_22234_lociStitched	chr7	104596040	104605955	2	8728	12210.3225	1649.856	470		MLL5,LOC723809,LOC100216545	LOC723809	LOC100216545	3.4019	470	1
4_MACS_peak_12407_lociStitched	chr2	27293479	27310614	4	8727	13432.1265	2549.688	471	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.42700000000000005	471	1
2_MACS_peak_5480_lociStitched	chr12	56509099	56523971	2	8724	12803.3048	3170.7104	472	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	MYL6B	0.5195	472	1
3_MACS_peak_15387_lociStitched	chr22	23517480	23526529	3	8723	14279.322	1793.5118	473	BCR	RAB36,RTDR1	BCR	RAB36	0.4717	473	1
1_MACS_peak_3423_lociStitched	chr10	112256086	112264806	1	8721	17958.84	1761.44	474	DUSP5		DUSP5	DUSP5	0.684	474	1
4_MACS_peak_24556_lociStitched	chr9	127614918	127635671	4	8721	18432.8146	2965.6037	475	WDR38,ARPC5L,RPL35		RPL35	RPL35	0.5085	475	1
2_MACS_peak_14976_lociStitched	chr21	19151702	19163017	2	8707	18345.0095	2319.575	476	C21orf91		C21orf91	C21orf91	0.5353	476	1
3_MACS_peak_4074_lociStitched	chr11	60672700	60684139	3	8702	19339.9173	2529.1629	477	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.6189	477	1
4_MACS_peak_7782_lociStitched	chr15	63765459	63780098	4	8701	9352.8571	2438.8574	478		USP3	USP3	USP3	0.0646	478	1
