GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
1_MACS_peak_14446_lociStitched	chr19(.):47659485-47662374	0.8838
1_MACS_peak_14447_lociStitched	chr19(.):47703697-47705761	0.8584
1_MACS_peak_14448_lociStitched	chr19(.):47713266-47715301	0.8983
2_MACS_peak_14449_lociStitched	chr19(.):47728189-47748963	1.7229
2_MACS_peak_14451_lociStitched	chr19(.):47758885-47767239	1.3531
1_MACS_peak_14453_lociStitched	chr19(.):47776215-47778941	3.0405
1_MACS_peak_14454_lociStitched	chr19(.):47852432-47853351	0.6641
1_MACS_peak_14455_lociStitched	chr19(.):47937690-47939543	0.6398
1_MACS_peak_14456_lociStitched	chr19(.):47986683-47988849	2.3838
1_MACS_peak_14457_lociStitched	chr19(.):48016972-48019763	1.5628
1_MACS_peak_14458_lociStitched	chr19(.):48110977-48114112	0.8606
1_MACS_peak_14459_lociStitched	chr19(.):48225961-48227209	0.55
1_MACS_peak_14460_lociStitched	chr19(.):48247982-48249540	2.1206
1_MACS_peak_14461_lociStitched	chr19(.):48281084-48282592	2.131
1_MACS_peak_14462_lociStitched	chr19(.):48613002-48615096	1.1081
1_MACS_peak_14463_lociStitched	chr19(.):48624852-48626427	0.8876
1_MACS_peak_14464_lociStitched	chr19(.):48672751-48675058	2.6725
1_MACS_peak_14465_lociStitched	chr19(.):48706186-48708182	1.1533
3_MACS_peak_14466_lociStitched	chr19(.):48752061-48764060	0.7175
3_MACS_peak_14469_lociStitched	chr19(.):48822853-48837907	1.4616
1_MACS_peak_14472_lociStitched	chr19(.):48865986-48869017	3.3326
4_MACS_peak_14473_lociStitched	chr19(.):48879779-48902454	1.1545
1_MACS_peak_14477_lociStitched	chr19(.):48921183-48923203	1.1926
1_MACS_peak_14478_lociStitched	chr19(.):48947868-48950460	1.9977
1_MACS_peak_14479_lociStitched	chr19(.):48971337-48973659	1.2112
2_MACS_peak_14480_lociStitched	chr19(.):48992560-48997507	0.844
1_MACS_peak_14482_lociStitched	chr19(.):49004455-49006107	0.5009
2_MACS_peak_14483_lociStitched	chr19(.):49120991-49128373	0.819
2_MACS_peak_14485_lociStitched	chr19(.):49135969-49150336	0.9402
1_MACS_peak_14487_lociStitched	chr19(.):49163747-49164979	1.1223
2_MACS_peak_14488_lociStitched	chr19(.):49216951-49225046	0.4025
2_MACS_peak_14490_lociStitched	chr19(.):49313112-49320311	0.9122
1_MACS_peak_14492_lociStitched	chr19(.):49337760-49340693	0.9279
1_MACS_peak_14493_lociStitched	chr19(.):49351835-49353458	0.9737
2_MACS_peak_14494_lociStitched	chr19(.):49369322-49380649	1.7318
1_MACS_peak_14496_lociStitched	chr19(.):49394140-49395844	0.6297
1_MACS_peak_14497_lociStitched	chr19(.):49402709-49404709	0.8454
2_MACS_peak_14498_lociStitched	chr19(.):49457358-49471854	0.7803
1_MACS_peak_14500_lociStitched	chr19(.):49479897-49483471	1.1959
1_MACS_peak_14501_lociStitched	chr19(.):49494838-49498065	1.5807
1_MACS_peak_14502_lociStitched	chr19(.):49587781-49590133	1.5648
1_MACS_peak_14503_lociStitched	chr19(.):49621212-49623449	1.9271
1_MACS_peak_14504_lociStitched	chr19(.):49652398-49654260	0.7767
2_MACS_peak_14505_lociStitched	chr19(.):49710515-49719413	0.4794
1_MACS_peak_14507_lociStitched	chr19(.):49837953-49839439	0.7268
1_MACS_peak_14508_lociStitched	chr19(.):49890705-49892111	0.7965
3_MACS_peak_14509_lociStitched	chr19(.):49946078-49962685	0.793
2_MACS_peak_14512_lociStitched	chr19(.):49971527-49978478	0.4295
3_MACS_peak_14514_lociStitched	chr19(.):49989668-50005630	1.0179
1_MACS_peak_14517_lociStitched	chr19(.):50083016-50084862	0.6866
1_MACS_peak_14518_lociStitched	chr19(.):50091379-50096791	1.2259
1_MACS_peak_14519_lociStitched	chr19(.):50142753-50146607	2.2338
3_MACS_peak_14520_lociStitched	chr19(.):50166252-50182518	1.2578
1_MACS_peak_14523_lociStitched	chr19(.):50270237-50271085	0.5054
3_MACS_peak_14524_lociStitched	chr19(.):50311672-50322560	1.7783
1_MACS_peak_14527_lociStitched	chr19(.):50353302-50355262	2.7669
2_MACS_peak_14528_lociStitched	chr19(.):50369439-50382255	1.7737
2_MACS_peak_14530_lociStitched	chr19(.):50393057-50402072	0.8345
1_MACS_peak_14532_lociStitched	chr19(.):50431553-50433783	3.7229
1_MACS_peak_14533_lociStitched	chr19(.):50468377-50470381	0.9715
1_MACS_peak_14534_lociStitched	chr19(.):50506711-50508330	0.4954
1_MACS_peak_14535_lociStitched	chr19(.):50527734-50530048	1.7388
3_MACS_peak_14536_lociStitched	chr19(.):50871720-50888770	0.5093
2_MACS_peak_14539_lociStitched	chr19(.):50917810-50922871	0.4901
1_MACS_peak_14541_lociStitched	chr19(.):50934229-50935701	0.7124
1_MACS_peak_14542_lociStitched	chr19(.):50979039-50980772	1.2583
1_MACS_peak_14543_lociStitched	chr19(.):51013601-51015578	1.1685
1_MACS_peak_14544_lociStitched	chr19(.):51306453-51309162	2.6533
1_MACS_peak_14545_lociStitched	chr19(.):51378713-51379974	0.4933
1_MACS_peak_14546_lociStitched	chr19(.):51610653-51612097	0.7867
1_MACS_peak_14547_lociStitched	chr19(.):52096900-52098519	0.643
1_MACS_peak_14548_lociStitched	chr19(.):52108850-52111571	0.9272
1_MACS_peak_14549_lociStitched	chr19(.):52489299-52490510	0.7158
1_MACS_peak_14550_lociStitched	chr19(.):52510900-52512204	0.6176
1_MACS_peak_14551_lociStitched	chr19(.):52531048-52532436	0.7338
1_MACS_peak_14552_lociStitched	chr19(.):52597992-52599379	1.1799
1_MACS_peak_14553_lociStitched	chr19(.):52642187-52643715	0.9381
1_MACS_peak_14554_lociStitched	chr19(.):52674080-52675226	0.5626
1_MACS_peak_14555_lociStitched	chr19(.):52692056-52694595	1.9073
1_MACS_peak_14556_lociStitched	chr19(.):52772374-52773999	1.3321
1_MACS_peak_14557_lociStitched	chr19(.):52800001-52801366	0.8841
1_MACS_peak_14558_lociStitched	chr19(.):52900877-52901819	0.4307
1_MACS_peak_14559_lociStitched	chr19(.):53030166-53031716	0.7366
1_MACS_peak_14560_lociStitched	chr19(.):53073139-53074349	0.7869
1_MACS_peak_14561_lociStitched	chr19(.):53192768-53194100	0.5031
1_MACS_peak_14562_lociStitched	chr19(.):53237286-53238712	0.7117
1_MACS_peak_14563_lociStitched	chr19(.):53289417-53290375	0.4563
1_MACS_peak_14564_lociStitched	chr19(.):53324150-53325277	0.6317
1_MACS_peak_14565_lociStitched	chr19(.):53360077-53361189	0.737
1_MACS_peak_14566_lociStitched	chr19(.):53445077-53446181	0.5985
1_MACS_peak_14567_lociStitched	chr19(.):53868558-53869708	0.593
1_MACS_peak_14568_lociStitched	chr19(.):53897965-53899520	1.029
1_MACS_peak_14569_lociStitched	chr19(.):53934811-53936192	0.8519
1_MACS_peak_14570_lociStitched	chr19(.):54605319-54607006	0.8748
1_MACS_peak_14571_lociStitched	chr19(.):54618169-54619973	1.2984
1_MACS_peak_14572_lociStitched	chr19(.):54639877-54642478	1.2123
1_MACS_peak_14573_lociStitched	chr19(.):54662305-54664833	1.4158
1_MACS_peak_14574_lociStitched	chr19(.):54692297-54696211	2.7825
1_MACS_peak_14575_lociStitched	chr19(.):54703660-54706143	1.8431
1_MACS_peak_14576_lociStitched	chr19(.):54750927-54752275	0.5427
1_MACS_peak_14577_lociStitched	chr19(.):54862179-54864456	0.8142
2_MACS_peak_14578_lociStitched	chr19(.):54880242-54891185	0.7502
1_MACS_peak_14580_lociStitched	chr19(.):54898071-54901222	0.9251
1_MACS_peak_14581_lociStitched	chr19(.):54958898-54961622	1.9746
1_MACS_peak_14582_lociStitched	chr19(.):54973777-54976446	2.3629
1_MACS_peak_14583_lociStitched	chr19(.):55009072-55010108	0.5252
1_MACS_peak_14584_lociStitched	chr19(.):55020283-55021429	0.5863
1_MACS_peak_14585_lociStitched	chr19(.):55393983-55395393	0.8643
1_MACS_peak_14586_lociStitched	chr19(.):55448387-55451136	1.4253
4_MACS_peak_14587_lociStitched	chr19(.):55460303-55486144	0.7103
1_MACS_peak_14591_lociStitched	chr19(.):55496821-55498418	0.545
1_MACS_peak_14592_lociStitched	chr19(.):55516315-55518798	1.3287
2_MACS_peak_14593_lociStitched	chr19(.):55573123-55584046	1.39
1_MACS_peak_14595_lociStitched	chr19(.):55627404-55629915	0.717
1_MACS_peak_14596_lociStitched	chr19(.):55690168-55691658	0.6688
1_MACS_peak_14597_lociStitched	chr19(.):55764086-55772340	1.9319
3_MACS_peak_14598_lociStitched	chr19(.):55786141-55796240	1.6094
2_MACS_peak_14601_lociStitched	chr19(.):55812602-55821144	1.0836
1_MACS_peak_14603_lociStitched	chr19(.):55848023-55853153	2.636
1_MACS_peak_14604_lociStitched	chr19(.):55870569-55871642	0.4907
1_MACS_peak_14605_lociStitched	chr19(.):55894131-55898417	1.9434
1_MACS_peak_14606_lociStitched	chr19(.):55917707-55920729	2.1487
1_MACS_peak_14607_lociStitched	chr19(.):55972239-55974083	1.1513
1_MACS_peak_14608_lociStitched	chr19(.):55986861-55989002	0.9381
1_MACS_peak_14609_lociStitched	chr19(.):56028253-56029249	0.5712
2_MACS_peak_14610_lociStitched	chr19(.):56110130-56118128	1.5188
1_MACS_peak_14612_lociStitched	chr19(.):56135024-56136774	0.9624
4_MACS_peak_14613_lociStitched	chr19(.):56145307-56167906	1.1673
1_MACS_peak_14617_lociStitched	chr19(.):56185802-56191035	1.3584
1_MACS_peak_14618_lociStitched	chr19(.):56320259-56321816	0.5032
4_MACS_peak_14619_lociStitched	chr19(.):56328877-56352042	1.5626
1_MACS_peak_14623_lociStitched	chr19(.):56387871-56389711	0.6095
1_MACS_peak_14624_lociStitched	chr19(.):56591842-56593056	0.464
2_MACS_peak_14625_lociStitched	chr19(.):56622516-56633923	0.6117
2_MACS_peak_14627_lociStitched	chr19(.):56647037-56653333	0.9294
1_MACS_peak_14629_lociStitched	chr19(.):56824841-56827580	2.6364
1_MACS_peak_14630_lociStitched	chr19(.):56879048-56880371	0.8237
1_MACS_peak_14631_lociStitched	chr19(.):56904172-56905707	1.527
1_MACS_peak_14632_lociStitched	chr19(.):56914782-56916478	1.9456
1_MACS_peak_14633_lociStitched	chr19(.):57751182-57753107	1.5351
1_MACS_peak_14634_lociStitched	chr19(.):57790326-57795955	2.7896
1_MACS_peak_14635_lociStitched	chr19(.):57830987-57833094	1.317
1_MACS_peak_14636_lociStitched	chr19(.):57861966-57863591	0.7214
1_MACS_peak_14637_lociStitched	chr19(.):57873848-57875804	0.984
1_MACS_peak_14638_lociStitched	chr19(.):57900636-57902324	1.1598
1_MACS_peak_14639_lociStitched	chr19(.):57946166-57947511	0.8494
1_MACS_peak_14640_lociStitched	chr19(.):57988060-57989731	1.1246
1_MACS_peak_14641_lociStitched	chr19(.):57998682-57999964	0.8839
1_MACS_peak_14642_lociStitched	chr19(.):58010846-58012138	0.7839
1_MACS_peak_14643_lociStitched	chr19(.):58070070-58071590	0.8949
1_MACS_peak_14644_lociStitched	chr19(.):58089494-58090741	0.6745
1_MACS_peak_14645_lociStitched	chr19(.):58125220-58126350	0.7692
1_MACS_peak_14646_lociStitched	chr19(.):58144042-58145186	0.5751
1_MACS_peak_14647_lociStitched	chr19(.):58192920-58194234	0.9599
1_MACS_peak_14648_lociStitched	chr19(.):58238167-58239651	1.1581
1_MACS_peak_14649_lociStitched	chr19(.):58257737-58259063	0.9475
1_MACS_peak_14650_lociStitched	chr19(.):58280601-58281726	0.8819
2_MACS_peak_14651_lociStitched	chr19(.):58325255-58332031	0.6368
1_MACS_peak_14653_lociStitched	chr19(.):58360719-58362105	1.3017
1_MACS_peak_14654_lociStitched	chr19(.):58427024-58428437	1.2776
1_MACS_peak_14655_lociStitched	chr19(.):58661500-58662291	1.1573
1_MACS_peak_14656_lociStitched	chr19(.):58693355-58695656	2.0123
1_MACS_peak_14657_lociStitched	chr19(.):58739545-58740818	0.6191
1_MACS_peak_14658_lociStitched	chr19(.):58789388-58791136	0.7276
1_MACS_peak_14659_lociStitched	chr19(.):58816382-58817902	1.0208
1_MACS_peak_14660_lociStitched	chr19(.):58837699-58839411	1.2553
1_MACS_peak_14661_lociStitched	chr19(.):58873363-58874537	0.443
2_MACS_peak_14662_lociStitched	chr19(.):58891379-58899397	0.9053
1_MACS_peak_14664_lociStitched	chr19(.):58918981-58920819	0.6401
1_MACS_peak_14665_lociStitched	chr19(.):58962548-58963942	0.8749
1_MACS_peak_14666_lociStitched	chr19(.):58977954-58979631	0.872
1_MACS_peak_14667_lociStitched	chr19(.):58986293-58988542	1.361
1_MACS_peak_14668_lociStitched	chr19(.):58998989-59000190	0.4933
1_MACS_peak_14669_lociStitched	chr19(.):59010419-59011486	0.4508
1_MACS_peak_14670_lociStitched	chr19(.):59029933-59031958	1.383
1_MACS_peak_14671_lociStitched	chr19(.):59054616-59057608	1.5184
2_MACS_peak_14672_lociStitched	chr19(.):59065435-59072098	2.3158
1_MACS_peak_14674_lociStitched	chr19(.):59083386-59088004	2.8843
1_MACS_peak_14675_lociStitched	chr2(.):23262-25166	0.8402
1_MACS_peak_14676_lociStitched	chr2(.):191158-193978	0.7535
1_MACS_peak_14677_lociStitched	chr2(.):263812-265932	1.1917
1_MACS_peak_14678_lociStitched	chr2(.):317294-318781	0.675
1_MACS_peak_14679_lociStitched	chr2(.):393746-394857	0.708
2_MACS_peak_14680_lociStitched	chr2(.):437252-442469	0.743
1_MACS_peak_14682_lociStitched	chr2(.):675347-678540	2.225
1_MACS_peak_14683_lociStitched	chr2(.):725953-728251	0.6762
1_MACS_peak_14684_lociStitched	chr2(.):1391750-1392460	0.4849
1_MACS_peak_14685_lociStitched	chr2(.):1442391-1443286	0.3897
1_MACS_peak_14686_lociStitched	chr2(.):1660132-1662276	0.648
1_MACS_peak_14687_lociStitched	chr2(.):2090250-2091323	0.4701
1_MACS_peak_14688_lociStitched	chr2(.):2454406-2456116	1.0233
1_MACS_peak_14689_lociStitched	chr2(.):2616614-2618183	0.6551
1_MACS_peak_14690_lociStitched	chr2(.):2650128-2651256	0.5315
1_MACS_peak_14691_lociStitched	chr2(.):2873286-2878094	0.5491
1_MACS_peak_14692_lociStitched	chr2(.):2904579-2906794	0.6022
3_MACS_peak_14693_lociStitched	chr2(.):3148101-3156562	0.6359
1_MACS_peak_14696_lociStitched	chr2(.):3169187-3171113	0.5613
1_MACS_peak_14697_lociStitched	chr2(.):3240332-3241093	0.3858
2_MACS_peak_14698_lociStitched	chr2(.):3380751-3384420	0.7985
1_MACS_peak_14700_lociStitched	chr2(.):3429931-3432094	0.9156
1_MACS_peak_14701_lociStitched	chr2(.):3439168-3440178	0.5153
1_MACS_peak_14702_lociStitched	chr2(.):3465103-3466470	0.716
1_MACS_peak_14703_lociStitched	chr2(.):3483336-3485261	0.7781
1_MACS_peak_14704_lociStitched	chr2(.):3521712-3524347	2.4659
1_MACS_peak_14705_lociStitched	chr2(.):3604789-3607014	1.5281
1_MACS_peak_14706_lociStitched	chr2(.):3622114-3624167	1.4173
1_MACS_peak_14707_lociStitched	chr2(.):3656191-3657862	0.4494
1_MACS_peak_14708_lociStitched	chr2(.):3698633-3700311	1.1777
1_MACS_peak_14709_lociStitched	chr2(.):3714184-3716082	0.5362
1_MACS_peak_14710_lociStitched	chr2(.):3951261-3953791	1.064
1_MACS_peak_14711_lociStitched	chr2(.):4033748-4035023	0.6214
3_MACS_peak_14712_lociStitched	chr2(.):4067544-4077207	0.5011
1_MACS_peak_14715_lociStitched	chr2(.):4222954-4224446	0.5567
1_MACS_peak_14716_lociStitched	chr2(.):5366659-5367674	0.6499
1_MACS_peak_14717_lociStitched	chr2(.):5374726-5376554	0.5411
1_MACS_peak_14718_lociStitched	chr2(.):5801093-5801998	0.4198
2_MACS_peak_14719_lociStitched	chr2(.):5835302-5842351	1.1488
1_MACS_peak_14721_lociStitched	chr2(.):6063163-6065730	0.8739
1_MACS_peak_14722_lociStitched	chr2(.):6081525-6083614	0.5614
2_MACS_peak_14723_lociStitched	chr2(.):6483675-6492899	0.4857
1_MACS_peak_14725_lociStitched	chr2(.):7005260-7006982	0.8599
1_MACS_peak_14726_lociStitched	chr2(.):7017252-7018654	0.6331
1_MACS_peak_14727_lociStitched	chr2(.):7049002-7050395	0.5391
1_MACS_peak_14728_lociStitched	chr2(.):7057165-7058486	0.5125
1_MACS_peak_14729_lociStitched	chr2(.):7084928-7086610	0.779
1_MACS_peak_14730_lociStitched	chr2(.):7237190-7238506	0.4473
1_MACS_peak_14731_lociStitched	chr2(.):7322694-7323857	0.4971
1_MACS_peak_14732_lociStitched	chr2(.):7773232-7775578	0.5708
1_MACS_peak_14733_lociStitched	chr2(.):7804587-7807712	0.9236
1_MACS_peak_14734_lociStitched	chr2(.):7841990-7844601	0.8546
1_MACS_peak_14735_lociStitched	chr2(.):7870453-7871473	0.5136
1_MACS_peak_14736_lociStitched	chr2(.):8136364-8137826	0.5085
1_MACS_peak_14737_lociStitched	chr2(.):8440946-8444642	1.5485
3_MACS_peak_14738_lociStitched	chr2(.):8617318-8629515	0.5545
4_MACS_peak_14741_lociStitched	chr2(.):8651559-8666849	1.1487
1_MACS_peak_14745_lociStitched	chr2(.):8682185-8686154	2.0264
1_MACS_peak_14746_lociStitched	chr2(.):8745275-8748175	1.6551
4_MACS_peak_14747_lociStitched	chr2(.):8817487-8826431	0.8605
1_MACS_peak_14751_lociStitched	chr2(.):8976772-8978124	0.8611
1_MACS_peak_14752_lociStitched	chr2(.):9062549-9063578	0.5131
1_MACS_peak_14753_lociStitched	chr2(.):9143090-9145056	0.8876
1_MACS_peak_14754_lociStitched	chr2(.):9158001-9159508	0.6822
1_MACS_peak_14755_lociStitched	chr2(.):9318051-9319564	0.6874
1_MACS_peak_14756_lociStitched	chr2(.):9346855-9348380	0.4304
1_MACS_peak_14757_lociStitched	chr2(.):9446140-9449126	1.2024
2_MACS_peak_14758_lociStitched	chr2(.):9562222-9571779	0.5971
1_MACS_peak_14760_lociStitched	chr2(.):9613994-9615641	1.1165
2_MACS_peak_14761_lociStitched	chr2(.):9687504-9697178	0.785
1_MACS_peak_14763_lociStitched	chr2(.):9747418-9749457	0.8419
1_MACS_peak_14764_lociStitched	chr2(.):9769471-9772253	1.7366
1_MACS_peak_14765_lociStitched	chr2(.):9788111-9790174	0.8244
1_MACS_peak_14766_lociStitched	chr2(.):9832210-9834135	0.7001
1_MACS_peak_14767_lociStitched	chr2(.):9982684-9985298	1.6206
1_MACS_peak_14768_lociStitched	chr2(.):10053857-10055420	1.0501
1_MACS_peak_14769_lociStitched	chr2(.):10090644-10092659	0.6652
1_MACS_peak_14770_lociStitched	chr2(.):10104193-10107413	1.1433
1_MACS_peak_14771_lociStitched	chr2(.):10182646-10185346	1.1011
1_MACS_peak_14772_lociStitched	chr2(.):10259606-10266294	2.5848
1_MACS_peak_14773_lociStitched	chr2(.):10441773-10445718	1.1643
1_MACS_peak_14774_lociStitched	chr2(.):10463811-10467219	1.0113
3_MACS_peak_14775_lociStitched	chr2(.):10514661-10527957	1.0702
3_MACS_peak_14778_lociStitched	chr2(.):10536122-10553427	1.1532
1_MACS_peak_14781_lociStitched	chr2(.):10574531-10575665	0.5473
1_MACS_peak_14782_lociStitched	chr2(.):10583890-10589854	2.5478
1_MACS_peak_14783_lociStitched	chr2(.):10828996-10830972	2.34
1_MACS_peak_14784_lociStitched	chr2(.):10859946-10862822	1.3011
1_MACS_peak_14785_lociStitched	chr2(.):10884844-10886776	0.8898
1_MACS_peak_14786_lociStitched	chr2(.):10929761-10933938	1.6155
1_MACS_peak_14787_lociStitched	chr2(.):10950155-10953742	2.0
1_MACS_peak_14788_lociStitched	chr2(.):11004001-11006003	0.7037
2_MACS_peak_14789_lociStitched	chr2(.):11269601-11273934	0.4895
2_MACS_peak_14791_lociStitched	chr2(.):11294311-11302442	0.6989
1_MACS_peak_14793_lociStitched	chr2(.):11483383-11485704	0.853
2_MACS_peak_14794_lociStitched	chr2(.):11511869-11519978	1.2395
1_MACS_peak_14796_lociStitched	chr2(.):11605197-11607249	1.3326
1_MACS_peak_14797_lociStitched	chr2(.):11623125-11624075	0.4169
2_MACS_peak_14798_lociStitched	chr2(.):11638031-11647409	0.9071
1_MACS_peak_14800_lociStitched	chr2(.):11883140-11898655	3.3686
1_MACS_peak_14801_lociStitched	chr2(.):12084906-12086264	0.6029
1_MACS_peak_14802_lociStitched	chr2(.):12401883-12404035	0.7016
1_MACS_peak_14803_lociStitched	chr2(.):12552051-12554025	0.5274
1_MACS_peak_14804_lociStitched	chr2(.):12596379-12597514	0.6273
2_MACS_peak_14805_lociStitched	chr2(.):12855967-12858800	0.8255
2_MACS_peak_14807_lociStitched	chr2(.):12865406-12869906	0.7605
1_MACS_peak_14809_lociStitched	chr2(.):12996135-12997488	0.5638
1_MACS_peak_14810_lociStitched	chr2(.):13332455-13333556	0.4433
1_MACS_peak_14811_lociStitched	chr2(.):13614006-13615727	0.6421
1_MACS_peak_14812_lociStitched	chr2(.):13661694-13666168	2.004
4_MACS_peak_14813_lociStitched	chr2(.):13681382-13702344	0.5395
1_MACS_peak_14817_lociStitched	chr2(.):13790573-13793554	0.604
1_MACS_peak_14818_lociStitched	chr2(.):13806334-13807510	0.5516
1_MACS_peak_14819_lociStitched	chr2(.):14442893-14444422	0.4517
1_MACS_peak_14820_lociStitched	chr2(.):15281266-15283721	1.2607
1_MACS_peak_14821_lociStitched	chr2(.):15700378-15702336	0.789
1_MACS_peak_14822_lociStitched	chr2(.):15731161-15732986	1.2574
2_MACS_peak_14823_lociStitched	chr2(.):16052467-16057744	0.621
1_MACS_peak_14825_lociStitched	chr2(.):16079326-16081312	0.7989
1_MACS_peak_14826_lociStitched	chr2(.):16152440-16154485	0.8357
2_MACS_peak_14827_lociStitched	chr2(.):16195175-16198824	0.7208
1_MACS_peak_14829_lociStitched	chr2(.):16789891-16790829	0.5794
1_MACS_peak_14830_lociStitched	chr2(.):16837444-16838838	0.5453
1_MACS_peak_14831_lociStitched	chr2(.):16846270-16847097	0.5114
1_MACS_peak_14832_lociStitched	chr2(.):16893406-16896268	0.9251
1_MACS_peak_14833_lociStitched	chr2(.):16937789-16938932	0.5779
1_MACS_peak_14834_lociStitched	chr2(.):17140908-17143054	0.7185
1_MACS_peak_14835_lociStitched	chr2(.):17482941-17485666	0.6427
1_MACS_peak_14836_lociStitched	chr2(.):17536470-17538274	0.8373
1_MACS_peak_14837_lociStitched	chr2(.):17552863-17558475	1.9159
1_MACS_peak_14838_lociStitched	chr2(.):17567992-17569396	0.7211
1_MACS_peak_14839_lociStitched	chr2(.):17698893-17700092	0.6743
1_MACS_peak_14840_lociStitched	chr2(.):17719497-17720686	0.5019
1_MACS_peak_14841_lociStitched	chr2(.):17808906-17811002	0.9187
1_MACS_peak_14842_lociStitched	chr2(.):17829451-17831100	0.6272
2_MACS_peak_14843_lociStitched	chr2(.):17930933-17936437	1.0563
1_MACS_peak_14845_lociStitched	chr2(.):18059033-18061303	0.5881
2_MACS_peak_14846_lociStitched	chr2(.):18285357-18288390	0.4885
1_MACS_peak_14848_lociStitched	chr2(.):18548385-18551106	0.6186
1_MACS_peak_14849_lociStitched	chr2(.):18727502-18728581	0.4439
1_MACS_peak_14850_lociStitched	chr2(.):18740438-18742675	1.8566
1_MACS_peak_14851_lociStitched	chr2(.):19546818-19548951	1.5908
1_MACS_peak_14852_lociStitched	chr2(.):19758726-19760508	0.583
1_MACS_peak_14853_lociStitched	chr2(.):19842773-19844285	0.5611
1_MACS_peak_14854_lociStitched	chr2(.):20068135-20069313	0.6567
1_MACS_peak_14855_lociStitched	chr2(.):20099470-20102796	2.0863
1_MACS_peak_14856_lociStitched	chr2(.):20132479-20134134	0.8623
1_MACS_peak_14857_lociStitched	chr2(.):20189164-20190545	0.7128
1_MACS_peak_14858_lociStitched	chr2(.):20249105-20252704	2.2847
1_MACS_peak_14859_lociStitched	chr2(.):20303559-20305593	0.5729
2_MACS_peak_14860_lociStitched	chr2(.):20328224-20336825	0.9451
1_MACS_peak_14862_lociStitched	chr2(.):20350146-20351583	0.6293
3_MACS_peak_14863_lociStitched	chr2(.):20390601-20426544	1.687
1_MACS_peak_14866_lociStitched	chr2(.):20471410-20474246	0.7364
1_MACS_peak_14867_lociStitched	chr2(.):20548971-20552877	1.7589
1_MACS_peak_14868_lociStitched	chr2(.):20574692-20575412	0.4985
3_MACS_peak_14869_lociStitched	chr2(.):20610453-20631358	1.1422
1_MACS_peak_14872_lociStitched	chr2(.):20645320-20648529	2.557
1_MACS_peak_14873_lociStitched	chr2(.):20657951-20659477	0.6281
1_MACS_peak_14874_lociStitched	chr2(.):20703296-20710962	1.8176
1_MACS_peak_14875_lociStitched	chr2(.):20724014-20725593	0.6377
1_MACS_peak_14876_lociStitched	chr2(.):20750945-20752546	0.4819
1_MACS_peak_14877_lociStitched	chr2(.):20774163-20779663	1.5597
1_MACS_peak_14878_lociStitched	chr2(.):20793240-20797595	2.9053
1_MACS_peak_14879_lociStitched	chr2(.):20813060-20815616	0.8716
1_MACS_peak_14880_lociStitched	chr2(.):20832429-20834667	1.0844
1_MACS_peak_14881_lociStitched	chr2(.):20849487-20851910	1.7907
1_MACS_peak_14882_lociStitched	chr2(.):20874976-20878957	1.3919
1_MACS_peak_14883_lociStitched	chr2(.):20936538-20938305	0.4838
1_MACS_peak_14884_lociStitched	chr2(.):21021468-21023708	2.7766
1_MACS_peak_14885_lociStitched	chr2(.):21187935-21189978	0.596
1_MACS_peak_14886_lociStitched	chr2(.):21689533-21692121	0.5237
1_MACS_peak_14887_lociStitched	chr2(.):21825503-21826514	0.3956
1_MACS_peak_14888_lociStitched	chr2(.):22133188-22134838	0.5772
1_MACS_peak_14889_lociStitched	chr2(.):22147292-22148352	0.4134
1_MACS_peak_14890_lociStitched	chr2(.):22971626-22972970	0.4855
1_MACS_peak_14891_lociStitched	chr2(.):23042461-23045503	0.6729
1_MACS_peak_14892_lociStitched	chr2(.):23138826-23139817	0.4734
1_MACS_peak_14893_lociStitched	chr2(.):23671462-23673239	0.5174
1_MACS_peak_14894_lociStitched	chr2(.):24148439-24151309	2.4133
1_MACS_peak_14895_lociStitched	chr2(.):24162549-24164561	1.5132
2_MACS_peak_14896_lociStitched	chr2(.):24298442-24308348	0.5899
1_MACS_peak_14898_lociStitched	chr2(.):24345419-24347281	1.0222
1_MACS_peak_14899_lociStitched	chr2(.):24582260-24584357	2.0189
1_MACS_peak_14900_lociStitched	chr2(.):24713144-24715302	0.6084
1_MACS_peak_14901_lociStitched	chr2(.):25015244-25017369	3.0282
1_MACS_peak_14902_lociStitched	chr2(.):25106231-25107468	0.5033
1_MACS_peak_14903_lociStitched	chr2(.):25141681-25144334	0.8788
1_MACS_peak_14904_lociStitched	chr2(.):25153161-25154558	0.6836
1_MACS_peak_14905_lociStitched	chr2(.):25193468-25196347	3.3899
2_MACS_peak_14906_lociStitched	chr2(.):25516981-25525858	0.5761
1_MACS_peak_14908_lociStitched	chr2(.):25564194-25566158	0.8001
1_MACS_peak_14909_lociStitched	chr2(.):25584647-25586527	1.0336
1_MACS_peak_14910_lociStitched	chr2(.):25598797-25604575	1.2161
3_MACS_peak_14911_lociStitched	chr2(.):25623270-25646117	1.5075
1_MACS_peak_14914_lociStitched	chr2(.):25653586-25656501	0.9214
2_MACS_peak_14915_lociStitched	chr2(.):25675825-25684478	0.3459
1_MACS_peak_14917_lociStitched	chr2(.):25703837-25708006	1.0531
1_MACS_peak_14918_lociStitched	chr2(.):25720168-25721977	0.6341
1_MACS_peak_14919_lociStitched	chr2(.):25735849-25737834	0.7397
