GENE_ID	locusLine	bin_1_KMS-12-BM.jin.bam
2_MACS_peak_13794_lociStitched	chr19(.):12775410-12778068	2.741
1_MACS_peak_13796_lociStitched	chr19(.):12779079-12781345	2.5057
3_MACS_peak_13797_lociStitched	chr19(.):12791667-12793511	3.4401
1_MACS_peak_13800_lociStitched	chr19(.):12806442-12808177	2.0655
1_MACS_peak_13801_lociStitched	chr19(.):12832262-12835230	2.3412
2_MACS_peak_13802_lociStitched	chr19(.):12844345-12846402	3.8669
1_MACS_peak_13804_lociStitched	chr19(.):12847662-12849078	2.1755
1_MACS_peak_13805_lociStitched	chr19(.):12885858-12886495	2.4858
1_MACS_peak_13806_lociStitched	chr19(.):12888604-12890342	2.4178
3_MACS_peak_13807_lociStitched	chr19(.):12892239-12897719	2.1059
1_MACS_peak_13810_lociStitched	chr19(.):12898759-12906212	5.3677
1_MACS_peak_13811_lociStitched	chr19(.):12906860-12907438	1.4263
1_MACS_peak_13812_lociStitched	chr19(.):12911540-12913165	2.6526
1_MACS_peak_13813_lociStitched	chr19(.):12916793-12918365	2.2696
1_MACS_peak_13814_lociStitched	chr19(.):12946601-12947217	1.0135
1_MACS_peak_13815_lociStitched	chr19(.):12949275-12950275	3.2909
1_MACS_peak_13816_lociStitched	chr19(.):12991152-12993127	2.4059
1_MACS_peak_13817_lociStitched	chr19(.):12994797-12997421	3.6021
2_MACS_peak_13818_lociStitched	chr19(.):13000900-13002917	2.0169
1_MACS_peak_13820_lociStitched	chr19(.):13009932-13011845	2.006
1_MACS_peak_13821_lociStitched	chr19(.):13029055-13030757	2.1322
1_MACS_peak_13822_lociStitched	chr19(.):13043752-13045458	3.8636
2_MACS_peak_13823_lociStitched	chr19(.):13046974-13050343	3.0214
1_MACS_peak_13825_lociStitched	chr19(.):13055906-13057847	3.0638
2_MACS_peak_13826_lociStitched	chr19(.):13064311-13065612	1.0379
1_MACS_peak_13828_lociStitched	chr19(.):13066964-13068853	2.8351
1_MACS_peak_13829_lociStitched	chr19(.):13076095-13076673	0.916
2_MACS_peak_13830_lociStitched	chr19(.):13205693-13207761	1.2941
1_MACS_peak_13832_lociStitched	chr19(.):13212995-13216654	3.1999
3_MACS_peak_13833_lociStitched	chr19(.):13226500-13229722	1.7445
2_MACS_peak_13836_lociStitched	chr19(.):13251079-13251967	1.2447
3_MACS_peak_13838_lociStitched	chr19(.):13260635-13267644	3.3507
1_MACS_peak_13841_lociStitched	chr19(.):13273304-13275083	1.6308
2_MACS_peak_13842_lociStitched	chr19(.):13277958-13279219	1.3753
1_MACS_peak_13844_lociStitched	chr19(.):13842566-13842918	0.9522
2_MACS_peak_13845_lociStitched	chr19(.):13858112-13859635	1.2381
1_MACS_peak_13847_lociStitched	chr19(.):13874764-13875374	1.5315
1_MACS_peak_13848_lociStitched	chr19(.):13885186-13886036	2.273
1_MACS_peak_13849_lociStitched	chr19(.):13898490-13899140	1.3318
2_MACS_peak_13850_lociStitched	chr19(.):13905492-13906551	1.2515
3_MACS_peak_13852_lociStitched	chr19(.):13946934-13951604	2.0433
1_MACS_peak_13855_lociStitched	chr19(.):13952940-13953602	1.1889
1_MACS_peak_13856_lociStitched	chr19(.):13956580-13959034	2.7421
3_MACS_peak_13857_lociStitched	chr19(.):13975287-13977269	1.0909
1_MACS_peak_13860_lociStitched	chr19(.):13991047-13992078	2.0284
2_MACS_peak_13861_lociStitched	chr19(.):14016339-14017420	1.4784
1_MACS_peak_13863_lociStitched	chr19(.):14063261-14063721	2.8726
1_MACS_peak_13864_lociStitched	chr19(.):14096039-14098852	3.5059
1_MACS_peak_13865_lociStitched	chr19(.):14116702-14118373	4.5853
2_MACS_peak_13866_lociStitched	chr19(.):14125986-14126957	1.1984
2_MACS_peak_13868_lociStitched	chr19(.):14141893-14143457	2.7941
1_MACS_peak_13870_lociStitched	chr19(.):14182472-14183510	1.9196
2_MACS_peak_13871_lociStitched	chr19(.):14191693-14192951	1.0676
1_MACS_peak_13873_lociStitched	chr19(.):14201943-14202681	1.4469
2_MACS_peak_13874_lociStitched	chr19(.):14246656-14248689	3.1746
2_MACS_peak_13876_lociStitched	chr19(.):14259922-14261135	1.1186
1_MACS_peak_13878_lociStitched	chr19(.):14316625-14317064	1.1608
1_MACS_peak_13879_lociStitched	chr19(.):14317710-14318657	1.8402
2_MACS_peak_13880_lociStitched	chr19(.):14480648-14481277	0.9361
2_MACS_peak_13882_lociStitched	chr19(.):14485396-14486714	1.199
1_MACS_peak_13884_lociStitched	chr19(.):14492027-14492660	0.9146
1_MACS_peak_13885_lociStitched	chr19(.):14528523-14531204	4.3571
2_MACS_peak_13886_lociStitched	chr19(.):14550747-14551425	1.2539
1_MACS_peak_13888_lociStitched	chr19(.):14606957-14607644	1.8368
2_MACS_peak_13889_lociStitched	chr19(.):14628338-14630057	2.2276
1_MACS_peak_13891_lociStitched	chr19(.):14640352-14641143	2.1714
1_MACS_peak_13892_lociStitched	chr19(.):14682139-14683356	1.6799
1_MACS_peak_13893_lociStitched	chr19(.):14696386-14696688	0.7749
1_MACS_peak_13894_lociStitched	chr19(.):14715273-14715626	1.0159
2_MACS_peak_13895_lociStitched	chr19(.):14800135-14801407	1.7982
1_MACS_peak_13897_lociStitched	chr19(.):15235397-15236654	5.1719
1_MACS_peak_13898_lociStitched	chr19(.):15288122-15288391	0.8155
1_MACS_peak_13899_lociStitched	chr19(.):15397585-15398034	1.3903
1_MACS_peak_13900_lociStitched	chr19(.):15399225-15399624	0.9197
1_MACS_peak_13901_lociStitched	chr19(.):15403963-15404481	1.2458
3_MACS_peak_13902_lociStitched	chr19(.):15441666-15445952	4.2334
2_MACS_peak_13905_lociStitched	chr19(.):15489281-15491676	4.1245
1_MACS_peak_13907_lociStitched	chr19(.):15528843-15529904	4.9082
2_MACS_peak_13908_lociStitched	chr19(.):15542702-15544049	1.075
1_MACS_peak_13910_lociStitched	chr19(.):15574318-15575936	2.9725
2_MACS_peak_13911_lociStitched	chr19(.):15577147-15578715	1.5281
1_MACS_peak_13913_lociStitched	chr19(.):15666789-15667198	1.0749
1_MACS_peak_13914_lociStitched	chr19(.):16180315-16182157	2.612
1_MACS_peak_13915_lociStitched	chr19(.):16184859-16185394	1.0897
3_MACS_peak_13916_lociStitched	chr19(.):16186281-16191486	3.4558
2_MACS_peak_13919_lociStitched	chr19(.):16221478-16223546	2.9717
2_MACS_peak_13921_lociStitched	chr19(.):16228192-16231458	4.3584
2_MACS_peak_13923_lociStitched	chr19(.):16251859-16257321	3.5073
3_MACS_peak_13925_lociStitched	chr19(.):16259435-16261414	1.2152
2_MACS_peak_13928_lociStitched	chr19(.):16265468-16267856	1.3421
3_MACS_peak_13930_lociStitched	chr19(.):16285859-16288120	1.1442
1_MACS_peak_13933_lociStitched	chr19(.):16293125-16293795	2.1449
1_MACS_peak_13934_lociStitched	chr19(.):16296059-16296883	1.7552
1_MACS_peak_13935_lociStitched	chr19(.):16307975-16309289	1.7824
1_MACS_peak_13936_lociStitched	chr19(.):16363716-16364123	0.878
3_MACS_peak_13937_lociStitched	chr19(.):16434769-16437096	2.0097
2_MACS_peak_13940_lociStitched	chr19(.):16448690-16450482	1.5941
1_MACS_peak_13942_lociStitched	chr19(.):16452792-16454230	1.973
3_MACS_peak_13943_lociStitched	chr19(.):16474680-16485296	5.2905
2_MACS_peak_13946_lociStitched	chr19(.):16492681-16495022	1.2689
1_MACS_peak_13948_lociStitched	chr19(.):16510122-16510422	0.7384
2_MACS_peak_13949_lociStitched	chr19(.):16582149-16583413	1.167
1_MACS_peak_13951_lociStitched	chr19(.):16606540-16606990	1.2551
1_MACS_peak_13952_lociStitched	chr19(.):16652640-16654170	3.1736
2_MACS_peak_13953_lociStitched	chr19(.):16676636-16677837	1.2397
2_MACS_peak_13955_lociStitched	chr19(.):16682183-16684115	2.385
1_MACS_peak_13957_lociStitched	chr19(.):16694162-16701338	7.0042
1_MACS_peak_13958_lociStitched	chr19(.):16704240-16705853	1.481
2_MACS_peak_13959_lociStitched	chr19(.):16737946-16741080	3.8401
3_MACS_peak_13961_lociStitched	chr19(.):16770253-16772854	2.5612
2_MACS_peak_13964_lociStitched	chr19(.):16828832-16830879	1.3835
1_MACS_peak_13966_lociStitched	chr19(.):16940289-16940723	1.4093
1_MACS_peak_13967_lociStitched	chr19(.):16984764-16985073	0.8447
1_MACS_peak_13968_lociStitched	chr19(.):16985729-16987731	1.6472
1_MACS_peak_13969_lociStitched	chr19(.):16998768-17001013	2.8178
1_MACS_peak_13970_lociStitched	chr19(.):17002640-17006036	3.5304
3_MACS_peak_13971_lociStitched	chr19(.):17006836-17008677	1.0508
2_MACS_peak_13974_lociStitched	chr19(.):17184879-17187547	3.1142
2_MACS_peak_13976_lociStitched	chr19(.):17190302-17191507	0.7789
1_MACS_peak_13978_lociStitched	chr19(.):17236318-17236656	0.8978
1_MACS_peak_13979_lociStitched	chr19(.):17325245-17326985	4.102
1_MACS_peak_13980_lociStitched	chr19(.):17336104-17338125	2.0289
1_MACS_peak_13981_lociStitched	chr19(.):17346034-17346643	1.6096
1_MACS_peak_13982_lociStitched	chr19(.):17356870-17358006	1.9815
2_MACS_peak_13983_lociStitched	chr19(.):17377360-17378875	1.1921
1_MACS_peak_13985_lociStitched	chr19(.):17392007-17393708	2.7163
2_MACS_peak_13986_lociStitched	chr19(.):17402899-17403920	1.7405
1_MACS_peak_13988_lociStitched	chr19(.):17416609-17417532	2.6395
2_MACS_peak_13989_lociStitched	chr19(.):17419821-17421341	2.0209
1_MACS_peak_13991_lociStitched	chr19(.):17444924-17445551	1.0649
2_MACS_peak_13992_lociStitched	chr19(.):17447539-17449267	3.1881
2_MACS_peak_13994_lociStitched	chr19(.):17480810-17482278	1.5106
2_MACS_peak_13996_lociStitched	chr19(.):17482943-17485761	2.4002
3_MACS_peak_13998_lociStitched	chr19(.):17515664-17518892	1.6844
2_MACS_peak_14001_lociStitched	chr19(.):17529949-17531618	2.0108
3_MACS_peak_14003_lociStitched	chr19(.):17580252-17581761	1.2336
1_MACS_peak_14006_lociStitched	chr19(.):17599381-17599841	0.8972
1_MACS_peak_14007_lociStitched	chr19(.):17621965-17623132	3.2732
1_MACS_peak_14008_lociStitched	chr19(.):17666533-17667256	2.4398
1_MACS_peak_14009_lociStitched	chr19(.):17716587-17717227	1.2578
1_MACS_peak_14010_lociStitched	chr19(.):17790732-17791155	0.8722
1_MACS_peak_14011_lociStitched	chr19(.):17830134-17830679	1.0816
1_MACS_peak_14012_lociStitched	chr19(.):17858019-17858441	1.2197
2_MACS_peak_14013_lociStitched	chr19(.):17861317-17863059	3.184
1_MACS_peak_14015_lociStitched	chr19(.):17865944-17866431	1.1147
1_MACS_peak_14016_lociStitched	chr19(.):17958244-17959625	2.0608
1_MACS_peak_14017_lociStitched	chr19(.):17960929-17962026	1.3986
1_MACS_peak_14018_lociStitched	chr19(.):17970692-17971502	4.7629
1_MACS_peak_14019_lociStitched	chr19(.):18043015-18044676	3.8893
2_MACS_peak_14020_lociStitched	chr19(.):18058079-18060083	1.2024
1_MACS_peak_14022_lociStitched	chr19(.):18107838-18109643	2.1852
1_MACS_peak_14023_lociStitched	chr19(.):18110798-18112998	2.3383
1_MACS_peak_14024_lociStitched	chr19(.):18155375-18155933	1.1549
2_MACS_peak_14025_lociStitched	chr19(.):18197331-18198517	1.7579
3_MACS_peak_14027_lociStitched	chr19(.):18199485-18202824	1.4638
1_MACS_peak_14030_lociStitched	chr19(.):18208653-18210720	1.3351
1_MACS_peak_14031_lociStitched	chr19(.):18215260-18215705	0.8765
1_MACS_peak_14032_lociStitched	chr19(.):18228873-18229387	1.203
1_MACS_peak_14033_lociStitched	chr19(.):18230398-18230989	0.8234
3_MACS_peak_14034_lociStitched	chr19(.):18262806-18264697	1.6929
1_MACS_peak_14037_lociStitched	chr19(.):18271421-18272192	3.8864
2_MACS_peak_14038_lociStitched	chr19(.):18303097-18304637	1.3342
2_MACS_peak_14040_lociStitched	chr19(.):18313947-18316742	1.477
3_MACS_peak_14042_lociStitched	chr19(.):18390420-18393846	4.0563
1_MACS_peak_14045_lociStitched	chr19(.):18402022-18403723	2.8078
2_MACS_peak_14046_lociStitched	chr19(.):18413938-18416050	1.8404
2_MACS_peak_14048_lociStitched	chr19(.):18433155-18434862	2.5375
1_MACS_peak_14050_lociStitched	chr19(.):18484823-18485346	1.0206
1_MACS_peak_14051_lociStitched	chr19(.):18499479-18499848	0.7594
1_MACS_peak_14052_lociStitched	chr19(.):18530610-18531239	1.219
1_MACS_peak_14053_lociStitched	chr19(.):18543449-18544443	2.0359
2_MACS_peak_14054_lociStitched	chr19(.):18631183-18633805	2.8054
2_MACS_peak_14056_lociStitched	chr19(.):18654197-18654988	1.0651
1_MACS_peak_14058_lociStitched	chr19(.):18667782-18669503	2.9526
2_MACS_peak_14059_lociStitched	chr19(.):18681537-18683553	3.3618
1_MACS_peak_14061_lociStitched	chr19(.):18698278-18700876	2.5047
1_MACS_peak_14062_lociStitched	chr19(.):18747875-18748409	2.0411
2_MACS_peak_14063_lociStitched	chr19(.):18793778-18794721	2.8714
1_MACS_peak_14065_lociStitched	chr19(.):18811486-18811973	1.1766
2_MACS_peak_14066_lociStitched	chr19(.):18942115-18943974	2.3198
2_MACS_peak_14068_lociStitched	chr19(.):19029175-19031277	2.707
1_MACS_peak_14070_lociStitched	chr19(.):19057966-19058401	1.2839
2_MACS_peak_14071_lociStitched	chr19(.):19059403-19060912	1.1619
1_MACS_peak_14073_lociStitched	chr19(.):19143416-19145408	3.3894
2_MACS_peak_14074_lociStitched	chr19(.):19173918-19175604	1.1927
1_MACS_peak_14076_lociStitched	chr19(.):19248359-19249354	2.2998
1_MACS_peak_14077_lociStitched	chr19(.):19271471-19272079	1.2285
2_MACS_peak_14078_lociStitched	chr19(.):19302288-19304208	4.7219
1_MACS_peak_14080_lociStitched	chr19(.):19313494-19314935	1.9165
1_MACS_peak_14081_lociStitched	chr19(.):19430672-19432349	2.8119
1_MACS_peak_14082_lociStitched	chr19(.):19475262-19476447	1.322
1_MACS_peak_14083_lociStitched	chr19(.):19483332-19484042	1.2132
2_MACS_peak_14084_lociStitched	chr19(.):19495291-19497764	2.4033
2_MACS_peak_14086_lociStitched	chr19(.):19515774-19517566	2.3388
1_MACS_peak_14088_lociStitched	chr19(.):19571193-19572125	1.1123
1_MACS_peak_14089_lociStitched	chr19(.):19599351-19601241	1.3872
2_MACS_peak_14090_lociStitched	chr19(.):19626329-19627944	2.7666
1_MACS_peak_14092_lociStitched	chr19(.):19728998-19729532	1.1894
2_MACS_peak_14093_lociStitched	chr19(.):19738283-19739738	1.4147
1_MACS_peak_14095_lociStitched	chr19(.):19753485-19754945	1.7485
2_MACS_peak_14096_lociStitched	chr19(.):19771544-19775785	5.7128
2_MACS_peak_14098_lociStitched	chr19(.):19776649-19780959	4.2266
2_MACS_peak_14100_lociStitched	chr19(.):19843125-19844410	2.2473
2_MACS_peak_14102_lociStitched	chr19(.):19886716-19887989	1.3016
2_MACS_peak_14104_lociStitched	chr19(.):19928599-19929861	0.6378
1_MACS_peak_14106_lociStitched	chr19(.):19931374-19933232	3.5023
1_MACS_peak_14107_lociStitched	chr19(.):19976546-19978678	4.025
1_MACS_peak_14108_lociStitched	chr19(.):20011016-20012937	3.0257
1_MACS_peak_14109_lociStitched	chr19(.):20149567-20150422	2.4364
1_MACS_peak_14110_lociStitched	chr19(.):20162459-20163780	2.4318
1_MACS_peak_14111_lociStitched	chr19(.):20188656-20189794	1.8836
1_MACS_peak_14112_lociStitched	chr19(.):20272333-20272950	0.8083
1_MACS_peak_14113_lociStitched	chr19(.):20277942-20278704	2.3203
1_MACS_peak_14114_lociStitched	chr19(.):20348576-20349373	2.1904
2_MACS_peak_14115_lociStitched	chr19(.):20382566-20383914	1.2086
2_MACS_peak_14117_lociStitched	chr19(.):20747280-20748636	1.6872
1_MACS_peak_14119_lociStitched	chr19(.):20843250-20844403	1.9348
2_MACS_peak_14120_lociStitched	chr19(.):20847079-20848452	1.4215
1_MACS_peak_14122_lociStitched	chr19(.):20850792-20851066	0.8468
1_MACS_peak_14123_lociStitched	chr19(.):20958935-20959939	2.1552
1_MACS_peak_14124_lociStitched	chr19(.):21105914-21106760	2.2345
1_MACS_peak_14125_lociStitched	chr19(.):21182568-21183412	2.9157
1_MACS_peak_14126_lociStitched	chr19(.):21202883-21204136	3.0256
1_MACS_peak_14127_lociStitched	chr19(.):21264982-21265671	1.6869
1_MACS_peak_14128_lociStitched	chr19(.):21324690-21325385	2.149
1_MACS_peak_14129_lociStitched	chr19(.):21511609-21512303	2.9364
1_MACS_peak_14130_lociStitched	chr19(.):21541705-21542365	2.7618
1_MACS_peak_14131_lociStitched	chr19(.):21579775-21580509	2.4768
1_MACS_peak_14132_lociStitched	chr19(.):21646013-21646877	3.5401
2_MACS_peak_14133_lociStitched	chr19(.):21656942-21658414	2.4555
1_MACS_peak_14135_lociStitched	chr19(.):21665914-21666509	1.1415
1_MACS_peak_14136_lociStitched	chr19(.):21688255-21689201	3.9414
1_MACS_peak_14137_lociStitched	chr19(.):21751507-21752791	1.9271
1_MACS_peak_14138_lociStitched	chr19(.):21949580-21950478	2.7319
1_MACS_peak_14139_lociStitched	chr19(.):22018053-22019627	3.0646
1_MACS_peak_14140_lociStitched	chr19(.):22034031-22035412	2.8514
3_MACS_peak_14141_lociStitched	chr19(.):22057434-22060714	1.5332
1_MACS_peak_14144_lociStitched	chr19(.):22193197-22193790	1.2964
1_MACS_peak_14145_lociStitched	chr19(.):22235216-22236167	2.9462
2_MACS_peak_14146_lociStitched	chr19(.):22604565-22605901	1.8739
1_MACS_peak_14148_lociStitched	chr19(.):22911484-22911894	1.0032
2_MACS_peak_14149_lociStitched	chr19(.):22912420-22913346	0.9249
1_MACS_peak_14151_lociStitched	chr19(.):22966426-22967004	1.5383
1_MACS_peak_14152_lociStitched	chr19(.):23015036-23015567	1.8641
1_MACS_peak_14153_lociStitched	chr19(.):23098300-23099029	1.2891
1_MACS_peak_14154_lociStitched	chr19(.):23099764-23100590	1.2825
1_MACS_peak_14155_lociStitched	chr19(.):23185416-23186056	3.1257
1_MACS_peak_14156_lociStitched	chr19(.):23257421-23258875	2.6783
1_MACS_peak_14157_lociStitched	chr19(.):23299757-23300389	3.1933
1_MACS_peak_14158_lociStitched	chr19(.):23432057-23433261	2.5108
1_MACS_peak_14159_lociStitched	chr19(.):23456032-23457109	2.9852
1_MACS_peak_14160_lociStitched	chr19(.):23577196-23578453	4.2641
1_MACS_peak_14161_lociStitched	chr19(.):23597871-23598944	2.2511
1_MACS_peak_14162_lociStitched	chr19(.):23618793-23619173	0.747
1_MACS_peak_14163_lociStitched	chr19(.):23710100-23710647	1.3064
1_MACS_peak_14164_lociStitched	chr19(.):23868976-23870072	3.0775
2_MACS_peak_14165_lociStitched	chr19(.):23940981-23942340	1.8971
2_MACS_peak_14167_lociStitched	chr19(.):23944984-23946810	2.2984
1_MACS_peak_14169_lociStitched	chr19(.):23983421-23983731	0.835
2_MACS_peak_14170_lociStitched	chr19(.):24005157-24008724	2.1526
2_MACS_peak_14172_lociStitched	chr19(.):24096884-24098702	2.3163
1_MACS_peak_14174_lociStitched	chr19(.):24216170-24216957	2.5821
1_MACS_peak_14175_lociStitched	chr19(.):24269889-24270484	2.6222
1_MACS_peak_14176_lociStitched	chr19(.):28282491-28282837	0.883
1_MACS_peak_14177_lociStitched	chr19(.):28283740-28285845	3.2343
1_MACS_peak_14178_lociStitched	chr19(.):28760583-28761000	1.1267
2_MACS_peak_14179_lociStitched	chr19(.):28876697-28878496	2.4545
3_MACS_peak_14181_lociStitched	chr19(.):28879124-28882204	2.7141
3_MACS_peak_14184_lociStitched	chr19(.):28882791-28889761	2.4166
3_MACS_peak_14187_lociStitched	chr19(.):28890940-28899813	2.9667
1_MACS_peak_14190_lociStitched	chr19(.):28900617-28901253	0.888
9_MACS_peak_14191_lociStitched	chr19(.):28911156-28938244	3.3084
1_MACS_peak_14200_lociStitched	chr19(.):28939850-28940169	0.7847
6_MACS_peak_14201_lociStitched	chr19(.):28952775-28961351	1.4681
2_MACS_peak_14207_lociStitched	chr19(.):28972040-28973367	1.2014
5_MACS_peak_14209_lociStitched	chr19(.):28977216-28981708	1.6443
1_MACS_peak_14214_lociStitched	chr19(.):28983516-28984036	1.0161
1_MACS_peak_14215_lociStitched	chr19(.):28989862-28990385	1.7648
7_MACS_peak_14216_lociStitched	chr19(.):28991498-29001358	1.5971
1_MACS_peak_14223_lociStitched	chr19(.):29003730-29004380	0.826
1_MACS_peak_14224_lociStitched	chr19(.):29004953-29005518	2.09
4_MACS_peak_14225_lociStitched	chr19(.):29006445-29014549	2.0216
1_MACS_peak_14229_lociStitched	chr19(.):29024716-29025216	1.0296
4_MACS_peak_14230_lociStitched	chr19(.):29031337-29041991	2.8788
1_MACS_peak_14234_lociStitched	chr19(.):29051803-29052133	0.9527
1_MACS_peak_14235_lociStitched	chr19(.):29053332-29054774	1.2478
2_MACS_peak_14236_lociStitched	chr19(.):29071594-29073590	1.4748
1_MACS_peak_14238_lociStitched	chr19(.):29077492-29078109	1.183
1_MACS_peak_14239_lociStitched	chr19(.):29079505-29083476	2.5036
2_MACS_peak_14240_lociStitched	chr19(.):29084805-29086172	1.1307
4_MACS_peak_14242_lociStitched	chr19(.):29089331-29102154	2.8708
4_MACS_peak_14246_lociStitched	chr19(.):29119502-29124861	2.2773
1_MACS_peak_14250_lociStitched	chr19(.):29186110-29186388	0.6658
1_MACS_peak_14251_lociStitched	chr19(.):29190957-29191523	1.0258
1_MACS_peak_14252_lociStitched	chr19(.):29192428-29192914	1.1049
1_MACS_peak_14253_lociStitched	chr19(.):29702913-29704201	3.7676
2_MACS_peak_14254_lociStitched	chr19(.):30096285-30097884	4.2452
3_MACS_peak_14256_lociStitched	chr19(.):30155637-30157611	1.7056
1_MACS_peak_14259_lociStitched	chr19(.):30181373-30182078	2.2156
1_MACS_peak_14260_lociStitched	chr19(.):30205744-30206957	1.8581
3_MACS_peak_14261_lociStitched	chr19(.):30301257-30303892	2.8544
1_MACS_peak_14264_lociStitched	chr19(.):30322355-30322698	1.0237
2_MACS_peak_14265_lociStitched	chr19(.):30327502-30329098	1.1462
2_MACS_peak_14267_lociStitched	chr19(.):30335739-30336729	1.8342
1_MACS_peak_14269_lociStitched	chr19(.):30364143-30364510	0.9563
1_MACS_peak_14270_lociStitched	chr19(.):30433112-30434315	3.0687
1_MACS_peak_14271_lociStitched	chr19(.):30521564-30521930	0.7174
1_MACS_peak_14272_lociStitched	chr19(.):32836340-32837643	3.2381
2_MACS_peak_14273_lociStitched	chr19(.):32895788-32897452	2.5282
1_MACS_peak_14275_lociStitched	chr19(.):32989901-32990178	0.8227
1_MACS_peak_14276_lociStitched	chr19(.):33072037-33073020	3.303
2_MACS_peak_14277_lociStitched	chr19(.):33165070-33166770	1.7269
1_MACS_peak_14279_lociStitched	chr19(.):33182131-33184242	3.1717
1_MACS_peak_14280_lociStitched	chr19(.):33463124-33463760	1.5473
1_MACS_peak_14281_lociStitched	chr19(.):33555287-33555665	0.8808
1_MACS_peak_14282_lociStitched	chr19(.):33571636-33572668	2.0885
1_MACS_peak_14283_lociStitched	chr19(.):33667142-33667934	3.2912
2_MACS_peak_14284_lociStitched	chr19(.):33770767-33772170	1.4517
2_MACS_peak_14286_lociStitched	chr19(.):33863795-33865804	2.874
1_MACS_peak_14288_lociStitched	chr19(.):34012265-34012765	1.3147
1_MACS_peak_14289_lociStitched	chr19(.):34625115-34625979	1.9342
1_MACS_peak_14290_lociStitched	chr19(.):34662278-34664756	5.4144
2_MACS_peak_14291_lociStitched	chr19(.):34744916-34746162	1.6679
1_MACS_peak_14293_lociStitched	chr19(.):34840698-34841363	1.0868
2_MACS_peak_14294_lociStitched	chr19(.):34841994-34843190	1.217
1_MACS_peak_14296_lociStitched	chr19(.):34849654-34851029	1.6079
1_MACS_peak_14297_lociStitched	chr19(.):34856056-34857124	1.6915
2_MACS_peak_14298_lociStitched	chr19(.):34894922-34896354	3.7339
2_MACS_peak_14300_lociStitched	chr19(.):34899301-34901473	1.7354
1_MACS_peak_14302_lociStitched	chr19(.):34918610-34920388	2.7929
1_MACS_peak_14303_lociStitched	chr19(.):34991196-34991839	1.0925
1_MACS_peak_14304_lociStitched	chr19(.):35167539-35169024	4.6488
1_MACS_peak_14305_lociStitched	chr19(.):35224466-35226069	3.7654
1_MACS_peak_14306_lociStitched	chr19(.):35263734-35264079	0.8395
1_MACS_peak_14307_lociStitched	chr19(.):35300031-35300980	1.7254
1_MACS_peak_14308_lociStitched	chr19(.):35351009-35351642	2.3225
2_MACS_peak_14309_lociStitched	chr19(.):35454306-35455229	0.9543
1_MACS_peak_14311_lociStitched	chr19(.):35490472-35492303	2.195
1_MACS_peak_14312_lociStitched	chr19(.):35521556-35521785	0.9243
1_MACS_peak_14313_lociStitched	chr19(.):35531669-35532538	1.1016
1_MACS_peak_14314_lociStitched	chr19(.):35632439-35632841	1.5831
2_MACS_peak_14315_lociStitched	chr19(.):35644712-35646663	1.4695
3_MACS_peak_14317_lociStitched	chr19(.):35694038-35700481	3.2901
3_MACS_peak_14320_lociStitched	chr19(.):35701226-35708123	3.4757
1_MACS_peak_14323_lociStitched	chr19(.):35738373-35740383	3.9853
4_MACS_peak_14324_lociStitched	chr19(.):35757834-35761090	2.1979
3_MACS_peak_14328_lociStitched	chr19(.):35948557-35951080	1.1419
3_MACS_peak_14331_lociStitched	chr19(.):35952211-35955143	1.47
1_MACS_peak_14334_lociStitched	chr19(.):36000240-36001474	1.9959
1_MACS_peak_14335_lociStitched	chr19(.):36035521-36037113	3.0749
1_MACS_peak_14336_lociStitched	chr19(.):36086742-36089049	2.2236
3_MACS_peak_14337_lociStitched	chr19(.):36100044-36104472	3.5025
2_MACS_peak_14340_lociStitched	chr19(.):36119180-36120663	1.4685
2_MACS_peak_14342_lociStitched	chr19(.):36133948-36135953	1.6094
1_MACS_peak_14344_lociStitched	chr19(.):36139143-36139886	2.0757
1_MACS_peak_14345_lociStitched	chr19(.):36174321-36174806	0.9397
2_MACS_peak_14346_lociStitched	chr19(.):36192809-36193969	1.7635
3_MACS_peak_14348_lociStitched	chr19(.):36201152-36203428	1.6242
1_MACS_peak_14351_lociStitched	chr19(.):36206669-36208825	2.3852
3_MACS_peak_14352_lociStitched	chr19(.):36231626-36237016	3.1725
1_MACS_peak_14355_lociStitched	chr19(.):36239385-36239943	1.813
2_MACS_peak_14356_lociStitched	chr19(.):36248106-36249435	2.6944
1_MACS_peak_14358_lociStitched	chr19(.):36266331-36266830	1.3588
1_MACS_peak_14359_lociStitched	chr19(.):36390020-36395268	3.2394
1_MACS_peak_14360_lociStitched	chr19(.):36485425-36486917	1.8434
2_MACS_peak_14361_lociStitched	chr19(.):36504509-36506167	1.3129
1_MACS_peak_14363_lociStitched	chr19(.):36544495-36546713	5.0531
1_MACS_peak_14364_lociStitched	chr19(.):36604782-36607208	2.6842
1_MACS_peak_14365_lociStitched	chr19(.):36617897-36619633	2.6772
1_MACS_peak_14366_lociStitched	chr19(.):36627097-36628392	1.6109
1_MACS_peak_14367_lociStitched	chr19(.):36630104-36632180	3.2991
1_MACS_peak_14368_lociStitched	chr19(.):36704822-36706978	3.9859
2_MACS_peak_14370_lociStitched	chr19(.):36821875-36823092	1.5774
1_MACS_peak_14372_lociStitched	chr19(.):36869620-36870526	1.6081
1_MACS_peak_14373_lociStitched	chr19(.):36908702-36910056	2.1756
1_MACS_peak_14374_lociStitched	chr19(.):36979369-36982117	3.4295
1_MACS_peak_14375_lociStitched	chr19(.):36983875-36984324	1.2745
1_MACS_peak_14376_lociStitched	chr19(.):37018600-37020842	5.1557
