#KMS28BM_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS28BM_H3K27ac_ROSE/KMS28BM_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS28BM_jia.bam
#Using cutoff of 17368.6331 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuper
1_MACS_peak_1603_lociStitched	chr1	142949087	142950554	1	1468	1267.6347	15160	0
1_MACS_peak_24582_lociStitched	chr5	147379201	147381222	1	2022	1267.167	15161	0
1_MACS_peak_5959_lociStitched	chr11	119564111	119566102	1	1992	1267.0724	15162	0
1_MACS_peak_17968_lociStitched	chr20	18774511	18775536	1	1026	1267.0025	15163	0
2_MACS_peak_24235_lociStitched	chr5	123964813	123967488	2	1834	1266.88	15164	0
2_MACS_peak_20018_lociStitched	chr3	48593870	48595588	2	1512	1266.8532	15165	0
1_MACS_peak_24966_lociStitched	chr6	434192	435525	1	1334	1266.4833	15166	0
1_MACS_peak_21006_lociStitched	chr3	152313081	152314834	1	1754	1266.1919	15167	0
1_MACS_peak_14597_lociStitched	chr19	20348339	20350574	1	2236	1265.904	15168	0
1_MACS_peak_2371_lociStitched	chr1	194119752	194121210	1	1459	1265.8356	15169	0
2_MACS_peak_30692_lociStitched	chr9	72089467	72091773	2	2058	1265.3022	15170	0
1_MACS_peak_25821_lociStitched	chr6	45978629	45980014	1	1386	1265.059	15171	0
2_MACS_peak_12018_lociStitched	chr17	16391507	16395926	2	1677	1264.7178	15172	0
1_MACS_peak_29478_lociStitched	chr8	86406787	86408613	1	1827	1264.6876	15173	0
1_MACS_peak_11827_lociStitched	chr17	3598279	3599903	1	1625	1264.4464	15174	0
1_MACS_peak_22616_lociStitched	chr4	122120714	122122325	1	1612	1264.3128	15175	0
1_MACS_peak_7021_lociStitched	chr12	79520401	79521994	1	1594	1263.7269	15176	0
1_MACS_peak_11427_lociStitched	chr16	68026607	68028045	1	1439	1263.4268	15177	0
2_MACS_peak_22550_lociStitched	chr4	114790607	114792289	2	1591	1263.0138	15178	0
1_MACS_peak_30603_lociStitched	chr9	44117881	44119523	1	1643	1262.698	15179	0
1_MACS_peak_25042_lociStitched	chr6	6229696	6231332	1	1637	1262.6648	15180	0
1_MACS_peak_23982_lociStitched	chr5	92955941	92957403	1	1463	1262.5832	15181	0
1_MACS_peak_14172_lociStitched	chr19	6862516	6863857	1	1342	1262.1492	15182	0
2_MACS_peak_15179_lociStitched	chr19	50832821	50837511	2	1410	1262.079	15183	0
1_MACS_peak_31422_lociStitched	chr9	134152466	134153756	1	1291	1262.007	15184	0
1_MACS_peak_4444_lociStitched	chr10	121142172	121143886	1	1715	1261.8468	15185	0
1_MACS_peak_28986_lociStitched	chr8	30180775	30182885	1	2111	1261.78	15186	0
1_MACS_peak_30812_lociStitched	chr9	87750967	87752691	1	1725	1261.6232	15187	0
2_MACS_peak_31585_lociStitched	chrX	347085	348623	2	1454	1261.6214	15188	0
1_MACS_peak_13870_lociStitched	chr18	68678007	68679730	1	1724	1261.236	15189	0
1_MACS_peak_13526_lociStitched	chr18	24236138	24237775	1	1638	1260.8174	15190	0
2_MACS_peak_1230_lociStitched	chr1	83921227	83928506	2	1772	1260.7228	15191	0
1_MACS_peak_28076_lociStitched	chr7	103045826	103047528	1	1703	1260.6714	15192	0
1_MACS_peak_14611_lociStitched	chr19	21949350	21950886	1	1537	1260.5952	15193	0
2_MACS_peak_21732_lociStitched	chr4	13655711	13658959	2	1499	1260.5488	15194	0
1_MACS_peak_1076_lociStitched	chr1	59511888	59513294	1	1407	1260.1978	15195	0
2_MACS_peak_1421_lociStitched	chr1	109101896	109103915	2	1999	1259.856	15196	0
1_MACS_peak_26082_lociStitched	chr6	82853048	82854996	1	1949	1259.7716	15197	0
2_MACS_peak_28972_lociStitched	chr8	29206788	29209138	2	2340	1259.6	15198	0
1_MACS_peak_24824_lociStitched	chr5	172067399	172068927	1	1529	1259.072	15199	0
1_MACS_peak_3295_lociStitched	chr10	17064922	17066605	1	1684	1257.8742	15200	0
1_MACS_peak_8778_lociStitched	chr14	62018893	62020585	1	1693	1257.3252	15201	0
1_MACS_peak_14461_lociStitched	chr19	15782907	15784630	1	1724	1257.1008	15202	0
1_MACS_peak_729_lociStitched	chr1	36915957	36916988	1	1032	1256.9952	15203	0
2_MACS_peak_32491_lociStitched	chrX	133930513	133932075	2	1548	1256.9414	15204	0
1_MACS_peak_13127_lociStitched	chr17	74835116	74836618	1	1503	1256.8736	15205	0
1_MACS_peak_12268_lociStitched	chr17	29885440	29886779	1	1340	1256.6515	15206	0
1_MACS_peak_9722_lociStitched	chr15	44026790	44028154	1	1365	1256.5168	15207	0
1_MACS_peak_17876_lociStitched	chr20	8112279	8113822	1	1544	1256.1563	15208	0
1_MACS_peak_15539_lociStitched	chr2	13806319	13807746	1	1428	1256.0454	15209	0
2_MACS_peak_19520_lociStitched	chr22	46179673	46181908	2	2225	1255.623	15210	0
1_MACS_peak_12077_lociStitched	chr17	18246603	18248445	1	1843	1255.323	15211	0
1_MACS_peak_30023_lociStitched	chr8	136550294	136552004	1	1711	1254.114	15212	0
2_MACS_peak_24522_lociStitched	chr5	142149172	142151039	2	1808	1254.0639	15213	0
1_MACS_peak_28434_lociStitched	chr7	133067410	133069450	1	2041	1253.988	15214	0
1_MACS_peak_1839_lociStitched	chr1	154324862	154326555	1	1694	1253.4972	15215	0
2_MACS_peak_29772_lociStitched	chr8	114938964	114941650	2	2513	1253.2876	15216	0
1_MACS_peak_20063_lociStitched	chr3	50297094	50298468	1	1375	1252.9506	15217	0
1_MACS_peak_18826_lociStitched	chr21	36900568	36902142	1	1575	1252.904	15218	0
1_MACS_peak_9041_lociStitched	chr14	81902075	81903542	1	1468	1252.818	15219	0
1_MACS_peak_20851_lociStitched	chr3	138134736	138135998	1	1263	1252.4088	15220	0
2_MACS_peak_18060_lociStitched	chr20	30677188	30680278	2	2238	1252.377	15221	0
1_MACS_peak_31318_lociStitched	chr9	130330766	130332432	1	1667	1252.3322	15222	0
1_MACS_peak_23484_lociStitched	chr5	37378789	37380185	1	1397	1252.0724	15223	0
1_MACS_peak_12390_lociStitched	chr17	37212763	37214034	1	1272	1252.0621	15224	0
1_MACS_peak_12653_lociStitched	chr17	45783005	45785039	1	2035	1251.5202	15225	0
1_MACS_peak_27884_lociStitched	chr7	92893885	92895424	1	1540	1251.5148	15226	0
1_MACS_peak_25842_lociStitched	chr6	49794239	49795637	1	1399	1251.4896	15227	0
1_MACS_peak_12831_lociStitched	chr17	56833003	56834488	1	1486	1251.261	15228	0
1_MACS_peak_17038_lociStitched	chr2	177795928	177797560	1	1633	1250.928	15229	0
1_MACS_peak_20306_lociStitched	chr3	85007427	85009050	1	1624	1250.8461	15230	0
1_MACS_peak_18731_lociStitched	chr21	30489010	30490593	1	1584	1250.7283	15231	0
1_MACS_peak_19739_lociStitched	chr3	15140001	15141351	1	1351	1250.64	15232	0
2_MACS_peak_16523_lociStitched	chr2	105653867	105655316	2	1416	1250.6319	15233	0
1_MACS_peak_31108_lociStitched	chr9	113077915	113079475	1	1561	1250.496	15234	0
2_MACS_peak_11294_lociStitched	chr16	56641943	56644456	2	2310	1250.4688	15235	0
1_MACS_peak_27738_lociStitched	chr7	79227124	79228947	1	1824	1250.2134	15236	0
1_MACS_peak_31298_lociStitched	chr9	129425677	129427113	1	1437	1250.1816	15237	0
1_MACS_peak_31299_lociStitched	chr9	129484417	129485716	1	1300	1250.1576	15238	0
1_MACS_peak_27111_lociStitched	chr7	22554388	22556049	1	1662	1250.0686	15239	0
1_MACS_peak_25297_lociStitched	chr6	26087204	26088520	1	1317	1250.0684	15240	0
2_MACS_peak_3941_lociStitched	chr10	80806846	80808812	2	1879	1249.9828	15241	0
1_MACS_peak_27493_lociStitched	chr7	54179193	54180825	1	1633	1249.7856	15242	0
1_MACS_peak_5158_lociStitched	chr11	61658072	61659563	1	1492	1249.6071	15243	0
1_MACS_peak_1297_lociStitched	chr1	90098052	90099702	1	1651	1249.545	15244	0
1_MACS_peak_2552_lociStitched	chr1	206553201	206555101	1	1901	1249.06	15245	0
1_MACS_peak_13552_lociStitched	chr18	29439551	29441429	1	1879	1249.0578	15246	0
1_MACS_peak_23834_lociStitched	chr5	76011279	76012677	1	1399	1248.9732	15247	0
1_MACS_peak_6545_lociStitched	chr12	42939789	42941215	1	1427	1248.7482	15248	0
1_MACS_peak_2011_lociStitched	chr1	160959613	160960717	1	1105	1248.624	15249	0
1_MACS_peak_3168_lociStitched	chr10	6822315	6824234	1	1920	1248.5014	15250	0
1_MACS_peak_3324_lociStitched	chr10	21482909	21484469	1	1561	1248	15251	0
1_MACS_peak_1366_lociStitched	chr1	100315050	100316390	1	1341	1247.674	15252	0
1_MACS_peak_22751_lociStitched	chr4	140339865	140341339	1	1475	1247.5936	15253	0
1_MACS_peak_12467_lociStitched	chr17	39967506	39969312	1	1807	1247.4042	15254	0
1_MACS_peak_7930_lociStitched	chr13	52585589	52587258	1	1670	1247.2437	15255	0
2_MACS_peak_29410_lociStitched	chr8	79670369	79675073	2	1838	1247.0304	15256	0
1_MACS_peak_3561_lociStitched	chr10	46167306	46168805	1	1500	1246.8682	15257	0
1_MACS_peak_20780_lociStitched	chr3	130633689	130635454	1	1766	1246.6195	15258	0
1_MACS_peak_15336_lociStitched	chr19	57702379	57703544	1	1166	1246.4335	15259	0
1_MACS_peak_21030_lociStitched	chr3	155753633	155755278	1	1646	1246.0875	15260	0
1_MACS_peak_2885_lociStitched	chr1	229991360	229992652	1	1293	1246.0048	15261	0
1_MACS_peak_8490_lociStitched	chr14	32883064	32884948	1	1885	1245.8892	15262	0
2_MACS_peak_23300_lociStitched	chr5	10284182	10289319	2	2062	1245.7225	15263	0
1_MACS_peak_26973_lociStitched	chr7	6629138	6630521	1	1384	1245.6681	15264	0
1_MACS_peak_963_lociStitched	chr1	48462509	48463906	1	1398	1245.2858	15265	0
1_MACS_peak_16487_lociStitched	chr2	99280201	99281786	1	1586	1245.176	15266	0
1_MACS_peak_30931_lociStitched	chr9	97348319	97349633	1	1315	1245.015	15267	0
1_MACS_peak_25903_lociStitched	chr6	55914803	55916559	1	1757	1245.004	15268	0
1_MACS_peak_21121_lociStitched	chr3	165300601	165302195	1	1595	1244.914	15269	0
2_MACS_peak_10997_lociStitched	chr16	23107192	23108919	2	1714	1244.6489	15270	0
1_MACS_peak_24799_lociStitched	chr5	168439923	168441818	1	1896	1244.4465	15271	0
1_MACS_peak_23096_lociStitched	chr4	183744375	183745613	1	1239	1244.3138	15272	0
1_MACS_peak_20355_lociStitched	chr3	97183966	97186031	1	2066	1244.1625	15273	0
1_MACS_peak_7880_lociStitched	chr13	49457831	49459718	1	1888	1244.0991	15274	0
1_MACS_peak_11172_lociStitched	chr16	31275826	31277577	1	1752	1244.0855	15275	0
1_MACS_peak_8117_lociStitched	chr13	89028825	89030471	1	1647	1244.0468	15276	0
1_MACS_peak_25625_lociStitched	chr6	35464254	35465699	1	1446	1244.0005	15277	0
1_MACS_peak_31293_lociStitched	chr9	129088547	129089955	1	1409	1243.5456	15278	0
1_MACS_peak_7892_lociStitched	chr13	50114174	50115440	1	1267	1243.4652	15279	0
1_MACS_peak_20679_lociStitched	chr3	124847234	124848903	1	1670	1243.405	15280	0
1_MACS_peak_10432_lociStitched	chr15	90943471	90944795	1	1325	1243.3684	15281	0
1_MACS_peak_4509_lociStitched	chr10	126648435	126650461	1	2027	1243.1536	15282	0
1_MACS_peak_3304_lociStitched	chr10	18045220	18046875	1	1656	1242.905	15283	0
1_MACS_peak_29390_lociStitched	chr8	76496913	76498555	1	1643	1242.8298	15284	0
1_MACS_peak_19240_lociStitched	chr22	31555663	31556922	1	1260	1242.5071	15285	0
1_MACS_peak_16675_lociStitched	chr2	122512319	122514009	1	1691	1242.15	15286	0
1_MACS_peak_22214_lociStitched	chr4	77171924	77173503	1	1580	1241.7256	15287	0
1_MACS_peak_574_lociStitched	chr1	28743314	28744855	1	1542	1241.5837	15288	0
1_MACS_peak_31294_lociStitched	chr9	129158592	129160569	1	1978	1241.556	15289	0
1_MACS_peak_6463_lociStitched	chr12	31901441	31903014	1	1574	1241.4116	15290	0
1_MACS_peak_16282_lociStitched	chr2	76234774	76236323	1	1550	1241.3686	15291	0
1_MACS_peak_20583_lociStitched	chr3	119012211	119013722	1	1512	1241.2865	15292	0
1_MACS_peak_20338_lociStitched	chr3	94463548	94464936	1	1389	1241.0108	15293	0
1_MACS_peak_13466_lociStitched	chr18	19836270	19837829	1	1560	1240.964	15294	0
2_MACS_peak_419_lociStitched	chr1	23961156	23964204	2	1737	1240.8408	15295	0
1_MACS_peak_19662_lociStitched	chr3	9493180	9495036	1	1857	1240.736	15296	0
1_MACS_peak_14722_lociStitched	chr19	36192782	36194209	1	1428	1240.4911	15297	0
1_MACS_peak_20963_lociStitched	chr3	148803311	148804940	1	1630	1240.4835	15298	0
2_MACS_peak_30657_lociStitched	chr9	69651698	69655191	2	1806	1240.3643	15299	0
1_MACS_peak_8200_lociStitched	chr13	100543694	100545481	1	1788	1239.9993	15300	0
2_MACS_peak_13571_lociStitched	chr18	32620768	32622311	2	1471	1239.8005	15301	0
1_MACS_peak_7861_lociStitched	chr13	46625629	46627076	1	1448	1239.3555	15302	0
1_MACS_peak_12106_lociStitched	chr17	19250337	19252509	1	2173	1239.126	15303	0
1_MACS_peak_25956_lociStitched	chr6	67051593	67053133	1	1541	1239.084	15304	0
1_MACS_peak_15229_lociStitched	chr19	53030034	53031721	1	1688	1238.9328	15305	0
1_MACS_peak_27323_lociStitched	chr7	37533894	37535491	1	1598	1238.4735	15306	0
1_MACS_peak_18385_lociStitched	chr20	47298803	47300213	1	1411	1238.262	15307	0
1_MACS_peak_18538_lociStitched	chr20	57497385	57499176	1	1792	1237.9392	15308	0
1_MACS_peak_27472_lociStitched	chr7	50418751	50420649	1	1899	1237.496	15309	0
1_MACS_peak_4672_lociStitched	chr11	5645369	5646816	1	1448	1237.0403	15310	0
1_MACS_peak_16289_lociStitched	chr2	79739265	79740543	1	1279	1236.9762	15311	0
1_MACS_peak_18425_lociStitched	chr20	49099646	49100910	1	1265	1236.824	15312	0
2_MACS_peak_18548_lociStitched	chr20	58406039	58413570	2	1713	1236.5902	15313	0
1_MACS_peak_24787_lociStitched	chr5	166887115	166888773	1	1659	1235.8732	15314	0
1_MACS_peak_2183_lociStitched	chr1	174783941	174785779	1	1839	1235.5036	15315	0
1_MACS_peak_21758_lociStitched	chr4	15779792	15781256	1	1465	1235.3232	15316	0
1_MACS_peak_10909_lociStitched	chr16	17406483	17408263	1	1781	1234.964	15317	0
1_MACS_peak_26173_lociStitched	chr6	90812632	90814137	1	1506	1234.8525	15318	0
1_MACS_peak_3382_lociStitched	chr10	27078929	27080582	1	1654	1234.791	15319	0
1_MACS_peak_5966_lociStitched	chr11	120118693	120120292	1	1600	1234.7478	15320	0
1_MACS_peak_10683_lociStitched	chr16	3155953	3157357	1	1405	1234.6776	15321	0
1_MACS_peak_13597_lociStitched	chr18	34492132	34493896	1	1765	1234.6236	15322	0
2_MACS_peak_14200_lociStitched	chr19	7729613	7735911	2	1915	1234.408	15323	0
1_MACS_peak_11292_lociStitched	chr16	56511568	56513489	1	1922	1234.2425	15324	0
1_MACS_peak_23784_lociStitched	chr5	71577230	71579011	1	1782	1234.233	15325	0
1_MACS_peak_24287_lociStitched	chr5	129658989	129661231	1	2243	1234.221	15326	0
1_MACS_peak_3219_lociStitched	chr10	11673582	11675131	1	1550	1234.0883	15327	0
1_MACS_peak_14325_lociStitched	chr19	12250367	12251744	1	1378	1234.0674	15328	0
1_MACS_peak_10401_lociStitched	chr15	89901814	89902763	1	950	1233.9847	15329	0
1_MACS_peak_1426_lociStitched	chr1	109418723	109420428	1	1706	1233.397	15330	0
1_MACS_peak_30896_lociStitched	chr9	95369010	95370447	1	1438	1233.0897	15331	0
1_MACS_peak_2043_lociStitched	chr1	161482766	161484320	1	1555	1232.9436	15332	0
1_MACS_peak_1187_lociStitched	chr1	74663235	74664749	1	1515	1232.6988	15333	0
1_MACS_peak_10040_lociStitched	chr15	67342067	67343836	1	1770	1232.6392	15334	0
1_MACS_peak_30668_lociStitched	chr9	70402052	70403523	1	1472	1232.5509	15335	0
1_MACS_peak_24591_lociStitched	chr5	148188315	148189845	1	1531	1232.415	15336	0
1_MACS_peak_22113_lociStitched	chr4	63296355	63297911	1	1557	1231.8852	15337	0
1_MACS_peak_26879_lociStitched	chr7	27710	29974	1	2265	1231.616	15338	0
1_MACS_peak_20056_lociStitched	chr3	49966348	49967814	1	1467	1231.5866	15339	0
2_MACS_peak_6171_lociStitched	chr12	2999211	3000717	2	1429	1231.4562	15340	0
1_MACS_peak_19257_lociStitched	chr22	32807098	32808809	1	1712	1231.4067	15341	0
1_MACS_peak_28073_lociStitched	chr7	102919909	102921566	1	1658	1230.9853	15342	0
1_MACS_peak_4104_lociStitched	chr10	96103874	96105424	1	1551	1230.235	15343	0
2_MACS_peak_26460_lociStitched	chr6	122720060	122721725	2	1659	1230.102	15344	0
1_MACS_peak_4827_lociStitched	chr11	18267520	18268950	1	1431	1229.8	15345	0
2_MACS_peak_23505_lociStitched	chr5	40484750	40487299	2	2392	1229.6376	15346	0
2_MACS_peak_10562_lociStitched	chr15	102039995	102046772	2	1973	1229.3478	15347	0
1_MACS_peak_20683_lociStitched	chr3	125028878	125030366	1	1489	1229.2368	15348	0
1_MACS_peak_26903_lociStitched	chr7	1569634	1571456	1	1823	1229.1212	15349	0
1_MACS_peak_32373_lociStitched	chrX	117628943	117630967	1	2025	1228.9728	15350	0
1_MACS_peak_7378_lociStitched	chr12	118406247	118407735	1	1489	1228.9392	15351	0
1_MACS_peak_21_lociStitched	chr1	1072014	1073568	1	1555	1228.9032	15352	0
1_MACS_peak_27023_lociStitched	chr7	11012843	11014441	1	1599	1228.3826	15353	0
1_MACS_peak_23525_lociStitched	chr5	42285012	42286920	1	1909	1228.1796	15354	0
1_MACS_peak_32560_lociStitched	chrX	147462264	147463819	1	1556	1228.139	15355	0
1_MACS_peak_15950_lociStitched	chr2	49141057	49142655	1	1599	1227.5836	15356	0
1_MACS_peak_25698_lociStitched	chr6	39439696	39440989	1	1294	1227.4449	15357	0
2_MACS_peak_1353_lociStitched	chr1	95699040	95700473	2	1362	1227.3645	15358	0
1_MACS_peak_31445_lociStitched	chr9	135489106	135490828	1	1723	1226.925	15359	0
1_MACS_peak_18098_lociStitched	chr20	31925279	31926821	1	1543	1226.8152	15360	0
1_MACS_peak_29567_lociStitched	chr8	96307486	96308966	1	1481	1226.772	15361	0
1_MACS_peak_10137_lociStitched	chr15	72753688	72755078	1	1391	1226.397	15362	0
1_MACS_peak_22067_lociStitched	chr4	56719775	56720606	1	832	1226.3067	15363	0
2_MACS_peak_19668_lociStitched	chr3	9884746	9886285	2	1482	1226.2752	15364	0
1_MACS_peak_19037_lociStitched	chr22	18893064	18894455	1	1392	1225.6101	15365	0
1_MACS_peak_11234_lociStitched	chr16	49474811	49476103	1	1293	1225.0744	15366	0
1_MACS_peak_16197_lociStitched	chr2	70444959	70446958	1	2000	1224.7873	15367	0
1_MACS_peak_15815_lociStitched	chr2	38928034	38930020	1	1987	1224.7662	15368	0
1_MACS_peak_26239_lociStitched	chr6	100676208	100677622	1	1415	1224.3826	15369	0
2_MACS_peak_29716_lociStitched	chr8	106960471	106963577	2	2350	1224.0746	15370	0
1_MACS_peak_17123_lociStitched	chr2	188311902	188313666	1	1765	1223.6868	15371	0
2_MACS_peak_6202_lociStitched	chr12	6664155	6665753	2	1581	1223.5886	15372	0
1_MACS_peak_21172_lociStitched	chr3	170625420	170626947	1	1528	1223.4324	15373	0
1_MACS_peak_5913_lociStitched	chr11	118186531	118188138	1	1608	1223.4091	15374	0
1_MACS_peak_6173_lociStitched	chr12	3185644	3187137	1	1494	1223.2149	15375	0
1_MACS_peak_21480_lociStitched	chr3	195350931	195352572	1	1642	1223.0373	15376	0
1_MACS_peak_31790_lociStitched	chrX	24482597	24484171	1	1575	1222.8406	15377	0
1_MACS_peak_25008_lociStitched	chr6	3456136	3457826	1	1691	1222.546	15378	0
1_MACS_peak_7223_lociStitched	chr12	106532412	106533824	1	1413	1222.5096	15379	0
2_MACS_peak_9734_lociStitched	chr15	44486878	44488294	2	1359	1222.2912	15380	0
1_MACS_peak_24588_lociStitched	chr5	147699384	147700913	1	1530	1221.9768	15381	0
1_MACS_peak_9427_lociStitched	chr15	22734563	22735991	1	1429	1221.9396	15382	0
2_MACS_peak_19686_lociStitched	chr3	11313497	11315006	2	1490	1221.6864	15383	0
1_MACS_peak_28407_lociStitched	chr7	130097598	130099067	1	1470	1221.6204	15384	0
1_MACS_peak_1341_lociStitched	chr1	94429246	94431673	1	2428	1221.5091	15385	0
1_MACS_peak_31613_lociStitched	chrX	3760415	3761995	1	1581	1221.182	15386	0
1_MACS_peak_9480_lociStitched	chr15	28797067	28798415	1	1349	1220.8836	15387	0
1_MACS_peak_10676_lociStitched	chr16	3054113	3055469	1	1357	1220.6712	15388	0
1_MACS_peak_6160_lociStitched	chr12	2112585	2113781	1	1197	1220.1592	15389	0
1_MACS_peak_22438_lociStitched	chr4	105672813	105674646	1	1834	1220.0448	15390	0
1_MACS_peak_20456_lociStitched	chr3	106958820	106960489	1	1670	1220.039	15391	0
1_MACS_peak_6972_lociStitched	chr12	70861670	70863519	1	1850	1219.9702	15392	0
1_MACS_peak_30627_lociStitched	chr9	66761861	66763410	1	1550	1219.6826	15393	0
1_MACS_peak_26127_lociStitched	chr6	88332445	88334160	1	1716	1219.5365	15394	0
2_MACS_peak_6394_lociStitched	chr12	25582492	25589619	2	1645	1219.4297	15395	0
1_MACS_peak_6707_lociStitched	chr12	52637037	52638781	1	1745	1219.4048	15396	0
1_MACS_peak_10313_lociStitched	chr15	83113619	83115280	1	1662	1219.3401	15397	0
1_MACS_peak_7241_lociStitched	chr12	108934438	108936226	1	1789	1219.0584	15398	0
1_MACS_peak_28910_lociStitched	chr8	24244080	24245453	1	1374	1218.6748	15399	0
1_MACS_peak_10798_lociStitched	chr16	11117928	11119635	1	1708	1218.6273	15400	0
1_MACS_peak_20421_lociStitched	chr3	101419710	101421271	1	1562	1218.5166	15401	0
1_MACS_peak_10500_lociStitched	chr15	97432782	97434123	1	1342	1217.8962	15402	0
1_MACS_peak_18032_lociStitched	chr20	25967338	25968574	1	1237	1217.7072	15403	0
1_MACS_peak_8086_lociStitched	chr13	80163437	80164866	1	1430	1217.6509	15404	0
1_MACS_peak_27014_lociStitched	chr7	9075224	9076980	1	1757	1217.6104	15405	0
1_MACS_peak_31132_lociStitched	chr9	115913043	115914115	1	1073	1217.4704	15406	0
1_MACS_peak_32011_lociStitched	chrX	51593594	51595532	1	1939	1217.4516	15407	0
1_MACS_peak_16585_lociStitched	chr2	112112627	112114948	1	2322	1217.3645	15408	0
1_MACS_peak_13139_lociStitched	chr17	75327540	75328954	1	1415	1216.8884	15409	0
1_MACS_peak_288_lociStitched	chr1	15953430	15955155	1	1726	1216.815	15410	0
1_MACS_peak_13239_lociStitched	chr17	79282607	79283951	1	1345	1216.1856	15411	0
1_MACS_peak_32243_lociStitched	chrX	94186223	94188017	1	1795	1216.1526	15412	0
1_MACS_peak_26485_lociStitched	chr6	126306749	126308238	1	1490	1215.9174	15413	0
1_MACS_peak_14783_lociStitched	chr19	39223998	39225935	1	1938	1215.8549	15414	0
2_MACS_peak_22948_lociStitched	chr4	159931429	159937976	2	1743	1215.7779	15415	0
1_MACS_peak_22359_lociStitched	chr4	92119531	92120878	1	1348	1215.3981	15416	0
1_MACS_peak_7049_lociStitched	chr12	88535020	88536762	1	1743	1215.3934	15417	0
1_MACS_peak_783_lociStitched	chr1	40137063	40138360	1	1298	1215.289	15418	0
1_MACS_peak_16685_lociStitched	chr2	126154534	126156281	1	1748	1215.2132	15419	0
1_MACS_peak_3332_lociStitched	chr10	21975795	21977476	1	1682	1215.0268	15420	0
1_MACS_peak_445_lociStitched	chr1	24562134	24563838	1	1705	1214.6112	15421	0
1_MACS_peak_27465_lociStitched	chr7	49924587	49926162	1	1576	1214.1675	15422	0
2_MACS_peak_11613_lociStitched	chr16	84121679	84123595	2	1889	1213.9776	15423	0
1_MACS_peak_31782_lociStitched	chrX	23970853	23972168	1	1316	1213.8765	15424	0
2_MACS_peak_16949_lociStitched	chr2	169049175	169052087	2	2054	1213.4304	15425	0
2_MACS_peak_31679_lociStitched	chrX	13022411	13024908	2	2047	1213.2923	15426	0
1_MACS_peak_29487_lociStitched	chr8	87853968	87855459	1	1492	1213.2267	15427	0
2_MACS_peak_32000_lociStitched	chrX	49686500	49688174	2	1590	1212.9804	15428	0
1_MACS_peak_28640_lociStitched	chr7	152032565	152034459	1	1895	1212.9176	15429	0
1_MACS_peak_29017_lociStitched	chr8	37273340	37275008	1	1669	1212.4692	15430	0
1_MACS_peak_13134_lociStitched	chr17	75184160	75185869	1	1710	1212.3646	15431	0
1_MACS_peak_23440_lociStitched	chr5	33849933	33851242	1	1310	1212.134	15432	0
2_MACS_peak_9799_lociStitched	chr15	50295387	50302555	2	2226	1212.1088	15433	0
1_MACS_peak_18772_lociStitched	chr21	34638237	34639564	1	1328	1211.8164	15434	0
2_MACS_peak_32057_lociStitched	chrX	56755407	56757041	2	1565	1211.7744	15435	0
1_MACS_peak_30262_lociStitched	chr9	10612293	10613519	1	1227	1211.6558	15436	0
1_MACS_peak_16978_lociStitched	chr2	171626537	171628183	1	1647	1211.6206	15437	0
1_MACS_peak_27361_lociStitched	chr7	41770995	41772490	1	1496	1211.548	15438	0
1_MACS_peak_18214_lociStitched	chr20	36322381	36323526	1	1146	1211.5245	15439	0
1_MACS_peak_15712_lociStitched	chr2	28830428	28832150	1	1723	1211.427	15440	0
1_MACS_peak_11352_lociStitched	chr16	60263875	60265624	1	1750	1211.3574	15441	0
1_MACS_peak_23287_lociStitched	chr5	6827692	6829391	1	1700	1211.2171	15442	0
1_MACS_peak_20873_lociStitched	chr3	138969528	138971104	1	1577	1211.156	15443	0
1_MACS_peak_22590_lociStitched	chr4	119888629	119890132	1	1504	1210.9671	15444	0
1_MACS_peak_30477_lociStitched	chr9	33835196	33837063	1	1868	1210.7495	15445	0
1_MACS_peak_8924_lociStitched	chr14	74162435	74164388	1	1954	1210.6647	15446	0
1_MACS_peak_16639_lociStitched	chr2	118572158	118573439	1	1282	1210.545	15447	0
1_MACS_peak_10746_lociStitched	chr16	5404155	5406037	1	1883	1210.5024	15448	0
1_MACS_peak_32326_lociStitched	chrX	107068932	107070501	1	1570	1210.4835	15449	0
1_MACS_peak_8564_lociStitched	chr14	40425983	40427744	1	1762	1210.1592	15450	0
1_MACS_peak_17437_lociStitched	chr2	218899077	218900444	1	1368	1210.0684	15451	0
1_MACS_peak_29161_lociStitched	chr8	55786108	55787591	1	1484	1209.9797	15452	0
1_MACS_peak_10061_lociStitched	chr15	68155455	68156637	1	1183	1209.8952	15453	0
2_MACS_peak_5171_lociStitched	chr11	62211541	62217396	2	1752	1209.643	15454	0
1_MACS_peak_17030_lociStitched	chr2	176543211	176544868	1	1658	1209.61	15455	0
1_MACS_peak_23518_lociStitched	chr5	41788361	41790111	1	1751	1209.6	15456	0
1_MACS_peak_22497_lociStitched	chr4	110480845	110482739	1	1895	1209.319	15457	0
1_MACS_peak_12778_lociStitched	chr17	53341548	53343316	1	1769	1209.1352	15458	0
1_MACS_peak_19685_lociStitched	chr3	10479448	10481166	1	1719	1209.1284	15459	0
