REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_13246_lociStitched	chr17	79477853	79487420	1	9568	35440.9515	337	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	2.3586	337	1
1_MACS_peak_29337_lociStitched	chr8	71312399	71318152	1	5754	35411.4409	338	1	NCOA2		NCOA2	NCOA2	0.5215	338	1
6_MACS_peak_13039_lociStitched	chr17	72733295	72757836	6	17356	35378.3056	339	1	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	1.1477	339	1
3_MACS_peak_6816_lociStitched	chr12	57021907	57040854	3	13784	35296.3663	340	1	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	0.9055	340	1
2_MACS_peak_27481_lociStitched	chr7	50723267	50736510	2	12884	35243.5959	341	1	GRB10		GRB10	GRB10	0.3127	341	1
1_MACS_peak_29639_lociStitched	chr8	101960665	101966751	1	6087	35212.3788	342	1	YWHAZ		YWHAZ	YWHAZ	0.9348	342	1
2_MACS_peak_10100_lociStitched	chr15	70386935	70396550	2	9569	35183.208	343	1	TLE3	MIR629	TLE3	TLE3	0.6563	343	1
1_MACS_peak_12149_lociStitched	chr17	21246976	21254925	1	7950	35165.5811	344	1		KCNJ12	KCNJ12	KCNJ12	0.1414	344	1
2_MACS_peak_13063_lociStitched	chr17	73283134	73295254	2	11034	35164.968	345	1	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	MIF4GD	1.2572	345	1
2_MACS_peak_16348_lociStitched	chr2	86216453	86228591	2	10541	35160.1446	346	1		LOC90784	LOC90784	LOC90784	0.0638	346	1
6_MACS_peak_31236_lociStitched	chr9	126079296	126103884	6	14282	35025.606	347	1		CRB2,STRBP	CRB2	STRBP	0.1322	347	1
4_MACS_peak_27868_lociStitched	chr7	92346949	92369427	4	15432	34989.2548	348	1	CDK6		CDK6	CDK6	1.0519	348	1
2_MACS_peak_30081_lociStitched	chr8	144098987	144110285	2	10319	34972.959	349	1	LY6E,LOC100133669	C8orf31	LY6E	LY6E	2.3774	349	1
2_MACS_peak_25767_lociStitched	chr6	43591064	43605160	2	11066	34938.3456	350	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	MAD2L1BP	1.6426	350	1
3_MACS_peak_28277_lociStitched	chr7	121006453	121026879	3	14139	34881.4802	351	1	FAM3C	WNT16	FAM3C	FAM3C	0.8608	351	1
7_MACS_peak_6226_lociStitched	chr12	7046035	7081192	7	19652	34879.2597	352	1	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12	LRRC23,ENO2,LPCAT3	PTPN6	PTPN6	1.0978	352	1
3_MACS_peak_24632_lociStitched	chr5	150458287	150476193	3	13718	34748.3836	353	1	TNIP1	ANXA6	TNIP1	TNIP1	0.9421	353	1
5_MACS_peak_19318_lociStitched	chr22	37605292	37628911	5	20977	34568.7684	354	1	SSTR3,RAC2	CYTH4,C1QTNF6	SSTR3	SSTR3	0.9559	354	1
1_MACS_peak_30037_lociStitched	chr8	138346862	138354645	1	7784	34565.8596	355	1				NONE	NONE	355	1
3_MACS_peak_15087_lociStitched	chr19	48823549	48838182	3	10943	34529.4901	356	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	2.278	356	1
1_MACS_peak_16038_lociStitched	chr2	60775430	60785148	1	9719	34479.464	357	1	BCL11A		BCL11A	BCL11A	0.3984	357	1
4_MACS_peak_11964_lociStitched	chr17	9913613	9930554	4	13482	34366.5126	358	1	GAS7		GAS7	GAS7	0.2274	358	1
2_MACS_peak_26345_lociStitched	chr6	109400329	109417904	2	17057	34258.9475	359	1	CEP57L1,SESN1	CEP57L1	SESN1	SESN1	0.3796	359	1
6_MACS_peak_23411_lociStitched	chr5	32153628	32176073	6	16515	34257.8035	360	1	GOLPH3		GOLPH3	GOLPH3	0.6498	360	1
2_MACS_peak_19201_lociStitched	chr22	29183306	29199347	2	15999	33953.9847	361	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	2.0723	361	1
4_MACS_peak_26812_lociStitched	chr6	160389271	160414527	4	17660	33921.3336	362	1	IGF2R		IGF2R	IGF2R	0.2827	362	1
3_MACS_peak_10421_lociStitched	chr15	90721272	90736861	3	13063	33879.5737	363	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.7198	363	1
4_MACS_peak_27176_lociStitched	chr7	26225277	26245383	4	13843	33548.8716	364	1	NFE2L3,CBX3,HNRNPA2B1		HNRNPA2B1	HNRNPA2B1	1.619	364	1
3_MACS_peak_4562_lociStitched	chr10	135201155	135215951	3	10272	33526.2564	365	1	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	MTG1	0.8115	365	1
4_MACS_peak_19637_lociStitched	chr3	5223034	5244995	4	19680	33442.2108	366	1	EDEM1		EDEM1	EDEM1	0.8108	366	1
6_MACS_peak_20503_lociStitched	chr3	111827544	111856621	6	20350	33389.1191	367	1	C3orf52,MIR567,GCET2		GCET2	GCET2	1.3541	367	1
3_MACS_peak_22940_lociStitched	chr4	159729498	159749560	3	16274	33347.0564	368	1	FNIP2		FNIP2	FNIP2	0.3959	368	1
4_MACS_peak_18017_lociStitched	chr20	25254452	25282191	4	13907	33314.539	369	1	PYGB,ABHD12		PYGB	PYGB	0.6664	369	1
3_MACS_peak_38_lociStitched	chr1	1332238	1348644	3	12017	33302.5394	370	1	LOC148413,CCNL2,MRPL20	TMEM88B,VWA1,ATAD3C,DVL1,MXRA8,AURKAIP1,LOC441869	MRPL20	MRPL20	2.0831	370	1
1_MACS_peak_14899_lociStitched	chr19	42782147	42790544	1	8398	33216.8526	371	1	CIC	PRR19,TMEM145,MEGF8,GSK3A,ERF,PAFAH1B3	CIC	CIC	1.5334	371	1
3_MACS_peak_30225_lociStitched	chr9	5910209	5926060	3	11808	33131.7602	372	1	KIAA2026	MLANA	MLANA	MLANA	0.151	372	1
2_MACS_peak_27748_lociStitched	chr7	80399515	80411396	2	11168	33095.7136	373	1	SEMA3C		CD36	CD36	NONE	373	1
2_MACS_peak_1817_lociStitched	chr1	153754331	153766237	2	7613	33083.2022	374	1		SLC27A3	SLC27A3	SLC27A3	1.1701	374	1
2_MACS_peak_2185_lociStitched	chr1	174926337	174942064	2	11696	32921.3291	375	1	RABGAP1L	CACYBP	CACYBP	CACYBP	0.5847	375	1
4_MACS_peak_10851_lociStitched	chr16	14486852	14503136	4	11311	32854.5984	376	1			MIR365-1	MIR365-1	NONE	376	1
1_MACS_peak_25773_lociStitched	chr6	43737169	43744516	1	7348	32800.6815	377	1	VEGFA		VEGFA	VEGFA	1.3168	377	1
3_MACS_peak_15155_lociStitched	chr19	50165594	50184572	3	12056	32784.495	378	1	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	RRAS	0.9929	378	1
2_MACS_peak_20518_lociStitched	chr3	112174125	112187067	2	11809	32765.2614	379	1	BTLA		BTLA	BTLA	0.6351	379	1
4_MACS_peak_18360_lociStitched	chr20	45172289	45198317	4	15044	32761.4436	380	1	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.4381	380	1
5_MACS_peak_11430_lociStitched	chr16	68270819	68300125	5	15506	32740.6632	381	1	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	PLA2G15	PLA2G15	1.171	381	1
2_MACS_peak_15757_lociStitched	chr2	33712835	33725219	2	12371	32607.072	382	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.5117	382	1
1_MACS_peak_20623_lociStitched	chr3	121509724	121519092	1	9369	32600.64	383	1	IQCB1	EAF2,GOLGB1	IQCB1	IQCB1	0.9423	383	1
1_MACS_peak_16297_lociStitched	chr2	80751380	80760699	1	9320	32593.2025	384	1	CTNNA2		LRRTM1	LRRTM1	NONE	384	1
1_MACS_peak_2555_lociStitched	chr1	206728297	206739125	1	10829	32579.2864	385	1	RASSF5	LGTN	RASSF5	RASSF5	0.4536	385	1
2_MACS_peak_13693_lociStitched	chr18	47832550	47848470	2	12725	32556.4	386	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	0.8728	386	1
1_MACS_peak_26284_lociStitched	chr6	106610083	106617741	1	7659	32544.2026	387	1			PRDM1	PRDM1	3.0535	387	1
4_MACS_peak_578_lociStitched	chr1	28827039	28847417	4	13884	32486.6076	388	1	RCC1,SNHG3	TRNAU1AP	RCC1	RCC1	0.7904	388	1
1_MACS_peak_12955_lociStitched	chr17	65641817	65649835	1	8019	32413.5668	389	1	PITPNC1		NOL11	NOL11	NONE	389	1
2_MACS_peak_17440_lociStitched	chr2	219080932	219096782	2	15226	32364.115	390	1	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	ARPC2	0.8072	390	1
2_MACS_peak_3169_lociStitched	chr10	6961691	6973063	2	8525	32341.968	391	1			LOC439949	LOC439949	NONE	391	1
1_MACS_peak_31358_lociStitched	chr9	131445353	131453926	1	8574	32330.4976	392	1	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.4706	392	1
2_MACS_peak_13617_lociStitched	chr18	41587765	41600477	2	12503	32278.3104	393	1			SETBP1	SETBP1	0.4414	393	1
2_MACS_peak_1835_lociStitched	chr1	154179674	154195217	2	9550	32248.6164	394	1	UBAP2L,C1orf43	HAX1,TPM3,MIR190B,C1orf189	UBAP2L	HAX1	0.9436	394	1
1_MACS_peak_22240_lociStitched	chr4	78733835	78744648	1	10814	32234.6343	395	1	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.3637	395	1
4_MACS_peak_2065_lociStitched	chr1	162530099	162558934	4	17478	32176.9765	396	1	UAP1	DDR2	UAP1	UAP1	0.712	396	1
1_MACS_peak_23131_lociStitched	chr4	185452972	185460631	1	7660	32167.0341	397	1			IRF2	IRF2	0.8485	397	1
2_MACS_peak_11599_lociStitched	chr16	82683351	82694465	2	8440	32159.4704	398	1	CDH13		CDH13	CDH13	0.09	398	1
1_MACS_peak_23548_lociStitched	chr5	43036740	43043807	1	7068	32058.0321	399	1	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	C5orf39	2.8867	399	1
1_MACS_peak_13216_lociStitched	chr17	77964470	77969977	1	5508	32024.8571	400	1	TBC1D16	CCDC40	TBC1D16	TBC1D16	0.4056	400	1
1_MACS_peak_26005_lociStitched	chr6	74224025	74234557	1	10533	32000.4288	401	1	EEF1A1		EEF1A1	EEF1A1	2.1297	401	1
5_MACS_peak_6259_lociStitched	chr12	9645513	9669155	5	15585	31975.805	402	1		DDX12	DDX12	DDX12	0.185	402	1
1_MACS_peak_15046_lociStitched	chr19	47285120	47292594	1	7475	31923.6962	403	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	1.4348	403	1
2_MACS_peak_18066_lociStitched	chr20	30787630	30797097	2	8880	31913.257	404	1	POFUT1,PLAGL2	TSPY26P	PLAGL2	PLAGL2	1.3378	404	1
2_MACS_peak_29672_lociStitched	chr8	103658827	103675541	2	12706	31870.2552	405	1	KLF10		KLF10	KLF10	2.0535	405	1
1_MACS_peak_20377_lociStitched	chr3	98479923	98496102	1	16180	31845.1257	406	1	ST3GAL6		ST3GAL6	ST3GAL6	1.0408	406	1
1_MACS_peak_24887_lociStitched	chr5	176851972	176860649	1	8678	31713.5673	407	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	1.6537	407	1
3_MACS_peak_29954_lociStitched	chr8	131041420	131059482	3	12088	31713.2596	408	1			FAM49B	FAM49B	NONE	408	1
3_MACS_peak_25512_lociStitched	chr6	31619000	31634971	3	10316	31699.2408	409	1	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	C6orf47	1.4878	409	1
2_MACS_peak_21723_lociStitched	chr4	13471868	13487543	2	15674	31619.61	410	1	RAB28	LOC285547	RAB28	RAB28	0.3274	410	1
1_MACS_peak_12805_lociStitched	chr17	55430599	55438440	1	7842	31541.2066	411	1	MSI2		MSI2	MSI2	0.2411	411	1
1_MACS_peak_1741_lociStitched	chr1	150204825	150210344	1	5520	31520.6647	412	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	ANP32E	1.2876	412	1
1_MACS_peak_12721_lociStitched	chr17	47815490	47828034	1	12545	31464.1152	413	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.71	413	1
2_MACS_peak_4252_lociStitched	chr10	104401117	104409630	2	7883	31426.5908	414	1	TRIM8		TRIM8	TRIM8	1.5439	414	1
5_MACS_peak_2037_lociStitched	chr1	161409399	161442022	5	13586	31308.2931	415	1		FCGR2A	FCGR2A	FCGR2A	0.4688	415	1
3_MACS_peak_17855_lociStitched	chr20	5572271	5592553	3	15299	31295.126	416	1	GPCPD1		GPCPD1	GPCPD1	0.4575	416	1
1_MACS_peak_31976_lociStitched	chrX	48789538	48804267	1	14730	31178.3472	417	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.5902	417	1
2_MACS_peak_25247_lociStitched	chr6	21586459	21598419	2	8171	30940.52	418	1	SOX4		SOX4	SOX4	1.2828	418	1
3_MACS_peak_23276_lociStitched	chr5	6476776	6488535	3	11542	30910.8833	419	1	UBE2QL1		UBE2QL1	UBE2QL1	1.068	419	1
2_MACS_peak_21088_lociStitched	chr3	160115842	160129539	2	11236	30875.7774	420	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	MIR16-2	2.6341	420	1
1_MACS_peak_2271_lociStitched	chr1	183808997	183817292	1	8296	30836.6625	421	1	RGL1		APOBEC4	APOBEC4	NONE	421	1
3_MACS_peak_21161_lociStitched	chr3	169884294	169900171	3	14266	30817.257	422	1	PHC3	PRKCI	PHC3	PHC3	0.6059	422	1
2_MACS_peak_13103_lociStitched	chr17	74257721	74269534	2	11729	30775.2276	423	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	1.9489	423	1
1_MACS_peak_10901_lociStitched	chr16	17316089	17323776	1	7688	30678.817	424	1	XYLT1		XYLT1	XYLT1	0.3475	424	1
2_MACS_peak_486_lociStitched	chr1	25869569	25883517	2	11182	30674.4416	425	1	LDLRAP1		LDLRAP1	LDLRAP1	0.9528	425	1
2_MACS_peak_12594_lociStitched	chr17	43384882	43396075	2	9058	30663.2235	426	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	MAP3K14	0.577	426	1
2_MACS_peak_24938_lociStitched	chr5	180227983	180239223	2	10904	30650.356	427	1	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	1.2043	427	1
2_MACS_peak_18669_lociStitched	chr21	19182830	19194877	2	11324	30643.9539	428	1	C21orf91		C21orf91	C21orf91	2.7491	428	1
3_MACS_peak_13295_lociStitched	chr17	80405427	80417916	3	8833	30633.0192	429	1	NARF,C17orf62	HEXDC,C17orf101	C17orf62	C17orf62	1.1799	429	1
5_MACS_peak_14021_lociStitched	chr19	2253830	2272224	5	11432	30622.3312	430	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.2166	430	1
3_MACS_peak_13257_lociStitched	chr17	79815984	79831223	3	10291	30574.0057	431	1	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	P4HB	THOC4	0.6513	431	1
3_MACS_peak_2016_lociStitched	chr1	161028481	161041347	3	10452	30563.183	432	1	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	ARHGAP30	1.573	432	1
2_MACS_peak_19110_lociStitched	chr22	23143124	23154813	2	11327	30542.1881	433	1		MIR650	MIR650	MIR650	0.0004	433	1
1_MACS_peak_21964_lociStitched	chr4	40622202	40633957	1	11756	30490.119	434	1	RBM47		RBM47	RBM47	0.3802	434	1
2_MACS_peak_4832_lociStitched	chr11	18403904	18418730	2	9390	30474.843	435	1	LDHA	LDHC	LDHA	LDHA	0.9184	435	1
2_MACS_peak_15918_lociStitched	chr2	46788618	46804707	2	15715	30411.4278	436	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.9304	436	1
3_MACS_peak_18574_lociStitched	chr20	61272783	61286621	3	13750	30407.6212	437	1	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.8075	437	1
1_MACS_peak_4232_lociStitched	chr10	103872154	103881179	1	9026	30357.3925	438	1	LDB1	HPS6,PPRC1,NOLC1	LDB1	LDB1	1.3756	438	1
1_MACS_peak_6688_lociStitched	chr12	51712056	51722704	1	10649	30294.6248	439	1	BIN2,CELA1	SMAGP	BIN2	BIN2	0.6333	439	1
5_MACS_peak_6862_lociStitched	chr12	58224900	58241331	5	13746	30292.1916	440	1	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	0.8617	440	1
4_MACS_peak_3744_lociStitched	chr10	70382223	70403081	4	12188	30285.816	441	1	TET1		TET1	TET1	0.342	441	1
1_MACS_peak_6274_lociStitched	chr12	10010499	10025459	1	14961	30277.544	442	1	CLEC2B	KLRF1,KLRF2	CLEC2B	CLEC2B	1.1526	442	1
1_MACS_peak_18804_lociStitched	chr21	36254034	36263239	1	9206	30247.63	443	1	RUNX1		RUNX1	RUNX1	0.4894	443	1
4_MACS_peak_24628_lociStitched	chr5	150431447	150451525	4	16357	30217.39	444	1	TNIP1	GPX3	TNIP1	TNIP1	0.9421	444	1
1_MACS_peak_4990_lociStitched	chr11	41327372	41334480	1	7109	30118.0176	445	1				NONE	NONE	445	1
1_MACS_peak_5634_lociStitched	chr11	82866278	82874442	1	8165	30103.1172	446	1	PCF11	ANKRD42	PCF11	PCF11	0.9575	446	1
2_MACS_peak_8698_lociStitched	chr14	55563816	55575283	2	9551	30102.0217	447	1		MAPK1IP1L,LGALS3	LGALS3	MAPK1IP1L	0.2738	447	1
2_MACS_peak_17752_lociStitched	chr20	351454	370500	2	14640	30090.7754	448	1	TRIB3	SOX12,NRSN2,RBCK1	TRIB3	TRIB3	1.2535	448	1
3_MACS_peak_11378_lociStitched	chr16	66549123	66561368	3	11214	30057.8015	449	1	TK2	CKLF,CMTM1	TK2	TK2	0.8561	449	1
3_MACS_peak_6844_lociStitched	chr12	57910654	57920804	3	8669	30007.46	450	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	MBD6	MBD6	1.7751	450	1
1_MACS_peak_23129_lociStitched	chr4	185391783	185398000	1	6218	30006.9722	451	1	IRF2		IRF2	IRF2	0.8485	451	1
4_MACS_peak_18267_lociStitched	chr20	42305551	42318751	4	12621	29907.24	452	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.656	452	1
2_MACS_peak_9149_lociStitched	chr14	91876284	91886143	2	9396	29892.488	453	1	CCDC88C		CCDC88C	CCDC88C	0.8773	453	1
2_MACS_peak_23486_lociStitched	chr5	37797643	37812628	2	9489	29850.12	454	1		GDNF	GDNF	GDNF	0.2273	454	1
2_MACS_peak_15986_lociStitched	chr2	54784248	54800427	2	11581	29775.8316	455	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.2167	455	1
3_MACS_peak_23602_lociStitched	chr5	53932618	53948698	3	11217	29772.12	456	1			SNX18	SNX18	1.7264	456	1
2_MACS_peak_24843_lociStitched	chr5	173163369	173174415	2	9655	29749.0872	457	1			BOD1	BOD1	NONE	457	1
2_MACS_peak_21252_lociStitched	chr3	178422302	178435435	2	10799	29670.0736	458	1	KCNMB2		KCNMB2	KCNMB2	0.1957	458	1
2_MACS_peak_25308_lociStitched	chr6	26214643	26225449	2	10419	29667.873	459	1	HIST1H2AE,HIST1H3E,HIST1H2BG	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4F,HIST1H2BH,HIST1H2BI,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H3G	HIST1H2AE	HIST1H2BF	3.7053	459	1
1_MACS_peak_18771_lociStitched	chr21	34599837	34613036	1	13200	29646.2739	460	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.7921	460	1
1_MACS_peak_28419_lociStitched	chr7	130789591	130796659	1	7069	29646.0192	461	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.5365	461	1
3_MACS_peak_29576_lociStitched	chr8	97623687	97635518	3	8627	29617.7254	462	1	SDC2	PGCP	PGCP	PGCP	0.0781	462	1
1_MACS_peak_24446_lociStitched	chr5	139046969	139052745	1	5777	29577.7408	463	1	CXXC5		CXXC5	CXXC5	0.8166	463	1
2_MACS_peak_18131_lociStitched	chr20	32987608	33006405	2	13317	29460.5381	464	1	ITCH	MIR644	ITCH	ITCH	0.3427	464	1
3_MACS_peak_6820_lociStitched	chr12	57071488	57089979	3	9835	29452.4648	465	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	NACA	1.6391	465	1
2_MACS_peak_30883_lociStitched	chr9	94179388	94192419	2	9066	29440.9383	466	1	NFIL3		NFIL3	NFIL3	1.2219	466	1
3_MACS_peak_8426_lociStitched	chr14	24604524	24618026	3	10498	29435.7102	467	1	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	FAM158A	1.8512	467	1
1_MACS_peak_24369_lociStitched	chr5	133976874	133987406	1	10533	29373.748	468	1	SEC24A	SAR1B	SEC24A	SAR1B	0.491	468	1
1_MACS_peak_246_lociStitched	chr1	11966936	11971307	1	4372	29267.7789	469	1		PLOD1,NPPB,KIAA2013	KIAA2013	KIAA2013	0.4949	469	1
5_MACS_peak_24637_lociStitched	chr5	150512430	150538161	5	15674	29253.5739	470	1	ANXA6		ANXA6	ANXA6	0.4025	470	1
3_MACS_peak_25636_lociStitched	chr6	36091718	36109995	3	9223	29188.369	471	1	MAPK13		MAPK13	MAPK13	1.4752	471	1
2_MACS_peak_28450_lociStitched	chr7	134670449	134682742	2	11222	29173.7476	472	1	AGBL3		AGBL3	AGBL3	0.25	472	1
2_MACS_peak_12054_lociStitched	chr17	17584101	17599281	2	9963	29124.348	473	1	RAI1		RAI1	RAI1	0.3558	473	1
3_MACS_peak_30844_lociStitched	chr9	91920499	91935995	3	12616	29120.0832	474	1	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	1.7306	474	1
1_MACS_peak_30879_lociStitched	chr9	93952176	93958569	1	6394	29102.2146	475	1			LOC100129316	LOC100129316	NONE	475	1
4_MACS_peak_19625_lociStitched	chr3	4869746	4894534	4	18956	29066.4088	476	1	ITPR1		EGOT	EGOT	NONE	476	1
4_MACS_peak_10551_lociStitched	chr15	101735504	101751567	4	11213	28964.8016	477	1	CHSY1		CHSY1	CHSY1	0.5866	477	1
1_MACS_peak_21186_lociStitched	chr3	171843912	171861316	1	17405	28944.5924	478	1	FNDC3B		FNDC3B	FNDC3B	0.491	478	1
1_MACS_peak_18285_lociStitched	chr20	42695425	42700949	1	5525	28897.1488	479	1	TOX2		JPH2	JPH2	NONE	479	1
2_MACS_peak_20827_lociStitched	chr3	135906666	135917733	2	9090	28868.2695	480	1	MSL2		MSL2	MSL2	0.591	480	1
2_MACS_peak_12531_lociStitched	chr17	41436477	41448071	2	7427	28849.3502	481	1	LOC100130581	ARL4D	LOC100130581	LOC100130581	0.9094	481	1
2_MACS_peak_12196_lociStitched	chr17	27045881	27056707	2	10630	28836.1336	482	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.5545	482	1
1_MACS_peak_9448_lociStitched	chr15	23609035	23619322	1	10288	28800.5139	483	1			GOLGA8E	GOLGA8E	NONE	483	1
1_MACS_peak_14464_lociStitched	chr19	16186315	16193053	1	6739	28759.8054	484	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	0.7202	484	1
2_MACS_peak_5414_lociStitched	chr11	68032296	68040945	2	7875	28720.7343	485	1	C11orf24	LRP5	C11orf24	C11orf24	1.4489	485	1
1_MACS_peak_30980_lociStitched	chr9	100744316	100749366	1	5051	28599.665	486	1	ANP32B	HEMGN	ANP32B	ANP32B	0.8026	486	1
2_MACS_peak_29730_lociStitched	chr8	107668983	107683464	2	12815	28565.2206	487	1	OXR1		OXR1	OXR1	0.2605	487	1
5_MACS_peak_18726_lociStitched	chr21	30428756	30453821	5	16611	28559.061	488	1	C21orf7,CCT8	USP16,RWDD2B	CCT8	CCT8	0.8767	488	1
1_MACS_peak_31859_lociStitched	chrX	40029023	40037104	1	8082	28556.6378	489	1	BCOR		BCOR	BCOR	0.6094	489	1
3_MACS_peak_11279_lociStitched	chr16	54956588	54971460	3	10608	28537.8808	490	1	IRX5,CRNDE		CRNDE	CRNDE	1.4196	490	1
3_MACS_peak_24682_lociStitched	chr5	156339259	156362104	3	13331	28512.8445	491	1	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.5927	491	1
1_MACS_peak_6071_lociStitched	chr11	128585034	128598169	1	13136	28489.815	492	1	FLI1		FLI1	FLI1	0.3136	492	1
1_MACS_peak_30040_lociStitched	chr8	138485178	138492776	1	7599	28457.5492	493	1				NONE	NONE	493	1
2_MACS_peak_25221_lociStitched	chr6	20200200	20214428	2	12837	28403.3564	494	1	MBOAT1		MBOAT1	MBOAT1	0.3106	494	1
1_MACS_peak_16256_lociStitched	chr2	74424808	74435923	1	11116	28325.466	495	1	MTHFD2	BOLA3,MOBKL1B	MTHFD2	MTHFD2	1.146	495	1
2_MACS_peak_4576_lociStitched	chr11	264176	272556	2	6838	28285.014	496	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	ATHL1	0.5365	496	1
3_MACS_peak_16383_lociStitched	chr2	87794580	87818824	3	17254	28280.626	497	1	NCRNA00152		NCRNA00152	NCRNA00152	1.0327	497	1
2_MACS_peak_1919_lociStitched	chr1	156083617	156100495	2	14211	28279.089	498	1	LMNA	SEMA4A,MEX3A	LMNA	LMNA	0.8998	498	1
1_MACS_peak_2115_lociStitched	chr1	167595936	167602457	1	6522	28269.1871	499	1	RCSD1		RCSD1	RCSD1	0.4094	499	1
3_MACS_peak_12387_lociStitched	chr17	37022819	37038722	3	9084	28234.1862	500	1	LASP1	CWC25,C17orf98,SNORA21,RPL23	LASP1	SNORA21	0.6708	500	1
3_MACS_peak_24429_lociStitched	chr5	138719420	138740918	3	13862	28162.38	501	1	MZB1,LOC389333,SPATA24	PAIP2,SLC23A1,DNAJC18	LOC389333	LOC389333	1.3243	501	1
2_MACS_peak_17954_lociStitched	chr20	17943751	17954821	2	10919	28124.442	502	1	C20orf72,SNX5	SNORD17	SNX5	SNORD17	0.9271	502	1
1_MACS_peak_30476_lociStitched	chr9	33815942	33825631	1	9690	28119.4158	503	1	UBE2R2	PRSS3	UBE2R2	UBE2R2	0.3488	503	1
4_MACS_peak_28094_lociStitched	chr7	104738430	104755537	4	14430	28052.0586	504	1	MLL5		MLL5	MLL5	0.951	504	1
2_MACS_peak_25190_lociStitched	chr6	16756530	16766884	2	10226	27999.2868	505	1	ATXN1		ATXN1	ATXN1	0.3805	505	1
