REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_8610_lociStitched	chr14	50317814	50335892	4	12026	27039.2646	393	1	SDCCAG1	ARF6	SDCCAG1	393	1
3_MACS_peak_38_lociStitched	chr1	1332238	1348644	3	12017	33302.5394	394	1	LOC148413,CCNL2,MRPL20	TMEM88B,VWA1,ATAD3C,DVL1,MXRA8,AURKAIP1,LOC441869	MRPL20	394	1
4_MACS_peak_25554_lociStitched	chr6	32804675	32823721	4	12015	40164.2048	395	1	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	395	1
3_MACS_peak_13124_lociStitched	chr17	74775964	74788934	3	12013	24832.362	396	1		MFSD11,MIR636,SRSF2	MFSD11	396	1
4_MACS_peak_17273_lociStitched	chr2	202084691	202102312	4	12013	23506.414	397	1	CASP10,CASP8	CASP8	CASP8	397	1
3_MACS_peak_15511_lociStitched	chr2	11883503	11896013	3	12011	42228.756	398	1	LPIN1		LPIN1	398	1
1_MACS_peak_17081_lociStitched	chr2	182168325	182180328	1	12004	27161.5887	399	1			ITGA4	399	1
4_MACS_peak_19747_lociStitched	chr3	15834542	15851433	4	12003	20392.5043	400	1	ANKRD28	ANKRD28	ANKRD28	400	1
4_MACS_peak_24411_lociStitched	chr5	137898936	137912364	4	11952	20867.112	401	1	HSPA9	ETF1,SNORD63	HSPA9	401	1
1_MACS_peak_21232_lociStitched	chr3	177067866	177079808	1	11943	40316.192	402	1			TBL1XR1	402	1
1_MACS_peak_6565_lociStitched	chr12	46116905	46128842	1	11938	43682.2578	403	1	ARID2,LOC400027		ARID2	403	1
1_MACS_peak_22435_lociStitched	chr4	105405568	105417504	1	11937	40125.2512	404	1	CXXC4		CXXC4	404	1
4_MACS_peak_5501_lociStitched	chr11	73082905	73099929	4	11915	17533.0176	405	1	RELT		RELT	405	1
2_MACS_peak_1977_lociStitched	chr1	159035657	159048947	2	11902	36732.231	406	1	AIM2		AIM2	406	1
2_MACS_peak_20518_lociStitched	chr3	112174125	112187067	2	11809	32765.2614	407	1	BTLA		BTLA	407	1
3_MACS_peak_30225_lociStitched	chr9	5910209	5926060	3	11808	33131.7602	408	1	KIAA2026	MLANA	MLANA	408	1
2_MACS_peak_341_lociStitched	chr1	17754073	17770716	2	11786	76133.4035	409	1	RCC2		RCC2	409	1
4_MACS_peak_2208_lociStitched	chr1	179048417	179062092	4	11770	25175.675	410	1	TOR3A		TOR3A	410	1
2_MACS_peak_25387_lociStitched	chr6	27856530	27871786	2	11764	42539.8304	411	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	411	1
1_MACS_peak_21964_lociStitched	chr4	40622202	40633957	1	11756	30490.119	412	1	RBM47		RBM47	412	1
2_MACS_peak_13103_lociStitched	chr17	74257721	74269534	2	11729	30775.2276	413	1	FAM100B	RNF157,QRICH2	FAM100B	413	1
1_MACS_peak_22798_lociStitched	chr4	144272541	144284263	1	11723	47284.2036	414	1	GAB1		GAB1	414	1
2_MACS_peak_26279_lociStitched	chr6	106439485	106452167	2	11711	44398.4138	415	1			PRDM1	415	1
2_MACS_peak_2185_lociStitched	chr1	174926337	174942064	2	11696	32921.3291	416	1	RABGAP1L	CACYBP	CACYBP	416	1
3_MACS_peak_2766_lociStitched	chr1	224553055	224569174	3	11668	16286.6376	417	1	CNIH4	NVL	CNIH4	417	1
1_MACS_peak_31975_lociStitched	chrX	48768112	48779742	1	11631	24739.336	418	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	418	1
3_MACS_peak_18087_lociStitched	chr20	31254628	31270460	3	11603	24169.1312	419	1		C20orf203	C20orf203	419	1
3_MACS_peak_17462_lociStitched	chr2	219743623	219763083	3	11597	14266.126	420	1	WNT10A	WNT6,PRKAG3	WNT10A	420	1
2_MACS_peak_7525_lociStitched	chr12	125397232	125413008	2	11584	27904.5888	421	1	UBC	SCARB1	UBC	421	1
2_MACS_peak_15986_lociStitched	chr2	54784248	54800427	2	11581	29775.8316	422	1	SPTBN1	RPL23AP32	SPTBN1	422	1
4_MACS_peak_5135_lociStitched	chr11	60666302	60684883	4	11573	23211.3852	423	1	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	PRPF19	423	1
3_MACS_peak_23276_lociStitched	chr5	6476776	6488535	3	11542	30910.8833	424	1	UBE2QL1		UBE2QL1	424	1
4_MACS_peak_18046_lociStitched	chr20	30278385	30300792	4	11523	14642.9745	425	1	BCL2L1	TPX2	BCL2L1	425	1
3_MACS_peak_26557_lociStitched	chr6	134555974	134572210	3	11520	17854.7292	426	1	SGK1		SGK1	426	1
2_MACS_peak_18602_lociStitched	chr20	62357946	62373018	2	11485	23332.9632	427	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	427	1
1_MACS_peak_7246_lociStitched	chr12	109020390	109031869	1	11480	26511.8984	428	1	SELPLG	TMEM119	SELPLG	428	1
1_MACS_peak_13776_lociStitched	chr18	56316081	56327539	1	11459	24186.6922	429	1		MALT1,ALPK2	MALT1	429	1
1_MACS_peak_30361_lociStitched	chr9	21985386	21996837	1	11452	37744.7862	430	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	430	1
4_MACS_peak_3959_lociStitched	chr10	81664060	81679143	4	11441	12024.1676	431	1	LOC100288974	MBL1P,SFTPD	LOC100288974	431	1
1_MACS_peak_27169_lociStitched	chr7	26000551	26011989	1	11439	42901.6504	432	1		MIR148A	MIR148A	432	1
5_MACS_peak_14021_lociStitched	chr19	2253830	2272224	5	11432	30622.3312	433	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	433	1
6_MACS_peak_14965_lociStitched	chr19	45502263	45522600	6	11423	21549.0852	434	1	RELB	CLPTM1,CLASRP	RELB	434	1
1_MACS_peak_5291_lociStitched	chr11	65147622	65159000	1	11379	36480.1436	435	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	435	1
4_MACS_peak_5121_lociStitched	chr11	59315396	59334476	4	11363	26635.68	436	1		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	436	1
2_MACS_peak_29331_lociStitched	chr8	71124381	71139634	2	11342	36958.019	437	1	NCOA2		PRDM14	437	1
1_MACS_peak_1563_lociStitched	chr1	118166802	118178132	1	11331	23038.422	438	1	FAM46C		FAM46C	438	1
3_MACS_peak_11797_lociStitched	chr17	2110405	2129004	3	11331	17096.2008	439	1	SMG6		SMG6	439	1
2_MACS_peak_19110_lociStitched	chr22	23143124	23154813	2	11327	30542.1881	440	1		MIR650	MIR650	440	1
2_MACS_peak_18669_lociStitched	chr21	19182830	19194877	2	11324	30643.9539	441	1	C21orf91		C21orf91	441	1
4_MACS_peak_10851_lociStitched	chr16	14486852	14503136	4	11311	32854.5984	442	1			MIR365-1	442	1
2_MACS_peak_9045_lociStitched	chr14	81989637	82001128	2	11308	38668.3641	443	1	SEL1L		SEL1L	443	1
1_MACS_peak_7054_lociStitched	chr12	89737919	89749206	1	11288	27544.7948	444	1	DUSP6		DUSP6	444	1
2_MACS_peak_7242_lociStitched	chr12	108953432	108964795	2	11251	17168.3567	445	1	ISCU,SART3	FICD,TMEM119	ISCU	445	1
2_MACS_peak_21088_lociStitched	chr3	160115842	160129539	2	11236	30875.7774	446	1	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	446	1
3_MACS_peak_31676_lociStitched	chrX	12991779	13006272	3	11234	19881.4974	447	1	TMSB4X,TMSL3	LOC349408	TMSB4X	447	1
5_MACS_peak_2752_lociStitched	chr1	223899646	223928045	5	11225	18271.9166	448	1	CAPN2	CAPN8	CAPN2	448	1
2_MACS_peak_28450_lociStitched	chr7	134670449	134682742	2	11222	29173.7476	449	1	AGBL3		AGBL3	449	1
3_MACS_peak_23602_lociStitched	chr5	53932618	53948698	3	11217	29772.12	450	1			SNX18	450	1
3_MACS_peak_11378_lociStitched	chr16	66549123	66561368	3	11214	30057.8015	451	1	TK2	CKLF,CMTM1	TK2	451	1
4_MACS_peak_10551_lociStitched	chr15	101735504	101751567	4	11213	28964.8016	452	1	CHSY1		CHSY1	452	1
3_MACS_peak_6653_lociStitched	chr12	50134494	50151849	3	11212	19588.5885	453	1	TMBIM6	FMNL3	TMBIM6	453	1
3_MACS_peak_32390_lociStitched	chrX	118815502	118827741	3	11192	19021.8538	454	1	SEPT6	MIR766	SEPT6	454	1
2_MACS_peak_5029_lociStitched	chr11	46135487	46149561	2	11191	35716.9972	455	1	PHF21A		PHF21A	455	1
3_MACS_peak_30139_lociStitched	chr8	145731920	145749898	3	11187	44795.7826	456	1	GPT,MFSD3,LRRC14,RECQL4,LRRC24	KIFC2,PPP1R16A,CYHR1,FOXH1,MGC70857	RECQL4	456	1
2_MACS_peak_486_lociStitched	chr1	25869569	25883517	2	11182	30674.4416	457	1	LDLRAP1		LDLRAP1	457	1
2_MACS_peak_27748_lociStitched	chr7	80399515	80411396	2	11168	33095.7136	458	1	SEMA3C		CD36	458	1
5_MACS_peak_6733_lociStitched	chr12	53763570	53784199	5	11163	20967.3156	459	1	SP1	AMHR2,AAAS,SP7	SP1	459	1
3_MACS_peak_1827_lociStitched	chr1	153928215	153941367	3	11158	45817.6224	460	1	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	460	1
2_MACS_peak_21370_lociStitched	chr3	185646466	185661607	2	11158	19684.8141	461	1	TRA2B	LOC344887	TRA2B	461	1
1_MACS_peak_5693_lociStitched	chr11	93465142	93476292	1	11151	19739.96	462	1	C11orf54,SNORA1,SNORA8,SNORD5,SNORA18,MIR1304,SNORA40,TAF1D	SCARNA9,MED17,SNORA25,SNORA32,SNORD6	SNORA40	462	1
2_MACS_peak_16690_lociStitched	chr2	127413025	127424990	2	11149	18793.4255	463	1	GYPC		GYPC	463	1
4_MACS_peak_28644_lociStitched	chr7	152358016	152374094	4	11149	15973.493	464	1	XRCC2		XRCC2	464	1
1_MACS_peak_6975_lociStitched	chr12	72078912	72090043	1	11132	19981.2581	465	1	TMEM19	THAP2,ZFC3H1	TMEM19	465	1
1_MACS_peak_16256_lociStitched	chr2	74424808	74435923	1	11116	28325.466	466	1	MTHFD2	BOLA3,MOBKL1B	MTHFD2	466	1
2_MACS_peak_29917_lociStitched	chr8	126647454	126661575	2	11079	25400.8548	467	1			TRIB1	467	1
2_MACS_peak_25767_lociStitched	chr6	43591064	43605160	2	11066	34938.3456	468	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	468	1
5_MACS_peak_5368_lociStitched	chr11	66867126	66890208	5	11049	27799.9608	469	1	KDM2A	RHOD	KDM2A	469	1
1_MACS_peak_14474_lociStitched	chr19	16474242	16485284	1	11043	39359.209	470	1	EPS15L1	KLF2	KLF2	470	1
2_MACS_peak_13063_lociStitched	chr17	73283134	73295254	2	11034	35164.968	471	1	SLC25A19	MRPS7,LOC100287042,GGA3,MIF4GD	SLC25A19	471	1
3_MACS_peak_1753_lociStitched	chr1	150583587	150603453	3	11028	19643.5008	472	1	ENSA	MCL1	ENSA	472	1
2_MACS_peak_734_lociStitched	chr1	37933281	37946594	2	11020	27709.6782	473	1	ZC3H12A	MEAF6	ZC3H12A	473	1
4_MACS_peak_12730_lociStitched	chr17	48223997	48241866	4	11009	24264.3151	474	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	474	1
2_MACS_peak_14044_lociStitched	chr19	2607356	2622711	2	10972	24096.6015	475	1	GNG7		GNG7	475	1
3_MACS_peak_12293_lociStitched	chr17	32703547	32718845	3	10970	13168.5184	476	1		CCL13,CCL1	CCL1	476	1
4_MACS_peak_5688_lociStitched	chr11	93256789	93277451	4	10955	14719.6088	477	1	C11orf75		C11orf75	477	1
3_MACS_peak_13131_lociStitched	chr17	75131048	75144346	3	10954	37229.0808	478	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	478	1
3_MACS_peak_15087_lociStitched	chr19	48823549	48838182	3	10943	34529.4901	479	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	479	1
2_MACS_peak_32317_lociStitched	chrX	106915715	106931132	2	10922	18361.647	480	1		PRPS1,TSC22D3	TSC22D3	480	1
2_MACS_peak_1273_lociStitched	chr1	87791851	87803260	2	10921	20969.742	481	1	LMO4		LMO4	481	1
2_MACS_peak_17954_lociStitched	chr20	17943751	17954821	2	10919	28124.442	482	1	C20orf72,SNX5	SNORD17	SNX5	482	1
2_MACS_peak_1943_lociStitched	chr1	156709024	156723274	2	10914	50958	483	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	483	1
2_MACS_peak_21135_lociStitched	chr3	167802223	167815055	2	10911	22852.5088	484	1	GOLIM4		GOLIM4	484	1
1_MACS_peak_26321_lociStitched	chr6	108878264	108889170	1	10907	40592.132	485	1	FOXO3		FOXO3	485	1
2_MACS_peak_24938_lociStitched	chr5	180227983	180239223	2	10904	30650.356	486	1	MGAT1	LOC729678,ZFP62	MGAT1	486	1
4_MACS_peak_18806_lociStitched	chr21	36339622	36360580	4	10897	15708.021	487	1	RUNX1		C21orf96	487	1
2_MACS_peak_18774_lociStitched	chr21	34696177	34712244	2	10889	26234.1976	488	1	IFNAR1		IFNAR1	488	1
3_MACS_peak_30105_lociStitched	chr8	145007468	145018701	3	10887	16128.3414	489	1	PLEC	GRINA,MIR661,PARP10	PLEC	489	1
2_MACS_peak_17720_lociStitched	chr2	241498398	241509872	2	10886	25320.8232	490	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	490	1
4_MACS_peak_24816_lociStitched	chr5	171600789	171616284	4	10886	25786.779	491	1	STK10	EFCAB9	STK10	491	1
2_MACS_peak_9867_lociStitched	chr15	55568234	55583349	2	10870	21085.425	492	1	RAB27A	PIGB,RAB27A	RAB27A	492	1
2_MACS_peak_10816_lociStitched	chr16	11668278	11682164	2	10852	24757.3494	493	1	LITAF		LITAF	493	1
2_MACS_peak_19158_lociStitched	chr22	24819689	24832474	2	10839	14829.3215	494	1	ADORA2A,C22orf45		ADORA2A	494	1
2_MACS_peak_14465_lociStitched	chr19	16221350	16232247	2	10832	18551.0528	495	1	RAB8A	TPM4,HSH2D	RAB8A	495	1
1_MACS_peak_2555_lociStitched	chr1	206728297	206739125	1	10829	32579.2864	496	1	RASSF5	LGTN	RASSF5	496	1
2_MACS_peak_18488_lociStitched	chr20	52545978	52559363	2	10817	14083.697	497	1			SUMO1P1	497	1
1_MACS_peak_22240_lociStitched	chr4	78733835	78744648	1	10814	32234.6343	498	1	CNOT6L	MRPL1	CNOT6L	498	1
2_MACS_peak_4350_lociStitched	chr10	112215822	112226746	2	10814	19888.2344	499	1		DUSP5	DUSP5	499	1
1_MACS_peak_9871_lociStitched	chr15	55691089	55701895	1	10807	40619.754	500	1	FLJ27352,CCPG1	MIR628	CCPG1	500	1
1_MACS_peak_23116_lociStitched	chr4	185200548	185211346	1	10799	51798.006	501	1			ENPP6	501	1
2_MACS_peak_21252_lociStitched	chr3	178422302	178435435	2	10799	29670.0736	502	1	KCNMB2		KCNMB2	502	1
2_MACS_peak_31056_lociStitched	chr9	108016879	108027674	2	10792	22154.5785	503	1	SLC44A1		SLC44A1	503	1
3_MACS_peak_26575_lociStitched	chr6	135321137	135336890	3	10776	13763.3961	504	1	HBS1L	ALDH8A1,MIR3662,HBS1L	MIR3662	504	1
1_MACS_peak_2492_lociStitched	chr1	203288432	203299190	1	10759	53643.6912	505	1		BTG2,LOC730227,FMOD	BTG2	505	1
3_MACS_peak_21042_lociStitched	chr3	156529842	156545492	3	10758	24041.53	506	1	LEKR1	PA2G4P4	LEKR1	506	1
3_MACS_peak_15667_lociStitched	chr2	26979214	26996285	3	10754	18691.0379	507	1	C2orf18	CENPA	C2orf18	507	1
2_MACS_peak_16862_lociStitched	chr2	158323684	158338226	2	10735	24842.0986	508	1		CYTIP	CYTIP	508	1
3_MACS_peak_18534_lociStitched	chr20	57461158	57473258	3	10721	27422.23	509	1	GNAS	GNAS-AS	GNAS	509	1
2_MACS_peak_25106_lociStitched	chr6	11824596	11836818	2	10719	24585.7752	510	1		C6orf105	C6orf105	510	1
2_MACS_peak_26378_lociStitched	chr6	112152743	112168959	2	10657	27027.2072	511	1	FYN		FYN	511	1
1_MACS_peak_6688_lociStitched	chr12	51712056	51722704	1	10649	30294.6248	512	1	BIN2,CELA1	SMAGP	BIN2	512	1
3_MACS_peak_6948_lociStitched	chr12	68752073	68770724	3	10633	18649.1349	513	1		MDM1	MDM1	513	1
2_MACS_peak_12196_lociStitched	chr17	27045881	27056707	2	10630	28836.1336	514	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	514	1
3_MACS_peak_11279_lociStitched	chr16	54956588	54971460	3	10608	28537.8808	515	1	IRX5,CRNDE		CRNDE	515	1
1_MACS_peak_31104_lociStitched	chr9	112863006	112873580	1	10575	19524.891	516	1	PALM2-AKAP2,AKAP2	AKAP2	AKAP2	516	1
3_MACS_peak_12981_lociStitched	chr17	66449903	66462587	3	10567	43372.938	517	1	WIPI1	PRKAR1A,MIR635	WIPI1	517	1
3_MACS_peak_14890_lociStitched	chr19	42617831	42637989	3	10554	15574.0708	518	1	POU2F2,MIR4323	ZNF574,GRIK5	POU2F2	518	1
4_MACS_peak_25186_lociStitched	chr6	16727895	16743096	4	10551	11376.4284	519	1	ATXN1		ATXN1	519	1
2_MACS_peak_16348_lociStitched	chr2	86216453	86228591	2	10541	35160.1446	520	1		LOC90784	LOC90784	520	1
1_MACS_peak_26005_lociStitched	chr6	74224025	74234557	1	10533	32000.4288	521	1	EEF1A1		EEF1A1	521	1
1_MACS_peak_24369_lociStitched	chr5	133976874	133987406	1	10533	29373.748	522	1	SEC24A	SAR1B	SEC24A	522	1
3_MACS_peak_11801_lociStitched	chr17	2156820	2172271	3	10530	20140.3785	523	1	SMG6	SRR	SMG6	523	1
2_MACS_peak_14924_lociStitched	chr19	44256911	44271970	2	10519	18751.4668	524	1	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	524	1
2_MACS_peak_29153_lociStitched	chr8	54809510	54820098	2	10514	20411.5464	525	1	RGS20		RGS20	525	1
1_MACS_peak_410_lociStitched	chr1	23848521	23859028	1	10508	38888.5084	526	1	E2F2	ASAP3,ID3	E2F2	526	1
3_MACS_peak_8426_lociStitched	chr14	24604524	24618026	3	10498	29435.7102	527	1	PSME1,RNF31,FAM158A,PSME2	PCK2,DCAF11,FITM1,IRF9,REC8,IPO4,TM9SF1	FAM158A	527	1
1_MACS_peak_23421_lociStitched	chr5	32274613	32285066	1	10454	25597.3064	528	1	MTMR12		MTMR12	528	1
3_MACS_peak_2016_lociStitched	chr1	161028481	161041347	3	10452	30563.183	529	1	ARHGAP30,PVRL4	KLHDC9,NIT1,F11R,TSTD1,USF1,PFDN2	ARHGAP30	529	1
2_MACS_peak_25534_lociStitched	chr6	31937586	31952892	2	10434	26705.9088	530	1	STK19,C4B,C4A,DOM3Z	C2,CFB,SKIV2L,CYP21A2,MIR1236,RDBP,TNXA,TNXB	C4B	530	1
1_MACS_peak_5429_lociStitched	chr11	68815721	68826146	1	10426	40339.5375	531	1	TPCN2	MRGPRF	TPCN2	531	1
3_MACS_peak_27635_lociStitched	chr7	73623294	73636536	3	10422	23018.5686	532	1	LAT2	EIF4H,MIR590,RFC2	LAT2	532	1
2_MACS_peak_25308_lociStitched	chr6	26214643	26225449	2	10419	29667.873	533	1	HIST1H2AE,HIST1H3E,HIST1H2BG	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4F,HIST1H2BH,HIST1H2BI,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H3G	HIST1H2AE	533	1
2_MACS_peak_20464_lociStitched	chr3	108009721	108022155	2	10415	25226.0992	534	1	HHLA2		HHLA2	534	1
4_MACS_peak_19577_lociStitched	chr22	50906849	50926029	4	10397	13847.96	535	1	ADM2,MIOX,SBF1	NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	535	1
5_MACS_peak_25476_lociStitched	chr6	30639667	30659441	5	10397	16865.2446	536	1	DHX16,KIAA1949,NRM	ATAT1,C6orf136,TUBB,MDC1	KIAA1949	536	1
4_MACS_peak_475_lociStitched	chr1	25557932	25575169	4	10382	23959.43	537	1	SYF2,C1orf63	RHD	C1orf63	537	1
3_MACS_peak_9850_lociStitched	chr15	52965777	52976831	3	10354	24732.2196	538	1	KIAA1370		KIAA1370	538	1
2_MACS_peak_25792_lociStitched	chr6	44223687	44234045	2	10347	27431.0914	539	1	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	539	1
2_MACS_peak_29859_lociStitched	chr8	124045425	124056028	2	10333	25398.4262	540	1	DERL1	WDR67	DERL1	540	1
2_MACS_peak_30081_lociStitched	chr8	144098987	144110285	2	10319	34972.959	541	1	LY6E,LOC100133669	C8orf31	LY6E	541	1
3_MACS_peak_7823_lociStitched	chr13	42613640	42632987	3	10318	17872.7586	542	1	DGKH		DGKH	542	1
3_MACS_peak_25512_lociStitched	chr6	31619000	31634971	3	10316	31699.2408	543	1	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	543	1
5_MACS_peak_16260_lociStitched	chr2	74681363	74700872	5	10316	22620.6855	544	1	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	544	1
3_MACS_peak_13257_lociStitched	chr17	79815984	79831223	3	10291	30574.0057	545	1	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	P4HB	545	1
1_MACS_peak_9448_lociStitched	chr15	23609035	23619322	1	10288	28800.5139	546	1			GOLGA8E	546	1
1_MACS_peak_23495_lociStitched	chr5	39071022	39081304	1	10283	38353.9164	547	1	RICTOR		RICTOR	547	1
1_MACS_peak_27471_lociStitched	chr7	50343001	50353277	1	10277	43817.8916	548	1	IKZF1		IKZF1	548	1
3_MACS_peak_4562_lociStitched	chr10	135201155	135215951	3	10272	33526.2564	549	1	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	549	1
5_MACS_peak_9622_lociStitched	chr15	40329650	40351730	5	10260	20006.688	550	1	SRP14	BMF	SRP14	550	1
2_MACS_peak_29626_lociStitched	chr8	101440450	101452296	2	10258	20505.426	551	1			RNF19A	551	1
5_MACS_peak_17998_lociStitched	chr20	23329669	23347618	5	10249	23848.8363	552	1	NXT1,GZF1		GZF1	552	1
2_MACS_peak_20151_lociStitched	chr3	56804780	56819781	2	10246	15731.5487	553	1	ARHGEF3		ARHGEF3	553	1
2_MACS_peak_25190_lociStitched	chr6	16756530	16766884	2	10226	27999.2868	554	1	ATXN1		ATXN1	554	1
4_MACS_peak_16127_lociStitched	chr2	65608799	65624653	4	10217	12733.9328	555	1	SPRED2	SPRED2	SPRED2	555	1
2_MACS_peak_29496_lociStitched	chr8	89287427	89298681	2	10209	22102.856	556	1	MMP16		MMP16	556	1
3_MACS_peak_28605_lociStitched	chr7	150063872	150083942	3	10191	43455.564	557	1	REPIN1,ZNF775	LRRC61,C7orf29,LOC728743,LOC285972,ACTR3C,RARRES2	ZNF775	557	1
1_MACS_peak_28263_lociStitched	chr7	120034464	120044638	1	10175	15722.8996	558	1	KCND2		KCND2	558	1
1_MACS_peak_21230_lociStitched	chr3	176910964	176921124	1	10161	46748.192	559	1	TBL1XR1		TBL1XR1	559	1
1_MACS_peak_19716_lociStitched	chr3	13370430	13380588	1	10159	17940.0438	560	1	NUP210		NUP210	560	1
3_MACS_peak_23_lociStitched	chr1	1135469	1151769	3	10156	24831.42	561	1	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	561	1
2_MACS_peak_30565_lociStitched	chr9	37290071	37303574	2	10152	14477.9166	562	1	ZCCHC7		GRHPR	562	1
2_MACS_peak_9314_lociStitched	chr14	103571363	103581722	2	10143	13095.8478	563	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	563	1
4_MACS_peak_25225_lociStitched	chr6	20400865	20417279	4	10143	23270.1278	564	1	E2F3		E2F3	564	1
2_MACS_peak_20501_lociStitched	chr3	111804509	111817897	2	10138	25739.7688	565	1	C3orf52	TMPRSS7,MIR567,GCET2	C3orf52	565	1
5_MACS_peak_10111_lociStitched	chr15	70770492	70787528	5	10123	20763.4768	566	1			UACA	566	1
2_MACS_peak_11853_lociStitched	chr17	4841943	4855110	2	10109	21820.3524	567	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	567	1
2_MACS_peak_4481_lociStitched	chr10	125598054	125610404	2	10095	7694.05	568	1	CPXM2		CPXM2	568	1
1_MACS_peak_22746_lociStitched	chr4	140127316	140137401	1	10086	25427.3105	569	1			C4orf49	569	1
2_MACS_peak_19630_lociStitched	chr3	5018427	5029475	2	10084	19111.9352	570	1	BHLHE40		BHLHE40	570	1
3_MACS_peak_26602_lociStitched	chr6	138186397	138196604	3	10081	11904.4241	571	1	TNFAIP3		TNFAIP3	571	1
3_MACS_peak_775_lociStitched	chr1	40031677	40048017	3	10070	17366.152	572	1	PABPC4,SNORA55	PPIEL	PABPC4	572	1
2_MACS_peak_4046_lociStitched	chr10	91802917	91813149	2	10068	12470.7616	573	1			KIF20B	573	1
2_MACS_peak_1938_lociStitched	chr1	156627289	156638430	2	10068	24847.7723	574	1	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	574	1
3_MACS_peak_20743_lociStitched	chr3	128822312	128842891	3	10059	16981.7908	575	1	RAB43	GP9,ISY1	RAB43	575	1
1_MACS_peak_21246_lociStitched	chr3	178229422	178239476	1	10055	42380.6262	576	1		KCNMB2	KCNMB2	576	1
2_MACS_peak_25920_lociStitched	chr6	56697359	56709625	2	10051	26337.5552	577	1			BEND6	577	1
2_MACS_peak_25516_lociStitched	chr6	31696883	31709495	2	10038	35667.9972	578	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	578	1
2_MACS_peak_32133_lociStitched	chrX	70751064	70762437	2	10032	13580.4993	579	1	OGT,BCYRN1	ACRC,INGX	OGT	579	1
3_MACS_peak_7134_lociStitched	chr12	96791020	96802601	3	10032	14257.3691	580	1	CDK17		CDK17	580	1
3_MACS_peak_29895_lociStitched	chr8	126161992	126180044	3	10031	12899.9592	581	1	NSMCE2		NSMCE2	581	1
4_MACS_peak_11939_lociStitched	chr17	8088891	8104161	4	10015	12952.014	582	1	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	582	1
2_MACS_peak_12911_lociStitched	chr17	62490740	62504937	2	9979	23199.3177	583	1	CCDC45,POLG2,DDX5	C17orf60	DDX5	583	1
