#KMS28BM_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS28BM_H3K27ac_ROSE/KMS28BM_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS28BM_jia.bam
#Using cutoff of 17368.6331 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS28BM_jia.bam	enhancerRank	isSuperStretch
2_MACS_peak_16690_lociStitched	chr2	127413025	127424990	2	11149	18793.4255	635	1
5_MACS_peak_2752_lociStitched	chr1	223899646	223928045	5	11225	18271.9166	636	1
2_MACS_peak_30333_lociStitched	chr9	20351168	20362809	2	9136	26563.5979	637	1
1_MACS_peak_3550_lociStitched	chr10	45468242	45476930	1	8689	27666.936	638	1
1_MACS_peak_10418_lociStitched	chr15	90637972	90646690	1	8719	27500.931	639	1
3_MACS_peak_25482_lociStitched	chr6	30683927	30698919	3	9301	25733.768	640	1
2_MACS_peak_4350_lociStitched	chr10	112215822	112226746	2	10814	19888.2344	641	1
4_MACS_peak_14281_lociStitched	chr19	10978236	10991272	4	9671	24472.4828	642	1
2_MACS_peak_23545_lociStitched	chr5	43007200	43022026	2	9247	25860.9918	643	1
2_MACS_peak_12911_lociStitched	chr17	62490740	62504937	2	9979	23199.3177	645	1
2_MACS_peak_29496_lociStitched	chr8	89287427	89298681	2	10209	22102.856	647	1
1_MACS_peak_30219_lociStitched	chr9	5625106	5633580	1	8475	27711.6748	648	1
2_MACS_peak_27865_lociStitched	chr7	92259570	92272392	2	9152	25706.8278	649	1
1_MACS_peak_31859_lociStitched	chrX	40029023	40037104	1	8082	28556.6378	650	1
2_MACS_peak_29704_lociStitched	chr8	105627367	105637485	2	9074	25769.5342	651	1
2_MACS_peak_29153_lociStitched	chr8	54809510	54820098	2	10514	20411.5464	652	1
1_MACS_peak_28098_lociStitched	chr7	104765018	104773319	1	8302	27909.6222	653	1
2_MACS_peak_32317_lociStitched	chrX	106915715	106931132	2	10922	18361.647	654	1
3_MACS_peak_11801_lociStitched	chr17	2156820	2172271	3	10530	20140.3785	657	1
2_MACS_peak_14465_lociStitched	chr19	16221350	16232247	2	10832	18551.0528	658	1
2_MACS_peak_11853_lociStitched	chr17	4841943	4855110	2	10109	21820.3524	659	1
1_MACS_peak_3685_lociStitched	chr10	63656394	63665538	1	9145	25252.9848	660	1
3_MACS_peak_5482_lociStitched	chr11	72522629	72540342	3	9390	24435.0835	661	1
2_MACS_peak_5414_lociStitched	chr11	68032296	68040945	2	7875	28720.7343	662	1
3_MACS_peak_15667_lociStitched	chr2	26979214	26996285	3	10754	18691.0379	663	1
1_MACS_peak_31104_lociStitched	chr9	112863006	112873580	1	10575	19524.891	664	1
3_MACS_peak_4606_lociStitched	chr11	795148	811773	3	9036	25407.9875	665	1
1_MACS_peak_14481_lociStitched	chr19	16693151	16701443	1	8293	27415.0104	666	1
2_MACS_peak_31195_lociStitched	chr9	123630181	123641498	2	8741	26084.5533	668	1
2_MACS_peak_29626_lociStitched	chr8	101440450	101452296	2	10258	20505.426	670	1
2_MACS_peak_32451_lociStitched	chrX	129298570	129310950	2	9818	22238.194	671	1
3_MACS_peak_24833_lociStitched	chr5	172454609	172465628	3	9733	22556.9949	672	1
3_MACS_peak_6948_lociStitched	chr12	68752073	68770724	3	10633	18649.1349	673	1
5_MACS_peak_10111_lociStitched	chr15	70770492	70787528	5	10123	20763.4768	674	1
2_MACS_peak_22671_lociStitched	chr4	128695301	128706152	2	9537	22978.0776	675	1
5_MACS_peak_9622_lociStitched	chr15	40329650	40351730	5	10260	20006.688	676	1
2_MACS_peak_14924_lociStitched	chr19	44256911	44271970	2	10519	18751.4668	677	1
2_MACS_peak_20800_lociStitched	chr3	133186559	133198185	2	8624	25860.8744	678	1
1_MACS_peak_30040_lociStitched	chr8	138485178	138492776	1	7599	28457.5492	680	1
2_MACS_peak_25182_lociStitched	chr6	16666317	16675578	2	8487	26166.0294	681	1
2_MACS_peak_29430_lociStitched	chr8	81003683	81018672	2	9424	23098.049	683	1
4_MACS_peak_15164_lociStitched	chr19	50369593	50382528	4	8262	26693.9595	684	1
2_MACS_peak_15467_lociStitched	chr2	8817287	8826587	2	9265	23449.02	685	1
4_MACS_peak_3786_lociStitched	chr10	72334314	72348988	4	8883	24659.657	686	1
1_MACS_peak_2606_lociStitched	chr1	209275331	209284059	1	8729	25056.3424	688	1
2_MACS_peak_5107_lociStitched	chr11	58340699	58349606	2	7802	27598.3395	689	1
2_MACS_peak_25163_lociStitched	chr6	16128542	16138501	2	9922	20792.4002	690	1
1_MACS_peak_11389_lociStitched	chr16	66906419	66916140	1	9722	21526.1824	691	1
4_MACS_peak_23306_lociStitched	chr5	10595600	10609930	4	9372	22618.472	695	1
1_MACS_peak_1648_lociStitched	chr1	145434429	145443032	1	8604	25102.6937	696	1
1_MACS_peak_9030_lociStitched	chr14	81420793	81428376	1	7584	27806.1027	697	1
1_MACS_peak_5256_lociStitched	chr11	64538713	64547803	1	9091	23466.744	698	1
2_MACS_peak_27236_lociStitched	chr7	30359863	30372638	2	9411	22132.6875	700	1
4_MACS_peak_19555_lociStitched	chr22	50324825	50339897	4	8922	23819.7888	701	1
2_MACS_peak_13223_lociStitched	chr17	78227553	78238441	2	9351	22310.6008	702	1
1_MACS_peak_3691_lociStitched	chr10	63744173	63753672	1	9500	21735.6118	703	1
3_MACS_peak_412_lociStitched	chr1	23877962	23889852	3	9582	21302.124	705	1
2_MACS_peak_5874_lociStitched	chr11	114309287	114320066	2	9755	20555.553	706	1
2_MACS_peak_19630_lociStitched	chr3	5018427	5029475	2	10084	19111.9352	707	1
1_MACS_peak_14573_lociStitched	chr19	19173011	19181014	1	8004	26311.4631	708	1
1_MACS_peak_13830_lociStitched	chr18	60877864	60886033	1	8170	25850.8005	710	1
3_MACS_peak_7823_lociStitched	chr13	42613640	42632987	3	10318	17872.7586	711	1
2_MACS_peak_350_lociStitched	chr1	19274584	19284166	2	9436	21712.812	712	1
2_MACS_peak_4718_lociStitched	chr11	9586659	9600279	2	8525	24793.848	713	1
3_MACS_peak_15330_lociStitched	chr19	57384137	57397008	3	9925	19691.3429	714	1
1_MACS_peak_1613_lociStitched	chr1	143911260	143920006	1	8747	23937.802	716	1
1_MACS_peak_23965_lociStitched	chr5	90672881	90680890	1	8010	26018.0374	718	1
1_MACS_peak_4352_lociStitched	chr10	112255828	112265080	1	9253	22087.2996	719	1
2_MACS_peak_30059_lociStitched	chr8	142126172	142140843	2	9863	19622.4625	720	1
2_MACS_peak_21564_lociStitched	chr4	1711735	1725310	2	8786	23528.19	722	1
1_MACS_peak_19716_lociStitched	chr3	13370430	13380588	1	10159	17940.0438	724	1
2_MACS_peak_27174_lociStitched	chr7	26191137	26202488	2	9906	19011.7899	727	1
5_MACS_peak_14879_lociStitched	chr19	42438689	42464385	5	8864	23031.3248	728	1
3_MACS_peak_940_lociStitched	chr1	46790357	46807972	3	9559	20362.94	730	1
2_MACS_peak_26759_lociStitched	chr6	157096014	157105771	2	9222	21642.9774	731	1
3_MACS_peak_30484_lociStitched	chr9	34320940	34330706	3	9684	19759.5478	733	1
1_MACS_peak_15436_lociStitched	chr2	5834068	5842573	1	8506	24024.924	734	1
2_MACS_peak_2549_lociStitched	chr1	206131665	206140268	2	8567	23826.8688	735	1
3_MACS_peak_25564_lociStitched	chr6	33166714	33177181	3	8987	22428.6876	736	1
1_MACS_peak_22316_lociStitched	chr4	87923570	87931533	1	7964	25520.6187	740	1
3_MACS_peak_8329_lociStitched	chr14	20921962	20940752	3	9694	19582.938	741	1
2_MACS_peak_5624_lociStitched	chr11	82679153	82690449	2	8055	25194.5984	744	1
3_MACS_peak_13192_lociStitched	chr17	76770414	76782183	3	9802	18913.9599	745	1
2_MACS_peak_18483_lociStitched	chr20	52480627	52490575	2	9163	21487.68	746	1
4_MACS_peak_30144_lociStitched	chr8	146010518	146030847	4	9399	20509.9281	748	1
3_MACS_peak_10593_lociStitched	chr16	685108	700285	3	8737	22921.8231	749	1
1_MACS_peak_437_lociStitched	chr1	24284219	24293315	1	9097	21633.0168	750	1
2_MACS_peak_29127_lociStitched	chr8	52807685	52816799	2	8314	24229.569	751	1
3_MACS_peak_26115_lociStitched	chr6	86378937	86396205	3	9879	18324.8016	753	1
3_MACS_peak_14364_lociStitched	chr19	13043063	13058450	3	9510	19933.8585	755	1
3_MACS_peak_10775_lociStitched	chr16	9184145	9194371	3	9343	20575.7346	756	1
4_MACS_peak_8272_lociStitched	chr13	111351151	111369578	4	8481	23616.0432	757	1
2_MACS_peak_12203_lociStitched	chr17	27219360	27230144	2	8903	22157.8848	758	1
2_MACS_peak_14871_lociStitched	chr19	42036749	42047116	2	8813	22373.0227	759	1
2_MACS_peak_23167_lociStitched	chr4	186391662	186404739	2	8376	23700.7548	761	1
4_MACS_peak_12143_lociStitched	chr17	21178345	21193331	4	9025	21500.4142	762	1
3_MACS_peak_12429_lociStitched	chr17	38218303	38232403	3	8564	23043.63	764	1
4_MACS_peak_14506_lociStitched	chr19	17514385	17531541	4	8153	24246.5748	766	1
2_MACS_peak_253_lociStitched	chr1	12106457	12115661	2	8733	22348.2324	767	1
4_MACS_peak_13281_lociStitched	chr17	80245240	80259416	4	8562	22782.2496	770	1
2_MACS_peak_11692_lociStitched	chr16	88845883	88857697	2	7710	25280.7786	771	1
1_MACS_peak_9888_lociStitched	chr15	57208877	57216869	1	7993	24417.1584	772	1
4_MACS_peak_21909_lociStitched	chr4	38307248	38322234	4	9783	17777.8918	773	1
2_MACS_peak_5522_lociStitched	chr11	74617696	74629466	2	8185	23793.055	775	1
1_MACS_peak_28079_lociStitched	chr7	103362315	103370934	1	8620	22267.1865	777	1
2_MACS_peak_27829_lociStitched	chr7	89801207	89811603	2	8110	23879.612	778	1
3_MACS_peak_13263_lociStitched	chr17	79883729	79896194	3	9012	20842.7265	779	1
4_MACS_peak_25167_lociStitched	chr6	16316604	16333023	4	9769	17573.2557	780	1
3_MACS_peak_11883_lociStitched	chr17	6914824	6926088	3	9765	17445.6832	783	1
2_MACS_peak_4266_lociStitched	chr10	104550501	104563857	2	9676	17838.2736	786	1
5_MACS_peak_1881_lociStitched	chr1	155210384	155233089	5	9122	20189.286	787	1
2_MACS_peak_30670_lociStitched	chr9	70486882	70498412	2	8400	22559.598	789	1
3_MACS_peak_12649_lociStitched	chr17	45725728	45741494	3	8616	21809.1078	790	1
2_MACS_peak_10910_lociStitched	chr16	17434568	17443356	2	8777	21109.6548	791	1
2_MACS_peak_22475_lociStitched	chr4	109030776	109042968	2	8964	20359.4208	792	1
2_MACS_peak_24868_lociStitched	chr5	175960424	175971650	2	8560	21815.4858	794	1
4_MACS_peak_27253_lociStitched	chr7	32528895	32547199	4	9507	17895.8208	797	1
1_MACS_peak_8351_lociStitched	chr14	21729701	21738833	1	9133	19510.518	798	1
2_MACS_peak_28207_lociStitched	chr7	114561796	114573391	2	8175	22784.175	802	1
4_MACS_peak_17848_lociStitched	chr20	5092449	5109057	4	9526	17592.8544	803	1
3_MACS_peak_18108_lociStitched	chr20	32250508	32263144	3	8349	22155.9624	807	1
2_MACS_peak_16081_lociStitched	chr2	64360056	64372175	2	7768	23853.8277	810	1
3_MACS_peak_5276_lociStitched	chr11	64877799	64891114	3	9049	19497.1545	811	1
1_MACS_peak_25299_lociStitched	chr6	26121255	26129067	1	7813	23678.9532	813	1
5_MACS_peak_2254_lociStitched	chr1	182580482	182595437	5	9442	17678.3055	814	1
4_MACS_peak_25717_lociStitched	chr6	41671984	41688542	4	8948	19766.9404	815	1
2_MACS_peak_5784_lociStitched	chr11	107726989	107736677	2	7925	23174.6648	817	1
5_MACS_peak_31199_lociStitched	chr9	123682026	123699587	5	9392	17529.3902	822	1
3_MACS_peak_26350_lociStitched	chr6	109774778	109785692	3	9166	18530.8806	823	1
3_MACS_peak_660_lociStitched	chr1	33084890	33096616	3	9393	17468.2222	824	1
3_MACS_peak_715_lociStitched	chr1	36614037	36624288	3	7838	23125.2309	827	1
2_MACS_peak_23133_lociStitched	chr4	185564107	185572081	2	7913	22881.393	830	1
3_MACS_peak_14711_lociStitched	chr19	35695340	35707903	3	8681	20293.0139	831	1
2_MACS_peak_7973_lociStitched	chr13	60962451	60976600	2	9034	18842.2233	834	1
3_MACS_peak_31166_lociStitched	chr9	117372091	117380511	3	8214	21796.854	836	1
3_MACS_peak_24434_lociStitched	chr5	138853815	138868652	3	8030	22341.5546	839	1
1_MACS_peak_8618_lociStitched	chr14	50527130	50534723	1	7594	23563.3569	841	1
1_MACS_peak_21628_lociStitched	chr4	6180181	6188139	1	7959	22398.5868	845	1
2_MACS_peak_4705_lociStitched	chr11	8703045	8711480	2	8431	20764.4395	846	1
3_MACS_peak_28620_lociStitched	chr7	150776369	150785819	3	8047	21878.64	852	1
1_MACS_peak_7881_lociStitched	chr13	49549077	49557836	1	8760	19306.5878	853	1
2_MACS_peak_4133_lociStitched	chr10	98589820	98601435	2	8402	20557.3885	861	1
2_MACS_peak_11717_lociStitched	chr16	89551075	89558657	2	7580	23096.2884	863	1
2_MACS_peak_1591_lociStitched	chr1	120832417	120840602	2	7968	21873.594	865	1
1_MACS_peak_4242_lociStitched	chr10	104152402	104160365	1	7964	21885.5092	866	1
2_MACS_peak_31514_lociStitched	chr9	139129452	139138442	2	8881	18512.208	867	1
1_MACS_peak_6455_lociStitched	chr12	31736271	31744889	1	8619	19441.3462	869	1
3_MACS_peak_29652_lociStitched	chr8	102913831	102925567	3	7997	21542.6016	870	1
2_MACS_peak_22278_lociStitched	chr4	83810290	83823301	2	8534	19651.8144	871	1
2_MACS_peak_24007_lociStitched	chr5	95285236	95298603	2	8738	18839.4498	873	1
2_MACS_peak_7405_lociStitched	chr12	120631320	120640454	2	8396	20037.2558	876	1
2_MACS_peak_16904_lociStitched	chr2	161549855	161563432	2	8965	17553.7033	879	1
2_MACS_peak_25630_lociStitched	chr6	35694260	35706077	2	7654	22324.6764	880	1
3_MACS_peak_10441_lociStitched	chr15	91465858	91479433	3	8628	18736.215	891	1
4_MACS_peak_18299_lociStitched	chr20	43172696	43189757	4	8620	18741.5085	892	1
2_MACS_peak_30940_lociStitched	chr9	98267510	98279479	2	8536	19053.4511	893	1
2_MACS_peak_30159_lociStitched	chr9	175699	187297	2	8338	19773.4302	894	1
2_MACS_peak_5217_lociStitched	chr11	63448060	63458752	2	8265	20003.6628	895	1
3_MACS_peak_13709_lociStitched	chr18	48714442	48725534	3	7780	21599.4516	899	1
2_MACS_peak_23721_lociStitched	chr5	65261237	65270222	2	8278	19910.76	900	1
2_MACS_peak_20708_lociStitched	chr3	126721586	126735438	2	8837	17659.9148	901	1
4_MACS_peak_11618_lociStitched	chr16	84165517	84179258	4	8578	18689.1341	902	1
1_MACS_peak_17426_lociStitched	chr2	216973113	216980784	1	7672	21847.008	903	1
2_MACS_peak_31113_lociStitched	chr9	114236210	114248088	2	8467	19021.4292	907	1
4_MACS_peak_25597_lociStitched	chr6	34203939	34217620	4	8169	20053.6098	912	1
1_MACS_peak_23115_lociStitched	chr4	185184279	185192013	1	7735	21472.6776	913	1
2_MACS_peak_24768_lociStitched	chr5	164166318	164174356	2	7918	20808.7744	915	1
2_MACS_peak_21155_lociStitched	chr3	169843201	169852094	2	8696	17839.358	916	1
3_MACS_peak_13972_lociStitched	chr19	1239859	1251483	3	8536	18455.4248	918	1
3_MACS_peak_20987_lociStitched	chr3	150473499	150485029	3	8299	19375.012	919	1
1_MACS_peak_31536_lociStitched	chr9	139791567	139799998	1	8432	18859.3039	920	1
1_MACS_peak_3758_lociStitched	chr10	70845620	70853776	1	8157	19826.4204	922	1
1_MACS_peak_28075_lociStitched	chr7	102983094	102991273	1	8180	19661.4981	925	1
1_MACS_peak_11183_lociStitched	chr16	31884103	31892322	1	8220	19501.2213	926	1
1_MACS_peak_19794_lociStitched	chr3	23846851	23855438	1	8588	18024.9717	928	1
2_MACS_peak_30673_lociStitched	chr9	70848628	70860131	2	8379	18823.5092	929	1
2_MACS_peak_29728_lociStitched	chr8	107618705	107631314	2	7636	21381.0813	930	1
3_MACS_peak_28928_lociStitched	chr8	26428288	26437374	3	8613	17712.2484	933	1
1_MACS_peak_26062_lociStitched	chr6	80335882	80343862	1	7981	19977.93	936	1
2_MACS_peak_10319_lociStitched	chr15	83472396	83481035	2	8000	19838.5996	942	1
3_MACS_peak_25571_lociStitched	chr6	33279694	33292245	3	7889	20188.2835	944	1
1_MACS_peak_13474_lociStitched	chr18	20508420	20516615	1	8196	18993.5515	947	1
1_MACS_peak_21375_lociStitched	chr3	185820550	185828658	1	8109	19251.6352	950	1
6_MACS_peak_13975_lociStitched	chr19	1260392	1277186	6	8512	17569.8828	953	1
2_MACS_peak_12503_lociStitched	chr17	40759132	40772159	2	7687	20613.9248	955	1
3_MACS_peak_5202_lociStitched	chr11	62620559	62630799	3	8251	18493.44	956	1
1_MACS_peak_22315_lociStitched	chr4	87877296	87885171	1	7876	19871.775	957	1
1_MACS_peak_464_lociStitched	chr1	25069115	25076888	1	7774	20154.6117	959	1
4_MACS_peak_5302_lociStitched	chr11	65307199	65326825	4	8059	19141.2378	960	1
2_MACS_peak_24194_lociStitched	chr5	118405236	118415491	2	7808	20025.964	961	1
1_MACS_peak_6264_lociStitched	chr12	9797423	9805250	1	7828	19899.3648	964	1
2_MACS_peak_20510_lociStitched	chr3	112011939	112022918	2	8127	18770.7963	966	1
3_MACS_peak_15118_lociStitched	chr19	49457370	49474526	3	8145	18561.0764	970	1
3_MACS_peak_21145_lociStitched	chr3	169481409	169493759	3	7878	19514.235	971	1
1_MACS_peak_17223_lociStitched	chr2	198359989	198367729	1	7741	19952.172	973	1
1_MACS_peak_10452_lociStitched	chr15	92394466	92402102	1	7637	20294.1972	975	1
2_MACS_peak_22567_lociStitched	chr4	116250513	116261146	2	7903	19332.9206	978	1
3_MACS_peak_24826_lociStitched	chr5	172191670	172205788	3	8072	18686.5848	979	1
3_MACS_peak_17754_lociStitched	chr20	379852	390791	3	8186	18199.2143	981	1
1_MACS_peak_17421_lociStitched	chr2	216876327	216883950	1	7624	20145.3021	984	1
1_MACS_peak_29933_lociStitched	chr8	128745874	128754095	1	8222	17841.2142	987	1
2_MACS_peak_30653_lociStitched	chr9	69259330	69270552	2	8196	17826.147	991	1
2_MACS_peak_29689_lociStitched	chr8	104417487	104429257	2	7787	19298.092	995	1
2_MACS_peak_25361_lociStitched	chr6	27437674	27448164	2	7722	19329.923	1000	1
2_MACS_peak_24888_lociStitched	chr5	176870611	176883630	2	7621	19412.6309	1013	1
1_MACS_peak_4875_lociStitched	chr11	23588546	23596397	1	7852	18584.8872	1014	1
2_MACS_peak_31033_lociStitched	chr9	106291193	106300339	2	7816	18709.9722	1015	1
2_MACS_peak_31197_lociStitched	chr9	123651458	123660475	2	7662	19163.8301	1020	1
2_MACS_peak_11207_lociStitched	chr16	46916297	46924894	2	7880	18248.8519	1026	1
1_MACS_peak_26627_lociStitched	chr6	139690077	139698091	1	8015	17680.4868	1027	1
3_MACS_peak_1653_lociStitched	chr1	145500510	145517527	3	7716	18785.0663	1028	1
4_MACS_peak_14724_lociStitched	chr19	36230815	36240482	4	7632	18916.3856	1039	1
1_MACS_peak_5308_lociStitched	chr11	65378080	65385716	1	7637	18840.3028	1044	1
1_MACS_peak_20977_lociStitched	chr3	150124820	150132535	1	7716	18462.7665	1047	1
1_MACS_peak_19526_lociStitched	chr22	46447405	46455285	1	7881	17744.972	1054	1
3_MACS_peak_5446_lociStitched	chr11	70501304	70513101	3	7809	17832.3452	1064	1
3_MACS_peak_17451_lociStitched	chr2	219259889	219272412	3	7777	17916.6561	1066	1
1_MACS_peak_3127_lociStitched	chr10	4172414	4180100	1	7687	18223.506	1067	1
2_MACS_peak_4694_lociStitched	chr11	6981266	6991863	2	7659	18056.2283	1084	1
2_MACS_peak_27475_lociStitched	chr7	50510502	50518798	2	7607	17492.9456	1124	1
