GENE_ID	locusLine	bin_1_NCI-H929.jin.bam
NM_001010989	chr16(.):56960747-56982793	1.204
NM_032206	chr16(.):57018409-57122436	0.2452
NM_001172643	chr16(.):66536905-66589194	1.6701
NM_001172644	chr16(.):66536905-66589315	1.6678
NM_052999	chr16(.):66595349-66618038	0.0607
NM_181641	chr16(.):66581471-66604971	1.0275
NM_181271	chr16(.):66595293-66618038	0.0606
NM_001199317	chr16(.):66608350-66627177	0.062
NM_001040138	chr16(.):66581465-66605154	1.0193
NM_012426	chr16(.):70552690-70616571	0.5644
NR_003079	chr16(.):70566907-70577001	0.0277
NR_003696	chr16(.):70558404-70568498	0.7745
NR_037420	chr16(.):70558401-70568502	0.7762
NM_001031804	chr16(.):79622744-79639622	1.9418
NM_178452	chr16(.):84173864-84216524	0.2447
NM_031463	chr16(.):84150743-84183800	0.6122
NM_001184854	chr16(.):87736417-87804598	0.328
NM_003486	chr16(.):87858628-87908100	0.6705
NM_001142864	chr16(.):88776745-88856372	0.437
NM_030928	chr16(.):88865185-88880666	2.2769
NM_000485	chr16(.):88870876-88883342	1.6669
NM_003342	chr17(.):4167511-4274969	0.2341
NM_022066	chr17(.):74380612-74454288	0.1505
NM_005993	chr17(.):80704939-80906062	0.1218
NM_006445	chr17(.):1548922-1593176	0.1989
NM_002558	chr17(.):3794884-3824960	0.8375
NM_005022	chr17(.):4843946-4856825	3.4036
NM_015670	chr17(.):7460318-7480287	1.3745
NM_000267	chr17(.):29416944-29709695	0.1388
NM_002544	chr17(.):29616667-29629380	0.0334
NM_183232	chr17(.):37916198-38025441	0.5401
NM_000342	chr17(.):42320757-42350502	0.13
NM_001433	chr17(.):62115389-62212502	0.7209
NR_036488	chr17(.):70394462-70593943	0.1413
NM_004252	chr17(.):72739762-72770499	1.0527
NM_001080542	chr17(.):73901617-73942119	0.2019
NM_052916	chr17(.):74133533-74241390	0.2673
NM_001113492	chr17(.):75278972-75501678	0.4172
NM_006640	chr17(.):75310596-75501678	0.4764
NM_001113491	chr17(.):75272491-75501678	0.4118
NM_001163075	chr17(.):76137433-76167364	0.5346
NM_001080519	chr17(.):79368539-79438358	0.3529
NM_001893	chr17(.):80197239-80236573	0.2799
NM_001164407	chr17(.):1601083-1618662	0.0802
NM_000934	chr17(.):1641129-1663559	0.0966
NR_028505	chr17(.):1609797-1624566	1.1826
NM_001163811	chr17(.):1622833-1646893	0.6225
NM_001163809	chr17(.):1623124-1646893	0.629
NM_001165920	chr17(.):1641319-1663559	0.0971
NM_002615	chr17(.):1660258-1685868	0.1532
NR_029494	chr17(.):1612196-1622281	1.6682
NM_152348	chr17(.):1614816-1646893	0.9892
NM_020310	chr17(.):2282353-2309258	1.38
NR_028335	chr17(.):2305274-2323730	0.1135
NM_172206	chr17(.):3758616-3799037	0.1244
NM_172207	chr17(.):3763450-3801337	0.127
NM_174957	chr17(.):3822168-3872736	0.2339
NM_000080	chr17(.):4796063-4811369	0.134
NM_001145536	chr17(.):4797947-4811227	0.1431
NM_001165417	chr17(.):4835425-4848462	0.9382
NM_000173	chr17(.):4830591-4843325	0.3709
NM_015528	chr17(.):4838629-4853517	2.9604
NM_006612	chr17(.):4896242-4936694	0.1975
NM_015099	chr17(.):4866286-4895960	0.5162
NM_001171168	chr17(.):4866286-4895665	0.52
NM_053013	chr17(.):4849383-4865426	2.4372
NM_001167985	chr17(.):4886424-4905905	0.5761
NM_004890	chr17(.):4857520-4876132	0.4653
NM_003809	chr17(.):7447374-7466207	0.418
NM_001198623	chr17(.):7456608-7469925	0.5563
NM_001040059	chr17(.):7477805-7490429	1.4832
NM_001146281	chr17(.):7528452-7541700	0.1492
NM_006942	chr17(.):7486497-7498488	1.0829
NR_002918	chr17(.):7473030-7483165	2.2174
NM_133491	chr17(.):7524555-7536194	0.1593
NR_002604	chr17(.):7475128-7485276	2.3562
NM_001251	chr17(.):7477804-7490429	1.4831
NM_004860	chr17(.):7489547-7523215	0.1592
NR_002912	chr17(.):7476272-7486409	2.0391
NM_001416	chr17(.):7471056-7487324	2.0489
NR_027463	chr17(.):7512381-7541700	0.2245
NR_027462	chr17(.):7526286-7541700	0.1316
NR_024603	chr17(.):7481964-7496527	1.2202
NM_001005273	chr17(.):7787168-7821075	0.3111
NM_001080424	chr17(.):7738234-7763118	1.4933
NM_144607	chr17(.):7756063-7770600	0.7387
NM_032356	chr17(.):7755002-7766172	0.9615
NM_001005271	chr17(.):7783122-7821075	0.2807
NM_203411	chr17(.):7753383-7764417	1.0868
NM_021628	chr17(.):7994217-8026860	0.1481
NM_002616	chr17(.):8038787-8060753	0.7374
NM_032580	chr17(.):8018907-8032410	0.3337
NM_001165960	chr17(.):7994217-8027234	0.1538
NM_032354	chr17(.):8071296-8084714	0.5155
NM_017622	chr17(.):8086650-8098564	0.8224
NM_014232	chr17(.):8057464-8071293	1.4772
NM_004217	chr17(.):8103048-8118883	0.746
NR_037447	chr17(.):8085492-8095577	0.8966
NM_012452	chr17(.):16837397-16880402	0.6289
NR_024007	chr17(.):17674999-17687843	0.0798
NM_004176	chr17(.):17709662-17745325	1.0688
NR_030361	chr17(.):17712149-17722245	0.1924
NM_021012	chr17(.):21274698-21328179	0.1455
NR_000010	chr17(.):27044599-27054671	2.6475
NR_000009	chr17(.):27045698-27055772	3.0196
NM_031934	chr17(.):27036298-27049908	1.6693
NM_001142625	chr17(.):27036298-27050286	1.6496
NM_000984	chr17(.):27041999-27056374	2.4926
NM_138463	chr17(.):27046365-27058230	2.7452
NR_000014	chr17(.):27045446-27055509	2.8934
NR_000013	chr17(.):27042567-27052634	1.8801
NM_004295	chr17(.):27066022-27082976	0.5163
NM_152465	chr17(.):27025533-27043872	0.3149
NR_024579	chr17(.):27036298-27050251	1.6505
NM_001160407	chr17(.):27046365-27058949	2.5934
NM_178170	chr17(.):27050831-27074784	1.1111
NM_006495	chr17(.):29625787-29646130	0.9691
NM_014210	chr17(.):29638427-29653767	1.4738
NM_002981	chr17(.):32682398-32695252	0.9925
NM_005408	chr17(.):32678470-32690629	0.2941
NM_005623	chr17(.):32641065-32653421	0.0529
NM_001130677	chr17(.):36822958-36836187	0.6361
NM_005937	chr17(.):36856872-36891056	1.0445
NM_007144	chr17(.):36885149-36909558	0.4419
NM_002795	chr17(.):36904001-36925478	0.338
NM_001136498	chr17(.):36881509-36896858	0.3
NM_018530	chr17(.):38055847-38078793	0.0695
NM_001042471	chr17(.):38055847-38079903	0.0739
NM_198844	chr17(.):38019454-38039149	1.4671
NM_001145301	chr17(.):38469472-38518895	0.7407
NM_152219	chr17(.):38511904-38525945	0.2812
NM_000964	chr17(.):38460422-38518895	0.6857
NM_001024809	chr17(.):38493270-38518895	0.0833
NM_001254	chr17(.):38439145-38464413	0.2748
NM_024927	chr17(.):40814932-40834048	1.3778
NM_016437	chr17(.):40806265-40824024	0.493
NM_003632	chr17(.):40829631-40857011	0.7022
NM_016602	chr17(.):40826419-40838845	2.0307
NM_178542	chr17(.):42248351-42269082	0.5458
NM_001076674	chr17(.):42259353-42274099	0.5796
NM_177441	chr17(.):42259573-42274099	0.5854
NM_001076684	chr17(.):42277400-42301924	2.5251
NM_001098833	chr17(.):42264172-42280529	1.2811
NM_080863	chr17(.):42243073-42261451	0.8803
NM_001076683	chr17(.):42277400-42303250	2.3971
NM_014233	chr17(.):42277400-42300664	2.6592
NM_152343	chr17(.):43326759-43344479	0.074
NM_005892	chr17(.):43294291-43329683	1.3254
NR_024434	chr17(.):43320302-43350997	0.1996
NR_024435	chr17(.):43334557-43350997	0.0579
NM_014897	chr17(.):47361567-47444835	0.2518
NM_001145365	chr17(.):47361567-47444476	0.2528
NM_002634	chr17(.):47476419-47497242	0.0971
NM_000250	chr17(.):56342216-56363296	0.0816
NM_004758	chr17(.):56373593-56411152	0.9637
NM_003168	chr17(.):56417538-56434563	0.7098
NR_029683	chr17(.):56403592-56413679	4.6837
NR_004380	chr17(.):62218437-62228517	1.2115
NR_002995	chr17(.):62218698-62228831	1.2052
NR_033876	chr17(.):70589179-70641611	0.2952
NM_001163989	chr17(.):72727958-72748474	1.3693
NM_001006638	chr17(.):72728355-72748474	1.3953
NM_139018	chr17(.):72685451-72714108	0.1216
NM_175738	chr17(.):72662255-72748474	0.4227
NR_037409	chr17(.):72739751-72749838	1.8551
NM_017728	chr17(.):72767621-72840922	0.1436
NM_015654	chr17(.):72761685-72777470	0.3962
NM_173547	chr17(.):73880040-73898054	0.8691
NM_033452	chr17(.):73865244-73879656	1.6313
NM_012478	chr17(.):73836779-73856501	0.5215
NM_032478	chr17(.):73889723-73906181	1.5693
NM_032134	chr17(.):74265129-74308761	0.2602
NM_182565	chr17(.):74256285-74272379	3.902
NM_024599	chr17(.):74461974-74502509	1.1115
NM_134268	chr17(.):74518439-74538782	0.0692
NM_001166579	chr17(.):74444432-74471199	0.2252
NM_001088	chr17(.):74458629-74471199	0.1501
NM_001005498	chr17(.):74461974-74488991	1.0484
NM_001077620	chr17(.):74531120-74546458	0.0585
NR_033357	chr17(.):74518667-74546458	0.0693
NM_003016	chr17(.):74725198-74738493	1.6985
NR_030366	chr17(.):74727531-74737630	2.2085
NM_024311	chr17(.):74728782-74780338	0.9116
NR_027058	chr17(.):75079724-75096068	0.9794
NR_003013	chr17(.):75080388-75090575	1.2219
NM_001143998	chr17(.):75132004-75218181	0.6197
NM_001144001	chr17(.):75176294-75218181	0.4369
NM_001113495	chr17(.):75466324-75501678	0.1659
NM_001113493	chr17(.):75364271-75501678	0.5198
NM_001113496	chr17(.):75441612-75501678	0.2832
NM_001113494	chr17(.):75367164-75501678	0.5232
NR_036200	chr17(.):75388065-75398136	0.07
NM_152468	chr17(.):76121858-76144049	1.1225
NM_007267	chr17(.):76103998-76133488	0.8079
NM_001127198	chr17(.):76103998-76129861	0.8915
NM_001010982	chr17(.):76178436-76208782	0.2415
NM_003258	chr17(.):76165159-76188285	0.8433
NM_004710	chr17(.):76159670-76174009	1.4064
NM_001145526	chr17(.):76178442-76208782	0.2415
NR_027083	chr17(.):76178397-76198641	0.3189
NR_036152	chr17(.):79413129-79423214	0.0503
NM_012418	chr17(.):79490416-79509156	0.0899
NM_025161	chr17(.):79501910-79524429	0.2866
NM_001614	chr17(.):79471998-79484827	3.2909
NM_207459	chr17(.):80312122-80326652	0.3778
NM_006137	chr17(.):80267745-80280480	0.0975
NM_018949	chr17(.):80327200-80338370	1.9584
NM_003004	chr17(.):80273899-80296921	0.6481
NM_019613	chr17(.):80567437-80611411	0.1392
NM_006822	chr17(.):80609942-80661598	0.1676
NM_022158	chr17(.):80688451-80714073	0.3588
NM_024619	chr17(.):80669581-80690893	0.2624
NM_001142397	chr18(.):46060426-46394586	0.3378
NM_001130110	chr18(.):42255137-42462379	1.0168
NM_015559	chr18(.):42255862-42653475	0.5783
NM_021074	chr18(.):9097627-9139343	0.6927
NM_005904	chr18(.):46441222-46482081	1.4427
NM_001190823	chr18(.):46441222-46474177	1.0052
NM_001190822	chr18(.):46441222-46480703	1.4901
NM_015845	chr18(.):47790215-47813144	0.5195
NM_001101654	chr18(.):47803712-47819692	0.8404
NM_145020	chr18(.):47748562-47797865	0.1173
NM_001039846	chr19(.):2091867-2104583	1.3202
NM_019112	chr19(.):1035101-1070570	1.2734
NM_003331	chr19(.):10456203-10496248	0.2128
NM_144685	chr19(.):40880177-40901094	0.0795
NM_001079881	chr19(.):47172572-47225384	0.5068
NM_001079882	chr19(.):47172572-47222577	0.5176
NM_032551	chr19(.):912341-926015	2.8293
NM_020695	chr19(.):1810244-1853452	0.7783
NM_003260	chr19(.):2992635-3034165	0.1768
NM_052847	chr19(.):2506217-2707746	0.6439
NM_001144762	chr19(.):2992635-3034612	0.177
NM_001144761	chr19(.):2992635-3052633	0.3228
NM_205843	chr19(.):3354615-3468603	0.4347
NM_005597	chr19(.):3361572-3468603	0.3613
NM_015318	chr19(.):7454998-7542371	0.1553
NM_006351	chr19(.):7986602-8013708	0.6914
NM_001145056	chr19(.):10708120-10760235	0.1501
NM_020714	chr19(.):12681919-12726623	0.7555
NM_002501	chr19(.):13101583-13214610	0.1505
NM_014975	chr19(.):12944258-12990766	0.1259
NM_052876	chr19(.):13224108-13256959	0.4887
NM_032855	chr19(.):16239837-16274377	0.7748
NM_021235	chr19(.):16467407-16587762	0.4407
NM_001492	chr19(.):18974360-19011953	0.0824
NR_003662	chr19(.):23940815-24015919	0.4569
NM_004924	chr19(.):39133326-39226170	0.8712
NM_001398	chr19(.):39301061-39327497	0.1645
NM_020971	chr19(.):40968125-41087365	0.1127
NM_006801	chr19(.):48880826-48899810	2.5078
NM_020309	chr19(.):49927654-49949808	0.2025
NM_052884	chr19(.):50447249-50469429	0.0708
NM_138774	chr19(.):891502-918225	0.9661
NM_005481	chr19(.):862961-898218	0.3888
NM_024100	chr19(.):979327-999569	0.8501
NM_005224	chr19(.):921036-977803	0.735
NM_004368	chr19(.):1021297-1044064	2.0331
NM_033420	chr19(.):1004649-1026141	0.712
NM_138690	chr19(.):995436-1014723	0.2053
NM_001039848	chr19(.):1099648-1111787	1.2541
NM_014963	chr19(.):1102632-1179282	0.723
NM_012292	chr19(.):1062173-1091627	1.0509
NM_001100122	chr19(.):1102632-1137273	0.7363
NM_002085	chr19(.):1098935-1111787	1.1972
NM_002695	chr19(.):1081577-1100391	0.3822
NM_001280	chr19(.):1264266-1278171	3.4288
NM_017914	chr19(.):1270519-1284243	1.8184
NM_177401	chr19(.):1243551-1264142	1.6713
NM_001001975	chr19(.):1236748-1249824	1.6033
NM_001405	chr19(.):1281167-1304944	0.0846
NM_152769	chr19(.):1224946-1242990	0.4138
NM_000455	chr19(.):1200797-1233434	0.3694
NR_027271	chr19(.):1262469-1275259	1.9948
NR_023313	chr19(.):1264266-1279809	3.081
NM_170711	chr19(.):1402583-1440682	1.1693
NM_001018	chr19(.):1433362-1445492	1.1236
NM_024407	chr19(.):1378882-1400588	0.5796
NM_000156	chr19(.):1392087-1406552	0.2352
NM_138924	chr19(.):1393605-1406552	0.2543
NR_024247	chr19(.):1351322-1383430	0.3602
NM_032853	chr19(.):1349975-1383430	0.3497
NM_005883	chr19(.):1445147-1478243	0.1911
NM_001136139	chr19(.):1604291-1655286	1.6446
NM_003200	chr19(.):1604291-1657326	1.5913
NM_006830	chr19(.):1592153-1610483	1.3635
NM_138813	chr19(.):1777073-1817270	0.213
NM_001178002	chr19(.):1777073-1817199	0.2132
NR_031730	chr19(.):1811157-1821237	0.5483
NR_034114	chr19(.):1817087-1829542	0.0872
NM_031918	chr19(.):1847397-1868564	3.2989
NM_138422	chr19(.):1900416-1918446	0.5958
NM_001130111	chr19(.):1871974-1890518	0.6884
NM_079834	chr19(.):1900372-1931012	0.4392
NM_017572	chr19(.):2032469-2056243	0.8473
NM_017797	chr19(.):1980446-2020702	0.1642
NM_130807	chr19(.):2066034-2101269	2.2835
NM_004152	chr19(.):2264519-2278487	1.1343
NM_018049	chr19(.):2228154-2241328	2.066
NM_000479	chr19(.):2244112-2257072	0.442
NM_198532	chr19(.):2269630-2287181	0.7693
NR_031596	chr19(.):2229060-2239148	2.4882
NM_007165	chr19(.):2231815-2253678	1.2738
NM_144616	chr19(.):2247249-2261422	0.6717
NM_001101391	chr19(.):2284773-2313156	0.2373
NR_036207	chr19(.):2245637-2255717	0.3245
NM_001130	chr19(.):3047907-3067371	1.2577
NM_198969	chr19(.):3047907-3067964	1.2266
NM_002067	chr19(.):3089407-3126454	0.1714
NR_030717	chr19(.):7980866-7993136	3.3388
NM_145185	chr19(.):7963764-7984363	2.358
NM_003083	chr19(.):7980193-7993136	3.2201
NM_206833	chr19(.):7984380-7996051	0.8485
NM_001190467	chr19(.):7928604-7944326	0.5232
NR_033250	chr19(.):7938516-7950117	0.0924
NM_025061	chr19(.):7948389-7971908	0.8164
NM_001195259	chr19(.):7976031-7988980	2.9829
NM_007065	chr19(.):10496808-10519271	0.3891
NM_001111307	chr19(.):10526332-10585307	0.8979
NM_001111309	chr19(.):10538110-10585307	0.1853
NM_001111308	chr19(.):10536520-10585307	0.2053
NR_031592	chr19(.):10509133-10519214	0.6955
NM_006202	chr19(.):10558632-10585307	0.1071
NM_023008	chr19(.):10658760-10681702	1.4016
NM_001166215	chr19(.):10618417-10633668	0.0875
NM_030760	chr19(.):10618417-10633126	0.0907
NR_031603	chr19(.):10657797-10667880	0.5921
NM_032885	chr19(.):10649646-10669094	0.7588
NM_001800	chr19(.):10672137-10684631	2.1627
NM_079421	chr19(.):10672137-10684655	2.1588
NM_005498	chr19(.):10678346-10702991	0.6941
NM_001195800	chr19(.):11195037-11249505	0.787
NM_022737	chr19(.):11461061-11481374	0.1936
NM_004283	chr19(.):11427721-11455344	0.5455
NM_001080503	chr19(.):11452180-11470620	0.3962
NM_175871	chr19(.):11480382-11492627	1.4618
NM_033408	chr19(.):11448451-11461981	0.7215
NM_001035223	chr19(.):11499731-11535018	0.1425
NM_000121	chr19(.):11482880-11500018	1.5537
NM_153358	chr19(.):12716731-12745676	1.0914
NM_001080997	chr19(.):12931296-12946207	0.102
NM_013312	chr19(.):12868816-12891434	0.5613
NM_181738	chr19(.):12906426-12917694	0.6783
NM_017682	chr19(.):12858406-12874271	0.135
NM_002229	chr19(.):12897309-12909125	3.2547
NM_031429	chr19(.):12931295-12951230	0.135
NM_006397	chr19(.):12912427-12929462	0.415
NM_052850	chr19(.):13059971-13073050	0.9273
NM_001105578	chr19(.):13004893-13035086	0.2848
NM_000159	chr19(.):12996973-13015783	0.2296
NM_004461	chr19(.):13028283-13049558	0.7383
NM_005053	chr19(.):13051653-13069455	1.485
NM_006563	chr19(.):12990236-13003017	1.1628
NM_152654	chr19(.):13075431-13090567	0.2875
NM_004343	chr19(.):13044413-13060304	1.4496
NM_017722	chr19(.):13210713-13232463	1.2615
NM_001136035	chr19(.):13210713-13232563	1.2559
NM_005583	chr19(.):13204843-13218974	1.1825
NM_003765	chr19(.):13250223-13265987	3.0728
NM_004907	chr19(.):13256281-13270718	3.8455
NM_023072	chr19(.):13901273-13948044	0.2033
NR_029613	chr19(.):13980512-13990622	0.0856
NR_036515	chr19(.):13940329-13952103	1.645
NM_001098622	chr19(.):13982949-13996571	0.3246
NR_030179	chr19(.):13980688-13990825	0.0871
NR_029497	chr19(.):13942100-13952173	1.9755
NR_029495	chr19(.):13942400-13952473	2.1898
NR_029501	chr19(.):13942253-13952331	2.0837
NR_031716	chr19(.):15555358-15565419	0.3926
NM_021241	chr19(.):15527317-15565762	0.5386
NM_052890	chr19(.):15574456-15595315	1.2032
NM_022904	chr19(.):15557437-15580382	1.0851
NM_014371	chr19(.):15485858-15534833	0.5498
NM_173483	chr19(.):15614335-15668128	0.0988
NM_005370	chr19(.):16217489-16249445	0.9053
NM_001145160	chr19(.):16173316-16218813	1.0065
NR_024335	chr19(.):16139522-16157918	0.064
NR_024336	chr19(.):16140288-16157918	0.0639
NM_003290	chr19(.):16182134-16218813	1.2109
NM_032493	chr19(.):16303664-16351156	0.0959
NM_054113	chr19(.):16267178-16289286	0.2729
NM_014077	chr19(.):16291234-16307857	0.2879
NM_016270	chr19(.):16430650-16443339	1.5102
NM_001145724	chr19(.):19035009-19054858	0.6252
NM_001145722	chr19(.):19035009-19056113	0.6428
NM_001145721	chr19(.):19035009-19056161	0.6421
NR_027297	chr19(.):19035009-19055444	0.6336
NM_007263	chr19(.):19005322-19035199	0.4149
NM_004838	chr19(.):19035009-19057041	0.6478
NM_019070	chr19(.):19025483-19044442	0.6151
NM_016573	chr19(.):19735284-19759455	0.2301
NM_020410	chr19(.):19751009-19779503	1.209
NM_004720	chr19(.):19729465-19744039	0.1612
NM_033204	chr19(.):19774662-19796138	0.7615
NM_025245	chr19(.):19667521-19734439	0.0719
NM_138286	chr19(.):23916996-23946693	0.4304
NM_013234	chr19(.):39104721-39132595	0.34
NM_006149	chr19(.):39287310-39308740	0.0551
NM_012237	chr19(.):39364194-39395463	0.3211
NM_001005335	chr19(.):39322027-39347979	1.9259
NM_001001716	chr19(.):39385614-39404534	0.2402
NM_001533	chr19(.):39322027-39345617	2.0738
NM_001193286	chr19(.):39364194-39395502	0.3208
NR_034146	chr19(.):39364194-39389795	0.2654
NM_001195833	chr19(.):39353471-39373919	0.7876
NM_003407	chr19(.):39892486-39905045	5.6635
NM_003169	chr19(.):39931287-39972308	0.3397
NM_001130825	chr19(.):39931185-39972308	0.34
NM_019088	chr19(.):39871269-39886679	0.6007
NM_017592	chr19(.):39876962-39896203	3.3247
NM_001020	chr19(.):39918846-39931618	0.8722
NM_022835	chr19(.):39898749-39924055	0.8494
NM_203344	chr19(.):40941747-40955282	0.3752
NM_000713	chr19(.):40948690-40976725	0.315
NM_181882	chr19(.):40894670-40924271	0.4757
NM_013368	chr19(.):40941747-40953505	0.4239
NM_013376	chr19(.):40923408-40936932	1.1902
NM_001783	chr19(.):42376189-42390439	1.2658
NM_001040283	chr19(.):42344085-42361397	0.0518
NM_173506	chr19(.):42336149-42353508	0.0441
NM_006423	chr19(.):42455832-42468528	0.4946
NM_004706	chr19(.):42382266-42416604	0.5725
NM_199002	chr19(.):42383445-42416604	0.5845
NM_001022	chr19(.):42358987-42380484	1.5593
NM_152296	chr19(.):42465733-42503382	0.103
NM_001039213	chr19(.):45197420-45218986	0.1448
NM_012116	chr19(.):45276125-45308903	0.1042
NM_005178	chr19(.):45246977-45268301	1.1011
NM_001114171	chr19(.):45966252-45983437	1.0633
NM_206901	chr19(.):45983549-46001474	0.1224
NM_012099	chr19(.):45904466-45919024	0.6161
NM_001983	chr19(.):45905590-45932177	0.7611
NM_005619	chr19(.):45983549-46005311	0.1212
NM_202001	chr19(.):45911691-45931820	0.5514
NM_206900	chr19(.):45983549-46005313	0.1212
NM_001080401	chr19(.):45996730-46010764	0.4094
NM_006663	chr19(.):45877891-45913312	0.2975
NM_001142502	chr19(.):45877891-45914607	0.2881
NM_013403	chr19(.):47217767-47254720	0.8672
NM_001039885	chr19(.):47244302-47266832	0.4948
NR_036157	chr19(.):47207549-47217602	0.4301
NM_144577	chr19(.):48794708-48828332	0.4441
NM_018273	chr19(.):48830615-48872186	0.6792
NM_012451	chr19(.):48862650-48884634	1.4417
NM_001425	chr19(.):48823628-48838810	1.7867
NM_153608	chr19(.):48769653-48795863	0.2063
NM_004228	chr19(.):48967464-48990571	0.2401
NM_031485	chr19(.):48944029-48962164	1.2521
NM_000836	chr19(.):48893131-48953188	0.8661
NM_013348	chr19(.):48953765-48974367	0.2882
NM_170720	chr19(.):48959505-48974367	0.3278
NM_001161587	chr19(.):49466381-49501610	1.1067
NM_000146	chr19(.):49463565-49475136	2.8393
NR_027882	chr19(.):49453116-49470055	2.0215
NM_000894	chr19(.):49514236-49525347	0.1535
NM_014475	chr19(.):49431938-49453226	0.0841
NM_006666	chr19(.):49492155-49524182	0.2585
NM_004324	chr19(.):49453116-49469519	1.9732
NM_001195256	chr19(.):49924687-49937075	0.0869
NM_178449	chr19(.):49920670-49931698	0.078
NR_000021	chr19(.):49988222-49998304	2.0858
NM_001015	chr19(.):49994633-50007944	1.019
NR_000018	chr19(.):49989431-49999517	2.236
NM_153329	chr19(.):49951472-49979305	1.9946
NM_001459	chr19(.):49972485-49994488	1.4958
NM_020650	chr19(.):50025874-50051890	0.1758
NM_001136019	chr19(.):50010535-50034685	0.0838
NR_001285	chr19(.):49995975-50006062	1.2896
NR_000020	chr19(.):49988873-49998956	2.1018
NR_000019	chr19(.):49989163-49999229	2.145
NM_017916	chr19(.):49944549-49960115	1.7068
NR_026712	chr19(.):49985864-50000096	1.9118
NM_012423	chr19(.):49985864-50000564	1.9863
NM_004107	chr19(.):50011435-50034685	0.084
NR_029703	chr19(.):49999041-50009125	1.2164
NM_001098632	chr19(.):50367296-50385644	1.5847
NM_016553	chr19(.):50405083-50437988	1.1845
NM_032375	chr19(.):50367296-50385578	1.5895
NM_001098633	chr19(.):50367296-50385612	1.5865
NM_001168222	chr19(.):50375681-50397007	1.0262
NM_153719	chr19(.):50405083-50437788	1.1917
NM_001193357	chr19(.):50405083-50437799	1.1913
NM_172374	chr19(.):50387913-50437762	0.8045
NM_012346	chr19(.):50405083-50437773	1.1923
NM_152899	chr19(.):50387913-50405147	0.0656
NM_012068	chr19(.):50426958-50442193	2.0009
NM_001193646	chr19(.):50427399-50442193	1.9275
NR_002825	chr19(.):50467911-50484076	0.1173
NM_032836	chr19(.):56097736-56115893	0.4679
NM_007279	chr19(.):56160415-56191082	0.5912
NM_207115	chr19(.):56147391-56159836	0.8417
NM_153219	chr19(.):56106729-56119504	0.7831
NM_203374	chr19(.):56127106-56140941	0.1524
NM_016535	chr19(.):56149985-56161989	0.9215
NM_013301	chr19(.):56153953-56169526	1.3346
NM_001163423	chr19(.):56148462-56159836	0.911
NM_016202	chr19(.):56148417-56159836	0.9076
NM_001130072	chr19(.):56181560-56212133	0.1535
NM_001130071	chr19(.):56182990-56212133	0.1603
NM_001195605	chr19(.):56119958-56134907	0.0397
NM_198458	chr19(.):58860724-58879120	0.126
NM_001129730	chr19(.):58873989-58897389	0.2296
NR_015380	chr19(.):58858335-58871549	0.0988
NM_001195135	chr19(.):58902456-58913446	0.3299
NM_173548	chr19(.):58915062-58934692	0.1231
NM_003433	chr19(.):58939180-58956589	0.1208
NM_130786	chr19(.):58853171-58869865	0.0877
NM_001009	chr19(.):58893635-58911171	1.0973
NM_007050	chr20(.):40696391-41823557	0.1045
NM_001174088	chr20(.):46125600-46290621	0.172
NM_001042472	chr20(.):25275849-25376477	0.4364
NM_015600	chr20(.):25270378-25376477	0.4658
NM_015568	chr20(.):37429347-37556667	0.9085
NM_003286	chr20(.):39652461-39758126	0.2703
NM_032883	chr20(.):42539781-42703254	0.9021
NM_002466	chr20(.):42290708-42350122	0.9364
NM_001098798	chr20(.):42569535-42703254	0.8696
NM_001098797	chr20(.):42538491-42703254	0.8967
NM_000022	chr20(.):43243162-43285376	1.1215
NM_022104	chr20(.):44558316-44581662	1.1781
NM_183048	chr20(.):45833380-45990474	0.4483
NM_001136021	chr20(.):50002764-50184168	0.5701
NM_181442	chr20(.):49501882-49552527	0.5786
NM_012340	chr20(.):50002764-50164258	0.6255
NR_036162	chr20(.):50064441-50074514	0.173
NM_183425	chr20(.):55961462-55989386	3.6917
NM_080618	chr20(.):56067223-56105154	0.206
NM_199170	chr20(.):56218451-56290625	0.6914
NM_020182	chr20(.):56218451-56290031	0.696
NM_199171	chr20(.):56218451-56291541	0.6862
NM_006602	chr20(.):61467466-61498115	0.6076
NM_012261	chr20(.):9490270-9516171	0.6168
NM_002862	chr20(.):25223705-25283648	0.7034
NM_182584	chr20(.):31214426-31244783	0.1244
NM_176812	chr20(.):32394109-32447173	0.7694
NR_024377	chr20(.):34141506-34200484	0.6458
NM_003116	chr20(.):34198808-34213965	2.8965
NM_152930	chr20(.):34208965-34257848	0.4068
NM_003915	chr20(.):34208952-34246831	0.0812
NR_037188	chr20(.):34208952-34257859	0.4066
NM_001198863	chr20(.):34208952-34257878	0.4065
NM_030919	chr20(.):37549954-37586703	0.2529
NM_001008901	chr20(.):42349800-42360642	0.1464
NR_034104	chr20(.):43280091-43305380	0.3777
NM_001042633	chr20(.):44457469-44476914	0.2517
NM_006227	chr20(.):44522396-44545786	0.4235
NM_005469	chr20(.):44465359-44491048	0.3111
NM_001167594	chr20(.):44514590-44532458	1.4129
NM_080608	chr20(.):44510129-44521238	2.5189
NM_080603	chr20(.):44504847-44518905	0.624
NM_080749	chr20(.):44512266-44524901	2.2482
NM_080752	chr20(.):44481219-44512769	0.267
NM_080721	chr20(.):45164584-45184213	1.4152
NM_018102	chr20(.):45124706-45147194	0.0474
NR_024594	chr20(.):45942245-45954498	0.0819
NM_014484	chr20(.):49570362-49582820	2.0332
