GENE_ID	locusLine	bin_1_LP-1.jin.bam
2_MACS_peak_17729_lociStitched	chr2(.):204604857-204606699	0.9205
5_MACS_peak_17731_lociStitched	chr2(.):204661628-204667478	1.4853
2_MACS_peak_17736_lociStitched	chr2(.):204668017-204669817	0.8853
2_MACS_peak_17738_lociStitched	chr2(.):204679414-204680972	0.5888
1_MACS_peak_17740_lociStitched	chr2(.):204718385-204719307	1.3152
1_MACS_peak_17741_lociStitched	chr2(.):204723922-204724245	0.5432
2_MACS_peak_17742_lociStitched	chr2(.):204751250-204752306	0.4532
1_MACS_peak_17744_lociStitched	chr2(.):204892203-204892702	0.6434
1_MACS_peak_17745_lociStitched	chr2(.):205409860-205410738	0.9796
1_MACS_peak_17746_lociStitched	chr2(.):206848784-206849405	1.0312
1_MACS_peak_17747_lociStitched	chr2(.):206949105-206951397	2.5058
3_MACS_peak_17748_lociStitched	chr2(.):207022952-207025889	1.4243
1_MACS_peak_17751_lociStitched	chr2(.):207138970-207140265	1.3303
3_MACS_peak_17752_lociStitched	chr2(.):207394815-207398756	0.8554
1_MACS_peak_17755_lociStitched	chr2(.):207399339-207400302	1.1893
1_MACS_peak_17756_lociStitched	chr2(.):207629754-207631244	1.5093
2_MACS_peak_17757_lociStitched	chr2(.):207865466-207866483	0.9853
1_MACS_peak_17759_lociStitched	chr2(.):208006912-208009499	1.1025
3_MACS_peak_17760_lociStitched	chr2(.):208028803-208032137	2.1543
1_MACS_peak_17763_lociStitched	chr2(.):208327878-208328693	0.6405
2_MACS_peak_17764_lociStitched	chr2(.):208393667-208396005	1.8691
1_MACS_peak_17766_lociStitched	chr2(.):208488872-208491947	1.815
2_MACS_peak_17767_lociStitched	chr2(.):208575674-208577029	0.9723
2_MACS_peak_17769_lociStitched	chr2(.):208633727-208635245	0.9645
1_MACS_peak_17771_lociStitched	chr2(.):208889787-208890855	1.35
1_MACS_peak_17772_lociStitched	chr2(.):209112034-209112457	0.5774
2_MACS_peak_17773_lociStitched	chr2(.):209118681-209120599	0.8414
2_MACS_peak_17775_lociStitched	chr2(.):209130237-209131678	1.0257
1_MACS_peak_17777_lociStitched	chr2(.):209676240-209676724	1.0971
1_MACS_peak_17778_lociStitched	chr2(.):209801165-209802150	0.9559
1_MACS_peak_17779_lociStitched	chr2(.):209802755-209803409	0.7537
1_MACS_peak_17780_lociStitched	chr2(.):210010761-210011164	0.575
1_MACS_peak_17781_lociStitched	chr2(.):210011963-210012389	0.6755
2_MACS_peak_17782_lociStitched	chr2(.):210866601-210867981	1.1491
2_MACS_peak_17784_lociStitched	chr2(.):211034602-211037411	1.7012
3_MACS_peak_17786_lociStitched	chr2(.):211044936-211047349	0.9783
1_MACS_peak_17789_lociStitched	chr2(.):211049426-211049653	0.4252
1_MACS_peak_17790_lociStitched	chr2(.):211340889-211341548	1.1865
1_MACS_peak_17791_lociStitched	chr2(.):212069094-212070232	0.8754
1_MACS_peak_17792_lociStitched	chr2(.):214015655-214017341	1.5369
1_MACS_peak_17793_lociStitched	chr2(.):215548674-215549022	0.473
1_MACS_peak_17794_lociStitched	chr2(.):215613296-215614044	0.852
2_MACS_peak_17795_lociStitched	chr2(.):215672435-215675529	1.6716
1_MACS_peak_17797_lociStitched	chr2(.):216175558-216178023	2.1753
1_MACS_peak_17798_lociStitched	chr2(.):216301239-216301620	0.6542
1_MACS_peak_17799_lociStitched	chr2(.):216693503-216694280	0.6718
2_MACS_peak_17800_lociStitched	chr2(.):216694897-216697735	1.1726
2_MACS_peak_17802_lociStitched	chr2(.):216704031-216707372	1.1452
1_MACS_peak_17804_lociStitched	chr2(.):216724930-216726141	0.8969
4_MACS_peak_17805_lociStitched	chr2(.):216777687-216784983	1.0679
3_MACS_peak_17809_lociStitched	chr2(.):216866051-216868078	0.7598
2_MACS_peak_17812_lociStitched	chr2(.):216877199-216882720	1.5426
3_MACS_peak_17814_lociStitched	chr2(.):216945517-216951982	1.4673
3_MACS_peak_17817_lociStitched	chr2(.):216953592-216956591	1.3035
3_MACS_peak_17820_lociStitched	chr2(.):216973155-216980041	1.7465
1_MACS_peak_17823_lociStitched	chr2(.):216986369-216986831	0.591
2_MACS_peak_17824_lociStitched	chr2(.):217079288-217089623	1.9219
1_MACS_peak_17826_lociStitched	chr2(.):217277105-217278003	2.2383
2_MACS_peak_17827_lociStitched	chr2(.):217362438-217365210	1.8971
2_MACS_peak_17829_lociStitched	chr2(.):218899196-218900361	1.0235
1_MACS_peak_17831_lociStitched	chr2(.):218911400-218911775	0.5852
1_MACS_peak_17832_lociStitched	chr2(.):218933725-218934288	1.0205
1_MACS_peak_17833_lociStitched	chr2(.):219081099-219083357	2.0935
2_MACS_peak_17834_lociStitched	chr2(.):219092956-219095675	1.3192
1_MACS_peak_17836_lociStitched	chr2(.):219122640-219123538	0.6941
2_MACS_peak_17837_lociStitched	chr2(.):219134101-219135890	0.9293
3_MACS_peak_17839_lociStitched	chr2(.):219148852-219152755	1.1092
1_MACS_peak_17842_lociStitched	chr2(.):219156452-219157344	0.9624
1_MACS_peak_17843_lociStitched	chr2(.):219232275-219232559	0.5122
2_MACS_peak_17844_lociStitched	chr2(.):219260178-219261345	1.0006
2_MACS_peak_17846_lociStitched	chr2(.):219264036-219265996	1.6847
2_MACS_peak_17848_lociStitched	chr2(.):219270488-219271956	0.7873
2_MACS_peak_17850_lociStitched	chr2(.):219432398-219434839	1.6405
2_MACS_peak_17852_lociStitched	chr2(.):219523425-219525062	1.3714
2_MACS_peak_17854_lociStitched	chr2(.):219536161-219537303	0.917
1_MACS_peak_17856_lociStitched	chr2(.):219575580-219576105	1.4297
3_MACS_peak_17857_lociStitched	chr2(.):219742444-219746038	1.0713
1_MACS_peak_17860_lociStitched	chr2(.):219748270-219748996	1.1817
3_MACS_peak_17861_lociStitched	chr2(.):219756962-219763031	1.2478
1_MACS_peak_17864_lociStitched	chr2(.):219773830-219774145	0.603
1_MACS_peak_17865_lociStitched	chr2(.):220024582-220025603	1.7069
1_MACS_peak_17866_lociStitched	chr2(.):220040845-220043500	1.7326
2_MACS_peak_17867_lociStitched	chr2(.):220070638-220071958	1.5073
3_MACS_peak_17869_lociStitched	chr2(.):220082312-220084213	0.95
2_MACS_peak_17872_lociStitched	chr2(.):220093540-220095293	1.5337
1_MACS_peak_17874_lociStitched	chr2(.):220109573-220111039	1.1189
1_MACS_peak_17875_lociStitched	chr2(.):220117196-220118649	1.0115
1_MACS_peak_17876_lociStitched	chr2(.):220142547-220145101	1.3313
1_MACS_peak_17877_lociStitched	chr2(.):220159146-220159677	1.5933
3_MACS_peak_17878_lociStitched	chr2(.):220251761-220253678	0.9528
1_MACS_peak_17881_lociStitched	chr2(.):220263052-220264895	1.0784
1_MACS_peak_17882_lociStitched	chr2(.):220306312-220306675	0.7449
2_MACS_peak_17883_lociStitched	chr2(.):220362848-220364460	1.1309
1_MACS_peak_17885_lociStitched	chr2(.):220406443-220406739	0.61
1_MACS_peak_17886_lociStitched	chr2(.):220407510-220408574	1.3331
1_MACS_peak_17887_lociStitched	chr2(.):220417144-220417391	0.4201
1_MACS_peak_17888_lociStitched	chr2(.):220461874-220463207	1.0437
2_MACS_peak_17889_lociStitched	chr2(.):222328260-222328980	0.6629
1_MACS_peak_17891_lociStitched	chr2(.):222330058-222330513	0.8572
3_MACS_peak_17892_lociStitched	chr2(.):222381811-222383710	0.6892
3_MACS_peak_17895_lociStitched	chr2(.):222436089-222438343	0.888
1_MACS_peak_17898_lociStitched	chr2(.):223170212-223171314	0.792
2_MACS_peak_17899_lociStitched	chr2(.):223182794-223184900	1.2423
3_MACS_peak_17901_lociStitched	chr2(.):223517175-223518772	0.638
1_MACS_peak_17904_lociStitched	chr2(.):223519476-223521601	1.4186
3_MACS_peak_17905_lociStitched	chr2(.):223725246-223727118	1.7434
1_MACS_peak_17908_lociStitched	chr2(.):223775785-223776090	0.4781
2_MACS_peak_17909_lociStitched	chr2(.):223777126-223778483	0.8776
1_MACS_peak_17911_lociStitched	chr2(.):223779015-223779478	0.6339
3_MACS_peak_17912_lociStitched	chr2(.):223791581-223793470	0.6432
1_MACS_peak_17915_lociStitched	chr2(.):223798160-223798442	0.5243
1_MACS_peak_17916_lociStitched	chr2(.):223799837-223800383	0.7436
3_MACS_peak_17917_lociStitched	chr2(.):223807444-223809987	0.7741
1_MACS_peak_17920_lociStitched	chr2(.):223939981-223942616	1.3554
1_MACS_peak_17921_lociStitched	chr2(.):223965732-223966469	0.7722
1_MACS_peak_17922_lociStitched	chr2(.):224701710-224702365	0.8054
1_MACS_peak_17923_lociStitched	chr2(.):224808877-224810106	1.5527
1_MACS_peak_17924_lociStitched	chr2(.):224822069-224822816	1.7817
1_MACS_peak_17925_lociStitched	chr2(.):224903621-224904360	0.661
1_MACS_peak_17926_lociStitched	chr2(.):225385164-225385422	0.4404
2_MACS_peak_17927_lociStitched	chr2(.):225449085-225451017	1.4239
2_MACS_peak_17929_lociStitched	chr2(.):225905369-225907738	1.6149
1_MACS_peak_17931_lociStitched	chr2(.):227288541-227288961	0.5483
1_MACS_peak_17932_lociStitched	chr2(.):227638152-227638974	0.8734
1_MACS_peak_17933_lociStitched	chr2(.):227655448-227657423	1.4928
1_MACS_peak_17934_lociStitched	chr2(.):227659839-227660249	0.5468
2_MACS_peak_17935_lociStitched	chr2(.):227662723-227666403	1.5637
1_MACS_peak_17937_lociStitched	chr2(.):227699308-227702447	1.7086
1_MACS_peak_17938_lociStitched	chr2(.):227710057-227710313	0.4981
1_MACS_peak_17939_lociStitched	chr2(.):227738406-227738772	0.5665
1_MACS_peak_17940_lociStitched	chr2(.):228173746-228174246	0.6906
1_MACS_peak_17941_lociStitched	chr2(.):228189052-228190910	1.4744
2_MACS_peak_17942_lociStitched	chr2(.):228274916-228277323	0.9585
1_MACS_peak_17944_lociStitched	chr2(.):228279404-228279719	0.5637
1_MACS_peak_17945_lociStitched	chr2(.):228336789-228337928	1.5947
2_MACS_peak_17946_lociStitched	chr2(.):230647451-230648213	0.5634
1_MACS_peak_17948_lociStitched	chr2(.):230785782-230787939	1.96
1_MACS_peak_17949_lociStitched	chr2(.):230931888-230933684	1.198
3_MACS_peak_17950_lociStitched	chr2(.):230998279-231001749	1.0331
1_MACS_peak_17953_lociStitched	chr2(.):231188110-231188558	0.7289
1_MACS_peak_17954_lociStitched	chr2(.):231191317-231191916	0.6317
1_MACS_peak_17955_lociStitched	chr2(.):231275896-231277223	1.1288
1_MACS_peak_17956_lociStitched	chr2(.):231280391-231281408	1.0484
2_MACS_peak_17957_lociStitched	chr2(.):231501043-231502104	0.3835
1_MACS_peak_17959_lociStitched	chr2(.):231531734-231534615	1.6194
1_MACS_peak_17960_lociStitched	chr2(.):231577104-231578699	1.7725
3_MACS_peak_17961_lociStitched	chr2(.):231729073-231740315	2.0382
2_MACS_peak_17964_lociStitched	chr2(.):231755040-231761143	1.5092
1_MACS_peak_17966_lociStitched	chr2(.):231851517-231852092	0.7114
1_MACS_peak_17967_lociStitched	chr2(.):231921301-231922356	2.1589
2_MACS_peak_17968_lociStitched	chr2(.):232327941-232330469	2.4061
2_MACS_peak_17970_lociStitched	chr2(.):232346924-232349099	1.7115
2_MACS_peak_17972_lociStitched	chr2(.):232378573-232380154	1.4579
2_MACS_peak_17974_lociStitched	chr2(.):232394814-232395621	0.722
3_MACS_peak_17976_lociStitched	chr2(.):232409533-232411074	0.7635
1_MACS_peak_17979_lociStitched	chr2(.):232422314-232422758	0.6914
1_MACS_peak_17980_lociStitched	chr2(.):232468869-232470071	1.0835
1_MACS_peak_17981_lociStitched	chr2(.):232476252-232480881	2.8011
1_MACS_peak_17982_lociStitched	chr2(.):232485813-232487611	0.8992
1_MACS_peak_17983_lociStitched	chr2(.):232506696-232509755	1.3095
2_MACS_peak_17984_lociStitched	chr2(.):232526023-232527876	1.9611
1_MACS_peak_17986_lociStitched	chr2(.):232529478-232532693	2.0856
2_MACS_peak_17987_lociStitched	chr2(.):232534812-232540286	2.0806
1_MACS_peak_17989_lociStitched	chr2(.):232542128-232542464	0.6097
1_MACS_peak_17990_lociStitched	chr2(.):232544599-232546802	2.0973
2_MACS_peak_17991_lociStitched	chr2(.):232549708-232552821	1.1401
4_MACS_peak_17993_lociStitched	chr2(.):232570140-232577512	2.8329
2_MACS_peak_17997_lociStitched	chr2(.):232578206-232579206	0.5065
1_MACS_peak_17999_lociStitched	chr2(.):232629799-232630285	0.6721
2_MACS_peak_18000_lociStitched	chr2(.):232645339-232646400	1.3431
1_MACS_peak_18002_lociStitched	chr2(.):232650567-232651581	1.5165
1_MACS_peak_18003_lociStitched	chr2(.):232825660-232826997	1.8603
2_MACS_peak_18004_lociStitched	chr2(.):232891087-232892255	0.4748
2_MACS_peak_18006_lociStitched	chr2(.):233138263-233142123	1.6256
1_MACS_peak_18008_lociStitched	chr2(.):233157017-233157493	0.6068
1_MACS_peak_18009_lociStitched	chr2(.):233414268-233416183	1.7305
2_MACS_peak_18010_lociStitched	chr2(.):233470374-233471016	0.6064
2_MACS_peak_18012_lociStitched	chr2(.):233561520-233563025	1.343
1_MACS_peak_18014_lociStitched	chr2(.):233822685-233823027	0.5705
1_MACS_peak_18015_lociStitched	chr2(.):233830744-233830979	0.5571
1_MACS_peak_18016_lociStitched	chr2(.):233924478-233925300	0.7878
2_MACS_peak_18017_lociStitched	chr2(.):234159682-234160869	1.1399
2_MACS_peak_18019_lociStitched	chr2(.):234261757-234263913	1.4692
2_MACS_peak_18021_lociStitched	chr2(.):234282746-234284442	0.7546
2_MACS_peak_18023_lociStitched	chr2(.):234293186-234295141	0.8522
2_MACS_peak_18025_lociStitched	chr2(.):234327138-234328908	0.7555
2_MACS_peak_18027_lociStitched	chr2(.):234422785-234423768	0.6431
3_MACS_peak_18029_lociStitched	chr2(.):234427218-234430488	0.785
1_MACS_peak_18032_lociStitched	chr2(.):234474560-234475573	1.822
2_MACS_peak_18033_lociStitched	chr2(.):234762038-234763841	1.5865
2_MACS_peak_18035_lociStitched	chr2(.):234873168-234878223	1.73
1_MACS_peak_18037_lociStitched	chr2(.):234934367-234934611	0.4441
2_MACS_peak_18038_lociStitched	chr2(.):235333606-235336760	1.3692
2_MACS_peak_18040_lociStitched	chr2(.):235390716-235393654	0.9086
5_MACS_peak_18042_lociStitched	chr2(.):235396531-235400764	0.741
4_MACS_peak_18047_lociStitched	chr2(.):235401728-235406625	1.3204
2_MACS_peak_18051_lociStitched	chr2(.):235860090-235861727	1.1075
2_MACS_peak_18053_lociStitched	chr2(.):236298417-236300272	1.3015
2_MACS_peak_18055_lociStitched	chr2(.):236388314-236389851	0.7407
3_MACS_peak_18057_lociStitched	chr2(.):236402227-236405624	1.5206
4_MACS_peak_18060_lociStitched	chr2(.):236407304-236412190	1.1946
2_MACS_peak_18064_lociStitched	chr2(.):236509965-236511662	0.7579
2_MACS_peak_18066_lociStitched	chr2(.):237273975-237275690	0.7776
1_MACS_peak_18068_lociStitched	chr2(.):237476299-237476727	0.5975
2_MACS_peak_18069_lociStitched	chr2(.):237965942-237969941	1.607
2_MACS_peak_18071_lociStitched	chr2(.):237993746-237995059	1.1037
3_MACS_peak_18073_lociStitched	chr2(.):238063498-238065147	0.6523
1_MACS_peak_18076_lociStitched	chr2(.):238383426-238384539	1.703
2_MACS_peak_18077_lociStitched	chr2(.):238581972-238582871	0.6082
1_MACS_peak_18079_lociStitched	chr2(.):238583580-238584476	1.0811
3_MACS_peak_18080_lociStitched	chr2(.):238599952-238606508	1.5138
2_MACS_peak_18083_lociStitched	chr2(.):238660907-238662528	1.1304
2_MACS_peak_18085_lociStitched	chr2(.):238875037-238876407	0.8893
2_MACS_peak_18087_lociStitched	chr2(.):238968757-238970629	1.268
1_MACS_peak_18089_lociStitched	chr2(.):239067568-239068020	0.6999
2_MACS_peak_18090_lociStitched	chr2(.):239111369-239113008	1.8199
1_MACS_peak_18092_lociStitched	chr2(.):239139817-239140343	0.6775
1_MACS_peak_18093_lociStitched	chr2(.):239142978-239143570	1.2431
3_MACS_peak_18094_lociStitched	chr2(.):239147055-239150553	1.4447
2_MACS_peak_18097_lociStitched	chr2(.):239166356-239172274	1.2021
2_MACS_peak_18099_lociStitched	chr2(.):239196616-239198084	0.7404
1_MACS_peak_18101_lociStitched	chr2(.):239229264-239229768	0.7051
1_MACS_peak_18102_lociStitched	chr2(.):239334980-239336407	1.7011
2_MACS_peak_18103_lociStitched	chr2(.):240039535-240041922	1.2983
1_MACS_peak_18105_lociStitched	chr2(.):240065802-240066244	0.6269
2_MACS_peak_18106_lociStitched	chr2(.):240066815-240069410	1.1439
1_MACS_peak_18108_lociStitched	chr2(.):240086490-240086827	0.4985
2_MACS_peak_18109_lociStitched	chr2(.):240122441-240124774	1.0348
2_MACS_peak_18111_lociStitched	chr2(.):240155955-240157404	0.7847
2_MACS_peak_18113_lociStitched	chr2(.):240185707-240190514	1.3176
1_MACS_peak_18115_lociStitched	chr2(.):240191115-240191352	0.5227
2_MACS_peak_18116_lociStitched	chr2(.):240210504-240211586	0.7768
1_MACS_peak_18118_lociStitched	chr2(.):240241038-240241377	0.722
3_MACS_peak_18119_lociStitched	chr2(.):240247468-240250675	1.0189
2_MACS_peak_18122_lociStitched	chr2(.):240260779-240262113	0.6739
2_MACS_peak_18124_lociStitched	chr2(.):240321089-240324120	1.762
2_MACS_peak_18126_lociStitched	chr2(.):240850046-240852605	1.0015
1_MACS_peak_18128_lociStitched	chr2(.):240859804-240860153	0.5596
3_MACS_peak_18129_lociStitched	chr2(.):240964009-240965915	1.5707
2_MACS_peak_18132_lociStitched	chr2(.):241074989-241076374	1.4562
2_MACS_peak_18134_lociStitched	chr2(.):241374703-241375326	0.6912
2_MACS_peak_18136_lociStitched	chr2(.):241498927-241502007	1.6071
4_MACS_peak_18138_lociStitched	chr2(.):241503972-241509493	1.6622
2_MACS_peak_18142_lociStitched	chr2(.):241517986-241519765	0.9798
3_MACS_peak_18144_lociStitched	chr2(.):241523247-241527143	1.6338
1_MACS_peak_18147_lociStitched	chr2(.):242041118-242042521	1.343
2_MACS_peak_18148_lociStitched	chr2(.):242066095-242068410	0.9931
3_MACS_peak_18150_lociStitched	chr2(.):242088314-242090483	1.1824
1_MACS_peak_18153_lociStitched	chr2(.):242211130-242212696	1.8014
1_MACS_peak_18154_lociStitched	chr2(.):242219431-242219665	0.3871
1_MACS_peak_18155_lociStitched	chr2(.):242220791-242221026	0.438
2_MACS_peak_18156_lociStitched	chr2(.):242253712-242256539	2.2864
1_MACS_peak_18158_lociStitched	chr2(.):242295585-242296628	1.592
1_MACS_peak_18159_lociStitched	chr2(.):242297246-242297598	0.6634
1_MACS_peak_18160_lociStitched	chr2(.):242383759-242384083	0.5358
2_MACS_peak_18161_lociStitched	chr2(.):242446687-242449105	1.6509
3_MACS_peak_18163_lociStitched	chr2(.):242454881-242456364	0.7674
2_MACS_peak_18166_lociStitched	chr2(.):242548985-242550231	0.8588
1_MACS_peak_18168_lociStitched	chr2(.):242575660-242577720	2.0846
1_MACS_peak_18169_lociStitched	chr2(.):242625543-242627719	1.6717
3_MACS_peak_18170_lociStitched	chr2(.):242639965-242642745	1.6351
2_MACS_peak_18173_lociStitched	chr2(.):242673479-242674962	2.0611
2_MACS_peak_18175_lociStitched	chr2(.):242822866-242824871	0.9219
2_MACS_peak_18177_lociStitched	chr2(.):242874893-242876821	0.8101
1_MACS_peak_18179_lociStitched	chr2(.):242908016-242908461	0.9423
2_MACS_peak_18180_lociStitched	chr2(.):242956630-242959766	1.4117
2_MACS_peak_18182_lociStitched	chr2(.):243027200-243029012	0.8428
2_MACS_peak_18184_lociStitched	chr2(.):243029931-243031579	1.202
1_MACS_peak_18186_lociStitched	chr20(.):247239-247772	1.0289
1_MACS_peak_18187_lociStitched	chr20(.):270575-271405	1.2186
1_MACS_peak_18188_lociStitched	chr20(.):277199-279441	2.204
3_MACS_peak_18189_lociStitched	chr20(.):304397-308767	1.708
1_MACS_peak_18192_lociStitched	chr20(.):327267-329417	1.6492
2_MACS_peak_18193_lociStitched	chr20(.):360848-362599	1.5313
2_MACS_peak_18195_lociStitched	chr20(.):388013-389774	1.5884
1_MACS_peak_18197_lociStitched	chr20(.):442090-443241	1.6672
1_MACS_peak_18198_lociStitched	chr20(.):523650-525183	1.914
1_MACS_peak_18199_lociStitched	chr20(.):632911-634686	1.4594
4_MACS_peak_18200_lociStitched	chr20(.):808557-811656	0.8351
2_MACS_peak_18204_lociStitched	chr20(.):813920-815400	1.4314
2_MACS_peak_18206_lociStitched	chr20(.):1098578-1100173	1.2875
3_MACS_peak_18208_lociStitched	chr20(.):1143529-1145011	0.7321
1_MACS_peak_18211_lociStitched	chr20(.):1165672-1166049	0.5618
1_MACS_peak_18212_lociStitched	chr20(.):1206664-1207468	1.5647
1_MACS_peak_18213_lociStitched	chr20(.):1246955-1247521	0.8203
1_MACS_peak_18214_lociStitched	chr20(.):1305946-1306838	1.8078
1_MACS_peak_18215_lociStitched	chr20(.):1372861-1373690	1.2016
1_MACS_peak_18216_lociStitched	chr20(.):1446729-1447536	1.5505
1_MACS_peak_18217_lociStitched	chr20(.):1757555-1758083	1.024
1_MACS_peak_18218_lociStitched	chr20(.):1875556-1875920	0.7197
1_MACS_peak_18219_lociStitched	chr20(.):1946104-1946440	0.5074
2_MACS_peak_18220_lociStitched	chr20(.):2081920-2084725	2.0719
2_MACS_peak_18222_lociStitched	chr20(.):2188010-2188608	0.6479
1_MACS_peak_18224_lociStitched	chr20(.):2367583-2367914	0.5485
2_MACS_peak_18225_lociStitched	chr20(.):2450211-2452007	1.3521
1_MACS_peak_18227_lociStitched	chr20(.):2488945-2490349	1.2467
1_MACS_peak_18228_lociStitched	chr20(.):2505182-2506287	1.6879
3_MACS_peak_18229_lociStitched	chr20(.):2631679-2635071	1.4685
1_MACS_peak_18232_lociStitched	chr20(.):2644255-2645484	1.4069
1_MACS_peak_18233_lociStitched	chr20(.):2673017-2673981	0.7342
1_MACS_peak_18234_lociStitched	chr20(.):2752342-2752678	0.5457
1_MACS_peak_18235_lociStitched	chr20(.):2820426-2822026	2.0898
1_MACS_peak_18236_lociStitched	chr20(.):2852993-2854985	1.9711
1_MACS_peak_18237_lociStitched	chr20(.):3026090-3027556	1.022
1_MACS_peak_18238_lociStitched	chr20(.):3139808-3141152	1.845
1_MACS_peak_18239_lociStitched	chr20(.):3183886-3185375	1.6129
1_MACS_peak_18240_lociStitched	chr20(.):3189239-3190898	1.7176
1_MACS_peak_18241_lociStitched	chr20(.):3387802-3388599	0.9724
1_MACS_peak_18242_lociStitched	chr20(.):3451060-3452423	1.308
2_MACS_peak_18243_lociStitched	chr20(.):3747832-3749449	1.2787
1_MACS_peak_18245_lociStitched	chr20(.):3766711-3767482	1.2387
3_MACS_peak_18246_lociStitched	chr20(.):3776032-3779718	1.2894
1_MACS_peak_18249_lociStitched	chr20(.):3780244-3780571	0.5302
1_MACS_peak_18250_lociStitched	chr20(.):3800306-3802058	1.9993
2_MACS_peak_18251_lociStitched	chr20(.):3826655-3828350	1.5863
2_MACS_peak_18253_lociStitched	chr20(.):3869134-3871101	1.7685
3_MACS_peak_18255_lociStitched	chr20(.):3960885-3962798	0.6728
2_MACS_peak_18258_lociStitched	chr20(.):3995603-3996872	0.9337
1_MACS_peak_18260_lociStitched	chr20(.):4062672-4064206	1.3735
1_MACS_peak_18261_lociStitched	chr20(.):4066129-4066472	0.6394
2_MACS_peak_18262_lociStitched	chr20(.):4129122-4129922	0.8811
1_MACS_peak_18264_lociStitched	chr20(.):4152636-4153365	1.2343
1_MACS_peak_18265_lociStitched	chr20(.):4201911-4202969	1.5053
1_MACS_peak_18266_lociStitched	chr20(.):4270011-4270769	1.1689
1_MACS_peak_18267_lociStitched	chr20(.):4572945-4573408	0.9306
2_MACS_peak_18268_lociStitched	chr20(.):4666612-4667884	1.6137
1_MACS_peak_18270_lociStitched	chr20(.):4741358-4741737	0.7393
1_MACS_peak_18271_lociStitched	chr20(.):4981434-4982290	0.9845
1_MACS_peak_18272_lociStitched	chr20(.):5058028-5060601	1.321
1_MACS_peak_18273_lociStitched	chr20(.):5061201-5061748	1.1619
1_MACS_peak_18274_lociStitched	chr20(.):5092921-5094360	1.4893
3_MACS_peak_18275_lociStitched	chr20(.):5098882-5101308	1.3419
2_MACS_peak_18278_lociStitched	chr20(.):5106783-5108490	1.0506
3_MACS_peak_18280_lociStitched	chr20(.):5172764-5174841	0.8679
2_MACS_peak_18283_lociStitched	chr20(.):5590695-5592332	1.6778
1_MACS_peak_18285_lociStitched	chr20(.):5730571-5731363	1.025
2_MACS_peak_18286_lociStitched	chr20(.):5930404-5932044	1.1276
2_MACS_peak_18288_lociStitched	chr20(.):5986260-5987458	1.5007
1_MACS_peak_18290_lociStitched	chr20(.):6002959-6003249	0.4681
1_MACS_peak_18291_lociStitched	chr20(.):6463665-6464436	0.7965
2_MACS_peak_18292_lociStitched	chr20(.):6556149-6557512	0.8507
2_MACS_peak_18294_lociStitched	chr20(.):6747895-6749221	1.0588
1_MACS_peak_18296_lociStitched	chr20(.):7485244-7485582	0.4939
1_MACS_peak_18297_lociStitched	chr20(.):7999523-8000771	1.9578
1_MACS_peak_18298_lociStitched	chr20(.):8095142-8095444	0.4664
1_MACS_peak_18299_lociStitched	chr20(.):8112869-8113517	0.7568
1_MACS_peak_18300_lociStitched	chr20(.):9049328-9049647	0.6075
4_MACS_peak_18301_lociStitched	chr20(.):9367495-9370436	0.7355
1_MACS_peak_18305_lociStitched	chr20(.):9370952-9371402	0.6326
1_MACS_peak_18306_lociStitched	chr20(.):9371964-9372706	0.8939
1_MACS_peak_18307_lociStitched	chr20(.):9373501-9374152	0.8081
3_MACS_peak_18308_lociStitched	chr20(.):9391065-9394073	0.8142
2_MACS_peak_18311_lociStitched	chr20(.):9420978-9423709	1.1355
1_MACS_peak_18313_lociStitched	chr20(.):9437984-9440044	1.1332
1_MACS_peak_18314_lociStitched	chr20(.):9459154-9459499	0.5494
1_MACS_peak_18315_lociStitched	chr20(.):9488213-9488702	0.5535
3_MACS_peak_18316_lociStitched	chr20(.):9489286-9493570	1.3381
1_MACS_peak_18319_lociStitched	chr20(.):9583637-9583970	0.5442
1_MACS_peak_18320_lociStitched	chr20(.):9589884-9590359	0.7469
3_MACS_peak_18321_lociStitched	chr20(.):9596247-9598641	0.669
4_MACS_peak_18324_lociStitched	chr20(.):9605632-9608364	0.8289
1_MACS_peak_18328_lociStitched	chr20(.):9685525-9685988	0.6571
1_MACS_peak_18329_lociStitched	chr20(.):9686512-9686877	0.5835
1_MACS_peak_18330_lociStitched	chr20(.):9724497-9724867	0.6501
1_MACS_peak_18331_lociStitched	chr20(.):10015674-10016319	1.7552
1_MACS_peak_18332_lociStitched	chr20(.):10414113-10416511	1.484
1_MACS_peak_18333_lociStitched	chr20(.):10427083-10427489	0.5957
1_MACS_peak_18334_lociStitched	chr20(.):10491817-10492395	0.9264
2_MACS_peak_18335_lociStitched	chr20(.):10624423-10625729	0.6071
1_MACS_peak_18337_lociStitched	chr20(.):10628252-10629300	0.8857
2_MACS_peak_18338_lociStitched	chr20(.):10629918-10630738	0.6614
3_MACS_peak_18340_lociStitched	chr20(.):10650288-10655954	1.7093
1_MACS_peak_18343_lociStitched	chr20(.):10903290-10903818	0.7776
1_MACS_peak_18344_lociStitched	chr20(.):11770268-11770578	0.517
1_MACS_peak_18345_lociStitched	chr20(.):11871424-11873011	1.7989
2_MACS_peak_18346_lociStitched	chr20(.):11898532-11900497	0.9384
2_MACS_peak_18348_lociStitched	chr20(.):11959543-11960787	0.7081
1_MACS_peak_18350_lociStitched	chr20(.):11974190-11974468	0.536
1_MACS_peak_18351_lociStitched	chr20(.):12033746-12034055	0.5244
