GENE_ID	locusLine	bin_1_01_0EWN_0229Kronos_MM1S-No-Treatment-1_H3K18Ac_hs-dm_i02.bam
NM_005962	chr10(.):111980761-112052123	0.1208
NM_001008541	chr10(.):111964988-112052123	0.373
NM_005871	chr10(.):112047797-112069707	0.1981
NM_130439	chr10(.):111962362-112052123	0.3651
NM_004419	chr10(.):112252624-112276302	1.312
NM_145341	chr10(.):112626595-112664764	0.3098
NM_001195307	chr10(.):112653487-112684124	0.3078
NM_001195306	chr10(.):112653487-112683694	0.3084
NR_026932	chr10(.):112623647-112635662	1.2979
NM_212554	chr10(.):126442405-126485439	0.1087
NM_001111018	chr11(.):19367270-20148147	0.1425
NM_006819	chr11(.):63948586-63977020	0.4037
NM_001098517	chr11(.):115039344-115380241	0.3635
NM_181798	chr11(.):2477683-2875340	0.2205
NM_000218	chr11(.):2461220-2875340	0.2194
NM_030962	chr11(.):9795213-10320754	0.0644
NM_175058	chr11(.):16804206-17040963	0.2849
NM_001143830	chr11(.):22683159-22839547	0.4013
NM_177553	chr11(.):22684653-22839547	0.4008
NM_005256	chr11(.):22691318-22839547	0.2712
NM_004811	chr11(.):58289343-58348390	0.6097
NM_001143995	chr11(.):58289343-58350639	0.5911
NM_206893	chr11(.):60547820-60573778	0.0654
NM_024092	chr11(.):60676370-60695915	1.1295
NM_001012662	chr11(.):62618483-62661355	0.5777
NM_001013251	chr11(.):62643343-62661355	0.8535
NM_001012661	chr11(.):62618517-62661353	0.5781
NM_024060	chr11(.):62196015-62319332	0.2693
NR_037193	chr11(.):62644170-62661355	0.8916
NM_001077241	chr11(.):65137662-65155142	0.6814
NR_002819	chr11(.):65260232-65278939	2.3511
NM_030930	chr11(.):67753574-67776593	0.9606
NM_014824	chr11(.):72542789-72858143	0.1176
NM_176796	chr11(.):72970569-73013850	0.6506
NM_176798	chr11(.):72975938-73013850	0.7205
NM_004154	chr11(.):72978246-73014664	0.7252
NM_001128620	chr11(.):77028059-77190108	0.2338
NR_027479	chr11(.):78142015-78290909	0.2319
NM_080491	chr11(.):77921335-78133868	0.1363
NM_014488	chr11(.):82687477-82787884	0.6339
NM_024556	chr11(.):126076618-126137879	0.108
NM_032531	chr11(.):126288395-126875766	0.1745
NM_001161707	chr11(.):126295836-126875766	0.1739
NM_002017	chr11(.):128558812-128688162	0.6534
NM_001167681	chr11(.):128557388-128688162	0.6475
NM_012239	chr11(.):210029-241362	0.2011
NM_002817	chr11(.):231807-257984	0.2302
NM_138329	chr11(.):273569-290304	0.1743
NM_006435	chr11(.):303106-314410	0.1703
NM_025092	chr11(.):284137-300688	0.1859
NM_003641	chr11(.):308990-320272	0.2105
NM_001025295	chr11(.):293202-304526	0.1052
NM_021034	chr11(.):314672-325914	0.13
NM_014555	chr11(.):2420745-2449275	0.2437
NM_001124	chr11(.):10321641-10333923	2.3544
NM_022725	chr11(.):22639078-22652387	0.502
NM_000610	chr11(.):35155416-35258949	0.5251
NM_000614	chr11(.):58385145-58398205	0.2278
NR_024091	chr11(.):58341586-58398205	0.5752
NM_053023	chr11(.):58341586-58394023	0.6047
NM_004778	chr11(.):60613397-60628444	0.1443
NM_207341	chr11(.):60630014-60648164	0.9934
NM_024098	chr11(.):60604428-60623561	1.2267
NM_014502	chr11(.):60653019-60679061	0.6764
NM_016582	chr11(.):60699554-60724257	0.1772
NM_178031	chr11(.):60686912-60709631	0.1157
NM_022830	chr11(.):62337516-62364109	0.3521
NM_004739	chr11(.):62355674-62374303	0.5425
NM_001404	chr11(.):62322072-62346460	0.954
NM_001620	chr11(.):62278373-62319332	0.387
NR_002565	chr11(.):62618036-62628103	0.7956
NM_199337	chr11(.):62549873-62562872	0.5411
NM_003164	chr11(.):62569368-62604560	0.4042
NM_018093	chr11(.):62595382-62612628	1.139
NR_003098	chr11(.):62614459-62628360	0.6466
NR_002561	chr11(.):62616134-62626204	0.8486
NR_002560	chr11(.):62615797-62625865	0.8512
NR_002559	chr11(.):62616375-62626440	0.8457
NR_000008	chr11(.):62615381-62625507	0.8499
NR_002564	chr11(.):62617763-62627838	0.8058
NR_002563	chr11(.):62617483-62627555	0.8051
NR_002562	chr11(.):62617092-62627167	0.8171
NM_001081491	chr11(.):62554597-62577964	0.5577
NM_001080501	chr11(.):62552786-62564486	0.596
NM_004470	chr11(.):64003412-64016607	0.9893
NM_000932	chr11(.):64013994-64041924	0.4191
NM_005528	chr11(.):63992752-64006753	0.5867
NM_001160390	chr11(.):63986270-63998726	0.5262
NM_032344	chr11(.):63988737-64002488	0.533
NM_004322	chr11(.):64032299-64057176	0.6149
NM_178443	chr11(.):63969151-63996363	0.2937
NM_057092	chr11(.):64004587-64016607	1.0734
NM_033310	chr11(.):64053792-64072503	0.5374
NM_003377	chr11(.):63997265-64011259	0.9378
NM_020155	chr11(.):64048581-64061972	0.563
NM_001135208	chr11(.):64003603-64016607	1.0013
NM_001039496	chr11(.):64062862-64077239	0.8492
NM_001170726	chr11(.):64046810-64061972	0.5015
NM_001160393	chr11(.):63986270-63998341	0.4912
NM_001170881	chr11(.):64047284-64061972	0.5172
NM_001177358	chr11(.):64047282-64061972	0.5171
NM_138689	chr11(.):64006950-64019413	1.0482
NM_000244	chr11(.):64565985-64583188	0.2108
NM_130803	chr11(.):64565985-64583766	0.2045
NM_004579	chr11(.):64551608-64575713	0.1277
NM_017525	chr11(.):64586661-64617041	0.1806
NM_130800	chr11(.):64565985-64583035	0.2117
NM_130802	chr11(.):64565985-64583213	0.2106
NR_029829	chr11(.):64653826-64663911	0.1666
NM_006795	chr11(.):64615207-64651191	0.9763
NR_029578	chr11(.):64653608-64663718	0.1653
NR_028272	chr11(.):65185268-65199003	5.3176
NR_030343	chr11(.):65206928-65217028	0.622
NM_031904	chr11(.):65149040-65185995	0.7725
NM_021070	chr11(.):65301029-65330699	0.4318
NM_001048218	chr11(.):65287547-65311182	0.3169
NM_001161473	chr11(.):67771047-67801743	0.8954
NM_006053	chr11(.):67805446-67823366	0.3594
NM_006019	chr11(.):67801482-67823366	0.3154
NM_002496	chr11(.):67793083-67809114	0.6747
NM_000694	chr11(.):67772789-67801743	0.8731
NM_138768	chr11(.):69056621-69069754	1.949
NM_002564	chr11(.):72924343-72952395	0.2348
NM_176071	chr11(.):72924501-72952395	0.2338
NM_014786	chr11(.):73014662-73085425	0.259
NR_033347	chr11(.):82747505-82757640	0.1198
NM_006235	chr11(.):111217980-111255157	1.1371
NR_026691	chr11(.):117852105-117877199	0.9001
NM_032966	chr11(.):118759100-118771971	0.2824
NM_001716	chr11(.):118749540-118771971	0.2515
NM_182557	chr11(.):118761850-118786613	0.1864
NR_027288	chr11(.):122883273-122895319	0.0645
NM_006597	chr11(.):122923199-122937844	1.0891
NM_032795	chr11(.):126066988-126086587	0.4351
NM_003658	chr11(.):129240880-129327174	0.592
NM_014325	chr12(.):109033886-109130295	0.4473
NM_020375	chr12(.):4425358-4474190	0.0907
NM_018173	chr12(.):6414601-6442672	0.1871
NM_007273	chr12(.):7069516-7084891	0.8852
NR_015382	chr12(.):6543166-6565683	0.9591
NM_001144857	chr12(.):6416816-6442672	0.1933
NM_001144856	chr12(.):6415098-6442672	0.1894
NM_001144831	chr12(.):7069514-7084916	0.8863
NM_001987	chr12(.):11797787-12053325	0.3105
NM_031289	chr12(.):13232041-13253709	0.678
NM_006143	chr12(.):12808994-12854121	0.2735
NM_001080555	chr12(.):13232041-13261619	0.8194
NM_152321	chr12(.):15061975-15096463	0.0863
NM_004572	chr12(.):32938679-33054780	0.1938
NM_001033873	chr12(.):51634132-51668994	0.0933
NM_001031628	chr12(.):51634132-51669202	0.0931
NM_001128914	chr12(.):53840885-53879946	0.9573
NM_000966	chr12(.):53599352-53631036	0.6393
NM_001042728	chr12(.):53599352-53619150	0.8323
NM_013449	chr12(.):56984379-57035163	0.3449
NM_005761	chr12(.):94537498-94704225	0.5229
NM_020244	chr12(.):102086416-102127846	0.2045
NM_003299	chr12(.):104319188-104346703	0.8055
NM_014706	chr12(.):108910990-108960165	0.5472
NM_018984	chr12(.):109171465-109256359	0.4589
NM_003959	chr12(.):123315038-123352507	0.0945
NM_001082959	chr12(.):125257173-125353519	0.0606
NM_001759	chr12(.):4377901-4419522	0.9446
NM_002342	chr12(.):6488356-6505732	0.084
NM_001159576	chr12(.):6451008-6489390	0.6587
NM_001065	chr12(.):6432922-6456283	0.5759
NM_001038	chr12(.):6451008-6489905	0.6506
NM_001159575	chr12(.):6451008-6491523	0.6269
NM_014231	chr12(.):6566403-6584843	0.8782
NM_001242	chr12(.):6549050-6565884	1.2466
NM_014865	chr12(.):6598297-6646132	0.5229
NM_016497	chr12(.):6596315-6607471	0.5703
NR_004387	chr12(.):6614387-6624717	0.0639
NM_018009	chr12(.):6556176-6576488	1.3625
NR_027483	chr12(.):6972277-6985110	0.6128
NM_001975	chr12(.):7018613-7037859	1.0808
NM_002831	chr12(.):7055433-7075479	2.1501
NM_001159287	chr12(.):6971583-6985110	0.5833
NR_029779	chr12(.):7067861-7077929	1.5907
NM_080548	chr12(.):7050739-7075479	2.1313
NM_001146316	chr12(.):6975099-6987449	0.6387
NM_000365	chr12(.):6971692-6985110	0.587
NM_001007026	chr12(.):7028625-7056484	1.2476
NM_006992	chr12(.):7008896-7028406	0.4936
NM_001940	chr12(.):7032479-7056484	1.0686
NM_032641	chr12(.):6975099-6987521	0.6353
NR_003010	chr12(.):7071499-7081769	0.8191
NR_033796	chr12(.):6988845-6999902	0.1086
NR_002803	chr12(.):6988144-6998768	0.0833
NM_138425	chr12(.):7048202-7060165	1.4042
NR_029682	chr12(.):7068259-7078354	1.3017
NM_005768	chr12(.):7080346-7130842	0.1485
NM_006331	chr12(.):7074943-7090165	0.6256
NR_033399	chr12(.):9565286-9605768	0.6457
NM_004064	chr12(.):12865301-12880305	3.905
NR_030344	chr12(.):12912582-12922677	0.0774
NM_001130415	chr12(.):12873850-12949399	0.4425
NM_020853	chr12(.):13192314-13241383	0.1895
NM_006205	chr12(.):15120955-15139799	0.131
NM_001175	chr12(.):15089949-15119562	0.8399
NM_030762	chr12(.):26267958-26283003	2.1219
NM_018976	chr12(.):46746970-46771645	0.6432
NM_001098532	chr12(.):48123452-48157181	0.4745
NM_017842	chr12(.):48161966-48181536	0.2412
NM_006105	chr12(.):48123452-48157244	0.4743
NM_001098531	chr12(.):48123452-48157889	0.4679
NM_001098416	chr12(.):48171506-48218763	0.8338
NM_000376	chr12(.):48230319-48303814	0.3997
NM_001971	chr12(.):51717226-51745463	0.4952
NM_016293	chr12(.):51669821-51722938	0.4109
NM_001004304	chr12(.):53569534-53589654	0.4313
NM_000889	chr12(.):53580106-53606000	2.4263
NM_015989	chr12(.):53546446-53579430	0.1822
NM_001170790	chr12(.):53640369-53653190	0.188
NM_032889	chr12(.):53640875-53653190	0.1936
NM_001164691	chr12(.):53812638-53830318	0.1451
NM_001005354	chr12(.):53830432-53845427	0.2226
NM_134324	chr12(.):53890376-53905215	0.7777
NM_006301	chr12(.):53869275-53898444	0.7349
NM_134323	chr12(.):53889704-53905215	0.7515
NM_003717	chr12(.):53895473-53906422	0.1681
NM_001127460	chr12(.):56705006-56732533	0.7349
NM_014255	chr12(.):56699212-56715128	0.4476
NM_005419	chr12(.):56730381-56759037	0.5388
NM_014871	chr12(.):56705006-56732837	0.7515
NM_004077	chr12(.):56660482-56699175	0.2262
NM_016584	chr12(.):56727662-56739194	1.2085
NM_001638	chr12(.):56749354-56761583	0.4768
NM_000946	chr12(.):57120363-57151146	0.195
NR_003046	chr12(.):57032463-57042538	0.7469
NM_001686	chr12(.):57026958-57044852	0.8296
NM_005594	chr12(.):57101210-57124066	0.8121
NR_002737	chr12(.):57033810-57043885	0.7458
NM_001113203	chr12(.):57101210-57124326	0.8029
NM_006601	chr12(.):57052124-57087078	0.7199
NM_003725	chr12(.):57152107-57186574	0.0723
NM_017440	chr12(.):68683345-68731161	0.1045
NM_001946	chr12(.):89736836-89751296	1.9331
NM_001025233	chr12(.):92812734-92829730	0.4496
NR_027933	chr12(.):92810306-92829778	0.417
NM_153694	chr12(.):102117425-102138250	0.7819
NM_024312	chr12(.):102134274-102229645	0.3847
NM_001111283	chr12(.):102784644-102879378	0.358
NM_001111284	chr12(.):102784644-102877429	0.2981
NM_001111285	chr12(.):102806453-102879378	0.4461
NR_027249	chr12(.):104232526-104328989	0.4248
NR_037425	chr12(.):104319202-104329333	2.0516
NM_003211	chr12(.):104354592-104387656	0.1686
NM_001135570	chr12(.):104338980-104355993	0.1822
NM_007076	chr12(.):108904050-108918380	0.3012
NM_213595	chr12(.):108951293-108968160	2.3458
NM_181724	chr12(.):108978621-108996894	0.1678
NM_003006	chr12(.):109010679-109032670	2.9782
NM_001161331	chr12(.):109180694-109226327	0.1815
NM_024667	chr12(.):123344874-123385712	1.0571
NM_021009	chr12(.):125391191-125404587	1.334
NM_015057	chr13(.):77613791-77906177	0.1135
NM_032436	chr13(.):115074964-115097803	0.4146
NM_000820	chr13(.):114518521-114572046	0.6918
NM_007368	chr13(.):114742193-114903095	0.5815
NM_152719	chr13(.):46271445-46293693	0.7685
NM_001143945	chr13(.):114518521-114544017	0.129
NM_001143946	chr13(.):114518521-114541714	0.1321
NR_024609	chr13(.):114581609-114631485	0.3814
NM_023011	chr13(.):115042077-115076283	0.7351
NM_003903	chr13(.):114995361-115043150	0.5933
NR_027004	chr14(.):94366075-94397718	0.0374
NM_001012706	chr14(.):50443429-50479238	0.7211
NM_001080414	chr14(.):91732666-91889133	0.816
NM_024832	chr14(.):92975124-93160334	0.1936
NM_023112	chr14(.):94487723-94520276	0.1598
NM_024496	chr14(.):77485885-77500034	1.1288
NM_005065	chr14(.):81934238-82005205	0.4357
NM_016150	chr14(.):94395512-94428767	0.2337
NR_024182	chr14(.):94458615-94478898	0.379
NR_024183	chr14(.):94458641-94483041	0.3531
NM_138344	chr14(.):94380257-94400944	0.0363
NM_152592	chr14(.):95878830-95947173	0.1988
NR_003002	chr14(.):95994691-96004966	0.3332
NR_001459	chr14(.):95994248-96006209	0.2876
NM_016417	chr14(.):95996322-96016055	0.1881
NM_001311	chr14(.):105948256-105960124	1.2405
NM_001134877	chr14(.):105951519-105970585	0.6223
NM_001134876	chr14(.):105952585-105970585	0.6349
NM_001312	chr14(.):105936130-105951500	0.4912
NM_025268	chr14(.):105987952-106001539	0.1759
NM_001198983	chr14(.):105951191-105970585	0.6198
NM_144508	chr15(.):40881446-40959881	0.109
NM_001211	chr15(.):40448209-40518337	0.124
NM_019600	chr15(.):52868517-52975820	0.2597
NM_006537	chr15(.):63791809-63888663	0.2211
NM_025201	chr15(.):65129081-65165201	0.1754
NM_005902	chr15(.):67353194-67492533	0.3701
NM_001004439	chr15(.):68589041-68729492	0.1532
NM_020908	chr15(.):70335542-70395256	0.4392
NM_006465	chr15(.):74828547-74895472	0.3781
NM_003612	chr15(.):74696629-74731299	0.2555
NM_001146030	chr15(.):74696629-74731001	0.2525
NM_172217	chr15(.):81512639-81610104	0.4686
NM_001172128	chr15(.):81484218-81610104	0.3737
NM_014630	chr15(.):85286817-85354663	0.178
NM_007011	chr15(.):89626380-89750591	0.4843
NM_198526	chr15(.):90539751-90630432	0.6901
NR_027992	chr15(.):20869796-20966480	0.0637
NR_027053	chr15(.):21927513-21945739	0.2675
NR_024387	chr15(.):22009419-22021878	0.0594
NM_015995	chr15(.):31614082-31675102	0.9795
NM_003134	chr15(.):40322890-40336389	0.3271
NM_001003942	chr15(.):40375091-40403287	1.6403
NM_033503	chr15(.):40375091-40403639	1.6237
NM_001003940	chr15(.):40375091-40406075	1.5333
NM_001080791	chr15(.):40840297-40862252	0.8928
NM_152260	chr15(.):40856536-40871661	0.4152
NR_002208	chr15(.):40819082-40829749	0.087
NM_001160227	chr15(.):44849893-44960876	0.1473
NM_001145112	chr15(.):44952929-44974086	0.6606
NM_182985	chr15(.):45023559-45065025	0.1353
NM_004048	chr15(.):44998684-45015357	0.8651
NM_198524	chr15(.):56652643-56743072	0.4018
NM_182703	chr15(.):65199100-65256041	0.2059
NM_001145103	chr15(.):67425358-67492533	0.2029
NM_001145102	chr15(.):67413053-67492533	0.195
NM_001145104	chr15(.):67453492-67492533	0.1061
NM_017882	chr15(.):68494329-68527080	0.6168
NM_015322	chr15(.):68565140-68588640	1.1101
NR_030714	chr15(.):70366710-70376807	0.1317
NM_000781	chr15(.):74625102-74665081	0.0846
NM_182791	chr15(.):74605899-74633482	0.0653
NM_001099773	chr15(.):74625102-74663553	0.0845
NM_001127190	chr15(.):75069424-75100539	1.1477
NM_000761	chr15(.):75036183-75053941	0.0717
NM_000499	chr15(.):75006882-75022877	0.1727
NM_021819	chr15(.):75100193-75123099	0.1332
NM_001030005	chr15(.):75113950-75129136	0.0843
NM_021823	chr15(.):75310926-75348067	1.11
NM_138967	chr15(.):75282875-75318836	0.8388
NM_017793	chr15(.):75242442-75254775	0.2887
NM_004513	chr15(.):81584253-81610104	1.1989
NM_181900	chr15(.):81600006-81621524	0.5162
NM_014300	chr15(.):85207774-85264674	0.1437
NM_022767	chr15(.):89159526-89180512	0.7823
NR_029606	chr15(.):89150055-89160165	0.0653
NM_002201	chr15(.):89177038-89203879	0.9123
NR_031590	chr15(.):89146337-89156428	0.0492
NM_002168	chr15(.):90622211-90650708	1.409
NM_198925	chr15(.):90739561-90777892	0.1819
NM_001013657	chr15(.):90772486-90790312	0.2168
NM_020210	chr15(.):90723151-90777892	0.4442
NM_006384	chr15(.):90768476-90782279	0.2565
NR_033769	chr15(.):93333713-93345338	0.1048
NR_037600	chr15(.):93421072-93446977	0.7014
NR_037602	chr15(.):93421525-93446977	0.712
NM_014918	chr15(.):101710927-101797137	0.4066
NM_001145771	chr16(.):57657418-57703944	0.2176
NM_005682	chr16(.):57648909-57703944	0.309
NM_015914	chr16(.):11767942-11841648	1.364
NM_013302	chr16(.):22212591-22305066	0.1603
NM_000336	chr16(.):23308590-23397620	0.7053
NM_000078	chr16(.):56990834-57022756	0.1656
NM_004691	chr16(.):67466916-67520089	0.161
NM_001191022	chr16(.):67591309-67678088	0.2568
NM_012320	chr16(.):68274246-68299961	1.1243
NM_032821	chr16(.):70836288-71269569	0.1602
NM_018052	chr16(.):70716341-70840061	0.3562
NM_014761	chr16(.):71924445-71967906	0.2056
NM_001030007	chr16(.):71757904-71847976	0.193
NM_002661	chr16(.):81807929-81996899	0.2271
NM_005425	chr16(.):11356713-11368160	0.1098
NM_002762	chr16(.):11364492-11375337	0.1152
NM_002761	chr16(.):11369692-11380192	0.1052
NM_021247	chr16(.):11362143-11372452	0.1066
NM_003745	chr16(.):11343273-11355039	0.7414
NM_152308	chr16(.):11434310-11450617	0.3575
NM_003498	chr16(.):11757288-11778015	1.3794
NM_001130007	chr16(.):11956984-12015519	0.1541
NM_001130006	chr16(.):11956984-12014825	0.1542
NM_001192	chr16(.):12053963-12066925	2.259
NM_032167	chr16(.):12065601-12152141	0.167
NM_001039182	chr16(.):29459913-29471285	0.4971
NM_001017389	chr16(.):29462126-29481280	0.4914
NM_003166	chr16(.):29462126-29481301	0.4936
NM_178044	chr16(.):29460821-29474545	0.5026
NR_002454	chr16(.):29455665-29466236	0.4009
NR_002556	chr16(.):29471288-29483899	0.5358
NR_037608	chr16(.):29461411-29481301	0.479
NM_001017390	chr16(.):29466206-29481301	0.3637
NM_014298	chr16(.):29685440-29714314	0.1456
NR_024370	chr16(.):29870003-29884374	0.3086
NM_002383	chr16(.):29812854-29827504	0.9776
NR_015396	chr16(.):29870154-29884374	0.3116
NM_145239	chr16(.):29818408-29832202	0.9407
NM_007317	chr16(.):29797057-29821706	0.5544
NM_006319	chr16(.):29864677-29879578	0.3051
NM_024516	chr16(.):29822527-29838816	0.6811
NM_175900	chr16(.):29748785-29762340	0.7315
NM_152338	chr16(.):29784560-29796840	0.1045
NM_005115	chr16(.):29826714-29864360	0.2773
NM_001039182	chr16(.):30199255-30210627	0.504
NM_178044	chr16(.):30200163-30213887	0.4972
NM_003166	chr16(.):30201468-30220650	0.4848
NM_001017389	chr16(.):30201468-30220620	0.484
NM_001193333	chr16(.):30189730-30205396	0.8243
NR_002454	chr16(.):30195004-30205575	1.1857
NR_037608	chr16(.):30200753-30220650	0.4716
NR_002556	chr16(.):30210637-30223248	0.5379
NR_002555	chr16(.):30229349-30261932	0.1468
NM_001017390	chr16(.):30205548-30220650	0.355
NM_138447	chr16(.):30609699-30626682	0.3201
NM_024031	chr16(.):30657240-30672734	1.2539
NM_001105079	chr16(.):30670777-30687131	0.2966
NR_002966	chr16(.):30716857-30726986	0.0544
NM_006662	chr16(.):30705461-30756450	0.1941
NM_153337	chr16(.):50695210-50720264	0.6147
NM_182854	chr16(.):50701885-50720264	0.7973
NM_001042412	chr16(.):50771028-50840846	0.1463
NM_001042355	chr16(.):50770960-50840846	0.1462
NM_022162	chr16(.):50726049-50771987	0.2483
NM_001126108	chr16(.):56894118-56954762	1.0378
NM_001010989	chr16(.):56960747-56982793	1.9368
NR_029680	chr16(.):56887429-56897513	0.7139
NM_032206	chr16(.):57018409-57122436	0.1936
NM_153837	chr16(.):57571600-57616100	0.316
NM_001145774	chr16(.):57668206-57703944	0.1889
NM_001172643	chr16(.):66536905-66589194	1.263
NM_001172644	chr16(.):66536905-66589315	1.2606
NM_052999	chr16(.):66595349-66618038	0.0766
NM_181641	chr16(.):66581471-66604971	0.5518
NM_181271	chr16(.):66595293-66618038	0.0766
NM_001040138	chr16(.):66581465-66605154	0.5493
NM_001185057	chr16(.):67202764-67214643	0.6146
NM_003946	chr16(.):67202755-67214643	0.6142
NM_001040715	chr16(.):67204504-67222883	0.5019
NM_001950	chr16(.):67221067-67237821	0.1462
NM_024712	chr16(.):67228027-67242927	0.0459
NM_033309	chr16(.):67177004-67189902	0.1683
NM_025187	chr16(.):67138914-67187442	0.1146
NM_178516	chr16(.):67213281-67229107	0.3586
NM_003789	chr16(.):67183088-67198812	0.7158
NM_001538	chr16(.):67192287-67208848	0.8905
NM_001185058	chr16(.):67199404-67214643	0.5309
NM_018378	chr16(.):67188890-67203077	0.7854
NR_029887	chr16(.):67231223-67241298	0.034
NM_014187	chr16(.):67256015-67268182	0.2771
NM_012163	chr16(.):67236041-67265721	0.1445
NM_001004055	chr16(.):67236041-67265901	0.1439
NM_001193524	chr16(.):67566364-67585691	0.9061
NM_001193523	chr16(.):67558539-67585691	0.8536
NM_001193522	chr16(.):67557719-67585691	0.8343
NM_001138	chr16(.):67511473-67522716	0.5411
NM_024519	chr16(.):67557716-67585691	0.8342
NM_024939	chr16(.):68257449-68275136	0.3351
NM_001184824	chr16(.):68339876-68396169	0.2538
NM_003983	chr16(.):68293422-68340722	0.5852
NM_032178	chr16(.):68329517-68349868	0.2294
NM_006927	chr16(.):70408337-70477991	0.6476
NM_145059	chr16(.):70483497-70519177	0.2281
NM_138383	chr16(.):70690106-70724954	0.0806
NR_034083	chr16(.):70783962-70812154	0.0821
NR_003059	chr16(.):71787304-71797390	0.0668
NR_024612	chr16(.):71874898-71924174	0.5285
NM_001137675	chr16(.):71874898-71896231	0.8841
NM_017530	chr16(.):71888587-71922412	0.2405
NM_003342	chr17(.):4167511-4274969	0.1371
NM_003204	chr17(.):46120685-46143907	0.9106
NM_138962	chr17(.):55328930-55762299	0.2562
NM_170721	chr17(.):55329373-55715544	0.2753
NM_199340	chr17(.):62845487-62919903	0.1462
NM_022066	chr17(.):74380612-74454288	0.1375
NM_020761	chr17(.):78513624-78945173	0.1748
NM_002558	chr17(.):3794884-3824960	1.1623
NM_005022	chr17(.):4843946-4856825	1.4009
NM_153357	chr17(.):6939948-6952242	0.2135
NM_015670	chr17(.):7460318-7480287	0.6831
NR_026951	chr17(.):8118947-8132361	0.9071
NM_020877	chr17(.):7618038-7742058	0.1258
NM_201433	chr17(.):9808925-10106868	0.1808
NM_201432	chr17(.):9808925-9945064	0.2097
NM_001130831	chr17(.):9808925-9934623	0.2176
NM_001033553	chr17(.):19985334-20223067	0.1769
NM_001033555	chr17(.):20054401-20223067	0.2122
NM_000267	chr17(.):29416944-29709695	0.1597
NM_002544	chr17(.):29616667-29629380	0.0757
NM_183232	chr17(.):37916198-38025441	0.6249
NR_027774	chr17(.):43508265-43573146	0.4683
NM_003726	chr17(.):46205801-46512594	0.1158
NM_030802	chr17(.):47782686-47846518	0.5647
NM_017763	chr17(.):56426037-56499931	0.1851
NM_198393	chr17(.):56629038-56774416	0.2524
NM_001433	chr17(.):62115389-62212502	1.0614
NM_014960	chr17(.):66250322-66422000	0.1636
NR_036488	chr17(.):70394462-70593943	0.2756
NM_004252	chr17(.):72739762-72770499	0.6212
NM_001003716	chr17(.):73639944-73668269	0.8385
NM_001080419	chr17(.):73775680-73826886	0.481
NM_052916	chr17(.):74133533-74241390	0.365
NM_004259	chr17(.):73617949-73668265	0.643
NM_001113492	chr17(.):75278972-75501678	0.3244
NM_006640	chr17(.):75310596-75501678	0.3672
NM_001113491	chr17(.):75272491-75501678	0.3213
NM_001081461	chr17(.):74703913-74727881	0.457
NM_001163075	chr17(.):76137433-76167364	1.0855
NM_025090	chr17(.):76787964-76841969	0.4123
NM_017456	chr17(.):76665129-76783376	0.9883
NM_024648	chr17(.):80342085-80381513	0.2499
NM_001893	chr17(.):80197239-80236573	0.1486
NM_020310	chr17(.):2282353-2309258	0.9084
NR_028335	chr17(.):2305274-2323730	0.1002
NM_080705	chr17(.):3463739-3504125	0.0709
NM_145068	chr17(.):3411485-3466289	0.386
NM_080704	chr17(.):3463739-3517705	0.0648
NM_080706	chr17(.):3463739-3501171	0.0739
NM_018727	chr17(.):3463739-3505336	0.0709
NM_172206	chr17(.):3758616-3799037	0.1961
NM_172207	chr17(.):3763450-3801337	0.2053
NM_174957	chr17(.):3822168-3872736	0.249
NM_000080	chr17(.):4796063-4811369	0.0929
NM_001145536	chr17(.):4797947-4811227	0.1016
NM_001165417	chr17(.):4835425-4848462	0.5177
NM_000173	chr17(.):4830591-4843325	0.1818
NM_015528	chr17(.):4838629-4853517	1.2625
NM_006612	chr17(.):4896242-4936694	0.1448
NM_015099	chr17(.):4866286-4895960	0.3523
NM_001171168	chr17(.):4866286-4895665	0.3555
NM_053013	chr17(.):4849383-4865426	0.9486
NM_001167985	chr17(.):4886424-4905905	0.3635
NM_004890	chr17(.):4857520-4876132	0.3503
NM_001004333	chr17(.):6910797-6922851	1.933
NM_001142799	chr17(.):6913072-6925839	1.9845
NM_201566	chr17(.):6934393-6948440	0.3105
NR_029712	chr17(.):6915933-6926020	2.0737
NM_181844	chr17(.):6921368-6937961	0.3728
NM_000697	chr17(.):6894383-6919055	0.8333
NR_030178	chr17(.):6916229-6926341	1.9496
NM_182906	chr17(.):6972855-6988600	0.0529
NM_001143775	chr17(.):7141905-7159995	1.0005
NM_015982	chr17(.):7186570-7202876	0.1103
NM_001185023	chr17(.):7158221-7171264	0.0923
NM_001185022	chr17(.):7158221-7171512	0.091
NM_001128827	chr17(.):7088209-7125928	0.2711
NM_000018	chr17(.):7118152-7133585	0.3021
NM_004422	chr17(.):7123660-7142863	0.353
NM_007278	chr17(.):7138737-7150753	0.839
NM_024297	chr17(.):7133346-7147825	0.8578
NM_001365	chr17(.):7088209-7128369	0.2573
NM_203415	chr17(.):7150371-7168259	0.5629
NM_015362	chr17(.):7150550-7168259	0.5683
NM_001042	chr17(.):7180053-7196367	0.1564
NM_015343	chr17(.):7141905-7160259	0.9866
NR_029896	chr17(.):7121615-7131698	0.3272
NM_003809	chr17(.):7447374-7466207	0.4347
NM_001198623	chr17(.):7456608-7469925	0.4726
NM_001040059	chr17(.):7477805-7490429	0.904
NM_001146281	chr17(.):7528452-7541700	0.1775
NM_006942	chr17(.):7486497-7498488	0.531
NR_002918	chr17(.):7473030-7483165	1.073
