#31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_ROSE/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam
#Using cutoff of 5127.1332 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
4_MACS_peak_16297_lociStitched	chr2	197033495	197043596	4	6358	8159.5878	2516.1591	530	1
2_MACS_peak_25637_lociStitched	chr7	102306822	102314964	2	6356	7123.4358	2611.1394	531	1
2_MACS_peak_10758_lociStitched	chr17	4294864	4301361	2	6347	5587.42	1301.3491	532	1
2_MACS_peak_1471_lociStitched	chr1	145394610	145401054	2	6343	11576.0016	2062.7244	533	1
2_MACS_peak_18841_lociStitched	chr22	50962414	50970531	2	6342	9067.5007	1179.4001	534	1
1_MACS_peak_1706_lociStitched	chr1	154971109	154977447	1	6339	13672.9674	1798.0906	535	1
2_MACS_peak_17933_lociStitched	chr21	43647562	43655852	2	6333	9908.208	2718.291	536	1
3_MACS_peak_9533_lociStitched	chr16	2953387	2966785	3	6331	7634.1804	2295.0774	537	1
4_MACS_peak_10403_lociStitched	chr16	70461491	70473900	4	6321	8665.2047	2038.7987	538	1
4_MACS_peak_19310_lociStitched	chr3	48690386	48702151	4	6316	8040.201	1751.8085	539	1
1_MACS_peak_17981_lociStitched	chr21	45134760	45141073	1	6314	8838.8313	1612.3402	540	1
3_MACS_peak_8953_lociStitched	chr15	74906242	74920705	3	6312	10991.88	2720.4903	541	1
4_MACS_peak_16968_lociStitched	chr20	17828470	17840511	4	6306	6400.9956	2237.2178	542	1
2_MACS_peak_26438_lociStitched	chr8	27217514	27224832	2	6303	5560.2164	1833.159	543	1
3_MACS_peak_18299_lociStitched	chr22	27005660	27014716	3	6294	9423.6736	2348.2208	544	1
2_MACS_peak_10197_lociStitched	chr16	56944066	56952760	2	6278	8168.013	2257.8318	545	1
2_MACS_peak_7484_lociStitched	chr13	111357687	111368846	2	6278	9597.8559	1974.0271	546	1
2_MACS_peak_1629_lociStitched	chr1	151802491	151813242	2	6269	8717.9859	2816.762	547	1
2_MACS_peak_2748_lociStitched	chr1	235144242	235152473	2	6266	8975.9055	1925.2309	548	1
3_MACS_peak_23436_lociStitched	chr6	27791328	27807522	3	6262	10161.735	2785.368	549	1
3_MACS_peak_13506_lociStitched	chr19	12714043	12726057	3	6261	8487.891	2289.8684	550	1
3_MACS_peak_4235_lociStitched	chr11	2792882	2801077	3	6257	8580.165	1771.759	551	1
5_MACS_peak_5764_lociStitched	chr12	4251624	4263437	5	6254	8115.531	2295.2659	552	1
3_MACS_peak_440_lociStitched	chr1	24524996	24533521	3	6250	6874.56	1832.875	553	1
2_MACS_peak_4715_lociStitched	chr11	60603653	60610782	2	6247	7132.5645	1874.927	554	1
2_MACS_peak_5477_lociStitched	chr11	118795107	118801709	2	6245	11430.7028	1595.0432	555	1
3_MACS_peak_11328_lociStitched	chr17	36902924	36909909	3	6241	5863.9075	1444.498	556	1
1_MACS_peak_27152_lociStitched	chr8	134579409	134585639	1	6231	10800.328	1500.184	557	1
2_MACS_peak_1983_lociStitched	chr1	167682334	167692158	2	6225	11727.8912	2633.8144	558	1
2_MACS_peak_25537_lociStitched	chr7	100025084	100035078	2	6217	11422.1426	1621.0268	559	1
3_MACS_peak_19301_lociStitched	chr3	48506490	48521642	3	6216	9724.5536	2651.6	560	1
3_MACS_peak_25519_lociStitched	chr7	99716091	99729244	3	6213	8879.5903	2124.2095	561	1
2_MACS_peak_8289_lociStitched	chr15	23660171	23669138	2	6210	9948.8865	1874.103	562	1
3_MACS_peak_3836_lociStitched	chr10	104531310	104542297	3	6210	9682.8431	2658.854	563	1
3_MACS_peak_15360_lociStitched	chr2	70310278	70323002	3	6202	9083.6636	2761.108	564	1
3_MACS_peak_11053_lociStitched	chr17	20936901	20947493	3	6197	8289.2992	1839.8304	565	1
4_MACS_peak_10770_lociStitched	chr17	4692443	4710882	4	6188	9709.9774	2343.5969	566	1
2_MACS_peak_12461_lociStitched	chr18	9134654	9144332	2	6185	7605.9402	2116.5786	567	1
3_MACS_peak_22725_lociStitched	chr5	151128421	151138843	3	6182	6862.887	2045.8386	568	1
3_MACS_peak_23357_lociStitched	chr6	25403988	25412871	3	6180	6362.0046	2808.8046	569	1
4_MACS_peak_6431_lociStitched	chr12	57848273	57857183	4	6172	5589.243	1637.658	570	1
2_MACS_peak_10152_lociStitched	chr16	50307405	50316826	2	6171	7995.6027	1668.4591	571	1
2_MACS_peak_7536_lociStitched	chr13	114784310	114794245	2	6170	9386.588	1953.221	572	1
2_MACS_peak_18549_lociStitched	chr22	39096186	39103177	2	6169	8516.4362	1578.5678	573	1
4_MACS_peak_23182_lociStitched	chr6	7135393	7147499	4	6157	7792.6322	2395.7774	574	1
2_MACS_peak_20271_lociStitched	chr3	183269684	183279138	2	6135	6636.708	2786.0938	575	1
3_MACS_peak_23433_lociStitched	chr6	27774334	27784002	3	6132	8089.2156	2000.3092	576	1
4_MACS_peak_11445_lociStitched	chr17	40330412	40339418	4	6130	5785.4544	1750.7664	577	1
3_MACS_peak_17074_lociStitched	chr20	30153377	30161860	3	6124	5793.889	1558.3271	578	1
5_MACS_peak_22905_lociStitched	chr5	173311411	173327616	5	6121	7762.195	3065.986	579	1
6_MACS_peak_6972_lociStitched	chr12	122227565	122241655	6	6111	6639.208	1352.64	580	1
2_MACS_peak_15314_lociStitched	chr2	65657325	65664839	2	6109	10775.076	1393.0956	581	1
2_MACS_peak_7291_lociStitched	chr13	50697803	50705756	2	6107	5942.4816	853.3569	582	1
2_MACS_peak_380_lociStitched	chr1	21615638	21622177	2	6103	8766.8373	1332.6482	583	1
3_MACS_peak_5463_lociStitched	chr11	118559776	118567823	3	6102	7604.415	1750.2225	584	1
4_MACS_peak_10013_lociStitched	chr16	30406024	30421406	4	6098	8863.1084	2651.8568	585	1
3_MACS_peak_17022_lociStitched	chr20	23330237	23343829	3	6095	8629.5608	2415.2984	586	1
3_MACS_peak_14250_lociStitched	chr19	46141835	46149990	3	6086	8152.5535	1656.2805	587	1
4_MACS_peak_7000_lociStitched	chr12	123371681	123386405	4	6086	7510.7124	2012.7708	588	1
4_MACS_peak_18835_lociStitched	chr22	50907673	50920748	4	6083	6724.4725	1818.7325	589	1
1_MACS_peak_21730_lociStitched	chr5	6479729	6485805	1	6077	6347.5972	1700.6724	590	1
3_MACS_peak_27869_lociStitched	chr9	95820435	95827611	3	6077	5861.3568	1505.5248	591	1
2_MACS_peak_21987_lociStitched	chr5	56466603	56474627	2	6076	7330.7264	1345.6248	592	1
3_MACS_peak_23609_lociStitched	chr6	33167339	33176998	3	6075	7754.2452	1758.9039	593	1
3_MACS_peak_24874_lociStitched	chr7	26002353	26009557	3	6067	7786.0832	2174.8876	594	1
1_MACS_peak_1677_lociStitched	chr1	154296736	154302801	1	6066	11161.4195	1888.641	595	1
4_MACS_peak_12253_lociStitched	chr17	78228132	78238570	4	6062	7225.1836	1356.94	596	1
3_MACS_peak_28110_lociStitched	chr9	117369291	117380151	3	6057	8278.578	2066.658	597	1
2_MACS_peak_10021_lociStitched	chr16	30537101	30547647	2	6039	8559.1336	1725.3256	598	1
3_MACS_peak_6256_lociStitched	chr12	51714326	51721877	3	6030	7464.1635	1929.2805	599	1
1_MACS_peak_26476_lociStitched	chr8	29204749	29210773	1	6025	8126.9784	1216.2456	600	1
4_MACS_peak_19994_lociStitched	chr3	141097512	141110808	4	6011	8618.4672	3867.8064	601	1
4_MACS_peak_11955_lociStitched	chr17	66193439	66202998	4	6010	5350.1723	1362.1575	602	1
2_MACS_peak_24881_lociStitched	chr7	26191088	26197158	2	6009	5248.729	1275.307	603	1
2_MACS_peak_23439_lociStitched	chr6	27831792	27841478	2	6004	6587.4486	1468.3976	604	1
2_MACS_peak_578_lociStitched	chr1	28570575	28576663	2	6001	5166.2768	1749.6912	605	1
1_MACS_peak_18651_lociStitched	chr22	41839087	41845086	1	6000	8781.9361	1485.3524	606	1
1_MACS_peak_17928_lociStitched	chr21	43480720	43486718	1	5999	14972.8074	2793.8684	607	1
1_MACS_peak_2356_lociStitched	chr1	206133845	206139842	1	5998	11218.5879	1881.2589	608	1
3_MACS_peak_6670_lociStitched	chr12	96792462	96802742	3	5996	7652.432	1825.728	609	1
3_MACS_peak_9687_lociStitched	chr16	11712422	11718970	3	5994	4896.5944	1289.3012	610	1
3_MACS_peak_456_lociStitched	chr1	25069792	25076166	3	5990	6138.7994	1281.174	611	1
2_MACS_peak_18688_lociStitched	chr22	42928203	42936166	2	5990	9040.3939	2589.5676	612	1
4_MACS_peak_13317_lociStitched	chr19	7690415	7709272	4	5988	10812.6038	3671.4579	613	1
2_MACS_peak_21187_lociStitched	chr4	109087272	109095004	2	5984	7278.1316	1422.688	614	1
4_MACS_peak_27287_lociStitched	chr8	145742104	145754790	4	5976	7359.1486	1861.0362	615	1
4_MACS_peak_10834_lociStitched	chr17	7227353	7240724	4	5974	6420.7542	2317.1943	616	1
1_MACS_peak_13282_lociStitched	chr19	6735748	6741720	1	5973	9124.6188	1984.4956	617	1
1_MACS_peak_20927_lociStitched	chr4	57840423	57846393	1	5971	7274.445	1379.667	618	1
1_MACS_peak_25729_lociStitched	chr7	113722758	113728723	1	5966	9776.0385	1688.095	619	1
4_MACS_peak_20821_lociStitched	chr4	40302824	40312700	4	5966	8093.382	2408.7564	620	1
2_MACS_peak_28471_lociStitched	chr9	139432562	139441999	2	5962	7790.2435	1484.4401	621	1
2_MACS_peak_17827_lociStitched	chr21	36258073	36264054	2	5960	11697.0417	1672.2876	622	1
3_MACS_peak_13427_lociStitched	chr19	10675756	10683656	3	5960	6436.92	1173.94	623	1
3_MACS_peak_15130_lociStitched	chr2	47167082	47173459	3	5956	5241.894	1151.0485	624	1
4_MACS_peak_10512_lociStitched	chr16	81842023	81857462	4	5951	7466.3004	2003.9822	625	1
2_MACS_peak_17140_lociStitched	chr20	32398556	32408298	2	5948	5450.649	2381.919	626	1
3_MACS_peak_19816_lociStitched	chr3	125549079	125560084	3	5948	6114.378	2629.0945	627	1
4_MACS_peak_11646_lociStitched	chr17	46652936	46663693	4	5946	6097.0676	1437.1352	628	1
4_MACS_peak_15445_lociStitched	chr2	74724867	74742059	4	5946	8357.0312	2329.516	629	1
4_MACS_peak_11137_lociStitched	chr17	27939885	27950513	4	5943	7551.194	1751.4944	630	1
3_MACS_peak_25086_lociStitched	chr7	45034046	45041552	3	5941	4947.2046	1639.3104	631	1
3_MACS_peak_18586_lociStitched	chr22	39632016	39641515	3	5938	6344.3821	1396.353	632	1
3_MACS_peak_4021_lociStitched	chr10	125156535	125163011	3	5935	6277.8344	1451.2716	633	1
2_MACS_peak_13557_lociStitched	chr19	13260032	13266299	2	5928	5963.6772	1045.9623	634	1
2_MACS_peak_21216_lociStitched	chr4	113435348	113445830	2	5927	7337.4	1668.7344	635	1
2_MACS_peak_21871_lociStitched	chr5	37834377	37841065	2	5921	6002.48	909.568	636	1
2_MACS_peak_25860_lociStitched	chr7	130790061	130796075	2	5913	9728.8478	1945.529	637	1
2_MACS_peak_1159_lociStitched	chr1	75595696	75603451	2	5912	5657.2725	1285.0035	638	1
2_MACS_peak_18848_lociStitched	chr22	51058167	51067495	2	5911	6589.2992	1805.9008	639	1
4_MACS_peak_26699_lociStitched	chr8	61820999	61829980	4	5910	6343.2803	1645.3192	640	1
3_MACS_peak_16884_lociStitched	chr20	5093000	5108826	3	5910	9411.7222	2741.0632	641	1
3_MACS_peak_10038_lociStitched	chr16	30813354	30819295	3	5904	6118.6359	1086.6089	642	1
3_MACS_peak_1408_lociStitched	chr1	118196413	118207581	3	5902	6302.1024	1986.7872	643	1
5_MACS_peak_10287_lociStitched	chr16	66901431	66915359	5	5901	8266.268	2185.3032	644	1
2_MACS_peak_12939_lociStitched	chr19	795370	805855	2	5891	9180.666	1978.5195	645	1
4_MACS_peak_11440_lociStitched	chr17	40259477	40273868	4	5891	8238.8475	2434.9572	646	1
3_MACS_peak_2192_lociStitched	chr1	197740041	197748162	3	5889	6738.8058	2489.8986	647	1
2_MACS_peak_21553_lociStitched	chr4	185201893	185210688	2	5889	6873.2925	2285.8205	648	1
3_MACS_peak_17261_lociStitched	chr20	37498926	37505223	3	5888	10329.5988	1985.4441	649	1
2_MACS_peak_11008_lociStitched	chr17	19013472	19022733	2	5888	6277.1058	1621.6011	650	1
1_MACS_peak_3902_lociStitched	chr10	112113134	112119013	1	5880	11204.7861	2113.5005	651	1
3_MACS_peak_11116_lociStitched	chr17	27219705	27230749	3	5873	9039.514	2373.3556	652	1
2_MACS_peak_18552_lociStitched	chr22	39146420	39152695	2	5871	7726.4075	1445.76	653	1
2_MACS_peak_9834_lociStitched	chr16	21512290	21520861	2	5868	8379.0096	2099.895	654	1
2_MACS_peak_17969_lociStitched	chr21	44772225	44783255	2	5868	9556.392	2679.187	655	1
2_MACS_peak_14540_lociStitched	chr19	55573143	55583360	2	5864	8033.6271	1861.5374	656	1
3_MACS_peak_16498_lociStitched	chr2	219148435	219157698	3	5859	7414.1052	1885.9468	657	1
2_MACS_peak_17145_lociStitched	chr20	32444101	32451498	2	5855	6097.3471	1620.6827	658	1
2_MACS_peak_2751_lociStitched	chr1	235242104	235248269	2	5853	8306.721	1921.6305	659	1
3_MACS_peak_23707_lociStitched	chr6	36719606	36727601	3	5843	6693.414	1929.1935	660	1
2_MACS_peak_1708_lociStitched	chr1	155016143	155025706	2	5843	8644.952	2725.455	661	1
1_MACS_peak_1883_lociStitched	chr1	160708575	160714411	1	5837	5342.858	2093.3732	662	1
3_MACS_peak_15320_lociStitched	chr2	66659762	66667757	3	5836	6156.9495	1212.042	663	1
2_MACS_peak_26188_lociStitched	chr8	1990863	2000274	2	5836	7486.4505	1742.9172	664	1
3_MACS_peak_12339_lociStitched	chr17	80249291	80259377	3	5821	7803.5382	1750.9296	665	1
3_MACS_peak_6313_lociStitched	chr12	53763928	53775259	3	5819	7250.7069	1883.2122	666	1
2_MACS_peak_2445_lociStitched	chr1	211686914	211692863	2	5816	6695.5995	1813.2552	667	1
2_MACS_peak_23832_lociStitched	chr6	43736917	43743236	2	5810	7480.4322	1352.8979	668	1
2_MACS_peak_8975_lociStitched	chr15	75334588	75341075	2	5809	11721.3603	1842.9567	669	1
1_MACS_peak_25165_lociStitched	chr7	55599709	55605515	1	5807	10074.5712	1593.747	670	1
3_MACS_peak_18244_lociStitched	chr22	24108440	24115937	3	5806	5190.9228	1284.2361	671	1
4_MACS_peak_4847_lociStitched	chr11	64611381	64620189	4	5806	7221.6792	1744.8648	672	1
2_MACS_peak_3674_lociStitched	chr10	94831444	94840748	2	5797	8714.1264	1683.0936	673	1
2_MACS_peak_219_lociStitched	chr1	11623127	11631370	2	5789	4752.0895	1632.114	674	1
3_MACS_peak_25363_lociStitched	chr7	76016659	76027515	3	5784	6071.7608	1841.1776	675	1
2_MACS_peak_25602_lociStitched	chr7	101946364	101952207	2	5780	9393.2068	1191.972	676	1
1_MACS_peak_2602_lociStitched	chr1	226127896	226133674	1	5779	9193.3758	2012.4774	677	1
3_MACS_peak_14392_lociStitched	chr19	49465221	49471515	3	5776	4986.1068	1309.7814	678	1
3_MACS_peak_6636_lociStitched	chr12	94541267	94552689	3	5775	7266.6764	1986.2858	679	1
2_MACS_peak_14286_lociStitched	chr19	47216778	47222592	2	5774	7690.1778	961.0542	680	1
2_MACS_peak_6365_lociStitched	chr12	56320113	56325965	2	5774	5729.108	1320.7964	681	1
3_MACS_peak_14415_lociStitched	chr19	49954154	49964952	3	5774	6201.2914	1937.1612	682	1
3_MACS_peak_14439_lociStitched	chr19	50311573	50322405	3	5773	8871.408	2179.3984	683	1
1_MACS_peak_27096_lociStitched	chr8	128745908	128751676	1	5769	6552.448	937.3	684	1
2_MACS_peak_5883_lociStitched	chr12	9595478	9601560	2	5769	6785.6874	1668.2926	685	1
2_MACS_peak_2566_lociStitched	chr1	223899146	223905458	2	5765	6149.7816	1781.2464	686	1
3_MACS_peak_10689_lociStitched	chr17	1618991	1629022	3	5762	7940.5396	1910.9055	687	1
4_MACS_peak_18088_lociStitched	chr22	18256181	18268719	4	5759	6469.608	1641.2242	688	1
1_MACS_peak_20400_lociStitched	chr3	193817183	193822940	1	5758	10293.516	2496.2352	689	1
3_MACS_peak_6389_lociStitched	chr12	56726328	56733404	3	5757	5936.0564	1840.4676	690	1
2_MACS_peak_10944_lociStitched	chr17	16889545	16895507	2	5755	9458.1168	1748.0584	691	1
2_MACS_peak_20152_lociStitched	chr3	169378377	169387668	2	5755	8037.6441	1912.0878	692	1
4_MACS_peak_4828_lociStitched	chr11	64064398	64074814	4	5745	7335.9888	1612.3968	693	1
3_MACS_peak_8421_lociStitched	chr15	34625276	34635940	3	5742	6097.6752	1716.904	694	1
1_MACS_peak_9665_lociStitched	chr16	10970343	10976071	1	5729	6082.5632	1471.5232	695	1
2_MACS_peak_10312_lociStitched	chr16	67277770	67283587	2	5729	6580.1904	1120.3542	696	1
3_MACS_peak_19634_lociStitched	chr3	101394488	101406516	3	5726	8544.6912	2048.3684	697	1
3_MACS_peak_20568_lociStitched	chr4	3042009	3050269	3	5723	8261.652	1758.554	698	1
1_MACS_peak_7539_lociStitched	chr13	114829299	114835017	1	5719	10574.8692	1462.6644	699	1
2_MACS_peak_11570_lociStitched	chr17	43505049	43510846	2	5716	7658.9964	978.5336	700	1
3_MACS_peak_25118_lociStitched	chr7	47610490	47622377	3	5713	7349.7321	1822.2771	701	1
2_MACS_peak_23393_lociStitched	chr6	26357658	26365990	2	5712	7812.9164	2068.8356	702	1
1_MACS_peak_5070_lociStitched	chr11	69061072	69066777	1	5706	9320.2585	1302.4515	703	1
3_MACS_peak_8949_lociStitched	chr15	74831808	74839310	3	5703	7174.9128	1587.4232	704	1
2_MACS_peak_17147_lociStitched	chr20	32462198	32473207	2	5695	9390.677	2502.3457	705	1
4_MACS_peak_6082_lociStitched	chr12	33048329	33060400	4	5684	6704.2334	2253.6557	706	1
3_MACS_peak_10675_lociStitched	chr17	1387653	1394969	3	5683	4832.218	1025.7032	707	1
3_MACS_peak_7432_lociStitched	chr13	100148023	100154674	3	5682	6613.0893	1277.6571	708	1
2_MACS_peak_11844_lociStitched	chr17	59486296	59494968	2	5681	5827.584	1141.2352	709	1
2_MACS_peak_23441_lociStitched	chr6	27857868	27863660	2	5680	6345.7152	1318.8384	710	1
2_MACS_peak_5446_lociStitched	chr11	117877664	117884051	2	5672	10541.1048	1578.8664	711	1
1_MACS_peak_11336_lociStitched	chr17	37022851	37028521	1	5671	6096.951	1081.269	712	1
3_MACS_peak_13013_lociStitched	chr19	1502795	1514673	3	5664	6435.5004	1817.334	713	1
3_MACS_peak_28082_lociStitched	chr9	116162661	116174214	3	5658	8899.2759	1906.245	714	1
2_MACS_peak_13048_lociStitched	chr19	1939345	1946478	2	5655	7235.7152	1545.0078	715	1
2_MACS_peak_5075_lociStitched	chr11	69452541	69458785	2	5647	5068.8792	605.0436	716	1
3_MACS_peak_17304_lociStitched	chr20	42570782	42585078	3	5641	9066.5232	2873.496	717	1
3_MACS_peak_18817_lociStitched	chr22	50623511	50630501	3	5639	6302.184	1181.31	718	1
3_MACS_peak_3894_lociStitched	chr10	111966832	111972517	3	5638	6430.872	1370.085	719	1
5_MACS_peak_28509_lociStitched	chr9	140008695	140024746	5	5635	7325.6764	2319.3695	720	1
2_MACS_peak_26518_lociStitched	chr8	33419988	33425656	2	5634	7468.1568	921.05	721	1
3_MACS_peak_16891_lociStitched	chr20	5583222	5593034	3	5634	5412.2992	1868.2048	722	1
4_MACS_peak_13778_lociStitched	chr19	19173663	19180913	4	5629	4778.475	1165.8	723	1
2_MACS_peak_5653_lociStitched	chr11	130045164	130052355	2	5627	5944.7997	1518.7392	724	1
4_MACS_peak_6193_lociStitched	chr12	49359765	49374530	4	5627	5406.943	1855.9605	725	1
3_MACS_peak_21832_lociStitched	chr5	32581249	32592193	3	5625	8811.0144	2155.968	726	1
2_MACS_peak_9284_lociStitched	chr15	91473016	91479452	2	5621	8089.4084	1491.2212	727	1
3_MACS_peak_13698_lociStitched	chr19	17493568	17503599	3	5617	4963.3388	1696.2421	728	1
2_MACS_peak_9199_lociStitched	chr15	89177020	89184828	2	5613	8908.928	1979.328	729	1
3_MACS_peak_17142_lociStitched	chr20	32425391	32432764	3	5611	4203.3473	1720.1209	730	1
3_MACS_peak_17131_lociStitched	chr20	32250765	32263100	3	5610	8002.948	2041.4425	731	1
1_MACS_peak_2282_lociStitched	chr1	203255503	203261108	1	5606	12006.4705	2350.737	732	1
3_MACS_peak_13552_lociStitched	chr19	13204343	13216560	3	5606	7548.8843	1672.5073	733	1
4_MACS_peak_9789_lociStitched	chr16	17555548	17571295	4	5605	6999.5415	2565.1863	734	1
3_MACS_peak_9438_lociStitched	chr16	729204	741284	3	5604	7918.44	1790.256	735	1
2_MACS_peak_23864_lociStitched	chr6	45386906	45392585	2	5602	8619.5862	1142.0469	736	1
2_MACS_peak_8203_lociStitched	chr14	106323846	106329556	2	5581	4811.817	891.331	737	1
2_MACS_peak_1655_lociStitched	chr1	153642670	153652603	2	5571	7067.3295	2380.9401	738	1
4_MACS_peak_19297_lociStitched	chr3	48470510	48488833	4	5569	7431.8088	2753.9469	739	1
2_MACS_peak_25495_lociStitched	chr7	98971268	98979196	2	5568	5953.928	1189.2	740	1
1_MACS_peak_25629_lociStitched	chr7	102211220	102216785	1	5566	7514.4195	2140.299	741	1
2_MACS_peak_1524_lociStitched	chr1	147993678	148001101	2	5566	4381.0546	1352.4706	742	1
2_MACS_peak_18517_lociStitched	chr22	38572835	38578788	2	5565	4818.9535	1494.203	743	1
2_MACS_peak_19133_lociStitched	chr3	39189118	39196254	2	5564	5774.4512	1353.6992	744	1
2_MACS_peak_60_lociStitched	chr1	1709007	1714785	2	5561	9051.8148	1379.2086	745	1
3_MACS_peak_16149_lociStitched	chr2	172959395	172971982	3	5559	5533.2452	1608.6186	746	1
5_MACS_peak_4065_lociStitched	chr10	126421380	126432612	5	5557	4142.3616	1402.8768	747	1
2_MACS_peak_422_lociStitched	chr1	23937665	23947061	2	5554	6247.4004	1980.6768	748	1
3_MACS_peak_11856_lociStitched	chr17	60546901	60557590	3	5552	6090.5922	1592.661	749	1
1_MACS_peak_13023_lociStitched	chr19	1603687	1609233	1	5547	7004.0434	1549.5524	750	1
3_MACS_peak_5622_lociStitched	chr11	128556545	128566227	3	5546	7716.554	1378.7168	751	1
1_MACS_peak_25842_lociStitched	chr7	129588313	129593857	1	5545	7597.4976	1948.1616	752	1
2_MACS_peak_15078_lociStitched	chr2	43353922	43362335	2	5542	6412.3886	1658.2023	753	1
3_MACS_peak_15003_lociStitched	chr2	37542388	37553351	3	5536	7142.3945	2700.1869	754	1
4_MACS_peak_19220_lociStitched	chr3	45605482	45617448	4	5534	5303.3312	2235.2488	755	1
3_MACS_peak_9993_lociStitched	chr16	30102534	30108793	3	5533	6695.8782	1248.6705	756	1
2_MACS_peak_4987_lociStitched	chr11	66880285	66888988	2	5532	5446.3374	1327.2075	757	1
3_MACS_peak_15726_lociStitched	chr2	109829780	109842540	3	5531	7467.152	2887.588	758	1
2_MACS_peak_22244_lociStitched	chr5	98103816	98110740	2	5529	6169.9764	1312.7904	759	1
1_MACS_peak_309_lociStitched	chr1	16936924	16942451	1	5528	7331.5655	3495.8275	760	1
3_MACS_peak_5795_lociStitched	chr12	6439027	6451772	3	5522	6841.516	2271.159	761	1
1_MACS_peak_1247_lociStitched	chr1	92947523	92953041	1	5519	8896.6714	753.207	762	1
2_MACS_peak_15517_lociStitched	chr2	86220445	86227802	2	5514	6796.3966	1774.5084	763	1
2_MACS_peak_28492_lociStitched	chr9	139775000	139782238	2	5505	6163.8808	1352.0584	764	1
2_MACS_peak_4091_lociStitched	chr10	129860522	129868527	2	5504	5361.749	1532.157	765	1
2_MACS_peak_26467_lociStitched	chr8	28347369	28353094	2	5501	5806.295	1541.17	766	1
3_MACS_peak_17182_lociStitched	chr20	34198980	34208098	3	5500	8672.1298	1805.364	767	1
3_MACS_peak_6688_lociStitched	chr12	98904267	98913543	3	5500	6253.8792	1332.9612	768	1
3_MACS_peak_10193_lociStitched	chr16	56893885	56906173	3	5499	6542.1312	2171.2896	769	1
2_MACS_peak_6345_lociStitched	chr12	54608043	54614635	2	5495	4337.536	1100.864	770	1
2_MACS_peak_2645_lociStitched	chr1	227915175	227924394	2	5490	7884.0888	1900.9578	771	1
4_MACS_peak_27324_lociStitched	chr9	1041993	1052455	4	5490	6417.3908	1581.8544	772	1
4_MACS_peak_23287_lociStitched	chr6	15244432	15256560	4	5484	6431.4784	1973.2256	773	1
2_MACS_peak_3159_lociStitched	chr10	30990022	30996692	2	5481	6323.827	1623.478	774	1
2_MACS_peak_14163_lociStitched	chr19	44029361	44038948	2	5470	6708.0239	1385.3215	775	1
2_MACS_peak_25528_lociStitched	chr7	99814503	99820707	2	5469	7804.632	1480.8948	776	1
3_MACS_peak_15042_lociStitched	chr2	39346673	39356696	3	5468	8026.4184	1742.9997	777	1
1_MACS_peak_19190_lociStitched	chr3	44036017	44041482	1	5466	6597.8945	1131.8015	778	1
3_MACS_peak_5722_lociStitched	chr12	1638625	1644626	3	5464	5990.1982	946.3577	779	1
4_MACS_peak_28481_lociStitched	chr9	139649755	139663106	4	5462	6142.7951	1775.683	780	1
1_MACS_peak_23706_lociStitched	chr6	36645912	36651367	1	5456	8150.861	1239.376	781	1
2_MACS_peak_20162_lociStitched	chr3	169754884	169764308	2	5455	10495.5088	2383.3296	782	1
2_MACS_peak_15282_lociStitched	chr2	64862854	64872730	2	5454	6543.8376	2036.4312	783	1
2_MACS_peak_9377_lociStitched	chr15	101661392	101669144	2	5453	5293.8408	1498.4616	784	1
2_MACS_peak_13655_lociStitched	chr19	16476081	16484028	2	5452	6933.7575	1699.8633	785	1
2_MACS_peak_6006_lociStitched	chr12	26274399	26280005	2	5451	7977.338	1182.3054	786	1
3_MACS_peak_28488_lociStitched	chr9	139736382	139744881	3	5444	6852.7437	1073.4237	787	1
3_MACS_peak_8259_lociStitched	chr15	22460615	22473201	3	5443	13503.5194	2704.7314	788	1
2_MACS_peak_13010_lociStitched	chr19	1469621	1480226	2	5440	8337.651	2074.338	789	1
3_MACS_peak_4891_lociStitched	chr11	65236025	65246080	3	5437	7976.6315	2048.2035	790	1
3_MACS_peak_11156_lociStitched	chr17	29034416	29046905	3	5432	7353.5232	1598.592	791	1
1_MACS_peak_19224_lociStitched	chr3	45634282	45639709	1	5428	6756.615	1100.0529	792	1
2_MACS_peak_28099_lociStitched	chr9	117128072	117136742	2	5428	7092.06	1924.74	793	1
3_MACS_peak_5013_lociStitched	chr11	67226781	67237506	3	5427	6478.9725	1493.9925	794	1
2_MACS_peak_26559_lociStitched	chr8	38238786	38245082	2	5424	7690.564	1434.2288	795	1
2_MACS_peak_28079_lociStitched	chr9	116109874	116115445	2	5422	5528.6604	1298.043	796	1
5_MACS_peak_8179_lociStitched	chr14	105992081	106004928	5	5421	5192.7574	1505.6684	797	1
2_MACS_peak_22305_lociStitched	chr5	112256466	112266461	2	5420	6873.5615	2493.7525	798	1
