REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_25654_lociStitched	chr7	104576504	104586929	3	6980	10870.1475	2397.75	282		LOC723809	LOC723809	LOC723809	0.08180000000000001	282	1
2_MACS_peak_2651_lociStitched	chr1	228268728	228279136	2	9481	11543.5128	3084.9312	283	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	MRPL55	0.6772	283	1
2_MACS_peak_10030_lociStitched	chr16	30661116	30672664	2	6602	10817.0116	2360.4112	284	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	0.5882	284	1
3_MACS_peak_11707_lociStitched	chr17	48225363	48239504	3	8298	10820.6932	2379.9303	285	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	0.3275	285	1
3_MACS_peak_28205_lociStitched	chr9	127623158	127635572	3	7597	10761.6966	2330.1078	286	ARPC5L,RPL35	WDR38	ARPC5L	ARPC5L	0.37170000000000003	286	1
6_MACS_peak_8462_lociStitched	chr15	40330506	40357668	6	9169	13431.609	5000.5242	287	SRP14	BMF	SRP14	BMF	0.4275	287	1
3_MACS_peak_23994_lociStitched	chr6	74220222	74233948	3	7073	11421.4046	3022.4652	288	EEF1A1	MTO1	EEF1A1	EEF1A1	0.5504	288	1
2_MACS_peak_5807_lociStitched	chr12	6641010	6648501	2	7090	10197.4983	1807.5783	289	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	GAPDH	0.6859	289	1
3_MACS_peak_17261_lociStitched	chr20	37498926	37505223	3	5888	10329.5988	1985.4441	290	PPP1R16B	FAM83D	FAM83D	FAM83D	0.08220000000000001	290	1
3_MACS_peak_25281_lociStitched	chr7	73148894	73158757	3	7342	10209.1913	1885.8056	291	WBSCR26,ABHD11	MIR4284,STX1A,CLDN3	ABHD11	ABHD11	0.6698	291	1
4_MACS_peak_3575_lociStitched	chr10	81946682	81966011	4	9414	11868.006	3544.9386	292	ANXA11		ANXA11	ANXA11	0.177	292	1
3_MACS_peak_11061_lociStitched	chr17	21178437	21192552	3	8470	10833.2625	2512.47	293	MAP2K3	C17orf103	MAP2K3	MAP2K3	0.3044	293	1
3_MACS_peak_14019_lociStitched	chr19	39338644	39349046	3	8391	9990.0808	1671.6014	294	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.33999999999999997	294	1
7_MACS_peak_11210_lociStitched	chr17	32690785	32718972	7	13234	14998.3027	6688.7751	295		CCL8,CCL13,CCL1	CCL1	CCL1	0.2066	295	1
2_MACS_peak_28350_lociStitched	chr9	132646404	132657514	2	7681	10613.383	2323.101	296	FNBP1	USP20,C9orf78	USP20	C9orf78	0.18839999999999998	296	1
2_MACS_peak_2097_lociStitched	chr1	181096797	181104905	2	8077	10584.994	2312.4016	297		IER5	IER5	IER5	0.38330000000000003	297	1
3_MACS_peak_8953_lociStitched	chr15	74906242	74920705	3	6312	10991.88	2720.4903	298	CLK3		CLK3	CLK3	0.316	298	1
5_MACS_peak_13330_lociStitched	chr19	7980784	7994578	5	9441	10933.1244	2688.4506	299	LOC645781,SNAPC2,CTXN1,TIMM44	LRRC8E,MAP2K7,FLJ22184,LOC388499	SNAPC2	SNAPC2	0.6282	299	1
1_MACS_peak_22427_lociStitched	chr5	131799224	131804086	1	4863	9625.7876	1383.239	300		IRF1	IRF1	IRF1	0.3524	300	1
3_MACS_peak_81_lociStitched	chr1	2476930	2489259	3	7391	10133.2051	1904.8305	301	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	0.6432	301	1
3_MACS_peak_26068_lociStitched	chr7	150776605	150785680	3	7737	10212.0975	1988.3325	302	AGAP3,FASTK,TMUB1	ACCN3,SLC4A2,CDK5	TMUB1	TMUB1	0.7282	302	1
4_MACS_peak_18496_lociStitched	chr22	38067986	38083264	4	8997	10465.43	2247.3938	303	LGALS1,NOL12	SH3BP1,PDXP,TRIOBP	LGALS1	LGALS1	0.4316	303	1
2_MACS_peak_14309_lociStitched	chr19	47728135	47735281	2	7135	9602.0802	1397.043	304	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	MIR3191	0.8784000000000001	304	1
2_MACS_peak_25602_lociStitched	chr7	101946364	101952207	2	5780	9393.2068	1191.972	305	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.42169999999999996	305	1
3_MACS_peak_22882_lociStitched	chr5	172191677	172205372	3	6680	11135.4045	2971.815	306	DUSP1		DUSP1	DUSP1	0.572	306	1
6_MACS_peak_4697_lociStitched	chr11	59317155	59334016	6	9062	10993.372	2832.648	307		OR4D11,OR4D9,MIR3162,OSBP	MIR3162	OSBP	0.03130000000000001	307	1
2_MACS_peak_14377_lociStitched	chr19	49137346	49150475	2	8277	10580.6611	2432.8037	308	SEC1,DBP,CA11	SPACA4,SPHK2,FUT2,FAM83E,RPL18,NTN5	SEC1	RPL18	0.38029999999999997	308	1
1_MACS_peak_1247_lociStitched	chr1	92947523	92953041	1	5519	8896.6714	753.207	309	GFI1		GFI1	GFI1	0.4411	309	1
2_MACS_peak_27081_lociStitched	chr8	126441172	126449195	2	7975	9998.2626	1864.5452	310	TRIB1		TRIB1	TRIB1	0.5036999999999999	310	1
5_MACS_peak_23623_lociStitched	chr6	33377114	33396889	5	8379	11226.2675	3100.72	311	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	SYNGAP1	SYNGAP1	0.19240000000000002	311	1
2_MACS_peak_20162_lociStitched	chr3	169754884	169764308	2	5455	10495.5088	2383.3296	312	GPR160		GPR160	GPR160	0.17520000000000002	312	1
3_MACS_peak_10872_lociStitched	chr17	8053753	8067410	3	8919	10526.8156	2417.289	313	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	0.6568	313	1
5_MACS_peak_23377_lociStitched	chr6	26183694	26206544	5	10608	12512.66	4419.19	314	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H1E	0.4224	314	1
1_MACS_peak_25729_lociStitched	chr7	113722758	113728723	1	5966	9776.0385	1688.095	315	FOXP2		FOXP2	NONE	NONE	315	1
2_MACS_peak_8289_lociStitched	chr15	23660171	23669138	2	6210	9948.8865	1874.103	316			MKRN3	MKRN3	NONE	316	1
2_MACS_peak_26138_lociStitched	chr7	156802642	156810927	2	4617	9828.4955	1768.019	317	MNX1	MNX1	MNX1	MNX1	0.4246	317	1
4_MACS_peak_15063_lociStitched	chr2	42323225	42333995	4	8423	10422.129	2361.861	318		PKDCC	PKDCC	PKDCC	0.0725	318	1
5_MACS_peak_13510_lociStitched	chr19	12776926	12793685	5	7702	10442.5329	2396.537	319	WDR83,MAN2B1,C19orf56,DHPS	FBXW9,SNORD41,TNPO2	WDR83	WDR83	0.32589999999999997	319	1
5_MACS_peak_1822_lociStitched	chr1	157133024	157152796	5	9289	13223.5136	5186.1956	320		CYCSP52,ETV3	ETV3	ETV3	0.2414	320	1
1_MACS_peak_5070_lociStitched	chr11	69061072	69066777	1	5706	9320.2585	1302.4515	321	MYEOV		MYEOV	MYEOV	0.6708	321	1
3_MACS_peak_18318_lociStitched	chr22	29185642	29198855	3	9258	10829.3748	2824.9394	322	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	0.5241	322	1
5_MACS_peak_12218_lociStitched	chr17	76764860	76779702	5	11572	10895.5122	2894.19	323	CYTH1		CYTH1	CYTH1	0.1916	323	1
3_MACS_peak_5486_lociStitched	chr11	118964497	118979472	3	7424	10853.88	2854.235	324	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	0.45180000000000003	324	1
1_MACS_peak_313_lociStitched	chr1	16991435	16994760	1	3326	9746.24	1769.565	325		MST1P2,CROCCP2	MST1P2	MST1P2	0.6287999999999999	325	1
3_MACS_peak_23616_lociStitched	chr6	33279694	33292598	3	8167	10573.5376	2604.0272	326	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	0.4473	326	1
4_MACS_peak_25072_lociStitched	chr7	44663114	44679690	4	8491	11652.928	3684.8448	327	OGDH	DDX56,TMED4	OGDH	TMED4	0.2321	327	1
3_MACS_peak_6405_lociStitched	chr12	57075041	57084024	3	8470	9864.2323	1896.3113	328	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.3679	328	1
4_MACS_peak_13138_lociStitched	chr19	3544725	3558882	4	7930	10426.6305	2504.3733	329	C19orf28	FZR1,C19orf71,HMG20B,GIPC3,DOHH,TBXA2R	C19orf28	C19orf28	0.3762	329	1
2_MACS_peak_18841_lociStitched	chr22	50962414	50970531	2	6342	9067.5007	1179.4001	330	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,SBF1,LMF2,C22orf41,CPT1B	SCO2	SCO2	0.5506	330	1
2_MACS_peak_21905_lociStitched	chr5	43037098	43043778	2	6433	9547.056	1665.992	331	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	C5orf39	0.708	331	1
1_MACS_peak_417_lociStitched	chr1	23850643	23858426	1	7784	9829.929	1952.7547	332	E2F2	ASAP3,ID3	E2F2	ID3	0.3478	332	1
1_MACS_peak_27838_lociStitched	chr9	93952944	93957420	1	4477	9001.6836	1128.3996	333			LOC100129316	LOC100129316	NONE	333	1
3_MACS_peak_2896_lociStitched	chr10	3817803	3829305	3	8519	10040.0958	2166.9768	334	KLF6		KLF6	KLF6	0.4245	334	1
6_MACS_peak_25003_lociStitched	chr7	38383981	38408385	6	11212	13248.9316	5425.0092	335			TARP	TARP	NONE	335	1
3_MACS_peak_4867_lociStitched	chr11	64877543	64890462	3	7975	10767.9865	2961.0348	336	C11orf2,TM7SF2,MRPL49,ZNHIT2,FAU	ZFPL1,SPDYC,CDCA5,SYVN1	ZNHIT2	ZNHIT2	0.6113	336	1
3_MACS_peak_18232_lociStitched	chr22	23515610	23526563	3	9800	10415.2077	2614.4811	337	BCR	RAB36,RTDR1	BCR	RAB36	0.2921	337	1
1_MACS_peak_20400_lociStitched	chr3	193817183	193822940	1	5758	10293.516	2496.2352	338		HES1	HES1	HES1	1.1300999999999999	338	1
10_MACS_peak_14453_lociStitched	chr19	50595418	50633232	10	30658	18600.7066	10807.2412	339	SNAR-A6,SNAR-A4,SNAR-A8,SNAR-A11,SNAR-A14	FLJ26850,SNAR-B1,SNAR-B2,SNAR-D,IZUMO2	SNAR-B1	SNAR-B1	0.18020000000000003	339	1
2_MACS_peak_3032_lociStitched	chr10	14995142	15003274	2	5100	9247.7104	1455.628	340	MEIG1,DCLRE1C		MEIG1	MEIG1	0.2129	340	1
3_MACS_peak_18957_lociStitched	chr3	13455236	13470539	3	7284	10211.6919	2425.5255	341	NUP210		NUP210	NUP210	0.1231	341	1
2_MACS_peak_25860_lociStitched	chr7	130790061	130796075	2	5913	9728.8478	1945.529	342	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.055800000000000016	342	1
3_MACS_peak_727_lociStitched	chr1	36614347	36627124	3	6814	10153.8819	2399.5206	343	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.16390000000000002	343	1
2_MACS_peak_23044_lociStitched	chr5	180609673	180619752	2	8289	9664.7531	1911.9863	344		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	SNORD96A	0.5395	344	1
6_MACS_peak_28730_lociStitched	chrX	39953224	39969125	6	10616	8821.8748	1076.4977	345	BCOR		BCOR	BCOR	0.132	345	1
1_MACS_peak_321_lociStitched	chr1	17066189	17069165	1	2977	9513.6768	1769.5296	346		ESPNP,MST1P9	ESPNP	ESPNP	0.2258	346	1
4_MACS_peak_18822_lociStitched	chr22	50679281	50691356	4	9277	9885.8025	2150.5575	347	TUBGCP6,HDAC10,MAPK12	SELO,MAPK11	TUBGCP6	TUBGCP6	0.23029999999999998	347	1
1_MACS_peak_13455_lociStitched	chr19	11199533	11207788	1	8256	9456.928	1736.0265	348	LDLR		LDLR	LDLR	0.3153	348	1
2_MACS_peak_10944_lociStitched	chr17	16889545	16895507	2	5755	9458.1168	1748.0584	349		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.21680000000000002	349	1
4_MACS_peak_11267_lociStitched	chr17	34578754	34600093	4	16335	13260.0546	5550.2739	350	TBC1D3C	CCL4L1	TBC1D3C	CCL4L1	0.3247	350	1
3_MACS_peak_22980_lociStitched	chr5	176872099	176885049	3	7844	9812.215	2105.67	351	PRR7,DBN1	GRK6,PFN3,F12,PDLIM7	PRR7	GRK6	0.49760000000000004	351	1
2_MACS_peak_1606_lociStitched	chr1	151161205	151172503	2	6817	10457.4288	2752.1928	352	PIP5K1A,VPS72	TNFAIP8L2,SCNM1,SEMA6C,LYSMD1,TMOD4	PIP5K1A	SCNM1	0.2567	352	1
3_MACS_peak_23219_lociStitched	chr6	10411283	10427298	3	6877	9684.2705	1998.672	353	LOC100130275,TFAP2A	C6orf218	TFAP2A	TFAP2A	0.24519999999999997	353	1
1_MACS_peak_3624_lociStitched	chr10	89621046	89624480	1	3435	8624.1476	940.916	354	PTEN,KILLIN	CFLP1,ATAD1	PTEN	CFLP1	0.029699999999999976	354	1
4_MACS_peak_9441_lociStitched	chr16	761505	778911	4	7072	9757.8036	2074.7952	355	METRN,FAM173A,HAGHL,CCDC78	RHOT2,RHBDL1,STUB1,MSLN,MIR662,JMJD8,WDR24,FBXL16,NARFL	FAM173A	FAM173A	0.47659999999999997	355	1
6_MACS_peak_20238_lociStitched	chr3	181412906	181431510	6	8728	10823.8072	3149.6572	356	SOX2OT,SOX2		SOX2	SOX2	0.36240000000000006	356	1
2_MACS_peak_60_lociStitched	chr1	1709007	1714785	2	5561	9051.8148	1379.2086	357	NADK	SLC35E2,NADK	NADK	SLC35E2	0.41169999999999995	357	1
3_MACS_peak_18573_lociStitched	chr22	39459169	39474417	3	7971	10701.0464	3038.9264	358	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	0.4205	358	1
2_MACS_peak_17763_lociStitched	chr21	32924639	32932959	2	6556	9888.32	2229.76	359	TIAM1		TIAM1	TIAM1	0.0392	359	1
2_MACS_peak_2746_lociStitched	chr1	235112822	235117285	2	3889	8791.6637	1165.2893	360			SNORA14B	SNORA14B	0.27929999999999994	360	1
2_MACS_peak_7484_lociStitched	chr13	111357687	111368846	2	6278	9597.8559	1974.0271	361	ING1,CARS2		ING1	ING1	0.3548	361	1
5_MACS_peak_3718_lociStitched	chr10	99159272	99187297	5	9473	11958.2675	4341.0725	362	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	EXOSC1	0.12470000000000003	362	1
1_MACS_peak_16933_lociStitched	chr20	10650967	10656141	1	5175	8564.5222	954.603	363	JAG1		JAG1	JAG1	0.1595	363	1
6_MACS_peak_9417_lociStitched	chr16	430728	452802	6	8119	10226.8842	2626.806	364	LOC100134368,NME4,DECR2,TMEM8A	RAB11FIP3,AXIN1,MRPL28	NME4	NME4	0.35219999999999996	364	1
2_MACS_peak_15135_lociStitched	chr2	47204807	47214855	2	7561	9628.9984	2038.7392	365	TTC7A	MCFD2	MCFD2	MCFD2	0.13829999999999998	365	1
1_MACS_peak_1799_lociStitched	chr1	156626187	156634366	1	8180	9850.7876	2286.0305	366	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	BCAN	0.3822	366	1
2_MACS_peak_6603_lociStitched	chr12	89739092	89749368	2	7025	10131.1084	2573.1104	367	DUSP6		DUSP6	DUSP6	0.5132000000000001	367	1
2_MACS_peak_3908_lociStitched	chr10	112216725	112225328	2	7057	9614.7128	2072.4627	368		DUSP5	DUSP5	DUSP5	0.40199999999999997	368	1
1_MACS_peak_1942_lociStitched	chr1	163290887	163292506	1	1620	8298.1845	764.8156	369	NUF2		NUF2	NUF2	0.0877	369	1
4_MACS_peak_3464_lociStitched	chr10	74087826	74100886	4	5217	9575.592	2042.584	370	DNAJB12		DNAJB12	DNAJB12	0.35829999999999995	370	1
3_MACS_peak_26545_lociStitched	chr8	37749042	37762250	3	6728	9993.1728	2471.2168	371	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	RAB11FIP1	0.24960000000000002	371	1
2_MACS_peak_10743_lociStitched	chr17	3813703	3820582	2	6501	9342.3699	1837.3809	372	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.40370000000000006	372	1
1_MACS_peak_9836_lociStitched	chr16	21528328	21533541	1	5214	9502.7777	2001.792	373	SLC7A5P2	LOC100271836	SLC7A5P2	SLC7A5P2	0.6968000000000001	373	1
4_MACS_peak_27909_lociStitched	chr9	98268197	98279902	4	8795	8982.417	1488.876	374	PTCH1		PTCH1	PTCH1	0.16999999999999998	374	1
4_MACS_peak_19371_lociStitched	chr3	50373432	50389006	4	6775	10211.8718	2725.45	375	CYB561D2,RASSF1,ZMYND10,NPRL2	IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2,TMEM115	ZMYND10	TUSC2	0.509	375	1
1_MACS_peak_14943_lociStitched	chr2	28612696	28616943	1	4248	8205.6287	723.2641	376	FOSL2		FOSL2	FOSL2	0.2675	376	1
2_MACS_peak_23864_lociStitched	chr6	45386906	45392585	2	5602	8619.5862	1142.0469	377	RUNX2	SUPT3H	RUNX2	RUNX2	0.01730000000000001	377	1
1_MACS_peak_1054_lociStitched	chr1	59247160	59252107	1	4948	8641.9143	1182.8277	378	LOC100131060,JUN		JUN	JUN	0.5528	378	1
4_MACS_peak_9097_lociStitched	chr15	81585444	81595565	4	7029	10185.7744	2737.7305	379	IL16	STARD5	IL16	STARD5	0.2131	379	1
1_MACS_peak_18005_lociStitched	chr21	45659760	45664925	1	5166	9213.8435	1776.76	380	ICOSLG	AIRE,DNMT3L	ICOSLG	ICOSLG	0.4327	380	1
2_MACS_peak_380_lociStitched	chr1	21615638	21622177	2	6103	8766.8373	1332.6482	381	ECE1	ECE1	ECE1	ECE1	0.1441	381	1
4_MACS_peak_18592_lociStitched	chr22	39704379	39717245	4	9570	10110.1028	2676.128	382	RPL3,SNORD83B,SNORD83A,RNU86,SNORD43	SYNGR1	SNORD83A	SNORD83A	0.6349	382	1
2_MACS_peak_7536_lociStitched	chr13	114784310	114794245	2	6170	9386.588	1953.221	383	RASA3		RASA3	RASA3	0.26749999999999996	383	1
2_MACS_peak_17966_lociStitched	chr21	44725465	44734075	2	6513	9917.859	2487.429	384			SIK1	SIK1	0.596	384	1
3_MACS_peak_6400_lociStitched	chr12	57022505	57031221	3	7615	9462.9612	2034.3144	385	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	ATP5B	0.3679	385	1
4_MACS_peak_22948_lociStitched	chr5	175962982	175978464	4	7126	9807.847	2393.5172	386	CDHR2,RNF44		CDHR2	CDHR2	0.1704	386	1
2_MACS_peak_2597_lociStitched	chr1	226062885	226071947	2	8067	10204.7182	2811.9386	387	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	0.43119999999999997	387	1
3_MACS_peak_464_lociStitched	chr1	25558190	25574851	3	7509	10411.4589	3022.3054	388	SYF2,C1orf63	RHD	C1orf63	C1orf63	0.35250000000000004	388	1
2_MACS_peak_5506_lociStitched	chr11	119592137	119600902	2	6684	8708.904	1331.4035	389	PVRL1		PVRL1	PVRL1	0.2283	389	1
3_MACS_peak_23436_lociStitched	chr6	27791328	27807522	3	6262	10161.735	2785.368	390	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	0.5432	390	1
1_MACS_peak_20073_lociStitched	chr3	152877682	152881656	1	3975	8345.7974	973.2326	391	RAP2B		RAP2B	RAP2B	0.4396	391	1
4_MACS_peak_10770_lociStitched	chr17	4692443	4710882	4	6188	9709.9774	2343.5969	392	GLTPD2,PSMB6,PLD2	ZMYND15,TM4SF5,MINK1,CXCL16,VMO1	PSMB6	VMO1	0.3331	392	1
2_MACS_peak_10832_lociStitched	chr17	7208787	7219702	2	7862	9506.965	2143.706	393	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	EIF5A	0.5012000000000001	393	1
4_MACS_peak_10598_lociStitched	chr16	89033764	89045690	4	7313	8652.313	1290.3932	394	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.12019999999999999	394	1
2_MACS_peak_1528_lociStitched	chr1	148240559	148248458	2	7191	9778.962	2431.3122	395		PPIAL4D	PPIAL4D	NONE	NONE	395	1
5_MACS_peak_585_lociStitched	chr1	28827205	28846224	5	9097	10749.5388	3415.8124	396	RCC1,SNHG3	TRNAU1AP	RCC1	TRNAU1AP	0.30700000000000005	396	1
1_MACS_peak_20093_lociStitched	chr3	156391348	156394290	1	2943	8207.0032	880.2464	397	TIPARP,LOC100287227	TIPARP	TIPARP	TIPARP	0.1212	397	1
7_MACS_peak_7951_lociStitched	chr14	77488476	77507543	7	10818	9167.4136	1845.6856	398	C14orf4		C14orf4	C14orf4	0.36970000000000003	398	1
1_MACS_peak_25660_lociStitched	chr7	104651994	104656122	1	4129	8603.5776	1306.512	399	MLL5,LOC100216545		LOC100216545	LOC100216545	0.5596	399	1
1_MACS_peak_18651_lociStitched	chr22	41839087	41845086	1	6000	8781.9361	1485.3524	400	TOB2	ACO2,PHF5A	TOB2	TOB2	0.37429999999999997	400	1
3_MACS_peak_16364_lociStitched	chr2	202116295	202126960	3	7172	9473.7195	2187.3915	401	CASP8		CASP8	CASP8	0.1813	401	1
1_MACS_peak_26026_lociStitched	chr7	148822379	148825228	1	2850	8050.7042	765.2414	402	ZNF398,ZNF425	ZNF398,ZNF786	ZNF398	ZNF786	0.3245	402	1
1_MACS_peak_25896_lociStitched	chr7	134853149	134857205	1	4057	8532.2016	1252.4928	403	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	0.5456	403	1
3_MACS_peak_14229_lociStitched	chr19	45922096	45932403	3	6968	9125.8178	1857.3214	404	ERCC1	CD3EAP,FOSB,ERCC2,PPP1R13L	ERCC1	FOSB	0.43600000000000005	404	1
3_MACS_peak_5599_lociStitched	chr11	126172446	126189816	3	9047	10694.709	3439.26	405	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.1819	405	1
3_MACS_peak_1760_lociStitched	chr1	156060122	156077430	3	7797	11440.588	4188.536	406		ROBLD3,RAB25,LMNA,SEMA4A,UBQLN4,MEX3A	LMNA	SEMA4A	0.5751999999999999	406	1
3_MACS_peak_18581_lociStitched	chr22	39539530	39549697	3	8194	9234.6861	1998.8322	407	CBX7	APOBEC3H	CBX7	CBX7	0.294	407	1
3_MACS_peak_4231_lociStitched	chr11	2547639	2555641	3	4781	8593.3478	1359.5398	408	KCNQ1		KCNQ1	KCNQ1	0.08650000000000001	408	1
6_MACS_peak_13727_lociStitched	chr19	18207869	18231172	6	9072	10379.1562	3148.2353	409	MAST3	PIK3R2,IL12RB1	MAST3	PIK3R2	0.25760000000000005	409	1
1_MACS_peak_17981_lociStitched	chr21	45134760	45141073	1	6314	8838.8313	1612.3402	410	PDXK		PDXK	PDXK	0.2828	410	1
3_MACS_peak_5472_lociStitched	chr11	118738733	118744042	3	4891	8345.2171	1120.199	411		CXCR5,BCL9L	CXCR5	BCL9L	0.20409999999999998	411	1
3_MACS_peak_13942_lociStitched	chr19	36230875	36240211	3	7426	9089.5296	1867.2	412	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	U2AF1L4	0.6023	412	1
1_MACS_peak_27589_lociStitched	chr9	42250237	42256704	1	6468	8440.0817	1220.9696	413			FAM95B1	FAM95B1	NONE	413	1
2_MACS_peak_12939_lociStitched	chr19	795370	805855	2	5891	9180.666	1978.5195	414	PTBP1	C19orf21,MIR3187,AZU1,PRTN3,ELANE,LPPR3	PTBP1	PTBP1	0.40670000000000006	414	1
2_MACS_peak_27250_lociStitched	chr8	145010027	145018852	2	7468	9000.6175	1806.4775	415	PLEC	GRINA,MIR661,PARP10	PLEC	PARP10	0.5457000000000001	415	1
4_MACS_peak_13742_lociStitched	chr19	18382934	18394240	4	8948	9145.4234	1953.6768	416	MIR3188,KIAA1683,JUND	PDE4C,LOC729966,LSM4	KIAA1683	LSM4	0.2874	416	1
3_MACS_peak_12159_lociStitched	chr17	75314931	75328881	3	6382	9547.38	2356.155	417	SEPT9	SEPT9	SEPT9	SEPT9	0.1522	417	1
1_MACS_peak_27969_lociStitched	chr9	102581304	102587670	1	6367	8484.6048	1293.5712	418	NR4A3	NR4A3	NR4A3	NR4A3	0.12539999999999998	418	1
2_MACS_peak_17933_lociStitched	chr21	43647562	43655852	2	6333	9908.208	2718.291	419	ABCG1		ABCG1	ABCG1	0.19499999999999998	419	1
1_MACS_peak_2602_lociStitched	chr1	226127896	226133674	1	5779	9193.3758	2012.4774	420	LEFTY2	PYCR2	LEFTY2	LEFTY2	0.5568000000000001	420	1
1_MACS_peak_20495_lociStitched	chr3	197460502	197465239	1	4738	9054.7755	1873.9572	421	KIAA0226	FYTTD1	KIAA0226	KIAA0226	0.19199999999999998	421	1
2_MACS_peak_27180_lociStitched	chr8	141518731	141529078	2	4895	8602.4958	1439.2677	422	CHRAC1		CHRAC1	CHRAC1	0.46730000000000005	422	1
1_MACS_peak_13923_lociStitched	chr19	35738076	35741195	1	3120	7844.9088	683.9967	423	LSR	USF2,HAMP,MAG,FAM187B	LSR	LSR	0.3568	423	1
4_MACS_peak_13317_lociStitched	chr19	7690415	7709272	4	5988	10812.6038	3671.4579	424	LOC100131801,STXBP2,XAB2,PCP2	KIAA1543,RETN,C19orf59,TRAPPC5	PCP2	PCP2	0.42680000000000007	424	1
1_MACS_peak_13282_lociStitched	chr19	6735748	6741720	1	5973	9124.6188	1984.4956	425	TRIP10,GPR108	VAV1,C3,SH2D3A	TRIP10	TRIP10	0.42799999999999994	425	1
2_MACS_peak_25114_lociStitched	chr7	47513385	47522258	2	8854	9371.6626	2232.4468	426	TNS3		TNS3	TNS3	0.0682	426	1
2_MACS_peak_28276_lociStitched	chr9	130732076	130744082	2	7309	9497.9466	2361.5802	427	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	PIP5KL1	0.5023	427	1
2_MACS_peak_15785_lociStitched	chr2	112456047	112465002	2	8602	9547.821	2416.9545	428			ANAPC1	ANAPC1	NONE	428	1
2_MACS_peak_26429_lociStitched	chr8	26428481	26437209	2	6791	9311.9032	2186.364	429	DPYSL2		DPYSL2	DPYSL2	0.07490000000000001	429	1
3_MACS_peak_17115_lociStitched	chr20	31255108	31270678	3	8715	10045.764	2922.489	430		C20orf203	C20orf203	C20orf203	0.04930000000000001	430	1
