REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_12919_lociStitched	chr19	505848	514724	2	7719	11647.9748	2592.6796	324	C19orf20	MADCAM1,CDC34,GZMM,SHC2,ODF3L2	C19orf20	324	1
6_MACS_peak_8034_lociStitched	chr14	91854308	91867148	6	7705	7547.352	1562.628	325	CCDC88C		CCDC88C	325	1
5_MACS_peak_13510_lociStitched	chr19	12776926	12793685	5	7702	10442.5329	2396.537	326	WDR83,MAN2B1,C19orf56,DHPS	FBXW9,SNORD41,TNPO2	WDR83	326	1
4_MACS_peak_10660_lociStitched	chr17	1010905	1027183	4	7700	8843.8374	2793.3048	327	ABR		ABR	327	1
2_MACS_peak_28350_lociStitched	chr9	132646404	132657514	2	7681	10613.383	2323.101	328	FNBP1	USP20,C9orf78	USP20	328	1
2_MACS_peak_20359_lociStitched	chr3	187455030	187464057	2	7680	9343.8477	2220.642	329	BCL6	LOC100131635,RTP2,BCL6	BCL6	329	1
2_MACS_peak_2286_lociStitched	chr1	203288829	203297737	2	7662	16033.5092	3596.1596	330		BTG2,LOC730227,FMOD	BTG2	330	1
3_MACS_peak_17541_lociStitched	chr20	56047784	56057811	3	7642	8733.517	2292.1722	331		CTCFL	CTCFL	331	1
4_MACS_peak_12358_lociStitched	chr17	80447536	80458147	4	7639	8551.4049	1975.7682	332		NARF,FOXK2,C17orf62	FOXK2	332	1
5_MACS_peak_29153_lociStitched	chrX	128903153	128920967	5	7624	8684.325	2045.0472	333	XPNPEP2,SASH3		SASH3	333	1
3_MACS_peak_23160_lociStitched	chr6	5996061	6009901	3	7623	9085.96	2085.688	334	NRN1		NRN1	334	1
3_MACS_peak_6400_lociStitched	chr12	57022505	57031221	3	7615	9462.9612	2034.3144	335	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	335	1
3_MACS_peak_28205_lociStitched	chr9	127623158	127635572	3	7597	10761.6966	2330.1078	336	ARPC5L,RPL35	WDR38	ARPC5L	336	1
4_MACS_peak_21827_lociStitched	chr5	32530703	32543814	4	7596	9732.2953	2887.0422	337		SUB1	SUB1	337	1
4_MACS_peak_515_lociStitched	chr1	27018327	27029672	4	7590	11078.3925	2440.3095	338	ARID1A		ARID1A	338	1
2_MACS_peak_12967_lociStitched	chr19	1036156	1045121	2	7568	13343.506	2381.104	339	CNN2,ABCA7	GRIN3B,HMHA1,C19orf6	ABCA7	339	1
6_MACS_peak_4286_lociStitched	chr11	6624185	6644158	6	7565	9622.9914	3345.4775	340	ILK,RRP8,TAF10,TPP1,DCHS1		TAF10	340	1
2_MACS_peak_15135_lociStitched	chr2	47204807	47214855	2	7561	9628.9984	2038.7392	341	TTC7A	MCFD2	MCFD2	341	1
4_MACS_peak_23539_lociStitched	chr6	31157783	31172800	4	7560	9783.5755	2784.1518	342	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	342	1
4_MACS_peak_9705_lociStitched	chr16	11826595	11837774	4	7549	8498.2758	2380.0091	343	TXNDC11		TXNDC11	343	1
2_MACS_peak_2612_lociStitched	chr1	226308178	226316833	2	7543	12620.721	2897.694	344			ACBD3	344	1
4_MACS_peak_21562_lociStitched	chr4	185330296	185348988	4	7541	9086.1812	3824.3832	345	IRF2		IRF2	345	1
4_MACS_peak_19878_lociStitched	chr3	128995033	129002912	4	7537	6449.7494	1768.0476	346	COPG,C3orf37	C3orf47,H1FX	C3orf37	346	1
2_MACS_peak_12288_lociStitched	chr17	79477468	79487387	2	7532	8123.661	1454.1254	347	ACTG1	FSCN2,C17orf70	ACTG1	347	1
3_MACS_peak_9433_lociStitched	chr16	685079	700305	3	7524	10580.5474	1722.0606	348	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	348	1
5_MACS_peak_13442_lociStitched	chr19	10974692	10990402	5	7517	8155.061	2381.636	349	C19orf38,CARM1	C19orf52,MIR199A1,TMED1,YIPF2	CARM1	349	1
3_MACS_peak_464_lociStitched	chr1	25558190	25574851	3	7509	10411.4589	3022.3054	350	SYF2,C1orf63	RHD	C1orf63	350	1
2_MACS_peak_11917_lociStitched	chr17	63552343	63561097	2	7502	6074.4006	1097.7516	351	AXIN2		AXIN2	351	1
4_MACS_peak_4766_lociStitched	chr11	62357540	62370485	4	7497	11382.5385	2574.7605	352	TUT1,MTA2,EML3	ROM1,AHNAK,EEF1G,B3GAT3,GANAB	TUT1	352	1
2_MACS_peak_17395_lociStitched	chr20	46386640	46397928	2	7480	8065.276	2158.2656	353	SULF2		SULF2	353	1
2_MACS_peak_17088_lociStitched	chr20	30304818	30312400	2	7468	7205.1746	1916.7296	354	BCL2L1	TPX2	BCL2L1	354	1
2_MACS_peak_27250_lociStitched	chr8	145010027	145018852	2	7468	9000.6175	1806.4775	355	PLEC	GRINA,MIR661,PARP10	PLEC	355	1
3_MACS_peak_26019_lociStitched	chr7	148676252	148685556	3	7459	6213.2112	2496.2632	356		PDIA4	PDIA4	356	1
3_MACS_peak_10815_lociStitched	chr17	6915234	6927900	3	7454	12752.1288	2406.54	357	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR497	357	1
2_MACS_peak_15948_lociStitched	chr2	133024362	133031956	2	7442	15565.4218	6175.4408	358		MIR663B,ANKRD30BL	ANKRD30BL	358	1
5_MACS_peak_4238_lociStitched	chr11	2905430	2924252	5	7434	8995.0338	2554.1454	359	SLC22A18,CDKN1C,SLC22A18AS	KCNQ1DN,PHLDA2	SLC22A18	359	1
3_MACS_peak_13942_lociStitched	chr19	36230875	36240211	3	7426	9089.5296	1867.2	360	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	360	1
3_MACS_peak_5486_lociStitched	chr11	118964497	118979472	3	7424	10853.88	2854.235	361	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	361	1
3_MACS_peak_11520_lociStitched	chr17	42287413	42300290	3	7414	8804.0049	1979.1949	362	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	362	1
3_MACS_peak_5093_lociStitched	chr11	71414521	71426752	3	7406	6316.0884	3199.6296	363			FAM86C	363	1
1_MACS_peak_8881_lociStitched	chr15	70387298	70394699	1	7402	10684.8237	1503.1431	364	TLE3	MIR629	TLE3	364	1
3_MACS_peak_1660_lociStitched	chr1	153755360	153770654	3	7398	12157.2006	3607.8546	365		SLC27A3	SLC27A3	365	1
3_MACS_peak_591_lociStitched	chr1	28902727	28914073	3	7391	8141.8896	2361.1026	366	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	366	1
3_MACS_peak_81_lociStitched	chr1	2476930	2489259	3	7391	10133.2051	1904.8305	367	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	367	1
2_MACS_peak_22978_lociStitched	chr5	176852299	176859716	2	7364	10498.7635	1727.4193	368	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	368	1
3_MACS_peak_25281_lociStitched	chr7	73148894	73158757	3	7342	10209.1913	1885.8056	369	WBSCR26,ABHD11	MIR4284,STX1A,CLDN3	ABHD11	369	1
3_MACS_peak_11629_lociStitched	chr17	46088742	46104484	3	7327	7548.289	2441.5842	370	COPZ2	CDK5RAP3,NFE2L1,MIR152	MIR152	370	1
4_MACS_peak_10598_lociStitched	chr16	89033764	89045690	4	7313	8652.313	1290.3932	371	CBFA2T3	CBFA2T3	CBFA2T3	371	1
2_MACS_peak_28276_lociStitched	chr9	130732076	130744082	2	7309	9497.9466	2361.5802	372	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	372	1
2_MACS_peak_19323_lociStitched	chr3	49054883	49067369	2	7292	12276.2352	2652.0264	373	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	373	1
3_MACS_peak_18228_lociStitched	chr22	23478091	23488541	3	7284	8293.12	2641.76	374	RAB36,RTDR1	BCR	RTDR1	374	1
3_MACS_peak_18957_lociStitched	chr3	13455236	13470539	3	7284	10211.6919	2425.5255	375	NUP210		NUP210	375	1
3_MACS_peak_3818_lociStitched	chr10	104153334	104164552	3	7265	11078.8968	2086.548	376	NFKB2,PSD	FBXL15,MIR146B,CUEDC2,C10orf95	NFKB2	376	1
4_MACS_peak_9511_lociStitched	chr16	2550389	2571792	4	7261	9006.3824	2878.7035	377	TBC1D24,ATP6V0C,AMDHD2	C16orf59,NTN3,PDPK1,CEMP1,MIR3178	ATP6V0C	377	1
2_MACS_peak_24664_lociStitched	chr7	2439122	2447370	2	7239	8504.5128	1393.0872	378	CHST12	EIF3B	CHST12	378	1
4_MACS_peak_1402_lociStitched	chr1	118142047	118154597	4	7225	5523.255	1723.115	379	FAM46C		FAM46C	379	1
4_MACS_peak_316_lociStitched	chr1	17022224	17035048	4	7212	7980.3752	3103.408	380	ESPNP		ESPNP	380	1
2_MACS_peak_14551_lociStitched	chr19	55764360	55771979	2	7211	8528.7086	1822.4648	381	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	381	1
2_MACS_peak_1528_lociStitched	chr1	148240559	148248458	2	7191	9778.962	2431.3122	382		PPIAL4D	PPIAL4D	382	1
1_MACS_peak_15579_lociStitched	chr2	91813604	91820784	1	7181	9997.432	5377.82	383		LOC654342	LOC654342	383	1
2_MACS_peak_23330_lociStitched	chr6	21586979	21597410	2	7177	8124.7059	1506.2364	384	SOX4		SOX4	384	1
3_MACS_peak_16364_lociStitched	chr2	202116295	202126960	3	7172	9473.7195	2187.3915	385	CASP8		CASP8	385	1
4_MACS_peak_25057_lociStitched	chr7	44075492	44086989	4	7157	6911.9964	2221.2204	386	FLJ35390,DBNL,RASA4P	SPDYE1,POLR2J4,PGAM2,POLM	RASA4P	386	1
2_MACS_peak_23910_lociStitched	chr6	52430640	52442797	2	7155	8998.6114	2712.2267	387	TRAM2		TRAM2	387	1
4_MACS_peak_21056_lociStitched	chr4	84133260	84143936	4	7151	7160.3932	2245.1628	388			COQ2	388	1
2_MACS_peak_1559_lociStitched	chr1	149821561	149833969	2	7146	17693.808	3561.096	389	HIST2H2AA4,HIST2H3A,HIST2H2BC,HIST2H4B	HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	389	1
2_MACS_peak_20204_lociStitched	chr3	176909381	176920111	2	7139	8891.951	2961.48	390	TBL1XR1		TBL1XR1	390	1
2_MACS_peak_14309_lociStitched	chr19	47728135	47735281	2	7135	9602.0802	1397.043	391	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	391	1
2_MACS_peak_907_lociStitched	chr1	45186166	45198317	2	7134	7777.8551	2013.4207	392	C1orf228	KIF2C,RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,TMEM53	KIF2C	392	1
4_MACS_peak_22948_lociStitched	chr5	175962982	175978464	4	7126	9807.847	2393.5172	393	CDHR2,RNF44		CDHR2	393	1
2_MACS_peak_13643_lociStitched	chr19	16220957	16231769	2	7122	11028.24	2351.61	394	RAB8A	TPM4,HSH2D	RAB8A	394	1
2_MACS_peak_1475_lociStitched	chr1	145448731	145457928	2	7118	9552.9239	3214.3515	395	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	395	1
2_MACS_peak_10713_lociStitched	chr17	2294925	2305825	2	7118	11347.99	1664.43	396	MNT	LOC284009	MNT	396	1
3_MACS_peak_2686_lociStitched	chr1	230238961	230248755	3	7109	9213.2158	2954.8498	397	GALNT2		GALNT2	397	1
1_MACS_peak_20348_lociStitched	chr3	186712880	186719981	1	7102	7756.4223	2858.1525	398	ST6GAL1	ST6GAL1	ST6GAL1	398	1
3_MACS_peak_18875_lociStitched	chr3	5018429	5029356	3	7102	8786.4007	1769.0813	399	BHLHE40		BHLHE40	399	1
2_MACS_peak_5807_lociStitched	chr12	6641010	6648501	2	7090	10197.4983	1807.5783	400	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	400	1
4_MACS_peak_11881_lociStitched	chr17	62131566	62141764	4	7088	5480.4052	1758.1352	401	ERN1	ICAM2	ICAM2	401	1
3_MACS_peak_23994_lociStitched	chr6	74220222	74233948	3	7073	11421.4046	3022.4652	402	EEF1A1	MTO1	EEF1A1	402	1
4_MACS_peak_9441_lociStitched	chr16	761505	778911	4	7072	9757.8036	2074.7952	403	METRN,FAM173A,HAGHL,CCDC78	RHOT2,RHBDL1,STUB1,MSLN,MIR662,JMJD8,WDR24,FBXL16,NARFL	FAM173A	403	1
2_MACS_peak_3908_lociStitched	chr10	112216725	112225328	2	7057	9614.7128	2072.4627	404		DUSP5	DUSP5	404	1
4_MACS_peak_12084_lociStitched	chr17	73850874	73862155	4	7044	9096.9984	2089.2412	405	WBP2	UNC13D,TRIM47,TRIM65,MRPL38	WBP2	405	1
2_MACS_peak_4787_lociStitched	chr11	62598226	62610470	2	7042	12175.4336	2478.1856	406	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	406	1
2_MACS_peak_326_lociStitched	chr1	17221555	17233304	2	7035	15803.5799	4671.4024	407		CROCC	CROCC	407	1
2_MACS_peak_3828_lociStitched	chr10	104401469	104413231	2	7033	10858.6784	1781.943	408	TRIM8		TRIM8	408	1
4_MACS_peak_9097_lociStitched	chr15	81585444	81595565	4	7029	10185.7744	2737.7305	409	IL16	STARD5	IL16	409	1
4_MACS_peak_17063_lociStitched	chr20	25833843	25844668	4	7029	5909.3675	2016.6975	410			FAM182B	410	1
2_MACS_peak_27150_lociStitched	chr8	134508382	134515819	2	7028	7881.7326	2057.8179	411	ST3GAL1		ST3GAL1	411	1
2_MACS_peak_6603_lociStitched	chr12	89739092	89749368	2	7025	10131.1084	2573.1104	412	DUSP6		DUSP6	412	1
3_MACS_peak_13168_lociStitched	chr19	4060958	4069809	3	7024	5645.1678	1154.1704	413	ZBTB7A		ZBTB7A	413	1
1_MACS_peak_15215_lociStitched	chr2	60776185	60783206	1	7022	9851.1651	1213.2288	414	BCL11A		BCL11A	414	1
3_MACS_peak_20438_lociStitched	chr3	195350795	195363920	3	7019	12723.375	3199.875	415		SDHAP2,APOD	SDHAP2	415	1
2_MACS_peak_11309_lociStitched	chr17	36335361	36342605	2	7017	5942.9776	2216.664	416	TBC1D3,TBC1D3F		TBC1D3	416	1
3_MACS_peak_4815_lociStitched	chr11	63948811	63959261	3	7012	8319.245	1886.225	417	STIP1	FERMT3,NUDT22,DNAJC4,VEGFB,FKBP2,MACROD1,TRPT1	STIP1	417	1
2_MACS_peak_8177_lociStitched	chr14	105946946	105958485	2	7008	9913.1549	1434.2977	418	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	418	1
4_MACS_peak_20154_lociStitched	chr3	169480600	169491969	4	7006	12530.9118	2963.8983	419	MYNN,TERC,ARPM1	MYNN,LRRIQ4,LRRC34	ARPM1	419	1
2_MACS_peak_15577_lociStitched	chr2	91757202	91764785	2	6985	6172.562	3457.0897	420			LOC654342	420	1
4_MACS_peak_10973_lociStitched	chr17	17725626	17744313	4	6984	12467.9664	2866.5858	421	SREBF1	SMCR5,MIR33B	SREBF1	421	1
3_MACS_peak_25654_lociStitched	chr7	104576504	104586929	3	6980	10870.1475	2397.75	422		LOC723809	LOC723809	422	1
3_MACS_peak_13423_lociStitched	chr19	10608503	10616757	3	6975	7563.1402	1326.4178	423	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	423	1
3_MACS_peak_4903_lociStitched	chr11	65336926	65344494	3	6974	8514	1674.0416	424	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	424	1
3_MACS_peak_4881_lociStitched	chr11	65148295	65157255	3	6974	7786.24	1830.528	425	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	425	1
3_MACS_peak_2653_lociStitched	chr1	228288540	228300516	3	6973	11682.588	2656.2768	426	C1orf35,MRPL55	ARF1,MIR3620,GUK1,GJC2	MRPL55	426	1
3_MACS_peak_13773_lociStitched	chr19	19050448	19062947	3	6972	8791.7966	2374.81	427	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	427	1
3_MACS_peak_14311_lociStitched	chr19	47742306	47751315	3	6971	7821.6138	1904.5026	428		MIR3190,CCDC9,PRR24,MIR3191,BBC3	BBC3	428	1
3_MACS_peak_14229_lociStitched	chr19	45922096	45932403	3	6968	9125.8178	1857.3214	429	ERCC1	CD3EAP,FOSB,ERCC2,PPP1R13L	ERCC1	429	1
1_MACS_peak_8985_lociStitched	chr15	75490783	75497749	1	6967	7827.6942	1627.9542	430	C15orf39		C15orf39	430	1
4_MACS_peak_22589_lociStitched	chr5	140886814	140894270	4	6942	5715.024	1278.704	431	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7	PCDHGC4,PCDHGC5	PCDHGC5	431	1
4_MACS_peak_13407_lociStitched	chr19	10397230	10406908	4	6939	5981.004	1334.5962	432	ICAM1,ICAM4,ICAM5	MRPL4,ZGLP1,FDX1L,RAVER1,ICAM3	ICAM5	432	1
3_MACS_peak_10656_lociStitched	chr17	977978	985503	3	6929	6324.01	1395.135	433	ABR		ABR	433	1
3_MACS_peak_3783_lociStitched	chr10	102819816	102831733	3	6925	9267.8509	2259.4632	434	KAZALD1	SFXN3,PDZD7	KAZALD1	434	1
3_MACS_peak_10825_lociStitched	chr17	7136996	7147008	3	6924	9191.016	2154.5824	435	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	435	1
2_MACS_peak_1534_lociStitched	chr1	148760031	148767989	2	6905	6967.229	1872.5174	436			PPIAL4E	436	1
3_MACS_peak_9256_lociStitched	chr15	90721348	90735793	3	6891	9366.138	2611.656	437	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	437	1
3_MACS_peak_23219_lociStitched	chr6	10411283	10427298	3	6877	9684.2705	1998.672	438	LOC100130275,TFAP2A	C6orf218	TFAP2A	438	1
3_MACS_peak_25770_lociStitched	chr7	121944069	121957464	3	6875	8635.7565	2482.0935	439	LOC154860,FEZF1		FEZF1	439	1
3_MACS_peak_2400_lociStitched	chr1	207994747	208005854	3	6868	9585.341	3492.0408	440	LOC148696	MIR29C,MIR29B2	LOC148696	440	1
4_MACS_peak_9536_lociStitched	chr16	3009072	3020957	4	6868	7758.528	1428.577	441	KREMEN2,PAQR4	FLYWCH1,LOC283875,CLDN9,TNFRSF12A,PKMYT1,CLDN6	KREMEN2	441	1
2_MACS_peak_1406_lociStitched	chr1	118165141	118177078	2	6847	6512.8272	2046.0018	442	FAM46C		FAM46C	442	1
2_MACS_peak_1532_lociStitched	chr1	148598012	148605797	2	6846	6382.143	1660.5405	443		NBPF15,NBPF16,PPIAL4E	NBPF16	443	1
4_MACS_peak_11572_lociStitched	chr17	43517295	43531713	4	6839	8917.533	2663.0046	444	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	444	1
3_MACS_peak_4864_lociStitched	chr11	64850751	64864578	3	6838	11144.562	2387.9229	445	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	445	1
2_MACS_peak_13327_lociStitched	chr19	7929807	7937479	2	6833	7782.4768	1829.0048	446	EVI5L,FLJ22184	LRRC8E,MAP2K7,LOC645781,SNAPC2,LOC388499	FLJ22184	446	1
1_MACS_peak_26671_lociStitched	chr8	58119798	58126628	1	6831	4149.908	2406.209	447			C8orf71	447	1
2_MACS_peak_1606_lociStitched	chr1	151161205	151172503	2	6817	10457.4288	2752.1928	448	PIP5K1A,VPS72	TNFAIP8L2,SCNM1,SEMA6C,LYSMD1,TMOD4	PIP5K1A	448	1
3_MACS_peak_23596_lociStitched	chr6	32156938	32166063	3	6815	8528.225	1879.75	449	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	449	1
3_MACS_peak_727_lociStitched	chr1	36614347	36627124	3	6814	10153.8819	2399.5206	450	MAP7D1,TRAPPC3	COL8A2	MAP7D1	450	1
4_MACS_peak_22655_lociStitched	chr5	148205028	148214905	4	6812	7708.0108	2318.1319	451	ADRB2		ADRB2	451	1
3_MACS_peak_13532_lociStitched	chr19	12991147	13003183	3	6807	11981.838	2208.606	452	GCDH,DNASE2,KLF1	MAST1,CALR,RTBDN,SYCE2,FARSA	KLF1	452	1
2_MACS_peak_25839_lociStitched	chr7	129418189	129425969	2	6803	7913.038	1413.626	453		MIR182,MIR96,MIR183	MIR183	453	1
2_MACS_peak_26429_lociStitched	chr8	26428481	26437209	2	6791	9311.9032	2186.364	454	DPYSL2		DPYSL2	454	1
4_MACS_peak_8520_lociStitched	chr15	41230026	41246783	4	6786	8931.481	2560.4696	455	DLL4,CHAC1	VPS18	CHAC1	455	1
3_MACS_peak_4133_lociStitched	chr10	135201417	135215418	3	6781	8662.4187	2084.7489	456	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	456	1
1_MACS_peak_11281_lociStitched	chr17	34744031	34750809	1	6779	5993.1076	2202.85	457	TBC1D3H,TBC1D3C		TBC1D3H	457	1
2_MACS_peak_8229_lociStitched	chr15	20557055	20564534	2	6778	7176.1005	2229.4899	458			HERC2P3	458	1
2_MACS_peak_16634_lociStitched	chr2	232570762	232579439	2	6777	7965.486	1079.4188	459	PTMA,MIR1244-1		PTMA	459	1
4_MACS_peak_19371_lociStitched	chr3	50373432	50389006	4	6775	10211.8718	2725.45	460	CYB561D2,RASSF1,ZMYND10,NPRL2	IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2,TMEM115	ZMYND10	460	1
4_MACS_peak_27842_lociStitched	chr9	94182859	94192497	4	6768	8087.2458	2156.9844	461	NFIL3		NFIL3	461	1
3_MACS_peak_11257_lociStitched	chr17	34492782	34502631	3	6752	6666.7881	2698.626	462	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	462	1
2_MACS_peak_27696_lociStitched	chr9	73026785	73036474	2	6750	13390.198	1876.7593	463	KLF9		KLF9	463	1
3_MACS_peak_17920_lociStitched	chr21	43282446	43289587	3	6736	6063.4231	1692.417	464	PRDM15		PRDM15	464	1
3_MACS_peak_26545_lociStitched	chr8	37749042	37762250	3	6728	9993.1728	2471.2168	465	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	465	1
2_MACS_peak_13921_lociStitched	chr19	35695703	35705987	2	6724	13982.1264	2494.8984	466		FXYD5,LSR,FAM187B	FAM187B	466	1
3_MACS_peak_16503_lociStitched	chr2	219260062	219272059	3	6722	10345.0131	1677.1806	467	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	CTDSP1	467	1
4_MACS_peak_14739_lociStitched	chr2	10574825	10589744	4	6722	9585.4575	2689.8957	468	ODC1,SNORA80B		SNORA80B	468	1
4_MACS_peak_1216_lociStitched	chr1	87793403	87803015	4	6719	6820.6752	1524.4632	469	LMO4		LMO4	469	1
4_MACS_peak_13393_lociStitched	chr19	10216362	10231414	4	6713	8767.79	2305.9664	470	PPAN-P2RY11,PPAN,SNORD105,SNORD105B,P2RY11,EIF3G	C19orf66,ANGPTL6	P2RY11	470	1
4_MACS_peak_9404_lociStitched	chr16	115410	135755	4	6706	9037.249	2850.3345	471	MPG,RHBDF1	SNRNP25,POLR3K	MPG	471	1
1_MACS_peak_8995_lociStitched	chr15	75742390	75749089	1	6700	7579.9185	1693.5072	472	SIN3A		SIN3A	472	1
3_MACS_peak_22930_lociStitched	chr5	175076535	175086404	3	6688	7411.619	2286.6473	473	HRH2	HRH2	HRH2	473	1
2_MACS_peak_12343_lociStitched	chr17	80287780	80294860	2	6686	6201.372	1252.452	474	SECTM1	TEX19,UTS2R,CD7	SECTM1	474	1
2_MACS_peak_12196_lociStitched	chr17	76246440	76255038	2	6686	8467.3104	1964.643	475		BIRC5,LOC283999,EPR1	LOC283999	475	1
3_MACS_peak_26063_lociStitched	chr7	150704520	150715975	3	6686	7482.406	2360.8755	476	NOS3,ATG9B	NOS3,ABCB8,ACCN3,SLC4A2,KCNH2,CDK5	ATG9B	476	1
4_MACS_peak_19242_lociStitched	chr3	46326293	46340284	4	6686	6273.5644	2752.0297	477		CCR3	CCR3	477	1
2_MACS_peak_5506_lociStitched	chr11	119592137	119600902	2	6684	8708.904	1331.4035	478	PVRL1		PVRL1	478	1
3_MACS_peak_22882_lociStitched	chr5	172191677	172205372	3	6680	11135.4045	2971.815	479	DUSP1		DUSP1	479	1
3_MACS_peak_20604_lociStitched	chr4	5705578	5715500	3	6678	6142.7102	1674.8336	480	EVC,EVC2		EVC2	480	1
2_MACS_peak_18297_lociStitched	chr22	26984615	26991788	2	6668	6744.7719	1564.4313	481	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	481	1
2_MACS_peak_58_lociStitched	chr1	1668671	1679004	2	6668	10356.7659	1836.1741	482	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	482	1
5_MACS_peak_28146_lociStitched	chr9	123689390	123699281	5	6654	5759.5293	1743.7833	483	TRAF1	PHF19,TRAF1	TRAF1	483	1
4_MACS_peak_28825_lociStitched	chrX	48793923	48805787	4	6636	7105.3496	1700.1112	484	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	484	1
2_MACS_peak_5830_lociStitched	chr12	6975932	6983525	2	6632	7005.3018	1624.1427	485	TPI1,SPSB2	GPR162,LEPREL2,GNB3,USP5,RPL13P5,DSTNP2,LRRC23,ENO2,CDCA3	TPI1	485	1
3_MACS_peak_23048_lociStitched	chr5	180642894	180651727	3	6628	10922.8878	2028.9401	486	TRIM41	TRIM7,SNORD96A,SNORD95,GNB2L1,TRIM52	TRIM41	486	1
2_MACS_peak_26848_lociStitched	chr8	86566235	86576417	2	6617	4142.0376	2493.5718	487	REXO1L2P,REXO1L1		REXO1L2P	487	1
3_MACS_peak_12451_lociStitched	chr18	9061246	9070877	3	6614	8504.173	2728.4623	488		NDUFV2	NDUFV2	488	1
2_MACS_peak_10030_lociStitched	chr16	30661116	30672664	2	6602	10817.0116	2360.4112	489	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	489	1
2_MACS_peak_26361_lociStitched	chr8	21994455	22004907	2	6600	6946.3992	1667.094	490	REEP4,LGI3	FAM160B2,SFTPC,BMP1,NUDT18,HR	REEP4	490	1
2_MACS_peak_13587_lociStitched	chr19	14182258	14193184	2	6592	7541.1252	1495.7694	491	LOC113230	RLN3,IL27RA,PALM3,SAMD1,PRKACA	LOC113230	491	1
