REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
4_MACS_peak_15294_lociStitched	chr2	65158904	65178310	4	8255	11542.6888	4432.3304	327	LOC400958	SLC1A4	LOC400958	327	1
2_MACS_peak_2597_lociStitched	chr1	226062885	226071947	2	8067	10204.7182	2811.9386	328	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	328	1
6_MACS_peak_24085_lociStitched	chr6	90054786	90068244	6	8514	9459.6282	2835.6006	329	UBE2J1	GABRR2	UBE2J1	329	1
2_MACS_peak_1471_lociStitched	chr1	145394610	145401054	2	6343	11576.0016	2062.7244	330		HFE2,TXNIP	HFE2	330	1
2_MACS_peak_13643_lociStitched	chr19	16220957	16231769	2	7122	11028.24	2351.61	331	RAB8A	TPM4,HSH2D	RAB8A	331	1
3_MACS_peak_22980_lociStitched	chr5	176872099	176885049	3	7844	9812.215	2105.67	332	PRR7,DBN1	GRK6,PFN3,F12,PDLIM7	PRR7	332	1
4_MACS_peak_24717_lociStitched	chr7	5594971	5610965	4	8505	8671.9468	2060.0272	333		FSCN1,FBXL18,ACTB	FSCN1	333	1
6_MACS_peak_12307_lociStitched	chr17	79868497	79886809	6	8325	9350.1072	2446.4832	334	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	334	1
4_MACS_peak_19998_lociStitched	chr3	141120330	141132630	4	8846	8958.09	3119.28	335	ZBTB38		RASA2	335	1
3_MACS_peak_25281_lociStitched	chr7	73148894	73158757	3	7342	10209.1913	1885.8056	336	WBSCR26,ABHD11	MIR4284,STX1A,CLDN3	ABHD11	336	1
3_MACS_peak_81_lociStitched	chr1	2476930	2489259	3	7391	10133.2051	1904.8305	337	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	337	1
2_MACS_peak_8975_lociStitched	chr15	75334588	75341075	2	5809	11721.3603	1842.9567	338	PPCDC	SCAMP5	PPCDC	338	1
2_MACS_peak_11325_lociStitched	chr17	36856550	36863138	2	6482	10716.6996	1467.1476	339	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	339	1
1_MACS_peak_15215_lociStitched	chr2	60776185	60783206	1	7022	9851.1651	1213.2288	340	BCL11A		BCL11A	340	1
3_MACS_peak_16582_lociStitched	chr2	227655541	227666436	3	8204	8684.4045	1787.8695	341	IRS1	RHBDD1	IRS1	341	1
3_MACS_peak_4864_lociStitched	chr11	64850751	64864578	3	6838	11144.562	2387.9229	342	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	342	1
3_MACS_peak_5486_lociStitched	chr11	118964497	118979472	3	7424	10853.88	2854.235	343	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	343	1
2_MACS_peak_10832_lociStitched	chr17	7208787	7219702	2	7862	9506.965	2143.706	344	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	344	1
2_MACS_peak_5807_lociStitched	chr12	6641010	6648501	2	7090	10197.4983	1807.5783	345	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	345	1
2_MACS_peak_9250_lociStitched	chr15	90638442	90646770	2	8242	9156.636	2466.7536	346	IDH2		IDH2	346	1
2_MACS_peak_8177_lociStitched	chr14	105946946	105958485	2	7008	9913.1549	1434.2977	347	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	347	1
3_MACS_peak_23994_lociStitched	chr6	74220222	74233948	3	7073	11421.4046	3022.4652	348	EEF1A1	MTO1	EEF1A1	348	1
3_MACS_peak_23048_lociStitched	chr5	180642894	180651727	3	6628	10922.8878	2028.9401	349	TRIM41	TRIM7,SNORD96A,SNORD95,GNB2L1,TRIM52	TRIM41	349	1
1_MACS_peak_27152_lociStitched	chr8	134579409	134585639	1	6231	10800.328	1500.184	350	ST3GAL1		ST3GAL1	350	1
3_MACS_peak_25654_lociStitched	chr7	104576504	104586929	3	6980	10870.1475	2397.75	351		LOC723809	LOC723809	351	1
2_MACS_peak_15314_lociStitched	chr2	65657325	65664839	2	6109	10775.076	1393.0956	352	SPRED2		SPRED2	352	1
2_MACS_peak_27462_lociStitched	chr9	33445171	33457668	2	8014	9600.1954	2611.873	353	AQP3	AQP7,NOL6	AQP3	353	1
3_MACS_peak_10229_lociStitched	chr16	57569104	57579123	3	6541	10748.3832	1832.4751	354	GPR114,CCDC102A	DOK4	GPR114	354	1
5_MACS_peak_796_lociStitched	chr1	40033302	40048449	5	8493	8489.8935	2418.9759	355	PABPC4	PPIEL,SNORA55	PABPC4	355	1
7_MACS_peak_12454_lociStitched	chr18	9101997	9117849	7	8538	9341.5836	3379.6464	356	NDUFV2	ANKRD12	NDUFV2	356	1
2_MACS_peak_14309_lociStitched	chr19	47728135	47735281	2	7135	9602.0802	1397.043	357	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	357	1
3_MACS_peak_1760_lociStitched	chr1	156060122	156077430	3	7797	11440.588	4188.536	358		ROBLD3,RAB25,LMNA,SEMA4A,UBQLN4,MEX3A	LMNA	358	1
3_MACS_peak_16503_lociStitched	chr2	219260062	219272059	3	6722	10345.0131	1677.1806	359	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	CTDSP1	359	1
2_MACS_peak_15135_lociStitched	chr2	47204807	47214855	2	7561	9628.9984	2038.7392	360	TTC7A	MCFD2	MCFD2	360	1
3_MACS_peak_1716_lociStitched	chr1	155099084	155113607	3	7905	10489.9629	3434.6895	361	EFNA1,SLC50A1,DPM3	EFNA3,TRIM46,KRTCAP2,MUC1	SLC50A1	361	1
3_MACS_peak_2850_lociStitched	chr1	249112067	249122008	3	8358	9481.7258	3273.5713	362	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	362	1
1_MACS_peak_2356_lociStitched	chr1	206133845	206139842	1	5998	11218.5879	1881.2589	363	FAM72A		FAM72A	363	1
1_MACS_peak_1677_lociStitched	chr1	154296736	154302801	1	6066	11161.4195	1888.641	364	AQP10,ATP8B2		ATP8B2	364	1
3_MACS_peak_6400_lociStitched	chr12	57022505	57031221	3	7615	9462.9612	2034.3144	365	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	365	1
5_MACS_peak_20423_lociStitched	chr3	194864851	194882434	5	8051	10555.0749	3829.5774	366	C3orf21		C3orf21	366	1
2_MACS_peak_1983_lociStitched	chr1	167682334	167692158	2	6225	11727.8912	2633.8144	367	MPZL1		MPZL1	367	1
1_MACS_peak_2282_lociStitched	chr1	203255503	203261108	1	5606	12006.4705	2350.737	368		BTG2,LOC730227	LOC730227	368	1
5_MACS_peak_15006_lociStitched	chr2	37570357	37586058	5	8157	9918.3217	3449.5097	369	QPCT	PRKD3	QPCT	369	1
3_MACS_peak_16613_lociStitched	chr2	231729232	231739088	3	8630	6690.2528	1201.4464	370	ITM2C		ITM2C	370	1
3_MACS_peak_18957_lociStitched	chr3	13455236	13470539	3	7284	10211.6919	2425.5255	371	NUP210		NUP210	371	1
5_MACS_peak_8751_lociStitched	chr15	63765258	63780261	5	7872	9648.4293	2745.549	372		USP3	USP3	372	1
2_MACS_peak_58_lociStitched	chr1	1668671	1679004	2	6668	10356.7659	1836.1741	373	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	373	1
2_MACS_peak_22424_lociStitched	chr5	131755110	131764213	2	8356	8705.1989	2739.0927	374	C5orf56	SLC22A5	C5orf56	374	1
3_MACS_peak_464_lociStitched	chr1	25558190	25574851	3	7509	10411.4589	3022.3054	375	SYF2,C1orf63	RHD	C1orf63	375	1
2_MACS_peak_20359_lociStitched	chr3	187455030	187464057	2	7680	9343.8477	2220.642	376	BCL6	LOC100131635,RTP2,BCL6	BCL6	376	1
3_MACS_peak_28140_lociStitched	chr9	123630325	123641148	3	7880	8969.0201	2245.7725	378	PHF19	LOC253039,PSMD5,TRAF1	PHF19	378	1
5_MACS_peak_6445_lociStitched	chr12	58135443	58151155	5	7963	9628.3136	3060.6976	379	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	379	1
2_MACS_peak_10030_lociStitched	chr16	30661116	30672664	2	6602	10817.0116	2360.4112	380	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	380	1
3_MACS_peak_10320_lociStitched	chr16	67554681	67572864	3	8048	9249.6921	2945.646	381	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	381	1
3_MACS_peak_23160_lociStitched	chr6	5996061	6009901	3	7623	9085.96	2085.688	382	NRN1		NRN1	382	1
1_MACS_peak_3902_lociStitched	chr10	112113134	112119013	1	5880	11204.7861	2113.5005	384		SMNDC1	SMNDC1	384	1
2_MACS_peak_27250_lociStitched	chr8	145010027	145018852	2	7468	9000.6175	1806.4775	385	PLEC	GRINA,MIR661,PARP10	PLEC	385	1
3_MACS_peak_13942_lociStitched	chr19	36230875	36240211	3	7426	9089.5296	1867.2	387	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	387	1
4_MACS_peak_23539_lociStitched	chr6	31157783	31172800	4	7560	9783.5755	2784.1518	388	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	388	1
4_MACS_peak_10598_lociStitched	chr16	89033764	89045690	4	7313	8652.313	1290.3932	390	CBFA2T3	CBFA2T3	CBFA2T3	390	1
4_MACS_peak_9441_lociStitched	chr16	761505	778911	4	7072	9757.8036	2074.7952	391	METRN,FAM173A,HAGHL,CCDC78	RHOT2,RHBDL1,STUB1,MSLN,MIR662,JMJD8,WDR24,FBXL16,NARFL	FAM173A	391	1
3_MACS_peak_22882_lociStitched	chr5	172191677	172205372	3	6680	11135.4045	2971.815	392	DUSP1		DUSP1	392	1
2_MACS_peak_11361_lociStitched	chr17	37909405	37915227	2	5169	11120.02	1498.5828	393		GRB7,C17orf37	GRB7	393	1
4_MACS_peak_11890_lociStitched	chr17	62197955	62210152	4	7886	8998.9466	2600.4004	394	ERN1	SNORD104,SNORA76	ERN1	394	1
4_MACS_peak_21827_lociStitched	chr5	32530703	32543814	4	7596	9732.2953	2887.0422	395		SUB1	SUB1	395	1
1_MACS_peak_7539_lociStitched	chr13	114829299	114835017	1	5719	10574.8692	1462.6644	396	RASA3		RASA3	396	1
5_MACS_peak_5137_lociStitched	chr11	73070026	73088927	5	8022	9284.1712	3230.1809	397	ARHGEF17,RELT		RELT	397	1
2_MACS_peak_3908_lociStitched	chr10	112216725	112225328	2	7057	9614.7128	2072.4627	398		DUSP5	DUSP5	398	1
2_MACS_peak_1528_lociStitched	chr1	148240559	148248458	2	7191	9778.962	2431.3122	399		PPIAL4D	PPIAL4D	399	1
2_MACS_peak_6603_lociStitched	chr12	89739092	89749368	2	7025	10131.1084	2573.1104	400	DUSP6		DUSP6	400	1
4_MACS_peak_22948_lociStitched	chr5	175962982	175978464	4	7126	9807.847	2393.5172	401	CDHR2,RNF44		CDHR2	401	1
2_MACS_peak_28276_lociStitched	chr9	130732076	130744082	2	7309	9497.9466	2361.5802	402	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	402	1
5_MACS_peak_29153_lociStitched	chrX	128903153	128920967	5	7624	8684.325	2045.0472	403	XPNPEP2,SASH3		SASH3	403	1
4_MACS_peak_12358_lociStitched	chr17	80447536	80458147	4	7639	8551.4049	1975.7682	404		NARF,FOXK2,C17orf62	FOXK2	404	1
3_MACS_peak_16364_lociStitched	chr2	202116295	202126960	3	7172	9473.7195	2187.3915	405	CASP8		CASP8	405	1
3_MACS_peak_23219_lociStitched	chr6	10411283	10427298	3	6877	9684.2705	1998.672	406	LOC100130275,TFAP2A	C6orf218	TFAP2A	406	1
3_MACS_peak_727_lociStitched	chr1	36614347	36627124	3	6814	10153.8819	2399.5206	407	MAP7D1,TRAPPC3	COL8A2	MAP7D1	407	1
4_MACS_peak_9097_lociStitched	chr15	81585444	81595565	4	7029	10185.7744	2737.7305	408	IL16	STARD5	IL16	408	1
2_MACS_peak_5446_lociStitched	chr11	117877664	117884051	2	5672	10541.1048	1578.8664	409		IL10RA	IL10RA	409	1
2_MACS_peak_1606_lociStitched	chr1	151161205	151172503	2	6817	10457.4288	2752.1928	410	PIP5K1A,VPS72	TNFAIP8L2,SCNM1,SEMA6C,LYSMD1,TMOD4	PIP5K1A	410	1
2_MACS_peak_12288_lociStitched	chr17	79477468	79487387	2	7532	8123.661	1454.1254	411	ACTG1	FSCN2,C17orf70	ACTG1	411	1
2_MACS_peak_24664_lociStitched	chr7	2439122	2447370	2	7239	8504.5128	1393.0872	413	CHST12	EIF3B	CHST12	413	1
3_MACS_peak_11520_lociStitched	chr17	42287413	42300290	3	7414	8804.0049	1979.1949	414	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	414	1
3_MACS_peak_8953_lociStitched	chr15	74906242	74920705	3	6312	10991.88	2720.4903	415	CLK3		CLK3	415	1
3_MACS_peak_17541_lociStitched	chr20	56047784	56057811	3	7642	8733.517	2292.1722	416		CTCFL	CTCFL	416	1
3_MACS_peak_14229_lociStitched	chr19	45922096	45932403	3	6968	9125.8178	1857.3214	418	ERCC1	CD3EAP,FOSB,ERCC2,PPP1R13L	ERCC1	418	1
4_MACS_peak_19371_lociStitched	chr3	50373432	50389006	4	6775	10211.8718	2725.45	420	CYB561D2,RASSF1,ZMYND10,NPRL2	IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2,TMEM115	ZMYND10	420	1
4_MACS_peak_10660_lociStitched	chr17	1010905	1027183	4	7700	8843.8374	2793.3048	421	ABR		ABR	421	1
3_MACS_peak_6779_lociStitched	chr12	108953055	108963225	3	8046	8149.221	2801.835	422	ISCU,SART3	FICD,TMEM119	ISCU	422	1
6_MACS_peak_4286_lociStitched	chr11	6624185	6644158	6	7565	9622.9914	3345.4775	423	ILK,RRP8,TAF10,TPP1,DCHS1		TAF10	423	1
3_MACS_peak_18875_lociStitched	chr3	5018429	5029356	3	7102	8786.4007	1769.0813	424	BHLHE40		BHLHE40	424	1
3_MACS_peak_26545_lociStitched	chr8	37749042	37762250	3	6728	9993.1728	2471.2168	425	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	425	1
3_MACS_peak_2594_lociStitched	chr1	226034362	226045186	3	7996	8586.6792	3160.608	426	TMEM63A	EPHX1,LEFTY1	EPHX1	426	1
2_MACS_peak_21905_lociStitched	chr5	43037098	43043778	2	6433	9547.056	1665.992	427	LOC153684,C5orf39	LOC648987,LOC100132356	C5orf39	427	1
6_MACS_peak_8034_lociStitched	chr14	91854308	91867148	6	7705	7547.352	1562.628	428	CCDC88C		CCDC88C	428	1
5_MACS_peak_4238_lociStitched	chr11	2905430	2924252	5	7434	8995.0338	2554.1454	429	SLC22A18,CDKN1C,SLC22A18AS	KCNQ1DN,PHLDA2	SLC22A18	429	1
2_MACS_peak_20350_lociStitched	chr3	186780695	186792199	2	7999	9017.9856	3653.6704	430	ST6GAL1		ST6GAL1	430	1
4_MACS_peak_23364_lociStitched	chr6	26017578	26034752	4	7907	8478.8038	2955.6454	431	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	431	1
5_MACS_peak_16704_lociStitched	chr2	238599773	238613363	5	7758	7274.727	1454.13	432	LRRFIP1		LRRFIP1	432	1
2_MACS_peak_8289_lociStitched	chr15	23660171	23669138	2	6210	9948.8865	1874.103	433			MKRN3	433	1
4_MACS_peak_12084_lociStitched	chr17	73850874	73862155	4	7044	9096.9984	2089.2412	434	WBP2	UNC13D,TRIM47,TRIM65,MRPL38	WBP2	434	1
2_MACS_peak_17763_lociStitched	chr21	32924639	32932959	2	6556	9888.32	2229.76	435	TIAM1		TIAM1	435	1
1_MACS_peak_25165_lociStitched	chr7	55599709	55605515	1	5807	10074.5712	1593.747	436	VOPP1		VOPP1	436	1
2_MACS_peak_18841_lociStitched	chr22	50962414	50970531	2	6342	9067.5007	1179.4001	437	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,SBF1,LMF2,C22orf41,CPT1B	SCO2	437	1
2_MACS_peak_14551_lociStitched	chr19	55764360	55771979	2	7211	8528.7086	1822.4648	438	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	438	1
4_MACS_peak_9705_lociStitched	chr16	11826595	11837774	4	7549	8498.2758	2380.0091	439	TXNDC11		TXNDC11	439	1
3_MACS_peak_17261_lociStitched	chr20	37498926	37505223	3	5888	10329.5988	1985.4441	440	PPP1R16B	FAM83D	FAM83D	440	1
2_MACS_peak_5506_lociStitched	chr11	119592137	119600902	2	6684	8708.904	1331.4035	441	PVRL1		PVRL1	441	1
3_MACS_peak_10825_lociStitched	chr17	7136996	7147008	3	6924	9191.016	2154.5824	442	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	442	1
3_MACS_peak_3783_lociStitched	chr10	102819816	102831733	3	6925	9267.8509	2259.4632	443	KAZALD1	SFXN3,PDZD7	KAZALD1	443	1
2_MACS_peak_23330_lociStitched	chr6	21586979	21597410	2	7177	8124.7059	1506.2364	444	SOX4		SOX4	444	1
2_MACS_peak_26429_lociStitched	chr8	26428481	26437209	2	6791	9311.9032	2186.364	448	DPYSL2		DPYSL2	448	1
2_MACS_peak_10743_lociStitched	chr17	3813703	3820582	2	6501	9342.3699	1837.3809	449	P2RX1	CAMKK1,ATP2A3	P2RX1	449	1
3_MACS_peak_4903_lociStitched	chr11	65336926	65344494	3	6974	8514	1674.0416	450	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	450	1
1_MACS_peak_25729_lociStitched	chr7	113722758	113728723	1	5966	9776.0385	1688.095	451	FOXP2		FOXP2	451	1
2_MACS_peak_17966_lociStitched	chr21	44725465	44734075	2	6513	9917.859	2487.429	452			SIK1	452	1
2_MACS_peak_17395_lociStitched	chr20	46386640	46397928	2	7480	8065.276	2158.2656	453	SULF2		SULF2	453	1
5_MACS_peak_19520_lociStitched	chr3	69128691	69145415	5	7742	8318.5176	2940.0792	454	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	454	1
2_MACS_peak_25602_lociStitched	chr7	101946364	101952207	2	5780	9393.2068	1191.972	456	SH2B2	MIR4285,SPDYE6	MIR4285	456	1
2_MACS_peak_7484_lociStitched	chr13	111357687	111368846	2	6278	9597.8559	1974.0271	457	ING1,CARS2		ING1	457	1
5_MACS_peak_13442_lociStitched	chr19	10974692	10990402	5	7517	8155.061	2381.636	458	C19orf38,CARM1	C19orf52,MIR199A1,TMED1,YIPF2	CARM1	458	1
3_MACS_peak_9256_lociStitched	chr15	90721348	90735793	3	6891	9366.138	2611.656	459	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	459	1
2_MACS_peak_16634_lociStitched	chr2	232570762	232579439	2	6777	7965.486	1079.4188	460	PTMA,MIR1244-1		PTMA	460	1
4_MACS_peak_9511_lociStitched	chr16	2550389	2571792	4	7261	9006.3824	2878.7035	461	TBC1D24,ATP6V0C,AMDHD2	C16orf59,NTN3,PDPK1,CEMP1,MIR3178	ATP6V0C	461	1
2_MACS_peak_23910_lociStitched	chr6	52430640	52442797	2	7155	8998.6114	2712.2267	462	TRAM2		TRAM2	462	1
2_MACS_peak_1475_lociStitched	chr1	145448731	145457928	2	7118	9552.9239	3214.3515	463	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	463	1
4_MACS_peak_14739_lociStitched	chr2	10574825	10589744	4	6722	9585.4575	2689.8957	464	ODC1,SNORA80B		SNORA80B	464	1
1_MACS_peak_27589_lociStitched	chr9	42250237	42256704	1	6468	8440.0817	1220.9696	465			FAM95B1	465	1
3_MACS_peak_4815_lociStitched	chr11	63948811	63959261	3	7012	8319.245	1886.225	466	STIP1	FERMT3,NUDT22,DNAJC4,VEGFB,FKBP2,MACROD1,TRPT1	STIP1	466	1
3_MACS_peak_591_lociStitched	chr1	28902727	28914073	3	7391	8141.8896	2361.1026	467	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	467	1
3_MACS_peak_2686_lociStitched	chr1	230238961	230248755	3	7109	9213.2158	2954.8498	468	GALNT2		GALNT2	468	1
3_MACS_peak_13773_lociStitched	chr19	19050448	19062947	3	6972	8791.7966	2374.81	470	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	470	1
3_MACS_peak_23596_lociStitched	chr6	32156938	32166063	3	6815	8528.225	1879.75	471	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	471	1
1_MACS_peak_5070_lociStitched	chr11	69061072	69066777	1	5706	9320.2585	1302.4515	472	MYEOV		MYEOV	472	1
2_MACS_peak_11556_lociStitched	chr17	43223993	43230345	2	5129	9841.7888	1289.456	473	HEXIM1	ACBD4,HEXIM2,PLCD3	HEXIM1	473	1
2_MACS_peak_25860_lociStitched	chr7	130790061	130796075	2	5913	9728.8478	1945.529	474	MKLN1,FLJ43663		FLJ43663	474	1
3_MACS_peak_23436_lociStitched	chr6	27791328	27807522	3	6262	10161.735	2785.368	475	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	475	1
3_MACS_peak_12159_lociStitched	chr17	75314931	75328881	3	6382	9547.38	2356.155	476	SEPT9	SEPT9	SEPT9	476	1
1_MACS_peak_1247_lociStitched	chr1	92947523	92953041	1	5519	8896.6714	753.207	477	GFI1		GFI1	477	1
1_MACS_peak_27969_lociStitched	chr9	102581304	102587670	1	6367	8484.6048	1293.5712	478	NR4A3	NR4A3	NR4A3	478	1
2_MACS_peak_7536_lociStitched	chr13	114784310	114794245	2	6170	9386.588	1953.221	479	RASA3		RASA3	479	1
4_MACS_peak_21562_lociStitched	chr4	185330296	185348988	4	7541	9086.1812	3824.3832	480	IRF2		IRF2	480	1
1_MACS_peak_17981_lociStitched	chr21	45134760	45141073	1	6314	8838.8313	1612.3402	481	PDXK		PDXK	481	1
3_MACS_peak_4133_lociStitched	chr10	135201417	135215418	3	6781	8662.4187	2084.7489	482	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	482	1
2_MACS_peak_17933_lociStitched	chr21	43647562	43655852	2	6333	9908.208	2718.291	483	ABCG1		ABCG1	483	1
4_MACS_peak_10770_lociStitched	chr17	4692443	4710882	4	6188	9709.9774	2343.5969	484	GLTPD2,PSMB6,PLD2	ZMYND15,TM4SF5,MINK1,CXCL16,VMO1	PSMB6	484	1
3_MACS_peak_13423_lociStitched	chr19	10608503	10616757	3	6975	7563.1402	1326.4178	485	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	485	1
2_MACS_peak_25839_lociStitched	chr7	129418189	129425969	2	6803	7913.038	1413.626	486		MIR182,MIR96,MIR183	MIR183	486	1
2_MACS_peak_20449_lociStitched	chr3	195632945	195642613	2	6390	9847.8248	2769.882	487	TNK2	TNK2	TNK2	487	1
2_MACS_peak_380_lociStitched	chr1	21615638	21622177	2	6103	8766.8373	1332.6482	488	ECE1	ECE1	ECE1	488	1
2_MACS_peak_20204_lociStitched	chr3	176909381	176920111	2	7139	8891.951	2961.48	489	TBL1XR1		TBL1XR1	489	1
2_MACS_peak_20162_lociStitched	chr3	169754884	169764308	2	5455	10495.5088	2383.3296	490	GPR160		GPR160	490	1
1_MACS_peak_20400_lociStitched	chr3	193817183	193822940	1	5758	10293.516	2496.2352	491		HES1	HES1	491	1
3_MACS_peak_18228_lociStitched	chr22	23478091	23488541	3	7284	8293.12	2641.76	492	RAB36,RTDR1	BCR	RTDR1	492	1
2_MACS_peak_17088_lociStitched	chr20	30304818	30312400	2	7468	7205.1746	1916.7296	493	BCL2L1	TPX2	BCL2L1	493	1
1_MACS_peak_8985_lociStitched	chr15	75490783	75497749	1	6967	7827.6942	1627.9542	494	C15orf39		C15orf39	494	1
3_MACS_peak_14232_lociStitched	chr19	45942433	45955770	3	6387	9495.944	2455.3417	495		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	ERCC1	495	1
4_MACS_peak_9536_lociStitched	chr16	3009072	3020957	4	6868	7758.528	1428.577	496	KREMEN2,PAQR4	FLYWCH1,LOC283875,CLDN9,TNFRSF12A,PKMYT1,CLDN6	KREMEN2	496	1
3_MACS_peak_10010_lociStitched	chr16	30381580	30394951	3	6367	9411.8469	2372.0154	497	MYLPF,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,TBC1D10B,DCTPP1	MYLPF	497	1
2_MACS_peak_17053_lociStitched	chr20	25289524	25300746	2	6446	9479.2234	2553.005	498	ABHD12		PYGB	498	1
3_MACS_peak_10428_lociStitched	chr16	71841592	71853418	3	6501	8941.6386	2118.0366	499	AP1G1	ATXN1L,SNORD71	AP1G1	499	1
3_MACS_peak_18299_lociStitched	chr22	27005660	27014716	3	6294	9423.6736	2348.2208	500	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	500	1
2_MACS_peak_10944_lociStitched	chr17	16889545	16895507	2	5755	9458.1168	1748.0584	501		TNFRSF13B	TNFRSF13B	501	1
4_MACS_peak_8520_lociStitched	chr15	41230026	41246783	4	6786	8931.481	2560.4696	502	DLL4,CHAC1	VPS18	CHAC1	502	1
2_MACS_peak_12196_lociStitched	chr17	76246440	76255038	2	6686	8467.3104	1964.643	503		BIRC5,LOC283999,EPR1	LOC283999	503	1
4_MACS_peak_13393_lociStitched	chr19	10216362	10231414	4	6713	8767.79	2305.9664	504	PPAN-P2RY11,PPAN,SNORD105,SNORD105B,P2RY11,EIF3G	C19orf66,ANGPTL6	P2RY11	504	1
2_MACS_peak_907_lociStitched	chr1	45186166	45198317	2	7134	7777.8551	2013.4207	505	C1orf228	KIF2C,RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,TMEM53	KIF2C	505	1
4_MACS_peak_11572_lociStitched	chr17	43517295	43531713	4	6839	8917.533	2663.0046	506	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	506	1
2_MACS_peak_2748_lociStitched	chr1	235144242	235152473	2	6266	8975.9055	1925.2309	507			SNORA14B	507	1
3_MACS_peak_25770_lociStitched	chr7	121944069	121957464	3	6875	8635.7565	2482.0935	508	LOC154860,FEZF1		FEZF1	508	1
3_MACS_peak_19301_lociStitched	chr3	48506490	48521642	3	6216	9724.5536	2651.6	510	ATRIP,TREX1,SHISA5	CCDC72,PLXNB1,CCDC51	TREX1	510	1
3_MACS_peak_4881_lociStitched	chr11	65148295	65157255	3	6974	7786.24	1830.528	511	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	511	1
2_MACS_peak_27150_lociStitched	chr8	134508382	134515819	2	7028	7881.7326	2057.8179	512	ST3GAL1		ST3GAL1	512	1
