#31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_ROSE/31_0EX7_0229Kronos_MM1S-No-Treatment-1_IRF4_hs_i45_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam
#Using cutoff of 5127.1332 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X31_0EX7_0229Kronos_MM1S.No.Treatment.1_IRF4_hs_i45.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
1_MACS_peak_1634_lociStitched	chr1	152006754	152012167	1	5414	8512.4838	1944.8909	530	1
1_MACS_peak_6428_lociStitched	chr12	57631592	57638076	1	6485	7861.85	1296.8	531	1
2_MACS_peak_13694_lociStitched	chr19	17444637	17450103	2	4972	7617.4176	1055.4846	532	1
5_MACS_peak_25167_lociStitched	chr7	55625171	55641525	5	9807	9941.5966	3390.1842	533	1
1_MACS_peak_20128_lociStitched	chr3	160471853	160475550	1	3698	7500.4736	949.3896	534	1
2_MACS_peak_26518_lociStitched	chr8	33419988	33425656	2	5634	7468.1568	921.05	535	1
2_MACS_peak_14314_lociStitched	chr19	47758480	47766576	2	4716	8020.7072	1480.7584	536	1
2_MACS_peak_5062_lociStitched	chr11	68605800	68612187	2	6388	7726.3539	1194.369	537	1
2_MACS_peak_2817_lociStitched	chr1	245132620	245136381	2	3403	7563.7471	1038.036	538	1
1_MACS_peak_3258_lociStitched	chr10	45913635	45918168	1	4534	7571.0166	1058.9088	539	1
3_MACS_peak_20568_lociStitched	chr4	3042009	3050269	3	5723	8261.652	1758.554	540	1
2_MACS_peak_12196_lociStitched	chr17	76246440	76255038	2	6686	8467.3104	1964.643	541	1
2_MACS_peak_25839_lociStitched	chr7	129418189	129425969	2	6803	7913.038	1413.626	542	1
1_MACS_peak_17779_lociStitched	chr21	33983689	33986158	1	2470	7487.4894	988.3407	543	1
3_MACS_peak_19634_lociStitched	chr3	101394488	101406516	3	5726	8544.6912	2048.3684	544	1
3_MACS_peak_14250_lociStitched	chr19	46141835	46149990	3	6086	8152.5535	1656.2805	545	1
1_MACS_peak_4126_lociStitched	chr10	135088003	135093092	1	5090	7262.5119	771.4924	546	1
3_MACS_peak_2279_lociStitched	chr1	203232211	203244320	3	5075	10205.4652	3715.0412	547	1
3_MACS_peak_20266_lociStitched	chr3	183233498	183246589	3	10108	10921.8213	4432.6126	548	1
2_MACS_peak_20548_lociStitched	chr4	2413412	2421461	2	5171	8090.0499	1617.0441	549	1
1_MACS_peak_14294_lociStitched	chr19	47287325	47292710	1	5386	8028.4965	1556.8035	550	1
2_MACS_peak_18419_lociStitched	chr22	35739920	35749561	2	5247	8357.7829	1886.7437	551	1
5_MACS_peak_15006_lociStitched	chr2	37570357	37586058	5	8157	9918.3217	3449.5097	552	1
4_MACS_peak_13393_lociStitched	chr19	10216362	10231414	4	6713	8767.79	2305.9664	553	1
2_MACS_peak_11416_lociStitched	chr17	39818682	39824526	2	4122	7770.1824	1311.3936	554	1
2_MACS_peak_13136_lociStitched	chr19	3499993	3507795	2	4646	8269.3398	1813.1848	555	1
2_MACS_peak_18688_lociStitched	chr22	42928203	42936166	2	5990	9040.3939	2589.5676	556	1
3_MACS_peak_11053_lociStitched	chr17	20936901	20947493	3	6197	8289.2992	1839.8304	557	1
1_MACS_peak_3310_lociStitched	chr10	52381529	52385721	1	4193	7185.5072	736.5344	558	1
3_MACS_peak_17541_lociStitched	chr20	56047784	56057811	3	7642	8733.517	2292.1722	559	1
3_MACS_peak_13385_lociStitched	chr19	9928640	9939318	3	5062	8102.4664	1661.4968	560	1
5_MACS_peak_4238_lociStitched	chr11	2905430	2924252	5	7434	8995.0338	2554.1454	561	1
5_MACS_peak_18321_lociStitched	chr22	29207375	29226005	5	9553	10112.364	3671.973	562	1
3_MACS_peak_4815_lociStitched	chr11	63948811	63959261	3	7012	8319.245	1886.225	563	1
2_MACS_peak_11633_lociStitched	chr17	46124523	46134162	2	4786	8114.1102	1682.9694	564	1
1_MACS_peak_2328_lociStitched	chr1	205179544	205181665	1	2122	7138.8618	713.5044	565	1
1_MACS_peak_5763_lociStitched	chr12	4224221	4229543	1	5323	8242.7136	1825.446	566	1
3_MACS_peak_13773_lociStitched	chr19	19050448	19062947	3	6972	8791.7966	2374.81	567	1
4_MACS_peak_11890_lociStitched	chr17	62197955	62210152	4	7886	8998.9466	2600.4004	568	1
2_MACS_peak_1892_lociStitched	chr1	161007388	161017213	2	5047	9490.95	3101.7525	569	1
3_MACS_peak_18597_lociStitched	chr22	39783679	39796514	3	5237	8309.379	1922.683	570	1
2_MACS_peak_2751_lociStitched	chr1	235242104	235248269	2	5853	8306.721	1921.6305	571	1
4_MACS_peak_8520_lociStitched	chr15	41230026	41246783	4	6786	8931.481	2560.4696	572	1
1_MACS_peak_6127_lociStitched	chr12	46120474	46124776	1	4303	7208.001	837.5994	573	1
1_MACS_peak_25929_lociStitched	chr7	139024158	139026974	1	2817	7756.3904	1387.7248	574	1
2_MACS_peak_24806_lociStitched	chr7	20256694	20260375	2	2701	7691.4495	1333.2582	575	1
3_MACS_peak_22446_lociStitched	chr5	132386686	132400282	3	5289	8414.5644	2058.4344	576	1
2_MACS_peak_19369_lociStitched	chr3	50358152	50366827	2	3895	7765.86	1410.555	577	1
3_MACS_peak_11491_lociStitched	chr17	41436999	41450671	3	6429	8815.7056	2465.0616	578	1
1_MACS_peak_8857_lociStitched	chr15	69109185	69114222	1	5038	7027.6224	683.0172	579	1
2_MACS_peak_1475_lociStitched	chr1	145448731	145457928	2	7118	9552.9239	3214.3515	580	1
3_MACS_peak_5622_lociStitched	chr11	128556545	128566227	3	5546	7716.554	1378.7168	581	1
4_MACS_peak_9536_lociStitched	chr16	3009072	3020957	4	6868	7758.528	1428.577	582	1
2_MACS_peak_10152_lociStitched	chr16	50307405	50316826	2	6171	7995.6027	1668.4591	583	1
4_MACS_peak_10940_lociStitched	chr17	16870650	16883190	4	9308	8927.226	2602.05	584	1
2_MACS_peak_25528_lociStitched	chr7	99814503	99820707	2	5469	7804.632	1480.8948	585	1
3_MACS_peak_15360_lociStitched	chr2	70310278	70323002	3	6202	9083.6636	2761.108	586	1
1_MACS_peak_17598_lociStitched	chr20	60911378	60916293	1	4916	7198.509	887.649	587	1
1_MACS_peak_20101_lociStitched	chr3	156876654	156879129	1	2476	7383.42	1075.8825	588	1
2_MACS_peak_28471_lociStitched	chr9	139432562	139441999	2	5962	7790.2435	1484.4401	589	1
2_MACS_peak_20086_lociStitched	chr3	155571169	155578790	2	4451	8133.8933	1829.04	590	1
3_MACS_peak_10320_lociStitched	chr16	67554681	67572864	3	8048	9249.6921	2945.646	591	1
1_MACS_peak_2152_lociStitched	chr1	185284857	185287830	1	2974	7318.0395	1024.1985	592	1
2_MACS_peak_25406_lociStitched	chr7	86845893	86850460	2	3522	7364.7442	1071.4182	593	1
4_MACS_peak_19310_lociStitched	chr3	48690386	48702151	4	6316	8040.201	1751.8085	594	1
2_MACS_peak_23910_lociStitched	chr6	52430640	52442797	2	7155	8998.6114	2712.2267	595	1
3_MACS_peak_15042_lociStitched	chr2	39346673	39356696	3	5468	8026.4184	1742.9997	596	1
3_MACS_peak_8877_lociStitched	chr15	70306668	70316387	3	5274	8639.2191	2357.8294	597	1
2_MACS_peak_18552_lociStitched	chr22	39146420	39152695	2	5871	7726.4075	1445.76	598	1
2_MACS_peak_9834_lociStitched	chr16	21512290	21520861	2	5868	8379.0096	2099.895	599	1
6_MACS_peak_4286_lociStitched	chr11	6624185	6644158	6	7565	9622.9914	3345.4775	600	1
3_MACS_peak_17362_lociStitched	chr20	44597867	44604408	3	4354	7382.1726	1113.9323	601	1
1_MACS_peak_25699_lociStitched	chr7	107383050	107385519	1	2470	7278.1182	1010.3148	602	1
1_MACS_peak_13247_lociStitched	chr19	5902565	5906194	1	3630	7558.8441	1294.4643	603	1
2_MACS_peak_13010_lociStitched	chr19	1469621	1480226	2	5440	8337.651	2074.338	604	1
3_MACS_peak_2686_lociStitched	chr1	230238961	230248755	3	7109	9213.2158	2954.8498	605	1
1_MACS_peak_22467_lociStitched	chr5	133859491	133863936	1	4446	6968.871	712.5335	606	1
2_MACS_peak_26559_lociStitched	chr8	38238786	38245082	2	5424	7690.564	1434.2288	607	1
4_MACS_peak_11572_lociStitched	chr17	43517295	43531713	4	6839	8917.533	2663.0046	608	1
3_MACS_peak_1_lociStitched	chr1	9886	16088	3	4668	8362.7768	2111.1608	609	1
3_MACS_peak_13423_lociStitched	chr19	10608503	10616757	3	6975	7563.1402	1326.4178	610	1
3_MACS_peak_17022_lociStitched	chr20	23330237	23343829	3	6095	8629.5608	2415.2984	611	1
2_MACS_peak_2359_lociStitched	chr1	206287427	206292993	2	5247	8271.6326	2058.3068	612	1
3_MACS_peak_28110_lociStitched	chr9	117369291	117380151	3	6057	8278.578	2066.658	613	1
4_MACS_peak_10013_lociStitched	chr16	30406024	30421406	4	6098	8863.1084	2651.8568	614	1
2_MACS_peak_5127_lociStitched	chr11	72863095	72869240	2	5416	7660.9715	1452.0635	615	1
3_MACS_peak_2850_lociStitched	chr1	249112067	249122008	3	8358	9481.7258	3273.5713	616	1
1_MACS_peak_8985_lociStitched	chr15	75490783	75497749	1	6967	7827.6942	1627.9542	617	1
3_MACS_peak_13506_lociStitched	chr19	12714043	12726057	3	6261	8487.891	2289.8684	618	1
3_MACS_peak_11130_lociStitched	chr17	27887045	27900425	3	6564	8153.772	1960.17	619	1
3_MACS_peak_17304_lociStitched	chr20	42570782	42585078	3	5641	9066.5232	2873.496	620	1
4_MACS_peak_9404_lociStitched	chr16	115410	135755	4	6706	9037.249	2850.3345	621	1
1_MACS_peak_25023_lociStitched	chr7	39987727	39991915	1	4189	7058.874	880.3176	622	1
2_MACS_peak_1890_lociStitched	chr1	160982875	160992095	2	3791	8789.426	2612.948	623	1
1_MACS_peak_23065_lociStitched	chr6	289469	294062	1	4594	7993.6572	1820.6652	624	1
2_MACS_peak_14540_lociStitched	chr19	55573143	55583360	2	5864	8033.6271	1861.5374	625	1
1_MACS_peak_16426_lociStitched	chr2	208488836	208492578	1	3743	6924.1968	755.1356	626	1
2_MACS_peak_9733_lociStitched	chr16	14492428	14502093	2	4859	7882.774	1729.0685	627	1
3_MACS_peak_25770_lociStitched	chr7	121944069	121957464	3	6875	8635.7565	2482.0935	628	1
1_MACS_peak_21606_lociStitched	chr4	187110805	187113991	1	3187	6916.1688	762.7284	629	1
1_MACS_peak_22629_lociStitched	chr5	142781323	142785651	1	4329	7022.18	874.256	630	1
2_MACS_peak_25930_lociStitched	chr7	139042330	139045935	2	3591	7282.4605	1140.622	631	1
2_MACS_peak_25924_lociStitched	chr7	138792796	138797319	2	3610	7237.2523	1100.4459	632	1
1_MACS_peak_27373_lociStitched	chr9	6680475	6683999	1	3525	7211.866	1079.0488	633	1
3_MACS_peak_14266_lociStitched	chr19	46385363	46397574	3	6361	7811.3767	1680.2336	634	1
3_MACS_peak_9438_lociStitched	chr16	729204	741284	3	5604	7918.44	1790.256	635	1
4_MACS_peak_9511_lociStitched	chr16	2550389	2571792	4	7261	9006.3824	2878.7035	636	1
2_MACS_peak_23832_lociStitched	chr6	43736917	43743236	2	5810	7480.4322	1352.8979	637	1
1_MACS_peak_8781_lociStitched	chr15	65183864	65188601	1	4738	7599.0954	1473.207	638	1
2_MACS_peak_20152_lociStitched	chr3	169378377	169387668	2	5755	8037.6441	1912.0878	639	1
5_MACS_peak_4886_lociStitched	chr11	65207646	65223261	5	9791	8391.501	2267.298	640	1
4_MACS_peak_9705_lociStitched	chr16	11826595	11837774	4	7549	8498.2758	2380.0091	641	1
2_MACS_peak_14197_lociStitched	chr19	45250077	45258687	2	5094	7666.344	1557.549	642	1
3_MACS_peak_21292_lociStitched	chr4	129724061	129734250	3	5285	7572.4648	1465.1782	643	1
3_MACS_peak_2400_lociStitched	chr1	207994747	208005854	3	6868	9585.341	3492.0408	644	1
3_MACS_peak_23433_lociStitched	chr6	27774334	27784002	3	6132	8089.2156	2000.3092	645	1
5_MACS_peak_10287_lociStitched	chr16	66901431	66915359	5	5901	8266.268	2185.3032	646	1
5_MACS_peak_796_lociStitched	chr1	40033302	40048449	5	8493	8489.8935	2418.9759	647	1
1_MACS_peak_14305_lociStitched	chr19	47614096	47618303	1	4208	6907.4733	841.8207	648	1
1_MACS_peak_2657_lociStitched	chr1	228326611	228330207	1	3597	7131.5872	1074.1252	649	1
5_MACS_peak_5137_lociStitched	chr11	73070026	73088927	5	8022	9284.1712	3230.1809	650	1
1_MACS_peak_17807_lociStitched	chr21	34913112	34916330	1	3219	7198.3442	1144.6426	651	1
3_MACS_peak_12339_lociStitched	chr17	80249291	80259377	3	5821	7803.5382	1750.9296	652	1
4_MACS_peak_10660_lociStitched	chr17	1010905	1027183	4	7700	8843.8374	2793.3048	653	1
2_MACS_peak_13587_lociStitched	chr19	14182258	14193184	2	6592	7541.1252	1495.7694	654	1
2_MACS_peak_23524_lociStitched	chr6	30683758	30691002	2	6478	7851.0472	1817.5196	655	1
3_MACS_peak_10689_lociStitched	chr17	1618991	1629022	3	5762	7940.5396	1910.9055	656	1
4_MACS_peak_15445_lociStitched	chr2	74724867	74742059	4	5946	8357.0312	2329.516	657	1
1_MACS_peak_27671_lociStitched	chr9	70645129	70651684	1	6556	6889.305	871.1595	658	1
2_MACS_peak_1915_lociStitched	chr1	161493005	161501759	2	5246	7977.5202	1964.3976	659	1
3_MACS_peak_13691_lociStitched	chr19	17413229	17421447	3	6400	7608.2244	1604.1536	660	1
2_MACS_peak_17835_lociStitched	chr21	36594071	36600839	2	4020	8042.4144	2041.9056	661	1
3_MACS_peak_23609_lociStitched	chr6	33167339	33176998	3	6075	7754.2452	1758.9039	662	1
1_MACS_peak_5696_lociStitched	chr12	73289	75351	1	2063	6839.654	848.513	663	1
2_MACS_peak_21987_lociStitched	chr5	56466603	56474627	2	6076	7330.7264	1345.6248	664	1
6_MACS_peak_8034_lociStitched	chr14	91854308	91867148	6	7705	7547.352	1562.628	665	1
1_MACS_peak_25445_lociStitched	chr7	92461552	92466303	1	4752	6765.424	781.0644	666	1
2_MACS_peak_2645_lociStitched	chr1	227915175	227924394	2	5490	7884.0888	1900.9578	667	1
2_MACS_peak_22424_lociStitched	chr5	131755110	131764213	2	8356	8705.1989	2739.0927	668	1
7_MACS_peak_12454_lociStitched	chr18	9101997	9117849	7	8538	9341.5836	3379.6464	669	1
3_MACS_peak_17131_lociStitched	chr20	32250765	32263100	3	5610	8002.948	2041.4425	670	1
2_MACS_peak_18385_lociStitched	chr22	31884829	31893441	2	4184	7395.1244	1436.4816	671	1
3_MACS_peak_4881_lociStitched	chr11	65148295	65157255	3	6974	7786.24	1830.528	672	1
1_MACS_peak_26097_lociStitched	chr7	152159162	152162491	1	3330	6758.8687	805.2851	673	1
2_MACS_peak_13327_lociStitched	chr19	7929807	7937479	2	6833	7782.4768	1829.0048	674	1
2_MACS_peak_17910_lociStitched	chr21	42791366	42798741	2	3286	7458.3375	1514.825	675	1
2_MACS_peak_6520_lociStitched	chr12	69200788	69205081	2	3961	7035.3684	1092.1392	676	1
1_MACS_peak_16318_lociStitched	chr2	198363302	198365844	1	2543	6455.9174	515.5176	677	1
3_MACS_peak_10886_lociStitched	chr17	8275450	8287914	3	4698	8069.1936	2135.0832	678	1
2_MACS_peak_20204_lociStitched	chr3	176909381	176920111	2	7139	8891.951	2961.48	679	1
4_MACS_peak_27842_lociStitched	chr9	94182859	94192497	4	6768	8087.2458	2156.9844	680	1
3_MACS_peak_4891_lociStitched	chr11	65236025	65246080	3	5437	7976.6315	2048.2035	681	1
1_MACS_peak_2266_lociStitched	chr1	202583488	202586164	1	2677	7048.0488	1124.1876	682	1
1_MACS_peak_514_lociStitched	chr1	26946329	26948645	1	2317	6449.5968	525.9636	683	1
2_MACS_peak_4921_lociStitched	chr11	65624106	65629111	2	4923	7302.7955	1380.8795	684	1
3_MACS_peak_4998_lociStitched	chr11	67116744	67125107	3	5368	7837.8036	1916.7996	685	1
2_MACS_peak_1708_lociStitched	chr1	155016143	155025706	2	5843	8644.952	2725.455	686	1
1_MACS_peak_21568_lociStitched	chr4	185393187	185396901	1	3715	6740.5386	821.1654	687	1
3_MACS_peak_14311_lociStitched	chr19	47742306	47751315	3	6971	7821.6138	1904.5026	688	1
2_MACS_peak_10197_lociStitched	chr16	56944066	56952760	2	6278	8168.013	2257.8318	689	1
2_MACS_peak_17395_lociStitched	chr20	46386640	46397928	2	7480	8065.276	2158.2656	690	1
2_MACS_peak_1629_lociStitched	chr1	151802491	151813242	2	6269	8717.9859	2816.762	691	1
2_MACS_peak_13191_lociStitched	chr19	4398713	4404004	2	5027	7499.4634	1601.5857	692	1
1_MACS_peak_20927_lociStitched	chr4	57840423	57846393	1	5971	7274.445	1379.667	693	1
1_MACS_peak_8995_lociStitched	chr15	75742390	75749089	1	6700	7579.9185	1693.5072	694	1
1_MACS_peak_21157_lociStitched	chr4	103746624	103750050	1	3427	6923.6034	1038.4206	695	1
2_MACS_peak_41_lociStitched	chr1	1334080	1343916	2	5299	7376.0164	1493.1048	696	1
1_MACS_peak_20500_lociStitched	chr3	197806567	197809069	1	2503	6687.5958	808.3962	697	1
3_MACS_peak_13552_lociStitched	chr19	13204343	13216560	3	5606	7548.8843	1672.5073	698	1
4_MACS_peak_12253_lociStitched	chr17	78228132	78238570	4	6062	7225.1836	1356.94	699	1
2_MACS_peak_27497_lociStitched	chr9	35095416	35103908	2	3731	7417.762	1550.6392	700	1
2_MACS_peak_2854_lociStitched	chr1	249151383	249158298	2	4335	7791.822	1934.817	701	1
2_MACS_peak_21187_lociStitched	chr4	109087272	109095004	2	5984	7278.1316	1422.688	702	1
3_MACS_peak_5463_lociStitched	chr11	118559776	118567823	3	6102	7604.415	1750.2225	703	1
1_MACS_peak_8634_lociStitched	chr15	50645991	50648256	1	2266	6472.917	625.593	704	1
1_MACS_peak_21548_lociStitched	chr4	184641939	184645561	1	3623	6580.4496	733.455	705	1
2_MACS_peak_9522_lociStitched	chr16	2731442	2738007	2	5102	7035.7105	1190.891	706	1
1_MACS_peak_23027_lociStitched	chr5	179244951	179249261	1	4311	6907.637	1064.57	707	1
1_MACS_peak_22511_lociStitched	chr5	137799156	137802008	1	2853	6369.3716	527.0496	708	1
4_MACS_peak_19998_lociStitched	chr3	141120330	141132630	4	8846	8958.09	3119.28	709	1
1_MACS_peak_12088_lociStitched	chr17	73871331	73875810	1	4480	7003.3644	1166.3316	710	1
1_MACS_peak_28178_lociStitched	chr9	126100051	126103596	1	3546	7022.9995	1191.4745	711	1
2_MACS_peak_16277_lociStitched	chr2	191878284	191886180	2	2797	7488.5664	1660.5288	712	1
3_MACS_peak_6670_lociStitched	chr12	96792462	96802742	3	5996	7652.432	1825.728	713	1
2_MACS_peak_22506_lociStitched	chr5	137667008	137675037	2	3686	7539.231	1714.9944	714	1
2_MACS_peak_27150_lociStitched	chr8	134508382	134515819	2	7028	7881.7326	2057.8179	715	1
5_MACS_peak_16704_lociStitched	chr2	238599773	238613363	5	7758	7274.727	1454.13	716	1
5_MACS_peak_5764_lociStitched	chr12	4251624	4263437	5	6254	8115.531	2295.2659	717	1
2_MACS_peak_23208_lociStitched	chr6	7960773	7964213	2	3348	6685.64	871.696	718	1
2_MACS_peak_14567_lociStitched	chr19	56110096	56118344	2	5319	7180.7088	1369.168	719	1
1_MACS_peak_20399_lociStitched	chr3	193800620	193803286	1	2667	6974.7892	1168.2412	720	1
2_MACS_peak_20327_lociStitched	chr3	185654589	185661898	2	4415	7846.2115	2041.4037	721	1
4_MACS_peak_11440_lociStitched	chr17	40259477	40273868	4	5891	8238.8475	2434.9572	722	1
1_MACS_peak_2394_lociStitched	chr1	207493831	207496013	1	2183	6515.8884	715.0414	723	1
4_MACS_peak_11137_lociStitched	chr17	27939885	27950513	4	5943	7551.194	1751.4944	724	1
1_MACS_peak_14217_lociStitched	chr19	45594210	45598166	1	3957	6663.4864	869.1332	725	1
2_MACS_peak_5951_lociStitched	chr12	14921757	14928271	2	4552	7141.2982	1351.655	726	1
1_MACS_peak_1667_lociStitched	chr1	153917184	153919834	1	2651	6648.585	866.815	727	1
2_MACS_peak_17547_lociStitched	chr20	56192774	56198199	2	5338	7012.355	1231.475	728	1
3_MACS_peak_591_lociStitched	chr1	28902727	28914073	3	7391	8141.8896	2361.1026	729	1
1_MACS_peak_17782_lociStitched	chr21	34142808	34145805	1	2998	6605.9874	826.2729	730	1
3_MACS_peak_28488_lociStitched	chr9	139736382	139744881	3	5444	6852.7437	1073.4237	731	1
2_MACS_peak_6450_lociStitched	chr12	58158298	58167409	2	3628	7196.7789	1417.6716	732	1
2_MACS_peak_6128_lociStitched	chr12	46378231	46386238	2	3791	7633.8738	1856.0226	733	1
3_MACS_peak_22539_lociStitched	chr5	139012370	139018804	3	4969	7743.9624	1968.1606	734	1
3_MACS_peak_12451_lociStitched	chr18	9061246	9070877	3	6614	8504.173	2728.4623	735	1
1_MACS_peak_18068_lociStitched	chr22	17516654	17519306	1	2653	6387.342	613.1424	736	1
5_MACS_peak_13442_lociStitched	chr19	10974692	10990402	5	7517	8155.061	2381.636	737	1
1_MACS_peak_3167_lociStitched	chr10	31606840	31610268	1	3429	6174.1708	404.1612	738	1
2_MACS_peak_907_lociStitched	chr1	45186166	45198317	2	7134	7777.8551	2013.4207	739	1
2_MACS_peak_13935_lociStitched	chr19	36133282	36140090	2	5181	7072.1504	1314.6248	740	1
3_MACS_peak_11156_lociStitched	chr17	29034416	29046905	3	5432	7353.5232	1598.592	741	1
1_MACS_peak_21647_lociStitched	chr5	188102	192833	1	4732	6930.915	1179.9114	742	1
2_MACS_peak_22187_lociStitched	chr5	87969727	87976876	2	4158	6924.5214	1176.7254	743	1
2_MACS_peak_23393_lociStitched	chr6	26357658	26365990	2	5712	7812.9164	2068.8356	744	1
2_MACS_peak_26188_lociStitched	chr8	1990863	2000274	2	5836	7486.4505	1742.9172	745	1
2_MACS_peak_10764_lociStitched	chr17	4606715	4614901	2	4466	7126.7316	1392.4386	746	1
1_MACS_peak_5134_lociStitched	chr11	72980641	72984192	1	3552	6767.1407	1033.6961	747	1
3_MACS_peak_6309_lociStitched	chr12	53713406	53720628	3	5409	7341.8852	1609.0616	748	1
1_MACS_peak_24443_lociStitched	chr6	139693943	139697375	1	3433	6635.4288	906.7344	749	1
4_MACS_peak_4828_lociStitched	chr11	64064398	64074814	4	5745	7335.9888	1612.3968	750	1
1_MACS_peak_20293_lociStitched	chr3	184078389	184082491	1	4103	6911.4598	1195.3228	751	1
1_MACS_peak_17971_lociStitched	chr21	44817479	44820885	1	3407	6356.6178	642.3716	752	1
2_MACS_peak_20338_lociStitched	chr3	186283573	186289318	2	4601	7336.9395	1622.9625	753	1
1_MACS_peak_2178_lociStitched	chr1	193026801	193029571	1	2771	6789.27	1082.516	754	1
12_MACS_peak_21631_lociStitched	chr4	190992109	191013764	12	12999	8395.6435	2691.7165	755	1
3_MACS_peak_23246_lociStitched	chr6	12008344	12013881	3	4772	6663.7795	961.7769	756	1
1_MACS_peak_2757_lociStitched	chr1	235489783	235494188	1	4406	7046.238	1344.8465	757	1
1_MACS_peak_3424_lociStitched	chr10	72237137	72241885	1	4749	6679.4864	981.8864	758	1
2_MACS_peak_13048_lociStitched	chr19	1939345	1946478	2	5655	7235.7152	1545.0078	759	1
3_MACS_peak_10329_lociStitched	chr16	67693063	67702629	3	6569	7555.2268	1868.2398	760	1
2_MACS_peak_23601_lociStitched	chr6	32805205	32813935	2	5096	7605.576	1918.854	761	1
4_MACS_peak_20821_lociStitched	chr4	40302824	40312700	4	5966	8093.382	2408.7564	762	1
1_MACS_peak_1773_lociStitched	chr1	156194146	156199334	1	5189	7297.4408	1619.1748	763	1
2_MACS_peak_21216_lociStitched	chr4	113435348	113445830	2	5927	7337.4	1668.7344	764	1
1_MACS_peak_15823_lociStitched	chr2	114340738	114342693	1	1956	6556.288	892.8485	765	1
2_MACS_peak_2448_lociStitched	chr1	211750697	211756266	2	3980	7460.7893	1800.4577	766	1
2_MACS_peak_25503_lociStitched	chr7	99096062	99103366	2	4884	6892.0544	1232.9152	767	1
1_MACS_peak_21313_lociStitched	chr4	140096858	140100611	1	3754	6224.3505	565.5771	768	1
1_MACS_peak_19224_lociStitched	chr3	45634282	45639709	1	5428	6756.615	1100.0529	769	1
4_MACS_peak_28821_lociStitched	chrX	48768204	48777339	4	6540	7178.283	1521.891	770	1
2_MACS_peak_4599_lociStitched	chr11	45838149	45846636	2	3989	7489.7775	1838.2842	771	1
3_MACS_peak_18228_lociStitched	chr22	23478091	23488541	3	7284	8293.12	2641.76	772	1
1_MACS_peak_25842_lociStitched	chr7	129588313	129593857	1	5545	7597.4976	1948.1616	773	1
1_MACS_peak_6201_lociStitched	chr12	49452968	49455426	1	2459	6088.7118	442.1942	774	1
3_MACS_peak_9464_lociStitched	chr16	1457930	1472210	3	4759	7711.2	2066.316	775	1
2_MACS_peak_21140_lociStitched	chr4	100866952	100872540	2	4372	6909.562	1265.682	776	1
4_MACS_peak_16297_lociStitched	chr2	197033495	197043596	4	6358	8159.5878	2516.1591	777	1
1_MACS_peak_2065_lociStitched	chr1	178994013	178996370	1	2358	6271.977	629.0833	778	1
1_MACS_peak_5455_lociStitched	chr11	118305204	118309818	1	4615	6553.2642	911.7264	779	1
1_MACS_peak_20146_lociStitched	chr3	167965655	167969716	1	4062	6805.8299	1170.7863	780	1
3_MACS_peak_11488_lociStitched	chr17	41386772	41402338	3	6471	9305.3548	3672.0194	781	1
1_MACS_peak_2437_lociStitched	chr1	211431320	211435434	1	4115	6706.6428	1078.2794	782	1
1_MACS_peak_21901_lociStitched	chr5	42991095	42995667	1	4573	6793.0776	1167.2316	783	1
1_MACS_peak_1523_lociStitched	chr1	147930143	147933549	1	3407	6466.291	842.6444	784	1
2_MACS_peak_25953_lociStitched	chr7	140372243	140377222	2	4549	7273.8211	1655.0196	785	1
2_MACS_peak_25963_lociStitched	chr7	141249208	141259076	2	4558	8204.2552	2586.4028	786	1
2_MACS_peak_5023_lociStitched	chr11	67373459	67383332	2	4454	7267.5153	1650.7656	787	1
1_MACS_peak_27096_lociStitched	chr8	128745908	128751676	1	5769	6552.448	937.3	788	1
3_MACS_peak_24874_lociStitched	chr7	26002353	26009557	3	6067	7786.0832	2174.8876	789	1
2_MACS_peak_472_lociStitched	chr1	25869462	25877461	2	4498	7527.8589	1929.3588	790	1
1_MACS_peak_11735_lociStitched	chr17	48942510	48945680	1	3171	6394.207	799.791	791	1
2_MACS_peak_17568_lociStitched	chr20	57578916	57583434	2	3874	6486.4926	897.7266	792	1
3_MACS_peak_8949_lociStitched	chr15	74831808	74839310	3	5703	7174.9128	1587.4232	793	1
1_MACS_peak_15519_lociStitched	chr2	86262214	86266672	1	4459	7001.7348	1419.4272	794	1
2_MACS_peak_28192_lociStitched	chr9	126963843	126971562	2	3532	7216.4931	1637.9718	795	1
1_MACS_peak_3462_lociStitched	chr10	74055919	74058780	1	2862	6379.4578	803.6549	796	1
2_MACS_peak_17886_lociStitched	chr21	40684108	40686899	2	2779	6190.438	616.2528	797	1
1_MACS_peak_2856_lociStitched	chr1	249166390	249169211	1	2822	6698.7466	1127.5537	798	1
2_MACS_peak_17873_lociStitched	chr21	38929246	38937889	2	4014	7928.2239	2364.7248	799	1
