GENE_ID	locusLine	bin_1_10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam
NM_021006	chr17(.):34517267-34529156	7.9387
NM_001001418	chr17(.):34576084-34597027	0.3106
NM_001001435	chr17(.):34533467-34545274	5.8253
NM_001001437	chr17(.):34517267-34529147	7.9396
NM_001001417	chr17(.):34488060-34508988	0.3214
NM_021006	chr17(.):34618841-34630730	6.784
NM_001001437	chr17(.):34618841-34630721	6.7818
NM_001001435	chr17(.):34635033-34646840	6.1037
NM_001001418	chr17(.):34741118-34813091	0.202
NM_005310	chr17(.):37889186-37908538	0.2645
NM_001030002	chr17(.):37889589-37908538	0.2684
NM_032339	chr17(.):37880408-37891788	0.4242
NM_018530	chr17(.):38055847-38078793	0.1075
NM_001042471	chr17(.):38055847-38079903	0.1062
NM_198844	chr17(.):38019454-38039149	1.2223
NM_001145301	chr17(.):38469472-38518895	2.3455
NM_152219	chr17(.):38511904-38525945	0.1344
NM_000964	chr17(.):38460422-38518895	2.6658
NM_001024809	chr17(.):38493270-38518895	0.1413
NM_001254	chr17(.):38439145-38464413	0.2765
NM_152343	chr17(.):43326759-43344479	0.0892
NM_005892	chr17(.):43294291-43329683	1.6945
NR_024434	chr17(.):43320302-43350997	0.2636
NR_024435	chr17(.):43334557-43350997	0.0654
NM_002144	chr17(.):46601806-46613272	0.085
NM_005827	chr17(.):47773689-47790282	0.3137
NM_001199155	chr17(.):47860980-47911458	0.1931
NM_000250	chr17(.):56342216-56363296	0.0501
NM_004758	chr17(.):56373593-56411152	1.0258
NM_003168	chr17(.):56417538-56434563	0.9608
NR_029683	chr17(.):56403592-56413679	5.2612
NR_004380	chr17(.):62218437-62228517	0.6554
NR_002995	chr17(.):62218698-62228831	0.6531
NR_033876	chr17(.):70589179-70641611	0.4692
NM_001163989	chr17(.):72727958-72748474	1.7671
NM_001006638	chr17(.):72728355-72748474	1.8007
NM_139018	chr17(.):72685451-72714108	0.0978
NM_175738	chr17(.):72662255-72748474	0.5244
NR_037409	chr17(.):72739751-72749838	1.3771
NM_017728	chr17(.):72767621-72840922	0.0705
NM_015654	chr17(.):72761685-72777470	0.174
NM_173547	chr17(.):73880040-73898054	0.3142
NM_033452	chr17(.):73865244-73879656	1.8739
NM_012478	chr17(.):73836779-73856501	0.545
NM_199242	chr17(.):73818307-73845798	0.0977
NM_032478	chr17(.):73889723-73906181	0.5557
NM_024599	chr17(.):74461974-74502509	1.393
NM_134268	chr17(.):74518439-74538782	0.0936
NM_001166579	chr17(.):74444432-74471199	0.1641
NM_001088	chr17(.):74458629-74471199	0.1782
NM_001005498	chr17(.):74461974-74488991	1.4471
NM_001077620	chr17(.):74531120-74546458	0.0872
NR_033357	chr17(.):74518667-74546458	0.0912
NR_027058	chr17(.):75079724-75096068	2.3056
NR_003013	chr17(.):75080388-75090575	2.7128
NM_001143998	chr17(.):75132004-75218181	1.6685
NM_001144001	chr17(.):75176294-75218181	1.2812
NM_001113495	chr17(.):75466324-75501678	0.2518
NM_001113493	chr17(.):75364271-75501678	0.6102
NM_001113496	chr17(.):75441612-75501678	0.3747
NM_001113494	chr17(.):75367164-75501678	0.5938
NR_036200	chr17(.):75388065-75398136	0.0634
NM_152468	chr17(.):76121858-76144049	2.2877
NM_007267	chr17(.):76103998-76133488	1.3903
NM_001127198	chr17(.):76103998-76129861	1.5536
NM_001145529	chr17(.):76222390-76242068	0.0653
NM_001010982	chr17(.):76178436-76208782	0.0919
NM_001012270	chr17(.):76205276-76226716	0.1377
NM_003258	chr17(.):76165159-76188285	0.9343
NM_004710	chr17(.):76159670-76174009	1.7368
NR_002219	chr17(.):76205320-76225783	0.141
NM_001145526	chr17(.):76178442-76208782	0.0919
NR_027083	chr17(.):76178397-76198641	0.1121
NM_000633	chr18(.):60785578-60991613	0.9504
NM_001083625	chr18(.):9131757-9290206	0.4345
NM_144662	chr18(.):23708815-23778319	1.4646
NM_005640	chr18(.):23801408-23976650	0.1131
NM_003199	chr18(.):52884561-53260860	0.2452
NM_021074	chr18(.):9097627-9139343	2.4043
NM_005904	chr18(.):46441222-46482081	2.1073
NM_001190823	chr18(.):46441222-46474177	1.9518
NM_001190822	chr18(.):46441222-46480703	2.1729
NM_001039846	chr19(.):2091867-2104583	1.726
NM_001164605	chr19(.):35640844-35665788	0.3421
NM_018028	chr19(.):39828107-39880537	0.1038
NM_014164	chr19(.):35640624-35665788	0.3395
NR_028406	chr19(.):35640671-35665788	0.34
NM_020695	chr19(.):1810244-1853452	0.3097
NM_052847	chr19(.):2506217-2707746	0.7823
NM_032855	chr19(.):16239837-16274377	1.9094
NM_006387	chr19(.):16623699-16658263	0.1221
NM_001492	chr19(.):18974360-19011953	0.0566
NM_139176	chr19(.):55429876-55463873	0.3642
NM_001280	chr19(.):1264266-1278171	1.5345
NM_017914	chr19(.):1270519-1284243	1.0722
NM_177401	chr19(.):1243551-1264142	0.9853
NM_001001975	chr19(.):1236748-1249824	0.6585
NM_001405	chr19(.):1281167-1304944	0.0578
NM_152769	chr19(.):1224946-1242990	0.2484
NR_027271	chr19(.):1262469-1275259	0.6523
NR_023313	chr19(.):1264266-1279809	1.3883
NM_138813	chr19(.):1777073-1817270	0.1108
NM_001178002	chr19(.):1777073-1817199	0.1109
NR_031730	chr19(.):1811157-1821237	0.1913
NR_034114	chr19(.):1817087-1829542	0.0647
NM_031918	chr19(.):1847397-1868564	1.8787
NM_138422	chr19(.):1900416-1918446	0.3963
NM_001130111	chr19(.):1871974-1890518	0.4078
NM_079834	chr19(.):1900372-1931012	0.3428
NM_017572	chr19(.):2032469-2056243	0.8424
NM_017797	chr19(.):1980446-2020702	0.1539
NM_130807	chr19(.):2066034-2101269	3.2875
NM_004152	chr19(.):2264519-2278487	0.8574
NM_018049	chr19(.):2228154-2241328	1.0076
NM_000479	chr19(.):2244112-2257072	1.007
NM_198532	chr19(.):2269630-2287181	0.4957
NR_031596	chr19(.):2229060-2239148	1.1733
NM_007165	chr19(.):2231815-2253678	0.6495
NM_144616	chr19(.):2247249-2261422	1.9411
NM_001101391	chr19(.):2284773-2313156	0.3885
NR_036207	chr19(.):2245637-2255717	0.2842
NM_032737	chr19(.):2423163-2461958	0.5505
NM_012458	chr19(.):2420621-2432875	0.7475
NM_015675	chr19(.):2471122-2483257	2.0607
NM_001379	chr19(.):10239021-10310755	0.2343
NM_004230	chr19(.):10327108-10346948	1.6817
NR_036206	chr19(.):10336088-10346161	0.7806
NM_001544	chr19(.):10392649-10404198	0.1452
NM_015956	chr19(.):10357639-10375721	0.2285
NM_000201	chr19(.):10376516-10402291	0.2818
NM_023072	chr19(.):13901273-13948044	0.1745
NR_029613	chr19(.):13980512-13990622	0.062
NR_036515	chr19(.):13940329-13952103	1.5789
NM_001098622	chr19(.):13982949-13996571	0.3965
NR_030179	chr19(.):13980688-13990825	0.065
NR_029497	chr19(.):13942100-13952173	1.8562
NR_029495	chr19(.):13942400-13952473	1.9382
NR_029501	chr19(.):13942253-13952331	1.8968
NM_005370	chr19(.):16217489-16249445	1.2793
NM_001145160	chr19(.):16173316-16218813	0.6531
NR_024335	chr19(.):16139522-16157918	0.0631
NR_024336	chr19(.):16140288-16157918	0.0641
NM_003290	chr19(.):16182134-16218813	0.6234
NM_032493	chr19(.):16303664-16351156	0.0756
NM_054113	chr19(.):16267178-16289286	0.3514
NM_014077	chr19(.):16291234-16307857	0.2419
NM_024881	chr19(.):16655647-16688193	0.1471
NM_004831	chr19(.):16680717-16744015	1.2451
NM_001145724	chr19(.):19035009-19054858	0.5792
NM_001145722	chr19(.):19035009-19056113	0.6684
NM_001145721	chr19(.):19035009-19056161	0.6715
NR_027297	chr19(.):19035009-19055444	0.6111
NM_007263	chr19(.):19005322-19035199	0.1595
NM_004838	chr19(.):19035009-19057041	0.7168
NM_019070	chr19(.):19025483-19044442	0.2271
NM_015925	chr19(.):35734558-35763867	0.7207
NM_152481	chr19(.):35710703-35724628	0.0664
NM_003407	chr19(.):39892486-39905045	4.5572
NM_003169	chr19(.):39931287-39972308	0.2262
NM_001130825	chr19(.):39931185-39972308	0.2293
NM_019088	chr19(.):39871269-39886679	0.3736
NM_017592	chr19(.):39876962-39896203	2.5049
NM_001020	chr19(.):39918846-39931618	0.5139
NM_022835	chr19(.):39898749-39924055	0.638
NM_001142579	chr19(.):40570058-40601845	0.2135
NM_001010880	chr19(.):40573898-40601810	0.2366
NM_002446	chr19(.):40692650-40726482	0.1694
NM_001098506	chr19(.):42077530-42098197	0.1119
NM_178511	chr19(.):47773141-47783980	0.6153
NM_001127240	chr19(.):47719080-47741023	1.3516
NM_014417	chr19(.):47719078-47739451	1.4465
NM_015603	chr19(.):47754730-47780210	0.5565
NR_036159	chr19(.):47725200-47735276	2.6605
NR_036158	chr19(.):47725198-47735278	2.6598
NM_001145457	chr19(.):55412507-55429439	0.0504
NM_001174083	chr19(.):55472710-55517510	0.4267
NM_001174081	chr19(.):55471651-55517510	0.4541
NM_001174088	chr20(.):46125600-46290621	0.1208
NM_001042472	chr20(.):25275849-25376477	0.8343
NM_015600	chr20(.):25270378-25376477	0.8532
NM_001191	chr20(.):30247260-30315656	2.3461
NM_031483	chr20(.):32946061-33104197	0.3975
NM_015568	chr20(.):37429347-37556667	1.6664
NM_032883	chr20(.):42539781-42703254	0.8107
NM_001098798	chr20(.):42569535-42703254	0.9077
NM_001098797	chr20(.):42538491-42703254	0.809
NM_000022	chr20(.):43243162-43285376	1.1758
NM_006282	chr20(.):43590119-43713593	1.0015
NM_183048	chr20(.):45833380-45990474	0.4486
NM_001193339	chr20(.):45181461-45285100	0.1972
NM_001011554	chr20(.):45181461-45318124	0.1814
NM_183425	chr20(.):55961462-55989386	1.0049
NM_080618	chr20(.):56067223-56105154	0.169
NM_019593	chr20(.):5520079-5596672	0.5437
NM_012261	chr20(.):9490270-9516171	1.4795
NM_002862	chr20(.):25223705-25283648	0.9985
NM_032609	chr20(.):30220690-30237800	0.0942
NM_012112	chr20(.):30321903-30394603	0.1177
NM_176812	chr20(.):32394109-32447173	1.9619
NR_030374	chr20(.):33049129-33059223	0.0987
NM_030919	chr20(.):37549954-37586703	0.126
NR_034104	chr20(.):43280091-43305380	0.3269
NM_006809	chr20(.):43565770-43594114	0.2204
NM_001124756	chr20(.):43533702-43572962	0.0747
NM_145652	chr20(.):43733092-43748803	0.0735
NM_002251	chr20(.):43715949-43734753	0.242
NM_080721	chr20(.):45164584-45184213	1.6545
NM_018102	chr20(.):45124706-45147194	0.05
NR_024594	chr20(.):45942245-45954498	0.069
NM_006526	chr20(.):52178609-52204636	1.2435
NR_002189	chr20(.):52486039-52497248	2.8155
NM_003657	chr20(.):52555078-52692304	0.4048
NM_001015885	chr20(.):55921617-55958519	0.1378
NM_003610	chr20(.):55921144-55958519	0.1373
NM_001190472	chr20(.):55928495-55939878	0.0808
NR_024470	chr20(.):61289378-61302973	0.1182
NM_016354	chr20(.):61268796-61308647	0.9935
NM_001754	chr21(.):36155097-36426595	0.4329
NM_001001890	chr21(.):36155097-36265987	0.7646
NM_006198	chr21(.):41234346-41306322	0.6115
NM_173568	chr21(.):43486425-43568105	0.5134
NM_001199527	chr21(.):43478067-43568105	1.6662
NM_003683	chr21(.):45204417-45228983	0.3309
NM_001100421	chr21(.):19156283-19196703	1.3159
NM_000629	chr21(.):34692213-34737128	0.768
NM_005534	chr21(.):34770201-34814828	0.3983
NM_001122607	chr21(.):36188573-36265987	1.0376
NM_020727	chr21(.):43401939-43435496	0.7349
NR_027273	chr21(.):43437112-43450060	0.2485
NR_027243	chr21(.):43517243-43533644	0.9698
NM_000100	chr21(.):45188830-45201259	1.2333
NR_026961	chr21(.):45220638-45237448	0.1197
NM_005049	chr21(.):45522207-45556063	0.2477
NM_198155	chr21(.):45548493-45570605	1.5189
NM_004327	chr22(.):23517551-23665224	0.3153
NM_014433	chr22(.):23396592-23489241	0.6236
NM_012295	chr22(.):24402764-24579596	0.2497
NM_001199281	chr22(.):24402819-24579596	0.2498
NM_001887	chr22(.):26990361-27018991	2.7007
NM_007194	chr22(.):29078730-29142822	0.0975
NM_001195071	chr22(.):38610297-38673670	0.6397
NM_001195072	chr22(.):38610297-38674040	0.6372
NR_030755	chr22(.):23160269-23170365	1.5975
NM_001178126	chr22(.):23224959-23243013	8.0761
NM_004914	chr22(.):23482512-23511531	1.3098
NM_001024938	chr22(.):24194058-24232725	0.2389
NM_002415	chr22(.):24231564-24242409	0.7292
NM_001024939	chr22(.):24195040-24232725	0.2429
NM_001007468	chr22(.):24124149-24181705	0.5307
NM_001002862	chr22(.):24171689-24186199	2.7034
NM_019601	chr22(.):24572443-24590074	0.0711
NM_000675	chr22(.):24818529-24843325	1.4748
NR_028484	chr22(.):24820177-24895783	0.5479
NM_001008566	chr22(.):26916713-26966370	0.1852
NM_003595	chr22(.):26916713-26991089	0.7768
NR_031615	chr22(.):26946177-26956289	0.4133
NR_003491	chr22(.):27048445-27077440	0.626
NM_001886	chr22(.):27012927-27031636	1.2214
NM_172002	chr22(.):29133042-29158496	0.4608
NM_173510	chr22(.):29163661-29190283	0.843
NM_001079539	chr22(.):29185547-29201560	2.8736
NM_145640	chr22(.):36531370-36561977	1.0884
NM_145642	chr22(.):36531370-36567225	0.9566
NM_030643	chr22(.):36580175-36605879	0.1043
NM_145637	chr22(.):36617254-36641000	0.5191
NM_145343	chr22(.):36644116-36668577	1.3467
NM_030882	chr22(.):36617254-36640689	0.5244
NM_031910	chr22(.):37571205-37589330	0.0711
NM_001051	chr22(.):37597244-37613353	1.0012
NM_013385	chr22(.):37673494-37716389	0.3705
NM_002872	chr22(.):37616309-37645305	2.1423
NM_152221	chr22(.):38681696-38718413	0.8175
NR_002821	chr22(.):38735669-38799931	0.7333
NM_001894	chr22(.):38681696-38719089	0.8029
NM_004981	chr22(.):38817332-38845033	0.0581
NM_001006666	chr22(.):39431672-39445428	0.878
NM_004900	chr22(.):39373404-39393783	0.7229
NM_152426	chr22(.):39412117-39434256	0.7936
NM_014508	chr22(.):39405264-39419825	1.6631
NM_021822	chr22(.):39468009-39488748	1.0591
NM_181773	chr22(.):39488228-39505072	0.5423
NM_006116	chr22(.):39790758-39832887	0.5572
NM_153497	chr22(.):39790758-39838132	0.8736
NM_002409	chr22(.):39848324-39893199	0.682
NM_019008	chr22(.):39893283-39919137	0.7245
NM_182810	chr22(.):39911568-39923691	1.2718
NM_001098270	chr22(.):39878228-39893199	0.1589
