GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
NM_004111	chr11(.):61555149-61569710	1.2565
NR_031729	chr11(.):61577632-61587712	0.6447
NR_026882	chr11(.):61516500-61530136	0.0793
NR_030342	chr11(.):61554966-61565033	1.7845
NM_004470	chr11(.):64003412-64016607	1.158
NM_000932	chr11(.):64013994-64041924	0.4147
NM_005528	chr11(.):63992752-64006753	0.6174
NM_001160390	chr11(.):63986270-63998726	0.5588
NM_032344	chr11(.):63988737-64002488	0.5732
NM_004322	chr11(.):64032299-64057176	0.6693
NM_178443	chr11(.):63969151-63996363	0.4052
NM_057092	chr11(.):64004587-64016607	1.2556
NM_033310	chr11(.):64053792-64072503	0.551
NM_003377	chr11(.):63997265-64011259	1.0368
NM_020155	chr11(.):64048581-64061972	0.661
NM_001135208	chr11(.):64003603-64016607	1.1699
NM_001039496	chr11(.):64062862-64077239	0.8523
NM_001170726	chr11(.):64046810-64061972	0.5905
NM_001160393	chr11(.):63986270-63998341	0.5293
NM_001170881	chr11(.):64047284-64061972	0.6072
NM_001177358	chr11(.):64047282-64061972	0.6072
NM_138689	chr11(.):64006950-64019413	1.2555
NR_028272	chr11(.):65185268-65199003	7.6501
NR_030343	chr11(.):65206928-65217028	0.413
NM_031904	chr11(.):65149040-65185995	0.9418
NM_021070	chr11(.):65301029-65330699	0.3296
NM_001048218	chr11(.):65287547-65311182	0.2946
NM_001161473	chr11(.):67771047-67801743	0.7268
NM_006053	chr11(.):67805446-67823366	0.4721
NM_006019	chr11(.):67801482-67823366	0.4075
NM_002496	chr11(.):67793083-67809114	0.8563
NM_000694	chr11(.):67772789-67801743	0.6973
NM_033388	chr11(.):72520450-72545680	1.1807
NM_014786	chr11(.):73014662-73085425	0.1808
NR_033347	chr11(.):82747505-82757640	0.1275
NR_036125	chr11(.):96069601-96079690	1.9343
NM_024725	chr11(.):96080928-96128083	0.1153
NM_003772	chr11(.):96118157-96131727	0.219
NM_001165	chr11(.):102183193-102213465	0.6848
NM_006235	chr11(.):111217980-111255157	1.2226
NR_026691	chr11(.):117852105-117877199	0.7143
NM_000190	chr11(.):118950586-118969259	0.5571
NM_002105	chr11(.):118959584-118971177	0.6254
NM_001024382	chr11(.):118953696-118969259	0.6475
NM_001130991	chr11(.):118909895-118932925	0.274
NM_015517	chr11(.):118987287-119010765	0.171
NM_006389	chr11(.):118909895-118932916	0.2741
NM_014807	chr11(.):118973092-118992827	0.4881
NM_021729	chr11(.):118933492-118957688	0.2389
NM_001382	chr11(.):118962212-118977785	1.1448
NM_001142505	chr11(.):119015298-119038374	0.1163
NM_022169	chr11(.):119014749-119038374	0.1162
NR_027288	chr11(.):122883273-122895319	0.0773
NM_006597	chr11(.):122923199-122937844	1.5923
NM_032795	chr11(.):126066988-126086587	0.3552
NM_017547	chr11(.):126134054-126153027	0.3238
NM_014026	chr11(.):126168646-126220644	0.3997
NM_148910	chr11(.):126147981-126168071	0.3865
NM_001177842	chr11(.):126127813-126143877	0.2826
NM_006278	chr11(.):126221095-126289533	0.1073
NM_003658	chr11(.):129240880-129327174	0.4466
NR_024233	chr11(.):129867518-129880381	1.9525
NM_199437	chr11(.):129764600-129877730	0.2934
NM_014325	chr12(.):109033886-109130295	0.3934
NM_152641	chr12(.):46118619-46306819	0.1836
NM_002392	chr12(.):69196970-69244212	0.5188
NM_020375	chr12(.):4425358-4474190	0.0962
NM_018173	chr12(.):6414601-6442672	0.2078
NM_007273	chr12(.):7069516-7084891	0.6586
NR_015382	chr12(.):6543166-6565683	1.0114
NM_001144857	chr12(.):6416816-6442672	0.2191
NM_001144856	chr12(.):6415098-6442672	0.2101
NM_001144831	chr12(.):7069514-7084916	0.6584
NM_001987	chr12(.):11797787-12053325	0.3451
NM_031289	chr12(.):13232041-13253709	0.5828
NM_006143	chr12(.):12808994-12854121	0.3845
NM_001080555	chr12(.):13232041-13261619	0.7017
NM_152321	chr12(.):15061975-15096463	0.0737
NM_001033873	chr12(.):51634132-51668994	0.0849
NM_001031628	chr12(.):51634132-51669202	0.0846
NM_001128914	chr12(.):53840885-53879946	0.6812
NM_000966	chr12(.):53599352-53631036	1.098
NM_001042728	chr12(.):53599352-53619150	1.5514
NM_013449	chr12(.):56984379-57035163	0.2832
NM_005761	chr12(.):94537498-94704225	0.6039
NM_005230	chr12(.):96583206-96666606	0.2955
NM_020244	chr12(.):102086416-102127846	0.2407
NM_003299	chr12(.):104319188-104346703	1.224
NM_014706	chr12(.):108910990-108960165	0.6277
NM_018984	chr12(.):109171465-109256359	0.3945
NM_001082959	chr12(.):125257173-125353519	0.0787
NM_001759	chr12(.):4377901-4419522	0.8538
NM_002342	chr12(.):6488356-6505732	0.1057
NM_001159576	chr12(.):6451008-6489390	0.6322
NM_001065	chr12(.):6432922-6456283	0.7222
NM_001038	chr12(.):6451008-6489905	0.6252
NM_001159575	chr12(.):6451008-6491523	0.6038
NM_014231	chr12(.):6566403-6584843	0.5819
NM_001193457	chr12(.):6643693-6670249	0.4208
NM_006170	chr12(.):6661036-6682480	0.1836
NM_002046	chr12(.):6638656-6652536	1.4324
NM_001242	chr12(.):6549050-6565884	1.3177
NM_014865	chr12(.):6598297-6646132	0.6186
NM_016497	chr12(.):6596315-6607471	0.7858
NR_004387	chr12(.):6614387-6624717	0.0418
NM_018009	chr12(.):6556176-6576488	1.2818
NR_003012	chr12(.):6685638-6695775	0.0542
NR_027483	chr12(.):6972277-6985110	0.6923
NM_001975	chr12(.):7018613-7037859	0.9658
NM_002831	chr12(.):7055433-7075479	1.5037
NM_001159287	chr12(.):6971583-6985110	0.6587
NR_029779	chr12(.):7067861-7077929	1.4044
NM_080548	chr12(.):7050739-7075479	1.5708
NM_001146316	chr12(.):6975099-6987449	0.7127
NM_000365	chr12(.):6971692-6985110	0.664
NM_001007026	chr12(.):7028625-7056484	1.003
NM_006992	chr12(.):7008896-7028406	0.4783
NM_001940	chr12(.):7032479-7056484	0.9165
NM_032641	chr12(.):6975099-6987521	0.7098
NR_003010	chr12(.):7071499-7081769	0.612
NR_033796	chr12(.):6988845-6999902	0.1178
NR_002803	chr12(.):6988144-6998768	0.0724
NM_138425	chr12(.):7048202-7060165	1.1468
NR_029682	chr12(.):7068259-7078354	1.1266
NM_005768	chr12(.):7080346-7130842	0.132
NM_006331	chr12(.):7074943-7090165	0.4276
NR_036052	chr12(.):9387065-9397147	0.0715
NR_036052	chr12(.):12259885-12269967	0.073
NM_004064	chr12(.):12865301-12880305	5.7195
NR_030344	chr12(.):12912582-12922677	0.0662
NM_001130415	chr12(.):12873850-12949399	0.6833
NM_020853	chr12(.):13192314-13241383	0.2032
NM_006205	chr12(.):15120955-15139799	0.1298
NM_001175	chr12(.):15089949-15119562	0.841
NM_030762	chr12(.):26267958-26283003	2.2381
NM_005086	chr12(.):26343505-26392708	0.0905
NM_001135823	chr12(.):26343268-26392708	0.0902
NR_028408	chr12(.):46114502-46126704	1.4621
NM_018976	chr12(.):46746970-46771645	0.5064
NM_001098532	chr12(.):48123452-48157181	0.2966
NM_017842	chr12(.):48161966-48181536	0.2931
NM_006105	chr12(.):48123452-48157244	0.2963
NM_001098531	chr12(.):48123452-48157889	0.293
NM_001098416	chr12(.):48171506-48218763	0.907
NM_014033	chr12(.):51313533-51331300	1.0799
NM_001109619	chr12(.):51342781-51369289	0.0627
NM_001971	chr12(.):51717226-51745463	0.5746
NM_016293	chr12(.):51669821-51722938	0.4993
NM_001004304	chr12(.):53569534-53589654	0.476
NM_000889	chr12(.):53580106-53606000	3.6762
NM_015989	chr12(.):53546446-53579430	0.2285
NM_001170790	chr12(.):53640369-53653190	0.3027
NM_032889	chr12(.):53640875-53653190	0.3128
NM_015665	chr12(.):53696239-53720412	0.5203
NM_152860	chr12(.):53715359-53734537	0.4293
NM_001173467	chr12(.):53715359-53735004	0.4212
NM_001164691	chr12(.):53812638-53830318	0.095
NM_003109	chr12(.):53769427-53815226	0.3558
NM_138473	chr12(.):53768978-53815226	0.3533
NM_001005354	chr12(.):53830432-53845427	0.2292
NM_134324	chr12(.):53890376-53905215	0.6479
NM_006301	chr12(.):53869275-53898444	0.5246
NM_134323	chr12(.):53889704-53905215	0.6218
NM_003717	chr12(.):53895473-53906422	0.1718
NM_001127460	chr12(.):56705006-56732533	0.9398
NM_014255	chr12(.):56699212-56715128	0.4911
NM_005419	chr12(.):56730381-56759037	0.6724
NM_014871	chr12(.):56705006-56732837	0.9797
NM_004077	chr12(.):56660482-56699175	0.2117
NM_016584	chr12(.):56727662-56739194	1.5941
NM_001638	chr12(.):56749354-56761583	0.579
NR_003046	chr12(.):57032463-57042538	0.6184
NM_001686	chr12(.):57026958-57044852	0.6537
NM_005594	chr12(.):57101210-57124066	0.544
NR_002737	chr12(.):57033810-57043885	0.6153
NM_001113203	chr12(.):57101210-57124326	0.5385
NM_006601	chr12(.):57052124-57087078	0.5951
NM_175895	chr12(.):62990530-63002214	2.3312
NR_029661	chr12(.):62992465-63002549	2.6846
NM_017440	chr12(.):68683345-68731161	0.1192
NM_001946	chr12(.):89736836-89751296	1.5887
NM_001032284	chr12(.):98904350-98949157	0.5067
NM_003276	chr12(.):98904350-98934412	0.7168
NR_027157	chr12(.):98901750-98915004	1.524
NM_153694	chr12(.):102117425-102138250	0.8353
NM_024312	chr12(.):102134274-102229645	0.3109
NM_001111283	chr12(.):102784644-102879378	0.3762
NM_001111284	chr12(.):102784644-102877429	0.303
NM_001111285	chr12(.):102806453-102879378	0.4635
NR_027249	chr12(.):104232526-104328989	0.5158
NR_037425	chr12(.):104319202-104329333	3.1594
NM_003211	chr12(.):104354592-104387656	0.2323
NM_001135570	chr12(.):104338980-104355993	0.2329
NM_014840	chr12(.):106452124-106538811	0.3235
NM_007076	chr12(.):108904050-108918380	0.3874
NM_213595	chr12(.):108951293-108968160	3.0776
NM_181724	chr12(.):108978621-108996894	0.1302
NM_003006	chr12(.):109010679-109032670	4.1515
NM_001161331	chr12(.):109180694-109226327	0.1228
NM_019034	chr12(.):122210659-122236594	0.1205
NR_002809	chr12(.):122228172-122246390	1.3904
NM_015048	chr12(.):122237637-122275562	0.6507
NM_024667	chr12(.):123344874-123385712	0.6933
NM_021009	chr12(.):125391191-125404587	1.3403
NM_032436	chr13(.):115074964-115097803	0.4736
NM_000820	chr13(.):114518521-114572046	0.899
NM_007368	chr13(.):114742193-114903095	0.7307
NM_152719	chr13(.):46271445-46293693	1.1411
NM_001143945	chr13(.):114518521-114544017	0.1181
NM_001143946	chr13(.):114518521-114541714	0.119
NR_024609	chr13(.):114581609-114631485	0.5792
NM_023011	chr13(.):115042077-115076283	0.8481
NM_003903	chr13(.):114995361-115043150	0.5477
NM_001012706	chr14(.):50443429-50479238	0.7428
NM_004296	chr14(.):72394785-73038238	0.1073
NM_001080414	chr14(.):91732666-91889133	0.8124
NM_207442	chr14(.):69256463-69268190	1.7646
NM_004926	chr14(.):69249374-69264785	1.3547
NM_024496	chr14(.):77485885-77500034	1.2578
NM_005065	chr14(.):81934238-82005205	0.4947
NM_152592	chr14(.):95878830-95947173	0.1947
NR_003002	chr14(.):95994691-96004966	0.2284
NR_001459	chr14(.):95994248-96006209	0.2045
NM_016417	chr14(.):95996322-96016055	0.1366
NM_025268	chr14(.):105987952-106001539	0.3146
NM_015492	chr15(.):75489220-75509510	0.987
NM_144508	chr15(.):40881446-40959881	0.1286
NM_001042495	chr15(.):34517196-34635265	0.2684
NM_005135	chr15(.):34517196-34616021	0.088
NM_001042497	chr15(.):34517196-34634045	0.2587
NM_001042494	chr15(.):34517196-34634961	0.2607
NR_031680	chr15(.):69111302-69494862	0.1099
NM_001211	chr15(.):40448209-40518337	0.1585
NM_019600	chr15(.):52868517-52975820	0.2467
NM_025201	chr15(.):65129081-65165201	0.1697
NM_006305	chr15(.):69065874-69118261	0.5478
NM_001004439	chr15(.):68589041-68729492	0.1859
NM_020908	chr15(.):70335542-70395256	0.3511
NM_003612	chr15(.):74696629-74731299	0.1619
NM_001146030	chr15(.):74696629-74731001	0.1607
NM_172217	chr15(.):81512639-81610104	0.4704
NM_001172128	chr15(.):81484218-81610104	0.3776
NM_007011	chr15(.):89626380-89750591	0.5637
NR_027992	chr15(.):20869796-20966480	0.0627
NM_015995	chr15(.):31614082-31675102	0.9398
NM_175741	chr15(.):34633065-34654931	0.1445
NM_181077	chr15(.):34666269-34687001	0.0644
NM_018648	chr15(.):34628916-34640362	0.9353
NM_153613	chr15(.):34646088-34664395	0.4078
NR_036050	chr15(.):34669269-34679351	0.0573
NR_036050	chr15(.):34815490-34825572	0.0556
NM_003134	chr15(.):40322890-40336389	0.3499
NM_001003942	chr15(.):40375091-40403287	1.4909
NM_033503	chr15(.):40375091-40403639	1.4773
NM_001003940	chr15(.):40375091-40406075	1.3828
NM_001080791	chr15(.):40840297-40862252	1.1366
NM_152260	chr15(.):40856536-40871661	0.4072
NR_002208	chr15(.):40819082-40829749	0.094
NM_001160227	chr15(.):44849893-44960876	0.1441
NM_001145112	chr15(.):44952929-44974086	0.5458
NM_182985	chr15(.):45023559-45065025	0.1473
NM_004048	chr15(.):44998684-45015357	0.8098
NM_198524	chr15(.):56652643-56743072	0.5442
NM_182703	chr15(.):65199100-65256041	0.1601
NM_017882	chr15(.):68494329-68527080	0.4784
NM_015322	chr15(.):68565140-68588640	1.5708
NR_026808	chr15(.):69091159-69104440	0.0833
NR_036197	chr15(.):69089188-69099264	0.0938
NR_030714	chr15(.):70366710-70376807	0.1214
NM_000781	chr15(.):74625102-74665081	0.0704
NM_001099773	chr15(.):74625102-74663553	0.0683
NM_001127190	chr15(.):75069424-75100539	1.1597
NM_000761	chr15(.):75036183-75053941	0.0652
NM_000499	chr15(.):75006882-75022877	0.1428
NM_021819	chr15(.):75100193-75123099	0.1197
NM_001030005	chr15(.):75113950-75129136	0.0848
NM_021823	chr15(.):75310926-75348067	1.3796
NM_138967	chr15(.):75282875-75318836	0.7747
NM_015154	chr15(.):81263094-81287205	0.287
NM_022566	chr15(.):81288294-81301345	1.6571
NM_004513	chr15(.):81584253-81610104	1.2536
NM_181900	chr15(.):81600006-81621524	0.5601
NM_022767	chr15(.):89159526-89180512	0.8572
NR_029606	chr15(.):89150055-89160165	0.0443
NM_002201	chr15(.):89177038-89203879	0.7063
NR_031590	chr15(.):89146337-89156428	0.0508
NM_002168	chr15(.):90622211-90650708	0.9461
NM_198925	chr15(.):90739561-90777892	0.2035
NM_001013657	chr15(.):90772486-90790312	0.1915
NM_020210	chr15(.):90723151-90777892	0.5122
NM_006384	chr15(.):90768476-90782279	0.2319
NR_033769	chr15(.):93333713-93345338	0.0876
NR_037600	chr15(.):93421072-93446977	0.6396
NR_037602	chr15(.):93421525-93446977	0.65
NM_014918	chr15(.):101710927-101797137	0.3521
NM_016373	chr16(.):78128550-79251564	0.0668
NM_015914	chr16(.):11767942-11841648	1.6895
NM_013302	chr16(.):22212591-22305066	0.1202
NM_000336	chr16(.):23308590-23397620	1.0557
NM_153603	chr16(.):23394813-23469512	0.5772
NM_000078	chr16(.):56990834-57022756	0.1409
NM_004691	chr16(.):67466916-67520089	0.1534
NM_001191022	chr16(.):67591309-67678088	0.263
NM_012320	chr16(.):68274246-68299961	0.9476
NM_002661	chr16(.):81807929-81996899	0.1637
NM_175931	chr16(.):88936262-89012608	0.0368
NM_005187	chr16(.):88936262-89048504	0.2733
NM_003498	chr16(.):11757288-11778015	1.3063
NM_014153	chr16(.):11839441-11896114	0.3125
NM_001130007	chr16(.):11956984-12015519	0.1659
NM_001130006	chr16(.):11956984-12014825	0.1662
NM_001192	chr16(.):12053963-12066925	4.8824
NM_032167	chr16(.):12065601-12152141	0.1997
NM_001039182	chr16(.):29459913-29471285	0.5937
NM_001017389	chr16(.):29462126-29481280	0.5921
NM_003166	chr16(.):29462126-29481301	0.5983
NM_178044	chr16(.):29460821-29474545	0.5823
NR_002454	chr16(.):29455665-29466236	0.4803
NR_002556	chr16(.):29471288-29483899	0.6319
NR_037608	chr16(.):29461411-29481301	0.5775
NM_001017390	chr16(.):29466206-29481301	0.4454
NR_024370	chr16(.):29870003-29884374	0.3764
NM_002383	chr16(.):29812854-29827504	1.3956
NR_015396	chr16(.):29870154-29884374	0.3794
NM_145239	chr16(.):29818408-29832202	1.1306
NM_007317	chr16(.):29797057-29821706	0.8222
NM_006319	chr16(.):29864677-29879578	0.374
NM_024516	chr16(.):29822527-29838816	0.9447
NM_152338	chr16(.):29784560-29796840	0.0871
NM_005115	chr16(.):29826714-29864360	0.37
NM_001039182	chr16(.):30199255-30210627	0.5894
NM_178044	chr16(.):30200163-30213887	0.5807
NM_003166	chr16(.):30201468-30220650	0.5758
NM_001017389	chr16(.):30201468-30220620	0.5715
NM_001193333	chr16(.):30189730-30205396	1.1023
NR_002454	chr16(.):30195004-30205575	1.5691
NR_037608	chr16(.):30200753-30220650	0.5599
NR_002556	chr16(.):30210637-30223248	0.6197
NR_002555	chr16(.):30229349-30261932	0.1364
NM_001017390	chr16(.):30205548-30220650	0.4278
NM_024671	chr16(.):30530321-30542910	0.693
NM_138447	chr16(.):30609699-30626682	0.4875
NM_152458	chr16(.):30586993-30602092	0.0699
NM_001024683	chr16(.):30576018-30588728	0.7143
NM_024031	chr16(.):30657240-30672734	1.2672
NM_023931	chr16(.):30537778-30551194	1.3468
NM_001172679	chr16(.):30560084-30574642	0.4064
NM_001105079	chr16(.):30670777-30687131	0.3131
NR_002966	chr16(.):30716857-30726986	0.0532
NM_006662	chr16(.):30705461-30756450	0.2446
NM_003414	chr16(.):31880078-31933627	0.3783
NM_001126108	chr16(.):56894118-56954762	1.0328
NM_001010989	chr16(.):56960747-56982793	1.7324
NM_032206	chr16(.):57018409-57122436	0.1717
NM_001172643	chr16(.):66536905-66589194	1.5127
NM_001172644	chr16(.):66536905-66589315	1.5094
NM_052999	chr16(.):66595349-66618038	0.0796
NM_181641	chr16(.):66581471-66604971	0.8155
NM_181271	chr16(.):66595293-66618038	0.0795
NM_001199317	chr16(.):66608350-66627177	0.073
NR_037613	chr16(.):66632934-66652795	0.0711
NM_001040138	chr16(.):66581465-66605154	0.8097
NM_001185057	chr16(.):67202764-67214643	0.7782
NM_003946	chr16(.):67202755-67214643	0.7776
NM_001040715	chr16(.):67204504-67222883	0.5525
NM_001950	chr16(.):67221067-67237821	0.1556
NM_024712	chr16(.):67228027-67242927	0.06
NM_033309	chr16(.):67177004-67189902	0.2363
NM_025187	chr16(.):67138914-67187442	0.1345
NM_178516	chr16(.):67213281-67229107	0.3653
NM_003789	chr16(.):67183088-67198812	0.8111
NM_001538	chr16(.):67192287-67208848	1.038
NM_001185058	chr16(.):67199404-67214643	0.6338
NM_018378	chr16(.):67188890-67203077	0.8039
NR_029887	chr16(.):67231223-67241298	0.0515
NM_014187	chr16(.):67256015-67268182	0.2534
NM_012163	chr16(.):67236041-67265721	0.1422
NM_001004055	chr16(.):67236041-67265901	0.1423
NM_001193524	chr16(.):67566364-67585691	0.6707
NM_001193523	chr16(.):67558539-67585691	0.7138
NM_001193522	chr16(.):67557719-67585691	0.6964
NM_001138	chr16(.):67511473-67522716	0.4485
NM_024519	chr16(.):67557716-67585691	0.6964
NM_024939	chr16(.):68257449-68275136	0.3549
NM_001184824	chr16(.):68339876-68396169	0.2423
NM_003983	chr16(.):68293422-68340722	0.4374
NM_032178	chr16(.):68329517-68349868	0.2088
NM_003204	chr17(.):46120685-46143907	0.8499
NM_020761	chr17(.):78513624-78945173	0.1685
NM_006445	chr17(.):1548922-1593176	0.2096
NM_005022	chr17(.):4843946-4856825	1.994
NM_153357	chr17(.):6939948-6952242	0.2129
NM_020877	chr17(.):7618038-7742058	0.0904
NM_001033553	chr17(.):19985334-20223067	0.1811
NM_001033555	chr17(.):20054401-20223067	0.213
NM_000267	chr17(.):29416944-29709695	0.1897
NM_002544	chr17(.):29616667-29629380	0.0568
NM_183232	chr17(.):37916198-38025441	0.6802
NR_027774	chr17(.):43508265-43573146	0.4307
NM_030802	chr17(.):47782686-47846518	0.4805
NM_017763	chr17(.):56426037-56499931	0.1768
NM_001433	chr17(.):62115389-62212502	0.8166
NM_181671	chr17(.):65368923-65694647	0.1854
NM_014960	chr17(.):66250322-66422000	0.1584
NR_036488	chr17(.):70394462-70593943	0.2797
NM_004252	chr17(.):72739762-72770499	0.5566
NM_001080419	chr17(.):73775680-73826886	0.4766
NM_001113492	chr17(.):75278972-75501678	0.334
NM_006640	chr17(.):75310596-75501678	0.3791
NM_001113491	chr17(.):75272491-75501678	0.3336
NM_001081461	chr17(.):74703913-74727881	0.3669
NM_001163075	chr17(.):76137433-76167364	1.3096
NM_025090	chr17(.):76787964-76841969	0.25
NM_017456	chr17(.):76665129-76783376	0.6922
NM_024648	chr17(.):80342085-80381513	0.2126
NM_001164407	chr17(.):1601083-1618662	0.0623
NM_000934	chr17(.):1641129-1663559	0.0814
NR_028505	chr17(.):1609797-1624566	1.2484
NM_001163811	chr17(.):1622833-1646893	0.1848
NM_001163809	chr17(.):1623124-1646893	0.1867
NM_001165920	chr17(.):1641319-1663559	0.0821
NM_002615	chr17(.):1660258-1685868	0.1096
NR_029494	chr17(.):1612196-1622281	1.7806
NM_152348	chr17(.):1614816-1646893	0.6983
NM_080705	chr17(.):3463739-3504125	0.0842
NM_145068	chr17(.):3411485-3466289	0.5555
NM_080704	chr17(.):3463739-3517705	0.0785
NM_080706	chr17(.):3463739-3501171	0.087
NM_018727	chr17(.):3463739-3505336	0.0846
NM_000080	chr17(.):4796063-4811369	0.1092
NM_001145536	chr17(.):4797947-4811227	0.1177
NM_001165417	chr17(.):4835425-4848462	0.6299
NM_000173	chr17(.):4830591-4843325	0.2316
NM_015528	chr17(.):4838629-4853517	1.7147
NM_006612	chr17(.):4896242-4936694	0.1413
NM_015099	chr17(.):4866286-4895960	0.4569
NM_001171168	chr17(.):4866286-4895665	0.4612
NM_053013	chr17(.):4849383-4865426	1.4159
NM_001167985	chr17(.):4886424-4905905	0.4024
NM_004890	chr17(.):4857520-4876132	0.4473
NM_001004333	chr17(.):6910797-6922851	2.5752
NM_001142799	chr17(.):6913072-6925839	2.6253
NM_201566	chr17(.):6934393-6948440	0.4177
NR_029712	chr17(.):6915933-6926020	2.6562
NM_181844	chr17(.):6921368-6937961	0.3159
NM_000697	chr17(.):6894383-6919055	1.0915
NR_030178	chr17(.):6916229-6926341	2.5401
NM_182906	chr17(.):6972855-6988600	0.0557
NR_003000	chr17(.):7804440-7814578	0.0678
NM_001005273	chr17(.):7787168-7821075	0.141
NM_001080424	chr17(.):7738234-7763118	0.7269
NM_144607	chr17(.):7756063-7770600	0.491
NM_032356	chr17(.):7755002-7766172	0.6318
NM_001005271	chr17(.):7783122-7821075	0.1338
NM_203411	chr17(.):7753383-7764417	0.692
NM_012452	chr17(.):16837397-16880402	1.5134
NR_023380	chr17(.):20219486-20310504	0.1244
NR_000010	chr17(.):27044599-27054671	0.9936
NR_000009	chr17(.):27045698-27055772	1.6199
NM_031934	chr17(.):27036298-27049908	0.539
NM_001142625	chr17(.):27036298-27050286	0.5293
NM_000984	chr17(.):27041999-27056374	1.4221
NM_138463	chr17(.):27046365-27058230	1.695
NR_000014	chr17(.):27045446-27055509	1.3454
NR_000013	chr17(.):27042567-27052634	0.647
NM_004295	chr17(.):27066022-27082976	0.3242
NM_152465	chr17(.):27025533-27043872	0.1186
NR_024579	chr17(.):27036298-27050251	0.5303
NM_001160407	chr17(.):27046365-27058949	1.6026
NM_178170	chr17(.):27050831-27074784	0.8235
NM_006495	chr17(.):29625787-29646130	1.2477
NM_014210	chr17(.):29638427-29653767	1.6272
NM_002981	chr17(.):32682398-32695252	1.2201
NM_005408	chr17(.):32678470-32690629	0.2456
NM_005623	chr17(.):32641065-32653421	0.1167
NM_002983	chr17(.):34410602-34422506	2.085
NM_002988	chr17(.):34386642-34403841	0.1135
NM_002984	chr17(.):34426219-34438014	0.9156
NM_021006	chr17(.):34517267-34529156	2.9661
NM_001001418	chr17(.):34576084-34597027	0.2713
NM_001001435	chr17(.):34533467-34545274	1.4201
NM_001001437	chr17(.):34517267-34529147	2.9678
NM_001001417	chr17(.):34488060-34508988	0.2415
NM_021006	chr17(.):34618841-34630730	2.4544
NM_001001437	chr17(.):34618841-34630721	2.4541
NM_001001435	chr17(.):34635033-34646840	1.3291
NM_001001418	chr17(.):34741118-34813091	0.179
NM_001130677	chr17(.):36822958-36836187	0.2836
NM_005937	chr17(.):36856872-36891056	1.2729
NM_007144	chr17(.):36885149-36909558	0.5074
NM_002795	chr17(.):36904001-36925478	0.4575
NM_001136498	chr17(.):36881509-36896858	0.1868
NM_005310	chr17(.):37889186-37908538	0.2602
NM_001030002	chr17(.):37889589-37908538	0.2657
NM_032339	chr17(.):37880408-37891788	0.3775
NM_018530	chr17(.):38055847-38078793	0.0944
NM_001042471	chr17(.):38055847-38079903	0.0948
NM_198844	chr17(.):38019454-38039149	0.9484
NM_001145301	chr17(.):38469472-38518895	0.8467
NM_152219	chr17(.):38511904-38525945	0.1083
NM_000964	chr17(.):38460422-38518895	0.8131
NM_001024809	chr17(.):38493270-38518895	0.089
NM_001254	chr17(.):38439145-38464413	0.2361
NM_152343	chr17(.):43326759-43344479	0.1004
NM_005892	chr17(.):43294291-43329683	1.7456
NR_024434	chr17(.):43320302-43350997	0.2127
NR_024435	chr17(.):43334557-43350997	0.0704
NM_174919	chr17(.):43501717-43515282	0.6262
NM_199282	chr17(.):43466267-43508012	0.2651
NM_001159330	chr17(.):43466267-43488449	0.3081
NR_036199	chr17(.):43547728-43557801	0.0445
NR_026680	chr17(.):43692711-43720329	0.0863
NR_027295	chr17(.):43692980-43720329	0.0871
NR_026901	chr17(.):43672490-43684748	0.0522
NR_029687	chr17(.):46109526-46119613	0.0945
NM_016429	chr17(.):46098532-46120152	0.1923
NM_006807	chr17(.):46142413-46183560	0.1755
NM_001127228	chr17(.):46142413-46183883	0.1752
NM_005827	chr17(.):47773689-47790282	0.5212
NM_001199155	chr17(.):47860980-47911458	0.2007
NM_000250	chr17(.):56342216-56363296	0.083
NM_004758	chr17(.):56373593-56411152	0.7758
NM_003168	chr17(.):56417538-56434563	1.0198
NR_029683	chr17(.):56403592-56413679	3.267
NM_004859	chr17(.):57692049-57779317	0.2981
NR_004380	chr17(.):62218437-62228517	0.7679
NR_002995	chr17(.):62218698-62228831	0.7677
NR_036199	chr17(.):62813147-62823220	0.0588
NR_026903	chr17(.):62957667-62976703	0.6208
NR_027283	chr17(.):66189800-66201443	0.2226
NM_016627	chr17(.):66239144-66258305	0.6231
NM_001174166	chr17(.):66258166-66292405	0.4325
NR_033876	chr17(.):70589179-70641611	0.276
NM_001163989	chr17(.):72727958-72748474	0.7302
NM_001006638	chr17(.):72728355-72748474	0.7418
NM_139018	chr17(.):72685451-72714108	0.0964
NM_175738	chr17(.):72662255-72748474	0.2575
NR_037409	chr17(.):72739751-72749838	0.745
NM_017728	chr17(.):72767621-72840922	0.0846
NM_015654	chr17(.):72761685-72777470	0.1643
NM_000154	chr17(.):73749017-73766280	0.3523
NM_005324	chr17(.):73767514-73780860	0.6092
NM_173547	chr17(.):73880040-73898054	0.3424
NM_033452	chr17(.):73865244-73879656	1.5384
NM_012478	chr17(.):73836779-73856501	0.3835
NM_199242	chr17(.):73818307-73845798	0.0819
NM_032478	chr17(.):73889723-73906181	0.5322
NM_001008529	chr17(.):74670650-74712056	0.1115
NM_003016	chr17(.):74725198-74738493	0.9546
NM_015167	chr17(.):74709524-74727881	0.4517
NR_030366	chr17(.):74727531-74737630	1.2245
NM_001080510	chr17(.):74717949-74734962	1.0936
NM_024311	chr17(.):74728782-74780338	0.427
NR_027058	chr17(.):75079724-75096068	1.8395
