GENE_ID	locusLine	bin_1_U266.jin.bam
1_MACS_peak_17724_lociStitched	chr2(.):122659348-122660967	2.4211
1_MACS_peak_17725_lociStitched	chr2(.):122717033-122719664	1.4081
2_MACS_peak_17726_lociStitched	chr2(.):122731771-122733367	0.9493
1_MACS_peak_17728_lociStitched	chr2(.):122734642-122735182	0.661
1_MACS_peak_17729_lociStitched	chr2(.):122809317-122810023	1.6011
1_MACS_peak_17730_lociStitched	chr2(.):123109456-123109769	0.5364
1_MACS_peak_17731_lociStitched	chr2(.):127065996-127066711	0.8711
3_MACS_peak_17732_lociStitched	chr2(.):127412930-127426248	3.8183
1_MACS_peak_17735_lociStitched	chr2(.):127821714-127823325	1.9419
1_MACS_peak_17736_lociStitched	chr2(.):127825253-127825860	1.2461
1_MACS_peak_17737_lociStitched	chr2(.):127886365-127886852	1.1703
1_MACS_peak_17738_lociStitched	chr2(.):128050928-128052351	2.1745
2_MACS_peak_17739_lociStitched	chr2(.):128144347-128146656	3.7123
2_MACS_peak_17741_lociStitched	chr2(.):128165117-128166546	1.9731
1_MACS_peak_17743_lociStitched	chr2(.):128282921-128285246	4.3504
1_MACS_peak_17744_lociStitched	chr2(.):128321543-128322116	0.8377
1_MACS_peak_17745_lociStitched	chr2(.):128457695-128460361	3.5933
1_MACS_peak_17746_lociStitched	chr2(.):128524555-128525105	1.0294
1_MACS_peak_17747_lociStitched	chr2(.):128562220-128564152	1.1485
1_MACS_peak_17748_lociStitched	chr2(.):128567186-128569979	6.1118
2_MACS_peak_17749_lociStitched	chr2(.):128584934-128591036	5.6362
1_MACS_peak_17751_lociStitched	chr2(.):128614664-128616543	3.6034
1_MACS_peak_17752_lociStitched	chr2(.):128617101-128617918	1.2167
1_MACS_peak_17753_lociStitched	chr2(.):128642636-128644729	2.0139
1_MACS_peak_17754_lociStitched	chr2(.):128650569-128651001	0.9344
2_MACS_peak_17755_lociStitched	chr2(.):128784198-128786465	2.4452
2_MACS_peak_17757_lociStitched	chr2(.):128848078-128849880	1.8521
1_MACS_peak_17759_lociStitched	chr2(.):129076555-129076868	0.6867
1_MACS_peak_17760_lociStitched	chr2(.):129079445-129080280	2.0652
1_MACS_peak_17761_lociStitched	chr2(.):129128812-129129097	0.5635
1_MACS_peak_17762_lociStitched	chr2(.):129278038-129278444	0.6131
1_MACS_peak_17763_lociStitched	chr2(.):129447535-129448589	0.9179
1_MACS_peak_17764_lociStitched	chr2(.):129484491-129486175	1.2781
1_MACS_peak_17765_lociStitched	chr2(.):129622109-129622540	0.7107
1_MACS_peak_17766_lociStitched	chr2(.):130174516-130174952	0.7211
1_MACS_peak_17767_lociStitched	chr2(.):130444139-130444560	0.7739
1_MACS_peak_17768_lociStitched	chr2(.):130877716-130879183	1.1675
2_MACS_peak_17769_lociStitched	chr2(.):130886088-130887970	1.5053
1_MACS_peak_17771_lociStitched	chr2(.):130938144-130940772	3.2632
1_MACS_peak_17772_lociStitched	chr2(.):130986891-130987593	1.0657
2_MACS_peak_17773_lociStitched	chr2(.):131099381-131101617	2.7625
2_MACS_peak_17775_lociStitched	chr2(.):131133982-131135477	0.8952
2_MACS_peak_17777_lociStitched	chr2(.):131484616-131485761	0.8699
2_MACS_peak_17779_lociStitched	chr2(.):131581411-131582972	0.7505
1_MACS_peak_17781_lociStitched	chr2(.):131850008-131851970	3.6558
1_MACS_peak_17782_lociStitched	chr2(.):131861441-131864353	3.5856
2_MACS_peak_17783_lociStitched	chr2(.):131966281-131968596	1.6544
1_MACS_peak_17785_lociStitched	chr2(.):131974773-131976399	1.4043
1_MACS_peak_17786_lociStitched	chr2(.):132249051-132251572	3.5616
1_MACS_peak_17787_lociStitched	chr2(.):132285007-132285474	0.999
1_MACS_peak_17788_lociStitched	chr2(.):132301115-132301571	1.7622
1_MACS_peak_17789_lociStitched	chr2(.):132439579-132441006	2.3915
2_MACS_peak_17790_lociStitched	chr2(.):132493343-132494603	0.8615
1_MACS_peak_17792_lociStitched	chr2(.):132918777-132919463	0.8885
1_MACS_peak_17793_lociStitched	chr2(.):133023977-133026599	3.6185
1_MACS_peak_17794_lociStitched	chr2(.):134667754-134668063	0.4876
2_MACS_peak_17795_lociStitched	chr2(.):134877385-134878308	0.9069
2_MACS_peak_17797_lociStitched	chr2(.):134990787-134992006	0.7169
2_MACS_peak_17799_lociStitched	chr2(.):135019832-135020829	0.8189
1_MACS_peak_17801_lociStitched	chr2(.):135037402-135038311	0.9505
1_MACS_peak_17802_lociStitched	chr2(.):135039041-135042588	2.2261
2_MACS_peak_17803_lociStitched	chr2(.):135044349-135046078	1.1452
1_MACS_peak_17805_lociStitched	chr2(.):135148698-135149125	0.7183
1_MACS_peak_17806_lociStitched	chr2(.):135152807-135153098	0.6526
1_MACS_peak_17807_lociStitched	chr2(.):135166035-135166359	0.635
1_MACS_peak_17808_lociStitched	chr2(.):135168602-135169728	1.08
1_MACS_peak_17809_lociStitched	chr2(.):135413763-135414270	0.7139
1_MACS_peak_17810_lociStitched	chr2(.):135582959-135583407	0.7895
2_MACS_peak_17811_lociStitched	chr2(.):135674883-135677636	3.8209
2_MACS_peak_17813_lociStitched	chr2(.):135733282-135734805	1.3283
1_MACS_peak_17815_lociStitched	chr2(.):135809253-135811019	3.4062
2_MACS_peak_17816_lociStitched	chr2(.):136287116-136290082	4.2527
1_MACS_peak_17818_lociStitched	chr2(.):136499161-136501232	5.1819
2_MACS_peak_17819_lociStitched	chr2(.):136540650-136541760	0.6102
1_MACS_peak_17821_lociStitched	chr2(.):136555249-136556113	1.4292
2_MACS_peak_17822_lociStitched	chr2(.):136632201-136634648	5.6719
2_MACS_peak_17824_lociStitched	chr2(.):136650311-136651781	1.4896
1_MACS_peak_17826_lociStitched	chr2(.):136671563-136672009	0.8019
1_MACS_peak_17827_lociStitched	chr2(.):136720309-136720784	1.1255
1_MACS_peak_17828_lociStitched	chr2(.):136741199-136744288	5.2656
2_MACS_peak_17829_lociStitched	chr2(.):136754684-136755782	0.8944
1_MACS_peak_17831_lociStitched	chr2(.):136757948-136759200	1.1545
2_MACS_peak_17832_lociStitched	chr2(.):136762194-136764620	1.4626
1_MACS_peak_17834_lociStitched	chr2(.):136813147-136819104	2.9631
1_MACS_peak_17835_lociStitched	chr2(.):136826532-136828214	1.3119
1_MACS_peak_17836_lociStitched	chr2(.):136870989-136877505	4.2948
2_MACS_peak_17837_lociStitched	chr2(.):136883298-136884261	0.7295
2_MACS_peak_17839_lociStitched	chr2(.):136888398-136896176	3.8695
1_MACS_peak_17841_lociStitched	chr2(.):136896681-136898277	1.1556
1_MACS_peak_17842_lociStitched	chr2(.):136963074-136965926	2.2161
1_MACS_peak_17843_lociStitched	chr2(.):136995979-136996518	0.7904
1_MACS_peak_17844_lociStitched	chr2(.):137003228-137004465	1.8636
1_MACS_peak_17845_lociStitched	chr2(.):137011181-137011558	0.7751
1_MACS_peak_17846_lociStitched	chr2(.):137013799-137014277	1.0582
1_MACS_peak_17847_lociStitched	chr2(.):137041426-137042227	1.1317
1_MACS_peak_17848_lociStitched	chr2(.):137062973-137063351	0.7919
2_MACS_peak_17849_lociStitched	chr2(.):137068223-137069422	1.0843
1_MACS_peak_17851_lociStitched	chr2(.):137070351-137070672	0.573
1_MACS_peak_17852_lociStitched	chr2(.):137077470-137078175	0.8314
2_MACS_peak_17853_lociStitched	chr2(.):137083251-137086487	1.6916
1_MACS_peak_17855_lociStitched	chr2(.):137119671-137120030	0.6272
2_MACS_peak_17856_lociStitched	chr2(.):137120589-137121812	0.9429
4_MACS_peak_17858_lociStitched	chr2(.):137132624-137143745	4.2753
1_MACS_peak_17862_lociStitched	chr2(.):137146962-137148182	1.2551
1_MACS_peak_17863_lociStitched	chr2(.):138072581-138073106	0.6656
1_MACS_peak_17864_lociStitched	chr2(.):138156505-138156727	0.6709
2_MACS_peak_17865_lociStitched	chr2(.):139258311-139260395	3.2929
1_MACS_peak_17867_lociStitched	chr2(.):139278603-139282906	3.0157
3_MACS_peak_17868_lociStitched	chr2(.):145115271-145117420	0.8619
1_MACS_peak_17871_lociStitched	chr2(.):145184825-145185162	0.7041
3_MACS_peak_17872_lociStitched	chr2(.):145187068-145188839	0.777
1_MACS_peak_17875_lociStitched	chr2(.):145267861-145268305	0.8004
1_MACS_peak_17876_lociStitched	chr2(.):145660759-145661169	0.7523
1_MACS_peak_17877_lociStitched	chr2(.):148484599-148484954	0.7344
2_MACS_peak_17878_lociStitched	chr2(.):148777466-148779788	1.9537
1_MACS_peak_17880_lociStitched	chr2(.):148781100-148781390	0.5651
1_MACS_peak_17881_lociStitched	chr2(.):148946317-148946791	0.6432
2_MACS_peak_17882_lociStitched	chr2(.):149401650-149403751	2.8091
1_MACS_peak_17884_lociStitched	chr2(.):149574302-149574802	0.9132
2_MACS_peak_17885_lociStitched	chr2(.):149632841-149634979	1.5611
1_MACS_peak_17887_lociStitched	chr2(.):150443319-150444867	4.1242
1_MACS_peak_17888_lociStitched	chr2(.):150618461-150618788	0.5999
1_MACS_peak_17889_lociStitched	chr2(.):150706807-150707374	0.8926
1_MACS_peak_17890_lociStitched	chr2(.):150733524-150735240	1.5007
1_MACS_peak_17891_lociStitched	chr2(.):150750965-150751416	0.7531
1_MACS_peak_17892_lociStitched	chr2(.):150801710-150802160	0.7638
1_MACS_peak_17893_lociStitched	chr2(.):150982026-150982578	1.078
2_MACS_peak_17894_lociStitched	chr2(.):150985639-150987487	0.7739
3_MACS_peak_17896_lociStitched	chr2(.):150988655-150991260	1.4877
1_MACS_peak_17899_lociStitched	chr2(.):151068881-151069185	0.7028
2_MACS_peak_17900_lociStitched	chr2(.):151213714-151216855	1.7366
2_MACS_peak_17902_lociStitched	chr2(.):151247775-151249123	0.9941
1_MACS_peak_17904_lociStitched	chr2(.):151259006-151261442	2.7973
1_MACS_peak_17905_lociStitched	chr2(.):151332987-151334169	0.8783
1_MACS_peak_17906_lociStitched	chr2(.):151341104-151344681	1.7454
2_MACS_peak_17907_lociStitched	chr2(.):151384946-151386379	1.0966
2_MACS_peak_17909_lociStitched	chr2(.):151428482-151430820	1.9386
1_MACS_peak_17911_lociStitched	chr2(.):151447297-151447580	0.3992
1_MACS_peak_17912_lociStitched	chr2(.):151463900-151464351	0.9997
1_MACS_peak_17913_lociStitched	chr2(.):151465340-151465744	0.7205
1_MACS_peak_17914_lociStitched	chr2(.):152117890-152118361	0.7736
1_MACS_peak_17915_lociStitched	chr2(.):152145800-152146305	1.3933
1_MACS_peak_17916_lociStitched	chr2(.):152265900-152267499	4.0666
4_MACS_peak_17917_lociStitched	chr2(.):152585854-152591097	1.3605
2_MACS_peak_17921_lociStitched	chr2(.):152683976-152685705	2.151
1_MACS_peak_17923_lociStitched	chr2(.):152696560-152696917	0.6279
1_MACS_peak_17924_lociStitched	chr2(.):152783708-152784057	0.6538
1_MACS_peak_17925_lociStitched	chr2(.):153031456-153033012	3.6555
1_MACS_peak_17926_lociStitched	chr2(.):153421436-153422159	1.1899
2_MACS_peak_17927_lociStitched	chr2(.):153573045-153576283	4.6425
1_MACS_peak_17929_lociStitched	chr2(.):153869897-153870212	0.6212
1_MACS_peak_17930_lociStitched	chr2(.):154078862-154079601	1.6785
1_MACS_peak_17931_lociStitched	chr2(.):154113359-154114520	1.2067
1_MACS_peak_17932_lociStitched	chr2(.):154259952-154261204	2.5378
2_MACS_peak_17933_lociStitched	chr2(.):154364859-154366371	1.2691
1_MACS_peak_17935_lociStitched	chr2(.):155010167-155011027	1.1387
2_MACS_peak_17936_lociStitched	chr2(.):155538753-155539950	0.7795
1_MACS_peak_17938_lociStitched	chr2(.):155997714-155999081	1.1846
2_MACS_peak_17939_lociStitched	chr2(.):156000425-156004050	2.2441
1_MACS_peak_17941_lociStitched	chr2(.):156075020-156075382	0.8194
1_MACS_peak_17942_lociStitched	chr2(.):156086755-156088652	2.9499
1_MACS_peak_17943_lociStitched	chr2(.):157110440-157111581	1.7836
1_MACS_peak_17944_lociStitched	chr2(.):157187900-157192565	6.2811
2_MACS_peak_17945_lociStitched	chr2(.):157197212-157200436	5.1121
1_MACS_peak_17947_lociStitched	chr2(.):157256471-157257703	1.9817
1_MACS_peak_17948_lociStitched	chr2(.):157917942-157918400	0.8003
1_MACS_peak_17949_lociStitched	chr2(.):157919229-157919739	0.8818
1_MACS_peak_17950_lociStitched	chr2(.):158050063-158050363	0.5158
1_MACS_peak_17951_lociStitched	chr2(.):158117321-158117891	0.7328
1_MACS_peak_17952_lociStitched	chr2(.):158154628-158155881	1.6659
1_MACS_peak_17953_lociStitched	chr2(.):158220298-158220867	1.1966
1_MACS_peak_17954_lociStitched	chr2(.):158291381-158291661	0.537
3_MACS_peak_17955_lociStitched	chr2(.):158292208-158302332	3.9268
1_MACS_peak_17958_lociStitched	chr2(.):158309095-158311054	2.1475
1_MACS_peak_17959_lociStitched	chr2(.):158324033-158328606	4.1351
1_MACS_peak_17960_lociStitched	chr2(.):158335066-158338207	3.3046
1_MACS_peak_17961_lociStitched	chr2(.):158371201-158372115	1.9724
1_MACS_peak_17962_lociStitched	chr2(.):158422498-158423440	1.482
1_MACS_peak_17963_lociStitched	chr2(.):159207380-159208340	1.884
1_MACS_peak_17964_lociStitched	chr2(.):159313301-159314879	2.4187
1_MACS_peak_17965_lociStitched	chr2(.):159758016-159758702	0.9544
2_MACS_peak_17966_lociStitched	chr2(.):159790201-159792067	1.1315
1_MACS_peak_17968_lociStitched	chr2(.):159809733-159811272	1.1646
1_MACS_peak_17969_lociStitched	chr2(.):159824455-159827437	2.381
3_MACS_peak_17970_lociStitched	chr2(.):159840217-159849014	2.6398
1_MACS_peak_17973_lociStitched	chr2(.):159850796-159852803	1.3659
1_MACS_peak_17974_lociStitched	chr2(.):159868182-159869517	1.3642
1_MACS_peak_17975_lociStitched	chr2(.):159887320-159887748	0.6761
2_MACS_peak_17976_lociStitched	chr2(.):159888413-159889987	0.6363
1_MACS_peak_17978_lociStitched	chr2(.):159923985-159924478	0.7481
1_MACS_peak_17979_lociStitched	chr2(.):159947066-159949007	1.3194
1_MACS_peak_17980_lociStitched	chr2(.):159950391-159951660	1.6757
2_MACS_peak_17981_lociStitched	chr2(.):159974792-159978607	2.8291
2_MACS_peak_17983_lociStitched	chr2(.):160142614-160144018	1.3887
1_MACS_peak_17985_lociStitched	chr2(.):160151132-160151528	0.6161
1_MACS_peak_17986_lociStitched	chr2(.):160567969-160570544	3.935
1_MACS_peak_17987_lociStitched	chr2(.):161130471-161130848	0.4759
1_MACS_peak_17988_lociStitched	chr2(.):161223682-161223943	0.6543
3_MACS_peak_17989_lociStitched	chr2(.):161340485-161341924	0.8502
2_MACS_peak_17992_lociStitched	chr2(.):161347714-161350435	1.2588
2_MACS_peak_17994_lociStitched	chr2(.):161432669-161434360	0.7314
1_MACS_peak_17996_lociStitched	chr2(.):161550821-161551413	0.7254
1_MACS_peak_17997_lociStitched	chr2(.):161551937-161552255	0.5564
1_MACS_peak_17998_lociStitched	chr2(.):161560280-161561038	1.0471
1_MACS_peak_17999_lociStitched	chr2(.):161712826-161713108	0.775
1_MACS_peak_18000_lociStitched	chr2(.):161797914-161798231	0.8084
1_MACS_peak_18001_lociStitched	chr2(.):162016219-162018134	3.0281
1_MACS_peak_18002_lociStitched	chr2(.):162022282-162024386	1.2789
1_MACS_peak_18003_lociStitched	chr2(.):162100830-162101967	1.456
1_MACS_peak_18004_lociStitched	chr2(.):162164163-162166042	3.4448
2_MACS_peak_18005_lociStitched	chr2(.):162426610-162428538	1.0543
2_MACS_peak_18007_lociStitched	chr2(.):163173614-163177612	2.8859
1_MACS_peak_18009_lociStitched	chr2(.):163199914-163201641	2.2196
1_MACS_peak_18010_lociStitched	chr2(.):163588381-163588712	0.7437
1_MACS_peak_18011_lociStitched	chr2(.):164948439-164948788	0.567
3_MACS_peak_18012_lociStitched	chr2(.):165020417-165021932	0.6803
1_MACS_peak_18015_lociStitched	chr2(.):165594286-165594693	0.5939
1_MACS_peak_18016_lociStitched	chr2(.):165603113-165605318	1.4492
1_MACS_peak_18017_lociStitched	chr2(.):165606971-165607672	0.8998
7_MACS_peak_18018_lociStitched	chr2(.):165608502-165619274	2.6067
1_MACS_peak_18025_lociStitched	chr2(.):165620961-165621183	0.6579
1_MACS_peak_18026_lociStitched	chr2(.):165682918-165683792	1.0797
1_MACS_peak_18027_lociStitched	chr2(.):165696936-165699247	3.798
2_MACS_peak_18028_lociStitched	chr2(.):165752799-165754112	0.9291
1_MACS_peak_18030_lociStitched	chr2(.):165765893-165767982	2.7245
1_MACS_peak_18031_lociStitched	chr2(.):165777123-165777526	0.6641
1_MACS_peak_18032_lociStitched	chr2(.):165847874-165850931	2.6932
1_MACS_peak_18033_lociStitched	chr2(.):165853624-165854136	0.6787
1_MACS_peak_18034_lociStitched	chr2(.):165999670-166000553	0.9418
2_MACS_peak_18035_lociStitched	chr2(.):166004529-166007208	1.0157
1_MACS_peak_18037_lociStitched	chr2(.):166048872-166051183	2.0042
1_MACS_peak_18038_lociStitched	chr2(.):166124703-166125448	0.8762
1_MACS_peak_18039_lociStitched	chr2(.):166129751-166132737	3.3576
1_MACS_peak_18040_lociStitched	chr2(.):166342255-166343032	1.2024
1_MACS_peak_18041_lociStitched	chr2(.):166593718-166594197	0.7333
2_MACS_peak_18042_lociStitched	chr2(.):166649590-166652587	3.0086
2_MACS_peak_18044_lociStitched	chr2(.):166733941-166735344	0.9902
1_MACS_peak_18046_lociStitched	chr2(.):166809455-166810885	2.341
1_MACS_peak_18047_lociStitched	chr2(.):167845000-167845357	0.7471
1_MACS_peak_18048_lociStitched	chr2(.):167944069-167944505	0.7759
2_MACS_peak_18049_lociStitched	chr2(.):168887096-168888286	0.6291
1_MACS_peak_18051_lociStitched	chr2(.):169746070-169747060	1.8015
1_MACS_peak_18052_lociStitched	chr2(.):169996565-169996938	0.6264
4_MACS_peak_18053_lociStitched	chr2(.):169997647-170002756	1.856
2_MACS_peak_18057_lociStitched	chr2(.):170220697-170221508	0.9482
1_MACS_peak_18059_lociStitched	chr2(.):170335975-170336430	0.9268
1_MACS_peak_18060_lociStitched	chr2(.):170429677-170430393	2.2394
1_MACS_peak_18061_lociStitched	chr2(.):170440340-170442601	5.2025
1_MACS_peak_18062_lociStitched	chr2(.):170550491-170551824	2.4831
2_MACS_peak_18063_lociStitched	chr2(.):170654926-170656724	2.7214
1_MACS_peak_18065_lociStitched	chr2(.):170680872-170681530	2.3007
1_MACS_peak_18066_lociStitched	chr2(.):170683884-170684811	1.503
1_MACS_peak_18067_lociStitched	chr2(.):171083334-171084034	0.8874
1_MACS_peak_18068_lociStitched	chr2(.):171608180-171608373	1.0015
2_MACS_peak_18069_lociStitched	chr2(.):171784175-171787331	3.627
2_MACS_peak_18071_lociStitched	chr2(.):172015956-172018307	3.1408
1_MACS_peak_18073_lociStitched	chr2(.):172289361-172291847	3.6176
1_MACS_peak_18074_lociStitched	chr2(.):172366355-172367076	0.844
1_MACS_peak_18075_lociStitched	chr2(.):172410664-172410863	0.6518
1_MACS_peak_18076_lociStitched	chr2(.):172543961-172545064	1.5028
1_MACS_peak_18077_lociStitched	chr2(.):172749925-172751416	2.7761
1_MACS_peak_18078_lociStitched	chr2(.):172778240-172780097	3.6817
2_MACS_peak_18079_lociStitched	chr2(.):172864293-172865705	2.0254
1_MACS_peak_18081_lociStitched	chr2(.):173179962-173180418	0.6627
1_MACS_peak_18082_lociStitched	chr2(.):173292341-173292809	0.9341
1_MACS_peak_18083_lociStitched	chr2(.):173419422-173424009	3.1207
1_MACS_peak_18084_lociStitched	chr2(.):173443447-173445123	1.1268
1_MACS_peak_18085_lociStitched	chr2(.):173453177-173454547	2.1151
2_MACS_peak_18086_lociStitched	chr2(.):173460406-173463469	1.9454
1_MACS_peak_18088_lociStitched	chr2(.):174219153-174220345	1.6086
1_MACS_peak_18089_lociStitched	chr2(.):174397562-174399024	2.9602
1_MACS_peak_18090_lociStitched	chr2(.):174409545-174410310	1.2247
1_MACS_peak_18091_lociStitched	chr2(.):174569643-174570161	0.6517
1_MACS_peak_18092_lociStitched	chr2(.):174826683-174831318	4.9147
1_MACS_peak_18093_lociStitched	chr2(.):174853267-174857834	3.0536
1_MACS_peak_18094_lociStitched	chr2(.):174877455-174878172	1.1912
1_MACS_peak_18095_lociStitched	chr2(.):174901870-174902226	0.6674
2_MACS_peak_18096_lociStitched	chr2(.):174903198-174904853	2.1712
2_MACS_peak_18098_lociStitched	chr2(.):175112179-175113954	2.9286
1_MACS_peak_18100_lociStitched	chr2(.):175259571-175261238	2.6404
1_MACS_peak_18101_lociStitched	chr2(.):175274745-175275132	0.6851
1_MACS_peak_18102_lociStitched	chr2(.):175350820-175352718	2.2198
1_MACS_peak_18103_lociStitched	chr2(.):175357332-175359175	2.4554
1_MACS_peak_18104_lociStitched	chr2(.):175411726-175412693	1.145
1_MACS_peak_18105_lociStitched	chr2(.):175456411-175463553	4.8024
1_MACS_peak_18106_lociStitched	chr2(.):175464472-175465125	0.7835
1_MACS_peak_18107_lociStitched	chr2(.):175467497-175468183	1.3623
1_MACS_peak_18108_lociStitched	chr2(.):175472267-175474800	1.5529
1_MACS_peak_18109_lociStitched	chr2(.):175497288-175500360	2.0903
1_MACS_peak_18110_lociStitched	chr2(.):175546783-175547697	0.9312
1_MACS_peak_18111_lociStitched	chr2(.):175615221-175615783	0.6636
2_MACS_peak_18112_lociStitched	chr2(.):175616311-175619156	1.3074
1_MACS_peak_18114_lociStitched	chr2(.):175628867-175629380	0.76
1_MACS_peak_18115_lociStitched	chr2(.):175636420-175637223	1.0001
1_MACS_peak_18116_lociStitched	chr2(.):175643431-175643990	1.0491
1_MACS_peak_18117_lociStitched	chr2(.):175821763-175822031	0.5876
1_MACS_peak_18118_lociStitched	chr2(.):175869562-175870663	2.6247
1_MACS_peak_18119_lociStitched	chr2(.):175999877-176002518	1.8149
2_MACS_peak_18120_lociStitched	chr2(.):176031675-176034150	2.9939
1_MACS_peak_18122_lociStitched	chr2(.):176045528-176047261	2.7345
1_MACS_peak_18123_lociStitched	chr2(.):176458719-176460435	2.2143
1_MACS_peak_18124_lociStitched	chr2(.):176569073-176570077	2.671
1_MACS_peak_18125_lociStitched	chr2(.):176624419-176624672	0.4585
1_MACS_peak_18126_lociStitched	chr2(.):176866163-176867809	2.042
2_MACS_peak_18127_lociStitched	chr2(.):177042371-177043526	1.0323
1_MACS_peak_18129_lociStitched	chr2(.):177133804-177135127	3.7208
1_MACS_peak_18130_lociStitched	chr2(.):177155990-177157856	1.457
2_MACS_peak_18131_lociStitched	chr2(.):177182009-177183706	1.0843
1_MACS_peak_18133_lociStitched	chr2(.):178013509-178013832	0.7432
1_MACS_peak_18134_lociStitched	chr2(.):178029391-178031732	1.4769
2_MACS_peak_18135_lociStitched	chr2(.):178033500-178035893	1.4171
2_MACS_peak_18137_lociStitched	chr2(.):178075792-178079421	6.3068
1_MACS_peak_18139_lociStitched	chr2(.):178127709-178131067	6.6655
1_MACS_peak_18140_lociStitched	chr2(.):178146836-178147406	0.8835
2_MACS_peak_18141_lociStitched	chr2(.):178256753-178258504	2.5728
1_MACS_peak_18143_lociStitched	chr2(.):178416750-178418434	2.2974
1_MACS_peak_18144_lociStitched	chr2(.):178482708-178484184	2.7208
1_MACS_peak_18145_lociStitched	chr2(.):178498644-178500211	1.7386
1_MACS_peak_18146_lociStitched	chr2(.):178619098-178619535	0.7307
1_MACS_peak_18147_lociStitched	chr2(.):178837373-178838147	1.2384
1_MACS_peak_18148_lociStitched	chr2(.):178977036-178978070	1.8035
2_MACS_peak_18149_lociStitched	chr2(.):178978666-178979564	0.7054
1_MACS_peak_18151_lociStitched	chr2(.):179055137-179056848	1.6899
1_MACS_peak_18152_lociStitched	chr2(.):179059173-179060302	1.5767
2_MACS_peak_18153_lociStitched	chr2(.):179191135-179195644	2.0406
1_MACS_peak_18155_lociStitched	chr2(.):179268427-179269898	1.6599
1_MACS_peak_18156_lociStitched	chr2(.):179277457-179280300	4.7251
1_MACS_peak_18157_lociStitched	chr2(.):179314203-179316947	4.6662
2_MACS_peak_18158_lociStitched	chr2(.):179342419-179346103	2.7395
1_MACS_peak_18160_lociStitched	chr2(.):179379628-179379883	0.6137
1_MACS_peak_18161_lociStitched	chr2(.):179387844-179388410	0.9408
1_MACS_peak_18162_lociStitched	chr2(.):179684032-179685380	1.4607
1_MACS_peak_18163_lociStitched	chr2(.):179742430-179742746	0.6291
1_MACS_peak_18164_lociStitched	chr2(.):179847160-179847352	0.4974
2_MACS_peak_18165_lociStitched	chr2(.):179855403-179856215	0.8043
1_MACS_peak_18167_lociStitched	chr2(.):179885118-179886587	1.122
2_MACS_peak_18168_lociStitched	chr2(.):179895077-179898015	3.0243
1_MACS_peak_18170_lociStitched	chr2(.):179910429-179911234	0.9749
1_MACS_peak_18171_lociStitched	chr2(.):179913862-179915288	1.5632
1_MACS_peak_18172_lociStitched	chr2(.):179960253-179962179	1.6944
1_MACS_peak_18173_lociStitched	chr2(.):179970378-179973431	2.5572
1_MACS_peak_18174_lociStitched	chr2(.):179974077-179975028	1.1733
1_MACS_peak_18175_lociStitched	chr2(.):180117593-180117980	0.745
2_MACS_peak_18176_lociStitched	chr2(.):180128385-180129839	1.0467
1_MACS_peak_18178_lociStitched	chr2(.):180870896-180872292	5.3117
1_MACS_peak_18179_lociStitched	chr2(.):181703875-181704527	0.7941
2_MACS_peak_18180_lociStitched	chr2(.):181844683-181846495	1.3153
1_MACS_peak_18182_lociStitched	chr2(.):181971824-181972195	0.7886
2_MACS_peak_18183_lociStitched	chr2(.):182168555-182174673	3.4287
1_MACS_peak_18185_lociStitched	chr2(.):182175472-182179768	2.7915
2_MACS_peak_18186_lociStitched	chr2(.):182275598-182276555	1.1459
1_MACS_peak_18188_lociStitched	chr2(.):182321022-182323548	3.5578
1_MACS_peak_18189_lociStitched	chr2(.):182756576-182757612	2.0201
1_MACS_peak_18190_lociStitched	chr2(.):182895526-182895941	0.6675
1_MACS_peak_18191_lociStitched	chr2(.):183077156-183077452	0.6874
1_MACS_peak_18192_lociStitched	chr2(.):183580326-183582350	2.6676
2_MACS_peak_18193_lociStitched	chr2(.):183751959-183753527	1.05
2_MACS_peak_18195_lociStitched	chr2(.):183836175-183838534	1.095
2_MACS_peak_18197_lociStitched	chr2(.):183902006-183903656	2.3159
1_MACS_peak_18199_lociStitched	chr2(.):183943420-183943872	0.7639
1_MACS_peak_18200_lociStitched	chr2(.):183988556-183990335	3.7708
1_MACS_peak_18201_lociStitched	chr2(.):184714281-184714698	0.75
1_MACS_peak_18202_lociStitched	chr2(.):184862616-184862952	0.5847
2_MACS_peak_18203_lociStitched	chr2(.):184864788-184866327	1.003
1_MACS_peak_18205_lociStitched	chr2(.):185308236-185310058	1.4872
1_MACS_peak_18206_lociStitched	chr2(.):186081269-186081679	0.8321
1_MACS_peak_18207_lociStitched	chr2(.):186271284-186273131	2.475
1_MACS_peak_18208_lociStitched	chr2(.):186289604-186291246	2.3492
1_MACS_peak_18209_lociStitched	chr2(.):186456164-186456591	0.6154
1_MACS_peak_18210_lociStitched	chr2(.):186728694-186729849	2.9205
1_MACS_peak_18211_lociStitched	chr2(.):187349883-187352521	3.9199
1_MACS_peak_18212_lociStitched	chr2(.):187454153-187456197	2.497
1_MACS_peak_18213_lociStitched	chr2(.):187558344-187559549	1.4897
1_MACS_peak_18214_lociStitched	chr2(.):187811513-187811967	0.8655
1_MACS_peak_18215_lociStitched	chr2(.):187816098-187816798	0.966
1_MACS_peak_18216_lociStitched	chr2(.):187832206-187834024	1.9827
1_MACS_peak_18217_lociStitched	chr2(.):187915789-187917079	1.1869
1_MACS_peak_18218_lociStitched	chr2(.):187919939-187920442	0.7459
