GENE_ID	locusLine	bin_1_40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
NM_004966	chr10(.):43876064-43909656	0.1415
NM_173160	chr10(.):43862091-43876783	0.0831
NM_001098204	chr10(.):43876064-43909696	0.1413
NM_001098208	chr10(.):43876064-43897279	0.1413
NM_001098205	chr10(.):43876064-43909332	0.1426
NM_001098206	chr10(.):43876064-43908299	0.1452
NR_026693	chr10(.):43927573-43983007	0.1101
NR_036430	chr10(.):70842827-70869567	0.1293
NM_018055	chr10(.):72186691-72206465	0.0928
NM_014431	chr10(.):72233563-72333206	0.1166
NM_173473	chr10(.):73970805-74000618	0.1231
NM_019058	chr10(.):74028676-74040797	0.1115
NR_028492	chr10(.):89573069-89610369	0.1084
NM_001126049	chr10(.):89613917-89628194	0.1714
NM_198044	chr10(.):99200929-99222127	0.1241
NM_198046	chr10(.):99200946-99222127	0.1242
NM_016046	chr10(.):99190665-99210768	0.1256
NM_001145114	chr10(.):99111457-99166127	0.0988
NM_002629	chr10(.):99181026-99198198	0.1307
NM_030912	chr10(.):104399251-104423076	0.1436
NM_001083913	chr10(.):104498726-104581021	0.1298
NM_017787	chr10(.):104530887-104581021	0.1304
NR_024552	chr10(.):105201542-105217162	0.1313
NM_001129742	chr10(.):105227560-105243997	0.1482
NM_001001412	chr10(.):105208143-105223648	0.1396
NM_004210	chr10(.):105248734-105357309	0.1198
NM_005962	chr10(.):111980761-112052123	0.1179
NM_001008541	chr10(.):111964988-112052123	0.1227
NM_005871	chr10(.):112047797-112069707	0.1326
NM_130439	chr10(.):111962362-112052123	0.1214
NM_004419	chr10(.):112252624-112276302	0.1626
NM_145341	chr10(.):112626595-112664764	0.1253
NM_001195307	chr10(.):112653487-112684124	0.1322
NM_001195306	chr10(.):112653487-112683694	0.1323
NR_026932	chr10(.):112623647-112635662	0.1799
NM_207127	chr10(.):135187740-135210198	0.1236
NM_138384	chr10(.):135202620-135239174	0.1067
NM_145202	chr10(.):135155843-135171187	0.0963
NM_001012508	chr10(.):135229169-135243121	0.0719
NM_001098483	chr10(.):135163794-135176529	0.0866
NM_004092	chr10(.):135170986-135191908	0.0865
NR_037509	chr10(.):135180059-135190167	0.0898
NR_024469	chr11(.):67080309-67164158	0.1189
NM_001111018	chr11(.):19367270-20148147	0.1099
NM_006819	chr11(.):63948586-63977020	0.1394
NM_001098517	chr11(.):115039344-115380241	0.1175
NM_002855	chr11(.):119526702-119604435	0.1148
NM_203285	chr11(.):119503807-119604435	0.1097
NM_003156	chr11(.):3871932-4119440	0.1229
NM_014818	chr11(.):8628583-8685383	0.1071
NM_030962	chr11(.):9795213-10320754	0.1008
NM_001143830	chr11(.):22683159-22839547	0.1151
NM_177553	chr11(.):22684653-22839547	0.1148
NM_005256	chr11(.):22691318-22839547	0.1129
NM_004811	chr11(.):58289343-58348390	0.1395
NM_001143995	chr11(.):58289343-58350639	0.1386
NM_002556	chr11(.):59336870-59388617	0.1192
NM_024092	chr11(.):60676370-60695915	0.1533
NM_001012662	chr11(.):62618483-62661355	0.1418
NM_001013251	chr11(.):62643343-62661355	0.1435
NM_001012661	chr11(.):62618517-62661353	0.1416
NM_024060	chr11(.):62196015-62319332	0.1036
NM_024784	chr11(.):62513434-62526656	0.1345
NR_037193	chr11(.):62644170-62661355	0.148
NM_003273	chr11(.):64874340-64888707	0.1491
NM_001077241	chr11(.):65137662-65155142	0.1244
NR_002819	chr11(.):65260232-65278939	0.2089
NM_012308	chr11(.):66881739-67030550	0.1199
NM_030930	chr11(.):67753574-67776593	0.1329
NM_014824	chr11(.):72542789-72858143	0.1142
NM_080491	chr11(.):77921335-78133868	0.1052
NM_014488	chr11(.):82687477-82787884	0.1343
NM_198489	chr11(.):118863851-118891455	0.1267
NM_015313	chr11(.):120202617-120365645	0.116
NM_024556	chr11(.):126076618-126137879	0.1099
NR_033839	chr11(.):126206611-126230482	0.1003
NM_002017	chr11(.):128558812-128688162	0.14
NM_001167681	chr11(.):128557388-128688162	0.1394
NM_182612	chr11(.):762222-782487	0.1025
NM_006755	chr11(.):742431-770024	0.1235
NR_002585	chr11(.):806680-816814	0.1329
NM_001025239	chr11(.):837823-872116	0.0894
NM_001025234	chr11(.):839080-872116	0.0875
NM_145886	chr11(.):794178-810250	0.1382
NM_016564	chr11(.):782109-795126	0.0992
NM_021128	chr11(.):834720-847529	0.1084
NM_139029	chr11(.):827951-843835	0.1128
NM_173584	chr11(.):822584-836991	0.0983
NM_024698	chr11(.):785474-801263	0.1197
NM_001004	chr11(.):804935-817876	0.127
NM_001025237	chr11(.):839445-872116	0.0864
NM_020376	chr11(.):813900-830571	0.1163
NM_001191060	chr11(.):785474-802995	0.1203
NM_001191061	chr11(.):785474-803269	0.1188
NM_001025235	chr11(.):837940-872116	0.0892
NR_027018	chr11(.):3824239-3852582	0.1201
NM_014489	chr11(.):3824765-3852582	0.1216
NM_001665	chr11(.):3843207-3867213	0.121
NM_006284	chr11(.):6627072-6638445	0.1377
NM_000391	chr11(.):6628996-6645692	0.1245
NM_003737	chr11(.):6637557-6682074	0.1151
NM_001014794	chr11(.):6619963-6637099	0.1475
NM_001014795	chr11(.):6620206-6637099	0.148
NM_015324	chr11(.):6616151-6629811	0.136
NR_002580	chr11(.):8700773-8710903	0.189
NR_002977	chr11(.):8701985-8712116	0.1992
NM_000990	chr11(.):8698994-8716419	0.1608
NM_003390	chr11(.):9590227-9616313	0.1277
NM_001143976	chr11(.):9591233-9616313	0.1234
NM_001124	chr11(.):10321641-10333923	0.2211
NM_022725	chr11(.):22639078-22652387	0.1456
NM_000610	chr11(.):35155416-35258949	0.1407
NM_000614	chr11(.):58385145-58398205	0.1333
NR_024091	chr11(.):58341586-58398205	0.1324
NM_053023	chr11(.):58341586-58394023	0.1313
NM_001004711	chr11(.):59277385-59288330	0.1191
NM_001004706	chr11(.):59266048-59276984	0.1085
NR_036120	chr11(.):59357549-59367631	0.1126
NM_004778	chr11(.):60613397-60628444	0.0991
NM_207341	chr11(.):60630014-60648164	0.1341
NM_024098	chr11(.):60604428-60623561	0.1291
NM_014502	chr11(.):60653019-60679061	0.1483
NM_016582	chr11(.):60699554-60724257	0.0962
NM_178031	chr11(.):60686912-60709631	0.0966
NM_022830	chr11(.):62337516-62364109	0.1346
NM_004739	chr11(.):62355674-62374303	0.1506
NM_001404	chr11(.):62322072-62346460	0.1574
NM_001620	chr11(.):62278373-62319332	0.1125
NM_203422	chr11(.):62448875-62462371	0.1005
NM_015853	chr11(.):62438971-62451527	0.147
NM_001130702	chr11(.):62452746-62482046	0.1364
NM_032667	chr11(.):62452746-62478787	0.1348
NM_001043229	chr11(.):62427778-62439923	0.14
NM_001085372	chr11(.):62434125-62446162	0.1449
NM_173810	chr11(.):62490951-62511108	0.15
NM_001122955	chr11(.):62452746-62480200	0.1358
NM_024099	chr11(.):62425288-62444241	0.1323
NM_012202	chr11(.):62470113-62481678	0.1858
NR_004390	chr11(.):62427893-62438042	0.1302
NM_001079559	chr11(.):62477219-62499821	0.168
NR_002565	chr11(.):62618036-62628103	0.1798
NM_199337	chr11(.):62549873-62562872	0.1591
NM_003164	chr11(.):62569368-62604560	0.1213
NM_018093	chr11(.):62595382-62612628	0.1673
NR_003098	chr11(.):62614459-62628360	0.1618
NR_002561	chr11(.):62616134-62626204	0.1838
NR_002560	chr11(.):62615797-62625865	0.1865
NR_002559	chr11(.):62616375-62626440	0.1859
NR_000008	chr11(.):62615381-62625507	0.1875
NM_002696	chr11(.):62524010-62539187	0.1334
NR_002564	chr11(.):62617763-62627838	0.1801
NR_002563	chr11(.):62617483-62627555	0.1807
NR_002562	chr11(.):62617092-62627167	0.1799
NM_001081491	chr11(.):62554597-62577964	0.1446
NM_001080501	chr11(.):62552786-62564486	0.1611
NM_004470	chr11(.):64003412-64016607	0.1513
NM_000932	chr11(.):64013994-64041924	0.1142
NM_005528	chr11(.):63992752-64006753	0.1458
NM_001160390	chr11(.):63986270-63998726	0.1402
NM_032344	chr11(.):63988737-64002488	0.1378
NM_004322	chr11(.):64032299-64057176	0.1212
NM_178443	chr11(.):63969151-63996363	0.1259
NM_057092	chr11(.):64004587-64016607	0.1567
NM_033310	chr11(.):64053792-64072503	0.1176
NM_003377	chr11(.):63997265-64011259	0.1484
NM_020155	chr11(.):64048581-64061972	0.1191
NM_001135208	chr11(.):64003603-64016607	0.1506
NM_001039496	chr11(.):64062862-64077239	0.1434
NM_001170726	chr11(.):64046810-64061972	0.1145
NM_001160393	chr11(.):63986270-63998341	0.1398
NM_001170881	chr11(.):64047284-64061972	0.1157
NM_001177358	chr11(.):64047282-64061972	0.1157
NM_138689	chr11(.):64006950-64019413	0.1483
NM_000244	chr11(.):64565985-64583188	0.1115
NM_130803	chr11(.):64565985-64583766	0.111
NM_004579	chr11(.):64551608-64575713	0.0961
NM_017525	chr11(.):64586661-64617041	0.0999
NM_130800	chr11(.):64565985-64583035	0.1107
NM_130802	chr11(.):64565985-64583213	0.1123
NR_029829	chr11(.):64653826-64663911	0.1249
NM_006795	chr11(.):64615207-64651191	0.139
NR_029578	chr11(.):64653608-64663718	0.1245
NM_013299	chr11(.):64803375-64817300	0.1414
NM_005468	chr11(.):64807294-64831009	0.1299
NM_080668	chr11(.):64839926-64856615	0.1381
NM_006782	chr11(.):64846693-64860874	0.1416
NM_013265	chr11(.):64858682-64884180	0.1395
NR_037567	chr11(.):64884654-64899841	0.1327
NM_172230	chr11(.):64889750-64907003	0.1513
NM_001997	chr11(.):64883098-64894672	0.1511
NM_004927	chr11(.):64884715-64899841	0.1324
NM_014205	chr11(.):64878874-64890170	0.1786
NR_028272	chr11(.):65185268-65199003	0.2541
NR_030343	chr11(.):65206928-65217028	0.1626
NM_031904	chr11(.):65149040-65185995	0.1214
NM_032223	chr11(.):65378782-65409910	0.1065
NM_001098785	chr11(.):65334819-65346669	0.1715
NM_021070	chr11(.):65301029-65330699	0.1172
NM_033455	chr11(.):65355325-65368467	0.0991
NM_001099409	chr11(.):65338508-65365116	0.1236
NM_002419	chr11(.):65360225-65386720	0.1025
NM_001048218	chr11(.):65287547-65311182	0.1195
NM_006396	chr11(.):65332942-65344239	0.1722
NM_014578	chr11(.):66819288-66844488	0.1062
NM_207354	chr11(.):67051761-67074955	0.1168
NM_017857	chr11(.):67065918-67085078	0.0984
NR_030767	chr11(.):67051815-67074955	0.1166
NM_001619	chr11(.):67028904-67059029	0.1468
NM_001161473	chr11(.):67771047-67801743	0.1241
NM_006053	chr11(.):67805446-67823366	0.1254
NM_006019	chr11(.):67801482-67823366	0.1224
NM_002496	chr11(.):67793083-67809114	0.1456
NM_000694	chr11(.):67772789-67801743	0.1267
NR_033347	chr11(.):82747505-82757640	0.1115
NM_006235	chr11(.):111217980-111255157	0.1485
NR_003040	chr11(.):118868670-118879303	0.1103
NM_181721	chr11(.):118837416-118856995	0.0969
NM_000190	chr11(.):118950586-118969259	0.1401
NM_001028	chr11(.):118881421-118894057	0.1474
NM_002105	chr11(.):118959584-118971177	0.1385
NM_016146	chr11(.):118884240-118899385	0.1479
NM_001024382	chr11(.):118953696-118969259	0.1471
NM_001164278	chr11(.):118890060-118906616	0.1472
NM_001130991	chr11(.):118909895-118932925	0.1117
NM_015517	chr11(.):118987287-119010765	0.1236
NM_006389	chr11(.):118909895-118932916	0.1117
NM_014807	chr11(.):118973092-118992827	0.1358
NM_021729	chr11(.):118933492-118957688	0.1273
NM_001382	chr11(.):118962212-118977785	0.1673
NM_001164280	chr11(.):118890060-118905278	0.1508
NR_037429	chr11(.):118884653-118894722	0.1644
NM_001142505	chr11(.):119015298-119038374	0.1038
NM_022169	chr11(.):119014749-119038374	0.1023
NM_203286	chr11(.):119540098-119604435	0.1199
NM_001198675	chr11(.):120190837-120209388	0.1521
NR_027288	chr11(.):122883273-122895319	0.1296
NM_006597	chr11(.):122923199-122937844	0.191
NM_032795	chr11(.):126066988-126086587	0.1229
NM_017547	chr11(.):126134054-126153027	0.1493
NM_014026	chr11(.):126168646-126220644	0.1263
NM_148910	chr11(.):126147981-126168071	0.1232
NM_001177842	chr11(.):126127813-126143877	0.1408
NM_006278	chr11(.):126221095-126289533	0.1031
NM_003658	chr11(.):129240880-129327174	0.1338
NM_014325	chr12(.):109033886-109130295	0.141
NM_152641	chr12(.):46118619-46306819	0.1126
NM_002392	chr12(.):69196970-69244212	0.1292
NM_001173982	chr12(.):104845691-105160792	0.1136
NM_020375	chr12(.):4425358-4474190	0.1137
NM_018173	chr12(.):6414601-6442672	0.1127
NM_007273	chr12(.):7069516-7084891	0.1581
NM_001144857	chr12(.):6416816-6442672	0.1124
NM_001144856	chr12(.):6415098-6442672	0.1121
NM_001144831	chr12(.):7069514-7084916	0.1581
NM_001987	chr12(.):11797787-12053325	0.1189
NM_031289	chr12(.):13232041-13253709	0.1487
NM_016355	chr12(.):12961279-12987915	0.1142
NM_006143	chr12(.):12808994-12854121	0.1103
NM_001080555	chr12(.):13232041-13261619	0.1503
NM_152321	chr12(.):15061975-15096463	0.0999
NM_004572	chr12(.):32938679-33054780	0.1147
NM_139241	chr12(.):32650040-32803984	0.1188
NM_001843	chr12(.):41081357-41469094	0.1004
NM_001033873	chr12(.):51634132-51668994	0.108
NM_001031628	chr12(.):51634132-51669202	0.1076
NM_001128914	chr12(.):53840885-53879946	0.1617
NM_000966	chr12(.):53599352-53631036	0.1385
NM_001042728	chr12(.):53599352-53619150	0.1513
NM_001982	chr12(.):56468891-56502128	0.112
NM_013449	chr12(.):56984379-57035163	0.1292
NM_006576	chr12(.):58186159-58214852	0.114
NM_001172697	chr12(.):58171527-58201639	0.1009
NM_018279	chr12(.):72074877-72102839	0.1302
NM_001731	chr12(.):92529053-92544673	0.1688
NM_005761	chr12(.):94537498-94704225	0.132
NM_020244	chr12(.):102086416-102127846	0.1107
NM_003299	chr12(.):104319188-104346703	0.1606
NM_014706	chr12(.):108910990-108960165	0.1494
NM_018984	chr12(.):109171465-109256359	0.125
NM_014868	chr12(.):120967131-121020397	0.0751
NM_003959	chr12(.):123315038-123352507	0.0561
NM_001082959	chr12(.):125257173-125353519	0.0535
NM_001759	chr12(.):4377901-4419522	0.1387
NM_002342	chr12(.):6488356-6505732	0.0831
NM_001159576	chr12(.):6451008-6489390	0.1219
NM_001065	chr12(.):6432922-6456283	0.1492
NM_001038	chr12(.):6451008-6489905	0.1214
NM_001159575	chr12(.):6451008-6491523	0.1185
NR_027483	chr12(.):6972277-6985110	0.1848
NM_001975	chr12(.):7018613-7037859	0.1474
NM_002831	chr12(.):7055433-7075479	0.1704
NM_001159287	chr12(.):6971583-6985110	0.1817
NR_029779	chr12(.):7067861-7077929	0.1623
NM_080548	chr12(.):7050739-7075479	0.1768
NM_001146316	chr12(.):6975099-6987449	0.1851
NM_000365	chr12(.):6971692-6985110	0.1814
NM_001007026	chr12(.):7028625-7056484	0.1612
NM_006992	chr12(.):7008896-7028406	0.1338
NM_001940	chr12(.):7032479-7056484	0.155
NM_032641	chr12(.):6975099-6987521	0.1843
NR_003010	chr12(.):7071499-7081769	0.1388
NR_033796	chr12(.):6988845-6999902	0.094
NR_002803	chr12(.):6988144-6998768	0.0921
NM_138425	chr12(.):7048202-7060165	0.174
NR_029682	chr12(.):7068259-7078354	0.161
NM_005768	chr12(.):7080346-7130842	0.1119
NM_006331	chr12(.):7074943-7090165	0.1357
NR_036052	chr12(.):9387065-9397147	0.1175
NR_036052	chr12(.):12259885-12269967	0.0796
NM_004064	chr12(.):12865301-12880305	0.2069
NM_030817	chr12(.):12933540-12949399	0.1274
NR_030344	chr12(.):12912582-12922677	0.0966
NM_001130415	chr12(.):12873850-12949399	0.1204
NM_020853	chr12(.):13192314-13241383	0.1298
NM_006205	chr12(.):15120955-15139799	0.1086
NM_001175	chr12(.):15089949-15119562	0.1615
NM_030762	chr12(.):26267958-26283003	0.188
NR_028408	chr12(.):46114502-46126704	0.1565
NM_018976	chr12(.):46746970-46771645	0.1443
NM_001098532	chr12(.):48123452-48157181	0.1237
NM_017842	chr12(.):48161966-48181536	0.1145
NM_006105	chr12(.):48123452-48157244	0.1235
NM_001098531	chr12(.):48123452-48157889	0.1224
NM_001098416	chr12(.):48171506-48218763	0.1321
NM_014033	chr12(.):51313533-51331300	0.1874
NM_001109619	chr12(.):51342781-51369289	0.0998
NM_001971	chr12(.):51717226-51745463	0.1199
NM_016293	chr12(.):51669821-51722938	0.1257
NM_001004304	chr12(.):53569534-53589654	0.1356
NM_000889	chr12(.):53580106-53606000	0.1987
NM_015989	chr12(.):53546446-53579430	0.1159
NM_001170790	chr12(.):53640369-53653190	0.1132
NM_032889	chr12(.):53640875-53653190	0.1154
NM_015665	chr12(.):53696239-53720412	0.1284
NM_152860	chr12(.):53715359-53734537	0.1123
NM_001173467	chr12(.):53715359-53735004	0.1117
NM_001164691	chr12(.):53812638-53830318	0.1077
NM_003109	chr12(.):53769427-53815226	0.1157
NM_138473	chr12(.):53768978-53815226	0.1163
NM_001005354	chr12(.):53830432-53845427	0.1071
NM_134324	chr12(.):53890376-53905215	0.1501
NM_006301	chr12(.):53869275-53898444	0.1448
NM_134323	chr12(.):53889704-53905215	0.1483
NM_003717	chr12(.):53895473-53906422	0.1205
NM_032786	chr12(.):56507029-56521278	0.1566
NM_006191	chr12(.):56493102-56512694	0.142
NM_079423	chr12(.):56547099-56560366	0.1657
NM_002475	chr12(.):56541334-56556771	0.1727
NM_001035267	chr12(.):56505373-56516616	0.1414
NM_015292	chr12(.):56516985-56543460	0.1323
NM_001127460	chr12(.):56705006-56732533	0.1419
NM_014255	chr12(.):56699212-56715128	0.1337
NM_005419	chr12(.):56730381-56759037	0.1377
NM_014871	chr12(.):56705006-56732837	0.1438
NM_004077	chr12(.):56660482-56699175	0.1236
NM_016584	chr12(.):56727662-56739194	0.1783
NM_001638	chr12(.):56749354-56761583	0.1335
NM_000946	chr12(.):57120363-57151146	0.1213
NR_003046	chr12(.):57032463-57042538	0.1617
NM_001686	chr12(.):57026958-57044852	0.1635
NM_005594	chr12(.):57101210-57124066	0.169
NR_002737	chr12(.):57033810-57043885	0.1563
NM_001113203	chr12(.):57101210-57124326	0.1692
NM_006601	chr12(.):57052124-57087078	0.1379
NM_003725	chr12(.):57152107-57186574	0.094
NM_138396	chr12(.):58143899-58158689	0.1615
NM_023033	chr12(.):58157350-58170914	0.1326
NM_014770	chr12(.):58113993-58140940	0.1301
NM_000785	chr12(.):58151116-58165976	0.137
NM_015433	chr12(.):58161382-58181324	0.1157
NM_001017956	chr12(.):58082737-58120340	0.1194
NM_005981	chr12(.):58133783-58147026	0.2146
NR_027032	chr12(.):58115022-58127139	0.1021
NM_000075	chr12(.):58137002-58151164	0.1859
NM_001122772	chr12(.):58113993-58137029	0.1139
NM_005730	chr12(.):58208709-58245747	0.1353
NR_029847	chr12(.):58213391-58223475	0.1
NM_031435	chr12(.):72052676-72079428	0.1205
NM_144982	chr12(.):71998378-72062749	0.1161
NM_203394	chr12(.):77410025-77464360	0.1299
NM_001946	chr12(.):89736836-89751296	0.1906
NM_153694	chr12(.):102117425-102138250	0.1303
NM_024312	chr12(.):102134274-102229645	0.1173
NM_001111283	chr12(.):102784644-102879378	0.1175
NM_001111284	chr12(.):102784644-102877429	0.1143
NM_001111285	chr12(.):102806453-102879378	0.1221
NR_027249	chr12(.):104232526-104328989	0.1245
NR_037425	chr12(.):104319202-104329333	0.1933
NM_003211	chr12(.):104354592-104387656	0.1216
NM_001135570	chr12(.):104338980-104355993	0.1533
NM_018171	chr12(.):105562074-105635008	0.1277
NM_014840	chr12(.):106452124-106538811	0.1234
NM_007076	chr12(.):108904050-108918380	0.1415
NM_213595	chr12(.):108951293-108968160	0.2006
NM_181724	chr12(.):108978621-108996894	0.1116
NM_003006	chr12(.):109010679-109032670	0.2043
NM_001161331	chr12(.):109180694-109226327	0.1105
NM_003746	chr12(.):120928858-120941298	0.0653
NM_032314	chr12(.):120936081-120971964	0.0558
NM_198202	chr12(.):121011847-121024201	0.0709
NM_015918	chr12(.):121011847-121024197	0.0705
NM_019034	chr12(.):122210659-122236594	0.0589
NR_002809	chr12(.):122228172-122246390	0.079
NM_015048	chr12(.):122237637-122275562	0.0613
NM_024667	chr12(.):123344874-123385712	0.0819
NM_021009	chr12(.):125391191-125404587	0.0892
NR_024464	chr13(.):30909406-30953036	0.0708
NM_032436	chr13(.):115074964-115097803	0.134
NM_000820	chr13(.):114518521-114572046	0.1298
NM_014059	chr13(.):42026541-42050013	0.0612
NM_152719	chr13(.):46271445-46293693	0.0822
NM_198217	chr13(.):111360082-111378421	0.1148
NM_024537	chr13(.):111288756-111363480	0.1066
NM_198218	chr13(.):111360609-111378421	0.1168
NM_198219	chr13(.):111360624-111378421	0.1168
NM_005537	chr13(.):111362358-111378421	0.1183
NM_001143945	chr13(.):114518521-114544017	0.0988
NM_001143946	chr13(.):114518521-114541714	0.104
NR_024609	chr13(.):114581609-114631485	0.1274
NM_023011	chr13(.):115042077-115076283	0.1287
NM_003903	chr13(.):114995361-115043150	0.1445
NM_022060	chr14(.):23062146-23086265	0.0813
NM_006246	chr14(.):63836354-64015079	0.0599
NM_015604	chr14(.):73388039-73431357	0.051
NM_001048205	chr14(.):24636233-24654463	0.0577
NM_001012706	chr14(.):50443429-50479238	0.0704
NM_004296	chr14(.):72394785-73038238	0.053
NM_012074	chr14(.):73131659-73365809	0.0563
NM_001080414	chr14(.):91732666-91889133	0.0854
NM_001344	chr14(.):23028806-23063143	0.0672
NR_028100	chr14(.):24579491-24599451	0.0825
NM_002818	chr14(.):24607573-24620855	0.0698
NM_006263	chr14(.):24600377-24613176	0.063
NM_001163484	chr14(.):24578905-24599451	0.0846
NM_016049	chr14(.):24603173-24615797	0.0691
NM_203402	chr14(.):24595674-24607058	0.0608
NM_181357	chr14(.):24579493-24599451	0.0825
NR_028099	chr14(.):24578985-24599451	0.0848
NM_004563	chr14(.):24558482-24578339	0.0652
NM_017999	chr14(.):24611658-24634870	0.0653
NM_006084	chr14(.):24625421-24640774	0.0604
NM_006405	chr14(.):24653352-24669882	0.0697
NM_024658	chr14(.):24644424-24663124	0.0605
NM_001123329	chr14(.):64966291-64996669	0.0765
NM_006977	chr14(.):64948554-64975554	0.0656
NM_004857	chr14(.):64927216-64946221	0.0665
NM_014950	chr14(.):64966291-65005408	0.0698
NM_021979	chr14(.):65002185-65014954	0.054
NM_172365	chr14(.):65011619-65061096	0.0511
NM_024496	chr14(.):77485885-77500034	0.0854
NM_005065	chr14(.):81934238-82005205	0.0742
NM_152592	chr14(.):95878830-95947173	0.0607
NR_003002	chr14(.):95994691-96004966	0.0732
NR_001459	chr14(.):95994248-96006209	0.0693
NM_016417	chr14(.):95996322-96016055	0.0667
NM_025268	chr14(.):105987952-106001539	0.1156
NM_144508	chr15(.):40881446-40959881	0.1132
NM_001042495	chr15(.):34517196-34635265	0.1169
NM_005135	chr15(.):34517196-34616021	0.1104
NM_001042497	chr15(.):34517196-34634045	0.1162
NM_001042494	chr15(.):34517196-34634961	0.1166
NM_183235	chr15(.):55490799-55587001	0.1082
NM_001211	chr15(.):40448209-40518337	0.1265
NM_019600	chr15(.):52868517-52975820	0.125
NM_017610	chr15(.):59274864-59394253	0.1074
NM_006537	chr15(.):63791809-63888663	0.118
NM_014326	chr15(.):64194234-64343521	0.1037
NM_001004439	chr15(.):68589041-68729492	0.101
NM_020908	chr15(.):70335542-70395256	0.115
NM_006465	chr15(.):74828547-74895472	0.132
NM_172217	chr15(.):81512639-81610104	0.1348
NM_001172128	chr15(.):81484218-81610104	0.1275
NM_001080532	chr15(.):81619759-81671418	0.1028
NM_007011	chr15(.):89626380-89750591	0.1314
NM_000693	chr15(.):101415008-101461830	0.1012
NM_024652	chr15(.):101454459-101615317	0.115
NR_027992	chr15(.):20869796-20966480	0.0693
NR_027053	chr15(.):21927513-21945739	0.1942
NR_024387	chr15(.):22009419-22021878	0.1042
NM_015995	chr15(.):31614082-31675102	0.1391
NM_175741	chr15(.):34633065-34654931	0.109
NM_181077	chr15(.):34666269-34687001	0.1206
NM_018648	chr15(.):34628916-34640362	0.1194
NM_153613	chr15(.):34646088-34664395	0.119
NR_036050	chr15(.):34669269-34679351	0.1069
NR_036050	chr15(.):34815490-34825572	0.0991
NM_003134	chr15(.):40322890-40336389	0.1232
NM_001003942	chr15(.):40375091-40403287	0.1506
NM_033503	chr15(.):40375091-40403639	0.1501
NM_001003940	chr15(.):40375091-40406075	0.1466
NM_001080791	chr15(.):40840297-40862252	0.1519
NM_152260	chr15(.):40856536-40871661	0.145
NR_002208	chr15(.):40819082-40829749	0.0993
NM_001160227	chr15(.):44849893-44960876	0.1154
NM_001145112	chr15(.):44952929-44974086	0.1437
NM_182985	chr15(.):45023559-45065025	0.0941
NM_004048	chr15(.):44998684-45015357	0.1702
NM_004580	chr15(.):55490799-55567585	0.0979
NM_183234	chr15(.):55490799-55567484	0.098
NM_183236	chr15(.):55490799-55568107	0.0976
NM_004855	chr15(.):55606132-55652846	0.1097
NM_198524	chr15(.):56652643-56743072	0.1218
NM_001013843	chr15(.):59166243-59230852	0.1176
NM_003099	chr15(.):64383176-64441433	0.1157
NM_032231	chr15(.):64359760-64391207	0.1278
NM_017882	chr15(.):68494329-68527080	0.1364
NM_015322	chr15(.):68565140-68588640	0.1819
NR_030714	chr15(.):70366710-70376807	0.1224
NM_001127190	chr15(.):75069424-75100539	0.1556
NM_000761	chr15(.):75036183-75053941	0.1056
NM_000499	chr15(.):75006882-75022877	0.1026
NM_021819	chr15(.):75100193-75123099	0.1088
NM_001030005	chr15(.):75113950-75129136	0.1008
NM_021823	chr15(.):75310926-75348067	0.15
NM_015477	chr15(.):75656719-75748926	0.118
NM_001145358	chr15(.):75656719-75749087	0.1179
NM_001145357	chr15(.):75656719-75753124	0.1164
NM_004513	chr15(.):81584253-81610104	0.1839
NM_181900	chr15(.):81600006-81621524	0.1568
NM_022767	chr15(.):89159526-89180512	0.161
NR_029606	chr15(.):89150055-89160165	0.0994
NM_002201	chr15(.):89177038-89203879	0.148
NR_031590	chr15(.):89146337-89156428	0.0857
NM_002168	chr15(.):90622211-90650708	0.1293
NM_198925	chr15(.):90739561-90777892	0.113
NM_001013657	chr15(.):90772486-90790312	0.1202
NM_020210	chr15(.):90723151-90777892	0.1254
NM_006384	chr15(.):90768476-90782279	0.1249
NR_033769	chr15(.):93333713-93345338	0.0937
NM_003090	chr15(.):101816714-101840460	0.1374
NM_203472	chr15(.):101806213-101822700	0.1655
NM_014918	chr15(.):101710927-101797137	0.1318
NM_001184999	chr16(.):15683225-15742023	0.1149
NM_152652	chr16(.):30402056-30415715	0.1278
NM_016373	chr16(.):78128550-79251564	0.0513
NM_001172666	chr16(.):635076-684273	0.0975
NM_021168	chr16(.):635172-684273	0.0976
NM_001172663	chr16(.):634356-684273	0.0966
NM_001172664	chr16(.):634668-684273	0.0972
NM_015914	chr16(.):11767942-11841648	0.1788
NM_004862	chr16(.):11636577-11685229	0.1242
NM_001136472	chr16(.):11636577-11685806	0.1243
NR_024320	chr16(.):11636577-11686322	0.124
NM_013302	chr16(.):22212591-22305066	0.106
NM_000336	chr16(.):23308590-23397620	0.131
NM_025134	chr16(.):53083944-53366414	0.1003
NM_000078	chr16(.):56990834-57022756	0.1175
NM_001191022	chr16(.):67591309-67678088	0.1171
NM_012320	chr16(.):68274246-68299961	0.1569
NM_032821	chr16(.):70836288-71269569	0.2039
NM_018052	chr16(.):70716341-70840061	0.1083
NM_014761	chr16(.):71924445-71967906	0.1234
NM_001030007	chr16(.):71757904-71847976	0.1126
NM_002661	chr16(.):81807929-81996899	0.0629
NM_175931	chr16(.):88936262-89012608	0.0457
NM_005187	chr16(.):88936262-89048504	0.0498
