GENE_ID	locusLine	bin_1_13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam
3_MACS_peak_11490_lociStitched	chr19(.):12898943-12918351	1.1321
3_MACS_peak_11493_lociStitched	chr19(.):12991380-13003056	0.7907
1_MACS_peak_11496_lociStitched	chr19(.):13010143-13011966	1.5401
2_MACS_peak_11497_lociStitched	chr19(.):13024304-13030809	0.4084
4_MACS_peak_11499_lociStitched	chr19(.):13043353-13057880	1.4537
1_MACS_peak_11503_lociStitched	chr19(.):13066807-13068755	2.6279
1_MACS_peak_11504_lociStitched	chr19(.):13075559-13076851	0.9423
1_MACS_peak_11505_lociStitched	chr19(.):13132823-13134681	0.8521
2_MACS_peak_11506_lociStitched	chr19(.):13212983-13216705	0.9705
1_MACS_peak_11508_lociStitched	chr19(.):13226273-13230158	1.8252
1_MACS_peak_11509_lociStitched	chr19(.):13251644-13252039	0.8314
1_MACS_peak_11510_lociStitched	chr19(.):13260264-13264051	0.7373
1_MACS_peak_11511_lociStitched	chr19(.):13277949-13279236	0.5113
1_MACS_peak_11512_lociStitched	chr19(.):13371346-13372726	0.7098
1_MACS_peak_11513_lociStitched	chr19(.):13385740-13386698	0.7108
1_MACS_peak_11514_lociStitched	chr19(.):13842058-13843070	0.666
1_MACS_peak_11515_lociStitched	chr19(.):13858309-13859676	1.8087
1_MACS_peak_11516_lociStitched	chr19(.):13874651-13876344	0.9824
1_MACS_peak_11517_lociStitched	chr19(.):13884726-13886535	1.7202
1_MACS_peak_11518_lociStitched	chr19(.):13905500-13907052	0.5476
1_MACS_peak_11519_lociStitched	chr19(.):13927926-13929724	1.6648
2_MACS_peak_11520_lociStitched	chr19(.):13949172-13959283	3.2696
1_MACS_peak_11522_lociStitched	chr19(.):13972583-13973385	0.5028
2_MACS_peak_11523_lociStitched	chr19(.):13990805-13996649	0.4478
1_MACS_peak_11525_lociStitched	chr19(.):14016376-14018082	0.9124
1_MACS_peak_11526_lociStitched	chr19(.):14062666-14064408	1.1286
1_MACS_peak_11527_lociStitched	chr19(.):14096417-14098550	2.8024
1_MACS_peak_11528_lociStitched	chr19(.):14115844-14118387	3.2474
1_MACS_peak_11529_lociStitched	chr19(.):14125716-14127276	1.0257
1_MACS_peak_11530_lociStitched	chr19(.):14142251-14143541	0.8192
1_MACS_peak_11531_lociStitched	chr19(.):14153174-14154271	0.7679
2_MACS_peak_11532_lociStitched	chr19(.):14182440-14193334	0.648
1_MACS_peak_11534_lociStitched	chr19(.):14200898-14203083	0.6386
1_MACS_peak_11535_lociStitched	chr19(.):14212683-14214652	1.6227
1_MACS_peak_11536_lociStitched	chr19(.):14227564-14230017	1.1214
1_MACS_peak_11537_lociStitched	chr19(.):14238413-14239802	0.6658
1_MACS_peak_11538_lociStitched	chr19(.):14246388-14249134	2.7311
1_MACS_peak_11539_lociStitched	chr19(.):14528316-14531137	2.9025
3_MACS_peak_11540_lociStitched	chr19(.):14543503-14551833	0.3442
1_MACS_peak_11543_lociStitched	chr19(.):14606590-14607575	0.6396
1_MACS_peak_11544_lociStitched	chr19(.):14627748-14630104	1.2828
1_MACS_peak_11545_lociStitched	chr19(.):14639536-14641483	1.4618
1_MACS_peak_11546_lociStitched	chr19(.):14682072-14683271	2.4964
1_MACS_peak_11547_lociStitched	chr19(.):14800078-14801682	2.3834
1_MACS_peak_11548_lociStitched	chr19(.):15235222-15237073	1.7085
2_MACS_peak_11549_lociStitched	chr19(.):15396480-15404850	0.5645
2_MACS_peak_11551_lociStitched	chr19(.):15441686-15445594	1.3638
1_MACS_peak_11553_lociStitched	chr19(.):15470399-15471631	0.5958
1_MACS_peak_11554_lociStitched	chr19(.):15488495-15491901	3.3934
1_MACS_peak_11555_lociStitched	chr19(.):15528543-15530258	2.4268
1_MACS_peak_11556_lociStitched	chr19(.):15542069-15544396	1.1005
2_MACS_peak_11557_lociStitched	chr19(.):15573915-15578623	1.6414
1_MACS_peak_11559_lociStitched	chr19(.):15947189-15948390	2.0532
3_MACS_peak_11560_lociStitched	chr19(.):16180409-16198069	1.869
2_MACS_peak_11563_lociStitched	chr19(.):16221476-16231698	3.4408
5_MACS_peak_11565_lociStitched	chr19(.):16243642-16272800	2.0353
3_MACS_peak_11570_lociStitched	chr19(.):16286081-16297166	0.4852
1_MACS_peak_11573_lociStitched	chr19(.):16307855-16309617	1.4703
1_MACS_peak_11574_lociStitched	chr19(.):16370300-16371562	0.6283
2_MACS_peak_11575_lociStitched	chr19(.):16434766-16442190	1.5777
2_MACS_peak_11577_lociStitched	chr19(.):16476422-16484202	1.8641
1_MACS_peak_11579_lociStitched	chr19(.):16493217-16495073	1.3393
4_MACS_peak_11580_lociStitched	chr19(.):16545268-16561738	1.5625
1_MACS_peak_11584_lociStitched	chr19(.):16581589-16583662	1.1118
1_MACS_peak_11585_lociStitched	chr19(.):16606393-16607866	0.5551
1_MACS_peak_11586_lociStitched	chr19(.):16651812-16654704	2.6734
2_MACS_peak_11587_lociStitched	chr19(.):16676492-16684359	0.7311
4_MACS_peak_11589_lociStitched	chr19(.):16694080-16717001	3.2774
1_MACS_peak_11593_lociStitched	chr19(.):16737433-16740996	2.8259
1_MACS_peak_11594_lociStitched	chr19(.):16756995-16758706	1.0255
1_MACS_peak_11595_lociStitched	chr19(.):16769892-16772918	1.8892
1_MACS_peak_11596_lociStitched	chr19(.):16939829-16941109	0.9641
1_MACS_peak_11597_lociStitched	chr19(.):16984756-16985847	0.4895
2_MACS_peak_11598_lociStitched	chr19(.):16993853-17000514	0.4205
2_MACS_peak_11600_lociStitched	chr19(.):17184697-17191747	1.1654
1_MACS_peak_11602_lociStitched	chr19(.):17235649-17237628	1.2221
1_MACS_peak_11603_lociStitched	chr19(.):17246070-17247105	0.6781
1_MACS_peak_11604_lociStitched	chr19(.):17325350-17326809	2.9863
1_MACS_peak_11605_lociStitched	chr19(.):17336600-17338010	0.8104
1_MACS_peak_11606_lociStitched	chr19(.):17345751-17346907	0.7236
1_MACS_peak_11607_lociStitched	chr19(.):17356794-17357945	0.7963
1_MACS_peak_11608_lociStitched	chr19(.):17376773-17379366	1.9082
1_MACS_peak_11609_lociStitched	chr19(.):17402860-17404026	0.6811
3_MACS_peak_11610_lociStitched	chr19(.):17413285-17421598	1.3853
2_MACS_peak_11613_lociStitched	chr19(.):17444813-17449556	1.515
3_MACS_peak_11615_lociStitched	chr19(.):17480467-17486524	0.632
1_MACS_peak_11618_lociStitched	chr19(.):17493218-17494010	0.4691
1_MACS_peak_11619_lociStitched	chr19(.):17515095-17518971	2.2483
1_MACS_peak_11620_lociStitched	chr19(.):17530174-17531507	0.7148
2_MACS_peak_11621_lociStitched	chr19(.):17574485-17581787	0.2764
1_MACS_peak_11623_lociStitched	chr19(.):17621545-17623329	3.1581
1_MACS_peak_11624_lociStitched	chr19(.):17666108-17667649	1.1863
1_MACS_peak_11625_lociStitched	chr19(.):17829741-17831284	0.8748
1_MACS_peak_11626_lociStitched	chr19(.):17861659-17863176	1.4035
1_MACS_peak_11627_lociStitched	chr19(.):17958155-17959273	1.1989
1_MACS_peak_11628_lociStitched	chr19(.):17970260-17972163	2.0188
1_MACS_peak_11629_lociStitched	chr19(.):18043074-18044748	3.3911
1_MACS_peak_11630_lociStitched	chr19(.):18058672-18059544	0.3843
1_MACS_peak_11631_lociStitched	chr19(.):18132477-18133473	0.6255
1_MACS_peak_11632_lociStitched	chr19(.):18197085-18198552	2.21
1_MACS_peak_11633_lociStitched	chr19(.):18220460-18221323	0.6196
1_MACS_peak_11634_lociStitched	chr19(.):18228435-18230788	1.0019
1_MACS_peak_11635_lociStitched	chr19(.):18262543-18264995	2.2806
1_MACS_peak_11636_lociStitched	chr19(.):18271524-18272597	1.0893
1_MACS_peak_11637_lociStitched	chr19(.):18284223-18285723	0.6996
1_MACS_peak_11638_lociStitched	chr19(.):18302666-18305085	1.065
1_MACS_peak_11639_lociStitched	chr19(.):18313837-18316644	1.1978
1_MACS_peak_11640_lociStitched	chr19(.):18389856-18393972	2.7047
1_MACS_peak_11641_lociStitched	chr19(.):18413682-18416684	3.2792
1_MACS_peak_11642_lociStitched	chr19(.):18432637-18435102	1.9935
1_MACS_peak_11643_lociStitched	chr19(.):18450724-18452505	0.6136
1_MACS_peak_11644_lociStitched	chr19(.):18629814-18634115	3.2433
1_MACS_peak_11645_lociStitched	chr19(.):18653524-18655397	0.7056
1_MACS_peak_11646_lociStitched	chr19(.):18667897-18669882	1.847
1_MACS_peak_11647_lociStitched	chr19(.):18681640-18683846	2.1121
1_MACS_peak_11648_lociStitched	chr19(.):18698924-18700889	2.857
1_MACS_peak_11649_lociStitched	chr19(.):18746847-18748713	1.0424
1_MACS_peak_11650_lociStitched	chr19(.):18793584-18795109	1.2817
1_MACS_peak_11651_lociStitched	chr19(.):18810684-18812779	1.2218
1_MACS_peak_11652_lociStitched	chr19(.):18942081-18945424	1.6328
1_MACS_peak_11653_lociStitched	chr19(.):18971028-18973056	0.8633
1_MACS_peak_11654_lociStitched	chr19(.):19028758-19031497	3.8395
3_MACS_peak_11655_lociStitched	chr19(.):19050213-19061473	1.9342
1_MACS_peak_11658_lociStitched	chr19(.):19143070-19145851	3.4375
1_MACS_peak_11659_lociStitched	chr19(.):19173451-19180733	1.2313
1_MACS_peak_11660_lociStitched	chr19(.):19248456-19249665	1.2828
1_MACS_peak_11661_lociStitched	chr19(.):19256444-19257415	0.4439
1_MACS_peak_11662_lociStitched	chr19(.):19302159-19304478	3.005
1_MACS_peak_11663_lociStitched	chr19(.):19313030-19314665	1.7955
1_MACS_peak_11664_lociStitched	chr19(.):19430595-19432962	4.278
1_MACS_peak_11665_lociStitched	chr19(.):19475116-19476279	0.9343
2_MACS_peak_11666_lociStitched	chr19(.):19491545-19497848	0.6258
1_MACS_peak_11668_lociStitched	chr19(.):19515612-19517869	0.7284
1_MACS_peak_11669_lociStitched	chr19(.):19626189-19627917	2.4616
1_MACS_peak_11670_lociStitched	chr19(.):19753597-19755204	1.4105
2_MACS_peak_11671_lociStitched	chr19(.):19773508-19780451	1.4499
1_MACS_peak_11673_lociStitched	chr19(.):19886432-19888346	0.9929
1_MACS_peak_11674_lociStitched	chr19(.):19931951-19932961	0.6824
1_MACS_peak_11675_lociStitched	chr19(.):19976306-19977914	2.5669
1_MACS_peak_11676_lociStitched	chr19(.):20011034-20012971	1.1904
1_MACS_peak_11677_lociStitched	chr19(.):20162493-20163568	0.6448
1_MACS_peak_11678_lociStitched	chr19(.):20348484-20349521	0.6191
1_MACS_peak_11679_lociStitched	chr19(.):20478358-20479278	0.5391
1_MACS_peak_11680_lociStitched	chr19(.):20606475-20608021	0.7145
1_MACS_peak_11681_lociStitched	chr19(.):20846942-20848669	1.4648
1_MACS_peak_11682_lociStitched	chr19(.):20958853-20959805	0.8934
1_MACS_peak_11683_lociStitched	chr19(.):21105789-21106805	0.942
1_MACS_peak_11684_lociStitched	chr19(.):21182441-21183384	0.5465
1_MACS_peak_11685_lociStitched	chr19(.):21202902-21204431	1.2938
1_MACS_peak_11686_lociStitched	chr19(.):21264837-21265630	0.5918
1_MACS_peak_11687_lociStitched	chr19(.):21324452-21325655	1.2393
1_MACS_peak_11688_lociStitched	chr19(.):21511259-21512704	1.7909
1_MACS_peak_11689_lociStitched	chr19(.):21579576-21580685	0.7489
1_MACS_peak_11690_lociStitched	chr19(.):21949379-21950779	1.4971
1_MACS_peak_11691_lociStitched	chr19(.):22018387-22019147	0.6246
1_MACS_peak_11692_lociStitched	chr19(.):23432222-23433662	1.5824
1_MACS_peak_11693_lociStitched	chr19(.):23456130-23457476	0.9944
1_MACS_peak_11694_lociStitched	chr19(.):23465032-23466195	0.5399
1_MACS_peak_11695_lociStitched	chr19(.):23577755-23578636	0.6458
1_MACS_peak_11696_lociStitched	chr19(.):23709848-23711449	0.897
1_MACS_peak_11697_lociStitched	chr19(.):23869009-23870351	2.4496
1_MACS_peak_11698_lociStitched	chr19(.):23881438-23882802	0.8863
3_MACS_peak_11699_lociStitched	chr19(.):23940750-23950501	0.43
1_MACS_peak_11702_lociStitched	chr19(.):23981875-23985532	0.9873
1_MACS_peak_11703_lociStitched	chr19(.):24005968-24007797	0.9999
1_MACS_peak_11704_lociStitched	chr19(.):24097316-24098496	0.8579
1_MACS_peak_11706_lociStitched	chr19(.):28283568-28286040	2.1112
1_MACS_peak_11707_lociStitched	chr19(.):28350476-28353372	0.7555
2_MACS_peak_11708_lociStitched	chr19(.):28879483-28886396	0.6007
1_MACS_peak_11710_lociStitched	chr19(.):28925661-28928995	3.6032
1_MACS_peak_11711_lociStitched	chr19(.):28956063-28961181	1.4679
2_MACS_peak_11712_lociStitched	chr19(.):28971695-28980114	0.5939
1_MACS_peak_11714_lociStitched	chr19(.):29005959-29008029	2.3954
1_MACS_peak_11715_lociStitched	chr19(.):29025353-29026762	0.7928
1_MACS_peak_11716_lociStitched	chr19(.):29092257-29096111	2.0009
2_MACS_peak_11717_lociStitched	chr19(.):29121002-29126030	4.8785
1_MACS_peak_11719_lociStitched	chr19(.):29702811-29704515	2.6481
1_MACS_peak_11720_lociStitched	chr19(.):30096295-30098069	2.5831
1_MACS_peak_11721_lociStitched	chr19(.):30155635-30157283	0.6974
1_MACS_peak_11722_lociStitched	chr19(.):30205579-30207908	1.9206
2_MACS_peak_11723_lociStitched	chr19(.):30301408-30306811	1.0145
1_MACS_peak_11725_lociStitched	chr19(.):30335695-30336968	0.6934
1_MACS_peak_11726_lociStitched	chr19(.):30432798-30434260	0.8516
1_MACS_peak_11727_lociStitched	chr19(.):31961306-31962404	0.6479
2_MACS_peak_11728_lociStitched	chr19(.):32214998-32221637	0.2427
1_MACS_peak_11730_lociStitched	chr19(.):32836158-32837779	2.9408
1_MACS_peak_11731_lociStitched	chr19(.):32895371-32897821	3.1697
1_MACS_peak_11732_lociStitched	chr19(.):32948914-32950356	0.6581
1_MACS_peak_11733_lociStitched	chr19(.):33071568-33073314	2.0
1_MACS_peak_11734_lociStitched	chr19(.):33164971-33167074	1.1271
1_MACS_peak_11735_lociStitched	chr19(.):33182122-33184126	1.6846
1_MACS_peak_11736_lociStitched	chr19(.):33461884-33463880	1.1403
1_MACS_peak_11737_lociStitched	chr19(.):33554474-33555721	0.6434
1_MACS_peak_11738_lociStitched	chr19(.):33571557-33573144	1.445
1_MACS_peak_11739_lociStitched	chr19(.):33666809-33669156	1.794
1_MACS_peak_11740_lociStitched	chr19(.):33863288-33866074	2.2574
1_MACS_peak_11741_lociStitched	chr19(.):34011844-34013072	0.9921
1_MACS_peak_11742_lociStitched	chr19(.):34139542-34141516	1.6769
1_MACS_peak_11743_lociStitched	chr19(.):34150869-34151899	0.6203
1_MACS_peak_11744_lociStitched	chr19(.):34249044-34250396	1.2482
1_MACS_peak_11745_lociStitched	chr19(.):34624657-34626274	1.2941
1_MACS_peak_11746_lociStitched	chr19(.):34662118-34665177	4.8261
1_MACS_peak_11747_lociStitched	chr19(.):34744622-34746664	1.3139
1_MACS_peak_11748_lociStitched	chr19(.):34760323-34761990	1.804
2_MACS_peak_11749_lociStitched	chr19(.):34849488-34857410	0.8246
2_MACS_peak_11751_lociStitched	chr19(.):34894629-34901639	0.8564
1_MACS_peak_11753_lociStitched	chr19(.):34918178-34920638	2.0748
1_MACS_peak_11754_lociStitched	chr19(.):34990425-34991466	0.5189
1_MACS_peak_11755_lociStitched	chr19(.):35047440-35049036	0.8095
1_MACS_peak_11756_lociStitched	chr19(.):35167508-35169347	4.2764
1_MACS_peak_11757_lociStitched	chr19(.):35224007-35225721	1.8338
1_MACS_peak_11758_lociStitched	chr19(.):35490478-35492320	0.5341
1_MACS_peak_11759_lociStitched	chr19(.):35644405-35647261	2.2349
2_MACS_peak_11760_lociStitched	chr19(.):35695435-35706014	4.2958
1_MACS_peak_11762_lociStitched	chr19(.):35738101-35740778	10.1673
1_MACS_peak_11763_lociStitched	chr19(.):35757649-35760999	1.6747
1_MACS_peak_11764_lociStitched	chr19(.):35898902-35900524	0.7526
1_MACS_peak_11765_lociStitched	chr19(.):35952934-35954051	0.7562
1_MACS_peak_11766_lociStitched	chr19(.):36035574-36037747	1.5619
1_MACS_peak_11767_lociStitched	chr19(.):36087045-36088298	1.0025
2_MACS_peak_11768_lociStitched	chr19(.):36100591-36104339	0.9841
1_MACS_peak_11770_lociStitched	chr19(.):36118912-36120849	1.9236
2_MACS_peak_11771_lociStitched	chr19(.):36133737-36140346	1.3027
1_MACS_peak_11773_lociStitched	chr19(.):36206913-36210291	1.7399
3_MACS_peak_11774_lociStitched	chr19(.):36230781-36240217	1.4234
1_MACS_peak_11777_lociStitched	chr19(.):36247858-36249888	2.184
1_MACS_peak_11778_lociStitched	chr19(.):36266037-36267390	0.7536
1_MACS_peak_11779_lociStitched	chr19(.):36389671-36392120	1.1294
1_MACS_peak_11780_lociStitched	chr19(.):36485379-36487243	1.7037
1_MACS_peak_11781_lociStitched	chr19(.):36504259-36506171	1.174
1_MACS_peak_11782_lociStitched	chr19(.):36544011-36547078	3.273
1_MACS_peak_11783_lociStitched	chr19(.):36604867-36607455	2.2591
1_MACS_peak_11784_lociStitched	chr19(.):36617956-36620148	1.8801
2_MACS_peak_11785_lociStitched	chr19(.):36626843-36632616	2.0386
1_MACS_peak_11787_lociStitched	chr19(.):36704758-36706813	2.0958
1_MACS_peak_11788_lociStitched	chr19(.):36869427-36870493	1.6738
1_MACS_peak_11789_lociStitched	chr19(.):37018599-37020124	1.0805
1_MACS_peak_11790_lociStitched	chr19(.):37177497-37179374	1.4086
1_MACS_peak_11791_lociStitched	chr19(.):37263355-37264239	0.6822
1_MACS_peak_11792_lociStitched	chr19(.):37341173-37342480	0.6854
1_MACS_peak_11793_lociStitched	chr19(.):37568479-37569992	1.2308
1_MACS_peak_11794_lociStitched	chr19(.):37708389-37709713	1.634
1_MACS_peak_11795_lociStitched	chr19(.):37808557-37809334	0.4273
1_MACS_peak_11796_lociStitched	chr19(.):37861163-37862781	1.4174
1_MACS_peak_11797_lociStitched	chr19(.):38084804-38086065	1.2025
1_MACS_peak_11798_lociStitched	chr19(.):38209830-38211137	1.262
1_MACS_peak_11799_lociStitched	chr19(.):38269361-38270873	1.3641
1_MACS_peak_11800_lociStitched	chr19(.):38396652-38398782	1.0177
1_MACS_peak_11801_lociStitched	chr19(.):38405108-38406326	0.8474
2_MACS_peak_11802_lociStitched	chr19(.):38422193-38429647	0.368
1_MACS_peak_11804_lociStitched	chr19(.):38493791-38495558	0.6146
1_MACS_peak_11805_lociStitched	chr19(.):38523683-38525556	1.7441
1_MACS_peak_11806_lociStitched	chr19(.):38536998-38541113	8.6616
2_MACS_peak_11807_lociStitched	chr19(.):38548816-38551081	0.5732
1_MACS_peak_11809_lociStitched	chr19(.):38570236-38571494	0.6663
1_MACS_peak_11810_lociStitched	chr19(.):38754681-38756032	0.9603
1_MACS_peak_11811_lociStitched	chr19(.):38805717-38807456	1.3508
1_MACS_peak_11812_lociStitched	chr19(.):38826118-38827992	1.5827
1_MACS_peak_11813_lociStitched	chr19(.):38864485-38866534	2.2532
1_MACS_peak_11814_lociStitched	chr19(.):38893404-38894544	0.9567
1_MACS_peak_11815_lociStitched	chr19(.):39034414-39035600	0.8309
1_MACS_peak_11816_lociStitched	chr19(.):39073972-39075013	0.601
1_MACS_peak_11817_lociStitched	chr19(.):39107473-39110798	2.4899
1_MACS_peak_11818_lociStitched	chr19(.):39137288-39139662	1.3674
1_MACS_peak_11819_lociStitched	chr19(.):39173325-39177779	2.7889
1_MACS_peak_11820_lociStitched	chr19(.):39223848-39226348	1.373
1_MACS_peak_11821_lociStitched	chr19(.):39321643-39323169	0.986
2_MACS_peak_11822_lociStitched	chr19(.):39338856-39349042	2.6985
1_MACS_peak_11824_lociStitched	chr19(.):39367905-39370166	2.4805
1_MACS_peak_11825_lociStitched	chr19(.):39389284-39391557	2.0817
1_MACS_peak_11826_lociStitched	chr19(.):39420467-39422609	2.7003
1_MACS_peak_11827_lociStitched	chr19(.):39615798-39617004	1.0907
1_MACS_peak_11828_lociStitched	chr19(.):39810801-39811388	0.3601
3_MACS_peak_11829_lociStitched	chr19(.):39825593-39834121	0.4985
1_MACS_peak_11832_lociStitched	chr19(.):39841591-39842872	0.7232
3_MACS_peak_11833_lociStitched	chr19(.):39880682-39904105	4.0128
5_MACS_peak_11836_lociStitched	chr19(.):39920999-39939583	1.0288
1_MACS_peak_11841_lociStitched	chr19(.):39970599-39972622	1.8498
1_MACS_peak_11842_lociStitched	chr19(.):40022563-40023805	1.6893
1_MACS_peak_11843_lociStitched	chr19(.):40029855-40031219	1.7189
1_MACS_peak_11844_lociStitched	chr19(.):40168757-40171499	1.447
1_MACS_peak_11845_lociStitched	chr19(.):40249455-40251480	1.4391
1_MACS_peak_11846_lociStitched	chr19(.):40314431-40315569	0.7414
1_MACS_peak_11847_lociStitched	chr19(.):40323575-40325242	1.1094
2_MACS_peak_11848_lociStitched	chr19(.):40332318-40337782	1.1005
1_MACS_peak_11850_lociStitched	chr19(.):40446783-40448781	0.9366
1_MACS_peak_11851_lociStitched	chr19(.):40475980-40478155	1.7542
1_MACS_peak_11852_lociStitched	chr19(.):40502088-40503914	1.3789
1_MACS_peak_11853_lociStitched	chr19(.):40561060-40562849	1.3972
2_MACS_peak_11854_lociStitched	chr19(.):40595861-40601492	0.7057
2_MACS_peak_11856_lociStitched	chr19(.):40648589-40654404	2.047
1_MACS_peak_11858_lociStitched	chr19(.):40669385-40670429	0.6378
1_MACS_peak_11859_lociStitched	chr19(.):40695864-40698467	1.8272
1_MACS_peak_11860_lociStitched	chr19(.):40789834-40792263	3.1256
1_MACS_peak_11861_lociStitched	chr19(.):40853452-40855482	1.2179
1_MACS_peak_11862_lociStitched	chr19(.):40909271-40910197	0.5722
2_MACS_peak_11863_lociStitched	chr19(.):40926442-40932643	1.0745
1_MACS_peak_11865_lociStitched	chr19(.):40939172-40940444	0.6004
1_MACS_peak_11866_lociStitched	chr19(.):40948390-40951245	1.2154
1_MACS_peak_11867_lociStitched	chr19(.):40970813-40972429	0.7493
1_MACS_peak_11868_lociStitched	chr19(.):41082409-41083610	1.2969
3_MACS_peak_11869_lociStitched	chr19(.):41110510-41120403	0.4662
1_MACS_peak_11872_lociStitched	chr19(.):41168500-41169547	0.6833
1_MACS_peak_11873_lociStitched	chr19(.):41195846-41197614	1.612
2_MACS_peak_11874_lociStitched	chr19(.):41220292-41223881	1.1242
1_MACS_peak_11876_lociStitched	chr19(.):41255277-41258529	4.7212
1_MACS_peak_11877_lociStitched	chr19(.):41283023-41284940	1.7359
1_MACS_peak_11878_lociStitched	chr19(.):41303814-41306151	0.8152
1_MACS_peak_11879_lociStitched	chr19(.):41767722-41772410	6.9851
1_MACS_peak_11880_lociStitched	chr19(.):41801367-41805535	3.6731
1_MACS_peak_11881_lociStitched	chr19(.):41811713-41817240	2.8103
1_MACS_peak_11882_lociStitched	chr19(.):41832426-41835454	3.3969
1_MACS_peak_11883_lociStitched	chr19(.):41857064-41860400	0.9829
1_MACS_peak_11884_lociStitched	chr19(.):41869154-41871046	3.7742
1_MACS_peak_11885_lociStitched	chr19(.):41902718-41904828	5.9744
1_MACS_peak_11886_lociStitched	chr19(.):41914625-41916363	0.7716
1_MACS_peak_11887_lociStitched	chr19(.):41945023-41946327	1.9383
1_MACS_peak_11888_lociStitched	chr19(.):41968753-41970121	1.1077
1_MACS_peak_11889_lociStitched	chr19(.):42011839-42012609	0.5068
1_MACS_peak_11890_lociStitched	chr19(.):42027353-42029299	2.4209
4_MACS_peak_11891_lociStitched	chr19(.):42037829-42062041	1.6107
1_MACS_peak_11895_lociStitched	chr19(.):42069132-42070266	0.8266
4_MACS_peak_11896_lociStitched	chr19(.):42363194-42380155	1.0258
1_MACS_peak_11900_lociStitched	chr19(.):42386446-42389359	1.5915
1_MACS_peak_11901_lociStitched	chr19(.):42448487-42450425	3.1176
1_MACS_peak_11902_lociStitched	chr19(.):42461750-42464153	1.5711
1_MACS_peak_11903_lociStitched	chr19(.):42538778-42539719	0.6518
1_MACS_peak_11904_lociStitched	chr19(.):42579026-42581661	2.5643
1_MACS_peak_11905_lociStitched	chr19(.):42594431-42595825	0.7708
2_MACS_peak_11906_lociStitched	chr19(.):42633052-42637710	0.7944
2_MACS_peak_11908_lociStitched	chr19(.):42702526-42707048	1.1412
2_MACS_peak_11910_lociStitched	chr19(.):42720327-42725511	1.801
1_MACS_peak_11912_lociStitched	chr19(.):42745545-42749696	2.2733
1_MACS_peak_11913_lociStitched	chr19(.):42757259-42760163	1.2136
1_MACS_peak_11914_lociStitched	chr19(.):42771605-42775709	2.6504
2_MACS_peak_11915_lociStitched	chr19(.):42783329-42788633	1.1118
1_MACS_peak_11917_lociStitched	chr19(.):42805745-42807314	1.1361
1_MACS_peak_11918_lociStitched	chr19(.):42829275-42830725	1.665
1_MACS_peak_11919_lociStitched	chr19(.):42900335-42902009	1.2419
1_MACS_peak_11920_lociStitched	chr19(.):42926151-42928581	2.4416
1_MACS_peak_11921_lociStitched	chr19(.):43001241-43003282	1.4337
1_MACS_peak_11922_lociStitched	chr19(.):43016362-43017662	0.6958
1_MACS_peak_11923_lociStitched	chr19(.):43967386-43968831	0.7112
1_MACS_peak_11924_lociStitched	chr19(.):44007498-44009188	0.7958
2_MACS_peak_11925_lociStitched	chr19(.):44030398-44038355	0.6251
2_MACS_peak_11927_lociStitched	chr19(.):44078605-44084868	0.5416
1_MACS_peak_11929_lociStitched	chr19(.):44098646-44101906	3.8564
1_MACS_peak_11930_lociStitched	chr19(.):44122610-44124763	3.4936
1_MACS_peak_11931_lociStitched	chr19(.):44156022-44156933	0.5712
1_MACS_peak_11932_lociStitched	chr19(.):44178872-44180194	0.896
1_MACS_peak_11933_lociStitched	chr19(.):44204480-44206290	1.0978
2_MACS_peak_11934_lociStitched	chr19(.):44257524-44262426	2.623
1_MACS_peak_11936_lociStitched	chr19(.):44268623-44271472	3.9192
1_MACS_peak_11937_lociStitched	chr19(.):44287911-44290039	1.3832
1_MACS_peak_11938_lociStitched	chr19(.):44438684-44440084	1.326
1_MACS_peak_11939_lociStitched	chr19(.):44454946-44455635	0.4881
1_MACS_peak_11940_lociStitched	chr19(.):44506384-44507521	0.5593
1_MACS_peak_11941_lociStitched	chr19(.):44529105-44530109	0.7055
1_MACS_peak_11942_lociStitched	chr19(.):44598049-44599892	1.0559
1_MACS_peak_11943_lociStitched	chr19(.):44668715-44669880	0.7819
2_MACS_peak_11944_lociStitched	chr19(.):44710979-44717333	0.3796
1_MACS_peak_11946_lociStitched	chr19(.):44763672-44764885	0.859
1_MACS_peak_11947_lociStitched	chr19(.):44808355-44809456	0.7176
1_MACS_peak_11948_lociStitched	chr19(.):44847786-44849482	1.0642
1_MACS_peak_11949_lociStitched	chr19(.):45003854-45005291	1.179
1_MACS_peak_11950_lociStitched	chr19(.):45146826-45148103	0.6065
1_MACS_peak_11951_lociStitched	chr19(.):45194939-45196126	0.7893
1_MACS_peak_11952_lociStitched	chr19(.):45205078-45206786	1.491
1_MACS_peak_11953_lociStitched	chr19(.):45216483-45217347	0.4955
1_MACS_peak_11954_lociStitched	chr19(.):45223676-45225933	1.1476
2_MACS_peak_11955_lociStitched	chr19(.):45250566-45258756	1.6211
1_MACS_peak_11957_lociStitched	chr19(.):45392994-45395830	3.1539
1_MACS_peak_11958_lociStitched	chr19(.):45418011-45418871	0.5592
2_MACS_peak_11959_lociStitched	chr19(.):45457289-45465691	1.5824
1_MACS_peak_11961_lociStitched	chr19(.):45504023-45506200	2.1215
1_MACS_peak_11962_lociStitched	chr19(.):45518623-45521237	2.8483
2_MACS_peak_11963_lociStitched	chr19(.):45541558-45553786	1.0144
