#30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_ROSE/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam
#Using cutoff of 11762.613 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuper
7_MACS_peak_32054_lociStitched	chr7	2671756	2686440	7	14119	17062.808	1189.404	530	1
5_MACS_peak_7109_lociStitched	chr11	1236023	1249861	5	12764	16767.5046	917.4594	531	1
5_MACS_peak_25790_lociStitched	chr22	18760820	18774929	5	13636	18194.9664	2366.0793	532	1
1_MACS_peak_16821_lociStitched	chr17	78997052	79008365	1	11314	16880.1273	1054.3716	533	1
3_MACS_peak_37562_lociStitched	chr9	139874058	139886338	3	12127	16905.876	1085.552	534	1
3_MACS_peak_28278_lociStitched	chr22	51039478	51052220	3	11826	16838.553	1038.473	535	1
12_MACS_peak_33341_lociStitched	chr7	155622381	155638683	12	14680	17578.4466	1778.5482	536	1
8_MACS_peak_3201_lociStitched	chr1	19039831	19055373	8	14364	16752.7218	983.8086	537	1
3_MACS_peak_14070_lociStitched	chr17	7983520	7996765	3	12593	16818.501	1055.6265	538	1
12_MACS_peak_36931_lociStitched	chr9	137607893	137624164	12	14691	16848.6205	1086.9028	539	1
1_MACS_peak_18186_lociStitched	chr19	7041696	7053209	1	11514	17818.6701	2057.3731	540	1
8_MACS_peak_25497_lociStitched	chr21	45990580	46006272	8	14936	17471.4728	1727.6892	541	1
2_MACS_peak_7274_lociStitched	chr11	1797517	1809087	2	11305	16792.698	1056.341	542	1
8_MACS_peak_30249_lociStitched	chr4	8899714	8914520	8	13076	17046.1478	1328.0982	543	1
4_MACS_peak_17934_lociStitched	chr19	5553073	5566846	4	13440	17134.9893	1435.1466	544	1
4_MACS_peak_25463_lociStitched	chr21	45876596	45890207	4	13337	17228.8038	1533.9597	545	1
6_MACS_peak_18884_lociStitched	chr19	13974092	13988951	6	13833	17041.7871	1364.0562	546	1
2_MACS_peak_33_lociStitched	chr1	870237	878762	2	8447	16445.5775	795.3825	547	1
9_MACS_peak_1681_lociStitched	chr1	7690457	7706419	9	14506	16689.8672	1053.492	548	1
6_MACS_peak_3814_lociStitched	chr1	22938928	22953706	6	13938	16804.0638	1225.0962	549	1
6_MACS_peak_27207_lociStitched	chr22	43813550	43828107	6	13918	16594.98	1016.0786	550	1
4_MACS_peak_18237_lociStitched	chr19	7757421	7772241	4	14426	17532.06	1959.204	551	1
3_MACS_peak_25245_lociStitched	chr21	43763082	43774666	3	11532	17250.8928	1684.3136	552	1
9_MACS_peak_18396_lociStitched	chr19	8277444	8294403	9	15979	17555.9568	2011.3374	553	1
7_MACS_peak_16258_lociStitched	chr17	76478560	76491972	7	12695	16530.29	1076.9836	554	1
2_MACS_peak_5707_lociStitched	chr1	234912029	234921090	2	8565	18165.4928	2727.361	555	1
2_MACS_peak_30304_lociStitched	chr4	48042812	48054146	2	11129	17227.68	1799.8392	556	1
1_MACS_peak_17317_lociStitched	chr19	1802414	1812374	1	9961	16809.492	1407.348	557	1
2_MACS_peak_29121_lociStitched	chr4	1752394	1762683	2	10200	16166.0768	778.8773	558	1
6_MACS_peak_15726_lociStitched	chr17	72338648	72352843	6	13382	16534.336	1202.3165	559	1
10_MACS_peak_32696_lociStitched	chr7	100831782	100847639	10	14225	16741.8206	1435.0585	560	1
4_MACS_peak_22194_lociStitched	chr19	56015824	56027965	4	11909	16460.7678	1154.6091	561	1
2_MACS_peak_17058_lociStitched	chr18	44542071	44557724	2	15435	22283.6108	6993.7604	562	1
9_MACS_peak_14016_lociStitched	chr17	7699296	7713545	9	13328	16621.4585	1349.3803	563	1
2_MACS_peak_24778_lociStitched	chr20	61688356	61701459	2	12945	16407.5766	1156.9949	564	1
5_MACS_peak_10995_lociStitched	chr15	42157526	42170139	5	12102	16369.1514	1118.7731	565	1
12_MACS_peak_17768_lociStitched	chr19	5170199	5186047	12	14118	17103.1616	1873.2336	566	1
4_MACS_peak_9777_lociStitched	chr12	49369543	49379290	4	9279	16293.0852	1065.3471	567	1
2_MACS_peak_6404_lociStitched	chr10	102974500	102986579	2	11697	16376.7082	1180.1183	568	1
10_MACS_peak_23685_lociStitched	chr20	48966890	48982726	10	14123	16535.9512	1347.6436	569	1
8_MACS_peak_29237_lociStitched	chr4	3702373	3716724	8	13574	16108.9975	927.0746	570	1
5_MACS_peak_7184_lociStitched	chr11	1463206	1476290	5	12654	16197.992	1027.094	571	1
5_MACS_peak_24990_lociStitched	chr20	62711416	62724525	5	12467	16336.4358	1166.701	572	1
5_MACS_peak_20753_lociStitched	chr19	42497562	42511242	5	12471	16742.952	1616.976	573	1
5_MACS_peak_21539_lociStitched	chr19	49262543	49277579	5	14040	16404.276	1284.0744	574	1
2_MACS_peak_11888_lociStitched	chr16	2240097	2251164	2	10665	16192.1277	1087.8861	575	1
1_MACS_peak_32249_lociStitched	chr7	27190733	27200574	1	9842	16250.4433	1161.238	576	1
4_MACS_peak_15072_lociStitched	chr17	46822343	46833175	4	10322	16123.432	1059.3696	577	1
6_MACS_peak_28210_lociStitched	chr22	50477765	50491753	6	13305	15946.32	923.208	578	1
5_MACS_peak_35488_lociStitched	chr9	37024441	37037106	5	11697	16778.592	1765.501	579	1
4_MACS_peak_7879_lociStitched	chr11	64058003	64068824	4	10161	15873.3249	862.4337	580	1
7_MACS_peak_16563_lociStitched	chr17	77648483	77662484	7	13291	16169.7549	1169.0835	581	1
2_MACS_peak_3806_lociStitched	chr1	22915097	22926190	2	10828	15926.2201	932.9213	582	1
1_MACS_peak_25567_lociStitched	chr21	46256347	46266523	1	10177	16211.3856	1248.5952	583	1
2_MACS_peak_28666_lociStitched	chr3	50192874	50204332	2	11366	16096.1984	1146.9458	584	1
4_MACS_peak_32595_lociStitched	chr7	100416697	100430289	4	13094	15996.4248	1060.176	585	1
5_MACS_peak_26498_lociStitched	chr22	30834020	30847957	5	13685	16872.1322	1938.6367	586	1
2_MACS_peak_18182_lociStitched	chr19	7017243	7028569	2	11238	16665.0764	1746.4692	587	1
4_MACS_peak_31188_lociStitched	chr6	30408071	30418412	4	9855	16373.9394	1474.6266	588	1
2_MACS_peak_342_lociStitched	chr1	2458266	2469587	2	11024	15771.2851	915.8689	589	1
5_MACS_peak_27380_lociStitched	chr22	44752318	44767130	5	14067	15835.5092	996.8476	590	1
7_MACS_peak_31492_lociStitched	chr6	34100183	34114259	7	13048	16067.754	1233.0576	591	1
12_MACS_peak_26509_lociStitched	chr22	30863449	30881445	12	16001	16658.8972	1830.1932	592	1
6_MACS_peak_28227_lociStitched	chr22	50512528	50526186	6	12678	15941.6176	1152.7352	593	1
3_MACS_peak_19385_lociStitched	chr19	17634657	17646571	3	11794	16223.2938	1445.1682	594	1
5_MACS_peak_17194_lociStitched	chr19	545542	558217	5	12077	16262.025	1528.605	595	1
11_MACS_peak_25906_lociStitched	chr22	19975162	19990859	11	14283	15966.9884	1282.4449	596	1
8_MACS_peak_25821_lociStitched	chr22	18935258	18948257	8	12196	16027.767	1357.0956	597	1
3_MACS_peak_11732_lociStitched	chr16	1032037	1043078	3	10586	15318.2834	660.2518	598	1
5_MACS_peak_7197_lociStitched	chr11	1593766	1606907	5	12286	16016.2508	1364.0358	599	1
7_MACS_peak_11738_lociStitched	chr16	1064398	1076221	7	10537	15520.0521	873.7197	600	1
4_MACS_peak_19407_lociStitched	chr19	17703919	17716690	4	12671	15922.8828	1294.9794	601	1
1_MACS_peak_8039_lociStitched	chr11	64481274	64490271	1	8998	15352.4808	739.5534	602	1
3_MACS_peak_14379_lociStitched	chr17	26815122	26828759	3	12721	16203.4834	1592.8016	603	1
3_MACS_peak_22845_lociStitched	chr2	220307215	220318931	3	11493	15453.404	847.0668	604	1
6_MACS_peak_6387_lociStitched	chr10	102841713	102855390	6	13358	16089.6228	1512.6762	605	1
14_MACS_peak_3432_lociStitched	chr1	20679584	20696649	14	14350	15940.4165	1365.2	606	1
4_MACS_peak_3941_lociStitched	chr1	23167250	23181518	4	14212	15661.9836	1092.9288	607	1
1_MACS_peak_36107_lociStitched	chr9	133774746	133784827	1	10082	15425.9462	869.9903	608	1
4_MACS_peak_32688_lociStitched	chr7	100805827	100818181	4	11387	15869.9484	1349.0568	609	1
5_MACS_peak_31478_lociStitched	chr6	34068251	34080872	5	11838	15660.1368	1147.2489	610	1
1_MACS_peak_36189_lociStitched	chr9	134683128	134693516	1	10389	15282.8256	795.7208	611	1
6_MACS_peak_2658_lociStitched	chr1	17703778	17718039	6	13424	15746.9962	1277.7856	612	1
6_MACS_peak_11697_lociStitched	chr16	965049	978403	6	13076	15208.8706	742.4824	613	1
7_MACS_peak_17344_lociStitched	chr19	2715800	2729107	7	12042	15768.795	1305.4167	614	1
3_MACS_peak_9692_lociStitched	chr12	3411753	3423562	3	11425	15398.936	957.7099	615	1
7_MACS_peak_35230_lociStitched	chr8	144474576	144487564	7	11590	15677.8148	1239.0552	616	1
5_MACS_peak_15175_lociStitched	chr17	47594885	47607403	5	12072	15648.7518	1230.5194	617	1
6_MACS_peak_21222_lociStitched	chr19	47964658	47978679	6	13246	15587.1457	1172.1556	618	1
4_MACS_peak_9318_lociStitched	chr11	119210145	119222051	4	11412	15526.6146	1163.2162	619	1
10_MACS_peak_12345_lociStitched	chr16	29263158	29278508	10	14042	15392.98	1036.125	620	1
8_MACS_peak_37278_lociStitched	chr9	138348349	138365248	8	15528	15901.959	1553.0181	621	1
3_MACS_peak_9273_lociStitched	chr11	118019877	118031505	3	11076	15579.1944	1232.568	622	1
7_MACS_peak_15771_lociStitched	chr17	72417440	72431029	7	12586	15322.9564	991.997	623	1
5_MACS_peak_8096_lociStitched	chr11	66129820	66141752	5	11200	15136.9352	830.4672	624	1
7_MACS_peak_332_lociStitched	chr1	2416283	2429836	7	12386	15206.466	908.051	625	1
2_MACS_peak_37444_lociStitched	chr9	138947349	138958377	2	11021	15135.93	842.5392	626	1
6_MACS_peak_29128_lociStitched	chr4	1795754	1807838	6	10795	15061.4976	770.9592	627	1
1_MACS_peak_32873_lociStitched	chr7	102158382	102167477	1	9096	16980.365	2697.577	628	1
1_MACS_peak_24783_lociStitched	chr20	61713190	61724799	1	11610	15276.2831	994.8913	629	1
4_MACS_peak_17992_lociStitched	chr19	5875240	5888229	4	12570	16163.5116	1886.0028	630	1
5_MACS_peak_25177_lociStitched	chr21	43100452	43113649	5	12564	16138.6113	1864.7361	631	1
5_MACS_peak_17929_lociStitched	chr19	5540525	5552335	5	11390	15695.49	1427.829	632	1
9_MACS_peak_462_lociStitched	chr1	2789048	2803233	9	12559	15186.461	940.4655	633	1
1_MACS_peak_32875_lociStitched	chr7	102257361	102266408	1	9048	16976.6955	2774.7149	634	1
3_MACS_peak_17599_lociStitched	chr19	3452243	3464563	3	12005	15844.752	1664.432	635	1
5_MACS_peak_34300_lociStitched	chr8	22010916	22022067	5	10772	15193.2375	1020.3165	636	1
9_MACS_peak_19851_lociStitched	chr19	33699089	33713048	9	12794	15317.2107	1150.2216	637	1
2_MACS_peak_11939_lociStitched	chr16	2873347	2884187	2	10411	15210.688	1043.892	638	1
7_MACS_peak_11854_lociStitched	chr16	1962331	1975606	7	12153	15264.9225	1127.0475	639	1
2_MACS_peak_25113_lociStitched	chr21	38072105	38082066	2	9860	15275.1935	1142.5267	640	1
8_MACS_peak_32654_lociStitched	chr7	100703311	100717741	8	12557	15349.191	1239.537	641	1
5_MACS_peak_15800_lociStitched	chr17	72516581	72530203	5	12713	15511.3714	1405.7904	642	1
4_MACS_peak_37611_lociStitched	chr9	140120415	140130622	4	9501	14937.9445	835.9533	643	1
4_MACS_peak_5488_lociStitched	chr1	202177963	202189042	4	10267	15890.6097	1809.2007	644	1
5_MACS_peak_139_lociStitched	chr1	1383510	1396395	5	12176	15053.5455	983.1255	645	1
2_MACS_peak_16349_lociStitched	chr17	77037713	77047748	2	9595	15306.3855	1246.347	646	1
4_MACS_peak_30911_lociStitched	chr5	176888373	176900221	4	11220	15127.5264	1112.5272	647	1
1_MACS_peak_25174_lociStitched	chr21	43079550	43091128	1	11579	15580.5146	1566.5034	648	1
9_MACS_peak_16588_lociStitched	chr17	77716367	77729899	9	12468	15040.818	1027.0788	649	1
5_MACS_peak_7972_lociStitched	chr11	64321125	64333193	5	11550	15007.7648	1013.712	650	1
3_MACS_peak_1992_lociStitched	chr1	10710629	10720660	3	9702	14625.198	631.953	651	1
6_MACS_peak_11763_lociStitched	chr16	1126776	1140523	6	13353	14826.1395	850.9393	652	1
1_MACS_peak_11735_lociStitched	chr16	1044672	1054543	1	9872	14717.661	755.1315	653	1
5_MACS_peak_27247_lociStitched	chr22	44231123	44243714	5	12380	15081.4998	1126.8945	654	1
9_MACS_peak_150_lociStitched	chr1	1520092	1534296	9	12898	15289.1856	1343.6984	655	1
8_MACS_peak_24090_lociStitched	chr20	57187621	57202068	8	12832	15102.8938	1186.0987	656	1
8_MACS_peak_31338_lociStitched	chr6	33762696	33777787	8	13949	15109.1092	1196.7163	657	1
2_MACS_peak_25768_lociStitched	chr21	47495131	47505716	2	10569	15270.9795	1363.348	658	1
2_MACS_peak_18363_lociStitched	chr19	8204934	8214177	2	9082	14929.2936	1025.0487	659	1
2_MACS_peak_5288_lociStitched	chr1	156826022	156836171	2	10146	15641.6388	1745.628	660	1
8_MACS_peak_22212_lociStitched	chr19	56055726	56069968	8	13110	15130.7008	1251.8718	661	1
4_MACS_peak_7304_lociStitched	chr11	1921638	1932955	4	10796	14962.2057	1102.2758	662	1
9_MACS_peak_3284_lociStitched	chr1	19353597	19367017	9	12228	15110.92	1264.164	663	1
7_MACS_peak_13398_lociStitched	chr17	149110	159458	7	9015	14853.5192	1016.1736	664	1
1_MACS_peak_25657_lociStitched	chr21	46910317	46920107	1	9791	14877.863	1074.942	665	1
9_MACS_peak_22144_lociStitched	chr19	55873108	55885341	9	10865	14606.202	804.9314	666	1
3_MACS_peak_10395_lociStitched	chr13	113677284	113686795	3	9339	14542.319	771.3421	667	1
6_MACS_peak_51_lociStitched	chr1	955528	968502	6	11948	14882.4754	1115.764	668	1
5_MACS_peak_6541_lociStitched	chr10	126736759	126751021	5	13904	15321.6666	1564.5414	669	1
4_MACS_peak_19642_lociStitched	chr19	18705748	18717256	4	10821	14807.3436	1055.2836	670	1
6_MACS_peak_27921_lociStitched	chr22	46273188	46284817	6	10712	14594.395	850.0799	671	1
7_MACS_peak_28709_lociStitched	chr3	50421148	50434805	7	13141	14821.9421	1113.0455	672	1
5_MACS_peak_31802_lociStitched	chr7	1248236	1261788	5	12650	14775.7456	1078.7392	673	1
10_MACS_peak_15737_lociStitched	chr17	72361346	72375639	10	12968	15081.9736	1387.8503	674	1
5_MACS_peak_11421_lociStitched	chr15	78180382	78192608	5	11714	14791.0148	1106.453	675	1
3_MACS_peak_177_lociStitched	chr1	1867855	1879669	3	11455	14605.6482	930.9432	676	1
7_MACS_peak_18716_lociStitched	chr19	12944651	12955741	7	10250	14889.434	1246.516	677	1
3_MACS_peak_16603_lociStitched	chr17	77740200	77751593	3	11304	14792.6712	1155.2502	678	1
5_MACS_peak_17821_lociStitched	chr19	5275034	5287228	5	11888	15018.1304	1381.5802	679	1
7_MACS_peak_37451_lociStitched	chr9	138987657	138999493	7	10876	14676.64	1048.6696	680	1
4_MACS_peak_26078_lociStitched	chr22	21563568	21577070	4	13254	15771.6862	2167.071	681	1
12_MACS_peak_8437_lociStitched	chr11	69531654	69546379	12	13717	14682.2975	1085.2325	682	1
4_MACS_peak_20579_lociStitched	chr19	41695105	41708358	4	12759	14819.5046	1233.8543	683	1
9_MACS_peak_11703_lociStitched	chr16	978924	992500	9	12448	14603.7032	1022.2728	684	1
7_MACS_peak_21447_lociStitched	chr19	49051440	49064436	7	11889	14788.1484	1213.8264	685	1
3_MACS_peak_16841_lociStitched	chr17	79148817	79159592	3	10476	14531.165	957.8975	686	1
5_MACS_peak_16794_lociStitched	chr17	78478446	78491756	5	12760	14627.69	1058.145	687	1
3_MACS_peak_36097_lociStitched	chr9	133536320	133545042	3	8472	14149.7006	586.1184	688	1
2_MACS_peak_16211_lociStitched	chr17	76311042	76322883	2	11811	14861.6391	1327.3761	689	1
8_MACS_peak_10421_lociStitched	chr13	113740317	113752674	8	11501	14287.1634	769.8411	690	1
5_MACS_peak_7099_lociStitched	chr11	1150065	1160856	5	10104	14250.5946	744.579	691	1
2_MACS_peak_17142_lociStitched	chr19	365970	376582	2	10408	14604.2344	1111.0764	692	1
9_MACS_peak_2748_lociStitched	chr1	17964220	17979065	9	13362	14752.961	1264.794	693	1
2_MACS_peak_33338_lociStitched	chr7	155608037	155620123	2	11751	15032.5668	1560.3026	694	1
5_MACS_peak_586_lociStitched	chr1	3030968	3044681	5	13223	14331.4563	872.1468	695	1
6_MACS_peak_23126_lociStitched	chr20	3651239	3663734	6	11346	14577.9165	1125.7995	696	1
1_MACS_peak_5347_lociStitched	chr1	158145407	158153534	1	8128	15203.9916	1768.4352	697	1
7_MACS_peak_31913_lociStitched	chr7	1462390	1475587	7	11905	14483.7075	1072.9161	698	1
9_MACS_peak_2677_lociStitched	chr1	17840778	17855807	9	13664	14647.2634	1257.9273	699	1
4_MACS_peak_20869_lociStitched	chr19	45377275	45389473	4	11300	14380.2222	1009.9944	700	1
5_MACS_peak_15240_lociStitched	chr17	48262975	48275035	5	11823	14394.816	1046.808	701	1
11_MACS_peak_9667_lociStitched	chr12	3350793	3365270	11	13203	14393.0334	1049.5825	702	1
3_MACS_peak_33335_lociStitched	chr7	155597271	155607432	3	9960	14470.2801	1126.8549	703	1
3_MACS_peak_293_lociStitched	chr1	2144172	2156922	3	12473	14542.65	1203.6	704	1
5_MACS_peak_8016_lociStitched	chr11	64425823	64438632	5	11938	14399.8778	1082.3605	705	1
7_MACS_peak_17144_lociStitched	chr19	377935	392119	7	13064	15166.9512	1863.7776	706	1
4_MACS_peak_741_lociStitched	chr1	3344034	3356546	4	12328	14167.3376	864.5792	707	1
7_MACS_peak_22869_lociStitched	chr2	220493318	220506942	7	12805	14480.9496	1209.8112	708	1
4_MACS_peak_32580_lociStitched	chr7	100382067	100394247	4	11756	14265.216	1004.85	709	1
2_MACS_peak_13972_lociStitched	chr17	7341834	7353165	2	10934	14304.2544	1050.3837	710	1
7_MACS_peak_2630_lociStitched	chr1	17655762	17669223	7	12524	14458.4601	1215.5283	711	1
2_MACS_peak_5406_lociStitched	chr1	197879107	197889357	2	10032	15062.375	1836.8	712	1
4_MACS_peak_34291_lociStitched	chr8	21980413	21991073	4	10356	14172.47	960.466	713	1
9_MACS_peak_27691_lociStitched	chr22	45326415	45338849	9	11380	14052.9068	871.6234	714	1
4_MACS_peak_37458_lociStitched	chr9	139014115	139024488	4	10083	14024.296	844.3622	715	1
7_MACS_peak_35923_lociStitched	chr9	132915766	132928246	7	11682	14225.952	1057.056	716	1
4_MACS_peak_26977_lociStitched	chr22	40037045	40047920	4	10014	13842.7875	692.7375	717	1
7_MACS_peak_22779_lociStitched	chr2	219717732	219728953	7	10353	14188.9545	1080.5823	718	1
7_MACS_peak_7990_lociStitched	chr11	64364973	64378030	7	11918	13910.9278	817.3682	719	1
5_MACS_peak_16762_lociStitched	chr17	78397157	78408891	5	11039	14389.4042	1313.0346	720	1
6_MACS_peak_13927_lociStitched	chr17	7104536	7116729	6	11317	14403.5909	1327.8177	721	1
3_MACS_peak_19633_lociStitched	chr19	18521644	18530083	3	8136	13966.545	931.6656	722	1
6_MACS_peak_16415_lociStitched	chr17	77273481	77285244	6	11267	13822.7013	806.9418	723	1
3_MACS_peak_16265_lociStitched	chr17	76492787	76504888	3	12058	14089.1943	1096.3506	724	1
4_MACS_peak_17945_lociStitched	chr19	5738231	5750817	4	12038	14806.1704	1827.4872	725	1
2_MACS_peak_35244_lociStitched	chr8	144500900	144510442	2	9462	13886.4726	927.4824	726	1
3_MACS_peak_26998_lociStitched	chr22	40082860	40093958	3	10790	13994.578	1066.5178	727	1
4_MACS_peak_13535_lociStitched	chr17	870366	882194	4	11010	13955.8572	1036.1328	728	1
5_MACS_peak_7441_lociStitched	chr11	2329985	2342236	5	11158	13835.0543	937.2015	729	1
2_MACS_peak_3297_lociStitched	chr1	19376500	19386492	2	9890	13884.8832	987.2096	730	1
1_MACS_peak_19531_lociStitched	chr19	18059449	18066356	1	6908	13597.8109	736.9769	731	1
4_MACS_peak_5592_lociStitched	chr1	205490032	205501659	4	10672	14760.4765	1919.6177	732	1
5_MACS_peak_13587_lociStitched	chr17	1157419	1171046	5	12932	14229.3134	1402.2183	733	1
7_MACS_peak_24490_lociStitched	chr20	60270375	60284307	7	12656	13869.306	1050.4728	734	1
6_MACS_peak_36979_lociStitched	chr9	137770063	137782416	6	11449	13650.065	832.5922	735	1
4_MACS_peak_232_lociStitched	chr1	2013624	2025285	4	11204	13593.2277	777.7887	736	1
6_MACS_peak_7114_lociStitched	chr11	1250399	1262150	6	11229	13580.6307	827.2704	737	1
1_MACS_peak_33241_lociStitched	chr7	155169688	155180014	1	10327	14207.5434	1462.1616	738	1
6_MACS_peak_2723_lociStitched	chr1	17915986	17929467	6	12510	13799.1516	1062.3028	739	1
7_MACS_peak_14964_lociStitched	chr17	43897002	43909583	7	12102	13769.9045	1041.7068	740	1
7_MACS_peak_28381_lociStitched	chr3	13552267	13564025	7	10391	13726.2892	1007.6606	741	1
2_MACS_peak_16228_lociStitched	chr17	76357244	76367041	2	9675	13515.9412	811.1916	742	1
5_MACS_peak_32511_lociStitched	chr7	100212889	100225239	5	11258	13907.335	1207.83	743	1
6_MACS_peak_31122_lociStitched	chr6	2632206	2644695	6	12018	14386.0791	1687.2639	744	1
3_MACS_peak_18295_lociStitched	chr19	7949713	7959723	3	9927	13923.91	1226.225	745	1
6_MACS_peak_6445_lociStitched	chr10	114741920	114755126	6	12423	13993.0776	1303.4322	746	1
9_MACS_peak_3505_lociStitched	chr1	20799001	20811968	9	11329	13800.7781	1119.0521	747	1
7_MACS_peak_17546_lociStitched	chr19	3286925	3298251	7	10315	13764.4878	1089.5612	748	1
7_MACS_peak_28220_lociStitched	chr22	50498603	50511549	7	12180	13603.6568	948.9418	749	1
4_MACS_peak_27960_lociStitched	chr22	46390708	46402526	4	11177	13596.609	959.6216	750	1
3_MACS_peak_18648_lociStitched	chr19	11391816	11403477	3	11477	13990.8678	1355.0082	751	1
6_MACS_peak_35695_lociStitched	chr9	129428897	129441078	6	11541	13726.7689	1096.29	752	1
3_MACS_peak_35467_lociStitched	chr9	34622361	34632037	3	9532	13567.6872	947.2804	753	1
3_MACS_peak_17960_lociStitched	chr19	5769218	5779794	3	10120	14137.9968	1531.4048	754	1
7_MACS_peak_36013_lociStitched	chr9	133272260	133284350	7	11471	13517.829	927.303	755	1
6_MACS_peak_9571_lociStitched	chr12	1928123	1940907	6	11600	13712.1184	1122.4352	756	1
1_MACS_peak_25430_lociStitched	chr21	45761572	45769945	1	8374	13518.2085	966.2442	757	1
12_MACS_peak_36515_lociStitched	chr9	136146807	136161285	12	12385	13652.754	1145.2098	758	1
5_MACS_peak_3243_lociStitched	chr1	19135481	19148742	5	12348	13768.8963	1266.4255	759	1
4_MACS_peak_31946_lociStitched	chr7	1622566	1633461	4	10485	13458.5935	968.5655	760	1
3_MACS_peak_17816_lociStitched	chr19	5259410	5270252	3	10504	13848.4866	1359.5868	761	1
9_MACS_peak_2147_lociStitched	chr1	11435243	11449188	9	12767	13781.8435	1295.4905	762	1
4_MACS_peak_3637_lociStitched	chr1	21950686	21963398	4	12499	13853.5376	1375.4384	763	1
5_MACS_peak_16578_lociStitched	chr17	77686865	77698617	5	11366	13334.9944	859.0712	764	1
6_MACS_peak_5255_lociStitched	chr1	156368816	156381486	6	11582	14026.957	1557.143	765	1
3_MACS_peak_1989_lociStitched	chr1	10699938	10710021	3	9973	13325.6928	856.0467	766	1
2_MACS_peak_14394_lociStitched	chr17	26857757	26867420	2	9604	13728.2241	1264.8867	767	1
5_MACS_peak_14200_lociStitched	chr17	18982506	18995411	5	12415	13804.4785	1355.025	768	1
3_MACS_peak_22852_lociStitched	chr2	220328500	220340590	3	11485	13372.749	933.348	769	1
2_MACS_peak_25722_lociStitched	chr21	47390529	47397744	2	6933	13520.1885	1101.7305	770	1
6_MACS_peak_17791_lociStitched	chr19	5210366	5222442	6	11799	14019.0284	1612.146	771	1
7_MACS_peak_25054_lociStitched	chr20	62868016	62880605	7	11902	13470.23	1071.3239	772	1
7_MACS_peak_17156_lociStitched	chr19	413481	426153	7	11436	13614.7968	1226.6496	773	1
7_MACS_peak_5185_lociStitched	chr1	151680587	151692252	7	10665	13772.8655	1392.801	774	1
1_MACS_peak_12554_lociStitched	chr16	56665374	56674124	1	8751	13251	878.5	775	1
5_MACS_peak_7215_lociStitched	chr11	1624728	1635788	5	9901	13671.266	1310.61	776	1
4_MACS_peak_32211_lociStitched	chr7	5629393	5640161	4	9806	13498.7648	1146.792	777	1
1_MACS_peak_28_lociStitched	chr1	829580	839650	1	10071	13319.589	975.783	778	1
5_MACS_peak_32504_lociStitched	chr7	100196570	100208101	5	10839	13576.5994	1233.817	779	1
8_MACS_peak_3843_lociStitched	chr1	22990179	23004614	8	13107	13684.38	1343.8985	780	1
4_MACS_peak_280_lociStitched	chr1	2101314	2112518	4	10572	13386.5392	1053.176	781	1
4_MACS_peak_26608_lociStitched	chr22	37000519	37011704	4	10667	13159.1525	870.193	782	1
6_MACS_peak_16862_lociStitched	chr17	79322257	79334816	6	11635	13217.0916	929.366	783	1
2_MACS_peak_15063_lociStitched	chr17	46799471	46808122	2	8590	13486.909	1232.7675	784	1
1_MACS_peak_25777_lociStitched	chr21	47555933	47562645	1	6713	13043.4296	799.3992	785	1
3_MACS_peak_13989_lociStitched	chr17	7635982	7646046	3	9913	13178.808	935.952	786	1
2_MACS_peak_18424_lociStitched	chr19	8400686	8410127	2	9438	13654.5183	1428.4233	787	1
5_MACS_peak_17648_lociStitched	chr19	3786691	3797339	5	9859	13478.2384	1254.3344	788	1
4_MACS_peak_28734_lociStitched	chr3	50473100	50485881	4	12072	13275.6247	1056.9887	789	1
4_MACS_peak_20903_lociStitched	chr19	45738117	45749731	4	11372	13251.574	1035.9688	790	1
10_MACS_peak_15198_lociStitched	chr17	47937277	47950473	10	12026	13572.086	1378.982	791	1
9_MACS_peak_6873_lociStitched	chr10	135009697	135023513	9	12029	12989.8032	810.9992	792	1
3_MACS_peak_32039_lociStitched	chr7	2559856	2569172	3	8906	12875.6436	715.4688	793	1
4_MACS_peak_11461_lociStitched	chr15	79056229	79068170	4	11306	13201.9696	1060.3608	794	1
1_MACS_peak_5252_lociStitched	chr1	156355362	156363634	1	8273	13349.3536	1225.9104	795	1
2_MACS_peak_5285_lociStitched	chr1	156809924	156818853	2	8912	13355.9982	1259.8819	796	1
3_MACS_peak_24980_lociStitched	chr20	62670607	62679904	3	8890	12872.6262	778.1589	797	1
3_MACS_peak_5293_lociStitched	chr1	156842775	156852051	3	9217	13148.73	1056.5364	798	1
6_MACS_peak_14527_lociStitched	chr17	36698124	36708680	6	9886	12947.9896	862.4252	799	1
