#30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_ROSE/30_0F2G_0229Kronos_MM1S-KB-24hr-2_H3K27me3_hs-dm_i19_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam
#Using cutoff of 11762.613 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	isSuperStretch
2_MACS_peak_8109_lociStitched	chr11	66156888	66158110	2	844	908.6792	177.3122	8999	0
1_MACS_peak_36414_lociStitched	chr9	135841860	135842704	1	845	782.4724	56.2104	9000	0
1_MACS_peak_35249_lociStitched	chr8	144517435	144518307	1	873	709.2848	128.3584	9001	0
2_MACS_peak_2522_lociStitched	chr1	17469409	17470550	2	817	907.5514	65.1511	9002	0
2_MACS_peak_21375_lociStitched	chr19	48530689	48531653	2	866	699.4784	80.2048	9003	0
1_MACS_peak_11615_lociStitched	chr16	328655	329496	1	842	830.4875	92.4259	9004	0
1_MACS_peak_10052_lociStitched	chr12	53200908	53201772	1	865	714.6144	92.1024	9005	0
2_MACS_peak_18834_lociStitched	chr19	13466306	13467491	2	825	830.685	22.1595	9006	0
2_MACS_peak_13821_lociStitched	chr17	6373990	6375092	2	809	900.6646	30.856	9007	0
1_MACS_peak_3841_lociStitched	chr1	22986221	22987074	1	854	777.4242	98.095	9008	0
1_MACS_peak_30401_lociStitched	chr5	405192	406024	1	833	791.4816	16.4736	9009	0
2_MACS_peak_20293_lociStitched	chr19	39022497	39023723	2	807	956.6478	83.2454	9010	0
2_MACS_peak_12019_lociStitched	chr16	3226760	3227720	2	860	704.64	61.824	9011	0
2_MACS_peak_37114_lociStitched	chr9	138027816	138028840	2	843	791.7568	66.4576	9012	0
2_MACS_peak_26425_lociStitched	chr22	27976432	27977499	2	845	832.0466	116.7298	9013	0
2_MACS_peak_26381_lociStitched	chr22	27776107	27777040	2	847	764.0337	59.0589	9014	0
2_MACS_peak_37680_lociStitched	chr9	140437833	140438740	2	853	744.1028	69.2948	9015	0
2_MACS_peak_30573_lociStitched	chr5	1910346	1911366	2	848	742.356	43.554	9016	0
1_MACS_peak_36219_lociStitched	chr9	134989170	134990037	1	868	733.0485	139.2402	9017	0
2_MACS_peak_20520_lociStitched	chr19	41518344	41519499	2	853	751.674	77.9625	9018	0
2_MACS_peak_30799_lociStitched	chr5	176109332	176110360	2	847	791.1488	88.922	9019	0
1_MACS_peak_4545_lociStitched	chr1	30987058	30987935	1	878	659.1532	128.5682	9020	0
1_MACS_peak_17249_lociStitched	chr19	914937	915822	1	886	659.148	184.3455	9021	0
2_MACS_peak_33714_lociStitched	chr7	157868876	157870129	2	866	765.0818	165.5213	9022	0
2_MACS_peak_17338_lociStitched	chr19	2381872	2382834	2	857	779.701	131.6978	9023	0
1_MACS_peak_1140_lociStitched	chr1	5699432	5700276	1	845	774.5388	68.5328	9024	0
1_MACS_peak_20688_lociStitched	chr19	42298760	42299587	1	828	976.6043	195.4201	9025	0
2_MACS_peak_13223_lociStitched	chr16	88465450	88466492	2	852	671.569	0	9026	0
2_MACS_peak_19829_lociStitched	chr19	32532443	32533442	2	870	744.4548	171.1287	9027	0
1_MACS_peak_27656_lociStitched	chr22	45263277	45264121	1	845	749.5564	45.4072	9028	0
2_MACS_peak_12298_lociStitched	chr16	29151262	29152502	2	853	740.28	75.64	9029	0
2_MACS_peak_905_lociStitched	chr1	4200620	4201819	2	823	895.1734	95.3205	9030	0
2_MACS_peak_28314_lociStitched	chr3	10551238	10552542	2	826	920.1024	132.6168	9031	0
1_MACS_peak_34876_lociStitched	chr8	143262786	143263608	1	823	805.8888	6.576	9032	0
2_MACS_peak_9206_lociStitched	chr11	117506286	117507249	2	854	727.6428	69.6249	9033	0
1_MACS_peak_3894_lociStitched	chr1	23086771	23087629	1	859	735.5634	103.9038	9034	0
1_MACS_peak_25462_lociStitched	chr21	45873840	45874691	1	852	707.5214	41.8692	9035	0
1_MACS_peak_5127_lociStitched	chr1	142910696	142911581	1	886	771.2775	313.113	9036	0
1_MACS_peak_23908_lociStitched	chr20	56486888	56487742	1	855	704.3792	56.5348	9037	0
1_MACS_peak_2824_lociStitched	chr1	18098051	18098880	1	830	830.9067	66.7345	9038	0
1_MACS_peak_7302_lociStitched	chr11	1912416	1913250	1	835	791.6328	49.623	9039	0
2_MACS_peak_23101_lociStitched	chr20	2735622	2736811	2	819	907.4448	99.7571	9040	0
1_MACS_peak_10008_lociStitched	chr12	52972581	52973440	1	860	721.6459	105.3134	9041	0
1_MACS_peak_5392_lociStitched	chr1	180197673	180198491	1	819	953.4608	147.7308	9042	0
2_MACS_peak_26248_lociStitched	chr22	25254279	25255201	2	852	762.7706	105.6612	9043	0
1_MACS_peak_10294_lociStitched	chr12	132656993	132657847	1	855	651.6874	10.3334	9044	0
2_MACS_peak_6503_lociStitched	chr10	126068995	126069951	2	874	622.6428	92.6364	9045	0
1_MACS_peak_10262_lociStitched	chr12	113907171	113908025	1	855	655.7866	16.226	9046	0
2_MACS_peak_29954_lociStitched	chr4	8080229	8081345	2	798	935.0964	51.894	9047	0
1_MACS_peak_1442_lociStitched	chr1	7189688	7190532	1	845	745.3364	56.3792	9048	0
1_MACS_peak_11591_lociStitched	chr16	121418	122264	1	847	753.8706	75.2094	9049	0
1_MACS_peak_28150_lociStitched	chr22	50098676	50099511	1	836	752.001	21.6265	9050	0
1_MACS_peak_13420_lociStitched	chr17	201958	202808	1	851	716.975	58.735	9051	0
1_MACS_peak_10877_lociStitched	chr14	105968593	105969442	1	850	741.3468	79.806	9052	0
2_MACS_peak_11154_lociStitched	chr15	74379945	74380826	2	882	552.6513	85.1927	9053	0
1_MACS_peak_27527_lociStitched	chr22	45044073	45044927	1	855	721.3738	86.254	9054	0
1_MACS_peak_9731_lociStitched	chr12	5018194	5019037	1	844	766.1184	76.1229	9055	0
2_MACS_peak_22229_lociStitched	chr19	56085612	56086612	2	856	705.4	76.7	9056	0
1_MACS_peak_9695_lociStitched	chr12	3425817	3426660	1	844	760.2174	71.2335	9057	0
1_MACS_peak_35116_lociStitched	chr8	144124554	144125405	1	852	704.3727	58.1233	9058	0
1_MACS_peak_9144_lociStitched	chr11	117297304	117298146	1	843	780.4498	90.2624	9059	0
1_MACS_peak_26061_lociStitched	chr22	21425184	21425982	1	799	947.9442	78.9222	9060	0
2_MACS_peak_23730_lociStitched	chr20	49052242	49053297	2	817	877.2325	77.1205	9061	0
2_MACS_peak_1098_lociStitched	chr1	5550685	5551649	2	803	891.5072	37.6924	9062	0
2_MACS_peak_3113_lociStitched	chr1	18915295	18916246	2	862	664.4637	79.9791	9063	0
2_MACS_peak_26966_lociStitched	chr22	40003381	40004449	2	821	836.8848	53.934	9064	0
1_MACS_peak_8174_lociStitched	chr11	66721728	66722581	1	854	692.2948	65.0839	9065	0
1_MACS_peak_10825_lociStitched	chr14	105538902	105539760	1	859	632.9466	34.749	9066	0
1_MACS_peak_5354_lociStitched	chr1	160049260	160050139	1	880	644.3949	183.4473	9067	0
2_MACS_peak_23906_lociStitched	chr20	56482980	56483902	2	854	705.5144	81.0438	9068	0
2_MACS_peak_8556_lociStitched	chr11	69806885	69807842	2	870	620.5188	92.5419	9069	0
1_MACS_peak_17281_lociStitched	chr19	1480794	1481619	1	826	864.6	109.8075	9070	0
1_MACS_peak_27496_lociStitched	chr22	44990205	44991039	1	835	764.2776	51.0408	9071	0
2_MACS_peak_30001_lociStitched	chr4	8193417	8194725	2	839	807.5592	117.8508	9072	0
2_MACS_peak_26438_lociStitched	chr22	28015643	28016775	2	855	720.9708	113.9924	9073	0
1_MACS_peak_32925_lociStitched	chr7	128528403	128529238	1	836	795.588	92.351	9074	0
1_MACS_peak_7447_lociStitched	chr11	2344569	2345415	1	847	674.7696	26.9028	9075	0
1_MACS_peak_36978_lociStitched	chr9	137764715	137765564	1	850	718.6785	87.447	9076	0
2_MACS_peak_23015_lociStitched	chr2	241871925	241872809	2	827	762.8036	21.5696	9077	0
2_MACS_peak_1493_lociStitched	chr1	7338759	7339984	2	818	832.3875	53.0425	9078	0
1_MACS_peak_2314_lociStitched	chr1	13910305	13911133	1	829	759.6072	27.8208	9079	0
2_MACS_peak_27794_lociStitched	chr22	45498194	45499336	2	840	803.6254	123.2218	9080	0
1_MACS_peak_35599_lociStitched	chr9	124339519	124340345	1	827	790.7298	50.6338	9081	0
1_MACS_peak_9126_lociStitched	chr11	76811817	76812681	1	865	710.7264	170.208	9082	0
1_MACS_peak_25770_lociStitched	chr21	47512028	47512857	1	830	854.6161	129.7385	9083	0
1_MACS_peak_33907_lociStitched	chr8	711646	712503	1	858	646.5208	65.2177	9084	0
1_MACS_peak_5602_lociStitched	chr1	205538619	205539398	1	780	1031.3181	115.6036	9085	0
1_MACS_peak_16682_lociStitched	chr17	77990813	77991632	1	820	829.4832	63.882	9086	0
2_MACS_peak_23_lociStitched	chr1	823545	824451	2	845	730.4172	80.9058	9087	0
1_MACS_peak_5425_lociStitched	chr1	201269733	201270564	1	832	855.4314	144.3447	9088	0
1_MACS_peak_4801_lociStitched	chr1	37233702	37234523	1	822	856.303	103.446	9089	0
2_MACS_peak_25069_lociStitched	chr20	62954978	62956259	2	826	827.526	92.4882	9090	0
2_MACS_peak_20270_lociStitched	chr19	38972771	38973888	2	828	809.6016	84.3335	9091	0
2_MACS_peak_15310_lociStitched	chr17	56271912	56273055	2	838	766.6101	88.2396	9092	0
2_MACS_peak_35417_lociStitched	chr8	145903949	145905246	2	804	947.8476	123.215	9093	0
2_MACS_peak_26423_lociStitched	chr22	27971979	27972932	2	819	833.1126	69.569	9094	0
2_MACS_peak_32163_lociStitched	chr7	5304674	5305571	2	824	791.8716	50.4114	9095	0
2_MACS_peak_19800_lociStitched	chr19	30355003	30355992	2	866	599.5318	80.0101	9096	0
1_MACS_peak_25173_lociStitched	chr21	43078112	43078940	1	829	809.4528	92.4048	9097	0
1_MACS_peak_26397_lociStitched	chr22	27838386	27839226	1	841	752.976	95.676	9098	0
1_MACS_peak_35549_lociStitched	chr9	99001332	99002171	1	840	721.3722	59.4012	9099	0
1_MACS_peak_3332_lociStitched	chr1	20520329	20521181	1	853	643.0896	52.1424	9100	0
1_MACS_peak_7946_lociStitched	chr11	64260712	64261564	1	853	679.3848	88.5228	9101	0
1_MACS_peak_30520_lociStitched	chr5	1704610	1705461	1	852	627.3572	31.9125	9102	0
1_MACS_peak_22112_lociStitched	chr19	55671227	55672049	1	823	812.547	73.8156	9103	0
2_MACS_peak_30583_lociStitched	chr5	2001542	2002739	2	797	925.9992	84.1491	9104	0
2_MACS_peak_1743_lociStitched	chr1	7804944	7805942	2	840	693.4104	36.926	9105	0
2_MACS_peak_37935_lociStitched	chrX	153044724	153045731	2	805	857.1584	46.322	9106	0
1_MACS_peak_27601_lociStitched	chr22	45162139	45162944	1	806	861.672	57.155	9107	0
1_MACS_peak_14628_lociStitched	chr17	39743100	39743914	1	815	839.3968	73.8298	9108	0
1_MACS_peak_17357_lociStitched	chr19	2885219	2886067	1	849	699.6848	97.2656	9109	0
1_MACS_peak_23483_lociStitched	chr20	43402809	43403660	1	852	648.8875	64.676	9110	0
1_MACS_peak_5139_lociStitched	chr1	145477479	145478340	1	862	716.4381	195.1887	9111	0
2_MACS_peak_9322_lociStitched	chr11	119222677	119223876	2	837	741.7014	81.1723	9112	0
1_MACS_peak_31172_lociStitched	chr6	29715615	29716464	1	850	754.9308	163.9419	9113	0
2_MACS_peak_20758_lociStitched	chr19	42523085	42523936	2	824	810.3222	89.355	9114	0
2_MACS_peak_29412_lociStitched	chr4	6400664	6401703	2	824	834.5248	114.3939	9115	0
2_MACS_peak_4198_lociStitched	chr1	29775431	29776432	2	851	683.3827	101.8017	9116	0
2_MACS_peak_6133_lociStitched	chr10	73324820	73326011	2	812	881.5782	112.4304	9117	0
2_MACS_peak_30711_lociStitched	chr5	150029096	150030027	2	818	803.6392	60.0495	9118	0
1_MACS_peak_28925_lociStitched	chr3	159482079	159482924	1	846	807.0595	200.3495	9119	0
2_MACS_peak_391_lociStitched	chr1	2576556	2577706	2	831	752.215	69	9120	0
1_MACS_peak_34757_lociStitched	chr8	142981633	142982488	1	856	599.7825	52.326	9121	0
1_MACS_peak_4727_lociStitched	chr1	33366094	33366895	1	802	901.6056	94.5981	9122	0
1_MACS_peak_21110_lociStitched	chr19	46962747	46963559	1	813	887.3536	126.8344	9123	0
1_MACS_peak_21517_lociStitched	chr19	49231343	49232155	1	813	828.4024	68.2892	9124	0
1_MACS_peak_10295_lociStitched	chr12	132669686	132670500	1	815	795.9292	44.6072	9125	0
1_MACS_peak_8898_lociStitched	chr11	70876827	70877645	1	819	755.2594	23.313	9126	0
1_MACS_peak_35615_lociStitched	chr9	124981390	124982219	1	830	702.6604	23.1291	9127	0
1_MACS_peak_15421_lociStitched	chr17	70117426	70118243	1	818	844.2878	110.1316	9128	0
2_MACS_peak_33529_lociStitched	chr7	157291445	157292266	2	812	819.4401	59.933	9129	0
2_MACS_peak_26920_lociStitched	chr22	39200867	39202039	2	802	903.612	103.9564	9130	0
1_MACS_peak_15401_lociStitched	chr17	62774866	62775691	1	826	817.08	120.6975	9131	0
1_MACS_peak_15528_lociStitched	chr17	71585792	71586612	1	821	770.554	52.07	9132	0
2_MACS_peak_26538_lociStitched	chr22	30943734	30944892	2	740	1052.5062	46.7832	9133	0
1_MACS_peak_11590_lociStitched	chr16	119675	120518	1	844	690.7542	89.4423	9134	0
2_MACS_peak_12145_lociStitched	chr16	4825280	4826452	2	834	747.0328	93.2912	9135	0
1_MACS_peak_8667_lociStitched	chr11	70086215	70087038	1	824	777.8996	76.2921	9136	0
1_MACS_peak_13727_lociStitched	chr17	2836791	2837644	1	854	642.309	100.3128	9137	0
1_MACS_peak_834_lociStitched	chr1	4022830	4023647	1	818	758.8296	30.1473	9138	0
1_MACS_peak_22570_lociStitched	chr2	91998415	91999274	1	860	712.1969	212.3448	9139	0
2_MACS_peak_33332_lociStitched	chr7	155382802	155383798	2	847	702.9768	122.8068	9140	0
2_MACS_peak_18881_lociStitched	chr19	13893974	13894986	2	839	710.424	86.4248	9141	0
2_MACS_peak_6580_lociStitched	chr10	126813999	126815140	2	798	905.4976	97.3273	9142	0
1_MACS_peak_28343_lociStitched	chr3	11046984	11047827	1	844	637.8981	42.3186	9143	0
2_MACS_peak_35553_lociStitched	chr9	100614176	100615201	2	822	768.135	61.705	9144	0
1_MACS_peak_36353_lociStitched	chr9	135585293	135586121	1	829	771.5304	98.2008	9145	0
1_MACS_peak_22463_lociStitched	chr2	26948147	26948976	1	830	752.8978	85.9673	9146	0
2_MACS_peak_24417_lociStitched	chr20	60094829	60095726	2	818	775.5462	53.2818	9147	0
2_MACS_peak_21689_lociStitched	chr19	50568615	50569828	2	775	949.4151	60.0435	9148	0
1_MACS_peak_9857_lociStitched	chr12	52407386	52408206	1	821	774.408	66.584	9149	0
1_MACS_peak_6516_lociStitched	chr10	126697970	126698786	1	817	762.96	37.2912	9150	0
1_MACS_peak_14374_lociStitched	chr17	26093044	26093831	1	788	874.1996	31.8735	9151	0
1_MACS_peak_11245_lociStitched	chr15	74614637	74615467	1	831	880.049	221.527	9152	0
1_MACS_peak_8597_lociStitched	chr11	69923185	69924016	1	832	689.1483	36.6471	9153	0
2_MACS_peak_29881_lociStitched	chr4	7939046	7940041	2	808	820.079	58.0085	9154	0
1_MACS_peak_28185_lociStitched	chr22	50428560	50429399	1	840	641.9189	32.4693	9155	0
1_MACS_peak_27643_lociStitched	chr22	45234923	45235756	1	834	713.7144	72.8042	9156	0
2_MACS_peak_14763_lociStitched	chr17	41762234	41763305	2	806	871.2585	102.9231	9157	0
2_MACS_peak_4288_lociStitched	chr1	30229064	30230125	2	818	769.9677	54.111	9158	0
2_MACS_peak_8135_lociStitched	chr11	66221113	66222141	2	809	866.7068	112.3604	9159	0
2_MACS_peak_28474_lociStitched	chr3	13876097	13877163	2	811	803.9772	59.0564	9160	0
2_MACS_peak_26733_lociStitched	chr22	37402510	37403387	2	860	543.1261	61.9162	9161	0
2_MACS_peak_10713_lociStitched	chr14	104856717	104857570	2	814	742.6218	11.2596	9162	0
2_MACS_peak_36714_lociStitched	chr9	136985085	136986143	2	833	706.1092	64.6438	9163	0
1_MACS_peak_7165_lociStitched	chr11	1424774	1425607	1	834	704.8013	68.7225	9164	0
2_MACS_peak_28143_lociStitched	chr22	50081009	50082061	2	792	882.2072	61.3316	9165	0
2_MACS_peak_21187_lociStitched	chr19	47826368	47827234	2	853	654.9558	127.8216	9166	0
1_MACS_peak_30858_lociStitched	chr5	176236070	176236897	1	828	725.8579	61.2807	9167	0
2_MACS_peak_2914_lociStitched	chr1	18358709	18359854	2	819	797.7215	91.9435	9168	0
2_MACS_peak_36162_lociStitched	chr9	134183106	134184269	2	822	762.4628	70.5941	9169	0
1_MACS_peak_9678_lociStitched	chr12	3365854	3366691	1	838	690.9435	80.6868	9170	0
2_MACS_peak_924_lociStitched	chr1	4239735	4240608	2	842	660.2499	72.1098	9171	0
1_MACS_peak_6325_lociStitched	chr10	102535078	102535916	1	839	692.8584	89.0794	9172	0
1_MACS_peak_19375_lociStitched	chr19	17581733	17582565	1	833	726.5024	91.1872	9173	0
2_MACS_peak_23085_lociStitched	chr20	743968	744983	2	816	784.392	67.802	9174	0
1_MACS_peak_7878_lociStitched	chr11	64038202	64039052	1	851	825.605	294.61	9175	0
1_MACS_peak_23033_lociStitched	chr2	242149258	242150078	1	821	714.794	22.468	9176	0
2_MACS_peak_13145_lociStitched	chr16	88166178	88167021	2	833	695.6436	63.9837	9177	0
1_MACS_peak_2429_lociStitched	chr1	16913467	16914338	1	872	681.993	312.9503	9178	0
1_MACS_peak_28248_lociStitched	chr22	50583715	50584504	1	790	876.6579	57.2814	9179	0
2_MACS_peak_9345_lociStitched	chr11	119372039	119373237	2	795	846.986	48.2794	9180	0
2_MACS_peak_31816_lociStitched	chr7	1281444	1282620	2	791	825.0816	11.172	9181	0
1_MACS_peak_27168_lociStitched	chr22	43635490	43636297	1	808	799.0914	53.9883	9182	0
1_MACS_peak_16021_lociStitched	chr17	74862684	74863535	1	852	622.2512	107.5664	9183	0
1_MACS_peak_36754_lociStitched	chr9	137146965	137147798	1	834	682.9767	63.308	9184	0
1_MACS_peak_9159_lociStitched	chr11	117355285	117356114	1	830	679.0339	39.9578	9185	0
1_MACS_peak_4747_lociStitched	chr1	35393993	35394816	1	824	739.2186	70.4488	9186	0
2_MACS_peak_16011_lociStitched	chr17	74609909	74610966	2	816	831.5419	128.1084	9187	0
1_MACS_peak_28971_lociStitched	chr3	184382604	184383432	1	829	753.48	112.8564	9188	0
1_MACS_peak_8189_lociStitched	chr11	66760347	66761162	1	816	757.0535	55.42	9189	0
1_MACS_peak_21060_lociStitched	chr19	46800513	46801359	1	847	592.2	56.1744	9190	0
1_MACS_peak_7649_lociStitched	chr11	46348116	46348949	1	834	715.3804	104.7914	9191	0
1_MACS_peak_1127_lociStitched	chr1	5656617	5657428	1	812	738.821	20.8427	9192	0
2_MACS_peak_9433_lociStitched	chr11	120041718	120042611	2	833	676.9833	61.2598	9193	0
1_MACS_peak_13314_lociStitched	chr16	89702624	89703421	1	798	784.1683	9.3249	9194	0
1_MACS_peak_27201_lociStitched	chr22	43800876	43801694	1	819	710.3512	28.3846	9195	0
2_MACS_peak_37341_lociStitched	chr9	138562614	138563601	2	809	788.9091	61.7862	9196	0
1_MACS_peak_32990_lociStitched	chr7	143104849	143105654	1	806	798.8015	60.9385	9197	0
1_MACS_peak_3272_lociStitched	chr1	19320331	19321173	1	843	670.4004	120.4902	9198	0
1_MACS_peak_4304_lociStitched	chr1	30274121	30274936	1	816	728.284	37.5715	9199	0
1_MACS_peak_14119_lociStitched	chr17	9110151	9111001	1	851	595.425	100.215	9200	0
2_MACS_peak_28494_lociStitched	chr3	14402066	14402985	2	837	670.6862	89.143	9201	0
1_MACS_peak_9202_lociStitched	chr11	117498024	117498855	1	832	661.6422	52.8516	9202	0
1_MACS_peak_29474_lociStitched	chr4	6559844	6560683	1	840	653.9166	90.1086	9203	0
2_MACS_peak_35373_lociStitched	chr8	145766868	145767719	2	826	692.8842	54.3789	9204	0
1_MACS_peak_5098_lociStitched	chr1	94573165	94573985	1	821	701.346	38.704	9205	0
2_MACS_peak_6765_lociStitched	chr10	134795139	134796131	2	792	841.216	53.9648	9206	0
2_MACS_peak_34065_lociStitched	chr8	4851754	4852822	2	804	819.2628	82.0224	9207	0
2_MACS_peak_22028_lociStitched	chr19	55142647	55143520	2	831	684.8685	77.3478	9208	0
1_MACS_peak_6741_lociStitched	chr10	134757187	134758005	1	819	691.7008	23.8038	9209	0
2_MACS_peak_29643_lociStitched	chr4	7342611	7343798	2	738	1059.2788	88.6689	9210	0
2_MACS_peak_9467_lociStitched	chr11	133806016	133806880	2	836	647.136	70.0704	9211	0
2_MACS_peak_19717_lociStitched	chr19	19371245	19372460	2	762	989.1315	95.8635	9212	0
1_MACS_peak_25103_lociStitched	chr21	36430386	36431201	1	816	790.55	111.655	9213	0
2_MACS_peak_11674_lociStitched	chr16	914411	915497	2	808	790.9338	77.2146	9214	0
1_MACS_peak_691_lociStitched	chr1	3249450	3250262	1	813	704.2476	15.428	9215	0
2_MACS_peak_10804_lociStitched	chr14	105410304	105411168	2	822	671.6736	28.2528	9216	0
1_MACS_peak_29943_lociStitched	chr4	8064608	8065403	1	796	820.2015	59.943	9217	0
2_MACS_peak_33548_lociStitched	chr7	157353559	157354771	2	764	978.8112	99.0204	9218	0
1_MACS_peak_4050_lociStitched	chr1	26735822	26736622	1	801	796	57.92	9219	0
1_MACS_peak_24414_lociStitched	chr20	60084533	60085358	1	826	662.145	42.3225	9220	0
1_MACS_peak_5879_lociStitched	chr10	71337113	71337939	1	827	681.5326	67.732	9221	0
1_MACS_peak_11430_lociStitched	chr15	78208745	78209540	1	796	823.62	65.7465	9222	0
1_MACS_peak_16490_lociStitched	chr17	77484391	77485189	1	799	841.9698	97.356	9223	0
2_MACS_peak_8369_lociStitched	chr11	69245585	69246771	2	793	894.9556	125.8346	9224	0
2_MACS_peak_22003_lociStitched	chr19	55024511	55025429	2	818	710.2566	52.6932	9225	0
2_MACS_peak_11351_lociStitched	chr15	77981077	77982046	2	827	689.7342	78.8766	9226	0
2_MACS_peak_18693_lociStitched	chr19	11582105	11583213	2	801	796.3196	61.6048	9227	0
1_MACS_peak_20973_lociStitched	chr19	46414773	46415605	1	833	660.4416	82.9504	9228	0
1_MACS_peak_25163_lociStitched	chr21	43048753	43049596	1	844	653.325	142.9728	9229	0
1_MACS_peak_25144_lociStitched	chr21	42740224	42741060	1	837	705.5004	152.4028	9230	0
2_MACS_peak_1847_lociStitched	chr1	8402936	8403871	2	817	713.031	52.6405	9231	0
2_MACS_peak_25614_lociStitched	chr21	46581061	46581898	2	810	751.9608	58.7574	9232	0
2_MACS_peak_22922_lociStitched	chr2	240993246	240994187	2	828	655.0301	52.8842	9233	0
1_MACS_peak_5323_lociStitched	chr1	157630255	157631076	1	822	762.7911	131.5242	9234	0
2_MACS_peak_18119_lociStitched	chr19	6611751	6612652	2	829	670.5242	76.585	9235	0
2_MACS_peak_4838_lociStitched	chr1	37373769	37374852	2	802	764.4897	39.9627	9236	0
2_MACS_peak_27188_lociStitched	chr22	43728694	43729675	2	817	748.1106	93.195	9237	0
2_MACS_peak_11915_lociStitched	chr16	2706577	2707423	2	813	734.751	60.5736	9238	0
1_MACS_peak_30445_lociStitched	chr5	694245	695071	1	827	680.3762	77.7266	9239	0
1_MACS_peak_37904_lociStitched	chrX	152897341	152898139	1	799	744.2946	7.7406	9240	0
1_MACS_peak_13670_lociStitched	chr17	2631616	2632445	1	830	640.3196	56.9523	9241	0
1_MACS_peak_13134_lociStitched	chr16	87959837	87960661	1	825	648.9824	38.4808	9242	0
2_MACS_peak_1276_lociStitched	chr1	6271542	6272516	2	808	741.214	47.3364	9243	0
1_MACS_peak_34155_lociStitched	chr8	7569504	7570364	1	861	415.552	54.524	9244	0
2_MACS_peak_7041_lociStitched	chr11	730883	731776	2	833	660.2842	97.6049	9245	0
2_MACS_peak_19051_lociStitched	chr19	14893187	14894288	2	785	859.6608	72.3357	9246	0
2_MACS_peak_14121_lociStitched	chr17	9123799	9125052	2	757	910.6804	22.9299	9247	0
2_MACS_peak_26115_lociStitched	chr22	21739346	21740425	2	842	547.3767	46.397	9248	0
2_MACS_peak_19469_lociStitched	chr19	17825774	17826613	2	824	660.4608	53.8638	9249	0
2_MACS_peak_5686_lociStitched	chr1	228559542	228560608	2	796	840.3278	101.1634	9250	0
2_MACS_peak_1425_lociStitched	chr1	7165345	7166205	2	841	574.996	70.434	9251	0
2_MACS_peak_8943_lociStitched	chr11	70979790	70980983	2	800	797.7591	77.0678	9252	0
1_MACS_peak_10984_lociStitched	chr15	40651044	40651851	1	808	783.4356	100.9557	9253	0
1_MACS_peak_20368_lociStitched	chr19	39698947	39699777	1	831	685.829	122.84	9254	0
1_MACS_peak_19486_lociStitched	chr19	17968149	17968972	1	824	704.8172	106.4962	9255	0
1_MACS_peak_887_lociStitched	chr1	4166995	4167800	1	806	734.8845	47.4145	9256	0
2_MACS_peak_31725_lociStitched	chr6	167592548	167593527	2	834	578.3932	38.5726	9257	0
1_MACS_peak_25536_lociStitched	chr21	46085710	46086523	1	814	747.5535	99.5112	9258	0
1_MACS_peak_14963_lociStitched	chr17	43895292	43896103	1	812	718.6271	61.3116	9259	0
2_MACS_peak_32161_lociStitched	chr7	5301376	5302508	2	793	863.9424	120.7844	9260	0
1_MACS_peak_16424_lociStitched	chr17	77291119	77291927	1	809	769.8624	98.172	9261	0
2_MACS_peak_10090_lociStitched	chr12	53296691	53297521	2	813	674.292	22.825	9262	0
1_MACS_peak_18501_lociStitched	chr19	8848916	8849721	1	806	713.391	29.946	9263	0
1_MACS_peak_13716_lociStitched	chr17	2778064	2778892	1	829	619.4268	56.1384	9264	0
2_MACS_peak_6624_lociStitched	chr10	133879825	133880862	2	802	809.1711	109.0924	9265	0
2_MACS_peak_22467_lociStitched	chr2	26961693	26962570	2	831	637.9298	87.2615	9266	0
1_MACS_peak_22757_lociStitched	chr2	200324774	200325596	1	823	722.4558	126.3414	9267	0
1_MACS_peak_24169_lociStitched	chr20	57707583	57708319	1	737	1028.3392	89.4976	9268	0
1_MACS_peak_28997_lociStitched	chr3	188025786	188026610	1	825	672.384	89.7336	9269	0
2_MACS_peak_21800_lociStitched	chr19	51083399	51084247	2	792	782.8736	41.6368	9270	0
1_MACS_peak_34193_lociStitched	chr8	7613897	7614740	1	844	521.817	59.853	9271	0
1_MACS_peak_33989_lociStitched	chr8	1820363	1821154	1	792	789.1016	48.6465	9272	0
2_MACS_peak_10887_lociStitched	chr14	105988526	105989494	2	835	645.2688	124.7752	9273	0
1_MACS_peak_13419_lociStitched	chr17	200577	201404	1	828	666.3139	104.7809	9274	0
1_MACS_peak_10064_lociStitched	chr12	53223537	53224353	1	817	667.6512	45.9408	9275	0
1_MACS_peak_18386_lociStitched	chr19	8251826	8252638	1	813	737.8644	96.222	9276	0
1_MACS_peak_15312_lociStitched	chr17	56273965	56274779	1	815	721.611	90.8424	9277	0
