REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X30_0F2G_0229Kronos_MM1S.KB.24hr.2_H3K27me3_hs.dm_i19.bam	X44_0EXW_0229Kronos_MM1S.KB.24hr.2_Input_hs_i90.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
5_MACS_peak_27053_lociStitched	chr22	42719753	42739502	5	18864	23548.7076	1741.8618	297			LOC388906	LOC388906	0.01609999999999999	297	1
3_MACS_peak_18266_lociStitched	chr19	7830539	7849691	3	19059	23549.2992	2503.1664	298	CLEC4M	CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4M	CLEC4GP1	0.9783	298	1
13_MACS_peak_1949_lociStitched	chr1	9682439	9702579	13	18366	24993.74	1913.3	299		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	1.0103	299	1
2_MACS_peak_11964_lociStitched	chr16	3034019	3051986	2	17912	25798.8153	1435.5633	300	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	LOC283875	1.3502999999999998	300	1
11_MACS_peak_16989_lociStitched	chr17	81061546	81082299	11	18933	22649.8242	1815.8875	301		METRNL	METRNL	METRNL	0.7005	301	1
10_MACS_peak_16886_lociStitched	chr17	79454512	79474058	10	18518	23556.8392	1546.0886	302		FSCN2,MIR3186,ACTG1,C17orf70	ACTG1	MIR3186	1.5008000000000001	302	1
12_MACS_peak_2568_lociStitched	chr1	17556676	17577470	12	18928	22494.9492	2158.4172	303	PADI1,PADI3		PADI3	PADI3	0.8282	303	1
4_MACS_peak_24838_lociStitched	chr20	61937993	61956622	4	18456	23232.2259	1268.6349	304	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	CHRNA4	0.9667	304	1
8_MACS_peak_29393_lociStitched	chr4	6365496	6385169	8	18857	22250.163	1719.4202	305	PPP2R2C		PPP2R2C	PPP2R2C	0.6975	305	1
1_MACS_peak_7807_lociStitched	chr11	61471807	61489638	1	17832	25200.5523	1642.2351	306	DAGLA	C11orf9,DKFZP434K028	DAGLA	DAGLA	1.1628	306	1
8_MACS_peak_2494_lociStitched	chr1	17409683	17428614	8	18186	23892.8151	1662.1418	307	PADI2	SDHB	PADI2	PADI2	1.0404	307	1
10_MACS_peak_7377_lociStitched	chr11	2160832	2180004	10	18099	24045.5224	1830.926	308	IGF2AS,IGF2,INS-IGF2	MIR483,IGF2,INS,TH	IGF2	MIR483	1.1993	308	1
11_MACS_peak_36964_lociStitched	chr9	137683988	137703751	11	18749	21401.3527	1537.5614	309	COL5A1	MIR3689B,MIR3689A	MIR3689B	MIR3689B	0.1052	309	1
2_MACS_peak_14513_lociStitched	chr17	36333560	36350439	2	16851	30890.2579	5256.1206	310	TBC1D3,TBC1D3F		TBC1D3	TBC1D3	1.2116	310	1
14_MACS_peak_22117_lociStitched	chr19	55680265	55700970	14	18471	22597.437	2130.5445	311	SYT5,PTPRH	TNNT1,TNNI3,C19orf51,TMEM86B	SYT5	SYT5	0.9515000000000001	311	1
3_MACS_peak_33044_lociStitched	chr7	151077301	151094388	3	16814	27542.5353	2113.6619	312	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	LOC100131176	0.5664	312	1
2_MACS_peak_25303_lociStitched	chr21	44056713	44073625	2	16794	27654.5024	2174.8832	313		PDE9A	PDE9A	PDE9A	1.5390000000000001	313	1
15_MACS_peak_36057_lociStitched	chr9	133394795	133415688	15	18265	22426.5462	1723.6725	314		FUBP3,LOC100272217	LOC100272217	LOC100272217	0.113	314	1
6_MACS_peak_11676_lociStitched	chr16	916833	936402	6	18174	22334.0997	1408.968	315	LMF1		PRR25	PRR25	0.7541	315	1
4_MACS_peak_17637_lociStitched	chr19	3728226	3745904	4	17072	26532.9102	2427.1894	316	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	MATK	1.1256	316	1
1_MACS_peak_16828_lociStitched	chr17	79076304	79092977	1	16674	26393.359	1287.1556	317	BAIAP2,AATK	MIR3065,LOC388428,MIR657,MIR338,MIR1250	MIR657	MIR1250	1.3493	317	1
13_MACS_peak_7144_lociStitched	chr11	1384309	1404132	13	18499	21012.38	1659.1851	318		BRSK2	BRSK2	BRSK2	0.666	318	1
3_MACS_peak_24808_lociStitched	chr20	61779822	61798107	3	17727	23044.5855	1080.6435	319		HAR1A,MIR124-3,HAR1B,YTHDF1	MIR124-3	MIR124-3	1.0	319	1
6_MACS_peak_16518_lociStitched	chr17	77526800	77545340	6	18208	21756.69	1403.478	320		RBFOX3	RBFOX3	RBFOX3	1.0804999999999998	320	1
2_MACS_peak_35323_lociStitched	chr8	144952878	144970370	2	17450	24042.754	1271.6684	321		PUF60,NRBP2,EPPK1,PLEC,MIR661	EPPK1	EPPK1	0.8985000000000001	321	1
9_MACS_peak_36632_lociStitched	chr9	136513877	136533190	9	18015	21949.2245	1212.8564	322	DBH,SARDH		DBH	DBH	1.0261	322	1
7_MACS_peak_21470_lociStitched	chr19	49092251	49111535	7	18114	22184.3136	1803.054	323	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	SEC1	0.6429	323	1
8_MACS_peak_29297_lociStitched	chr4	3820426	3839076	8	18180	21350.52	1327.88	324			ADRA2C	ADRA2C	NONE	324	1
8_MACS_peak_20733_lociStitched	chr19	42424207	42442282	8	17221	24898.3125	1858.11	325		CD79A,ARHGEF1,RABAC1	RABAC1	RABAC1	0.12420000000000003	325	1
3_MACS_peak_14026_lociStitched	chr17	7717907	7736332	3	17893	22942.81	2056.23	326	DNAH2	KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	NONE	NONE	326	1
6_MACS_peak_36321_lociStitched	chr9	135375958	135394531	6	17830	22707.3498	1682.7138	327	C9orf171		BARHL1	BARHL1	NONE	327	1
6_MACS_peak_36199_lociStitched	chr9	134706033	134724478	6	17936	22185.646	1547.5355	328			RAPGEF1	RAPGEF1	NONE	328	1
5_MACS_peak_24857_lociStitched	chr20	61988633	62006970	5	17759	22560.0111	1334.9336	329	CHRNA4		CHRNA4	CHRNA4	0.9667	329	1
4_MACS_peak_27132_lociStitched	chr22	42929853	42947609	4	17316	25453.226	2929.74	330		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	SERHL	0.6261	330	1
6_MACS_peak_19568_lociStitched	chr19	18148765	18167894	6	18118	21845.318	1964.5483	331		ARRDC2,MAST3,IL12RB1	ARRDC2	ARRDC2	1.0204	331	1
9_MACS_peak_30802_lociStitched	chr5	176119155	176138301	9	18216	20955.297	1656.129	332		TSPAN17	TSPAN17	TSPAN17	0.10750000000000001	332	1
3_MACS_peak_35939_lociStitched	chr9	132965107	132982965	3	17739	22284.9982	1433.9974	333	NCS1		NCS1	NCS1	1.0394999999999999	333	1
11_MACS_peak_14217_lociStitched	chr17	19053348	19073187	11	18639	18991.8747	1888.6728	334	GRAPL		GRAPL	GRAPL	0.29600000000000004	334	1
4_MACS_peak_25425_lociStitched	chr21	45699327	45716205	4	15864	27961.7826	2118.189	335	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	AIRE	1.1118	335	1
12_MACS_peak_7462_lociStitched	chr11	2378195	2398142	12	18162	20513.4948	1651.6116	336		CD81,TSSC4,TRPM5	CD81	TRPM5	1.1599	336	1
7_MACS_peak_36810_lociStitched	chr9	137370762	137390170	7	17923	21082.9104	1484.712	337			COL5A1	COL5A1	0.7817000000000001	337	1
11_MACS_peak_2736_lociStitched	chr1	17941499	17962019	11	17976	20400.984	1672.38	338	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.8451	338	1
3_MACS_peak_5218_lociStitched	chr1	155088751	155104410	3	15374	28538.5275	2434.9745	339	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	EFNA3	1.2225000000000001	339	1
11_MACS_peak_13474_lociStitched	chr17	724969	743865	11	17610	21276.896	1536.2448	340	NXN	RNMTL1,GLOD4	GLOD4	RNMTL1	0.03680000000000001	340	1
11_MACS_peak_28771_lociStitched	chr3	50535997	50555260	11	17747	20713.5039	1587.2712	341	CACNA2D2	C3orf18	CACNA2D2	CACNA2D2	0.7932	341	1
4_MACS_peak_24902_lociStitched	chr20	62134101	62151937	4	17512	21479.8948	1612.3744	342		PPDPF,C20orf195,KCNQ2,EEF1A2,PTK6,SRMS,PRIC285	PPDPF	KCNQ2	1.1742	342	1
2_MACS_peak_7392_lociStitched	chr11	2190044	2207364	2	16899	23028.672	1215.864	343	TH	IGF2AS,MIR483,IGF2,INS	TH	MIR483	1.1993	343	1
6_MACS_peak_29311_lociStitched	chr4	3854390	3872262	6	17307	22095.1536	1594.1824	344			LOC348926	LOC348926	NONE	344	1
4_MACS_peak_307_lociStitched	chr1	2299004	2316058	4	16412	24670.3164	1557.0302	345	MORN1	RER1,LOC100129534,PEX10	MORN1	LOC100129534	1.4516	345	1
3_MACS_peak_17283_lociStitched	chr19	1491162	1506913	3	15396	27891.8708	2213.0155	346	REEP6,ADAMTSL5	APC2,PLK5P,C19orf25,PCSK4	REEP6	PLK5P	1.6675	346	1
11_MACS_peak_16323_lociStitched	chr17	76604343	76623545	11	17450	21490.8784	1691.6962	347		DNAH17	DNAH17	DNAH17	0.8155	347	1
3_MACS_peak_36959_lociStitched	chr9	137662627	137679774	3	16927	22771.216	1294.5985	348	COL5A1		MIR3689B	MIR3689B	0.1052	348	1
12_MACS_peak_715_lociStitched	chr1	3297253	3316788	12	17342	21254.08	1170.1465	349	PRDM16		ARHGEF16	ARHGEF16	0.9657000000000001	349	1
8_MACS_peak_36999_lociStitched	chr9	137818998	137837546	8	17666	20356.43	1545.0484	350		FCN2,FCN1	FCN1	FCN2	0.901	350	1
9_MACS_peak_27927_lociStitched	chr22	46290243	46308347	9	17204	22001.7912	1598.5832	351			WNT7B	WNT7B	1.1844	351	1
6_MACS_peak_24909_lociStitched	chr20	62170467	62187713	6	16594	23639.0922	1477.9822	352	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	SRMS	1.1282999999999999	352	1
6_MACS_peak_25287_lociStitched	chr21	44011049	44028172	6	16753	24090.3487	2643.7912	353		PDE9A	PDE9A	PDE9A	1.5390000000000001	353	1
9_MACS_peak_16715_lociStitched	chr17	78057027	78074777	9	17110	22093.425	1794.525	354	CCDC40	GAA,TBC1D16,EIF4A3	GAA	TBC1D16	1.0589	354	1
8_MACS_peak_23815_lociStitched	chr20	56150582	56168924	8	17140	21318.9066	1658.1168	355		PCK1,ZBP1	PCK1	PCK1	1.0874000000000001	355	1
3_MACS_peak_37658_lociStitched	chr9	140317920	140334351	3	15910	24441.1125	1210.9647	356	NOXA1,ENTPD8	EXD3,NELF	NOXA1	NOXA1	1.0674	356	1
8_MACS_peak_11523_lociStitched	chr15	89898442	89916578	8	16534	23234.0296	2005.8416	357	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	1.2549	357	1
10_MACS_peak_1963_lociStitched	chr1	9708182	9727501	10	17082	21229.6491	1910.6491	358	PIK3CD,C1orf200		C1orf200	C1orf200	1.0103	358	1
10_MACS_peak_27095_lociStitched	chr22	42812484	42831661	10	17291	20124.3438	1835.2389	359	NFAM1		NFAM1	NFAM1	0.854	359	1
9_MACS_peak_30132_lociStitched	chr4	8640693	8659131	9	16993	20659.779	1589.3556	360		CPZ	CPZ	CPZ	1.0477	360	1
7_MACS_peak_7394_lociStitched	chr11	2208099	2226589	7	16935	21004.64	1806.473	361		IGF2AS,IGF2,INS,TH	TH	IGF2AS	1.1304	361	1
10_MACS_peak_3783_lociStitched	chr1	22871019	22889628	10	16922	20860.689	1639.4529	362		EPHA8	EPHA8	EPHA8	0.9862	362	1
4_MACS_peak_26931_lociStitched	chr22	39222245	39239409	4	16688	21382.9112	1718.1164	363	NPTXR	DNAL4,CBX6	NPTXR	NPTXR	0.9909	363	1
12_MACS_peak_29621_lociStitched	chr4	7297243	7316142	12	17153	19499.9882	1493.021	364	SORCS2		SORCS2	SORCS2	0.6428	364	1
6_MACS_peak_27044_lociStitched	chr22	42696434	42713731	6	16621	21041.8005	1352.6254	365		LOC388906	LOC388906	LOC388906	0.01609999999999999	365	1
5_MACS_peak_17320_lociStitched	chr19	2299691	2316507	5	16270	22836.128	2286.976	366	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	LINGO3	0.7589	366	1
11_MACS_peak_16745_lociStitched	chr17	78150822	78169850	11	16984	19695.8828	1623.0884	367	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.5176	367	1
6_MACS_peak_7505_lociStitched	chr11	3209481	3227105	6	16311	21857.2848	1594.972	368		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.5053	368	1
9_MACS_peak_11221_lociStitched	chr15	74559802	74578366	9	16754	20448.246	1741.3032	369	CCDC33	CCDC33	CCDC33	CCDC33	0.8409000000000001	369	1
5_MACS_peak_30882_lociStitched	chr5	176299615	176316239	5	15802	23084.0864	1526.0832	370	UNC5A,HK3		HK3	HK3	0.7048000000000001	370	1
10_MACS_peak_36844_lociStitched	chr9	137434952	137453241	10	16964	18898.0237	1294.8612	371			COL5A1	COL5A1	0.7817000000000001	371	1
8_MACS_peak_702_lociStitched	chr1	3268427	3286002	8	16504	20383.485	1270.6725	372	PRDM16		ARHGEF16	ARHGEF16	0.9657000000000001	372	1
4_MACS_peak_14449_lociStitched	chr17	34742078	34758254	4	15861	25283.088	4184.7312	373	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	TBC1D3G	1.1195	373	1
4_MACS_peak_17844_lociStitched	chr19	5323389	5339705	4	16115	22189.76	1935.0776	374	PTPRS		PTPRS	PTPRS	0.904	374	1
11_MACS_peak_36917_lociStitched	chr9	137581266	137599400	11	16560	20241.1708	1510.5622	375	COL5A1		COL5A1	COL5A1	0.7817000000000001	375	1
3_MACS_peak_25671_lociStitched	chr21	46986883	47002714	3	15750	23322.2292	2031.1173	376		SLC19A1	SLC19A1	SLC19A1	0.0464	376	1
9_MACS_peak_36475_lociStitched	chr9	136069500	136087203	9	16653	19675.1142	1525.9986	377	OBP2B	RALGDS,GBGT1	OBP2B	OBP2B	1.0209	377	1
11_MACS_peak_37376_lociStitched	chr9	138625860	138643957	11	16317	20295.7855	1140.111	378	KCNT1	SOHLH1	KCNT1	SOHLH1	1.1155	378	1
7_MACS_peak_6068_lociStitched	chr10	73045021	73062836	7	16408	20330.478	1660.358	379	UNC5B	SLC29A3	SLC29A3	NONE	NONE	379	1
3_MACS_peak_15041_lociStitched	chr17	45923240	45939059	3	15603	22991.3346	1784.3832	380	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	1.0308	380	1
7_MACS_peak_18639_lociStitched	chr19	11368103	11386208	7	16239	21007.2315	1904.646	381	DOCK6	LOC55908,TSPAN16	DOCK6	LOC55908	0.7909	381	1
9_MACS_peak_26844_lociStitched	chr22	37906051	37924000	9	16416	20090.3157	1663.8723	382	CARD10	CDC42EP1,MFNG	CARD10	CARD10	0.8644999999999999	382	1
9_MACS_peak_22185_lociStitched	chr19	55996297	56013531	9	15930	21335.692	1376.9966	383	NAT14,SSC5D	ZNF628,SHISA7,ISOC2,SBK2	SSC5D	SSC5D	1.0445	383	1
10_MACS_peak_3758_lociStitched	chr1	22701610	22720395	10	16815	18392.3935	1660.594	384			ZBTB40	ZBTB40	NONE	384	1
6_MACS_peak_8043_lociStitched	chr11	64500274	64516763	6	15382	23040.0797	1688.4736	385	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	RASGRP2	1.1989	385	1
3_MACS_peak_14446_lociStitched	chr17	34576766	34592411	3	15548	24673.7295	3856.4925	386	TBC1D3C	CCL4L1	TBC1D3C	TBC1D3C	0.6738999999999999	386	1
7_MACS_peak_15044_lociStitched	chr17	45942114	45959807	7	16606	18651.9606	1484.4427	387		LRRC46,SP2,OSBPL7,MRPL10,SCRN2,SP6	SP6	SP6	1.0308	387	1
11_MACS_peak_12194_lociStitched	chr16	5054855	5073237	11	16440	19393.01	1698.4968	388	SEC14L5	ALG1,NAGPA,C16orf89	NAGPA	C16orf89	0.39890000000000003	388	1
4_MACS_peak_28623_lociStitched	chr3	48616111	48632717	4	16219	20060.048	1615.7638	389	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	MIR711	MIR711	0.7543	389	1
4_MACS_peak_15230_lociStitched	chr17	48062132	48078397	4	15782	21782.088	1912.764	390	DLX3	DLX4	DLX3	DLX4	1.4749999999999999	390	1
6_MACS_peak_5262_lociStitched	chr1	156580489	156596792	6	15216	23958.8888	2419.3652	391	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	HAPLN2	1.2458	391	1
4_MACS_peak_17209_lociStitched	chr19	665022	679838	4	14569	24492.3296	1686.0608	392	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	PALM	1.6058999999999999	392	1
9_MACS_peak_24141_lociStitched	chr20	57365046	57382634	9	15986	20296.552	1618.096	393		GNAS,MIR296,MIR298,GNAS-AS	MIR296	MIR296	0.4911	393	1
10_MACS_peak_9831_lociStitched	chr12	52225741	52242469	10	16069	19710.6024	1408.4976	394		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.5552	394	1
2_MACS_peak_14455_lociStitched	chr17	34793130	34808350	2	15020	25488.934	4045.476	395	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	TBC1D3G	1.1195	395	1
4_MACS_peak_18270_lociStitched	chr19	7854082	7870243	4	15780	21128.8914	2113.8588	396	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	CLEC4GP1	0.9783	396	1
2_MACS_peak_24870_lociStitched	chr20	62022376	62038437	2	16060	19082.0741	1048.7833	397	KCNQ2	CHRNA4	CHRNA4	CHRNA4	0.9667	397	1
4_MACS_peak_325_lociStitched	chr1	2382272	2398879	4	16033	19232.5667	1120.9725	398		PLCH2,PEX10	PLCH2	PLCH2	0.8040999999999999	398	1
5_MACS_peak_32030_lociStitched	chr7	2532867	2549064	5	15600	20451.9519	1043.0868	399		LFNG,IQCE,C7orf27	LFNG	LFNG	0.9593	399	1
4_MACS_peak_10164_lociStitched	chr12	54585399	54601721	4	15964	19973.2314	1782.3624	400		SMUG1	SMUG1	SMUG1	0.1412	400	1
9_MACS_peak_36623_lociStitched	chr9	136495575	136513181	9	16239	18449.3274	1463.0586	401	DBH		DBH	DBH	1.0261	401	1
4_MACS_peak_5273_lociStitched	chr1	156640032	156656369	4	15584	21502.7594	2306.7844	402	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	CRABP2	1.1894	402	1
3_MACS_peak_25935_lociStitched	chr22	20177258	20192377	3	14586	23266.6291	1239.758	403		LOC150197,MIR1286	LOC150197	LOC150197	0.8675999999999999	403	1
8_MACS_peak_25683_lociStitched	chr21	47024415	47041857	8	15978	19779.228	2019.7836	404			SLC19A1	SLC19A1	0.0464	404	1
8_MACS_peak_19587_lociStitched	chr19	18345138	18361898	8	16046	18982.376	1500.02	405	PDE4C,LOC729966	MPV17L2,MIR3188,RAB3A,PDE4C,KIAA1683,JUND	PDE4C	PDE4C	0.9420999999999999	405	1
1_MACS_peak_13559_lociStitched	chr17	1083410	1097963	1	14554	23294.9871	1618.2936	406	ABR	ABR	ABR	ABR	0.4114	406	1
4_MACS_peak_32921_lociStitched	chr7	128482789	128497582	4	14726	22902.5226	1881.6696	407	FLNC	ATP6V1F,LOC100130705	ATP6V1F	NONE	NONE	407	1
3_MACS_peak_9609_lociStitched	chr12	3236390	3252355	3	15414	20495.867	1752.957	408	TSPAN9		TSPAN9	TSPAN9	0.7712	408	1
5_MACS_peak_13757_lociStitched	chr17	4481653	4497181	5	14934	21382.056	1248.4512	409	SMTNL2	MYBBP1A,GGT6,ALOX15	SMTNL2	SMTNL2	1.086	409	1
7_MACS_peak_26745_lociStitched	chr22	37458538	37474571	7	15455	19986.7378	1486.2591	410	KCTD17,TMPRSS6	MPST,TST	KCTD17	KCTD17	0.5811	410	1
13_MACS_peak_20116_lociStitched	chr19	36287035	36304894	13	15943	18307.2609	1641.2421	411	PRODH2	LIN37,C19orf55,ARHGAP33,KIRREL2,HSPB6,NPHS1	PRODH2	KIRREL2	0.9831000000000001	411	1
3_MACS_peak_24894_lociStitched	chr20	62104403	62119194	3	14701	21517.9468	1091.5758	412		PPDPF,KCNQ2,EEF1A2,PTK6	KCNQ2	KCNQ2	1.1742	412	1
7_MACS_peak_13934_lociStitched	chr17	7164618	7181266	7	15664	18985.3792	1613.1912	413	CLDN7	ACADVL,C17orf81,SLC2A4,EIF5A,DLG4,MIR324,DVL2,PHF23,GABARAP,CTDNEP1,YBX2,GPS2	CLDN7	YBX2	1.1568	413	1
4_MACS_peak_13598_lociStitched	chr17	1194655	1210472	4	15371	19556.1388	1281.177	414	TUSC5	BHLHA9	TUSC5	TUSC5	1.0291000000000001	414	1
7_MACS_peak_2704_lociStitched	chr1	17883299	17900142	7	15739	18298.2352	1369.3359	415	ARHGEF10L	ARHGEF10L	ARHGEF10L	ARHGEF10L	0.8451	415	1
9_MACS_peak_21493_lociStitched	chr19	49175197	49191661	9	15606	18783.7776	1751.7696	416	SEC1,NTN5	FUT2,DBP,CA11,MAMSTR	NTN5	FUT2	0.9575000000000001	416	1
2_MACS_peak_16039_lociStitched	chr17	74905891	74921145	2	14771	21221.3648	1472.011	417	MGAT5B		MGAT5B	MGAT5B	0.944	417	1
9_MACS_peak_18396_lociStitched	chr19	8277444	8294403	9	15979	17555.9568	2011.3374	418	LASS4		LASS4	LASS4	0.6804000000000001	418	1
6_MACS_peak_11828_lociStitched	chr16	1476971	1492499	6	14698	20768.7	1194.1032	419	C16orf91,CCDC154	UNKL,CLCN7,PTX4	C16orf91	PTX4	0.9363	419	1
2_MACS_peak_7487_lociStitched	chr11	2426928	2440701	2	13661	23368.6491	1043.9934	420	TRPM5	CD81,TSSC4,KCNQ1	TSSC4	CD81	0.7259	420	1
2_MACS_peak_14511_lociStitched	chr17	36283722	36297277	2	13535	26303.4775	3688.3155	421	TBC1D3,TBC1D3F	LOC284100	TBC1D3	TBC1D3	1.2116	421	1
7_MACS_peak_29228_lociStitched	chr4	3676857	3693727	7	15459	18523.26	1489.621	422	LOC100133461		LOC100133461	LOC100133461	0.9554	422	1
12_MACS_peak_26509_lociStitched	chr22	30863449	30881445	12	16001	16658.8972	1830.1932	423	SEC14L3,SDC4P	MTFP1,SEC14L4	SEC14L3	SEC14L4	0.7672	423	1
7_MACS_peak_32726_lociStitched	chr7	100927863	100944452	7	15519	18206.4275	1637.3343	424		CLDN15,FIS1,RABL5	RABL5	RABL5	0.16499999999999998	424	1
8_MACS_peak_1236_lociStitched	chr1	5892789	5909233	8	15529	17861.4728	1358.2744	425			NPHP4	NPHP4	NONE	425	1
3_MACS_peak_17757_lociStitched	chr19	4772070	4787357	3	15098	19854.7556	1906.2889	426	C19orf30	MIR7-3,FEM1A,DPP9,TICAM1	MIR7-3	MIR7-3	0.7099	426	1
6_MACS_peak_16645_lociStitched	chr17	77874528	77891195	6	15608	17465.3493	1478.3629	427			CBX4	CBX4	0.6256999999999999	427	1
3_MACS_peak_25366_lociStitched	chr21	44863924	44879216	3	14790	20590.678	1874.7992	428	C21orf125	SIK1,C21orf84	C21orf125	C21orf125	1.2749000000000001	428	1
5_MACS_peak_101_lociStitched	chr1	1134233	1149803	5	14623	20335.977	1122.597	429	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	MIR200B	1.506	429	1
9_MACS_peak_21502_lociStitched	chr19	49192729	49209268	9	15297	18350.0205	1364.4675	430	FUT2	CA11,NTN5,MAMSTR,RASIP1,IZUMO1,FUT1	FUT2	FUT2	0.9575000000000001	430	1
1_MACS_peak_17315_lociStitched	chr19	1776182	1789149	1	12968	24996.4859	1587.1608	431	ATP8B3	ONECUT3,LOC100288123,MIR1909	ONECUT3	ONECUT3	1.6651	431	1
10_MACS_peak_11175_lociStitched	chr15	74473817	74490288	10	15398	17787.0329	1363.7988	432	STRA6	ISLR,CCDC33	STRA6	STRA6	0.9320999999999999	432	1
2_MACS_peak_16914_lociStitched	chr17	79759047	79772477	2	13375	23145.262	851.462	433	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	GCGR	1.2226	433	1
1_MACS_peak_25713_lociStitched	chr21	47364033	47378174	1	14142	22045.819	1865.1979	434		COL6A1	COL6A1	COL6A1	1.1081999999999999	434	1
7_MACS_peak_23576_lociStitched	chr20	44931300	44947875	7	15194	18433.0575	1539.8175	435		SLC35C2	SLC35C2	NONE	NONE	435	1
13_MACS_peak_29205_lociStitched	chr4	3626638	3643822	13	15078	18835.3824	1622.1696	436		LOC100133461	LOC100133461	LOC100133461	0.9554	436	1
6_MACS_peak_37350_lociStitched	chr9	138577953	138593205	6	14985	18378.66	855.6372	437	SOHLH1	LCN9,KCNT1,GLT6D1	SOHLH1	SOHLH1	1.1155	437	1
7_MACS_peak_32673_lociStitched	chr7	100756980	100772503	7	15096	18695.9012	1609.7351	438	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	SERPINE1	0.9913000000000001	438	1
4_MACS_peak_17615_lociStitched	chr19	3582727	3596914	4	13795	22711.9683	1743.5823	439	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.278	439	1
4_MACS_peak_1319_lociStitched	chr1	6558043	6572272	4	14050	21450.2175	1213.7337	440	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	TNFRSF25	1.2525	440	1
2_MACS_peak_17058_lociStitched	chr18	44542071	44557724	2	15435	22283.6108	6993.7604	441	KATNAL2,TCEB3CL,TCEB3C	PIAS2,TCEB3B	TCEB3CL	TCEB3CL	0.8421000000000001	441	1
1_MACS_peak_17709_lociStitched	chr19	4275120	4289017	1	13898	22032.3038	1812.1688	442	SHD	EBI3,CCDC94,FSD1,TMIGD2,STAP2	SHD	SHD	1.3581	442	1
9_MACS_peak_16724_lociStitched	chr17	78080553	78097214	9	14960	18310.439	1372.8664	443	GAA	EIF4A3	GAA	GAA	0.9187999999999998	443	1
7_MACS_peak_15164_lociStitched	chr17	47554402	47569602	7	14851	18805.44	1594.48	444		NGFR	NGFR	NGFR	1.1654	444	1
6_MACS_peak_5476_lociStitched	chr1	202153034	202167642	6	13836	22659.9296	2464.3696	445	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.47439999999999993	445	1
6_MACS_peak_25467_lociStitched	chr21	45890825	45906533	6	14894	19056.9456	2159.85	446		LRRC3,C21orf90	LRRC3	C21orf90	1.2424	446	1
7_MACS_peak_16381_lociStitched	chr17	77179432	77195002	7	14992	17852.562	1356.147	447	RBFOX3		ENGASE	ENGASE	0.6938	447	1
8_MACS_peak_37278_lociStitched	chr9	138348349	138365248	8	15528	15901.959	1553.0181	448		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	LCN1	0.41000000000000003	448	1
5_MACS_peak_21257_lociStitched	chr19	48214670	48229901	5	14553	19440.8484	1541.3772	449	EHD2	GLTSCR2,SNORD23	EHD2	EHD2	0.8281000000000001	449	1
3_MACS_peak_16664_lociStitched	chr17	77942983	77957753	3	14538	19245.31	1307.145	450	TBC1D16		TBC1D16	TBC1D16	1.0589	450	1
