GENE_ID	locusLine	bin_1_OPM-2.jin.bam
NM_001666	chrX(.):153167829-153196714	0.7092
NM_002910	chrX(.):153195721-153215232	0.1314
NR_027419	chrX(.):153162984-153177620	0.0445
NM_001025243	chrX(.):153270956-153290342	0.4036
NM_003492	chrX(.):153232990-153253646	2.9143
NR_031757	chrX(.):153280370-153290440	0.6657
NR_036175	chrX(.):153241548-153251627	1.9735
NR_036174	chrX(.):153241547-153251628	1.9735
NM_020200	chr10(.):25132553-25246533	0.4706
NM_015892	chr10(.):125762181-125856930	0.421
NM_014863	chr10(.):125774168-125856930	0.4718
NM_004641	chr10(.):21818100-22037559	0.2813
NM_001195626	chr10(.):21818573-22037559	0.2818
NM_001098500	chr10(.):23978674-24841772	0.1344
NM_001184794	chr10(.):34596187-35109253	0.2844
NM_001184787	chr10(.):34393487-35109253	0.219
NM_006258	chr10(.):52829233-54060274	0.061
NM_001098512	chr10(.):52745944-54060274	0.0596
NM_018363	chr10(.):90028620-90348082	0.2412
NM_001031709	chr10(.):90038858-90348082	0.1906
NM_001134373	chr10(.):104840939-104958056	0.2526
NM_014974	chr10(.):315129-740608	0.2604
NM_001083591	chr10(.):11201992-11383672	0.5095
NM_001025077	chr10(.):11042258-11383672	0.3246
NM_006561	chr10(.):11054892-11383672	0.3349
NM_024948	chr10(.):15815174-15907519	0.4669
NM_032812	chr10(.):20100371-20574115	0.1276
NM_001173484	chr10(.):21063902-21468116	0.1052
NM_172242	chr10(.):22629398-22711539	0.393
NM_005028	chr10(.):22818765-23008503	0.4547
NM_022365	chr10(.):22040476-22297650	0.4362
NM_019590	chr10(.):24492719-24841772	0.2399
NM_020824	chr10(.):24867537-25017597	0.2838
NM_001042473	chr10(.):27479142-27536068	0.2835
NM_145698	chr10(.):27479142-27534808	0.2895
NM_012342	chr10(.):28961423-28976868	1.236
NM_000698	chr10(.):45864628-45946563	0.4203
NM_147156	chr10(.):52060344-52388737	0.0961
NM_032199	chr10(.):63656012-63861707	0.3048
NM_001198798	chr10(.):73851273-73980751	0.1073
NM_001198799	chr10(.):73851273-73981183	0.1069
NM_145868	chr10(.):81909879-81970328	0.5488
NM_000314	chr10(.):89618194-89733532	0.3352
NM_032810	chr10(.):89507874-89582917	0.1206
NM_017824	chr10(.):94045919-94118721	0.2352
NM_014912	chr10(.):93803396-94055875	0.4062
NM_001178137	chr10(.):93803396-94008036	0.4515
NM_001167604	chr10(.):111619523-111688311	1.0882
NM_005308	chr10(.):120962196-121220131	0.1444
NM_198148	chr10(.):125500151-125656500	0.2832
NM_016567	chr10(.):127507103-127547264	0.2488
NR_027151	chr10(.):690887-703595	0.1565
NR_027152	chr10(.):691016-716109	0.8356
NR_027653	chr10(.):3813187-3832473	2.4159
NM_178150	chr10(.):5927213-5984556	1.4943
NM_032807	chr10(.):5931348-5984556	1.542
NM_019046	chr10(.):5898688-5936860	0.8819
NM_001009941	chr10(.):5915049-5936860	1.4665
NM_004412	chr10(.):17179981-17249070	0.2573
NM_003380	chr10(.):17265257-17284592	2.1297
NM_005180	chr10(.):22605005-22625414	3.4151
NM_012071	chr10(.):22600298-22614237	5.4113
NR_003525	chr10(.):27529781-27546235	0.7654
NM_001098207	chr10(.):43876064-43897794	0.6953
NM_004966	chr10(.):43876064-43909656	1.164
NM_173160	chr10(.):43862091-43876783	0.0537
NM_001098204	chr10(.):43876064-43909696	1.1627
NM_001098208	chr10(.):43876064-43897279	0.7066
NM_001098205	chr10(.):43876064-43909332	1.175
NM_001098206	chr10(.):43876064-43908299	1.2127
NR_026693	chr10(.):43927573-43983007	0.1127
NM_005041	chr10(.):72352103-72367531	0.0738
NM_173473	chr10(.):73970805-74000618	0.2283
NM_019058	chr10(.):74028676-74040797	1.4675
NM_017626	chr10(.):74087587-74119907	1.4654
NM_001178117	chr10(.):89259222-89318218	0.4548
NM_001178118	chr10(.):89262589-89318218	0.4807
NR_028492	chr10(.):89573069-89610369	0.2022
NM_001126049	chr10(.):89613917-89628194	1.6708
NM_182639	chr10(.):100183902-100211704	0.2392
NR_031619	chr10(.):100149974-100160064	0.2226
NM_032709	chr10(.):100138321-100179978	0.6631
NM_004741	chr10(.):103906932-103928627	0.5162
NM_015062	chr10(.):103887786-103915090	0.6191
NM_001113407	chr10(.):103862324-103885210	0.4353
NM_003893	chr10(.):103862324-103879723	0.4224
NM_030912	chr10(.):104399251-104423076	0.976
NM_005962	chr10(.):111980761-112052123	0.12
NM_001008541	chr10(.):111964988-112052123	0.2802
NM_005871	chr10(.):112047797-112069707	0.2202
NM_130439	chr10(.):111962362-112052123	0.2748
NM_004419	chr10(.):112252624-112276302	0.8106
NM_173791	chr10(.):119037605-119139937	0.2421
NM_000375	chr10(.):127472146-127516837	0.5174
NM_147191	chr10(.):127450026-127469390	0.0923
NM_152432	chr11(.):100553406-100866656	0.1395
NM_020693	chr11(.):117293488-117672976	0.0591
NM_000922	chr11(.):14660268-14898604	0.2131
NM_001111018	chr11(.):19367270-20148147	0.1418
NM_001145399	chr11(.):30401039-30612930	0.2324
NM_002599	chr11(.):72282184-72390494	0.1024
NM_001146209	chr11(.):72282184-72385108	0.1038
NM_175566	chr11(.):98886870-100232473	0.0841
NM_001098517	chr11(.):115039344-115380241	0.2347
NM_032873	chr11(.):122521397-122690187	0.2145
NM_181798	chr11(.):2477683-2875340	0.2001
NM_000218	chr11(.):2461220-2875340	0.1996
NM_003156	chr11(.):3871932-4119440	0.2999
NM_030962	chr11(.):9795213-10320754	0.0555
NM_021961	chr11(.):12690968-12971284	0.1772
NM_148976	chr11(.):14521421-14670180	0.4722
NM_175058	chr11(.):16804206-17040963	0.2021
NM_002645	chr11(.):17103123-17196354	0.2647
NM_173588	chr11(.):18720851-18752777	0.1047
NM_001143830	chr11(.):22683159-22839547	0.2738
NM_177553	chr11(.):22684653-22839547	0.2752
NM_005256	chr11(.):22691318-22839547	0.1045
NM_001584	chr11(.):30426617-30607040	0.2038
NM_001160169	chr11(.):36417546-36491754	0.3414
NM_001160167	chr11(.):36312724-36491754	0.2245
NM_001160168	chr11(.):36392534-36491754	0.3404
NM_001127457	chr11(.):45863668-45909796	0.2205
NM_021117	chr11(.):45863956-45909799	0.2196
NM_004811	chr11(.):58289343-58348390	0.5809
NM_001143995	chr11(.):58289343-58350639	0.5647
NM_001012662	chr11(.):62618483-62661355	1.0368
NM_001013251	chr11(.):62643343-62661355	1.5108
NM_001012661	chr11(.):62618517-62661353	1.0376
NM_024060	chr11(.):62196015-62319332	0.3976
NR_037193	chr11(.):62644170-62661355	1.5824
NM_005438	chr11(.):65654691-65672997	0.8991
NM_018026	chr11(.):65832823-66017213	0.3413
NM_001077241	chr11(.):65137662-65155142	1.3472
NR_002819	chr11(.):65260232-65278939	3.072
NM_133266	chr11(.):70308960-70512923	0.4554
NM_012309	chr11(.):70308960-70940808	0.22
NM_014824	chr11(.):72542789-72858143	0.1311
NM_176796	chr11(.):72970569-73013850	1.3386
NM_176798	chr11(.):72975938-73013850	1.4972
NM_004154	chr11(.):72978246-73014664	1.5303
NM_153614	chr11(.):73656363-73686332	0.2634
NM_006656	chr11(.):74694949-74723743	0.169
NM_182969	chr11(.):74546954-74665232	0.246
NM_003369	chr11(.):75521211-75860282	0.1888
NM_181351	chr11(.):112826994-113154158	0.3485
NM_001076682	chr11(.):112826994-113140919	0.3427
NM_015313	chr11(.):120202617-120365645	0.2368
NM_032531	chr11(.):126288395-126875766	0.1957
NR_033839	chr11(.):126206611-126230482	0.6742
NM_001161707	chr11(.):126295836-126875766	0.1972
NM_002017	chr11(.):128558812-128688162	0.5779
NM_001167681	chr11(.):128557388-128688162	0.5722
NM_012239	chr11(.):210029-241362	0.295
NM_002817	chr11(.):231807-257984	0.3187
NM_138329	chr11(.):273569-290304	0.1802
NM_006435	chr11(.):303106-314410	0.2184
NM_025092	chr11(.):284137-300688	0.4461
NM_003641	chr11(.):308990-320272	0.2802
NM_001025295	chr11(.):293202-304526	0.4633
NM_021034	chr11(.):314672-325914	0.1646
NM_033180	chr11(.):5339527-5350582	0.3774
NM_001005567	chr11(.):5358815-5369754	0.5052
NM_001004750	chr11(.):5367737-5378676	0.1116
NM_001004756	chr11(.):5405606-5416664	0.0382
NM_001004684	chr11(.):6937232-6948225	0.1826
NM_013250	chr11(.):6942653-6984278	0.2595
NM_003390	chr11(.):9590227-9616313	0.7375
NM_001143976	chr11(.):9591233-9616313	0.7462
NM_001124	chr11(.):10321641-10333923	1.7314
NM_032781	chr11(.):18744474-18818389	0.3918
NM_022725	chr11(.):22639078-22652387	0.5417
NM_024426	chr11(.):32404321-32462081	0.3803
NR_023920	chr11(.):32452284-32466620	0.1467
NM_001198552	chr11(.):32404321-32457363	0.4067
NM_012153	chr11(.):34637587-34689834	0.3746
NM_018389	chr11(.):45821640-45839567	0.3924
NM_001145266	chr11(.):45820622-45839567	0.3744
NM_000614	chr11(.):58385145-58398205	0.1086
NR_024091	chr11(.):58341586-58398205	0.5867
NM_053023	chr11(.):58341586-58394023	0.6267
NM_004778	chr11(.):60613397-60628444	0.1051
NM_207341	chr11(.):60630014-60648164	0.3001
NM_024098	chr11(.):60604428-60623561	1.2955
NM_022830	chr11(.):62337516-62364109	0.5537
NM_001404	chr11(.):62322072-62346460	0.6498
NM_001620	chr11(.):62278373-62319332	0.3372
NR_002565	chr11(.):62618036-62628103	1.5405
NM_003164	chr11(.):62569368-62604560	0.4762
NM_018093	chr11(.):62595382-62612628	1.3939
NR_003098	chr11(.):62614459-62628360	1.1465
NR_002561	chr11(.):62616134-62626204	1.5403
NR_002560	chr11(.):62615797-62625865	1.5333
NR_002559	chr11(.):62616375-62626440	1.542
NR_000008	chr11(.):62615381-62625507	1.5088
NR_002564	chr11(.):62617763-62627838	1.5443
NR_002563	chr11(.):62617483-62627555	1.5423
NR_002562	chr11(.):62617092-62627167	1.5458
NM_001081491	chr11(.):62554597-62577964	0.7091
NM_001080501	chr11(.):62552786-62564486	0.9373
NM_017525	chr11(.):64586661-64617041	0.1358
NR_029829	chr11(.):64653826-64663911	0.2526
NM_006795	chr11(.):64615207-64651191	1.9442
NR_029578	chr11(.):64653608-64663718	0.252
NM_145719	chr11(.):65117281-65130082	0.2084
NR_028272	chr11(.):65185268-65199003	8.4704
NR_030343	chr11(.):65206928-65217028	0.9141
NM_031904	chr11(.):65149040-65185995	1.1277
NM_032223	chr11(.):65378782-65409910	0.5818
NM_001098785	chr11(.):65334819-65346669	2.1788
NM_021070	chr11(.):65301029-65330699	0.2663
NM_033455	chr11(.):65355325-65368467	1.4564
NM_001099409	chr11(.):65338508-65365116	1.8987
NM_002419	chr11(.):65360225-65386720	0.7202
NM_001048218	chr11(.):65287547-65311182	0.2627
NM_006396	chr11(.):65332942-65344239	1.803
NM_153253	chr11(.):65402591-65423391	0.2341
NM_006747	chr11(.):65400577-65423391	0.22
NM_001145138	chr11(.):65416066-65435443	0.586
NM_198897	chr11(.):65646210-65661010	0.8584
NM_001335	chr11(.):65642283-65656212	0.2223
NM_025128	chr11(.):65622871-65638914	1.6986
NM_005507	chr11(.):65617284-65630804	2.0264
NM_152760	chr11(.):65596409-65626172	0.2725
NM_016938	chr11(.):65628911-65645340	0.2335
NM_006848	chr11(.):65652874-65664106	1.1134
NM_006442	chr11(.):65681727-65694048	0.4808
NM_001135635	chr11(.):65679282-65691531	0.4897
NM_001143985	chr11(.):65764549-65776617	0.6782
NM_001323	chr11(.):65774461-65785976	0.1083
NM_053054	chr11(.):65779222-65798988	0.2779
NM_032325	chr11(.):65759016-65774578	0.5165
NM_006842	chr11(.):65814815-65841382	0.95
NM_033036	chr11(.):65803235-65821651	0.8116
NM_138768	chr11(.):69056621-69069754	1.841
NM_001040118	chr11(.):72391113-72468434	0.4675
NM_001135190	chr11(.):72391113-72438403	0.6707
NM_014786	chr11(.):73014662-73085425	0.1446
NM_003355	chr11(.):73680715-73698889	0.5639
NM_003356	chr11(.):73706325-73725282	0.1065
NM_014752	chr11(.):74655291-74695076	0.4918
NM_006235	chr11(.):111217980-111255157	2.0219
NR_034101	chr11(.):113135253-113149623	0.3831
NM_017868	chr11(.):113180250-113242114	0.2175
NM_001127489	chr11(.):117685789-117700459	1.1659
NM_021603	chr11(.):117685789-117703807	0.9607
NM_001198675	chr11(.):120190837-120209388	1.1038
NR_027288	chr11(.):122883273-122895319	0.0494
NM_006597	chr11(.):122923199-122937844	1.9908
NM_017547	chr11(.):126134054-126153027	0.6281
NM_014026	chr11(.):126168646-126220644	0.4286
NM_148910	chr11(.):126147981-126168071	0.0916
NM_001177842	chr11(.):126127813-126143877	0.7215
NM_006278	chr11(.):126221095-126289533	0.2724
NM_012174	chr12(.):117343760-117473953	0.2854
NM_152641	chr12(.):46118619-46306819	0.1925
NM_001135805	chr12(.):79252772-79850788	0.1795
NM_001135806	chr12(.):79434432-79850788	0.1738
NM_173591	chr12(.):80598232-80777870	0.1602
NM_005639	chr12(.):79253448-79850788	0.1797
NM_006836	chr12(.):120560013-120637513	0.5171
NM_001136103	chr12(.):128746947-129197460	0.0994
NM_015232	chr12(.):181541-285494	0.2457
NM_001170738	chr12(.):171048-292625	0.2855
NM_020375	chr12(.):4425358-4474190	0.0905
NM_007273	chr12(.):7069516-7084891	1.3018
NM_001273	chr12(.):6674247-6721551	0.3747
NM_001144831	chr12(.):7069514-7084916	1.3011
NR_036693	chr12(.):9817307-9857151	0.0985
NM_001197317	chr12(.):9817330-9857151	0.0985
NM_001004419	chr12(.):9817308-9857151	0.0985
NM_006143	chr12(.):12808994-12854121	0.4873
NM_005504	chr12(.):24957957-25107393	0.0709
NM_002223	chr12(.):26483284-26991131	0.0781
NM_004572	chr12(.):32938679-33054780	0.5251
NM_005164	chr12(.):39940021-40018843	0.2197
NM_001031748	chr12(.):40014971-40120720	0.0608
NM_001143788	chr12(.):42714946-42840765	0.2482
NM_001143787	chr12(.):42714946-42847422	0.2396
NM_201438	chr12(.):42714946-42798227	0.3504
NM_032256	chr12(.):44224961-44788541	0.1023
NM_001077484	chr12(.):46571840-46668208	0.352
NM_023071	chr12(.):49755687-49926207	0.2077
NM_175736	chr12(.):50026723-50106197	0.348
NM_001033873	chr12(.):51634132-51668994	0.0715
NM_001031628	chr12(.):51634132-51669202	0.0716
NM_000966	chr12(.):53599352-53631036	0.5539
NM_001042728	chr12(.):53599352-53619150	0.7841
NM_013449	chr12(.):56984379-57035163	0.318
NM_006400	chr12(.):57919093-57945978	0.1568
NM_005761	chr12(.):94537498-94704225	0.443
NM_152318	chr12(.):105375097-105393505	0.2353
NM_006817	chr12(.):112446151-112466024	1.3772
NM_003806	chr12(.):117294026-117324232	0.1628
NM_014868	chr12(.):120967131-121020397	0.4672
NM_014938	chr12(.):122511759-122633967	0.1898
NM_003959	chr12(.):123315038-123352507	0.207
NM_001082959	chr12(.):125257173-125353519	0.093
NM_144669	chr12(.):129333080-129474509	0.2673
NM_198827	chr12(.):131433451-131631008	0.2362
NR_033859	chr12(.):241576-263332	0.1013
NM_003044	chr12(.):294251-327492	0.1835
NM_001122848	chr12(.):294249-328371	0.1826
NM_001122847	chr12(.):294249-327834	0.1836
NR_028415	chr12(.):1604656-1618590	0.0668
NM_001759	chr12(.):4377901-4419522	1.8323
NM_001193457	chr12(.):6643693-6670249	0.3585
NM_006170	chr12(.):6661036-6682480	0.2116
NM_002046	chr12(.):6638656-6652536	1.7388
NM_014865	chr12(.):6598297-6646132	0.7701
NM_016497	chr12(.):6596315-6607471	1.0862
NR_004387	chr12(.):6614387-6624717	0.061
NM_001142961	chr12(.):6723000-6745815	0.1283
NM_032489	chr12(.):6742241-6761580	0.064
NR_003012	chr12(.):6685638-6695775	0.0725
NM_020400	chr12(.):6723000-6750297	0.1155
NM_001975	chr12(.):7018613-7037859	0.1984
NM_002831	chr12(.):7055433-7075479	3.3551
NR_029779	chr12(.):7067861-7077929	3.3668
NM_080548	chr12(.):7050739-7075479	2.8344
NM_001007026	chr12(.):7028625-7056484	0.6503
NM_006992	chr12(.):7008896-7028406	0.1516
NM_001940	chr12(.):7032479-7056484	0.724
NR_003010	chr12(.):7071499-7081769	1.5522
NM_138425	chr12(.):7048202-7060165	0.5788
NR_029682	chr12(.):7068259-7078354	2.5427
NM_006331	chr12(.):7074943-7090165	0.946
NR_036052	chr12(.):9387065-9397147	0.0424
NM_002258	chr12(.):9742869-9765497	0.0469
NR_002814	chr12(.):9795642-9816008	0.9459
NR_026672	chr12(.):9902163-9918497	0.2792
NM_172004	chr12(.):9870090-9890860	0.6227
NM_005127	chr12(.):9999967-10027458	0.5627
NM_001190765	chr12(.):10029087-10053432	0.0635
NM_016523	chr12(.):9975076-10002603	0.0343
NR_036052	chr12(.):12259885-12269967	0.0609
NM_004064	chr12(.):12865301-12880305	6.1033
NR_030344	chr12(.):12912582-12922677	0.074
NM_001130415	chr12(.):12873850-12949399	0.7178
NM_001101339	chr12(.):25141364-25155373	1.6716
NM_006152	chr12(.):25200240-25266269	0.3583
NM_033114	chr12(.):42700887-42724932	0.2716
NR_028408	chr12(.):46114502-46126704	2.1082
NM_024902	chr12(.):49736040-49750685	0.0713
NR_033267	chr12(.):49777956-49791116	0.066
NM_001100620	chr12(.):49711970-49723171	0.3988
NM_001008223	chr12(.):49721199-49735971	0.067
NM_001031698	chr12(.):50019326-50043449	0.1427
NM_012272	chr12(.):50012402-50043449	0.1893
NM_005276	chr12(.):50492800-50510095	0.7432
NM_032901	chr12(.):50500899-50519234	0.6924
NM_003076	chr12(.):50473982-50499494	0.2223
NM_001971	chr12(.):51717226-51745463	0.5686
NM_016293	chr12(.):51669821-51722938	0.5434
NM_001004304	chr12(.):53569534-53589654	0.538
NM_000889	chr12(.):53580106-53606000	1.9173
NM_015989	chr12(.):53546446-53579430	0.3219
NM_001170790	chr12(.):53640369-53653190	0.1979
NM_032889	chr12(.):53640875-53653190	0.2055
NR_003046	chr12(.):57032463-57042538	0.9322
NM_001686	chr12(.):57026958-57044852	0.9242
NM_005594	chr12(.):57101210-57124066	0.8998
NR_002737	chr12(.):57033810-57043885	0.918
NM_001113203	chr12(.):57101210-57124326	0.8897
NM_006601	chr12(.):57052124-57087078	1.155
NM_031479	chr12(.):57844095-57856791	1.8812
NM_001080157	chr12(.):57861037-57878424	0.1171
NM_001195056	chr12(.):57905370-57919300	2.0514
NM_052897	chr12(.):57911658-57928931	1.6691
NM_001167609	chr12(.):57848933-57871047	0.6879
NM_001160045	chr12(.):57848917-57871047	0.69
NM_001080156	chr12(.):57861037-57876728	0.1187
NM_032496	chr12(.):57861037-57878633	0.1175
NM_005538	chr12(.):57823542-57849609	0.8512
NM_004990	chr12(.):57876850-57915433	0.6894
NM_004984	chr12(.):57938846-57983554	0.1128
NM_203394	chr12(.):77410025-77464360	0.2519
NM_001946	chr12(.):89736836-89751296	2.359
NR_030171	chr12(.):95223173-95233289	0.8204
NR_036685	chr12(.):95223229-95233804	0.7865
NM_001032284	chr12(.):98904350-98949157	0.6872
NM_003276	chr12(.):98904350-98934412	0.9856
NR_027157	chr12(.):98901750-98915004	2.0607
NR_027752	chr12(.):105408561-105483341	0.3695
NM_006825	chr12(.):106626658-106646713	0.5375
NM_181724	chr12(.):108978621-108996894	0.0744
NM_003006	chr12(.):109010679-109032670	1.4117
NM_001193453	chr12(.):112364086-112456023	0.4662
NR_027345	chr12(.):116966226-116978326	0.8835
NM_001085481	chr12(.):116992185-117019425	0.9113
NR_027346	chr12(.):116966239-116979318	0.8422
NM_006861	chr12(.):120527898-120559643	0.622
NM_003746	chr12(.):120928858-120941298	0.2301
NM_032314	chr12(.):120936081-120971964	0.1927
NM_198202	chr12(.):121011847-121024201	0.1929
NM_015918	chr12(.):121011847-121024197	0.193
NM_019034	chr12(.):122210659-122236594	0.4572
NR_002809	chr12(.):122228172-122246390	2.7336
NM_015048	chr12(.):122237637-122275562	1.1033
NM_016638	chr12(.):123459879-123472460	0.7226
NM_024623	chr12(.):123454353-123469588	1.1165
NM_019624	chr12(.):123408538-123456056	0.812
NM_024667	chr12(.):123344874-123385712	2.4638
NM_203444	chr12(.):123408538-123464752	0.9013
NM_021009	chr12(.):125391191-125404587	2.8718
NM_145648	chr12(.):129272738-129313541	0.8469
NR_027062	chr13(.):32415919-32538721	0.5164
NM_033111	chr13(.):33001929-33117936	0.2987
NM_001145353	chr13(.):41501054-41561418	0.1866
NM_172373	chr13(.):41501054-41598508	0.2857
NM_002015	chr13(.):41124800-41245734	0.2834
NM_152910	chr13(.):42617888-42808888	0.2044
NM_198849	chr13(.):46349415-46430846	0.4529
NM_001079673	chr13(.):49545047-49788915	0.1233
NR_002612	chr13(.):50551687-50704677	0.3993
NM_018676	chr13(.):52946302-52985629	0.0369
NR_002793	chr13(.):53058127-53166225	0.1495
NM_001146070	chr13(.):60966426-61153013	0.099
NM_001146071	chr13(.):60965590-61153013	0.0993
NM_032436	chr13(.):115074964-115097803	0.3316
NM_007368	chr13(.):114742193-114903095	0.6804
NM_002128	chr13(.):31027878-31045081	0.8954
NM_052818	chr13(.):32969859-33007315	0.2945
NR_026928	chr13(.):33073642-33088532	0.045
NM_152719	chr13(.):46271445-46293693	0.8447
NR_002605	chr13(.):50651413-50684433	0.6544
NR_029486	chr13(.):50618108-50628197	0.0625
NR_029485	chr13(.):50618254-50628337	0.0614
NR_002183	chr13(.):50741153-50752751	0.0498
NM_016075	chr13(.):52981736-53029763	0.3586
NM_001098525	chr13(.):53024494-53055763	0.656
NM_032949	chr13(.):53413108-53427774	1.2345
NM_023011	chr13(.):115042077-115076283	0.9597
NM_003903	chr13(.):114995361-115043150	0.4652
NM_022060	chr14(.):23062146-23086265	0.7852
NM_004480	chr14(.):65874534-66214962	0.1577
NM_178156	chr14(.):65872839-66214962	0.1574
NM_033104	chr14(.):81731908-81869927	0.1533
NR_027004	chr14(.):94366075-94397718	0.1146
NM_016350	chr14(.):51187545-51302839	0.1553
NM_020921	chr14(.):51181480-51302839	0.1489
NM_182944	chr14(.):51188950-51302839	0.157
NM_197957	chr14(.):65467891-65574227	0.1366
NM_178157	chr14(.):66131132-66214962	0.3096
NM_133509	chr14(.):68281495-69067738	0.1684
NM_133510	chr14(.):68281495-68949810	0.1829
NM_002877	chr14(.):68281495-68969598	0.1796
NM_001005743	chr14(.):73736917-73930286	0.2708
NM_001043318	chr14(.):74176824-74258896	0.6923
NM_194278	chr14(.):74176824-74232001	0.5425
NM_194287	chr14(.):77287724-77341645	0.3021
NM_001080414	chr14(.):91732666-91889133	0.5719
NM_023112	chr14(.):94487723-94520276	0.8515
NM_178586	chr14(.):102271139-102399328	0.8049
NM_001161725	chr14(.):102223134-102399328	0.7066
NM_178587	chr14(.):102271139-102383962	0.9054
NM_194431	chr14(.):21151931-21173758	0.1442
NM_002937	chr14(.):21147371-21173758	0.5281
NM_001145	chr14(.):21147335-21167345	0.6909
NM_001001968	chr14(.):21103854-21114850	0.0245
NM_001344	chr14(.):23028806-23063143	0.9738
NM_173526	chr14(.):67651109-67700267	0.4341
NM_207442	chr14(.):69256463-69268190	2.6523
NM_004926	chr14(.):69249374-69264785	2.1695
NM_024644	chr14(.):73952643-73965105	0.4227
NM_006029	chr14(.):74173485-74186128	0.0707
NM_024496	chr14(.):77485885-77500034	4.4991
NM_005065	chr14(.):81934238-82005205	0.4962
NM_016150	chr14(.):94395512-94428767	0.8784
NR_024182	chr14(.):94458615-94478898	2.1442
NR_024183	chr14(.):94458641-94483041	1.963
NR_024184	chr14(.):94458641-94480209	2.1181
NM_138344	chr14(.):94380257-94400944	0.0926
NM_152592	chr14(.):95878830-95947173	0.0841
NR_003002	chr14(.):95994691-96004966	0.9484
NR_001459	chr14(.):95994248-96006209	0.8317
NM_016417	chr14(.):95996322-96016055	0.5265
NM_138790	chr14(.):105386186-105404573	2.7485
NM_138420	chr14(.):105398590-105449694	0.1166
NM_025268	chr14(.):105987952-106001539	0.1314
NR_026800	chr14(.):106378837-106403502	0.9814
NM_005503	chr15(.):29208839-29415516	0.1517
NM_001080534	chr15(.):54300100-54925806	0.0821
NR_031680	chr15(.):69111302-69494862	0.0965
NM_007200	chr15(.):85918870-86297586	0.1631
NM_177974	chr15(.):44575928-44712955	0.2143
NM_031226	chr15(.):51495253-51635795	0.2567
NM_019600	chr15(.):52868517-52975820	0.4004
NM_000259	chr15(.):52594479-52826247	0.1711
NM_004998	chr15(.):59423562-59670071	0.3436
NM_025201	chr15(.):65129081-65165201	0.3019
NM_006305	chr15(.):69065874-69118261	0.657
NM_020908	chr15(.):70335542-70395256	0.491
NM_006465	chr15(.):74828547-74895472	0.3657
NM_144767	chr15(.):86215267-86297586	0.2283
NM_001042572	chr15(.):93438550-93497463	0.3315
NM_001271	chr15(.):93438550-93576237	0.2271
NM_152449	chr15(.):100262611-100278626	0.2717
NM_015995	chr15(.):31614082-31675102	0.9389
NM_001003942	chr15(.):40375091-40403287	1.4936
NM_033503	chr15(.):40375091-40403639	1.4786
NM_001003940	chr15(.):40375091-40406075	1.3884
NM_197955	chr15(.):45717762-45730647	0.0496
NR_030599	chr15(.):45720247-45730327	0.0468
NM_138792	chr15(.):52225221-52268958	0.1458
NM_002748	chr15(.):52306410-52363462	0.2472
NM_033195	chr15(.):59494041-59505709	0.0763
NM_182703	chr15(.):65199100-65256041	0.2976
NM_017882	chr15(.):68494329-68527080	0.5425
NM_015322	chr15(.):68565140-68588640	0.7942
NR_026808	chr15(.):69091159-69104440	0.0839
NR_036197	chr15(.):69089188-69099264	0.1063
NR_030714	chr15(.):70366710-70376807	0.0957
NM_001127190	chr15(.):75069424-75100539	0.7359
NM_000761	chr15(.):75036183-75053941	0.0448
NM_021819	chr15(.):75100193-75123099	0.1038
NM_001030005	chr15(.):75113950-75129136	0.0697
NM_015477	chr15(.):75656719-75748926	0.3704
NM_001145358	chr15(.):75656719-75749087	0.37
NM_001145357	chr15(.):75656719-75753124	0.3588
NM_006011	chr15(.):92932139-93016958	0.2485
NR_033769	chr15(.):93333713-93345338	0.1149
NR_036136	chr15(.):93442628-93452705	1.5487
NR_037600	chr15(.):93421072-93446977	0.8322
NR_037602	chr15(.):93421525-93446977	0.846
NR_034095	chr15(.):95817518-95875329	0.2041
NM_014918	chr15(.):101710927-101797137	0.822
NM_001134477	chr16(.):14524557-14729120	0.2345
NM_002582	chr16(.):14524557-14729124	0.2345
NM_001257	chr16(.):82655577-83835199	0.0734
NM_012225	chr16(.):1827932-1844192	0.2904
NM_024507	chr16(.):3009216-3023381	0.7116
NM_015914	chr16(.):11767942-11841648	0.9181
NM_022166	chr16(.):17191180-17569738	0.5505
NM_000336	chr16(.):23308590-23397620	0.2565
NM_153603	chr16(.):23394813-23469512	0.2876
NM_000078	chr16(.):56990834-57022756	0.1546
NM_012320	chr16(.):68274246-68299961	1.3048
NM_004360	chr16(.):68766194-68874444	0.3567
NM_006750	chr16(.):69216049-69347955	0.2747
NM_015386	chr16(.):70509471-70562457	0.4692
NM_018052	chr16(.):70716341-70840061	0.3802
NM_003791	chr16(.):84082368-84155517	0.6354
NM_013275	chr16(.):89329034-89561969	0.166
NM_080861	chr16(.):1821712-1837581	0.7717
NM_152764	chr16(.):1878988-1927102	0.1243
NM_001146006	chr16(.):1835413-1848734	0.0391
NM_001163560	chr16(.):1878983-1927179	0.1249
NM_031208	chr16(.):1872224-1883908	1.058
NM_001040427	chr16(.):1854103-1882195	0.4676
NM_001142398	chr16(.):1872224-1895203	0.5806
NR_027389	chr16(.):1835413-1849909	0.0372
NM_020982	chr16(.):3057456-3069506	0.5308
NM_001142350	chr16(.):3069031-3082756	0.9057
NM_017885	chr16(.):3067625-3079287	1.0302
NM_152341	chr16(.):3014341-3028485	0.7277
NM_001103175	chr16(.):3072867-3090542	0.5066
NM_016639	chr16(.):3065312-3077383	0.9536
