GENE_ID	locusLine	bin_1_MM.1S.jin.bam
2_MACS_peak_15276_lociStitched	chr19(.):42579225-42581071	1.5292
2_MACS_peak_15278_lociStitched	chr19(.):42594440-42596983	1.4355
1_MACS_peak_15280_lociStitched	chr19(.):42633559-42633934	0.7448
1_MACS_peak_15281_lociStitched	chr19(.):42639239-42639556	0.6268
2_MACS_peak_15282_lociStitched	chr19(.):42702892-42704541	0.8098
2_MACS_peak_15284_lociStitched	chr19(.):42720756-42722517	1.3947
1_MACS_peak_15286_lociStitched	chr19(.):42724386-42724861	1.2034
2_MACS_peak_15287_lociStitched	chr19(.):42746212-42748697	0.9056
2_MACS_peak_15289_lociStitched	chr19(.):42757667-42759810	1.4775
3_MACS_peak_15291_lociStitched	chr19(.):42771910-42775275	1.5227
2_MACS_peak_15294_lociStitched	chr19(.):42784066-42785053	1.2098
3_MACS_peak_15296_lociStitched	chr19(.):42787563-42789087	0.6789
1_MACS_peak_15299_lociStitched	chr19(.):42806556-42807097	0.6532
1_MACS_peak_15300_lociStitched	chr19(.):42829615-42830438	1.2077
2_MACS_peak_15301_lociStitched	chr19(.):42926805-42928264	1.6673
1_MACS_peak_15303_lociStitched	chr19(.):43001796-43002714	0.959
1_MACS_peak_15304_lociStitched	chr19(.):44007920-44008383	0.5453
1_MACS_peak_15305_lociStitched	chr19(.):44036830-44037907	0.8214
1_MACS_peak_15306_lociStitched	chr19(.):44079241-44079730	0.8723
2_MACS_peak_15307_lociStitched	chr19(.):44098958-44101176	1.4739
1_MACS_peak_15309_lociStitched	chr19(.):44122927-44124208	2.3739
1_MACS_peak_15310_lociStitched	chr19(.):44179079-44179961	0.8469
1_MACS_peak_15311_lociStitched	chr19(.):44204690-44204981	0.6281
1_MACS_peak_15312_lociStitched	chr19(.):44205555-44205852	0.7811
1_MACS_peak_15313_lociStitched	chr19(.):44258169-44260257	2.1979
1_MACS_peak_15314_lociStitched	chr19(.):44261197-44262083	0.911
1_MACS_peak_15315_lociStitched	chr19(.):44268978-44270871	1.3785
1_MACS_peak_15316_lociStitched	chr19(.):44288499-44289630	1.1676
2_MACS_peak_15317_lociStitched	chr19(.):44598533-44599345	0.7016
1_MACS_peak_15319_lociStitched	chr19(.):44716557-44717067	0.8682
1_MACS_peak_15320_lociStitched	chr19(.):44848056-44848340	0.4916
1_MACS_peak_15321_lociStitched	chr19(.):45004109-45004567	1.3671
1_MACS_peak_15322_lociStitched	chr19(.):45147043-45147556	0.9461
1_MACS_peak_15323_lociStitched	chr19(.):45156864-45157830	1.6022
1_MACS_peak_15324_lociStitched	chr19(.):45195153-45195894	0.6262
2_MACS_peak_15325_lociStitched	chr19(.):45223851-45225576	1.0457
2_MACS_peak_15327_lociStitched	chr19(.):45250848-45252791	1.1393
2_MACS_peak_15329_lociStitched	chr19(.):45255628-45258616	1.1953
2_MACS_peak_15331_lociStitched	chr19(.):45393041-45395216	1.3644
1_MACS_peak_15333_lociStitched	chr19(.):45418394-45418645	0.4483
2_MACS_peak_15334_lociStitched	chr19(.):45457582-45459210	1.4259
1_MACS_peak_15336_lociStitched	chr19(.):45502635-45503531	0.885
2_MACS_peak_15337_lociStitched	chr19(.):45504157-45505337	1.6724
1_MACS_peak_15339_lociStitched	chr19(.):45518284-45521198	1.9095
1_MACS_peak_15340_lociStitched	chr19(.):45542216-45543136	2.0686
1_MACS_peak_15341_lociStitched	chr19(.):45549253-45551590	1.2368
1_MACS_peak_15342_lociStitched	chr19(.):45552293-45553621	1.3672
1_MACS_peak_15343_lociStitched	chr19(.):45578830-45579816	1.8306
1_MACS_peak_15344_lociStitched	chr19(.):45582024-45583118	1.9839
1_MACS_peak_15345_lociStitched	chr19(.):45594973-45597285	1.9088
1_MACS_peak_15346_lociStitched	chr19(.):45621096-45622286	1.2016
2_MACS_peak_15347_lociStitched	chr19(.):45639387-45642037	2.5254
2_MACS_peak_15349_lociStitched	chr19(.):45681117-45683292	1.1929
1_MACS_peak_15351_lociStitched	chr19(.):45873464-45873821	1.0294
1_MACS_peak_15352_lociStitched	chr19(.):45908687-45910295	2.3334
2_MACS_peak_15353_lociStitched	chr19(.):45922306-45923504	0.9042
2_MACS_peak_15355_lociStitched	chr19(.):45926316-45927984	1.1447
1_MACS_peak_15357_lociStitched	chr19(.):45942821-45943500	0.9848
1_MACS_peak_15358_lociStitched	chr19(.):45947664-45948109	0.7882
2_MACS_peak_15359_lociStitched	chr19(.):45953347-45954962	1.1277
2_MACS_peak_15361_lociStitched	chr19(.):45972019-45973142	0.9345
1_MACS_peak_15363_lociStitched	chr19(.):45981826-45982440	2.1152
2_MACS_peak_15364_lociStitched	chr19(.):46009867-46011138	0.9158
1_MACS_peak_15366_lociStitched	chr19(.):46087162-46088174	1.798
1_MACS_peak_15367_lociStitched	chr19(.):46144720-46145872	1.7061
1_MACS_peak_15368_lociStitched	chr19(.):46184935-46185342	0.7756
2_MACS_peak_15369_lociStitched	chr19(.):46194759-46196774	1.2109
2_MACS_peak_15371_lociStitched	chr19(.):46209209-46210837	1.1079
1_MACS_peak_15373_lociStitched	chr19(.):46219954-46220502	0.8333
1_MACS_peak_15374_lociStitched	chr19(.):46233523-46234217	0.9062
1_MACS_peak_15375_lociStitched	chr19(.):46295511-46296155	1.2233
2_MACS_peak_15376_lociStitched	chr19(.):46312539-46314124	0.9511
1_MACS_peak_15378_lociStitched	chr19(.):46365757-46366524	1.9759
1_MACS_peak_15379_lociStitched	chr19(.):46388611-46389498	1.3152
1_MACS_peak_15380_lociStitched	chr19(.):46390055-46390661	1.2985
1_MACS_peak_15381_lociStitched	chr19(.):46519879-46520171	0.462
2_MACS_peak_15382_lociStitched	chr19(.):46849863-46850830	1.4203
1_MACS_peak_15384_lociStitched	chr19(.):46853648-46853884	0.3743
1_MACS_peak_15385_lociStitched	chr19(.):47103558-47105114	2.7558
1_MACS_peak_15386_lociStitched	chr19(.):47164813-47165125	1.1308
1_MACS_peak_15387_lociStitched	chr19(.):47217012-47221630	1.7817
3_MACS_peak_15388_lociStitched	chr19(.):47248602-47250186	1.5465
3_MACS_peak_15391_lociStitched	chr19(.):47287581-47291834	1.3885
1_MACS_peak_15394_lociStitched	chr19(.):47353505-47354177	1.0529
1_MACS_peak_15395_lociStitched	chr19(.):47363561-47364895	2.1215
1_MACS_peak_15396_lociStitched	chr19(.):47457440-47458953	1.3951
1_MACS_peak_15397_lociStitched	chr19(.):47538586-47539212	1.1963
1_MACS_peak_15398_lociStitched	chr19(.):47551552-47551947	1.4801
1_MACS_peak_15399_lociStitched	chr19(.):47614174-47617630	3.8889
1_MACS_peak_15400_lociStitched	chr19(.):47634077-47635458	1.9043
2_MACS_peak_15401_lociStitched	chr19(.):47660518-47662019	0.7306
1_MACS_peak_15403_lociStitched	chr19(.):47704855-47705247	0.6548
1_MACS_peak_15404_lociStitched	chr19(.):47714161-47714670	0.8654
1_MACS_peak_15405_lociStitched	chr19(.):47728698-47731608	2.4667
2_MACS_peak_15406_lociStitched	chr19(.):47733218-47735133	1.3105
1_MACS_peak_15408_lociStitched	chr19(.):47744506-47744970	0.7667
1_MACS_peak_15409_lociStitched	chr19(.):47747014-47747652	1.4123
1_MACS_peak_15410_lociStitched	chr19(.):47759222-47761320	1.4591
1_MACS_peak_15411_lociStitched	chr19(.):47765185-47766957	1.6531
2_MACS_peak_15412_lociStitched	chr19(.):47776298-47778607	1.6651
1_MACS_peak_15414_lociStitched	chr19(.):47852674-47853139	0.8426
1_MACS_peak_15415_lociStitched	chr19(.):47987112-47988414	2.1291
1_MACS_peak_15416_lociStitched	chr19(.):47990945-47991325	1.1245
2_MACS_peak_15417_lociStitched	chr19(.):48017376-48019416	1.2028
1_MACS_peak_15419_lociStitched	chr19(.):48103888-48104215	0.5735
1_MACS_peak_15420_lociStitched	chr19(.):48111191-48113793	1.61
1_MACS_peak_15421_lociStitched	chr19(.):48248774-48249185	3.2687
1_MACS_peak_15422_lociStitched	chr19(.):48281484-48282369	2.0539
1_MACS_peak_15423_lociStitched	chr19(.):48613626-48614202	1.0443
1_MACS_peak_15424_lociStitched	chr19(.):48625167-48626035	0.7897
1_MACS_peak_15425_lociStitched	chr19(.):48673115-48674581	3.0346
2_MACS_peak_15426_lociStitched	chr19(.):48706831-48708208	0.9028
1_MACS_peak_15428_lociStitched	chr19(.):48752712-48753232	0.946
1_MACS_peak_15429_lociStitched	chr19(.):48758830-48759299	2.385
1_MACS_peak_15430_lociStitched	chr19(.):48762791-48763720	1.1719
2_MACS_peak_15431_lociStitched	chr19(.):48824626-48826148	1.3341
1_MACS_peak_15433_lociStitched	chr19(.):48826700-48827156	0.7797
1_MACS_peak_15434_lociStitched	chr19(.):48833546-48834306	1.3198
2_MACS_peak_15435_lociStitched	chr19(.):48835283-48837659	1.6628
2_MACS_peak_15437_lociStitched	chr19(.):48866466-48868656	1.5637
1_MACS_peak_15439_lociStitched	chr19(.):48880232-48883882	1.5387
1_MACS_peak_15440_lociStitched	chr19(.):48887141-48890763	1.6517
1_MACS_peak_15441_lociStitched	chr19(.):48893008-48895013	2.2689
1_MACS_peak_15442_lociStitched	chr19(.):48901401-48902151	1.0454
1_MACS_peak_15443_lociStitched	chr19(.):48921687-48922065	0.563
1_MACS_peak_15444_lociStitched	chr19(.):48948664-48949885	1.597
1_MACS_peak_15445_lociStitched	chr19(.):48972474-48973111	1.6035
1_MACS_peak_15446_lociStitched	chr19(.):48994013-48994497	0.8486
1_MACS_peak_15447_lociStitched	chr19(.):48996137-48996516	1.2449
2_MACS_peak_15448_lociStitched	chr19(.):49121737-49123239	1.1617
1_MACS_peak_15450_lociStitched	chr19(.):49127462-49127955	0.8583
2_MACS_peak_15451_lociStitched	chr19(.):49137106-49139424	1.1787
2_MACS_peak_15453_lociStitched	chr19(.):49140125-49141597	0.9664
1_MACS_peak_15455_lociStitched	chr19(.):49149206-49150071	1.261
1_MACS_peak_15456_lociStitched	chr19(.):49164137-49164522	0.6245
1_MACS_peak_15457_lociStitched	chr19(.):49223921-49224492	1.0755
1_MACS_peak_15458_lociStitched	chr19(.):49313841-49314701	1.5639
1_MACS_peak_15459_lociStitched	chr19(.):49319442-49319924	0.6915
1_MACS_peak_15460_lociStitched	chr19(.):49352280-49352712	0.7603
3_MACS_peak_15461_lociStitched	chr19(.):49375551-49379769	1.9886
1_MACS_peak_15464_lociStitched	chr19(.):49394754-49395405	0.9848
1_MACS_peak_15465_lociStitched	chr19(.):49403587-49404345	1.1003
1_MACS_peak_15466_lociStitched	chr19(.):49458180-49458694	1.5623
3_MACS_peak_15467_lociStitched	chr19(.):49466463-49469213	1.0484
2_MACS_peak_15470_lociStitched	chr19(.):49481605-49483035	1.3085
3_MACS_peak_15472_lociStitched	chr19(.):49495863-49497676	0.9296
1_MACS_peak_15475_lociStitched	chr19(.):49588439-49589285	2.6575
1_MACS_peak_15476_lociStitched	chr19(.):49617911-49618291	0.4841
1_MACS_peak_15477_lociStitched	chr19(.):49621898-49622521	2.2114
1_MACS_peak_15478_lociStitched	chr19(.):49711455-49711883	0.9246
2_MACS_peak_15479_lociStitched	chr19(.):49717516-49718964	0.9859
1_MACS_peak_15481_lociStitched	chr19(.):49891358-49891858	0.8029
1_MACS_peak_15482_lociStitched	chr19(.):49954482-49955075	1.711
2_MACS_peak_15483_lociStitched	chr19(.):49955967-49957941	1.7521
2_MACS_peak_15485_lociStitched	chr19(.):49960816-49962468	0.9366
2_MACS_peak_15487_lociStitched	chr19(.):49977039-49977970	1.0655
3_MACS_peak_15489_lociStitched	chr19(.):49990092-49992533	1.0228
2_MACS_peak_15492_lociStitched	chr19(.):49998937-50000589	1.0518
1_MACS_peak_15494_lociStitched	chr19(.):50003103-50004489	1.1089
1_MACS_peak_15495_lociStitched	chr19(.):50091638-50092147	1.0904
3_MACS_peak_15496_lociStitched	chr19(.):50092699-50095781	1.4695
3_MACS_peak_15499_lociStitched	chr19(.):50143026-50146079	1.4555
2_MACS_peak_15502_lociStitched	chr19(.):50166627-50169646	1.1654
2_MACS_peak_15504_lociStitched	chr19(.):50178702-50181686	1.9709
1_MACS_peak_15506_lociStitched	chr19(.):50270243-50270689	0.7804
1_MACS_peak_15507_lociStitched	chr19(.):50312476-50313166	1.1575
1_MACS_peak_15508_lociStitched	chr19(.):50316048-50316977	1.364
1_MACS_peak_15509_lociStitched	chr19(.):50321100-50322346	1.121
1_MACS_peak_15510_lociStitched	chr19(.):50353876-50354988	1.7533
1_MACS_peak_15511_lociStitched	chr19(.):50370081-50371163	1.6252
1_MACS_peak_15512_lociStitched	chr19(.):50372946-50373354	0.9407
1_MACS_peak_15513_lociStitched	chr19(.):50379010-50381749	2.2477
2_MACS_peak_15514_lociStitched	chr19(.):50399998-50401097	0.8479
1_MACS_peak_15516_lociStitched	chr19(.):50431726-50433349	2.7575
1_MACS_peak_15517_lociStitched	chr19(.):50468600-50469780	0.9249
2_MACS_peak_15518_lociStitched	chr19(.):50528131-50529664	1.0729
1_MACS_peak_15520_lociStitched	chr19(.):50879648-50880165	2.519
1_MACS_peak_15521_lociStitched	chr19(.):50887476-50888232	1.9817
1_MACS_peak_15522_lociStitched	chr19(.):50979693-50980309	2.2025
2_MACS_peak_15523_lociStitched	chr19(.):51014046-51015083	0.831
1_MACS_peak_15525_lociStitched	chr19(.):51306950-51308630	2.3868
1_MACS_peak_15526_lociStitched	chr19(.):52110008-52110427	0.5877
1_MACS_peak_15527_lociStitched	chr19(.):52489628-52490109	0.7103
1_MACS_peak_15528_lociStitched	chr19(.):52511488-52511899	0.9051
1_MACS_peak_15529_lociStitched	chr19(.):52531329-52532174	0.9254
1_MACS_peak_15530_lociStitched	chr19(.):52598389-52599038	0.9506
1_MACS_peak_15531_lociStitched	chr19(.):52642714-52643225	0.8039
1_MACS_peak_15532_lociStitched	chr19(.):52693198-52694102	2.1167
1_MACS_peak_15533_lociStitched	chr19(.):52772798-52773551	1.3249
1_MACS_peak_15534_lociStitched	chr19(.):52800381-52800836	0.7992
1_MACS_peak_15535_lociStitched	chr19(.):53030900-53031319	0.7548
1_MACS_peak_15536_lociStitched	chr19(.):53073507-53073863	0.6313
1_MACS_peak_15537_lociStitched	chr19(.):53237822-53238327	0.8775
1_MACS_peak_15538_lociStitched	chr19(.):53324540-53324930	0.4196
1_MACS_peak_15539_lociStitched	chr19(.):53868955-53869490	1.3805
1_MACS_peak_15540_lociStitched	chr19(.):53898314-53898826	1.2743
1_MACS_peak_15541_lociStitched	chr19(.):53935179-53935650	0.598
1_MACS_peak_15542_lociStitched	chr19(.):54606123-54606555	0.6788
1_MACS_peak_15543_lociStitched	chr19(.):54618606-54619202	1.6132
1_MACS_peak_15544_lociStitched	chr19(.):54641400-54642256	4.5961
2_MACS_peak_15545_lociStitched	chr19(.):54662922-54664317	1.0772
3_MACS_peak_15547_lociStitched	chr19(.):54692755-54695593	1.2538
1_MACS_peak_15550_lociStitched	chr19(.):54704125-54705383	1.511
2_MACS_peak_15551_lociStitched	chr19(.):54862471-54864447	0.9339
1_MACS_peak_15553_lociStitched	chr19(.):54881448-54882241	1.0545
1_MACS_peak_15554_lociStitched	chr19(.):54889566-54889916	0.4712
1_MACS_peak_15555_lociStitched	chr19(.):54899742-54900667	1.3647
2_MACS_peak_15556_lociStitched	chr19(.):54959252-54961212	1.5513
1_MACS_peak_15558_lociStitched	chr19(.):54974099-54975063	1.5238
1_MACS_peak_15559_lociStitched	chr19(.):54975624-54976078	0.688
1_MACS_peak_15560_lociStitched	chr19(.):55009470-55009835	0.5671
1_MACS_peak_15561_lociStitched	chr19(.):55219532-55219888	0.4568
3_MACS_peak_15562_lociStitched	chr19(.):55448623-55451038	0.8912
1_MACS_peak_15565_lociStitched	chr19(.):55460462-55460865	0.8619
2_MACS_peak_15566_lociStitched	chr19(.):55469570-55471888	1.1606
2_MACS_peak_15568_lociStitched	chr19(.):55478357-55480019	1.1511
1_MACS_peak_15570_lociStitched	chr19(.):55484729-55485125	0.7031
2_MACS_peak_15571_lociStitched	chr19(.):55516920-55517910	0.9434
1_MACS_peak_15573_lociStitched	chr19(.):55574045-55574568	0.7623
2_MACS_peak_15574_lociStitched	chr19(.):55580145-55583844	2.0019
1_MACS_peak_15576_lociStitched	chr19(.):55628298-55628788	1.0217
1_MACS_peak_15577_lociStitched	chr19(.):55764138-55766531	1.4677
5_MACS_peak_15578_lociStitched	chr19(.):55767628-55771782	1.2753
2_MACS_peak_15583_lociStitched	chr19(.):55786876-55788602	0.8293
2_MACS_peak_15585_lociStitched	chr19(.):55790718-55792746	1.0968
1_MACS_peak_15587_lociStitched	chr19(.):55795361-55795884	1.1268
2_MACS_peak_15588_lociStitched	chr19(.):55812983-55813928	0.6478
2_MACS_peak_15590_lociStitched	chr19(.):55818577-55820810	1.4901
2_MACS_peak_15592_lociStitched	chr19(.):55849492-55852788	1.3848
4_MACS_peak_15594_lociStitched	chr19(.):55894786-55897921	0.9886
2_MACS_peak_15598_lociStitched	chr19(.):55918433-55920196	1.738
1_MACS_peak_15600_lociStitched	chr19(.):55972518-55973072	1.0195
1_MACS_peak_15601_lociStitched	chr19(.):55987887-55988219	1.5532
1_MACS_peak_15602_lociStitched	chr19(.):56110475-56112343	2.2451
1_MACS_peak_15603_lociStitched	chr19(.):56116672-56117478	1.0939
1_MACS_peak_15604_lociStitched	chr19(.):56135654-56136030	2.7059
1_MACS_peak_15605_lociStitched	chr19(.):56146262-56146916	1.2912
1_MACS_peak_15606_lociStitched	chr19(.):56151979-56152757	1.3702
2_MACS_peak_15607_lociStitched	chr19(.):56154456-56155305	0.8401
1_MACS_peak_15609_lociStitched	chr19(.):56159290-56159712	0.6726
1_MACS_peak_15610_lociStitched	chr19(.):56165126-56167509	2.6655
1_MACS_peak_15611_lociStitched	chr19(.):56186537-56187284	1.4656
1_MACS_peak_15612_lociStitched	chr19(.):56189029-56189545	0.8676
3_MACS_peak_15613_lociStitched	chr19(.):56329397-56332562	1.3068
2_MACS_peak_15616_lociStitched	chr19(.):56340641-56343167	1.5433
2_MACS_peak_15618_lociStitched	chr19(.):56349009-56350893	1.2776
1_MACS_peak_15620_lociStitched	chr19(.):56631205-56633050	1.9826
1_MACS_peak_15621_lociStitched	chr19(.):56647451-56648851	1.0779
1_MACS_peak_15622_lociStitched	chr19(.):56652248-56653035	1.462
1_MACS_peak_15623_lociStitched	chr19(.):56825321-56826636	1.4066
1_MACS_peak_15624_lociStitched	chr19(.):56904554-56904954	2.0857
1_MACS_peak_15625_lociStitched	chr19(.):56915102-56916069	2.1631
1_MACS_peak_15626_lociStitched	chr19(.):57106624-57107002	0.8868
1_MACS_peak_15627_lociStitched	chr19(.):57702864-57703228	0.8965
1_MACS_peak_15628_lociStitched	chr19(.):57751533-57752593	1.4417
2_MACS_peak_15629_lociStitched	chr19(.):57791241-57792714	1.8651
2_MACS_peak_15631_lociStitched	chr19(.):57793577-57795457	1.1697
1_MACS_peak_15633_lociStitched	chr19(.):57831434-57832483	1.629
1_MACS_peak_15634_lociStitched	chr19(.):57874839-57875374	1.0455
1_MACS_peak_15635_lociStitched	chr19(.):57901180-57901791	1.1847
1_MACS_peak_15636_lociStitched	chr19(.):57988443-57988941	0.9096
1_MACS_peak_15637_lociStitched	chr19(.):57999079-57999618	0.8958
1_MACS_peak_15638_lociStitched	chr19(.):58011202-58011795	1.0506
1_MACS_peak_15639_lociStitched	chr19(.):58070654-58071218	1.0706
1_MACS_peak_15640_lociStitched	chr19(.):58089888-58090292	0.5547
1_MACS_peak_15641_lociStitched	chr19(.):58125586-58126083	0.8029
1_MACS_peak_15642_lociStitched	chr19(.):58193322-58193780	1.2862
1_MACS_peak_15643_lociStitched	chr19(.):58238533-58239118	1.038
1_MACS_peak_15644_lociStitched	chr19(.):58258113-58258732	1.7134
1_MACS_peak_15645_lociStitched	chr19(.):58281006-58281555	1.3629
1_MACS_peak_15646_lociStitched	chr19(.):58325654-58326322	0.9696
1_MACS_peak_15647_lociStitched	chr19(.):58331026-58331596	0.9054
1_MACS_peak_15648_lociStitched	chr19(.):58361272-58361555	0.6971
1_MACS_peak_15649_lociStitched	chr19(.):58427624-58427985	0.5133
1_MACS_peak_15650_lociStitched	chr19(.):58513872-58514317	0.7111
1_MACS_peak_15651_lociStitched	chr19(.):58661664-58662148	1.3187
1_MACS_peak_15652_lociStitched	chr19(.):58694315-58695186	1.1322
1_MACS_peak_15653_lociStitched	chr19(.):58790278-58790707	0.7484
1_MACS_peak_15654_lociStitched	chr19(.):58816719-58817391	1.1008
1_MACS_peak_15655_lociStitched	chr19(.):58838323-58838798	1.2137
1_MACS_peak_15656_lociStitched	chr19(.):58891677-58892542	1.9426
2_MACS_peak_15657_lociStitched	chr19(.):58897623-58898949	1.8834
1_MACS_peak_15659_lociStitched	chr19(.):58962990-58963621	0.9065
1_MACS_peak_15660_lociStitched	chr19(.):58978430-58979184	1.1333
1_MACS_peak_15661_lociStitched	chr19(.):59030473-59031263	1.1792
1_MACS_peak_15662_lociStitched	chr19(.):59055674-59056802	1.5007
2_MACS_peak_15663_lociStitched	chr19(.):59065963-59067087	0.8012
2_MACS_peak_15665_lociStitched	chr19(.):59069003-59071506	1.745
1_MACS_peak_15667_lociStitched	chr19(.):59084088-59084929	1.6176
1_MACS_peak_15668_lociStitched	chr19(.):59086773-59087151	1.1715
1_MACS_peak_15669_lociStitched	chr2(.):23684-24117	0.4394
2_MACS_peak_15670_lociStitched	chr2(.):264034-265503	1.1661
2_MACS_peak_15672_lociStitched	chr2(.):676456-678018	1.6849
1_MACS_peak_15674_lociStitched	chr2(.):1660426-1661845	0.9841
1_MACS_peak_15675_lociStitched	chr2(.):2617333-2617839	0.8035
1_MACS_peak_15676_lociStitched	chr2(.):2711397-2711794	0.6195
2_MACS_peak_15677_lociStitched	chr2(.):2874477-2876091	0.687
2_MACS_peak_15679_lociStitched	chr2(.):3154634-3156255	0.785
1_MACS_peak_15681_lociStitched	chr2(.):3170008-3170550	0.9142
2_MACS_peak_15682_lociStitched	chr2(.):3381128-3382103	0.8275
1_MACS_peak_15684_lociStitched	chr2(.):3383316-3384067	1.5984
2_MACS_peak_15685_lociStitched	chr2(.):3430376-3431817	0.8929
1_MACS_peak_15687_lociStitched	chr2(.):3465361-3466152	1.4215
1_MACS_peak_15688_lociStitched	chr2(.):3522141-3523753	3.09
1_MACS_peak_15689_lociStitched	chr2(.):3605109-3606619	1.7334
2_MACS_peak_15690_lociStitched	chr2(.):3622390-3623869	2.3061
1_MACS_peak_15692_lociStitched	chr2(.):3656408-3656758	0.4554
2_MACS_peak_15693_lociStitched	chr2(.):4073723-4074780	0.543
1_MACS_peak_15695_lociStitched	chr2(.):5768428-5768831	0.8781
1_MACS_peak_15696_lociStitched	chr2(.):5835565-5838065	1.9827
2_MACS_peak_15697_lociStitched	chr2(.):5840189-5841700	0.7557
2_MACS_peak_15699_lociStitched	chr2(.):6063755-6065198	0.7473
2_MACS_peak_15701_lociStitched	chr2(.):7005516-7006411	1.1246
1_MACS_peak_15703_lociStitched	chr2(.):7057518-7058265	1.2083
1_MACS_peak_15704_lociStitched	chr2(.):7085581-7086251	0.97
1_MACS_peak_15705_lociStitched	chr2(.):7806544-7807158	1.0745
2_MACS_peak_15706_lociStitched	chr2(.):7842410-7843988	0.7278
1_MACS_peak_15708_lociStitched	chr2(.):8136721-8137220	0.548
1_MACS_peak_15709_lociStitched	chr2(.):8442452-8443541	0.7566
1_MACS_peak_15710_lociStitched	chr2(.):8618198-8618625	0.7086
1_MACS_peak_15711_lociStitched	chr2(.):8628585-8629131	0.7889
2_MACS_peak_15712_lociStitched	chr2(.):8654106-8657137	1.6794
1_MACS_peak_15714_lociStitched	chr2(.):8662381-8664035	0.8966
1_MACS_peak_15715_lociStitched	chr2(.):8682353-8685215	1.7758
4_MACS_peak_15716_lociStitched	chr2(.):8744973-8747830	0.9697
2_MACS_peak_15720_lociStitched	chr2(.):8818295-8819599	0.8439
1_MACS_peak_15722_lociStitched	chr2(.):8821269-8821662	1.0713
1_MACS_peak_15723_lociStitched	chr2(.):8824916-8826027	1.7921
1_MACS_peak_15724_lociStitched	chr2(.):8977116-8977757	1.7771
1_MACS_peak_15725_lociStitched	chr2(.):9143872-9144666	1.0361
1_MACS_peak_15726_lociStitched	chr2(.):9318801-9319229	0.9949
1_MACS_peak_15727_lociStitched	chr2(.):9347135-9347868	0.7808
2_MACS_peak_15728_lociStitched	chr2(.):9446539-9448317	1.2417
2_MACS_peak_15730_lociStitched	chr2(.):9562757-9564682	1.6421
1_MACS_peak_15732_lociStitched	chr2(.):9571036-9571560	0.7904
1_MACS_peak_15733_lociStitched	chr2(.):9614297-9615313	1.1609
2_MACS_peak_15734_lociStitched	chr2(.):9687850-9689532	0.8879
1_MACS_peak_15736_lociStitched	chr2(.):9691504-9692088	0.5719
2_MACS_peak_15737_lociStitched	chr2(.):9695235-9696779	1.4949
1_MACS_peak_15739_lociStitched	chr2(.):9748359-9749152	0.6349
1_MACS_peak_15740_lociStitched	chr2(.):9770134-9771349	2.9648
1_MACS_peak_15741_lociStitched	chr2(.):9788170-9790079	1.2562
1_MACS_peak_15742_lociStitched	chr2(.):9983089-9984855	1.2811
1_MACS_peak_15743_lociStitched	chr2(.):10054391-10054933	0.672
2_MACS_peak_15744_lociStitched	chr2(.):10091184-10092494	0.9585
1_MACS_peak_15746_lociStitched	chr2(.):10104473-10106065	1.2737
2_MACS_peak_15747_lociStitched	chr2(.):10183705-10184827	1.3701
1_MACS_peak_15749_lociStitched	chr2(.):10220504-10221129	0.7706
2_MACS_peak_15750_lociStitched	chr2(.):10259876-10264021	2.7528
3_MACS_peak_15752_lociStitched	chr2(.):10442135-10445146	1.3466
1_MACS_peak_15755_lociStitched	chr2(.):10465139-10465823	0.8839
2_MACS_peak_15756_lociStitched	chr2(.):10517126-10519058	1.668
2_MACS_peak_15758_lociStitched	chr2(.):10522245-10524631	1.2064
3_MACS_peak_15760_lociStitched	chr2(.):10548549-10551190	0.9696
1_MACS_peak_15763_lociStitched	chr2(.):10574843-10575139	0.5953
3_MACS_peak_15764_lociStitched	chr2(.):10585775-10589345	2.0439
1_MACS_peak_15767_lociStitched	chr2(.):10829581-10830641	1.6337
2_MACS_peak_15768_lociStitched	chr2(.):10861129-10862376	1.6917
1_MACS_peak_15770_lociStitched	chr2(.):10885311-10885870	0.8328
2_MACS_peak_15771_lociStitched	chr2(.):10929991-10933828	1.5392
1_MACS_peak_15773_lociStitched	chr2(.):10951810-10953042	2.2807
1_MACS_peak_15774_lociStitched	chr2(.):11295508-11296113	2.6043
1_MACS_peak_15775_lociStitched	chr2(.):11300779-11301957	1.1596
1_MACS_peak_15776_lociStitched	chr2(.):11415837-11416129	0.5741
1_MACS_peak_15777_lociStitched	chr2(.):11483937-11485478	1.7329
3_MACS_peak_15778_lociStitched	chr2(.):11512295-11514023	0.6904
2_MACS_peak_15781_lociStitched	chr2(.):11517673-11519335	1.3597
1_MACS_peak_15783_lociStitched	chr2(.):11605557-11606597	1.4756
1_MACS_peak_15784_lociStitched	chr2(.):11622621-11624023	1.0778
1_MACS_peak_15785_lociStitched	chr2(.):11638134-11641793	1.6867
1_MACS_peak_15786_lociStitched	chr2(.):11642897-11643265	0.488
4_MACS_peak_15787_lociStitched	chr2(.):11645140-11648452	1.0875
2_MACS_peak_15791_lociStitched	chr2(.):11883616-11892052	2.1476
1_MACS_peak_15793_lociStitched	chr2(.):11892656-11895969	2.1493
1_MACS_peak_15794_lociStitched	chr2(.):11897546-11897908	0.8253
1_MACS_peak_15795_lociStitched	chr2(.):12403228-12403586	0.941
1_MACS_peak_15796_lociStitched	chr2(.):12552388-12553071	0.7184
2_MACS_peak_15797_lociStitched	chr2(.):12856344-12857943	1.3516
