REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_18008_lociStitched	chr7	106503733	106515069	2	10674	25324.624	367	1	PIK3CG		PIK3CG	367	1
2_MACS_peak_18195_lociStitched	chr7	138787781	138805098	2	10661	25608.3796	368	1	ZC3HAV1	TTC26	ZC3HAV1	368	1
1_MACS_peak_15135_lociStitched	chr4	144294732	144305390	1	10659	23442.271	369	1	GAB1		GAB1	369	1
3_MACS_peak_16755_lociStitched	chr6	44213182	44233895	3	10643	19930.0486	370	1	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	370	1
3_MACS_peak_18761_lociStitched	chr8	98642543	98660589	3	10642	35023.6768	371	1	MTDH		MTDH	371	1
3_MACS_peak_16636_lociStitched	chr6	36081147	36101374	3	10628	20676.0394	372	1	MAPK13		MAPK13	372	1
1_MACS_peak_18812_lociStitched	chr8	103539857	103550456	1	10600	44319.7185	373	1		ODF1	ODF1	373	1
1_MACS_peak_984_lociStitched	chr1	109930741	109941340	1	10600	22101.0348	374	1	SORT1	PSMA5	SORT1	374	1
3_MACS_peak_14320_lociStitched	chr3	156391295	156404840	3	10596	11545.758	375	1	TIPARP,LOC100287227		TIPARP	375	1
1_MACS_peak_9000_lociStitched	chr18	9060286	9070868	1	10583	26208.4394	376	1		NDUFV2	NDUFV2	376	1
5_MACS_peak_2870_lociStitched	chr10	134349932	134366446	5	10577	9720.1404	377	1	INPP5A		INPP5A	377	1
1_MACS_peak_16377_lociStitched	chr6	25403753	25414325	1	10573	11753.9496	378	1	LRRC16A		LRRC16A	378	1
1_MACS_peak_3740_lociStitched	chr11	100573587	100584152	1	10566	24887.9705	379	1	ARHGAP42		ARHGAP42	379	1
2_MACS_peak_19699_lociStitched	chr9	130730899	130744389	2	10561	21389.744	380	1	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	380	1
2_MACS_peak_19108_lociStitched	chr9	5617227	5632693	2	10551	19929.4876	381	1	KIAA1432	KIAA1432	KIAA1432	381	1
4_MACS_peak_6055_lociStitched	chr14	103557140	103578976	4	10546	14802.6244	382	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	382	1
1_MACS_peak_12424_lociStitched	chr20	45978312	45988847	1	10536	42086.2715	383	1	ZMYND8	LOC100131496	ZMYND8	383	1
3_MACS_peak_15003_lociStitched	chr4	108949383	108960404	3	10533	18589.1207	384	1	HADH		HADH	384	1
4_MACS_peak_436_lociStitched	chr1	28558554	28577334	4	10527	20917.164	385	1	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	385	1
2_MACS_peak_8123_lociStitched	chr17	27218651	27230791	2	10512	28379.678	386	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	386	1
1_MACS_peak_9264_lociStitched	chr18	60821297	60831806	1	10510	63888.4146	387	1	BCL2		BCL2	387	1
4_MACS_peak_20423_lociStitched	chrX	126116400	126128282	4	10491	7995.3978	388	1			CXorf64	388	1
2_MACS_peak_20451_lociStitched	chrX	129298434	129311265	2	10486	28169.1774	389	1	RAB33A,AIFM1	AIFM1	RAB33A	389	1
3_MACS_peak_5859_lociStitched	chr14	75946281	75962448	3	10484	11476.9533	390	1		JDP2,BATF	BATF	390	1
4_MACS_peak_1458_lociStitched	chr1	161675762	161698969	4	10474	23139.6997	391	1	FCRLA,FCRLB	FCGR2B,DUSP12,ATF6,RPL31P11	FCRLB	391	1
1_MACS_peak_6456_lociStitched	chr15	56656260	56666725	1	10466	39243.75	392	1	TEX9		TEX9	392	1
2_MACS_peak_16374_lociStitched	chr6	25366400	25379067	2	10464	14238.9747	393	1	LRRC16A		LRRC16A	393	1
4_MACS_peak_7233_lociStitched	chr16	22194659	22208290	4	10450	18461.8264	394	1		EEF2K	EEF2K	394	1
4_MACS_peak_7024_lociStitched	chr16	3054081	3074911	4	10444	26972.767	395	1	CLDN9,TNFRSF12A,THOC6,CLDN6,HCFC1R1	KREMEN2,PAQR4,LOC283875,MMP25,IL32,PKMYT1,CCDC64B	CLDN9	395	1
2_MACS_peak_4184_lociStitched	chr12	25203761	25217469	2	10438	30710.0324	396	1	LRMP		LRMP	396	1
2_MACS_peak_9762_lociStitched	chr19	13204790	13217432	2	10426	28457.142	397	1	NFIX,LYL1,TRMT1	NACC1,IER2,STX10	LYL1	397	1
2_MACS_peak_18929_lociStitched	chr8	128800196	128814372	2	10426	27056.3136	398	1	PVT1,MIR1204		PVT1	398	1
4_MACS_peak_18316_lociStitched	chr7	156792832	156810300	4	10423	19889.0648	399	1	MNX1		MNX1	399	1
5_MACS_peak_14485_lociStitched	chr3	186703518	186719663	5	10421	9504.5615	400	1	ST6GAL1	ST6GAL1	ST6GAL1	400	1
3_MACS_peak_20573_lociStitched	chrX	153596705	153609053	3	10398	12753.0144	401	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	401	1
1_MACS_peak_17670_lociStitched	chr7	50343022	50353407	1	10386	60771.9815	402	1	IKZF1		IKZF1	402	1
2_MACS_peak_3853_lociStitched	chr11	118304399	118321219	2	10385	31693.926	403	1	MLL	ATP5L	MLL	403	1
1_MACS_peak_15427_lociStitched	chr5	36872957	36883340	1	10384	21907.0917	404	1	NIPBL		NIPBL	404	1
1_MACS_peak_3227_lociStitched	chr11	58339243	58349623	1	10381	38370.708	405	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	405	1
1_MACS_peak_9298_lociStitched	chr18	72918194	72928572	1	10379	41991.4636	406	1	TSHZ1,ZADH2		TSHZ1	406	1
2_MACS_peak_14544_lociStitched	chr3	195621193	195637424	2	10374	25391.7764	407	1	TNK2		TNK2	407	1
2_MACS_peak_19470_lociStitched	chr9	98266967	98279464	2	10292	23109.4524	408	1	PTCH1		PTCH1	408	1
2_MACS_peak_5242_lociStitched	chr13	47229135	47243575	2	10275	10151.32	409	1	LRCH1		LRCH1	409	1
2_MACS_peak_4493_lociStitched	chr12	57071150	57084680	2	10263	25108.974	410	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	410	1
3_MACS_peak_6748_lociStitched	chr15	80351014	80366214	3	10254	14765.28	411	1	ZFAND6		ZFAND6	411	1
2_MACS_peak_2691_lociStitched	chr10	104400915	104412856	2	10250	23280.1736	412	1	TRIM8		TRIM8	412	1
5_MACS_peak_13237_lociStitched	chr22	39398556	39421814	5	10233	18873.867	413	1	APOBEC3C,APOBEC3D	APOBEC3A,APOBEC3B,APOBEC3F	APOBEC3C	413	1
1_MACS_peak_4293_lociStitched	chr12	46118204	46128434	1	10231	34430.088	414	1	ARID2,LOC400027		ARID2	414	1
5_MACS_peak_1346_lociStitched	chr1	155210574	155233011	5	10219	15369.345	415	1	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	415	1
3_MACS_peak_10451_lociStitched	chr19	49990040	50005306	3	10206	17189.516	416	1	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	416	1
1_MACS_peak_12158_lociStitched	chr20	17944803	17954996	1	10194	28417.0647	417	1	C20orf72,SNX5	SNORD17	C20orf72	417	1
1_MACS_peak_17980_lociStitched	chr7	104649645	104659831	1	10187	44778.6746	418	1	MLL5,LOC100216545		MLL5	418	1
1_MACS_peak_6131_lociStitched	chr15	20884543	20894719	1	10177	18557.9712	419	1	BCL8		BCL8	419	1
3_MACS_peak_9300_lociStitched	chr18	74765753	74780192	3	10176	23590.4382	420	1	MBP	MBP	MBP	420	1
2_MACS_peak_5885_lociStitched	chr14	81394450	81409722	2	10173	19523.7248	421	1	C14orf145	TSHR	C14orf145	421	1
1_MACS_peak_3414_lociStitched	chr11	65335131	65345299	1	10169	26259.8768	422	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	422	1
1_MACS_peak_20524_lociStitched	chrX	149737058	149747225	1	10168	16440.039	423	1	MTM1		MTM1	423	1
4_MACS_peak_4240_lociStitched	chr12	31738767	31758111	4	10168	15252.744	424	1	DENND5B	C12orf72	DENND5B	424	1
1_MACS_peak_15904_lociStitched	chr5	139486081	139496234	1	10154	20072.481	425	1	PURA	C5orf53	PURA	425	1
3_MACS_peak_10554_lociStitched	chr19	55031754	55045308	3	10146	14322.5118	426	1	KIR3DX1	LAIR2,LILRA2,CDC42EP5	KIR3DX1	426	1
3_MACS_peak_12816_lociStitched	chr21	44580440	44598071	3	10140	24487.6959	427	1	CRYAA		CRYAA	427	1
3_MACS_peak_2974_lociStitched	chr11	6623548	6641260	3	10134	16272.0144	428	1	ILK,RRP8,TAF10,TPP1	DCHS1	TAF10	428	1
2_MACS_peak_15273_lociStitched	chr4	186123531	186135812	2	10131	19921.0101	429	1	SNX25,KIAA1430		SNX25	429	1
3_MACS_peak_8200_lociStitched	chr17	32691268	32707342	3	10118	9885.51	430	1		CCL8,CCL13,CCL1	CCL1	430	1
2_MACS_peak_19651_lociStitched	chr9	127622510	127636616	2	10115	18037.3422	431	1	ARPC5L,RPL35	WDR38	ARPC5L	431	1
3_MACS_peak_14514_lociStitched	chr3	193787795	193804350	3	10089	16909.277	432	1		HES1	HES1	432	1
3_MACS_peak_12596_lociStitched	chr20	62256911	62274659	3	10087	26721.3888	433	1	GMEB2,STMN3	RTEL1	GMEB2	433	1
2_MACS_peak_13319_lociStitched	chr22	42141706	42152338	2	10075	20716.452	434	1	MEI1	CCDC134	CCDC134	434	1
4_MACS_peak_9571_lociStitched	chr19	7400985	7415831	4	10075	16433.0374	435	1		ARHGEF18	ARHGEF18	435	1
1_MACS_peak_16871_lociStitched	chr6	79780013	79790069	1	10057	13643.9808	436	1	PHIP		PHIP	436	1
2_MACS_peak_15249_lociStitched	chr4	185200893	185210994	2	10050	26799.9732	437	1			ENPP6	437	1
1_MACS_peak_16917_lociStitched	chr6	90059659	90069705	1	10047	23962.7238	438	1	UBE2J1	GABRR2	UBE2J1	438	1
3_MACS_peak_19688_lociStitched	chr9	130532691	130550068	3	10043	24682.2908	439	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	439	1
3_MACS_peak_4470_lociStitched	chr12	56508720	56523990	3	10039	25206.189	440	1	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	440	1
2_MACS_peak_2731_lociStitched	chr10	111826916	111839228	2	10034	13343.7456	441	1	ADD3		ADD3	441	1
2_MACS_peak_14699_lociStitched	chr4	14166448	14182344	2	10026	14082.2664	442	1			LOC152742	442	1
2_MACS_peak_16402_lociStitched	chr6	26355471	26367856	2	10017	17804.676	443	1	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	443	1
3_MACS_peak_5384_lociStitched	chr13	111357036	111370932	3	10007	25683.9768	444	1	ING1,CARS2		ING1	444	1
4_MACS_peak_16527_lociStitched	chr6	31618808	31634909	4	9993	22438.3536	445	1	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	445	1
1_MACS_peak_15702_lociStitched	chr5	109024028	109034010	1	9983	13684.3238	446	1	MAN2A1		MAN2A1	446	1
3_MACS_peak_10962_lociStitched	chr2	48124079	48135364	3	9979	22175.025	447	1	FBXO11	FBXO11	FBXO11	447	1
2_MACS_peak_1331_lociStitched	chr1	154966821	154979418	2	9967	36999.9084	448	1	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	448	1
3_MACS_peak_7599_lociStitched	chr16	70461678	70473998	3	9966	10865.008	449	1	ST3GAL2	FUK	ST3GAL2	449	1
3_MACS_peak_13193_lociStitched	chr22	38022896	38037396	3	9964	11555.05	450	1	GGA1,SH3BP1	PDXP,LGALS1,NOL12,LGALS2	SH3BP1	450	1
3_MACS_peak_11427_lociStitched	chr2	120059794	120069932	3	9960	8782.5494	451	1	C2orf76		C2orf76	451	1
2_MACS_peak_15685_lociStitched	chr5	100224916	100241534	2	9958	11654.2034	452	1	ST8SIA4		ST8SIA4	452	1
4_MACS_peak_8737_lociStitched	chr17	72732444	72751279	4	9951	9894.0255	453	1	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	MIR3615	453	1
2_MACS_peak_4236_lociStitched	chr12	31469943	31480209	2	9944	22872.648	454	1	FLJ13224,FAM60A		FLJ13224	454	1
5_MACS_peak_9391_lociStitched	chr19	1847660	1865522	5	9930	15030.873	455	1	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	455	1
2_MACS_peak_18462_lociStitched	chr8	28558138	28570430	2	9923	14641.0012	456	1	EXTL3		EXTL3	456	1
5_MACS_peak_5608_lociStitched	chr14	50318069	50336352	5	9893	16456.5283	457	1	SDCCAG1	ARF6	SDCCAG1	457	1
5_MACS_peak_9546_lociStitched	chr19	6516047	6533402	5	9886	11431.7385	458	1	TNFSF9	DENND1C,TUBB4	TNFSF9	458	1
2_MACS_peak_1759_lociStitched	chr1	206728553	206738501	2	9873	22347.1872	459	1	RASSF5	LGTN	RASSF5	459	1
2_MACS_peak_4722_lociStitched	chr12	104317919	104327969	2	9865	28540.995	460	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	460	1
1_MACS_peak_5339_lociStitched	chr13	91993849	92003709	1	9861	31240.424	461	1	MIR17HG,MIR17,MIR18A,MIR20A,MIR19B1,MIR19A,MIR92A1	GPC5	MIR17HG	461	1
2_MACS_peak_1515_lociStitched	chr1	167682488	167693196	2	9853	17019.2952	462	1	MPZL1		MPZL1	462	1
2_MACS_peak_3275_lociStitched	chr11	61593489	61603630	2	9851	27444.5883	463	1	FADS2	FEN1,MIR611,C11orf10,MIR1908,FADS1	FADS2	463	1
2_MACS_peak_11838_lociStitched	chr2	219080672	219095780	2	9843	15089.8704	464	1	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	464	1
3_MACS_peak_7814_lociStitched	chr17	1725911	1739180	3	9838	18358.9884	465	1	RPA1,SMYD4		SMYD4	465	1
2_MACS_peak_1394_lociStitched	chr1	156709483	156723018	2	9829	24945.005	466	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	HDGF	466	1
1_MACS_peak_12810_lociStitched	chr21	44218947	44228769	1	9823	14818.4514	467	1			WDR4	467	1
4_MACS_peak_3643_lociStitched	chr11	77152947	77169486	4	9822	10012.7106	468	1	PAK1		PAK1	468	1
2_MACS_peak_15007_lociStitched	chr4	109279156	109295050	2	9804	17836.2468	469	1			LOC641518	469	1
3_MACS_peak_1376_lociStitched	chr1	156115781	156128779	3	9802	12394.8928	470	1	SEMA4A	LMNA,SLC25A44	SEMA4A	470	1
1_MACS_peak_11011_lociStitched	chr2	60775403	60785203	1	9801	24374.56	471	1	BCL11A		BCL11A	471	1
3_MACS_peak_19974_lociStitched	chrX	13014848	13027255	3	9797	12104.2692	472	1		TMSB4X,FAM9C	TMSB4X	472	1
1_MACS_peak_15886_lociStitched	chr5	138719980	138729772	1	9793	28999.008	473	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	473	1
3_MACS_peak_17040_lociStitched	chr6	113946603	113956559	3	9754	11226.3856	474	1			MARCKS	474	1
3_MACS_peak_18705_lociStitched	chr8	86086943	86103746	3	9750	19681.3539	475	1	E2F5	C8orf59	E2F5	475	1
2_MACS_peak_17936_lociStitched	chr7	101376549	101391533	2	9749	17027.8176	476	1			CUX1	476	1
2_MACS_peak_6972_lociStitched	chr16	2009263	2023149	2	9744	17736.5878	477	1	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,RPS2,SNORA10,SNORA64	GFER,SYNGR3,NPW,HS3ST6,SEPX1,RPL3L,NOXO1,ZNF598	RNF151	477	1
1_MACS_peak_6881_lociStitched	chr15	93442656	93452375	1	9720	26935.2366	478	1	CHD2,MIR3175	LOC100507217	MIR3175	478	1
2_MACS_peak_5268_lociStitched	chr13	50648782	50658506	2	9710	16974.2144	479	1	DLEU1,DLEU2	MIR16-1,MIR15A	DLEU1	479	1
3_MACS_peak_7721_lociStitched	chr16	87415802	87428355	3	9707	17619.3908	480	1	MAP1LC3B,FBXO31		FBXO31	480	1
3_MACS_peak_3524_lociStitched	chr11	68032192	68050246	3	9692	19794.4056	481	1	C11orf24	LRP5	C11orf24	481	1
4_MACS_peak_8451_lociStitched	chr17	43505375	43524146	4	9692	11577.9528	482	1	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	482	1
2_MACS_peak_14559_lociStitched	chr3	196357797	196371019	2	9686	21841.4218	483	1	LRRC33		LRRC33	483	1
1_MACS_peak_2490_lociStitched	chr10	81001346	81010996	1	9651	18206.655	484	1	ZMIZ1		PPIF	484	1
3_MACS_peak_9795_lociStitched	chr19	14182149	14203476	3	9647	15547.383	485	1	LOC113230,SAMD1,PRKACA	RLN3,IL27RA,PALM3,ASF1B	SAMD1	485	1
2_MACS_peak_18956_lociStitched	chr8	134695641	134708516	2	9642	8046.875	486	1			ST3GAL1	486	1
3_MACS_peak_13024_lociStitched	chr22	24537426	24554077	3	9599	17030.6428	487	1	CABIN1	SUSD2	SUSD2	487	1
5_MACS_peak_15366_lociStitched	chr5	14203615	14219820	5	9597	7329.5215	488	1	TRIO		TRIO	488	1
5_MACS_peak_6480_lociStitched	chr15	59808551	59837149	5	9590	12297.14	489	1	FAM81A		GCNT3	489	1
1_MACS_peak_14877_lociStitched	chr4	78735668	78745256	1	9589	27720.8256	490	1	CNOT6L	MRPL1	CNOT6L	490	1
2_MACS_peak_3317_lociStitched	chr11	62597649	62610972	2	9584	31771.3581	491	1	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	491	1
1_MACS_peak_5369_lociStitched	chr13	103243263	103252844	1	9582	28820.6061	492	1	TPP2		TPP2	492	1
2_MACS_peak_397_lociStitched	chr1	27018410	27029197	2	9579	22517.8625	493	1	ARID1A		ARID1A	493	1
3_MACS_peak_3589_lociStitched	chr11	73489487	73500695	3	9579	29007.4248	494	1	MRPL48	RAB6A	MRPL48	494	1
2_MACS_peak_9234_lociStitched	chr18	55888603	55898945	2	9569	8469.0638	495	1	NEDD4L		NEDD4L	495	1
1_MACS_peak_4300_lociStitched	chr12	46776182	46785733	1	9552	23336.9134	496	1		SLC38A2	SLC38A2	496	1
2_MACS_peak_19434_lociStitched	chr9	94179844	94192474	2	9538	13631.559	497	1	NFIL3		NFIL3	497	1
4_MACS_peak_4638_lociStitched	chr12	92932548	92950656	4	9538	8869.2984	498	1			CLLU1OS	498	1
4_MACS_peak_9181_lociStitched	chr18	47616858	47635241	4	9529	8978.2572	499	1	MYO5B	MIR4320	MIR4320	499	1
4_MACS_peak_7724_lociStitched	chr16	87798451	87815013	4	9519	17825.6806	500	1	KLHDC4		KLHDC4	500	1
2_MACS_peak_18828_lociStitched	chr8	104416923	104429502	2	9511	15852.0558	501	1	DCAF13,SLC25A32	CTHRC1	DCAF13	501	1
4_MACS_peak_13993_lociStitched	chr3	98480185	98495528	4	9511	7797.3126	502	1	ST3GAL6		ST3GAL6	502	1
1_MACS_peak_4271_lociStitched	chr12	40007198	40016678	1	9481	16119.792	503	1	ABCD2	C12orf40	ABCD2	503	1
2_MACS_peak_18115_lociStitched	chr7	128572561	128582514	2	9479	29626.0998	504	1	IRF5	KCP	IRF5	504	1
2_MACS_peak_6188_lociStitched	chr15	28963015	28974557	2	9476	8838.8636	505	1		WHAMML2	WHAMML2	505	1
2_MACS_peak_14049_lociStitched	chr3	111257396	111268424	2	9474	11356.6344	506	1	CD96	ZBED2	CD96	506	1
2_MACS_peak_18573_lociStitched	chr8	54926006	54935973	2	9465	32055.8654	507	1	TCEA1		TCEA1	507	1
2_MACS_peak_3963_lociStitched	chr11	131240048	131249815	2	9458	7620.2134	508	1	NTM		NTM	508	1
5_MACS_peak_11756_lociStitched	chr2	202040923	202059146	5	9448	11453.1555	509	1	CASP10	CASP8	CASP10	509	1
3_MACS_peak_11866_lociStitched	chr2	220109498	220120028	3	9438	14052.285	510	1	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	510	1
2_MACS_peak_11899_lociStitched	chr2	227697568	227710991	2	9428	36113.2392	511	1	RHBDD1	IRS1	RHBDD1	511	1
1_MACS_peak_19724_lociStitched	chr9	131444404	131453828	1	9425	25869.8224	512	1	SET	PKN3,WDR34,ZDHHC12	SET	512	1
2_MACS_peak_2523_lociStitched	chr10	89839078	89853486	2	9416	15814.2208	513	1			PTEN	513	1
3_MACS_peak_1084_lociStitched	chr1	118170181	118181757	3	9410	12117.7568	514	1	FAM46C		FAM46C	514	1
1_MACS_peak_9216_lociStitched	chr18	52983072	52992477	1	9406	41489.217	515	1	TCF4		TCF4	515	1
2_MACS_peak_18674_lociStitched	chr8	77615318	77624736	2	9390	13087.2528	516	1	ZFHX4	LOC100192378	LOC100192378	516	1
2_MACS_peak_3431_lociStitched	chr11	65654710	65668021	2	9389	20335.2147	517	1	CCDC85B,FIBP,FOSL1	MUS81,CTSW,DRAP1,TSGA10IP,CFL1,EFEMP2,C11orf68	CCDC85B	517	1
2_MACS_peak_12447_lociStitched	chr20	48284480	48294990	2	9384	11635.621	518	1	B4GALT5		B4GALT5	518	1
1_MACS_peak_8295_lociStitched	chr17	38015823	38025205	1	9383	32381.0348	519	1	ZPBP2,IKZF3	GSDMB	IKZF3	519	1
3_MACS_peak_17759_lociStitched	chr7	74057170	74073091	3	9373	19718.1585	520	1	GTF2I		GTF2I	520	1
2_MACS_peak_14517_lociStitched	chr3	193812918	193823140	2	9371	17375.3556	521	1		HES1	HES1	521	1
2_MACS_peak_1405_lociStitched	chr1	159036022	159048466	2	9361	13368.5892	522	1	AIM2		AIM2	522	1
3_MACS_peak_17567_lociStitched	chr7	34786058	34796291	3	9356	6302.5047	523	1	NPSR1,AAA1		AAA1	523	1
1_MACS_peak_6452_lociStitched	chr15	55692641	55701994	1	9354	50008.6204	524	1	FLJ27352,CCPG1	MIR628	CCPG1	524	1
2_MACS_peak_18274_lociStitched	chr7	150124006	150134701	2	9352	31182.342	525	1	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	525	1
1_MACS_peak_14397_lociStitched	chr3	176911201	176920546	1	9346	25625.859	526	1	TBL1XR1		TBL1XR1	526	1
1_MACS_peak_8442_lociStitched	chr17	43298198	43307533	1	9336	35822.129	527	1	FMNL1	LOC100133991,C17orf46	FMNL1	527	1
3_MACS_peak_7038_lociStitched	chr16	3199194	3216335	3	9332	13892.7805	528	1		ZNF205,ZNF213,OR1F1,OR1F2P,MGC3771	ZNF213	528	1
2_MACS_peak_15109_lociStitched	chr4	140128052	140137411	2	9327	14131.1541	529	1			C4orf49	529	1
4_MACS_peak_2283_lociStitched	chr10	43899867	43917156	4	9324	12515.5071	530	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	530	1
3_MACS_peak_4731_lociStitched	chr12	104850097	104862218	3	9319	12756.1404	531	1	CHST11		CHST11	531	1
3_MACS_peak_13401_lociStitched	chr22	50623498	50640657	3	9308	12031.8908	532	1	TRABD,SELO	MOV10L1,PANX2,TUBGCP6,HDAC10	SELO	532	1
4_MACS_peak_9364_lociStitched	chr19	1237102	1249891	4	9306	12574.1448	533	1	ATP5D,MIDN,C19orf26	STK11,CIRBP,C19orf24,EFNA2,C19orf23	ATP5D	533	1
1_MACS_peak_18439_lociStitched	chr8	27217311	27226615	1	9305	15249.256	534	1	PTK2B	TRIM35	PTK2B	534	1
2_MACS_peak_18286_lociStitched	chr7	150775123	150785834	2	9304	21371.6583	535	1	AGAP3,FASTK,TMUB1	ABCB8,ACCN3,SLC4A2,CDK5	TMUB1	535	1
2_MACS_peak_3784_lociStitched	chr11	109816260	109830267	2	9283	30540.8628	536	1			ZC3H12C	536	1
2_MACS_peak_6303_lociStitched	chr15	41219668	41235431	2	9283	14673.7767	537	1	DLL4	VPS18,CHAC1	DLL4	537	1
2_MACS_peak_3675_lociStitched	chr11	82771749	82785193	2	9280	16017.1816	538	1	RAB30	SNORA70E	RAB30	538	1
2_MACS_peak_13506_lociStitched	chr3	13455110	13470260	2	9278	15000.015	539	1	NUP210		NUP210	539	1
1_MACS_peak_7624_lociStitched	chr16	73084045	73093305	1	9261	10004.504	540	1	ZFHX3	HTA,ZFHX3	ZFHX3	540	1
3_MACS_peak_20556_lociStitched	chrX	153188469	153201611	3	9260	22462.3064	541	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	541	1
1_MACS_peak_11119_lociStitched	chr2	69868576	69877832	1	9257	16719.1128	542	1	AAK1		AAK1	542	1
1_MACS_peak_1711_lociStitched	chr1	203288620	203297865	1	9246	21191.389	543	1		BTG2,LOC730227,FMOD	BTG2	543	1
3_MACS_peak_7009_lociStitched	chr16	2721776	2738341	3	9234	18234.752	544	1	KCTD5	FLJ42627,PRSS27	KCTD5	544	1
4_MACS_peak_7123_lociStitched	chr16	11762315	11784405	4	9234	12383.654	545	1	SNN,TXNDC11		SNN	545	1
2_MACS_peak_10433_lociStitched	chr19	49457208	49472126	2	9213	31948.3888	546	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	546	1
3_MACS_peak_8132_lociStitched	chr17	27886935	27900256	3	9212	18510.8616	547	1	TP53I13,ABHD15	ANKRD13B,GIT1,CORO6	ABHD15	547	1
3_MACS_peak_16658_lociStitched	chr6	37122519	37140764	3	9205	14561.3345	548	1	PIM1		PIM1	548	1
2_MACS_peak_16190_lociStitched	chr5	180642769	180653886	2	9188	13624.9952	549	1	TRIM41	TRIM7,SNORD96A,SNORD95,GNB2L1,TRIM52	TRIM41	549	1
2_MACS_peak_14916_lociStitched	chr4	87854484	87868931	2	9187	22837.8176	550	1	AFF1	C4orf36	AFF1	550	1
3_MACS_peak_923_lociStitched	chr1	94167305	94181811	3	9185	9713.2176	551	1		BCAR3	BCAR3	551	1
2_MACS_peak_2600_lociStitched	chr10	98026803	98036000	2	9168	18489.6488	552	1	BLNK	DNTT	BLNK	552	1
2_MACS_peak_9315_lociStitched	chr18	75332592	75345845	2	9167	27965.1553	553	1			GALR1	553	1
3_MACS_peak_12495_lociStitched	chr20	52225149	52241297	3	9167	27671.2128	554	1		ZNF217	ZNF217	554	1
3_MACS_peak_1293_lociStitched	chr1	153812867	153828546	3	9165	9283.5359	555	1	GATAD2B		SLC27A3	555	1
5_MACS_peak_3495_lociStitched	chr11	67186038	67212587	5	9156	16441.7957	556	1	CARNS1,RPS6KB2,PTPRCAP,CORO1B	RAD9A,TBC1D10C,CABP4,AIP,CLCF1,PPP1CA,GPR152,TMEM134	RPS6KB2	556	1
1_MACS_peak_4150_lociStitched	chr12	14920627	14929779	1	9153	22317.152	557	1	H2AFJ,HIST4H4	C12orf60,WBP11,C12orf69	HIST4H4	557	1
2_MACS_peak_16014_lociStitched	chr5	156692372	156701718	2	9145	18505.08	558	1	CYFIP2		CYFIP2	558	1
