REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam
1_MACS_peak_7254_lociStitched	chr16	24740019	24742449	1	2431	3882.4109999999996
1_MACS_peak_9604_lociStitched	chr19	8508797	8511227	1	2431	3676.5899999999997
1_MACS_peak_6692_lociStitched	chr15	76134932	76137361	1	2430	2927.9166
1_MACS_peak_13263_lociStitched	chr22	39784184	39786613	1	2430	3622.3677000000002
1_MACS_peak_13481_lociStitched	chr3	10027735	10030164	1	2430	2651.0105999999996
1_MACS_peak_17786_lociStitched	chr7	75290837	75293266	1	2430	2237.3519
1_MACS_peak_18017_lociStitched	chr7	107530791	107533220	1	2430	4929.6555
1_MACS_peak_234_lociStitched	chr1	16824377	16826805	1	2429	3405.7556
1_MACS_peak_8563_lociStitched	chr17	48449175	48451603	1	2429	8126.2732000000005
1_MACS_peak_11092_lociStitched	chr2	65583952	65586380	1	2429	2682.2116
1_MACS_peak_13081_lociStitched	chr22	30162139	30164567	1	2429	4205.5388
1_MACS_peak_14721_lociStitched	chr4	22600477	22602905	1	2429	2007.956
2_MACS_peak_17467_lociStitched	chr7	20258803	20261231	2	2422	1855.7204
1_MACS_peak_1493_lociStitched	chr1	165666561	165668988	1	2428	4521.2583
1_MACS_peak_4267_lociStitched	chr12	33740509	33742936	1	2428	1629.9732
1_MACS_peak_6694_lociStitched	chr15	76302744	76305171	1	2428	1949.6091000000001
2_MACS_peak_8654_lociStitched	chr17	61698673	61701100	2	2252	2033.5833
1_MACS_peak_15568_lociStitched	chr5	72860039	72862466	1	2428	2959.7265
1_MACS_peak_1177_lociStitched	chr1	147140929	147143355	1	2427	4562.093
1_MACS_peak_7330_lociStitched	chr16	29984193	29986619	1	2427	2692.86
1_MACS_peak_11833_lociStitched	chr2	217081477	217083903	1	2427	1770.7374
1_MACS_peak_18561_lociStitched	chr8	48920254	48922680	1	2427	3364.1342
1_MACS_peak_448_lociStitched	chr1	28878588	28881013	1	2426	2946.1325
1_MACS_peak_2359_lociStitched	chr10	65224643	65227068	1	2426	2472.2875000000004
1_MACS_peak_2522_lociStitched	chr10	89823701	89826126	1	2426	1345.1475
1_MACS_peak_19166_lociStitched	chr9	32571473	32573898	1	2426	2258.645
1_MACS_peak_3571_lociStitched	chr11	72503678	72506102	1	2425	4991.500800000001
2_MACS_peak_16588_lociStitched	chr6	33420795	33423219	2	2407	2138.2104
1_MACS_peak_2453_lociStitched	chr10	75254319	75256742	1	2424	4935.4087
1_MACS_peak_11034_lociStitched	chr2	62114103	62116526	1	2424	3920.6563
1_MACS_peak_11507_lociStitched	chr2	136632350	136634773	1	2424	2869.3165999999997
1_MACS_peak_17261_lociStitched	chr6	157018592	157021015	1	2424	1315.9313
1_MACS_peak_18445_lociStitched	chr8	27693724	27696147	1	2424	3813.802
1_MACS_peak_7167_lociStitched	chr16	15067889	15070311	1	2423	5216.745800000001
1_MACS_peak_7704_lociStitched	chr16	85574961	85577383	1	2423	1639.9362
1_MACS_peak_14799_lociStitched	chr4	52709114	52711536	1	2423	2201.8402
1_MACS_peak_17519_lociStitched	chr7	26437251	26439673	1	2423	4870.3998
1_MACS_peak_18375_lociStitched	chr8	17103147	17105569	1	2423	2508.2232000000004
1_MACS_peak_18586_lociStitched	chr8	56902736	56905158	1	2423	1786.7094
1_MACS_peak_4437_lociStitched	chr12	54474663	54477084	1	2422	1916.4635999999998
1_MACS_peak_2010_lociStitched	chr1	236957776	236960196	1	2421	3640.406
1_MACS_peak_8466_lociStitched	chr17	44367131	44369551	1	2421	2699.9939999999997
1_MACS_peak_13961_lociStitched	chr3	75483331	75485751	1	2421	2349.82
1_MACS_peak_9273_lociStitched	chr18	61088240	61090659	1	2420	6082.333600000001
2_MACS_peak_14754_lociStitched	chr4	38997144	38999563	2	2375	1652.6608
1_MACS_peak_6523_lociStitched	chr15	64646639	64649057	1	2419	2560.9038
1_MACS_peak_8316_lociStitched	chr17	38572656	38575074	1	2419	3284.1276000000003
2_MACS_peak_10461_lociStitched	chr19	50268846	50271264	2	2061	2223.1092
1_MACS_peak_12798_lociStitched	chr21	43618394	43620812	1	2419	3859.128
1_MACS_peak_17022_lociStitched	chr6	110499891	110502309	1	2419	2947.3002
1_MACS_peak_18479_lociStitched	chr8	29951944	29954362	1	2419	3730.0068
1_MACS_peak_19275_lociStitched	chr9	41953486	41955904	1	2419	5464.679999999999
1_MACS_peak_6528_lociStitched	chr15	64751892	64754309	1	2418	4619.6121
1_MACS_peak_10647_lociStitched	chr19	58837320	58839737	1	2418	3299.4467
1_MACS_peak_19627_lociStitched	chr9	125026217	125028634	1	2418	4630.972
1_MACS_peak_841_lociStitched	chr1	78223913	78226329	1	2417	3789.7376
1_MACS_peak_2848_lociStitched	chr10	131907935	131910351	1	2417	3567.9487999999997
3_MACS_peak_10292_lociStitched	chr19	45504039	45506455	3	2204	3711.7008
1_MACS_peak_11100_lociStitched	chr2	68429957	68432373	1	2417	1961.3088
1_MACS_peak_13636_lociStitched	chr3	39296534	39298950	1	2417	2236.7327999999998
1_MACS_peak_14101_lociStitched	chr3	120460142	120462558	1	2417	3722.8143999999998
1_MACS_peak_6866_lociStitched	chr15	91497708	91500123	1	2416	6171.774
1_MACS_peak_12119_lociStitched	chr20	6301840	6304255	1	2416	3665.7285
1_MACS_peak_18224_lociStitched	chr7	143076864	143079278	1	2415	3413.3959999999997
1_MACS_peak_18668_lociStitched	chr8	76234709	76237123	1	2415	2653.4688
1_MACS_peak_3124_lociStitched	chr11	34936838	34939250	1	2413	5785.9056
1_MACS_peak_8181_lociStitched	chr17	30333782	30336194	1	2413	4135.132799999999
1_MACS_peak_8394_lociStitched	chr17	41362734	41365146	1	2413	3497.1587999999997
1_MACS_peak_10126_lociStitched	chr19	38754266	38756678	1	2413	3186.0108
1_MACS_peak_12343_lociStitched	chr20	36722088	36724500	1	2413	1982.1816
1_MACS_peak_17709_lociStitched	chr7	65445436	65447848	1	2413	2795.9904
1_MACS_peak_759_lociStitched	chr1	55351261	55353672	1	2412	1471.9155
1_MACS_peak_7201_lociStitched	chr16	19078152	19080563	1	2412	6864.5992
1_MACS_peak_7892_lociStitched	chr17	6543028	6545439	1	2412	2540.9529
1_MACS_peak_8090_lociStitched	chr17	21452694	21455105	1	2412	1284.5808000000002
1_MACS_peak_13609_lociStitched	chr3	33758339	33760750	1	2412	3361.1751
1_MACS_peak_13821_lociStitched	chr3	52028122	52030533	1	2412	3442.4258
1_MACS_peak_19044_lociStitched	chr8	145668386	145670797	1	2412	3725.2360999999996
1_MACS_peak_20206_lociStitched	chrX	54208129	54210540	1	2412	4117.5058
1_MACS_peak_3823_lociStitched	chr11	114309518	114311928	1	2411	3129.3849999999998
1_MACS_peak_4081_lociStitched	chr12	8378703	8381113	1	2411	3069.135
1_MACS_peak_8334_lociStitched	chr17	40117519	40119929	1	2411	4101.338
1_MACS_peak_10372_lociStitched	chr19	47759124	47761534	1	2411	2191.172
1_MACS_peak_14139_lociStitched	chr3	126700795	126703205	1	2411	2435.305
1_MACS_peak_20183_lociStitched	chrX	49124798	49127208	1	2411	4545.742
1_MACS_peak_2548_lociStitched	chr10	91572943	91575352	1	2410	1268.5793999999999
2_MACS_peak_19891_lociStitched	chr9	140044029	140046438	2	2252	1361.0849999999998
1_MACS_peak_564_lociStitched	chr1	38411546	38413954	1	2409	2373.5656
1_MACS_peak_583_lociStitched	chr1	40063053	40065461	1	2409	1600.3568
1_MACS_peak_8849_lociStitched	chr17	76743459	76745867	1	2409	1366.7808
1_MACS_peak_12017_lociStitched	chr2	242575358	242577766	1	2409	2643.7432000000003
1_MACS_peak_13039_lociStitched	chr22	25842747	25845155	1	2409	2894.6567999999997
1_MACS_peak_6766_lociStitched	chr15	82796814	82799220	1	2407	2109.8214
1_MACS_peak_14434_lociStitched	chr3	182815902	182818308	1	2407	3732.4278
1_MACS_peak_18425_lociStitched	chr8	23313480	23315886	1	2407	2880.9444
1_MACS_peak_4761_lociStitched	chr12	108934254	108936659	1	2406	1750.359
1_MACS_peak_5850_lociStitched	chr14	75592521	75594926	1	2406	5201.7745
1_MACS_peak_16933_lociStitched	chr6	91181942	91184347	1	2406	1765.27
1_MACS_peak_20257_lociStitched	chrX	69653156	69655561	1	2406	2148.8675
2_MACS_peak_620_lociStitched	chr1	43231555	43233959	2	2269	2236.922
1_MACS_peak_4646_lociStitched	chr12	93380722	93383126	1	2405	2064.5552000000002
1_MACS_peak_10908_lociStitched	chr2	43385070	43387474	1	2405	2759.792
1_MACS_peak_16990_lociStitched	chr6	108581233	108583637	1	2405	3647.5892000000003
2_MACS_peak_17367_lociStitched	chr7	1198419	1200823	2	2306	2086.4316
1_MACS_peak_1669_lociStitched	chr1	200087380	200089783	1	2404	1606.6458
1_MACS_peak_5542_lociStitched	chr14	31090136	31092539	1	2404	2938.6287
1_MACS_peak_9160_lociStitched	chr18	43753081	43755484	1	2404	4129.3152
2_MACS_peak_9914_lociStitched	chr19	18302507	18304910	2	2190	1706.8509000000001
1_MACS_peak_12722_lociStitched	chr21	34733016	34735419	1	2404	2254.0139999999997
1_MACS_peak_13761_lociStitched	chr3	49274945	49277348	1	2404	1799.3664
1_MACS_peak_15319_lociStitched	chr5	472002	474405	1	2404	3879.1629000000003
1_MACS_peak_5169_lociStitched	chr13	34115779	34118181	1	2403	2998.6567999999997
2_MACS_peak_7915_lociStitched	chr17	7306513	7308915	2	2394	2441.633
1_MACS_peak_8236_lociStitched	chr17	35305412	35307814	1	2403	3761.7722000000003
1_MACS_peak_18211_lociStitched	chr7	140395685	140398087	1	2403	5271.4292
1_MACS_peak_2276_lociStitched	chr10	43132523	43134924	1	2402	2913.3734
1_MACS_peak_30_lociStitched	chr1	1309348	1311748	1	2401	4245.12
1_MACS_peak_12845_lociStitched	chr21	45718626	45721026	1	2401	4950.72
1_MACS_peak_13899_lociStitched	chr3	61235692	61238092	1	2401	2486.1600000000003
1_MACS_peak_15272_lociStitched	chr4	186092040	186094440	1	2401	1402.3200000000002
1_MACS_peak_18228_lociStitched	chr7	143532332	143534732	1	2401	2349.36
1_MACS_peak_3819_lociStitched	chr11	113745158	113747557	1	2400	5607.9024
2_MACS_peak_7709_lociStitched	chr16	85720907	85723306	2	2317	1981.0942
1_MACS_peak_8693_lociStitched	chr17	65713066	65715465	1	2400	2375.9696
1_MACS_peak_15341_lociStitched	chr5	5421424	5423823	1	2400	4200.4091
1_MACS_peak_17793_lociStitched	chr7	75676360	75678759	1	2400	4038.9564
2_MACS_peak_18771_lociStitched	chr8	99836723	99839122	2	2319	3145.089
1_MACS_peak_19002_lociStitched	chr8	144716813	144719212	1	2400	4964.0108
1_MACS_peak_5749_lociStitched	chr14	67115846	67118244	1	2399	1821.281
1_MACS_peak_7642_lociStitched	chr16	75598696	75601094	1	2399	1852.2151999999999
1_MACS_peak_15556_lociStitched	chr5	70584739	70587137	1	2399	2253.4006
1_MACS_peak_19763_lociStitched	chr9	132596313	132598711	1	2399	1740.7082
1_MACS_peak_9966_lociStitched	chr19	19976384	19978781	1	2398	5678.493
2_MACS_peak_11611_lociStitched	chr2	172778223	172780620	2	2350	2083.2327
1_MACS_peak_3473_lociStitched	chr11	66622900	66625296	1	2397	3486.4196
1_MACS_peak_5001_lociStitched	chr12	123942017	123944413	1	2397	6726.5304
1_MACS_peak_11498_lociStitched	chr2	134876877	134879273	1	2397	3083.6519999999996
1_MACS_peak_20347_lociStitched	chrX	103355746	103358142	1	2397	1843.0031999999999
1_MACS_peak_419_lociStitched	chr1	27815327	27817722	1	2396	3646.8665
1_MACS_peak_858_lociStitched	chr1	84542483	84544878	1	2396	3663.1525
1_MACS_peak_10777_lociStitched	chr2	25141625	25144020	1	2396	2565.045
2_MACS_peak_18588_lociStitched	chr8	56985604	56987999	2	2345	3604.475
1_MACS_peak_19008_lociStitched	chr8	144909960	144912355	1	2396	5680.221500000001
1_MACS_peak_19020_lociStitched	chr8	145085252	145087647	1	2396	3632.257
1_MACS_peak_7061_lociStitched	chr16	3929033	3931427	1	2395	5605.5509999999995
1_MACS_peak_8032_lociStitched	chr17	18246320	18248714	1	2395	2188.8342
1_MACS_peak_10714_lociStitched	chr2	10182877	10185271	1	2395	2178.3006
1_MACS_peak_14866_lociStitched	chr4	77068331	77070725	1	2395	3406.1832
1_MACS_peak_3119_lociStitched	chr11	34459492	34461885	1	2394	4538.8031
1_MACS_peak_17570_lociStitched	chr7	35030432	35032825	1	2394	1864.1470000000002
1_MACS_peak_903_lociStitched	chr1	92763113	92765505	1	2393	4517.7704
1_MACS_peak_11510_lociStitched	chr2	136873570	136875962	1	2393	2867.2904000000003
1_MACS_peak_14371_lociStitched	chr3	169939423	169941815	1	2393	4954.3104
1_MACS_peak_15694_lociStitched	chr5	103787493	103789885	1	2393	2701.2855999999997
1_MACS_peak_18006_lociStitched	chr7	106299404	106301796	1	2393	3199.2999999999997
1_MACS_peak_1841_lociStitched	chr1	219346578	219348969	1	2392	3446.3874
1_MACS_peak_4453_lociStitched	chr12	56108790	56111181	1	2392	3876.2892
1_MACS_peak_7420_lociStitched	chr16	46822067	46824458	1	2392	1401.6042000000002
1_MACS_peak_13660_lociStitched	chr3	42844369	42846760	1	2392	3525.5294999999996
1_MACS_peak_390_lociStitched	chr1	26797805	26800195	1	2391	4247.268999999999
1_MACS_peak_2315_lociStitched	chr10	51621996	51624386	1	2391	1658.6599999999999
1_MACS_peak_3035_lociStitched	chr11	12195027	12197417	1	2391	2045.6009999999999
1_MACS_peak_6684_lociStitched	chr15	75869895	75872285	1	2391	3114.4089999999997
2_MACS_peak_11398_lociStitched	chr2	113402553	113404943	2	2322	3519.5139999999997
2_MACS_peak_3451_lociStitched	chr11	66055573	66057962	2	2340	3570.8383
1_MACS_peak_5062_lociStitched	chr12	133286318	133288707	1	2390	3561.5211999999997
1_MACS_peak_7358_lociStitched	chr16	30440052	30442441	1	2390	2349.5815000000002
1_MACS_peak_12882_lociStitched	chr22	16191600	16193989	1	2390	3116.2116
1_MACS_peak_13673_lociStitched	chr3	44517386	44519775	1	2390	2475.7207
1_MACS_peak_14964_lociStitched	chr4	100324141	100326530	1	2390	1759.4985000000001
1_MACS_peak_125_lociStitched	chr1	8702318	8704706	1	2389	2403.2832
1_MACS_peak_6814_lociStitched	chr15	86336561	86338949	1	2389	1715.0615999999998
1_MACS_peak_11036_lociStitched	chr2	62265555	62267943	1	2389	2384.6568
1_MACS_peak_11102_lociStitched	chr2	68567017	68569404	1	2388	2176.4666
1_MACS_peak_18410_lociStitched	chr8	22875047	22877434	1	2388	3480.0072999999998
1_MACS_peak_18861_lociStitched	chr8	119122525	119124912	1	2388	3000.459
1_MACS_peak_19575_lociStitched	chr9	115512087	115514474	1	2388	2234.7094
1_MACS_peak_760_lociStitched	chr1	55679522	55681907	1	2386	2936.4120000000003
1_MACS_peak_7432_lociStitched	chr16	48417777	48420162	1	2386	3538.863
1_MACS_peak_16051_lociStitched	chr5	164168091	164170476	1	2386	1096.146
1_MACS_peak_7247_lociStitched	chr16	23520037	23522421	1	2385	2504.392
1_MACS_peak_5734_lociStitched	chr14	64701526	64703909	1	2384	2217.3815
1_MACS_peak_15935_lociStitched	chr5	141488009	141490392	1	2384	2745.9309000000003
2_MACS_peak_15946_lociStitched	chr5	145581836	145584219	2	2334	4348.2601
1_MACS_peak_17528_lociStitched	chr7	27701211	27703594	1	2384	3358.8385
1_MACS_peak_5131_lociStitched	chr13	26759716	26762098	1	2383	2749.7808
1_MACS_peak_14109_lociStitched	chr3	121552638	121555020	1	2383	3149.4804
1_MACS_peak_15019_lociStitched	chr4	110622967	110625349	1	2383	3394.1118
1_MACS_peak_19433_lociStitched	chr9	94122380	94124762	1	2383	3053.9622
1_MACS_peak_20266_lociStitched	chrX	70400801	70403183	1	2383	5656.7736
1_MACS_peak_3765_lociStitched	chr11	104914514	104916895	1	2382	2513.6217
1_MACS_peak_10988_lociStitched	chr2	55251823	55254204	1	2382	1159.547
1_MACS_peak_2456_lociStitched	chr10	75502937	75505317	1	2381	5524.932000000001
1_MACS_peak_4670_lociStitched	chr12	94852453	94854833	1	2381	3643.066
1_MACS_peak_18043_lociStitched	chr7	116150991	116153371	1	2381	5386.892
1_MACS_peak_19788_lociStitched	chr9	134247693	134250073	1	2381	2803.8779999999997
1_MACS_peak_19850_lociStitched	chr9	139293230	139295610	1	2381	2329.068
1_MACS_peak_25_lociStitched	chr1	1207958	1210337	1	2380	3610.3704000000002
1_MACS_peak_17232_lociStitched	chr6	150183910	150186289	1	2380	2978.2701
2_MACS_peak_18028_lociStitched	chr7	112578635	112581014	2	2356	3047.2610999999997
1_MACS_peak_1770_lociStitched	chr1	207494013	207496391	1	2379	3683.2842
2_MACS_peak_17390_lociStitched	chr7	3016788	3019166	2	2325	1716.916
2_MACS_peak_8886_lociStitched	chr17	79212164	79214541	2	2273	2575.2418
1_MACS_peak_9015_lociStitched	chr18	10525716	10528093	1	2378	3434.5273
1_MACS_peak_12823_lociStitched	chr21	45078759	45081136	1	2378	3333.9802
2_MACS_peak_13512_lociStitched	chr3	14443386	14445763	2	2365	2271.4612
1_MACS_peak_13547_lociStitched	chr3	17902256	17904633	1	2378	1773.9551
1_MACS_peak_18620_lociStitched	chr8	63950521	63952898	1	2378	3820.3143999999998
1_MACS_peak_10057_lociStitched	chr19	36035372	36037748	1	2377	2743.3296
1_MACS_peak_11932_lociStitched	chr2	233139481	233141857	1	2377	2116.7784
2_MACS_peak_12018_lociStitched	chr2	242625396	242627772	2	2317	2184.4944
1_MACS_peak_1734_lociStitched	chr1	205089958	205092333	1	2376	4578.05
1_MACS_peak_5414_lociStitched	chr13	114565152	114567527	1	2376	2589.2250000000004
1_MACS_peak_7170_lociStitched	chr16	15186662	15189037	1	2376	4235.575
1_MACS_peak_8710_lociStitched	chr17	66432577	66434952	1	2376	1508.125
1_MACS_peak_19777_lociStitched	chr9	133709536	133711911	1	2376	3415.9624999999996
1_MACS_peak_2134_lociStitched	chr10	13141107	13143481	1	2375	2409.8473999999997
1_MACS_peak_2562_lociStitched	chr10	93682598	93684972	1	2375	4608.6462
1_MACS_peak_3461_lociStitched	chr11	66246528	66248902	1	2375	3367.0442
1_MACS_peak_9001_lociStitched	chr18	9081954	9084328	1	2375	2513.5912
1_MACS_peak_19114_lociStitched	chr9	5947766	5950140	1	2375	1949.7662
1_MACS_peak_19691_lociStitched	chr9	130564152	130566526	1	2375	3546.756
1_MACS_peak_5061_lociStitched	chr12	133262822	133265195	1	2374	4845.9033
1_MACS_peak_1343_lociStitched	chr1	155162204	155164576	1	2373	2271.4272
2_MACS_peak_14265_lociStitched	chr3	141456372	141458744	2	2340	3756.7736000000004
1_MACS_peak_16934_lociStitched	chr6	91295261	91297633	1	2373	2264.5484
2_MACS_peak_570_lociStitched	chr1	39324125	39326496	2	2288	1803.3826000000001
1_MACS_peak_2055_lociStitched	chr1	249119311	249121682	1	2372	5039.7976
1_MACS_peak_5266_lociStitched	chr13	50570131	50572502	1	2372	3066.4143
2_MACS_peak_7629_lociStitched	chr16	74699575	74701946	2	2312	4101.1187
1_MACS_peak_17743_lociStitched	chr7	73096431	73098802	1	2372	2858.4776
1_MACS_peak_18135_lociStitched	chr7	129418717	129421088	1	2372	2775.0184000000004
1_MACS_peak_891_lociStitched	chr1	90098021	90100391	1	2371	2965.1070000000004
1_MACS_peak_3068_lociStitched	chr11	18789677	18792047	1	2371	1116.033
1_MACS_peak_4381_lociStitched	chr12	51784417	51786787	1	2371	3026.0159999999996
1_MACS_peak_4704_lociStitched	chr12	100660056	100662426	1	2371	3762.138
1_MACS_peak_12467_lociStitched	chr20	48768774	48771144	1	2371	2444.655
1_MACS_peak_16334_lociStitched	chr6	15330703	15333073	1	2371	1810.443
1_MACS_peak_1004_lociStitched	chr1	110751999	110754368	1	2370	2799.4473
1_MACS_peak_8716_lociStitched	chr17	71187652	71190021	1	2370	2817.9255
1_MACS_peak_16349_lociStitched	chr6	17600544	17602913	1	2370	3905.7703
1_MACS_peak_19637_lociStitched	chr9	125936728	125939096	1	2369	1429.3248
1_MACS_peak_6450_lociStitched	chr15	55580667	55583034	1	2368	4564.286099999999
1_MACS_peak_7466_lociStitched	chr16	56484014	56486381	1	2368	2451.7386
2_MACS_peak_10132_lociStitched	chr19	38864420	38866787	2	2311	3107.871
2_MACS_peak_10255_lociStitched	chr19	42828491	42830858	2	2316	3217.4631
1_MACS_peak_10710_lociStitched	chr2	9982762	9985129	1	2368	3480.9102
1_MACS_peak_20275_lociStitched	chrX	70916935	70919302	1	2368	2422.3878000000004
2_MACS_peak_707_lociStitched	chr1	51678874	51681240	2	1507	967.694
1_MACS_peak_13305_lociStitched	chr22	41696969	41699335	1	2367	3847.8258
1_MACS_peak_16604_lociStitched	chr6	34215271	34217637	1	2367	2203.6924
1_MACS_peak_6382_lociStitched	chr15	45669490	45671855	1	2366	2402.367
1_MACS_peak_13309_lociStitched	chr22	41863734	41866099	1	2366	4962.2429999999995
1_MACS_peak_17396_lociStitched	chr7	4813828	4816192	1	2365	3795.8747999999996
2_MACS_peak_19383_lociStitched	chr9	79792233	79794597	2	2301	1704.6804
1_MACS_peak_20595_lociStitched	chrX	153880643	153883007	1	2365	2317.4292
1_MACS_peak_1659_lociStitched	chr1	197169342	197171705	1	2364	2665.464
2_MACS_peak_11790_lociStitched	chr2	204663658	204666021	2	2321	1392.7522000000001
1_MACS_peak_16513_lociStitched	chr6	31238954	31241317	1	2364	2885.2230000000004
1_MACS_peak_19283_lociStitched	chr9	44400979	44403342	1	2364	2348.3494
1_MACS_peak_5661_lociStitched	chr14	55492819	55495180	1	2362	2394.5262
1_MACS_peak_11477_lociStitched	chr2	131099098	131101459	1	2362	2989.4982
1_MACS_peak_17886_lociStitched	chr7	99515646	99518007	1	2362	3560.6241
1_MACS_peak_19092_lociStitched	chr9	2842871	2845232	1	2362	1644.4365
1_MACS_peak_19851_lociStitched	chr9	139303686	139306047	1	2362	2867.4345
1_MACS_peak_1726_lociStitched	chr1	204462446	204464806	1	2361	2561.308
1_MACS_peak_11640_lociStitched	chr2	176044982	176047341	1	2360	3247.1635
1_MACS_peak_18867_lociStitched	chr8	120931112	120933471	1	2360	2667.0854
2_MACS_peak_6621_lociStitched	chr15	70770574	70772932	2	2036	1426.1184
1_MACS_peak_14815_lociStitched	chr4	57252755	57255113	1	2359	2247.8814
1_MACS_peak_16161_lociStitched	chr5	178052354	178054712	1	2359	3353.5476
1_MACS_peak_17976_lociStitched	chr7	103846949	103849307	1	2359	3501.8658
1_MACS_peak_3914_lociStitched	chr11	124980011	124982368	1	2358	3511.6943
1_MACS_peak_10181_lociStitched	chr19	40501682	40504039	1	2358	2842.3062999999997
1_MACS_peak_15618_lociStitched	chr5	81266586	81268943	1	2358	3402.5652
1_MACS_peak_1243_lociStitched	chr1	150897458	150899814	1	2357	4173.654
1_MACS_peak_9711_lociStitched	chr19	12074666	12077022	1	2357	2623.8772
1_MACS_peak_17625_lociStitched	chr7	44161709	44164065	1	2357	4004.022
2_MACS_peak_511_lociStitched	chr1	33592101	33594456	2	2341	2454.381
1_MACS_peak_3328_lociStitched	chr11	63437310	63439665	1	2356	4199.436
1_MACS_peak_4388_lociStitched	chr12	52462631	52464986	1	2356	4994.013
1_MACS_peak_9865_lociStitched	chr19	17335946	17338301	1	2356	2771.835
1_MACS_peak_13753_lociStitched	chr3	49043614	49045969	1	2356	5010.4980000000005
1_MACS_peak_15588_lociStitched	chr5	76786115	76788470	1	2356	3005.451
1_MACS_peak_3604_lociStitched	chr11	74698939	74701293	1	2355	3940.3606
1_MACS_peak_8796_lociStitched	chr17	73974376	73976730	1	2355	4641.8526
1_MACS_peak_13857_lociStitched	chr3	53380064	53382418	1	2355	3622.3352
1_MACS_peak_17755_lociStitched	chr7	73667432	73669786	1	2355	3702.6066
1_MACS_peak_4036_lociStitched	chr12	6675992	6678345	1	2354	2287.3513
1_MACS_peak_11585_lociStitched	chr2	169102546	169104899	1	2354	2323.8228
1_MACS_peak_9805_lociStitched	chr19	14358122	14360474	1	2353	2885.4336
2_MACS_peak_12247_lociStitched	chr20	32076800	32079152	2	2315	3751.6752
1_MACS_peak_4694_lociStitched	chr12	97300283	97302634	1	2352	3456.9103999999998
1_MACS_peak_5873_lociStitched	chr14	77586310	77588661	1	2352	2179.1419
1_MACS_peak_20600_lociStitched	chrX	154113871	154116222	1	2352	2126.9496999999997
1_MACS_peak_4868_lociStitched	chr12	118572972	118575322	1	2351	2744.095
1_MACS_peak_4933_lociStitched	chr12	122016800	122019150	1	2351	5144.855
1_MACS_peak_10978_lociStitched	chr2	54683268	54685618	1	2351	1634.425
1_MACS_peak_11536_lociStitched	chr2	153191095	153193445	1	2351	1577.555
1_MACS_peak_17101_lociStitched	chr6	126277058	126279408	1	2351	2887.2099999999996
1_MACS_peak_3487_lociStitched	chr11	67069845	67072194	1	2350	2085.2073
1_MACS_peak_12322_lociStitched	chr20	35400773	35403122	1	2350	5180.249699999999
1_MACS_peak_16183_lociStitched	chr5	180286844	180289193	1	2350	3226.5863999999997
2_MACS_peak_4780_lociStitched	chr12	110010287	110012635	2	2298	2722.7408
1_MACS_peak_6923_lociStitched	chr16	430700	433048	1	2349	2783.554
1_MACS_peak_7389_lociStitched	chr16	31104947	31107295	1	2349	2247.2708
1_MACS_peak_14009_lociStitched	chr3	100427491	100429839	1	2349	3772.062
1_MACS_peak_17412_lociStitched	chr7	6097177	6099525	1	2349	2209.468
1_MACS_peak_8513_lociStitched	chr17	46113628	46115975	1	2348	2943.3727
1_MACS_peak_18018_lociStitched	chr7	108165421	108167767	1	2347	4030.8972
1_MACS_peak_135_lociStitched	chr1	9222372	9224717	1	2346	4090.3835
1_MACS_peak_2496_lociStitched	chr10	81585163	81587508	1	2346	3368.3579999999997
1_MACS_peak_3278_lociStitched	chr11	61716243	61718588	1	2346	2680.804
1_MACS_peak_11802_lociStitched	chr2	208029891	208032236	1	2346	1771.413
1_MACS_peak_18680_lociStitched	chr8	79576734	79579079	1	2346	2051.6405
1_MACS_peak_616_lociStitched	chr1	42799673	42802017	1	2345	2853.3512
1_MACS_peak_7955_lociStitched	chr17	8112556	8114900	1	2345	2677.0824
1_MACS_peak_13040_lociStitched	chr22	25959357	25961701	1	2345	2295.0104
1_MACS_peak_1363_lociStitched	chr1	155879829	155882172	1	2344	2886.8103
1_MACS_peak_3418_lociStitched	chr11	65419414	65421757	1	2344	4987.3098
1_MACS_peak_8320_lociStitched	chr17	38802752	38805095	1	2344	6991.512
1_MACS_peak_13679_lociStitched	chr3	44802305	44804648	1	2344	2457.807
1_MACS_peak_14582_lociStitched	chr3	197517154	197519497	1	2344	5092.7448
1_MACS_peak_15069_lociStitched	chr4	123072753	123075096	1	2344	2483.8143
1_MACS_peak_19912_lociStitched	chr9	140471786	140474129	1	2344	2219.9925
1_MACS_peak_20003_lociStitched	chrX	16920842	16923185	1	2344	2308.0893
1_MACS_peak_8089_lociStitched	chr17	21250692	21253034	1	2343	2219.5134
1_MACS_peak_8660_lociStitched	chr17	61903569	61905911	1	2343	3172.9416
1_MACS_peak_14224_lociStitched	chr3	133379531	133381873	1	2343	3972.7346
1_MACS_peak_16174_lociStitched	chr5	179284381	179286723	1	2343	2635.4526
2_MACS_peak_17964_lociStitched	chr7	102310764	102313106	2	2235	1925.3582000000001
1_MACS_peak_1_lociStitched	chr1	28162	30503	1	2342	5524.759999999999
1_MACS_peak_1249_lociStitched	chr1	151042323	151044664	1	2342	9002.081400000001
1_MACS_peak_7695_lociStitched	chr16	84649528	84651869	1	2342	1533.8232
1_MACS_peak_8549_lociStitched	chr17	47783849	47786190	1	2342	7877.465
1_MACS_peak_13784_lociStitched	chr3	50125664	50128005	1	2342	4151.0612
