REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS12_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_12794_lociStitched	chr21	43480806	43487594	1	6789	24766.018	320	1	UMODL1	C21orf121,UMODL1,C21orf128	UMODL1	UMODL1	0.3924	320	1
2_MACS_peak_3004_lociStitched	chr11	9479440	9485695	2	6186	24736.023	321	1	ZNF143,LOC644656	SNORA23	ZNF143	ZNF143	0.4099	321	1
3_MACS_peak_19055_lociStitched	chr8	146009892	146025160	3	10784	24732.6332	322	1	ZNF517,ZNF34,RPL8	ZNF7,ZNF251	RPL8	RPL8	1.7024	322	1
3_MACS_peak_19688_lociStitched	chr9	130532691	130550068	3	10043	24682.2908	323	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	FPGS	0.2302	323	1
1_MACS_peak_8578_lociStitched	chr17	48941154	48946374	1	5221	24650.928	324	1	TOB1	WFIKKN2	TOB1	TOB1	2.1752	324	1
3_MACS_peak_17640_lociStitched	chr7	44826052	44839043	3	6618	24650.4225	325	1	PPIA	ZMIZ2,H2AFV	PPIA	PPIA	1.497	325	1
1_MACS_peak_12551_lociStitched	chr20	57462840	57471186	1	8347	24558.105	326	1	GNAS	GNAS-AS	GNAS	GNAS	0.5697	326	1
1_MACS_peak_18781_lociStitched	chr8	100869432	100880357	1	10926	24523.3475	327	1	VPS13B	COX6C	COX6C	COX6C	0.472	327	1
3_MACS_peak_12816_lociStitched	chr21	44580440	44598071	3	10140	24487.6959	328	1	CRYAA		CRYAA	CRYAA	0.8105	328	1
1_MACS_peak_3992_lociStitched	chr12	1097188	1110591	1	13404	24483.2601	329	1	ERC1	RAD52	ERC1	RAD52	0.1286	329	1
5_MACS_peak_13699_lociStitched	chr3	46389552	46413473	5	17544	24483.1435	330	1	CCR2,CCR5	CCRL2	CCR2	CCR2	1.4156	330	1
4_MACS_peak_14168_lociStitched	chr3	128821346	128840884	4	13071	24481.114	331	1	RAB43	GP9,ISY1	RAB43	RAB43	0.5989	331	1
2_MACS_peak_3398_lociStitched	chr11	65144638	65157821	2	12780	24459.7382	332	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	SLC25A45	NEAT1	7.2545	332	1
2_MACS_peak_9006_lociStitched	chr18	9132779	9147933	2	11472	24431.2788	333	1	NDUFV2,ANKRD12		ANKRD12	ANKRD12	0.2458	333	1
1_MACS_peak_11011_lociStitched	chr2	60775403	60785203	1	9801	24374.56	334	1	BCL11A		BCL11A	BCL11A	0.3272	334	1
1_MACS_peak_9847_lociStitched	chr19	16474582	16485690	1	11109	24335.4064	335	1	EPS15L1	KLF2	KLF2	KLF2	0.2531	335	1
2_MACS_peak_16117_lociStitched	chr5	175960802	175972496	2	10970	24297.7932	336	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	0.857	336	1
8_MACS_peak_10188_lociStitched	chr19	40909365	40951277	8	16123	24262.8568	337	1	PRX,SERTAD1,SERTAD3	SPTBN4,HIPK4,BLVRB	SERTAD1	SERTAD1	0.585	337	1
2_MACS_peak_18697_lociStitched	chr8	82631978	82646420	2	8095	24154.245	338	1	CHMP4C,ZFAND1	IMPA1,SLC10A5	CHMP4C	CHMP4C	0.6253	338	1
4_MACS_peak_12306_lociStitched	chr20	34677529	34703085	4	16687	24152.9756	339	1	EPB41L1	EPB41L1,LOC647979	EPB41L1	LOC647979	0.6659	339	1
2_MACS_peak_8245_lociStitched	chr17	36100191	36111492	2	7842	24068.8698	340	1	HNF1B		HNF1B	HNF1B	0.5605	340	1
3_MACS_peak_9190_lociStitched	chr18	47833345	47848820	3	11879	24031.1275	341	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	0.9406	341	1
1_MACS_peak_9200_lociStitched	chr18	48677170	48682795	1	5626	24028.875	342	1		MEX3C	MEX3C	MEX3C	1.1646	342	1
2_MACS_peak_12036_lociStitched	chr20	352407	364174	2	6664	23968.2023	343	1	TRIB3	SOX12,NRSN2,RBCK1	TRIB3	TRIB3	1.2463	343	1
1_MACS_peak_16917_lociStitched	chr6	90059659	90069705	1	10047	23962.7238	344	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.67	344	1
2_MACS_peak_15410_lociStitched	chr5	32572154	32589004	2	10731	23960.7	345	1	SUB1		SUB1	SUB1	0.8492	345	1
1_MACS_peak_12300_lociStitched	chr20	34327399	34333094	1	5696	23910.4575	346	1	RBM39	ROMO1,PHF20,NFS1	RBM39	RBM39	0.7001	346	1
2_MACS_peak_3007_lociStitched	chr11	9590469	9600115	2	7619	23808.2572	347	1	WEE1		WEE1	WEE1	1.005	347	1
4_MACS_peak_2826_lociStitched	chr10	125820257	125840714	4	14725	23801.7195	348	1	CHST15		CHST15	CHST15	0.4366	348	1
3_MACS_peak_17574_lociStitched	chr7	35726750	35741202	3	12106	23757.6428	349	1	HERPUD2		HERPUD2	HERPUD2	0.3903	349	1
2_MACS_peak_848_lociStitched	chr1	79926391	79946437	2	15688	23728.4502	350	1			ELTD1	ELTD1	NONE	350	1
4_MACS_peak_9351_lociStitched	chr19	1019048	1041158	4	13701	23668.755	351	1	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	CNN2	0.9262	351	1
4_MACS_peak_13501_lociStitched	chr3	13034702	13059144	4	15690	23630.5256	352	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.1712	352	1
3_MACS_peak_9300_lociStitched	chr18	74765753	74780192	3	10176	23590.4382	353	1	MBP	MBP	MBP	MBP	0.5265	353	1
1_MACS_peak_4460_lociStitched	chr12	56318715	56327045	1	8331	23585.562	354	1	DGKA,WIBG	CDK2,RAB5B,SILV	WIBG	WIBG	0.7148	354	1
1_MACS_peak_10357_lociStitched	chr19	47285646	47291942	1	6297	23552.7064	355	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	1.0801	355	1
1_MACS_peak_8542_lociStitched	chr17	47433787	47440961	1	7175	23517.0894	356	1	ZNF652		ZNF652	ZNF652	0.562	356	1
6_MACS_peak_11653_lociStitched	chr2	178126882	178155735	6	17716	23497.8832	357	1	NFE2L2,LOC100130691	HNRNPA3,MIR3128	NFE2L2	HNRNPA3	0.4939	357	1
1_MACS_peak_17684_lociStitched	chr7	55634074	55642551	1	8478	23450.7728	358	1	VOPP1		VOPP1	VOPP1	0.5038	358	1
1_MACS_peak_15135_lociStitched	chr4	144294732	144305390	1	10659	23442.271	359	1	GAB1		GAB1	GAB1	0.5267	359	1
4_MACS_peak_13273_lociStitched	chr22	39914298	39929621	4	11210	23405.8825	360	1	ATF4,RPS19BP1	MGAT3,SMCR7L,CACNA1I	ATF4	ATF4	1.1784	360	1
2_MACS_peak_16533_lociStitched	chr6	31694475	31709185	2	11075	23396.255	361	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	1.4715	361	1
1_MACS_peak_4300_lociStitched	chr12	46776182	46785733	1	9552	23336.9134	362	1		SLC38A2	SLC38A2	SLC38A2	0.8117	362	1
2_MACS_peak_2691_lociStitched	chr10	104400915	104412856	2	10250	23280.1736	363	1	TRIM8		TRIM8	TRIM8	1.0409	363	1
3_MACS_peak_19183_lociStitched	chr9	33445403	33464388	3	11373	23243.3355	364	1	AQP3,NOL6	AQP7,SUGT1P1	AQP3	AQP3	0.3725	364	1
1_MACS_peak_17080_lociStitched	chr6	119211534	119219219	1	7686	23200.2465	365	1	ASF1A,MCM9	MCM9	ASF1A	ASF1A	1.007	365	1
1_MACS_peak_10365_lociStitched	chr19	47613602	47617986	1	4385	23197.936	366	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.4611	366	1
1_MACS_peak_15147_lociStitched	chr4	146855199	146860781	1	5583	23165.3	367	1	ZNF827		ZNF827	ZNF827	0.2139	367	1
4_MACS_peak_1458_lociStitched	chr1	161675762	161698969	4	10474	23139.6997	368	1	FCRLA,FCRLB	FCGR2B,DUSP12,ATF6,RPL31P11	FCRLB	FCRLB	1.133	368	1
2_MACS_peak_19470_lociStitched	chr9	98266967	98279464	2	10292	23109.4524	369	1	PTCH1		PTCH1	PTCH1	0.3972	369	1
2_MACS_peak_10121_lociStitched	chr19	38535263	38550810	2	8656	23082.6309	370	1	SIPA1L3		SIPA1L3	SIPA1L3	0.1739	370	1
1_MACS_peak_2188_lociStitched	chr10	22539180	22547611	1	8432	23040.2368	371	1			COMMD3	COMMD3	3.3622	371	1
6_MACS_peak_11182_lociStitched	chr2	74679278	74700757	6	11621	23025.488	372	1	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	LOC151534	1.1215	372	1
2_MACS_peak_7175_lociStitched	chr16	15733753	15745955	2	7974	22978.8064	373	1	NDE1,MIR484,KIAA0430		MIR484	MIR484	1.8962	373	1
2_MACS_peak_4236_lociStitched	chr12	31469943	31480209	2	9944	22872.648	374	1	FLJ13224,FAM60A		FLJ13224	FLJ13224	1.8946	374	1
2_MACS_peak_12753_lociStitched	chr21	36410376	36424372	2	13073	22866.6648	375	1	RUNX1,C21orf96		RUNX1	RUNX1	0.2224	375	1
2_MACS_peak_14916_lociStitched	chr4	87854484	87868931	2	9187	22837.8176	376	1	AFF1	C4orf36	AFF1	AFF1	0.2638	376	1
4_MACS_peak_11070_lociStitched	chr2	64862923	64886106	4	15401	22784.2524	377	1	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.7313	377	1
1_MACS_peak_18789_lociStitched	chr8	101317935	101323727	1	5793	22704.64	378	1	RNF19A	RNF19A	RNF19A	RNF19A	0.7298	378	1
5_MACS_peak_1446_lociStitched	chr1	161409244	161442855	5	19665	22697.5083	379	1		FCGR2A	FCGR2A	FCGR2A	0.1394	379	1
2_MACS_peak_8232_lociStitched	chr17	34889440	34904058	2	8174	22657.9	380	1	PIGW,GGNBP2,MYO19	ZNHIT3,DHRS11	GGNBP2	GGNBP2	0.3873	380	1
1_MACS_peak_12778_lociStitched	chr21	38736918	38744008	1	7091	22629.862	381	1	DYRK1A	DYRK1A	DYRK1A	DYRK1A	0.2388	381	1
4_MACS_peak_10660_lociStitched	chr19	59049323	59071886	4	12297	22608.126	382	1	TRIM28,LOC100131691,CHMP2A,UBE2M	MGC2752,SLC27A5,ZBTB45,MZF1	TRIM28	MZF1	0.7356	382	1
1_MACS_peak_6132_lociStitched	chr15	20934985	20943953	1	8969	22602.9472	383	1	BCL8		BCL8	BCL8	0.54	383	1
3_MACS_peak_2733_lociStitched	chr10	111959967	111974856	3	8339	22597.0353	384	1	MXI1	MXI1	MXI1	MXI1	0.3541	384	1
1_MACS_peak_6455_lociStitched	chr15	56532234	56538641	1	6408	22553.2807	385	1	RFX7		RFX7	RFX7	0.2502	385	1
2_MACS_peak_397_lociStitched	chr1	27018410	27029197	2	9579	22517.8625	386	1	ARID1A		ARID1A	ARID1A	0.3789	386	1
3_MACS_peak_10739_lociStitched	chr2	11883990	11898358	3	12795	22503.1616	387	1	LPIN1		LPIN1	LPIN1	0.3135	387	1
3_MACS_peak_20556_lociStitched	chrX	153188469	153201611	3	9260	22462.3064	388	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	1.2175	388	1
4_MACS_peak_16527_lociStitched	chr6	31618808	31634909	4	9993	22438.3536	389	1	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	C6orf47	0.9964	389	1
2_MACS_peak_1759_lociStitched	chr1	206728553	206738501	2	9873	22347.1872	390	1	RASSF5	LGTN	RASSF5	RASSF5	0.3263	390	1
4_MACS_peak_353_lociStitched	chr1	25557860	25575310	4	11239	22325.53	391	1	SYF2,C1orf63	RHD	C1orf63	C1orf63	0.9384	391	1
1_MACS_peak_4150_lociStitched	chr12	14920627	14929779	1	9153	22317.152	392	1	H2AFJ,HIST4H4	C12orf60,WBP11,C12orf69	HIST4H4	HIST4H4	2.1259	392	1
1_MACS_peak_5424_lociStitched	chr13	115043822	115049044	1	5223	22312.0394	393	1	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.7981	393	1
1_MACS_peak_1217_lociStitched	chr1	149854891	149861534	1	6644	22271.3218	394	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BC	3.7549	394	1
4_MACS_peak_13558_lociStitched	chr3	20079754	20099468	4	15165	22233.4492	395	1	KAT2B	C3orf48	KAT2B	KAT2B	0.2314	395	1
3_MACS_peak_3483_lociStitched	chr11	67030080	67047013	3	8875	22207.6295	396	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	1.0604	396	1
2_MACS_peak_6048_lociStitched	chr14	103363615	103371023	2	7227	22198.072	397	1	TRAF3	AMN	AMN	AMN	0.0875	397	1
1_MACS_peak_18811_lociStitched	chr8	103420995	103426457	1	5463	22186.644	398	1	UBR5		UBR5	UBR5	0.3361	398	1
3_MACS_peak_10962_lociStitched	chr2	48124079	48135364	3	9979	22175.025	399	1	FBXO11	FBXO11	FBXO11	FBXO11	0.2811	399	1
3_MACS_peak_3422_lociStitched	chr11	65546897	65560308	3	9129	22156.3131	400	1	OVOL1,DKFZp761E198	SNX32	OVOL1	OVOL1	0.5187	400	1
2_MACS_peak_20474_lociStitched	chrX	131613681	131626230	2	11404	22141.4556	401	1	MBNL3	MBNL3	MBNL3	MBNL3	0.2257	401	1
1_MACS_peak_2508_lociStitched	chr10	85925807	85934262	1	8456	22139.4175	402	1	C10orf99	GHITM,CDHR1	C10orf99	C10orf99	0.9203	402	1
3_MACS_peak_9126_lociStitched	chr18	33155443	33174068	3	10803	22137.675	403	1			GALNT1	GALNT1	NONE	403	1
4_MACS_peak_7903_lociStitched	chr17	7136222	7156746	4	12187	22106.4004	404	1	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	1.0266	404	1
1_MACS_peak_984_lociStitched	chr1	109930741	109941340	1	10600	22101.0348	405	1	SORT1	PSMA5	SORT1	SORT1	0.3641	405	1
2_MACS_peak_6221_lociStitched	chr15	32749380	32764268	2	14671	22083.3704	406	1			LOC100288615	LOC100288615	0.1295	406	1
1_MACS_peak_18200_lociStitched	chr7	139042384	139047634	1	5251	22082.025	407	1	LUC7L2	C7orf55	LUC7L2	C7orf55	0.9458	407	1
4_MACS_peak_16414_lociStitched	chr6	26549843	26570093	4	12406	22066.425	408	1		BTN1A1,HCG11,HMGN4,ABT1	HMGN4	HMGN4	1.0496	408	1
2_MACS_peak_8550_lociStitched	chr17	47815782	47828549	2	12081	22038.3954	409	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.7007	409	1
5_MACS_peak_12185_lociStitched	chr20	23329612	23347338	5	11031	21964.2866	410	1	NXT1,GZF1		GZF1	GZF1	0.4818	410	1
3_MACS_peak_16578_lociStitched	chr6	33279327	33292964	3	11164	21939.2056	411	1	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.2374	411	1
3_MACS_peak_10855_lociStitched	chr2	33699717	33723816	3	14942	21937.3197	412	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.1991	412	1
1_MACS_peak_15427_lociStitched	chr5	36872957	36883340	1	10384	21907.0917	413	1	NIPBL		NIPBL	NIPBL	0.2047	413	1
2_MACS_peak_3572_lociStitched	chr11	72522807	72534274	2	7210	21895.0898	414	1	ATG16L2	STARD10	ATG16L2	ATG16L2	0.9465	414	1
2_MACS_peak_16739_lociStitched	chr6	43593505	43604847	2	8085	21893.4626	415	1	MAD2L1BP,GTPBP2	POLH,RSPH9,XPO5	MAD2L1BP	MAD2L1BP	1.0793	415	1
1_MACS_peak_7565_lociStitched	chr16	68500946	68506207	1	5262	21891.021	416	1		SMPD3	SMPD3	SMPD3	0.2048	416	1
1_MACS_peak_8891_lociStitched	chr17	79476174	79487681	1	11508	21874.807	417	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.2323	417	1
2_MACS_peak_13754_lociStitched	chr3	49054633	49067519	2	8381	21872.6964	418	1	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	1.4878	418	1
4_MACS_peak_15345_lociStitched	chr5	6711523	6738852	4	13468	21865.9329	419	1	PAPD7	PAPD7	PAPD7	PAPD7	0.4556	419	1
1_MACS_peak_6899_lociStitched	chr15	101457851	101464775	1	6925	21848.682	420	1	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.3744	420	1
2_MACS_peak_14559_lociStitched	chr3	196357797	196371019	2	9686	21841.4218	421	1	LRRC33		LRRC33	LRRC33	0.4759	421	1
1_MACS_peak_1132_lociStitched	chr1	144516280	144522566	1	6287	21770.3038	422	1	LOC728875		C1orf152	C1orf152	NONE	422	1
1_MACS_peak_8462_lociStitched	chr17	44267174	44273323	1	6150	21769.3047	423	1	LOC644246,KIAA1267		KIAA1267	KIAA1267	0.2508	423	1
2_MACS_peak_3404_lociStitched	chr11	65238639	65246591	2	5753	21765.4192	424	1		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	7.2545	424	1
1_MACS_peak_1187_lociStitched	chr1	147927123	147933583	1	6461	21762.448	425	1	FLJ39739		NBPF14	NBPF14	NONE	425	1
1_MACS_peak_14373_lociStitched	chr3	170070836	170079544	1	8709	21696.8528	426	1	SKIL		SKIL	SKIL	0.5549	426	1
1_MACS_peak_19495_lociStitched	chr9	100743847	100748503	1	4657	21599.6496	427	1	ANP32B	HEMGN	ANP32B	ANP32B	0.6142	427	1
9_MACS_peak_10540_lociStitched	chr19	54870367	54901081	9	14174	21595.0134	428	1	LAIR1	TTYH1,LILRA5,LILRA4	LAIR1	LAIR1	0.6588	428	1
1_MACS_peak_3777_lociStitched	chr11	108090845	108097478	1	6634	21569.1894	429	1	ATM,NPAT		ATM	ATM	0.2707	429	1
1_MACS_peak_7293_lociStitched	chr16	28833071	28838262	1	5192	21562.3758	430	1	ATXN2L	SH2B1,TUFM	ATXN2L	ATXN2L	0.9892	430	1
6_MACS_peak_3379_lociStitched	chr11	64845765	64865253	6	13862	21543.984	431	1	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	ZNHIT2	2.6719	431	1
2_MACS_peak_19413_lociStitched	chr9	91924594	91936313	2	11715	21493.8179	432	1	CKS2,MIR3153,SECISBP2		SECISBP2	SECISBP2	0.3142	432	1
2_MACS_peak_4500_lociStitched	chr12	57471036	57484077	2	7924	21458.9655	433	1	NAB2,TMEM194A	LRP1,MYO1A,STAT6	TMEM194A	STAT6	0.3575	433	1
1_MACS_peak_1130_lociStitched	chr1	144335985	144342478	1	6494	21437.9381	434	1	LOC728855,LOC728875		LOC728855	LOC728855	0.4511	434	1
3_MACS_peak_6543_lociStitched	chr15	65587923	65598587	3	8462	21434.64	435	1		PARP16	PARP16	PARP16	0.1916	435	1
1_MACS_peak_15953_lociStitched	chr5	148204939	148217187	1	12249	21434	436	1	ADRB2		ADRB2	ADRB2	1.2403	436	1
1_MACS_peak_5824_lociStitched	chr14	74250339	74256090	1	5752	21430.5264	437	1	C14orf43	C14orf43	C14orf43	C14orf43	0.7618	437	1
1_MACS_peak_3415_lociStitched	chr11	65353111	65359099	1	5989	21428.6568	438	1	EHBP1L1	SSSCA1,FAM89B,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	KCNK7	SSSCA1	2.2943	438	1
1_MACS_peak_15044_lociStitched	chr4	114679431	114685077	1	5647	21413.5842	439	1	CAMK2D		CAMK2D	CAMK2D	0.1801	439	1
1_MACS_peak_3679_lociStitched	chr11	82865943	82873919	1	7977	21405.1912	440	1	PCF11	ANKRD42	PCF11	PCF11	0.7102	440	1
2_MACS_peak_19699_lociStitched	chr9	130730899	130744389	2	10561	21389.744	441	1	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	FAM102A	0.5136	441	1
2_MACS_peak_18286_lociStitched	chr7	150775123	150785834	2	9304	21371.6583	442	1	AGAP3,FASTK,TMUB1	ABCB8,ACCN3,SLC4A2,CDK5	TMUB1	TMUB1	1.7494	442	1
1_MACS_peak_14701_lociStitched	chr4	15002362	15009681	1	7320	21370.7481	443	1	CPEB2		CPEB2	CPEB2	0.345	443	1
2_MACS_peak_19024_lociStitched	chr8	145149298	145160996	2	6104	21362.8876	444	1	CYC1,MAF1,SHARPIN	EXOSC4,GPAA1,KIAA1875,C8orf30A,HEATR7A,OPLAH	SHARPIN	SHARPIN	1.404	444	1
1_MACS_peak_20421_lociStitched	chrX	123092099	123098428	1	6330	21328.0971	445	1	STAG2		STAG2	STAG2	0.2002	445	1
5_MACS_peak_19692_lociStitched	chr9	130660776	130681356	5	15074	21220.038	446	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	1.033	446	1
2_MACS_peak_18691_lociStitched	chr8	81073230	81084601	2	10829	21198.9553	447	1	TPD52		TPD52	TPD52	0.3162	447	1
1_MACS_peak_1711_lociStitched	chr1	203288620	203297865	1	9246	21191.389	448	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	0.9263	448	1
2_MACS_peak_16552_lociStitched	chr6	32156450	32164865	2	7440	21186.4455	449	1	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	GPSM3	GPSM3	1.4773	449	1
1_MACS_peak_6125_lociStitched	chr15	20409963	20418849	1	8887	21174.4494	450	1			HERC2P3	HERC2P3	NONE	450	1
4_MACS_peak_2029_lociStitched	chr1	244208940	244231959	4	10746	21161.3667	451	1	LOC339529,ZNF238		ZNF238	ZNF238	1.0948	451	1
7_MACS_peak_6282_lociStitched	chr15	40834830	40863010	7	17163	21160.362	452	1	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	0.795	452	1
6_MACS_peak_6262_lociStitched	chr15	40387948	40409298	6	15363	21157.85	453	1	BMF	BUB1B	BMF	BMF	0.647	453	1
5_MACS_peak_9753_lociStitched	chr19	13043152	13058177	5	12767	21105.6175	454	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.2361	454	1
2_MACS_peak_6753_lociStitched	chr15	81280642	81295252	2	7831	21055.932	455	1	MESDC1,MESDC2		MESDC1	MESDC1	1.1342	455	1
3_MACS_peak_10942_lociStitched	chr2	46789124	46805190	3	13888	21027.1808	456	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.6509	456	1
1_MACS_peak_14233_lociStitched	chr3	136466776	136474211	1	7436	21010.5665	457	1	STAG1		STAG1	STAG1	0.1273	457	1
1_MACS_peak_15519_lociStitched	chr5	65219967	65225474	1	5508	21009.7557	458	1	ERBB2IP	LOC100303749	ERBB2IP	ERBB2IP	0.2422	458	1
1_MACS_peak_6880_lociStitched	chr15	93423545	93429937	1	6393	20991.9672	459	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	2.6816	459	1
1_MACS_peak_4177_lociStitched	chr12	24679661	24695803	1	16143	20974.9148	460	1	SOX5	C12orf67	SOX5	C12orf67	0.1738	460	1
1_MACS_peak_18459_lociStitched	chr8	28346847	28354670	1	7824	20969.5515	461	1	FZD3,FBXO16	MIR4288	FZD3	FZD3	0.367	461	1
2_MACS_peak_3912_lociStitched	chr11	124932245	124943882	2	7977	20962.8918	462	1	SLC37A2	TMEM218	SLC37A2	SLC37A2	0.6378	462	1
1_MACS_peak_3865_lociStitched	chr11	118794461	118801632	1	7172	20961.5501	463	1		CXCR5,UPK2,FOXR1,BCL9L	BCL9L	BCL9L	0.1284	463	1
2_MACS_peak_18180_lociStitched	chr7	135654904	135669351	2	12753	20942.3712	464	1	LUZP6		LUZP6	LUZP6	0.3819	464	1
2_MACS_peak_16493_lociStitched	chr6	30581886	30595311	2	6900	20920.1775	465	1	MRPS18B,ATAT1,PPP1R10	ABCF1,MIR877,C6orf136,DHX16	MRPS18B	MRPS18B	1.1502	465	1
4_MACS_peak_436_lociStitched	chr1	28558554	28577334	4	10527	20917.164	466	1	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.387	466	1
2_MACS_peak_3738_lociStitched	chr11	100548129	100561133	2	11537	20875.3212	467	1	ARHGAP42		ARHGAP42	ARHGAP42	0.2674	467	1
2_MACS_peak_2196_lociStitched	chr10	22666969	22683127	2	16131	20861.5938	468	1	SPAG6	LOC100499489	SPAG6	SPAG6	0.5255	468	1
2_MACS_peak_13183_lociStitched	chr22	37611477	37627738	2	13474	20758.7926	469	1	RAC2	C1QTNF6,SSTR3	SSTR3	SSTR3	0.1818	469	1
2_MACS_peak_1501_lociStitched	chr1	167187995	167193954	2	5943	20720.6348	470	1	POU2F1		POU2F1	POU2F1	0.2364	470	1
2_MACS_peak_13319_lociStitched	chr22	42141706	42152338	2	10075	20716.452	471	1	MEI1	CCDC134	CCDC134	CCDC134	0.2611	471	1
4_MACS_peak_20467_lociStitched	chrX	130946162	130966805	4	15214	20692.5432	472	1	LOC286467		LOC286467	LOC286467	0.4711	472	1
3_MACS_peak_1081_lociStitched	chr1	118147453	118160645	3	13090	20679.7792	473	1	FAM46C		FAM46C	FAM46C	0.968	473	1
1_MACS_peak_10369_lociStitched	chr19	47728427	47736418	1	7992	20678.3107	474	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	0.9937	474	1
3_MACS_peak_16636_lociStitched	chr6	36081147	36101374	3	10628	20676.0394	475	1	MAPK13		MAPK13	MAPK13	0.7858	475	1
5_MACS_peak_6716_lociStitched	chr15	78348419	78370584	5	13967	20657.78	476	1	TBC1D2B	SH2D7	TBC1D2B	TBC1D2B	0.3531	476	1
1_MACS_peak_9293_lociStitched	chr18	72263306	72267317	1	4012	20550.3585	477	1	LOC400657		LOC400657	LOC400657	1.3921	477	1
2_MACS_peak_11849_lociStitched	chr2	219260053	219272344	2	8593	20525.97	478	1	SLC11A1,CTDSP1,MIR26B	C2orf62,VIL1	MIR26B	MIR26B	1.4137	478	1
1_MACS_peak_11543_lociStitched	chr2	157188809	157200562	1	11754	20523.0886	479	1	NR4A2		NR4A2	NR4A2	0.4335	479	1
3_MACS_peak_15978_lociStitched	chr5	150590033	150604590	3	11780	20518.0915	480	1	CCDC69	GM2A	CCDC69	GM2A	0.81	480	1
4_MACS_peak_11216_lociStitched	chr2	85153062	85174353	4	11587	20498.9748	481	1		TMSB10,KCMF1,C2orf89	TMSB10	TMSB10	0.8876	481	1
3_MACS_peak_16099_lociStitched	chr5	173314312	173329119	3	12769	20472.1582	482	1	CPEB4		CPEB4	CPEB4	0.4112	482	1
2_MACS_peak_5271_lociStitched	chr13	50696860	50705981	2	8882	20439.2489	483	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU1	0.5229	483	1
