GENE_ID	locusLine	bin_1_MM.1S.jin.bam
NM_018998	chr9(.):139829886-139844173	0.162
NM_206920	chr9(.):139741818-139760251	0.1908
NM_014172	chr9(.):139738255-139750490	0.2059
NM_015691	chrX(.):9978794-10117518	0.2454
NM_001123384	chrX(.):39905498-40041582	0.2789
NM_144495	chrX(.):48750194-48765420	0.216
NM_001167990	chrX(.):48750212-48765420	0.2163
NM_001032384	chrX(.):48750538-48765420	0.2209
NM_001167992	chrX(.):48750774-48765420	0.2211
NM_001104544	chrX(.):119387504-119450391	0.2626
NM_015129	chrX(.):118745908-118832333	0.3979
NM_145800	chrX(.):118744687-118832333	0.3932
NM_005334	chrX(.):153208007-153241819	0.3837
NM_001830	chrX(.):10119984-10210699	0.0515
NM_017745	chrX(.):39905498-39961719	0.2409
NM_001167947	chrX(.):48745729-48760426	0.2581
NM_001042498	chrX(.):48755888-48774235	0.1748
NM_001136158	chrX(.):48774302-48819893	0.6413
NM_001136159	chrX(.):48774302-48820648	0.6324
NM_006875	chrX(.):48765458-48781413	0.5341
NM_004979	chrX(.):48813638-48833251	0.1584
NM_005660	chrX(.):48755458-48773917	0.1826
NM_001032289	chrX(.):48755889-48773933	0.1664
NR_002308	chrX(.):56758220-56769017	0.0353
NR_015367	chrX(.):56750717-56849004	0.2807
NM_181777	chrX(.):118709297-118723379	0.0712
NM_181762	chrX(.):118703498-118723379	0.1073
NM_017544	chrX(.):118717299-118744846	0.1304
NM_001173488	chrX(.):118717299-118732113	0.0811
NR_030413	chrX(.):118775700-118785811	0.3979
NM_006359	chrX(.):135062585-135134428	0.1986
NM_001177651	chrX(.):135062582-135134428	0.1986
NM_000054	chrX(.):153165528-153177620	0.1002
NM_000425	chrX(.):153121970-153146399	0.0478
NM_003491	chrX(.):153190376-153205468	0.5059
NM_001666	chrX(.):153167829-153196714	0.2884
NM_002910	chrX(.):153195721-153215232	0.1727
NR_027419	chrX(.):153162984-153177620	0.0899
NM_003492	chrX(.):153232990-153253646	0.7908
NM_015892	chr10(.):125762181-125856930	0.7391
NM_014863	chr10(.):125774168-125856930	0.8298
NM_031453	chr10(.):14555558-14821896	0.1947
NM_001184794	chr10(.):34596187-35109253	0.1234
NM_001184787	chr10(.):34393487-35109253	0.1131
NM_017551	chr10(.):87354311-88131250	0.0654
NM_018363	chr10(.):90028620-90348082	0.1203
NM_001031709	chr10(.):90038858-90348082	0.1117
NM_004523	chr10(.):94347824-94420152	0.1468
NM_001083591	chr10(.):11201992-11383672	0.4918
NM_001025077	chr10(.):11042258-11383672	0.3145
NM_006561	chr10(.):11054892-11383672	0.3246
NM_024948	chr10(.):15815174-15907519	0.2935
NM_001042473	chr10(.):27479142-27536068	0.1725
NM_145698	chr10(.):27479142-27534808	0.1752
NM_001174096	chr10(.):31603100-31823742	0.1143
NM_001128128	chr10(.):31605063-31823742	0.1148
NR_033842	chr10(.):45301471-45460137	0.2548
NM_032023	chr10(.):45450218-45495172	0.3749
NM_000698	chr10(.):45864628-45946563	0.3132
NM_147156	chr10(.):52060344-52388737	0.1548
NM_032199	chr10(.):63656012-63861707	0.2731
NM_001035260	chr10(.):70878907-70937616	0.1051
NM_001198798	chr10(.):73851273-73980751	0.1133
NM_001198799	chr10(.):73851273-73981183	0.1132
NM_020338	chr10(.):80823791-81081285	0.2439
NM_004969	chr10(.):94206440-94338852	0.1314
NR_027653	chr10(.):3813187-3832473	0.6965
NM_178150	chr10(.):5927213-5984556	0.4718
NM_032807	chr10(.):5931348-5984556	0.4833
NM_019046	chr10(.):5898688-5936860	0.2551
NR_003525	chr10(.):27529781-27546235	0.3117
NR_024284	chr10(.):31600456-31613024	0.5997
NM_001098207	chr10(.):43876064-43897794	0.4964
NM_004966	chr10(.):43876064-43909656	0.7011
NM_173160	chr10(.):43862091-43876783	0.076
NM_001098204	chr10(.):43876064-43909696	0.7003
NM_001098208	chr10(.):43876064-43897279	0.502
NM_001098205	chr10(.):43876064-43909332	0.7079
NM_001098206	chr10(.):43876064-43908299	0.7288
NR_026693	chr10(.):43927573-43983007	0.2215
NM_001123376	chr10(.):45401763-45435642	0.1739
NM_007021	chr10(.):45466708-45479330	0.2795
NM_001039380	chr10(.):45488145-45501470	0.3136
NM_006963	chr10(.):45491272-45505777	0.2556
NR_036430	chr10(.):70842827-70869567	0.3458
NM_018055	chr10(.):72186691-72206465	0.1152
NM_014431	chr10(.):72233563-72333206	0.3947
NM_005041	chr10(.):72352103-72367531	0.092
NM_173473	chr10(.):73970805-74000618	0.1636
NM_019058	chr10(.):74028676-74040797	0.2662
NM_057157	chr10(.):94828231-94842641	0.6318
NM_183374	chr10(.):94816020-94833454	0.2468
NM_000783	chr10(.):94828646-94842641	0.6467
NM_030912	chr10(.):104399251-104423076	0.644
NM_001083913	chr10(.):104498726-104581021	0.5323
NM_017787	chr10(.):104530887-104581021	0.6902
NR_024552	chr10(.):105201542-105217162	0.2155
NM_001129742	chr10(.):105227560-105243997	0.4856
NM_001001412	chr10(.):105208143-105223648	0.2783
NM_004210	chr10(.):105248734-105357309	0.336
NM_005962	chr10(.):111980761-112052123	0.1016
NM_001008541	chr10(.):111964988-112052123	0.253
NM_005871	chr10(.):112047797-112069707	0.223
NM_130439	chr10(.):111962362-112052123	0.2471
NM_004419	chr10(.):112252624-112276302	0.5998
NM_145341	chr10(.):112626595-112664764	0.2103
NR_026932	chr10(.):112623647-112635662	0.714
NM_006157	chr11(.):20686116-21602229	0.0757
NM_001111018	chr11(.):19367270-20148147	0.1099
NM_016621	chr11(.):45945869-46147985	0.1163
NM_002599	chr11(.):72282184-72390494	0.0847
NM_001146209	chr11(.):72282184-72385108	0.0845
NM_001098517	chr11(.):115039344-115380241	0.2624
NM_002855	chr11(.):119526702-119604435	0.2846
NM_203285	chr11(.):119503807-119604435	0.2337
NM_181798	chr11(.):2477683-2875340	0.1789
NM_000218	chr11(.):2461220-2875340	0.1777
NM_003621	chr11(.):7530000-7679991	0.1578
NM_213618	chr11(.):8709898-8837224	0.2078
NM_005418	chr11(.):8709898-8937498	0.1524
NM_139157	chr11(.):8709898-8837882	0.207
NM_030962	chr11(.):9795213-10320754	0.0684
NM_021961	chr11(.):12690968-12971284	0.2085
NM_175058	chr11(.):16804206-17040963	0.294
NM_001143830	chr11(.):22683159-22839547	0.2239
NM_177553	chr11(.):22684653-22839547	0.2241
NM_005256	chr11(.):22691318-22839547	0.1645
NM_012194	chr11(.):33558876-33700646	0.202
NM_004811	chr11(.):58289343-58348390	0.4209
NM_001143995	chr11(.):58289343-58350639	0.4101
NM_024092	chr11(.):60676370-60695915	0.5046
NM_003273	chr11(.):64874340-64888707	0.4089
NM_018026	chr11(.):65832823-66017213	0.2069
NM_001077241	chr11(.):65137662-65155142	0.4848
NR_002819	chr11(.):65260232-65278939	1.154
NM_014824	chr11(.):72542789-72858143	0.1094
NM_176796	chr11(.):72970569-73013850	0.3719
NM_176798	chr11(.):72975938-73013850	0.4025
NM_004154	chr11(.):72978246-73014664	0.4082
NM_153614	chr11(.):73656363-73686332	0.1352
NM_006656	chr11(.):74694949-74723743	0.0883
NM_182969	chr11(.):74546954-74665232	0.2004
NM_014488	chr11(.):82687477-82787884	0.3817
NM_032427	chr11(.):95706439-96081344	0.1796
NM_001166	chr11(.):102212965-102254401	0.1532
NM_004397	chr11(.):118613472-118666972	0.2722
NM_005188	chr11(.):119071989-119183859	0.1727
NR_033839	chr11(.):126206611-126230482	0.1288
NM_002017	chr11(.):128558812-128688162	0.5313
NM_001167681	chr11(.):128557388-128688162	0.5264
NM_001143820	chr11(.):128323655-128462453	0.1812
NM_012239	chr11(.):210029-241362	0.1771
NM_002817	chr11(.):231807-257984	0.187
NM_138329	chr11(.):273569-290304	0.1109
NM_006435	chr11(.):303106-314410	0.1235
NM_025092	chr11(.):284137-300688	0.1206
NM_003641	chr11(.):308990-320272	0.1364
NM_001025295	chr11(.):293202-304526	0.0723
NM_021034	chr11(.):314672-325914	0.0904
NM_138567	chr11(.):1850673-1863750	0.0616
NM_002339	chr11(.):1869199-1918493	0.2145
NM_001145829	chr11(.):1855718-1867910	0.0878
NM_001013253	chr11(.):1884902-1918493	0.0806
NM_001145841	chr11(.):1856431-1867910	0.091
NM_001013255	chr11(.):1887153-1918493	0.0822
NM_003282	chr11(.):1855232-1867910	0.0844
NM_001013254	chr11(.):1887098-1918493	0.0823
NR_036185	chr11(.):1875693-1885766	0.1248
NM_198474	chr11(.):7501599-7537606	0.2524
NM_001124	chr11(.):10321641-10333923	1.5048
NM_022725	chr11(.):22639078-22652387	0.3088
NM_000610	chr11(.):35155416-35258949	0.2856
NM_000614	chr11(.):58385145-58398205	0.1919
NR_024091	chr11(.):58341586-58398205	0.3728
NM_053023	chr11(.):58341586-58394023	0.3912
NM_004778	chr11(.):60613397-60628444	0.14
NM_207341	chr11(.):60630014-60648164	0.5902
NM_024098	chr11(.):60604428-60623561	0.7577
NM_014502	chr11(.):60653019-60679061	0.3771
NM_080668	chr11(.):64839926-64856615	0.3492
NM_006782	chr11(.):64846693-64860874	0.6653
NM_013265	chr11(.):64858682-64884180	0.2521
NR_037567	chr11(.):64884654-64899841	0.4143
NM_172230	chr11(.):64889750-64907003	0.5558
NM_001997	chr11(.):64883098-64894672	0.579
NM_004927	chr11(.):64884715-64899841	0.395
NM_014205	chr11(.):64878874-64890170	0.6249
NM_001008778	chr11(.):64932706-64945688	0.0928
NM_001198868	chr11(.):64943685-64984477	0.089
NM_001198869	chr11(.):64944149-64984477	0.0899
NM_001198870	chr11(.):64944303-64984477	0.0899
NR_028272	chr11(.):65185268-65199003	2.5886
NR_030343	chr11(.):65206928-65217028	0.6086
NM_031904	chr11(.):65149040-65185995	0.521
NM_032223	chr11(.):65378782-65409910	0.2404
NM_001098785	chr11(.):65334819-65346669	0.7994
NM_021070	chr11(.):65301029-65330699	0.3311
NM_033455	chr11(.):65355325-65368467	0.3834
NM_001099409	chr11(.):65338508-65365116	0.5711
NM_002419	chr11(.):65360225-65386720	0.2507
NM_001048218	chr11(.):65287547-65311182	0.2843
NM_006396	chr11(.):65332942-65344239	0.7334
NM_001143985	chr11(.):65764549-65776617	0.529
NM_001323	chr11(.):65774461-65785976	0.1431
NM_053054	chr11(.):65779222-65798988	0.3245
NM_032325	chr11(.):65759016-65774578	0.4038
NM_006842	chr11(.):65814815-65841382	0.6623
NM_033036	chr11(.):65803235-65821651	0.479
NR_024249	chr11(.):67554237-67577807	0.4443
NM_138768	chr11(.):69056621-69069754	0.8385
NM_001099653	chr11(.):71493556-71517280	0.3655
NM_001002035	chr11(.):71539245-71553608	0.0546
NM_001040118	chr11(.):72391113-72468434	0.2525
NM_001135190	chr11(.):72391113-72438403	0.3138
NM_014786	chr11(.):73014662-73085425	0.2052
NM_003355	chr11(.):73680715-73698889	0.5244
NM_003356	chr11(.):73706325-73725282	0.1489
NM_014752	chr11(.):74655291-74695076	0.3848
NR_033347	chr11(.):82747505-82757640	0.1109
NR_036125	chr11(.):96069601-96079690	0.6514
NM_024725	chr11(.):96080928-96128083	0.0856
NM_003772	chr11(.):96118157-96131727	0.1337
NM_001165	chr11(.):102183193-102213465	0.3247
NM_006235	chr11(.):111217980-111255157	0.7978
NR_026691	chr11(.):117852105-117877199	0.3586
NM_007180	chr11(.):118523941-118555381	0.117
NM_032966	chr11(.):118759100-118771971	0.2179
NM_001716	chr11(.):118749540-118771971	0.178
NM_182557	chr11(.):118761850-118786613	0.1755
NM_001145018	chr11(.):119055962-119071584	0.1079
NM_203286	chr11(.):119540098-119604435	0.327
NM_017547	chr11(.):126134054-126153027	0.1962
NM_014026	chr11(.):126168646-126220644	0.3033
NM_148910	chr11(.):126147981-126168071	0.2195
NM_001177842	chr11(.):126127813-126143877	0.1714
NM_006278	chr11(.):126221095-126289533	0.0923
NM_005238	chr11(.):128323655-128397205	0.2618
NM_003658	chr11(.):129240880-129327174	0.3974
NM_021978	chr11(.):130024681-130085257	0.2506
NM_014325	chr12(.):109033886-109130295	0.3902
NM_002392	chr12(.):69196970-69244212	0.3243
NM_001135805	chr12(.):79252772-79850788	0.1063
NM_001135806	chr12(.):79434432-79850788	0.1076
NM_005639	chr12(.):79253448-79850788	0.1063
NM_001173982	chr12(.):104845691-105160792	0.141
NR_027946	chr12(.):1095403-1610099	0.1191
NM_020375	chr12(.):4425358-4474190	0.0718
NM_018173	chr12(.):6414601-6442672	0.177
NM_007273	chr12(.):7069516-7084891	0.6283
NM_001144857	chr12(.):6416816-6442672	0.1787
NM_001144856	chr12(.):6415098-6442672	0.1729
NM_001144831	chr12(.):7069514-7084916	0.6276
NR_036693	chr12(.):9817307-9857151	0.0947
NM_001197317	chr12(.):9817330-9857151	0.0947
NM_001004419	chr12(.):9817308-9857151	0.0947
NM_006143	chr12(.):12808994-12854121	0.2238
NM_152321	chr12(.):15061975-15096463	0.0895
NM_001077484	chr12(.):46571840-46668208	0.2362
NM_023071	chr12(.):49755687-49926207	0.1809
NM_175736	chr12(.):50026723-50106197	0.2437
NM_001033873	chr12(.):51634132-51668994	0.0885
NM_001031628	chr12(.):51634132-51669202	0.0885
NM_001128914	chr12(.):53840885-53879946	0.863
NM_000966	chr12(.):53599352-53631036	0.3592
NM_001042728	chr12(.):53599352-53619150	0.4342
NM_001798	chr12(.):56355555-56371568	0.2123
NM_013449	chr12(.):56984379-57035163	0.342
NM_006400	chr12(.):57919093-57945978	0.1258
NM_006576	chr12(.):58186159-58214852	0.0857
NM_005761	chr12(.):94537498-94704225	0.3858
NM_005230	chr12(.):96583206-96666606	0.2801
NM_020244	chr12(.):102086416-102127846	0.1945
NM_003330	chr12(.):104675726-104749062	0.1478
NM_001093771	chr12(.):104604558-104749062	0.1156
NM_003299	chr12(.):104319188-104346703	0.4678
NM_014706	chr12(.):108910990-108960165	0.3543
NM_018984	chr12(.):109171465-109256359	0.3842
NR_028415	chr12(.):1604656-1618590	0.0757
NM_001759	chr12(.):4377901-4419522	0.5095
NM_002342	chr12(.):6488356-6505732	0.0735
NM_001159576	chr12(.):6451008-6489390	0.4481
NM_001065	chr12(.):6432922-6456283	0.3918
NM_001038	chr12(.):6451008-6489905	0.4426
NM_001159575	chr12(.):6451008-6491523	0.4272
NM_001193457	chr12(.):6643693-6670249	0.2292
NM_006170	chr12(.):6661036-6682480	0.1135
NM_002046	chr12(.):6638656-6652536	0.6955
NM_014865	chr12(.):6598297-6646132	0.3347
NM_016497	chr12(.):6596315-6607471	0.4358
NR_004387	chr12(.):6614387-6624717	0.0666
NR_003012	chr12(.):6685638-6695775	0.0625
NM_001975	chr12(.):7018613-7037859	0.6649
NM_002831	chr12(.):7055433-7075479	1.4454
NR_029779	chr12(.):7067861-7077929	1.088
NM_080548	chr12(.):7050739-7075479	1.3476
NM_001007026	chr12(.):7028625-7056484	0.75
NM_006992	chr12(.):7008896-7028406	0.2397
NM_001940	chr12(.):7032479-7056484	0.6705
NR_003010	chr12(.):7071499-7081769	0.585
NM_138425	chr12(.):7048202-7060165	0.7628
NR_029682	chr12(.):7068259-7078354	0.9033
NM_006331	chr12(.):7074943-7090165	0.4875
NR_036052	chr12(.):9387065-9397147	0.0955
NM_002258	chr12(.):9742869-9765497	0.0642
NR_002814	chr12(.):9795642-9816008	0.4098
NR_036052	chr12(.):12259885-12269967	0.073
NM_004064	chr12(.):12865301-12880305	2.7619
NR_030344	chr12(.):12912582-12922677	0.1262
NM_001130415	chr12(.):12873850-12949399	0.4248
NM_006205	chr12(.):15120955-15139799	0.0935
NM_001175	chr12(.):15089949-15119562	0.4766
NM_030762	chr12(.):26267958-26283003	0.756
NM_030653	chr12(.):31221778-31262725	0.5309
NM_001098532	chr12(.):48123452-48157181	0.2354
NM_017842	chr12(.):48161966-48181536	0.235
NM_006105	chr12(.):48123452-48157244	0.235
NM_001098531	chr12(.):48123452-48157889	0.2323
NM_001098416	chr12(.):48171506-48218763	0.6936
NM_000376	chr12(.):48230319-48303814	0.3561
NM_024902	chr12(.):49736040-49750685	0.1158
NR_033267	chr12(.):49777956-49791116	0.0853
NM_001100620	chr12(.):49711970-49723171	0.1945
NM_001008223	chr12(.):49721199-49735971	0.084
NM_001031698	chr12(.):50019326-50043449	0.1751
NM_012272	chr12(.):50012402-50043449	0.2048
NM_014033	chr12(.):51313533-51331300	0.5094
NM_001109619	chr12(.):51342781-51369289	0.0814
NM_001971	chr12(.):51717226-51745463	0.3556
NM_016293	chr12(.):51669821-51722938	0.3318
NM_001004304	chr12(.):53569534-53589654	0.3571
NM_000889	chr12(.):53580106-53606000	1.1844
NM_015989	chr12(.):53546446-53579430	0.1978
NM_001170790	chr12(.):53640369-53653190	0.1383
NM_032889	chr12(.):53640875-53653190	0.1414
NM_001164691	chr12(.):53812638-53830318	0.155
NM_001005354	chr12(.):53830432-53845427	0.1694
NM_134324	chr12(.):53890376-53905215	0.3727
NM_006301	chr12(.):53869275-53898444	0.4133
NM_134323	chr12(.):53889704-53905215	0.3607
NM_003717	chr12(.):53895473-53906422	0.1257
NM_201554	chr12(.):56320811-56352807	0.2922
NM_006928	chr12(.):56342888-56364826	0.1342
NM_032345	chr12(.):56290196-56326697	0.2793
NM_001345	chr12(.):56319945-56352807	0.3155
NM_001143853	chr12(.):56290196-56325909	0.2754
NM_002868	chr12(.):56362861-56393488	0.1392
NR_003046	chr12(.):57032463-57042538	0.4606
NM_001686	chr12(.):57026958-57044852	0.5681
NM_005594	chr12(.):57101210-57124066	0.5101
NR_002737	chr12(.):57033810-57043885	0.4358
NM_001113203	chr12(.):57101210-57124326	0.5053
NM_006601	chr12(.):57052124-57087078	0.4684
NM_001080157	chr12(.):57861037-57878424	0.1266
NM_001195056	chr12(.):57905370-57919300	0.7009
NM_052897	chr12(.):57911658-57928931	0.5678
NM_001080156	chr12(.):57861037-57876728	0.1195
NM_032496	chr12(.):57861037-57878633	0.126
NM_004990	chr12(.):57876850-57915433	0.2118
NM_004984	chr12(.):57938846-57983554	0.1012
NM_005730	chr12(.):58208709-58245747	0.4823
NR_029847	chr12(.):58213391-58223475	0.1275
NM_033276	chr12(.):58330444-58356052	0.1536
NM_017440	chr12(.):68683345-68731161	0.1053
NM_001946	chr12(.):89736836-89751296	1.0476
NM_001032284	chr12(.):98904350-98949157	0.3055
NM_003276	chr12(.):98904350-98934412	0.4297
NR_027157	chr12(.):98901750-98915004	0.8732
NM_153694	chr12(.):102117425-102138250	0.565
NM_001111283	chr12(.):102784644-102879378	0.2298
NM_001111284	chr12(.):102784644-102877429	0.2032
NM_001111285	chr12(.):102806453-102879378	0.2712
NR_027249	chr12(.):104232526-104328989	0.3224
NR_037425	chr12(.):104319202-104329333	1.103
NM_003211	chr12(.):104354592-104387656	0.1332
NM_001135570	chr12(.):104338980-104355993	0.166
NM_001008394	chr12(.):104692548-104703982	0.0698
NM_007076	chr12(.):108904050-108918380	0.2362
NM_213595	chr12(.):108951293-108968160	1.3366
NM_181724	chr12(.):108978621-108996894	0.122
NM_003006	chr12(.):109010679-109032670	1.4915
NM_001161331	chr12(.):109180694-109226327	0.2265
NM_019034	chr12(.):122210659-122236594	0.1306
NR_002809	chr12(.):122228172-122246390	0.6645
NM_015048	chr12(.):122237637-122275562	0.3053
NM_024667	chr12(.):123344874-123385712	0.5424
NM_021009	chr12(.):125391191-125404587	0.5468
NR_024464	chr13(.):30909406-30953036	0.19
NM_144778	chr13(.):97869573-98051374	0.1271
NM_017664	chr13(.):111525886-111572416	0.294
NM_032436	chr13(.):115074964-115097803	0.3256
NM_000820	chr13(.):114518521-114572046	0.5058
NM_007368	chr13(.):114742193-114903095	0.4045
NM_003749	chr13(.):110401183-110443914	0.2716
NM_198217	chr13(.):111360082-111378421	0.3892
NM_024537	chr13(.):111288756-111363480	0.1126
NM_198218	chr13(.):111360609-111378421	0.3998
NM_198219	chr13(.):111360624-111378421	0.4001
NM_005537	chr13(.):111362358-111378421	0.4353
NR_027701	chr13(.):111511333-111527655	0.0882
NM_001143945	chr13(.):114518521-114544017	0.1425
NM_001143946	chr13(.):114518521-114541714	0.1468
NR_024609	chr13(.):114581609-114631485	0.3626
NM_023011	chr13(.):115042077-115076283	0.5113
NM_003903	chr13(.):114995361-115043150	0.4198
NR_027004	chr14(.):94366075-94397718	0.0495
NM_001012706	chr14(.):50443429-50479238	0.2657
NM_004296	chr14(.):72394785-73038238	0.0663
NM_001080414	chr14(.):91732666-91889133	0.4618
NM_023112	chr14(.):94487723-94520276	0.1313
NM_194431	chr14(.):21151931-21173758	0.0976
NM_002937	chr14(.):21147371-21173758	0.2517
NM_001145	chr14(.):21147335-21167345	0.3243
NM_001001968	chr14(.):21103854-21114850	0.0315
NM_207442	chr14(.):69256463-69268190	0.8521
NM_004926	chr14(.):69249374-69264785	0.653
NM_024496	chr14(.):77485885-77500034	0.9088
NM_005065	chr14(.):81934238-82005205	0.272
NM_016150	chr14(.):94395512-94428767	0.1913
NR_024182	chr14(.):94458615-94478898	0.3229
NR_024183	chr14(.):94458641-94483041	0.2978
NR_024184	chr14(.):94458641-94480209	0.3131
NM_152592	chr14(.):95878830-95947173	0.1575
NR_003002	chr14(.):95994691-96004966	0.2238
NR_001459	chr14(.):95994248-96006209	0.1985
NM_016417	chr14(.):95996322-96016055	0.1289
NM_025268	chr14(.):105987952-106001539	0.1848
NM_005503	chr15(.):29208839-29415516	0.0919
NM_144508	chr15(.):40881446-40959881	0.107
NM_001042495	chr15(.):34517196-34635265	0.1531
NM_005135	chr15(.):34517196-34616021	0.0936
NM_001042497	chr15(.):34517196-34634045	0.1472
NM_001042494	chr15(.):34517196-34634961	0.1486
NM_014701	chr15(.):49275834-49343760	0.2167
NM_020759	chr15(.):42862856-43018196	0.2121
NM_183235	chr15(.):55490799-55587001	0.2011
NM_001080534	chr15(.):54300100-54925806	0.0799
NR_031680	chr15(.):69111302-69494862	0.1048
NM_007200	chr15(.):85918870-86297586	0.1264
NM_002420	chr15(.):31288550-31398924	0.372
NM_001103184	chr15(.):33052746-33365085	0.1332
NM_017553	chr15(.):41266078-41413340	0.1868
NM_177974	chr15(.):44575928-44712955	0.2006
NM_019600	chr15(.):52868517-52975820	0.259
NM_000259	chr15(.):52594479-52826247	0.2533
NM_025201	chr15(.):65129081-65165201	0.1756
NM_145160	chr15(.):67830020-68104452	0.1021
NM_005902	chr15(.):67353194-67492533	0.2869
NM_006305	chr15(.):69065874-69118261	0.4481
NM_016166	chr15(.):68341571-68485404	0.1638
NM_020908	chr15(.):70335542-70395256	0.3169
NM_006465	chr15(.):74828547-74895472	0.2896
NM_003612	chr15(.):74696629-74731299	0.1814
NM_001146030	chr15(.):74696629-74731001	0.1815
NM_172217	chr15(.):81512639-81610104	0.292
NM_001172128	chr15(.):81484218-81610104	0.2412
NM_144767	chr15(.):86215267-86297586	0.1814
NM_007011	chr15(.):89626380-89750591	0.3726
NM_198526	chr15(.):90539751-90630432	0.5839
NM_018671	chr15(.):91473214-91502323	0.4962
NM_001039675	chr15(.):91468409-91502323	0.4616
NM_000875	chr15(.):99187760-99512759	0.1674
NR_027053	chr15(.):21927513-21945739	0.2336
NR_029624	chr15(.):31352234-31362344	0.1587
NM_015995	chr15(.):31614082-31675102	0.7484
NM_175741	chr15(.):34633065-34654931	0.1401
NM_181077	chr15(.):34666269-34687001	0.0522
NM_018648	chr15(.):34628916-34640362	0.427
NM_153613	chr15(.):34646088-34664395	0.3848
NR_036050	chr15(.):34669269-34679351	0.0527
NR_036050	chr15(.):34815490-34825572	0.07
NM_001003942	chr15(.):40375091-40403287	1.0554
NM_033503	chr15(.):40375091-40403639	1.0447
NM_001003940	chr15(.):40375091-40406075	0.9987
NM_001080791	chr15(.):40840297-40862252	0.6861
NM_152260	chr15(.):40856536-40871661	0.2366
NR_002208	chr15(.):40819082-40829749	0.108
NM_001145112	chr15(.):44952929-44974086	0.3989
NM_182985	chr15(.):45023559-45065025	0.0875
NM_004048	chr15(.):44998684-45015357	0.5136
NM_004580	chr15(.):55490799-55567585	0.0923
NM_183234	chr15(.):55490799-55567484	0.0921
NM_183236	chr15(.):55490799-55568107	0.0924
NM_004855	chr15(.):55606132-55652846	0.1005
NM_198524	chr15(.):56652643-56743072	0.23
NM_182703	chr15(.):65199100-65256041	0.1633
NM_001145103	chr15(.):67425358-67492533	0.1533
NM_001145102	chr15(.):67413053-67492533	0.1481
NM_001031807	chr15(.):68112940-68131174	0.1088
NM_017882	chr15(.):68494329-68527080	0.4379
NM_033429	chr15(.):68478042-68503448	0.4839
NM_015322	chr15(.):68565140-68588640	0.6655
NR_026808	chr15(.):69091159-69104440	0.1164
NR_036197	chr15(.):69089188-69099264	0.1739
NR_030714	chr15(.):70366710-70376807	0.145
NM_000781	chr15(.):74625102-74665081	0.0764
NM_001099773	chr15(.):74625102-74663553	0.0775
NM_001127190	chr15(.):75069424-75100539	0.7319
NM_000761	chr15(.):75036183-75053941	0.0673
NM_021819	chr15(.):75100193-75123099	0.0719
NM_001030005	chr15(.):75113950-75129136	0.0593
NM_021823	chr15(.):75310926-75348067	0.5152
NM_138967	chr15(.):75282875-75318836	0.4495
NM_017793	chr15(.):75242442-75254775	0.3215
NM_015477	chr15(.):75656719-75748926	0.2091
NM_001145358	chr15(.):75656719-75749087	0.2091
NM_001145357	chr15(.):75656719-75753124	0.2041
NM_004513	chr15(.):81584253-81610104	0.643
NM_181900	chr15(.):81600006-81621524	0.4883
NM_022767	chr15(.):89159526-89180512	0.5828
NR_029606	chr15(.):89150055-89160165	0.0664
NM_002201	chr15(.):89177038-89203879	0.5019
NR_031590	chr15(.):89146337-89156428	0.0579
NM_002168	chr15(.):90622211-90650708	1.0803
NM_001143785	chr15(.):91422664-91444006	0.1176
NM_198527	chr15(.):91469154-91480774	0.7517
NM_001143784	chr15(.):91423275-91444006	0.1198
NM_006122	chr15(.):91442419-91470815	0.166
NM_002005	chr15(.):91422687-91444006	0.1177
NM_001017919	chr15(.):91493105-91511355	0.3697
NM_014918	chr15(.):101710927-101797137	0.3924
NM_001145771	chr16(.):57657418-57703944	0.2009
NM_005682	chr16(.):57648909-57703944	0.2898
NM_013399	chr16(.):4555676-4593816	0.4463
NM_001098514	chr16(.):5089122-5121111	0.0901
NM_001199054	chr16(.):4555676-4593471	0.4504
NM_003470	chr16(.):8980950-9062341	0.2342
NM_015226	chr16(.):11033344-11281046	0.1687
NM_015914	chr16(.):11767942-11841648	0.9381
NM_004862	chr16(.):11636577-11685229	0.2747
NM_001136472	chr16(.):11636577-11685806	0.2736
NR_024320	chr16(.):11636577-11686322	0.2722
NR_027155	chr16(.):21453003-21518552	0.2045
NM_000336	chr16(.):23308590-23397620	0.4793
NM_153603	chr16(.):23394813-23469512	0.3241
NM_000078	chr16(.):56990834-57022756	0.1442
NM_001191022	chr16(.):67591309-67678088	0.256
NM_012320	chr16(.):68274246-68299961	1.095
NM_015386	chr16(.):70509471-70562457	0.2658
NM_152456	chr16(.):70608797-70699585	0.2808
NM_018052	chr16(.):70716341-70840061	0.2538
NM_002661	chr16(.):81807929-81996899	0.1472
NM_175931	chr16(.):88936262-89012608	0.0334
NM_005187	chr16(.):88936262-89048504	0.1397
NM_032444	chr16(.):3626183-3666585	0.1863
NM_178844	chr16(.):3584035-3632392	0.1192
NM_005223	chr16(.):3697939-3713096	0.1038
NM_001127205	chr16(.):4540858-4565348	0.3075
NM_001127204	chr16(.):4521340-4565348	0.2314
NM_001127206	chr16(.):4519718-4565348	0.2247
NM_020677	chr16(.):4506694-4529896	0.1206
NM_001145011	chr16(.):4601490-4655318	0.0932
NM_201400	chr16(.):5129300-5152789	0.3968
NM_019109	chr16(.):5116809-5142380	0.1652
NM_014015	chr16(.):11017747-11041257	0.2383
NM_005425	chr16(.):11356713-11368160	0.1019
NM_002762	chr16(.):11364492-11375337	0.1271
