REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
5_MACS_peak_6220_lociStitched	chr12	46776336	46798794	5	13274	37352.1456	4078.3728	328		SLC38A2	SLC38A2	SLC38A2	0.8672	328	1
6_MACS_peak_12897_lociStitched	chr19	2031470	2062876	6	12108	46543.692	6516.745	329	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	4.0935999999999995	329	1
2_MACS_peak_13596_lociStitched	chr19	41801251	41817189	2	10253	51344.267	3286.4156	330	HNRNPUL1,CCDC97	TGFB1	CCDC97	CCDC97	1.288	330	1
4_MACS_peak_3560_lociStitched	chr10	74006775	74024313	4	10891	48439.956	3386.5878	332		ANAPC16,DDIT4,ASCC1	DDIT4	ANAPC16	0.20849999999999996	332	1
2_MACS_peak_13183_lociStitched	chr19	13043285	13057905	2	13793	30561.648	2464.932	333	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.5936	333	1
3_MACS_peak_5574_lociStitched	chr11	122925935	122942065	3	12597	38684.579	2629.19	335	HSPA8	LOC341056	HSPA8	HSPA8	2.0265999999999997	335	1
4_MACS_peak_2145_lociStitched	chr1	183865186	183885845	4	10926	49203.5403	4823.8765	336	RGL1		GLT25D2	GLT25D2	NONE	336	1
3_MACS_peak_15142_lociStitched	chr2	112220093	112242003	3	13924	29460.186	3499.027	337	LOC541471		LOC541471	LOC541471	0.43699999999999994	337	1
1_MACS_peak_14855_lociStitched	chr2	86220089	86228815	1	8727	53696.3136	2005.2348	338		LOC90784	LOC90784	NONE	NONE	338	1
1_MACS_peak_2453_lociStitched	chr1	209275728	209284583	1	8856	54133.2715	2862.8215	339			LOC642587	LOC642587	NONE	339	1
3_MACS_peak_1844_lociStitched	chr1	160633769	160656135	3	11244	47778.2492	6130.5206	341	CD48	SLAMF1	SLAMF1	NONE	NONE	341	1
4_MACS_peak_13761_lociStitched	chr19	48880288	48902304	4	12412	39525.3248	4086.1696	342	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.8254000000000001	342	1
4_MACS_peak_23819_lociStitched	chr6	37121865	37144253	4	12303	39749.894	3758.9452	343	PIM1		PIM1	PIM1	1.1975	343	1
2_MACS_peak_28963_lociStitched	chr9	132645916	132657874	2	8663	53498.8962	2476.5018	344	FNBP1	USP20,C9orf78	USP20	USP20	0.29410000000000003	344	1
4_MACS_peak_8495_lociStitched	chr14	91781543	91802098	4	13681	27798.582	2026.723	345	CCDC88C		GPR68	GPR68	NONE	345	1
5_MACS_peak_2219_lociStitched	chr1	192498553	192520967	5	11307	46623.3614	6022.6418	347		RGS1	RGS1	RGS1	1.227	347	1
3_MACS_peak_20483_lociStitched	chr4	38307085	38322317	3	11664	41970.2528	3203.2896	348			KLF3	KLF3	NONE	348	1
3_MACS_peak_9384_lociStitched	chr15	74827194	74846185	3	11900	40686.3184	3452.5638	349	ARID3B		ARID3B	ARID3B	0.5614	349	1
2_MACS_peak_10425_lociStitched	chr16	56943772	56952834	2	7906	54819.6628	2392.368	350	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	3.5410000000000004	350	1
4_MACS_peak_24661_lociStitched	chr6	135323055	135344165	4	11918	40729.634	3713.249	351	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.39360000000000006	351	1
2_MACS_peak_28744_lociStitched	chr9	117125722	117137721	2	11626	40994.5835	2430.9974	352	AKNA	ORM1,ORM2	AKNA	AKNA	1.2685	352	1
1_MACS_peak_19355_lociStitched	chr3	124501881	124512436	1	10556	45635.598	2175.3855	353	ITGB5		UMPS	UMPS	NONE	353	1
2_MACS_peak_10911_lociStitched	chr17	4267910	4281166	2	9425	50633.9432	2899.0872	354	UBE2G1		UBE2G1	UBE2G1	0.0605	354	1
1_MACS_peak_15465_lociStitched	chr2	158293486	158302351	1	8866	51562.386	2042.496	355	CYTIP		CYTIP	CYTIP	1.2511999999999999	355	1
1_MACS_peak_29493_lociStitched	chrX	48767858	48779320	1	11463	40966.3342	1820.1656	356	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	2.479	356	1
2_MACS_peak_12161_lociStitched	chr17	78873572	78887043	2	7976	54439.0052	2597.2088	358	RPTOR		CHMP6	CHMP6	NONE	358	1
4_MACS_peak_12887_lociStitched	chr19	1846993	1865764	4	11150	44175.6714	3803.0046	360	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.89	360	1
4_MACS_peak_18376_lociStitched	chr3	15834942	15851816	4	11509	41118.5632	2809.521	361	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1718	361	1
3_MACS_peak_975_lociStitched	chr1	66736683	66750594	3	11233	42310.3065	2889.3147	363	PDE4B	PDE4B	PDE4B	PDE4B	0.09040000000000001	363	1
3_MACS_peak_10709_lociStitched	chr16	81841491	81857682	3	11038	42399.3717	2061.1143	364	PLCG2		PLCG2	PLCG2	0.255	364	1
3_MACS_peak_23924_lociStitched	chr6	44213190	44234219	3	12146	38308.5293	4071.2144	365	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.5139	365	1
2_MACS_peak_3941_lociStitched	chr10	104401115	104413275	2	11831	37857.728	1849.536	366	TRIM8		TRIM8	TRIM8	1.629	366	1
1_MACS_peak_2880_lociStitched	chr1	249111822	249121980	1	10159	47236.7316	3336.903	367	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	SH3BP5L	1.8062	367	1
5_MACS_peak_12881_lociStitched	chr19	1647822	1672608	5	11662	41739.624	4882.842	368	TCF3	UQCR11	TCF3	UQCR11	0.8128	368	1
4_MACS_peak_450_lociStitched	chr1	28827090	28846221	4	13127	29852.0124	3418.7097	369	RCC1,SNHG3	TRNAU1AP	RCC1	TRNAU1AP	0.7775	369	1
3_MACS_peak_19790_lociStitched	chr3	169656649	169668263	3	9295	50149.252	3436.5826	370	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	1.6641	370	1
4_MACS_peak_6563_lociStitched	chr12	69195329	69215758	4	11928	38247.1738	3421.8575	372	MDM2		MDM2	MDM2	0.7443	372	1
3_MACS_peak_16770_lociStitched	chr20	34673570	34690391	3	13147	29107.0584	3347.379	373		EPB41L1,LOC647979	EPB41L1	LOC647979	0.3571	373	1
4_MACS_peak_12112_lociStitched	chr17	76163776	76184062	4	12539	34216.3962	3823.911	374	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	SYNGR2	1.9704000000000002	374	1
3_MACS_peak_23060_lociStitched	chr5	171601136	171616066	3	11622	39227.082	3096.482	375	STK10	EFCAB9	STK10	STK10	0.21780000000000002	375	1
2_MACS_peak_20558_lociStitched	chr4	48193461	48206836	2	10414	44712.625	2874.2875	376	TEC		TXK	TXK	NONE	376	1
1_MACS_peak_16055_lociStitched	chr2	217079187	217089128	1	9942	46108.3462	2443.4978	377			XRCC5	XRCC5	NONE	377	1
3_MACS_peak_14373_lociStitched	chr2	42344142	42361021	3	11853	37464.6284	3023.0289	378		EML4	EML4	EML4	0.00839999999999999	378	1
4_MACS_peak_4608_lociStitched	chr11	35183170	35205525	4	12551	33876.767	4115.5555	379	CD44		CD44	CD44	0.631	379	1
1_MACS_peak_13251_lociStitched	chr19	16221472	16231750	1	10279	44433.8496	2296.1052	381	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	2.094	381	1
1_MACS_peak_2687_lociStitched	chr1	228268925	228279620	1	10696	43462.341	3214.917	382	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	1.7878	382	1
2_MACS_peak_2350_lociStitched	chr1	203722244	203736403	2	8046	53189.6994	3637.4471	384	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.893	384	1
3_MACS_peak_13248_lociStitched	chr19	16180358	16198230	3	9743	47140.9744	3208.024	386	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	2.094	386	1
2_MACS_peak_20139_lociStitched	chr3	196357938	196371438	2	9577	48311.1	3775.95	387	LRRC33		LRRC33	LRRC33	0.8598	387	1
3_MACS_peak_9388_lociStitched	chr15	74906340	74924565	3	12036	35766.5625	3291.435	388	CLK3,EDC3		CLK3	CLK3	1.0178	388	1
3_MACS_peak_13806_lociStitched	chr19	50166021	50182952	3	10178	44868.8431	2866.4183	389	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	IRF3	RRAS	1.0405	389	1
4_MACS_peak_2977_lociStitched	chr10	7511496	7535745	4	12195	35059.2042	3741.6207	391			SFMBT2	SFMBT2	NONE	391	1
4_MACS_peak_4013_lociStitched	chr10	111966926	111986765	4	11353	39902.1807	3539.2776	392	MXI1		MXI1	MXI1	0.3675	392	1
1_MACS_peak_22789_lociStitched	chr5	142774722	142785970	1	11249	38578.3904	1855.92	393	NR3C1		NR3C1	NR3C1	0.2418	393	1
3_MACS_peak_20512_lociStitched	chr4	40302591	40319769	3	11337	39648.5418	3442.4712	394		CHRNA9	CHRNA9	NONE	NONE	394	1
3_MACS_peak_19735_lociStitched	chr3	160116201	160129643	3	10227	44411.0238	2898.0952	395	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	MIR16-2	3.3209	395	1
5_MACS_peak_5879_lociStitched	chr12	11901542	11920186	5	12281	33383.9464	3245.9204	396	ETV6		ETV6	ETV6	0.24170000000000003	396	1
1_MACS_peak_24368_lociStitched	chr6	106609819	106617435	1	7617	52268.608	2199.5008	397			PRDM1	PRDM1	3.4347	397	1
3_MACS_peak_18414_lociStitched	chr3	20080327	20098737	3	12247	33334.987	3105.767	399	KAT2B	C3orf48	KAT2B	KAT2B	0.20850000000000002	399	1
3_MACS_peak_12214_lociStitched	chr17	80405802	80424064	3	9066	48810.6736	3268.898	400	NARF,C17orf62	HEXDC,C17orf101	NARF	NARF	0.47240000000000004	400	1
3_MACS_peak_441_lociStitched	chr1	28558560	28577225	3	10758	42401.2805	3837.524	401	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.4962	401	1
6_MACS_peak_21687_lociStitched	chr5	6708530	6738404	6	12173	34423.8102	4478.1126	403	PAPD7	PAPD7	PAPD7	PAPD7	0.5441	403	1
3_MACS_peak_23542_lociStitched	chr6	26155209	26174076	3	10984	40396.1337	3354.5526	404	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	HIST1H2BF	4.6794	404	1
3_MACS_peak_2131_lociStitched	chr1	183438624	183451323	3	8917	49193.3862	3629.3742	405	SMG7		SMG7	SMG7	0.4423	405	1
5_MACS_peak_14605_lociStitched	chr2	64430492	64456397	5	11376	39178.722	4525.6035	407	LOC150992		LOC150992	LOC150992	0.221	407	1
3_MACS_peak_29387_lociStitched	chrX	39953253	39969355	3	12371	29207.4178	1091.7156	408	BCOR		BCOR	BCOR	0.4145	408	1
3_MACS_peak_19885_lociStitched	chr3	178230229	178241247	3	10398	42453.4558	3059.6986	409		KCNMB2	KCNMB2	NONE	NONE	409	1
3_MACS_peak_23879_lociStitched	chr6	42737760	42752391	3	9433	45749.6739	2627.7276	410		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.9944999999999999	410	1
5_MACS_peak_4882_lociStitched	chr11	64839224	64865045	5	11919	34687.9314	4095.2106	411	ZFPL1,C11orf2,CDCA5	SNX15,SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	SYVN1	2.0098	411	1
4_MACS_peak_13899_lociStitched	chr19	56145484	56168153	4	10935	39863.4365	3511.4281	412	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.4071	412	1
3_MACS_peak_19795_lociStitched	chr3	169754937	169776509	3	11884	35716.7604	5295.926	413	GPR160		GPR160	GPR160	0.4835	413	1
2_MACS_peak_27764_lociStitched	chr8	134576800	134585944	2	8703	47191.2696	2022.6528	414	ST3GAL1		ST3GAL1	ST3GAL1	0.6903999999999999	414	1
3_MACS_peak_17512_lociStitched	chr21	45195104	45210758	3	11045	39643.755	4422.255	415	RRP1,CSTB	LOC284837	RRP1	RRP1	0.3097	415	1
2_MACS_peak_10990_lociStitched	chr17	7474956	7488453	2	11482	35476.8645	2878.9101	416	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	1.7781	416	1
2_MACS_peak_11683_lociStitched	chr17	47816067	47827856	2	10487	40347.8525	2578.2543	417	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.7966	417	1
4_MACS_peak_5005_lociStitched	chr11	67644673	67659588	4	9309	45732.373	3008.3555	418			LOC645332	LOC645332	NONE	418	1
3_MACS_peak_14947_lociStitched	chr2	96889877	96913039	3	11422	36026.1748	3631.8016	419	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.792	419	1
2_MACS_peak_23098_lociStitched	chr5	173696592	173709819	2	8927	46752.1542	2867.6136	420			HMP19	HMP19	NONE	420	1
3_MACS_peak_13757_lociStitched	chr19	48824076	48838067	3	10696	39782.0094	3683.8303	421	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	2.3735	421	1
1_MACS_peak_2261_lociStitched	chr1	197740001	197748793	1	8793	46687.2784	2614.7408	422	DENND1B		DENND1B	DENND1B	0.11590000000000003	422	1
3_MACS_peak_24941_lociStitched	chr6	160389288	160405279	3	11597	32482.5183	1663.064	423	IGF2R		IGF2R	IGF2R	0.2499	423	1
3_MACS_peak_5652_lociStitched	chr11	129233677	129249856	3	10608	39709.7376	3376.5573	426	BARX2		BARX2	BARX2	0.7309	426	1
4_MACS_peak_6944_lociStitched	chr12	109161984	109181270	4	9979	42541.0588	3554.4098	429	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.6376	429	1
3_MACS_peak_9707_lociStitched	chr15	93346274	93364531	3	10590	39418.6887	3423.1875	430		ASB9P1	ASB9P1	NONE	NONE	430	1
3_MACS_peak_19370_lociStitched	chr3	125548487	125560730	3	9193	44739.5949	2870.9835	431		MIR548I1	MIR548I1	NONE	NONE	431	1
5_MACS_peak_14711_lociStitched	chr2	70334991	70360650	5	10334	41054.4	4123.4013	432	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	5.2354	432	1
2_MACS_peak_20831_lociStitched	chr4	84132413	84144236	2	9161	44275.9527	2504.1114	433			COQ2	COQ2	NONE	433	1
4_MACS_peak_15064_lociStitched	chr2	109220980	109239295	4	11841	31084.218	3296.7	434	LIMS1	LIMS1	LIMS1	LIMS1	0.2902	434	1
4_MACS_peak_28995_lociStitched	chr9	134595114	134615390	4	11411	33824.4232	3197.5252	435	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.3928	435	1
3_MACS_peak_20301_lociStitched	chr4	9598968	9610941	3	9402	42768.7533	2191.059	436		MIR548I2	MIR548I2	NONE	NONE	436	1
3_MACS_peak_25501_lociStitched	chr7	45024235	45042295	3	11282	34183.968	3129.798	437	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	CCM2	0.43210000000000004	437	1
2_MACS_peak_6209_lociStitched	chr12	46119387	46132709	2	10841	35721.6108	2128.8556	438	ARID2,LOC400027		ARID2	ARID2	0.1391	438	1
4_MACS_peak_4870_lociStitched	chr11	64611565	64634558	4	9655	43279.7239	3996.1834	439	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.0678	439	1
2_MACS_peak_1855_lociStitched	chr1	161007869	161019256	2	7913	48919.6907	3474.1737	440	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	2.7111	440	1
4_MACS_peak_24781_lociStitched	chr6	143162861	143179961	4	11509	31195.53	1882.71	441	HIVEP2		HIVEP2	HIVEP2	0.29159999999999997	441	1
1_MACS_peak_1723_lociStitched	chr1	154970811	154979802	1	8992	44161.9938	2355.642	442	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	5.3924	442	1
2_MACS_peak_8094_lociStitched	chr14	50465329	50476784	2	8300	45262.1415	1262.341	444	C14orf182		C14orf182	C14orf182	1.2105	444	1
2_MACS_peak_26834_lociStitched	chr8	26428249	26437550	2	8042	46964.4694	2275.9547	445	DPYSL2		DPYSL2	DPYSL2	0.2596	445	1
2_MACS_peak_18825_lociStitched	chr3	52729732	52745826	2	10409	38115.4202	2943.5926	446	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.6328	446	1
3_MACS_peak_20937_lociStitched	chr4	100765789	100783796	3	10621	37407.7418	3637.414	448	DAPP1	MAPKSP1	DAPP1	DAPP1	0.8573	448	1
2_MACS_peak_20776_lociStitched	chr4	78736000	78749567	2	9691	40865.1607	2617.0743	449	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.28409999999999996	449	1
3_MACS_peak_15802_lociStitched	chr2	192530865	192546120	3	9549	41496.651	2736.747	450	OBFC2A		OBFC2A	OBFC2A	1.8363	450	1
3_MACS_peak_13815_lociStitched	chr19	50369490	50382218	3	8159	46505.5664	2628.332	451	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	AKT1S1	2.3977	451	1
4_MACS_peak_4777_lociStitched	chr11	60666272	60684114	4	9752	41600.4072	3791.425	453	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	PRPF19	ZP1	0.9139000000000002	453	1
4_MACS_peak_16934_lociStitched	chr20	45172762	45191653	4	10639	37003.6908	3617.6265	454	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.5823	454	1
3_MACS_peak_5535_lociStitched	chr11	119543235	119566736	3	11304	32776.8447	3419.3955	455	PVRL1		PVRL1	PVRL1	0.5830000000000001	455	1
1_MACS_peak_16192_lociStitched	chr2	231729305	231739417	1	10113	37180.8128	1215.4624	456	ITM2C		ITM2C	ITM2C	1.4938	456	1
4_MACS_peak_15080_lociStitched	chr2	109829443	109843143	4	9782	40549.26	3050.99	457	SH3RF3		MIR4265	MIR4265	NONE	457	1
2_MACS_peak_13648_lociStitched	chr19	44257537	44271754	2	8378	45649.3653	2847.6651	459	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.4892	459	1
2_MACS_peak_27783_lociStitched	chr8	137189300	137201667	2	10868	34315.9516	2632.9343	460			KHDRBS3	KHDRBS3	NONE	460	1
3_MACS_peak_17352_lociStitched	chr21	34696087	34712490	3	8637	46259.7406	4369.7592	461	IFNAR1		IFNAR1	IFNAR1	0.9674000000000001	461	1
2_MACS_peak_13534_lociStitched	chr19	39338741	39349078	2	8083	45187.1618	1681.8299	463	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.5849	463	1
3_MACS_peak_10878_lociStitched	chr17	2294396	2306167	3	9612	39505.8302	1795.0775	465	MNT	LOC284009	MNT	MNT	1.3891	465	1
2_MACS_peak_9769_lociStitched	chr15	101737767	101751494	2	8605	43962.0902	2281.4274	466	CHSY1		CHSY1	CHSY1	0.5508	466	1
2_MACS_peak_11215_lociStitched	chr17	27045982	27056758	2	9452	40706.34	2328.6936	467	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	3.1641	467	1
1_MACS_peak_23599_lociStitched	chr6	27774511	27784200	1	9690	39295.6773	2040.5034	468	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2BN	3.8052	468	1
2_MACS_peak_17611_lociStitched	chr22	19405748	19421161	2	9752	39936.6243	3062.5631	469	MRPL40,HIRA	CDC45,C22orf39,UFD1L	HIRA	UFD1L	0.5816	469	1
1_MACS_peak_1130_lociStitched	chr1	87792781	87803183	1	10403	35252.378	1692.4054	470	LMO4		LMO4	LMO4	1.0969	470	1
4_MACS_peak_23466_lociStitched	chr6	20197330	20214119	4	11684	28091.3548	2879.3135	471	MBOAT1		MBOAT1	MBOAT1	0.17000000000000004	471	1
2_MACS_peak_6323_lociStitched	chr12	51712018	51722197	2	9498	40366.8603	2547.8037	472	BIN2	SMAGP,CELA1	BIN2	BIN2	0.6990999999999999	472	1
2_MACS_peak_7862_lociStitched	chr13	115039366	115048693	2	9069	41325.1389	1791.7167	473	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	1.1151	473	1
2_MACS_peak_25848_lociStitched	chr7	90351979	90367756	2	11455	29029.68	2549.5632	476	CDK14		CDK14	CDK14	0.1232	476	1
3_MACS_peak_27839_lociStitched	chr8	145002140	145018812	3	11044	31958.5568	2620.8384	477	PLEC	GRINA,MIR661,PARP10	PLEC	MIR661	1.4364	477	1
5_MACS_peak_18812_lociStitched	chr3	52286341	52313619	5	11575	29716.6532	4489.9588	478	WDR82,MIRLET7G	PPM1M,GLYCTK,DNAH1,TLR9,TWF2,MIR135A1	MIRLET7G	GLYCTK	0.7683	478	1
1_MACS_peak_1322_lociStitched	chr1	111172726	111181469	1	8744	41904.3247	1558.0026	479		KCNA2,KCNA3	KCNA2	KCNA3	0.7415	479	1
2_MACS_peak_2298_lociStitched	chr1	200986670	200996777	2	8440	44214.0822	2832.9921	480	KIF21B		KIF21B	KIF21B	0.6187	480	1
4_MACS_peak_8990_lociStitched	chr15	44579354	44602833	4	11384	30280.8663	3798.9022	481	CASC4		CASC4	CASC4	0.18529999999999996	481	1
5_MACS_peak_4856_lociStitched	chr11	63992797	64015283	5	11514	28912.4988	3676.461	482	NUDT22,DNAJC4,VEGFB,FKBP2,TRPT1,PPP1R14B	STIP1,FERMT3,PLCB3,GPR137,KCNK4,BAD	VEGFB	VEGFB	1.2543	482	1
4_MACS_peak_16439_lociStitched	chr20	5092565	5109068	4	11031	31532.2821	2815.4118	483	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	1.3154	483	1
3_MACS_peak_2164_lociStitched	chr1	184704017	184725700	3	11025	34207.1008	5468.4526	484	EDEM3		EDEM3	EDEM3	0.3668	484	1
1_MACS_peak_22415_lociStitched	chr5	109023697	109034347	1	10651	33294.03	2239.695	485	MAN2A1		MAN2A1	MAN2A1	0.35839999999999994	485	1
3_MACS_peak_13086_lociStitched	chr19	10329539	10347840	3	9682	38662.6926	3006.8543	486	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.3867	486	1
3_MACS_peak_17985_lociStitched	chr22	39459164	39474341	3	10999	31281.3147	3030.8469	488	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.2941	488	1
3_MACS_peak_10261_lociStitched	chr16	30193785	30212336	3	11107	31379.0165	3884.5794	489	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	1.4444	489	1
3_MACS_peak_21189_lociStitched	chr4	129724219	129741544	3	10250	35112.5775	2645.5275	492	PHF17		PHF17	PHF17	0.5182	492	1
1_MACS_peak_4607_lociStitched	chr11	35159799	35169133	1	9335	39735.7714	2835.6692	493	CD44		CD44	CD44	0.631	493	1
3_MACS_peak_18736_lociStitched	chr3	49054824	49067748	3	10201	35276.058	2715.3324	494	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	2.205	494	1
4_MACS_peak_9736_lociStitched	chr15	99393312	99419362	4	10574	34552.72	4131.53	495	IGF1R		PGPEP1L	PGPEP1L	NONE	495	1
4_MACS_peak_21567_lociStitched	chr4	186252289	186275134	4	11229	29719.0605	3895.0725	496	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	1.0877999999999999	496	1
2_MACS_peak_12851_lociStitched	chr19	1015248	1029292	2	10934	30648.2212	3496.956	501	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	C19orf6	0.8808	501	1
1_MACS_peak_20988_lociStitched	chr4	105407375	105417386	1	10012	34686.1128	2041.2429	502	CXXC4		CXXC4	CXXC4	1.0840999999999998	502	1
4_MACS_peak_5915_lociStitched	chr12	13242290	13256049	4	10293	33785.2245	2830.2263	506	GSG1	KIAA1467	GSG1	GSG1	0.7373999999999999	506	1
1_MACS_peak_3438_lociStitched	chr10	63656449	63665381	1	8933	39301.6932	1965.9332	511	ARID5B		ARID5B	ARID5B	0.5198	511	1
3_MACS_peak_14651_lociStitched	chr2	65609270	65623040	3	10241	33439.068	2574.99	513	SPRED2	SPRED2	SPRED2	SPRED2	0.43019999999999997	513	1
3_MACS_peak_28681_lociStitched	chr9	112668862	112683245	3	8045	43360.4301	2824.8212	515	PALM2,PALM2-AKAP2		PALM2	PALM2	0.17220000000000002	515	1
3_MACS_peak_20160_lociStitched	chr3	197450305	197464843	3	8713	41968.2984	3961.605	516	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.7789	516	1
3_MACS_peak_28463_lociStitched	chr9	93670878	93688885	3	9286	39129.211	3664.4245	517			SYK	SYK	NONE	517	1
1_MACS_peak_16945_lociStitched	chr20	45979032	45987228	1	8197	41281.6128	1472.8212	519	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.2749	519	1
3_MACS_peak_16682_lociStitched	chr20	31255039	31270461	3	9174	38704.5934	2882.3718	521		C20orf203	C20orf203	NONE	NONE	521	1
3_MACS_peak_17753_lociStitched	chr22	27005072	27014952	3	8724	40154.296	2487.784	522	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.5379	522	1
1_MACS_peak_20670_lociStitched	chr4	69434530	69443477	1	8948	38215.3211	1727.6657	524		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.3408	524	1
1_MACS_peak_13125_lociStitched	chr19	11199259	11208186	1	8928	38427.1642	1913.0561	526	LDLR		LDLR	LDLR	0.6708000000000001	526	1
4_MACS_peak_16613_lociStitched	chr20	23329737	23347986	4	10168	33486.915	3158.9019	527	NXT1,GZF1		GZF1	GZF1	0.5137	527	1
3_MACS_peak_28789_lociStitched	chr9	123630331	123641489	3	9202	37529.933	2316.4008	528	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.1109	528	1
1_MACS_peak_25877_lociStitched	chr7	92436913	92445739	1	8827	38808.8046	1997.3238	529	CDK6		CDK6	CDK6	0.33890000000000003	529	1
2_MACS_peak_11180_lociStitched	chr17	20936670	20948008	2	8992	38101.349	2006.826	531	USP22		USP22	USP22	0.6623	531	1
