#11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_ROSE/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam
#Using cutoff of 24861.666 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
3_MACS_peak_1863_lociStitched	chr1	161122706	161137545	3	7971	39066.6353	4610.4773	528	1
2_MACS_peak_26302_lociStitched	chr7	128572530	128582346	2	6938	37332.2112	2887.8672	529	1
3_MACS_peak_14373_lociStitched	chr2	42344142	42361021	3	11853	37464.6284	3023.0289	530	1
3_MACS_peak_17476_lociStitched	chr21	43639121	43655844	3	8276	38576.6164	4143.9594	531	1
1_MACS_peak_22170_lociStitched	chr5	75696803	75702534	1	5732	35745.3932	1349.0774	532	1
2_MACS_peak_10032_lociStitched	chr16	14491958	14501669	2	5388	36086.076	1693.5984	533	1
3_MACS_peak_559_lociStitched	chr1	36614170	36627515	3	8881	36872.235	2508.86	534	1
1_MACS_peak_17701_lociStitched	chr22	23517277	23526655	1	9379	36594.8316	2308.8636	535	1
3_MACS_peak_18476_lociStitched	chr3	30682685	30703662	3	16746	38232.6802	3981.4346	536	1
1_MACS_peak_23764_lociStitched	chr6	34622840	34627300	1	4461	35527.468	1279.128	537	1
3_MACS_peak_23924_lociStitched	chr6	44213190	44234219	3	12146	38308.5293	4071.2144	538	1
1_MACS_peak_17204_lociStitched	chr21	9963133	9969934	1	6802	37800.6381	3572.5653	539	1
3_MACS_peak_24365_lociStitched	chr6	106585425	106595719	3	8638	36352.2316	2150.4166	540	1
2_MACS_peak_22445_lociStitched	chr5	112256408	112266833	2	7901	36716.85	2590.6125	541	1
2_MACS_peak_12031_lociStitched	chr17	73774148	73782605	2	7172	36015.8259	1983.1665	542	1
2_MACS_peak_19283_lociStitched	chr3	119811239	119823067	2	5767	36045.83	2022.588	543	1
2_MACS_peak_2815_lociStitched	chr1	240074419	240082512	2	6666	36246.1191	2234.4773	544	1
1_MACS_peak_16050_lociStitched	chr2	216877143	216883323	1	6181	35426.232	1417.692	545	1
1_MACS_peak_9425_lociStitched	chr15	75742318	75749138	1	6821	35721.114	1713.866	546	1
1_MACS_peak_10903_lociStitched	chr17	3813439	3820711	1	7273	35809.5096	1893.6288	547	1
3_MACS_peak_28792_lociStitched	chr9	123653348	123667623	3	8135	36582.5425	2676.5625	548	1
2_MACS_peak_25553_lociStitched	chr7	50343493	50358006	2	13246	36373.9319	2491.8821	549	1
1_MACS_peak_14274_lociStitched	chr2	33716506	33724183	1	7678	35585.1981	1753.4268	550	1
1_MACS_peak_28469_lociStitched	chr9	93795629	93799385	1	3757	34821.876	1045.6704	551	1
3_MACS_peak_20937_lociStitched	chr4	100765789	100783796	3	10621	37407.7418	3637.414	552	1
3_MACS_peak_1857_lociStitched	chr1	161028913	161041502	3	8069	36895.8412	3237.8908	553	1
1_MACS_peak_19623_lociStitched	chr3	150315235	150323426	1	8192	35458.839	1847.0705	554	1
1_MACS_peak_5622_lociStitched	chr11	126333879	126337861	1	3983	34580.4844	984.7486	555	1
2_MACS_peak_6209_lociStitched	chr12	46119387	46132709	2	10841	35721.6108	2128.8556	556	1
1_MACS_peak_1130_lociStitched	chr1	87792781	87803183	1	10403	35252.378	1692.4054	557	1
2_MACS_peak_6843_lociStitched	chr12	102129065	102140282	2	7864	35544.4296	2048.2242	558	1
4_MACS_peak_22876_lociStitched	chr5	150512961	150537888	4	16481	38021.1531	4604.0169	559	1
4_MACS_peak_16934_lociStitched	chr20	45172762	45191653	4	10639	37003.6908	3617.6265	560	1
2_MACS_peak_27979_lociStitched	chr9	6673137	6684283	2	4916	35579.1466	2204.6788	561	1
1_MACS_peak_27671_lociStitched	chr8	126441069	126449621	1	8553	35347.9816	1981.4984	562	1
1_MACS_peak_24711_lociStitched	chr6	138186927	138196341	1	9415	35393.8158	2042.838	563	1
3_MACS_peak_5168_lociStitched	chr11	78163240	78178227	3	7509	36030.2467	2697.66	564	1
5_MACS_peak_6220_lociStitched	chr12	46776336	46798794	5	13274	37352.1456	4078.3728	565	1
1_MACS_peak_26891_lociStitched	chr8	29410392	29416078	1	5687	34579.9776	1307.2114	566	1
1_MACS_peak_26338_lociStitched	chr7	130789933	130796513	1	6581	35392.504	2137.842	567	1
1_MACS_peak_25537_lociStitched	chr7	47708134	47712360	1	4227	34500.6414	1325.2736	568	1
2_MACS_peak_15456_lociStitched	chr2	157188254	157200617	2	7549	35537.4435	2367.5145	569	1
1_MACS_peak_20804_lociStitched	chr4	82389762	82394862	1	5101	34503.03	1425.45	570	1
1_MACS_peak_21541_lociStitched	chr4	185454453	185460732	1	6280	34623.0339	1552.7967	571	1
1_MACS_peak_12057_lociStitched	chr17	74257552	74265711	1	8160	34628.4278	1591.8209	572	1
1_MACS_peak_11707_lociStitched	chr17	48941963	48946011	1	4049	33890.6656	879.2256	573	1
2_MACS_peak_277_lociStitched	chr1	22099537	22110698	2	6094	34803.3463	1810.3142	574	1
3_MACS_peak_22497_lociStitched	chr5	118657884	118678715	3	13970	36833.3742	3855.8181	575	1
1_MACS_peak_26870_lociStitched	chr8	28346909	28353093	1	6185	34594.5328	1622.6816	576	1
1_MACS_peak_1716_lociStitched	chr1	154831059	154834575	1	3517	34664.244	1756.242	577	1
2_MACS_peak_15042_lociStitched	chr2	106405798	106416288	2	7448	34833.094	1929.111	578	1
1_MACS_peak_28748_lociStitched	chr9	117210452	117216494	1	6043	34406.169	1530.4386	579	1
2_MACS_peak_10891_lociStitched	chr17	3459622	3466839	2	4958	34036.8154	1209.5692	580	1
2_MACS_peak_25543_lociStitched	chr7	48124372	48129684	2	5038	33945.2736	1121.8944	581	1
1_MACS_peak_11434_lociStitched	chr17	38016428	38024968	1	8541	34600.664	1795.962	582	1
2_MACS_peak_20311_lociStitched	chr4	10096209	10109319	2	9468	34973.547	2205.102	583	1
5_MACS_peak_11586_lociStitched	chr17	43504836	43531669	5	15718	37077.8394	4317.4297	584	1
3_MACS_peak_9575_lociStitched	chr15	85277062	85293291	3	8394	35476.594	2744.3239	585	1
6_MACS_peak_8897_lociStitched	chr15	40329772	40358312	6	13856	37989.594	5277.046	586	1
2_MACS_peak_4292_lociStitched	chr11	3528520	3536605	2	6887	34399.2495	1747.977	587	1
1_MACS_peak_20988_lociStitched	chr4	105407375	105417386	1	10012	34686.1128	2041.2429	588	1
1_MACS_peak_15467_lociStitched	chr2	158323922	158328460	1	4539	33829.4286	1211.646	589	1
2_MACS_peak_10990_lociStitched	chr17	7474956	7488453	2	11482	35476.8645	2878.9101	590	1
3_MACS_peak_18736_lociStitched	chr3	49054824	49067748	3	10201	35276.058	2715.3324	591	1
1_MACS_peak_2051_lociStitched	chr1	174967174	174970937	1	3764	33918.9294	1379.1395	592	1
4_MACS_peak_17666_lociStitched	chr22	22549239	22565538	4	7835	35802.3834	3294.0279	593	1
3_MACS_peak_9388_lociStitched	chr15	74906340	74924565	3	12036	35766.5625	3291.435	594	1
3_MACS_peak_21189_lociStitched	chr4	129724219	129741544	3	10250	35112.5775	2645.5275	595	1
3_MACS_peak_23735_lociStitched	chr6	33279658	33292598	3	9389	35073.87	2607.41	596	1
2_MACS_peak_28842_lociStitched	chr9	127622725	127636146	2	8970	35032.8363	2575.4899	597	1
2_MACS_peak_10976_lociStitched	chr17	7209433	7219685	2	7914	34524.6352	2085.2568	598	1
1_MACS_peak_1847_lociStitched	chr1	160676609	160685111	1	8503	35619.129	3204.4038	599	1
1_MACS_peak_7849_lociStitched	chr13	114789349	114794643	1	5295	33834.4834	1428.8506	600	1
3_MACS_peak_14947_lociStitched	chr2	96889877	96913039	3	11422	36026.1748	3631.8016	601	1
2_MACS_peak_26366_lociStitched	chr7	134670626	134682315	2	8045	35771.8467	3396.8234	602	1
2_MACS_peak_2715_lociStitched	chr1	230238343	230248918	2	9520	35475.9525	3136.545	603	1
1_MACS_peak_28467_lociStitched	chr9	93733089	93737832	1	4744	33542.496	1210.8879	604	1
4_MACS_peak_23697_lociStitched	chr6	31783101	31805824	4	16617	36679.4666	4358.2714	605	1
3_MACS_peak_23668_lociStitched	chr6	31157564	31172917	3	7461	35098.4933	2812.6696	606	1
2_MACS_peak_17494_lociStitched	chr21	44725785	44734561	2	7313	34781.0432	2509.0584	607	1
1_MACS_peak_4457_lociStitched	chr11	16979599	16986809	1	7211	33830.041	1594.852	608	1
2_MACS_peak_9764_lociStitched	chr15	101661411	101669550	2	5962	33797.1975	1664.4255	609	1
2_MACS_peak_2636_lociStitched	chr1	226062565	226071530	2	8806	34837.0935	2736.118	610	1
1_MACS_peak_14039_lociStitched	chr2	10259821	10267051	1	7231	33907.254	1874.016	611	1
2_MACS_peak_20226_lociStitched	chr4	4029738	4037584	2	6490	33665.6168	1663.352	612	1
2_MACS_peak_19233_lociStitched	chr3	113455254	113468850	2	9280	34533.84	2645.7816	613	1
1_MACS_peak_26666_lociStitched	chr8	10821969	10825700	1	3732	32882.7954	1117.0614	614	1
2_MACS_peak_5458_lociStitched	chr11	115125930	115137023	2	7424	33889.115	2185.321	615	1
2_MACS_peak_27783_lociStitched	chr8	137189300	137201667	2	10868	34315.9516	2632.9343	616	1
1_MACS_peak_26984_lociStitched	chr8	38237120	38245054	1	7935	33438.6364	1765.315	617	1
4_MACS_peak_21804_lociStitched	chr5	32275898	32297084	4	16942	35906.0328	4237.2	618	1
3_MACS_peak_28120_lociStitched	chr9	33286881	33299028	3	8150	34182.8727	2535.0789	619	1
1_MACS_peak_18167_lociStitched	chr22	48491959	48496289	1	4331	32422.607	808.844	620	1
2_MACS_peak_9376_lociStitched	chr15	74665769	74678877	2	6644	34142.4076	2552.1276	621	1
1_MACS_peak_3566_lociStitched	chr10	74078135	74082075	1	3941	32412.804	856.162	622	1
2_MACS_peak_19442_lociStitched	chr3	129893226	129900706	2	6605	33331.628	1775.752	623	1
1_MACS_peak_13782_lociStitched	chr19	49375132	49380634	1	5503	33130.8432	1597.7808	624	1
1_MACS_peak_13730_lociStitched	chr19	47613818	47617854	1	4037	32259.748	856.4392	625	1
1_MACS_peak_3535_lociStitched	chr10	72335092	72340424	1	5333	32663.832	1301.008	626	1
4_MACS_peak_2977_lociStitched	chr10	7511496	7535745	4	12195	35059.2042	3741.6207	627	1
2_MACS_peak_4277_lociStitched	chr11	2792907	2801164	2	8200	33089.1018	1774.4293	628	1
1_MACS_peak_4890_lociStitched	chr11	64898636	64903670	1	5035	32716.4694	1422.6084	629	1
1_MACS_peak_22007_lociStitched	chr5	56467232	56473038	1	5807	32418.9622	1131.0088	630	1
2_MACS_peak_16560_lociStitched	chr20	17945245	17952747	2	7280	32706.4694	1420.8788	631	1
1_MACS_peak_6485_lociStitched	chr12	62995201	62998251	1	3051	31816.685	540.155	632	1
2_MACS_peak_23744_lociStitched	chr6	33537714	33548781	2	7472	33417.9132	2238.8541	633	1
3_MACS_peak_23986_lociStitched	chr6	52358153	52368615	3	8966	33075.613	1965.8098	634	1
1_MACS_peak_22415_lociStitched	chr5	109023697	109034347	1	10651	33294.03	2239.695	635	1
3_MACS_peak_25501_lociStitched	chr7	45024235	45042295	3	11282	34183.968	3129.798	636	1
1_MACS_peak_12927_lociStitched	chr19	2594918	2600372	1	5455	32822.172	1789.4574	637	1
1_MACS_peak_6448_lociStitched	chr12	57912601	57917836	1	5236	32208.3375	1178.922	638	1
3_MACS_peak_5802_lociStitched	chr12	7022757	7038396	3	14271	34055.4864	3032.4021	639	1
2_MACS_peak_6412_lociStitched	chr12	56726400	56734378	2	7895	32969.085	1961.7902	640	1
4_MACS_peak_5915_lociStitched	chr12	13242290	13256049	4	10293	33785.2245	2830.2263	641	1
1_MACS_peak_28212_lociStitched	chr9	37527896	37532875	1	4980	32264.9158	1319.9329	642	1
1_MACS_peak_12615_lociStitched	chr18	48677550	48681703	1	4154	31887.1493	961.0042	643	1
2_MACS_peak_26006_lociStitched	chr7	101944899	101952397	2	7289	32251.1474	1385.6304	644	1
3_MACS_peak_14651_lociStitched	chr2	65609270	65623040	3	10241	33439.068	2574.99	645	1
2_MACS_peak_19295_lociStitched	chr3	121303170	121313598	2	4329	32553.0876	1710.192	646	1
3_MACS_peak_24941_lociStitched	chr6	160389288	160405279	3	11597	32482.5183	1663.064	647	1
1_MACS_peak_9407_lociStitched	chr15	75298911	75303628	1	4718	32015.6941	1224.5332	648	1
2_MACS_peak_9917_lociStitched	chr16	4554082	4568864	2	9350	33503.403	2737.6264	649	1
1_MACS_peak_19169_lociStitched	chr3	108787882	108793009	1	5128	31908.3972	1150.4988	650	1
2_MACS_peak_20680_lociStitched	chr4	71542183	71555189	2	8886	33158.797	2442.5268	651	1
2_MACS_peak_17344_lociStitched	chr21	34600828	34612897	2	9332	34193.8908	3479.4927	652	1
6_MACS_peak_17068_lociStitched	chr20	52531412	52566853	6	14161	36433.348	5794.6035	653	1
1_MACS_peak_6940_lociStitched	chr12	109082756	109088189	1	5434	32051.4402	1419.0996	654	1
4_MACS_peak_28995_lociStitched	chr9	134595114	134615390	4	11411	33824.4232	3197.5252	655	1
1_MACS_peak_6027_lociStitched	chr12	26306093	26312280	1	6188	32141.465	1548.6061	656	1
5_MACS_peak_4882_lociStitched	chr11	64839224	64865045	5	11919	34687.9314	4095.2106	657	1
1_MACS_peak_23801_lociStitched	chr6	36559240	36566275	1	7036	32185.125	1673.6265	658	1
4_MACS_peak_9736_lociStitched	chr15	99393312	99419362	4	10574	34552.72	4131.53	659	1
3_MACS_peak_19795_lociStitched	chr3	169754937	169776509	3	11884	35716.7604	5295.926	660	1
1_MACS_peak_6762_lociStitched	chr12	94563778	94569311	1	5534	31794.8312	1377.1637	661	1
4_MACS_peak_12112_lociStitched	chr17	76163776	76184062	4	12539	34216.3962	3823.911	662	1
1_MACS_peak_17498_lociStitched	chr21	44780500	44783181	1	2682	31448.3981	1059.5312	663	1
1_MACS_peak_17894_lociStitched	chr22	36726233	36731693	1	5461	31676.19	1303.848	664	1
2_MACS_peak_19297_lociStitched	chr3	121372998	121381737	2	5292	32072.13	1722.4569	665	1
2_MACS_peak_1815_lociStitched	chr1	159036539	159048231	2	5848	33712.7128	3366.1268	666	1
4_MACS_peak_16613_lociStitched	chr20	23329737	23347986	4	10168	33486.915	3158.9019	667	1
2_MACS_peak_26996_lociStitched	chr8	38792409	38802139	2	7332	31963.05	1650.208	668	1
1_MACS_peak_2920_lociStitched	chr10	3823775	3828982	1	5208	31439.866	1158.0368	669	1
1_MACS_peak_3506_lociStitched	chr10	70846063	70851957	1	5895	31602.4492	1363.2822	670	1
3_MACS_peak_19421_lociStitched	chr3	128899469	128915563	3	8988	32608.0534	2373.865	671	1
3_MACS_peak_18414_lociStitched	chr3	20080327	20098737	3	12247	33334.987	3105.767	672	1
1_MACS_peak_19485_lociStitched	chr3	133290441	133298430	1	7990	32206.0557	1990.8588	673	1
1_MACS_peak_24679_lociStitched	chr6	136609224	136612794	1	3571	31317.468	1124.193	674	1
1_MACS_peak_23655_lociStitched	chr6	30582035	30587075	1	5041	31471.272	1294.776	675	1
1_MACS_peak_22715_lociStitched	chr5	139011697	139019127	1	7431	32299.696	2129.438	676	1
1_MACS_peak_16855_lociStitched	chr20	40720484	40724903	1	4420	31329.8262	1162.6389	677	1
1_MACS_peak_21909_lociStitched	chr5	43036943	43043788	1	6846	31840.8865	1676.3405	678	1
5_MACS_peak_5879_lociStitched	chr12	11901542	11920186	5	12281	33383.9464	3245.9204	679	1
4_MACS_peak_12108_lociStitched	chr17	76137615	76152445	4	10016	32864.763	2727.237	680	1
1_MACS_peak_4775_lociStitched	chr11	60604777	60613087	1	8311	32364.126	2246.193	681	1
1_MACS_peak_13904_lociStitched	chr19	56329085	56333053	1	3969	31236.096	1145.1648	682	1
1_MACS_peak_23390_lociStitched	chr6	13354455	13358510	1	4056	31199.5755	1109.448	683	1
2_MACS_peak_20203_lociStitched	chr4	2413379	2421715	2	5635	31733.4848	1653.0288	684	1
1_MACS_peak_1612_lociStitched	chr1	150335377	150339561	1	4185	31528.532	1472.768	685	1
2_MACS_peak_5827_lociStitched	chr12	8467844	8475089	2	5783	31580.2305	1603.3185	686	1
6_MACS_peak_15900_lociStitched	chr2	202072914	202101896	6	18873	35630.4708	5660.1846	687	1
1_MACS_peak_6543_lociStitched	chr12	68381038	68387094	1	6057	31322.2376	1354.7272	688	1
6_MACS_peak_21687_lociStitched	chr5	6708530	6738404	6	12173	34423.8102	4478.1126	689	1
3_MACS_peak_11641_lociStitched	chr17	46124132	46134964	3	9735	31787.5872	1894.5168	690	1
1_MACS_peak_16867_lociStitched	chr20	42378206	42382366	1	4161	31308.16	1443.52	691	1
4_MACS_peak_4608_lociStitched	chr11	35183170	35205525	4	12551	33876.767	4115.5555	692	1
1_MACS_peak_7643_lociStitched	chr13	77898962	77905431	1	6470	31000.0949	1249.1639	693	1
2_MACS_peak_19498_lociStitched	chr3	135910585	135917459	2	6836	31326.8802	1589.9562	694	1
3_MACS_peak_4902_lociStitched	chr11	65236085	65246289	3	6556	31826.276	2095.9016	695	1
2_MACS_peak_19278_lociStitched	chr3	119356003	119362750	2	5243	31293.9354	1576.7739	696	1
1_MACS_peak_20614_lociStitched	chr4	57622285	57626775	1	4491	30838.218	1178.176	697	1
1_MACS_peak_5508_lociStitched	chr11	118689405	118692989	1	3585	30632.0896	1003.8784	698	1
1_MACS_peak_10834_lociStitched	chr17	977532	985586	1	8055	31098.9102	1484.3522	699	1
6_MACS_peak_4162_lociStitched	chr10	126407093	126438400	6	15212	33899.2196	4351.673	700	1
1_MACS_peak_2787_lociStitched	chr1	235665410	235669590	1	4181	30886.856	1351.812	701	1
2_MACS_peak_12703_lociStitched	chr18	56751287	56762493	2	6794	31533.684	2018.2006	702	1
1_MACS_peak_2850_lociStitched	chr1	245025058	245029094	1	4037	30505.7024	1011.4216	703	1
1_MACS_peak_3742_lociStitched	chr10	89619823	89626032	1	6210	30880.4615	1449.8015	704	1
1_MACS_peak_5786_lociStitched	chr12	6640826	6647793	1	6968	31141.0966	1725.0292	705	1
3_MACS_peak_25284_lociStitched	chr7	25979763	25994350	3	8315	31993.6671	2631.4948	706	1
3_MACS_peak_5535_lociStitched	chr11	119543235	119566736	3	11304	32776.8447	3419.3955	707	1
3_MACS_peak_27839_lociStitched	chr8	145002140	145018812	3	11044	31958.5568	2620.8384	708	1
4_MACS_peak_18201_lociStitched	chr22	50962057	50979093	4	9652	31951.018	2621.8404	709	1
1_MACS_peak_5778_lociStitched	chr12	6468396	6473985	1	5590	30564.5643	1237.9635	710	1
4_MACS_peak_24781_lociStitched	chr6	143162861	143179961	4	11509	31195.53	1882.71	711	1
3_MACS_peak_784_lociStitched	chr1	46790096	46807487	3	8641	32237.6967	2940.8181	712	1
1_MACS_peak_24752_lociStitched	chr6	139690539	139697998	1	7460	30942.1697	1707.3651	713	1
2_MACS_peak_16212_lociStitched	chr2	232570525	232579833	2	9196	30376.658	1170.0156	714	1
1_MACS_peak_21520_lociStitched	chr4	185184651	185191456	1	6806	30756.5585	1612.785	715	1
2_MACS_peak_28900_lociStitched	chr9	130672455	130681229	2	8722	30677.4136	1567.0364	716	1
5_MACS_peak_3291_lociStitched	chr10	43931369	43951927	5	10049	32181.4932	3087.8116	717	1
2_MACS_peak_17178_lociStitched	chr20	62358005	62371005	2	9893	31509.4	2447.9	718	1
1_MACS_peak_19748_lociStitched	chr3	161486691	161490629	1	3939	30311.9674	1255.0406	719	1
1_MACS_peak_22049_lociStitched	chr5	61985033	61991127	1	6095	30398.7002	1346.774	720	1
5_MACS_peak_12918_lociStitched	chr19	2445732	2480285	5	14846	36056.0555	7055.7226	721	1
2_MACS_peak_22588_lociStitched	chr5	130708916	130718979	2	9051	31084.607	2086.0599	722	1
1_MACS_peak_353_lociStitched	chr1	25869662	25878048	1	8387	31034.0702	2046.184	723	1
1_MACS_peak_13595_lociStitched	chr19	41767977	41772469	1	4493	30237.898	1253.7172	724	1
2_MACS_peak_18874_lociStitched	chr3	56948155	56956726	2	6789	30816.1734	1847.0505	725	1
2_MACS_peak_2424_lociStitched	chr1	207094073	207104444	2	5144	32070.2433	3110.2629	726	1
2_MACS_peak_19427_lociStitched	chr3	128994427	129003407	2	8921	30880.424	1921.72	727	1
1_MACS_peak_21597_lociStitched	chr4	187749199	187752663	1	3465	29904.712	990.3576	728	1
1_MACS_peak_1984_lociStitched	chr1	167903612	167907553	1	3942	30336.2416	1441.2237	729	1
1_MACS_peak_1507_lociStitched	chr1	145394841	145400490	1	5650	30840.7155	1951.1646	730	1
1_MACS_peak_22703_lociStitched	chr5	138748825	138752796	1	3972	29856.7577	997.9123	731	1
1_MACS_peak_25295_lociStitched	chr7	26191096	26198399	1	7304	30310.3712	1486.8908	732	1
4_MACS_peak_24239_lociStitched	chr6	88625678	88637286	4	9773	31353.208	2611.8	733	1
3_MACS_peak_2164_lociStitched	chr1	184704017	184725700	3	11025	34207.1008	5468.4526	734	1
4_MACS_peak_16439_lociStitched	chr20	5092565	5109068	4	11031	31532.2821	2815.4118	735	1
1_MACS_peak_28876_lociStitched	chr9	129765517	129771084	1	5568	30252.1914	1563.7703	736	1
2_MACS_peak_26099_lociStitched	chr7	106504327	106513488	2	8431	31554.1484	2878.3862	737	1
4_MACS_peak_26291_lociStitched	chr7	128162788	128178284	4	9798	31534.36	2865.2104	738	1
3_MACS_peak_5517_lociStitched	chr11	118887846	118902011	3	9760	31535.5395	2891.0765	739	1
1_MACS_peak_23541_lociStitched	chr6	26122122	26127159	1	5038	30020.0163	1405.323	740	1
2_MACS_peak_12094_lociStitched	chr17	75434536	75442822	2	6734	30013.5492	1425.192	741	1
1_MACS_peak_28994_lociStitched	chr9	134550819	134555735	1	4917	29764.4136	1180.3316	742	1
2_MACS_peak_53_lociStitched	chr1	2476942	2489198	2	6996	30474.544	1903.3568	743	1
1_MACS_peak_12023_lociStitched	chr17	73637957	73643773	1	5817	29772.6856	1238.2264	744	1
1_MACS_peak_22233_lociStitched	chr5	81145885	81152054	1	6170	29828.3488	1323.2505	745	1
1_MACS_peak_17511_lociStitched	chr21	45135610	45140959	1	5350	29892.8865	1389.1353	746	1
2_MACS_peak_25035_lociStitched	chr7	2438727	2447828	2	7492	29957.7617	1467.9913	747	1
2_MACS_peak_28905_lociStitched	chr9	130731578	130744185	2	8511	30943.8815	2497.4467	748	1
2_MACS_peak_27804_lociStitched	chr8	142126743	142140689	2	7656	30897.363	2454.496	749	1
2_MACS_peak_20973_lociStitched	chr4	103532196	103542782	2	8816	30790.4396	2353.2678	750	1
1_MACS_peak_5084_lociStitched	chr11	72523364	72527530	1	4167	29361.1348	953.1808	751	1
4_MACS_peak_27478_lociStitched	chr8	103815899	103828755	4	10072	29680.6472	1285.6	752	1
1_MACS_peak_12956_lociStitched	chr19	3983229	3990764	1	7536	30939.4635	2564.914	753	1
1_MACS_peak_14641_lociStitched	chr2	65254901	65261238	1	6338	29797.2077	1439.7664	754	1
2_MACS_peak_6045_lociStitched	chr12	27330111	27340407	2	7501	30208.464	1879.02	755	1
1_MACS_peak_17963_lociStitched	chr22	38900035	38903697	1	3663	29133.041	810.7668	756	1
3_MACS_peak_13174_lociStitched	chr19	12898837	12918235	3	9592	31558.6062	3243.3456	757	1
1_MACS_peak_9313_lociStitched	chr15	69108864	69115006	1	6143	29145.6326	867.8646	758	1
5_MACS_peak_19636_lociStitched	chr3	151985347	152002019	5	14772	31141.6288	2874.2528	759	1
3_MACS_peak_4224_lociStitched	chr10	135201073	135215684	3	7583	30444.9407	2182.8834	760	1
3_MACS_peak_17985_lociStitched	chr22	39459164	39474341	3	10999	31281.3147	3030.8469	761	1
3_MACS_peak_22256_lociStitched	chr5	86408444	86420257	3	8913	30413.7498	2173.592	762	1
2_MACS_peak_5203_lociStitched	chr11	82705150	82719885	2	8288	30844.7755	2611.042	763	1
2_MACS_peak_4135_lociStitched	chr10	125155938	125163703	2	6801	29901.462	1686.558	764	1
1_MACS_peak_3962_lociStitched	chr10	105229983	105233290	1	3308	28974.9419	769.8696	765	1
3_MACS_peak_23718_lociStitched	chr6	32805289	32823249	3	8383	31993.944	3850.624	766	1
3_MACS_peak_26998_lociStitched	chr8	38811647	38823518	3	9201	30540.5217	2424.0582	767	1
3_MACS_peak_29387_lociStitched	chrX	39953253	39969355	3	12371	29207.4178	1091.7156	768	1
2_MACS_peak_13183_lociStitched	chr19	13043285	13057905	2	13793	30561.648	2464.932	769	1
1_MACS_peak_12725_lociStitched	chr18	60804507	60811396	1	6890	29706.0569	1618.2261	770	1
3_MACS_peak_17052_lociStitched	chr20	52267741	52278968	3	10316	30279.219	2226.3141	771	1
1_MACS_peak_16762_lociStitched	chr20	34328121	34332958	1	4838	29095.5224	1044.792	772	1
1_MACS_peak_13917_lociStitched	chr19	57790634	57796236	1	5603	29220.032	1224.5972	773	1
4_MACS_peak_18776_lociStitched	chr3	50353797	50376695	4	8913	31576.342	3590.4064	774	1
2_MACS_peak_147_lociStitched	chr1	11623153	11632426	2	8446	29855.3508	1885.2009	775	1
3_MACS_peak_21564_lociStitched	chr4	186225276	186240542	3	9327	30747.2506	2821.1568	776	1
2_MACS_peak_36_lociStitched	chr1	1668744	1678955	2	5727	29679.2926	1810.4103	777	1
2_MACS_peak_12837_lociStitched	chr19	506001	512486	2	5058	29891.3105	2044.072	778	1
2_MACS_peak_29391_lociStitched	chrX	40028243	40037128	2	6682	28701.2155	895.608	779	1
1_MACS_peak_27926_lociStitched	chr9	3524263	3528199	1	3937	28716.2688	927.7152	780	1
4_MACS_peak_15064_lociStitched	chr2	109220980	109239295	4	11841	31084.218	3296.7	781	1
1_MACS_peak_19626_lociStitched	chr3	150477904	150485187	1	7284	29349.0334	1605.9015	782	1
1_MACS_peak_16384_lociStitched	chr20	2081456	2084746	1	3291	28455.21	728.077	783	1
4_MACS_peak_7130_lociStitched	chr12	122227238	122244544	4	10318	29228.1034	1522.928	784	1
2_MACS_peak_17384_lociStitched	chr21	36236500	36248352	2	6028	30933.72	3235.596	785	1
1_MACS_peak_13724_lociStitched	chr19	47286873	47292292	1	5420	29240.3821	1554.7111	786	1
3_MACS_peak_22873_lociStitched	chr5	150459490	150476227	3	9993	30737.5005	3057.8499	787	1
1_MACS_peak_24362_lociStitched	chr6	106439424	106446710	1	7287	29154.2004	1500.916	788	1
2_MACS_peak_28756_lociStitched	chr9	117368898	117380292	2	9915	29703.0186	2143.2114	789	1
3_MACS_peak_9218_lociStitched	chr15	63765191	63780279	3	10192	30269.5456	2764.1216	790	1
3_MACS_peak_10261_lociStitched	chr16	30193785	30212336	3	11107	31379.0165	3884.5794	791	1
1_MACS_peak_2477_lociStitched	chr1	211430848	211434988	1	4141	28574.694	1083.852	792	1
1_MACS_peak_14660_lociStitched	chr2	66659587	66667900	1	8314	28666.5492	1225.3362	793	1
2_MACS_peak_15120_lociStitched	chr2	111503822	111513351	2	5195	29271.1822	1854.3434	794	1
1_MACS_peak_10564_lociStitched	chr16	68502235	68506058	1	3824	28351.368	943.1341	795	1
1_MACS_peak_24432_lociStitched	chr6	109701519	109705354	1	3836	28323.776	934.5895	796	1
