REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_10990_lociStitched	chr17	7474956	7488453	2	11482	35476.8645	2878.9101	311	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	1.7781	311	1
1_MACS_peak_29493_lociStitched	chrX	48767858	48779320	1	11463	40966.3342	1820.1656	312	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	2.479	312	1
2_MACS_peak_21683_lociStitched	chr5	6475552	6487419	2	11463	69828.9881	2494.4434	313	UBE2QL1		UBE2QL1	UBE2QL1	1.4252	313	1
2_MACS_peak_25848_lociStitched	chr7	90351979	90367756	2	11455	29029.68	2549.5632	314	CDK14		CDK14	CDK14	0.1232	314	1
2_MACS_peak_10678_lociStitched	chr16	79628892	79640706	2	11451	23970.606	1122.33	315	MAF		MAF	MAF	1.2476	315	1
5_MACS_peak_12523_lociStitched	chr18	42288709	42306855	5	11448	21406.8362	2870.6972	316	SETBP1		SETBP1	SETBP1	0.33440000000000003	316	1
4_MACS_peak_16066_lociStitched	chr2	219080951	219095866	4	11444	19889.1525	2602.6675	317	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	ARPC2	0.4013	317	1
3_MACS_peak_14947_lociStitched	chr2	96889877	96913039	3	11422	36026.1748	3631.8016	318	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.792	318	1
3_MACS_peak_1365_lociStitched	chr1	114470684	114490991	3	11421	25227.3861	2024.6079	319	HIPK1	DCLRE1B,HIPK1,OLFML3,BCL2L15,AP4B1	HIPK1	HIPK1	0.3799	319	1
4_MACS_peak_28995_lociStitched	chr9	134595114	134615390	4	11411	33824.4232	3197.5252	320	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.3928	320	1
5_MACS_peak_4969_lociStitched	chr11	66861779	66889648	5	11408	25310.6258	4160.8417	321	KDM2A	RHOD	KDM2A	KDM2A	0.19480000000000003	321	1
4_MACS_peak_8990_lociStitched	chr15	44579354	44602833	4	11384	30280.8663	3798.9022	322	CASC4		CASC4	CASC4	0.18529999999999996	322	1
5_MACS_peak_14605_lociStitched	chr2	64430492	64456397	5	11376	39178.722	4525.6035	323	LOC150992		LOC150992	LOC150992	0.221	323	1
4_MACS_peak_15896_lociStitched	chr2	202040216	202059866	4	11358	21677.88	4042.005	324	CASP10	CASP8	CASP10	CASP8	1.3609	324	1
4_MACS_peak_4013_lociStitched	chr10	111966926	111986765	4	11353	39902.1807	3539.2776	325	MXI1		MXI1	MXI1	0.3675	325	1
3_MACS_peak_20512_lociStitched	chr4	40302591	40319769	3	11337	39648.5418	3442.4712	326		CHRNA9	CHRNA9	NONE	NONE	326	1
2_MACS_peak_20678_lociStitched	chr4	71523638	71534958	2	11320	21884.956	2172.308	327	IGJ	ENAM,UTP3,RUFY3	IGJ	IGJ	0.9594	327	1
2_MACS_peak_3946_lociStitched	chr10	104531306	104543346	2	11308	60109.7	2919.7	328	C10orf26		C10orf26	C10orf26	1.0156999999999998	328	1
5_MACS_peak_2219_lociStitched	chr1	192498553	192520967	5	11307	46623.3614	6022.6418	329		RGS1	RGS1	RGS1	1.227	329	1
3_MACS_peak_5535_lociStitched	chr11	119543235	119566736	3	11304	32776.8447	3419.3955	330	PVRL1		PVRL1	PVRL1	0.5830000000000001	330	1
3_MACS_peak_25501_lociStitched	chr7	45024235	45042295	3	11282	34183.968	3129.798	331	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	CCM2	0.43210000000000004	331	1
3_MACS_peak_1617_lociStitched	chr1	150582872	150603258	3	11275	50019.0896	5487.9112	332	ENSA	MCL1	ENSA	ENSA	1.1114	332	1
1_MACS_peak_22789_lociStitched	chr5	142774722	142785970	1	11249	38578.3904	1855.92	333	NR3C1		NR3C1	NR3C1	0.2418	333	1
2_MACS_peak_17681_lociStitched	chr22	23087969	23101935	2	11244	27084.2638	2316.9594	334			MIR650	MIR650	0.9594	334	1
3_MACS_peak_1844_lociStitched	chr1	160633769	160656135	3	11244	47778.2492	6130.5206	335	CD48	SLAMF1	SLAMF1	NONE	NONE	335	1
4_MACS_peak_5542_lociStitched	chr11	120195628	120216751	4	11242	19295.8605	3343.7709	336	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.05109999999999999	336	1
3_MACS_peak_975_lociStitched	chr1	66736683	66750594	3	11233	42310.3065	2889.3147	337	PDE4B	PDE4B	PDE4B	PDE4B	0.09040000000000001	337	1
4_MACS_peak_21567_lociStitched	chr4	186252289	186275134	4	11229	29719.0605	3895.0725	338	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	1.0877999999999999	338	1
3_MACS_peak_14503_lociStitched	chr2	54777256	54799152	3	11211	28344.372	3702.6136	339	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.6766	339	1
3_MACS_peak_16824_lociStitched	chr20	37486869	37505830	3	11209	90421.2168	3657.5769	340	PPP1R16B	FAM83D	FAM83D	FAM83D	0.016399999999999984	340	1
1_MACS_peak_22836_lociStitched	chr5	148204738	148215940	1	11203	48566.271	2433.0744	341	ADRB2		ADRB2	ADRB2	2.5649	341	1
3_MACS_peak_13264_lociStitched	chr19	16545013	16561904	3	11182	49977.0908	3035.3127	342	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.6555	342	1
4_MACS_peak_6250_lociStitched	chr12	48276423	48299215	4	11162	23279.7488	3783.472	343	VDR		VDR	VDR	0.30870000000000003	343	1
3_MACS_peak_1396_lociStitched	chr1	117098630	117114508	3	11159	15482.6378	1417.9054	344	CD58		CD58	CD58	0.31299999999999994	344	1
4_MACS_peak_12887_lociStitched	chr19	1846993	1865764	4	11150	44175.6714	3803.0046	345	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.89	345	1
3_MACS_peak_19202_lociStitched	chr3	111838361	111854472	3	11145	18053.9866	3127.1451	346	GCET2	C3orf52,MIR567	GCET2	GCET2	0.6631	346	1
3_MACS_peak_10261_lociStitched	chr16	30193785	30212336	3	11107	31379.0165	3884.5794	347	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	1.4444	347	1
6_MACS_peak_13861_lociStitched	chr19	54862349	54891078	6	11105	17435.6301	3542.2857	348	LAIR1	TTYH1,LILRA5,LILRA4	LAIR1	LAIR1	0.2671	348	1
2_MACS_peak_1866_lociStitched	chr1	161144163	161157860	2	11098	69126.0196	4083.0757	349	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	B4GALT3	2.157	349	1
3_MACS_peak_26930_lociStitched	chr8	33410043	33425478	3	11083	60887.988	2642.472	350	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.9873	350	1
7_MACS_peak_3123_lociStitched	chr10	22604465	22633739	7	11070	25228.3332	3896.3694	351	COMMD3,BMI1	SPAG6	BMI1	BMI1	0.6700999999999999	351	1
5_MACS_peak_22267_lociStitched	chr5	87954416	87976686	5	11049	61921.735	4220.165	352	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.3806	352	1
4_MACS_peak_7914_lociStitched	chr14	23023929	23040346	4	11048	24572.9656	1689.3093	353	DAD1	ABHD4	DAD1	ABHD4	0.5468000000000001	353	1
3_MACS_peak_17512_lociStitched	chr21	45195104	45210758	3	11045	39643.755	4422.255	354	RRP1,CSTB	LOC284837	RRP1	RRP1	0.3097	354	1
3_MACS_peak_27839_lociStitched	chr8	145002140	145018812	3	11044	31958.5568	2620.8384	355	PLEC	GRINA,MIR661,PARP10	PLEC	MIR661	1.4364	355	1
3_MACS_peak_10709_lociStitched	chr16	81841491	81857682	3	11038	42399.3717	2061.1143	356	PLCG2		PLCG2	PLCG2	0.255	356	1
3_MACS_peak_7093_lociStitched	chr12	120966152	120978821	3	11033	18892.0128	1328.9781	357	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.2874	357	1
4_MACS_peak_16439_lociStitched	chr20	5092565	5109068	4	11031	31532.2821	2815.4118	358	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	PCNA	1.3154	358	1
3_MACS_peak_2164_lociStitched	chr1	184704017	184725700	3	11025	34207.1008	5468.4526	359	EDEM3		EDEM3	EDEM3	0.3668	359	1
3_MACS_peak_17985_lociStitched	chr22	39459164	39474341	3	10999	31281.3147	3030.8469	360	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.2941	360	1
2_MACS_peak_6692_lociStitched	chr12	89737990	89749594	2	10998	60237.5244	2885.9148	361	DUSP6		DUSP6	DUSP6	3.9539	361	1
3_MACS_peak_23542_lociStitched	chr6	26155209	26174076	3	10984	40396.1337	3354.5526	362	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	HIST1H2BF	4.6794	362	1
4_MACS_peak_11013_lociStitched	chr17	8088313	8104414	4	10972	27812.8674	3349.008	363	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	C17orf59	1.8085999999999998	363	1
4_MACS_peak_12866_lociStitched	chr19	1258121	1277461	4	10957	56018.31	5020.664	364	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	2.2685	364	1
4_MACS_peak_13899_lociStitched	chr19	56145484	56168153	4	10935	39863.4365	3511.4281	365	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.4071	365	1
2_MACS_peak_12851_lociStitched	chr19	1015248	1029292	2	10934	30648.2212	3496.956	366	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	C19orf6	0.8808	366	1
4_MACS_peak_2145_lociStitched	chr1	183865186	183885845	4	10926	49203.5403	4823.8765	367	RGL1		GLT25D2	GLT25D2	NONE	367	1
2_MACS_peak_2634_lociStitched	chr1	226034418	226045533	2	10922	28010.9115	3187.782	368	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	1.307	368	1
3_MACS_peak_14171_lociStitched	chr2	25624072	25645807	3	10915	56908.7505	4149.2115	369	DTNB		DNMT3A	DNMT3A	NONE	369	1
3_MACS_peak_581_lociStitched	chr1	37930751	37946387	3	10911	22040.5056	2542.4136	370	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.8590000000000001	370	1
4_MACS_peak_21535_lociStitched	chr4	185366663	185381454	4	10910	27802.6427	2748.1678	371	IRF2		IRF2	IRF2	1.6162999999999998	371	1
4_MACS_peak_3560_lociStitched	chr10	74006775	74024313	4	10891	48439.956	3386.5878	372		ANAPC16,DDIT4,ASCC1	DDIT4	ANAPC16	0.20849999999999996	372	1
4_MACS_peak_26612_lociStitched	chr8	2098124	2115520	4	10886	26045.2912	2553.7328	373			MYOM2	MYOM2	1.4631	373	1
4_MACS_peak_13203_lociStitched	chr19	13944535	13959265	4	10876	50305.896	2392.152	374	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.9228	374	1
3_MACS_peak_6461_lociStitched	chr12	58224780	58241230	3	10869	21185.955	2760.31	375	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	0.4766	375	1
2_MACS_peak_27783_lociStitched	chr8	137189300	137201667	2	10868	34315.9516	2632.9343	376			KHDRBS3	KHDRBS3	NONE	376	1
2_MACS_peak_6209_lociStitched	chr12	46119387	46132709	2	10841	35721.6108	2128.8556	377	ARID2,LOC400027		ARID2	ARID2	0.1391	377	1
3_MACS_peak_441_lociStitched	chr1	28558560	28577225	3	10758	42401.2805	3837.524	378	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.4962	378	1
2_MACS_peak_23561_lociStitched	chr6	26355453	26367611	2	10746	55417.3798	2600.5962	379	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.6188	379	1
2_MACS_peak_7189_lociStitched	chr12	125397862	125413026	2	10704	50385.4228	2044.1072	380	UBC	SCARB1	UBC	UBC	2.5894	380	1
1_MACS_peak_27390_lociStitched	chr8	95953022	95963723	1	10702	25270.4115	1148.2173	381	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.7327	381	1
1_MACS_peak_2687_lociStitched	chr1	228268925	228279620	1	10696	43462.341	3214.917	382	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	1.7878	382	1
3_MACS_peak_13757_lociStitched	chr19	48824076	48838067	3	10696	39782.0094	3683.8303	383	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	2.3735	383	1
2_MACS_peak_20043_lociStitched	chr3	186779570	186792390	2	10672	84745.328	4045.992	384	ST6GAL1		ST6GAL1	ST6GAL1	1.0233999999999999	384	1
3_MACS_peak_19875_lociStitched	chr3	177062632	177079917	3	10663	68153.0265	4341.992	385			TBL1XR1	TBL1XR1	0.4643999999999999	385	1
4_MACS_peak_7494_lociStitched	chr13	46739774	46759022	4	10662	17914.1136	1884.3792	386	LCP1		LCP1	LCP1	0.24489999999999998	386	1
1_MACS_peak_22415_lociStitched	chr5	109023697	109034347	1	10651	33294.03	2239.695	387	MAN2A1		MAN2A1	MAN2A1	0.35839999999999994	387	1
1_MACS_peak_22701_lociStitched	chr5	138719922	138730560	1	10639	56328.21	2494.611	388	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	4.3705	388	1
4_MACS_peak_16934_lociStitched	chr20	45172762	45191653	4	10639	37003.6908	3617.6265	389	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.5823	389	1
4_MACS_peak_9516_lociStitched	chr15	81608862	81624412	4	10628	17013.255	2853.425	390	STARD5	IL16,TMC3	STARD5	STARD5	0.6361	390	1
1_MACS_peak_11580_lociStitched	chr17	43298143	43308769	1	10627	68607.8316	2290.9656	391	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.0356	391	1
5_MACS_peak_3866_lociStitched	chr10	99159181	99187653	5	10627	27503.952	4421.7016	392	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	RRP12	0.1723	392	1
3_MACS_peak_20937_lociStitched	chr4	100765789	100783796	3	10621	37407.7418	3637.414	393	DAPP1	MAPKSP1	DAPP1	DAPP1	0.8573	393	1
3_MACS_peak_5652_lociStitched	chr11	129233677	129249856	3	10608	39709.7376	3376.5573	394	BARX2		BARX2	BARX2	0.7309	394	1
3_MACS_peak_10153_lociStitched	chr16	23343528	23362863	3	10605	63869.3055	3851.532	395	SCNN1B		SCNN1B	SCNN1B	0.8634	395	1
5_MACS_peak_397_lociStitched	chr1	27147002	27167340	5	10605	22721.6136	3431.0206	396	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	SFN	1.3475	396	1
4_MACS_peak_23038_lociStitched	chr5	169680379	169708227	4	10595	29652.5504	4567.072	397	LCP2	C5orf58	LCP2	LCP2	0.4734	397	1
3_MACS_peak_9707_lociStitched	chr15	93346274	93364531	3	10590	39418.6887	3423.1875	398		ASB9P1	ASB9P1	NONE	NONE	398	1
3_MACS_peak_29337_lociStitched	chrX	30579035	30597265	3	10586	20384.786	1704.505	399	CXorf21		CXorf21	CXorf21	0.6372	399	1
4_MACS_peak_9736_lociStitched	chr15	99393312	99419362	4	10574	34552.72	4131.53	400	IGF1R		PGPEP1L	PGPEP1L	NONE	400	1
1_MACS_peak_19355_lociStitched	chr3	124501881	124512436	1	10556	45635.598	2175.3855	401	ITGB5		UMPS	UMPS	NONE	401	1
4_MACS_peak_4251_lociStitched	chr11	789107	811722	4	10545	26995.5255	3071.117	402	RPLP2,SNORA52,CEND1,SLC25A22,LRDD	TALDO1,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	POLR2L	0.4765	402	1
4_MACS_peak_4298_lociStitched	chr11	3874258	3893290	4	10544	29707.0488	3779.7552	403	STIM1	PGAP2,RHOG	STIM1	RHOG	0.2747	403	1
2_MACS_peak_26154_lociStitched	chr7	114561740	114574061	2	10532	52802.8776	3515.1813	404	MDFIC		MDFIC	MDFIC	1.3933	404	1
3_MACS_peak_23600_lociStitched	chr6	27790881	27808105	3	10524	60707.7104	2903.9664	405	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	3.3653	405	1
3_MACS_peak_9249_lociStitched	chr15	65169409	65189520	3	10521	63444.1717	3648.1354	406		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.13090000000000002	406	1
5_MACS_peak_9281_lociStitched	chr15	67372527	67395649	5	10509	23688.489	4229.0138	407	SMAD3	SMAD3	SMAD3	SMAD3	0.15990000000000001	407	1
2_MACS_peak_11683_lociStitched	chr17	47816067	47827856	2	10487	40347.8525	2578.2543	408	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.7966	408	1
2_MACS_peak_6313_lociStitched	chr12	51312175	51322747	2	10473	23809.2012	2174.6604	409	METTL7A	HIGD1C	METTL7A	METTL7A	1.1294	409	1
3_MACS_peak_25710_lociStitched	chr7	74057187	74076877	3	10468	30267.468	3126.772	410	GTF2I		GTF2I	GTF2I	0.15550000000000003	410	1
2_MACS_peak_19446_lociStitched	chr3	130557465	130574087	2	10464	28260.7244	2844.0242	411	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.12030000000000002	411	1
2_MACS_peak_10492_lociStitched	chr16	66549281	66560454	2	10441	98416.2532	2798.8365	412	TK2	CKLF,CMTM1	TK2	TK2	2.0947	412	1
2_MACS_peak_20558_lociStitched	chr4	48193461	48206836	2	10414	44712.625	2874.2875	413	TEC		TXK	TXK	NONE	413	1
2_MACS_peak_18825_lociStitched	chr3	52729732	52745826	2	10409	38115.4202	2943.5926	414	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.6328	414	1
1_MACS_peak_1130_lociStitched	chr1	87792781	87803183	1	10403	35252.378	1692.4054	415	LMO4		LMO4	LMO4	1.0969	415	1
3_MACS_peak_19885_lociStitched	chr3	178230229	178241247	3	10398	42453.4558	3059.6986	416		KCNMB2	KCNMB2	NONE	NONE	416	1
3_MACS_peak_25324_lociStitched	chr7	29706432	29726354	3	10398	23390.4202	3109.8242	417	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.7471	417	1
3_MACS_peak_25410_lociStitched	chr7	37375020	37393866	3	10385	25869.9042	3637.278	418	ELMO1		ELMO1	ELMO1	0.0199	418	1
4_MACS_peak_8540_lociStitched	chr14	94424904	94446039	4	10358	25442.313	2432.6385	419		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	C14orf48	0.45170000000000005	419	1
2_MACS_peak_17698_lociStitched	chr22	23477644	23488872	2	10348	61612.5272	2755.3512	420	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.5932000000000001	420	1
5_MACS_peak_14711_lociStitched	chr2	70334991	70360650	5	10334	41054.4	4123.4013	421	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	5.2354	421	1
4_MACS_peak_7130_lociStitched	chr12	122227238	122244544	4	10318	29228.1034	1522.928	422	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.06490000000000001	422	1
3_MACS_peak_17052_lociStitched	chr20	52267741	52278968	3	10316	30279.219	2226.3141	423			ZNF217	ZNF217	1.2648	423	1
4_MACS_peak_5780_lociStitched	chr12	6551980	6572472	4	10310	54666.5084	3793.0692	424	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	2.274	424	1
3_MACS_peak_5523_lociStitched	chr11	118963502	118979917	3	10309	29433.7365	3187.793	425	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	DPAGT1	1.5295	425	1
2_MACS_peak_17109_lociStitched	chr20	56047512	56058450	2	10293	73648.8354	2419.4856	426		CTCFL	CTCFL	CTCFL	0.001899999999999999	426	1
4_MACS_peak_5915_lociStitched	chr12	13242290	13256049	4	10293	33785.2245	2830.2263	427	GSG1	KIAA1467	GSG1	GSG1	0.7373999999999999	427	1
5_MACS_peak_27392_lociStitched	chr8	95987071	96010621	5	10283	14412.6	2253.735	428		C8orf38,TP53INP1	TP53INP1	TP53INP1	0.7327	428	1
1_MACS_peak_13251_lociStitched	chr19	16221472	16231750	1	10279	44433.8496	2296.1052	429	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	2.094	429	1
2_MACS_peak_13596_lociStitched	chr19	41801251	41817189	2	10253	51344.267	3286.4156	430	HNRNPUL1,CCDC97	TGFB1	CCDC97	CCDC97	1.288	430	1
3_MACS_peak_21189_lociStitched	chr4	129724219	129741544	3	10250	35112.5775	2645.5275	431	PHF17		PHF17	PHF17	0.5182	431	1
1_MACS_peak_21268_lociStitched	chr4	144272381	144282627	1	10247	56575.3382	2129.1188	432	GAB1		GAB1	GAB1	0.6038999999999999	432	1
3_MACS_peak_14651_lociStitched	chr2	65609270	65623040	3	10241	33439.068	2574.99	433	SPRED2	SPRED2	SPRED2	SPRED2	0.43019999999999997	433	1
3_MACS_peak_19735_lociStitched	chr3	160116201	160129643	3	10227	44411.0238	2898.0952	434	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	MIR16-2	3.3209	434	1
3_MACS_peak_392_lociStitched	chr1	27059875	27072663	3	10215	17843.0964	2240.4576	435	ARID1A	PIGV	ARID1A	ARID1A	0.7646000000000001	435	1
3_MACS_peak_18736_lociStitched	chr3	49054824	49067748	3	10201	35276.058	2715.3324	436	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	2.205	436	1
3_MACS_peak_9218_lociStitched	chr15	63765191	63780279	3	10192	30269.5456	2764.1216	437		USP3	USP3	USP3	0.1622	437	1
3_MACS_peak_13806_lociStitched	chr19	50166021	50182952	3	10178	44868.8431	2866.4183	438	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	IRF3	RRAS	1.0405	438	1
3_MACS_peak_13611_lociStitched	chr19	42363362	42380277	3	10177	20423.171	2593.0695	439	RPS19	DMRTC2,CD79A,ARHGEF1,LYPD4	RPS19	RPS19	0.8197000000000001	439	1
3_MACS_peak_24424_lociStitched	chr6	109214200	109228542	3	10175	27371.707	2996.0438	440	ARMC2		ARMC2	ARMC2	0.3919	440	1
3_MACS_peak_22891_lociStitched	chr5	151124501	151138986	3	10169	26519.138	2686.9675	441	ATOX1	G3BP1	ATOX1	ATOX1	0.9229	441	1
4_MACS_peak_16613_lociStitched	chr20	23329737	23347986	4	10168	33486.915	3158.9019	442	NXT1,GZF1		GZF1	GZF1	0.5137	442	1
1_MACS_peak_2880_lociStitched	chr1	249111822	249121980	1	10159	47236.7316	3336.903	443	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	SH3BP5L	1.8062	443	1
4_MACS_peak_14914_lociStitched	chr2	89043107	89066593	4	10141	59417.2314	4382.4876	444	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.010700000000000015	444	1
4_MACS_peak_20933_lociStitched	chr4	100729593	100749614	4	10133	26732.0392	3627.8052	445	DAPP1		DAPP1	DAPP1	0.8573	445	1
4_MACS_peak_28760_lociStitched	chr9	117655072	117672994	4	10129	15930.8658	3523.4652	446	TNFSF8		TNFSF8	TNFSF8	0.3079	446	1
4_MACS_peak_6732_lociStitched	chr12	92930870	92950964	4	10127	27122.8812	4147.4016	447			CLLU1OS	CLLU1OS	NONE	447	1
1_MACS_peak_16192_lociStitched	chr2	231729305	231739417	1	10113	37180.8128	1215.4624	448	ITM2C		ITM2C	ITM2C	1.4938	448	1
4_MACS_peak_27478_lociStitched	chr8	103815899	103828755	4	10072	29680.6472	1285.6	449		AZIN1	AZIN1	AZIN1	0.16540000000000002	449	1
5_MACS_peak_3291_lociStitched	chr10	43931369	43951927	5	10049	32181.4932	3087.8116	450	ZNF487P	HNRNPF	ZNF487P	HNRNPF	0.8199000000000001	450	1
3_MACS_peak_5618_lociStitched	chr11	126173018	126189657	3	10048	30512.5982	3297.8498	451	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.5035	451	1
2_MACS_peak_9995_lociStitched	chr16	11668812	11681802	2	10046	25153.836	2586.309	452	LITAF		LITAF	LITAF	0.4387	452	1
4_MACS_peak_6455_lociStitched	chr12	58134742	58150943	4	10046	20149.1837	3267.7417	453	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	1.0575999999999999	453	1
3_MACS_peak_8841_lociStitched	chr15	34619222	34635891	3	10044	25888.6239	2610.3654	454	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.7088	454	1
1_MACS_peak_6589_lociStitched	chr12	72078871	72088911	1	10041	28440.308	1760.012	455	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.9324000000000001	455	1
3_MACS_peak_22764_lociStitched	chr5	141385820	141396927	3	10034	25718.2585	2434.6544	456	GNPDA1	RNF14,PCDH12	GNPDA1	GNPDA1	1.0443	456	1
3_MACS_peak_14370_lociStitched	chr2	42323549	42334583	3	10030	55342.1304	2394.378	457		PKDCC	PKDCC	NONE	NONE	457	1
5_MACS_peak_9771_lociStitched	chr15	101782394	101806981	5	10029	21641.4774	4155.203	458	CHSY1	SELS,SNRPA1	CHSY1	SELS	0.6399	458	1
2_MACS_peak_8796_lociStitched	chr15	31546648	31560846	2	10026	77120.6964	3088.065	459			KLF13	KLF13	1.5294	459	1
4_MACS_peak_12108_lociStitched	chr17	76137615	76152445	4	10016	32864.763	2727.237	460	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.9704000000000002	460	1
3_MACS_peak_1825_lociStitched	chr1	159879530	159896336	3	10016	27815.6106	4125.873	461	TAGLN2	VSIG8,CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	1.1104	461	1
3_MACS_peak_10626_lociStitched	chr16	71876807	71888716	3	10014	28501.8097	2546.1442	462	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	ATXN1L	0.6468999999999999	462	1
1_MACS_peak_20988_lociStitched	chr4	105407375	105417386	1	10012	34686.1128	2041.2429	463	CXXC4		CXXC4	CXXC4	1.0840999999999998	463	1
3_MACS_peak_22873_lociStitched	chr5	150459490	150476227	3	9993	30737.5005	3057.8499	464	TNIP1	ANXA6	TNIP1	ANXA6	0.5048	464	1
