REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_28681_lociStitched	chr9	112668862	112683245	3	8045	43360.4301	2824.8212	371	PALM2,PALM2-AKAP2		PALM2	371	1
1_MACS_peak_20090_lociStitched	chr3	193817761	193823085	1	5325	42788.4556	2331.3796	372		HES1	HES1	372	1
2_MACS_peak_28909_lociStitched	chr9	130828732	130845784	2	14942	43828.7556	3435.978	373	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	373	1
4_MACS_peak_12887_lociStitched	chr19	1846993	1865764	4	11150	44175.6714	3803.0046	374	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	374	1
1_MACS_peak_26153_lociStitched	chr7	113723742	113728496	1	4755	41773.8734	1422.3968	375	FOXP2		FOXP2	375	1
1_MACS_peak_1322_lociStitched	chr1	111172726	111181469	1	8744	41904.3247	1558.0026	376		KCNA2,KCNA3	KCNA2	376	1
3_MACS_peak_10709_lociStitched	chr16	81841491	81857682	3	11038	42399.3717	2061.1143	377	PLCG2		PLCG2	377	1
4_MACS_peak_11988_lociStitched	chr17	72733610	72757408	4	18002	44890.1674	4628.711	378	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	378	1
1_MACS_peak_2687_lociStitched	chr1	228268925	228279620	1	10696	43462.341	3214.917	379	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	379	1
1_MACS_peak_3072_lociStitched	chr10	15826234	15832970	1	6737	41727.4992	1498.0864	380	FAM188A		ITGA8	380	1
1_MACS_peak_25206_lociStitched	chr7	20254734	20261934	1	7201	42144.48	1954.8	381	MACC1		MACC1	381	1
6_MACS_peak_12897_lociStitched	chr19	2031470	2062876	6	12108	46543.692	6516.745	382	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	382	1
3_MACS_peak_2090_lociStitched	chr1	179846253	179853610	3	5580	42078.3615	2192.386	383	TOR1AIP1,TOR1AIP2		TOR1AIP1	383	1
1_MACS_peak_16945_lociStitched	chr20	45979032	45987228	1	8197	41281.6128	1472.8212	384	ZMYND8	LOC100131496	ZMYND8	384	1
1_MACS_peak_271_lociStitched	chr1	21615870	21622749	1	6880	41131.6047	1416.3861	385	ECE1	ECE1	ECE1	385	1
1_MACS_peak_20726_lociStitched	chr4	76023183	76029917	1	6735	41355.5142	1665.9916	386			PARM1	386	1
2_MACS_peak_7862_lociStitched	chr13	115039366	115048693	2	9069	41325.1389	1791.7167	387	UPF3A	CDC16,ZNF828	UPF3A	387	1
4_MACS_peak_10995_lociStitched	chr17	7736917	7762346	4	12951	43613.2779	4172.8989	388	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	388	1
3_MACS_peak_975_lociStitched	chr1	66736683	66750594	3	11233	42310.3065	2889.3147	389	PDE4B	PDE4B	PDE4B	389	1
1_MACS_peak_11935_lociStitched	chr17	66230168	66236379	1	6212	40782.6682	1375.1154	390		LOC440461,AMZ2,ARSG	AMZ2	390	1
3_MACS_peak_19885_lociStitched	chr3	178230229	178241247	3	10398	42453.4558	3059.6986	391		KCNMB2	KCNMB2	391	1
1_MACS_peak_38_lociStitched	chr1	1708284	1715112	1	6829	40917.4728	1601.166	392	NADK	SLC35E2,NADK	NADK	392	1
1_MACS_peak_1469_lociStitched	chr1	143741961	143746138	1	4178	40660.1711	1370.8914	393	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	393	1
4_MACS_peak_4870_lociStitched	chr11	64611565	64634558	4	9655	43279.7239	3996.1834	394	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	394	1
1_MACS_peak_29493_lociStitched	chrX	48767858	48779320	1	11463	40966.3342	1820.1656	395	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	395	1
1_MACS_peak_12705_lociStitched	chr18	56806287	56811963	1	5677	40513.0176	1391.7552	396	SEC11C		SEC11C	396	1
4_MACS_peak_6944_lociStitched	chr12	109161984	109181270	4	9979	42541.0588	3554.4098	397	SSH1	CORO1C,SSH1	CORO1C	397	1
5_MACS_peak_10241_lociStitched	chr16	29815280	29837079	5	14836	42582.1666	3662.232	398	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	398	1
3_MACS_peak_30096_lociStitched	chrX	153232565	153252602	3	12603	40633.0323	1837.3929	399	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	399	1
2_MACS_peak_2513_lociStitched	chr1	212779676	212788839	2	6173	41505.6411	2710.4154	400	ATF3	FAM71A	ATF3	400	1
1_MACS_peak_2640_lociStitched	chr1	226127702	226133601	1	5900	40811.6416	2024.5368	401	LEFTY2	PYCR2	LEFTY2	401	1
2_MACS_peak_229_lociStitched	chr1	17065962	17075584	2	3857	42088.5524	3319.59	402		ESPNP,MST1P9	MST1P9	402	1
3_MACS_peak_20483_lociStitched	chr4	38307085	38322317	3	11664	41970.2528	3203.2896	403			KLF3	403	1
3_MACS_peak_15802_lociStitched	chr2	192530865	192546120	3	9549	41496.651	2736.747	404	OBFC2A		OBFC2A	404	1
3_MACS_peak_441_lociStitched	chr1	28558560	28577225	3	10758	42401.2805	3837.524	405	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	405	1
2_MACS_peak_28744_lociStitched	chr9	117125722	117137721	2	11626	40994.5835	2430.9974	406	AKNA	ORM1,ORM2	AKNA	406	1
3_MACS_peak_25965_lociStitched	chr7	100020534	100034873	3	7374	40523.4479	2106.3991	407	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	407	1
2_MACS_peak_2435_lociStitched	chr1	207994947	208006328	2	7778	41968.5756	3554.2863	408	LOC148696	MIR29C,MIR29B2	LOC148696	408	1
2_MACS_peak_11215_lociStitched	chr17	27045982	27056758	2	9452	40706.34	2328.6936	409	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	409	1
1_MACS_peak_17528_lociStitched	chr21	45659783	45664983	1	5201	40123.72	1784.64	410	ICOSLG	AIRE,DNMT3L	ICOSLG	410	1
4_MACS_peak_18376_lociStitched	chr3	15834942	15851816	4	11509	41118.5632	2809.521	411	ANKRD28	ANKRD28	ANKRD28	411	1
1_MACS_peak_17113_lociStitched	chr20	56192253	56197256	1	5004	39366.1055	1093.6558	412	ZBP1		ZBP1	412	1
2_MACS_peak_20776_lociStitched	chr4	78736000	78749567	2	9691	40865.1607	2617.0743	413	CNOT6L	MRPL1	CNOT6L	413	1
2_MACS_peak_20758_lociStitched	chr4	77608445	77624866	2	15768	41796.3713	3550.2202	414	SHROOM3		ANKRD56	414	1
2_MACS_peak_27573_lociStitched	chr8	118450258	118457552	2	7131	40063.7538	1872.3698	415			MED30	415	1
4_MACS_peak_21971_lociStitched	chr5	55272487	55291923	4	17528	41771.8512	3636.4756	416	IL6ST		IL6ST	416	1
1_MACS_peak_29062_lociStitched	chr9	139792091	139798328	1	6238	39488.9418	1361.5371	417	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	417	1
1_MACS_peak_23553_lociStitched	chr6	26269662	26275672	1	6011	39600.491	1512.116	418	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	418	1
1_MACS_peak_24660_lociStitched	chr6	135190487	135195966	1	5480	39480.0303	1403.1719	419			ALDH8A1	419	1
3_MACS_peak_20160_lociStitched	chr3	197450305	197464843	3	8713	41968.2984	3961.605	420	KIAA0226	FYTTD1,MIR922	KIAA0226	420	1
2_MACS_peak_28327_lociStitched	chr9	73026777	73036524	2	6881	39790.1781	1883.1204	421	KLF9		KLF9	421	1
5_MACS_peak_24902_lociStitched	chr6	157976490	158007213	5	15188	40668.0351	2783.5038	422	ZDHHC14	MIR3692	MIR3692	422	1
2_MACS_peak_226_lociStitched	chr1	16984951	16994428	2	3991	41044.887	3165.318	423		MST1P2,NBPF1,CROCCP2	MST1P2	423	1
3_MACS_peak_14442_lociStitched	chr2	46788339	46804751	3	14611	40900.3452	3059.1968	424	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	424	1
4_MACS_peak_19124_lociStitched	chr3	101487694	101513251	4	12796	42324.9477	4505.6991	425	FAM55C	CEP97,NFKBIZ	FAM55C	425	1
2_MACS_peak_6323_lociStitched	chr12	51712018	51722197	2	9498	40366.8603	2547.8037	426	BIN2	SMAGP,CELA1	BIN2	426	1
1_MACS_peak_6723_lociStitched	chr12	92754896	92760384	1	5489	39395.0592	1577.2512	427			CLLU1	427	1
4_MACS_peak_4777_lociStitched	chr11	60666272	60684114	4	9752	41600.4072	3791.425	428	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	PRPF19	428	1
4_MACS_peak_9125_lociStitched	chr15	52950405	52977250	4	14867	42224.5005	4426.7405	429	KIAA1370		KIAA1370	429	1
2_MACS_peak_10624_lociStitched	chr16	71841330	71853040	2	6677	39905.338	2110.142	430	AP1G1	ATXN1L,SNORD71	AP1G1	430	1
1_MACS_peak_18110_lociStitched	chr22	44419172	44424057	1	4886	38970.0875	1181.6815	431	PARVB		PARVB	431	1
2_MACS_peak_11683_lociStitched	chr17	47816067	47827856	2	10487	40347.8525	2578.2543	432	FAM117A	MYST2,SLC35B1	FAM117A	432	1
3_MACS_peak_10878_lociStitched	chr17	2294396	2306167	3	9612	39505.8302	1795.0775	433	MNT	LOC284009	MNT	433	1
1_MACS_peak_17114_lociStitched	chr20	56252843	56258956	1	6114	39127.4791	1460.3957	434	PMEPA1		PMEPA1	434	1
3_MACS_peak_17753_lociStitched	chr22	27005072	27014952	3	8724	40154.296	2487.784	435	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	435	1
3_MACS_peak_17967_lociStitched	chr22	39095792	39105936	3	8335	39797.9552	2154.5856	436	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	436	1
1_MACS_peak_26401_lociStitched	chr7	139042694	139046393	1	3700	38762.9307	1132.6338	437	LUC7L2	C7orf55	LUC7L2	437	1
2_MACS_peak_11894_lociStitched	chr17	62979888	62986056	2	5719	39079.8312	1469.2176	438		AMZ2P1	AMZ2P1	438	1
1_MACS_peak_2852_lociStitched	chr1	245132338	245136105	1	3768	38664.1113	1069.4513	439	EFCAB2		EFCAB2	439	1
1_MACS_peak_18338_lociStitched	chr3	14160862	14168259	1	7398	39382.3677	1864.7837	440	TMEM43,CHCHD4		CHCHD4	440	1
4_MACS_peak_15080_lociStitched	chr2	109829443	109843143	4	9782	40549.26	3050.99	441	SH3RF3		MIR4265	441	1
5_MACS_peak_3963_lociStitched	chr10	105249696	105268240	5	12862	41295.6336	3827.4816	442	NEURL	CALHM2,CALHM1,CALHM3	NEURL	442	1
1_MACS_peak_26400_lociStitched	chr7	139024195	139027521	1	3327	38989.035	1554.2398	443	C7orf55	LUC7L2	C7orf55	443	1
1_MACS_peak_20978_lociStitched	chr4	103746183	103751021	1	4839	38714.6436	1378.3462	444	UBE2D3	CISD2	UBE2D3	444	1
1_MACS_peak_3438_lociStitched	chr10	63656449	63665381	1	8933	39301.6932	1965.9332	445	ARID5B		ARID5B	445	1
1_MACS_peak_15360_lociStitched	chr2	137137840	137142765	1	4926	38503.65	1174.12	446			CXCR4	446	1
1_MACS_peak_23599_lociStitched	chr6	27774511	27784200	1	9690	39295.6773	2040.5034	447	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	447	1
3_MACS_peak_9384_lociStitched	chr15	74827194	74846185	3	11900	40686.3184	3452.5638	448	ARID3B		ARID3B	448	1
1_MACS_peak_26290_lociStitched	chr7	128144686	128149853	1	5168	38896.6593	1679.7917	449		C7orf68,METTL2B	METTL2B	449	1
1_MACS_peak_23083_lociStitched	chr5	173168734	173174500	1	5767	38660.4534	1455.3384	450			BOD1	450	1
2_MACS_peak_16731_lociStitched	chr20	32988818	33005799	2	12977	40177.046	3044.6933	451	ITCH	MIR644	ITCH	451	1
4_MACS_peak_26859_lociStitched	chr8	27930167	27951665	4	14058	41265.411	4162.0128	452	ELP3,C8orf80		C8orf80	452	1
3_MACS_peak_1756_lociStitched	chr1	155900416	155922430	3	17036	42993.342	5917.3632	453	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	453	1
2_MACS_peak_4830_lociStitched	chr11	62598090	62610570	2	7190	39570.336	2503.488	454	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	454	1
3_MACS_peak_23542_lociStitched	chr6	26155209	26174076	3	10984	40396.1337	3354.5526	455	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	455	1
4_MACS_peak_24661_lociStitched	chr6	135323055	135344165	4	11918	40729.634	3713.249	456	HBS1L	MIR3662,HBS1L	MIR3662	456	1
1_MACS_peak_17959_lociStitched	chr22	38700498	38714936	1	14439	39742.0388	2744.6638	457	CSNK1E	TMEM184B	CSNK1E	457	1
5_MACS_peak_29929_lociStitched	chrX	128902180	128921340	5	14816	39099.812	2134.424	458	XPNPEP2,SASH3		SASH3	458	1
5_MACS_peak_14711_lociStitched	chr2	70334991	70360650	5	10334	41054.4	4123.4013	459	LOC100133985	PCBP1,LOC400960	LOC100133985	459	1
1_MACS_peak_4607_lociStitched	chr11	35159799	35169133	1	9335	39735.7714	2835.6692	460	CD44		CD44	460	1
2_MACS_peak_17611_lociStitched	chr22	19405748	19421161	2	9752	39936.6243	3062.5631	461	MRPL40,HIRA	CDC45,C22orf39,UFD1L	HIRA	461	1
5_MACS_peak_12881_lociStitched	chr19	1647822	1672608	5	11662	41739.624	4882.842	462	TCF3	UQCR11	TCF3	462	1
1_MACS_peak_25877_lociStitched	chr7	92436913	92445739	1	8827	38808.8046	1997.3238	463	CDK6		CDK6	463	1
1_MACS_peak_22789_lociStitched	chr5	142774722	142785970	1	11249	38578.3904	1855.92	464	NR3C1		NR3C1	464	1
1_MACS_peak_13410_lociStitched	chr19	29121060	29126582	1	5523	37775.4498	1167.903	465			LOC148145	465	1
1_MACS_peak_17450_lociStitched	chr21	41382956	41389836	1	6881	39004.784	2432.08	466	DSCAM		PCP4	466	1
3_MACS_peak_17236_lociStitched	chr21	19152043	19168974	3	14271	39967.3186	3435.2999	467	C21orf91		C21orf91	467	1
1_MACS_peak_13125_lociStitched	chr19	11199259	11208186	1	8928	38427.1642	1913.0561	468	LDLR		LDLR	468	1
1_MACS_peak_20670_lociStitched	chr4	69434530	69443477	1	8948	38215.3211	1727.6657	469		UGT2B15,UGT2B17	UGT2B17	469	1
2_MACS_peak_5512_lociStitched	chr11	118738509	118744312	2	5666	37630.7141	1210.5058	470		CXCR5,BCL9L	CXCR5	470	1
4_MACS_peak_6419_lociStitched	chr12	57021762	57040953	4	14437	40414.3269	4020.5145	471	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	471	1
3_MACS_peak_11144_lociStitched	chr17	19206102	19221523	3	8749	38942.6513	2550.6334	472	EPN2	MIR1180,B9D1	MIR1180	472	1
4_MACS_peak_4013_lociStitched	chr10	111966926	111986765	4	11353	39902.1807	3539.2776	473	MXI1		MXI1	473	1
4_MACS_peak_13899_lociStitched	chr19	56145484	56168153	4	10935	39863.4365	3511.4281	474	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	474	1
1_MACS_peak_27757_lociStitched	chr8	134245129	134248946	1	3818	37381.0261	1036.6972	475		WISP1	WISP1	475	1
3_MACS_peak_5652_lociStitched	chr11	129233677	129249856	3	10608	39709.7376	3376.5573	476	BARX2		BARX2	476	1
2_MACS_peak_26864_lociStitched	chr8	28195113	28207418	2	8695	38936.7115	2607.4295	477	PNOC,ZNF395		PNOC	477	1
1_MACS_peak_5039_lociStitched	chr11	69060892	69066663	1	5772	37559.3993	1314.6338	478	MYEOV		MYEOV	478	1
3_MACS_peak_20512_lociStitched	chr4	40302591	40319769	3	11337	39648.5418	3442.4712	479		CHRNA9	CHRNA9	479	1
3_MACS_peak_23060_lociStitched	chr5	171601136	171616066	3	11622	39227.082	3096.482	480	STK10	EFCAB9	STK10	480	1
3_MACS_peak_13757_lociStitched	chr19	48824076	48838067	3	10696	39782.0094	3683.8303	481	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	481	1
1_MACS_peak_17364_lociStitched	chr21	34913058	34916709	1	3652	37352.6508	1257.0393	482	SON,GART	DNAJC28,DONSON	GART	482	1
2_MACS_peak_11180_lociStitched	chr17	20936670	20948008	2	8992	38101.349	2006.826	483	USP22		USP22	483	1
9_MACS_peak_10665_lociStitched	chr16	78763435	78804985	9	33542	40444.77	4375.215	484	WWOX		WWOX	484	1
3_MACS_peak_5574_lociStitched	chr11	122925935	122942065	3	12597	38684.579	2629.19	485	HSPA8	LOC341056	HSPA8	485	1
2_MACS_peak_3941_lociStitched	chr10	104401115	104413275	2	11831	37857.728	1849.536	486	TRIM8		TRIM8	486	1
3_MACS_peak_9707_lociStitched	chr15	93346274	93364531	3	10590	39418.6887	3423.1875	487		ASB9P1	ASB9P1	487	1
2_MACS_peak_23605_lociStitched	chr6	27857318	27871768	2	8801	38395.095	2400.145	488	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	488	1
1_MACS_peak_11019_lociStitched	chr17	8149370	8153824	1	4455	37138.3428	1145.1234	489	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	489	1
4_MACS_peak_23819_lociStitched	chr6	37121865	37144253	4	12303	39749.894	3758.9452	490	PIM1		PIM1	490	1
1_MACS_peak_16192_lociStitched	chr2	231729305	231739417	1	10113	37180.8128	1215.4624	491	ITM2C		ITM2C	491	1
3_MACS_peak_16682_lociStitched	chr20	31255039	31270461	3	9174	38704.5934	2882.3718	492		C20orf203	C20orf203	492	1
3_MACS_peak_18556_lociStitched	chr3	39248504	39263625	3	7964	38724.881	2938.0103	493		XIRP1	XIRP1	493	1
2_MACS_peak_26369_lociStitched	chr7	134843803	134857216	2	7130	39298.7487	3527.619	494	TMEM140,C7orf49	WDR91	C7orf49	494	1
1_MACS_peak_11926_lociStitched	chr17	65642577	65648786	1	6210	37093.8078	1350.4575	495	PITPNC1		NOL11	495	1
3_MACS_peak_13086_lociStitched	chr19	10329539	10347840	3	9682	38662.6926	3006.8543	496	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	496	1
2_MACS_peak_19695_lociStitched	chr3	156871771	156879546	2	7433	38289.5425	2661.3825	497	CCNL1	LOC339894	CCNL1	497	1
3_MACS_peak_28463_lociStitched	chr9	93670878	93688885	3	9286	39129.211	3664.4245	498			SYK	498	1
4_MACS_peak_13761_lociStitched	chr19	48880288	48902304	4	12412	39525.3248	4086.1696	499	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	499	1
2_MACS_peak_3752_lociStitched	chr10	90143708	90152862	2	6951	37283.3266	1871.0776	500	RNLS		RNLS	500	1
3_MACS_peak_6425_lociStitched	chr12	57093663	57120252	3	17204	40064.3052	4727.5242	501	NACA	HSD17B6,PTGES3,PRIM1	NACA	501	1
2_MACS_peak_10288_lociStitched	chr16	30661186	30672957	2	7693	37697.8046	2374.2107	502	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	502	1
3_MACS_peak_17512_lociStitched	chr21	45195104	45210758	3	11045	39643.755	4422.255	503	RRP1,CSTB	LOC284837	RRP1	503	1
3_MACS_peak_28789_lociStitched	chr9	123630331	123641489	3	9202	37529.933	2316.4008	504	PHF19	LOC253039,PSMD5,TRAF1	PHF19	504	1
2_MACS_peak_18825_lociStitched	chr3	52729732	52745826	2	10409	38115.4202	2943.5926	505	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	505	1
1_MACS_peak_5662_lociStitched	chr11	129871089	129874554	1	3466	36070.9965	933.471	506	NCRNA00167,PRDM10		PRDM10	506	1
1_MACS_peak_23366_lociStitched	chr6	12007669	12014090	1	6422	36230.4925	1130.7381	507	HIVEP1		HIVEP1	507	1
1_MACS_peak_16958_lociStitched	chr20	46386364	46392792	1	6429	36566.9636	1564.5752	508	SULF2		SULF2	508	1
2_MACS_peak_1049_lociStitched	chr1	75596079	75612377	2	15650	37390.8716	2397.4358	509	LHX8		LHX8	509	1
2_MACS_peak_625_lociStitched	chr1	40029498	40047928	2	14465	38269.895	3300.813	510	PABPC4,SNORA55	PPIEL	PABPC4	510	1
2_MACS_peak_12070_lociStitched	chr17	74721487	74734983	2	8964	37516.1808	2553.4432	511	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	511	1
3_MACS_peak_28434_lociStitched	chr9	91924613	91935279	3	9172	36970.4892	2058.538	512	CKS2,MIR3153,SECISBP2		MIR3153	512	1
2_MACS_peak_3933_lociStitched	chr10	104153075	104160017	2	6027	36362.8902	1489.7532	513	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	513	1
2_MACS_peak_1792_lociStitched	chr1	156709166	156722713	2	13469	38552.0526	3714.5874	514	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	514	1
2_MACS_peak_20095_lociStitched	chr3	194022852	194034030	2	5398	37856.5326	3027.0024	515	LOC100131551	CPN2	LOC100131551	515	1
4_MACS_peak_6563_lociStitched	chr12	69195329	69215758	4	11928	38247.1738	3421.8575	516	MDM2		MDM2	516	1
2_MACS_peak_5686_lociStitched	chr11	132218870	132231573	2	7216	37226.1415	2428.8136	517			NTM	517	1
2_MACS_peak_13163_lociStitched	chr19	12713675	12726046	2	7383	37161.2469	2367.8094	518	ZNF791,ZNF490		ZNF490	518	1
1_MACS_peak_26049_lociStitched	chr7	104621240	104626290	1	5051	36080.735	1293.81	519		MLL5,LOC100216545	LOC100216545	519	1
1_MACS_peak_13886_lociStitched	chr19	55764135	55772368	1	8234	36677.1917	1929.8152	520	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	520	1
6_MACS_peak_13095_lociStitched	chr19	10513300	10539650	6	13870	39290.485	4569.09	521	PDE4A,CDC37,MIR1181	PDE4A,TYK2	PDE4A	521	1
5_MACS_peak_14605_lociStitched	chr2	64430492	64456397	5	11376	39178.722	4525.6035	522	LOC150992		LOC150992	522	1
1_MACS_peak_2554_lociStitched	chr1	218336078	218339969	1	3892	35726.3838	1099.2075	523			RRP15	523	1
4_MACS_peak_23685_lociStitched	chr6	31618995	31634878	4	8878	37215.4573	2590.5173	524	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	524	1
1_MACS_peak_13515_lociStitched	chr19	38537030	38541162	1	4133	35721.9664	1159.026	525	SIPA1L3		SIPA1L3	525	1
3_MACS_peak_2696_lociStitched	chr1	228665689	228679007	3	6982	37087.9664	2573.0376	526	RNF187	HIST3H2BB,HIST3H2A	RNF187	526	1
3_MACS_peak_9655_lociStitched	chr15	90721303	90736271	3	8211	37198.4736	2704.7176	527	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	527	1
3_MACS_peak_1863_lociStitched	chr1	161122706	161137545	3	7971	39066.6353	4610.4773	528	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	528	1
2_MACS_peak_26302_lociStitched	chr7	128572530	128582346	2	6938	37332.2112	2887.8672	529	IRF5	KCP	IRF5	529	1
3_MACS_peak_14373_lociStitched	chr2	42344142	42361021	3	11853	37464.6284	3023.0289	530		EML4	EML4	530	1
3_MACS_peak_17476_lociStitched	chr21	43639121	43655844	3	8276	38576.6164	4143.9594	531	ABCG1		ABCG1	531	1
1_MACS_peak_22170_lociStitched	chr5	75696803	75702534	1	5732	35745.3932	1349.0774	532	IQGAP2		IQGAP2	532	1
2_MACS_peak_10032_lociStitched	chr16	14491958	14501669	2	5388	36086.076	1693.5984	533			MIR365-1	533	1
3_MACS_peak_559_lociStitched	chr1	36614170	36627515	3	8881	36872.235	2508.86	534	MAP7D1,TRAPPC3	COL8A2	MAP7D1	534	1
1_MACS_peak_17701_lociStitched	chr22	23517277	23526655	1	9379	36594.8316	2308.8636	535	BCR	RAB36,RTDR1	BCR	535	1
3_MACS_peak_18476_lociStitched	chr3	30682685	30703662	3	16746	38232.6802	3981.4346	536	TGFBR2		TGFBR2	536	1
1_MACS_peak_23764_lociStitched	chr6	34622840	34627300	1	4461	35527.468	1279.128	537	C6orf106		C6orf106	537	1
3_MACS_peak_23924_lociStitched	chr6	44213190	44234219	3	12146	38308.5293	4071.2144	538	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	538	1
1_MACS_peak_17204_lociStitched	chr21	9963133	9969934	1	6802	37800.6381	3572.5653	539	LOC100132288		LOC100132288	539	1
3_MACS_peak_24365_lociStitched	chr6	106585425	106595719	3	8638	36352.2316	2150.4166	540		PRDM1	PRDM1	540	1
2_MACS_peak_22445_lociStitched	chr5	112256408	112266833	2	7901	36716.85	2590.6125	541	REEP5	DCP2	REEP5	541	1
2_MACS_peak_12031_lociStitched	chr17	73774148	73782605	2	7172	36015.8259	1983.1665	542	UNK,H3F3B	GALK1	UNK	542	1
2_MACS_peak_19283_lociStitched	chr3	119811239	119823067	2	5767	36045.83	2022.588	543	GSK3B		GSK3B	543	1
2_MACS_peak_2815_lociStitched	chr1	240074419	240082512	2	6666	36246.1191	2234.4773	544			RPS7P5	544	1
1_MACS_peak_16050_lociStitched	chr2	216877143	216883323	1	6181	35426.232	1417.692	545	MREG		MREG	545	1
1_MACS_peak_9425_lociStitched	chr15	75742318	75749138	1	6821	35721.114	1713.866	546	SIN3A		SIN3A	546	1
1_MACS_peak_10903_lociStitched	chr17	3813439	3820711	1	7273	35809.5096	1893.6288	547	P2RX1	CAMKK1,ATP2A3	P2RX1	547	1
3_MACS_peak_28792_lociStitched	chr9	123653348	123667623	3	8135	36582.5425	2676.5625	548	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	548	1
2_MACS_peak_25553_lociStitched	chr7	50343493	50358006	2	13246	36373.9319	2491.8821	549	IKZF1		IKZF1	549	1
1_MACS_peak_14274_lociStitched	chr2	33716506	33724183	1	7678	35585.1981	1753.4268	550	RASGRP3	RASGRP3	RASGRP3	550	1
1_MACS_peak_28469_lociStitched	chr9	93795629	93799385	1	3757	34821.876	1045.6704	551		LOC100129316	LOC100129316	551	1
