REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_23542_lociStitched	chr6	26155209	26174076	3	10984	40396.1337	3354.5526	362	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	362	1
4_MACS_peak_11013_lociStitched	chr17	8088313	8104414	4	10972	27812.8674	3349.008	363	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	363	1
4_MACS_peak_12866_lociStitched	chr19	1258121	1277461	4	10957	56018.31	5020.664	364	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	364	1
4_MACS_peak_13899_lociStitched	chr19	56145484	56168153	4	10935	39863.4365	3511.4281	365	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	365	1
2_MACS_peak_12851_lociStitched	chr19	1015248	1029292	2	10934	30648.2212	3496.956	366	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	366	1
4_MACS_peak_2145_lociStitched	chr1	183865186	183885845	4	10926	49203.5403	4823.8765	367	RGL1		GLT25D2	367	1
2_MACS_peak_2634_lociStitched	chr1	226034418	226045533	2	10922	28010.9115	3187.782	368	TMEM63A	EPHX1,LEFTY1	EPHX1	368	1
3_MACS_peak_14171_lociStitched	chr2	25624072	25645807	3	10915	56908.7505	4149.2115	369	DTNB		DNMT3A	369	1
3_MACS_peak_581_lociStitched	chr1	37930751	37946387	3	10911	22040.5056	2542.4136	370	ZC3H12A	MEAF6	ZC3H12A	370	1
4_MACS_peak_21535_lociStitched	chr4	185366663	185381454	4	10910	27802.6427	2748.1678	371	IRF2		IRF2	371	1
4_MACS_peak_3560_lociStitched	chr10	74006775	74024313	4	10891	48439.956	3386.5878	372		ANAPC16,DDIT4,ASCC1	DDIT4	372	1
4_MACS_peak_26612_lociStitched	chr8	2098124	2115520	4	10886	26045.2912	2553.7328	373			MYOM2	373	1
4_MACS_peak_13203_lociStitched	chr19	13944535	13959265	4	10876	50305.896	2392.152	374	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	374	1
3_MACS_peak_6461_lociStitched	chr12	58224780	58241230	3	10869	21185.955	2760.31	375	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	375	1
2_MACS_peak_27783_lociStitched	chr8	137189300	137201667	2	10868	34315.9516	2632.9343	376			KHDRBS3	376	1
2_MACS_peak_6209_lociStitched	chr12	46119387	46132709	2	10841	35721.6108	2128.8556	377	ARID2,LOC400027		ARID2	377	1
3_MACS_peak_441_lociStitched	chr1	28558560	28577225	3	10758	42401.2805	3837.524	378	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	378	1
2_MACS_peak_23561_lociStitched	chr6	26355453	26367611	2	10746	55417.3798	2600.5962	379	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	379	1
2_MACS_peak_7189_lociStitched	chr12	125397862	125413026	2	10704	50385.4228	2044.1072	380	UBC	SCARB1	UBC	380	1
1_MACS_peak_27390_lociStitched	chr8	95953022	95963723	1	10702	25270.4115	1148.2173	381	TP53INP1	CCNE2	TP53INP1	381	1
1_MACS_peak_2687_lociStitched	chr1	228268925	228279620	1	10696	43462.341	3214.917	382	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	382	1
3_MACS_peak_13757_lociStitched	chr19	48824076	48838067	3	10696	39782.0094	3683.8303	383	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	383	1
2_MACS_peak_20043_lociStitched	chr3	186779570	186792390	2	10672	84745.328	4045.992	384	ST6GAL1		ST6GAL1	384	1
3_MACS_peak_19875_lociStitched	chr3	177062632	177079917	3	10663	68153.0265	4341.992	385			TBL1XR1	385	1
4_MACS_peak_7494_lociStitched	chr13	46739774	46759022	4	10662	17914.1136	1884.3792	386	LCP1		LCP1	386	1
1_MACS_peak_22415_lociStitched	chr5	109023697	109034347	1	10651	33294.03	2239.695	387	MAN2A1		MAN2A1	387	1
1_MACS_peak_22701_lociStitched	chr5	138719922	138730560	1	10639	56328.21	2494.611	388	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	388	1
4_MACS_peak_16934_lociStitched	chr20	45172762	45191653	4	10639	37003.6908	3617.6265	389	C20orf123,SLC13A3	ZNF334	C20orf123	389	1
4_MACS_peak_9516_lociStitched	chr15	81608862	81624412	4	10628	17013.255	2853.425	390	STARD5	IL16,TMC3	STARD5	390	1
1_MACS_peak_11580_lociStitched	chr17	43298143	43308769	1	10627	68607.8316	2290.9656	391	FMNL1	LOC100133991,C17orf46	FMNL1	391	1
5_MACS_peak_3866_lociStitched	chr10	99159181	99187653	5	10627	27503.952	4421.7016	392	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	392	1
3_MACS_peak_20937_lociStitched	chr4	100765789	100783796	3	10621	37407.7418	3637.414	393	DAPP1	MAPKSP1	DAPP1	393	1
3_MACS_peak_5652_lociStitched	chr11	129233677	129249856	3	10608	39709.7376	3376.5573	394	BARX2		BARX2	394	1
3_MACS_peak_10153_lociStitched	chr16	23343528	23362863	3	10605	63869.3055	3851.532	395	SCNN1B		SCNN1B	395	1
5_MACS_peak_397_lociStitched	chr1	27147002	27167340	5	10605	22721.6136	3431.0206	396	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	396	1
4_MACS_peak_23038_lociStitched	chr5	169680379	169708227	4	10595	29652.5504	4567.072	397	LCP2	C5orf58	LCP2	397	1
3_MACS_peak_9707_lociStitched	chr15	93346274	93364531	3	10590	39418.6887	3423.1875	398		ASB9P1	ASB9P1	398	1
3_MACS_peak_29337_lociStitched	chrX	30579035	30597265	3	10586	20384.786	1704.505	399	CXorf21		CXorf21	399	1
4_MACS_peak_9736_lociStitched	chr15	99393312	99419362	4	10574	34552.72	4131.53	400	IGF1R		PGPEP1L	400	1
1_MACS_peak_19355_lociStitched	chr3	124501881	124512436	1	10556	45635.598	2175.3855	401	ITGB5		UMPS	401	1
4_MACS_peak_4251_lociStitched	chr11	789107	811722	4	10545	26995.5255	3071.117	402	RPLP2,SNORA52,CEND1,SLC25A22,LRDD	TALDO1,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	402	1
4_MACS_peak_4298_lociStitched	chr11	3874258	3893290	4	10544	29707.0488	3779.7552	403	STIM1	PGAP2,RHOG	STIM1	403	1
2_MACS_peak_26154_lociStitched	chr7	114561740	114574061	2	10532	52802.8776	3515.1813	404	MDFIC		MDFIC	404	1
3_MACS_peak_23600_lociStitched	chr6	27790881	27808105	3	10524	60707.7104	2903.9664	405	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	405	1
3_MACS_peak_9249_lociStitched	chr15	65169409	65189520	3	10521	63444.1717	3648.1354	406		PLEKHO2,ANKDD1A	ANKDD1A	406	1
5_MACS_peak_9281_lociStitched	chr15	67372527	67395649	5	10509	23688.489	4229.0138	407	SMAD3	SMAD3	SMAD3	407	1
2_MACS_peak_11683_lociStitched	chr17	47816067	47827856	2	10487	40347.8525	2578.2543	408	FAM117A	MYST2,SLC35B1	FAM117A	408	1
2_MACS_peak_6313_lociStitched	chr12	51312175	51322747	2	10473	23809.2012	2174.6604	409	METTL7A	HIGD1C	METTL7A	409	1
3_MACS_peak_25710_lociStitched	chr7	74057187	74076877	3	10468	30267.468	3126.772	410	GTF2I		GTF2I	410	1
2_MACS_peak_19446_lociStitched	chr3	130557465	130574087	2	10464	28260.7244	2844.0242	411	ATP2C1	ATP2C1	ATP2C1	411	1
2_MACS_peak_10492_lociStitched	chr16	66549281	66560454	2	10441	98416.2532	2798.8365	412	TK2	CKLF,CMTM1	TK2	412	1
2_MACS_peak_20558_lociStitched	chr4	48193461	48206836	2	10414	44712.625	2874.2875	413	TEC		TXK	413	1
2_MACS_peak_18825_lociStitched	chr3	52729732	52745826	2	10409	38115.4202	2943.5926	414	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	414	1
1_MACS_peak_1130_lociStitched	chr1	87792781	87803183	1	10403	35252.378	1692.4054	415	LMO4		LMO4	415	1
3_MACS_peak_19885_lociStitched	chr3	178230229	178241247	3	10398	42453.4558	3059.6986	416		KCNMB2	KCNMB2	416	1
3_MACS_peak_25324_lociStitched	chr7	29706432	29726354	3	10398	23390.4202	3109.8242	417	DPY19L2P3,LOC646762,LOC100271874		LOC646762	417	1
3_MACS_peak_25410_lociStitched	chr7	37375020	37393866	3	10385	25869.9042	3637.278	418	ELMO1		ELMO1	418	1
4_MACS_peak_8540_lociStitched	chr14	94424904	94446039	4	10358	25442.313	2432.6385	419		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	419	1
2_MACS_peak_17698_lociStitched	chr22	23477644	23488872	2	10348	61612.5272	2755.3512	420	RAB36,RTDR1	BCR	RTDR1	420	1
5_MACS_peak_14711_lociStitched	chr2	70334991	70360650	5	10334	41054.4	4123.4013	421	LOC100133985	PCBP1,LOC400960	LOC100133985	421	1
4_MACS_peak_7130_lociStitched	chr12	122227238	122244544	4	10318	29228.1034	1522.928	422	SETD1B,RHOF,LOC338799		RHOF	422	1
3_MACS_peak_17052_lociStitched	chr20	52267741	52278968	3	10316	30279.219	2226.3141	423			ZNF217	423	1
4_MACS_peak_5780_lociStitched	chr12	6551980	6572472	4	10310	54666.5084	3793.0692	424	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	424	1
3_MACS_peak_5523_lociStitched	chr11	118963502	118979917	3	10309	29433.7365	3187.793	425	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	425	1
2_MACS_peak_17109_lociStitched	chr20	56047512	56058450	2	10293	73648.8354	2419.4856	426		CTCFL	CTCFL	426	1
4_MACS_peak_5915_lociStitched	chr12	13242290	13256049	4	10293	33785.2245	2830.2263	427	GSG1	KIAA1467	GSG1	427	1
5_MACS_peak_27392_lociStitched	chr8	95987071	96010621	5	10283	14412.6	2253.735	428		C8orf38,TP53INP1	TP53INP1	428	1
1_MACS_peak_13251_lociStitched	chr19	16221472	16231750	1	10279	44433.8496	2296.1052	429	RAB8A	TPM4,HSH2D	RAB8A	429	1
2_MACS_peak_13596_lociStitched	chr19	41801251	41817189	2	10253	51344.267	3286.4156	430	HNRNPUL1,CCDC97	TGFB1	CCDC97	430	1
3_MACS_peak_21189_lociStitched	chr4	129724219	129741544	3	10250	35112.5775	2645.5275	431	PHF17		PHF17	431	1
1_MACS_peak_21268_lociStitched	chr4	144272381	144282627	1	10247	56575.3382	2129.1188	432	GAB1		GAB1	432	1
3_MACS_peak_14651_lociStitched	chr2	65609270	65623040	3	10241	33439.068	2574.99	433	SPRED2	SPRED2	SPRED2	433	1
3_MACS_peak_19735_lociStitched	chr3	160116201	160129643	3	10227	44411.0238	2898.0952	434	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	434	1
3_MACS_peak_392_lociStitched	chr1	27059875	27072663	3	10215	17843.0964	2240.4576	435	ARID1A	PIGV	ARID1A	435	1
3_MACS_peak_18736_lociStitched	chr3	49054824	49067748	3	10201	35276.058	2715.3324	436	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	436	1
3_MACS_peak_9218_lociStitched	chr15	63765191	63780279	3	10192	30269.5456	2764.1216	437		USP3	USP3	437	1
3_MACS_peak_13806_lociStitched	chr19	50166021	50182952	3	10178	44868.8431	2866.4183	438	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	IRF3	438	1
3_MACS_peak_13611_lociStitched	chr19	42363362	42380277	3	10177	20423.171	2593.0695	439	RPS19	DMRTC2,CD79A,ARHGEF1,LYPD4	RPS19	439	1
3_MACS_peak_24424_lociStitched	chr6	109214200	109228542	3	10175	27371.707	2996.0438	440	ARMC2		ARMC2	440	1
3_MACS_peak_22891_lociStitched	chr5	151124501	151138986	3	10169	26519.138	2686.9675	441	ATOX1	G3BP1	ATOX1	441	1
4_MACS_peak_16613_lociStitched	chr20	23329737	23347986	4	10168	33486.915	3158.9019	442	NXT1,GZF1		GZF1	442	1
1_MACS_peak_2880_lociStitched	chr1	249111822	249121980	1	10159	47236.7316	3336.903	443	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	443	1
4_MACS_peak_14914_lociStitched	chr2	89043107	89066593	4	10141	59417.2314	4382.4876	444	RPIA,ANKRD36BP2		ANKRD36BP2	444	1
4_MACS_peak_20933_lociStitched	chr4	100729593	100749614	4	10133	26732.0392	3627.8052	445	DAPP1		DAPP1	445	1
4_MACS_peak_28760_lociStitched	chr9	117655072	117672994	4	10129	15930.8658	3523.4652	446	TNFSF8		TNFSF8	446	1
4_MACS_peak_6732_lociStitched	chr12	92930870	92950964	4	10127	27122.8812	4147.4016	447			CLLU1OS	447	1
1_MACS_peak_16192_lociStitched	chr2	231729305	231739417	1	10113	37180.8128	1215.4624	448	ITM2C		ITM2C	448	1
4_MACS_peak_27478_lociStitched	chr8	103815899	103828755	4	10072	29680.6472	1285.6	449		AZIN1	AZIN1	449	1
5_MACS_peak_3291_lociStitched	chr10	43931369	43951927	5	10049	32181.4932	3087.8116	450	ZNF487P	HNRNPF	ZNF487P	450	1
3_MACS_peak_5618_lociStitched	chr11	126173018	126189657	3	10048	30512.5982	3297.8498	451	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	451	1
2_MACS_peak_9995_lociStitched	chr16	11668812	11681802	2	10046	25153.836	2586.309	452	LITAF		LITAF	452	1
4_MACS_peak_6455_lociStitched	chr12	58134742	58150943	4	10046	20149.1837	3267.7417	453	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	453	1
3_MACS_peak_8841_lociStitched	chr15	34619222	34635891	3	10044	25888.6239	2610.3654	454	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	454	1
1_MACS_peak_6589_lociStitched	chr12	72078871	72088911	1	10041	28440.308	1760.012	455	TMEM19	THAP2,ZFC3H1	TMEM19	455	1
3_MACS_peak_22764_lociStitched	chr5	141385820	141396927	3	10034	25718.2585	2434.6544	456	GNPDA1	RNF14,PCDH12	GNPDA1	456	1
3_MACS_peak_14370_lociStitched	chr2	42323549	42334583	3	10030	55342.1304	2394.378	457		PKDCC	PKDCC	457	1
5_MACS_peak_9771_lociStitched	chr15	101782394	101806981	5	10029	21641.4774	4155.203	458	CHSY1	SELS,SNRPA1	CHSY1	458	1
2_MACS_peak_8796_lociStitched	chr15	31546648	31560846	2	10026	77120.6964	3088.065	459			KLF13	459	1
4_MACS_peak_12108_lociStitched	chr17	76137615	76152445	4	10016	32864.763	2727.237	460	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	460	1
3_MACS_peak_1825_lociStitched	chr1	159879530	159896336	3	10016	27815.6106	4125.873	461	TAGLN2	VSIG8,CCDC19,IGSF9,SLAMF9	TAGLN2	461	1
3_MACS_peak_10626_lociStitched	chr16	71876807	71888716	3	10014	28501.8097	2546.1442	462	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	462	1
1_MACS_peak_20988_lociStitched	chr4	105407375	105417386	1	10012	34686.1128	2041.2429	463	CXXC4		CXXC4	463	1
3_MACS_peak_22873_lociStitched	chr5	150459490	150476227	3	9993	30737.5005	3057.8499	464	TNIP1	ANXA6	TNIP1	464	1
4_MACS_peak_27875_lociStitched	chr8	146010073	146031025	4	9987	18521.568	3427.7472	465	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	465	1
4_MACS_peak_6944_lociStitched	chr12	109161984	109181270	4	9979	42541.0588	3554.4098	466	SSH1	CORO1C,SSH1	CORO1C	466	1
1_MACS_peak_16055_lociStitched	chr2	217079187	217089128	1	9942	46108.3462	2443.4978	467			XRCC5	467	1
3_MACS_peak_26003_lociStitched	chr7	101921346	101935865	3	9919	21453.2744	2652.6213	468	CUX1,SH2B2	MIR4285	SH2B2	468	1
2_MACS_peak_28756_lociStitched	chr9	117368898	117380292	2	9915	29703.0186	2143.2114	469	C9orf91	ATP6V1G1	C9orf91	469	1
1_MACS_peak_23105_lociStitched	chr5	175076622	175086527	1	9906	25094.3175	2299.941	470	HRH2	HRH2	HRH2	470	1
2_MACS_peak_17178_lociStitched	chr20	62358005	62371005	2	9893	31509.4	2447.9	471	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	471	1
1_MACS_peak_17732_lociStitched	chr22	24822652	24832535	1	9884	56029.6919	2048.7459	472	ADORA2A,C22orf45		ADORA2A	472	1
3_MACS_peak_2080_lociStitched	chr1	179048936	179061407	3	9852	58109.8716	3173.8695	473	TOR3A		TOR3A	473	1
3_MACS_peak_8225_lociStitched	chr14	63936544	63951846	3	9826	14305.8398	1172.1332	474	PPP2R5E		PPP2R5E	474	1
4_MACS_peak_26291_lociStitched	chr7	128162788	128178284	4	9798	31534.36	2865.2104	475		METTL2B	METTL2B	475	1
3_MACS_peak_6901_lociStitched	chr12	106529304	106543819	3	9785	22479.3805	2320.9485	476	NUAK1		NUAK1	476	1
4_MACS_peak_15080_lociStitched	chr2	109829443	109843143	4	9782	40549.26	3050.99	477	SH3RF3		MIR4265	477	1
1_MACS_peak_4912_lociStitched	chr11	65336106	65345886	1	9781	26463.702	2002.944	478	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	478	1
4_MACS_peak_19597_lociStitched	chr3	148707952	148728276	4	9781	19927.682	3501.8252	479	GYG1		GYG1	479	1
4_MACS_peak_12430_lociStitched	chr18	23746882	23771969	4	9778	26399.0501	3652.6672	480	PSMA8	TAF4B	PSMA8	480	1
1_MACS_peak_17993_lociStitched	chr22	39539840	39549616	1	9777	21170.9056	1897.5216	481	CBX7	APOBEC3H	CBX7	481	1
2_MACS_peak_19682_lociStitched	chr3	156391079	156405787	2	9775	30323.4836	3956.452	482	TIPARP,LOC100287227		TIPARP	482	1
4_MACS_peak_24239_lociStitched	chr6	88625678	88637286	4	9773	31353.208	2611.8	483			SPACA1	483	1
3_MACS_peak_5517_lociStitched	chr11	118887846	118902011	3	9760	31535.5395	2891.0765	484	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	484	1
2_MACS_peak_17611_lociStitched	chr22	19405748	19421161	2	9752	39936.6243	3062.5631	485	MRPL40,HIRA	CDC45,C22orf39,UFD1L	HIRA	485	1
4_MACS_peak_4777_lociStitched	chr11	60666272	60684114	4	9752	41600.4072	3791.425	486	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	PRPF19	486	1
3_MACS_peak_721_lociStitched	chr1	44289874	44305788	3	9749	23716.6342	3267.1442	487	ST3GAL3		ARTN	487	1
3_MACS_peak_13248_lociStitched	chr19	16180358	16198230	3	9743	47140.9744	3208.024	488	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	488	1
3_MACS_peak_11641_lociStitched	chr17	46124132	46134964	3	9735	31787.5872	1894.5168	489	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	489	1
3_MACS_peak_2718_lociStitched	chr1	230268186	230287409	3	9703	26546.963	4463.5806	490	GALNT2		GALNT2	490	1
2_MACS_peak_20776_lociStitched	chr4	78736000	78749567	2	9691	40865.1607	2617.0743	491	CNOT6L	MRPL1	CNOT6L	491	1
1_MACS_peak_23599_lociStitched	chr6	27774511	27784200	1	9690	39295.6773	2040.5034	492	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	492	1
3_MACS_peak_13086_lociStitched	chr19	10329539	10347840	3	9682	38662.6926	3006.8543	493	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	493	1
2_MACS_peak_28152_lociStitched	chr9	35066073	35080669	2	9662	27424.4244	2744.048	494	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	494	1
4_MACS_peak_13338_lociStitched	chr19	19050255	19061447	4	9661	24155.6936	2144.3872	495	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	495	1
4_MACS_peak_4870_lociStitched	chr11	64611565	64634558	4	9655	43279.7239	3996.1834	496	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	496	1
2_MACS_peak_16149_lociStitched	chr2	227655446	227666654	2	9654	21648.252	1852.6824	497	IRS1	RHBDD1	IRS1	497	1
4_MACS_peak_18201_lociStitched	chr22	50962057	50979093	4	9652	31951.018	2621.8404	498	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	498	1
3_MACS_peak_6548_lociStitched	chr12	68752121	68770340	3	9645	57459.0822	3663.8409	499		MDM1	MDM1	499	1
2_MACS_peak_18662_lociStitched	chr3	46245542	46257154	2	9639	64558.0752	3026.0872	500	CCR1	CCR3	CCR1	500	1
3_MACS_peak_9411_lociStitched	chr15	75352841	75370804	3	9630	24955.9959	2985.4506	501		PPCDC	PPCDC	501	1
5_MACS_peak_4363_lociStitched	chr11	9584152	9599833	5	9621	14853.0432	2494.8471	502	WEE1		WEE1	502	1
3_MACS_peak_10878_lociStitched	chr17	2294396	2306167	3	9612	39505.8302	1795.0775	503	MNT	LOC284009	MNT	503	1
2_MACS_peak_7343_lociStitched	chr13	30943680	30957839	2	9602	22449.0945	1292.7167	504	LOC100188949		LOC100188949	504	1
3_MACS_peak_13174_lociStitched	chr19	12898837	12918235	3	9592	31558.6062	3243.3456	505	JUNB,RNASEH2A,PRDX2	BEST2,MAST1,HOOK2,RTBDN	PRDX2	505	1
2_MACS_peak_20139_lociStitched	chr3	196357938	196371438	2	9577	48311.1	3775.95	506	LRRC33		LRRC33	506	1
4_MACS_peak_5163_lociStitched	chr11	78127249	78140041	4	9557	20675.7096	2545.608	507	GAB2		GAB2	507	1
3_MACS_peak_15802_lociStitched	chr2	192530865	192546120	3	9549	41496.651	2736.747	508	OBFC2A		OBFC2A	508	1
2_MACS_peak_5456_lociStitched	chr11	115090772	115102424	2	9538	71272.9536	2692.7772	509	CADM1		CADM1	509	1
3_MACS_peak_19191_lociStitched	chr3	111386567	111403154	3	9533	20206.2834	2831.4009	510	PLCXD2	PHLDB2	PLCXD2	510	1
4_MACS_peak_9645_lociStitched	chr15	90573901	90591759	4	9529	29869.2908	3178.724	511	ZNF710		ZNF710	511	1
3_MACS_peak_2608_lociStitched	chr1	223899599	223915465	3	9523	17157.4924	3395.324	512	CAPN2	CAPN8	CAPN2	512	1
2_MACS_peak_2715_lociStitched	chr1	230238343	230248918	2	9520	35475.9525	3136.545	513	GALNT2		GALNT2	513	1
3_MACS_peak_7489_lociStitched	chr13	46269305	46280613	3	9516	27342.744	1267.6268	514	SPERT		SPERT	514	1
2_MACS_peak_6323_lociStitched	chr12	51712018	51722197	2	9498	40366.8603	2547.8037	515	BIN2	SMAGP,CELA1	BIN2	515	1
2_MACS_peak_26849_lociStitched	chr8	27248563	27264461	2	9492	26497.1966	3060.365	516	PTK2B		PTK2B	516	1
3_MACS_peak_27473_lociStitched	chr8	103659090	103669695	3	9484	11765.187	1105.041	517	KLF10		KLF10	517	1
2_MACS_peak_24515_lociStitched	chr6	117859081	117871588	2	9482	21255.6465	2281.2768	518	DCBLD1		GOPC	518	1
2_MACS_peak_20311_lociStitched	chr4	10096209	10109319	2	9468	34973.547	2205.102	519	WDR1	MIR3138	WDR1	519	1
4_MACS_peak_12072_lociStitched	chr17	74775852	74788887	4	9465	23556.852	1933.0905	520		MFSD11,MIR636,SRSF2	MFSD11	520	1
2_MACS_peak_11443_lociStitched	chr17	38251364	38261637	2	9459	25912.6152	2509.6939	521	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	521	1
4_MACS_peak_17758_lociStitched	chr22	27053279	27071282	4	9458	24687.5139	3651.0084	522	MIAT	CRYBA4,CRYBB1	MIAT	522	1
2_MACS_peak_11215_lociStitched	chr17	27045982	27056758	2	9452	40706.34	2328.6936	523	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	523	1
2_MACS_peak_15152_lociStitched	chr2	112455819	112465782	2	9444	72749.826	2634.2172	524			ANAPC1	524	1
2_MACS_peak_20246_lociStitched	chr4	5705236	5715663	2	9439	22990.4923	1736.0955	525	EVC,EVC2		EVC2	525	1
2_MACS_peak_2110_lociStitched	chr1	181095560	181105292	2	9435	29142.474	2613.042	526		IER5	IER5	526	1
2_MACS_peak_4024_lociStitched	chr10	112172429	112185418	2	9433	29270.7115	2593.9033	527			DUSP5	527	1
3_MACS_peak_23879_lociStitched	chr6	42737760	42752391	3	9433	45749.6739	2627.7276	528		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	528	1
4_MACS_peak_27870_lociStitched	chr8	145732396	145754758	4	9431	28024.0584	3235.7814	529	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	529	1
2_MACS_peak_9137_lociStitched	chr15	55568490	55583261	2	9430	23484.4129	2524.3639	530	RAB27A	PIGB,RAB27A	RAB27A	530	1
2_MACS_peak_10911_lociStitched	chr17	4267910	4281166	2	9425	50633.9432	2899.0872	531	UBE2G1		UBE2G1	531	1
1_MACS_peak_22746_lociStitched	chr5	140885964	140895383	1	9420	21409.387	1572.0311	532	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	532	1
1_MACS_peak_24711_lociStitched	chr6	138186927	138196341	1	9415	35393.8158	2042.838	533	TNFAIP3		TNFAIP3	533	1
3_MACS_peak_10078_lociStitched	chr16	17553982	17571618	3	9413	19055.698	2904.6492	534	XYLT1		XYLT1	534	1
3_MACS_peak_20301_lociStitched	chr4	9598968	9610941	3	9402	42768.7533	2191.059	535		MIR548I2	MIR548I2	535	1
3_MACS_peak_23740_lociStitched	chr6	33376733	33396579	3	9401	21824.6462	3095.976	536	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	536	1
