#11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_ROSE/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam
#Using cutoff of 24861.666 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isStretch
1_MACS_peak_2843_lociStitched	chr1	244461794	244463766	1	1973	7476.6408	653.9152	11584	0
1_MACS_peak_2732_lociStitched	chr1	231376053	231378025	1	1973	5122.4672	490.6336	11585	0
1_MACS_peak_1965_lociStitched	chr1	167398427	167400399	1	1973	2598.8988	566.1612	11586	0
1_MACS_peak_1316_lociStitched	chr1	110751877	110753849	1	1973	1486.4936	187.9316	11587	0
1_MACS_peak_405_lociStitched	chr1	27225801	27227773	1	1973	4760.6052	405.8376	11588	0
1_MACS_peak_27950_lociStitched	chr9	5449509	5451480	1	1972	2971.6767	461.4111	11589	0
1_MACS_peak_27173_lociStitched	chr8	65480441	65482412	1	1972	1675.5471	327.186	11590	0
1_MACS_peak_25615_lociStitched	chr7	64939782	64941753	1	1972	3790.233	299.592	11591	0
1_MACS_peak_24125_lociStitched	chr6	75952587	75954558	1	1972	8412.8193	435.9852	11592	0
1_MACS_peak_21652_lociStitched	chr5	1632979	1634950	1	1972	2030.3271	298.0152	11593	0
1_MACS_peak_19939_lociStitched	chr3	182642493	182644464	1	1972	3364.8912	706.8006	11594	0
1_MACS_peak_11936_lociStitched	chr17	66243110	66245081	1	1972	11001.9249	528.6222	11595	0
1_MACS_peak_6476_lociStitched	chr12	59989019	59990990	1	1972	1669.437	228.2418	11596	0
1_MACS_peak_3096_lociStitched	chr10	19047995	19049966	1	1972	3202.6779	304.7166	11597	0
1_MACS_peak_1647_lociStitched	chr1	151734976	151736947	1	1972	5554.8693	667.5777	11598	0
1_MACS_peak_1429_lociStitched	chr1	120254141	120256112	1	1972	1673.5761	222.9201	11599	0
2_MACS_peak_20275_lociStitched	chr4	7044021	7046283	2	1972	2689.2918	300.6198	11600	0
1_MACS_peak_21368_lociStitched	chr4	156296798	156298768	1	1971	3904.54	488.363	11601	0
1_MACS_peak_20744_lociStitched	chr4	77068556	77070526	1	1971	5535.306	340.81	11602	0
1_MACS_peak_16919_lociStitched	chr20	44440440	44442410	1	1971	2419.357	340.416	11603	0
1_MACS_peak_16228_lociStitched	chr2	233414482	233416452	1	1971	3306.251	205.471	11604	0
1_MACS_peak_11690_lociStitched	chr17	48171501	48173471	1	1971	2669.744	734.416	11605	0
1_MACS_peak_10815_lociStitched	chr16	89808713	89810683	1	1971	2204.43	176.315	11606	0
1_MACS_peak_10374_lociStitched	chr16	50154718	50156688	1	1971	1720.795	311.063	11607	0
1_MACS_peak_9260_lociStitched	chr15	65578028	65579998	1	1971	2344.891	437.931	11608	0
1_MACS_peak_7198_lociStitched	chr12	126990628	126992598	1	1971	2395.52	191.681	11609	0
2_MACS_peak_6748_lociStitched	chr12	93788265	93793654	2	1971	2498.8793	834.2172	11610	0
1_MACS_peak_23595_lociStitched	chr6	27485845	27487814	1	1970	3868.8881	474.529	11611	0
1_MACS_peak_17877_lociStitched	chr22	36147698	36149667	1	1970	2700.8773	403.645	11612	0
1_MACS_peak_17372_lociStitched	chr21	35286981	35288950	1	1970	4501.7247	692.4973	11613	0
1_MACS_peak_16651_lociStitched	chr20	25387387	25389356	1	1970	4407.2127	469.6065	11614	0
1_MACS_peak_15838_lociStitched	chr2	197156259	197158228	1	1970	3992.1475	554.0766	11615	0
1_MACS_peak_14657_lociStitched	chr2	65832576	65834545	1	1970	2966.2985	338.8649	11616	0
1_MACS_peak_12626_lociStitched	chr18	49288165	49290134	1	1970	4384.7661	385.1364	11617	0
1_MACS_peak_9489_lociStitched	chr15	79484347	79486316	1	1970	3923.2325	402.6605	11618	0
1_MACS_peak_5444_lociStitched	chr11	113745267	113747236	1	1970	2517.7603	304.4074	11619	0
1_MACS_peak_30027_lociStitched	chrX	138276174	138278142	1	1969	6972.0336	179.8752	11620	0
1_MACS_peak_26039_lociStitched	chr7	103847364	103849332	1	1969	2715.2496	321.5712	11621	0
1_MACS_peak_18706_lociStitched	chr3	47553811	47555779	1	1969	8904.216	461.1024	11622	0
1_MACS_peak_15353_lociStitched	chr2	136632762	136634730	1	1969	6959.0448	444.768	11623	0
1_MACS_peak_11150_lociStitched	chr17	19398445	19400413	1	1969	5584.3968	458.544	11624	0
1_MACS_peak_7347_lociStitched	chr13	31004260	31006228	1	1969	1102.2768	166.8864	11625	0
1_MACS_peak_4792_lociStitched	chr11	61181274	61183242	1	1969	2710.7232	359.5536	11626	0
1_MACS_peak_29637_lociStitched	chrX	69509099	69511066	1	1968	2132.0313	228.7621	11627	0
1_MACS_peak_25085_lociStitched	chr7	6354534	6356501	1	1968	3548.0746	353.8633	11628	0
1_MACS_peak_17168_lociStitched	chr20	61846457	61848424	1	1968	2028.1737	267.1186	11629	0
1_MACS_peak_16550_lociStitched	chr20	17688016	17689983	1	1968	4011.1064	339.3075	11630	0
1_MACS_peak_15843_lociStitched	chr2	197790584	197792551	1	1968	2196.3522	467.7526	11631	0
1_MACS_peak_15357_lociStitched	chr2	136893153	136895120	1	1968	2325.5841	428.0192	11632	0
1_MACS_peak_15050_lociStitched	chr2	107038736	107040703	1	1968	1997.4885	309.4091	11633	0
1_MACS_peak_11347_lociStitched	chr17	33913412	33915379	1	1968	6605.7761	417.7908	11634	0
1_MACS_peak_8597_lociStitched	chr14	100070667	100072634	1	1968	3067.1431	171.9158	11635	0
1_MACS_peak_3982_lociStitched	chr10	105742275	105744242	1	1968	2863.1652	427.8225	11636	0
1_MACS_peak_1613_lociStitched	chr1	150459070	150461037	1	1968	3260.8926	689.8269	11637	0
2_MACS_peak_3600_lociStitched	chr10	75679415	75682401	2	1968	1488.8196	378.3262	11638	0
1_MACS_peak_28890_lociStitched	chr9	130331230	130333196	1	1967	3193.767	310.8246	11639	0
1_MACS_peak_28326_lociStitched	chr9	72872880	72874846	1	1967	6045.2534	414.826	11640	0
1_MACS_peak_27879_lociStitched	chr8	146052011	146053977	1	1967	3102.9378	341.8874	11641	0
1_MACS_peak_26226_lociStitched	chr7	122183938	122185904	1	1967	2422.5052	665.8842	11642	0
1_MACS_peak_26125_lociStitched	chr7	110731932	110733898	1	1967	2990.286	613.5886	11643	0
1_MACS_peak_24979_lociStitched	chr6	166832263	166834229	1	1967	2768.3246	330.288	11644	0
1_MACS_peak_24012_lociStitched	chr6	53290868	53292834	1	1967	5056.552	289.985	11645	0
1_MACS_peak_21329_lociStitched	chr4	152224871	152226837	1	1967	2213.1262	213.9008	11646	0
1_MACS_peak_14146_lociStitched	chr2	21689593	21691559	1	1967	1629.0276	242.0146	11647	0
1_MACS_peak_8295_lociStitched	chr14	69151602	69153568	1	1967	5119.8572	221.9614	11648	0
1_MACS_peak_6868_lociStitched	chr12	104294737	104296703	1	1967	4775.2174	440.7772	11649	0
1_MACS_peak_6680_lociStitched	chr12	88727490	88729456	1	1967	2472.8348	357.812	11650	0
1_MACS_peak_4406_lociStitched	chr11	12245083	12247049	1	1967	4768.7296	450.0174	11651	0
1_MACS_peak_305_lociStitched	chr1	24116814	24118780	1	1967	1840.9624	389.4646	11652	0
1_MACS_peak_28097_lociStitched	chr9	32160748	32162713	1	1966	3527.961	357.8265	11653	0
1_MACS_peak_27406_lociStitched	chr8	97272784	97274749	1	1966	3974.2125	201.4125	11654	0
1_MACS_peak_24678_lociStitched	chr6	136570466	136572431	1	1966	2002.728	572.994	11655	0
1_MACS_peak_21935_lociStitched	chr5	50006426	50008391	1	1966	2230.0785	388.677	11656	0
1_MACS_peak_14569_lociStitched	chr2	61897413	61899378	1	1966	3290.589	355.4685	11657	0
1_MACS_peak_11379_lociStitched	chr17	35715039	35717004	1	1966	2196.2805	391.428	11658	0
1_MACS_peak_1004_lociStitched	chr1	68117706	68119671	1	1966	3801.2925	432.3	11659	0
1_MACS_peak_28832_lociStitched	chr9	126758726	126760690	1	1965	2644.1332	567.596	11660	0
1_MACS_peak_24467_lociStitched	chr6	113162449	113164413	1	1965	2533.56	321.3104	11661	0
1_MACS_peak_19246_lociStitched	chr3	114904753	114906717	1	1965	4958.7072	359.6084	11662	0
1_MACS_peak_17133_lociStitched	chr20	58514806	58516770	1	1965	7190.9896	393.782	11663	0
1_MACS_peak_13126_lociStitched	chr19	11265474	11267438	1	1965	2241.906	526.7448	11664	0
1_MACS_peak_12480_lociStitched	chr18	32820088	32822052	1	1965	7910.4028	346.8424	11665	0
1_MACS_peak_1749_lociStitched	chr1	155579071	155581035	1	1965	3457.8184	759.4788	11666	0
1_MACS_peak_166_lociStitched	chr1	12404384	12406348	1	1965	1440.7904	387.3008	11667	0
2_MACS_peak_27447_lociStitched	chr8	102010351	102016648	2	1965	1343.7798	619.6248	11668	0
1_MACS_peak_28991_lociStitched	chr9	134405354	134407317	1	1964	2419.7901	245.9639	11669	0
1_MACS_peak_22963_lociStitched	chr5	157825033	157826996	1	1964	2513.8178	498.602	11670	0
1_MACS_peak_19031_lociStitched	chr3	81809640	81811603	1	1964	8970.5174	319.7727	11671	0
1_MACS_peak_18543_lociStitched	chr3	38065129	38067092	1	1964	3370.6673	527.4581	11672	0
1_MACS_peak_17080_lociStitched	chr20	52823950	52825913	1	1964	11337.6991	445.601	11673	0
1_MACS_peak_12142_lociStitched	chr17	77894299	77896262	1	1964	3425.2387	424.7932	11674	0
1_MACS_peak_6335_lociStitched	chr12	52497659	52499622	1	1964	5369.9828	420.082	11675	0
1_MACS_peak_412_lociStitched	chr1	27648056	27650019	1	1964	3564.2191	431.6637	11676	0
1_MACS_peak_30021_lociStitched	chrX	136435131	136437093	1	1963	2535.885	198.162	11677	0
1_MACS_peak_29274_lociStitched	chrX	19583729	19585691	1	1963	5350.5702	267.6168	11678	0
1_MACS_peak_28961_lociStitched	chr9	132596613	132598575	1	1963	3112.713	489.1266	11679	0
1_MACS_peak_27648_lociStitched	chr8	126102967	126104929	1	1963	4373.4942	463.6206	11680	0
1_MACS_peak_27534_lociStitched	chr8	109259698	109261660	1	1963	5118.6618	305.4834	11681	0
1_MACS_peak_27122_lociStitched	chr8	59233558	59235520	1	1963	2598.669	299.9898	11682	0
1_MACS_peak_21255_lociStitched	chr4	141728169	141730131	1	1963	2757.591	381.609	11683	0
1_MACS_peak_15105_lociStitched	chr2	110652688	110654650	1	1963	1727.7372	297.4392	11684	0
1_MACS_peak_12977_lociStitched	chr19	4830506	4832468	1	1963	2470.158	436.7412	11685	0
1_MACS_peak_11550_lociStitched	chr17	42218598	42220560	1	1963	2628.2952	499.7214	11686	0
1_MACS_peak_9512_lociStitched	chr15	81433064	81435026	1	1963	2364.4062	226.0224	11687	0
1_MACS_peak_7509_lociStitched	chr13	48611070	48613032	1	1963	4946.202	244.4652	11688	0
1_MACS_peak_1506_lociStitched	chr1	145381859	145383821	1	1963	8111.4966	605.6694	11689	0
1_MACS_peak_25119_lociStitched	chr7	7778152	7780113	1	1962	2075.3263	417.1047	11690	0
1_MACS_peak_22654_lociStitched	chr5	134073506	134075467	1	1962	2307.9009	488.6812	11691	0
1_MACS_peak_21613_lociStitched	chr4	190642374	190644335	1	1962	6905.6615	430.0473	11692	0
1_MACS_peak_20851_lociStitched	chr4	86527915	86529876	1	1962	1682.538	288.8553	11693	0
1_MACS_peak_18729_lociStitched	chr3	48884297	48886258	1	1962	3412.5322	554.963	11694	0
1_MACS_peak_17650_lociStitched	chr22	21995834	21997795	1	1962	2346.7287	438.6757	11695	0
1_MACS_peak_16030_lociStitched	chr2	214015641	214017602	1	1962	3242.7096	361.0201	11696	0
1_MACS_peak_14490_lociStitched	chr2	53976713	53978674	1	1962	2397.1264	338.6647	11697	0
1_MACS_peak_13520_lociStitched	chr19	38826241	38828202	1	1962	6070.2755	413.9671	11698	0
1_MACS_peak_10811_lociStitched	chr16	89752753	89754714	1	1962	3677.8555	209.4348	11699	0
1_MACS_peak_10314_lociStitched	chr16	31518631	31520592	1	1962	3891.6045	357.8825	11700	0
1_MACS_peak_3282_lociStitched	chr10	43047210	43049171	1	1962	1773.5284	457.8935	11701	0
1_MACS_peak_1165_lociStitched	chr1	90459804	90461765	1	1962	5877.7053	427.6941	11702	0
1_MACS_peak_26030_lociStitched	chr7	102714650	102716610	1	1961	4351.2	387.884	11703	0
1_MACS_peak_25507_lociStitched	chr7	45366928	45368888	1	1961	1866.508	417.088	11704	0
1_MACS_peak_24713_lociStitched	chr6	138212816	138214776	1	1961	2577.988	460.796	11705	0
1_MACS_peak_22960_lociStitched	chr5	157338993	157340953	1	1961	5278.868	343.784	11706	0
1_MACS_peak_22057_lociStitched	chr5	64330439	64332399	1	1961	3144.036	307.524	11707	0
1_MACS_peak_21507_lociStitched	chr4	183412967	183414927	1	1961	1962.744	407.876	11708	0
1_MACS_peak_20818_lociStitched	chr4	82645023	82646983	1	1961	1863.372	460.796	11709	0
1_MACS_peak_20501_lociStitched	chr4	39528239	39530199	1	1961	2782.612	390.824	11710	0
1_MACS_peak_19940_lociStitched	chr3	182697041	182699001	1	1961	1291.64	365.148	11711	0
1_MACS_peak_18347_lociStitched	chr3	14692326	14694286	1	1961	6549.144	611.128	11712	0
1_MACS_peak_14639_lociStitched	chr2	65204717	65206677	1	1961	1041.936	347.312	11713	0
1_MACS_peak_11535_lociStitched	chr17	41362921	41364881	1	1961	1533.7	389.844	11714	0
1_MACS_peak_7139_lociStitched	chr12	122750055	122752015	1	1961	3250.856	212.268	11715	0
1_MACS_peak_2721_lociStitched	chr1	230347388	230349348	1	1961	3553.284	499.408	11716	0
1_MACS_peak_2306_lociStitched	chr1	201732466	201734426	1	1961	2137.576	524.104	11717	0
2_MACS_peak_7248_lociStitched	chr13	19417895	19425027	2	1961	1561.908	493.5344	11718	0
1_MACS_peak_19239_lociStitched	chr3	113774647	113776606	1	1960	4675.3494	443.5176	11719	0
1_MACS_peak_18089_lociStitched	chr22	43044334	43046293	1	1960	1801.6923	198.4467	11720	0
1_MACS_peak_13521_lociStitched	chr19	38864552	38866511	1	1960	4142.8932	621.9825	11721	0
1_MACS_peak_9440_lociStitched	chr15	76602616	76604575	1	1960	4804.8393	401.3991	11722	0
1_MACS_peak_9309_lociStitched	chr15	68548323	68550282	1	1960	4266.3102	278.9616	11723	0
1_MACS_peak_5048_lociStitched	chr11	70115637	70117596	1	1960	2288.112	273.8682	11724	0
1_MACS_peak_4243_lociStitched	chr11	628188	630147	1	1960	3042.5229	509.5359	11725	0
1_MACS_peak_16443_lociStitched	chr20	5127226	5129184	1	1959	1595.9658	467.5704	11726	0
1_MACS_peak_3504_lociStitched	chr10	70756465	70758423	1	1959	4012.3336	516.912	11727	0
1_MACS_peak_22508_lociStitched	chr5	121296841	121298798	1	1958	4186.023	398.6409	11728	0
1_MACS_peak_17273_lociStitched	chr21	26978977	26980934	1	1958	3227.093	398.2495	11729	0
1_MACS_peak_16744_lociStitched	chr20	33463055	33465012	1	1958	2080.4867	475.3553	11730	0
1_MACS_peak_15407_lociStitched	chr2	151213981	151215938	1	1958	3617.1231	489.25	11731	0
1_MACS_peak_14082_lociStitched	chr2	13790879	13792836	1	1958	1967.9592	392.3785	11732	0
1_MACS_peak_11842_lociStitched	chr17	58753968	58755925	1	1958	2616.3133	587.8828	11733	0
1_MACS_peak_8160_lociStitched	chr14	55093772	55095729	1	1958	2974.2486	192.3731	11734	0
1_MACS_peak_7254_lociStitched	chr13	20140979	20142936	1	1958	1101.2039	153.8202	11735	0
1_MACS_peak_17398_lociStitched	chr21	37431754	37433710	1	1957	9148.4076	569.5872	11736	0
1_MACS_peak_14029_lociStitched	chr2	9747546	9749502	1	1957	3096.9348	418.584	11737	0
1_MACS_peak_10807_lociStitched	chr16	89573990	89575946	1	1957	2271.5028	240.7836	11738	0
1_MACS_peak_10720_lociStitched	chr16	82684867	82686823	1	1957	3542.1204	211.8348	11739	0
1_MACS_peak_8316_lociStitched	chr14	70374134	70376090	1	1957	2164.7052	253.6932	11740	0
1_MACS_peak_3274_lociStitched	chr10	38264331	38266287	1	1957	3929.2128	344.256	11741	0
1_MACS_peak_725_lociStitched	chr1	44330638	44332594	1	1957	4865.9412	393.7428	11742	0
1_MACS_peak_609_lociStitched	chr1	39491182	39493138	1	1957	4625.7444	532.2276	11743	0
2_MACS_peak_15639_lociStitched	chr2	175615489	175617589	2	1957	1178.73	364.56	11744	0
1_MACS_peak_30002_lociStitched	chrX	135309634	135311589	1	1956	1676.608	212.8995	11745	0
1_MACS_peak_29793_lociStitched	chrX	101028971	101030926	1	1956	3726.8165	188.6575	11746	0
1_MACS_peak_29761_lociStitched	chrX	93997510	93999465	1	1956	1714.926	261.188	11747	0
1_MACS_peak_26308_lociStitched	chr7	128734527	128736482	1	1956	7069.0845	585.327	11748	0
1_MACS_peak_23626_lociStitched	chr6	28805217	28807172	1	1956	1581.986	361.284	11749	0
1_MACS_peak_22096_lociStitched	chr5	68627475	68629430	1	1956	2433.975	385.917	11750	0
1_MACS_peak_21345_lociStitched	chr4	153505543	153507498	1	1956	3574.3265	396.083	11751	0
1_MACS_peak_19494_lociStitched	chr3	134571051	134573006	1	1956	4322.505	524.331	11752	0
1_MACS_peak_9156_lociStitched	chr15	57998112	58000067	1	1956	5469.308	367.149	11753	0
1_MACS_peak_7290_lociStitched	chr13	22688202	22690157	1	1956	3772.1725	239.4875	11754	0
1_MACS_peak_7238_lociStitched	chr12	133262976	133264931	1	1956	1694.3985	40.4685	11755	0
1_MACS_peak_6980_lociStitched	chr12	110938691	110940646	1	1956	3169.446	263.925	11756	0
1_MACS_peak_6340_lociStitched	chr12	53472195	53474150	1	1956	3311.77	474.283	11757	0
1_MACS_peak_6180_lociStitched	chr12	42537415	42539370	1	1956	1968.685	382.5935	11758	0
1_MACS_peak_4333_lociStitched	chr11	7313294	7315249	1	1956	2032.027	399.0155	11759	0
1_MACS_peak_28230_lociStitched	chr9	41953553	41955507	1	1955	5468.269	704.417	11760	0
1_MACS_peak_15419_lociStitched	chr2	152265807	152267761	1	1955	7524.0724	423.2364	11761	0
1_MACS_peak_14073_lociStitched	chr2	12867645	12869599	1	1955	4443.5914	311.0768	11762	0
1_MACS_peak_13231_lociStitched	chr19	14639425	14641379	1	1955	4144.2386	465.8336	11763	0
1_MACS_peak_2853_lociStitched	chr1	245675564	245677518	1	1955	2858.702	679.015	11764	0
1_MACS_peak_1164_lociStitched	chr1	90307998	90309952	1	1955	3509.5794	318.1112	11765	0
1_MACS_peak_26624_lociStitched	chr8	6274274	6276227	1	1954	2342.8188	319.9014	11766	0
1_MACS_peak_21361_lociStitched	chr4	154265374	154267327	1	1954	4142.7036	409.3488	11767	0
1_MACS_peak_20339_lociStitched	chr4	13104500	13106453	1	1954	2844.1539	420.6762	11768	0
1_MACS_peak_17175_lociStitched	chr20	62272452	62274405	1	1954	1678.7988	217.7595	11769	0
1_MACS_peak_15575_lociStitched	chr2	170550112	170552065	1	1954	4662.3969	402.318	11770	0
1_MACS_peak_6833_lociStitched	chr12	101188597	101190550	1	1954	2907.4311	388.0611	11771	0
1_MACS_peak_5374_lociStitched	chr11	107879226	107881179	1	1954	6453.6885	351.1494	11772	0
1_MACS_peak_3432_lociStitched	chr10	62537466	62539419	1	1954	4636.0314	279.6696	11773	0
1_MACS_peak_2327_lociStitched	chr1	202895252	202897205	1	1954	7420.8141	566.9559	11774	0
1_MACS_peak_28602_lociStitched	chr9	102668221	102670173	1	1953	8415.072	308.8064	11775	0
1_MACS_peak_24988_lociStitched	chr6	167411717	167413669	1	1953	1205.9456	123.3664	11776	0
1_MACS_peak_22998_lociStitched	chr5	162521186	162523138	1	1953	3398.0416	361.12	11777	0
1_MACS_peak_21380_lociStitched	chr4	156874003	156875955	1	1953	12475.232	477.0688	11778	0
1_MACS_peak_20719_lociStitched	chr4	75718542	75720494	1	1953	4045.52	390.0096	11779	0
1_MACS_peak_18550_lociStitched	chr3	39092521	39094473	1	1953	6390.6528	532.896	11780	0
1_MACS_peak_17164_lociStitched	chr20	61516931	61518883	1	1953	2090.9824	217.4528	11781	0
1_MACS_peak_16521_lociStitched	chr20	12395091	12397043	1	1953	1115.1776	449.936	11782	0
1_MACS_peak_7302_lociStitched	chr13	24462568	24464520	1	1953	2051.1616	227.2128	11783	0
1_MACS_peak_6636_lociStitched	chr12	79549795	79551747	1	1953	3539.1712	435.1008	11784	0
1_MACS_peak_5232_lociStitched	chr11	85510942	85512894	1	1953	3356.8544	422.608	11785	0
1_MACS_peak_27781_lociStitched	chr8	136721930	136723881	1	1952	2301.2045	480.9215	11786	0
1_MACS_peak_24672_lociStitched	chr6	135643000	135644951	1	1952	2234.6754	415.1728	11787	0
1_MACS_peak_24022_lociStitched	chr6	53781172	53783123	1	1952	2396.9986	316.062	11788	0
1_MACS_peak_19853_lociStitched	chr3	175421412	175423363	1	1952	4488.2755	660.0233	11789	0
1_MACS_peak_9827_lociStitched	chr16	1524069	1526020	1	1952	3527.408	226.316	11790	0
1_MACS_peak_1143_lociStitched	chr1	89457450	89459401	1	1952	7207.1891	470.3861	11791	0
1_MACS_peak_29928_lociStitched	chrX	128892908	128894858	1	1951	3645.525	254.475	11792	0
1_MACS_peak_29698_lociStitched	chrX	75391902	75393852	1	1951	3181.62	179.79	11793	0
1_MACS_peak_25624_lociStitched	chr7	65578990	65580940	1	1951	6390.93	290.355	11794	0
1_MACS_peak_24559_lociStitched	chr6	123722578	123724528	1	1951	1862.445	271.44	11795	0
1_MACS_peak_23128_lociStitched	chr5	176448769	176450719	1	1951	2322.645	465.075	11796	0
1_MACS_peak_19059_lociStitched	chr3	95725530	95727480	1	1951	2027.805	323.7	11797	0
1_MACS_peak_17270_lociStitched	chr21	26828832	26830782	1	1951	2084.94	256.62	11798	0
1_MACS_peak_9264_lociStitched	chr15	65808772	65810722	1	1951	7830.225	546.195	11799	0
1_MACS_peak_7091_lociStitched	chr12	120905923	120907873	1	1951	1774.5	157.56	11800	0
1_MACS_peak_3360_lociStitched	chr10	51826639	51828589	1	1951	3676.335	496.08	11801	0
1_MACS_peak_2986_lociStitched	chr10	8445701	8447651	1	1951	2667.21	279.63	11802	0
1_MACS_peak_2346_lociStitched	chr1	203618515	203620465	1	1951	3744.195	595.335	11803	0
1_MACS_peak_1484_lociStitched	chr1	144593002	144594952	1	1951	5149.365	588.12	11804	0
1_MACS_peak_27218_lociStitched	chr8	70649844	70651793	1	1950	2179.9565	357.2517	11805	0
1_MACS_peak_19095_lociStitched	chr3	99535708	99537657	1	1950	7449.8576	574.7601	11806	0
1_MACS_peak_17627_lociStitched	chr22	20377574	20379523	1	1950	3387.5569	338.7362	11807	0
1_MACS_peak_14662_lociStitched	chr2	67623822	67625771	1	1950	7468.7629	368.361	11808	0
1_MACS_peak_11768_lociStitched	chr17	55445447	55447396	1	1950	3182.5221	340.1005	11809	0
1_MACS_peak_9189_lociStitched	chr15	60297881	60299830	1	1950	3839.53	384.9275	11810	0
1_MACS_peak_325_lociStitched	chr1	24676850	24678799	1	1950	1412.6352	339.126	11811	0
2_MACS_peak_11256_lociStitched	chr17	28657677	28660038	2	1950	1267.3848	322.0404	11812	0
1_MACS_peak_24433_lociStitched	chr6	109761223	109763171	1	1949	3075.892	329.9912	11813	0
1_MACS_peak_23178_lociStitched	chr5	179920624	179922572	1	1949	3143.098	296.6804	11814	0
1_MACS_peak_9027_lociStitched	chr15	45840386	45842334	1	1949	2571.7496	289.6676	11815	0
1_MACS_peak_3503_lociStitched	chr10	70747860	70749808	1	1949	4690.0048	490.5064	11816	0
1_MACS_peak_3278_lociStitched	chr10	38644489	38646437	1	1949	5501.5416	495.1816	11817	0
2_MACS_peak_8592_lociStitched	chr14	99187297	99192364	2	1949	1274.3505	488.9655	11818	0
1_MACS_peak_26454_lociStitched	chr7	142902081	142904028	1	1948	3894	558.0102	11819	0
1_MACS_peak_25270_lociStitched	chr7	24916715	24918662	1	1948	3092.8095	527.2476	11820	0
1_MACS_peak_23379_lociStitched	chr6	12594451	12596398	1	1948	1527.6162	311.7147	11821	0
1_MACS_peak_20120_lociStitched	chr3	195384097	195386044	1	1948	3621.2253	493.7592	11822	0
1_MACS_peak_18401_lociStitched	chr3	18781599	18783546	1	1948	3075.2865	405.7548	11823	0
1_MACS_peak_17801_lociStitched	chr22	30751697	30753644	1	1948	7196.6961	469.6164	11824	0
1_MACS_peak_13455_lociStitched	chr19	35167369	35169316	1	1948	8088.0327	378.3021	11825	0
1_MACS_peak_11782_lociStitched	chr17	55926495	55928442	1	1948	3705.5304	632.775	11826	0
1_MACS_peak_10286_lociStitched	chr16	30620455	30622402	1	1948	5127.4245	440.9955	11827	0
1_MACS_peak_8961_lociStitched	chr15	42499477	42501424	1	1948	4045.0872	383.9484	11828	0
1_MACS_peak_2190_lociStitched	chr1	186787741	186789688	1	1948	3823.908	520.4331	11829	0
1_MACS_peak_26977_lociStitched	chr8	38088203	38090149	1	1947	2512.6752	406.5194	11830	0
1_MACS_peak_22925_lociStitched	chr5	154785391	154787337	1	1947	1582.8764	406.5194	11831	0
1_MACS_peak_17828_lociStitched	chr22	32025716	32027662	1	1947	3148.0442	352.4206	11832	0
1_MACS_peak_17035_lociStitched	chr20	50866882	50868828	1	1947	3558.261	416.0548	11833	0
1_MACS_peak_16983_lociStitched	chr20	47835107	47837053	1	1947	3585.3104	522.8902	11834	0
1_MACS_peak_16886_lociStitched	chr20	42938256	42940202	1	1947	2534.8596	491.1704	11835	0
1_MACS_peak_12633_lociStitched	chr18	51612089	51614035	1	1947	3387.4022	527.5606	11836	0
1_MACS_peak_12257_lociStitched	chr18	3012270	3014216	1	1947	2762.9308	251.8124	11837	0
1_MACS_peak_11478_lociStitched	chr17	40020446	40022392	1	1947	4432.2096	337.4364	11838	0
1_MACS_peak_9936_lociStitched	chr16	5808744	5810690	1	1947	3835.9552	332.5714	11839	0
1_MACS_peak_2886_lociStitched	chr1	249218421	249220367	1	1947	4065.3886	645.6828	11840	0
1_MACS_peak_20201_lociStitched	chr4	2282843	2284788	1	1946	4589.811	357.491	11841	0
1_MACS_peak_19403_lociStitched	chr3	127935910	127937855	1	1946	2404.6035	396.78	11842	0
1_MACS_peak_18632_lociStitched	chr3	45075480	45077425	1	1946	4052.7965	370.5225	11843	0
1_MACS_peak_16431_lociStitched	chr20	4898675	4900620	1	1946	1578.7565	303.42	11844	0
1_MACS_peak_15546_lociStitched	chr2	166733723	166735668	1	1946	2141.056	328.8995	11845	0
1_MACS_peak_4267_lociStitched	chr11	1968182	1970127	1	1946	3587.9415	242.1525	11846	0
2_MACS_peak_14144_lociStitched	chr2	21325890	21331196	2	1946	1356.2136	649.985	11847	0
1_MACS_peak_27952_lociStitched	chr9	5509687	5511631	1	1945	3427.0776	482.5008	11848	0
1_MACS_peak_22355_lociStitched	chr5	96518213	96520157	1	1945	9290.7648	502.1352	11849	0
1_MACS_peak_19713_lociStitched	chr3	158389197	158391141	1	1945	4016.1096	559.4832	11850	0
1_MACS_peak_19092_lociStitched	chr3	99325082	99327026	1	1945	2797.9992	339.6168	11851	0
1_MACS_peak_18362_lociStitched	chr3	15332653	15334597	1	1945	3459.9312	341.9496	11852	0
