#11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_ROSE/11_0EWX_0229Kronos_MM1S-No-Treatment-1_H3K27Ac_hs-dm_i20_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam
#Using cutoff of 24861.666 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X11_0EWX_0229Kronos_MM1S.No.Treatment.1_H3K27Ac_hs.dm_i20.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuperStretch
3_MACS_peak_9575_lociStitched	chr15	85277062	85293291	3	8394	35476.594	2744.3239	640	1
3_MACS_peak_1863_lociStitched	chr1	161122706	161137545	3	7971	39066.6353	4610.4773	642	1
3_MACS_peak_21564_lociStitched	chr4	186225276	186240542	3	9327	30747.2506	2821.1568	646	1
4_MACS_peak_9645_lociStitched	chr15	90573901	90591759	4	9529	29869.2908	3178.724	648	1
2_MACS_peak_10288_lociStitched	chr16	30661186	30672957	2	7693	37697.8046	2374.2107	650	1
3_MACS_peak_1857_lociStitched	chr1	161028913	161041502	3	8069	36895.8412	3237.8908	652	1
2_MACS_peak_22588_lociStitched	chr5	130708916	130718979	2	9051	31084.607	2086.0599	653	1
3_MACS_peak_26998_lociStitched	chr8	38811647	38823518	3	9201	30540.5217	2424.0582	655	1
2_MACS_peak_4024_lociStitched	chr10	112172429	112185418	2	9433	29270.7115	2593.9033	658	1
3_MACS_peak_7489_lociStitched	chr13	46269305	46280613	3	9516	27342.744	1267.6268	659	1
2_MACS_peak_22445_lociStitched	chr5	112256408	112266833	2	7901	36716.85	2590.6125	660	1
1_MACS_peak_12057_lociStitched	chr17	74257552	74265711	1	8160	34628.4278	1591.8209	661	1
2_MACS_peak_2110_lociStitched	chr1	181095560	181105292	2	9435	29142.474	2613.042	662	1
2_MACS_peak_19427_lociStitched	chr3	128994427	129003407	2	8921	30880.424	1921.72	668	1
2_MACS_peak_17898_lociStitched	chr22	36772603	36785114	2	9335	28785.3088	2240.7201	670	1
2_MACS_peak_6843_lociStitched	chr12	102129065	102140282	2	7864	35544.4296	2048.2242	672	1
3_MACS_peak_20703_lociStitched	chr4	74454185	74475145	3	9208	30702.208	3814.72	673	1
3_MACS_peak_22256_lociStitched	chr5	86408444	86420257	3	8913	30413.7498	2173.592	674	1
2_MACS_peak_26366_lociStitched	chr7	134670626	134682315	2	8045	35771.8467	3396.8234	677	1
1_MACS_peak_14274_lociStitched	chr2	33716506	33724183	1	7678	35585.1981	1753.4268	679	1
2_MACS_peak_28900_lociStitched	chr9	130672455	130681229	2	8722	30677.4136	1567.0364	680	1
3_MACS_peak_9038_lociStitched	chr15	46994663	47008744	3	9226	28552.0437	2292.3868	681	1
4_MACS_peak_18776_lociStitched	chr3	50353797	50376695	4	8913	31576.342	3590.4064	684	1
2_MACS_peak_20973_lociStitched	chr4	103532196	103542782	2	8816	30790.4396	2353.2678	687	1
3_MACS_peak_28120_lociStitched	chr9	33286881	33299028	3	8150	34182.8727	2535.0789	689	1
3_MACS_peak_784_lociStitched	chr1	46790096	46807487	3	8641	32237.6967	2940.8181	690	1
4_MACS_peak_28731_lociStitched	chr9	116162872	116179444	4	9056	29630.736	2659.806	691	1
2_MACS_peak_4277_lociStitched	chr11	2792907	2801164	2	8200	33089.1018	1774.4293	692	1
2_MACS_peak_10976_lociStitched	chr17	7209433	7219685	2	7914	34524.6352	2085.2568	693	1
4_MACS_peak_17666_lociStitched	chr22	22549239	22565538	4	7835	35802.3834	3294.0279	697	1
1_MACS_peak_4775_lociStitched	chr11	60604777	60613087	1	8311	32364.126	2246.193	703	1
2_MACS_peak_12106_lociStitched	chr17	76116609	76129462	2	9029	28460.3979	2213.2866	704	1
1_MACS_peak_26984_lociStitched	chr8	38237120	38245054	1	7935	33438.6364	1765.315	707	1
3_MACS_peak_5168_lociStitched	chr11	78163240	78178227	3	7509	36030.2467	2697.66	710	1
2_MACS_peak_15456_lociStitched	chr2	157188254	157200617	2	7549	35537.4435	2367.5145	711	1
2_MACS_peak_10600_lociStitched	chr16	70461161	70474064	2	8853	28900.1394	2135.4465	714	1
2_MACS_peak_28905_lociStitched	chr9	130731578	130744185	2	8511	30943.8815	2497.4467	717	1
3_MACS_peak_25284_lociStitched	chr7	25979763	25994350	3	8315	31993.6671	2631.4948	720	1
1_MACS_peak_353_lociStitched	chr1	25869662	25878048	1	8387	31034.0702	2046.184	721	1
2_MACS_peak_26099_lociStitched	chr7	106504327	106513488	2	8431	31554.1484	2878.3862	723	1
2_MACS_peak_9331_lociStitched	chr15	70386872	70396316	2	8820	28359.3876	1910.5212	726	1
2_MACS_peak_6412_lociStitched	chr12	56726400	56734378	2	7895	32969.085	1961.7902	731	1
3_MACS_peak_17297_lociStitched	chr21	30436348	30452510	3	8822	28799.0678	2711.9836	735	1
1_MACS_peak_19485_lociStitched	chr3	133290441	133298430	1	7990	32206.0557	1990.8588	740	1
2_MACS_peak_147_lociStitched	chr1	11623153	11632426	2	8446	29855.3508	1885.2009	742	1
3_MACS_peak_23718_lociStitched	chr6	32805289	32823249	3	8383	31993.944	3850.624	743	1
1_MACS_peak_10834_lociStitched	chr17	977532	985586	1	8055	31098.9102	1484.3522	746	1
2_MACS_peak_5203_lociStitched	chr11	82705150	82719885	2	8288	30844.7755	2611.042	752	1
3_MACS_peak_20519_lociStitched	chr4	40622459	40634235	3	8847	27194.3168	2165.6064	755	1
4_MACS_peak_8517_lociStitched	chr14	93034152	93052990	4	8483	29046.3122	2032.6202	758	1
4_MACS_peak_345_lociStitched	chr1	25557957	25574990	4	8733	28303.7361	3089.7862	771	1
3_MACS_peak_13118_lociStitched	chr19	11038354	11053507	3	8496	28955.8677	2395.6893	772	1
1_MACS_peak_14660_lociStitched	chr2	66659587	66667900	1	8314	28666.5492	1225.3362	775	1
4_MACS_peak_11613_lociStitched	chr17	45265281	45284090	4	8658	28388.4237	3331.0739	788	1
3_MACS_peak_3530_lociStitched	chr10	72249284	72260676	3	8060	29071.2448	2277.2608	819	1
2_MACS_peak_18067_lociStitched	chr22	42141629	42151913	2	8044	29046.1296	2236.77	821	1
2_MACS_peak_20192_lociStitched	chr4	1712547	1724938	2	8178	27688.9286	1764.4784	822	1
2_MACS_peak_27804_lociStitched	chr8	142126743	142140689	2	7656	30897.363	2454.496	823	1
3_MACS_peak_4224_lociStitched	chr10	135201073	135215684	3	7583	30444.9407	2182.8834	833	1
1_MACS_peak_12956_lociStitched	chr19	3983229	3990764	1	7536	30939.4635	2564.914	838	1
2_MACS_peak_1508_lociStitched	chr1	145427299	145441124	2	7911	30200.7125	3810.17	840	1
1_MACS_peak_23142_lociStitched	chr5	176851986	176859805	1	7820	28193.7502	1775.6949	853	1
2_MACS_peak_8823_lociStitched	chr15	33296497	33309865	2	7819	28981.824	2887.488	861	1
1_MACS_peak_979_lociStitched	chr1	66795917	66803477	1	7561	28902.636	1617.084	866	1
2_MACS_peak_7860_lociStitched	chr13	115023600	115032444	2	7963	26916.714	1699.8168	867	1
1_MACS_peak_11518_lociStitched	chr17	40827031	40834950	1	7920	26765.4281	1666.1576	871	1
2_MACS_peak_23977_lociStitched	chr6	52160159	52173624	2	7597	28979.373	2372.533	877	1
3_MACS_peak_23070_lociStitched	chr5	172191273	172205532	3	7700	28938.6405	3134.1282	882	1
1_MACS_peak_12651_lociStitched	chr18	52930569	52938201	1	7633	27365.2992	1572.192	891	1
3_MACS_peak_837_lociStitched	chr1	52328313	52345730	3	7636	28804.2346	3124.6098	894	1
2_MACS_peak_12785_lociStitched	chr18	72162350	72170020	2	7551	27486.212	1640.613	899	1
3_MACS_peak_13480_lociStitched	chr19	36230721	36240239	3	7554	27181.5044	1889.323	916	1
