GENE_ID	locusLine	bin_1_RPMI8226.jin.bam
NM_001177358	chr11(.):64047282-64061972	0.5694
NM_004451	chr11(.):64068043-64089210	1.0888
NM_138689	chr11(.):64006950-64019413	1.9215
NM_032251	chr11(.):64102689-64130006	0.2573
NM_000244	chr11(.):64565985-64583188	0.247
NM_130803	chr11(.):64565985-64583766	0.2447
NM_004579	chr11(.):64551608-64575713	0.1654
NM_017525	chr11(.):64586661-64617041	0.2371
NM_130800	chr11(.):64565985-64583035	0.2486
NM_130802	chr11(.):64565985-64583213	0.2474
NR_029829	chr11(.):64653826-64663911	0.1912
NM_006795	chr11(.):64615207-64651191	0.7987
NR_029578	chr11(.):64653608-64663718	0.188
NM_006268	chr11(.):65096345-65125451	0.2992
NM_145719	chr11(.):65117281-65130082	0.3024
NR_028272	chr11(.):65185268-65199003	5.5831
NR_030343	chr11(.):65206928-65217028	0.3138
NM_031904	chr11(.):65149040-65185995	0.7675
NM_032223	chr11(.):65378782-65409910	0.4665
NM_001098785	chr11(.):65334819-65346669	1.3435
NM_021070	chr11(.):65301029-65330699	0.553
NM_033455	chr11(.):65355325-65368467	0.7302
NM_001099409	chr11(.):65338508-65365116	0.9077
NM_002419	chr11(.):65360225-65386720	0.4814
NM_001048218	chr11(.):65287547-65311182	0.3865
NM_006396	chr11(.):65332942-65344239	1.2685
NM_153253	chr11(.):65402591-65423391	0.3663
NM_006747	chr11(.):65400577-65423391	0.3397
NM_198897	chr11(.):65646210-65661010	0.5879
NM_001335	chr11(.):65642283-65656212	0.2042
NM_025128	chr11(.):65622871-65638914	1.2276
NM_005507	chr11(.):65617284-65630804	1.4539
NM_152760	chr11(.):65596409-65626172	0.4182
NM_016938	chr11(.):65628911-65645340	0.2201
NM_006848	chr11(.):65652874-65664106	0.7677
NM_001032279	chr11(.):66605882-66619003	0.6407
NM_022172	chr11(.):66610996-66680340	0.3872
NM_024036	chr11(.):66619875-66632946	0.9619
NM_000852	chr11(.):67346065-67359124	0.2492
NM_007103	chr11(.):67369322-67385012	0.4737
NM_000695	chr11(.):67424632-67447102	0.2023
NM_080658	chr11(.):67405025-67423130	0.7883
NM_001031615	chr11(.):67424632-67453685	0.1863
NM_005995	chr11(.):67393773-67412031	0.6928
NM_181843	chr11(.):67390408-67402401	0.8973
NR_033791	chr11(.):67375994-67388135	0.3357
NR_024249	chr11(.):67554237-67577807	0.7848
NM_001161473	chr11(.):67771047-67801743	1.0687
NM_006053	chr11(.):67805446-67823366	0.5243
NM_006019	chr11(.):67801482-67823366	0.4811
NM_002496	chr11(.):67793083-67809114	0.8077
NM_000694	chr11(.):67772789-67801743	0.9039
NM_015516	chr11(.):76489284-76514198	0.3992
NM_006235	chr11(.):111217980-111255157	0.5338
NR_034101	chr11(.):113135253-113149623	0.2129
NR_026691	chr11(.):117852105-117877199	0.3464
NM_021978	chr11(.):130024681-130085257	0.3119
NR_024254	chr12(.):8378644-8400542	0.3777
NM_152641	chr12(.):46118619-46306819	0.1481
NM_020375	chr12(.):4425358-4474190	0.1686
NM_006143	chr12(.):12808994-12854121	0.164
NM_001113402	chr12(.):31819070-31887108	0.0984
NM_001077484	chr12(.):46571840-46668208	0.1901
NM_175834	chr12(.):53210230-53233077	0.1046
NM_000966	chr12(.):53599352-53631036	0.3761
NM_001042728	chr12(.):53599352-53619150	0.4718
NM_001798	chr12(.):56355555-56371568	0.1478
NM_013449	chr12(.):56984379-57035163	0.2425
NM_006400	chr12(.):57919093-57945978	0.1238
NM_014706	chr12(.):108910990-108960165	0.2805
NM_006817	chr12(.):112446151-112466024	0.5539
NM_020845	chr12(.):123463026-123599975	0.2752
NM_001759	chr12(.):4377901-4419522	0.7526
NM_001102654	chr12(.):5536279-5609465	0.2143
NM_001193457	chr12(.):6643693-6670249	0.2083
NM_006170	chr12(.):6661036-6682480	0.2054
NM_002046	chr12(.):6638656-6652536	0.5544
NM_014865	chr12(.):6598297-6646132	0.2744
NM_016497	chr12(.):6596315-6607471	0.3029
NR_004387	chr12(.):6614387-6624717	0.1063
NR_003012	chr12(.):6685638-6695775	0.0875
NM_018088	chr12(.):8368855-8385214	0.0944
NR_036052	chr12(.):9387065-9397147	0.0707
NR_036052	chr12(.):12259885-12269967	0.0781
NM_004064	chr12(.):12865301-12880305	2.5208
NR_030344	chr12(.):12912582-12922677	0.0837
NM_001130415	chr12(.):12873850-12949399	0.3716
NM_001013699	chr12(.):31939118-31950175	0.1263
NR_028408	chr12(.):46114502-46126704	1.1092
NM_017842	chr12(.):48161966-48181536	0.3057
NM_001098416	chr12(.):48171506-48218763	0.4824
NM_005276	chr12(.):50492800-50510095	0.6746
NM_032901	chr12(.):50500899-50519234	0.5441
NM_003076	chr12(.):50473982-50499494	0.2755
NM_021934	chr12(.):52458757-52476279	0.409
NM_002273	chr12(.):53285970-53303868	0.2565
NM_173352	chr12(.):53227745-53247778	0.089
NM_001004304	chr12(.):53569534-53589654	0.343
NM_000889	chr12(.):53580106-53606000	0.7624
NM_015989	chr12(.):53546446-53579430	0.2154
NM_001170790	chr12(.):53640369-53653190	0.1824
NM_032889	chr12(.):53640875-53653190	0.1807
NM_201554	chr12(.):56320811-56352807	0.3007
NM_006928	chr12(.):56342888-56364826	0.1349
NM_032345	chr12(.):56290196-56326697	0.2765
NM_001345	chr12(.):56319945-56352807	0.3217
NM_001143853	chr12(.):56290196-56325909	0.273
NM_002868	chr12(.):56362861-56393488	0.1104
NR_003046	chr12(.):57032463-57042538	0.3701
NM_001686	chr12(.):57026958-57044852	0.4085
NM_005594	chr12(.):57101210-57124066	0.2624
NR_002737	chr12(.):57033810-57043885	0.3655
NM_001113203	chr12(.):57101210-57124326	0.2605
NM_006601	chr12(.):57052124-57087078	0.5085
NM_001080157	chr12(.):57861037-57878424	0.1582
NM_001195056	chr12(.):57905370-57919300	0.924
NM_052897	chr12(.):57911658-57928931	0.7481
NM_001080156	chr12(.):57861037-57876728	0.1658
NM_032496	chr12(.):57861037-57878633	0.1574
NM_004990	chr12(.):57876850-57915433	0.3146
NM_004984	chr12(.):57938846-57983554	0.1117
NM_001946	chr12(.):89736836-89751296	0.5457
NM_007076	chr12(.):108904050-108918380	0.31
NM_213595	chr12(.):108951293-108968160	0.6251
NM_181724	chr12(.):108978621-108996894	0.0964
NM_003006	chr12(.):109010679-109032670	0.6334
NM_001193453	chr12(.):112364086-112456023	0.2072
NM_019034	chr12(.):122210659-122236594	0.1938
NR_002809	chr12(.):122228172-122246390	1.3394
NM_015048	chr12(.):122237637-122275562	0.6235
NM_024667	chr12(.):123344874-123385712	0.4346
NR_036187	chr12(.):123490213-123500275	0.1187
NM_021009	chr12(.):125391191-125404587	0.8592
NM_001079673	chr13(.):49545047-49788915	0.0804
NR_002612	chr13(.):50551687-50704677	0.2115
NM_000820	chr13(.):114518521-114572046	1.0425
NM_007368	chr13(.):114742193-114903095	0.1812
NR_002605	chr13(.):50651413-50684433	0.2156
NR_002183	chr13(.):50741153-50752751	0.054
NM_001143945	chr13(.):114518521-114544017	0.2586
NM_001143946	chr13(.):114518521-114541714	0.2577
NR_024609	chr13(.):114581609-114631485	0.6367
NM_001012706	chr14(.):50443429-50479238	0.2986
NM_001080414	chr14(.):91732666-91889133	0.2801
NM_006035	chr14(.):103393715-103528742	0.0386
NM_207442	chr14(.):69256463-69268190	1.0649
NM_004926	chr14(.):69249374-69264785	0.8463
NM_006291	chr14(.):103587663-103608776	0.1812
NM_001077594	chr14(.):103561480-103581894	1.533
NM_138790	chr14(.):105386186-105404573	0.4163
NM_025268	chr14(.):105987952-106001539	0.0825
NM_139057	chr15(.):100506642-100887183	0.2587
NM_015492	chr15(.):75489220-75509510	1.2484
NR_031680	chr15(.):69111302-69494862	0.1773
NM_019600	chr15(.):52868517-52975820	0.1992
NM_000259	chr15(.):52594479-52826247	0.3531
NM_022841	chr15(.):56377730-56540483	0.1577
NM_006537	chr15(.):63791809-63888663	0.2415
NM_025201	chr15(.):65129081-65165201	0.2376
NM_006305	chr15(.):69065874-69118261	0.5401
NM_003612	chr15(.):74696629-74731299	0.4362
NM_001146030	chr15(.):74696629-74731001	0.4386
NM_007011	chr15(.):89626380-89750591	0.3175
NM_018671	chr15(.):91473214-91502323	0.4863
NM_001039675	chr15(.):91468409-91502323	0.4463
NM_207446	chr15(.):93155678-93204031	0.4604
NM_000875	chr15(.):99187760-99512759	0.1633
NM_000693	chr15(.):101415008-101461830	0.3666
NM_024652	chr15(.):101454459-101615317	0.2517
NR_027992	chr15(.):20869796-20966480	0.1014
NM_207355	chr15(.):21035700-21076977	0.2574
NR_028506	chr15(.):21117020-21139625	0.1614
NR_027053	chr15(.):21927513-21945739	1.2627
NR_024387	chr15(.):22009419-22021878	0.8996
NM_207355	chr15(.):22046852-22088137	0.2585
NR_028506	chr15(.):22128180-22150802	0.1555
NM_015995	chr15(.):31614082-31675102	0.8529
NM_138792	chr15(.):52225221-52268958	0.1699
NM_002748	chr15(.):52306410-52363462	0.3407
NM_006628	chr15(.):52834431-52866213	0.514
NM_182703	chr15(.):65199100-65256041	0.1767
NR_026808	chr15(.):69091159-69104440	0.1478
NR_036197	chr15(.):69089188-69099264	0.1373
NR_030714	chr15(.):70366710-70376807	0.1198
NM_000781	chr15(.):74625102-74665081	0.1454
NM_001099773	chr15(.):74625102-74663553	0.1447
NM_001127190	chr15(.):75069424-75100539	0.8826
NM_000761	chr15(.):75036183-75053941	0.1278
NM_021819	chr15(.):75100193-75123099	0.1815
NM_001030005	chr15(.):75113950-75129136	0.1652
NM_021823	chr15(.):75310926-75348067	1.0178
NM_138967	chr15(.):75282875-75318836	0.4395
NM_015477	chr15(.):75656719-75748926	0.3535
NM_001145358	chr15(.):75656719-75749087	0.3534
NM_001145357	chr15(.):75656719-75753124	0.3436
NM_015154	chr15(.):81263094-81287205	0.2171
NM_022566	chr15(.):81288294-81301345	1.4564
NM_198925	chr15(.):90739561-90777892	0.2536
NM_001013657	chr15(.):90772486-90790312	0.2268
NM_020210	chr15(.):90723151-90777892	0.4736
NM_006384	chr15(.):90768476-90782279	0.2629
NM_001143785	chr15(.):91422664-91444006	0.1856
NM_198527	chr15(.):91469154-91480774	0.7267
NM_001143784	chr15(.):91423275-91444006	0.1875
NM_006122	chr15(.):91442419-91470815	0.2917
NM_002005	chr15(.):91422687-91444006	0.1858
NM_001017919	chr15(.):91493105-91511355	0.3341
NR_033769	chr15(.):93333713-93345338	0.1354
NR_037600	chr15(.):93421072-93446977	0.6392
NR_037602	chr15(.):93421525-93446977	0.6488
NR_028140	chr15(.):100879661-100895438	0.1554
NR_028139	chr15(.):100879661-100895923	0.1519
NM_014918	chr15(.):101710927-101797137	0.3464
NM_002528	chr16(.):2084815-2102867	0.1742
NM_145080	chr16(.):27231314-27285113	0.4259
NM_016373	chr16(.):78128550-79251564	0.1253
NM_001173543	chr16(.):87998623-88115924	0.1959
NM_079837	chr16(.):87980037-88115924	0.2318
NM_001173542	chr16(.):87988476-88115924	0.1986
NM_022773	chr16(.):898634-1025984	0.2492
NR_033645	chr16(.):898634-1036318	0.2613
NM_012225	chr16(.):1827932-1844192	0.345
NM_024507	chr16(.):3009216-3023381	0.9732
NM_020764	chr16(.):2222183-2251465	0.1608
NM_198088	chr16(.):3267324-3290456	0.2993
NM_198087	chr16(.):3267324-3290457	0.2992
NM_001145447	chr16(.):3267324-3290186	0.3023
NM_015246	chr16(.):4669825-4745975	0.228
NM_003470	chr16(.):8980950-9062341	0.3043
NM_015914	chr16(.):11767942-11841648	0.5312
NM_153208	chr16(.):19722777-19873859	0.2051
NR_027155	chr16(.):21453003-21518552	0.2148
NM_013302	chr16(.):22212591-22305066	0.1668
NM_000336	chr16(.):23308590-23397620	0.2972
NM_148415	chr16(.):28829413-28853558	0.6016
NM_145714	chr16(.):28829413-28853553	0.6017
NM_015069	chr16(.):49519520-49865918	0.1403
NM_000078	chr16(.):56990834-57022756	0.1594
NM_001018159	chr16(.):66831780-66869879	0.1625
NM_001191022	chr16(.):67591309-67678088	0.3305
NM_012320	chr16(.):68274246-68299961	0.8692
NM_018667	chr16(.):68387229-68487409	0.2267
NM_002661	chr16(.):81807929-81996899	0.129
NR_024402	chr16(.):88724780-88746914	0.2059
NM_175931	chr16(.):88936262-89012608	0.0615
NM_005187	chr16(.):88936262-89048504	0.1987
NR_036442	chr16(.):1020760-1036318	0.9868
NM_014587	chr16(.):1026807-1041979	0.2929
NM_023936	chr16(.):1816895-1828140	0.8751
NM_001010865	chr16(.):1818228-1831239	0.7811
NM_002513	chr16(.):1815320-1826710	0.8524
NM_080861	chr16(.):1821712-1837581	0.8207
NR_036138	chr16(.):1779985-1790067	0.0611
NM_001146006	chr16(.):1835413-1848734	0.0799
NR_027389	chr16(.):1835413-1849909	0.0806
NM_005262	chr16(.):2029149-2042750	0.4964
NM_144603	chr16(.):2023917-2036440	0.3174
NM_172168	chr16(.):2024040-2036184	0.3201
NM_002952	chr16(.):2007061-2019827	0.684
NR_002327	chr16(.):2007334-2017467	0.8416
NR_002326	chr16(.):2007973-2018107	0.8381
NM_178167	chr16(.):2042767-2064763	0.538
NM_004785	chr16(.):2071887-2094027	0.1851
NM_004548	chr16(.):2004516-2016976	0.7054
NM_001099456	chr16(.):2064520-2075756	0.2102
NM_006453	chr16(.):2017063-2033751	0.3747
NR_003142	chr16(.):2009996-2020505	0.6355
NR_003020	chr16(.):2010184-2020311	0.6366
NM_004209	chr16(.):2034945-2049276	0.3195
NM_174903	chr16(.):2011874-2023976	0.8892
NM_001114382	chr16(.):2092989-2143713	0.1234
NM_014353	chr16(.):2193650-2209141	0.5807
NR_002736	chr16(.):2200023-2210106	0.6705
NM_000296	chr16(.):2133710-2190899	0.1488
NM_032271	chr16(.):2200798-2233130	0.2816
NR_037467	chr16(.):2180977-2191130	0.3228
NM_022372	chr16(.):2250177-2264418	0.5167
NM_001199174	chr16(.):2250731-2264418	0.5324
NM_020982	chr16(.):3057456-3069506	0.2271
NM_152341	chr16(.):3014341-3028485	0.8118
NM_016639	chr16(.):3065312-3077383	0.4711
NM_021195	chr16(.):3059712-3073188	0.2753
NR_033861	chr16(.):3034054-3049510	0.1847
NM_004203	chr16(.):3017791-3035540	0.7949
NM_012360	chr16(.):3249246-3260185	0.1699
NR_002169	chr16(.):3260561-3271546	0.9083
NM_001198536	chr16(.):3287027-3311627	0.1237
NR_033904	chr16(.):3308767-3322566	0.4683
NM_001098814	chr16(.):4234374-4297081	0.119
NM_003223	chr16(.):4302186-4328001	0.6015
NM_145253	chr16(.):4653883-4669927	0.8845
NM_003498	chr16(.):11757288-11778015	0.9369
NM_001130007	chr16(.):11956984-12015519	0.1876
NM_001130006	chr16(.):11956984-12014825	0.1882
NM_001192	chr16(.):12053963-12066925	0.9182
NM_032167	chr16(.):12065601-12152141	0.1542
NM_001888	chr16(.):21264838-21319404	0.2026
NR_026675	chr16(.):21307169-21334912	0.4286
NR_002594	chr16(.):21524229-21536765	1.3473
NM_024773	chr16(.):27209806-27238089	0.7442
NM_001145348	chr16(.):27210295-27238089	0.7326
NR_037184	chr16(.):27274525-27306789	0.1504
NM_003321	chr16(.):28848731-28862729	0.297
NM_001145795	chr16(.):28870077-28890534	0.3033
NM_015503	chr16(.):28870313-28890534	0.3066
NM_001145812	chr16(.):28870295-28890534	0.3064
NM_002383	chr16(.):29812854-29827504	1.1514
NM_145239	chr16(.):29818408-29832202	0.9324
NM_007317	chr16(.):29797057-29821706	0.7097
NM_024516	chr16(.):29822527-29838816	0.5487
NM_152338	chr16(.):29784560-29796840	0.1372
NM_005115	chr16(.):29826714-29864360	0.2741
NM_002720	chr16(.):30082383-30101695	0.231
NR_027081	chr16(.):30120432-30130826	0.2521
NM_001127617	chr16(.):30070972-30086735	0.6846
NM_184041	chr16(.):30072043-30086735	0.7273
NM_184043	chr16(.):30070599-30086735	0.6697
NM_000034	chr16(.):30059490-30086735	0.4534
NM_001109659	chr16(.):30029654-30041023	0.1493
NM_004608	chr16(.):30092114-30108205	0.5208
NM_024307	chr16(.):30111130-30129878	0.1946
NM_031478	chr16(.):30030747-30047186	0.1591
NM_001145524	chr16(.):30098636-30112537	0.6044
NM_031477	chr16(.):30098634-30112521	0.6049
NM_001193333	chr16(.):30189730-30205396	1.2463
NM_138447	chr16(.):30609699-30626682	0.3895
NM_024031	chr16(.):30657240-30672734	1.1838
NM_001105079	chr16(.):30670777-30687131	0.2358
NM_006662	chr16(.):30705461-30756450	0.2986
NM_001010989	chr16(.):56960747-56982793	0.933
NM_001172643	chr16(.):66536905-66589194	0.4654
NM_001172644	chr16(.):66536905-66589315	0.4648
NM_052999	chr16(.):66595349-66618038	0.1098
NM_181641	chr16(.):66581471-66604971	0.2825
NM_181271	chr16(.):66595293-66618038	0.1095
NM_001040138	chr16(.):66581465-66605154	0.2805
NM_020786	chr16(.):66909435-66926855	0.5512
NM_004062	chr16(.):66937024-66957766	0.1751
NM_001014435	chr16(.):66873840-66893049	0.1679
NM_005182	chr16(.):66873281-66893049	0.1655
NM_004165	chr16(.):66950581-66964439	0.3097
NM_001193524	chr16(.):67566364-67585691	0.7845
NM_001193523	chr16(.):67558539-67585691	0.7264
NM_001193522	chr16(.):67557719-67585691	0.7086
NM_024519	chr16(.):67557716-67585691	0.7085
NM_024939	chr16(.):68257449-68275136	0.2498
NM_003983	chr16(.):68293422-68340722	0.3261
NM_001031804	chr16(.):79622744-79639622	0.9557
NM_001134473	chr16(.):85640028-85714812	0.2017
NM_014615	chr16(.):85641923-85714812	0.2018
NM_000101	chr16(.):88704696-88722457	0.3694
NM_013278	chr16(.):88700000-88711882	0.3066
NM_002461	chr16(.):88713347-88734495	0.3911
NM_178310	chr16(.):88739089-88757882	0.6126
NM_021962	chr17(.):901758-1088131	0.1582
NM_001159746	chr17(.):901758-1095616	0.1549
NM_003342	chr17(.):4167511-4274969	0.1193
NM_020889	chr17(.):27234161-27283508	0.1921
NM_001033561	chr17(.):27227270-27283508	0.2126
NM_138962	chr17(.):55328930-55762299	0.1093
NM_170721	chr17(.):55329373-55715544	0.1131
NM_014405	chr17(.):64955979-65034518	0.1177
NM_022066	chr17(.):74380612-74454288	0.2352
NM_001092	chr17(.):901758-1017324	0.1995
NM_005022	chr17(.):4843946-4856825	0.7829
NR_026951	chr17(.):8118947-8132361	0.4977
NM_030665	chr17(.):17579786-17719765	0.292
NM_017758	chr17(.):18081866-18118267	0.4999
NM_000342	chr17(.):42320757-42350502	0.1066
NM_001433	chr17(.):62115389-62212502	0.487
NM_181671	chr17(.):65368923-65694647	0.1207
NR_036488	chr17(.):70394462-70593943	0.1665
NM_001113492	chr17(.):75278972-75501678	0.2001
NM_006640	chr17(.):75310596-75501678	0.2143
NM_001113491	chr17(.):75272491-75501678	0.199
NM_017456	chr17(.):76665129-76783376	0.3491
NM_019020	chr17(.):77908818-78014647	0.1884
NM_017451	chr17(.):79003946-79096232	0.3755
NM_017450	chr17(.):79003946-79089312	0.3966
NM_145350	chr17(.):1532151-1554041	0.3128
NM_152346	chr17(.):1472695-1537130	0.2317
NM_031430	chr17(.):1544444-1558392	0.1977
NM_020310	chr17(.):2282353-2309258	0.5406
NR_028335	chr17(.):2305274-2323730	0.083
NM_000080	chr17(.):4796063-4811369	0.1104
NM_001145536	chr17(.):4797947-4811227	0.1096
NM_001165417	chr17(.):4835425-4848462	0.2558
NM_000173	chr17(.):4830591-4843325	0.1562
NM_015528	chr17(.):4838629-4853517	0.6766
NM_006612	chr17(.):4896242-4936694	0.1101
NM_015099	chr17(.):4866286-4895960	0.1619
NM_001171168	chr17(.):4866286-4895665	0.1635
NM_053013	chr17(.):4849383-4865426	0.5917
NM_001167985	chr17(.):4886424-4905905	0.2278
NM_004890	chr17(.):4857520-4876132	0.1446
NM_001005273	chr17(.):7787168-7821075	0.2102
NM_001080424	chr17(.):7738234-7763118	0.5295
NM_144607	chr17(.):7756063-7770600	0.1598
NM_032356	chr17(.):7755002-7766172	0.2078
NM_001005271	chr17(.):7783122-7821075	0.1997
NM_203411	chr17(.):7753383-7764417	0.2493
NM_004217	chr17(.):8103048-8118883	0.1633
NM_201520	chr17(.):8186081-8203170	0.1723
NM_025099	chr17(.):8123138-8156413	0.4301
NM_001177802	chr17(.):8186968-8198409	0.1711
NM_012393	chr17(.):8147595-8178809	0.2732
NM_012452	chr17(.):16837397-16880402	0.2855
NM_004140	chr17(.):18123935-18153188	0.1729
NM_152914	chr17(.):21137183-21161578	0.0943
NM_145109	chr17(.):21182967-21223551	1.32
NM_002756	chr17(.):21186347-21223551	1.4289
NM_021012	chr17(.):21274698-21328179	0.3519
NM_144683	chr17(.):27219798-27235089	0.4698
NM_002981	chr17(.):32682398-32695252	0.6399
NM_005408	chr17(.):32678470-32690629	0.1739
NM_005623	chr17(.):32641065-32653421	0.0625
NM_001130677	chr17(.):36822958-36836187	0.4117
NM_005937	chr17(.):36856872-36891056	0.5345
NM_007144	chr17(.):36885149-36909558	0.3351
NM_002795	chr17(.):36904001-36925478	0.2512
NM_001136498	chr17(.):36881509-36896858	0.1846
NM_005310	chr17(.):37889186-37908538	0.3275
NM_001030002	chr17(.):37889589-37908538	0.3324
NM_032339	chr17(.):37880408-37891788	0.239
NM_002276	chr17(.):39674868-39689641	0.4315
NM_003771	chr17(.):39637387-39651116	0.1411
NM_002274	chr17(.):39652232-39666865	0.2913
NM_002275	chr17(.):39664996-39680270	0.5607
NM_002280	chr17(.):39627940-39642392	0.134
NM_000226	chr17(.):39717093-39733310	0.157
NM_024927	chr17(.):40814932-40834048	0.8303
NM_016437	chr17(.):40806265-40824024	0.1272
NM_003632	chr17(.):40829631-40857011	0.417
NM_016602	chr17(.):40826419-40838845	1.2212
NM_178542	chr17(.):42248351-42269082	0.3876
NM_001076674	chr17(.):42259353-42274099	0.4802
NM_177441	chr17(.):42259573-42274099	0.487
NM_001076684	chr17(.):42277400-42301924	0.8151
NM_001098833	chr17(.):42264172-42280529	0.7009
NM_080863	chr17(.):42243073-42261451	0.2504
NM_001076683	chr17(.):42277400-42303250	0.7762
NM_014233	chr17(.):42277400-42300664	0.8558
NM_198475	chr17(.):42426100-42446235	0.1901
NM_001143780	chr17(.):42391992-42407217	0.5307
NM_002087	chr17(.):42417490-42435470	0.2186
NM_006695	chr17(.):42380926-42400238	0.092
NM_152343	chr17(.):43326759-43344479	0.0978
NM_005892	chr17(.):43294291-43329683	0.6498
NR_024434	chr17(.):43320302-43350997	0.1686
NR_024435	chr17(.):43334557-43350997	0.0806
NM_032595	chr17(.):48206100-48232877	0.4318
NM_174920	chr17(.):48185034-48212167	0.1321
NM_000023	chr17(.):48238365-48258293	0.1922
NR_024193	chr17(.):48243788-48254837	0.1892
NM_000250	chr17(.):56342216-56363296	0.0932
NM_004758	chr17(.):56373593-56411152	0.3177
NM_003168	chr17(.):56417538-56434563	0.322
NR_029683	chr17(.):56403592-56413679	1.3011
NR_033876	chr17(.):70589179-70641611	0.2978
NM_173547	chr17(.):73880040-73898054	0.4054
NM_033452	chr17(.):73865244-73879656	1.362
NM_012478	chr17(.):73836779-73856501	0.2908
NM_199242	chr17(.):73818307-73845798	0.1306
NM_032478	chr17(.):73889723-73906181	0.6495
NM_024599	chr17(.):74461974-74502509	0.5856
NM_134268	chr17(.):74518439-74538782	0.1115
NM_001166579	chr17(.):74444432-74471199	0.1985
NM_001088	chr17(.):74458629-74471199	0.1159
NM_001005498	chr17(.):74461974-74488991	0.3451
NM_001077620	chr17(.):74531120-74546458	0.1167
NR_033357	chr17(.):74518667-74546458	0.1121
NM_001145529	chr17(.):76222390-76242068	0.1425
NM_001012270	chr17(.):76205276-76226716	0.1309
NR_002219	chr17(.):76205320-76225783	0.1313
NM_005189	chr17(.):77746976-77766449	0.2537
NM_003655	chr17(.):77801954-77818213	0.6707
NM_020649	chr17(.):77763175-77775915	0.5662
NM_017950	chr17(.):78005434-78079412	0.125
NR_026857	chr17(.):78997932-79013519	0.2722
NM_012418	chr17(.):79490416-79509156	0.2043
NM_025161	chr17(.):79501910-79524429	0.3148
NM_001614	chr17(.):79471998-79484827	1.3736
NM_022156	chr17(.):80010750-80028680	0.2628
NM_004104	chr17(.):80031213-80061106	0.4897
NM_002917	chr17(.):80000777-80014650	0.2065
NM_004127	chr17(.):80004762-80020346	0.1938
NM_207459	chr17(.):80312122-80326652	0.3782
NM_006137	chr17(.):80267745-80280480	0.1897
NM_018949	chr17(.):80327200-80338370	0.2564
NM_003004	chr17(.):80273899-80296921	0.5068
NR_029406	chr17(.):81169665-81193573	0.0909
NM_152721	chr18(.):67063283-67521322	0.2093
NM_153000	chr18(.):10449624-10493698	0.4608
NM_000633	chr18(.):60785578-60991613	0.353
NM_001083625	chr18(.):9131757-9290206	0.1718
NM_030632	chr18(.):31153540-31332399	0.1916
NM_001130110	chr18(.):42255137-42462379	0.273
NM_015559	chr18(.):42255862-42653475	0.1911
NM_003199	chr18(.):52884561-53260860	0.1542
NM_194449	chr18(.):60377671-60652666	0.175
NM_153181	chr18(.):70409786-70537934	0.2212
NM_138966	chr18(.):70409786-70539810	0.2199
NM_032649	chr18(.):72196691-72257261	0.2463
NM_172388	chr18(.):77150771-77294323	0.1833
NM_172389	chr18(.):77155325-77294323	0.1416
NM_172390	chr18(.):77150771-77233177	0.2537
NM_173207	chr18(.):3442607-3463406	0.6942
NM_173209	chr18(.):3444972-3463406	0.7641
NM_173210	chr18(.):3446590-3463406	0.8117
NM_174886	chr18(.):3407071-3463406	0.3352
NM_003244	chr18(.):3445171-3463406	0.7711
NM_173208	chr18(.):3445030-3463406	0.7661
NM_173211	chr18(.):3448771-3463406	0.6414
NM_021074	chr18(.):9097627-9139343	0.4608
NM_003826	chr18(.):10520872-10557766	0.1476
NM_001100619	chr18(.):20710726-20845434	0.3721
NR_023359	chr18(.):20709527-20845434	0.3696
NM_138375	chr18(.):20730788-20845434	0.2925
NM_005904	chr18(.):46441222-46482081	0.5875
NM_001190823	chr18(.):46441222-46474177	0.4497
NM_001190822	chr18(.):46441222-46480703	0.6019
NM_016626	chr18(.):48695919-48729051	0.4173
NM_001168499	chr18(.):72161822-72195689	0.3474
NM_018235	chr18(.):72158499-72195689	0.3257
NM_175907	chr18(.):72904277-72926281	0.612
NM_005786	chr18(.):72917730-73006901	0.2195
NM_001039846	chr19(.):2091867-2104583	0.4408
NM_003331	chr19(.):10456203-10496248	0.1273
NM_001079881	chr19(.):47172572-47225384	0.1944
NM_001079882	chr19(.):47172572-47222577	0.2014
NM_032551	chr19(.):912341-926015	1.7116
NM_020695	chr19(.):1810244-1853452	0.2457
NM_052847	chr19(.):2506217-2707746	0.2504
NM_015898	chr19(.):4040215-4071816	0.3687
NM_000064	chr19(.):6672845-6725662	0.1173
NM_005428	chr19(.):6767721-6862371	0.1293
NM_014975	chr19(.):12944258-12990766	0.1024
NM_052876	chr19(.):13224108-13256959	0.1981
NM_005858	chr19(.):15459334-15495603	0.3036
NM_032855	chr19(.):16239837-16274377	0.3751
NM_021235	chr19(.):16467407-16587762	0.2474
NM_006387	chr19(.):16623699-16658263	0.166
NM_000923	chr19(.):18313770-18364010	0.2086
NM_001398	chr19(.):39301061-39327497	0.1155
NM_133444	chr19(.):42719491-42737353	0.2544
NM_015168	chr19(.):47562446-47622009	0.2028
NM_001145713	chr19(.):47629079-47718893	0.0984
NR_027280	chr19(.):47629114-47718893	0.0984
NM_134444	chr19(.):56342943-56398220	0.2202
NM_138774	chr19(.):891502-918225	0.4586
NM_005481	chr19(.):862961-898218	0.2169
NM_005224	chr19(.):921036-977803	0.2984
NM_001018	chr19(.):1433362-1445492	0.3732
NM_138393	chr19(.):1486164-1502924	0.1883
NM_213604	chr19(.):1500016-1518188	0.2177
NM_017573	chr19(.):1476426-1495407	0.2713
