GENE_ID	locusLine	bin_1_KMS28BM_jia.bam
NM_005746	chr7(.):105883731-105930638	0.9093
NM_001164458	chr7(.):149939300-150025758	0.3564
NM_000535	chr7(.):6007869-6053737	0.1656
NM_001163147	chr7(.):13925855-14034642	0.3664
NM_001163149	chr7(.):13925855-14035865	0.3627
NM_001163150	chr7(.):13925855-14031139	0.3709
NM_001163148	chr7(.):13925855-14036050	0.3622
NM_014707	chr7(.):18530368-18713465	0.1817
NM_006547	chr7(.):23344827-23514995	0.4361
NR_036554	chr7(.):29720687-29787019	0.5419
NR_003502	chr7(.):32762561-32774595	1.2043
NR_036680	chr7(.):32615552-32763780	0.0671
NM_014800	chr7(.):36888960-37493511	0.1084
NM_022748	chr7(.):47309751-47584199	0.1276
NM_006060	chr7(.):50339377-50477798	0.3864
NM_005311	chr7(.):50652759-50805050	0.3127
NM_001001555	chr7(.):50652759-50866159	0.234
NM_001001550	chr7(.):50652759-50777998	0.3693
NM_181471	chr7(.):73640831-73673738	0.3922
NM_006379	chr7(.):80366853-80553667	0.3412
NM_004194	chr7(.):87558701-87816428	0.1207
NM_021722	chr7(.):87558701-87831449	0.1183
NM_012449	chr7(.):89778688-89799141	0.3569
NM_012395	chr7(.):90333711-90844904	0.4849
NM_017984	chr7(.):99993494-100031302	0.8824
NM_006076	chr7(.):100131833-100170843	0.4968
NM_017621	chr7(.):102091666-102110321	0.3703
NM_006989	chr7(.):102215092-102262205	0.4754
NM_173054	chr7(.):103107230-103634963	0.1193
NM_182931	chr7(.):104649636-104759532	0.951
NM_012281	chr7(.):119908721-120395387	0.1079
NM_057168	chr7(.):120964089-120986158	0.091
NM_016087	chr7(.):120960420-120986158	0.0874
NR_015431	chr7(.):130623918-130798562	0.5365
NR_024153	chr7(.):130623918-130796789	0.541
NM_014149	chr7(.):134863589-134901316	0.1661
NM_178563	chr7(.):134666258-134825530	0.25
NM_194071	chr7(.):137554724-137691846	0.8964
NM_018238	chr7(.):141246077-141359209	0.2258
NM_173680	chr7(.):150071405-150100719	0.775
NM_003751	chr7(.):2389473-2425377	0.2394
NM_018641	chr7(.):2438258-2479216	0.4403
NM_006303	chr7(.):6043881-6068465	0.6187
NM_014413	chr7(.):6056877-6103860	0.2154
NM_020156	chr7(.):7217245-7293251	0.2201
NM_032581	chr7(.):22975877-23058770	1.0935
NR_026676	chr7(.):23525006-23536031	0.3456
NR_029597	chr7(.):25984538-25994606	2.0071
NM_031243	chr7(.):26224555-26245413	1.619
NM_016587	chr7(.):26236323-26257976	1.4474
NM_007276	chr7(.):26236098-26257976	1.4386
NR_036482	chr7(.):29719769-29732859	2.4328
NR_024278	chr7(.):29680537-29729754	1.5586
NR_027347	chr7(.):29719387-29730437	2.8999
NM_147128	chr7(.):30318922-30412308	0.57
NR_030319	chr7(.):30324409-30334506	1.6055
NR_037513	chr7(.):30324409-30334506	1.6055
NR_002186	chr7(.):30404665-30417410	0.0592
NM_001130710	chr7(.):32519944-32539870	0.4929
NM_015060	chr7(.):32530175-32628779	0.2181
NM_012322	chr7(.):32519944-32535023	0.3621
NR_024466	chr7(.):32519944-32535475	0.4787
NR_036501	chr7(.):32792897-32807536	0.1097
NR_030320	chr7(.):32767592-32777689	1.3164
NM_031903	chr7(.):42966938-42982453	0.7448
NM_024054	chr7(.):42943871-42956689	0.3331
NM_002787	chr7(.):42951461-42976805	0.6747
NM_001042762	chr7(.):50506831-50523088	1.125
NM_032464	chr7(.):73619086-73649164	0.8557
NM_022170	chr7(.):73583705-73616429	0.2922
NR_030321	chr7(.):73600527-73610624	0.0994
NM_006716	chr7(.):87500543-87543856	0.4983
NM_018843	chr7(.):87458813-87510692	0.3984
NM_152999	chr7(.):89835999-89871992	0.1199
NM_001040665	chr7(.):89836173-89871992	0.1201
NM_001040666	chr7(.):89838133-89871992	0.1238
NM_001040057	chr7(.):92185071-92224706	0.2214
NR_034169	chr7(.):92185367-92224696	0.2227
NM_173564	chr7(.):100076549-100097422	0.3216
NM_030935	chr7(.):100059141-100081902	0.6266
NM_145030	chr7(.):100027911-100039094	1.6493
NM_019606	chr7(.):100022253-100036749	2.708
NM_001194992	chr7(.):100021412-100036749	2.5629
NM_001004323	chr7(.):100049237-100066894	0.0807
NM_002319	chr7(.):100166633-100188776	0.4369
NM_033506	chr7(.):100178955-100203740	0.5291
NM_001163499	chr7(.):100182195-100203740	0.5903
NM_001168682	chr7(.):100164852-100176270	0.0896
NM_020979	chr7(.):101923404-101967178	1.8183
NR_036245	chr7(.):101931368-101941453	1.4587
NM_032831	chr7(.):102068995-102102268	1.1191
NM_024653	chr7(.):102031803-102072129	0.9745
NM_001146210	chr7(.):101981191-102001889	0.1153
NM_006234	chr7(.):102108547-102124381	0.5375
NM_001031618	chr7(.):102186678-102207757	0.1185
NM_001097615	chr7(.):102173365-102218068	0.3604
NM_152892	chr7(.):102100389-102118612	0.4087
NM_001114403	chr7(.):102272471-102288238	0.149
NM_001031618	chr7(.):102285771-102306847	0.1102
NM_014377	chr7(.):102947920-102990320	0.5669
NM_002803	chr7(.):102983088-103013656	0.7413
NM_004279	chr7(.):102932872-102960133	0.3141
NR_027374	chr7(.):104530074-104572092	0.349
NR_024586	chr7(.):104645988-104659588	4.5019
NM_001166346	chr7(.):114557208-114568720	1.0784
NM_199072	chr7(.):114557208-114664970	0.3074
NM_001040020	chr7(.):120983904-121041422	0.8608
NR_034120	chr7(.):130560750-130603069	0.434
NM_018295	chr7(.):134827765-134855967	1.7374
NR_024185	chr7(.):134845531-134860532	1.2593
NM_003592	chr7(.):148390932-148503202	0.5366
NM_013400	chr7(.):150060878-150076133	2.3027
NM_014374	chr7(.):150063257-150076133	2.7026
NM_001142928	chr7(.):150015295-150040245	0.9949
NM_002889	chr7(.):150030406-150043763	0.0646
NM_138434	chr7(.):150021937-150034811	0.1073
NR_027237	chr7(.):150097839-150114558	2.8413
NM_175571	chr7(.):150142961-150181483	0.0665
NR_034033	chr7(.):150125741-150150228	0.1869
NM_033015	chr7(.):150768707-150782951	1.0291
NM_004769	chr7(.):150740604-150754843	0.09
NM_031434	chr7(.):150773171-150785413	1.7979
NM_004935	chr7(.):150745898-150760052	0.9501
NM_031946	chr7(.):150778825-150846523	0.2645
NM_001136044	chr7(.):150773171-150785620	1.7817
NM_003040	chr7(.):150751656-150778614	0.845
NM_001042535	chr7(.):150778825-150825725	0.3568
NM_005431	chr7(.):152338586-152378250	0.4575
NM_003844	chr8(.):23043969-23087680	0.2412
NM_004103	chr8(.):27163998-27321903	0.212
NM_173176	chr8(.):27178053-27321903	0.2154
NM_173175	chr8(.):27178080-27321903	0.2154
NM_006540	chr8(.):71019266-71321020	0.5215
NM_005941	chr8(.):89044459-89344717	0.3046
NM_002998	chr8(.):97500881-97629037	0.116
NM_001040627	chr8(.):102693769-103141562	0.1416
NM_001040630	chr8(.):102693769-103142135	0.1415
NM_001101676	chr8(.):119196694-119639184	0.2654
NM_207506	chr8(.):119385226-119639184	0.4108
NR_003367	chr8(.):128801778-129118499	0.2094
NM_012154	chr8(.):141536263-141650646	0.8063
NM_001024678	chr8(.):145742760-145757416	1.3564
NM_001001795	chr8(.):145746602-145759458	1.2106
NM_001386	chr8(.):26430420-26520693	0.1794
NM_001197293	chr8(.):26366708-26520693	0.1538
NM_032410	chr8(.):42747032-42890682	0.3569
NM_001160224	chr8(.):42699779-42756866	1.0158
NM_001160225	chr8(.):42703437-42756866	1.0805
NM_006756	chr8(.):54874115-54940008	0.6879
NM_170587	chr8(.):54759367-54876863	0.2874
NM_052898	chr8(.):56010016-56443710	0.0628
NM_001144755	chr8(.):67469409-67530480	0.3116
NM_005079	chr8(.):80942104-81088836	1.2407
NM_001135733	chr8(.):95933199-95966615	1.4208
NM_015942	chr8(.):97246644-97278796	0.9171
NM_016134	chr8(.):97652498-98160722	0.0781
NM_178812	chr8(.):98651406-98747488	0.5534
NM_183419	chr8(.):101264287-101327327	1.077
NM_015668	chr8(.):100968275-101123344	0.0651
NM_003114	chr8(.):101165655-101259130	0.1946
NM_172218	chr8(.):101165262-101259130	0.1944
NM_013437	chr8(.):105496458-105606252	0.1913
NM_018002	chr8(.):107277405-107769921	0.2605
NM_181354	chr8(.):107665035-107769921	0.439
NM_001198532	chr8(.):107455151-107769921	0.3351
NM_024094	chr8(.):120841180-120873170	0.3491
NM_022783	chr8(.):120880899-121068157	0.9273
NM_001145088	chr8(.):124079919-124169392	0.1438
NM_058229	chr8(.):124510357-124558446	0.5273
NM_148177	chr8(.):124510357-124549383	0.3589
NM_173685	chr8(.):126099082-126384367	0.922
NM_003033	chr8(.):134462090-134589183	0.7886
NM_005605	chr8(.):22293595-22403637	0.2119
NM_152272	chr8(.):23096149-23124512	0.0984
NR_033928	chr8(.):23077733-23093439	0.3652
NM_018105	chr8(.):42686816-42703474	0.6341
NM_052937	chr8(.):52725139-52816735	0.3273
NM_003702	chr8(.):54788441-54876863	0.3575
NR_034003	chr8(.):61873679-61885307	0.3815
NM_152765	chr8(.):67400490-67435759	1.4561
NM_014294	chr8(.):71480452-71525694	1.3071
NM_001025252	chr8(.):80942104-80998010	0.2365
NM_003821	chr8(.):90764974-90808292	0.3504
NM_057749	chr8(.):95887452-95912482	0.6945
NM_024613	chr8(.):96140948-96173913	0.4368
NR_036105	chr8(.):96080141-96090221	0.0918
NR_037484	chr8(.):96080138-96090224	0.0921
NM_006294	chr8(.):97234303-97252862	0.5343
NM_014754	chr8(.):97269166-97351774	0.6277
NM_005034	chr8(.):101157838-101171230	0.8957
NM_001029860	chr8(.):101140587-101163099	0.385
NM_015435	chr8(.):101264287-101320487	0.7567
NM_001032282	chr8(.):103656004-103671168	2.0535
NM_005655	chr8(.):103656004-103672983	1.8449
NM_148174	chr8(.):103833535-103881397	0.5083
NM_138455	chr8(.):104378785-104400217	1.0154
NM_030780	chr8(.):104405865-104432468	0.7937
NM_015420	chr8(.):104421941-104460680	0.4016
NM_024295	chr8(.):124020567-124059648	0.811
NM_025195	chr8(.):126437562-126455644	2.7734
NM_002467	chr8(.):128743314-128758680	1.2214
NR_031609	chr8(.):128803207-128813274	1.486
NM_014957	chr8(.):142133719-142210900	0.221
NM_032611	chr8(.):142427006-142446620	2.082
NM_005293	chr8(.):142361586-142382365	0.0765
NM_002346	chr8(.):144094901-144108827	2.3774
NM_173687	chr8(.):144115678-144140720	0.0995
NR_026913	chr8(.):144058447-144104807	0.2904
NM_201378	chr8(.):144984320-145052697	0.5145
NM_032789	chr8(.):145046319-145065635	1.0751
NM_000445	chr8(.):144984320-145055913	0.4947
NM_201381	chr8(.):144984320-145023905	0.4606
NM_201382	chr8(.):144984320-145023110	0.4671
NM_201383	chr8(.):144984320-145021692	0.4803
NM_201379	chr8(.):144984320-145033088	0.5924
NM_001009184	chr8(.):145059225-145072583	1.1725
NM_201384	chr8(.):144984320-145018758	0.5157
NR_030383	chr8(.):145014358-145024447	0.4816
NM_201380	chr8(.):144984320-145030044	0.6265
NM_001129888	chr8(.):145684199-145696031	0.9347
NM_032687	chr8(.):145684199-145695849	0.9487
NM_003923	chr8(.):145694114-145706718	0.3999
NM_032902	chr8(.):145717108-145732504	0.0914
NM_138496	chr8(.):145670314-145695418	0.5555
NM_005309	chr8(.):145724464-145737555	1.8532
NM_145754	chr8(.):145686737-145704499	0.8224
NM_138431	chr8(.):145729551-145741589	2.0298
NM_004260	chr8(.):145731666-145748210	2.2292
NM_014665	chr8(.):145738362-145755559	1.248
NM_138367	chr8(.):145941293-145985970	0.198
NM_030580	chr8(.):145993500-146017725	0.5525
NM_033301	chr8(.):146010153-146022729	1.2485
NM_001081003	chr8(.):146070550-146083932	0.5598
NM_001081004	chr8(.):146070550-146083451	0.5798
NM_000973	chr8(.):146010153-146022805	1.2411
NM_003416	chr8(.):146047902-146073606	0.2808
NM_213605	chr8(.):146019260-146039529	0.2798
NM_014066	chr8(.):146070550-146083452	0.5797
NR_003529	chr9(.):21989789-22126093	0.3716
NM_001085457	chr9(.):69199537-69267593	0.1617
NM_133464	chr9(.):114282446-114311712	0.0329
NM_001145356	chr9(.):116037-184075	0.1616
NM_203447	chr9(.):209864-470259	0.1443
NM_001135920	chr9(.):5624326-5774454	0.2712
NM_020829	chr9(.):5651582-5781556	0.0955
NM_005511	chr9(.):5885908-5914822	0.151
NM_004529	chr9(.):20339967-20627514	0.2844
NM_147173	chr9(.):34324503-34348696	0.4906
NM_032226	chr9(.):37115468-37363145	0.2999
NM_201453	chr9(.):70851838-70919932	0.1727
NM_001206	chr9(.):72994512-73034573	0.929
NM_001142287	chr9(.):91970705-92099611	0.2755
NM_006378	chr9(.):91987151-92099611	0.3055
NM_080546	chr9(.):108001928-108158682	0.275
NM_007203	chr9(.):112537576-112939791	0.3242
NM_001004065	chr9(.):112805877-112939791	0.7496
NM_001080398	chr9(.):114117972-114252025	0.2142
NM_005047	chr9(.):123573331-123610206	0.2036
NM_198194	chr9(.):124096354-124137545	0.6704
NM_004099	chr9(.):124096352-124137545	0.6704
NM_001171137	chr9(.):125878907-126035855	0.1322
NM_018387	chr9(.):125878907-126035843	0.1322
NM_013355	chr9(.):131459801-131488199	0.1686
NM_015033	chr9(.):132644465-132810473	0.2913
NM_198679	chr9(.):134447156-134590229	0.3614
NM_005312	chr9(.):134447156-134617925	0.4559
NM_152569	chr9(.):208107-220893	0.3266
NR_029400	chr9(.):163876-175508	0.1066
NM_001017969	chr9(.):5914007-6013003	0.6236
NM_004936	chr9(.):21997901-22014312	0.2983
NR_024274	chr9(.):21962137-21972753	0.0562
NM_058197	chr9(.):21962750-21979826	0.0844
NM_000077	chr9(.):21962750-21980132	0.0842
NM_058195	chr9(.):21962750-21999490	1.1072
NM_002771	chr9(.):33790558-33804229	0.0827
NM_017811	chr9(.):33812181-33925401	0.3488
NM_194313	chr9(.):34247377-34334198	0.299
NM_020702	chr9(.):34363906-34381894	0.1345
NM_001024916	chr9(.):70427003-70495171	0.1959
NM_201453	chr9(.):70426999-70495177	0.1961
NM_024077	chr9(.):91928411-91979561	0.5773
NR_036108	chr9(.):91922139-91932221	1.7306
NM_001827	chr9(.):91921112-91936618	1.8602
NM_005384	chr9(.):94166326-94191144	1.2219
NM_001083603	chr9(.):98200263-98284247	0.4014
NM_001083606	chr9(.):98200263-98274699	0.4316
NM_001083607	chr9(.):98200263-98274481	0.4324
NM_001083605	chr9(.):98200263-98275322	0.4285
NM_000264	chr9(.):98200263-98275831	0.4259
NM_001012993	chr9(.):112956845-112975413	0.0434
NM_001136562	chr9(.):112882780-112939791	0.9692
NM_004888	chr9(.):117344993-117366152	1.0161
NM_153045	chr9(.):117368705-117413703	0.5609
NM_005658	chr9(.):123659670-123694173	0.3541
NM_015651	chr9(.):123612930-123644606	0.8885
NM_001190945	chr9(.):123659670-123696451	0.4024
NM_001190947	chr9(.):123659670-123681850	0.1069
NM_001009936	chr9(.):123626852-123644606	1.517
NR_024408	chr9(.):123600319-123621651	0.3119
NM_173689	chr9(.):126113447-126146032	0.0687
NM_001145001	chr9(.):127015195-127119719	0.207
NM_001166168	chr9(.):127015529-127119719	0.2076
NM_001166167	chr9(.):127014884-127119719	0.2067
NM_001045476	chr9(.):127610754-127625160	0.53
NM_030978	chr9(.):127626483-127644696	2.6535
NM_007209	chr9(.):127615157-127629240	0.5361
NM_005489	chr9(.):130495595-130538621	0.199
NM_001142532	chr9(.):130495595-130529697	0.168
NM_001142533	chr9(.):130495595-130522583	0.1871
NM_001142531	chr9(.):130495595-130529719	0.168
NM_001142534	chr9(.):130495595-130522561	0.1873
NM_170600	chr9(.):130495595-130546048	0.6593
NM_001085347	chr9(.):130488802-130502604	0.2918
NM_001018078	chr9(.):130560507-130581556	0.3773
NM_001261	chr9(.):130543304-130558052	0.88
NM_004957	chr9(.):130560153-130581556	0.3728
NR_036055	chr9(.):130543196-130553286	1.2464
NR_024425	chr9(.):130885807-130897913	0.847
NR_027812	chr9(.):130877971-130895712	0.6016
NM_001006641	chr9(.):130825478-130876524	0.7724
NM_197956	chr9(.):130818511-130834599	1.2164
NM_001006643	chr9(.):130855835-130876524	0.0871
NM_001006642	chr9(.):130849127-130876524	0.0908
NM_052901	chr9(.):130855816-130876524	0.0871
NM_025072	chr9(.):130877971-130895474	0.6086
NR_033374	chr9(.):130868449-130886013	0.0767
NM_001122821	chr9(.):131440933-131463675	1.4706
NM_052844	chr9(.):131390939-131424129	0.2038
NM_003011	chr9(.):131446508-131463675	1.6663
NM_032799	chr9(.):131478148-131491408	0.2699
NM_016520	chr9(.):132584563-132602572	0.4858
NM_006676	chr9(.):132592695-132649107	0.3983
NM_001008563	chr9(.):132592756-132649107	0.3986
NM_000050	chr9(.):133315093-133381661	0.3209
NM_178138	chr9(.):139083095-139101955	2.2256
NM_181701	chr9(.):139093181-139142687	1.2329
NM_014564	chr9(.):139083095-139100004	1.8045
NM_178536	chr9(.):139841767-139854949	0.4748
NM_153200	chr9(.):139752232-139765738	0.4688
NM_000606	chr9(.):139834697-139846426	1.0309
NM_021138	chr9(.):139775964-139826067	0.8048
NM_018998	chr9(.):139829886-139844173	0.5337
NM_206920	chr9(.):139741818-139760251	0.6768
NM_014172	chr9(.):139738255-139750490	0.9135
NM_006729	chrX(.):95934661-96860597	0.0427
NM_007309	chrX(.):95934661-96729837	0.0445
NR_027621	chrX(.):135223860-135298518	0.119
NM_001159700	chrX(.):135225736-135298518	0.1208
NM_001449	chrX(.):135224558-135298518	0.1196
NM_001167819	chrX(.):135246795-135298518	0.0428
NM_001159704	chrX(.):135246454-135298518	0.0429
NM_000351	chrX(.):7132471-7277682	0.1153
NM_015691	chrX(.):9978794-10117518	0.3464
NM_003916	chrX(.):15838928-15878100	0.7643
NM_004615	chrX(.):38415730-38553172	0.0896
NM_001123384	chrX(.):39905498-40041582	0.6094
NM_024859	chrX(.):49014180-49028836	0.8436
NM_144495	chrX(.):48750194-48765420	0.4132
NM_001167990	chrX(.):48750212-48765420	0.4134
NM_001099680	chrX(.):49015269-49028836	0.9043
NM_001032384	chrX(.):48750538-48765420	0.4193
NM_001167992	chrX(.):48750774-48765420	0.4246
NM_181673	chrX(.):70747911-70800747	0.3166
NR_001568	chrX(.):70425034-70953962	0.0966
NM_015129	chrX(.):118745908-118832333	0.3973
NM_145800	chrX(.):118744687-118832333	0.3925
NM_005629	chrX(.):152948751-152967048	0.0593
NM_001142806	chrX(.):152949965-152967048	0.063
NM_005334	chrX(.):153208007-153241819	0.5599
NM_012080	chrX(.):6961960-7071231	0.3453
NM_001178135	chrX(.):6970626-7071231	0.3721
NM_001830	chrX(.):10119984-10210699	0.0847
NR_030727	chrX(.):12915935-12966419	0.0461
NM_021109	chrX(.):12988225-13000346	1.2912
NM_183049	chrX(.):12988224-13000346	1.2911
NM_001195328	chrX(.):13702239-13732944	0.2817
NM_152634	chrX(.):13666306-13687247	1.018
NM_025159	chrX(.):30571940-30601033	0.505
NM_017745	chrX(.):39905498-39961719	0.4447
NM_001167947	chrX(.):48745729-48760426	0.476
NM_001042498	chrX(.):48755888-48774235	0.6868
NM_001136158	chrX(.):48774302-48819893	1.2085
NM_001136159	chrX(.):48774302-48820648	1.1895
NM_006875	chrX(.):48765458-48781413	1.5902
NM_004979	chrX(.):48813638-48833251	0.348
NM_005660	chrX(.):48755458-48773917	0.6855
NM_001032289	chrX(.):48755889-48773933	0.6556
NM_015698	chrX(.):48964021-48985079	0.1053
NM_002668	chrX(.):49023183-49036468	0.8283
NM_003179	chrX(.):49039264-49061661	0.2424
NM_006150	chrX(.):49026905-49047776	0.3983
NM_002444	chrX(.):64882510-64966793	0.2235
NR_002226	chrX(.):70706376-70717604	0.0196
NM_052957	chrX(.):70792873-70838433	0.0483
NM_002764	chrX(.):106866653-106899256	0.119
NM_004089	chrX(.):106951451-106965291	1.0269
NM_198057	chrX(.):106951451-107024017	0.337
NM_001015881	chrX(.):106951451-106964711	1.069
NR_030413	chrX(.):118775700-118785811	0.4113
NM_001130846	chrX(.):129258337-129277015	0.0395
NM_004208	chrX(.):129258337-129304861	0.1783
NM_004794	chrX(.):129300772-129323844	0.7901
NM_145813	chrX(.):129258337-129304808	0.1758
NM_001039582	chrX(.):152930187-152944816	0.0544
NM_001135740	chrX(.):152930187-152943743	0.0565
NM_014370	chrX(.):153041455-153056187	0.1135
NM_005393	chrX(.):153024650-153049801	0.0745
NM_005745	chrX(.):152960946-152994838	0.3135
NR_024450	chrX(.):152960946-152995201	0.3113
NM_001139441	chrX(.):152960946-152994582	0.3156
NM_000033	chrX(.):152985322-153015216	0.3934
NM_001139457	chrX(.):152960946-152994549	0.3157
NM_003491	chrX(.):153190376-153205468	1.1819
NM_001666	chrX(.):153167829-153196714	0.5998
NM_002910	chrX(.):153195721-153215232	0.18
NM_001025243	chrX(.):153270956-153290342	0.4854
NM_003492	chrX(.):153232990-153253646	1.2449
NR_031757	chrX(.):153280370-153290440	0.839
NR_036175	chrX(.):153241548-153251627	0.6925
NR_036174	chrX(.):153241547-153251628	0.6925
NM_001098500	chr10(.):23978674-24841772	0.137
NM_004241	chr10(.):64921987-65033982	0.2769
NM_032776	chr10(.):64921987-65230722	0.1418
NM_018363	chr10(.):90028620-90348082	0.2046
NM_001031709	chr10(.):90038858-90348082	0.1706
NM_001083591	chr10(.):11201992-11383672	0.5286
NM_001025077	chr10(.):11042258-11383672	0.3437
NM_006561	chr10(.):11054892-11383672	0.355
NM_019590	chr10(.):24492719-24841772	0.2792
NR_033842	chr10(.):45301471-45460137	0.0924
NM_032023	chr10(.):45450218-45495172	0.8449
NM_032199	chr10(.):63656012-63861707	0.5946
NM_001035260	chr10(.):70878907-70937616	0.1446
NM_030625	chr10(.):70315116-70459239	0.342
NM_001198798	chr10(.):73851273-73980751	0.2111
NM_001198799	chr10(.):73851273-73981183	0.2107
NM_012095	chr10(.):75875014-75915826	0.2759
NM_006721	chr10(.):75905964-76474060	0.1153
NM_001123	chr10(.):75931443-76474060	0.0977
NM_000314	chr10(.):89618194-89733532	0.6127
NM_032810	chr10(.):89507874-89582917	0.1967
NM_014912	chr10(.):93803396-94055875	0.2455
NM_001178137	chr10(.):93803396-94008036	0.2308
NM_032440	chr10(.):98587711-98729198	0.2111
NM_001170766	chr10(.):98587016-98729198	0.2102
NM_000102	chr10(.):104585287-104602290	0.0416
NM_001167604	chr10(.):111619523-111688311	1.0941
NM_019903	chr10(.):111760725-111900323	0.4471
NM_016824	chr10(.):111762710-111900323	0.4526
NM_198148	chr10(.):125500151-125656500	0.1236
NM_001145373	chr10(.):23723197-23736310	0.9916
NM_001098207	chr10(.):43876064-43897794	0.9834
NM_004966	chr10(.):43876064-43909656	1.3711
NM_173160	chr10(.):43862091-43876783	0.2348
NM_001098204	chr10(.):43876064-43909696	1.3696
NM_001098208	chr10(.):43876064-43897279	0.9945
NM_001098205	chr10(.):43876064-43909332	1.3837
NM_001098206	chr10(.):43876064-43908299	1.4263
NR_026693	chr10(.):43927573-43983007	0.1746
NM_007021	chr10(.):45466708-45479330	2.2292
NM_001039380	chr10(.):45488145-45501470	0.6568
NM_006963	chr10(.):45491272-45505777	0.612
NR_036430	chr10(.):70842827-70869567	0.8037
NM_003171	chr10(.):70934992-70973849	0.5169
NM_025130	chr10(.):70975058-71032315	0.1617
NM_005041	chr10(.):72352103-72367531	0.0642
NM_173473	chr10(.):73970805-74000618	0.3736
NM_019058	chr10(.):74028676-74040797	2.8124
NM_017626	chr10(.):74087587-74119907	1.549
NR_002724	chr10(.):81674933-81687875	0.2312
NR_033857	chr10(.):81659653-81696557	0.3547
NM_003019	chr10(.):81692495-81713861	0.0369
NR_028492	chr10(.):89573069-89610369	0.3041
NM_001126049	chr10(.):89613917-89628194	2.8662
NM_024747	chr10(.):103820146-103832793	0.3373
NM_004741	chr10(.):103906932-103928627	0.3397
NM_015062	chr10(.):103887786-103915090	0.5933
NM_001113407	chr10(.):103862324-103885210	1.3756
NM_003893	chr10(.):103862324-103879723	1.455
NM_024326	chr10(.):104174570-104187893	0.5856
NM_002779	chr10(.):104157375-104183901	0.4633
NM_024040	chr10(.):104178001-104197423	0.6882
NM_002502	chr10(.):104150431-104167281	1.3544
NM_001077494	chr10(.):104149338-104167281	1.2776
NM_001077493	chr10(.):104149228-104167281	1.2698
NR_030169	chr10(.):104191268-104201341	0.5556
NM_030912	chr10(.):104399251-104423076	1.5439
NM_001083913	chr10(.):104498726-104581021	0.3249
NM_017787	chr10(.):104530887-104581021	0.4293
NM_005962	chr10(.):111980761-112052123	0.1781
NM_001008541	chr10(.):111964988-112052123	0.5667
NM_130439	chr10(.):111962362-112052123	0.5524
NM_004419	chr10(.):112252624-112276302	1.0243
NM_207127	chr10(.):135187740-135210198	1.361
NM_138384	chr10(.):135202620-135239174	0.8115
NM_145202	chr10(.):135155843-135171187	0.1104
NM_001012508	chr10(.):135229169-135243121	0.0482
NM_001098483	chr10(.):135163794-135176529	0.2019
NM_004092	chr10(.):135170986-135191908	0.3207
NR_037509	chr10(.):135180059-135190167	0.4294
NR_024469	chr11(.):67080309-67164158	0.4373
NM_016621	chr11(.):45945869-46147985	0.2479
NM_006819	chr11(.):63948586-63977020	0.5974
NM_002335	chr11(.):68075107-68221743	0.1026
NM_001098517	chr11(.):115039344-115380241	0.4347
NM_003156	chr11(.):3871932-4119440	0.3293
NM_176822	chr11(.):7036699-7097757	0.0558
NM_014818	chr11(.):8628583-8685383	0.0508
NM_030962	chr11(.):9795213-10320754	0.0629
NM_001143830	chr11(.):22683159-22839547	0.309
NM_177553	chr11(.):22684653-22839547	0.3088
NM_005256	chr11(.):22691318-22839547	0.1589
NM_004811	chr11(.):58289343-58348390	0.5122
NM_001143995	chr11(.):58289343-58350639	0.5102
NM_002556	chr11(.):59336870-59388617	0.2154
NM_024092	chr11(.):60676370-60695915	0.9418
NM_001012662	chr11(.):62618483-62661355	1.0019
NM_001013251	chr11(.):62643343-62661355	1.2433
NM_001012661	chr11(.):62618517-62661353	1.0027
NM_024060	chr11(.):62196015-62319332	0.0991
NR_037193	chr11(.):62644170-62661355	1.2964
NM_015459	chr11(.):63391436-63444083	0.1497
NM_015080	chr11(.):64368645-64495660	0.0515
NM_003273	chr11(.):64874340-64888707	0.7822
NM_018026	chr11(.):65832823-66017213	0.2614
NM_001077241	chr11(.):65137662-65155142	1.8485
NR_002819	chr11(.):65260232-65278939	4.6009
NM_012308	chr11(.):66881739-67030550	0.3051
NM_133266	chr11(.):70308960-70512923	0.1602
NM_012309	chr11(.):70308960-70940808	0.096
NM_006645	chr11(.):72460773-72509750	0.3376
NM_014824	chr11(.):72542789-72858143	0.2319
NM_182969	chr11(.):74546954-74665232	0.4231
NM_014488	chr11(.):82687477-82787884	0.6976
NM_006006	chr11(.):113925430-114126397	0.1656
NM_001018011	chr11(.):113926287-114126397	0.166
NM_005933	chr11(.):118302204-118402539	0.4704
NR_034160	chr11(.):119247487-119374944	0.0795
NM_015313	chr11(.):120202617-120365645	0.2409
NM_002017	chr11(.):128558812-128688162	0.3136
NM_001167681	chr11(.):128557388-128688162	0.3104
NM_015261	chr11(.):134017336-134099426	0.2215
NM_182612	chr11(.):762222-782487	0.3948
NM_006755	chr11(.):742431-770024	0.3718
NR_002585	chr11(.):806680-816814	1.0698
NM_001025239	chr11(.):837823-872116	0.2865
NM_001025234	chr11(.):839080-872116	0.2913
NM_145886	chr11(.):794178-810250	1.4271
NM_016564	chr11(.):782109-795126	0.0696
NM_021128	chr11(.):834720-847529	0.6816
NM_139029	chr11(.):827951-843835	0.7745
NM_173584	chr11(.):822584-836991	0.7435
NM_024698	chr11(.):785474-801263	0.7799
NM_001004	chr11(.):804935-817876	1.0384
NM_001025237	chr11(.):839445-872116	0.2933
NM_020376	chr11(.):813900-830571	0.6725
NM_001191060	chr11(.):785474-802995	0.7096
