GENE_ID	locusLine	bin_1_KMS28BM_jia.bam
NM_001004065	chr9(.):112805877-112939791	0.7496
NM_001080398	chr9(.):114117972-114252025	0.2142
NM_005047	chr9(.):123573331-123610206	0.2036
NM_001171137	chr9(.):125878907-126035855	0.1322
NM_018387	chr9(.):125878907-126035843	0.1322
NM_013355	chr9(.):131459801-131488199	0.1686
NM_015033	chr9(.):132644465-132810473	0.2913
NM_198679	chr9(.):134447156-134590229	0.3614
NM_005312	chr9(.):134447156-134617925	0.4559
NM_152569	chr9(.):208107-220893	0.3266
NR_029400	chr9(.):163876-175508	0.1066
NM_001017969	chr9(.):5914007-6013003	0.6236
NM_004936	chr9(.):21997901-22014312	0.2983
NR_024274	chr9(.):21962137-21972753	0.0562
NM_058197	chr9(.):21962750-21979826	0.0844
NM_000077	chr9(.):21962750-21980132	0.0842
NM_058195	chr9(.):21962750-21999490	1.1072
NM_002771	chr9(.):33790558-33804229	0.0827
NM_017811	chr9(.):33812181-33925401	0.3488
NM_194313	chr9(.):34247377-34334198	0.299
NM_020702	chr9(.):34363906-34381894	0.1345
NM_001024916	chr9(.):70427003-70495171	0.1959
NM_201453	chr9(.):70426999-70495177	0.1961
NM_024077	chr9(.):91928411-91979561	0.5773
NR_036108	chr9(.):91922139-91932221	1.7306
NM_001827	chr9(.):91921112-91936618	1.8602
NM_005384	chr9(.):94166326-94191144	1.2219
NM_001083603	chr9(.):98200263-98284247	0.4014
NM_001083606	chr9(.):98200263-98274699	0.4316
NM_001083607	chr9(.):98200263-98274481	0.4324
NM_001083605	chr9(.):98200263-98275322	0.4285
NM_000264	chr9(.):98200263-98275831	0.4259
NM_001012993	chr9(.):112956845-112975413	0.0434
NM_001136562	chr9(.):112882780-112939791	0.9692
NM_004888	chr9(.):117344993-117366152	1.0161
NM_153045	chr9(.):117368705-117413703	0.5609
NM_005658	chr9(.):123659670-123694173	0.3541
NM_015651	chr9(.):123612930-123644606	0.8885
NM_001190945	chr9(.):123659670-123696451	0.4024
NM_001190947	chr9(.):123659670-123681850	0.1069
NM_001009936	chr9(.):123626852-123644606	1.517
NR_024408	chr9(.):123600319-123621651	0.3119
NM_173689	chr9(.):126113447-126146032	0.0687
NM_001045476	chr9(.):127610754-127625160	0.53
NM_030978	chr9(.):127626483-127644696	2.6535
NM_007209	chr9(.):127615157-127629240	0.5361
NM_005489	chr9(.):130495595-130538621	0.199
NM_001142532	chr9(.):130495595-130529697	0.168
NM_001142533	chr9(.):130495595-130522583	0.1871
NM_001142531	chr9(.):130495595-130529719	0.168
NM_001142534	chr9(.):130495595-130522561	0.1873
NM_170600	chr9(.):130495595-130546048	0.6593
NM_001085347	chr9(.):130488802-130502604	0.2918
NM_001018078	chr9(.):130560507-130581556	0.3773
NM_001261	chr9(.):130543304-130558052	0.88
NM_004957	chr9(.):130560153-130581556	0.3728
NR_036055	chr9(.):130543196-130553286	1.2464
NR_024425	chr9(.):130885807-130897913	0.847
NR_027812	chr9(.):130877971-130895712	0.6016
NM_001006641	chr9(.):130825478-130876524	0.7724
NM_197956	chr9(.):130818511-130834599	1.2164
NM_001006643	chr9(.):130855835-130876524	0.0871
NM_001006642	chr9(.):130849127-130876524	0.0908
NM_052901	chr9(.):130855816-130876524	0.0871
NM_025072	chr9(.):130877971-130895474	0.6086
NR_033374	chr9(.):130868449-130886013	0.0767
NM_001122821	chr9(.):131440933-131463675	1.4706
NM_052844	chr9(.):131390939-131424129	0.2038
NM_003011	chr9(.):131446508-131463675	1.6663
NM_032799	chr9(.):131478148-131491408	0.2699
NM_016520	chr9(.):132584563-132602572	0.4858
NM_006676	chr9(.):132592695-132649107	0.3983
NM_001008563	chr9(.):132592756-132649107	0.3986
NM_178138	chr9(.):139083095-139101955	2.2256
NM_181701	chr9(.):139093181-139142687	1.2329
NM_014564	chr9(.):139083095-139100004	1.8045
NM_178536	chr9(.):139841767-139854949	0.4748
NM_153200	chr9(.):139752232-139765738	0.4688
NM_000606	chr9(.):139834697-139846426	1.0309
NM_021138	chr9(.):139775964-139826067	0.8048
NM_018998	chr9(.):139829886-139844173	0.5337
NM_206920	chr9(.):139741818-139760251	0.6768
NM_014172	chr9(.):139738255-139750490	0.9135
NM_015691	chrX(.):9978794-10117518	0.3464
NM_003916	chrX(.):15838928-15878100	0.7643
NM_001123384	chrX(.):39905498-40041582	0.6094
NM_144495	chrX(.):48750194-48765420	0.4132
NM_001167990	chrX(.):48750212-48765420	0.4134
NM_001032384	chrX(.):48750538-48765420	0.4193
NM_001167992	chrX(.):48750774-48765420	0.4246
NM_015129	chrX(.):118745908-118832333	0.3973
NM_145800	chrX(.):118744687-118832333	0.3925
NM_005334	chrX(.):153208007-153241819	0.5599
NM_012080	chrX(.):6961960-7071231	0.3453
NM_001178135	chrX(.):6970626-7071231	0.3721
NM_001830	chrX(.):10119984-10210699	0.0847
NR_030727	chrX(.):12915935-12966419	0.0461
NM_021109	chrX(.):12988225-13000346	1.2912
NM_183049	chrX(.):12988224-13000346	1.2911
NM_001195328	chrX(.):13702239-13732944	0.2817
NM_152634	chrX(.):13666306-13687247	1.018
NM_017745	chrX(.):39905498-39961719	0.4447
NM_001167947	chrX(.):48745729-48760426	0.476
NM_001042498	chrX(.):48755888-48774235	0.6868
NM_001136158	chrX(.):48774302-48819893	1.2085
NM_001136159	chrX(.):48774302-48820648	1.1895
NM_006875	chrX(.):48765458-48781413	1.5902
NM_004979	chrX(.):48813638-48833251	0.348
NM_005660	chrX(.):48755458-48773917	0.6855
NM_001032289	chrX(.):48755889-48773933	0.6556
NM_002764	chrX(.):106866653-106899256	0.119
NM_004089	chrX(.):106951451-106965291	1.0269
NM_001015881	chrX(.):106951451-106964711	1.069
NR_030413	chrX(.):118775700-118785811	0.4113
NM_001130846	chrX(.):129258337-129277015	0.0395
NM_004208	chrX(.):129258337-129304861	0.1783
NM_004794	chrX(.):129300772-129323844	0.7901
NM_145813	chrX(.):129258337-129304808	0.1758
NM_003491	chrX(.):153190376-153205468	1.1819
NM_001666	chrX(.):153167829-153196714	0.5998
NM_002910	chrX(.):153195721-153215232	0.18
NM_001025243	chrX(.):153270956-153290342	0.4854
NM_003492	chrX(.):153232990-153253646	1.2449
NR_031757	chrX(.):153280370-153290440	0.839
NR_036175	chrX(.):153241548-153251627	0.6925
NR_036174	chrX(.):153241547-153251628	0.6925
NM_001098500	chr10(.):23978674-24841772	0.137
NM_018363	chr10(.):90028620-90348082	0.2046
NM_001031709	chr10(.):90038858-90348082	0.1706
NM_001083591	chr10(.):11201992-11383672	0.5286
NM_001025077	chr10(.):11042258-11383672	0.3437
NM_006561	chr10(.):11054892-11383672	0.355
NM_019590	chr10(.):24492719-24841772	0.2792
NR_033842	chr10(.):45301471-45460137	0.0924
NM_032023	chr10(.):45450218-45495172	0.8449
NM_032199	chr10(.):63656012-63861707	0.5946
NM_001035260	chr10(.):70878907-70937616	0.1446
NM_030625	chr10(.):70315116-70459239	0.342
NM_001198798	chr10(.):73851273-73980751	0.2111
NM_001198799	chr10(.):73851273-73981183	0.2107
NM_000314	chr10(.):89618194-89733532	0.6127
NM_032810	chr10(.):89507874-89582917	0.1967
NM_014912	chr10(.):93803396-94055875	0.2455
NM_001178137	chr10(.):93803396-94008036	0.2308
NM_032440	chr10(.):98587711-98729198	0.2111
NM_001170766	chr10(.):98587016-98729198	0.2102
NM_000102	chr10(.):104585287-104602290	0.0416
NM_001167604	chr10(.):111619523-111688311	1.0941
NM_019903	chr10(.):111760725-111900323	0.4471
NM_016824	chr10(.):111762710-111900323	0.4526
NM_001098207	chr10(.):43876064-43897794	0.9834
NM_004966	chr10(.):43876064-43909656	1.3711
NM_173160	chr10(.):43862091-43876783	0.2348
NM_001098204	chr10(.):43876064-43909696	1.3696
NM_001098208	chr10(.):43876064-43897279	0.9945
NM_001098205	chr10(.):43876064-43909332	1.3837
NM_001098206	chr10(.):43876064-43908299	1.4263
NR_026693	chr10(.):43927573-43983007	0.1746
NM_007021	chr10(.):45466708-45479330	2.2292
NM_001039380	chr10(.):45488145-45501470	0.6568
NM_006963	chr10(.):45491272-45505777	0.612
NR_036430	chr10(.):70842827-70869567	0.8037
NM_005041	chr10(.):72352103-72367531	0.0642
NM_173473	chr10(.):73970805-74000618	0.3736
NM_019058	chr10(.):74028676-74040797	2.8124
NM_017626	chr10(.):74087587-74119907	1.549
NR_028492	chr10(.):89573069-89610369	0.3041
NM_001126049	chr10(.):89613917-89628194	2.8662
NM_024747	chr10(.):103820146-103832793	0.3373
NM_004741	chr10(.):103906932-103928627	0.3397
NM_015062	chr10(.):103887786-103915090	0.5933
NM_001113407	chr10(.):103862324-103885210	1.3756
NM_003893	chr10(.):103862324-103879723	1.455
NM_024326	chr10(.):104174570-104187893	0.5856
NM_002779	chr10(.):104157375-104183901	0.4633
NM_024040	chr10(.):104178001-104197423	0.6882
NM_002502	chr10(.):104150431-104167281	1.3544
NM_001077494	chr10(.):104149338-104167281	1.2776
NM_001077493	chr10(.):104149228-104167281	1.2698
NR_030169	chr10(.):104191268-104201341	0.5556
NM_030912	chr10(.):104399251-104423076	1.5439
NM_001083913	chr10(.):104498726-104581021	0.3249
NM_017787	chr10(.):104530887-104581021	0.4293
NM_005962	chr10(.):111980761-112052123	0.1781
NM_001008541	chr10(.):111964988-112052123	0.5667
NM_130439	chr10(.):111962362-112052123	0.5524
NM_004419	chr10(.):112252624-112276302	1.0243
NM_207127	chr10(.):135187740-135210198	1.361
NM_138384	chr10(.):135202620-135239174	0.8115
NM_145202	chr10(.):135155843-135171187	0.1104
NM_001012508	chr10(.):135229169-135243121	0.0482
NM_001098483	chr10(.):135163794-135176529	0.2019
NM_004092	chr10(.):135170986-135191908	0.3207
NR_037509	chr10(.):135180059-135190167	0.4294
NR_024469	chr11(.):67080309-67164158	0.4373
NM_016621	chr11(.):45945869-46147985	0.2479
NM_006819	chr11(.):63948586-63977020	0.5974
NM_002335	chr11(.):68075107-68221743	0.1026
NM_001098517	chr11(.):115039344-115380241	0.4347
NM_003156	chr11(.):3871932-4119440	0.3293
NM_176822	chr11(.):7036699-7097757	0.0558
NM_014818	chr11(.):8628583-8685383	0.0508
NM_030962	chr11(.):9795213-10320754	0.0629
NM_001143830	chr11(.):22683159-22839547	0.309
NM_177553	chr11(.):22684653-22839547	0.3088
NM_005256	chr11(.):22691318-22839547	0.1589
NM_004811	chr11(.):58289343-58348390	0.5122
NM_001143995	chr11(.):58289343-58350639	0.5102
NM_002556	chr11(.):59336870-59388617	0.2154
NM_024092	chr11(.):60676370-60695915	0.9418
NM_001012662	chr11(.):62618483-62661355	1.0019
NM_001013251	chr11(.):62643343-62661355	1.2433
NM_001012661	chr11(.):62618517-62661353	1.0027
NR_037193	chr11(.):62644170-62661355	1.2964
NM_015459	chr11(.):63391436-63444083	0.1497
NM_015080	chr11(.):64368645-64495660	0.0515
NM_003273	chr11(.):64874340-64888707	0.7822
NM_018026	chr11(.):65832823-66017213	0.2614
NM_001077241	chr11(.):65137662-65155142	1.8485
NR_002819	chr11(.):65260232-65278939	4.6009
NM_012308	chr11(.):66881739-67030550	0.3051
NM_133266	chr11(.):70308960-70512923	0.1602
NM_012309	chr11(.):70308960-70940808	0.096
NM_006645	chr11(.):72460773-72509750	0.3376
NM_014824	chr11(.):72542789-72858143	0.2319
NM_182969	chr11(.):74546954-74665232	0.4231
NM_014488	chr11(.):82687477-82787884	0.6976
NM_005933	chr11(.):118302204-118402539	0.4704
NR_034160	chr11(.):119247487-119374944	0.0795
NM_015313	chr11(.):120202617-120365645	0.2409
NM_002017	chr11(.):128558812-128688162	0.3136
NM_001167681	chr11(.):128557388-128688162	0.3104
NM_182612	chr11(.):762222-782487	0.3948
NM_006755	chr11(.):742431-770024	0.3718
NR_002585	chr11(.):806680-816814	1.0698
NM_001025239	chr11(.):837823-872116	0.2865
NM_001025234	chr11(.):839080-872116	0.2913
NM_145886	chr11(.):794178-810250	1.4271
NM_016564	chr11(.):782109-795126	0.0696
NM_021128	chr11(.):834720-847529	0.6816
NM_139029	chr11(.):827951-843835	0.7745
NM_173584	chr11(.):822584-836991	0.7435
NM_024698	chr11(.):785474-801263	0.7799
NM_001004	chr11(.):804935-817876	1.0384
NM_001025237	chr11(.):839445-872116	0.2933
NM_020376	chr11(.):813900-830571	0.6725
NM_001191060	chr11(.):785474-802995	0.7096
NM_001191061	chr11(.):785474-803269	0.7
NM_001025235	chr11(.):837940-872116	0.2872
NR_027018	chr11(.):3824239-3852582	0.1159
NM_014489	chr11(.):3824765-3852582	0.1178
NM_001665	chr11(.):3843207-3867213	0.3265
NM_001004684	chr11(.):6937232-6948225	0.3068
NM_013249	chr11(.):7015548-7046586	0.0535
NM_013250	chr11(.):6942653-6984278	0.3748
NR_002580	chr11(.):8700773-8710903	2.015
NR_002977	chr11(.):8701985-8712116	2.0646
NM_000990	chr11(.):8698994-8716419	1.2261
NM_003390	chr11(.):9590227-9616313	0.933
NM_001143976	chr11(.):9591233-9616313	0.9652
NM_001124	chr11(.):10321641-10333923	3.8313
NM_001165416	chr11(.):18410935-18434765	0.9184
NM_002301	chr11(.):18428852-18477793	0.0558
NM_001165414	chr11(.):18412812-18434765	0.9811
NM_022725	chr11(.):22639078-22652387	0.7619
NM_000614	chr11(.):58385145-58398205	0.3766
NR_024091	chr11(.):58341586-58398205	0.6327
NM_053023	chr11(.):58341586-58394023	0.6762
NM_001004711	chr11(.):59277385-59288330	0.0457
NM_001004706	chr11(.):59266048-59276984	0.0333
NR_036120	chr11(.):59357549-59367631	0.0718
NM_004778	chr11(.):60613397-60628444	0.0543
NM_207341	chr11(.):60630014-60648164	0.0765
NM_014502	chr11(.):60653019-60679061	0.3821
NM_016582	chr11(.):60699554-60724257	0.0479
NM_178031	chr11(.):60686912-60709631	0.0654
NR_002565	chr11(.):62618036-62628103	1.7526
NM_199337	chr11(.):62549873-62562872	1.1855
NM_003164	chr11(.):62569368-62604560	0.8214
NM_018093	chr11(.):62595382-62612628	1.643
NR_003098	chr11(.):62614459-62628360	1.2965
NR_002561	chr11(.):62616134-62626204	1.7206
NR_002560	chr11(.):62615797-62625865	1.7028
NR_002559	chr11(.):62616375-62626440	1.724
NR_000008	chr11(.):62615381-62625507	1.6541
NR_002564	chr11(.):62617763-62627838	1.7483
NR_002563	chr11(.):62617483-62627555	1.7481
NR_002562	chr11(.):62617092-62627167	1.7366
NM_001081491	chr11(.):62554597-62577964	1.2385
NM_001080501	chr11(.):62552786-62564486	1.3139
NM_201429	chr11(.):63443921-63532363	0.3414
NM_006054	chr11(.):63443921-63532342	0.3415
NM_004470	chr11(.):64003412-64016607	1.7512
NM_000932	chr11(.):64013994-64041924	0.8167
NM_005528	chr11(.):63992752-64006753	0.9917
NM_001160390	chr11(.):63986270-63998726	0.8579
NM_032344	chr11(.):63988737-64002488	0.9572
NM_004322	chr11(.):64032299-64057176	1.1607
NM_178443	chr11(.):63969151-63996363	0.3419
NM_057092	chr11(.):64004587-64016607	1.9133
NM_033310	chr11(.):64053792-64072503	0.4768
NM_003377	chr11(.):63997265-64011259	1.3987
NM_020155	chr11(.):64048581-64061972	0.8094
NM_001135208	chr11(.):64003603-64016607	1.7735
NM_001039496	chr11(.):64062862-64077239	1.1495
NM_001170726	chr11(.):64046810-64061972	0.7198
NM_001160393	chr11(.):63986270-63998341	0.8137
NM_001170881	chr11(.):64047284-64061972	0.7423
NM_001177358	chr11(.):64047282-64061972	0.7422
NM_138689	chr11(.):64006950-64019413	1.945
NM_004630	chr11(.):64527075-64551316	1.0619
NM_000244	chr11(.):64565985-64583188	0.2768
NM_130803	chr11(.):64565985-64583766	0.2704
NM_004579	chr11(.):64551608-64575713	0.1279
NM_017525	chr11(.):64586661-64617041	0.1018
NM_130800	chr11(.):64565985-64583035	0.279
NM_130802	chr11(.):64565985-64583213	0.2764
NM_001164716	chr11(.):64508860-64533187	0.1745
NM_001098671	chr11(.):64489382-64516630	0.1817
NM_001178030	chr11(.):64527075-64550938	1.0778
NM_001178031	chr11(.):64527075-64550232	1.1079
NM_001098670	chr11(.):64489382-64517329	0.1791
NM_153819	chr11(.):64489382-64517928	0.1772
NM_015104	chr11(.):64657003-64689722	0.2693
NR_029829	chr11(.):64653826-64663911	0.1469
NM_006244	chr11(.):64687142-64706950	0.2904
NM_006795	chr11(.):64615207-64651191	2.5083
NR_029578	chr11(.):64653608-64663718	0.1485
NM_147777	chr11(.):64789909-64813044	0.6322
NM_013299	chr11(.):64803375-64817300	0.6705
NM_005468	chr11(.):64807294-64831009	0.4237
NM_080668	chr11(.):64839926-64856615	0.9463
NM_006782	chr11(.):64846693-64860874	0.8395
NM_013265	chr11(.):64858682-64884180	0.4514
NR_037567	chr11(.):64884654-64899841	1.0533
NM_172230	chr11(.):64889750-64907003	1.5884
NM_001997	chr11(.):64883098-64894672	1.3507
NM_004927	chr11(.):64884715-64899841	1.0353
NM_014205	chr11(.):64878874-64890170	1.5697
NM_001008778	chr11(.):64932706-64945688	0.085
NM_006268	chr11(.):65096345-65125451	0.4452
NM_145719	chr11(.):65117281-65130082	0.3393
NR_028272	chr11(.):65185268-65199003	8.519
NR_030343	chr11(.):65206928-65217028	1.5778
NM_031904	chr11(.):65149040-65185995	1.7694
NM_032223	chr11(.):65378782-65409910	0.794
NM_001098785	chr11(.):65334819-65346669	5.5812
NM_021070	chr11(.):65301029-65330699	0.6918
NM_033455	chr11(.):65355325-65368467	2.002
NM_001099409	chr11(.):65338508-65365116	3.6062
NM_002419	chr11(.):65360225-65386720	0.8209
NM_001048218	chr11(.):65287547-65311182	0.6646
NM_006396	chr11(.):65332942-65344239	5.0302
NM_153253	chr11(.):65402591-65423391	0.6005
NM_006747	chr11(.):65400577-65423391	0.5567
NM_001145138	chr11(.):65416066-65435443	1.2031
NM_001143985	chr11(.):65764549-65776617	1.0756
NM_001323	chr11(.):65774461-65785976	0.0556
NM_053054	chr11(.):65779222-65798988	0.0943
NM_032325	chr11(.):65759016-65774578	0.8551
NM_006842	chr11(.):65814815-65841382	1.3715
NM_033036	chr11(.):65803235-65821651	0.8681
NM_014578	chr11(.):66819288-66844488	0.1617
NM_207354	chr11(.):67051761-67074955	1.2594
NM_017857	chr11(.):67065918-67085078	0.3147
NR_030767	chr11(.):67051815-67074955	1.2619
NM_001619	chr11(.):67028904-67059029	2.0164
NM_020441	chr11(.):67200517-67215983	2.7342
NM_145200	chr11(.):67217817-67234245	0.4282
NM_001078651	chr11(.):67226818-67241731	0.7185
NM_001166222	chr11(.):67178148-67198078	0.7454
NM_206997	chr11(.):67213771-67225200	0.0723
NM_005608	chr11(.):67197980-67210153	3.0277
NM_003952	chr11(.):67190934-67207879	2.8095
NM_198517	chr11(.):67166411-67182560	0.867
NM_004584	chr11(.):67154422-67170883	1.2422
NM_002708	chr11(.):67160651-67174376	1.0418
NM_001166212	chr11(.):67126638-67146648	0.3718
NM_013246	chr11(.):67126638-67146206	0.3772
NM_001018070	chr11(.):67200517-67216263	2.686
NM_003977	chr11(.):67245504-67263579	0.3587
NM_022338	chr11(.):68023802-68044469	1.4489
NM_001098515	chr11(.):68766861-68785850	0.0529
NM_139075	chr11(.):68811349-68863072	0.9071
NM_033388	chr11(.):72520450-72545680	1.0165
NM_032871	chr11(.):73082712-73113519	0.6271
NM_152222	chr11(.):73082404-73113519	0.6226
NM_014752	chr11(.):74655291-74695076	0.4858
NR_033347	chr11(.):82747505-82757640	0.0909
NM_015885	chr11(.):82863136-82901835	0.9575
NM_182603	chr11(.):82900290-82965013	0.1466
NM_004268	chr11(.):93512404-93551496	0.2358
NR_003032	chr11(.):93459144-93469265	0.3271
NR_003026	chr11(.):93460169-93470299	0.3976
NR_002959	chr11(.):93461631-93471763	0.5996
NM_024116	chr11(.):93464095-93479703	1.2963
NR_002973	chr11(.):93463275-93473402	0.9145
NM_014039	chr11(.):93469792-93501247	0.5946
NR_003036	chr11(.):93459668-93469739	0.3611
NR_031639	chr11(.):93461839-93471930	0.63
NR_002569	chr11(.):93449679-93460032	0.0938
NR_003028	chr11(.):93458680-93468812	0.3036
NR_002920	chr11(.):93460526-93470665	0.4357
NR_003033	chr11(.):93461393-93471466	0.5631
NM_017515	chr11(.):107656716-107734914	0.4046
NM_006235	chr11(.):111217980-111255157	1.6752
NM_019021	chr11(.):114257169-114276139	0.8442
NM_016090	chr11(.):114266383-114284635	0.8955
NM_015523	chr11(.):114305107-114326000	1.0306
NM_006476	chr11(.):118267103-118285562	0.7194
NM_000190	chr11(.):118950586-118969259	1.3569
NM_002105	chr11(.):118959584-118971177	1.48
NM_001024382	chr11(.):118953696-118969259	1.609
NM_001130991	chr11(.):118909895-118932925	0.7781
NM_015517	chr11(.):118987287-119010765	0.311
NM_006389	chr11(.):118909895-118932916	0.7784
NM_014807	chr11(.):118973092-118992827	0.9254
NM_021729	chr11(.):118933492-118957688	0.5947
NM_001382	chr11(.):118962212-118977785	2.1661
NM_001142505	chr11(.):119015298-119038374	0.0952
NM_022169	chr11(.):119014749-119038374	0.0951
NM_004205	chr11(.):119220924-119257436	1.6176
NM_015645	chr11(.):119204651-119222383	0.3078
NM_032015	chr11(.):119200236-119213022	0.4139
NM_171997	chr11(.):119220924-119239892	2.7938
NM_006500	chr11(.):119174233-119192840	0.4472
NM_001198675	chr11(.):120190837-120209388	2.4228
NR_027288	chr11(.):122883273-122895319	0.0618
NM_006597	chr11(.):122923199-122937844	1.8511
NM_152641	chr12(.):46118619-46306819	0.2803
NM_001173982	chr12(.):104845691-105160792	0.2299
NM_006836	chr12(.):120560013-120637513	0.2246
NM_007273	chr12(.):7069516-7084891	0.5082
NM_001144831	chr12(.):7069514-7084916	0.5077
NR_036693	chr12(.):9817307-9857151	0.0996
NM_001197317	chr12(.):9817330-9857151	0.0996
NM_001004419	chr12(.):9817308-9857151	0.0996
NM_144973	chr12(.):31530156-31748952	0.147
NM_005164	chr12(.):39940021-40018843	0.7868
NM_001031748	chr12(.):40014971-40120720	0.2017
NM_175736	chr12(.):50026723-50106197	0.2038
NM_001033873	chr12(.):51634132-51668994	0.0932
NM_001031628	chr12(.):51634132-51669202	0.0927
NM_013449	chr12(.):56984379-57035163	0.5668
NM_006400	chr12(.):57919093-57945978	0.2172
NM_006576	chr12(.):58186159-58214852	0.0522
NM_001172697	chr12(.):58171527-58201639	0.1182
NM_018279	chr12(.):72074877-72102839	0.7413
NM_005761	chr12(.):94537498-94704225	0.512
NM_002150	chr12(.):122272432-122301769	0.146
NM_002956	chr12(.):122750980-122912116	0.312
NM_003959	chr12(.):123315038-123352507	0.2055
NM_001082959	chr12(.):125257173-125353519	0.052
NM_001975	chr12(.):7018613-7037859	0.2032
NM_002831	chr12(.):7055433-7075479	0.9764
NR_029779	chr12(.):7067861-7077929	0.9339
NM_080548	chr12(.):7050739-7075479	1.0978
NM_001007026	chr12(.):7028625-7056484	0.557
NM_006992	chr12(.):7008896-7028406	0.0541
NM_001940	chr12(.):7032479-7056484	0.6387
NR_003010	chr12(.):7071499-7081769	0.6558
NM_138425	chr12(.):7048202-7060165	0.9917
NR_029682	chr12(.):7068259-7078354	0.7224
NM_005768	chr12(.):7080346-7130842	0.1046
NM_006331	chr12(.):7074943-7090165	0.3425
NR_036052	chr12(.):9387065-9397147	0.0269
NR_033399	chr12(.):9565286-9605768	0.185
NM_002258	chr12(.):9742869-9765497	0.0282
NR_002814	chr12(.):9795642-9816008	1.033
NR_026672	chr12(.):9902163-9918497	0.1863
NM_172004	chr12(.):9870090-9890860	2.6291
NM_005127	chr12(.):9999967-10027458	1.1526
NM_001190765	chr12(.):10029087-10053432	0.0402
NM_016523	chr12(.):9975076-10002603	0.0302
NR_036052	chr12(.):12259885-12269967	0.0451
NM_006152	chr12(.):25200240-25266269	0.4323
NR_028408	chr12(.):46114502-46126704	3.3762
NM_001098532	chr12(.):48123452-48157181	0.4954
NM_017842	chr12(.):48161966-48181536	0.3975
NM_006105	chr12(.):48123452-48157244	0.4946
NM_001098531	chr12(.):48123452-48157889	0.4865
NM_001098416	chr12(.):48171506-48218763	1.6556
NM_001098576	chr12(.):50130591-50163717	0.6322
NM_003217	chr12(.):50130292-50163717	0.6268
NM_001971	chr12(.):51717226-51745463	0.6484
NM_016293	chr12(.):51669821-51722938	0.6333
NM_015665	chr12(.):53696239-53720412	0.3876
NM_152860	chr12(.):53715359-53734537	0.2806
NM_001173467	chr12(.):53715359-53735004	0.2749
NM_001164691	chr12(.):53812638-53830318	0.0785
NM_003109	chr12(.):53769427-53815226	0.3578
NM_138473	chr12(.):53768978-53815226	0.3549
NM_000946	chr12(.):57120363-57151146	0.231
NR_003046	chr12(.):57032463-57042538	1.0951
NM_001686	chr12(.):57026958-57044852	1.2369
NM_005594	chr12(.):57101210-57124066	1.6391
NR_002737	chr12(.):57033810-57043885	1.08
NM_001113203	chr12(.):57101210-57124326	1.6213
NM_006601	chr12(.):57052124-57087078	0.9055
NM_003725	chr12(.):57152107-57186574	0.0426
NM_020142	chr12(.):57623685-57639475	2.607
NM_001166357	chr12(.):57619142-57633718	2.0155
NR_029416	chr12(.):57618827-57633718	1.973
NR_029417	chr12(.):57618355-57633718	1.9138
NR_029415	chr12(.):57619110-57633718	2.0111
NM_007224	chr12(.):57605577-57625232	1.1746
NM_145064	chr12(.):57632241-57649969	1.665
NR_031597	chr12(.):57583286-57593359	0.0269
NM_031479	chr12(.):57844095-57856791	4.2699
NM_001080157	chr12(.):57861037-57878424	0.0546
NM_001195056	chr12(.):57905370-57919300	2.2066
NM_052897	chr12(.):57911658-57928931	1.7751
NM_001167609	chr12(.):57848933-57871047	1.7053
NM_001160045	chr12(.):57848917-57871047	1.7053
NM_001080156	chr12(.):57861037-57876728	0.0522
NM_032496	chr12(.):57861037-57878633	0.0551
NM_005538	chr12(.):57823542-57849609	1.1839
NM_004990	chr12(.):57876850-57915433	0.6556
NM_004984	chr12(.):57938846-57983554	0.1167
NM_005730	chr12(.):58208709-58245747	0.8617
NR_029847	chr12(.):58213391-58223475	0.0812
NM_017440	chr12(.):68683345-68731161	0.0454
NM_031435	chr12(.):72052676-72079428	0.3137
NM_144982	chr12(.):71998378-72062749	0.1614
NM_001946	chr12(.):89736836-89751296	1.923
NM_181724	chr12(.):108978621-108996894	0.0294
NM_003006	chr12(.):109010679-109032670	1.2739
NM_001002	chr12(.):120629502-120644014	1.4368
NM_025157	chr12(.):120643249-120692957	0.0605
NM_019034	chr12(.):122210659-122236594	0.5294
NR_002809	chr12(.):122228172-122246390	3.6608
NM_015048	chr12(.):122237637-122275562	1.6808
NM_024667	chr12(.):123344874-123385712	1.4466
NM_021009	chr12(.):125391191-125404587	1.4673
NM_001145353	chr13(.):41501054-41561418	0.1908
NM_172373	chr13(.):41501054-41598508	0.5578
NM_152910	chr13(.):42617888-42808888	0.1061
NM_001079673	chr13(.):49545047-49788915	0.1348
NM_001146070	chr13(.):60966426-61153013	0.1863
NM_001146071	chr13(.):60965590-61153013	0.1859
NM_007187	chr13(.):41630696-41663139	0.4466
NM_198217	chr13(.):111360082-111378421	1.1226
NM_024537	chr13(.):111288756-111363480	0.1008
NM_198218	chr13(.):111360609-111378421	1.1528
NM_198219	chr13(.):111360624-111378421	1.1537
NM_005537	chr13(.):111362358-111378421	1.2742
NM_022060	chr14(.):23062146-23086265	1.5525
NM_006246	chr14(.):63836354-64015079	0.4144
NR_027004	chr14(.):94366075-94397718	0.0425
NM_007110	chr14(.):20828825-20886579	0.1473
NM_020366	chr14(.):21751135-21824460	0.1939
NM_001048205	chr14(.):24636233-24654463	0.1178
NM_152329	chr14(.):50060414-50086390	0.644
NM_001042481	chr14(.):51950854-52202444	0.3304
NM_152330	chr14(.):52113575-52202444	0.3112
NM_030637	chr14(.):53498457-53625046	0.4371
