GENE_ID	locusLine	bin_1_03_0EWP_0229Kronos_MM1S-KB-1hr-1_H3K18Ac_hs-dm_i05.bam
1_MACS_peak_13767_lociStitched	chr2(.):196332626-196336002	0.6589
1_MACS_peak_13768_lociStitched	chr2(.):196422883-196425288	0.8305
2_MACS_peak_13769_lociStitched	chr2(.):196513851-196523535	1.0064
2_MACS_peak_13771_lociStitched	chr2(.):196909797-196917208	0.9768
1_MACS_peak_13773_lociStitched	chr2(.):196932737-196934312	1.6252
1_MACS_peak_13774_lociStitched	chr2(.):196941838-196943618	0.7539
1_MACS_peak_13775_lociStitched	chr2(.):196965569-196967064	0.6746
4_MACS_peak_13776_lociStitched	chr2(.):197023917-197048429	0.8871
1_MACS_peak_13780_lociStitched	chr2(.):197075382-197077321	0.9956
3_MACS_peak_13781_lociStitched	chr2(.):197088957-197106105	0.399
1_MACS_peak_13784_lociStitched	chr2(.):197126877-197128823	0.9719
1_MACS_peak_13785_lociStitched	chr2(.):197138581-197140302	0.6019
1_MACS_peak_13786_lociStitched	chr2(.):197156166-197158153	0.8346
1_MACS_peak_13787_lociStitched	chr2(.):197344928-197346816	0.7187
1_MACS_peak_13788_lociStitched	chr2(.):197457337-197458368	0.5988
1_MACS_peak_13789_lociStitched	chr2(.):197663676-197664954	0.8343
1_MACS_peak_13790_lociStitched	chr2(.):197790763-197792514	1.0169
1_MACS_peak_13791_lociStitched	chr2(.):198063024-198064557	0.712
2_MACS_peak_13792_lociStitched	chr2(.):198073495-198082255	0.7229
1_MACS_peak_13794_lociStitched	chr2(.):198103355-198105645	0.702
1_MACS_peak_13795_lociStitched	chr2(.):198157509-198159827	1.2298
2_MACS_peak_13796_lociStitched	chr2(.):198170541-198176067	0.8545
1_MACS_peak_13798_lociStitched	chr2(.):198220313-198221343	0.4651
1_MACS_peak_13799_lociStitched	chr2(.):198298697-198300933	2.0025
1_MACS_peak_13800_lociStitched	chr2(.):198317290-198319345	1.7312
1_MACS_peak_13801_lociStitched	chr2(.):198346223-198347696	0.7208
1_MACS_peak_13802_lociStitched	chr2(.):198362940-198366177	2.1808
1_MACS_peak_13803_lociStitched	chr2(.):198378983-198381807	3.046
1_MACS_peak_13804_lociStitched	chr2(.):198569271-198571384	1.349
1_MACS_peak_13805_lociStitched	chr2(.):198650722-198651696	0.5594
1_MACS_peak_13806_lociStitched	chr2(.):198668564-198670523	0.7947
1_MACS_peak_13807_lociStitched	chr2(.):198702388-198704221	0.6273
1_MACS_peak_13808_lociStitched	chr2(.):198711721-198714128	0.9623
1_MACS_peak_13809_lociStitched	chr2(.):198753504-198754571	0.5301
1_MACS_peak_13810_lociStitched	chr2(.):198868488-198871923	2.3665
1_MACS_peak_13811_lociStitched	chr2(.):199777338-199779682	0.7793
1_MACS_peak_13812_lociStitched	chr2(.):199837353-199839798	0.9084
1_MACS_peak_13813_lociStitched	chr2(.):200014264-200014876	1.4108
1_MACS_peak_13814_lociStitched	chr2(.):200322950-200325157	1.0689
1_MACS_peak_13815_lociStitched	chr2(.):200715155-200716224	1.019
1_MACS_peak_13816_lociStitched	chr2(.):200775435-200777243	1.6772
1_MACS_peak_13817_lociStitched	chr2(.):200819427-200821280	2.8826
1_MACS_peak_13818_lociStitched	chr2(.):201170327-201173077	1.9075
2_MACS_peak_13819_lociStitched	chr2(.):201237802-201242858	0.7566
1_MACS_peak_13821_lociStitched	chr2(.):201271959-201274252	0.936
2_MACS_peak_13822_lociStitched	chr2(.):201286767-201292868	1.3975
2_MACS_peak_13824_lociStitched	chr2(.):201312460-201322244	0.8415
1_MACS_peak_13826_lociStitched	chr2(.):201334709-201337652	1.2765
1_MACS_peak_13827_lociStitched	chr2(.):201373617-201375439	1.5527
1_MACS_peak_13828_lociStitched	chr2(.):201390694-201391771	0.69
1_MACS_peak_13829_lociStitched	chr2(.):201577536-201579094	1.2459
1_MACS_peak_13830_lociStitched	chr2(.):201675728-201678002	4.6709
1_MACS_peak_13831_lociStitched	chr2(.):201726684-201730197	3.0191
1_MACS_peak_13832_lociStitched	chr2(.):201752785-201755389	1.7413
1_MACS_peak_13833_lociStitched	chr2(.):201827220-201829331	1.5005
2_MACS_peak_13834_lociStitched	chr2(.):201932399-201937377	1.0394
3_MACS_peak_13836_lociStitched	chr2(.):201980046-201994812	2.9548
1_MACS_peak_13839_lociStitched	chr2(.):202021858-202023583	0.8001
4_MACS_peak_13840_lociStitched	chr2(.):202040023-202060078	0.4335
4_MACS_peak_13844_lociStitched	chr2(.):202084199-202099703	0.6955
2_MACS_peak_13848_lociStitched	chr2(.):202116329-202128230	2.1607
1_MACS_peak_13850_lociStitched	chr2(.):202207537-202209587	0.6174
1_MACS_peak_13851_lociStitched	chr2(.):202315348-202317531	1.1855
1_MACS_peak_13852_lociStitched	chr2(.):202506784-202508650	1.5977
1_MACS_peak_13853_lociStitched	chr2(.):202623689-202625581	0.8675
1_MACS_peak_13854_lociStitched	chr2(.):202644909-202646753	1.2861
1_MACS_peak_13855_lociStitched	chr2(.):202828825-202830344	0.8749
2_MACS_peak_13856_lociStitched	chr2(.):202842290-202846437	0.8551
2_MACS_peak_13858_lociStitched	chr2(.):202867123-202871694	0.6169
1_MACS_peak_13860_lociStitched	chr2(.):202897130-202899270	0.7901
1_MACS_peak_13861_lociStitched	chr2(.):203102190-203104306	1.2507
1_MACS_peak_13862_lociStitched	chr2(.):203129323-203132109	2.8726
1_MACS_peak_13863_lociStitched	chr2(.):203240036-203242726	0.8152
1_MACS_peak_13864_lociStitched	chr2(.):203498930-203501288	0.797
1_MACS_peak_13865_lociStitched	chr2(.):203735242-203737201	1.3063
1_MACS_peak_13866_lociStitched	chr2(.):203775797-203778097	1.2506
1_MACS_peak_13867_lociStitched	chr2(.):203878445-203880390	0.9517
1_MACS_peak_13868_lociStitched	chr2(.):204102946-204105142	2.5005
1_MACS_peak_13869_lociStitched	chr2(.):204192248-204194243	1.0743
1_MACS_peak_13870_lociStitched	chr2(.):204347999-204350198	0.731
1_MACS_peak_13871_lociStitched	chr2(.):204398987-204400928	1.4142
2_MACS_peak_13872_lociStitched	chr2(.):204443048-204449895	0.6056
1_MACS_peak_13874_lociStitched	chr2(.):204462314-204464428	1.1269
1_MACS_peak_13875_lociStitched	chr2(.):204523731-204525162	0.4747
1_MACS_peak_13876_lociStitched	chr2(.):204537836-204540167	1.2248
4_MACS_peak_13877_lociStitched	chr2(.):204552971-204573792	1.216
1_MACS_peak_13881_lociStitched	chr2(.):204582342-204583807	0.8107
1_MACS_peak_13882_lociStitched	chr2(.):204596161-204598097	0.7306
1_MACS_peak_13883_lociStitched	chr2(.):204662746-204666177	1.6743
1_MACS_peak_13884_lociStitched	chr2(.):204679170-204682942	0.6089
3_MACS_peak_13885_lociStitched	chr2(.):204717029-204726904	0.5039
1_MACS_peak_13888_lociStitched	chr2(.):204735697-204737533	0.8537
3_MACS_peak_13889_lociStitched	chr2(.):204750476-204763642	0.5242
1_MACS_peak_13892_lociStitched	chr2(.):204773279-204774930	0.8501
1_MACS_peak_13893_lociStitched	chr2(.):204890336-204894149	1.3479
1_MACS_peak_13894_lociStitched	chr2(.):204909810-204912472	0.6973
1_MACS_peak_13895_lociStitched	chr2(.):204973205-204976010	0.6749
1_MACS_peak_13896_lociStitched	chr2(.):205409480-205411468	2.1121
2_MACS_peak_13897_lociStitched	chr2(.):206571289-206579934	0.2582
1_MACS_peak_13899_lociStitched	chr2(.):206750112-206750872	0.5706
1_MACS_peak_13900_lociStitched	chr2(.):206848370-206849629	0.6368
1_MACS_peak_13901_lociStitched	chr2(.):206948764-206951690	2.3381
1_MACS_peak_13902_lociStitched	chr2(.):207023146-207025869	2.0069
1_MACS_peak_13903_lociStitched	chr2(.):207109364-207111486	1.2158
1_MACS_peak_13904_lociStitched	chr2(.):207138712-207142619	1.4853
1_MACS_peak_13905_lociStitched	chr2(.):207307874-207309235	0.3876
1_MACS_peak_13906_lociStitched	chr2(.):207397835-207400786	0.5934
1_MACS_peak_13907_lociStitched	chr2(.):207629461-207631244	2.0588
3_MACS_peak_13908_lociStitched	chr2(.):207997597-208015187	0.5146
1_MACS_peak_13911_lociStitched	chr2(.):208029052-208032381	2.8845
1_MACS_peak_13912_lociStitched	chr2(.):208175612-208177169	0.7306
1_MACS_peak_13913_lociStitched	chr2(.):208201437-208202944	0.5237
1_MACS_peak_13914_lociStitched	chr2(.):208272434-208274013	0.5875
1_MACS_peak_13915_lociStitched	chr2(.):208393317-208396446	2.2849
1_MACS_peak_13916_lociStitched	chr2(.):208488713-208492220	1.9155
1_MACS_peak_13917_lociStitched	chr2(.):208575211-208577589	0.9911
1_MACS_peak_13918_lociStitched	chr2(.):208633357-208635638	0.7851
1_MACS_peak_13919_lociStitched	chr2(.):208889570-208891088	0.8084
1_MACS_peak_13920_lociStitched	chr2(.):209118516-209120611	0.6127
1_MACS_peak_13921_lociStitched	chr2(.):209129936-209131854	0.9449
1_MACS_peak_13922_lociStitched	chr2(.):209346354-209348195	0.9598
1_MACS_peak_13923_lociStitched	chr2(.):209691384-209693420	1.0193
1_MACS_peak_13924_lociStitched	chr2(.):210010514-210012433	0.9705
1_MACS_peak_13925_lociStitched	chr2(.):210233108-210234942	0.8918
1_MACS_peak_13926_lociStitched	chr2(.):210287967-210289548	0.7036
1_MACS_peak_13927_lociStitched	chr2(.):210390331-210392290	0.5677
1_MACS_peak_13928_lociStitched	chr2(.):210866485-210868369	1.2834
1_MACS_peak_13929_lociStitched	chr2(.):211034296-211037411	1.7849
1_MACS_peak_13930_lociStitched	chr2(.):211340650-211341892	1.4515
1_MACS_peak_13931_lociStitched	chr2(.):212068062-212070293	0.8723
1_MACS_peak_13932_lociStitched	chr2(.):212231666-212233561	0.6274
1_MACS_peak_13933_lociStitched	chr2(.):212495663-212496656	0.5516
1_MACS_peak_13934_lociStitched	chr2(.):212793716-212796336	0.7746
1_MACS_peak_13935_lociStitched	chr2(.):212896186-212897837	0.4986
1_MACS_peak_13936_lociStitched	chr2(.):212916211-212918697	1.6398
1_MACS_peak_13937_lociStitched	chr2(.):214016205-214017589	1.1836
1_MACS_peak_13938_lociStitched	chr2(.):214107937-214108872	0.6368
1_MACS_peak_13939_lociStitched	chr2(.):214148227-214150000	1.2976
1_MACS_peak_13940_lociStitched	chr2(.):214179664-214180606	0.5133
1_MACS_peak_13941_lociStitched	chr2(.):215672387-215675544	2.2868
1_MACS_peak_13942_lociStitched	chr2(.):216175665-216178065	3.1828
1_MACS_peak_13943_lociStitched	chr2(.):216300171-216302098	0.8195
1_MACS_peak_13944_lociStitched	chr2(.):216545622-216547015	0.4457
1_MACS_peak_13945_lociStitched	chr2(.):216675820-216677275	0.6503
1_MACS_peak_13946_lociStitched	chr2(.):216704626-216707398	0.7653
1_MACS_peak_13947_lociStitched	chr2(.):216745047-216746212	0.5416
4_MACS_peak_13948_lociStitched	chr2(.):216764496-216784407	0.5267
2_MACS_peak_13952_lociStitched	chr2(.):216877111-216883172	1.5584
1_MACS_peak_13954_lociStitched	chr2(.):216921845-216923564	1.2499
2_MACS_peak_13955_lociStitched	chr2(.):216945633-216956495	0.473
2_MACS_peak_13957_lociStitched	chr2(.):216973248-216980384	1.2637
1_MACS_peak_13959_lociStitched	chr2(.):217080571-217088876	2.287
1_MACS_peak_13960_lociStitched	chr2(.):217153413-217154990	0.7217
1_MACS_peak_13961_lociStitched	chr2(.):217276736-217278076	1.6937
1_MACS_peak_13962_lociStitched	chr2(.):217362392-217364853	1.9108
1_MACS_peak_13963_lociStitched	chr2(.):218458144-218459317	0.4997
1_MACS_peak_13964_lociStitched	chr2(.):218474107-218476617	1.662
3_MACS_peak_13965_lociStitched	chr2(.):218898895-218911961	0.3523
1_MACS_peak_13968_lociStitched	chr2(.):218933024-218934489	1.0677
1_MACS_peak_13969_lociStitched	chr2(.):219081009-219085485	1.1579
1_MACS_peak_13970_lociStitched	chr2(.):219093179-219095417	0.6873
1_MACS_peak_13971_lociStitched	chr2(.):219133737-219136073	1.1466
3_MACS_peak_13972_lociStitched	chr2(.):219148533-219160894	1.093
1_MACS_peak_13975_lociStitched	chr2(.):219231784-219233268	1.1531
3_MACS_peak_13976_lociStitched	chr2(.):219260095-219272245	0.7262
1_MACS_peak_13979_lociStitched	chr2(.):219431989-219435843	4.4145
1_MACS_peak_13980_lociStitched	chr2(.):219464431-219466419	0.8116
1_MACS_peak_13981_lociStitched	chr2(.):219523100-219525344	1.9278
1_MACS_peak_13982_lociStitched	chr2(.):219536008-219537554	1.7778
2_MACS_peak_13983_lociStitched	chr2(.):219571900-219576399	0.9675
1_MACS_peak_13985_lociStitched	chr2(.):219597672-219599466	0.6648
4_MACS_peak_13986_lociStitched	chr2(.):219743249-219763375	1.3869
1_MACS_peak_13990_lociStitched	chr2(.):219773084-219774688	1.2414
1_MACS_peak_13991_lociStitched	chr2(.):220024597-220026023	1.5267
1_MACS_peak_13992_lociStitched	chr2(.):220040474-220043808	2.3878
1_MACS_peak_13993_lociStitched	chr2(.):220070447-220072334	1.4404
1_MACS_peak_13994_lociStitched	chr2(.):220082082-220084270	1.2272
1_MACS_peak_13995_lociStitched	chr2(.):220093202-220095733	1.3804
3_MACS_peak_13996_lociStitched	chr2(.):220109359-220120425	0.8302
1_MACS_peak_13999_lociStitched	chr2(.):220142180-220145372	1.7368
1_MACS_peak_14000_lociStitched	chr2(.):220158937-220160091	0.8659
1_MACS_peak_14001_lociStitched	chr2(.):220251471-220253606	1.2567
1_MACS_peak_14002_lociStitched	chr2(.):220362495-220364374	0.9531
1_MACS_peak_14003_lociStitched	chr2(.):220406151-220409487	1.2938
1_MACS_peak_14004_lociStitched	chr2(.):220461696-220463650	1.1121
1_MACS_peak_14005_lociStitched	chr2(.):223043419-223043844	1.45
1_MACS_peak_14006_lociStitched	chr2(.):223182731-223184976	0.6044
1_MACS_peak_14007_lociStitched	chr2(.):223288292-223289940	0.6655
1_MACS_peak_14008_lociStitched	chr2(.):223436949-223438235	0.7561
1_MACS_peak_14009_lociStitched	chr2(.):223519173-223522014	6.8721
1_MACS_peak_14010_lociStitched	chr2(.):223725298-223726826	1.0935
2_MACS_peak_14011_lociStitched	chr2(.):224127651-224130761	0.521
2_MACS_peak_14013_lociStitched	chr2(.):224700924-224707057	0.6349
1_MACS_peak_14015_lociStitched	chr2(.):224746246-224747542	0.6336
1_MACS_peak_14016_lociStitched	chr2(.):224760989-224762404	0.5698
3_MACS_peak_14017_lociStitched	chr2(.):224808747-224822917	0.4429
1_MACS_peak_14020_lociStitched	chr2(.):224889667-224891750	0.926
1_MACS_peak_14021_lociStitched	chr2(.):224903062-224904768	0.834
1_MACS_peak_14022_lociStitched	chr2(.):225385753-225386899	0.7458
1_MACS_peak_14023_lociStitched	chr2(.):225449153-225451505	0.9012
1_MACS_peak_14024_lociStitched	chr2(.):225758918-225760066	0.487
2_MACS_peak_14025_lociStitched	chr2(.):225802443-225812454	0.2077
1_MACS_peak_14027_lociStitched	chr2(.):225821812-225823484	0.6362
1_MACS_peak_14028_lociStitched	chr2(.):225834060-225836321	0.7989
1_MACS_peak_14029_lociStitched	chr2(.):225905188-225907804	1.3338
1_MACS_peak_14030_lociStitched	chr2(.):225978769-225979592	0.4343
1_MACS_peak_14031_lociStitched	chr2(.):226895290-226896567	0.839
1_MACS_peak_14032_lociStitched	chr2(.):227287237-227289419	0.6912
1_MACS_peak_14033_lociStitched	chr2(.):227636022-227639327	0.9485
3_MACS_peak_14034_lociStitched	chr2(.):227655574-227666688	0.8064
1_MACS_peak_14037_lociStitched	chr2(.):227699783-227702089	3.1312
1_MACS_peak_14038_lociStitched	chr2(.):227709995-227710943	0.4982
1_MACS_peak_14039_lociStitched	chr2(.):227737522-227739411	0.669
2_MACS_peak_14040_lociStitched	chr2(.):227769604-227782185	0.6197
1_MACS_peak_14042_lociStitched	chr2(.):227834314-227836777	1.0674
1_MACS_peak_14043_lociStitched	chr2(.):228027908-228030256	2.2528
1_MACS_peak_14044_lociStitched	chr2(.):228172826-228174634	0.6548
1_MACS_peak_14045_lociStitched	chr2(.):228189068-228191223	2.1416
2_MACS_peak_14046_lociStitched	chr2(.):228274688-228280858	1.9248
1_MACS_peak_14048_lociStitched	chr2(.):228336348-228338138	1.3194
1_MACS_peak_14049_lociStitched	chr2(.):228669553-228671126	0.5129
1_MACS_peak_14050_lociStitched	chr2(.):228746419-228747442	0.5585
1_MACS_peak_14051_lociStitched	chr2(.):229397103-229397673	0.3745
1_MACS_peak_14052_lociStitched	chr2(.):230419338-230419794	4.9417
1_MACS_peak_14053_lociStitched	chr2(.):230785799-230788080	0.9265
1_MACS_peak_14054_lociStitched	chr2(.):230931791-230933957	0.9605
1_MACS_peak_14055_lociStitched	chr2(.):230997885-231001760	1.0874
1_MACS_peak_14056_lociStitched	chr2(.):231067476-231068490	0.425
1_MACS_peak_14057_lociStitched	chr2(.):231089636-231091450	0.8377
1_MACS_peak_14058_lociStitched	chr2(.):231191193-231192476	0.6461
2_MACS_peak_14059_lociStitched	chr2(.):231275756-231281766	0.5482
1_MACS_peak_14061_lociStitched	chr2(.):231311654-231314139	1.1835
1_MACS_peak_14062_lociStitched	chr2(.):231466978-231468168	0.6535
2_MACS_peak_14063_lociStitched	chr2(.):231524717-231534451	0.3864
1_MACS_peak_14065_lociStitched	chr2(.):231577336-231578981	0.7198
2_MACS_peak_14066_lociStitched	chr2(.):231729574-231739480	1.9151
2_MACS_peak_14068_lociStitched	chr2(.):231755980-231759807	0.8474
1_MACS_peak_14070_lociStitched	chr2(.):231790268-231791569	0.6328
1_MACS_peak_14071_lociStitched	chr2(.):231821448-231822908	0.9666
1_MACS_peak_14072_lociStitched	chr2(.):231833459-231834556	0.5702
1_MACS_peak_14073_lociStitched	chr2(.):231921072-231922699	3.7317
1_MACS_peak_14074_lociStitched	chr2(.):232025464-232027645	0.6939
1_MACS_peak_14075_lociStitched	chr2(.):232062726-232063676	0.5
2_MACS_peak_14076_lociStitched	chr2(.):232078257-232087382	0.201
1_MACS_peak_14078_lociStitched	chr2(.):232328125-232330379	1.7958
1_MACS_peak_14079_lociStitched	chr2(.):232347187-232349259	2.1227
1_MACS_peak_14080_lociStitched	chr2(.):232378376-232379827	0.6898
3_MACS_peak_14081_lociStitched	chr2(.):232468522-232487111	0.3875
1_MACS_peak_14084_lociStitched	chr2(.):232507114-232508127	0.5074
3_MACS_peak_14085_lociStitched	chr2(.):232526355-232537354	0.506
1_MACS_peak_14088_lociStitched	chr2(.):232545312-232546254	0.525
1_MACS_peak_14089_lociStitched	chr2(.):232570627-232576019	3.1294
2_MACS_peak_14090_lociStitched	chr2(.):232645326-232651398	0.3076
2_MACS_peak_14092_lociStitched	chr2(.):232687128-232715019	1.2326
1_MACS_peak_14094_lociStitched	chr2(.):232825735-232827097	0.8582
1_MACS_peak_14095_lociStitched	chr2(.):233076542-233077972	0.4629
1_MACS_peak_14096_lociStitched	chr2(.):233139245-233142202	1.9268
1_MACS_peak_14097_lociStitched	chr2(.):233179793-233180954	0.4769
1_MACS_peak_14098_lociStitched	chr2(.):233414655-233416274	1.0247
1_MACS_peak_14099_lociStitched	chr2(.):233561581-233563161	1.2526
2_MACS_peak_14100_lociStitched	chr2(.):233924271-233927182	0.628
3_MACS_peak_14102_lociStitched	chr2(.):233943722-233952035	0.3665
1_MACS_peak_14105_lociStitched	chr2(.):233964772-233965629	0.4638
1_MACS_peak_14106_lociStitched	chr2(.):234132265-234133099	0.489
1_MACS_peak_14107_lociStitched	chr2(.):234159470-234161090	0.6898
1_MACS_peak_14108_lociStitched	chr2(.):234176110-234177368	0.5152
1_MACS_peak_14109_lociStitched	chr2(.):234239617-234240567	0.4872
2_MACS_peak_14110_lociStitched	chr2(.):234257202-234263033	0.2994
1_MACS_peak_14112_lociStitched	chr2(.):234283621-234285078	0.6239
1_MACS_peak_14113_lociStitched	chr2(.):234293412-234294780	0.5703
1_MACS_peak_14114_lociStitched	chr2(.):234326848-234328735	0.994
2_MACS_peak_14115_lociStitched	chr2(.):234422421-234430565	0.5812
1_MACS_peak_14117_lociStitched	chr2(.):234474424-234475776	1.2528
1_MACS_peak_14118_lociStitched	chr2(.):234762077-234763638	0.7058
1_MACS_peak_14119_lociStitched	chr2(.):234776465-234777378	0.4836
1_MACS_peak_14120_lociStitched	chr2(.):234873332-234877778	1.8819
1_MACS_peak_14121_lociStitched	chr2(.):234898770-234899473	0.4607
2_MACS_peak_14122_lociStitched	chr2(.):235197507-235202741	0.6337
1_MACS_peak_14124_lociStitched	chr2(.):235333481-235336352	1.1348
4_MACS_peak_14125_lociStitched	chr2(.):235390998-235406514	0.448
1_MACS_peak_14129_lociStitched	chr2(.):235789916-235790834	0.4517
1_MACS_peak_14130_lociStitched	chr2(.):235860752-235861647	0.7432
1_MACS_peak_14131_lociStitched	chr2(.):235901291-235903628	0.6492
1_MACS_peak_14132_lociStitched	chr2(.):235954160-235955006	0.4759
1_MACS_peak_14133_lociStitched	chr2(.):236178842-236180001	0.627
1_MACS_peak_14134_lociStitched	chr2(.):236235240-236237338	0.7082
1_MACS_peak_14135_lociStitched	chr2(.):236298053-236300399	1.0111
1_MACS_peak_14136_lociStitched	chr2(.):236341284-236342989	0.9739
2_MACS_peak_14137_lociStitched	chr2(.):236403059-236411718	0.9325
2_MACS_peak_14139_lociStitched	chr2(.):236509837-236520268	0.2475
1_MACS_peak_14141_lociStitched	chr2(.):237273723-237275947	1.0523
1_MACS_peak_14142_lociStitched	chr2(.):237965986-237969149	1.047
1_MACS_peak_14143_lociStitched	chr2(.):237993556-237995212	0.5734
1_MACS_peak_14144_lociStitched	chr2(.):238336954-238337777	0.4004
1_MACS_peak_14145_lociStitched	chr2(.):238383280-238384646	1.2093
1_MACS_peak_14146_lociStitched	chr2(.):238437857-238440334	0.81
1_MACS_peak_14147_lociStitched	chr2(.):238511852-238512799	0.4188
1_MACS_peak_14148_lociStitched	chr2(.):238581599-238584404	0.8992
4_MACS_peak_14149_lociStitched	chr2(.):238599872-238613539	0.9493
1_MACS_peak_14153_lociStitched	chr2(.):238813180-238814986	0.5867
1_MACS_peak_14154_lociStitched	chr2(.):238831097-238832931	0.9077
1_MACS_peak_14155_lociStitched	chr2(.):238968587-238970642	0.8927
1_MACS_peak_14156_lociStitched	chr2(.):239111171-239113067	1.2794
2_MACS_peak_14157_lociStitched	chr2(.):239142780-239150276	0.263
2_MACS_peak_14159_lociStitched	chr2(.):239167475-239175446	0.652
1_MACS_peak_14161_lociStitched	chr2(.):239196585-239198483	0.8135
1_MACS_peak_14162_lociStitched	chr2(.):239229024-239229922	0.3816
1_MACS_peak_14163_lociStitched	chr2(.):239323216-239324827	0.8588
1_MACS_peak_14164_lociStitched	chr2(.):239334727-239336617	1.3287
1_MACS_peak_14165_lociStitched	chr2(.):239869411-239870592	0.657
1_MACS_peak_14166_lociStitched	chr2(.):240122535-240123609	0.4488
1_MACS_peak_14167_lociStitched	chr2(.):240188297-240189923	0.7313
2_MACS_peak_14168_lociStitched	chr2(.):240240767-240250161	0.3244
1_MACS_peak_14170_lociStitched	chr2(.):240322576-240324165	2.6994
1_MACS_peak_14171_lociStitched	chr2(.):240524327-240525342	0.5381
1_MACS_peak_14172_lociStitched	chr2(.):240678679-240679388	0.4461
2_MACS_peak_14173_lociStitched	chr2(.):240688511-240693234	0.635
1_MACS_peak_14175_lociStitched	chr2(.):240964402-240965692	1.0544
1_MACS_peak_14176_lociStitched	chr2(.):241074838-241076177	0.6037
3_MACS_peak_14177_lociStitched	chr2(.):241499297-241509160	1.4065
2_MACS_peak_14180_lociStitched	chr2(.):241518312-241527168	1.0806
1_MACS_peak_14182_lociStitched	chr2(.):242041064-242042506	0.684
1_MACS_peak_14183_lociStitched	chr2(.):242088068-242090511	0.8592
1_MACS_peak_14184_lociStitched	chr2(.):242210846-242212825	1.0371
1_MACS_peak_14185_lociStitched	chr2(.):242253534-242256521	2.2703
1_MACS_peak_14186_lociStitched	chr2(.):242295393-242296506	0.7301
2_MACS_peak_14187_lociStitched	chr2(.):242447579-242455614	0.1535
1_MACS_peak_14189_lociStitched	chr2(.):242575547-242577696	1.0607
1_MACS_peak_14190_lociStitched	chr2(.):242625331-242627263	1.6777
1_MACS_peak_14191_lociStitched	chr2(.):242640305-242642686	1.2523
1_MACS_peak_14192_lociStitched	chr2(.):242673596-242674966	0.912
1_MACS_peak_14193_lociStitched	chr2(.):242753991-242755020	0.4921
1_MACS_peak_14194_lociStitched	chr2(.):242800317-242803305	1.7882
1_MACS_peak_14195_lociStitched	chr2(.):242823044-242825034	0.8039
2_MACS_peak_14196_lociStitched	chr2(.):243026579-243031987	0.7654
1_MACS_peak_14198_lociStitched	chr2(.):243040134-243041123	0.4616
1_MACS_peak_14199_lociStitched	chr20(.):207904-209241	0.6209
1_MACS_peak_14200_lociStitched	chr20(.):246860-248060	0.762
2_MACS_peak_14201_lociStitched	chr20(.):270537-279631	0.7365
1_MACS_peak_14203_lociStitched	chr20(.):304506-307355	1.0391
1_MACS_peak_14204_lociStitched	chr20(.):327789-329579	2.596
1_MACS_peak_14205_lociStitched	chr20(.):360873-363029	1.7452
1_MACS_peak_14206_lociStitched	chr20(.):387397-390070	1.8166
1_MACS_peak_14207_lociStitched	chr20(.):418438-420264	0.6295
1_MACS_peak_14208_lociStitched	chr20(.):441987-443654	1.279
1_MACS_peak_14209_lociStitched	chr20(.):523491-525331	5.1142
1_MACS_peak_14210_lociStitched	chr20(.):632594-634931	2.3783
2_MACS_peak_14211_lociStitched	chr20(.):809205-815588	0.7178
1_MACS_peak_14213_lociStitched	chr20(.):1063339-1065325	1.0497
1_MACS_peak_14214_lociStitched	chr20(.):1098445-1100526	1.5613
1_MACS_peak_14215_lociStitched	chr20(.):1143174-1144825	0.8597
1_MACS_peak_14216_lociStitched	chr20(.):1206589-1207356	0.6455
1_MACS_peak_14217_lociStitched	chr20(.):1227788-1229373	0.4868
1_MACS_peak_14218_lociStitched	chr20(.):1246186-1247282	0.4654
1_MACS_peak_14219_lociStitched	chr20(.):1305073-1307373	4.4801
1_MACS_peak_14220_lociStitched	chr20(.):1372576-1374483	0.9145
1_MACS_peak_14221_lociStitched	chr20(.):1446651-1447910	2.6864
1_MACS_peak_14222_lociStitched	chr20(.):1479771-1482375	1.1227
2_MACS_peak_14223_lociStitched	chr20(.):1515695-1518832	0.5256
1_MACS_peak_14225_lociStitched	chr20(.):1702249-1703475	0.5759
1_MACS_peak_14226_lociStitched	chr20(.):1757339-1758448	0.8248
1_MACS_peak_14227_lociStitched	chr20(.):1783025-1784815	0.9044
1_MACS_peak_14228_lociStitched	chr20(.):1800491-1802231	0.5864
1_MACS_peak_14229_lociStitched	chr20(.):1830784-1832465	0.6242
2_MACS_peak_14230_lociStitched	chr20(.):1874653-1879752	0.6955
1_MACS_peak_14232_lociStitched	chr20(.):1932583-1934490	0.6684
1_MACS_peak_14233_lociStitched	chr20(.):2081622-2084703	8.0367
1_MACS_peak_14234_lociStitched	chr20(.):2187422-2188926	0.9406
1_MACS_peak_14235_lociStitched	chr20(.):2366974-2368311	0.86
1_MACS_peak_14236_lociStitched	chr20(.):2449902-2452239	4.9742
1_MACS_peak_14237_lociStitched	chr20(.):2488722-2490475	1.6149
1_MACS_peak_14238_lociStitched	chr20(.):2504771-2506168	1.7534
1_MACS_peak_14239_lociStitched	chr20(.):2631899-2634720	2.2177
1_MACS_peak_14240_lociStitched	chr20(.):2644162-2645727	1.2218
1_MACS_peak_14241_lociStitched	chr20(.):2820381-2821885	2.5349
1_MACS_peak_14242_lociStitched	chr20(.):2852888-2855155	0.9196
1_MACS_peak_14243_lociStitched	chr20(.):2964121-2965473	0.6453
1_MACS_peak_14244_lociStitched	chr20(.):3025693-3027924	1.6517
