REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_23098_lociStitched	chr9	132646480	132651887	1	5408	5070.1439	1503.146	319	FNBP1	USP20,C9orf78	USP20	C9orf78	0.05249999999999999	319	1
2_MACS_peak_20958_lociStitched	chr7	130790791	130796886	2	5910	5562.297	2002.817	320	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.03240000000000001	320	1
2_MACS_peak_1431_lociStitched	chr1	164685549	164691263	2	3767	5329.4478	1775.3398	321	PBX1		PBX1	PBX1	0.01629999999999998	321	1
3_MACS_peak_13617_lociStitched	chr22	29214540	29225894	3	4534	5894.9968	2343.4656	322		CCDC117,XBP1	XBP1	XBP1	0.43989999999999996	322	1
3_MACS_peak_3638_lociStitched	chr11	22687779	22697014	3	4832	5485.59	1942.1205	323	GAS2	FANCF	GAS2	FANCF	0.09639999999999999	323	1
5_MACS_peak_5776_lociStitched	chr12	125398430	125406580	5	5242	4779.975	1240.43	324	UBC	SCARB1	UBC	UBC	0.2587	324	1
2_MACS_peak_20293_lociStitched	chr7	47514364	47522175	2	5939	5758.2692	2219.1051	325	TNS3		TNS3	TNS3	0.008900000000000019	325	1
4_MACS_peak_20125_lociStitched	chr7	30059940	30073220	4	5762	5900.304	2366.496	326	PLEKHA8,FKBP14	SCRN1	FKBP14	FKBP14	0.11569999999999997	326	1
3_MACS_peak_14900_lociStitched	chr3	128995111	129002444	3	3749	5164.6319	1631.5925	327	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	0.35700000000000004	327	1
2_MACS_peak_16335_lociStitched	chr4	110911321	110916257	2	2239	4333.3144	802.1	328	EGF		EGF	EGF	0.030299999999999994	328	1
2_MACS_peak_19357_lociStitched	chr6	106610634	106616284	2	5220	5407.05	1879.755	329			PRDM1	PRDM1	0.3721	329	1
4_MACS_peak_3511_lociStitched	chr11	9587286	9599875	4	4617	5434.6713	1911.0102	330	WEE1		WEE1	WEE1	0.1094	330	1
2_MACS_peak_21638_lociStitched	chr8	60963725	60970142	2	2477	4660.0254	1137.7341	331			CA8	CA8	NONE	331	1
3_MACS_peak_20742_lociStitched	chr7	106504770	106513304	3	5954	6461.9448	2941.6698	332	PIK3CG		PIK3CG	PIK3CG	0.08050000000000002	332	1
2_MACS_peak_1271_lociStitched	chr1	155940130	155950544	2	6235	6522.2882	3005.4804	333	ARHGEF2	RXFP4,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	0.4236	333	1
3_MACS_peak_1361_lociStitched	chr1	160703246	160714752	3	7642	7215.4126	3704.932	334	SLAMF7	CD48	SLAMF7	CD48	0.17169999999999996	334	1
1_MACS_peak_22184_lociStitched	chr8	146102839	146105176	1	2338	4381.6413	875.4402	335	ZNF250	ZNF7,COMMD5	ZNF250	ZNF250	0.1431	335	1
2_MACS_peak_10065_lociStitched	chr19	16476920	16483627	2	3725	4831.7228	1333.3516	336	EPS15L1	KLF2	KLF2	KLF2	0.3395	336	1
5_MACS_peak_13040_lociStitched	chr20	52546382	52559533	5	6179	5911.3745	2413.2085	337			SUMO1P1	SUMO1P1	NONE	337	1
1_MACS_peak_1058_lociStitched	chr1	145208065	145212535	1	4471	5768.982	2274.336	338	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.08250000000000002	338	1
3_MACS_peak_4973_lociStitched	chr12	33049194	33060328	3	3564	5466.794	1972.9448	339	PKP2		PKP2	PKP2	0.03899999999999999	339	1
3_MACS_peak_16928_lociStitched	chr5	1335771	1344632	3	4903	5264.3201	1774.8583	340	CLPTM1L	TERT	CLPTM1L	CLPTM1L	0.28259999999999996	340	1
4_MACS_peak_13704_lociStitched	chr22	36773202	36784875	4	6260	5946.2262	2459.5011	341	MYH9		MYH9	MYH9	0.08050000000000002	341	1
3_MACS_peak_1330_lociStitched	chr1	158979145	158986228	3	4221	5404.329	1925.8677	342	IFI16		IFI16	IFI16	0.0557	342	1
3_MACS_peak_14866_lociStitched	chr3	125548935	125560009	3	4878	6039.7596	2562.5236	343		MIR548I1	MIR548I1	NONE	NONE	343	1
2_MACS_peak_6025_lociStitched	chr13	77899178	77904907	2	4784	4836.4218	1360.0646	344	MYCBP2		MYCBP2	MYCBP2	0.004200000000000009	344	1
2_MACS_peak_1920_lociStitched	chr1	207995231	208000223	2	4612	5412.3264	1936.3968	345	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	0.2565	345	1
1_MACS_peak_1814_lociStitched	chr1	202584014	202586068	1	2055	4373.3768	900.679	346	SYT2		SYT2	SYT2	0.011300000000000004	346	1
2_MACS_peak_15541_lociStitched	chr3	196358569	196368124	2	5593	5972.8305	2500.5435	347	LRRC33		LRRC33	LRRC33	0.07630000000000003	347	1
2_MACS_peak_338_lociStitched	chr1	31216081	31221672	2	5529	4978.7855	1515.161	348	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.22010000000000002	348	1
1_MACS_peak_13306_lociStitched	chr21	36237008	36239141	1	2134	4242.537	783.6642	349	RUNX1		RUNX1	RUNX1	0.04669999999999999	349	1
3_MACS_peak_21776_lociStitched	chr8	81050547	81060109	3	4365	5671.2222	2213.603	350	TPD52		TPD52	TPD52	0.095	350	1
1_MACS_peak_14679_lociStitched	chr3	105084985	105089144	1	4160	4369.0295	911.6528	351	ALCAM		ALCAM	ALCAM	0.007199999999999998	351	1
2_MACS_peak_561_lociStitched	chr1	52336545	52345708	2	4267	5021.324	1575.1197	352	NRD1	MIR761	NRD1	NRD1	0.04039999999999999	352	1
3_MACS_peak_5462_lociStitched	chr12	92855379	92865962	3	3787	5569.8329	2124.0081	353		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.05349999999999999	353	1
1_MACS_peak_11272_lociStitched	chr2	86262609	86266355	1	3747	4600.4626	1159.7616	354	POLR1A	LOC90784	LOC90784	NONE	NONE	354	1
2_MACS_peak_1066_lociStitched	chr1	145501611	145508600	2	3682	5605.178	2166.59	355	RBM8A	ANKRD34A,LIX1L,PEX11B,ITGA10,ANKRD35,POLR3GL,GNRHR2	RBM8A	POLR3GL	0.2066	355	1
2_MACS_peak_1710_lociStitched	chr1	192507110	192515873	2	6095	6235.7508	2814.6756	356		RGS1	RGS1	RGS1	0.35819999999999996	356	1
1_MACS_peak_17165_lociStitched	chr5	42991482	42995682	1	4201	4612.02	1193.22	357		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	0.4292	357	1
2_MACS_peak_22255_lociStitched	chr9	5626312	5630509	2	4112	4581.8649	1165.0872	358	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.03190000000000001	358	1
3_MACS_peak_15608_lociStitched	chr4	3042714	3050169	3	3543	4853.205	1440.306	359		HTT	HTT	NONE	NONE	359	1
1_MACS_peak_1421_lociStitched	chr1	163290801	163292437	1	1637	4154.1312	741.2716	360	NUF2		NUF2	NUF2	0.0721	360	1
3_MACS_peak_1242_lociStitched	chr1	154971145	154975000	3	3796	4772.49	1360.044	361		CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	0.2995	361	1
1_MACS_peak_15435_lociStitched	chr3	186779864	186785181	1	5318	5570.0892	2162.9556	362	ST6GAL1		ST6GAL1	ST6GAL1	0.07680000000000001	362	1
2_MACS_peak_16560_lociStitched	chr4	144277288	144280998	2	3621	4416.384	1010.975	363	GAB1		GAB1	GAB1	0.068	363	1
3_MACS_peak_20568_lociStitched	chr7	92438481	92445300	3	3798	5076.7455	1672.7007	364	CDK6		CDK6	CDK6	0.049199999999999994	364	1
3_MACS_peak_3835_lociStitched	chr11	58340780	58347651	3	4190	5367.6252	1964.4189	365	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.087	365	1
2_MACS_peak_9840_lociStitched	chr19	3984506	3990882	2	6361	5641.4848	2243.0768	366	EEF2	PIAS4,MIR637,DAPK3,SNORD37	EEF2	EEF2	0.2403	366	1
3_MACS_peak_13407_lociStitched	chr21	43880519	43890066	3	4158	6194.0936	2796.3163	367		SLC37A1,RSPH1	RSPH1	RSPH1	0.06819999999999998	367	1
1_MACS_peak_2098_lociStitched	chr1	226128971	226133425	1	4455	5494.009	2097.3886	368	LEFTY2	PYCR2	LEFTY2	LEFTY2	0.25299999999999995	368	1
2_MACS_peak_8367_lociStitched	chr17	16871446	16880053	2	6386	5521.3905	2128.5111	369	TNFRSF13B		TNFRSF13B	TNFRSF13B	0.13990000000000002	369	1
1_MACS_peak_15371_lociStitched	chr3	183242894	183246450	1	3557	4976.2664	1586.6872	370	KLHL6		KLHL6	KLHL6	0.1778	370	1
2_MACS_peak_2812_lociStitched	chr10	63804757	63811425	2	6624	5124.358	1735.0136	371	ARID5B		ARID5B	ARID5B	0.0632	371	1
2_MACS_peak_15443_lociStitched	chr3	187455701	187464094	2	5432	5571.2734	2186.3765	372	BCL6	LOC100131635,RTP2,BCL6	BCL6	BCL6	0.07780000000000001	372	1
3_MACS_peak_19389_lociStitched	chr6	108894473	108907567	3	5022	5919.7974	2546.783	373	FOXO3		FOXO3	FOXO3	0.20710000000000003	373	1
3_MACS_peak_18338_lociStitched	chr5	180610843	180619359	3	5437	4981.86	1610.3756	374		OR2V2,TRIM41,TRIM7,SNORD96A	TRIM7	SNORD96A	0.2094	374	1
3_MACS_peak_3628_lociStitched	chr11	21432246	21437794	3	4317	4623.7032	1253.848	375	NELL1		NELL1	NONE	NONE	375	1
3_MACS_peak_17491_lociStitched	chr5	86408719	86418902	3	5268	5454.0148	2087.515	376	MIR4280		MIR4280	MIR4280	0.12309999999999999	376	1
1_MACS_peak_1857_lociStitched	chr1	204532839	204535558	1	2720	4775.3797	1409.8015	377		MDM4	MDM4	MDM4	0.1785	377	1
1_MACS_peak_20931_lociStitched	chr7	128577159	128581680	1	4522	4815.3171	1459.3788	378	IRF5	KCP	IRF5	IRF5	0.18469999999999998	378	1
3_MACS_peak_11932_lociStitched	chr2	175457824	175463254	3	5106	4831.071	1479.132	379	WIPF1		WIPF1	WIPF1	0.040200000000000014	379	1
4_MACS_peak_2804_lociStitched	chr10	63656530	63665210	4	5922	5285.252	1933.904	380	ARID5B		ARID5B	ARID5B	0.0632	380	1
3_MACS_peak_20676_lociStitched	chr7	102064340	102075199	3	5587	6200.489	2852.6593	381	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.1695	381	1
1_MACS_peak_1634_lociStitched	chr1	183810578	183815104	1	4527	4983.5786	1642.0328	382	RGL1		APOBEC4	APOBEC4	NONE	382	1
2_MACS_peak_13311_lociStitched	chr21	36420395	36424191	2	3643	4631.4996	1292.538	383	RUNX1	C21orf96	RUNX1	RUNX1	0.04669999999999999	383	1
1_MACS_peak_2060_lociStitched	chr1	222905506	222906656	1	1151	3608.47	270.94	384	BROX	FAM177B,AIDA	FAM177B	FAM177B	0.1419	384	1
1_MACS_peak_7690_lociStitched	chr16	21528347	21532609	1	4263	4861.2372	1527.927	385	SLC7A5P2	LOC100271836	SLC7A5P2	SLC7A5P2	0.25689999999999996	385	1
1_MACS_peak_17520_lociStitched	chr5	88566251	88568962	1	2712	4300.4593	967.827	386			MEF2C	MEF2C	0.0922	386	1
1_MACS_peak_21037_lociStitched	chr7	139024134	139027053	1	2920	4778.1111	1447.5321	387	C7orf55	LUC7L2	C7orf55	C7orf55	0.2346	387	1
1_MACS_peak_8715_lociStitched	chr17	43224156	43228034	1	3879	4387.1814	1058.3062	388	HEXIM1	ACBD4,HEXIM2,PLCD3	HEXIM1	HEXIM1	0.24910000000000002	388	1
4_MACS_peak_5198_lociStitched	chr12	57022366	57031278	4	4793	5266.1008	1939.2512	389	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	ATP5B	0.15349999999999997	389	1
2_MACS_peak_12211_lociStitched	chr2	204569663	204574227	2	4550	4789.0052	1465.044	390	CD28		CD28	CD28	0.12009999999999998	390	1
3_MACS_peak_19878_lociStitched	chr7	2438889	2447238	3	4311	5196.4176	1876.0203	391	CHST12	EIF3B	CHST12	CHST12	0.08920000000000002	391	1
4_MACS_peak_22904_lociStitched	chr9	116163059	116179122	4	5290	6142.4912	2823.8754	392	C9orf43,ALAD,POLE3	RGS3,HDHD3	POLE3	POLE3	0.15500000000000003	392	1
3_MACS_peak_11120_lociStitched	chr2	65657531	65664655	3	4094	4536.5632	1218.204	393	SPRED2		SPRED2	SPRED2	0.05249999999999999	393	1
3_MACS_peak_4570_lociStitched	chr11	129233807	129246994	3	5916	5895.9077	2579.3772	394	BARX2		BARX2	BARX2	0.06939999999999999	394	1
2_MACS_peak_19019_lociStitched	chr6	52254216	52259795	2	2916	4509.5057	1195.5797	395	PAQR8	EFHC1	EFHC1	EFHC1	0.03030000000000002	395	1
3_MACS_peak_18884_lociStitched	chr6	37136540	37144240	3	4543	4670.05	1359.05	396	PIM1		PIM1	PIM1	0.2336	396	1
4_MACS_peak_10929_lociStitched	chr2	46789072	46802666	4	5957	6212.458	2905.0378	397	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.09260000000000002	397	1
2_MACS_peak_9785_lociStitched	chr19	1897268	1906196	2	4554	5572.8576	2267.712	398	ADAT3,SCAMP4	CSNK1G2,REXO1,KLF16,FAM108A1,C19orf34	SCAMP4	KLF16	0.14679999999999999	398	1
2_MACS_peak_15136_lociStitched	chr3	156805429	156811717	2	4226	6076.7232	2773.008	399	LOC100498859,LOC339894		LOC100498859	LOC100498859	0.25040000000000007	399	1
3_MACS_peak_20241_lociStitched	chr7	43687701	43693753	3	3183	4449.4304	1147.4592	400	C7orf44		STK17A	STK17A	NONE	400	1
2_MACS_peak_18700_lociStitched	chr6	27857939	27863753	2	5681	5047.7148	1746.5256	401	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	0.3432	401	1
3_MACS_peak_14624_lociStitched	chr3	98479756	98490729	3	5230	5780.5764	2483.1899	402	ST3GAL6		ST3GAL6	ST3GAL6	0.1006	402	1
2_MACS_peak_21059_lociStitched	chr7	140372827	140376909	2	3234	4936.3626	1643.005	403	ADCK2	NDUFB2,LOC100134713	ADCK2	ADCK2	0.1439	403	1
1_MACS_peak_7713_lociStitched	chr16	23345286	23349536	1	4251	4841.175	1549.125	404	SCNN1B		SCNN1B	SCNN1B	0.0668	404	1
3_MACS_peak_16819_lociStitched	chr4	185185014	185190550	3	4919	4953.6128	1661.9072	405		ENPP6	ENPP6	NONE	NONE	405	1
4_MACS_peak_18970_lociStitched	chr6	45387049	45394589	4	6280	4790.916	1499.706	406	RUNX2	SUPT3H	RUNX2	RUNX2	0.0315	406	1
1_MACS_peak_15203_lociStitched	chr3	167966099	167969892	1	3794	4481.8088	1194.795	407	EGFEM1P		EGFEM1P	NONE	NONE	407	1
2_MACS_peak_14410_lociStitched	chr3	52738180	52745308	2	5652	4916.8944	1633.0248	408	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	0.1736	408	1
2_MACS_peak_6710_lociStitched	chr15	31637129	31646305	2	4878	5033.9536	1755.3688	409	KLF13		KLF13	KLF13	0.1499	409	1
3_MACS_peak_3495_lociStitched	chr11	8702962	8711196	3	5193	5118.2544	1840.299	410	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	SNORA45	0.3285	410	1
2_MACS_peak_5202_lociStitched	chr12	57076677	57083693	2	5087	4996.0936	1719.6216	411	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	0.15349999999999997	411	1
2_MACS_peak_9884_lociStitched	chr19	6765751	6773894	2	4984	5507.1109	2231.182	412	VAV1,SH2D3A	TRIP10,C3,GPR108	SH2D3A	GPR108	0.15400000000000003	412	1
5_MACS_peak_3274_lociStitched	chr10	112619327	112631867	5	6020	6291.318	3022.14	413	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	0.20950000000000002	413	1
1_MACS_peak_9250_lociStitched	chr18	3525530	3527603	1	2074	3700.0977	434.9154	414	DLGAP1		FLJ35776	FLJ35776	NONE	414	1
2_MACS_peak_311_lociStitched	chr1	28495614	28499842	2	2091	4226.7316	962.7156	415	PTAFR		PTAFR	PTAFR	0.06889999999999999	415	1
2_MACS_peak_9893_lociStitched	chr19	7191878	7199015	2	3590	4651.1829	1387.4328	416	INSR		INSR	INSR	0.039699999999999985	416	1
3_MACS_peak_21051_lociStitched	chr7	139909433	139914837	3	3969	5124.0728	1861.678	417		LOC100134229,JHDM1D	LOC100134229	LOC100134229	0.1136	417	1
1_MACS_peak_11786_lociStitched	chr2	158295568	158301683	1	6116	5058.328	1801.479	418	CYTIP		CYTIP	CYTIP	0.11930000000000002	418	1
2_MACS_peak_5308_lociStitched	chr12	69200868	69205104	2	4172	4441.446	1187.7744	419	MDM2		MDM2	MDM2	0.1486	419	1
1_MACS_peak_2793_lociStitched	chr10	61996291	61997379	1	1089	3550.688	298.112	420	ANK3		ANK3	ANK3	0.000800000000000009	420	1
3_MACS_peak_3970_lociStitched	chr11	64851092	64864154	3	4096	5615.3538	2370.753	421	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	ZNHIT2	0.17689999999999997	421	1
3_MACS_peak_13581_lociStitched	chr22	24823123	24831259	3	4305	4906.8216	1662.9984	422	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.14629999999999999	422	1
2_MACS_peak_3024_lociStitched	chr10	89620753	89625816	2	4851	4427.5935	1185.2483	423	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.027999999999999997	423	1
1_MACS_peak_15556_lociStitched	chr3	197438559	197440898	1	2340	4161.7827	919.6948	424	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.09290000000000001	424	1
2_MACS_peak_2165_lociStitched	chr1	230240114	230246575	2	3837	5305.7732	2065.5817	425	GALNT2		GALNT2	GALNT2	0.04219999999999999	425	1
2_MACS_peak_4070_lociStitched	chr11	69059700	69066523	2	3089	4778.1469	1541.998	426	MYEOV		MYEOV	MYEOV	0.2397	426	1
3_MACS_peak_2372_lociStitched	chr10	3846810	3854309	3	4152	4935.8418	1701.5231	427		KLF6	KLF6	KLF6	0.25970000000000004	427	1
2_MACS_peak_9749_lociStitched	chr19	1020217	1028811	2	5115	5639.3828	2408.0388	428	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	CNN2	0.2973	428	1
1_MACS_peak_1041_lociStitched	chr1	144518890	144522511	1	3622	4071.4524	842.2446	429	LOC728875		C1orf152	C1orf152	NONE	429	1
1_MACS_peak_3265_lociStitched	chr10	112217393	112221916	1	4524	4700.7539	1472.2365	430		DUSP5	DUSP5	DUSP5	0.26549999999999996	430	1
2_MACS_peak_18755_lociStitched	chr6	30684441	30691040	2	5503	4780.3156	1555.3843	431	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	TUBB	0.24170000000000003	431	1
1_MACS_peak_4105_lociStitched	chr11	72863170	72866081	1	2912	4382.8016	1164.9822	432		FCHSD2	FCHSD2	NONE	NONE	432	1
3_MACS_peak_14011_lociStitched	chr3	13035910	13044705	3	3375	4941.031	1723.82	433	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.04190000000000001	433	1
3_MACS_peak_7164_lociStitched	chr15	74832366	74839370	3	4349	4994.5524	1780.4168	434	ARID3B		ARID3B	ARID3B	0.0514	434	1
2_MACS_peak_9110_lociStitched	chr17	75205024	75209501	2	4059	4719.6534	1505.6151	435	SEC14L1		SEC14L1	SEC14L1	0.14600000000000002	435	1
3_MACS_peak_4450_lociStitched	chr11	118738781	118743876	3	4260	4503.98	1293.6205	436		CXCR5,BCL9L	CXCR5	CXCR5	0.017499999999999988	436	1
2_MACS_peak_15308_lociStitched	chr3	178231055	178238114	2	5116	5636.6115	2427.5901	437		KCNMB2	KCNMB2	NONE	NONE	437	1
3_MACS_peak_20679_lociStitched	chr7	102080343	102086610	3	4706	4534.8012	1326.7239	438	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.1695	438	1
2_MACS_peak_19197_lociStitched	chr6	84139925	84144910	2	2637	4261.6765	1060.3095	439	ME1		ME1	ME1	0.008299999999999988	439	1
3_MACS_peak_322_lociStitched	chr1	28903292	28914166	3	4296	5533.7786	2332.473	440	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	SNHG12	0.23159999999999997	440	1
3_MACS_peak_11166_lociStitched	chr2	70310355	70315768	3	4675	4692.5297	1496.1532	441	PCBP1,LOC400960	LOC100133985	LOC400960	LOC100133985	0.11960000000000001	441	1
3_MACS_peak_10216_lociStitched	chr19	39340023	39348735	3	4805	4740.1992	1545.5088	442	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.1215	442	1
2_MACS_peak_21916_lociStitched	chr8	118450961	118456645	2	3327	4580.7356	1394.8536	443			MED30	MED30	NONE	443	1
2_MACS_peak_6706_lociStitched	chr15	31555249	31559617	2	3545	4628.7696	1446.2448	444			KLF13	KLF13	0.1499	444	1
1_MACS_peak_13422_lociStitched	chr21	44581710	44586610	1	4901	5199.88	2017.82	445		CRYAA	CRYAA	CRYAA	0.18789999999999998	445	1
2_MACS_peak_1134_lociStitched	chr1	150131702	150138931	2	3804	5752.8382	2574.2469	446	PLEKHO1		PLEKHO1	PLEKHO1	0.17149999999999999	446	1
2_MACS_peak_20018_lociStitched	chr7	21391916	21395869	2	2443	4217.0604	1041.2202	447			SP4	SP4	NONE	447	1
2_MACS_peak_1314_lociStitched	chr1	157564763	157568782	2	3450	4426.1247	1255.9375	448	FCRL4	FCRL5	FCRL4	FCRL4	0.061799999999999994	448	1
1_MACS_peak_14206_lociStitched	chr3	39256815	39258993	1	2179	3840.2496	674.3088	449		XIRP1	XIRP1	XIRP1	0.024499999999999994	449	1
2_MACS_peak_13068_lociStitched	chr20	55967091	55974117	2	3713	4890.096	1726.2882	450	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.1562	450	1
1_MACS_peak_18638_lociStitched	chr6	26156163	26160784	1	4622	4464.3481	1304.9704	451	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BF	0.41840000000000005	451	1
2_MACS_peak_15238_lociStitched	chr3	170584522	170588837	2	3567	4511.3325	1354.047	452	RPL22L1	EIF5A2	RPL22L1	RPL22L1	0.22	452	1
2_MACS_peak_17270_lociStitched	chr5	56467525	56472679	2	4981	4140.2082	985.4448	453	GPBP1	GPBP1	GPBP1	GPBP1	0.03599999999999999	453	1
3_MACS_peak_2320_lociStitched	chr1	247373415	247380393	3	4631	5209.7748	2055.021	454		VN1R5,ZNF124,MIR3916	MIR3916	ZNF124	0.0252	454	1
2_MACS_peak_7574_lociStitched	chr16	10970182	10976170	2	4727	4608.9636	1459.8744	455	CIITA		CIITA	CIITA	0.04730000000000001	455	1
1_MACS_peak_14313_lociStitched	chr3	46579280	46582108	1	2829	4006.1448	859.4292	456	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	0.07869999999999999	456	1
2_MACS_peak_1713_lociStitched	chr1	192573785	192579203	2	2490	4804.6824	1660.617	457		RGS1,RGS13	RGS13	RGS1	0.35819999999999996	457	1
1_MACS_peak_1126_lociStitched	chr1	149830919	149834290	1	3372	4357.0175	1214.5713	458	HIST2H4B	HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	0.48510000000000003	458	1
2_MACS_peak_18342_lociStitched	chr5	180644664	180651175	2	4193	4733.497	1591.9395	459	TRIM41	TRIM7,SNORD96A,SNORD95,GNB2L1,TRIM52	TRIM41	SNORD95	0.2203	459	1
2_MACS_peak_21463_lociStitched	chr8	33420698	33425478	2	4399	4105.064	964.126	460	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.2434	460	1
2_MACS_peak_16463_lociStitched	chr4	128696697	128704897	2	3731	4781.42	1641.64	461	HSPA4L	SLC25A31	HSPA4L	SLC25A31	0.04979999999999998	461	1
1_MACS_peak_4409_lociStitched	chr11	115091915	115095150	1	3236	4291.8745	1152.307	462	CADM1		CADM1	CADM1	0.043200000000000016	462	1
2_MACS_peak_16840_lociStitched	chr4	185454905	185460549	2	4824	4626.3868	1495.0956	463			IRF2	IRF2	0.1717	463	1
1_MACS_peak_20671_lociStitched	chr7	101948377	101951001	1	2625	4047.2576	917.3504	464	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.08979999999999999	464	1
1_MACS_peak_1370_lociStitched	chr1	161014234	161017118	1	2885	4528.7452	1402.7776	465	USF1,ARHGAP30	F11R,TSTD1,PVRL4	USF1	USF1	0.25479999999999997	465	1
1_MACS_peak_2224_lociStitched	chr1	235097948	235100010	1	2063	3936.7704	810.9846	466			SNORA14B	SNORA14B	NONE	466	1
1_MACS_peak_13137_lociStitched	chr21	11168259	11171355	1	3097	4648.0248	1523.232	467			BAGE	BAGE	NONE	467	1
1_MACS_peak_9471_lociStitched	chr18	42338542	42340483	1	1942	3635.8812	515.1414	468	SETBP1		SETBP1	SETBP1	0.054400000000000004	468	1
1_MACS_peak_1744_lociStitched	chr1	195164150	195165403	1	1254	3674.2972	555.079	469				NONE	NONE	469	1
3_MACS_peak_11036_lociStitched	chr2	60776357	60783328	3	4344	4316.4432	1201.1033	470	BCL11A		BCL11A	BCL11A	0.0266	470	1
2_MACS_peak_16828_lociStitched	chr4	185302746	185306696	2	3856	4699.71	1585.53	471			IRF2	IRF2	0.1717	471	1
1_MACS_peak_17586_lociStitched	chr5	96269792	96272050	1	2259	3671.2822	557.2744	472	LNPEP	LNPEP	LNPEP	LNPEP	0.021799999999999986	472	1
2_MACS_peak_13412_lociStitched	chr21	43943976	43948830	2	3424	4813.2264	1700.3562	473	SLC37A1	RSPH1	SLC37A1	RSPH1	0.06819999999999998	473	1
1_MACS_peak_20960_lociStitched	chr7	130808355	130810000	1	1646	3966.2595	854.084	474	MKLN1	FLJ43663	MKLN1	FLJ43663	0.03240000000000001	474	1
2_MACS_peak_14945_lociStitched	chr3	133192995	133199847	2	3582	5049.2388	1937.7456	475	BFSP2		BFSP2	BFSP2	0.091	475	1
3_MACS_peak_3981_lociStitched	chr11	65236124	65245807	3	4114	4952.8545	1841.7066	476		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	0.8154999999999999	476	1
4_MACS_peak_6987_lociStitched	chr15	59267365	59280537	4	4824	5475.6004	2367.0084	477	RNF111	SLTM	RNF111	SLTM	0.015200000000000019	477	1
3_MACS_peak_16516_lociStitched	chr4	140128197	140136252	3	4350	4742.784	1635.165	478			C4orf49	C4orf49	NONE	478	1
2_MACS_peak_1053_lociStitched	chr1	145138562	145145616	2	3543	5843.5336	2736.952	479		SEC22B	SEC22B	NONE	NONE	479	1
