REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
3_MACS_peak_13071_lociStitched	chr20	56047958	56056867	3	4940	4889.2592	2010.7613	383		CTCFL	CTCFL	383	1
3_MACS_peak_2320_lociStitched	chr1	247373415	247380393	3	4631	5209.7748	2055.021	385		VN1R5,ZNF124,MIR3916	MIR3916	385	1
1_MACS_peak_18638_lociStitched	chr6	26156163	26160784	1	4622	4464.3481	1304.9704	386	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	386	1
2_MACS_peak_561_lociStitched	chr1	52336545	52345708	2	4267	5021.324	1575.1197	387	NRD1	MIR761	NRD1	387	1
3_MACS_peak_1330_lociStitched	chr1	158979145	158986228	3	4221	5404.329	1925.8677	388	IFI16		IFI16	388	1
2_MACS_peak_20174_lociStitched	chr7	35764276	35770904	2	3842	5266.6088	1535.7076	389		HERPUD2	HERPUD2	389	1
1_MACS_peak_8401_lociStitched	chr17	19090489	19094430	1	3942	4875.017	1211.4634	390		EPN2	EPN2	390	1
3_MACS_peak_10848_lociStitched	chr2	39347849	39356737	3	3912	5580.7752	1900.2544	391		SOS1	SOS1	391	1
1_MACS_peak_3265_lociStitched	chr10	112217393	112221916	1	4524	4700.7539	1472.2365	392		DUSP5	DUSP5	392	1
4_MACS_peak_18257_lociStitched	chr5	173311178	173320414	4	4692	4956.9612	1877.6788	393	CPEB4		CPEB4	393	1
2_MACS_peak_7098_lociStitched	chr15	69109391	69114733	2	5244	3374.5414	892.6482	394	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	394	1
3_MACS_peak_13555_lociStitched	chr22	23479988	23488076	3	5025	4495.3104	1759.9488	395	RAB36,RTDR1	BCR	RTDR1	395	1
4_MACS_peak_3090_lociStitched	chr10	94831456	94840657	4	4766	4676.8683	1682.8629	397	CYP26A1	CYP26C1	CYP26A1	397	1
3_MACS_peak_3628_lociStitched	chr11	21432246	21437794	3	4317	4623.7032	1253.848	398	NELL1		NELL1	398	1
3_MACS_peak_10573_lociStitched	chr2	10259801	10265101	3	4888	3999.38	1166	399	RRM2	C2orf48,CYS1	RRM2	399	1
1_MACS_peak_234_lociStitched	chr1	24513779	24518614	1	4836	4421.6075	1536.563	400		LOC284632,IL22RA1,IL28RA	IL28RA	400	1
3_MACS_peak_4660_lociStitched	chr12	4251696	4261616	3	3534	5684.16	1828.256	401			CCND2	401	1
1_MACS_peak_14679_lociStitched	chr3	105084985	105089144	1	4160	4369.0295	911.6528	402	ALCAM		ALCAM	402	1
1_MACS_peak_17165_lociStitched	chr5	42991482	42995682	1	4201	4612.02	1193.22	403		LOC153684,LOC648987,C5orf39	LOC648987	403	1
1_MACS_peak_22087_lociStitched	chr8	134509941	134514621	1	4681	4368.78	1361.412	405	ST3GAL1		ST3GAL1	405	1
3_MACS_peak_19878_lociStitched	chr7	2438889	2447238	3	4311	5196.4176	1876.0203	406	CHST12	EIF3B	CHST12	406	1
3_MACS_peak_3835_lociStitched	chr11	58340780	58347651	3	4190	5367.6252	1964.4189	408	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	408	1
3_MACS_peak_13760_lociStitched	chr22	39096436	39103438	3	4900	4526.793	1764.504	409	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	409	1
1_MACS_peak_7690_lociStitched	chr16	21528347	21532609	1	4263	4861.2372	1527.927	410	SLC7A5P2	LOC100271836	SLC7A5P2	410	1
2_MACS_peak_20809_lociStitched	chr7	116164613	116170761	2	4603	4674.3244	1631.0644	411	CAV1	CAV2	CAV1	411	1
3_MACS_peak_16533_lociStitched	chr4	141071088	141078267	3	4691	4355.4993	1400.6229	412	MAML3		MAML3	412	1
3_MACS_peak_13407_lociStitched	chr21	43880519	43890066	3	4158	6194.0936	2796.3163	413		SLC37A1,RSPH1	RSPH1	413	1
3_MACS_peak_19453_lociStitched	chr6	114175491	114180555	3	4865	3793.9488	1033.056	414	MARCKS	FLJ34503	MARCKS	414	1
2_MACS_peak_22255_lociStitched	chr9	5626312	5630509	2	4112	4581.8649	1165.0872	415	KIAA1432	KIAA1432	KIAA1432	415	1
1_MACS_peak_990_lociStitched	chr1	118172079	118177000	1	4922	3620.3797	923.1796	416		FAM46C	FAM46C	416	1
4_MACS_peak_16475_lociStitched	chr4	129724378	129733922	4	4753	4570.6216	1707.4216	417	PHF17		PHF17	417	1
1_MACS_peak_1217_lociStitched	chr1	154296743	154301386	1	4644	4557.5688	1592.549	418	AQP10,ATP8B2		ATP8B2	418	1
1_MACS_peak_7713_lociStitched	chr16	23345286	23349536	1	4251	4841.175	1549.125	420	SCNN1B		SCNN1B	420	1
3_MACS_peak_7164_lociStitched	chr15	74832366	74839370	3	4349	4994.5524	1780.4168	421	ARID3B		ARID3B	421	1
3_MACS_peak_13581_lociStitched	chr22	24823123	24831259	3	4305	4906.8216	1662.9984	422	ADORA2A,C22orf45		ADORA2A	422	1
2_MACS_peak_15136_lociStitched	chr3	156805429	156811717	2	4226	6076.7232	2773.008	423	LOC100498859,LOC339894		LOC100498859	423	1
2_MACS_peak_1965_lociStitched	chr1	211750616	211756654	2	4779	4547.8216	1735.925	424	SLC30A1		SLC30A1	424	1
4_MACS_peak_3369_lociStitched	chr10	125831282	125844805	4	4768	5363.2218	2551.7901	425	CHST15		CHST15	425	1
1_MACS_peak_15374_lociStitched	chr3	183269591	183274298	1	4708	4783.7241	1918.5732	426	KLHL6		KLHL6	426	1
2_MACS_peak_21463_lociStitched	chr8	33420698	33425478	2	4399	4105.064	964.126	427	RNF122	C8orf41,DUSP26	RNF122	427	1
3_MACS_peak_21020_lociStitched	chr7	137666056	137673441	3	4872	4860.807	2174.8825	429	CREB3L2		CREB3L2	429	1
3_MACS_peak_322_lociStitched	chr1	28903292	28914166	3	4296	5533.7786	2332.473	430	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	430	1
2_MACS_peak_2370_lociStitched	chr10	3823887	3828620	2	4668	3842.2494	971.2116	431	KLF6		KLF6	431	1
1_MACS_peak_14565_lociStitched	chr3	79065762	79069504	1	3743	4394.2306	815.0076	432	ROBO1		ROBO1	432	1
3_MACS_peak_4450_lociStitched	chr11	118738781	118743876	3	4260	4503.98	1293.6205	433		CXCR5,BCL9L	CXCR5	433	1
2_MACS_peak_1431_lociStitched	chr1	164685549	164691263	2	3767	5329.4478	1775.3398	434	PBX1		PBX1	434	1
3_MACS_peak_11120_lociStitched	chr2	65657531	65664655	3	4094	4536.5632	1218.204	435	SPRED2		SPRED2	435	1
3_MACS_peak_3856_lociStitched	chr11	59324325	59334317	3	4588	4540.3648	1642.6848	436		OR4D9,MIR3162,OSBP	MIR3162	436	1
3_MACS_peak_5140_lociStitched	chr12	53846129	53855857	3	4691	4830.9248	2034.1248	437	PCBP2	AMHR2,PRR13,TARBP2,MAP3K12,NPFF	PCBP2	437	1
2_MACS_peak_5308_lociStitched	chr12	69200868	69205104	2	4172	4441.446	1187.7744	438	MDM2		MDM2	438	1
3_MACS_peak_11036_lociStitched	chr2	60776357	60783328	3	4344	4316.4432	1201.1033	439	BCL11A		BCL11A	439	1
3_MACS_peak_16516_lociStitched	chr4	140128197	140136252	3	4350	4742.784	1635.165	440			C4orf49	440	1
3_MACS_peak_14900_lociStitched	chr3	128995111	129002444	3	3749	5164.6319	1631.5925	441	COPG,C3orf37	C3orf47,H1FX	C3orf37	441	1
3_MACS_peak_2372_lociStitched	chr10	3846810	3854309	3	4152	4935.8418	1701.5231	442		KLF6	KLF6	442	1
2_MACS_peak_1286_lociStitched	chr1	156195048	156199110	2	3283	5216.8266	1443.2286	443	PMF1	SLC25A44,BGLAP,PAQR6	PMF1	443	1
1_MACS_peak_8718_lociStitched	chr17	43302662	43307050	1	4389	4170.794	1148.7784	444	FMNL1	LOC100133991,C17orf46	FMNL1	444	1
2_MACS_peak_10352_lociStitched	chr19	47287368	47292320	2	4797	3934.8592	1312.28	445	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	445	1
1_MACS_peak_7049_lociStitched	chr15	65183977	65188645	1	4669	4329.1032	1572.1824	446		PLEKHO2,ANKDD1A	ANKDD1A	446	1
2_MACS_peak_2214_lociStitched	chr1	234652435	234659951	2	3589	5876.7604	2276.5964	447		TARBP1	TARBP1	447	1
2_MACS_peak_2262_lociStitched	chr1	240075040	240078916	2	3438	4876.008	1189.1568	448			RPS7P5	448	1
3_MACS_peak_3970_lociStitched	chr11	64851092	64864154	3	4096	5615.3538	2370.753	449	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	449	1
2_MACS_peak_10065_lociStitched	chr19	16476920	16483627	2	3725	4831.7228	1333.3516	451	EPS15L1	KLF2	KLF2	451	1
3_MACS_peak_17852_lociStitched	chr5	131826086	131835536	3	4904	4539.78	2076.165	452	IRF1	IL5	IRF1	452	1
3_MACS_peak_5462_lociStitched	chr12	92855379	92865962	3	3787	5569.8329	2124.0081	454		CLLU1,CLLU1OS	CLLU1OS	454	1
1_MACS_peak_18869_lociStitched	chr6	36559554	36564064	1	4511	4031.038	1157.266	455	SRSF3	STK38,MIR3925	SRSF3	455	1
2_MACS_peak_1055_lociStitched	chr1	145153894	145160467	2	3363	6668.3085	2971.6533	456		NOTCH2NL	NOTCH2NL	456	1
3_MACS_peak_18660_lociStitched	chr6	26532751	26538854	3	4255	4255.0116	1163.8421	457	HMGN4	BTN1A1,HCG11	HMGN4	457	1
2_MACS_peak_18342_lociStitched	chr5	180644664	180651175	2	4193	4733.497	1591.9395	458	TRIM41	TRIM7,SNORD96A,SNORD95,GNB2L1,TRIM52	TRIM41	458	1
1_MACS_peak_15354_lociStitched	chr3	182430831	182435618	1	4788	4391.5938	1824.3257	459			ATP11B	459	1
3_MACS_peak_1242_lociStitched	chr1	154971145	154975000	3	3796	4772.49	1360.044	461		CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	461	1
1_MACS_peak_11272_lociStitched	chr2	86262609	86266355	1	3747	4600.4626	1159.7616	463	POLR1A	LOC90784	LOC90784	463	1
3_MACS_peak_16834_lociStitched	chr4	185369481	185379820	3	4529	5278.0595	2459.6481	464	IRF2		IRF2	464	1
3_MACS_peak_20568_lociStitched	chr7	92438481	92445300	3	3798	5076.7455	1672.7007	465	CDK6		CDK6	465	1
2_MACS_peak_12630_lociStitched	chr20	10650936	10655796	2	4827	3478.302	977.832	466	JAG1		JAG1	466	1
2_MACS_peak_9110_lociStitched	chr17	75205024	75209501	2	4059	4719.6534	1505.6151	467	SEC14L1		SEC14L1	467	1
2_MACS_peak_17593_lociStitched	chr5	98104591	98110801	2	4724	3636.576	1029.618	468	RGMB,FLJ35946		FLJ35946	468	1
2_MACS_peak_13436_lociStitched	chr21	45201639	45210395	2	4220	5619.6008	2539.24	469	RRP1	CSTB,LOC284837	RRP1	469	1
2_MACS_peak_8621_lociStitched	chr17	38019588	38024674	2	4651	4016.4142	1339.6524	470	ZPBP2,IKZF3	GSDMB	IKZF3	470	1
1_MACS_peak_8715_lociStitched	chr17	43224156	43228034	1	3879	4387.1814	1058.3062	471	HEXIM1	ACBD4,HEXIM2,PLCD3	HEXIM1	471	1
1_MACS_peak_19267_lociStitched	chr6	90993670	90997162	1	3493	4660.4232	1084.9644	472	BACH2		BACH2	472	1
3_MACS_peak_21051_lociStitched	chr7	139909433	139914837	3	3969	5124.0728	1861.678	473		LOC100134229,JHDM1D	LOC100134229	473	1
2_MACS_peak_1066_lociStitched	chr1	145501611	145508600	2	3682	5605.178	2166.59	474	RBM8A	ANKRD34A,LIX1L,PEX11B,ITGA10,ANKRD35,POLR3GL,GNRHR2	RBM8A	474	1
3_MACS_peak_3981_lociStitched	chr11	65236124	65245807	3	4114	4952.8545	1841.7066	475		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	475	1
3_MACS_peak_4973_lociStitched	chr12	33049194	33060328	3	3564	5466.794	1972.9448	476	PKP2		PKP2	476	1
1_MACS_peak_20571_lociStitched	chr7	92461169	92465817	1	4649	3646.8208	1033.2504	477	CDK6		CDK6	477	1
1_MACS_peak_11468_lociStitched	chr2	111876889	111881251	1	4363	3737.7978	867.1656	479	BCL2L11		BCL2L11	479	1
4_MACS_peak_22507_lociStitched	chr9	69259419	69270008	4	4762	4532.092	2099.7987	481	CBWD6		CBWD6	481	1
2_MACS_peak_13441_lociStitched	chr21	45557579	45566085	2	4260	5114.6578	2180.0878	482	C21orf33	PWP2	C21orf33	482	1
2_MACS_peak_16560_lociStitched	chr4	144277288	144280998	2	3621	4416.384	1010.975	483	GAB1		GAB1	483	1
3_MACS_peak_22039_lociStitched	chr8	129279231	129287026	3	4065	4754.95	1665.7915	484			MIR1208	484	1
1_MACS_peak_15203_lociStitched	chr3	167966099	167969892	1	3794	4481.8088	1194.795	485	EGFEM1P		EGFEM1P	485	1
2_MACS_peak_5041_lociStitched	chr12	46776406	46782806	2	4512	3987.2	1301.76	486		SLC38A2	SLC38A2	486	1
2_MACS_peak_1752_lociStitched	chr1	197743411	197748319	2	4337	4626.7716	1776.2052	487	DENND1B		DENND1B	487	1
2_MACS_peak_10840_lociStitched	chr2	38890415	38895306	2	4052	4324.6222	1235.9557	488	GALM		GALM	488	1
2_MACS_peak_2165_lociStitched	chr1	230240114	230246575	2	3837	5305.7732	2065.5817	489	GALNT2		GALNT2	489	1
3_MACS_peak_8244_lociStitched	chr17	3814016	3820218	3	4447	4409.622	1690.6652	491	P2RX1	CAMKK1,ATP2A3	P2RX1	491	1
2_MACS_peak_14754_lociStitched	chr3	113463625	113468528	2	4536	3773.8391	1146.8117	492	ATP6V1A,NAA50	KIAA2018	ATP6V1A	492	1
3_MACS_peak_12307_lociStitched	chr2	217081412	217088265	3	4392	4642.2222	1878.4073	493			XRCC5	493	1
3_MACS_peak_10000_lociStitched	chr19	12991467	13002571	3	4171	4983.4752	2024.2592	494	GCDH,DNASE2,KLF1	MAST1,CALR,RTBDN,SYCE2,FARSA	KLF1	494	1
3_MACS_peak_10005_lociStitched	chr19	13044041	13053707	3	4069	4745.0394	1702.1826	495	CALR,FARSA	GCDH,RAD23A,DAND5,KLF1,SYCE2,GADD45GIP1	CALR	495	1
3_MACS_peak_15608_lociStitched	chr4	3042714	3050169	3	3543	4853.205	1440.306	496		HTT	HTT	496	1
4_MACS_peak_12976_lociStitched	chr20	47883659	47895770	4	4187	5239.2186	2304.7233	497	NCRNA00275,SNORD12C,ZNFX1	DDX27,SNORD12B,SNORD12	NCRNA00275	497	1
2_MACS_peak_13311_lociStitched	chr21	36420395	36424191	2	3643	4631.4996	1292.538	498	RUNX1	C21orf96	RUNX1	498	1
1_MACS_peak_15371_lociStitched	chr3	183242894	183246450	1	3557	4976.2664	1586.6872	499	KLHL6		KLHL6	499	1
2_MACS_peak_17839_lociStitched	chr5	131435549	131440722	2	4083	4578.105	1566.3844	500		IL3,CSF2	CSF2	500	1
1_MACS_peak_18649_lociStitched	chr6	26270309	26274777	1	4469	4038.1784	1376.5908	501	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	501	1
3_MACS_peak_8491_lociStitched	chr17	29640200	29649237	3	4297	4843.832	2021.5769	502	NF1,EVI2B,EVI2A	OMG	EVI2B	502	1
2_MACS_peak_21506_lociStitched	chr8	38239103	38244492	2	4528	3860.1407	1269.6484	503	LETM2,WHSC1L1		WHSC1L1	503	1
2_MACS_peak_18644_lociStitched	chr6	26215440	26224984	2	4579	4373.0608	1841.992	504	HIST1H2AE,HIST1H2BG	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BI,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H3G	HIST1H2AE	504	1
2_MACS_peak_7375_lociStitched	chr15	93346646	93354560	2	4139	4234.7814	1284.4422	505		ASB9P1	ASB9P1	505	1
3_MACS_peak_19236_lociStitched	chr6	88627900	88636431	3	4025	4929.2118	1890.4696	506			SPACA1	506	1
2_MACS_peak_17940_lociStitched	chr5	139047171	139051702	2	4431	3864.4899	1192.1061	508	CXXC5		CXXC5	508	1
1_MACS_peak_4729_lociStitched	chr12	9799707	9804061	1	4355	3708.7372	974.8606	509	LOC374443	CLEC2D,KLRB1	LOC374443	509	1
2_MACS_peak_1134_lociStitched	chr1	150131702	150138931	2	3804	5752.8382	2574.2469	511	PLEKHO1		PLEKHO1	511	1
3_MACS_peak_1862_lociStitched	chr1	205197438	205207887	3	4482	5458.5576	2865.1158	512	TMCC2	DSTYK	TMCC2	512	1
2_MACS_peak_16164_lociStitched	chr4	87855300	87861935	2	4102	4587.439	1654.769	515	AFF1	C4orf36	AFF1	515	1
3_MACS_peak_14297_lociStitched	chr3	46330747	46340099	3	4067	4930.3744	1969.5312	516		CCR3	CCR3	516	1
2_MACS_peak_11311_lociStitched	chr2	88923160	88928322	2	4523	3828.6554	1304.4374	517	EIF2AK3		EIF2AK3	517	1
2_MACS_peak_5060_lociStitched	chr12	48201392	48208269	2	3999	4802.8968	1796.2724	518	HDAC7	SLC48A1,RAPGEF3	HDAC7	518	1
2_MACS_peak_16828_lociStitched	chr4	185302746	185306696	2	3856	4699.71	1585.53	519			IRF2	519	1
1_MACS_peak_17410_lociStitched	chr5	75697181	75701345	1	4165	3942.0588	1109.706	521	IQGAP2		IQGAP2	521	1
2_MACS_peak_15120_lociStitched	chr3	155570614	155578150	2	3901	4982.8032	1935.2448	522	SLC33A1	GMPS,C3orf33	SLC33A1	522	1
2_MACS_peak_5495_lociStitched	chr12	94598149	94602901	2	3981	4365.6624	1381.8816	523	PLXNC1		PLXNC1	523	1
3_MACS_peak_22517_lociStitched	chr9	70489040	70497664	3	3872	4779.4208	1712.7264	524	CBWD5,CBWD3		CBWD5	524	1
2_MACS_peak_9893_lociStitched	chr19	7191878	7199015	2	3590	4651.1829	1387.4328	526	INSR		INSR	526	1
1_MACS_peak_20009_lociStitched	chr7	20368525	20372692	1	4168	3742.3827	931.7412	527	ITGB8		ITGB8	527	1
2_MACS_peak_9017_lociStitched	chr17	70593134	70601377	2	4103	4752.0895	1885.1741	528	FLJ26484	LOC100499467	LOC100499467	528	1
1_MACS_peak_20793_lociStitched	chr7	113723538	113727667	1	4130	4305.7212	1462.4918	529	FOXP2		FOXP2	529	1
1_MACS_peak_1716_lociStitched	chr1	192777165	192781459	1	4295	4566.669	1874.7604	530	RGS2		RGS2	530	1
1_MACS_peak_1041_lociStitched	chr1	144518890	144522511	1	3622	4071.4524	842.2446	532	LOC728875		C1orf152	532	1
2_MACS_peak_13068_lociStitched	chr20	55967091	55974117	2	3713	4890.096	1726.2882	533	RBM38	RAE1,MTRNR2L3	RBM38	533	1
2_MACS_peak_16463_lociStitched	chr4	128696697	128704897	2	3731	4781.42	1641.64	534	HSPA4L	SLC25A31	HSPA4L	534	1
3_MACS_peak_7512_lociStitched	chr16	3199978	3209509	3	3783	4572.9738	1477.305	535		ZNF205,ZNF213,OR1F1,MGC3771	ZNF213	535	1
2_MACS_peak_9642_lociStitched	chr18	60804894	60809777	2	3994	4366.3786	1441.4616	536	BCL2		BCL2	536	1
1_MACS_peak_20997_lociStitched	chr7	134853260	134857134	1	3875	4403.1884	1394.2526	537	C7orf49	TMEM140,WDR91	C7orf49	537	1
3_MACS_peak_20269_lociStitched	chr7	45034343	45041558	3	4242	4199.13	1513.707	538	CCM2	CCM2,MYO1G,SNORA9,C7orf40	CCM2	538	1
2_MACS_peak_20088_lociStitched	chr7	26236847	26242204	2	4150	3840.4333	1083.7211	539	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	539	1
2_MACS_peak_857_lociStitched	chr1	92948489	92953002	2	4471	3379.7857	943.6683	541	GFI1		GFI1	541	1
2_MACS_peak_16866_lociStitched	chr4	186315648	186320759	2	4460	3789.2954	1355.4372	543	ANKRD37,UFSP2	C4orf47,LRP2BP	ANKRD37	543	1
2_MACS_peak_6215_lociStitched	chr13	114789732	114793858	2	3932	3720.8268	796.7306	544	RASA3		RASA3	544	1
1_MACS_peak_1139_lociStitched	chr1	150335292	150339602	1	4311	4165.184	1589.528	546	RPRD2	PRPF3	RPRD2	546	1
3_MACS_peak_18871_lociStitched	chr6	36646133	36651317	3	4237	3811.2768	1170.5472	548	CDKN1A		CDKN1A	548	1
1_MACS_peak_22681_lociStitched	chr9	93953292	93957056	1	3765	4242.4044	1205.6092	549			LOC100129316	549	1
1_MACS_peak_13075_lociStitched	chr20	56192905	56196630	1	3726	4049.4475	991.595	550	ZBP1		ZBP1	550	1
2_MACS_peak_6706_lociStitched	chr15	31555249	31559617	2	3545	4628.7696	1446.2448	551			KLF13	551	1
2_MACS_peak_17237_lociStitched	chr5	55287372	55291646	2	4272	3432.4494	847.5342	552	IL6ST		IL6ST	552	1
4_MACS_peak_23464_lociStitched	chrX	75362823	75372067	4	4026	3739.198	930.8708	553		CXorf26	CXorf26	553	1
2_MACS_peak_15238_lociStitched	chr3	170584522	170588837	2	3567	4511.3325	1354.047	554	RPL22L1	EIF5A2	RPL22L1	554	1
3_MACS_peak_19354_lociStitched	chr6	106588489	106595246	3	4371	4432.592	1958.8543	555		PRDM1	PRDM1	555	1
2_MACS_peak_16051_lociStitched	chr4	77222227	77229285	2	3881	4249.6218	1329.0214	556	STBD1	FAM47E	STBD1	556	1
3_MACS_peak_13958_lociStitched	chr3	5018572	5029182	3	4326	4318.27	1806.883	558	BHLHE40		BHLHE40	558	1
2_MACS_peak_17504_lociStitched	chr5	87955128	87963382	2	3698	4601.605	1552.5774	559	LOC645323,MIR9-2		MIR9-2	559	1
2_MACS_peak_2499_lociStitched	chr10	14995172	15003010	2	3856	4572.6892	1645.98	560	MEIG1,DCLRE1C		MEIG1	560	1
2_MACS_peak_7027_lociStitched	chr15	63765098	63772806	2	4030	4540.012	1762.8196	562		USP3	USP3	562	1
2_MACS_peak_13434_lociStitched	chr21	45135902	45140160	2	4192	3916.5084	1299.9674	564	PDXK		PDXK	564	1
2_MACS_peak_14945_lociStitched	chr3	133192995	133199847	2	3582	5049.2388	1937.7456	565	BFSP2		BFSP2	565	1
2_MACS_peak_11160_lociStitched	chr2	69869665	69876597	2	4121	4026.7988	1346.8876	566	AAK1		AAK1	566	1
2_MACS_peak_17089_lociStitched	chr5	32582341	32586695	2	3760	4003.503	1025.367	568	SUB1		SUB1	568	1
3_MACS_peak_18558_lociStitched	chr6	16759874	16766918	3	4277	3800.9424	1287.6432	569	ATXN1		ATXN1	569	1
2_MACS_peak_20610_lociStitched	chr7	98476179	98480622	2	3733	3968.9319	985.0131	570	TRRAP,MIR3609	TMEM130	MIR3609	570	1
2_MACS_peak_2628_lociStitched	chr10	30989981	30995236	2	4000	4155.654	1387.8455	571			LYZL2	571	1
2_MACS_peak_3719_lociStitched	chr11	35027830	35035990	2	3703	4625.904	1624.656	572			APIP	572	1
4_MACS_peak_13350_lociStitched	chr21	38737748	38743543	4	4051	3889.604	1172.3285	573	DYRK1A	DYRK1A	DYRK1A	573	1
1_MACS_peak_18637_lociStitched	chr6	26122787	26126683	1	3897	4096.2544	1249.0576	574	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	574	1
2_MACS_peak_1375_lociStitched	chr1	161122721	161130041	2	4094	4783.62	2108.16	575	UFC1,USP21	NIT1,PPOX,NDUFS2,PFDN2,DEDD,B4GALT3,ADAMTS4	UFC1	575	1
2_MACS_peak_1314_lociStitched	chr1	157564763	157568782	2	3450	4426.1247	1255.9375	577	FCRL4	FCRL5	FCRL4	577	1
3_MACS_peak_14011_lociStitched	chr3	13035910	13044705	3	3375	4941.031	1723.82	578	IQSEC1	IQSEC1	IQSEC1	578	1
2_MACS_peak_1053_lociStitched	chr1	145138562	145145616	2	3543	5843.5336	2736.952	579		SEC22B	SEC22B	579	1
2_MACS_peak_15421_lociStitched	chr3	186283935	186289309	2	3910	4563.6008	1737.4142	580	DNAJB11,TBCCD1	AHSG,CRYGS	TBCCD1	580	1
2_MACS_peak_20518_lociStitched	chr7	86845910	86850483	2	4016	3969.8213	1240.6549	582	C7orf23		C7orf23	582	1
3_MACS_peak_8144_lociStitched	chr16	81842323	81851855	3	3769	4116.8708	1184.8276	583	PLCG2		PLCG2	583	1
2_MACS_peak_11270_lociStitched	chr2	86220578	86227563	2	4022	4682.0455	1971.167	585		LOC90784	LOC90784	585	1
1_MACS_peak_8297_lociStitched	chr17	6915280	6919417	1	4138	3900.3636	1301.9139	588	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	588	1
3_MACS_peak_467_lociStitched	chr1	42186421	42195199	3	3640	4908.6576	1899.5592	589	HIVEP3		HIVEP3	589	1
3_MACS_peak_18494_lociStitched	chr6	12008317	12013830	3	4190	3408.6879	871.6053	591	HIVEP1		HIVEP1	591	1
3_MACS_peak_18276_lociStitched	chr5	175079642	175086279	3	4122	4057.1981	1460.14	593	HRH2	HRH2	HRH2	593	1
2_MACS_peak_13794_lociStitched	chr22	39911043	39917634	2	4033	4093.011	1416.4059	594	SMCR7L,ATF4	MGAT3,CACNA1I,RPS19BP1	ATF4	594	1
2_MACS_peak_12576_lociStitched	chr20	5092771	5101345	2	3946	4642.821	1889.7096	595	PCNA-AS1,C20orf30,PCNA	CDS2	PCNA-AS1	595	1
3_MACS_peak_11551_lociStitched	chr2	120763524	120771084	3	4196	3791.34	1282.932	596	EPB41L5		EPB41L5	596	1
3_MACS_peak_17865_lociStitched	chr5	132386870	132400480	3	4127	4969.011	2393.999	597	HSPA4	ZCCHC10	HSPA4	597	1
1_MACS_peak_10819_lociStitched	chr2	37602642	37606119	1	3478	4162.3167	1066.0482	600		QPCT	QPCT	600	1
3_MACS_peak_2092_lociStitched	chr1	226035194	226044950	3	4262	5168.7288	2734.6068	601	TMEM63A	EPHX1,LEFTY1	EPHX1	601	1
2_MACS_peak_22522_lociStitched	chr9	70849366	70857998	2	4041	4387.6456	1738.4848	602	CBWD3		CBWD3	602	1
2_MACS_peak_21916_lociStitched	chr8	118450961	118456645	2	3327	4580.7356	1394.8536	604			MED30	604	1
1_MACS_peak_2417_lociStitched	chr10	6967919	6971414	1	3496	4085.3055	1017.045	605			LOC439949	605	1
1_MACS_peak_13105_lociStitched	chr20	60912121	60916135	1	4015	3916.0584	1260.7974	607	LAMA5	ADRM1,RPS21	LAMA5	607	1
2_MACS_peak_13412_lociStitched	chr21	43943976	43948830	2	3424	4813.2264	1700.3562	608	SLC37A1	RSPH1	SLC37A1	608	1
1_MACS_peak_1126_lociStitched	chr1	149830919	149834290	1	3372	4357.0175	1214.5713	609	HIST2H4B	HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H3A,HIST2H2AA4,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2BC	609	1
2_MACS_peak_3906_lociStitched	chr11	62318961	62325074	2	3735	4504.6697	1625.4467	610		AHNAK,EEF1G,TUT1,MTA2	AHNAK	610	1
