REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_2219_lociStitched	chr1	234859077	234862725	2	3611	11238.3936	346	1			NCRNA00184	NCRNA00184	0.119	346	1
3_MACS_peak_9837_lociStitched	chr18	9135609	9139340	3	3610	9029.02	347	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.4608	347	1
3_MACS_peak_538_lociStitched	chr1	28573154	28577020	3	3604	9934.0736	348	1		ATPIF1,SESN2,DNAJC8	SESN2	ATPIF1	0.4438	348	1
3_MACS_peak_10796_lociStitched	chr19	16434926	16439227	3	3603	9026.9388	349	1	KLF2		KLF2	KLF2	0.9084	349	1
1_MACS_peak_21436_lociStitched	chr8	120885983	120889584	1	3602	8966.8501	350	1	DEPDC6	TAF2,DSCC1	DEPDC6	DEPDC6	0.4258	350	1
1_MACS_peak_15356_lociStitched	chr3	39191886	39195487	1	3602	11013.2984	351	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	CSRNP1	0.751	351	1
3_MACS_peak_10225_lociStitched	chr18	72920194	72924197	3	3599	11127.1391	352	1	TSHZ1,ZADH2		TSHZ1	TSHZ1	0.2195	352	1
2_MACS_peak_17530_lociStitched	chr5	75841957	75845661	2	3598	7340.2168	353	1	IQGAP2		F2RL2	F2RL2	NONE	353	1
3_MACS_peak_2325_lociStitched	chr10	3824655	3828438	3	3592	11041.0638	354	1	KLF6		KLF6	KLF6	0.6835	354	1
3_MACS_peak_18501_lociStitched	chr6	26122580	26126400	3	3590	9969.054	355	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H1E	1.3025	355	1
3_MACS_peak_1355_lociStitched	chr1	150532988	150536810	3	3585	7403.5962	356	1	ADAMTSL4	MIR4257,MCL1	MIR4257	MCL1	0.4751	356	1
3_MACS_peak_6060_lociStitched	chr14	50466806	50470556	3	3581	6889.5	357	1	C14orf182		C14orf182	C14orf182	0.2986	357	1
1_MACS_peak_14577_lociStitched	chr22	23478118	23481691	1	3574	8185.3857	358	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.2868	358	1
1_MACS_peak_3968_lociStitched	chr11	72851747	72855316	1	3570	11789.1208	359	1	FCHSD2		FCHSD2	FCHSD2	0.1277	359	1
5_MACS_peak_8870_lociStitched	chr17	32703617	32708051	5	3567	6012.0606	360	1		CCL13,CCL1	CCL1	CCL1	0.6399	360	1
5_MACS_peak_1361_lociStitched	chr1	150583004	150586843	5	3564	7137.8527	361	1		MCL1,ENSA	ENSA	MCL1	0.4751	361	1
3_MACS_peak_6389_lociStitched	chr14	103569673	103573313	3	3563	9010.82	362	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	C14orf73	1.533	362	1
2_MACS_peak_7603_lociStitched	chr16	9055051	9058674	2	3554	14283.6775	363	1	USP7		USP7	USP7	0.3043	363	1
4_MACS_peak_11713_lociStitched	chr2	10547595	10551769	4	3547	8027.0194	364	1	HPCAL1	SNORA80B,ODC1	SNORA80B	SNORA80B	0.876	364	1
3_MACS_peak_17432_lociStitched	chr5	61943707	61947501	3	3545	6941.123	365	1			LRRC70	LRRC70	NONE	365	1
1_MACS_peak_16064_lociStitched	chr3	150125208	150128747	1	3540	12300.5023	366	1	TSC22D2		TSC22D2	TSC22D2	0.3129	366	1
3_MACS_peak_7753_lociStitched	chr16	23346266	23350041	3	3540	7291.4125	367	1	SCNN1B		SCNN1B	SCNN1B	0.2972	367	1
5_MACS_peak_1377_lociStitched	chr1	150977373	150981470	5	3539	5426.4765	368	1	PRUNE,FAM63A	ANXA9,BNIPL,C1orf56,LASS2	FAM63A	LASS2	0.4553	368	1
4_MACS_peak_18745_lociStitched	chr6	34622859	34626683	4	3538	8405.5344	369	1	C6orf106		C6orf106	C6orf106	0.238	369	1
5_MACS_peak_2989_lociStitched	chr10	112217364	112221484	5	3534	6410.72	370	1		DUSP5	DUSP5	DUSP5	0.3094	370	1
2_MACS_peak_22571_lociStitched	chr9	139587782	139591315	2	3530	8591.1961	371	1		EGFL7,MIR126,FAM69B,LOC100128593,AGPAT2,SNORA43,SNORA17,SNHG7,LCN10	AGPAT2	SNORA17	0.7201	371	1
2_MACS_peak_22038_lociStitched	chr9	93953166	93956764	2	3518	10419.4482	372	1			LOC100129316	LOC100129316	NONE	372	1
1_MACS_peak_15063_lociStitched	chr22	50353144	50356660	1	3517	11528.6124	373	1	PIM3	CRELD2,ALG12	PIM3	PIM3	1.3591	373	1
1_MACS_peak_16121_lociStitched	chr3	156820734	156824247	1	3514	7785.1593	374	1	LOC339894	LOC100498859	LOC100498859	LOC100498859	1.2022	374	1
1_MACS_peak_22320_lociStitched	chr9	130538762	130542273	1	3512	9884.8694	375	1	SH2D3C	MIR2861,CDK9,FPGS,TOR2A,SH2D3C	SH2D3C	MIR2861	0.7129	375	1
2_MACS_peak_19642_lociStitched	chr7	23507706	23511572	2	3510	12755.0938	376	1	IGF2BP3	RPS2P32	IGF2BP3	IGF2BP3	0.2208	376	1
1_MACS_peak_22229_lociStitched	chr9	123637625	123641133	1	3509	13704.002	377	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.6848	377	1
2_MACS_peak_1471_lociStitched	chr1	154830898	154834409	2	3509	15206.8432	378	1	KCNN3		KCNN3	KCNN3	0.343	378	1
2_MACS_peak_22718_lociStitched	chrX	11444026	11447962	2	3509	8520.6528	379	1	ARHGAP6		AMELX	AMELX	NONE	379	1
2_MACS_peak_3508_lociStitched	chr11	47414285	47417832	2	3507	8489.7445	380	1		SLC39A13,MYBPC3,SPI1,PSMC3	SLC39A13	PSMC3	0.2111	380	1
3_MACS_peak_5297_lociStitched	chr12	116796502	116800074	3	3504	7405.4704	381	1			MED13L	MED13L	NONE	381	1
4_MACS_peak_19823_lociStitched	chr7	45440061	45444013	4	3501	5468.3824	382	1			ADCY1	ADCY1	NONE	382	1
1_MACS_peak_20389_lociStitched	chr7	102071907	102075406	1	3500	14151.7055	383	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	1.0842	383	1
2_MACS_peak_22230_lociStitched	chr9	123653112	123656694	2	3499	11166.885	384	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	PHF19	0.6848	384	1
4_MACS_peak_15476_lociStitched	chr3	46587496	46591613	4	3496	6125.6843	385	1	LRRC2	RTP3,TDGF1	LRRC2	RTP3	0.8792	385	1
2_MACS_peak_4582_lociStitched	chr12	12876169	12879802	2	3492	18044.3844	386	1	APOLD1	CDKN1B,MIR613,GPR19	APOLD1	CDKN1B	2.5208	386	1
2_MACS_peak_10243_lociStitched	chr18	77153113	77156664	2	3486	8488.3104	387	1	NFATC1	NFATC1	NFATC1	NFATC1	0.1833	387	1
5_MACS_peak_20727_lociStitched	chr7	150597758	150601841	5	3480	6209.0181	388	1		ABP1	ABP1	ABP1	0.1096	388	1
2_MACS_peak_18740_lociStitched	chr6	34203302	34206810	2	3472	11017.2248	389	1	HMGA1	C6orf1	HMGA1	HMGA1	0.7228	389	1
5_MACS_peak_2369_lociStitched	chr10	7511768	7516055	5	3471	6064.3902	390	1			SFMBT2	SFMBT2	0.1102	390	1
3_MACS_peak_9597_lociStitched	chr17	76247102	76250799	3	3467	8853.5756	391	1		BIRC5,LOC283999,EPR1	LOC283999	LOC283999	0.1425	391	1
3_MACS_peak_745_lociStitched	chr1	41981413	41985132	3	3467	7590.1071	392	1	HIVEP3	EDN2	EDN2	EDN2	0.7229	392	1
4_MACS_peak_11293_lociStitched	chr19	47217204	47221422	4	3467	6809.5392	393	1	PRKD2	FKRP,MIR320E,STRN4	PRKD2	STRN4	0.2978	393	1
2_MACS_peak_16090_lociStitched	chr3	151984467	151988304	2	3463	12416.532	394	1	MBNL1,LOC401093	MBNL1	MBNL1	MBNL1	0.2632	394	1
4_MACS_peak_1788_lociStitched	chr1	183879242	183882910	4	3455	7237.6976	395	1	RGL1		GLT25D2	GLT25D2	NONE	395	1
1_MACS_peak_17390_lociStitched	chr5	56110007	56113460	1	3454	17746.0029	396	1	MAP3K1		MAP3K1	MAP3K1	0.3208	396	1
5_MACS_peak_21546_lociStitched	chr8	134510341	134514503	5	3454	7055.4224	397	1	ST3GAL1		ST3GAL1	ST3GAL1	0.3348	397	1
4_MACS_peak_21619_lociStitched	chr8	144425037	144428889	4	3453	8267.5476	398	1		RHPN1,TOP1MT,C8orf51	TOP1MT	C8orf51	0.3711	398	1
2_MACS_peak_9934_lociStitched	chr18	20713793	20717389	2	3448	13148.0548	399	1	CABLES1	CABLES1	CABLES1	CABLES1	0.3696	399	1
6_MACS_peak_17748_lociStitched	chr5	121632692	121637523	6	3446	5497.678	400	1		SNCAIP	SNCAIP	SNCAIP	0.1256	400	1
5_MACS_peak_9846_lociStitched	chr18	10474259	10478657	5	3445	7247.904	401	1	APCDD1	NAPG	APCDD1	APCDD1	0.4608	401	1
1_MACS_peak_20866_lociStitched	chr8	11321755	11325196	1	3442	9380.5101	402	1	FAM167A	BLK	FAM167A	FAM167A	0.6039	402	1
2_MACS_peak_6562_lociStitched	chr15	22093299	22096892	2	3440	10260.1708	403	1			CXADRP2	CXADRP2	0.8996	403	1
2_MACS_peak_9425_lociStitched	chr17	70582699	70586335	2	3436	8394.0696	404	1	LOC100499467		LOC100499467	LOC100499467	0.1665	404	1
2_MACS_peak_17316_lociStitched	chr5	42991510	42995096	2	3434	9197.3728	405	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	1.1006	405	1
5_MACS_peak_3736_lociStitched	chr11	65254265	65258085	5	3432	6756.816	406	1		MIR612,MALAT1,SCYL1	MALAT1	MALAT1	1.597	406	1
2_MACS_peak_4787_lociStitched	chr12	50502923	50506697	2	3426	8178.258	407	1	GPD1,C12orf62	SMARCD1	C12orf62	C12orf62	0.5441	407	1
2_MACS_peak_15154_lociStitched	chr3	10435216	10438984	2	3424	6821.2104	408	1	ATP2B2,MIR885		MIR885	MIR885	1.0203	408	1
1_MACS_peak_22833_lociStitched	chrX	40033172	40036590	1	3419	10405.0756	409	1	BCOR		BCOR	BCOR	0.3639	409	1
3_MACS_peak_13108_lociStitched	chr2	201980531	201984150	3	3418	9952.25	410	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.4251	410	1
1_MACS_peak_17982_lociStitched	chr5	142782071	142785487	1	3417	10041.332	411	1	NR3C1		NR3C1	NR3C1	0.1932	411	1
3_MACS_peak_407_lociStitched	chr1	23854519	23858270	3	3413	9104.4272	412	1	E2F2	ASAP3,ID3	E2F2	E2F2	0.4711	412	1
4_MACS_peak_13045_lociStitched	chr2	191331664	191335449	4	3407	5782.3445	413	1	MFSD6		MFSD6	MFSD6	0.1888	413	1
2_MACS_peak_9682_lociStitched	chr17	79479037	79482515	2	3402	15968.5414	414	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.3736	414	1
3_MACS_peak_4359_lociStitched	chr11	130048327	130052132	3	3402	8214.995	415	1	ST14		ST14	ST14	0.3119	415	1
3_MACS_peak_15119_lociStitched	chr3	5227716	5231233	3	3401	11283.2394	416	1	EDEM1		EDEM1	EDEM1	0.5327	416	1
3_MACS_peak_21733_lociStitched	chr9	2014706	2018348	3	3400	6567.2544	417	1	SMARCA2		SMARCA2	SMARCA2	0.1082	417	1
1_MACS_peak_6520_lociStitched	chr15	20988554	20991948	1	3395	7471.891	418	1		BCL8	BCL8	BCL8	0.1014	418	1
3_MACS_peak_19755_lociStitched	chr7	39988242	39991723	3	3393	11520.3695	419	1	CDK13		CDK13	CDK13	0.1481	419	1
1_MACS_peak_1528_lociStitched	chr1	155947250	155950640	1	3391	7693.944	420	1	ARHGEF2	RXFP4,KIAA0907,SSR2	ARHGEF2	RXFP4	0.7128	420	1
1_MACS_peak_12566_lociStitched	chr2	107457098	107460486	1	3389	8680.056	421	1	ST6GAL2		ST6GAL2	ST6GAL2	0.2146	421	1
2_MACS_peak_18618_lociStitched	chr6	30582903	30586472	2	3389	7563.0679	422	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.4052	422	1
3_MACS_peak_12444_lociStitched	chr2	96906148	96909813	3	3386	5519.8565	423	1	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	0.7436	423	1
4_MACS_peak_827_lociStitched	chr1	46506134	46510249	4	3385	6078.2665	424	1	PIK3R3		PIK3R3	PIK3R3	0.2884	424	1
2_MACS_peak_8111_lociStitched	chr16	67580687	67584067	2	3380	11066.796	425	1	FAM65A	CTCF	FAM65A	FAM65A	0.7086	425	1
2_MACS_peak_5693_lociStitched	chr13	50697225	50700776	2	3379	13777.1698	426	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU1	0.2156	426	1
3_MACS_peak_10788_lociStitched	chr19	16227676	16231190	3	3376	8381.5928	427	1	RAB8A	TPM4,HSH2D	RAB8A	TPM4	0.6251	427	1
3_MACS_peak_15223_lociStitched	chr3	14930224	14933820	3	3362	7968.3764	428	1	FGD5		NR2C2	NR2C2	NONE	428	1
4_MACS_peak_14414_lociStitched	chr21	45136237	45140251	4	3358	11520.5814	429	1	PDXK		PDXK	PDXK	0.3372	429	1
4_MACS_peak_12616_lociStitched	chr2	112193173	112197281	4	3358	5656.3052	430	1	LOC541471		LOC541471	LOC541471	0.4726	430	1
3_MACS_peak_18115_lociStitched	chr5	173215681	173219136	3	3352	8913.209	431	1			CPEB4	CPEB4	NONE	431	1
1_MACS_peak_145_lociStitched	chr1	6660605	6663953	1	3349	11485.9836	432	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	0.7028	432	1
4_MACS_peak_378_lociStitched	chr1	21618628	21622615	4	3342	6822.1557	433	1	ECE1	ECE1	ECE1	ECE1	0.228	433	1
2_MACS_peak_6477_lociStitched	chr14	106112375	106115723	2	3330	6755.2596	434	1			TMEM121	TMEM121	0.0825	434	1
2_MACS_peak_17318_lociStitched	chr5	43007166	43010700	2	3327	8384.0616	435	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	1.1006	435	1
1_MACS_peak_7464_lociStitched	chr16	2057351	2060676	1	3326	8309.5075	436	1	ZNF598	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,GFER,SYNGR3,NPW,SLC9A3R2,TSC2,SNORA10,SNORA64,RPS2,NOXO1,NTHL1	ZNF598	RNF151	0.8892	436	1
4_MACS_peak_7063_lociStitched	chr15	74691853	74695841	4	3322	6186.5844	437	1		CYP11A1,SEMA7A	SEMA7A	SEMA7A	0.4386	437	1
3_MACS_peak_19887_lociStitched	chr7	51336330	51339861	3	3319	7180.9947	438	1	COBL		COBL	COBL	0.2324	438	1
4_MACS_peak_17103_lociStitched	chr5	1006376	1010267	4	3318	8211.5664	439	1	NKD2		NKD2	NKD2	0.4954	439	1
4_MACS_peak_2120_lociStitched	chr1	227679757	227683332	4	3316	7374.51	440	1			ZNF678	ZNF678	NONE	440	1
2_MACS_peak_22311_lociStitched	chr9	130330306	130333671	2	3313	10201.6705	441	1	FAM129B	STXBP1	FAM129B	FAM129B	0.2962	441	1
2_MACS_peak_5395_lociStitched	chr12	123542029	123545497	2	3310	6844.098	442	1	PITPNM2	MIR4304	MIR4304	MIR4304	0.1187	442	1
2_MACS_peak_16177_lociStitched	chr3	171817076	171820481	2	3309	5303.628	443	1	FNDC3B		FNDC3B	FNDC3B	0.2032	443	1
2_MACS_peak_667_lociStitched	chr1	36850543	36853891	2	3308	12022.3332	444	1	STK40	LSM10	STK40	STK40	0.4397	444	1
2_MACS_peak_7362_lociStitched	chr15	101469468	101472910	2	3306	5843.8276	445	1	LRRK1	ALDH1A3	LRRK1	ALDH1A3	0.3666	445	1
1_MACS_peak_14404_lociStitched	chr21	44817481	44820779	1	3299	9931.927	446	1		C21orf125,SIK1	SIK1	SIK1	1.1586	446	1
5_MACS_peak_16902_lociStitched	chr4	140128297	140131948	5	3299	8433.81	447	1			ELF2	ELF2	0.0937	447	1
2_MACS_peak_7832_lociStitched	chr16	30074953	30078289	2	3298	8713.632	448	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	YPEL3	0.6044	448	1
2_MACS_peak_5397_lociStitched	chr12	123546140	123549718	2	3296	6948.1182	449	1	PITPNM2		PITPNM2	PITPNM2	0.2752	449	1
2_MACS_peak_6058_lociStitched	chr14	50436768	50440201	2	3291	6089.7987	450	1		C14orf182	C14orf182	C14orf182	0.2986	450	1
1_MACS_peak_6861_lociStitched	chr15	56535084	56538369	1	3286	8821.2105	451	1	RFX7		RFX7	RFX7	0.1577	451	1
2_MACS_peak_3911_lociStitched	chr11	68606031	68609389	2	3286	7324.4696	452	1	CPT1A		CPT1A	CPT1A	0.2243	452	1
4_MACS_peak_2978_lociStitched	chr10	112115353	112118946	4	3284	5908.6885	453	1			SMNDC1	SMNDC1	NONE	453	1
3_MACS_peak_17325_lociStitched	chr5	43039641	43043642	3	3280	10507.8263	454	1	LOC153684,C5orf39	LOC648987,LOC100132356	LOC153684	LOC153684	0.954	454	1
1_MACS_peak_3890_lociStitched	chr11	67775226	67778504	1	3279	14647.743	455	1	ALDH3B1	NDUFS8,TCIRG1,UNC93B1	ALDH3B1	ALDH3B1	1.0687	455	1
2_MACS_peak_7313_lociStitched	chr15	93351240	93354537	2	3274	11508.8379	456	1		ASB9P1	ASB9P1	ASB9P1	0.1354	456	1
1_MACS_peak_2087_lociStitched	chr1	226084392	226087664	1	3273	9442.0104	457	1		TMEM63A,LEFTY1,PYCR2,LEFTY2	LEFTY1	LEFTY1	0.8251	457	1
6_MACS_peak_4197_lociStitched	chr11	113108217	113112807	6	3267	5431.347	458	1	NCAM1	LOC100288346	LOC100288346	LOC100288346	0.2129	458	1
4_MACS_peak_15372_lociStitched	chr3	39318809	39322885	4	3264	4705.3344	459	1	CX3CR1	CCR8	CX3CR1	CX3CR1	0.5809	459	1
2_MACS_peak_3937_lociStitched	chr11	70505564	70508862	2	3262	9696.12	460	1	SHANK2		SHANK2	SHANK2	0.2701	460	1
2_MACS_peak_17697_lociStitched	chr5	109256119	109259421	2	3257	9949.5864	461	1		LOC100289673	LOC100289673	LOC100289673	0.1147	461	1
5_MACS_peak_21015_lociStitched	chr8	29205542	29209832	5	3255	6731.868	462	1	DUSP4		DUSP4	DUSP4	0.3989	462	1
1_MACS_peak_10284_lociStitched	chr19	923579	926829	1	3251	9626.175	463	1	ARID3A	KISS1R,MED16,C19orf22	ARID3A	KISS1R	1.7116	463	1
3_MACS_peak_2366_lociStitched	chr10	7450362	7453738	3	3243	5858.7104	464	1	SFMBT2		SFMBT2	SFMBT2	0.1102	464	1
3_MACS_peak_7021_lociStitched	chr15	70554086	70557597	3	3240	7190.8791	465	1			TLE3	TLE3	NONE	465	1
1_MACS_peak_15953_lociStitched	chr3	129294438	129297674	1	3237	12892.8712	466	1	PLXND1	RHO,H1FOO	PLXND1	PLXND1	0.4118	466	1
2_MACS_peak_14385_lociStitched	chr21	44526785	44530025	2	3237	9332.172	467	1	U2AF1	CBS	U2AF1	U2AF1	0.5189	467	1
5_MACS_peak_20882_lociStitched	chr8	11388762	11392709	5	3237	5195.4361	468	1	BLK		BLK	BLK	0.5911	468	1
4_MACS_peak_2278_lociStitched	chr1	246376007	246379714	4	3236	6654.065	469	1	SMYD3		SMYD3	SMYD3	0.1116	469	1
2_MACS_peak_7560_lociStitched	chr16	4320827	4324113	2	3233	11368.9028	470	1	TFAP4	SRL	TFAP4	TFAP4	0.6015	470	1
4_MACS_peak_5845_lociStitched	chr13	112624421	112628241	4	3229	5067.994	471	1			SOX1	SOX1	NONE	471	1
2_MACS_peak_3609_lociStitched	chr11	62223966	62227219	2	3225	6376.8559	472	1	AHNAK	SCGB1A1	SCGB1A1	SCGB1A1	0.2203	472	1
2_MACS_peak_10584_lociStitched	chr19	10380327	10383721	2	3217	5554.281	473	1	ICAM1	MIR4322,MRPL4,ICAM4,ICAM5,S1PR2,ZGLP1,FDX1L	ICAM1	ICAM1	0.6327	473	1
3_MACS_peak_9526_lociStitched	chr17	74487186	74490568	3	3216	7636.2178	474	1	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	RHBDF2	0.5856	474	1
4_MACS_peak_14746_lociStitched	chr22	37255329	37259108	4	3216	7295.7374	475	1	NCF4	PVALB	NCF4	NCF4	0.5432	475	1
3_MACS_peak_7535_lociStitched	chr16	3264655	3268137	3	3213	8161.808	476	1	OR1F2P	OR1F1,FLJ39639,ZNF200,MEFV	OR1F2P	OR1F2P	0.9083	476	1
4_MACS_peak_13174_lociStitched	chr2	207997664	208001183	4	3211	4539.1581	477	1	KLF7	MIR2355	MIR2355	MIR2355	0.0967	477	1
3_MACS_peak_20714_lociStitched	chr7	150101583	150104932	3	3209	10016.859	478	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	2.7171	478	1
6_MACS_peak_5675_lociStitched	chr13	49549446	49553936	6	3208	6778.553	479	1	FNDC3A		FNDC3A	FNDC3A	0.0804	479	1
3_MACS_peak_13580_lociStitched	chr20	17947036	17950844	3	3207	14282.2848	480	1	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.5839	480	1
4_MACS_peak_16418_lociStitched	chr4	1240592	1243862	4	3206	9504.582	481	1	C4orf42,CTBP1	MAEA,LOC100130872-SPON2,SPON2	CTBP1	CTBP1	0.3982	481	1
3_MACS_peak_20085_lociStitched	chr7	68571162	68574410	3	3205	4785.2784	482	1			AUTS2	AUTS2	NONE	482	1
1_MACS_peak_6881_lociStitched	chr15	58588999	58592201	1	3203	8001.1576	483	1			LIPC	LIPC	NONE	483	1
3_MACS_peak_15912_lociStitched	chr3	126629440	126633121	3	3201	6065.1837	484	1	CHCHD6		PLXNA1	PLXNA1	NONE	484	1
2_MACS_peak_22358_lociStitched	chr9	131445658	131448958	2	3199	5759.16	485	1	SET	SET,PKN3,WDR34,ZDHHC12	SET	SET	0.6861	485	1
3_MACS_peak_9643_lociStitched	chr17	77810671	77814029	3	3199	7183.4336	486	1	CBX4	CBX8	CBX4	CBX4	0.6707	486	1
3_MACS_peak_1783_lociStitched	chr1	183774109	183777775	3	3199	6355.7442	487	1	RGL1		APOBEC4	APOBEC4	NONE	487	1
1_MACS_peak_15095_lociStitched	chr22	50967904	50971101	1	3198	15976.6878	488	1	TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LMF2,SCO2,C22orf41,CPT1B	TYMP	TYMP	2.1113	488	1
3_MACS_peak_14797_lociStitched	chr22	38709691	38713387	3	3196	6687.1728	489	1	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.3069	489	1
4_MACS_peak_8083_lociStitched	chr16	66911625	66915284	4	3194	7302.6322	490	1	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	PDP2	0.5512	490	1
1_MACS_peak_14762_lociStitched	chr22	37765003	37768191	1	3189	11891.8776	491	1	ELFN2		ELFN2	ELFN2	0.7296	491	1
4_MACS_peak_8300_lociStitched	chr16	81841778	81845264	4	3187	5798.6124	492	1	PLCG2		PLCG2	PLCG2	0.129	492	1
4_MACS_peak_12359_lociStitched	chr2	89051785	89055501	4	3185	6438.3416	493	1		ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.1419	493	1
3_MACS_peak_23102_lociStitched	chrX	123093467	123096942	3	3179	8370.2325	494	1	STAG2		STAG2	STAG2	0.1038	494	1
4_MACS_peak_12582_lociStitched	chr2	109858329	109862011	4	3179	6008.6558	495	1	SH3RF3		MIR4266	MIR4266	NONE	495	1
2_MACS_peak_12339_lociStitched	chr2	87795906	87799241	2	3178	7831.247	496	1	NCRNA00152		NCRNA00152	NCRNA00152	0.6591	496	1
2_MACS_peak_18035_lociStitched	chr5	154133747	154137046	2	3172	12874.0176	497	1	LARP1		LARP1	LARP1	0.2221	497	1
3_MACS_peak_18147_lociStitched	chr5	175619461	175622808	3	3172	6032.6328	498	1	LOC643201	C5orf25	LOC643201	LOC643201	0.2911	498	1
3_MACS_peak_4535_lociStitched	chr12	8471849	8475851	3	3169	5255.0262	499	1			LOC389634	LOC389634	NONE	499	1
2_MACS_peak_20542_lociStitched	chr7	129589620	129592831	2	3168	6014.8452	500	1	UBE2H		UBE2H	UBE2H	0.145	500	1
1_MACS_peak_22128_lociStitched	chr9	100744796	100747961	1	3166	14304.2175	501	1	ANP32B	HEMGN	ANP32B	ANP32B	0.4069	501	1
3_MACS_peak_20790_lociStitched	chr7	156801523	156804894	3	3164	9035.9655	502	1	MNX1		MNX1	MNX1	0.8567	502	1
4_MACS_peak_14804_lociStitched	chr22	38792739	38796107	4	3161	6567.9368	503	1	LOC400927	KCNJ4	LOC400927	LOC400927	0.3151	503	1
3_MACS_peak_3831_lociStitched	chr11	66631033	66634206	3	3160	6843.5264	504	1	PC	RCE1,LRFN4	LRFN4	LRFN4	0.9619	504	1
1_MACS_peak_15601_lociStitched	chr3	52258565	52261723	1	3159	8594.1812	505	1	TLR9	ALAS1,PPM1M,TWF2,MIRLET7G	TLR9	TWF2	0.8827	505	1
1_MACS_peak_21300_lociStitched	chr8	95959604	95962760	1	3157	16321.8852	506	1	TP53INP1		TP53INP1	TP53INP1	0.6655	506	1
4_MACS_peak_19133_lociStitched	chr6	109053835	109057344	4	3154	5372.279	507	1		NCRNA00222	NCRNA00222	NCRNA00222	0.189	507	1
1_MACS_peak_2012_lociStitched	chr1	212780201	212783351	1	3151	11739.42	508	1	ATF3	FAM71A	ATF3	ATF3	0.3742	508	1
3_MACS_peak_9000_lociStitched	chr17	39675493	39679149	3	3151	4404.7488	509	1		KRT35,KRT36,KRT13,KRT15,KRT19,KRT9	KRT15	KRT15	0.5607	509	1
5_MACS_peak_92_lociStitched	chr1	2477260	2481083	5	3145	5722.6487	510	1		TNFRSF14,C1orf93,PANK4,HES5,LOC115110	LOC115110	LOC115110	0.9445	510	1
3_MACS_peak_4819_lociStitched	chr12	52510708	52514190	3	3143	6819.497	511	1		C12orf44	C12orf44	C12orf44	0.409	511	1
2_MACS_peak_18927_lociStitched	chr6	52400224	52403545	2	3142	7411.8078	512	1	TRAM2		TRAM2	TRAM2	0.5305	512	1
2_MACS_peak_22702_lociStitched	chrX	9431220	9434400	2	3133	6910.14	513	1	TBL1X		TBL1X	TBL1X	0.09	513	1
2_MACS_peak_228_lociStitched	chr1	11627408	11630612	2	3132	7795.6524	514	1			FBXO44	FBXO44	NONE	514	1
1_MACS_peak_22827_lociStitched	chrX	39964043	39967173	1	3131	8040.344	515	1	BCOR	BCOR	BCOR	BCOR	0.3639	515	1
2_MACS_peak_8547_lociStitched	chr17	4850870	4854110	2	3129	7720.596	516	1	PFN1	C17orf107,GP1BA,RNF167,ENO3,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	PFN1	0.7829	516	1
2_MACS_peak_16888_lociStitched	chr4	129730806	129733993	2	3128	6106.9294	517	1	PHF17		PHF17	PHF17	0.1548	517	1
4_MACS_peak_19846_lociStitched	chr7	46066086	46069479	4	3128	5484.7845	518	1			IGFBP3	IGFBP3	NONE	518	1
1_MACS_peak_14723_lociStitched	chr22	36726578	36729703	1	3126	9871.25	519	1	MYH9		MYH9	MYH9	0.2859	519	1
1_MACS_peak_16900_lociStitched	chr4	140097052	140100176	1	3125	7852.174	520	1		ELF2	ELF2	ELF2	0.0937	520	1
