GENE_ID	locusLine	bin_1_10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam
NM_052901	chr9(.):130855816-130876524	0.0843
NM_025072	chr9(.):130877971-130895474	0.4636
NR_033374	chr9(.):130868449-130886013	0.1217
NM_032728	chr9(.):134160080-134189649	0.0883
NM_033387	chr9(.):134128464-134156906	1.7244
NM_017617	chr9(.):139383895-139445238	0.2515
NM_006125	chrX(.):11156516-11688821	0.1516
NM_013427	chrX(.):11150662-11688821	0.1504
NM_015691	chrX(.):9978794-10117518	0.4856
NM_001123384	chrX(.):39905498-40041582	0.4298
NM_144495	chrX(.):48750194-48765420	0.4151
NM_001167990	chrX(.):48750212-48765420	0.4155
NM_001032384	chrX(.):48750538-48765420	0.4239
NM_001167992	chrX(.):48750774-48765420	0.4302
NR_001568	chrX(.):70425034-70953962	0.1172
NM_001104544	chrX(.):119387504-119450391	0.586
NM_015129	chrX(.):118745908-118832333	0.33
NM_145800	chrX(.):118744687-118832333	0.3258
NM_005334	chrX(.):153208007-153241819	0.6565
NM_001830	chrX(.):10119984-10210699	0.0369
NM_138636	chrX(.):12919738-12946288	0.0441
NM_016562	chrX(.):12880201-12913480	1.665
NR_030727	chrX(.):12915935-12966419	0.0736
NM_025159	chrX(.):30571940-30601033	0.8289
NM_000397	chrX(.):37634269-37677714	1.1388
NM_006520	chrX(.):37693088-37711889	0.0931
NM_017745	chrX(.):39905498-39961719	0.2531
NR_029636	chrX(.):45601420-45611530	0.0632
NR_029635	chrX(.):45600584-45610694	0.0584
NM_001167947	chrX(.):48745729-48760426	0.5301
NM_001042498	chrX(.):48755888-48774235	0.4561
NM_001136158	chrX(.):48774302-48819893	1.9462
NM_001136159	chrX(.):48774302-48820648	1.9144
NM_006875	chrX(.):48765458-48781413	1.6869
NM_004979	chrX(.):48813638-48833251	0.3148
NM_005660	chrX(.):48755458-48773917	0.4585
NM_001032289	chrX(.):48755889-48773933	0.4257
NR_029637	chrX(.):65233711-65243821	0.2652
NM_001100431	chrX(.):65236579-65264967	0.0776
NM_052957	chrX(.):70792873-70838433	0.0851
NM_001142797	chrX(.):70830765-70843367	0.8154
NM_016500	chrX(.):75387770-75403033	0.2358
NM_006639	chrX(.):77523129-77588087	0.2036
NM_032553	chrX(.):78421468-78432726	0.0382
NR_030413	chrX(.):118775700-118785811	0.064
NM_006777	chrX(.):119379606-119397251	0.1928
NM_001184742	chrX(.):119379609-119397251	0.1928
NM_003399	chrX(.):128867945-128908525	0.6304
NM_018990	chrX(.):128908891-128934176	1.1209
NM_003491	chrX(.):153190376-153205468	1.7424
NM_001666	chrX(.):153167829-153196714	0.9489
NM_002910	chrX(.):153195721-153215232	0.2101
NM_001025243	chrX(.):153270956-153290342	0.668
NM_003492	chrX(.):153232990-153253646	1.3504
NR_031757	chrX(.):153280370-153290440	0.7731
NR_036175	chrX(.):153241548-153251627	0.7136
NR_036174	chrX(.):153241547-153251628	0.7138
NM_015892	chr10(.):125762181-125856930	1.471
NM_014863	chr10(.):125774168-125856930	1.6727
NM_031453	chr10(.):14555558-14821896	0.4
NM_001083591	chr10(.):11201992-11383672	1.3098
NM_001025077	chr10(.):11042258-11383672	0.7623
NM_006561	chr10(.):11054892-11383672	0.7892
NM_024948	chr10(.):15815174-15907519	0.5929
NM_001002265	chr10(.):45947816-46095354	0.3957
NR_033842	chr10(.):45301471-45460137	0.3097
NM_032023	chr10(.):45450218-45495172	0.9571
NM_000698	chr10(.):45864628-45946563	1.5043
NM_001002266	chr10(.):45947816-46035819	0.5537
NM_032199	chr10(.):63656012-63861707	0.4464
NM_001198798	chr10(.):73851273-73980751	0.1258
NM_001198799	chr10(.):73851273-73981183	0.1258
NM_020338	chr10(.):80823791-81081285	0.3603
NM_145868	chr10(.):81909879-81970328	0.4903
NM_001134363	chr10(.):112399154-112604227	0.415
NM_007373	chr10(.):112674300-112778425	0.1428
NM_014661	chr10(.):126302862-126437930	0.3166
NR_027653	chr10(.):3813187-3832473	1.8716
NM_001098207	chr10(.):43876064-43897794	0.4452
NM_004966	chr10(.):43876064-43909656	0.6953
NM_173160	chr10(.):43862091-43876783	0.0515
NM_001098204	chr10(.):43876064-43909696	0.6949
NM_001098208	chr10(.):43876064-43897279	0.4534
NM_001098205	chr10(.):43876064-43909332	0.7016
NM_001098206	chr10(.):43876064-43908299	0.7225
NR_026693	chr10(.):43927573-43983007	0.4064
NM_001123376	chr10(.):45401763-45435642	0.1093
NM_007021	chr10(.):45466708-45479330	0.8666
NM_001039380	chr10(.):45488145-45501470	0.5068
NM_006963	chr10(.):45491272-45505777	0.4404
NM_018055	chr10(.):72186691-72206465	0.0656
NM_014431	chr10(.):72233563-72333206	0.7067
NM_173473	chr10(.):73970805-74000618	0.2499
NM_019058	chr10(.):74028676-74040797	0.853
NM_057157	chr10(.):94828231-94842641	0.6715
NM_183374	chr10(.):94816020-94833454	0.2174
NM_000783	chr10(.):94828646-94842641	0.6879
NM_020992	chr10(.):96992329-97055781	0.6575
NM_030912	chr10(.):104399251-104423076	1.3975
NM_001083913	chr10(.):104498726-104581021	0.4147
NM_017787	chr10(.):104530887-104581021	0.519
NR_024552	chr10(.):105201542-105217162	0.6018
NM_001129742	chr10(.):105227560-105243997	1.6757
NM_001001412	chr10(.):105208143-105223648	0.7499
NM_004210	chr10(.):105248734-105357309	0.2131
NM_005962	chr10(.):111980761-112052123	0.109
NM_001008541	chr10(.):111964988-112052123	0.2975
NM_005871	chr10(.):112047797-112069707	0.2113
NM_130439	chr10(.):111962362-112052123	0.2904
NM_004419	chr10(.):112252624-112276302	1.6747
NM_145341	chr10(.):112626595-112664764	0.8819
NM_001195307	chr10(.):112653487-112684124	0.3608
NM_001195306	chr10(.):112653487-112683694	0.3648
NR_026932	chr10(.):112623647-112635662	5.4186
NM_212554	chr10(.):126442405-126485439	0.1071
NM_001111018	chr11(.):19367270-20148147	0.2577
NM_006819	chr11(.):63948586-63977020	0.5417
NM_001098517	chr11(.):115039344-115380241	0.4396
NM_002855	chr11(.):119526702-119604435	0.5409
NM_203285	chr11(.):119503807-119604435	0.4294
NM_181798	chr11(.):2477683-2875340	0.2297
NM_000218	chr11(.):2461220-2875340	0.2274
NM_003156	chr11(.):3871932-4119440	0.2182
NM_030962	chr11(.):9795213-10320754	0.0753
NM_001143830	chr11(.):22683159-22839547	0.829
NM_177553	chr11(.):22684653-22839547	0.8319
NM_005256	chr11(.):22691318-22839547	0.466
NM_020229	chr11(.):45110563-45251903	0.1139
NM_001127457	chr11(.):45863668-45909796	0.1706
NM_021117	chr11(.):45863956-45909799	0.1703
NM_206893	chr11(.):60547820-60573778	0.0602
NM_024092	chr11(.):60676370-60695915	0.8481
NM_024060	chr11(.):62196015-62319332	0.1807
NM_001077241	chr11(.):65137662-65155142	0.8893
NR_002819	chr11(.):65260232-65278939	2.7641
NM_012308	chr11(.):66881739-67030550	0.1954
NM_030930	chr11(.):67753574-67776593	1.1261
NM_014824	chr11(.):72542789-72858143	0.2185
NM_001128620	chr11(.):77028059-77190108	0.212
NR_027479	chr11(.):78142015-78290909	0.3877
NM_080491	chr11(.):77921335-78133868	0.1278
NM_014488	chr11(.):82687477-82787884	0.7989
NM_032427	chr11(.):95706439-96081344	0.2615
NM_001166	chr11(.):102212965-102254401	0.1794
NM_024556	chr11(.):126076618-126137879	0.0679
NR_033839	chr11(.):126206611-126230482	0.1051
NM_002017	chr11(.):128558812-128688162	1.0561
NM_001167681	chr11(.):128557388-128688162	1.0457
NM_182612	chr11(.):762222-782487	0.1949
NM_006755	chr11(.):742431-770024	0.2328
NR_002585	chr11(.):806680-816814	0.6685
NM_001025239	chr11(.):837823-872116	0.2162
NM_001025234	chr11(.):839080-872116	0.2212
NM_145886	chr11(.):794178-810250	0.9353
NM_016564	chr11(.):782109-795126	0.1273
NM_021128	chr11(.):834720-847529	0.4951
NM_139029	chr11(.):827951-843835	0.511
NM_173584	chr11(.):822584-836991	0.3254
NM_024698	chr11(.):785474-801263	0.4098
NM_001004	chr11(.):804935-817876	0.6433
NM_001025237	chr11(.):839445-872116	0.2231
NM_020376	chr11(.):813900-830571	0.3298
NM_001191060	chr11(.):785474-802995	0.3766
NM_001191061	chr11(.):785474-803269	0.3748
NM_001025235	chr11(.):837940-872116	0.217
NR_027018	chr11(.):3824239-3852582	0.1325
NM_014489	chr11(.):3824765-3852582	0.1347
NM_001665	chr11(.):3843207-3867213	0.3221
NM_006284	chr11(.):6627072-6638445	0.5968
NM_000391	chr11(.):6628996-6645692	0.4881
NM_003737	chr11(.):6637557-6682074	0.1354
NM_001014794	chr11(.):6619963-6637099	0.6733
NM_001014795	chr11(.):6620206-6637099	0.6827
NM_015324	chr11(.):6616151-6629811	0.4743
NM_003390	chr11(.):9590227-9616313	0.4053
NM_001143976	chr11(.):9591233-9616313	0.3855
NM_001124	chr11(.):10321641-10333923	5.4948
NM_022725	chr11(.):22639078-22652387	0.5445
NM_000610	chr11(.):35155416-35258949	0.8192
NM_001024844	chr11(.):44582140-44646315	0.5771
NR_026681	chr11(.):44990452-45004578	0.0964
NM_018389	chr11(.):45821640-45839567	0.6262
NR_027134	chr11(.):45787982-45798909	0.1305
NM_001145266	chr11(.):45820622-45839567	0.5956
NM_000256	chr11(.):47347956-47379253	0.0621
NM_003120	chr11(.):47371408-47405127	0.2607
NM_152264	chr11(.):47425045-47443051	0.2968
NM_002804	chr11(.):47435319-47453024	0.3398
NM_032645	chr11(.):47454314-47475730	0.0468
NM_004778	chr11(.):60613397-60628444	0.1056
NM_207341	chr11(.):60630014-60648164	0.7144
NM_024098	chr11(.):60604428-60623561	1.7953
NM_014502	chr11(.):60653019-60679061	0.4321
NM_016582	chr11(.):60699554-60724257	0.2174
NM_178031	chr11(.):60686912-60709631	0.0777
NM_022830	chr11(.):62337516-62364109	0.3099
NM_004739	chr11(.):62355674-62374303	0.5924
NM_001404	chr11(.):62322072-62346460	0.6626
NM_001620	chr11(.):62278373-62319332	0.315
NM_004470	chr11(.):64003412-64016607	1.0498
NM_000932	chr11(.):64013994-64041924	0.4609
NM_005528	chr11(.):63992752-64006753	0.7227
NM_001160390	chr11(.):63986270-63998726	0.6412
NM_032344	chr11(.):63988737-64002488	0.6465
NM_004322	chr11(.):64032299-64057176	0.7141
NM_178443	chr11(.):63969151-63996363	0.4848
NM_057092	chr11(.):64004587-64016607	1.1392
NM_033310	chr11(.):64053792-64072503	0.4547
NM_003377	chr11(.):63997265-64011259	0.8894
NM_020155	chr11(.):64048581-64061972	0.6589
NM_001135208	chr11(.):64003603-64016607	1.0635
NM_001039496	chr11(.):64062862-64077239	0.7445
NM_001170726	chr11(.):64046810-64061972	0.5871
NM_001160393	chr11(.):63986270-63998341	0.6058
NM_001170881	chr11(.):64047284-64061972	0.605
NM_001177358	chr11(.):64047282-64061972	0.6049
NM_138689	chr11(.):64006950-64019413	1.122
NM_000244	chr11(.):64565985-64583188	0.2351
NM_130803	chr11(.):64565985-64583766	0.2299
NM_004579	chr11(.):64551608-64575713	0.1414
NM_017525	chr11(.):64586661-64617041	0.1793
NM_130800	chr11(.):64565985-64583035	0.237
NM_130802	chr11(.):64565985-64583213	0.2348
NR_029829	chr11(.):64653826-64663911	0.1638
NM_006795	chr11(.):64615207-64651191	0.7501
NR_029578	chr11(.):64653608-64663718	0.1624
NR_028272	chr11(.):65185268-65199003	8.1117
NR_030343	chr11(.):65206928-65217028	0.4336
NM_031904	chr11(.):65149040-65185995	1.2288
NM_032223	chr11(.):65378782-65409910	0.3361
NM_001098785	chr11(.):65334819-65346669	1.1906
NM_021070	chr11(.):65301029-65330699	0.4012
NM_033455	chr11(.):65355325-65368467	0.6227
NM_001099409	chr11(.):65338508-65365116	0.7728
NM_002419	chr11(.):65360225-65386720	0.3504
NM_001048218	chr11(.):65287547-65311182	0.305
NM_006396	chr11(.):65332942-65344239	1.1335
NM_014578	chr11(.):66819288-66844488	0.1305
NM_001161473	chr11(.):67771047-67801743	1.0767
NM_006053	chr11(.):67805446-67823366	0.6612
NM_006019	chr11(.):67801482-67823366	0.5577
NM_002496	chr11(.):67793083-67809114	1.0382
NM_000694	chr11(.):67772789-67801743	1.0397
NM_032871	chr11(.):73082712-73113519	0.2545
NM_152222	chr11(.):73082404-73113519	0.2545
NM_014786	chr11(.):73014662-73085425	0.1874
NR_033347	chr11(.):82747505-82757640	0.0832
NM_001165	chr11(.):102183193-102213465	0.8233
NM_006235	chr11(.):111217980-111255157	1.3752
NR_026691	chr11(.):117852105-117877199	0.7598
NM_000190	chr11(.):118950586-118969259	0.4578
NM_002105	chr11(.):118959584-118971177	0.5411
NM_001024382	chr11(.):118953696-118969259	0.5427
NM_001130991	chr11(.):118909895-118932925	0.1909
NM_015517	chr11(.):118987287-119010765	0.1809
NM_006389	chr11(.):118909895-118932916	0.1909
NM_014807	chr11(.):118973092-118992827	0.6528
NM_021729	chr11(.):118933492-118957688	0.2254
NM_001382	chr11(.):118962212-118977785	1.0523
NM_001142505	chr11(.):119015298-119038374	0.0849
NM_022169	chr11(.):119014749-119038374	0.0847
NM_203286	chr11(.):119540098-119604435	0.642
NR_027288	chr11(.):122883273-122895319	0.0765
NM_006597	chr11(.):122923199-122937844	1.9516
NM_032795	chr11(.):126066988-126086587	0.4473
NM_017547	chr11(.):126134054-126153027	0.2193
NM_014026	chr11(.):126168646-126220644	0.3108
NM_148910	chr11(.):126147981-126168071	0.2877
NM_001177842	chr11(.):126127813-126143877	0.148
NM_006278	chr11(.):126221095-126289533	0.0796
NM_003658	chr11(.):129240880-129327174	0.5488
NM_014325	chr12(.):109033886-109130295	0.7974
NM_152641	chr12(.):46118619-46306819	0.1781
NM_173591	chr12(.):80598232-80777870	0.2455
NM_014503	chr12(.):101668904-101785397	0.1314
NM_020375	chr12(.):4425358-4474190	0.0888
NM_018173	chr12(.):6414601-6442672	0.1697
NM_007273	chr12(.):7069516-7084891	0.4965
NR_015382	chr12(.):6543166-6565683	1.3262
NM_001144857	chr12(.):6416816-6442672	0.1799
NM_001273	chr12(.):6674247-6721551	0.2854
NM_001144856	chr12(.):6415098-6442672	0.172
NM_001144831	chr12(.):7069514-7084916	0.4965
NM_016511	chr12(.):10218079-10256605	0.4045
NM_001987	chr12(.):11797787-12053325	0.4244
NM_031289	chr12(.):13232041-13253709	1.0588
NM_006143	chr12(.):12808994-12854121	0.3277
NM_001080555	chr12(.):13232041-13261619	1.2603
NM_001423	chr12(.):13344601-13374708	0.191
NM_152321	chr12(.):15061975-15096463	0.0721
NM_004572	chr12(.):32938679-33054780	0.2
NM_139241	chr12(.):32650040-32803984	0.3918
NM_001033873	chr12(.):51634132-51668994	0.0713
NM_001031628	chr12(.):51634132-51669202	0.0715
NM_001128914	chr12(.):53840885-53879946	0.963
NM_000966	chr12(.):53599352-53631036	1.5137
NM_001042728	chr12(.):53599352-53619150	2.0525
NM_013449	chr12(.):56984379-57035163	0.414
NM_001172697	chr12(.):58171527-58201639	0.0871
NM_018279	chr12(.):72074877-72102839	0.8318
NM_001731	chr12(.):92529053-92544673	1.8007
NM_005761	chr12(.):94537498-94704225	0.8401
NM_145913	chr12(.):101544993-101609016	0.062
NM_014706	chr12(.):108910990-108960165	0.4701
NM_018984	chr12(.):109171465-109256359	0.49
NM_003959	chr12(.):123315038-123352507	0.0767
NM_001082959	chr12(.):125257173-125353519	0.0459
NM_001759	chr12(.):4377901-4419522	0.844
NM_002342	chr12(.):6488356-6505732	0.0922
NM_001159576	chr12(.):6451008-6489390	0.5988
NM_001065	chr12(.):6432922-6456283	0.8538
NM_001038	chr12(.):6451008-6489905	0.5923
NM_001159575	chr12(.):6451008-6491523	0.5713
NM_014231	chr12(.):6566403-6584843	1.1227
NM_001193457	chr12(.):6643693-6670249	0.3044
NM_006170	chr12(.):6661036-6682480	0.2102
NM_001242	chr12(.):6549050-6565884	1.7545
NM_014865	chr12(.):6598297-6646132	0.5219
NM_016497	chr12(.):6596315-6607471	0.5994
NR_004387	chr12(.):6614387-6624717	0.0676
NM_018009	chr12(.):6556176-6576488	2.0456
NM_001142961	chr12(.):6723000-6745815	0.1413
NM_016162	chr12(.):6754703-6777308	0.1011
NM_032489	chr12(.):6742241-6761580	0.0761
NR_003012	chr12(.):6685638-6695775	0.0402
NM_020400	chr12(.):6723000-6750297	0.1281
NR_027483	chr12(.):6972277-6985110	0.698
NM_001975	chr12(.):7018613-7037859	0.9633
NM_002831	chr12(.):7055433-7075479	2.4342
NM_001159287	chr12(.):6971583-6985110	0.6652
NR_029779	chr12(.):7067861-7077929	1.4043
NM_080548	chr12(.):7050739-7075479	2.4094
NM_001146316	chr12(.):6975099-6987449	0.7264
NM_000365	chr12(.):6971692-6985110	0.6703
NM_001007026	chr12(.):7028625-7056484	1.1997
NM_006992	chr12(.):7008896-7028406	0.4742
NM_001940	chr12(.):7032479-7056484	1.1422
NM_032641	chr12(.):6975099-6987521	0.7224
NR_003010	chr12(.):7071499-7081769	0.4312
NR_033796	chr12(.):6988845-6999902	0.0999
NR_002803	chr12(.):6988144-6998768	0.0662
NM_138425	chr12(.):7048202-7060165	1.6003
NR_029682	chr12(.):7068259-7078354	1.0639
NM_005768	chr12(.):7080346-7130842	0.0979
NM_006331	chr12(.):7074943-7090165	0.2817
NR_033399	chr12(.):9565286-9605768	0.7454
NM_001099431	chr12(.):10140661-10156899	0.063
NM_207345	chr12(.):10178275-10223565	0.7776
NM_001129998	chr12(.):10158230-10176399	0.0751
NM_001172633	chr12(.):10305898-10329790	0.0878
NM_197949	chr12(.):10264375-10287868	0.7437
NM_197954	chr12(.):10274921-10287868	1.2845
NM_153022	chr12(.):10326556-10349403	0.0584
NM_004064	chr12(.):12865301-12880305	7.2814
NR_030344	chr12(.):12912582-12922677	0.056
NM_001130415	chr12(.):12873850-12949399	0.6924
NM_020853	chr12(.):13192314-13241383	0.2016
NM_006205	chr12(.):15120955-15139799	0.1579
NM_001175	chr12(.):15089949-15119562	1.2533
NM_030762	chr12(.):26267958-26283003	2.2101
NM_030653	chr12(.):31221778-31262725	0.8122
NR_028408	chr12(.):46114502-46126704	1.5306
NM_018976	chr12(.):46746970-46771645	0.6548
NM_001146076	chr12(.):48050714-48104844	0.1375
NM_001172439	chr12(.):48098517-48124355	0.2777
NM_001098532	chr12(.):48123452-48157181	0.4232
NM_017842	chr12(.):48161966-48181536	0.3084
NM_006105	chr12(.):48123452-48157244	0.4224
NM_001098531	chr12(.):48123452-48157889	0.4162
NM_001098416	chr12(.):48171506-48218763	2.1011
NM_000376	chr12(.):48230319-48303814	0.4814
NM_014033	chr12(.):51313533-51331300	2.1045
NM_001109619	chr12(.):51342781-51369289	0.0689
NM_001971	chr12(.):51717226-51745463	0.6664
NM_016293	chr12(.):51669821-51722938	0.5231
NM_001004304	chr12(.):53569534-53589654	0.5988
NM_000889	chr12(.):53580106-53606000	3.8854
NM_015989	chr12(.):53546446-53579430	0.2841
NM_001170790	chr12(.):53640369-53653190	0.4011
NM_032889	chr12(.):53640875-53653190	0.4127
NM_001164691	chr12(.):53812638-53830318	0.0937
NM_001005354	chr12(.):53830432-53845427	0.3418
NM_134324	chr12(.):53890376-53905215	0.8799
NM_006301	chr12(.):53869275-53898444	0.7293
NM_134323	chr12(.):53889704-53905215	0.8485
NM_003717	chr12(.):53895473-53906422	0.1965
NM_000946	chr12(.):57120363-57151146	0.2174
NR_003046	chr12(.):57032463-57042538	0.7337
NM_001686	chr12(.):57026958-57044852	1.0373
NM_005594	chr12(.):57101210-57124066	0.6973
NR_002737	chr12(.):57033810-57043885	0.7271
NM_001113203	chr12(.):57101210-57124326	0.6898
NM_006601	chr12(.):57052124-57087078	0.7895
NM_003725	chr12(.):57152107-57186574	0.0649
NM_138396	chr12(.):58143899-58158689	0.4784
NM_023033	chr12(.):58157350-58170914	0.2598
NM_014770	chr12(.):58113993-58140940	0.3093
NM_000785	chr12(.):58151116-58165976	0.1669
NM_015433	chr12(.):58161382-58181324	0.1978
NM_001017956	chr12(.):58082737-58120340	0.1174
NM_005981	chr12(.):58133783-58147026	0.7241
NR_027032	chr12(.):58115022-58127139	0.1413
NM_000075	chr12(.):58137002-58151164	0.7733
NM_001122772	chr12(.):58113993-58137029	0.1771
NM_017440	chr12(.):68683345-68731161	0.1
NM_031435	chr12(.):72052676-72079428	0.3617
NM_144982	chr12(.):71998378-72062749	0.1899
NM_203394	chr12(.):77410025-77464360	0.6921
NM_001946	chr12(.):89736836-89751296	3.9539
NM_001025233	chr12(.):92812734-92829730	0.6189
NR_027933	chr12(.):92810306-92829778	0.5588
NM_001025232	chr12(.):92808869-92826924	0.4196
NM_001111283	chr12(.):102784644-102879378	0.6556
NM_001111284	chr12(.):102784644-102877429	0.5456
NM_001111285	chr12(.):102806453-102879378	0.8294
NM_018171	chr12(.):105562074-105635008	0.1841
NM_014840	chr12(.):106452124-106538811	0.3027
NM_007076	chr12(.):108904050-108918380	0.1833
NM_213595	chr12(.):108951293-108968160	2.6249
NM_181724	chr12(.):108978621-108996894	0.081
NM_003006	chr12(.):109010679-109032670	5.6086
NM_001161331	chr12(.):109180694-109226327	0.1652
NM_001173976	chr12(.):111046831-111091935	0.5371
NM_001173975	chr12(.):111046911-111091935	0.5379
NM_032369	chr12(.):111081490-111131946	0.5022
NM_001040107	chr12(.):111081490-111132617	0.4989
NM_024667	chr12(.):123344874-123385712	1.1883
NM_021009	chr12(.):125391191-125404587	2.2406
NM_005932	chr13(.):24299327-24468587	0.1297
NR_024464	chr13(.):30909406-30953036	0.3607
NM_013238	chr13(.):43592361-43688306	0.2633
NM_015057	chr13(.):77613791-77906177	0.1736
NM_000115	chr13(.):78464615-78554664	0.1043
NM_032436	chr13(.):115074964-115097803	0.4935
NM_000820	chr13(.):114518521-114572046	1.7009
NM_007368	chr13(.):114742193-114903095	0.9983
NM_001142294	chr13(.):36870774-36949317	0.0655
NM_001111045	chr13(.):37001408-37022019	0.0274
NM_001111047	chr13(.):37000966-37022019	0.0268
NM_014059	chr13(.):42026541-42050013	0.102
NM_152719	chr13(.):46271445-46293693	1.643
NM_001143945	chr13(.):114518521-114544017	0.1785
NM_001143946	chr13(.):114518521-114541714	0.181
NR_024609	chr13(.):114581609-114631485	0.7164
NM_023011	chr13(.):115042077-115076283	0.9104
NM_003903	chr13(.):114995361-115043150	0.7912
NM_022060	chr14(.):23062146-23086265	0.3853
NM_001012706	chr14(.):50443429-50479238	1.3702
NM_004296	chr14(.):72394785-73038238	0.1037
NM_001080414	chr14(.):91732666-91889133	1.3957
NM_005606	chr14(.):93165151-93220047	0.074
NM_024832	chr14(.):92975124-93160334	0.2479
NM_001344	chr14(.):23028806-23063143	0.3682
NM_024496	chr14(.):77485885-77500034	2.1533
NM_005065	chr14(.):81934238-82005205	0.877
NM_005113	chr14(.):93255649-93311304	0.0713
NM_152592	chr14(.):95878830-95947173	0.3431
NR_003002	chr14(.):95994691-96004966	0.167
NR_001459	chr14(.):95994248-96006209	0.1514
NM_016417	chr14(.):95996322-96016055	0.0993
NM_025268	chr14(.):105987952-106001539	0.2081
NM_144508	chr15(.):40881446-40959881	0.0961
NM_001042495	chr15(.):34517196-34635265	0.3817
NM_005135	chr15(.):34517196-34616021	0.0852
NM_001042497	chr15(.):34517196-34634045	0.3751
NM_001042494	chr15(.):34517196-34634961	0.3764
NM_152336	chr15(.):86680241-87577283	0.0699
NM_001103184	chr15(.):33052746-33365085	0.2663
NM_001211	chr15(.):40448209-40518337	0.1747
NM_019600	chr15(.):52868517-52975820	0.3414
NM_017610	chr15(.):59274864-59394253	0.0994
NM_006537	chr15(.):63791809-63888663	0.1962
NM_005902	chr15(.):67353194-67492533	0.2785
NM_001004439	chr15(.):68589041-68729492	0.2548
NM_016166	chr15(.):68341571-68485404	0.282
NM_020908	chr15(.):70335542-70395256	0.3842
NM_006465	chr15(.):74828547-74895472	0.3419
NM_172217	chr15(.):81512639-81610104	1.0255
NM_001172128	chr15(.):81484218-81610104	0.8043
NM_001080532	chr15(.):81619759-81671418	0.2123
NM_007011	chr15(.):89626380-89750591	0.6634
NM_198526	chr15(.):90539751-90630432	0.5943
NM_000693	chr15(.):101415008-101461830	0.2021
NM_024652	chr15(.):101454459-101615317	0.177
NR_027992	chr15(.):20869796-20966480	0.0556
NR_027053	chr15(.):21927513-21945739	0.2863
NR_024387	chr15(.):22009419-22021878	0.0568
NM_015995	chr15(.):31614082-31675102	1.7154
NM_175741	chr15(.):34633065-34654931	0.1398
NM_181077	chr15(.):34666269-34687001	0.0461
NM_018648	chr15(.):34628916-34640362	1.2682
NM_153613	chr15(.):34646088-34664395	0.5244
NR_036050	chr15(.):34669269-34679351	0.048
NR_036050	chr15(.):34815490-34825572	0.0429
NM_003134	chr15(.):40322890-40336389	0.3866
NM_001003942	chr15(.):40375091-40403287	3.7605
NM_033503	chr15(.):40375091-40403639	3.7193
NM_001003940	chr15(.):40375091-40406075	3.4508
NM_001080791	chr15(.):40840297-40862252	0.7444
NM_152260	chr15(.):40856536-40871661	0.3137
NR_002208	chr15(.):40819082-40829749	0.0671
NM_001160227	chr15(.):44849893-44960876	0.1551
NM_001145112	chr15(.):44952929-44974086	0.7342
NM_182985	chr15(.):45023559-45065025	0.1278
NM_004048	chr15(.):44998684-45015357	1.2009
NM_198524	chr15(.):56652643-56743072	0.8263
NM_001013843	chr15(.):59166243-59230852	0.1766
NM_001145103	chr15(.):67425358-67492533	0.148
NM_001145102	chr15(.):67413053-67492533	0.1368
NM_017882	chr15(.):68494329-68527080	0.7882
NM_033429	chr15(.):68478042-68503448	1.3371
NM_015322	chr15(.):68565140-68588640	1.9645
NR_030714	chr15(.):70366710-70376807	0.1022
NM_001127190	chr15(.):75069424-75100539	2.1984
NM_000761	chr15(.):75036183-75053941	0.0532
NM_000499	chr15(.):75006882-75022877	0.1097
NM_001099436	chr15(.):75123458-75140552	0.205
NM_021819	chr15(.):75100193-75123099	0.0882
NM_001030005	chr15(.):75113950-75129136	0.0454
NM_021823	chr15(.):75310926-75348067	2.1885
NM_138967	chr15(.):75282875-75318836	1.795
NM_004513	chr15(.):81584253-81610104	2.8695
NM_181900	chr15(.):81600006-81621524	1.1328
NM_022767	chr15(.):89159526-89180512	0.6701
NR_029606	chr15(.):89150055-89160165	0.0594
NM_002201	chr15(.):89177038-89203879	0.8354
NR_031590	chr15(.):89146337-89156428	0.0544
NM_002168	chr15(.):90622211-90650708	1.3375
NR_033769	chr15(.):93333713-93345338	0.1137
NR_037600	chr15(.):93421072-93446977	0.8834
NR_037602	chr15(.):93421525-93446977	0.8984
NM_003090	chr15(.):101816714-101840460	0.2861
NM_203472	chr15(.):101806213-101822700	0.2783
NM_014918	chr15(.):101710927-101797137	0.5649
NM_001114	chr16(.):50316822-50357043	0.0777
NM_152652	chr16(.):30402056-30415715	0.2848
NM_016373	chr16(.):78128550-79251564	0.0785
NM_013399	chr16(.):4555676-4593816	0.7838
NM_001199054	chr16(.):4555676-4593471	0.7904
NM_015914	chr16(.):11767942-11841648	3.3133
NM_004862	chr16(.):11636577-11685229	0.4781
NM_001136472	chr16(.):11636577-11685806	0.4726
NR_024320	chr16(.):11636577-11686322	0.4684
NM_022166	chr16(.):17191180-17569738	0.17
NM_013302	chr16(.):22212591-22305066	0.1411
NM_000336	chr16(.):23308590-23397620	1.9454
NM_153603	chr16(.):23394813-23469512	1.1821
NM_025134	chr16(.):53083944-53366414	0.1671
NM_000078	chr16(.):56990834-57022756	0.1263
NM_004691	chr16(.):67466916-67520089	0.1501
NM_001191022	chr16(.):67591309-67678088	0.3543
NM_012320	chr16(.):68274246-68299961	2.1955
NM_032821	chr16(.):70836288-71269569	0.1129
NM_018052	chr16(.):70716341-70840061	0.167
NM_014761	chr16(.):71924445-71967906	0.2479
