GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
NM_001008395	chr7(.):99741529-99756833	0.1435
NM_024637	chr7(.):99751864-99771373	0.1319
NM_173564	chr7(.):100076549-100097422	0.1082
NM_030935	chr7(.):100059141-100081902	0.1081
NM_145030	chr7(.):100027911-100039094	0.1169
NM_019606	chr7(.):100022253-100036749	0.1429
NM_001194992	chr7(.):100021412-100036749	0.1406
NM_001004323	chr7(.):100049237-100066894	0.0976
NM_020979	chr7(.):101923404-101967178	0.1435
NR_036245	chr7(.):101931368-101941453	0.1652
NM_032831	chr7(.):102068995-102102268	0.1626
NM_024653	chr7(.):102031803-102072129	0.1499
NM_001146210	chr7(.):101981191-102001889	0.1687
NM_006234	chr7(.):102108547-102124381	0.184
NM_001031618	chr7(.):102186678-102207757	0.2204
NM_001097615	chr7(.):102173365-102218068	0.2607
NM_152892	chr7(.):102100389-102118612	0.1413
NM_001114403	chr7(.):102272471-102288238	0.244
NM_032959	chr7(.):102272471-102317182	0.2476
NM_001031618	chr7(.):102285771-102306847	0.2086
NR_027374	chr7(.):104530074-104572092	0.1449
NM_001024613	chr7(.):121936447-121949565	0.1655
NR_036484	chr7(.):121938711-121955131	0.1724
NM_018396	chr7(.):128111782-128147978	0.2018
NM_199349	chr7(.):128525000-128555773	0.1734
NM_001458	chr7(.):128465482-128504328	0.1628
NM_001195150	chr7(.):128501463-128517101	0.2073
NM_001198909	chr7(.):128497856-128510903	0.2288
NR_029614	chr7(.):129405222-129415332	0.1194
NR_029615	chr7(.):129409744-129419854	0.123
NR_029512	chr7(.):129409532-129419609	0.1233
NR_024451	chr7(.):139872060-139884440	0.1753
NM_004911	chr7(.):148695153-148730782	0.1785
NM_013400	chr7(.):150060878-150076133	0.2883
NM_014374	chr7(.):150063257-150076133	0.2957
NM_001142928	chr7(.):150015295-150040245	0.1735
NM_002889	chr7(.):150030406-150043763	0.1355
NM_138434	chr7(.):150021937-150034811	0.137
NR_027237	chr7(.):150097839-150114558	0.255
NM_175571	chr7(.):150142961-150181483	0.164
NR_034033	chr7(.):150125741-150150228	0.222
NM_000603	chr7(.):150683143-150716687	0.1588
NM_001160109	chr7(.):150685891-150706023	0.1402
NM_172056	chr7(.):150641515-150680014	0.143
NM_173681	chr7(.):150704296-150726586	0.2047
NM_033015	chr7(.):150768707-150782951	0.1817
NM_004769	chr7(.):150740604-150754843	0.1582
NM_031434	chr7(.):150773171-150785413	0.2032
NM_004935	chr7(.):150745898-150760052	0.1996
NM_031946	chr7(.):150778825-150846523	0.1372
NM_001136044	chr7(.):150773171-150785620	0.2042
NM_003040	chr7(.):150751656-150778614	0.1838
NM_001042535	chr7(.):150778825-150825725	0.1494
NM_001172357	chr8(.):22014183-22026991	0.1212
NM_003844	chr8(.):23043969-23087680	0.127
NM_004103	chr8(.):27163998-27321903	0.159
NM_173176	chr8(.):27178053-27321903	0.1604
NM_172366	chr8(.):28280928-28352784	0.1261
NM_173175	chr8(.):27178080-27321903	0.1604
NM_001002814	chr8(.):37711464-37762015	0.1499
NM_001024678	chr8(.):145742760-145757416	0.1307
NM_001001795	chr8(.):145746602-145759458	0.119
NM_001386	chr8(.):26430420-26520693	0.1196
NM_001197293	chr8(.):26366708-26520693	0.1168
NM_024787	chr8(.):33400272-33429643	0.1546
NM_023034	chr8(.):38127560-38244790	0.1263
NM_172239	chr8(.):86753550-86794306	0.2709
NM_003033	chr8(.):134462090-134589183	0.1387
NM_015117	chr8(.):144514824-144628620	0.0912
NM_001134374	chr8(.):145081581-145107015	0.0999
NM_003970	chr8(.):1988157-2098380	0.143
NM_025232	chr8(.):21990532-22004448	0.1447
NM_024815	chr8(.):21959382-21971932	0.1014
NM_018411	chr8(.):21966931-21993565	0.1044
NM_022749	chr8(.):21941713-21966891	0.1009
NM_139278	chr8(.):21999342-22019344	0.1158
NM_006129	chr8(.):22017652-22074840	0.106
NM_152272	chr8(.):23096149-23124512	0.1168
NR_033928	chr8(.):23077733-23093439	0.1448
NM_171982	chr8(.):27137403-27173834	0.1134
NM_017412	chr8(.):28346772-28426961	0.1157
NR_036250	chr8(.):28357632-28367699	0.1207
NM_057158	chr8(.):29188616-29211322	0.1587
NM_001394	chr8(.):29188619-29213185	0.1578
NM_025115	chr8(.):33351235-33375656	0.1194
NM_001102401	chr8(.):33351235-33375703	0.1192
NM_024025	chr8(.):33443853-33462439	0.1088
NM_018310	chr8(.):37696397-37712431	0.1136
NM_152413	chr8(.):37786799-37802647	0.1144
NM_144652	chr8(.):38239019-38271061	0.1325
NM_017778	chr8(.):38168934-38244790	0.1235
NR_003129	chr8(.):38452692-38463775	0.0978
NM_172239	chr8(.):86563694-86580726	0.1834
NR_003594	chr8(.):86568664-86579742	0.1711
NR_003594	chr8(.):86561827-86572905	0.2726
NR_003594	chr8(.):86751683-86762761	0.3063
NR_003594	chr8(.):86743526-86754604	0.3395
NR_003594	chr8(.):86722072-86733150	0.1706
NR_003594	chr8(.):86797519-86808597	0.274
NR_003594	chr8(.):86809712-86820790	0.3118
NR_003594	chr8(.):86834093-86845171	0.2023
NR_003594	chr8(.):86782244-86793322	0.2782
NR_003594	chr8(.):86770049-86781128	0.2651
NM_025195	chr8(.):126437562-126455644	0.1853
NM_002467	chr8(.):128743314-128758680	0.1467
NM_014957	chr8(.):142133719-142210900	0.1239
NM_001130055	chr8(.):144656866-144684845	0.0989
NM_001130057	chr8(.):144656866-144684558	0.0986
NM_001166237	chr8(.):144630556-144650231	0.127
NM_024736	chr8(.):144635476-144650231	0.1166
NM_032862	chr8(.):144675073-144687485	0.101
NM_001100878	chr8(.):144643362-144659928	0.1057
NM_145201	chr8(.):144651954-144665513	0.1152
NM_201378	chr8(.):144984320-145052697	0.1161
NM_032789	chr8(.):145046319-145065635	0.1608
NM_000445	chr8(.):144984320-145055913	0.1198
NM_201381	chr8(.):144984320-145023905	0.1143
NM_201382	chr8(.):144984320-145023110	0.1143
NM_201383	chr8(.):144984320-145021692	0.1142
NM_201379	chr8(.):144984320-145033088	0.112
NM_001009184	chr8(.):145059225-145072583	0.1304
NM_201384	chr8(.):144984320-145018758	0.1182
NR_030383	chr8(.):145014358-145024447	0.1506
NM_201380	chr8(.):144984320-145030044	0.1137
NM_001129888	chr8(.):145684199-145696031	0.1391
NM_183057	chr8(.):145643999-145658927	0.1156
NM_032687	chr8(.):145684199-145695849	0.1373
NM_017767	chr8(.):145632797-145646917	0.1154
NM_003923	chr8(.):145694114-145706718	0.1282
NM_032902	chr8(.):145717108-145732504	0.0869
NM_138496	chr8(.):145670314-145695418	0.1238
NM_005309	chr8(.):145724464-145737555	0.1185
NM_130849	chr8(.):145632797-145647273	0.1132
NM_145754	chr8(.):145686737-145704499	0.1401
NM_138431	chr8(.):145729551-145741589	0.127
NM_004260	chr8(.):145731666-145748210	0.15
NM_013432	chr8(.):145649162-145674812	0.1181
NM_014665	chr8(.):145738362-145755559	0.135
NM_025251	chr8(.):145749562-145843888	0.0877
NM_138367	chr8(.):145941293-145985970	0.1007
NM_030580	chr8(.):145993500-146017725	0.1281
NM_033301	chr8(.):146010153-146022729	0.1812
NM_001081003	chr8(.):146070550-146083932	0.125
NM_001081004	chr8(.):146070550-146083451	0.1268
NM_000973	chr8(.):146010153-146022805	0.1806
NM_003416	chr8(.):146047902-146073606	0.1153
NM_213605	chr8(.):146019260-146039529	0.1278
NM_014066	chr8(.):146070550-146083452	0.1268
NM_001497	chr9(.):33105638-33172356	0.1283
NM_001206	chr9(.):72994512-73034573	0.1173
NM_144488	chr9(.):116202010-116365018	0.1197
NM_017688	chr9(.):116106811-116138513	0.1327
NM_005047	chr9(.):123573331-123610206	0.1245
NM_175039	chr9(.):130665164-130684305	0.1549
NM_015033	chr9(.):132644465-132810473	0.1206
NM_001173989	chr9(.):139697373-139733794	0.0954
NM_016219	chr9(.):139976416-140008639	0.1211
NM_181872	chr9(.):1045619-1062554	0.1164
NM_006557	chr9(.):1045345-1062554	0.117
NM_001130865	chr9(.):1045353-1062554	0.1166
NM_001170	chr9(.):33379947-33407517	0.1177
NM_139235	chr9(.):33456350-33478941	0.1415
NM_004925	chr9(.):33436159-33452590	0.1582
NM_152850	chr9(.):35083687-35101579	0.1324
NM_001040411	chr9(.):35036101-35050988	0.1281
NM_025182	chr9(.):35099117-35120893	0.1508
NM_013442	chr9(.):35094888-35108154	0.1553
NM_004629	chr9(.):35068834-35085013	0.1679
NM_001040410	chr9(.):35037222-35050988	0.1323
NM_032634	chr9(.):35083687-35101546	0.1326
NM_007126	chr9(.):35051064-35077739	0.1563
NM_005893	chr9(.):36164388-36176331	0.1241
NM_022343	chr9(.):36131741-36168903	0.1581
NM_007096	chr9(.):36185852-36217059	0.1242
NM_006705	chr9(.):92214926-92226469	0.1338
NM_005384	chr9(.):94166326-94191144	0.157
NM_015250	chr9(.):95468644-95532083	0.1576
NR_026868	chr9(.):95566892-95605739	0.1137
NM_032310	chr9(.):95853449-95880565	0.1272
NM_145006	chr9(.):95815988-95852415	0.1296
NM_001083603	chr9(.):98200263-98284247	0.1223
NM_001083606	chr9(.):98200263-98274699	0.1254
NM_001083607	chr9(.):98200263-98274481	0.1253
NM_001083605	chr9(.):98200263-98275322	0.1256
NM_000264	chr9(.):98200263-98275831	0.1256
NM_173200	chr9(.):102584008-102634173	0.1263
NM_006981	chr9(.):102579136-102634173	0.1298
NM_173199	chr9(.):102579136-102601341	0.1384
NM_001012361	chr9(.):116072930-116107620	0.1202
NM_145051	chr9(.):116054372-116066320	0.1251
NM_000031	chr9(.):116143591-116168618	0.116
NM_017443	chr9(.):116164517-116178029	0.1451
NM_031219	chr9(.):116130697-116143341	0.1108
NR_027261	chr9(.):116164517-116177955	0.1457
NM_152786	chr9(.):116168021-116196879	0.1313
NM_000608	chr9(.):117087068-117100536	0.1111
NM_030767	chr9(.):117091432-117161685	0.1504
NM_000607	chr9(.):117080302-117093759	0.1146
NM_004888	chr9(.):117344993-117366152	0.1495
NM_153045	chr9(.):117368705-117413703	0.1325
NM_005658	chr9(.):123659670-123694173	0.1445
NM_015651	chr9(.):123612930-123644606	0.1559
NM_001190945	chr9(.):123659670-123696451	0.1442
NM_001190947	chr9(.):123659670-123681850	0.1424
NM_001009936	chr9(.):123626852-123644606	0.1857
NR_024408	chr9(.):123600319-123621651	0.136
NM_001045476	chr9(.):127610754-127625160	0.1502
NM_030978	chr9(.):127626483-127644696	0.148
NM_007209	chr9(.):127615157-127629240	0.1511
NM_005489	chr9(.):130495595-130538621	0.1219
NM_001142532	chr9(.):130495595-130529697	0.1155
NM_001142533	chr9(.):130495595-130522583	0.1172
NM_001142531	chr9(.):130495595-130529719	0.1155
NM_001142534	chr9(.):130495595-130522561	0.1172
NM_170600	chr9(.):130495595-130546048	0.1361
NM_001085347	chr9(.):130488802-130502604	0.1465
NM_001018078	chr9(.):130560507-130581556	0.1218
NM_000118	chr9(.):130572290-130622047	0.0952
NM_001261	chr9(.):130543304-130558052	0.1545
NM_004957	chr9(.):130560153-130581556	0.1226
NM_013443	chr9(.):130642600-130666871	0.1105
NM_000476	chr9(.):130623758-130645022	0.0975
NR_036055	chr9(.):130543196-130553286	0.1591
NM_001035254	chr9(.):130697860-130747812	0.1576
NM_003863	chr9(.):130692373-130705763	0.1619
NM_203305	chr9(.):130697860-130717993	0.1588
NM_001135219	chr9(.):130678807-130698076	0.1718
NM_173492	chr9(.):130678807-130694770	0.1852
NR_024425	chr9(.):130885807-130897913	0.1712
NR_027812	chr9(.):130877971-130895712	0.1544
NM_001006641	chr9(.):130825478-130876524	0.1484
NM_197956	chr9(.):130818511-130834599	0.1782
NM_001006643	chr9(.):130855835-130876524	0.1114
NM_001006642	chr9(.):130849127-130876524	0.1175
NM_052901	chr9(.):130855816-130876524	0.1114
NM_025072	chr9(.):130877971-130895474	0.1541
NR_033374	chr9(.):130868449-130886013	0.1217
NM_203434	chr9(.):131932830-131945540	0.1241
NM_016520	chr9(.):132584563-132602572	0.1317
NM_006676	chr9(.):132592695-132649107	0.1126
NM_001008563	chr9(.):132592756-132649107	0.1127
NM_032728	chr9(.):134160080-134189649	0.1106
NM_033387	chr9(.):134128464-134156906	0.1732
NM_017617	chr9(.):139383895-139445238	0.0952
NM_178469	chr9(.):139643839-139657731	0.108
NM_032928	chr9(.):139680776-139692769	0.1601
NM_203347	chr9(.):139649085-139663965	0.1282
NR_002958	chr9(.):139616198-139626331	0.134
NR_024542	chr9(.):139614045-139627636	0.1154
NM_152421	chr9(.):139602023-139624170	0.1039
NM_198946	chr9(.):139633468-139647980	0.0885
NM_001001712	chr9(.):139627618-139642411	0.0901
NR_002975	chr9(.):139615555-139625689	0.1337
NM_001039374	chr9(.):139685789-139707193	0.1243
NR_024580	chr9(.):139693378-139708300	0.1169
NR_033913	chr9(.):139635612-139649363	0.0835
NM_153200	chr9(.):139752232-139765738	0.1078
NM_021138	chr9(.):139775964-139826067	0.1283
NM_206920	chr9(.):139741818-139760251	0.0982
NM_014172	chr9(.):139738255-139750490	0.0863
NM_001080482	chr9(.):139733866-139746797	0.1187
NR_036251	chr9(.):139720408-139730475	0.0886
NR_027447	chr9(.):139974397-139986269	0.1263
NM_207309	chr9(.):139966952-139983990	0.1301
NM_178448	chr9(.):139951578-139970028	0.1368
NM_000832	chr9(.):140028608-140068214	0.0934
NM_001013653	chr9(.):140058211-140069491	0.0992
NM_013379	chr9(.):139999991-140014195	0.1158
NR_037416	chr9(.):140058637-140068722	0.0986
NM_001123384	chrX(.):39905498-40041582	0.0587
NM_144495	chrX(.):48750194-48765420	0.0695
NM_001167990	chrX(.):48750212-48765420	0.0695
NM_001032384	chrX(.):48750538-48765420	0.0699
NM_001167992	chrX(.):48750774-48765420	0.0711
NM_015129	chrX(.):118745908-118832333	0.0739
NM_145800	chrX(.):118744687-118832333	0.0731
NM_017745	chrX(.):39905498-39961719	0.0573
NM_001167947	chrX(.):48745729-48760426	0.0881
NM_001042498	chrX(.):48755888-48774235	0.0982
NM_001136158	chrX(.):48774302-48819893	0.1091
NM_001136159	chrX(.):48774302-48820648	0.1081
NM_006875	chrX(.):48765458-48781413	0.1383
NM_004979	chrX(.):48813638-48833251	0.078
NM_005660	chrX(.):48755458-48773917	0.099
NM_001032289	chrX(.):48755889-48773933	0.0977
NR_030413	chrX(.):118775700-118785811	0.0742
NM_003399	chrX(.):128867945-128908525	0.0707
NM_018990	chrX(.):128908891-128934176	0.0917
NM_015892	chr10(.):125762181-125856930	0.148
NM_014863	chr10(.):125774168-125856930	0.1544
NM_004641	chr10(.):21818100-22037559	0.1056
NM_001195626	chr10(.):21818573-22037559	0.1056
NR_024431	chr10(.):80698082-80832205	0.1137
NM_001083591	chr10(.):11201992-11383672	0.166
NM_001025077	chr10(.):11042258-11383672	0.1422
NM_006561	chr10(.):11054892-11383672	0.1437
NM_172242	chr10(.):22629398-22711539	0.1088
NR_033842	chr10(.):45301471-45460137	0.1109
NM_032023	chr10(.):45450218-45495172	0.1476
NM_001198798	chr10(.):73851273-73980751	0.1115
NM_001198799	chr10(.):73851273-73981183	0.1116
NM_020338	chr10(.):80823791-81081285	0.1142
NM_145868	chr10(.):81909879-81970328	0.1372
NM_007373	chr10(.):112674300-112778425	0.1058
NM_014661	chr10(.):126302862-126437930	0.114
NM_006504	chr10(.):129700324-129889164	0.1073
NR_027653	chr10(.):3813187-3832473	0.1622
NR_036111	chr10(.):6189158-6199240	0.1161
NM_001145443	chr10(.):6181842-6282507	0.1076
NM_022487	chr10(.):14943870-15001094	0.137
NM_001080836	chr10(.):14996437-15019850	0.1247
NM_001195627	chr10(.):21818100-21851114	0.1015
NM_207371	chr10(.):21797408-21819611	0.1124
NR_031736	chr10(.):21780490-21790570	0.1049
NM_001010911	chr10(.):21778420-21791213	0.1036
NM_005180	chr10(.):22605005-22625414	0.1247
NM_012071	chr10(.):22600298-22614237	0.1282
NM_001098207	chr10(.):43876064-43897794	0.1303
NM_004966	chr10(.):43876064-43909656	0.1443
NM_173160	chr10(.):43862091-43876783	0.0959
NM_001098204	chr10(.):43876064-43909696	0.1441
NM_001098208	chr10(.):43876064-43897279	0.1323
NM_001098205	chr10(.):43876064-43909332	0.1455
NM_001098206	chr10(.):43876064-43908299	0.1462
NR_026693	chr10(.):43927573-43983007	0.1044
NM_001123376	chr10(.):45401763-45435642	0.1125
NM_007021	chr10(.):45466708-45479330	0.1408
NM_001039380	chr10(.):45488145-45501470	0.132
NM_006963	chr10(.):45491272-45505777	0.1336
NM_173473	chr10(.):73970805-74000618	0.1223
NM_019058	chr10(.):74028676-74040797	0.1831
NM_017626	chr10(.):74087587-74119907	0.1408
NM_032772	chr10(.):77152602-77166513	0.1024
NR_024421	chr10(.):77156285-77173740	0.1216
NR_024422	chr10(.):77158513-77173740	0.1274
NM_057157	chr10(.):94828231-94842641	0.1532
NM_183374	chr10(.):94816020-94833454	0.1095
NM_000783	chr10(.):94828646-94842641	0.1553
NM_198044	chr10(.):99200929-99222127	0.1417
NM_198046	chr10(.):99200946-99222127	0.1417
NM_016046	chr10(.):99190665-99210768	0.1306
NM_001145114	chr10(.):99111457-99166127	0.1105
NM_002629	chr10(.):99181026-99198198	0.1403
NM_016112	chr10(.):102042902-102095243	0.1267
NM_005063	chr10(.):102101771-102129588	0.146
NR_026762	chr10(.):102128332-102153111	0.1474
NM_030971	chr10(.):102785995-102805998	0.1443
NM_030929	chr10(.):102815998-102830351	0.1674
NM_001195263	chr10(.):102762439-102795914	0.1237
NM_024326	chr10(.):104174570-104187893	0.147
NM_002779	chr10(.):104157375-104183901	0.1431
NM_024040	chr10(.):104178001-104197423	0.15
NM_002502	chr10(.):104150431-104167281	0.1621
NM_001077494	chr10(.):104149338-104167281	0.1602
NM_001077493	chr10(.):104149228-104167281	0.1601
NR_030169	chr10(.):104191268-104201341	0.1301
NM_024886	chr10(.):104204593-104216300	0.1244
NM_030912	chr10(.):104399251-104423076	0.1347
NM_001083913	chr10(.):104498726-104581021	0.1524
NM_017787	chr10(.):104530887-104581021	0.1548
NR_024552	chr10(.):105201542-105217162	0.128
NM_001129742	chr10(.):105227560-105243997	0.1575
NM_001001412	chr10(.):105208143-105223648	0.1312
NM_004210	chr10(.):105248734-105357309	0.1404
NM_005962	chr10(.):111980761-112052123	0.1188
NM_001008541	chr10(.):111964988-112052123	0.131
NM_005871	chr10(.):112047797-112069707	0.1198
NM_130439	chr10(.):111962362-112052123	0.1295
NM_004419	chr10(.):112252624-112276302	0.2011
NM_145341	chr10(.):112626595-112664764	0.1276
NM_001195307	chr10(.):112653487-112684124	0.1289
NM_001195306	chr10(.):112653487-112683694	0.1287
NR_026932	chr10(.):112623647-112635662	0.1691
NM_212554	chr10(.):126442405-126485439	0.097
NM_130435	chr10(.):129840812-129889164	0.1354
NM_014468	chr10(.):135046407-135060433	0.0841
NM_001109	chr10(.):135070919-135095407	0.1092
NM_145806	chr10(.):135117422-135131666	0.1119
NM_006659	chr10(.):135088137-135127644	0.1071
NM_003577	chr10(.):135038777-135050062	0.0486
NR_030170	chr10(.):135056014-135066124	0.0826
NM_207127	chr10(.):135187740-135210198	0.1353
NM_138384	chr10(.):135202620-135239174	0.1092
NM_145202	chr10(.):135155843-135171187	0.0908
NM_001012508	chr10(.):135229169-135243121	0.0779
NM_001098483	chr10(.):135163794-135176529	0.0738
NM_004092	chr10(.):135170986-135191908	0.0848
NR_037509	chr10(.):135180059-135190167	0.0807
NM_001127388	chr10(.):135475370-135490275	0.1514
NM_001127388	chr10(.):135478680-135496883	0.1683
NM_001080998	chr10(.):135433602-135445299	0.0904
NM_033178	chr10(.):135475368-135490275	0.1514
NM_033178	chr10(.):135478677-135493584	0.1677
NM_001127388	chr10(.):135485278-135500193	0.2111
NM_001127386	chr10(.):135475367-135490275	0.1514
NM_001127386	chr10(.):135478677-135496883	0.1686
NM_012147	chr10(.):135488659-135503492	0.6184
NM_012147	chr10(.):135478741-135493584	0.1675
NM_012147	chr10(.):135475431-135490275	0.1518
NR_024469	chr11(.):67080309-67164158	0.1367
NR_033853	chr11(.):58696115-58830925	0.1213
NM_006819	chr11(.):63948586-63977020	0.1494
NM_002335	chr11(.):68075107-68221743	0.1048
NM_002855	chr11(.):119526702-119604435	0.1223
NM_203285	chr11(.):119503807-119604435	0.1128
NM_181798	chr11(.):2477683-2875340	0.1039
NM_000218	chr11(.):2461220-2875340	0.1042
NM_014818	chr11(.):8628583-8685383	0.1283
NM_030962	chr11(.):9795213-10320754	0.0999
NM_002556	chr11(.):59336870-59388617	0.1145
NM_024092	chr11(.):60676370-60695915	0.1928
NM_001012662	chr11(.):62618483-62661355	0.157
NM_001013251	chr11(.):62643343-62661355	0.1702
NM_001012661	chr11(.):62618517-62661353	0.157
NM_024060	chr11(.):62196015-62319332	0.1273
NR_037193	chr11(.):62644170-62661355	0.1738
NM_014067	chr11(.):63761029-63938585	0.0948
NM_003273	chr11(.):64874340-64888707	0.2019
NM_005438	chr11(.):65654691-65672997	0.1863
NM_001077241	chr11(.):65137662-65155142	0.1507
NR_002819	chr11(.):65260232-65278939	0.2383
NM_012308	chr11(.):66881739-67030550	0.1215
NM_030930	chr11(.):67753574-67776593	0.1667
NM_001876	chr11(.):68517350-68614399	0.106
NM_001031847	chr11(.):68517087-68614399	0.106
NM_053056	chr11(.):69450872-69474242	0.0895
NM_006645	chr11(.):72460773-72509750	0.1301
NM_014824	chr11(.):72542789-72858143	0.1205
NR_033839	chr11(.):126206611-126230482	0.1063
NM_002017	chr11(.):128558812-128688162	0.1513
NM_001167681	chr11(.):128557388-128688162	0.1509
NM_182612	chr11(.):762222-782487	0.1
NM_006755	chr11(.):742431-770024	0.1203
NR_002585	chr11(.):806680-816814	0.1516
NM_001025239	chr11(.):837823-872116	0.0909
NM_001025234	chr11(.):839080-872116	0.0908
NM_145886	chr11(.):794178-810250	0.1496
NM_016564	chr11(.):782109-795126	0.0926
NM_021128	chr11(.):834720-847529	0.1164
NM_139029	chr11(.):827951-843835	0.1215
NM_173584	chr11(.):822584-836991	0.1134
NM_024698	chr11(.):785474-801263	0.1175
NM_001004	chr11(.):804935-817876	0.1392
NM_001025237	chr11(.):839445-872116	0.0902
NM_020376	chr11(.):813900-830571	0.1182
NM_001191060	chr11(.):785474-802995	0.1143
NM_001191061	chr11(.):785474-803269	0.1135
NM_001025235	chr11(.):837940-872116	0.0904
NM_002555	chr11(.):2918511-2951476	0.1112
NM_001122631	chr11(.):2899447-2911995	0.1374
NM_003311	chr11(.):2944502-2955650	0.1405
NR_024627	chr11(.):2886262-2898336	0.0799
NM_007105	chr11(.):2904326-2930175	0.1333
NM_183233	chr11(.):2915950-2951476	0.11
NM_006284	chr11(.):6627072-6638445	0.1592
NM_000391	chr11(.):6628996-6645692	0.1578
NM_003737	chr11(.):6637557-6682074	0.1256
NM_001014794	chr11(.):6619963-6637099	0.1563
NM_001014795	chr11(.):6620206-6637099	0.1572
NM_015324	chr11(.):6616151-6629811	0.1455
NR_002580	chr11(.):8700773-8710903	0.2192
NR_002977	chr11(.):8701985-8712116	0.2276
NM_000990	chr11(.):8698994-8716419	0.1693
NM_003390	chr11(.):9590227-9616313	0.1266
NM_001143976	chr11(.):9591233-9616313	0.1247
NM_001124	chr11(.):10321641-10333923	0.2203
NM_000610	chr11(.):35155416-35258949	0.1613
NM_001024844	chr11(.):44582140-44646315	0.1197
NM_022074	chr11(.):58907251-58927511	0.173
NM_001142520	chr11(.):58905317-58927511	0.1694
NM_001142704	chr11(.):58869657-58899888	0.1492
NM_001004711	chr11(.):59277385-59288330	0.0864
NM_001004706	chr11(.):59266048-59276984	0.0871
NR_036120	chr11(.):59357549-59367631	0.0898
NM_004778	chr11(.):60613397-60628444	0.1185
NM_207341	chr11(.):60630014-60648164	0.1597
NM_024098	chr11(.):60604428-60623561	0.1867
NM_014502	chr11(.):60653019-60679061	0.1658
NM_016582	chr11(.):60699554-60724257	0.107
NM_178031	chr11(.):60686912-60709631	0.1245
NM_022830	chr11(.):62337516-62364109	0.158
NM_012200	chr11(.):62377767-62394448	0.1532
NM_153265	chr11(.):62364690-62385237	0.1418
NM_004739	chr11(.):62355674-62374303	0.1708
NM_000327	chr11(.):62375212-62387592	0.1383
NM_001404	chr11(.):62322072-62346460	0.1627
NM_001620	chr11(.):62278373-62319332	0.1332
NM_203422	chr11(.):62448875-62462371	0.1029
NM_015853	chr11(.):62438971-62451527	0.1745
NM_001130702	chr11(.):62452746-62482046	0.1417
NM_032667	chr11(.):62452746-62478787	0.1355
NM_001043229	chr11(.):62427778-62439923	0.1216
NM_001085372	chr11(.):62434125-62446162	0.139
NM_173810	chr11(.):62490951-62511108	0.1377
NM_001122955	chr11(.):62452746-62480200	0.1378
NM_198335	chr11(.):62387299-62419104	0.1286
NM_024099	chr11(.):62425288-62444241	0.1261
NM_012202	chr11(.):62470113-62481678	0.191
NR_004390	chr11(.):62427893-62438042	0.1122
NM_001079559	chr11(.):62477219-62499821	0.1748
NM_030628	chr11(.):62409319-62425774	0.1279
NR_002565	chr11(.):62618036-62628103	0.1834
NM_199337	chr11(.):62549873-62562872	0.1596
NM_003164	chr11(.):62569368-62604560	0.1347
NM_018093	chr11(.):62595382-62612628	0.1771
NR_003098	chr11(.):62614459-62628360	0.179
NR_002561	chr11(.):62616134-62626204	0.1953
NR_002560	chr11(.):62615797-62625865	0.199
NR_002559	chr11(.):62616375-62626440	0.1948
NR_000008	chr11(.):62615381-62625507	0.1978
NR_002564	chr11(.):62617763-62627838	0.1858
NR_002563	chr11(.):62617483-62627555	0.1876
NR_002562	chr11(.):62617092-62627167	0.1907
NM_001081491	chr11(.):62554597-62577964	0.1574
NM_001080501	chr11(.):62552786-62564486	0.173
NM_004470	chr11(.):64003412-64016607	0.1774
NM_000932	chr11(.):64013994-64041924	0.1412
NM_005528	chr11(.):63992752-64006753	0.1505
NM_001160390	chr11(.):63986270-63998726	0.1382
NM_032344	chr11(.):63988737-64002488	0.1424
NM_004322	chr11(.):64032299-64057176	0.1349
NM_178443	chr11(.):63969151-63996363	0.1164
NM_057092	chr11(.):64004587-64016607	0.1826
NM_012094	chr11(.):64080568-64094283	0.1611
NM_033310	chr11(.):64053792-64072503	0.1231
NM_003377	chr11(.):63997265-64011259	0.1674
NM_020155	chr11(.):64048581-64061972	0.1237
NM_001135208	chr11(.):64003603-64016607	0.1782
NM_001039496	chr11(.):64062862-64077239	0.1541
NM_016404	chr11(.):64079164-64090033	0.1717
NM_001170726	chr11(.):64046810-64061972	0.1209
NM_001160393	chr11(.):63986270-63998341	0.138
NM_001170881	chr11(.):64047284-64061972	0.1195
NM_001177358	chr11(.):64047282-64061972	0.1195
NM_004451	chr11(.):64068043-64089210	0.1696
NM_138689	chr11(.):64006950-64019413	0.1835
NM_032251	chr11(.):64102689-64130006	0.1154
NM_000244	chr11(.):64565985-64583188	0.1363
NM_130803	chr11(.):64565985-64583766	0.1339
NM_004579	chr11(.):64551608-64575713	0.1129
NM_017525	chr11(.):64586661-64617041	0.114
NM_130800	chr11(.):64565985-64583035	0.1356
NM_130802	chr11(.):64565985-64583213	0.1362
NR_029829	chr11(.):64653826-64663911	0.1211
NM_006795	chr11(.):64615207-64651191	0.1536
NR_029578	chr11(.):64653608-64663718	0.1207
NM_013299	chr11(.):64803375-64817300	0.13
NM_005468	chr11(.):64807294-64831009	0.1465
NM_080668	chr11(.):64839926-64856615	0.1555
NM_006782	chr11(.):64846693-64860874	0.1644
NM_013265	chr11(.):64858682-64884180	0.1511
NR_037567	chr11(.):64884654-64899841	0.1799
NM_172230	chr11(.):64889750-64907003	0.1699
NM_001997	chr11(.):64883098-64894672	0.2092
NM_004927	chr11(.):64884715-64899841	0.1803
