GENE_ID	locusLine	bin_1_37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
NR_033374	chr9(.):130868449-130886013	0.1086
NM_001122821	chr9(.):131440933-131463675	0.1413
NM_052844	chr9(.):131390939-131424129	0.0946
NM_003011	chr9(.):131446508-131463675	0.1485
NM_032799	chr9(.):131478148-131491408	0.1309
NM_016520	chr9(.):132584563-132602572	0.1169
NM_006676	chr9(.):132592695-132649107	0.1104
NM_001008563	chr9(.):132592756-132649107	0.1105
NM_032728	chr9(.):134160080-134189649	0.0957
NM_033387	chr9(.):134128464-134156906	0.1531
NM_017617	chr9(.):139383895-139445238	0.0908
NM_006125	chrX(.):11156516-11688821	0.0597
NM_013427	chrX(.):11150662-11688821	0.0596
NM_015691	chrX(.):9978794-10117518	0.0644
NM_001123384	chrX(.):39905498-40041582	0.0586
NM_024859	chrX(.):49014180-49028836	0.084
NM_144495	chrX(.):48750194-48765420	0.0797
NM_001167990	chrX(.):48750212-48765420	0.0798
NM_001099680	chrX(.):49015269-49028836	0.0894
NM_001032384	chrX(.):48750538-48765420	0.0799
NM_001167992	chrX(.):48750774-48765420	0.0812
NM_001104544	chrX(.):119387504-119450391	0.0601
NM_015129	chrX(.):118745908-118832333	0.067
NM_145800	chrX(.):118744687-118832333	0.0663
NM_005334	chrX(.):153208007-153241819	0.0683
NM_001830	chrX(.):10119984-10210699	0.0573
NM_017745	chrX(.):39905498-39961719	0.0659
NM_001167947	chrX(.):48745729-48760426	0.0819
NM_001042498	chrX(.):48755888-48774235	0.0938
NM_001136158	chrX(.):48774302-48819893	0.0861
NM_001136159	chrX(.):48774302-48820648	0.0855
NM_006875	chrX(.):48765458-48781413	0.1037
NM_004979	chrX(.):48813638-48833251	0.0645
NM_005660	chrX(.):48755458-48773917	0.0943
NM_001032289	chrX(.):48755889-48773933	0.0936
NM_015698	chrX(.):48964021-48985079	0.0607
NM_002668	chrX(.):49023183-49036468	0.0764
NM_003179	chrX(.):49039264-49061661	0.0706
NM_006150	chrX(.):49026905-49047776	0.0659
NR_030413	chrX(.):118775700-118785811	0.0565
NM_003399	chrX(.):128867945-128908525	0.0692
NM_018990	chrX(.):128908891-128934176	0.0769
NM_003491	chrX(.):153190376-153205468	0.0818
NM_001666	chrX(.):153167829-153196714	0.0636
NM_002910	chrX(.):153195721-153215232	0.0656
NM_001025243	chrX(.):153270956-153290342	0.0809
NM_003492	chrX(.):153232990-153253646	0.0811
NR_031757	chrX(.):153280370-153290440	0.0718
NR_036175	chrX(.):153241548-153251627	0.0891
NR_036174	chrX(.):153241547-153251628	0.0891
NM_001110556	chrX(.):153571899-153608006	0.0602
NM_000117	chrX(.):153602596-153614883	0.0678
NM_006730	chrX(.):153624578-153642575	0.0986
NM_001183	chrX(.):153651977-153669862	0.0579
NM_001009934	chrX(.):153624578-153645427	0.0911
NR_000011	chrX(.):153623621-153633756	0.0968
NM_000116	chrX(.):153634876-153655063	0.0653
NR_026898	chrX(.):153621570-153635680	0.0856
NM_004699	chrX(.):153667484-153684002	0.057
NM_001493	chrX(.):153660258-153676814	0.0567
NM_015892	chr10(.):125762181-125856930	0.1348
NM_014863	chr10(.):125774168-125856930	0.1408
NM_031453	chr10(.):14555558-14821896	0.1208
NM_004641	chr10(.):21818100-22037559	0.1064
NM_001195626	chr10(.):21818573-22037559	0.1063
NM_001083591	chr10(.):11201992-11383672	0.153
NM_001025077	chr10(.):11042258-11383672	0.133
NM_006561	chr10(.):11054892-11383672	0.1341
NM_000698	chr10(.):45864628-45946563	0.1237
NM_032199	chr10(.):63656012-63861707	0.117
NM_001198798	chr10(.):73851273-73980751	0.104
NM_001198799	chr10(.):73851273-73981183	0.1039
NM_020338	chr10(.):80823791-81081285	0.1112
NM_145868	chr10(.):81909879-81970328	0.1259
NM_007373	chr10(.):112674300-112778425	0.1063
NM_004406	chr10(.):124315180-124408252	0.079
NM_014661	chr10(.):126302862-126437930	0.1156
NR_027653	chr10(.):3813187-3832473	0.1264
NM_178150	chr10(.):5927213-5984556	0.1157
NM_032807	chr10(.):5931348-5984556	0.1152
NM_019046	chr10(.):5898688-5936860	0.1094
NM_001009941	chr10(.):5915049-5936860	0.1179
NM_001195627	chr10(.):21818100-21851114	0.093
NM_207371	chr10(.):21797408-21819611	0.1085
NR_031736	chr10(.):21780490-21790570	0.1269
NM_001010911	chr10(.):21778420-21791213	0.1188
NM_001098207	chr10(.):43876064-43897794	0.1312
NM_004966	chr10(.):43876064-43909656	0.1308
NM_173160	chr10(.):43862091-43876783	0.0795
NM_001098204	chr10(.):43876064-43909696	0.1307
NM_001098208	chr10(.):43876064-43897279	0.1323
NM_001098205	chr10(.):43876064-43909332	0.1309
NM_001098206	chr10(.):43876064-43908299	0.132
NR_026693	chr10(.):43927573-43983007	0.1055
NM_001042465	chr10(.):73571054-73616082	0.1228
NM_001171935	chr10(.):73566639-73580704	0.1043
NM_173473	chr10(.):73970805-74000618	0.1191
NM_019058	chr10(.):74028676-74040797	0.1269
NM_057157	chr10(.):94828231-94842641	0.1372
NM_183374	chr10(.):94816020-94833454	0.1063
NM_000783	chr10(.):94828646-94842641	0.1379
NM_020992	chr10(.):96992329-97055781	0.1238
NM_030912	chr10(.):104399251-104423076	0.131
NM_001083913	chr10(.):104498726-104581021	0.1407
NM_017787	chr10(.):104530887-104581021	0.1364
NR_024552	chr10(.):105201542-105217162	0.1168
NM_001129742	chr10(.):105227560-105243997	0.1513
NM_001001412	chr10(.):105208143-105223648	0.118
NM_004210	chr10(.):105248734-105357309	0.1305
NM_005871	chr10(.):112047797-112069707	0.1096
NM_004419	chr10(.):112252624-112276302	0.1755
NM_145341	chr10(.):112626595-112664764	0.1232
NM_001195307	chr10(.):112653487-112684124	0.1312
NM_001195306	chr10(.):112653487-112683694	0.1314
NR_026932	chr10(.):112623647-112635662	0.1565
NM_001111018	chr11(.):19367270-20148147	0.113
NM_006819	chr11(.):63948586-63977020	0.1495
NM_001098517	chr11(.):115039344-115380241	0.1207
NM_032873	chr11(.):122521397-122690187	0.1039
NM_181798	chr11(.):2477683-2875340	0.1027
NM_000218	chr11(.):2461220-2875340	0.1028
NM_030962	chr11(.):9795213-10320754	0.1017
NM_000352	chr11(.):17409431-17503449	0.1057
NM_175058	chr11(.):16804206-17040963	0.1215
NM_001143830	chr11(.):22683159-22839547	0.1148
NM_177553	chr11(.):22684653-22839547	0.1147
NM_005256	chr11(.):22691318-22839547	0.1126
NM_004811	chr11(.):58289343-58348390	0.1361
NM_001143995	chr11(.):58289343-58350639	0.1365
NM_206893	chr11(.):60547820-60573778	0.1063
NM_024092	chr11(.):60676370-60695915	0.177
NM_001012662	chr11(.):62618483-62661355	0.1445
NM_001013251	chr11(.):62643343-62661355	0.137
NM_001012661	chr11(.):62618517-62661353	0.1446
NM_024060	chr11(.):62196015-62319332	0.1159
NR_037193	chr11(.):62644170-62661355	0.139
NM_005438	chr11(.):65654691-65672997	0.1548
NM_001077241	chr11(.):65137662-65155142	0.1382
NR_002819	chr11(.):65260232-65278939	0.205
NM_012308	chr11(.):66881739-67030550	0.1237
NM_030930	chr11(.):67753574-67776593	0.1531
NM_014824	chr11(.):72542789-72858143	0.114
NM_176796	chr11(.):72970569-73013850	0.1444
NM_176798	chr11(.):72975938-73013850	0.1497
NM_004154	chr11(.):72978246-73014664	0.1509
NM_006656	chr11(.):74694949-74723743	0.1263
NM_182969	chr11(.):74546954-74665232	0.1198
NM_001128620	chr11(.):77028059-77190108	0.1188
NM_080491	chr11(.):77921335-78133868	0.111
NM_014488	chr11(.):82687477-82787884	0.1359
NM_198489	chr11(.):118863851-118891455	0.1373
NM_015313	chr11(.):120202617-120365645	0.1143
NM_024556	chr11(.):126076618-126137879	0.1118
NM_032531	chr11(.):126288395-126875766	0.1039
NR_033839	chr11(.):126206611-126230482	0.1073
NM_001161707	chr11(.):126295836-126875766	0.1036
NM_002017	chr11(.):128558812-128688162	0.1399
NM_001167681	chr11(.):128557388-128688162	0.1398
NM_002939	chr11(.):489511-511821	0.0957
NM_203389	chr11(.):489511-512273	0.0961
NR_029623	chr11(.):563088-573198	0.1109
NM_003475	chr11(.):556449-569025	0.1051
NM_021920	chr11(.):621312-632173	0.0965
NR_026967	chr11(.):568807-580885	0.1245
NM_001130442	chr11(.):527241-540550	0.114
NM_021924	chr11(.):611564-630067	0.1034
NM_004031	chr11(.):607554-620728	0.1038
NM_001143993	chr11(.):555970-569025	0.1044
NM_004029	chr11(.):607554-620999	0.1023
NM_020901	chr11(.):571482-617222	0.1196
NM_173573	chr11(.):549849-565779	0.0987
NM_198075	chr11(.):532521-559916	0.1031
NM_182612	chr11(.):762222-782487	0.1156
NM_006755	chr11(.):742431-770024	0.1158
NR_002585	chr11(.):806680-816814	0.1494
NM_001025239	chr11(.):837823-872116	0.0992
NM_001025234	chr11(.):839080-872116	0.101
NM_145886	chr11(.):794178-810250	0.1269
NM_016564	chr11(.):782109-795126	0.1084
NM_021128	chr11(.):834720-847529	0.1075
NM_139029	chr11(.):827951-843835	0.128
NM_173584	chr11(.):822584-836991	0.1312
NM_024698	chr11(.):785474-801263	0.1137
NM_001004	chr11(.):804935-817876	0.1405
NM_001025237	chr11(.):839445-872116	0.1011
NM_020376	chr11(.):813900-830571	0.1223
NM_001191060	chr11(.):785474-802995	0.1137
NM_001191061	chr11(.):785474-803269	0.1128
NM_001025235	chr11(.):837940-872116	0.0991
NM_002555	chr11(.):2918511-2951476	0.1001
NM_001122631	chr11(.):2899447-2911995	0.1349
NM_003311	chr11(.):2944502-2955650	0.1148
NR_024627	chr11(.):2886262-2898336	0.0779
NM_007105	chr11(.):2904326-2930175	0.1277
NM_183233	chr11(.):2915950-2951476	0.1
NM_001124	chr11(.):10321641-10333923	0.1722
NM_000525	chr11(.):17401795-17415206	0.1728
NM_001166290	chr11(.):17401795-17415878	0.1666
NR_026750	chr11(.):17368316-17403871	0.1013
NM_022725	chr11(.):22639078-22652387	0.1451
NM_000610	chr11(.):35155416-35258949	0.1373
NM_000614	chr11(.):58385145-58398205	0.1114
NR_024091	chr11(.):58341586-58398205	0.1386
NM_053023	chr11(.):58341586-58394023	0.1406
NM_004778	chr11(.):60613397-60628444	0.0975
NM_207341	chr11(.):60630014-60648164	0.1376
NM_024098	chr11(.):60604428-60623561	0.1434
NM_014502	chr11(.):60653019-60679061	0.1587
NM_016582	chr11(.):60699554-60724257	0.1214
NM_178031	chr11(.):60686912-60709631	0.1154
NM_022830	chr11(.):62337516-62364109	0.141
NM_004739	chr11(.):62355674-62374303	0.1646
NM_001404	chr11(.):62322072-62346460	0.172
NM_001620	chr11(.):62278373-62319332	0.1228
NR_002565	chr11(.):62618036-62628103	0.1909
NM_199337	chr11(.):62549873-62562872	0.1677
NM_003164	chr11(.):62569368-62604560	0.1303
NM_018093	chr11(.):62595382-62612628	0.1836
NR_003098	chr11(.):62614459-62628360	0.1805
NR_002561	chr11(.):62616134-62626204	0.2075
NR_002560	chr11(.):62615797-62625865	0.2084
NR_002559	chr11(.):62616375-62626440	0.2088
NR_000008	chr11(.):62615381-62625507	0.2119
NR_002564	chr11(.):62617763-62627838	0.1917
NR_002563	chr11(.):62617483-62627555	0.195
NR_002562	chr11(.):62617092-62627167	0.2002
NM_001081491	chr11(.):62554597-62577964	0.1556
NM_001080501	chr11(.):62552786-62564486	0.1698
NM_004470	chr11(.):64003412-64016607	0.1689
NM_000932	chr11(.):64013994-64041924	0.1179
NM_005528	chr11(.):63992752-64006753	0.1657
NM_001160390	chr11(.):63986270-63998726	0.1553
NM_032344	chr11(.):63988737-64002488	0.1528
NM_004322	chr11(.):64032299-64057176	0.1183
NM_178443	chr11(.):63969151-63996363	0.1294
NM_057092	chr11(.):64004587-64016607	0.1762
NM_033310	chr11(.):64053792-64072503	0.1205
NM_003377	chr11(.):63997265-64011259	0.1716
NM_020155	chr11(.):64048581-64061972	0.1189
NM_001135208	chr11(.):64003603-64016607	0.1695
NM_001039496	chr11(.):64062862-64077239	0.1465
NM_001170726	chr11(.):64046810-64061972	0.1163
NM_001160393	chr11(.):63986270-63998341	0.153
NM_001170881	chr11(.):64047284-64061972	0.1162
NM_001177358	chr11(.):64047282-64061972	0.1162
NM_138689	chr11(.):64006950-64019413	0.1595
NM_000244	chr11(.):64565985-64583188	0.1093
NM_130803	chr11(.):64565985-64583766	0.1094
NM_004579	chr11(.):64551608-64575713	0.0944
NM_017525	chr11(.):64586661-64617041	0.0987
NM_130800	chr11(.):64565985-64583035	0.1087
NM_130802	chr11(.):64565985-64583213	0.1093
NR_029829	chr11(.):64653826-64663911	0.0956
NM_006795	chr11(.):64615207-64651191	0.1322
NR_029578	chr11(.):64653608-64663718	0.0977
NR_028272	chr11(.):65185268-65199003	0.2706
NR_030343	chr11(.):65206928-65217028	0.1489
NM_031904	chr11(.):65149040-65185995	0.1239
NM_032223	chr11(.):65378782-65409910	0.1284
NM_001098785	chr11(.):65334819-65346669	0.1748
NM_021070	chr11(.):65301029-65330699	0.1329
NM_033455	chr11(.):65355325-65368467	0.1197
NM_001099409	chr11(.):65338508-65365116	0.1296
NM_002419	chr11(.):65360225-65386720	0.1249
NM_001048218	chr11(.):65287547-65311182	0.1387
NM_006396	chr11(.):65332942-65344239	0.1865
NM_198897	chr11(.):65646210-65661010	0.1534
NM_001335	chr11(.):65642283-65656212	0.1339
NM_025128	chr11(.):65622871-65638914	0.1746
NM_005507	chr11(.):65617284-65630804	0.1983
NM_016938	chr11(.):65628911-65645340	0.1248
NM_006848	chr11(.):65652874-65664106	0.1615
NM_006442	chr11(.):65681727-65694048	0.1186
NM_152762	chr11(.):65708114-65732434	0.1218
NM_001135635	chr11(.):65679282-65691531	0.1243
NM_014578	chr11(.):66819288-66844488	0.1127
NM_001161473	chr11(.):67771047-67801743	0.1371
NM_006053	chr11(.):67805446-67823366	0.0993
NM_006019	chr11(.):67801482-67823366	0.0991
NM_002496	chr11(.):67793083-67809114	0.1339
NM_000694	chr11(.):67772789-67801743	0.1368
NM_002564	chr11(.):72924343-72952395	0.1103
NM_176071	chr11(.):72924501-72952395	0.1095
NM_014786	chr11(.):73014662-73085425	0.1227
NM_014752	chr11(.):74655291-74695076	0.1295
NR_033347	chr11(.):82747505-82757640	0.1264
NM_006235	chr11(.):111217980-111255157	0.1487
NR_026691	chr11(.):117852105-117877199	0.1467
NM_007180	chr11(.):118523941-118555381	0.1079
NR_003040	chr11(.):118868670-118879303	0.1075
NM_181721	chr11(.):118837416-118856995	0.1001
NM_000190	chr11(.):118950586-118969259	0.1413
NM_001028	chr11(.):118881421-118894057	0.155
NM_002105	chr11(.):118959584-118971177	0.1559
NM_016146	chr11(.):118884240-118899385	0.157
NM_001024382	chr11(.):118953696-118969259	0.1478
NM_001164278	chr11(.):118890060-118906616	0.1441
NM_001130991	chr11(.):118909895-118932925	0.1368
NM_015517	chr11(.):118987287-119010765	0.1365
NM_006389	chr11(.):118909895-118932916	0.1368
NM_014807	chr11(.):118973092-118992827	0.1483
NM_021729	chr11(.):118933492-118957688	0.1241
NM_001382	chr11(.):118962212-118977785	0.173
NM_001164280	chr11(.):118890060-118905278	0.1501
NR_037429	chr11(.):118884653-118894722	0.1752
NM_001142505	chr11(.):119015298-119038374	0.1175
NM_022169	chr11(.):119014749-119038374	0.1187
NM_001198675	chr11(.):120190837-120209388	0.1436
NR_027288	chr11(.):122883273-122895319	0.1105
NM_006597	chr11(.):122923199-122937844	0.1793
NM_032795	chr11(.):126066988-126086587	0.1354
NM_017547	chr11(.):126134054-126153027	0.1371
NM_014026	chr11(.):126168646-126220644	0.1294
NM_148910	chr11(.):126147981-126168071	0.1288
NM_001177842	chr11(.):126127813-126143877	0.1414
NM_006278	chr11(.):126221095-126289533	0.1028
NM_003658	chr11(.):129240880-129327174	0.123
NM_014325	chr12(.):109033886-109130295	0.1306
NM_173591	chr12(.):80598232-80777870	0.1029
NM_020375	chr12(.):4425358-4474190	0.1045
NM_018173	chr12(.):6414601-6442672	0.1197
NM_007273	chr12(.):7069516-7084891	0.1692
NR_015382	chr12(.):6543166-6565683	0.1354
NM_001144857	chr12(.):6416816-6442672	0.1172
NM_001144856	chr12(.):6415098-6442672	0.1197
NM_001144831	chr12(.):7069514-7084916	0.1696
NM_001987	chr12(.):11797787-12053325	0.1196
NM_031289	chr12(.):13232041-13253709	0.1418
NM_006143	chr12(.):12808994-12854121	0.1037
NM_001080555	chr12(.):13232041-13261619	0.1459
NM_152321	chr12(.):15061975-15096463	0.1004
NM_004572	chr12(.):32938679-33054780	0.1122
NM_175736	chr12(.):50026723-50106197	0.1273
NM_001033873	chr12(.):51634132-51668994	0.1205
NM_001031628	chr12(.):51634132-51669202	0.1204
NM_001128914	chr12(.):53840885-53879946	0.1724
NM_000966	chr12(.):53599352-53631036	0.1231
NM_001042728	chr12(.):53599352-53619150	0.1378
NM_001982	chr12(.):56468891-56502128	0.1249
NM_013449	chr12(.):56984379-57035163	0.1257
NM_001172697	chr12(.):58171527-58201639	0.1184
NM_005761	chr12(.):94537498-94704225	0.1323
NM_014706	chr12(.):108910990-108960165	0.1451
NM_018984	chr12(.):109171465-109256359	0.1307
NM_003959	chr12(.):123315038-123352507	0.0551
NM_001082959	chr12(.):125257173-125353519	0.0531
NM_001759	chr12(.):4377901-4419522	0.1487
NM_002342	chr12(.):6488356-6505732	0.0845
NM_001159576	chr12(.):6451008-6489390	0.1304
NM_001065	chr12(.):6432922-6456283	0.1461
NM_001038	chr12(.):6451008-6489905	0.13
NM_001159575	chr12(.):6451008-6491523	0.1311
NM_014231	chr12(.):6566403-6584843	0.1652
NM_001242	chr12(.):6549050-6565884	0.1404
NM_014865	chr12(.):6598297-6646132	0.1364
NM_016497	chr12(.):6596315-6607471	0.1513
NR_004387	chr12(.):6614387-6624717	0.1115
NM_018009	chr12(.):6556176-6576488	0.1686
NR_027483	chr12(.):6972277-6985110	0.1716
NM_001975	chr12(.):7018613-7037859	0.1543
NM_002831	chr12(.):7055433-7075479	0.174
NM_001159287	chr12(.):6971583-6985110	0.168
NR_029779	chr12(.):7067861-7077929	0.1592
NM_080548	chr12(.):7050739-7075479	0.1837
NM_001146316	chr12(.):6975099-6987449	0.1706
NM_000365	chr12(.):6971692-6985110	0.1684
NM_001007026	chr12(.):7028625-7056484	0.1613
NM_006992	chr12(.):7008896-7028406	0.1234
NM_001940	chr12(.):7032479-7056484	0.1492
NM_032641	chr12(.):6975099-6987521	0.1718
NR_003010	chr12(.):7071499-7081769	0.1584
NR_033796	chr12(.):6988845-6999902	0.1103
NR_002803	chr12(.):6988144-6998768	0.1117
NM_138425	chr12(.):7048202-7060165	0.1973
NR_029682	chr12(.):7068259-7078354	0.155
NM_005768	chr12(.):7080346-7130842	0.1172
NM_006331	chr12(.):7074943-7090165	0.1605
NM_004064	chr12(.):12865301-12880305	0.1859
NR_030344	chr12(.):12912582-12922677	0.1091
NM_001130415	chr12(.):12873850-12949399	0.1242
NM_020853	chr12(.):13192314-13241383	0.1183
NM_006205	chr12(.):15120955-15139799	0.1038
NM_001175	chr12(.):15089949-15119562	0.1454
NM_030762	chr12(.):26267958-26283003	0.1738
NM_018976	chr12(.):46746970-46771645	0.1307
NM_001098532	chr12(.):48123452-48157181	0.128
NM_017842	chr12(.):48161966-48181536	0.111
NM_006105	chr12(.):48123452-48157244	0.1282
NM_001098531	chr12(.):48123452-48157889	0.1284
NM_001098416	chr12(.):48171506-48218763	0.1325
NM_000376	chr12(.):48230319-48303814	0.1374
NM_001031698	chr12(.):50019326-50043449	0.1325
NM_012272	chr12(.):50012402-50043449	0.1391
NM_001971	chr12(.):51717226-51745463	0.1344
NM_016293	chr12(.):51669821-51722938	0.1263
NM_001004304	chr12(.):53569534-53589654	0.1567
NM_000889	chr12(.):53580106-53606000	0.1971
NM_015989	chr12(.):53546446-53579430	0.1277
NM_001170790	chr12(.):53640369-53653190	0.1269
NM_032889	chr12(.):53640875-53653190	0.1282
NM_001164691	chr12(.):53812638-53830318	0.1169
NM_001005354	chr12(.):53830432-53845427	0.1314
NM_134324	chr12(.):53890376-53905215	0.158
NM_006301	chr12(.):53869275-53898444	0.1624
NM_134323	chr12(.):53889704-53905215	0.1537
NM_003717	chr12(.):53895473-53906422	0.1191
NM_032786	chr12(.):56507029-56521278	0.1894
NM_006191	chr12(.):56493102-56512694	0.1599
NM_079423	chr12(.):56547099-56560366	0.152
NM_002475	chr12(.):56541334-56556771	0.152
NM_001035267	chr12(.):56505373-56516616	0.181
NM_015292	chr12(.):56516985-56543460	0.1484
NR_003046	chr12(.):57032463-57042538	0.1648
NM_001686	chr12(.):57026958-57044852	0.1678
NM_005594	chr12(.):57101210-57124066	0.1437
NR_002737	chr12(.):57033810-57043885	0.1644
NM_001113203	chr12(.):57101210-57124326	0.1438
NM_006601	chr12(.):57052124-57087078	0.138
NM_138396	chr12(.):58143899-58158689	0.1432
NM_023033	chr12(.):58157350-58170914	0.1515
NM_014770	chr12(.):58113993-58140940	0.1237
NM_000785	chr12(.):58151116-58165976	0.1452
NM_015433	chr12(.):58161382-58181324	0.1425
NM_001017956	chr12(.):58082737-58120340	0.12
NM_005981	chr12(.):58133783-58147026	0.1777
NR_027032	chr12(.):58115022-58127139	0.1136
NM_000075	chr12(.):58137002-58151164	0.1629
NM_001122772	chr12(.):58113993-58137029	0.1102
NM_017440	chr12(.):68683345-68731161	0.1165
NM_203394	chr12(.):77410025-77464360	0.1264
NM_001946	chr12(.):89736836-89751296	0.1745
NM_001111283	chr12(.):102784644-102879378	0.108
NM_001111284	chr12(.):102784644-102877429	0.1064
NM_001111285	chr12(.):102806453-102879378	0.1138
NM_014840	chr12(.):106452124-106538811	0.1157
NM_007076	chr12(.):108904050-108918380	0.134
NM_213595	chr12(.):108951293-108968160	0.2132
NM_181724	chr12(.):108978621-108996894	0.1093
NM_003006	chr12(.):109010679-109032670	0.2036
NM_001161331	chr12(.):109180694-109226327	0.1164
NM_001168325	chr12(.):117471727-117542251	0.0583
NM_024667	chr12(.):123344874-123385712	0.0805
NM_021009	chr12(.):125391191-125404587	0.1166
NR_024464	chr13(.):30909406-30953036	0.0688
NR_002612	chr13(.):50551687-50704677	0.0542
NM_015057	chr13(.):77613791-77906177	0.1085
NM_032436	chr13(.):115074964-115097803	0.1318
NM_000820	chr13(.):114518521-114572046	0.1478
NM_007368	chr13(.):114742193-114903095	0.1207
NM_152719	chr13(.):46271445-46293693	0.0736
NR_002605	chr13(.):50651413-50684433	0.0561
NR_002183	chr13(.):50741153-50752751	0.058
NM_198217	chr13(.):111360082-111378421	0.1278
NM_024537	chr13(.):111288756-111363480	0.1053
NM_198218	chr13(.):111360609-111378421	0.1292
NM_198219	chr13(.):111360624-111378421	0.1293
NM_005537	chr13(.):111362358-111378421	0.133
NM_001143945	chr13(.):114518521-114544017	0.1025
NM_001143946	chr13(.):114518521-114541714	0.1027
NR_024609	chr13(.):114581609-114631485	0.1294
NM_023011	chr13(.):115042077-115076283	0.1392
NM_003903	chr13(.):114995361-115043150	0.1381
NM_022060	chr14(.):23062146-23086265	0.0706
NM_006246	chr14(.):63836354-64015079	0.0561
NR_027004	chr14(.):94366075-94397718	0.0486
NM_001012706	chr14(.):50443429-50479238	0.0646
NM_004296	chr14(.):72394785-73038238	0.053
NM_001080414	chr14(.):91732666-91889133	0.0824
NM_005606	chr14(.):93165151-93220047	0.0556
NM_024832	chr14(.):92975124-93160334	0.0548
NM_023112	chr14(.):94487723-94520276	0.0528
NM_001344	chr14(.):23028806-23063143	0.0745
NM_024496	chr14(.):77485885-77500034	0.0806
NM_005065	chr14(.):81934238-82005205	0.0783
NM_005113	chr14(.):93255649-93311304	0.0547
NM_016150	chr14(.):94395512-94428767	0.0627
NR_024182	chr14(.):94458615-94478898	0.0652
NR_024183	chr14(.):94458641-94483041	0.066
NM_138344	chr14(.):94380257-94400944	0.0496
NM_152592	chr14(.):95878830-95947173	0.0615
NR_003002	chr14(.):95994691-96004966	0.0846
NR_001459	chr14(.):95994248-96006209	0.0803
NM_016417	chr14(.):95996322-96016055	0.0644
NM_001311	chr14(.):105948256-105960124	0.1166
NM_001134877	chr14(.):105951519-105970585	0.1084
NM_001134876	chr14(.):105952585-105970585	0.1125
NM_001312	chr14(.):105936130-105951500	0.0472
NM_025268	chr14(.):105987952-106001539	0.0961
NM_001198983	chr14(.):105951191-105970585	0.1077
NM_144508	chr15(.):40881446-40959881	0.1086
NM_001042495	chr15(.):34517196-34635265	0.1138
NM_005135	chr15(.):34517196-34616021	0.1088
NM_001042497	chr15(.):34517196-34634045	0.1134
NM_001042494	chr15(.):34517196-34634961	0.1136
NM_001211	chr15(.):40448209-40518337	0.119
NM_006537	chr15(.):63791809-63888663	0.1085
NM_025201	chr15(.):65129081-65165201	0.1111
NM_001004439	chr15(.):68589041-68729492	0.0993
NM_020908	chr15(.):70335542-70395256	0.1202
NM_006465	chr15(.):74828547-74895472	0.1287
NM_003612	chr15(.):74696629-74731299	0.1201
NM_001146030	chr15(.):74696629-74731001	0.1192
NM_172217	chr15(.):81512639-81610104	0.1228
NM_001172128	chr15(.):81484218-81610104	0.1178
NM_001080532	chr15(.):81619759-81671418	0.106
NM_007011	chr15(.):89626380-89750591	0.1266
NM_198526	chr15(.):90539751-90630432	0.1247
NR_027992	chr15(.):20869796-20966480	0.0676
NR_027053	chr15(.):21927513-21945739	0.1909
NR_024387	chr15(.):22009419-22021878	0.102
NM_015995	chr15(.):31614082-31675102	0.1495
NM_175741	chr15(.):34633065-34654931	0.1144
NM_181077	chr15(.):34666269-34687001	0.1009
NM_018648	chr15(.):34628916-34640362	0.158
NM_153613	chr15(.):34646088-34664395	0.1189
NR_036050	chr15(.):34669269-34679351	0.096
NR_036050	chr15(.):34815490-34825572	0.0796
NM_003134	chr15(.):40322890-40336389	0.1433
NM_001003942	chr15(.):40375091-40403287	0.1589
NM_033503	chr15(.):40375091-40403639	0.159
NM_001003940	chr15(.):40375091-40406075	0.1572
NM_001080791	chr15(.):40840297-40862252	0.1673
NM_152260	chr15(.):40856536-40871661	0.1499
NR_002208	chr15(.):40819082-40829749	0.0873
NM_001145112	chr15(.):44952929-44974086	0.1469
NM_182985	chr15(.):45023559-45065025	0.1081
NM_004048	chr15(.):44998684-45015357	0.1419
NM_198524	chr15(.):56652643-56743072	0.1192
NM_182703	chr15(.):65199100-65256041	0.1047
NM_017882	chr15(.):68494329-68527080	0.1348
NM_015322	chr15(.):68565140-68588640	0.1703
NR_030714	chr15(.):70366710-70376807	0.1043
NM_000781	chr15(.):74625102-74665081	0.1103
NM_001099773	chr15(.):74625102-74663553	0.109
NM_001127190	chr15(.):75069424-75100539	0.1602
NM_000761	chr15(.):75036183-75053941	0.1016
NM_000499	chr15(.):75006882-75022877	0.1184
NM_021819	chr15(.):75100193-75123099	0.1228
NM_001030005	chr15(.):75113950-75129136	0.1039
NM_021823	chr15(.):75310926-75348067	0.1572
NM_138967	chr15(.):75282875-75318836	0.1322
NM_004513	chr15(.):81584253-81610104	0.1682
NM_181900	chr15(.):81600006-81621524	0.1568
NM_002168	chr15(.):90622211-90650708	0.1446
NM_198925	chr15(.):90739561-90777892	0.1153
NM_001013657	chr15(.):90772486-90790312	0.1164
NM_020210	chr15(.):90723151-90777892	0.1252
NM_006384	chr15(.):90768476-90782279	0.1249
NR_033769	chr15(.):93333713-93345338	0.107
NM_003090	chr15(.):101816714-101840460	0.1438
NM_203472	chr15(.):101806213-101822700	0.1727
NM_014918	chr15(.):101710927-101797137	0.1285
NM_001114	chr16(.):50316822-50357043	0.0992
NM_001134477	chr16(.):14524557-14729120	0.1145
NM_002582	chr16(.):14524557-14729124	0.1145
NM_152652	chr16(.):30402056-30415715	0.1281
NM_001145771	chr16(.):57657418-57703944	0.1118
