REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
1_MACS_peak_10538_lociStitched	chr16	29815432	29820452	1	5021	33885	328	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	MAZ	2.5476	328	1
4_MACS_peak_13226_lociStitched	chr18	46439602	46462648	4	17240	33730.1256	329	1	SMAD7		SMAD7	SMAD7	1.4427	329	1
1_MACS_peak_18145_lociStitched	chr20	61424173	61429075	1	4903	33724.2894	330	1	C20orf20	OGFR,COL9A3,DPH3P1	C20orf20	C20orf20	3.109	330	1
5_MACS_peak_9841_lociStitched	chr15	93340603	93354706	5	10356	33622.9623	331	1		ASB9P1	ASB9P1	ASB9P1	0.3675	331	1
1_MACS_peak_15388_lociStitched	chr2	28612755	28617616	1	4862	33617.2177	332	1	FOSL2		FOSL2	FOSL2	1.1215	332	1
3_MACS_peak_8353_lociStitched	chr14	77487572	77500822	3	8770	33592.725	333	1	C14orf4		C14orf4	C14orf4	2.2643	333	1
1_MACS_peak_1706_lociStitched	chr1	150206169	150209730	1	3562	33488.3562	334	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	ANP32E	1.3291	334	1
2_MACS_peak_16910_lociStitched	chr2	202115840	202126801	2	10732	33481.4706	335	1	CASP8		CASP8	CASP8	0.7094	335	1
1_MACS_peak_17830_lociStitched	chr20	42307042	42313402	1	6361	33398.904	336	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.9364	336	1
3_MACS_peak_11017_lociStitched	chr16	79629558	79641951	3	9371	33303.7089	337	1	MAF		MAF	MAF	1.9418	337	1
5_MACS_peak_9913_lociStitched	chr15	101661248	101682012	5	12526	33255.6224	338	1			CHSY1	CHSY1	1.0138	338	1
3_MACS_peak_18247_lociStitched	chr21	19152304	19171109	3	16912	33205.869	339	1	C21orf91		C21orf91	C21orf91	1.3437	339	1
1_MACS_peak_18991_lociStitched	chr22	38900655	38903745	1	3091	33146.739	340	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	1.0693	340	1
1_MACS_peak_26091_lociStitched	chr7	55597984	55605794	1	7811	33051.139	341	1	VOPP1		VOPP1	VOPP1	0.8111	341	1
4_MACS_peak_14805_lociStitched	chr19	49989961	50005203	4	10598	32968.446	342	1	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	ALDH16A1	1.9946	342	1
3_MACS_peak_24109_lociStitched	chr6	20401063	20410939	3	6160	32847.576	343	1	E2F3		E2F3	E2F3	0.3716	343	1
1_MACS_peak_1740_lociStitched	chr1	151041956	151044463	1	2508	32789.8051	344	1	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	2.535	344	1
3_MACS_peak_16206_lociStitched	chr2	109826940	109844372	3	12988	32780.876	345	1	SH3RF3		MIR4265	MIR4265	NONE	345	1
1_MACS_peak_10942_lociStitched	chr16	70553587	70560800	1	7214	32770.8229	346	1	SF3B3,COG4	SNORD111B,MIR3647,SNORD111	COG4	COG4	0.8242	346	1
3_MACS_peak_8747_lociStitched	chr14	105946837	105958281	3	6894	32671.4756	347	1	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	CRIP1	1.9707	347	1
1_MACS_peak_13473_lociStitched	chr19	796069	799947	1	3879	32653.5356	348	1	PTBP1	C19orf21,MIR3187,AZU1,PRTN3,LPPR3	PTBP1	PTBP1	1.3801	348	1
4_MACS_peak_6003_lociStitched	chr12	9873909	9896679	4	20616	32570.208	349	1	CLECL1	CD69	CLECL1	CLECL1	1.204	349	1
2_MACS_peak_1039_lociStitched	chr1	53096937	53105084	2	8115	32554.5973	350	1	FAM159A	GPX7	FAM159A	FAM159A	1.1528	350	1
1_MACS_peak_9790_lociStitched	chr15	90637228	90646622	1	9395	32508.8764	351	1	IDH2		IDH2	IDH2	1.2311	351	1
1_MACS_peak_3382_lociStitched	chr10	32634976	32636934	1	1959	32506.716	352	1	EPC1		EPC1	EPC1	0.4113	352	1
2_MACS_peak_20761_lociStitched	chr3	171811309	171827003	2	15686	32474.0248	353	1	FNDC3B		FNDC3B	FNDC3B	0.238	353	1
2_MACS_peak_14779_lociStitched	chr19	49463934	49471951	2	7537	32415.1361	354	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	2.8393	354	1
3_MACS_peak_13546_lociStitched	chr19	2049502	2062686	3	7219	32414.1824	355	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.2835	355	1
2_MACS_peak_6562_lociStitched	chr12	69200178	69206860	2	6667	32366.9398	356	1	MDM2		MDM2	MDM2	0.7851	356	1
2_MACS_peak_17441_lociStitched	chr20	9486547	9497500	2	10653	32337.6372	357	1	C20orf103		C20orf103	C20orf103	0.6168	357	1
2_MACS_peak_14543_lociStitched	chr19	42363536	42377135	2	13476	32322.1032	358	1	RPS19	DMRTC2,CD79A,ARHGEF1,LYPD4	RPS19	RPS19	1.5593	358	1
1_MACS_peak_3993_lociStitched	chr10	104401760	104407775	1	6016	32259.0465	359	1	TRIM8		TRIM8	TRIM8	1.5751	359	1
2_MACS_peak_30772_lociStitched	chrX	153245066	153253004	2	7372	32236.218	360	1	TMEM187,MIR3202-1,MIR3202-2	NAA10,RENBP,HCFC1,IRAK1,MIR718	MIR3202-2	NAA10	4.977	360	1
1_MACS_peak_26706_lociStitched	chr7	113724022	113728226	1	4205	32188.3464	361	1	FOXP2		FOXP2	FOXP2	0.0824	361	1
7_MACS_peak_28208_lociStitched	chr8	120930808	120949737	7	13396	32154.6923	362	1	DEPDC6		DEPDC6	DEPDC6	0.3863	362	1
4_MACS_peak_14644_lociStitched	chr19	45942608	45960088	4	8799	32002.384	363	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	FOSB	1.0633	363	1
4_MACS_peak_29297_lociStitched	chr9	112904204	112924279	4	16030	31840.9575	364	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.4514	364	1
3_MACS_peak_13510_lociStitched	chr19	1400571	1413738	3	5564	31823.3223	365	1	DAZAP1,GAMT	MUM1,NDUFS7,RPS15,APC2	DAZAP1	DAZAP1	1.1693	365	1
2_MACS_peak_22884_lociStitched	chr5	76029943	76038389	2	7767	31789.0548	366	1	F2R	NCRUPAR	F2R	NCRUPAR	4.1873	366	1
1_MACS_peak_19073_lociStitched	chr22	41486825	41489460	1	2636	31710.9075	367	1	EP300,MIR1281		MIR1281	MIR1281	3.2283	367	1
2_MACS_peak_10250_lociStitched	chr16	12056013	12071273	2	11025	31682.812	368	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	2.2884	368	1
4_MACS_peak_17608_lociStitched	chr20	31252334	31270145	4	11938	31667.958	369	1		C20orf203	C20orf203	C20orf203	0.1244	369	1
1_MACS_peak_18783_lociStitched	chr22	29662362	29666060	1	3699	31603.108	370	1	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	EWSR1	0.8045	370	1
1_MACS_peak_2120_lociStitched	chr1	167904049	167907362	1	3314	31588.1298	371	1	DCAF6,BRP44	ADCY10	DCAF6	DCAF6	0.2787	371	1
2_MACS_peak_6745_lociStitched	chr12	98908227	98914375	2	5714	31415.6652	372	1	TMPO,LOC100128191		LOC100128191	LOC100128191	2.4286	372	1
8_MACS_peak_19469_lociStitched	chr3	15831447	15854089	8	18920	31370.491	373	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.1934	373	1
2_MACS_peak_26536_lociStitched	chr7	100025257	100035078	2	5892	31308.3659	374	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	2.0726	374	1
4_MACS_peak_15199_lociStitched	chr2	11883411	11895869	4	11705	31293.2502	375	1	LPIN1		LPIN1	LPIN1	0.4152	375	1
1_MACS_peak_11429_lociStitched	chr17	7209418	7212746	1	3329	31281.2032	376	1	EIF5A	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2,GPS2,NEURL4	EIF5A	GPS2	2.5538	376	1
3_MACS_peak_21121_lociStitched	chr4	2787564	2804165	3	12163	31274.6239	377	1	SH3BP2	SH3BP2,ADD1,TNIP2	SH3BP2	SH3BP2	0.6659	377	1
1_MACS_peak_26979_lociStitched	chr7	150100492	150106410	1	5919	31232.8368	378	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	2.5411	378	1
2_MACS_peak_20785_lociStitched	chr3	176913028	176920417	2	5993	31217.0472	379	1	TBL1XR1		TBL1XR1	TBL1XR1	0.2273	379	1
3_MACS_peak_19258_lociStitched	chr22	50352651	50364888	3	7953	31159.0731	380	1	PIM3	CRELD2,ALG12	PIM3	PIM3	2.1298	380	1
2_MACS_peak_9923_lociStitched	chr15	101782963	101793460	2	9748	31028.0823	381	1	CHSY1	SELS,SNRPA1	CHSY1	CHSY1	1.0138	381	1
2_MACS_peak_4994_lociStitched	chr11	65238020	65246128	2	5705	30812.0216	382	1		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	5.9254	382	1
1_MACS_peak_27603_lociStitched	chr8	52809999	52813770	1	3772	30800.7738	383	1	PCMTD1		PCMTD1	PCMTD1	0.392	383	1
1_MACS_peak_13523_lociStitched	chr19	1590206	1593660	1	3455	30788.2652	384	1	MBD3	MEX3D,UQCR11	MBD3	UQCR11	1.3635	384	1
2_MACS_peak_29176_lociStitched	chr9	98267542	98279537	2	8453	30781.569	385	1	PTCH1		PTCH1	PTCH1	0.6011	385	1
3_MACS_peak_28071_lociStitched	chr8	103539763	103550453	3	10000	30743.371	386	1		ODF1	ODF1	ODF1	0.2613	386	1
4_MACS_peak_22278_lociStitched	chr4	185328738	185349980	4	16306	30696.8142	387	1	IRF2		IRF2	IRF2	1.1919	387	1
2_MACS_peak_1736_lociStitched	chr1	150967903	150982000	2	11833	30639.8295	388	1	ANXA9,PRUNE,FAM63A	BNIPL,C1orf56,LASS2	FAM63A	LASS2	1.8654	388	1
4_MACS_peak_1407_lociStitched	chr1	110331735	110350175	4	10373	30496.072	389	1		GSTM3,EPS8L3	EPS8L3	EPS8L3	0.0914	389	1
5_MACS_peak_5304_lociStitched	chr11	82764660	82784509	5	12665	30426.5321	390	1	RAB30	SNORA70E	RAB30	RAB30	0.4637	390	1
1_MACS_peak_5772_lociStitched	chr11	128561822	128566523	1	4702	30389.1444	391	1	FLI1		FLI1	FLI1	0.8386	391	1
2_MACS_peak_22275_lociStitched	chr4	185301710	185307855	2	6143	30359.3725	392	1			IRF2	IRF2	1.1919	392	1
1_MACS_peak_11909_lociStitched	chr17	36857283	36862955	1	5673	30351.4392	393	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.0445	393	1
1_MACS_peak_12464_lociStitched	chr17	66286043	66289301	1	3259	30327.4188	394	1	ARSG,SLC16A6	AMZ2	SLC16A6	SLC16A6	0.9452	394	1
1_MACS_peak_24831_lociStitched	chr6	86351201	86355348	1	4148	30288.4439	395	1	SYNCRIP	SNX14,SYNCRIP,SNORD50A,SNORD50B,SNHG5	SYNCRIP	SNORD50A	1.1038	395	1
1_MACS_peak_22612_lociStitched	chr5	39073093	39078908	1	5816	30265.3305	396	1	RICTOR		RICTOR	RICTOR	0.239	396	1
1_MACS_peak_18997_lociStitched	chr22	39146124	39153391	1	7268	30243.8006	397	1	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	1.0505	397	1
2_MACS_peak_2009_lociStitched	chr1	161007666	161018156	2	6484	30236.376	398	1	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	1.8653	398	1
3_MACS_peak_12820_lociStitched	chr17	80249983	80259428	3	5611	30198.4985	399	1		CSNK1D,CD7,SECTM1	CD7	SECTM1	0.6481	399	1
1_MACS_peak_9851_lociStitched	chr15	93424173	93429093	1	4921	30182.232	400	1	LOC100507217	CHD2,MIR3175	LOC100507217	LOC100507217	1.4657	400	1
5_MACS_peak_25835_lociStitched	chr7	29713120	29726370	5	11607	30159.65	401	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.8572	401	1
1_MACS_peak_14152_lociStitched	chr19	18389972	18394093	1	4122	30157.0659	402	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	2.6204	402	1
2_MACS_peak_26972_lociStitched	chr7	150063992	150068049	2	3906	30100.1001	403	1	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	REPIN1	2.5411	403	1
5_MACS_peak_30788_lociStitched	chrX	153595991	153609116	5	8876	30072	404	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	2.9533	404	1
3_MACS_peak_11059_lociStitched	chr16	81680891	81692075	3	8622	30010.0272	405	1	CMIP		PLCG2	PLCG2	0.4036	405	1
2_MACS_peak_11197_lociStitched	chr16	88846315	88857672	2	7656	29976.8015	406	1	FAM38A	CDT1,APRT	FAM38A	CDT1	2.2769	406	1
3_MACS_peak_13167_lociStitched	chr18	42330334	42342741	3	8464	29940.5724	407	1	SETBP1		SETBP1	SETBP1	1.0168	407	1
1_MACS_peak_1989_lociStitched	chr1	160230947	160233784	1	2838	29877.2981	408	1	DCAF8	PEX19	DCAF8	DCAF8	0.6346	408	1
2_MACS_peak_2169_lociStitched	chr1	173831278	173838804	2	6611	29837.5796	409	1	LOC100506046,ZBTB37,SNORD81,GAS5,SNORD80,SNORD47,SNORD79,SNORD78,SNORD77,SNORD44,SNORD76,SNORD75,SNORD74	DARS2,CENPL,SERPINC1	SNORD44	SNORD44	3.0444	409	1
6_MACS_peak_27852_lociStitched	chr8	81046393	81065184	6	15288	29830.7125	410	1	TPD52		TPD52	TPD52	0.6	410	1
1_MACS_peak_18093_lociStitched	chr20	56252951	56258800	1	5850	29798.3154	411	1	PMEPA1		PMEPA1	PMEPA1	0.6914	411	1
2_MACS_peak_23847_lociStitched	chr5	180228887	180238878	2	6204	29793.162	412	1	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	1.1364	412	1
2_MACS_peak_2209_lociStitched	chr1	179049365	179058340	2	5754	29764.69	413	1	TOR3A		TOR3A	TOR3A	1.3389	413	1
2_MACS_peak_11300_lociStitched	chr17	1618206	1628962	2	7282	29754.3228	414	1	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	MIR22	1.6682	414	1
3_MACS_peak_17121_lociStitched	chr2	227655121	227666191	3	9829	29699.703	415	1	IRS1	RHBDD1	IRS1	IRS1	0.6194	415	1
4_MACS_peak_753_lociStitched	chr1	36608608	36627203	4	9714	29683.1985	416	1	MAP7D1,TRAPPC3	COL8A2	TRAPPC3	TRAPPC3	0.4876	416	1
2_MACS_peak_10866_lociStitched	chr16	67595313	67601212	2	4618	29631.8568	417	1	CTCF	FAM65A	CTCF	CTCF	0.3892	417	1
1_MACS_peak_8222_lociStitched	chr14	69257934	69263484	1	5551	29630.895	418	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	2.0087	418	1
1_MACS_peak_1932_lociStitched	chr1	156782848	156788144	1	5297	29625.824	419	1	NTRK1,SH2D2A	PRCC,NTRK1,INSRR	NTRK1	NTRK1	0.5634	419	1
3_MACS_peak_17884_lociStitched	chr20	44509593	44521879	3	8039	29579.7736	420	1	ZSWIM1,CTSA,C20orf165,NEURL2	SNX21,ZSWIM3,PCIF1,ACOT8,PLTP	C20orf165	C20orf165	2.5189	420	1
2_MACS_peak_28947_lociStitched	chr9	73027041	73036351	2	5892	29521.079	421	1	KLF9		KLF9	KLF9	0.491	421	1
3_MACS_peak_27515_lociStitched	chr8	38238107	38244895	3	6716	29516.9392	422	1	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.3183	422	1
1_MACS_peak_17999_lociStitched	chr20	50015885	50022529	1	6645	29401.6932	423	1	NFATC2	MIR3194	MIR3194	MIR3194	0.173	423	1
3_MACS_peak_3125_lociStitched	chr10	12083369	12096522	3	5451	29396.955	424	1	UPF2	DHTKD1	UPF2	UPF2	0.243	424	1
1_MACS_peak_20492_lociStitched	chr3	135912985	135916751	1	3767	29388.3576	425	1	MSL2		MSL2	MSL2	0.5932	425	1
1_MACS_peak_24238_lociStitched	chr6	27857391	27863733	1	6343	29357.118	426	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	2.859	426	1
1_MACS_peak_30794_lociStitched	chrX	153624571	153629153	1	4583	29356.4158	427	1	RPL10,SNORA70	EMD,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	DNASE1L1	2.2593	427	1
1_MACS_peak_15167_lociStitched	chr2	10259812	10264654	1	4843	29340.099	428	1	RRM2	C2orf48,CYS1	RRM2	RRM2	1.6445	428	1
2_MACS_peak_22428_lociStitched	chr5	6708109	6715232	2	7063	29331.8017	429	1	PAPD7	PAPD7	PAPD7	PAPD7	0.8164	429	1
3_MACS_peak_13622_lociStitched	chr19	3358773	3370142	3	6881	29301.3237	430	1	NFIC		NFIC	NFIC	0.4347	430	1
1_MACS_peak_2133_lociStitched	chr1	169861845	169864340	1	2496	29287.807	431	1	SCYL3		SCYL3	SCYL3	0.679	431	1
1_MACS_peak_13933_lociStitched	chr19	12720822	12726382	1	5561	29264.504	432	1	ZNF791,ZNF490		ZNF791	ZNF791	1.0914	432	1
3_MACS_peak_11170_lociStitched	chr16	87886696	87905370	3	17687	29247.2188	433	1	SLC7A5		SLC7A5	SLC7A5	0.6705	433	1
4_MACS_peak_28125_lociStitched	chr8	107669225	107682514	4	7769	29199.9197	434	1	OXR1		OXR1	OXR1	0.1335	434	1
4_MACS_peak_5654_lociStitched	chr11	119551257	119566635	4	10549	29198.2086	435	1	PVRL1		PVRL1	PVRL1	0.7377	435	1
1_MACS_peak_21014_lociStitched	chr3	196727791	196731385	1	3595	29164.5912	436	1	MFI2	PIGZ,MFI2	MFI2	MFI2	0.8952	436	1
1_MACS_peak_15965_lociStitched	chr2	85764445	85767771	1	3327	29087.8656	437	1	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	1.8619	437	1
1_MACS_peak_2426_lociStitched	chr1	203288873	203297615	1	8743	29063.6532	438	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	1.8115	438	1
1_MACS_peak_5155_lociStitched	chr11	69061330	69067331	1	6002	29054.4416	439	1	MYEOV		MYEOV	MYEOV	2.3153	439	1
3_MACS_peak_29095_lociStitched	chr9	93730964	93742019	3	8466	29008.32	440	1			LOC100129316	LOC100129316	0.2149	440	1
3_MACS_peak_1859_lociStitched	chr1	155156942	155165910	3	6911	28986.3696	441	1	TRIM46,MIR92B,MUC1,THBS3	SLC50A1,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MUC1	DPM3	2.5274	441	1
3_MACS_peak_13657_lociStitched	chr19	4393482	4403986	3	5014	28944.8224	442	1	CHAF1A,SH3GL1	MPND	SH3GL1	SH3GL1	0.8277	442	1
1_MACS_peak_18169_lociStitched	chr20	62151046	62153534	1	2489	28929.9664	443	1	PPDPF	C20orf195,KCNQ2,EEF1A2,PTK6,SRMS,PRIC285	PPDPF	PPDPF	2.6366	443	1
1_MACS_peak_26805_lociStitched	chr7	129588547	129593017	1	4471	28928.499	444	1	UBE2H		UBE2H	UBE2H	0.2779	444	1
1_MACS_peak_23201_lociStitched	chr5	126111182	126116166	1	4985	28924.644	445	1	LMNB1		LMNB1	LMNB1	0.4617	445	1
1_MACS_peak_4803_lociStitched	chr11	58343976	58347738	1	3763	28919.6226	446	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	LPXN	LPXN	0.52	446	1
2_MACS_peak_23874_lociStitched	chr6	291048	299418	2	8360	28811.214	447	1	DUSP22		DUSP22	DUSP22	1.2046	447	1
1_MACS_peak_17712_lociStitched	chr20	34540709	34544176	1	3468	28800.0223	448	1	SCAND1	C20orf152	SCAND1	SCAND1	2.7044	448	1
2_MACS_peak_24472_lociStitched	chr6	36559062	36565472	2	6018	28774.49	449	1	SRSF3	STK38,MIR3925	SRSF3	SRSF3	1.5696	449	1
1_MACS_peak_3032_lociStitched	chr10	3823251	3828703	1	5453	28764.2068	450	1	KLF6		KLF6	KLF6	1.5415	450	1
3_MACS_peak_23781_lociStitched	chr5	176726465	176740684	3	10832	28703.8953	451	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	PRELID1	1.5406	451	1
1_MACS_peak_343_lociStitched	chr1	16159401	16164264	1	4864	28695.5904	452	1	FLJ37453	SPEN,UQCRHL	SPEN	SPEN	0.2472	452	1
1_MACS_peak_28069_lociStitched	chr8	103422338	103426414	1	4077	28690.5564	453	1	UBR5		UBR5	UBR5	0.2461	453	1
3_MACS_peak_183_lociStitched	chr1	8933070	8940280	3	6775	28571.788	454	1	ENO1		ENO1	ENO1	1.2993	454	1
3_MACS_peak_20404_lociStitched	chr3	128899907	128908396	3	5280	28539.1691	455	1	CNBP	ISY1	CNBP	CNBP	1.1312	455	1
1_MACS_peak_28019_lociStitched	chr8	101318555	101323405	1	4851	28493.265	456	1	RNF19A	RNF19A	RNF19A	RNF19A	0.588	456	1
6_MACS_peak_22602_lociStitched	chr5	37797006	37813467	6	10951	28484.1144	457	1	GDNF		GDNF	GDNF	1.0036	457	1
2_MACS_peak_29523_lociStitched	chr9	130538165	130552247	2	9648	28480.845	458	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	MIR2861	MIR2861	1.8691	458	1
1_MACS_peak_15987_lociStitched	chr2	86220458	86228742	1	8285	28459.682	459	1		LOC90784	LOC90784	LOC90784	0.1109	459	1
3_MACS_peak_13526_lociStitched	chr19	1660533	1672873	3	6581	28443.7	460	1		TCF3	TCF3	TCF3	1.6446	460	1
2_MACS_peak_19429_lociStitched	chr3	13455365	13463339	2	4808	28374.6816	461	1	NUP210		NUP210	NUP210	0.5032	461	1
1_MACS_peak_17820_lociStitched	chr20	42085322	42087845	1	2524	28201.3371	462	1	SRSF6	L3MBTL1	SRSF6	SRSF6	1.8538	462	1
1_MACS_peak_25791_lociStitched	chr7	26238829	26242614	1	3786	28183.11	463	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	1.4087	463	1
5_MACS_peak_18153_lociStitched	chr20	61516238	61532307	5	10286	28131.9983	464	1	DIDO1	DPH3P1,C20orf11,TCFL5	TCFL5	C20orf11	1.2536	464	1
3_MACS_peak_8468_lociStitched	chr14	91781658	91802332	3	13179	28122.8422	465	1	CCDC88C		GPR68	GPR68	NONE	465	1
3_MACS_peak_29586_lociStitched	chr9	132167890	132177629	3	6861	28111.6235	466	1			C9orf106	C9orf106	NONE	466	1
2_MACS_peak_8765_lociStitched	chr14	106385251	106395714	2	9353	28084.7846	467	1	KIAA0125	ADAM6	KIAA0125	KIAA0125	1.1791	467	1
2_MACS_peak_4339_lociStitched	chr11	267348	272989	2	5491	28066.7955	468	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	SIRT3	0.3754	468	1
1_MACS_peak_23787_lociStitched	chr5	176829466	176833344	1	3879	28045.3082	469	1	F12	RGS14,SLC34A1,GRK6,PRR7,PFN3	PFN3	GRK6	3.7839	469	1
1_MACS_peak_21975_lociStitched	chr4	129730330	129734437	1	4108	28040.5425	470	1	PHF17		PHF17	PHF17	0.4828	470	1
1_MACS_peak_6508_lociStitched	chr12	62995423	62998254	1	2832	28017.2746	471	1	MIRLET7I,C12orf61		C12orf61	C12orf61	2.4269	471	1
2_MACS_peak_19269_lociStitched	chr22	50623333	50631207	2	7231	27986.5582	472	1	TRABD	MOV10L1,PANX2,SELO	TRABD	TRABD	1.4831	472	1
1_MACS_peak_17891_lociStitched	chr20	44598757	44601847	1	3091	27985.512	473	1	ZNF335	PCIF1,MMP9,SLC12A5	ZNF335	PCIF1	1.1781	473	1
1_MACS_peak_12798_lociStitched	chr17	79827254	79830685	1	3432	27982.5498	474	1	ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,P4HB,THOC4,PCYT2,SIRT7	ARHGDIA	ARHGDIA	2.1501	474	1
1_MACS_peak_10550_lociStitched	chr16	30074594	30078735	1	4142	27974.1114	475	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	ALDOA	1.211	475	1
4_MACS_peak_23885_lociStitched	chr6	388979	400531	4	10189	27948.9088	476	1	IRF4		IRF4	IRF4	1.0294	476	1
1_MACS_peak_24175_lociStitched	chr6	26269796	26275290	1	5495	27933.1442	477	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BI	2.7445	477	1
1_MACS_peak_13337_lociStitched	chr18	60189392	60194591	1	5200	27911.8713	478	1	ZCCHC2		ZCCHC2	ZCCHC2	0.4914	478	1
1_MACS_peak_18133_lociStitched	chr20	60717054	60719837	1	2784	27830.8349	479	1	SS18L1,PSMA7	LSM14B,GTPBP5	PSMA7	PSMA7	1.7542	479	1
1_MACS_peak_17751_lociStitched	chr20	35806176	35808686	1	2511	27822.095	480	1	RPN2,C20orf132		RPN2	RPN2	0.4578	480	1
7_MACS_peak_5296_lociStitched	chr11	82666347	82683836	7	12134	27819.7523	481	1			C11orf82	C11orf82	NONE	481	1
4_MACS_peak_12585_lociStitched	chr17	73890847	73910095	4	8993	27744.0672	482	1	TRIM65,MRPL38,FBF1	WBP2,TRIM47	MRPL38	TRIM47	1.6313	482	1
6_MACS_peak_12675_lociStitched	chr17	76116530	76140832	6	14721	27721.2914	483	1	TMC8,TMC6	C17orf99,SYNGR2,AFMID,TK1	TMC6	SYNGR2	1.4064	483	1
1_MACS_peak_26940_lociStitched	chr7	148394815	148397575	1	2761	27705.984	484	1	CUL1		CUL1	CUL1	0.3151	484	1
2_MACS_peak_88_lociStitched	chr1	2471090	2481272	2	7850	27648.2028	485	1		TNFRSF14,C1orf93,PANK4,HES5,LOC115110	LOC115110	LOC115110	2.1479	485	1
3_MACS_peak_28664_lociStitched	chr9	21986889	21996897	3	5791	27632.088	486	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	CDKN2A	0.7832	486	1
4_MACS_peak_13956_lociStitched	chr19	13043248	13057778	4	6764	27588.111	487	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.4496	487	1
1_MACS_peak_8767_lociStitched	chr14	106654723	106664593	1	9871	27555.066	488	1			NCRNA00226	NCRNA00226	NONE	488	1
4_MACS_peak_23730_lociStitched	chr5	173311327	173327729	4	14448	27520.9158	489	1	CPEB4		CPEB4	CPEB4	0.4924	489	1
5_MACS_peak_11470_lociStitched	chr17	8053364	8067075	5	9187	27483.6995	490	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	0.8966	490	1
2_MACS_peak_2461_lociStitched	chr1	205248265	205258751	2	8717	27406.2096	491	1		NUAK2	NUAK2	NUAK2	0.2392	491	1
