REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
1_MACS_peak_11944_lociStitched	chr17	38016539	38025041	1	8503	35563.866	355	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.5401	355	1
1_MACS_peak_8767_lociStitched	chr14	106654723	106664593	1	9871	27555.066	356	1			NCRNA00226	NCRNA00226	NONE	356	1
2_MACS_peak_14054_lociStitched	chr19	16180752	16191673	2	6493	43010.1743	357	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	1.0065	357	1
2_MACS_peak_25131_lociStitched	chr6	119666651	119674757	2	7566	39142.2528	358	1	MAN1A1		MAN1A1	MAN1A1	0.3096	358	1
2_MACS_peak_29523_lociStitched	chr9	130538165	130552247	2	9648	28480.845	359	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	MIR2861	MIR2861	1.8691	359	1
3_MACS_peak_8353_lociStitched	chr14	77487572	77500822	3	8770	33592.725	360	1	C14orf4		C14orf4	C14orf4	2.2643	360	1
1_MACS_peak_4387_lociStitched	chr11	1870542	1878165	1	7624	38720.2662	361	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	LSP1	0.8748	361	1
1_MACS_peak_17846_lociStitched	chr20	42694967	42700822	1	5856	44424.227	362	1	TOX2		JPH2	JPH2	NONE	362	1
1_MACS_peak_22283_lociStitched	chr4	185392297	185398166	1	5870	44374.9221	363	1	IRF2		IRF2	IRF2	1.1919	363	1
4_MACS_peak_27140_lociStitched	chr8	7998596	8014507	4	10228	23755.123	364	1			MIR548I3	MIR548I3	NONE	364	1
5_MACS_peak_2444_lociStitched	chr1	204475185	204491800	5	9746	27187.1245	365	1	MDM4	PIK3C2B	MDM4	MDM4	0.5263	365	1
2_MACS_peak_1842_lociStitched	chr1	154940895	154949188	2	7612	38150.2879	368	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	PBXIP1	3.9058	368	1
1_MACS_peak_25399_lociStitched	chr6	157097674	157104234	1	6561	41761.616	369	1	ARID1B		ARID1B	ARID1B	0.2028	369	1
1_MACS_peak_18057_lociStitched	chr20	55125699	55132495	1	6797	40931.6284	370	1		C20orf106,C20orf107,GCNT7	C20orf107	C20orf106	0.1018	370	1
2_MACS_peak_13486_lociStitched	chr19	1019410	1030590	2	7836	37030.396	371	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	CNN2	2.0331	371	1
3_MACS_peak_15049_lociStitched	chr19	58891384	58906384	3	10246	22152	372	1	RPS5,ZNF837	A1BG-AS1,LOC646862,ZNF584,A1BG,ZNF497,ZNF132	RPS5	RPS5	1.0973	372	1
4_MACS_peak_13245_lociStitched	chr18	47833033	47843480	4	10120	23173.5354	373	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	0.8404	373	1
5_MACS_peak_14738_lociStitched	chr19	48823466	48837990	5	9614	27061.1168	374	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.7867	374	1
4_MACS_peak_28230_lociStitched	chr8	123138905	123150129	4	10100	23141.6432	376	1			HAS2	HAS2	NONE	376	1
4_MACS_peak_14644_lociStitched	chr19	45942608	45960088	4	8799	32002.384	378	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	FOSB	1.0633	378	1
2_MACS_peak_7037_lociStitched	chr12	120966078	120979135	2	9601	26980.9848	379	1	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.5193	379	1
4_MACS_peak_4201_lociStitched	chr10	125151145	125163750	4	9733	26020.5015	380	1			BUB3	BUB3	NONE	380	1
3_MACS_peak_11443_lociStitched	chr17	7475068	7488435	3	7619	37509.1387	381	1	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	2.0391	381	1
2_MACS_peak_3259_lociStitched	chr10	22539836	22548391	2	8125	35103.7315	383	1			COMMD3	COMMD3	3.5755	383	1
2_MACS_peak_8765_lociStitched	chr14	106385251	106395714	2	9353	28084.7846	384	1	KIAA0125	ADAM6	KIAA0125	KIAA0125	1.1791	384	1
2_MACS_peak_24338_lociStitched	chr6	31755914	31764549	2	7608	36886.993	386	1	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	LSM2	1.8196	386	1
1_MACS_peak_11167_lociStitched	chr16	87806798	87814948	1	8151	34271.565	389	1		KLHDC4	KLHDC4	KLHDC4	0.328	389	1
1_MACS_peak_18000_lociStitched	chr20	50027158	50034782	1	7625	36576.14	390	1	NFATC2	MIR3194	MIR3194	MIR3194	0.173	390	1
5_MACS_peak_9251_lociStitched	chr15	55568407	55582991	5	9982	22099.1352	391	1	RAB27A	PIGB,RAB27A	RAB27A	RAB27A	0.295	391	1
5_MACS_peak_30788_lociStitched	chrX	153595991	153609116	5	8876	30072	392	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	SNORA70	2.9533	392	1
2_MACS_peak_29605_lociStitched	chr9	132646615	132656672	2	8085	34199.8342	393	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.458	393	1
5_MACS_peak_11470_lociStitched	chr17	8053364	8067075	5	9187	27483.6995	396	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	MIR3676	0.8966	396	1
6_MACS_peak_13557_lociStitched	chr19	2254750	2274058	6	9532	24748.9944	397	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	2.4882	397	1
2_MACS_peak_14199_lociStitched	chr19	19771454	19780675	2	6796	38775.2271	398	1	ZNF101,ATP13A1	PBX4,LPAR2,GMIP	ATP13A1	ATP13A1	1.209	398	1
2_MACS_peak_4078_lociStitched	chr10	112255124	112264741	2	9610	24005.9554	401	1	DUSP5		DUSP5	DUSP5	1.1303	401	1
1_MACS_peak_26645_lociStitched	chr7	104650488	104656628	1	6141	40702.06	402	1	MLL5,LOC100216545		LOC100216545	LOC100216545	3.1072	402	1
1_MACS_peak_5714_lociStitched	chr11	124939085	124945623	1	6539	39371.1822	404	1	SLC37A2	TMEM218	SLC37A2	SLC37A2	1.5773	404	1
3_MACS_peak_15136_lociStitched	chr2	8676842	8686601	3	9426	24937.1727	407	1			ID2	ID2	NONE	407	1
3_MACS_peak_11059_lociStitched	chr16	81680891	81692075	3	8622	30010.0272	409	1	CMIP		PLCG2	PLCG2	0.4036	409	1
4_MACS_peak_12585_lociStitched	chr17	73890847	73910095	4	8993	27744.0672	410	1	TRIM65,MRPL38,FBF1	WBP2,TRIM47	MRPL38	TRIM47	1.6313	410	1
2_MACS_peak_1039_lociStitched	chr1	53096937	53105084	2	8115	32554.5973	411	1	FAM159A	GPX7	FAM159A	FAM159A	1.1528	411	1
2_MACS_peak_29176_lociStitched	chr9	98267542	98279537	2	8453	30781.569	412	1	PTCH1		PTCH1	PTCH1	0.6011	412	1
1_MACS_peak_2426_lociStitched	chr1	203288873	203297615	1	8743	29063.6532	413	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	1.8115	413	1
3_MACS_peak_20952_lociStitched	chr3	193848486	193860653	3	9054	26654.2469	414	1	HES1		HES1	HES1	2.1065	414	1
3_MACS_peak_13167_lociStitched	chr18	42330334	42342741	3	8464	29940.5724	417	1	SETBP1		SETBP1	SETBP1	1.0168	417	1
2_MACS_peak_28727_lociStitched	chr9	33445462	33459192	2	9473	23032.075	419	1	AQP3	AQP7,NOL6	AQP3	NOL6	0.4784	419	1
4_MACS_peak_30129_lociStitched	chrX	48791053	48803595	4	8926	27017.9764	420	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.5143	420	1
3_MACS_peak_29405_lociStitched	chr9	123630429	123641243	3	7283	35479.6526	421	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.1783	421	1
1_MACS_peak_26091_lociStitched	chr7	55597984	55605794	1	7811	33051.139	423	1	VOPP1		VOPP1	VOPP1	0.8111	423	1
3_MACS_peak_3622_lociStitched	chr10	73484846	73496517	3	7271	35377.1352	424	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	C10orf105	1.0771	424	1
2_MACS_peak_11324_lociStitched	chr17	2294912	2306046	2	7170	35743.4802	425	1	MNT	LOC284009	MNT	MNT	1.38	425	1
1_MACS_peak_13946_lociStitched	chr19	12899091	12905737	1	6647	37676.174	427	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	3.2547	427	1
4_MACS_peak_5812_lociStitched	chr11	130632187	130648665	4	9565	21268.1546	428	1			SNX19	SNX19	NONE	428	1
4_MACS_peak_28030_lociStitched	chr8	101500983	101513259	4	9058	25228.4076	429	1			ANKRD46	ANKRD46	NONE	429	1
3_MACS_peak_29095_lociStitched	chr9	93730964	93742019	3	8466	29008.32	431	1			LOC100129316	LOC100129316	0.2149	431	1
2_MACS_peak_2461_lociStitched	chr1	205248265	205258751	2	8717	27406.2096	432	1		NUAK2	NUAK2	NUAK2	0.2392	432	1
1_MACS_peak_6216_lociStitched	chr12	46119471	46126212	1	6742	36826.083	434	1	ARID2,LOC400027		ARID2	ARID2	0.2308	434	1
3_MACS_peak_24053_lociStitched	chr6	15244669	15257199	3	9158	23951.095	438	1	JARID2		JARID2	JARID2	0.2001	438	1
3_MACS_peak_19258_lociStitched	chr22	50352651	50364888	3	7953	31159.0731	441	1	PIM3	CRELD2,ALG12	PIM3	PIM3	2.1298	441	1
2_MACS_peak_23874_lociStitched	chr6	291048	299418	2	8360	28811.214	444	1	DUSP22		DUSP22	DUSP22	1.2046	444	1
5_MACS_peak_24229_lociStitched	chr6	27774147	27784474	5	9342	21927.3191	445	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2BN	2.6168	445	1
2_MACS_peak_22884_lociStitched	chr5	76029943	76038389	2	7767	31789.0548	446	1	F2R	NCRUPAR	F2R	NCRUPAR	4.1873	446	1
2_MACS_peak_22556_lociStitched	chr5	32168742	32175859	2	6341	37377.0606	448	1	GOLPH3		GOLPH3	GOLPH3	0.7143	448	1
2_MACS_peak_13480_lociStitched	chr19	919601	928044	2	6325	37261.4919	451	1	KISS1R,ARID3A	MED16,C19orf22	ARID3A	C19orf22	0.9661	451	1
2_MACS_peak_14779_lociStitched	chr19	49463934	49471951	2	7537	32415.1361	452	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	2.8393	452	1
1_MACS_peak_15987_lociStitched	chr2	86220458	86228742	1	8285	28459.682	453	1		LOC90784	LOC90784	LOC90784	0.1109	453	1
3_MACS_peak_17884_lociStitched	chr20	44509593	44521879	3	8039	29579.7736	456	1	ZSWIM1,CTSA,C20orf165,NEURL2	SNX21,ZSWIM3,PCIF1,ACOT8,PLTP	C20orf165	C20orf165	2.5189	456	1
6_MACS_peak_25871_lociStitched	chr7	32766571	32778758	6	9135	22023.1277	457	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	1.9435	457	1
3_MACS_peak_10568_lociStitched	chr16	30352964	30367789	3	9123	22021.055	458	1	CD2BP2	MYLPF,ZNF48,LOC595101,TBC1D10B,SEPT1	CD2BP2	MYLPF	1.14	458	1
2_MACS_peak_19256_lociStitched	chr22	50322741	50330996	2	6884	34425.8265	461	1		CRELD2,PIM3,ALG12	CRELD2	PIM3	2.1298	461	1
1_MACS_peak_1616_lociStitched	chr1	145448548	145457356	1	8809	24066.0984	462	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	TXNIP	TXNIP	1.8637	462	1
3_MACS_peak_25181_lociStitched	chr6	130001529	130013424	3	8987	22662.354	463	1	ARHGAP18		ARHGAP18	ARHGAP18	0.3104	463	1
2_MACS_peak_30772_lociStitched	chrX	153245066	153253004	2	7372	32236.218	464	1	TMEM187,MIR3202-1,MIR3202-2	NAA10,RENBP,HCFC1,IRAK1,MIR718	MIR3202-2	NAA10	4.977	464	1
2_MACS_peak_1795_lociStitched	chr1	153761552	153770751	2	8961	22678.2947	465	1		SLC27A3	SLC27A3	SLC27A3	1.4401	465	1
1_MACS_peak_10942_lociStitched	chr16	70553587	70560800	1	7214	32770.8229	466	1	SF3B3,COG4	SNORD111B,MIR3647,SNORD111	COG4	COG4	0.8242	466	1
3_MACS_peak_13546_lociStitched	chr19	2049502	2062686	3	7219	32414.1824	468	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.2835	468	1
3_MACS_peak_1733_lociStitched	chr1	150945370	150952437	3	6643	34769.64	469	1	LASS2	SETDB1,ANXA9,PRUNE,FAM63A	LASS2	LASS2	1.8654	469	1
3_MACS_peak_23985_lociStitched	chr6	7958761	7969252	3	8948	22153.8447	470	1	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	3.9294	470	1
3_MACS_peak_6317_lociStitched	chr12	51712605	51721977	3	8375	25994.1792	471	1	BIN2	SMAGP,CELA1	BIN2	CELA1	0.7729	471	1
4_MACS_peak_14056_lociStitched	chr19	16221442	16231821	4	8649	24007.6649	472	1	RAB8A	TPM4,HSH2D	RAB8A	TPM4	1.0065	472	1
2_MACS_peak_11197_lociStitched	chr16	88846315	88857672	2	7656	29976.8015	474	1	FAM38A	CDT1,APRT	FAM38A	CDT1	2.2769	474	1
3_MACS_peak_14988_lociStitched	chr19	56151779	56167989	3	8611	24141.553	475	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	CCDC106	1.3346	475	1
4_MACS_peak_28125_lociStitched	chr8	107669225	107682514	4	7769	29199.9197	476	1	OXR1		OXR1	OXR1	0.1335	476	1
1_MACS_peak_27404_lociStitched	chr8	29082964	29091117	1	8154	26855.1667	477	1	KIF13B		KIF13B	KIF13B	0.2821	477	1
4_MACS_peak_22321_lociStitched	chr4	187741472	187754962	4	8672	23390.311	478	1			FAT1	FAT1	NONE	478	1
3_MACS_peak_8747_lociStitched	chr14	105946837	105958281	3	6894	32671.4756	482	1	CRIP1,C14orf80	CRIP2,TMEM121	CRIP1	CRIP1	1.9707	482	1
2_MACS_peak_29446_lociStitched	chr9	126098562	126107108	2	6415	34545.4958	483	1		CRB2	CRB2	CRB2	0.0811	483	1
3_MACS_peak_14072_lociStitched	chr19	16474976	16484537	3	8485	24013.4076	484	1	EPS15L1	KLF2	KLF2	KLF2	1.5102	484	1
2_MACS_peak_88_lociStitched	chr1	2471090	2481272	2	7850	27648.2028	486	1		TNFRSF14,C1orf93,PANK4,HES5,LOC115110	LOC115110	LOC115110	2.1479	486	1
1_MACS_peak_23004_lociStitched	chr5	90674393	90680854	1	6462	34053.3466	487	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.715	487	1
1_MACS_peak_16753_lociStitched	chr2	182320552	182326424	1	5873	35878.5072	489	1	ITGA4		ITGA4	ITGA4	0.4407	489	1
1_MACS_peak_9444_lociStitched	chr15	70387539	70393840	1	6302	34349.9015	490	1	TLE3	MIR629	TLE3	TLE3	0.6698	490	1
1_MACS_peak_18997_lociStitched	chr22	39146124	39153391	1	7268	30243.8006	491	1	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	1.0505	491	1
1_MACS_peak_26597_lociStitched	chr7	101945070	101952942	1	7873	26824.6272	494	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.7384	494	1
2_MACS_peak_12019_lociStitched	chr17	40825649	40833925	2	8132	25175.592	495	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	PLEKHH3	1.3778	495	1
2_MACS_peak_29408_lociStitched	chr9	123651469	123660380	2	7926	26302.5987	498	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	PHF19	1.1783	498	1
2_MACS_peak_11300_lociStitched	chr17	1618206	1628962	2	7282	29754.3228	499	1	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	MIR22	1.6682	499	1
2_MACS_peak_6562_lociStitched	chr12	69200178	69206860	2	6667	32366.9398	501	1	MDM2		MDM2	MDM2	0.7851	501	1
2_MACS_peak_24477_lociStitched	chr6	36718508	36726897	2	8334	23420.4102	502	1	CPNE5		CDKN1A	CDKN1A	NONE	502	1
1_MACS_peak_17830_lociStitched	chr20	42307042	42313402	1	6361	33398.904	505	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.9364	505	1
3_MACS_peak_13489_lociStitched	chr19	1066505	1078260	3	7710	27102.328	506	1	HMHA1	CNN2,ABCA7,GPX4,C19orf6,POLR2E	HMHA1	CNN2	2.0331	506	1
1_MACS_peak_1425_lociStitched	chr1	111172659	111180715	1	8057	24906.7352	507	1		KCNA2,KCNA3	KCNA2	KCNA3	0.625	507	1
2_MACS_peak_1882_lociStitched	chr1	155910588	155919051	2	8402	22416.7944	508	1	RXFP4,ARHGEF2	RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	RXFP4	1.9944	508	1
4_MACS_peak_10031_lociStitched	chr16	2198157	2206666	4	7959	25076.023	511	1	RAB26,TRAF7,SNORD60	MLST8,PKD1,MIR3180-5,CASKIN1	SNORD60	SNORD60	2.3292	511	1
4_MACS_peak_12846_lociStitched	chr17	80655236	80669022	4	8183	23550.6238	512	1	RAB40B	FN3KRP,FN3K,TBCD,WDR45L	RAB40B	FN3K	0.3588	512	1
3_MACS_peak_9846_lociStitched	chr15	93360248	93377113	3	8199	23233.224	514	1		ASB9P1,LOC100507217	ASB9P1	LOC100507217	1.4657	514	1
2_MACS_peak_11097_lociStitched	chr16	84142489	84151843	2	7557	27115.3752	516	1	MBTPS1	LRRC50,HSDL1	MBTPS1	HSDL1	0.6122	516	1
1_MACS_peak_18684_lociStitched	chr22	23477730	23485298	1	7569	27025.328	518	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.7569	518	1
2_MACS_peak_11452_lociStitched	chr17	7737219	7748891	2	7760	25686.5704	522	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	1.4933	522	1
2_MACS_peak_24968_lociStitched	chr6	106439540	106447296	2	7472	27315.8564	523	1			PRDM1	PRDM1	2.6224	523	1
3_MACS_peak_2048_lociStitched	chr1	161708155	161720879	3	8034	23871.4964	525	1	DUSP12	FCRLA,FCRLB,ATF6	DUSP12	FCRLB	1.7104	525	1
2_MACS_peak_22428_lociStitched	chr5	6708109	6715232	2	7063	29331.8017	526	1	PAPD7	PAPD7	PAPD7	PAPD7	0.8164	526	1
3_MACS_peak_2531_lociStitched	chr1	209276519	209284945	3	8234	22246.3252	529	1			LOC642587	LOC642587	NONE	529	1
3_MACS_peak_24109_lociStitched	chr6	20401063	20410939	3	6160	32847.576	532	1	E2F3		E2F3	E2F3	0.3716	532	1
2_MACS_peak_19269_lociStitched	chr22	50623333	50631207	2	7231	27986.5582	535	1	TRABD	MOV10L1,PANX2,SELO	TRABD	TRABD	1.4831	535	1
5_MACS_peak_29098_lociStitched	chr9	93791287	93801695	5	7353	27188.8184	539	1		LOC100129316	LOC100129316	LOC100129316	0.2149	539	1
2_MACS_peak_16682_lociStitched	chr2	175456574	175464427	2	7693	25096.6174	541	1	WIPF1		WIPF1	WIPF1	0.3024	541	1
5_MACS_peak_3250_lociStitched	chr10	22283273	22294176	5	8155	21852.8829	544	1	DNAJC1		DNAJC1	DNAJC1	0.1502	544	1
3_MACS_peak_13622_lociStitched	chr19	3358773	3370142	3	6881	29301.3237	546	1	NFIC		NFIC	NFIC	0.4347	546	1
2_MACS_peak_16539_lociStitched	chr2	158293737	158301913	2	7879	23609.8352	548	1	CYTIP		CYTIP	CYTIP	0.7279	548	1
3_MACS_peak_1859_lociStitched	chr1	155156942	155165910	3	6911	28986.3696	549	1	TRIM46,MIR92B,MUC1,THBS3	SLC50A1,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MUC1	DPM3	2.5274	549	1
2_MACS_peak_11351_lociStitched	chr17	3813372	3821569	2	8192	21271.215	550	1	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	0.8375	550	1
3_MACS_peak_1830_lociStitched	chr1	154755679	154765971	3	8154	21450.5864	551	1	KCNN3		KCNN3	KCNN3	0.491	551	1
3_MACS_peak_27515_lociStitched	chr8	38238107	38244895	3	6716	29516.9392	555	1	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.3183	555	1
1_MACS_peak_3993_lociStitched	chr10	104401760	104407775	1	6016	32259.0465	558	1	TRIM8		TRIM8	TRIM8	1.5751	558	1
2_MACS_peak_2169_lociStitched	chr1	173831278	173838804	2	6611	29837.5796	559	1	LOC100506046,ZBTB37,SNORD81,GAS5,SNORD80,SNORD47,SNORD79,SNORD78,SNORD77,SNORD44,SNORD76,SNORD75,SNORD74	DARS2,CENPL,SERPINC1	SNORD44	SNORD44	3.0444	559	1
2_MACS_peak_15618_lociStitched	chr2	47204843	47214526	2	7706	24012.8717	560	1	TTC7A	MCFD2	MCFD2	MCFD2	0.2531	560	1
2_MACS_peak_22393_lociStitched	chr5	1791242	1802484	2	7422	25662.1134	562	1	NDUFS6,MRPL36		MRPL36	MRPL36	1.7437	562	1
2_MACS_peak_2009_lociStitched	chr1	161007666	161018156	2	6484	30236.376	563	1	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	1.8653	563	1
2_MACS_peak_23809_lociStitched	chr5	177657827	177669524	2	7991	21722.4987	565	1	AGXT2L2,COL23A1	HNRNPAB,GMCL1L	AGXT2L2	HNRNPAB	0.954	565	1
1_MACS_peak_17999_lociStitched	chr20	50015885	50022529	1	6645	29401.6932	566	1	NFATC2	MIR3194	MIR3194	MIR3194	0.173	566	1
2_MACS_peak_17244_lociStitched	chr2	236401952	236412651	2	7779	23015.6888	567	1	AGAP1		AGAP1	AGAP1	0.1001	567	1
3_MACS_peak_12776_lociStitched	chr17	79366747	79374222	3	7152	26735.8325	568	1	BAHCC1	MIR3186	BAHCC1	BAHCC1	0.3529	568	1
3_MACS_peak_14247_lociStitched	chr19	23940726	23951128	3	7786	22865.6764	569	1	RPSAP58,ZNF681		RPSAP58	RPSAP58	0.4569	569	1
3_MACS_peak_183_lociStitched	chr1	8933070	8940280	3	6775	28571.788	570	1	ENO1		ENO1	ENO1	1.2993	570	1
3_MACS_peak_29586_lociStitched	chr9	132167890	132177629	3	6861	28111.6235	573	1			C9orf106	C9orf106	NONE	573	1
1_MACS_peak_15108_lociStitched	chr2	5834766	5842002	1	7237	26125.578	574	1	SOX11		SOX11	SOX11	1.4569	574	1
3_MACS_peak_3643_lociStitched	chr10	74055238	74064015	3	7483	24690.5787	575	1		DDIT4	DDIT4	DDIT4	1.4874	575	1
1_MACS_peak_24975_lociStitched	chr6	106610736	106617851	1	7116	26741.7275	576	1			PRDM1	PRDM1	2.6224	576	1
2_MACS_peak_2480_lociStitched	chr1	206729764	206738347	2	7905	21214.6011	582	1	RASSF5	LGTN	RASSF5	RASSF5	0.387	582	1
1_MACS_peak_18028_lociStitched	chr20	52351701	52358980	1	7280	25185.34	584	1			SUMO1P1	SUMO1P1	NONE	584	1
3_MACS_peak_9971_lociStitched	chr16	685114	700576	3	7316	24972.6762	585	1	FAM195A,WDR90,C16orf13	RAB40C,WFIKKN1,RHOT2,RHBDL1,STUB1,JMJD8,WDR24	FAM195A	FAM195A	1.2051	585	1
2_MACS_peak_20785_lociStitched	chr3	176913028	176920417	2	5993	31217.0472	586	1	TBL1XR1		TBL1XR1	TBL1XR1	0.2273	586	1
3_MACS_peak_14616_lociStitched	chr19	45250283	45258973	3	7791	21892.717	587	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	1.1011	587	1
3_MACS_peak_26903_lociStitched	chr7	141250008	141263139	3	7815	21626.757	591	1	AGK		AGK	AGK	0.2563	591	1
5_MACS_peak_14496_lociStitched	chr19	40916759	40932570	5	7662	22642.9331	592	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	PRX	PRX	0.4757	592	1
3_MACS_peak_5751_lociStitched	chr11	126567024	126574995	3	7525	23482.566	595	1	KIRREL3		MIR3167	MIR3167	NONE	595	1
5_MACS_peak_12826_lociStitched	chr17	80305004	80318565	5	7824	21391.1214	596	1	TEX19	UTS2R,CD7,SECTM1	TEX19	UTS2R	1.9584	596	1
2_MACS_peak_22275_lociStitched	chr4	185301710	185307855	2	6143	30359.3725	598	1			IRF2	IRF2	1.1919	598	1
1_MACS_peak_26979_lociStitched	chr7	150100492	150106410	1	5919	31232.8368	599	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	2.5411	599	1
4_MACS_peak_13956_lociStitched	chr19	13043248	13057778	4	6764	27588.111	600	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	1.4496	600	1
3_MACS_peak_13526_lociStitched	chr19	1660533	1672873	3	6581	28443.7	601	1		TCF3	TCF3	TCF3	1.6446	601	1
2_MACS_peak_26536_lociStitched	chr7	100025257	100035078	2	5892	31308.3659	602	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	2.0726	602	1
1_MACS_peak_24238_lociStitched	chr6	27857391	27863733	1	6343	29357.118	606	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	2.859	606	1
3_MACS_peak_8001_lociStitched	chr14	50527010	50535046	3	7666	22136.7692	607	1		C14orf183,C14orf138	C14orf183	C14orf183	0.251	607	1
1_MACS_peak_5215_lociStitched	chr11	72979522	72986629	1	7108	25553.9292	608	1	P2RY6	ARHGEF17	P2RY6	P2RY6	0.7691	608	1
1_MACS_peak_3110_lociStitched	chr10	11203169	11210789	1	7621	22375.368	609	1	CELF2		CELF2	CELF2	0.2401	609	1
2_MACS_peak_28079_lociStitched	chr8	103661870	103670395	2	7098	25562.2125	610	1	KLF10		KLF10	KLF10	1.7541	610	1
2_MACS_peak_23847_lociStitched	chr5	180228887	180238878	2	6204	29793.162	611	1	MGAT1	LOC729678,ZFP62	MGAT1	LOC729678	1.1364	611	1
2_MACS_peak_19901_lociStitched	chr3	53134825	53145322	2	7710	21621.7206	612	1	RFT1	PRKCD	RFT1	PRKCD	0.6781	612	1
1_MACS_peak_60_lociStitched	chr1	1707738	1714775	1	7038	25588.6431	615	1	NADK	SLC35E2,NADK	NADK	NADK	0.8873	615	1
1_MACS_peak_3080_lociStitched	chr10	6965806	6972630	1	6825	26704.3592	616	1			LOC439949	LOC439949	NONE	616	1
4_MACS_peak_17812_lociStitched	chr20	40720137	40727987	4	7721	21202.065	617	1	PTPRT		CHD6	CHD6	NONE	617	1
2_MACS_peak_6745_lociStitched	chr12	98908227	98914375	2	5714	31415.6652	618	1	TMPO,LOC100128191		LOC100128191	LOC100128191	2.4286	618	1
