REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_11689_lociStitched	chr17	21245465	21254397	1	8933	44926.1736	389	1		KCNJ12	KCNJ12	389	1
4_MACS_peak_30129_lociStitched	chrX	48791053	48803595	4	8926	27017.9764	390	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	390	1
4_MACS_peak_24961_lociStitched	chr6	106227506	106241437	4	8915	16054.0844	391	1			PRDM1	391	1
7_MACS_peak_12744_lociStitched	chr17	78227301	78238837	7	8914	20132.6272	392	1	SLC26A11,RNF213	SGSH	RNF213	392	1
1_MACS_peak_30771_lociStitched	chrX	153231478	153240357	1	8880	61823.5891	393	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	393	1
5_MACS_peak_30788_lociStitched	chrX	153595991	153609116	5	8876	30072	394	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	394	1
5_MACS_peak_5219_lociStitched	chr11	73074692	73089053	5	8854	17297.8245	395	1	ARHGEF17,RELT		RELT	395	1
2_MACS_peak_12659_lociStitched	chr17	75432447	75442906	2	8851	36506.0936	396	1	SEPT9	SEPT9,MIR4316	SEPT9	396	1
1_MACS_peak_1616_lociStitched	chr1	145448548	145457356	1	8809	24066.0984	397	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	TXNIP	397	1
3_MACS_peak_24304_lociStitched	chr6	30649163	30660125	3	8801	15847.7634	398	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	398	1
1_MACS_peak_27208_lociStitched	chr8	11731860	11740658	1	8799	20537.1714	399	1		CTSB	CTSB	399	1
4_MACS_peak_14644_lociStitched	chr19	45942608	45960088	4	8799	32002.384	400	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	FOSB	400	1
3_MACS_peak_8353_lociStitched	chr14	77487572	77500822	3	8770	33592.725	401	1	C14orf4		C14orf4	401	1
5_MACS_peak_11477_lociStitched	chr17	8088645	8104273	5	8762	12477.3952	402	1	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	402	1
1_MACS_peak_2426_lociStitched	chr1	203288873	203297615	1	8743	29063.6532	403	1		BTG2,LOC730227,FMOD	BTG2	403	1
4_MACS_peak_19508_lociStitched	chr3	20080649	20097387	4	8739	19389.2992	404	1	KAT2B	C3orf48	KAT2B	404	1
4_MACS_peak_5644_lociStitched	chr11	119226906	119242776	4	8724	17388.759	405	1	USP2	RNF26,LOC100499227,MCAM,C1QTNF5	USP2	405	1
2_MACS_peak_2461_lociStitched	chr1	205248265	205258751	2	8717	27406.2096	406	1		NUAK2	NUAK2	406	1
5_MACS_peak_15212_lociStitched	chr2	12856122	12869683	5	8715	17834.0711	407	1	TRIB2	MIR3125	TRIB2	407	1
2_MACS_peak_23358_lociStitched	chr5	138720320	138730572	2	8702	50686.9132	408	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	408	1
1_MACS_peak_3786_lociStitched	chr10	89620856	89629533	1	8678	35152.2624	409	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	409	1
2_MACS_peak_12218_lociStitched	chr17	48225937	48238989	2	8678	17861.662	410	1	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	410	1
4_MACS_peak_22321_lociStitched	chr4	187741472	187754962	4	8672	23390.311	411	1			FAT1	411	1
4_MACS_peak_14056_lociStitched	chr19	16221442	16231821	4	8649	24007.6649	412	1	RAB8A	TPM4,HSH2D	RAB8A	412	1
3_MACS_peak_5354_lociStitched	chr11	93256477	93265357	3	8645	13848.36	413	1	C11orf75		C11orf75	413	1
3_MACS_peak_2017_lociStitched	chr1	161121411	161137602	3	8644	37159.9641	414	1	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	414	1
3_MACS_peak_5533_lociStitched	chr11	113147817	113160709	3	8637	16243.92	415	1	NCAM1	TTC12,LOC100288346	LOC100288346	415	1
3_MACS_peak_11059_lociStitched	chr16	81680891	81692075	3	8622	30010.0272	416	1	CMIP		PLCG2	416	1
3_MACS_peak_14988_lociStitched	chr19	56151779	56167989	3	8611	24141.553	417	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	417	1
6_MACS_peak_19576_lociStitched	chr3	32461664	32475764	6	8569	13001.61	418	1	CMTM7		CMTM7	418	1
2_MACS_peak_26445_lociStitched	chr7	92437216	92445770	2	8542	15622.1702	419	1	CDK6		CDK6	419	1
2_MACS_peak_14541_lociStitched	chr19	42051502	42060352	2	8538	18134.535	420	1		CEACAM21	CEACAM21	420	1
2_MACS_peak_17574_lociStitched	chr20	30153531	30162220	2	8537	20241.0255	421	1	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	421	1
2_MACS_peak_24441_lociStitched	chr6	35264620	35273736	2	8522	15763.3872	422	1	DEF6	ZNF76,PPARD	DEF6	422	1
1_MACS_peak_11944_lociStitched	chr17	38016539	38025041	1	8503	35563.866	423	1	ZPBP2,IKZF3	GSDMB	IKZF3	423	1
2_MACS_peak_2718_lociStitched	chr1	226839693	226852177	2	8502	17031.9212	424	1	ITPKB		ITPKB	424	1
3_MACS_peak_14072_lociStitched	chr19	16474976	16484537	3	8485	24013.4076	425	1	EPS15L1	KLF2	KLF2	425	1
3_MACS_peak_8728_lociStitched	chr14	105526480	105537451	3	8484	19302.3774	426	1	GPR132	CDCA4	GPR132	426	1
2_MACS_peak_30760_lociStitched	chrX	152982460	152993906	2	8484	21056.0616	427	1	ABCD1,BCAP31	SLC6A8,PLXNB3,PNCK	BCAP31	427	1
3_MACS_peak_29726_lociStitched	chr9	139293324	139306051	3	8470	18811.7787	428	1	PMPCA,SDCCAG3	GPSM1,DNLZ,CARD9,SNAPC4,INPP5E	SDCCAG3	428	1
3_MACS_peak_29095_lociStitched	chr9	93730964	93742019	3	8466	29008.32	429	1			LOC100129316	429	1
3_MACS_peak_13167_lociStitched	chr18	42330334	42342741	3	8464	29940.5724	430	1	SETBP1		SETBP1	430	1
2_MACS_peak_29176_lociStitched	chr9	98267542	98279537	2	8453	30781.569	431	1	PTCH1		PTCH1	431	1
2_MACS_peak_28194_lociStitched	chr8	119573715	119582300	2	8432	37070.03	432	1	SAMD12		SAMD12	432	1
2_MACS_peak_13584_lociStitched	chr19	2617239	2628466	2	8420	44198.4536	433	1	GNG7		GNG7	433	1
2_MACS_peak_1882_lociStitched	chr1	155910588	155919051	2	8402	22416.7944	434	1	RXFP4,ARHGEF2	RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	434	1
5_MACS_peak_13034_lociStitched	chr18	14924820	14942308	5	8384	16931.8816	435	1			MIR3156-2	435	1
2_MACS_peak_9509_lociStitched	chr15	74831825	74840236	2	8379	17600.8586	436	1	ARID3B		ARID3B	436	1
3_MACS_peak_15193_lociStitched	chr2	11637885	11648767	3	8379	19193.6716	437	1		GREB1,E2F6	GREB1	437	1
2_MACS_peak_28374_lociStitched	chr8	134508804	134517368	2	8378	19548.1864	438	1	ST3GAL1		ST3GAL1	438	1
4_MACS_peak_30517_lociStitched	chrX	119433753	119443570	4	8377	11264.0258	439	1	FAM70A	ZBTB33	FAM70A	439	1
3_MACS_peak_6317_lociStitched	chr12	51712605	51721977	3	8375	25994.1792	440	1	BIN2	SMAGP,CELA1	BIN2	440	1
3_MACS_peak_9434_lociStitched	chr15	70046621	70055255	3	8373	11773.3224	441	1			C15orf50	441	1
4_MACS_peak_19707_lociStitched	chr3	45605691	45617856	4	8366	12595.641	442	1		LIMD1	LIMD1	442	1
2_MACS_peak_23874_lociStitched	chr6	291048	299418	2	8360	28811.214	443	1	DUSP22		DUSP22	443	1
2_MACS_peak_5005_lociStitched	chr11	65336371	65345658	2	8352	17414.0537	444	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	444	1
2_MACS_peak_17398_lociStitched	chr20	3819024	3828967	2	8348	16934.9176	445	1	MAVS	CDC25B,C20orf29,PANK2	MAVS	445	1
1_MACS_peak_459_lociStitched	chr1	23850621	23858962	1	8342	40664.0432	446	1	E2F2	ASAP3,ID3	E2F2	446	1
1_MACS_peak_5561_lociStitched	chr11	115057918	115066253	1	8336	46324.263	447	1	CADM1		CADM1	447	1
2_MACS_peak_24477_lociStitched	chr6	36718508	36726897	2	8334	23420.4102	448	1	CPNE5		CDKN1A	448	1
1_MACS_peak_7163_lociStitched	chr12	125398282	125406607	1	8326	44547.9075	449	1	UBC	SCARB1	UBC	449	1
2_MACS_peak_22563_lociStitched	chr5	32277094	32285474	2	8308	12549.05	450	1	MTMR12		MTMR12	450	1
2_MACS_peak_5817_lociStitched	chr11	130696164	130704722	2	8308	17095.4608	451	1			SNX19	451	1
3_MACS_peak_18198_lociStitched	chr20	62686445	62699160	3	8290	20904.7315	452	1	TCEA2	NCRNA00176,OPRL1,SOX18,RGS19,C20orf201,NPBWR2	TCEA2	452	1
4_MACS_peak_2663_lociStitched	chr1	223899684	223915520	4	8289	14358.5012	453	1	CAPN2	CAPN8	CAPN2	453	1
2_MACS_peak_19277_lociStitched	chr22	50743803	50755282	2	8287	21069.7045	454	1	PLXNB2,FAM116B	PPP6R2,MAPK12,MAPK11	PLXNB2	454	1
1_MACS_peak_15987_lociStitched	chr2	86220458	86228742	1	8285	28459.682	455	1		LOC90784	LOC90784	455	1
2_MACS_peak_8870_lociStitched	chr15	23675863	23684409	2	8264	14057.3154	456	1			MKRN3	456	1
5_MACS_peak_14536_lociStitched	chr19	42035638	42046998	5	8236	10222.864	457	1		CEACAM21	CEACAM21	457	1
3_MACS_peak_2531_lociStitched	chr1	209276519	209284945	3	8234	22246.3252	458	1			LOC642587	458	1
4_MACS_peak_28055_lociStitched	chr8	102914293	102925638	4	8230	16517.1855	459	1	NCALD		NCALD	459	1
2_MACS_peak_1268_lociStitched	chr1	87793019	87801753	2	8224	18395.5508	460	1	LMO4		LMO4	460	1
3_MACS_peak_9846_lociStitched	chr15	93360248	93377113	3	8199	23233.224	461	1		ASB9P1,LOC100507217	ASB9P1	461	1
2_MACS_peak_11351_lociStitched	chr17	3813372	3821569	2	8192	21271.215	462	1	P2RX1	CAMKK1,ATP2A3	P2RX1	462	1
4_MACS_peak_12846_lociStitched	chr17	80655236	80669022	4	8183	23550.6238	463	1	RAB40B	FN3KRP,FN3K,TBCD,WDR45L	RAB40B	463	1
3_MACS_peak_23264_lociStitched	chr5	131824777	131836703	3	8178	16224.1304	464	1	IRF1	IL5	IRF1	464	1
5_MACS_peak_14928_lociStitched	chr19	54875909	54890814	5	8178	12876.4295	465	1	LAIR1	TTYH1,LILRA4	LAIR1	465	1
4_MACS_peak_4701_lociStitched	chr11	41806089	41814480	4	8177	14007.9354	466	1				466	1
4_MACS_peak_20977_lociStitched	chr3	195264382	195277821	4	8157	14190.2401	467	1	PPP1R2	APOD	PPP1R2	467	1
5_MACS_peak_3250_lociStitched	chr10	22283273	22294176	5	8155	21852.8829	468	1	DNAJC1		DNAJC1	468	1
2_MACS_peak_12065_lociStitched	chr17	42287359	42299823	2	8155	55406.2192	469	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	469	1
1_MACS_peak_27404_lociStitched	chr8	29082964	29091117	1	8154	26855.1667	470	1	KIF13B		KIF13B	470	1
3_MACS_peak_1830_lociStitched	chr1	154755679	154765971	3	8154	21450.5864	471	1	KCNN3		KCNN3	471	1
1_MACS_peak_11167_lociStitched	chr16	87806798	87814948	1	8151	34271.565	472	1		KLHDC4	KLHDC4	472	1
2_MACS_peak_12019_lociStitched	chr17	40825649	40833925	2	8132	25175.592	473	1	PLEKHH3,CCR10	TUBG2,CNTNAP1	PLEKHH3	473	1
2_MACS_peak_5619_lociStitched	chr11	118560003	118568203	2	8127	13889.16	474	1		TREH	TREH	474	1
3_MACS_peak_27384_lociStitched	chr8	27930444	27942169	3	8127	15965.9325	475	1	C8orf80	ELP3	C8orf80	475	1
2_MACS_peak_3259_lociStitched	chr10	22539836	22548391	2	8125	35103.7315	476	1			COMMD3	476	1
2_MACS_peak_1039_lociStitched	chr1	53096937	53105084	2	8115	32554.5973	477	1	FAM159A	GPX7	FAM159A	477	1
3_MACS_peak_19728_lociStitched	chr3	46245752	46256959	3	8100	19319.7473	478	1	CCR1	CCR3	CCR1	478	1
2_MACS_peak_5806_lociStitched	chr11	130500379	130508734	2	8096	16779.3465	479	1			ADAMTS15	479	1
3_MACS_peak_614_lociStitched	chr1	28211554	28221981	3	8094	9231.0231	480	1	C1orf38,RPA2	SMPDL3B	C1orf38	480	1
2_MACS_peak_29605_lociStitched	chr9	132646615	132656672	2	8085	34199.8342	481	1	FNBP1	USP20,C9orf78	USP20	481	1
1_MACS_peak_17185_lociStitched	chr2	232569724	232577806	1	8083	74500.6842	482	1	PTMA	MIR1244-1	PTMA	482	1
2_MACS_peak_17911_lociStitched	chr20	45980247	45989912	2	8078	39188.6755	483	1	ZMYND8	LOC100131496	ZMYND8	483	1
3_MACS_peak_4494_lociStitched	chr11	10323966	10332622	3	8072	13820.1696	484	1	ADM	SBF2	ADM	484	1
1_MACS_peak_1968_lociStitched	chr1	158978138	158986205	1	8068	38720.7933	485	1	IFI16		IFI16	485	1
4_MACS_peak_10393_lociStitched	chr16	22195254	22212029	4	8063	16239.8775	486	1		EEF2K	EEF2K	486	1
1_MACS_peak_1425_lociStitched	chr1	111172659	111180715	1	8057	24906.7352	487	1		KCNA2,KCNA3	KCNA2	487	1
2_MACS_peak_2079_lociStitched	chr1	164685073	164695341	2	8052	15663.834	488	1	PBX1		PBX1	488	1
4_MACS_peak_12525_lociStitched	chr17	72458593	72475327	4	8051	15760.0812	489	1	CD300A	GPRC5C	CD300A	489	1
1_MACS_peak_1718_lociStitched	chr1	150580009	150588051	1	8043	45454.1882	490	1		MCL1,ENSA	ENSA	490	1
2_MACS_peak_4066_lociStitched	chr10	112112741	112124916	2	8040	58968.395	491	1		SMNDC1	SMNDC1	491	1
3_MACS_peak_17884_lociStitched	chr20	44509593	44521879	3	8039	29579.7736	492	1	ZSWIM1,CTSA,C20orf165,NEURL2	SNX21,ZSWIM3,PCIF1,ACOT8,PLTP	C20orf165	492	1
3_MACS_peak_2048_lociStitched	chr1	161708155	161720879	3	8034	23871.4964	493	1	DUSP12	FCRLA,FCRLB,ATF6	DUSP12	493	1
2_MACS_peak_612_lociStitched	chr1	28195100	28205170	2	8030	39126.985	494	1	C1orf38	PPP1R8,SCARNA1,RPA2	C1orf38	494	1
3_MACS_peak_24425_lociStitched	chr6	34450998	34459586	3	8019	12806.4256	495	1	PACSIN1		PACSIN1	495	1
3_MACS_peak_17206_lociStitched	chr2	233943565	233952388	3	8003	10201.1526	496	1	INPP5D	NEU2	INPP5D	496	1
2_MACS_peak_23809_lociStitched	chr5	177657827	177669524	2	7991	21722.4987	497	1	AGXT2L2,COL23A1	HNRNPAB,GMCL1L	AGXT2L2	497	1
2_MACS_peak_4829_lociStitched	chr11	60604231	60612328	2	7982	14880.6666	498	1	CCDC86	ZP1,GPR44	CCDC86	498	1
3_MACS_peak_21028_lociStitched	chr3	197380657	197392760	3	7981	16814.6979	499	1		LOC220729,MIR922	MIR922	499	1
4_MACS_peak_23574_lociStitched	chr5	156494668	156505196	4	7961	16036.2496	500	1		HAVCR1,HAVCR2	HAVCR1	500	1
4_MACS_peak_10031_lociStitched	chr16	2198157	2206666	4	7959	25076.023	501	1	RAB26,TRAF7,SNORD60	MLST8,PKD1,MIR3180-5,CASKIN1	SNORD60	501	1
3_MACS_peak_19258_lociStitched	chr22	50352651	50364888	3	7953	31159.0731	502	1	PIM3	CRELD2,ALG12	PIM3	502	1
6_MACS_peak_22707_lociStitched	chr5	55437551	55452952	6	7951	11546.1297	503	1	ANKRD55		ANKRD55	503	1
3_MACS_peak_5402_lociStitched	chr11	98961844	98970636	3	7940	11456.8552	504	1	CNTN5		CNTN5	504	1
4_MACS_peak_5124_lociStitched	chr11	67761524	67778290	4	7932	11263.3988	505	1	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	505	1
2_MACS_peak_29408_lociStitched	chr9	123651469	123660380	2	7926	26302.5987	506	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	506	1
2_MACS_peak_2480_lociStitched	chr1	206729764	206738347	2	7905	21214.6011	507	1	RASSF5	LGTN	RASSF5	507	1
5_MACS_peak_16018_lociStitched	chr2	87767645	87776925	5	7898	18284.384	508	1	NCRNA00152		NCRNA00152	508	1
3_MACS_peak_23719_lociStitched	chr5	173163539	173174183	3	7893	18029.8716	509	1			BOD1	509	1
2_MACS_peak_16539_lociStitched	chr2	158293737	158301913	2	7879	23609.8352	510	1	CYTIP		CYTIP	510	1
1_MACS_peak_26597_lociStitched	chr7	101945070	101952942	1	7873	26824.6272	511	1	SH2B2	MIR4285,SPDYE6	MIR4285	511	1
5_MACS_peak_23723_lociStitched	chr5	173208747	173222732	5	7869	11017.383	512	1			CPEB4	512	1
2_MACS_peak_27388_lociStitched	chr8	28195192	28207135	2	7856	20838.1464	513	1	PNOC,ZNF395		PNOC	513	1
4_MACS_peak_2134_lociStitched	chr1	169873524	169888480	4	7852	15533.3016	514	1		SCYL3	SCYL3	514	1
2_MACS_peak_88_lociStitched	chr1	2471090	2481272	2	7850	27648.2028	515	1		TNFRSF14,C1orf93,PANK4,HES5,LOC115110	LOC115110	515	1
2_MACS_peak_13486_lociStitched	chr19	1019410	1030590	2	7836	37030.396	516	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	516	1
4_MACS_peak_3832_lociStitched	chr10	93847689	93863736	4	7836	15371.4213	517	1	CPEB3		CPEB3	517	1
4_MACS_peak_10755_lociStitched	chr16	56943491	56952858	4	7835	17447.9109	518	1	SLC12A3	HERPUD1,CETP	HERPUD1	518	1
3_MACS_peak_2488_lociStitched	chr1	206857959	206867145	3	7826	14767.4136	519	1	MAPKAPK2	DYRK3	MAPKAPK2	519	1
5_MACS_peak_12826_lociStitched	chr17	80305004	80318565	5	7824	21391.1214	520	1	TEX19	UTS2R,CD7,SECTM1	TEX19	520	1
6_MACS_peak_28295_lociStitched	chr8	126340442	126355157	6	7821	11174.571	521	1	NSMCE2		TRIB1	521	1
6_MACS_peak_15480_lociStitched	chr2	37872000	37883070	6	7815	10784.394	522	1	CDC42EP3		CDC42EP3	522	1
3_MACS_peak_26903_lociStitched	chr7	141250008	141263139	3	7815	21626.757	523	1	AGK		AGK	523	1
3_MACS_peak_1806_lociStitched	chr1	153929678	153941425	3	7813	38976.546	524	1	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	524	1
1_MACS_peak_26091_lociStitched	chr7	55597984	55605794	1	7811	33051.139	525	1	VOPP1		VOPP1	525	1
3_MACS_peak_20981_lociStitched	chr3	195351110	195363086	3	7808	16087.3608	526	1		SDHAP2,APOD	SDHAP2	526	1
4_MACS_peak_8961_lociStitched	chr15	31519725	31529945	4	7803	14568.61	527	1			KLF13	527	1
3_MACS_peak_19426_lociStitched	chr3	13365431	13375990	3	7799	18224.834	528	1	NUP210		NUP210	528	1
3_MACS_peak_14616_lociStitched	chr19	45250283	45258973	3	7791	21892.717	529	1	BCL3	CEACAM16,CBLC	BCL3	529	1
2_MACS_peak_21051_lociStitched	chr4	49813	58788	2	7791	18008.3375	530	1	ZNF718,ZNF595		ZNF718	530	1
3_MACS_peak_14247_lociStitched	chr19	23940726	23951128	3	7786	22865.6764	531	1	RPSAP58,ZNF681		RPSAP58	531	1
3_MACS_peak_16370_lociStitched	chr2	127413262	127424173	3	7786	20894.565	532	1	GYPC		GYPC	532	1
5_MACS_peak_26974_lociStitched	chr7	150073054	150081426	5	7785	15606.2452	533	1	ZNF775	C7orf29,REPIN1,LOC728743,LOC285972,RARRES2	ZNF775	533	1
2_MACS_peak_17244_lociStitched	chr2	236401952	236412651	2	7779	23015.6888	534	1	AGAP1		AGAP1	534	1
4_MACS_peak_28125_lociStitched	chr8	107669225	107682514	4	7769	29199.9197	535	1	OXR1		OXR1	535	1
3_MACS_peak_26246_lociStitched	chr7	73255492	73266978	3	7768	17489.7322	536	1	WBSCR27	CLDN4,WBSCR28	WBSCR27	536	1
2_MACS_peak_22884_lociStitched	chr5	76029943	76038389	2	7767	31789.0548	537	1	F2R	NCRUPAR	F2R	537	1
2_MACS_peak_11452_lociStitched	chr17	7737219	7748891	2	7760	25686.5704	538	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	538	1
2_MACS_peak_29148_lociStitched	chr9	95852910	95861473	2	7753	15202.7502	539	1	C9orf89	SUSD3,NINJ1	C9orf89	539	1
3_MACS_peak_29630_lociStitched	chr9	134143986	134153819	3	7745	15657.0859	540	1	FAM78A	PPAPDC3	FAM78A	540	1
4_MACS_peak_14341_lociStitched	chr19	35695416	35708085	4	7745	19780.1097	541	1		FXYD5,LSR,FAM187B	FAM187B	541	1
2_MACS_peak_7724_lociStitched	chr13	114827957	114835855	2	7734	43826.002	542	1	RASA3		RASA3	542	1
2_MACS_peak_14597_lociStitched	chr19	44281481	44289912	2	7729	19725.1676	543	1	KCNN4	ZNF283,C19orf61,LYPD5	KCNN4	543	1
3_MACS_peak_27228_lociStitched	chr8	12440928	12451381	3	7725	17119.9234	544	1			MIR3926-2	544	1
4_MACS_peak_17812_lociStitched	chr20	40720137	40727987	4	7721	21202.065	545	1	PTPRT		CHD6	545	1
3_MACS_peak_3905_lociStitched	chr10	99166505	99179668	3	7716	15925.9137	546	1		PGAM1,ZDHHC16,RRP12,EXOSC1	RRP12	546	1
2_MACS_peak_19901_lociStitched	chr3	53134825	53145322	2	7710	21621.7206	547	1	RFT1	PRKCD	RFT1	547	1
3_MACS_peak_13489_lociStitched	chr19	1066505	1078260	3	7710	27102.328	548	1	HMHA1	CNN2,ABCA7,GPX4,C19orf6,POLR2E	HMHA1	548	1
3_MACS_peak_10856_lociStitched	chr16	67269437	67283534	3	7710	14511.4518	549	1	SLC9A5,FHOD1	E2F4,ELMO3,TMEM208,PLEKHG4,EXOC3L,MIR328,LRRC29	FHOD1	549	1
2_MACS_peak_15618_lociStitched	chr2	47204843	47214526	2	7706	24012.8717	550	1	TTC7A	MCFD2	MCFD2	550	1
1_MACS_peak_28302_lociStitched	chr8	126441074	126448768	1	7695	20664.5452	551	1	TRIB1		TRIB1	551	1
2_MACS_peak_16682_lociStitched	chr2	175456574	175464427	2	7693	25096.6174	552	1	WIPF1		WIPF1	552	1
2_MACS_peak_11953_lociStitched	chr17	38251484	38260073	2	7691	13428.9015	553	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	553	1
3_MACS_peak_4219_lociStitched	chr10	125973346	125984967	3	7684	20097.3574	554	1			CHST15	554	1
4_MACS_peak_20340_lociStitched	chr3	124859042	124874225	4	7681	12820.5252	555	1	SLC12A8		SLC12A8	555	1
3_MACS_peak_8001_lociStitched	chr14	50527010	50535046	3	7666	22136.7692	556	1		C14orf183,C14orf138	C14orf183	556	1
1_MACS_peak_1824_lociStitched	chr1	154386880	154394541	1	7662	19308.7844	557	1	IL6R		IL6R	557	1
5_MACS_peak_14496_lociStitched	chr19	40916759	40932570	5	7662	22642.9331	558	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	PRX	558	1
2_MACS_peak_11197_lociStitched	chr16	88846315	88857672	2	7656	29976.8015	559	1	FAM38A	CDT1,APRT	FAM38A	559	1
5_MACS_peak_6161_lociStitched	chr12	33048268	33060503	5	7656	10764.353	560	1	PKP2		PKP2	560	1
5_MACS_peak_21359_lociStitched	chr4	25870938	25881317	5	7652	8423.5964	561	1		C4orf52,SEL1L3	SEL1L3	561	1
4_MACS_peak_19038_lociStitched	chr22	39823722	39835596	4	7646	11608.0224	562	1	TAB1	MGAT3	MGAT3	562	1
4_MACS_peak_10934_lociStitched	chr16	70461521	70473925	4	7645	12082.7364	563	1	ST3GAL2	FUK	ST3GAL2	563	1
2_MACS_peak_18779_lociStitched	chr22	29594953	29602907	2	7643	15933.4528	564	1	EMID1		EMID1	564	1
4_MACS_peak_20412_lociStitched	chr3	129027222	129037227	4	7639	20597.2935	565	1	C3orf47,H1FX	C3orf37	C3orf47	565	1
1_MACS_peak_18000_lociStitched	chr20	50027158	50034782	1	7625	36576.14	566	1	NFATC2	MIR3194	MIR3194	566	1
3_MACS_peak_464_lociStitched	chr1	23916537	23928891	3	7625	21441.6024	567	1		MDS2,ID3	MDS2	567	1
1_MACS_peak_4387_lociStitched	chr11	1870542	1878165	1	7624	38720.2662	568	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	568	1
1_MACS_peak_3110_lociStitched	chr10	11203169	11210789	1	7621	22375.368	569	1	CELF2		CELF2	569	1
3_MACS_peak_26056_lociStitched	chr7	50342944	50352408	3	7621	17680.6448	570	1	IKZF1		IKZF1	570	1
3_MACS_peak_11443_lociStitched	chr17	7475068	7488435	3	7619	37509.1387	571	1	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	571	1
4_MACS_peak_28187_lociStitched	chr8	119510992	119522416	4	7617	7644.9408	572	1	SAMD12		SAMD12	572	1
2_MACS_peak_1842_lociStitched	chr1	154940895	154949188	2	7612	38150.2879	573	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	573	1
2_MACS_peak_24338_lociStitched	chr6	31755914	31764549	2	7608	36886.993	574	1	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	574	1
3_MACS_peak_12823_lociStitched	chr17	80287621	80298052	3	7604	15339.8286	575	1	SECTM1	TEX19,UTS2R,CD7	SECTM1	575	1
5_MACS_peak_23566_lociStitched	chr5	156354073	156363069	5	7597	11811.748	576	1	TIMD4	LOC100286948	LOC100286948	576	1
3_MACS_peak_5670_lociStitched	chr11	120572561	120586372	3	7593	18349.2946	577	1	GRIK4		GRIK4	577	1
3_MACS_peak_14181_lociStitched	chr19	19173157	19180887	3	7591	14848.557	578	1	SLC25A42	ARMC6,SUGP2	SLC25A42	578	1
3_MACS_peak_4912_lociStitched	chr11	63298432	63306290	3	7573	13753.8574	579	1	RARRES3	LGALS12,HRASLS5,HRASLS2	RARRES3	579	1
4_MACS_peak_5097_lociStitched	chr11	67168294	67178307	4	7573	20998.2623	580	1	TBC1D10C,PPP1CA	RAD9A,CARNS1,RPS6KB2,CABP4,POLD4,CLCF1,PTPRCAP,CORO1B,GPR152	TBC1D10C	580	1
3_MACS_peak_4051_lociStitched	chr10	111643957	111654727	3	7573	10313.352	581	1	XPNPEP1		XPNPEP1	581	1
1_MACS_peak_18684_lociStitched	chr22	23477730	23485298	1	7569	27025.328	582	1	RTDR1	RAB36,BCR	RTDR1	582	1
2_MACS_peak_25131_lociStitched	chr6	119666651	119674757	2	7566	39142.2528	583	1	MAN1A1		MAN1A1	583	1
5_MACS_peak_18749_lociStitched	chr22	27003588	27014555	5	7559	12358.7123	584	1	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	584	1
