#NCI-H929 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/NCI-H929.H3K27ac_ROSE/NCI-H929_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by NCI.H929.jin.bam
#Using cutoff of 21130.3898 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isStretch
3_MACS_peak_28404_lociStitched	chr8	141598423	141608602	3	7376	10357.1325	612	1
2_MACS_peak_30772_lociStitched	chrX	153245066	153253004	2	7372	32236.218	613	1
2_MACS_peak_19281_lociStitched	chr22	50906690	50914262	2	7368	17113.4772	614	1
3_MACS_peak_26862_lociStitched	chr7	137664742	137673242	3	7361	10472.85	615	1
3_MACS_peak_13873_lociStitched	chr19	10978108	10990908	3	7361	20000	616	1
1_MACS_peak_154_lociStitched	chr1	6976889	6984245	1	7357	17496.9816	617	1
4_MACS_peak_19005_lociStitched	chr22	39416149	39426547	4	7353	13008.9378	618	1
5_MACS_peak_29098_lociStitched	chr9	93791287	93801695	5	7353	27188.8184	619	1
1_MACS_peak_21245_lociStitched	chr4	10093874	10101217	1	7344	23256.0153	620	1
1_MACS_peak_8432_lociStitched	chr14	89891366	89898700	1	7335	20037.2214	621	1
2_MACS_peak_27423_lociStitched	chr8	29488738	29500489	2	7329	9821.4858	622	1
3_MACS_peak_9971_lociStitched	chr16	685114	700576	3	7316	24972.6762	623	1
3_MACS_peak_28306_lociStitched	chr8	126613285	126621272	3	7311	8735.3819	624	1
2_MACS_peak_14751_lociStitched	chr19	48946429	48954098	2	7302	21191.7477	625	1
5_MACS_peak_25401_lociStitched	chr6	157166494	157174880	5	7299	6674.4174	626	1
3_MACS_peak_10582_lociStitched	chr16	30477350	30486864	3	7296	15423.1454	627	1
3_MACS_peak_23442_lociStitched	chr5	142778083	142785766	3	7292	43249.9119	628	1
3_MACS_peak_17913_lociStitched	chr20	46038837	46047020	3	7291	15780.0972	629	1
3_MACS_peak_9795_lociStitched	chr15	90721475	90736137	3	7290	21897.697	630	1
2_MACS_peak_17309_lociStitched	chr2	241517659	241527211	2	7285	22693.6416	631	1
2_MACS_peak_13778_lociStitched	chr19	7980427	7991355	2	7285	41277.2416	632	1
3_MACS_peak_29405_lociStitched	chr9	123630429	123641243	3	7283	35479.6526	633	1
2_MACS_peak_11300_lociStitched	chr17	1618206	1628962	2	7282	29754.3228	634	1
1_MACS_peak_18028_lociStitched	chr20	52351701	52358980	1	7280	25185.34	635	1
4_MACS_peak_17229_lociStitched	chr2	235391866	235406698	4	7278	12267.5472	636	1
3_MACS_peak_3622_lociStitched	chr10	73484846	73496517	3	7271	35377.1352	637	1
1_MACS_peak_18997_lociStitched	chr22	39146124	39153391	1	7268	30243.8006	638	1
3_MACS_peak_19778_lociStitched	chr3	48506653	48521673	3	7266	20572.894	639	1
1_MACS_peak_15108_lociStitched	chr2	5834766	5842002	1	7237	26125.578	640	1
3_MACS_peak_14443_lociStitched	chr19	39338808	39348948	3	7234	47700.588	641	1
4_MACS_peak_17940_lociStitched	chr20	47433056	47445697	4	7234	12351.5211	642	1
2_MACS_peak_19269_lociStitched	chr22	50623333	50631207	2	7231	27986.5582	643	1
4_MACS_peak_1587_lociStitched	chr1	143991752	144001954	4	7224	11002.857	644	1
4_MACS_peak_4835_lociStitched	chr11	60672844	60683888	4	7224	21344.7388	645	1
3_MACS_peak_13546_lociStitched	chr19	2049502	2062686	3	7219	32414.1824	646	1
3_MACS_peak_17052_lociStitched	chr2	219260089	219272483	3	7217	23838.6196	647	1
1_MACS_peak_10942_lociStitched	chr16	70553587	70560800	1	7214	32770.8229	648	1
3_MACS_peak_18746_lociStitched	chr22	26984422	26992190	3	7211	12163.1344	649	1
4_MACS_peak_21431_lociStitched	chr4	40302629	40312491	4	7210	8978.3648	650	1
1_MACS_peak_26646_lociStitched	chr7	104766186	104773383	1	7198	16714.3128	651	1
6_MACS_peak_2499_lociStitched	chr1	206938909	206948198	6	7189	7202.6906	652	1
3_MACS_peak_21441_lociStitched	chr4	40622805	40633843	3	7186	16683.937	653	1
5_MACS_peak_10779_lociStitched	chr16	57569412	57579254	5	7183	16881.9826	654	1
2_MACS_peak_11324_lociStitched	chr17	2294912	2306046	2	7170	35743.4802	655	1
2_MACS_peak_11685_lociStitched	chr17	21198098	21205581	2	7168	6921.0267	656	1
2_MACS_peak_9468_lociStitched	chr15	72518677	72530146	2	7166	15320.2902	657	1
1_MACS_peak_13525_lociStitched	chr19	1646922	1654084	1	7163	68649.9186	658	1
4_MACS_peak_322_lociStitched	chr1	15668036	15683900	4	7161	11504.5728	659	1
3_MACS_peak_12776_lociStitched	chr17	79366747	79374222	3	7152	26735.8325	660	1
4_MACS_peak_24900_lociStitched	chr6	91180998	91189213	4	7146	12790.755	661	1
1_MACS_peak_2863_lociStitched	chr1	234741636	234748776	1	7141	45022.698	662	1
2_MACS_peak_29557_lociStitched	chr9	131445509	131453054	2	7135	22269.0675	663	1
1_MACS_peak_24975_lociStitched	chr6	106610736	106617851	1	7116	26741.7275	664	1
2_MACS_peak_422_lociStitched	chr1	21616051	21624019	2	7116	15352.7424	665	1
5_MACS_peak_27418_lociStitched	chr8	29466081	29474077	5	7116	6847.7744	666	1
3_MACS_peak_13578_lociStitched	chr19	2541578	2553392	3	7114	23323.1988	667	1
6_MACS_peak_7987_lociStitched	chr14	50318642	50335626	6	7112	15572.6296	668	1
1_MACS_peak_5215_lociStitched	chr11	72979522	72986629	1	7108	25553.9292	669	1
3_MACS_peak_17581_lociStitched	chr20	30285516	30297406	3	7105	9935.284	670	1
1_MACS_peak_23497_lociStitched	chr5	149717051	149724152	1	7102	16074.5337	671	1
2_MACS_peak_28079_lociStitched	chr8	103661870	103670395	2	7098	25562.2125	672	1
3_MACS_peak_5529_lociStitched	chr11	113051110	113062283	3	7097	14955.0605	673	1
1_MACS_peak_15448_lociStitched	chr2	33717581	33724673	1	7093	11259.9684	674	1
3_MACS_peak_3740_lociStitched	chr10	81946765	81958496	3	7091	8734.9026	675	1
1_MACS_peak_19892_lociStitched	chr3	52737917	52745000	1	7084	19067.436	676	1
3_MACS_peak_20352_lociStitched	chr3	125553127	125562573	3	7083	14628.0756	677	1
5_MACS_peak_19404_lociStitched	chr3	12682208	12691396	5	7081	10011.2448	678	1
2_MACS_peak_4076_lociStitched	chr10	112216804	112225898	2	7070	22899.6014	679	1
2_MACS_peak_5544_lociStitched	chr11	113947805	113958626	2	7069	21426.6621	680	1
3_MACS_peak_5207_lociStitched	chr11	72862059	72870924	3	7067	14727.4245	681	1
2_MACS_peak_22428_lociStitched	chr5	6708109	6715232	2	7063	29331.8017	682	1
1_MACS_peak_19385_lociStitched	chr3	10260689	10267748	1	7060	20373.6858	683	1
2_MACS_peak_15832_lociStitched	chr2	70311849	70323183	2	7060	51791.8464	684	1
3_MACS_peak_16170_lociStitched	chr2	106405973	106416420	3	7058	17384.8527	685	1
2_MACS_peak_2809_lociStitched	chr1	230255596	230262851	2	7056	21313.739	686	1
1_MACS_peak_14050_lociStitched	chr19	15574175	15581221	1	7047	23687.9474	687	1
3_MACS_peak_21638_lociStitched	chr4	77220979	77229765	3	7046	14839.554	688	1
2_MACS_peak_27726_lociStitched	chr8	66858006	66865412	2	7045	15298.5742	689	1
2_MACS_peak_11815_lociStitched	chr17	31312718	31322888	2	7041	8568.225	690	1
1_MACS_peak_60_lociStitched	chr1	1707738	1714775	1	7038	25588.6431	691	1
1_MACS_peak_5199_lociStitched	chr11	72427417	72434425	1	7009	14185.5936	692	1
2_MACS_peak_5040_lociStitched	chr11	65902710	65910202	2	6999	14497.7692	693	1
3_MACS_peak_16125_lociStitched	chr2	99116900	99125040	3	6995	7804.632	694	1
1_MACS_peak_25365_lociStitched	chr6	151213557	151220549	1	6993	13057.56	695	1
2_MACS_peak_16657_lociStitched	chr2	173419073	173426505	2	6973	17538.7768	696	1
3_MACS_peak_1782_lociStitched	chr1	153507535	153519240	3	6963	19077.9795	697	1
1_MACS_peak_5568_lociStitched	chr11	115133461	115140414	1	6954	16839.4707	698	1
3_MACS_peak_17715_lociStitched	chr20	34677462	34688592	3	6953	9617.433	699	1
4_MACS_peak_16093_lociStitched	chr2	97192195	97205229	4	6943	24914.491	700	1
1_MACS_peak_1845_lociStitched	chr1	154970620	154977550	1	6931	48015.891	701	1
1_MACS_peak_8268_lociStitched	chr14	72941531	72948453	1	6923	15517.7396	702	1
3_MACS_peak_29314_lociStitched	chr9	114745242	114754968	3	6918	8661.003	703	1
2_MACS_peak_19025_lociStitched	chr22	39631052	39641565	2	6915	10884.1089	704	1
2_MACS_peak_22424_lociStitched	chr5	6479851	6486907	2	6912	11563.3728	705	1
3_MACS_peak_1859_lociStitched	chr1	155156942	155165910	3	6911	28986.3696	706	1
2_MACS_peak_7081_lociStitched	chr12	122145458	122152465	2	6910	11513.2017	707	1
3_MACS_peak_11734_lociStitched	chr17	27219392	27230209	3	6904	14572.6624	708	1
2_MACS_peak_9747_lociStitched	chr15	89177069	89184089	2	6900	13481.208	709	1
4_MACS_peak_19422_lociStitched	chr3	13342368	13356434	4	6898	10349.7628	710	1
3_MACS_peak_492_lociStitched	chr1	24710263	24718972	3	6896	10708.5864	711	1
3_MACS_peak_8747_lociStitched	chr14	105946837	105958281	3	6894	32671.4756	712	1
2_MACS_peak_17990_lociStitched	chr20	49569354	49576253	2	6888	26130.6524	713	1
2_MACS_peak_19256_lociStitched	chr22	50322741	50330996	2	6884	34425.8265	714	1
2_MACS_peak_25010_lociStitched	chr6	108878329	108887002	2	6882	23970.4374	715	1
4_MACS_peak_23857_lociStitched	chr5	180610414	180619863	4	6881	16627.4053	716	1
3_MACS_peak_13622_lociStitched	chr19	3358773	3370142	3	6881	29301.3237	717	1
3_MACS_peak_21734_lociStitched	chr4	87855349	87862501	3	6877	12409.4352	718	1
3_MACS_peak_11128_lociStitched	chr16	85779015	85791113	3	6877	11523.345	719	1
4_MACS_peak_30800_lociStitched	chrX	153706537	153720078	4	6862	22754.2964	720	1
3_MACS_peak_29586_lociStitched	chr9	132167890	132177629	3	6861	28111.6235	721	1
4_MACS_peak_12600_lociStitched	chr17	74235684	74249099	4	6860	14873.2105	722	1
1_MACS_peak_2525_lociStitched	chr1	207993533	208000386	1	6854	14895.6808	723	1
5_MACS_peak_18949_lociStitched	chr22	38022379	38036650	5	6851	13815.7551	724	1
3_MACS_peak_15276_lociStitched	chr2	20618201	20630816	3	6840	16658.1075	725	1
3_MACS_peak_11319_lociStitched	chr17	2157183	2171025	3	6838	12709.7244	726	1
2_MACS_peak_12208_lociStitched	chr17	47816357	47827051	2	6830	10799.8706	727	1
1_MACS_peak_3080_lociStitched	chr10	6965806	6972630	1	6825	26704.3592	728	1
1_MACS_peak_24308_lociStitched	chr6	30683765	30690583	1	6819	25082.7402	729	1
4_MACS_peak_6139_lociStitched	chr12	32074686	32088120	4	6814	14789.4906	730	1
2_MACS_peak_12102_lociStitched	chr17	43388614	43395702	2	6799	13691.1808	731	1
2_MACS_peak_20803_lociStitched	chr3	178230609	178238243	2	6798	11776.9718	732	1
1_MACS_peak_18057_lociStitched	chr20	55125699	55132495	1	6797	40931.6284	733	1
2_MACS_peak_14199_lociStitched	chr19	19771454	19780675	2	6796	38775.2271	734	1
4_MACS_peak_900_lociStitched	chr1	43396655	43408626	4	6793	10851.7115	735	1
3_MACS_peak_183_lociStitched	chr1	8933070	8940280	3	6775	28571.788	736	1
3_MACS_peak_24794_lociStitched	chr6	80246009	80255909	3	6775	14787.63	737	1
6_MACS_peak_10227_lociStitched	chr16	11762475	11777053	6	6768	7208.821	738	1
2_MACS_peak_10880_lociStitched	chr16	68000025	68010888	2	6764	17075.5497	739	1
4_MACS_peak_13956_lociStitched	chr19	13043248	13057778	4	6764	27588.111	740	1
1_MACS_peak_27850_lociStitched	chr8	81010952	81017697	1	6746	17314.415	741	1
2_MACS_peak_23542_lociStitched	chr5	153651408	153659668	2	6743	9973.124	742	1
1_MACS_peak_6216_lociStitched	chr12	46119471	46126212	1	6742	36826.083	743	1
2_MACS_peak_12738_lociStitched	chr17	78002195	78011071	2	6741	12401.5472	744	1
3_MACS_peak_10169_lociStitched	chr16	9165748	9173841	3	6732	10410.0259	745	1
2_MACS_peak_12682_lociStitched	chr17	76163914	76172290	2	6730	19296.6288	746	1
3_MACS_peak_10882_lociStitched	chr16	68017207	68028542	3	6726	15794.189	747	1
1_MACS_peak_26267_lociStitched	chr7	74070743	74077466	1	6724	46119.1077	748	1
2_MACS_peak_533_lociStitched	chr1	25942441	25949264	2	6722	13099.4777	749	1
1_MACS_peak_1615_lociStitched	chr1	145434366	145441081	1	6716	24239.1355	750	1
3_MACS_peak_27515_lociStitched	chr8	38238107	38244895	3	6716	29516.9392	751	1
4_MACS_peak_27676_lociStitched	chr8	60963832	60971625	4	6714	10226.7539	752	1
2_MACS_peak_11922_lociStitched	chr17	37350941	37358778	2	6707	19665.3841	753	1
5_MACS_peak_26579_lociStitched	chr7	101382779	101391520	5	6707	7330.2026	754	1
3_MACS_peak_30730_lociStitched	chrX	151082503	151090325	3	6704	14596.6342	755	1
1_MACS_peak_461_lociStitched	chr1	23880049	23886738	1	6690	20931.2188	756	1
1_MACS_peak_25964_lociStitched	chr7	43685304	43691991	1	6688	14788.3005	757	1
1_MACS_peak_12449_lociStitched	chr17	65642550	65649233	1	6684	21110.2604	758	1
2_MACS_peak_18899_lociStitched	chr22	36778340	36785042	2	6682	19601.3394	759	1
4_MACS_peak_12142_lociStitched	chr17	45681902	45691910	4	6681	9278.4168	760	1
3_MACS_peak_14641_lociStitched	chr19	45921543	45932756	3	6671	11632.3662	761	1
1_MACS_peak_8385_lociStitched	chr14	81421100	81427769	1	6670	24111.7695	762	1
2_MACS_peak_6562_lociStitched	chr12	69200178	69206860	2	6667	32366.9398	763	1
1_MACS_peak_13946_lociStitched	chr19	12899091	12905737	1	6647	37676.174	764	1
1_MACS_peak_17999_lociStitched	chr20	50015885	50022529	1	6645	29401.6932	765	1
3_MACS_peak_1733_lociStitched	chr1	150945370	150952437	3	6643	34769.64	766	1
2_MACS_peak_13642_lociStitched	chr19	3983491	3990970	2	6638	18788.7438	767	1
5_MACS_peak_15977_lociStitched	chr2	85921439	85934573	5	6622	7415.4564	768	1
2_MACS_peak_8382_lociStitched	chr14	81391985	81399830	2	6620	14436.369	769	1
3_MACS_peak_4474_lociStitched	chr11	8703231	8711189	3	6620	24265.5336	770	1
3_MACS_peak_12894_lociStitched	chr18	2635920	2643134	3	6614	9272.1542	771	1
2_MACS_peak_2169_lociStitched	chr1	173831278	173838804	2	6611	29837.5796	772	1
1_MACS_peak_22749_lociStitched	chr5	60623481	60630080	1	6600	17158.7198	773	1
2_MACS_peak_826_lociStitched	chr1	40061840	40072765	2	6592	13116.555	774	1
1_MACS_peak_27534_lociStitched	chr8	40026733	40033317	1	6585	13023.152	775	1
3_MACS_peak_13526_lociStitched	chr19	1660533	1672873	3	6581	28443.7	776	1
2_MACS_peak_9646_lociStitched	chr15	81585440	81594645	2	6572	10164.161	777	1
5_MACS_peak_28225_lociStitched	chr8	123091282	123098188	5	6568	6571.059	778	1
2_MACS_peak_26786_lociStitched	chr7	128572389	128582012	2	6568	13013.1829	779	1
3_MACS_peak_22267_lociStitched	chr4	185184632	185191532	3	6567	11353.26	780	1
2_MACS_peak_2106_lociStitched	chr1	167460286	167470960	2	6563	10524.564	781	1
2_MACS_peak_3975_lociStitched	chr10	103873691	103881298	2	6562	13040.6801	782	1
4_MACS_peak_24362_lociStitched	chr6	32156881	32165431	4	6562	13529.52	783	1
1_MACS_peak_25399_lociStitched	chr6	157097674	157104234	1	6561	41761.616	784	1
4_MACS_peak_17069_lociStitched	chr2	220109665	220119658	4	6543	13708.3974	785	1
3_MACS_peak_18193_lociStitched	chr20	62599786	62613218	3	6541	18072.756	786	1
1_MACS_peak_5714_lociStitched	chr11	124939085	124945623	1	6539	39371.1822	787	1
1_MACS_peak_26818_lociStitched	chr7	130789656	130796187	1	6532	20884.8318	788	1
2_MACS_peak_202_lociStitched	chr1	9334831	9343814	2	6528	12662.4368	789	1
4_MACS_peak_23630_lociStitched	chr5	160169258	160177143	4	6524	7909.4435	790	1
3_MACS_peak_24147_lociStitched	chr6	25403291	25413164	3	6524	12499.218	791	1
1_MACS_peak_19267_lociStitched	chr22	50538029	50544551	1	6523	8352.0732	792	1
1_MACS_peak_7492_lociStitched	chr13	49549184	49555706	1	6523	13612.0662	793	1
2_MACS_peak_12651_lociStitched	chr17	75315085	75322225	2	6521	10058.118	794	1
2_MACS_peak_4402_lociStitched	chr11	2793097	2801322	2	6517	20490.9425	795	1
4_MACS_peak_4406_lociStitched	chr11	2912972	2924574	4	6508	11654.209	796	1
3_MACS_peak_277_lociStitched	chr1	11983776	11995425	3	6504	10429.3497	797	1
4_MACS_peak_25831_lociStitched	chr7	29695030	29706009	4	6500	8743.6756	798	1
3_MACS_peak_26275_lociStitched	chr7	74341227	74347954	3	6499	7890.0983	799	1
2_MACS_peak_14054_lociStitched	chr19	16180752	16191673	2	6493	43010.1743	800	1
2_MACS_peak_24292_lociStitched	chr6	30474926	30485691	2	6491	18554.554	801	1
2_MACS_peak_27841_lociStitched	chr8	80634511	80641023	2	6488	11841.4208	802	1
5_MACS_peak_9157_lociStitched	chr15	45011341	45022120	5	6488	11433.2853	803	1
2_MACS_peak_2505_lociStitched	chr1	206955431	206965802	2	6485	15166.5504	804	1
2_MACS_peak_2009_lociStitched	chr1	161007666	161018156	2	6484	30236.376	805	1
1_MACS_peak_5158_lociStitched	chr11	69452448	69458930	1	6483	19040.875	806	1
4_MACS_peak_8799_lociStitched	chr15	20960492	20974526	4	6479	10797.7596	807	1
3_MACS_peak_11154_lociStitched	chr16	87416151	87427261	3	6478	17396.038	808	1
3_MACS_peak_23092_lociStitched	chr5	109024294	109032748	3	6473	17595.3102	809	1
2_MACS_peak_12713_lociStitched	chr17	76881709	76889268	2	6472	16853.5464	810	1
3_MACS_peak_6715_lociStitched	chr12	95032854	95044748	3	6471	17616.2034	811	1
1_MACS_peak_23004_lociStitched	chr5	90674393	90680854	1	6462	34053.3466	812	1
1_MACS_peak_11185_lociStitched	chr16	88618081	88624532	1	6452	16663.5781	813	1
3_MACS_peak_19326_lociStitched	chr3	5018825	5029275	3	6452	17870.545	814	1
4_MACS_peak_15186_lociStitched	chr2	11512026	11519708	4	6448	9239.1414	815	1
1_MACS_peak_1303_lociStitched	chr1	92947882	92954312	1	6431	23819.292	816	1
3_MACS_peak_8269_lociStitched	chr14	72980430	72987170	3	6425	16224.528	817	1
3_MACS_peak_8054_lociStitched	chr14	55564464	55575509	3	6423	16885.596	818	1
1_MACS_peak_13162_lociStitched	chr18	42258023	42264444	1	6422	46089.938	819	1
2_MACS_peak_22559_lociStitched	chr5	32206004	32212507	2	6422	24005.1742	820	1
2_MACS_peak_26672_lociStitched	chr7	106504544	106513304	2	6422	8892.276	821	1
4_MACS_peak_12468_lociStitched	chr17	66452315	66459321	4	6421	8498.9786	822	1
2_MACS_peak_29446_lociStitched	chr9	126098562	126107108	2	6415	34545.4958	823	1
3_MACS_peak_2765_lociStitched	chr1	228666560	228676665	3	6415	23889.2305	824	1
4_MACS_peak_18878_lociStitched	chr22	35998540	36009045	4	6414	7237.945	825	1
4_MACS_peak_10254_lociStitched	chr16	12185576	12194430	4	6407	14146.9212	826	1
2_MACS_peak_3191_lociStitched	chr10	15826329	15833133	2	6405	12049.2036	827	1
4_MACS_peak_7720_lociStitched	chr13	114808285	114819474	4	6399	10002.966	828	1
1_MACS_peak_2703_lociStitched	chr1	226127477	226133874	1	6398	24227.9978	829	1
3_MACS_peak_30022_lociStitched	chrX	40171785	40179240	3	6398	12078.591	830	1
3_MACS_peak_11421_lociStitched	chr17	7136895	7146890	3	6375	16587.702	831	1
2_MACS_peak_8853_lociStitched	chr15	23388620	23395031	2	6372	8015.0322	832	1
2_MACS_peak_20157_lociStitched	chr3	101403666	101412899	2	6366	11122.9951	833	1
5_MACS_peak_4028_lociStitched	chr10	105667416	105678992	5	6362	10923.1136	834	1
1_MACS_peak_17830_lociStitched	chr20	42307042	42313402	1	6361	33398.904	835	1
3_MACS_peak_10408_lociStitched	chr16	23344191	23354252	3	6355	14720.2491	836	1
4_MACS_peak_4547_lociStitched	chr11	16922360	16933422	4	6352	11918.1988	837	1
2_MACS_peak_62_lociStitched	chr1	1820976	1829553	2	6345	23155.3269	838	1
1_MACS_peak_24238_lociStitched	chr6	27857391	27863733	1	6343	29357.118	839	1
2_MACS_peak_22556_lociStitched	chr5	32168742	32175859	2	6341	37377.0606	840	1
1_MACS_peak_7486_lociStitched	chr13	49101596	49107934	1	6339	16765.9114	841	1
4_MACS_peak_14962_lociStitched	chr19	55765007	55771709	4	6338	7466.6982	842	1
2_MACS_peak_19626_lociStitched	chr3	39188433	39195879	2	6333	19655.9508	843	1
2_MACS_peak_24118_lociStitched	chr6	21586975	21597364	2	6332	21080.3199	844	1
2_MACS_peak_13480_lociStitched	chr19	919601	928044	2	6325	37261.4919	845	1
1_MACS_peak_21634_lociStitched	chr4	77116128	77122451	1	6324	16123.65	846	1
3_MACS_peak_12707_lociStitched	chr17	76775552	76782215	3	6323	16576.2114	847	1
1_MACS_peak_3111_lociStitched	chr10	11216999	11223314	1	6316	24430.209	848	1
2_MACS_peak_10192_lociStitched	chr16	10830206	10838829	2	6316	15869.7692	849	1
3_MACS_peak_11277_lociStitched	chr17	1011406	1025224	3	6310	17083.1934	850	1
4_MACS_peak_24449_lociStitched	chr6	35568504	35580154	4	6304	8231.89	851	1
1_MACS_peak_9444_lociStitched	chr15	70387539	70393840	1	6302	34349.9015	852	1
5_MACS_peak_24347_lociStitched	chr6	31864417	31876805	5	6301	11434.124	853	1
2_MACS_peak_16801_lociStitched	chr2	191328876	191335353	2	6300	7511.3769	854	1
4_MACS_peak_30505_lociStitched	chrX	118815542	118827754	4	6300	9961.3284	855	1
2_MACS_peak_22014_lociStitched	chr4	140127945	140136542	2	6286	13034.7714	856	1
4_MACS_peak_20118_lociStitched	chr3	98273555	98283622	4	6271	11502.5542	857	1
3_MACS_peak_4068_lociStitched	chr10	112147161	112157165	3	6264	9728.89	858	1
3_MACS_peak_10323_lociStitched	chr16	17435540	17442635	3	6262	12531.8985	859	1
2_MACS_peak_12175_lociStitched	chr17	46581984	46590810	2	6260	7652.142	860	1
2_MACS_peak_9561_lociStitched	chr15	75742625	75748946	2	6254	22742.3259	861	1
3_MACS_peak_26291_lociStitched	chr7	74683864	74690808	3	6254	7508.5472	862	1
4_MACS_peak_29251_lociStitched	chr9	107874325	107882466	4	6252	9851.4241	863	1
3_MACS_peak_11595_lociStitched	chr17	17794346	17804638	3	6252	11850.2088	864	1
5_MACS_peak_15806_lociStitched	chr2	69056110	69066497	5	6251	7831.798	865	1
2_MACS_peak_2356_lociStitched	chr1	197741483	197748100	2	6250	20361.8324	866	1
2_MACS_peak_29048_lociStitched	chr9	88963561	88970163	2	6246	17983.848	867	1
2_MACS_peak_25080_lociStitched	chr6	114175743	114182087	2	6236	12653.7424	868	1
3_MACS_peak_9500_lociStitched	chr15	74689453	74696988	3	6235	9937.9115	869	1
1_MACS_peak_19003_lociStitched	chr22	39377391	39383624	1	6234	13644.037	870	1
1_MACS_peak_1997_lociStitched	chr1	160676762	160682995	1	6234	12051.5055	871	1
2_MACS_peak_8721_lociStitched	chr14	105390488	105400656	2	6229	21303.9936	872	1
2_MACS_peak_20280_lociStitched	chr3	121263903	121271710	2	6224	11708.1579	873	1
3_MACS_peak_26062_lociStitched	chr7	50724070	50733987	3	6224	10259.1365	874	1
1_MACS_peak_29073_lociStitched	chr9	92039617	92045824	1	6208	14947.6974	875	1
1_MACS_peak_14693_lociStitched	chr19	47216766	47222971	1	6206	21838.4975	876	1
1_MACS_peak_2113_lociStitched	chr1	167596039	167602243	1	6205	61468.6116	877	1
2_MACS_peak_23847_lociStitched	chr5	180228887	180238878	2	6204	29793.162	878	1
1_MACS_peak_7777_lociStitched	chr14	21732613	21738805	1	6193	12403.8144	879	1
2_MACS_peak_2382_lociStitched	chr1	200856320	200863226	2	6189	17840.2698	880	1
3_MACS_peak_4974_lociStitched	chr11	64879234	64890567	3	6185	18208.7311	881	1
3_MACS_peak_19115_lociStitched	chr22	42928316	42936559	3	6183	14368.3733	882	1
2_MACS_peak_18149_lociStitched	chr20	61462537	61470964	2	6172	17706.8124	883	1
4_MACS_peak_8550_lociStitched	chr14	94486415	94495611	4	6171	12944.2896	884	1
3_MACS_peak_10723_lociStitched	chr16	53123993	53134448	3	6170	12907.743	885	1
1_MACS_peak_17225_lociStitched	chr2	235197099	235203262	1	6164	19812.8124	886	1
3_MACS_peak_24109_lociStitched	chr6	20401063	20410939	3	6160	32847.576	887	1
2_MACS_peak_18970_lociStitched	chr22	38572036	38578595	2	6157	20283.7075	888	1
3_MACS_peak_26199_lociStitched	chr7	71167619	71175187	3	6153	13763.9216	889	1
3_MACS_peak_6126_lociStitched	chr12	31737887	31744728	3	6147	16057.8793	890	1
2_MACS_peak_12199_lociStitched	chr17	47463310	47472668	2	6146	27140.0716	891	1
2_MACS_peak_22275_lociStitched	chr4	185301710	185307855	2	6143	30359.3725	892	1
1_MACS_peak_26645_lociStitched	chr7	104650488	104656628	1	6141	40702.06	893	1
4_MACS_peak_16924_lociStitched	chr2	203123939	203137295	4	6141	20198.2788	894	1
2_MACS_peak_8394_lociStitched	chr14	81864379	81873643	2	6138	20473.44	895	1
3_MACS_peak_24384_lociStitched	chr6	33280556	33292208	3	6135	12285.8688	896	1
4_MACS_peak_12692_lociStitched	chr17	76348515	76357008	4	6127	9294.7392	897	1
5_MACS_peak_25141_lociStitched	chr6	119815523	119824897	5	6124	6826.1468	898	1
1_MACS_peak_28377_lociStitched	chr8	134579592	134585710	1	6119	21252.7084	899	1
2_MACS_peak_8628_lociStitched	chr14	100530753	100539767	2	6116	13103.6518	900	1
2_MACS_peak_19534_lociStitched	chr3	25823663	25832400	2	6114	10040.5604	901	1
1_MACS_peak_29370_lociStitched	chr9	117349310	117355417	1	6108	11256.4224	902	1
3_MACS_peak_5239_lociStitched	chr11	74659635	74665865	3	6108	12367.796	903	1
3_MACS_peak_10759_lociStitched	chr16	56964242	56974051	3	6108	23973.196	904	1
2_MACS_peak_8792_lociStitched	chr15	20721901	20728208	2	6106	7258.7263	905	1
1_MACS_peak_13589_lociStitched	chr19	2697241	2703335	1	6095	13672.4984	906	1
3_MACS_peak_9075_lociStitched	chr15	40834668	40844191	3	6095	7723.153	907	1
2_MACS_peak_22270_lociStitched	chr4	185201639	185209985	2	6094	26677.1544	908	1
2_MACS_peak_1905_lociStitched	chr1	156192687	156199269	2	6089	16208.8332	909	1
3_MACS_peak_19149_lociStitched	chr22	43941217	43950222	3	6084	9308.4685	910	1
2_MACS_peak_11191_lociStitched	chr16	88746850	88753483	2	6083	20423.007	911	1
4_MACS_peak_22353_lociStitched	chr5	217625	225119	4	6083	13352.0598	912	1
1_MACS_peak_16304_lociStitched	chr2	114643378	114649458	1	6081	23304.64	913	1
5_MACS_peak_14092_lociStitched	chr19	16994322	17009125	5	6079	8899.5636	914	1
2_MACS_peak_14068_lociStitched	chr19	16434479	16442006	2	6076	18459.2148	915	1
1_MACS_peak_919_lociStitched	chr1	44296961	44303030	1	6070	17513.3133	916	1
2_MACS_peak_2269_lociStitched	chr1	183809284	183815383	2	6070	13847.1696	917	1
4_MACS_peak_26609_lociStitched	chr7	102147739	102158838	4	6067	6012.3283	918	1
3_MACS_peak_23767_lociStitched	chr5	175962292	175971375	3	6054	22100.7556	919	1
